u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,service,bridge,lanes,access,ref,junction,tunnel
2059303854,248709391,0,648888153,False,West Drive,cycleway,20 mph,7.42,"LINESTRING (-73.97532390000001 40.7745847, -73.97524970000001 40.7746207)",,,,,,,
2059303857,248709391,0,648888153,False,West Drive,cycleway,20 mph,8.162,"LINESTRING (-73.9751638 40.7746547, -73.97524970000001 40.7746207)",,,,,,,
2059303857,2059303860,0,648888153,False,West Drive,cycleway,20 mph,8.766,"LINESTRING (-73.9751638 40.7746547, -73.9750658 40.7746813)",,,,,,,
2059303860,2059303857,0,648888153,False,West Drive,cycleway,20 mph,8.766,"LINESTRING (-73.9750658 40.7746813, -73.9751638 40.7746547)",,,,,,,
2059303860,595703342,0,648888153,False,West Drive,cycleway,20 mph,12.316,"LINESTRING (-73.9750658 40.7746813, -73.9749278 40.774718)",,,,,,,
2059303863,3156429739,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,5.302,"LINESTRING (-73.97443149999999 40.7746833, -73.9744936 40.7746912)",,,,,,,
2059303863,1490116234,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.748,"LINESTRING (-73.97443149999999 40.7746833, -73.9743209 40.7746574)",,,,,,,
2059303867,2059303869,0,46613704,True,Terrace Drive,cycleway,20 mph,5.415,"LINESTRING (-73.97512 40.7747314, -73.97517910000001 40.7747506)",,,,,,,
2059303869,2059303874,0,46613704,True,Terrace Drive,cycleway,20 mph,4.269,"LINESTRING (-73.97517910000001 40.7747506, -73.97522360000001 40.774769)",,,,,,,
2059303872,42442175,0,689009144,True,West Drive,cycleway,20 mph,15.06,"LINESTRING (-73.9746069 40.7747763, -73.97477859999999 40.7747384)",,,,,,,
2059303874,595703344,0,46613704,True,Terrace Drive,cycleway,20 mph,7.26,"LINESTRING (-73.97522360000001 40.774769, -73.9752886 40.7748119)",,,,,,,
2059303879,4257949516,0,689009144,True,West Drive,cycleway,20 mph,6.792,"LINESTRING (-73.9744304 40.7748392, -73.9744987 40.7748067)",,,,,,,
2059303881,2059303885,0,46613704,True,Terrace Drive,cycleway,20 mph,3.633,"LINESTRING (-73.9753192 40.7748347, -73.9753455 40.7748606)",,,,,,,
2059303885,2059303899,0,46613704,True,Terrace Drive,cycleway,20 mph,10.098,"LINESTRING (-73.9753455 40.7748606, -73.9754051 40.7749394)",,,,,,,
2059303889,2059303879,0,689009144,True,West Drive,cycleway,20 mph,8.664,"LINESTRING (-73.97435040000001 40.7748882, -73.9744304 40.7748392)",,,,,,,
2059303899,2059303902,0,46613704,True,Terrace Drive,cycleway,20 mph,5.9,"LINESTRING (-73.9754051 40.7749394, -73.9754338 40.7749878)",,,,,,,
2059303900,2059303889,0,689009144,True,West Drive,cycleway,20 mph,14.515,"LINESTRING (-73.9742382 40.7749873, -73.97435040000001 40.7748882)",,,,,,,
2059303902,2059303905,0,46613704,True,Terrace Drive,cycleway,20 mph,3.344,"LINESTRING (-73.9754338 40.7749878, -73.9754533 40.775014)",,,,,,,
2059303905,248709390,0,46613704,True,Terrace Drive,cycleway,20 mph,9.465,"LINESTRING (-73.9754533 40.775014, -73.97552229999999 40.7750812)",,,,,,,
2059303909,2059303900,0,689009144,True,West Drive,cycleway,20 mph,10.522,"LINESTRING (-73.9741721 40.7750676, -73.9742382 40.7749873)",,,,,,,
2059303914,248709390,0,514350784,False,Terrace Drive,cycleway,20 mph,3.866,"LINESTRING (-73.97553859999999 40.7751137, -73.97552229999999 40.7750812)",,,,,,,
2059303914,2059303916,0,514350784,False,Terrace Drive,cycleway,20 mph,4.636,"LINESTRING (-73.97553859999999 40.7751137, -73.9755522 40.7751541)",,,,,,,
2059303916,2059303914,0,514350784,False,Terrace Drive,cycleway,20 mph,4.636,"LINESTRING (-73.9755522 40.7751541, -73.97553859999999 40.7751137)",,,,,,,
2059303916,2059303919,0,514350784,False,Terrace Drive,cycleway,20 mph,5.523,"LINESTRING (-73.9755522 40.7751541, -73.9755651 40.7752028)",,,,,,,
2059303919,2059303916,0,514350784,False,Terrace Drive,cycleway,20 mph,5.523,"LINESTRING (-73.9755651 40.7752028, -73.9755522 40.7751541)",,,,,,,
2059303919,248709388,0,514350784,False,Terrace Drive,cycleway,20 mph,6.92,"LINESTRING (-73.9755651 40.7752028, -73.9755748 40.7752646)",,,,,,,
2059303924,248709388,0,514350784,False,Terrace Drive,cycleway,20 mph,12.316,"LINESTRING (-73.9755797 40.7753753, -73.9755748 40.7752646)",,,,,,,
2059303924,2059303927,0,514350784,False,Terrace Drive,cycleway,20 mph,5.308,"LINESTRING (-73.9755797 40.7753753, -73.9755772 40.775423)",,,,,,,
2059303927,2059303924,0,514350784,False,Terrace Drive,cycleway,20 mph,5.308,"LINESTRING (-73.9755772 40.775423, -73.9755797 40.7753753)",,,,,,,
2059303927,2059303939,0,514350784,False,Terrace Drive,cycleway,20 mph,7.548,"LINESTRING (-73.9755772 40.775423, -73.97556659999999 40.7754904)",,,,,,,
2059303939,2059303927,0,514350784,False,Terrace Drive,cycleway,20 mph,7.548,"LINESTRING (-73.97556659999999 40.7754904, -73.9755772 40.775423)",,,,,,,
2059303939,248709387,0,514350784,False,Terrace Drive,cycleway,20 mph,7.261,"LINESTRING (-73.97556659999999 40.7754904, -73.9755523 40.7755548)",,,,,,,
2059303940,248709387,0,514350784,False,Terrace Drive,cycleway,20 mph,8.131,"LINESTRING (-73.975534 40.7756266, -73.9755523 40.7755548)",,,,,,,
2059303940,2059303941,0,514350784,False,Terrace Drive,cycleway,20 mph,25.116,"LINESTRING (-73.975534 40.7756266, -73.9754569 40.7758448)",,,,,,,
2059303941,2059303940,0,514350784,False,Terrace Drive,cycleway,20 mph,25.116,"LINESTRING (-73.9754569 40.7758448, -73.975534 40.7756266)",,,,,,,
2059303941,2059303942,0,514350784,False,Terrace Drive,cycleway,20 mph,3.177,"LINESTRING (-73.9754569 40.7758448, -73.9754508 40.775873)",,,,,,,
2059303942,2059303941,0,514350784,False,Terrace Drive,cycleway,20 mph,3.177,"LINESTRING (-73.9754508 40.775873, -73.9754569 40.7758448)",,,,,,,
2059303942,2059303943,0,514350784,False,Terrace Drive,cycleway,20 mph,2.186,"LINESTRING (-73.9754508 40.775873, -73.9754488 40.7758926)",,,,,,,
2059303943,2059303942,0,514350784,False,Terrace Drive,cycleway,20 mph,2.186,"LINESTRING (-73.9754488 40.7758926, -73.9754508 40.775873)",,,,,,,
2059303943,248709386,0,514350784,False,Terrace Drive,cycleway,20 mph,2.369,"LINESTRING (-73.9754488 40.7758926, -73.9754495 40.7759139)",,,,,,,
2059303944,248709386,0,514350784,False,Terrace Drive,cycleway,20 mph,4.426,"LINESTRING (-73.97546 40.7759529, -73.9754495 40.7759139)",,,,,,,
2059303944,2059303945,0,514350784,False,Terrace Drive,cycleway,20 mph,4.173,"LINESTRING (-73.97546 40.7759529, -73.97547950000001 40.7759874)",,,,,,,
2059303945,2059303944,0,514350784,False,Terrace Drive,cycleway,20 mph,4.173,"LINESTRING (-73.97547950000001 40.7759874, -73.97546 40.7759529)",,,,,,,
2059303945,2059303946,0,514350784,False,Terrace Drive,cycleway,20 mph,4.316,"LINESTRING (-73.97547950000001 40.7759874, -73.97550889999999 40.7760192)",,,,,,,
2059303946,2059303945,0,514350784,False,Terrace Drive,cycleway,20 mph,4.316,"LINESTRING (-73.97550889999999 40.7760192, -73.97547950000001 40.7759874)",,,,,,,
2059303946,248709587,0,514350784,False,Terrace Drive,cycleway,20 mph,3.942,"LINESTRING (-73.97550889999999 40.7760192, -73.9755454 40.7760414)",,,,,,,
2059303992,247224532,0,46613687,True,West Drive,cycleway,20 mph,10.197,"LINESTRING (-73.9694496 40.7823375, -73.96945530000001 40.7822459)",,,,,,,
2059303993,2059303992,0,46613687,True,West Drive,cycleway,20 mph,8.161,"LINESTRING (-73.9694396 40.7824105, -73.9694496 40.7823375)",,,,,,,
2059304033,247225062,0,104336123,True,West Drive,cycleway,20 mph,14.12,"LINESTRING (-73.95763700000001 40.795588, -73.95778180000001 40.7955239)",,,,,,,
2059304034,2059304033,0,104336123,True,West Drive,cycleway,20 mph,11.984,"LINESTRING (-73.9575176 40.7956467, -73.95763700000001 40.795588)",,,,,,,
2059304035,247225061,0,104336123,True,West Drive,cycleway,20 mph,12.907,"LINESTRING (-73.95731670000001 40.7957722, -73.9574327 40.7956963)",,,,,,,
2059304050,2059304035,0,104336123,True,West Drive,cycleway,20 mph,11.401,"LINESTRING (-73.9572208 40.7958446, -73.95731670000001 40.7957722)",,,,,,,
2059304063,247225059,0,104336123,True,West Drive,cycleway,20 mph,12.685,"LINESTRING (-73.95688180000001 40.7962225, -73.9569474 40.7961198)",,,,,,,
2059304070,2059304063,0,104336123,True,West Drive,cycleway,20 mph,9.006,"LINESTRING (-73.9568441 40.7962983, -73.95688180000001 40.7962225)",,,,,,,
2059304071,2059304070,0,104336123,True,West Drive,cycleway,20 mph,7.21,"LINESTRING (-73.9568213 40.7963608, -73.9568441 40.7962983)",,,,,,,
2059304076,247225058,0,104336123,True,West Drive,cycleway,20 mph,8.17,"LINESTRING (-73.9567948 40.7965162, -73.9567991 40.7964428)",,,,,,,
2059304082,2059304076,0,104336123,True,West Drive,cycleway,20 mph,5.94,"LINESTRING (-73.95679269999999 40.7965696, -73.9567948 40.7965162)",,,,,,,
2059304086,2059304082,0,104336123,True,West Drive,cycleway,20 mph,6.823,"LINESTRING (-73.9567964 40.7966309, -73.95679269999999 40.7965696)",,,,,,,
2073622000,5837109293,0,116672642,True,Clarkson Street,secondary,20 mph,47.893,"LINESTRING (-74.0061177 40.7294177, -74.0055533 40.7293669)",,,,,,,
2073622011,42436377,0,5672912,True,Saint Lukes Place,residential,20 mph,58.465,"LINESTRING (-74.00614880000001 40.7301645, -74.0068382 40.7302239)",,,,,,,
2076950450,42431814,0,663634122,True,Bleecker Street,residential,20 mph,42.019,"LINESTRING (-74.005234 40.7363345, -74.0051271 40.7359654)",,,,,,,
2089938150,3785591434,0,544616716,True,,motorway_link,15 mph,6.471,"LINESTRING (-73.9626633 40.7607002, -73.9626906 40.7607546)",,yes,2,,,,
2141101289,2473625942,0,5671476,True,Road 3,residential,15 mph,7.262,"LINESTRING (-73.9580263 40.7531333, -73.9580967 40.753171)",,,1,,,,
2216963564,247221967,0,648888157,True,West Drive,cycleway,20 mph,15.822,"LINESTRING (-73.97964469999999 40.7684063, -73.9795328 40.768292)",,,,,,,
2216963569,2216963564,0,648888157,True,West Drive,cycleway,20 mph,16.087,"LINESTRING (-73.9797512 40.7685264, -73.97964469999999 40.7684063)",,,,,,,
2216963578,2216963569,0,648888157,True,West Drive,cycleway,20 mph,15.503,"LINESTRING (-73.97983960000001 40.7686487, -73.9797512 40.7685264)",,,,,,,
2216963613,3887931468,0,385446617,True,West Drive,cycleway,20 mph,17.347,"LINESTRING (-73.9797942 40.7694961, -73.97986849999999 40.7693506)",,,,,,,
2216963614,42433881,0,46613712,True,Center Drive,cycleway,20 mph,18.369,"LINESTRING (-73.97255440000001 40.7695127, -73.97233660000001 40.7695036)",,,,,,,
2216963616,2216963614,0,46613712,True,Center Drive,cycleway,20 mph,13.677,"LINESTRING (-73.9727132 40.7695385, -73.97255440000001 40.7695127)",,,,,,,
2216963618,42439057,0,46613712,True,Center Drive,cycleway,20 mph,11.693,"LINESTRING (-73.972983 40.7696298, -73.97286 40.769581)",,,,,,,
2216963620,42439059,0,46613712,True,Center Drive,cycleway,20 mph,9.846,"LINESTRING (-73.9734368 40.7698325, -73.97333380000001 40.7697906)",,,,,,,
2216963621,4263273991,0,46613712,True,Center Drive,cycleway,20 mph,11.106,"LINESTRING (-73.9738653 40.7699225, -73.97373399999999 40.7699131)",,,,,,,
2216963622,2216963621,0,46613712,True,Center Drive,cycleway,20 mph,11.57,"LINESTRING (-73.97400260000001 40.7699186, -73.9738653 40.7699225)",,,,,,,
2216963667,248709337,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,13.955,"LINESTRING (-73.970011 40.7734027, -73.97017339999999 40.7734277)",,,,,,,
2216963667,1490116214,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.874,"LINESTRING (-73.970011 40.7734027, -73.9698585 40.7734109)",,,,,,,
2216963671,248709341,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.289,"LINESTRING (-73.9692124 40.7734262, -73.9693046 40.7734523)",,,,,,,
2216963671,1490116213,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,6.388,"LINESTRING (-73.9692124 40.7734262, -73.96914580000001 40.7733987)",,,,,,,
2216963675,248709340,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.849,"LINESTRING (-73.9694271 40.7734681, -73.96954359999999 40.7734602)",,,,,,,
2216963675,4257949348,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.85,"LINESTRING (-73.9694271 40.7734681, -73.9693235 40.7734547)",,,,,,,
2216963702,1490116224,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,17.056,"LINESTRING (-73.9718 40.7738398, -73.9720025 40.7738363)",,,,,,,
2216963702,480493376,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,9.537,"LINESTRING (-73.9718 40.7738398, -73.9716878 40.7738281)",,,,,,,
2216963709,1490116227,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.232,"LINESTRING (-73.9733008 40.7739224, -73.97340269999999 40.7740008)",,,,,,,
2216963709,42442148,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,13.103,"LINESTRING (-73.9733008 40.7739224, -73.9731688 40.77386)",,,,,,,
2216999460,42431363,0,46613687,True,West Drive,cycleway,20 mph,2.601,"LINESTRING (-73.9666703 40.7879315, -73.96669180000001 40.7879147)",,,,,,,
2300353428,2460850818,0,5671779,True,West Road,residential,15 mph,5.825,"LINESTRING (-73.9585072 40.753391, -73.9585541 40.7534295)",,,1,,,,
2300353437,2460850822,0,742639174,True,East Road,residential,15 mph,2.759,"LINESTRING (-73.9572727 40.7528718, -73.95729679999999 40.752855)",,,1,,,,
2300353441,6323386765,0,742639174,True,East Road,residential,15 mph,41.332,"LINESTRING (-73.955133 40.7550331, -73.9554189 40.754731)",,,1,,,,
2300353442,2460850823,0,742639174,True,East Road,residential,15 mph,13.968,"LINESTRING (-73.954555 40.7556009, -73.95467499999999 40.7555142)",,,1,,,,
2300353444,2300353442,0,742639174,True,East Road,residential,15 mph,16.162,"LINESTRING (-73.954401 40.7556876, -73.954555 40.7556009)",,,1,,,,
2324482224,4216045816,0,5673085,True,East 8th Street,residential,20 mph,8.955,"LINESTRING (-73.980768 40.725685, -73.9806751 40.7256459)",,,,,,,
2324482224,4216045821,0,813956617,False,Avenue B,secondary,20 mph,7.017,"LINESTRING (-73.980768 40.725685, -73.98072740000001 40.7257401)",,,2,yes,,,
2324482224,4216045854,0,813956617,False,Avenue B,secondary,20 mph,5.941,"LINESTRING (-73.980768 40.725685, -73.980802 40.7256382)",,,2,yes,,,
2346815499,2346815531,0,108209246,True,West Road,residential,15 mph,22.0,"LINESTRING (-73.9554894 40.7569525, -73.9553622 40.7571253)",,,,,,,
2346815531,1241864785,0,225870535,True,West Road,residential,15 mph,72.47,"LINESTRING (-73.9553622 40.7571253, -73.95492160000001 40.7576851)",,,,,,,
2425163054,561950491,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,7.469,"LINESTRING (-73.9707885 40.7736174, -73.9708705 40.773643)",,,,,,,
2425163054,1490115565,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,6.513,"LINESTRING (-73.9707885 40.7736174, -73.9707149 40.7735994)",,,,,,,
2425163062,480493376,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,20.693,"LINESTRING (-73.9714511 40.7737781, -73.9716878 40.7738281)",,,,,,,
2425163062,2059303843,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,15.449,"LINESTRING (-73.9714511 40.7737781, -73.9712761 40.7737364)",,,,,,,
2425178183,1490115565,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,12.829,"LINESTRING (-73.9705726 40.7735582, -73.9707149 40.7735994)",,,,,,,
2425178183,1490116215,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,21.721,"LINESTRING (-73.9705726 40.7735582, -73.97033709999999 40.7734785)",,,,,,,
2460850816,2473626028,0,5671779,True,West Road,residential,15 mph,17.103,"LINESTRING (-73.95852600000001 40.7535494, -73.9583985 40.7536691)",,,1,,,,
2460850817,2470550905,0,5671779,True,West Road,residential,15 mph,3.087,"LINESTRING (-73.9585622 40.7534646, -73.9585572 40.7534921)",,,1,,,,
2460850818,2460850817,0,5671779,True,West Road,residential,15 mph,3.962,"LINESTRING (-73.9585541 40.7534295, -73.9585622 40.7534646)",,,1,,,,
2460850820,2460850821,0,742639174,True,East Road,residential,15 mph,4.131,"LINESTRING (-73.9573317 40.7528393, -73.9573807 40.7528378)",,,1,,,,
2460850821,42447242,0,742639174,True,East Road,residential,15 mph,3.875,"LINESTRING (-73.9573807 40.7528378, -73.95742559999999 40.7528454)",,,1,,,,
2460850822,2460850820,0,742639174,True,East Road,residential,15 mph,3.419,"LINESTRING (-73.95729679999999 40.752855, -73.9573317 40.7528393)",,,1,,,,
2460850823,42452767,0,742639174,True,East Road,residential,15 mph,12.92,"LINESTRING (-73.95467499999999 40.7555142, -73.9547707 40.7554234)",,,1,,,,
2463309921,593473298,0,742639174,True,East Road,residential,15 mph,44.226,"LINESTRING (-73.9562458 40.7538572, -73.95654450000001 40.7535301)",,,1,,,,
2470550905,2460850816,0,5671779,True,West Road,residential,15 mph,6.892,"LINESTRING (-73.9585572 40.7534921, -73.95852600000001 40.7535494)",,,1,,,,
2473625936,2141101289,0,5671476,True,Road 3,residential,15 mph,30.8,"LINESTRING (-73.9577173 40.7529852, -73.9580263 40.7531333)",,,1,,,,
2473625942,2300353428,0,5671476,True,Road 3,residential,15 mph,42.356,"LINESTRING (-73.9580967 40.753171, -73.9585072 40.753391)",,,1,,,,
2473625999,2300353437,0,742639174,True,East Road,residential,15 mph,77.18,"LINESTRING (-73.9566842 40.7534038, -73.9572727 40.7528718)",,,1,,,,
2473626028,593473271,0,5671779,True,West Road,residential,15 mph,47.172,"LINESTRING (-73.9583985 40.7536691, -73.9580666 40.7540108)",,,1,,,,
2840354110,5103547244,0,524435372,False,,footway,20 mph,60.905,"LINESTRING (-73.93821680000001 40.8540365, -73.9388618 40.8542855)",,,,private,,,
2947964865,6175905203,0,195743161,True,East 105th Street,residential,20 mph,3.836,"LINESTRING (-73.9428092 40.7898925, -73.942849 40.7899093)",,,,,,,
2947964867,6216628258,0,685336387,True,East 105th Street,residential,20 mph,190.481,"LINESTRING (-73.943067 40.7900017, -73.9450418 40.7908378)",,,,,,,
3156429739,4332562568,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,8.346,"LINESTRING (-73.9744936 40.7746912, -73.9745879 40.7747143)",,,,,,,
3156429739,2059303863,0,31311318,False,Olmstead and Vaux Way,cycleway,20 mph,5.302,"LINESTRING (-73.9744936 40.7746912, -73.97443149999999 40.7746833)",,,,,,,
3239828790,4301308523,0,665503121,False,East 6th Street,residential,20 mph,45.066,"LINESTRING (-73.975644 40.7219809, -73.9751747 40.7217866)",,,2,,,,
3239828790,3239828791,0,665503121,False,East 6th Street,residential,20 mph,16.366,"LINESTRING (-73.975644 40.7219809, -73.9758144 40.7220515)",,,2,,,,
3239828791,3239828790,0,665503121,False,East 6th Street,residential,20 mph,16.366,"LINESTRING (-73.9758144 40.7220515, -73.975644 40.7219809)",,,2,,,,
3239828791,4301308507,0,665503121,False,East 6th Street,residential,20 mph,94.458,"LINESTRING (-73.9758144 40.7220515, -73.9767981 40.7224587)",,,2,,,,
3248816504,480491182,0,318476041,True,West Drive,cycleway,20 mph,6.617,"LINESTRING (-73.9698537 40.7807748, -73.9699024 40.7807281)",,,,,,,
3248816517,42427919,0,318476041,True,West Drive,cycleway,20 mph,37.544,"LINESTRING (-73.9708827 40.7800658, -73.971203 40.7798309)",,,,,,,
3248816530,4332540825,0,318476041,True,West Drive,cycleway,20 mph,17.268,"LINESTRING (-73.9694097 40.7814394, -73.9694456 40.7812865)",,,,,,,
3248816643,7106318823,0,689009144,True,West Drive,cycleway,20 mph,32.473,"LINESTRING (-73.97312719999999 40.7782976, -73.973438 40.7781247)",,,,,,,
3248816651,42424229,0,689009144,True,West Drive,cycleway,20 mph,21.738,"LINESTRING (-73.9728097 40.7784818, -73.9730082 40.7783568)",,,,,,,
3248830964,4332540828,0,648888151,True,West Drive,cycleway,20 mph,23.097,"LINESTRING (-73.9694289 40.7819549, -73.9694078 40.7817478)",,yes,,,,,
3260501150,42450165,0,570749381,True,West Road,residential,15 mph,7.759,"LINESTRING (-73.9536435 40.7590397, -73.9535645 40.7590756)",,,,,,,
3269834161,6909727944,0,320463993,False,,service,5 mph,47.221,"LINESTRING (-73.9767648 40.7765603, -73.9764967 40.7769333)",parking,,,,,,
3269834162,6909727969,0,737942311,False,,service,5 mph,7.078,"LINESTRING (-73.9762717 40.7772465, -73.9763119 40.7771906)",parking,,,,,,
3278932288,1472637761,0,561816395,False,Terrace Drive,cycleway,20 mph,43.278,"LINESTRING (-73.9671579 40.77251, -73.9676087 40.7726969)",,,,,,,
3278932288,42436475,0,561816395,False,Terrace Drive,cycleway,20 mph,11.399,"LINESTRING (-73.9671579 40.77251, -73.967039 40.772461)",,,,,,,
3290143199,6781574658,0,5672183,False,East 5th Street,residential,20 mph,10.175,"LINESTRING (-73.98136220000001 40.7236008, -73.9812623 40.7235494)",,,,,,,
3290143199,6781574657,0,5672183,False,East 5th Street,residential,20 mph,4.609,"LINESTRING (-73.98136220000001 40.7236008, -73.9813953 40.7236338)",,,,,,,
3291987532,4886404634,0,25163419,True,East 2nd Street,residential,20 mph,28.96,"LINESTRING (-73.9872124 40.7236239, -73.9875128 40.7237504)",,,,,,,
3316523995,42455051,0,479642042,True,East 4th Street,residential,20 mph,144.995,"LINESTRING (-73.9863431 40.7248995, -73.984837 40.724269)",,,,,,,
3316524005,42444829,0,46608205,True,East 6th Street,residential,20 mph,52.77,"LINESTRING (-73.98450510000001 40.7257039, -73.983958 40.725473)",,,2,,,,
3316524008,42444829,0,195743554,False,Avenue A,secondary,20 mph,67.836,"LINESTRING (-73.9843475 40.7249391, -73.983958 40.725473)",,,2,,,,
3316524008,7120676181,0,195743554,False,Avenue A,secondary,20 mph,4.381,"LINESTRING (-73.9843475 40.7249391, -73.9843726 40.7249046)",,,2,,,,
3371304325,3377383083,0,330177554,False,,service,5 mph,13.718,"LINESTRING (-73.9869084 40.7758809, -73.9868311 40.7759895)",parking_aisle,,,,,,
3371304326,3377383083,0,330177554,False,,service,5 mph,40.338,"LINESTRING (-73.986603 40.7763085, -73.9868311 40.7759895)",parking_aisle,,,,,,
3371304326,3377387956,0,526225048,False,,service,5 mph,5.797,"LINESTRING (-73.986603 40.7763085, -73.9866629 40.7763342)",,,,,,,
3371304326,3377387957,0,526225048,False,,service,5 mph,10.998,"LINESTRING (-73.986603 40.7763085, -73.9864891 40.7762601)",,,,,,,
3371304327,3377383085,0,526225048,False,,service,5 mph,15.056,"LINESTRING (-73.98694570000001 40.7764553, -73.98679009999999 40.7763886)",,,,,,,
3371304328,3371304329,0,526225048,False,,service,5 mph,60.852,"LINESTRING (-73.9857061 40.7759275, -73.9863364 40.7761952)",,,,,,,
3371304329,3377387910,0,330177556,False,,service,5 mph,6.12,"LINESTRING (-73.9863364 40.7761952, -73.98630230000001 40.7762438)",parking_aisle,,,,,,
3371304329,3377387957,0,526225048,False,,service,5 mph,14.745,"LINESTRING (-73.9863364 40.7761952, -73.9864891 40.7762601)",,,,,,,
3371304329,3371304328,0,526225048,False,,service,5 mph,60.852,"LINESTRING (-73.9863364 40.7761952, -73.9857061 40.7759275)",,,,,,,
3371304330,3377387910,0,330177556,False,,service,5 mph,27.722,"LINESTRING (-73.98614569999999 40.7764631, -73.98630230000001 40.7762438)",parking_aisle,,,,,,
3371304331,3371304333,0,330177557,False,,service,5 mph,63.742,"LINESTRING (-73.98566409999999 40.7766656, -73.9863228 40.7769481)",parking_aisle,,,,,,
3371304331,3371304341,0,330177557,False,,service,5 mph,3.8,"LINESTRING (-73.98566409999999 40.7766656, -73.98562200000001 40.7766533)",parking_aisle,,,,,,
3371304332,3377383086,0,330177557,False,,service,5 mph,14.296,"LINESTRING (-73.98651959999999 40.7770326, -73.98637189999999 40.7769692)",parking_aisle,,,,,,
3371304333,3371304334,0,330177557,False,,service,5 mph,28.245,"LINESTRING (-73.9863228 40.7769481, -73.985995 40.777002)",parking_aisle,,,,,,
3371304333,3377383086,0,330177557,False,,service,5 mph,4.754,"LINESTRING (-73.9863228 40.7769481, -73.98637189999999 40.7769692)",parking_aisle,,,,,,
3371304333,3371304331,0,330177557,False,,service,5 mph,63.742,"LINESTRING (-73.9863228 40.7769481, -73.98566409999999 40.7766656)",parking_aisle,,,,,,
3371304334,3371304335,0,330177557,False,,service,5 mph,46.815,"LINESTRING (-73.985995 40.777002, -73.98550849999999 40.7767982)",parking_aisle,,,,,,
3371304334,3371304333,0,330177557,False,,service,5 mph,28.245,"LINESTRING (-73.985995 40.777002, -73.9863228 40.7769481)",parking_aisle,,,,,,
3371304335,3371304336,0,330177557,False,,service,5 mph,4.249,"LINESTRING (-73.98550849999999 40.7767982, -73.9854728 40.7767712)",parking_aisle,,,,,,
3371304335,3371304334,0,330177557,False,,service,5 mph,46.815,"LINESTRING (-73.98550849999999 40.7767982, -73.985995 40.777002)",parking_aisle,,,,,,
3371304336,3371304337,0,330177557,False,,service,5 mph,5.04,"LINESTRING (-73.9854728 40.7767712, -73.98544099999999 40.7767328)",parking_aisle,,,,,,
3371304336,3371304335,0,330177557,False,,service,5 mph,4.249,"LINESTRING (-73.9854728 40.7767712, -73.98550849999999 40.7767982)",parking_aisle,,,,,,
3371304337,3371304338,0,330177557,False,,service,5 mph,5.156,"LINESTRING (-73.98544099999999 40.7767328, -73.9854497 40.7766869)",parking_aisle,,,,,,
3371304337,3371304336,0,330177557,False,,service,5 mph,5.04,"LINESTRING (-73.98544099999999 40.7767328, -73.9854728 40.7767712)",parking_aisle,,,,,,
3371304338,3371304339,0,330177557,False,,service,5 mph,4.99,"LINESTRING (-73.9854497 40.7766869, -73.9854923 40.7766557)",parking_aisle,,,,,,
3371304338,3371304337,0,330177557,False,,service,5 mph,5.156,"LINESTRING (-73.9854497 40.7766869, -73.98544099999999 40.7767328)",parking_aisle,,,,,,
3371304339,3371304340,0,330177557,False,,service,5 mph,5.564,"LINESTRING (-73.9854923 40.7766557, -73.98555709999999 40.7766459)",parking_aisle,,,,,,
3371304339,3371304338,0,330177557,False,,service,5 mph,4.99,"LINESTRING (-73.9854923 40.7766557, -73.9854497 40.7766869)",parking_aisle,,,,,,
3371304340,3371304341,0,330177557,False,,service,5 mph,5.526,"LINESTRING (-73.98555709999999 40.7766459, -73.98562200000001 40.7766533)",parking_aisle,,,,,,
3371304340,3371304339,0,330177557,False,,service,5 mph,5.564,"LINESTRING (-73.98555709999999 40.7766459, -73.9854923 40.7766557)",parking_aisle,,,,,,
3371304341,3371304331,0,330177557,False,,service,5 mph,3.8,"LINESTRING (-73.98562200000001 40.7766533, -73.98566409999999 40.7766656)",parking_aisle,,,,,,
3371304341,3371304340,0,330177557,False,,service,5 mph,5.526,"LINESTRING (-73.98562200000001 40.7766533, -73.98555709999999 40.7766459)",parking_aisle,,,,,,
3371304342,3377383087,0,330177558,True,,service,5 mph,13.933,"LINESTRING (-73.98631229999999 40.7773135, -73.9861674 40.777253)",parking_aisle,,,,,,
