u,v,key,osmid,name,highway,access,oneway,length,geometry,width,lanes,bridge,maxspeed,est_width,service,ref,junction
4900798608,6792220081,0,498713859,Jalan Bina Taruna II,living_street,,False,33.357,"LINESTRING (106.8994501 -6.18404, 106.8995449 -6.1843248)",2,1,,5,,,,
4900798608,1720213476,0,498713861,,living_street,,False,27.76,"LINESTRING (106.8994501 -6.18404, 106.8996898 -6.1839656)",2,1,,5,,,,
4900798608,1720213479,0,498713861,,living_street,,False,9.678,"LINESTRING (106.8994501 -6.18404, 106.8993646 -6.1840587)",2,1,,5,,,,
4900798609,7237842591,0,498713860,Jalan Bina Taruna I,living_street,,False,35.358,"LINESTRING (106.8992519 -6.1840937, 106.8993659 -6.1843908)",2,1,,5,,,,
4900798609,1720213479,0,498713861,,living_street,,False,13.052,"LINESTRING (106.8992519 -6.1840937, 106.8993646 -6.1840587)",2,1,,5,,,,
4900798609,7237842587,0,498713861,,living_street,,False,21.616,"LINESTRING (106.8992519 -6.1840937, 106.8990654 -6.1841521)",2,1,,5,,,,
4900798610,1720213474,0,498713862,Jalan Bina Taruna IV,living_street,,False,66.631,"LINESTRING (106.900121 -6.1844487, 106.8999065 -6.1838887)",2,1,,5,,,,
4900798620,7237842590,0,498713860,Jalan Bina Taruna I,living_street,,False,17.783,"LINESTRING (106.8994707 -6.1846929, 106.8994229 -6.1845402)",2,1,,5,,,,
4900798624,4929734259,0,498713858,Jalan Bina Taruna III,living_street,,False,14.563,"LINESTRING (106.8998766 -6.1845507, 106.8998339 -6.1844268)",2,1,,5,,,,
4905201854,4905201855,0,499215928,Gang Puskesmas,living_street,,False,16.148,"LINESTRING (106.8746902 -6.3452434, 106.8746426 -6.3453807)",1.5,2,,5,,,,
4905201855,4905201854,0,499215928,Gang Puskesmas,living_street,,False,16.148,"LINESTRING (106.8746426 -6.3453807, 106.8746902 -6.3452434)",1.5,2,,5,,,,
4905201855,7687603299,0,499215928,Gang Puskesmas,living_street,,False,1.074,"LINESTRING (106.8746426 -6.3453807, 106.8746359 -6.3453877)",1.5,2,,5,,,,
4905201856,7687603302,0,499215928,Gang Puskesmas,living_street,,False,4.87,"LINESTRING (106.8745869 -6.3454077, 106.8746278 -6.3453914)",1.5,2,,5,,,,
4905201856,7687603300,0,499215928,Gang Puskesmas,living_street,,False,0.877,"LINESTRING (106.8745869 -6.3454077, 106.8745806 -6.3454125)",1.5,2,,5,,,,
4905201857,7687603301,0,499215928,Gang Puskesmas,living_street,,False,21.208,"LINESTRING (106.8745856 -6.3456093, 106.8745786 -6.3454187)",1.5,2,,5,,,,
4905201857,5082967521,0,499215928,Gang Puskesmas,living_street,,False,4.871,"LINESTRING (106.8745856 -6.3456093, 106.8745709 -6.3456506)",1.5,2,,5,,,,
4905201858,5082967521,0,499215928,Gang Puskesmas,living_street,,False,9.62,"LINESTRING (106.8745293 -6.3457266, 106.8745709 -6.3456506)",1.5,2,,5,,,,
