u,v,key,osmid,name,highway,access,oneway,length,geometry,width,lanes,bridge,maxspeed,est_width,service,ref,junction
1691636897,1691636867,0,688536588,Jalan Ks Tubun I,service,,False,182.582,"LINESTRING (106.8080002 -6.1887798, 106.8080065 -6.1884564, 106.8080128 -6.187435, 106.8080134 -6.1873761, 106.8080158 -6.1872967, 106.8080206 -6.187138)",4,1,,30,,,,
1695769995,4882635722,0,496562230,Jalan AMD VIII,residential,private,False,135.3,"LINESTRING (106.8380284 -6.3048238, 106.8381022 -6.304816, 106.838168 -6.3048188, 106.8383907 -6.3048623, 106.8384813 -6.3048799, 106.8387643 -6.3049785, 106.839219 -6.305075)",4,1,,20,,,,
1695769995,2501535575,0,496562230,Jalan AMD VIII,residential,private,False,300.65299999999996,"LINESTRING (106.8380284 -6.3048238, 106.8379443 -6.3048199, 106.8379068 -6.3046776, 106.8378774 -6.3045448, 106.8377914 -6.304355, 106.8377585 -6.3042552, 106.8377037 -6.3041356, 106.8376462 -6.3039962, 106.8375913 -6.3038633, 106.8375552 -6.3036786, 106.8375081 -6.303499, 106.8374604 -6.3033516, 106.8373726 -6.3031084, 106.8373002 -6.3029951, 106.8372667 -6.3029258, 106.8372344 -6.3028349, 106.8371864 -6.3026156, 106.8371653 -6.3024504, 106.8371866 -6.3023397)",4,1,,20,,,,
1695769995,1695770094,0,513522271,Jalan AMD VIII,residential,,False,188.78900000000002,"LINESTRING (106.8380284 -6.3048238, 106.8381381 -6.3050205, 106.8382372 -6.3052242, 106.8382411 -6.3052691, 106.8382155 -6.3054125, 106.8381968 -6.3054842, 106.8380935 -6.3058675, 106.8379776 -6.3062575, 106.8379422 -6.3064324)",4,1,,20,,,,
1695770094,1346352256,0,508417529,Jalan Baung,residential,,False,77.702,"LINESTRING (106.8379422 -6.3064324, 106.8378447 -6.3064042, 106.8377649 -6.3063776, 106.837606 -6.3063356, 106.8372645 -6.3062471)",5,2,,20,,,,
1695770094,7064316448,0,508417529,Jalan Baung,residential,,False,121.00999999999999,"LINESTRING (106.8379422 -6.3064324, 106.838036 -6.3064607, 106.8384469 -6.3065496, 106.8387037 -6.3066182, 106.8389249 -6.3066975, 106.838996 -6.3067221)",5,2,,20,,,,
1695770094,1695769995,0,513522271,Jalan AMD VIII,residential,,False,188.78900000000002,"LINESTRING (106.8379422 -6.3064324, 106.8379776 -6.3062575, 106.8380935 -6.3058675, 106.8381968 -6.3054842, 106.8382155 -6.3054125, 106.8382411 -6.3052691, 106.8382372 -6.3052242, 106.8381381 -6.3050205, 106.8380284 -6.3048238)",4,1,,20,,,,
1695808028,1347018461,0,157361730,Jalan Kecapi V,residential,,False,656.9499999999998,"LINESTRING (106.8205075 -6.317463, 106.8204751 -6.3178201, 106.8204658 -6.3179338, 106.8204482 -6.3180505, 106.8204439 -6.3181262, 106.8204542 -6.3181546, 106.8204824 -6.3181693, 106.8206529 -6.3181823, 106.8207697 -6.3181944, 106.8209586 -6.3182017, 106.8210809 -6.318214, 106.8211622 -6.3182332, 106.8212217 -6.3182524, 106.8212365 -6.3182737, 106.8212407 -6.3182961, 106.8212271 -6.318435, 106.8212019 -6.3187213, 106.8211925 -6.3188649, 106.8212029 -6.3188922, 106.821215 -6.3189054, 106.821248 -6.3189129, 106.8213713 -6.3189355, 106.8214738 -6.3189535, 106.8214974 -6.3189688, 106.8215062 -6.3189962, 106.8215041 -6.3190822, 106.8214733 -6.319246, 106.8214585 -6.3193328, 106.8214377 -6.3194162, 106.8214126 -6.3194818, 106.8213873 -6.3195588, 106.8213733 -6.31962, 106.8213652 -6.3197128, 106.8213438 -6.3199185, 106.8213155 -6.3201427, 106.8212977 -6.3203293, 106.8212928 -6.3205778, 106.8212914 -6.3206623, 106.8212951 -6.3207355, 106.8213062 -6.320801, 106.8213277 -6.3208743, 106.8213652 -6.320929, 106.8214403 -6.3210342, 106.8214676 -6.3210617, 106.8215271 -6.3211014, 106.8215463 -6.3211249, 106.8215731 -6.3211609, 106.8215812 -6.3212022, 106.8215836 -6.321246, 106.8215645 -6.3214564, 106.8215232 -6.3216198, 106.821494 -6.3217542, 106.8214387 -6.3220285, 106.8214053 -6.3221361, 106.821348 -6.3223006)",5,2,,20,,,,
1709418621,5506872529,0,711576383,,living_street,,False,84.366,"LINESTRING (106.7350264 -6.2097511, 106.7349758 -6.2097516, 106.7349406 -6.2097581, 106.7348702 -6.2097714, 106.7348167 -6.2097919, 106.7347669 -6.2098016, 106.734711 -6.2098016, 106.7346576 -6.2098004, 106.7346201 -6.2098042, 106.7343478 -6.2098825, 106.7342824 -6.2098949)",,,,5,,,,
1709419547,4845397398,0,570119801,Jalan Cempaka I Dalam,living_street,,False,20.053,"LINESTRING (106.9504617 -6.1767501, 106.9506242 -6.1768083, 106.9506269 -6.1768103, 106.9506278 -6.1768125, 106.9506276 -6.1768154)",2,1,,5,,,,
1709740977,1709741045,0,158836198,,living_street,,False,175.218,"LINESTRING (106.9386282 -6.1326445, 106.9388912 -6.1326403, 106.9389 -6.1326403, 106.9392262 -6.132663, 106.9393371 -6.1326847, 106.9393701 -6.1326871, 106.9393829 -6.1326848, 106.9393908 -6.1326754, 106.9394639 -6.1323839, 106.9394669 -6.1323736, 106.9394754 -6.1323652, 106.939487 -6.1323616, 106.9397348 -6.1323719, 106.9399286 -6.1323817, 106.9399475 -6.1323741, 106.9399579 -6.1323633)",2,1,,5,,,,
1709741045,1709740977,0,158836198,,living_street,,False,175.218,"LINESTRING (106.9399579 -6.1323633, 106.9399475 -6.1323741, 106.9399286 -6.1323817, 106.9397348 -6.1323719, 106.939487 -6.1323616, 106.9394754 -6.1323652, 106.9394669 -6.1323736, 106.9394639 -6.1323839, 106.9393908 -6.1326754, 106.9393829 -6.1326848, 106.9393701 -6.1326871, 106.9393371 -6.1326847, 106.9392262 -6.132663, 106.9389 -6.1326403, 106.9388912 -6.1326403, 106.9386282 -6.1326445)",2,1,,5,,,,
1709783972,5474615696,0,509834724,,service,permissive,False,167.137,"LINESTRING (106.8227231 -6.302098, 106.8226761 -6.3024335, 106.8226419 -6.3024752, 106.8225816 -6.3024832, 106.8224449 -6.3024476, 106.8220237 -6.3023606, 106.8218393 -6.3023464, 106.821679 -6.3023339, 106.8215965 -6.3023256, 106.8215403 -6.3023289)",6,1,,10,,,,
1709784383,5093749550,0,"[158842465, 765705994]",Gang Harapan 1,residential,permissive,False,60.53,"LINESTRING (106.8121689 -6.3135487, 106.8122393 -6.3135644, 106.8124415 -6.3136017, 106.81253 -6.313619, 106.8127061 -6.3136545)",,,,20,,,,
1709784383,5106999377,0,158842465,Gang Harapan 1,residential,permissive,False,63.699,"LINESTRING (106.8121689 -6.3135487, 106.8120988 -6.3135357, 106.811901 -6.313507, 106.8115972 -6.3134785)",,,,20,,,,
1709784383,5106999373,0,523145135,,residential,permissive,False,180.954,"LINESTRING (106.8121689 -6.3135487, 106.8121009 -6.3137376, 106.8120539 -6.3138336, 106.8120109 -6.3139177, 106.8119821 -6.3139356, 106.8119399 -6.3139389, 106.8115952 -6.3138522, 106.81126 -6.313759, 106.8112304 -6.3137443, 106.8112258 -6.3137258, 106.8113047 -6.3133351)",,,,20,,,,
1710873556,4800851506,0,487640135,,living_street,,False,83.75,"LINESTRING (106.8663696 -6.2926382, 106.8665592 -6.2925704, 106.8666617 -6.2925439, 106.8667644 -6.2925193, 106.8668917 -6.2924937, 106.8671001 -6.2924419)",2,1,,20,,,,
1710918844,4548182250,0,458889124,Jalan Merpati,residential,,False,74.153,"LINESTRING (106.869523 -6.2902029, 106.8692091 -6.2902555, 106.868969 -6.2902937, 106.868876 -6.2903009, 106.8688599 -6.2903021)",4,1,,20,,,,
1715792923,4840935103,0,756442739,Jalan Subur Raya,residential,yes,False,93.157,"LINESTRING (106.8409534 -6.218994, 106.8417487 -6.2190415, 106.8417947 -6.2190422)",,2,,30,,,,
1717481152,1717481153,0,159631195,Jalan Lontar V,residential,yes,False,105.471,"LINESTRING (106.8429272 -6.2180792, 106.8429263 -6.2186199, 106.8429223 -6.2190277)",3,1,,20,,,,
1717481153,7229261568,0,159631702,Jalan Subur Raya,residential,yes,False,42.484,"LINESTRING (106.8429223 -6.2190277, 106.8433057 -6.2190012)",,2,,30,,,,
1717481153,3049354935,0,159631702,Jalan Subur Raya,residential,yes,False,89.548,"LINESTRING (106.8429223 -6.2190277, 106.8421137 -6.2190766)",,2,,30,,,,
1717481153,1717481152,0,159631195,Jalan Lontar V,residential,yes,False,105.471,"LINESTRING (106.8429223 -6.2190277, 106.8429263 -6.2186199, 106.8429272 -6.2180792)",3,1,,20,,,,
1717481649,3049354935,0,159631217,Jalan Lontar VI,residential,yes,False,114.63000000000001,"LINESTRING (106.8422499 -6.2180557, 106.8421768 -6.2185249, 106.8421211 -6.2188825, 106.8421142 -6.2190686, 106.8421137 -6.2190766)",3,1,,20,,,,
1717484096,7229261568,0,159631326,Jalan Lontar IV,residential,yes,False,102.33200000000001,"LINESTRING (106.8432756 -6.2180815, 106.8432834 -6.2183353, 106.843298 -6.2185936, 106.8433057 -6.2190012)",,,,30,,,,
1719120473,4996296212,0,510667819,Gang Basuki III,living_street,,False,53.084,"LINESTRING (106.9056992 -6.3386429, 106.9052459 -6.338485)",1.5,1,,5,,,,
1720128882,1682909328,0,785745672,Jalan Masjid Al Khoir,residential,,False,62.902,"LINESTRING (106.9000653 -6.3388075, 106.9001169 -6.3387342, 106.9001424 -6.3386709, 106.9001531 -6.3386169, 106.9001699 -6.3385003, 106.9001739 -6.338423, 106.9001611 -6.3382657)",3,1,,10,,,,
1720213459,1720213474,0,498713862,Jalan Bina Taruna IV,living_street,,False,29.304,"LINESTRING (106.8998465 -6.183632, 106.8999065 -6.1838887)",2,1,,5,,,,
1720213474,1720213476,0,498713861,,living_street,,False,25.436,"LINESTRING (106.8999065 -6.1838887, 106.8996898 -6.1839656)",2,1,,5,,,,
1720213474,4900798610,0,498713862,Jalan Bina Taruna IV,living_street,,False,66.631,"LINESTRING (106.8999065 -6.1838887, 106.900121 -6.1844487)",2,1,,5,,,,
1720213474,1720213459,0,498713862,Jalan Bina Taruna IV,living_street,,False,29.304,"LINESTRING (106.8999065 -6.1838887, 106.8998465 -6.183632)",2,1,,5,,,,
1720213476,1720213474,0,498713861,,living_street,,False,25.436,"LINESTRING (106.8996898 -6.1839656, 106.8999065 -6.1838887)",2,1,,5,,,,
1720213476,4900798608,0,498713861,,living_street,,False,27.76,"LINESTRING (106.8996898 -6.1839656, 106.8994501 -6.18404)",2,1,,5,,,,
1720213476,4900798624,0,498713858,Jalan Bina Taruna III,living_street,,False,68.335,"LINESTRING (106.8996898 -6.1839656, 106.8997179 -6.1840888, 106.8997803 -6.1842848, 106.8998339 -6.1844268, 106.8998766 -6.1845507)",2,1,,5,,,,
1720213492,4900798609,0,"[498713857, 498713861]",,living_street,,False,91.21199999999999,"LINESTRING (106.8992425 -6.184749, 106.8991861 -6.1845611, 106.8991224 -6.1843495, 106.8990929 -6.1842502, 106.8990611 -6.1841645, 106.899061 -6.184159, 106.8990616 -6.184156, 106.8990631 -6.1841539, 106.8990654 -6.1841521, 106.8992519 -6.1840937)",2,1,,5,,,,
1872184592,326700360,0,"[723292203, 29687659]",Jalan Sawo Kecik II,residential,,False,129.881,"LINESTRING (106.9438899 -6.2073357, 106.9438909 -6.2077198, 106.9438808 -6.2081199, 106.9438711 -6.2085035)",4,1,,30,,,,
1872184592,7262841035,0,29687659,Jalan Sawo Kecik II,residential,,False,49.157,"LINESTRING (106.9438899 -6.2073357, 106.9438912 -6.2071904, 106.9438979 -6.2068937)",4,1,,30,,,,
1872184592,1872184607,0,176734520,Jalan Sawo Kecik I,residential,,False,231.18900000000002,"LINESTRING (106.9438899 -6.2073357, 106.9449678 -6.207352, 106.9459807 -6.2073827)",4,1,,30,,,,
1872184607,1872184592,0,176734520,Jalan Sawo Kecik I,residential,,False,231.18900000000002,"LINESTRING (106.9459807 -6.2073827, 106.9449678 -6.207352, 106.9438899 -6.2073357)",4,1,,30,,,,
2125263590,352628815,0,"[756798096, 490046625, 202560171, 487631709]","['Jalan Sederhana', 'Jalan Sederhana I']",residential,yes,True,168.944,"LINESTRING (106.850942 -6.2238147, 106.8519831 -6.2237738, 106.8519924 -6.223772, 106.8520783 -6.2237587, 106.8521758 -6.2237687, 106.8524502 -6.223868)",4,1,yes,20,,,,
2125267107,352628815,0,202560883,Jalan Lapangan Ros I,residential,yes,False,263.66,"LINESTRING (106.8547573 -6.2244682, 106.8537177 -6.2242125, 106.8530768 -6.2240511, 106.8524842 -6.2238784, 106.8524502 -6.223868)",4,1,,20,,,,
2125272372,2125280907,0,202561677,Jalan Lapangan Ros II,residential,,False,157.94299999999998,"LINESTRING (106.8551689 -6.2241693, 106.8548351 -6.2241717, 106.8547896 -6.2241501, 106.8547247 -6.2240765, 106.8545965 -6.2240597, 106.853803 -6.223867)",4,1,,20,,,,
2125280907,2125272372,0,202561677,Jalan Lapangan Ros II,residential,,False,157.94299999999998,"LINESTRING (106.853803 -6.223867, 106.8545965 -6.2240597, 106.8547247 -6.2240765, 106.8547896 -6.2241501, 106.8548351 -6.2241717, 106.8551689 -6.2241693)",4,1,,20,,,,
2125280907,352628815,0,202561677,Jalan Lapangan Ros II,residential,,False,169.60399999999998,"LINESTRING (106.853803 -6.223867, 106.8531423 -6.2237048, 106.8529179 -6.2236504, 106.8527457 -6.2236287, 106.8525808 -6.223629, 106.8525647 -6.2236324, 106.8525553 -6.2236357, 106.8525344 -6.2236589, 106.8524502 -6.223868)",4,1,,20,,,,
2125280907,2350614811,0,"[490060649, 490060490, 490060489, 753348733, 202562334]",Jalan Lapangan Ros 3,residential,yes,False,337.495,"LINESTRING (106.853803 -6.223867, 106.8537815 -6.22343, 106.8537795 -6.2232398, 106.8538318 -6.2229485, 106.8539166 -6.2226275, 106.8539706 -6.222423, 106.8539639 -6.2224054, 106.8538574 -6.222128, 106.8538429 -6.2220901, 106.8539158 -6.2217404, 106.8539592 -6.2215492, 106.8539636 -6.2215189, 106.853998 -6.2213464, 106.854069 -6.2210059, 106.8540904 -6.2209035)",4,1,yes,20,,,,
2217942018,6622050364,0,722097711,Jalan Mutiara Asgo,residential,yes,False,44.819,"LINESTRING (106.8747034 -6.3052482, 106.8750973 -6.305344)",4,1,,20,,,,
2217942018,2218411589,0,211903322,Jalan Mutiara Asgo,residential,yes,False,42.623,"LINESTRING (106.8747034 -6.3052482, 106.8746993 -6.3052596, 106.8745954 -6.3055716, 106.8745832 -6.3056124)",4,1,,20,,,,
2217942018,6622050365,0,211903322,Jalan Mutiara Asgo,residential,yes,False,22.988999999999997,"LINESTRING (106.8747034 -6.3052482, 106.87476 -6.3050875, 106.8747898 -6.3050662)",4,1,,20,,,,
2217942021,6622050364,0,211849794,Jalan Mutiara Asgo,residential,yes,False,42.658,"LINESTRING (106.8751256 -6.3049614, 106.87511 -6.3051719, 106.8750973 -6.305344)",4,1,,20,,,,
2218411589,2217942018,0,211903322,Jalan Mutiara Asgo,residential,yes,False,42.62299999999999,"LINESTRING (106.8745832 -6.3056124, 106.8745954 -6.3055716, 106.8746993 -6.3052596, 106.8747034 -6.3052482)",4,1,,20,,,,
2307602994,2307603002,0,221726039,Jalan Komplek Pertambangan III,residential,,False,37.907,"LINESTRING (106.7693203 -6.2239459, 106.7692692 -6.224283)",3,1,,20,,,,
2307602994,344373730,0,499839587,Jalan Pahlawan,residential,,False,259.29400000000004,"LINESTRING (106.7693203 -6.2239459, 106.7698726 -6.2239255, 106.7703823 -6.2239105, 106.7711428 -6.2238941, 106.771665 -6.2238787)",3,1,,30,,,,
2307602994,344373738,0,"[30968280, 499839503, 686156478, 499839502]","['Jalan Pahlawan', 'Jalan Haji Tohir']","['tertiary', 'residential']",,False,685.1020000000001,"LINESTRING (106.7693203 -6.2239459, 106.7693075 -6.2239457, 106.7692476 -6.223945, 106.7688752 -6.2239403, 106.7688435 -6.2239408, 106.7680256 -6.2239554, 106.7680077 -6.2245041, 106.7680067 -6.2245194, 106.7679876 -6.2247443, 106.7679862 -6.2247784, 106.7679914 -6.2248151, 106.7680033 -6.2248468, 106.7680623 -6.2249512, 106.7680821 -6.2249886, 106.7680959 -6.2250369, 106.7681019 -6.2251929, 106.7687611 -6.2252109, 106.7691909 -6.2252002, 106.7694611 -6.2251822, 106.7697273 -6.2251619, 106.7698963 -6.2251459, 106.7702839 -6.2251349, 106.770701 -6.2251202, 106.7712394 -6.2251076, 106.7714842 -6.2250969, 106.7715908 -6.2250902, 106.7716686 -6.2250806, 106.7717289 -6.2250702)",3,1,yes,30,,,,
2307602999,2307603002,0,"[499839619, 221726039]",Jalan Komplek Pertambangan III,residential,,False,83.261,"LINESTRING (106.7696624 -6.2246307, 106.7692813 -6.2246266, 106.7692654 -6.2246251, 106.769254 -6.2246206, 106.7692449 -6.2246062, 106.7692411 -6.2245858, 106.7692692 -6.224283)",3,1,,20,,,,
2307603002,2307602994,0,221726039,Jalan Komplek Pertambangan III,residential,,False,37.907,"LINESTRING (106.7692692 -6.224283, 106.7693203 -6.2239459)",3,1,,20,,,,
2307603002,2307603006,0,221726040,Jalan Komplek Pertambangan III,residential,,False,48.704,"LINESTRING (106.7692692 -6.224283, 106.7697093 -6.224304)",3,1,,20,,,,
2307603002,2307602999,0,"[499839619, 221726039]",Jalan Komplek Pertambangan III,residential,,False,83.261,"LINESTRING (106.7692692 -6.224283, 106.7692411 -6.2245858, 106.7692449 -6.2246062, 106.769254 -6.2246206, 106.7692654 -6.2246251, 106.7692813 -6.2246266, 106.7696624 -6.2246307)",3,1,,20,,,,
2307603006,2307603002,0,221726040,Jalan Komplek Pertambangan III,residential,,False,48.704,"LINESTRING (106.7697093 -6.224304, 106.7692692 -6.224283)",3,1,,20,,,,
2350614811,2125280907,0,"[490060489, 490060490, 490060649, 753348733, 202562334]",Jalan Lapangan Ros 3,residential,yes,False,337.49499999999995,"LINESTRING (106.8540904 -6.2209035, 106.854069 -6.2210059, 106.853998 -6.2213464, 106.8539636 -6.2215189, 106.8539592 -6.2215492, 106.8539158 -6.2217404, 106.8538429 -6.2220901, 106.8538574 -6.222128, 106.8539639 -6.2224054, 106.8539706 -6.222423, 106.8539166 -6.2226275, 106.8538318 -6.2229485, 106.8537795 -6.2232398, 106.8537815 -6.22343, 106.853803 -6.223867)",4,1,yes,20,,,,
2354534498,2354534525,0,226688170,Jalan Kelapa Gading IV,residential,,False,198.696,"LINESTRING (106.8677077 -6.2652559, 106.867524 -6.2652652, 106.867241 -6.2652719, 106.8669225 -6.2652779, 106.8667214 -6.2652766, 106.8659818 -6.2652939, 106.8659107 -6.2652906)",,1,,20,,,,
2354534525,2354534498,0,226688170,Jalan Kelapa Gading IV,residential,,False,198.696,"LINESTRING (106.8659107 -6.2652906, 106.8659818 -6.2652939, 106.8667214 -6.2652766, 106.8669225 -6.2652779, 106.867241 -6.2652719, 106.867524 -6.2652652, 106.8677077 -6.2652559)",,1,,20,,,,
2356045007,308980123,0,28131975,Epicentrum Utama Raya,secondary,,True,327.53599999999994,"LINESTRING (106.8320447 -6.220367, 106.8321043 -6.2203468, 106.8322117 -6.2203119, 106.832441 -6.2202374, 106.8327457 -6.2201384, 106.8328713 -6.2200976, 106.8329295 -6.2200787, 106.8329993 -6.220056, 106.83309 -6.2200265, 106.8333901 -6.219929, 106.8335646 -6.2198723, 106.8337064 -6.2198262, 106.8338921 -6.2197659, 106.8340853 -6.2197031, 106.8345668 -6.2195467, 106.834731 -6.2194933, 106.8348598 -6.219448)",,1,,20,6.76,,,
2370363536,2370363537,0,508327350,Jalan A. Gang III,living_street,yes,False,116.535,"LINESTRING (106.8314097 -6.1573034, 106.8303564 -6.1572625)",1.5,1,,20,,,,
2370363537,2370363536,0,508327350,Jalan A. Gang III,living_street,yes,False,116.535,"LINESTRING (106.8303564 -6.1572625, 106.8314097 -6.1573034)",1.5,1,,20,,,,
2397990627,7118199522,0,125584625,Pasar Festival Access Road,service,yes,True,280.272,"LINESTRING (106.8336132 -6.2199976, 106.8336257 -6.2200669, 106.8336349 -6.2201375, 106.8335705 -6.2202175, 106.8328731 -6.2203774, 106.8323957 -6.2205641, 106.8323696 -6.2205893, 106.8323582 -6.2206441, 106.8323903 -6.2208094, 106.8325746 -6.2215825)",,,,20,,driveway,,
2397990627,2356045044,0,392819076,Epicentrum Utama Raya,secondary,,True,176.276,"LINESTRING (106.8336132 -6.2199976, 106.8334457 -6.2200503, 106.8330518 -6.2201848, 106.8324836 -6.2203767, 106.8322587 -6.2204557, 106.8321801 -6.2205055, 106.8321201 -6.2205426)",,1,,20,7.65,,,
2434958469,4817686349,0,"[489532373, 235435165]",Jalan Sibayak,"['living_street', 'residential']",,False,188.97699999999998,"LINESTRING (106.8487556 -6.2021498, 106.8490805 -6.2021609, 106.8491182 -6.202158, 106.849153 -6.2021467, 106.8491864 -6.2021307, 106.8498925 -6.2016159, 106.8499161 -6.201593, 106.8499247 -6.2015721, 106.8499277 -6.2015438, 106.8499032 -6.2013995, 106.8498898 -6.2013488, 106.8498503 -6.2012435)",4,2,,20,,,,
2501535575,1695769995,0,496562230,Jalan AMD VIII,residential,private,False,300.6530000000001,"LINESTRING (106.8371866 -6.3023397, 106.8371653 -6.3024504, 106.8371864 -6.3026156, 106.8372344 -6.3028349, 106.8372667 -6.3029258, 106.8373002 -6.3029951, 106.8373726 -6.3031084, 106.8374604 -6.3033516, 106.8375081 -6.303499, 106.8375552 -6.3036786, 106.8375913 -6.3038633, 106.8376462 -6.3039962, 106.8377037 -6.3041356, 106.8377585 -6.3042552, 106.8377914 -6.304355, 106.8378774 -6.3045448, 106.8379068 -6.3046776, 106.8379443 -6.3048199, 106.8380284 -6.3048238)",4,1,,20,,,,
2572204265,95019960,0,"[118050184, 759631878]",Jalan Bulak Barat II,residential,,False,279.565,"LINESTRING (106.9033972 -6.2166524, 106.9033734 -6.2168071, 106.9033457 -6.2169661, 106.9032832 -6.2172572, 106.9032101 -6.2175911, 106.9031278 -6.2179277, 106.9030408 -6.218265, 106.9032383 -6.2182982, 106.9032986 -6.2182962, 106.903357 -6.2182849, 106.9033892 -6.2182609, 106.9034086 -6.2182416, 106.9035508 -6.2178256, 106.9035621 -6.2177899)",3,,,20,,,,
2572204265,1328600736,0,118050184,Jalan Bulak Barat II,residential,,False,109.009,"LINESTRING (106.9033972 -6.2166524, 106.9034131 -6.2165239, 106.9035056 -6.2159926, 106.9035149 -6.215728, 106.9035219 -6.2156816)",3,,,20,,,,
2572204265,7150021110,0,"[508099913, 250867276]","['Jalan Bulak Barat IV', 'Jalan Kapuk II']",residential,,False,378.6780000000001,"LINESTRING (106.9033972 -6.2166524, 106.90336 -6.2166464, 106.9030291 -6.216583, 106.9029313 -6.2165594, 106.9028339 -6.2165285, 106.9028091 -6.216515, 106.9028006 -6.2164834, 106.9028158 -6.2163764, 106.9028098 -6.2163525, 106.9027863 -6.2163471, 106.9026801 -6.2163414, 106.9025771 -6.2163484, 106.9025557 -6.2163444, 106.9025355 -6.2163313, 106.9024899 -6.216279, 106.902457 -6.2162672, 106.9024095 -6.2162538, 106.9022921 -6.216242, 106.9021752 -6.2162437, 106.902091 -6.2162476, 106.9019482 -6.2162391, 106.9017926 -6.2162417, 106.9016263 -6.2162377, 106.9014983 -6.216243, 106.9013511 -6.2162437, 106.9011701 -6.2162404, 106.9009041 -6.2162704, 106.9007331 -6.216275, 106.9005282 -6.2162613, 106.9003831 -6.216249, 106.9001962 -6.2162177)",3,1,,20,,,,
2572204266,95017930,0,250867277,Jalan Bulak Tengah I,residential,,False,48.458000000000006,"LINESTRING (106.9038944 -6.2158667, 106.9039888 -6.2158629, 106.9043297 -6.2158179)",4,1,,20,,,,
2620862336,2620862338,0,367046898,,residential,,False,73.928,"LINESTRING (106.7375191 -6.1320313, 106.7370786 -6.1315311)",5,,,20,,,,
2620862337,2620863424,0,214521456,,residential,,False,69.895,"LINESTRING (106.7370134 -6.132368, 106.7366153 -6.1318797)",,,,20,,,,
2620862337,2620863424,1,256420840,,residential,,False,183.05700000000002,"LINESTRING (106.7370134 -6.132368, 106.7368446 -6.1323581, 106.7366354 -6.1323481, 106.7364073 -6.1323372, 106.736266 -6.1323273, 106.7362006 -6.1323273, 106.7360655 -6.1323209, 106.7366153 -6.1318797)",,,,20,,,,
2620862337,2621750821,0,214521456,,residential,,False,62.51,"LINESTRING (106.7370134 -6.132368, 106.7370748 -6.1323254, 106.7374831 -6.1320551)",,,,20,,,,
2620862338,2620863424,0,256420840,,residential,,False,64.236,"LINESTRING (106.7370786 -6.1315311, 106.7366153 -6.1318797)",,,,20,,,,
2620862338,2620862336,0,367046898,,residential,,False,73.928,"LINESTRING (106.7370786 -6.1315311, 106.7375191 -6.1320313)",5,,,20,,,,
2620862338,391160294,0,367046898,,residential,,False,32.94,"LINESTRING (106.7370786 -6.1315311, 106.7370509 -6.1314982, 106.7370182 -6.1314594, 106.7368873 -6.131304)",5,,,20,,,,
2620863424,2620862337,0,214521456,,residential,,False,69.895,"LINESTRING (106.7366153 -6.1318797, 106.7370134 -6.132368)",,,,20,,,,
2620863424,2620862337,1,256420840,,residential,,False,183.057,"LINESTRING (106.7366153 -6.1318797, 106.7360655 -6.1323209, 106.7362006 -6.1323273, 106.736266 -6.1323273, 106.7364073 -6.1323372, 106.7366354 -6.1323481, 106.7368446 -6.1323581, 106.7370134 -6.132368)",,,,20,,,,
2620863424,2620862338,0,256420840,,residential,,False,64.236,"LINESTRING (106.7366153 -6.1318797, 106.7370786 -6.1315311)",,,,20,,,,
2621750821,2620862337,0,214521456,,residential,,False,62.51,"LINESTRING (106.7374831 -6.1320551, 106.7370748 -6.1323254, 106.7370134 -6.132368)",,,,20,,,,
2696162497,4787640089,0,"[486491674, 486491677, 269146525]",Gang Ampiun,"['living_street', 'residential']",,False,175.169,"LINESTRING (106.8434934 -6.1963717, 106.8434304 -6.1962936, 106.843419 -6.196279, 106.8434092 -6.1962765, 106.8433947 -6.1962777, 106.8433528 -6.1963029, 106.8431545 -6.1964438, 106.8428581 -6.1966618, 106.8427778 -6.1967211, 106.842739 -6.1967483, 106.8425201 -6.1968367, 106.8423307 -6.1969284, 106.8422878 -6.1969534, 106.8422534 -6.1969799, 106.8421851 -6.1970405)",2,1,yes,10,,,,
2736497582,2736497589,0,268299055,,residential,,False,54.512,"LINESTRING (106.8605176 -6.2277461, 106.8606076 -6.2282281)",,,,5,,,,
2736497589,2736497582,0,268299055,,residential,,False,54.512,"LINESTRING (106.8606076 -6.2282281, 106.8605176 -6.2277461)",,,,5,,,,
3023803486,4415668284,0,519893958,Jalan Gading Indah Utara I,residential,,False,46.141,"LINESTRING (106.9115377 -6.1595399, 106.9113162 -6.1598916)",3,1,,30,,,,
3023803486,3023803488,0,519893958,Jalan Gading Indah Utara I,residential,,False,41.711,"LINESTRING (106.9115377 -6.1595399, 106.9117362 -6.1592209)",3,1,,30,,,,
3023803486,3023803487,0,298469644,Jalan Kelapa Lilin I,residential,,False,187.48100000000002,"LINESTRING (106.9115377 -6.1595399, 106.9101424 -6.1586838, 106.9100945 -6.1586545)",4,1,,20,,,,
3023803487,3023803486,0,298469644,Jalan Kelapa Lilin I,residential,,False,187.48100000000002,"LINESTRING (106.9100945 -6.1586545, 106.9101424 -6.1586838, 106.9115377 -6.1595399)",4,1,,20,,,,
3023803488,3023803486,0,519893958,Jalan Gading Indah Utara I,residential,,False,41.711,"LINESTRING (106.9117362 -6.1592209, 106.9115377 -6.1595399)",3,1,,30,,,,
3023803488,3023803490,0,519893958,Jalan Gading Indah Utara I,residential,,False,44.603,"LINESTRING (106.9117362 -6.1592209, 106.9119485 -6.1588798)",3,1,,30,,,,
