u,v,key,osmid,name,highway,access,oneway,length,geometry,width,lanes,bridge,maxspeed
6773792332,6773792333,0,722130444,,cycleway,,False,12.08,"LINESTRING (106.9074637 -6.2461637, 106.9073864 -6.2462405)",,,,
6773792332,6773792331,0,722130444,,cycleway,,False,13.724,"LINESTRING (106.9074637 -6.2461637, 106.9074861 -6.2460423)",,,,
6773792333,6773792334,0,722130444,,cycleway,,False,10.967,"LINESTRING (106.9073864 -6.2462405, 106.9073391 -6.2463272)",,,,
6773792333,6773792332,0,722130444,,cycleway,,False,12.08,"LINESTRING (106.9073864 -6.2462405, 106.9074637 -6.2461637)",,,,
6773792334,6773792335,0,722130444,,cycleway,,False,11.107,"LINESTRING (106.9073391 -6.2463272, 106.9072892 -6.2464139)",,,,
6773792334,6773792333,0,722130444,,cycleway,,False,10.967,"LINESTRING (106.9073391 -6.2463272, 106.9073864 -6.2462405)",,,,
6773792335,6437455722,0,722130444,,cycleway,,False,6.038,"LINESTRING (106.9072892 -6.2464139, 106.9072728 -6.2464657)",,,,
6773792335,6773792334,0,722130444,,cycleway,,False,11.107,"LINESTRING (106.9072892 -6.2464139, 106.9073391 -6.2463272)",,,,
6773792336,6773792337,0,722130445,Gang Bocor,cycleway,,False,49.873,"LINESTRING (106.9081641 -6.245411, 106.9081213 -6.2458575)",,,,
6773792337,6773792338,0,722130445,Gang Bocor,cycleway,,False,57.584,"LINESTRING (106.9081213 -6.2458575, 106.9086418 -6.2458791)",,,,
6773792337,6773792336,0,722130445,Gang Bocor,cycleway,,False,49.873,"LINESTRING (106.9081213 -6.2458575, 106.9081641 -6.245411)",,,,
6773792338,6773792339,0,722130445,Gang Bocor,cycleway,,False,28.168,"LINESTRING (106.9086418 -6.2458791, 106.9086201 -6.2461315)",,,,
6773792338,6773792337,0,722130445,Gang Bocor,cycleway,,False,57.584,"LINESTRING (106.9086418 -6.2458791, 106.9081213 -6.2458575)",,,,
6773792339,6773792340,0,722130445,Gang Bocor,cycleway,,False,4.353,"LINESTRING (106.9086201 -6.2461315, 106.9086425 -6.2461637)",,,,
6773792339,6773792338,0,722130445,Gang Bocor,cycleway,,False,28.168,"LINESTRING (106.9086201 -6.2461315, 106.9086418 -6.2458791)",,,,
6773792340,6773792341,0,722130445,Gang Bocor,cycleway,,False,9.101,"LINESTRING (106.9086425 -6.2461637, 106.9086375 -6.2462454)",,,,
6773792340,6773792339,0,722130445,Gang Bocor,cycleway,,False,4.353,"LINESTRING (106.9086425 -6.2461637, 106.9086201 -6.2461315)",,,,
6773792341,5504237682,0,722130445,Gang Bocor,cycleway,,False,42.48,"LINESTRING (106.9086375 -6.2462454, 106.9090213 -6.2462652)",,,,
6773792341,6773792340,0,722130445,Gang Bocor,cycleway,,False,9.101,"LINESTRING (106.9086375 -6.2462454, 106.9086425 -6.2461637)",,,,
1154382858,1974984595,0,186755784,Jalan Swadaya I,residential,,False,11.311,"LINESTRING (106.8643942 -6.1698217, 106.8643495 -6.1699132)",4,1,,
1493006679,1974984611,0,166091216,Jalan Harapan Jaya 1,living_street,,False,6.865,"LINESTRING (106.8659623 -6.1699825, 106.8660189 -6.1699571)",1,1,,
1775757170,1775758747,0,166091216,Jalan Harapan Jaya 1,living_street,,False,12.799,"LINESTRING (106.8664111 -6.1697807, 106.8663056 -6.1698281)",1,1,,
1775758740,1974984611,0,166091216,Jalan Harapan Jaya 1,living_street,,False,17.657,"LINESTRING (106.8661644 -6.1698916, 106.8660189 -6.1699571)",1,1,,
1775758740,1775758747,0,166091216,Jalan Harapan Jaya 1,living_street,,False,17.132,"LINESTRING (106.8661644 -6.1698916, 106.8663056 -6.1698281)",1,1,,
1775758747,1775758740,0,166091216,Jalan Harapan Jaya 1,living_street,,False,17.132,"LINESTRING (106.8663056 -6.1698281, 106.8661644 -6.1698916)",1,1,,
1775758747,1775757170,0,166091216,Jalan Harapan Jaya 1,living_street,,False,12.799,"LINESTRING (106.8663056 -6.1698281, 106.8664111 -6.1697807)",1,1,,
1777742779,6330966993,0,166320251,Jalan Teladan,living_street,,False,2.901,"LINESTRING (106.7955208 -6.2789884, 106.7954948 -6.2789848)",2,1,,
1777742779,6330966992,0,166320251,Jalan Teladan,living_street,,False,5.434,"LINESTRING (106.7955208 -6.2789884, 106.7955694 -6.278981)",2,1,,
1777742781,1777742782,0,508585351,Jalan Teladan,living_street,,False,41.236,"LINESTRING (106.7956039 -6.279395, 106.7955934 -6.2790243)",1,1,,
1777742781,1777742967,0,508585351,Jalan Teladan,living_street,,False,54.17,"LINESTRING (106.7956039 -6.279395, 106.7955851 -6.2798818)",1,1,,
1777742782,6330966991,0,166320251,Jalan Teladan,living_street,,False,3.953,"LINESTRING (106.7955934 -6.2790243, 106.795584 -6.27899)",2,1,,
1777742782,1777742781,0,508585351,Jalan Teladan,living_street,,False,41.236,"LINESTRING (106.7955934 -6.2790243, 106.7956039 -6.279395)",1,1,,
1777742967,1777742781,0,508585351,Jalan Teladan,living_street,,False,54.17,"LINESTRING (106.7955851 -6.2798818, 106.7956039 -6.279395)",1,1,,
1974984595,6429830195,0,186755784,Jalan Swadaya I,residential,,False,1.02,"LINESTRING (106.8643495 -6.1699132, 106.8643469 -6.169922)",4,1,,
1974984595,1154382858,0,186755784,Jalan Swadaya I,residential,,False,11.311,"LINESTRING (106.8643495 -6.1699132, 106.8643942 -6.1698217)",4,1,,
1974984611,1493006679,0,166091216,Jalan Harapan Jaya 1,living_street,,False,6.865,"LINESTRING (106.8660189 -6.1699571, 106.8659623 -6.1699825)",1,1,,
1974984611,1775758740,0,166091216,Jalan Harapan Jaya 1,living_street,,False,17.657,"LINESTRING (106.8660189 -6.1699571, 106.8661644 -6.1698916)",1,1,,
1974984833,1975015139,0,186759229,Jalan Harapan 4,living_street,,False,1.158,"LINESTRING (106.8647623 -6.1701122, 106.8647534 -6.1701177)",1,1,,
1974984833,1975015110,0,186759229,Jalan Harapan 4,living_street,,False,3.256,"LINESTRING (106.8647623 -6.1701122, 106.8647809 -6.1700895)",1,1,,
1974984833,1975015128,0,186759295,,living_street,,False,2.507,"LINESTRING (106.8647623 -6.1701122, 106.8647735 -6.1701318)",1,1,,
1974984949,1974984993,0,186759295,,living_street,,False,14.302,"LINESTRING (106.8648373 -6.1701879, 106.8649363 -6.1702707)",1,1,,
1974984949,1975015140,0,186759295,,living_street,,False,7.083,"LINESTRING (106.8648373 -6.1701879, 106.8647872 -6.1701482)",1,1,,
1974984993,4819685795,0,186759295,,living_street,,False,6.546,"LINESTRING (106.8649363 -6.1702707, 106.8649803 -6.1703101)",1,1,,
1974984993,1974984949,0,186759295,,living_street,,False,14.302,"LINESTRING (106.8649363 -6.1702707, 106.8648373 -6.1701879)",1,1,,
1975015110,1974984833,0,186759229,Jalan Harapan 4,living_street,,False,3.256,"LINESTRING (106.8647809 -6.1700895, 106.8647623 -6.1701122)",1,1,,
1975015128,1975015140,0,186759295,,living_street,,False,2.371,"LINESTRING (106.8647735 -6.1701318, 106.8647872 -6.1701482)",1,1,,
1975015128,1974984833,0,186759295,,living_street,,False,2.507,"LINESTRING (106.8647735 -6.1701318, 106.8647623 -6.1701122)",1,1,,
1975015139,6429830196,0,186755784,Jalan Swadaya I,residential,,False,47.933,"LINESTRING (106.8647534 -6.1701177, 106.864356 -6.1699453)",4,1,,
1975015139,1975015233,0,186759229,Jalan Harapan 4,living_street,,False,47.992,"LINESTRING (106.8647534 -6.1701177, 106.8645446 -6.1704961)",1,1,,
1975015139,1974984833,0,186759229,Jalan Harapan 4,living_street,,False,1.158,"LINESTRING (106.8647534 -6.1701177, 106.8647623 -6.1701122)",1,1,,
1975015140,1974984949,0,186759295,,living_street,,False,7.083,"LINESTRING (106.8647872 -6.1701482, 106.8648373 -6.1701879)",1,1,,
1975015140,1975015128,0,186759295,,living_street,,False,2.371,"LINESTRING (106.8647872 -6.1701482, 106.8647735 -6.1701318)",1,1,,
1975015153,1975015159,0,186759294,,living_street,,False,5.672,"LINESTRING (106.8651391 -6.1702073, 106.865185 -6.1702301)",1,1,,
1975015159,1975015153,0,186759294,,living_street,,False,5.672,"LINESTRING (106.865185 -6.1702301, 106.8651391 -6.1702073)",1,1,,
1975015159,6882624301,0,186759294,,living_street,,False,1.886,"LINESTRING (106.865185 -6.1702301, 106.8651952 -6.1702437)",1,1,,
1975015202,6882624301,0,186759294,,living_street,,False,5.541,"LINESTRING (106.8652163 -6.1702889, 106.8651952 -6.1702437)",1,1,,
1975015202,6882624302,0,186759294,,living_street,,False,2.382,"LINESTRING (106.8652163 -6.1702889, 106.8652153 -6.1703103)",1,1,,
1975015215,1975015222,0,489753802,,living_street,,False,4.657,"LINESTRING (106.8650246 -6.1703553, 106.8650643 -6.1703693)",1,1,,
1975015215,4819685795,0,489753803,,living_street,,False,7.018,"LINESTRING (106.8650246 -6.1703553, 106.8649803 -6.1703101)",,,yes,
1975015219,6882624302,0,186759294,,living_street,,False,2.013,"LINESTRING (106.8652066 -6.1703262, 106.8652153 -6.1703103)",1,1,,
1975015219,6882624300,0,186759294,,living_street,,False,15.013,"LINESTRING (106.8652066 -6.1703262, 106.8650778 -6.170369)",1,1,,
1975015222,6882624300,0,186759294,,living_street,,False,1.493,"LINESTRING (106.8650643 -6.1703693, 106.8650778 -6.170369)",1,1,,
1975015222,1975015215,0,489753802,,living_street,,False,4.657,"LINESTRING (106.8650643 -6.1703693, 106.8650246 -6.1703553)",1,1,,
1975015233,1975015139,0,186759229,Jalan Harapan 4,living_street,,False,47.992,"LINESTRING (106.8645446 -6.1704961, 106.8647534 -6.1701177)",1,1,,
4774149501,4774149550,0,484660733,,living_street,,False,22.782,"LINESTRING (106.8541416 -6.2088622, 106.8542233 -6.2090503)",2,1,,30
4774149550,4774149568,0,484660733,,living_street,,False,8.166,"LINESTRING (106.8542233 -6.2090503, 106.8542494 -6.209119)",2,1,,30
4774149550,4774149501,0,484660733,,living_street,,False,22.782,"LINESTRING (106.8542233 -6.2090503, 106.8541416 -6.2088622)",2,1,,30
4774149560,4774149605,0,484660732,,residential,,False,50.576,"LINESTRING (106.8537057 -6.2090887, 106.8538965 -6.2095021)",3,1,,30
4774149568,4774149550,0,484660733,,living_street,,False,8.166,"LINESTRING (106.8542494 -6.209119, 106.8542233 -6.2090503)",2,1,,30
4774149605,4774149560,0,484660732,,residential,,False,50.576,"LINESTRING (106.8538965 -6.2095021, 106.8537057 -6.2090887)",3,1,,30
4819685795,1974984993,0,186759295,,living_street,,False,6.546,"LINESTRING (106.8649803 -6.1703101, 106.8649363 -6.1702707)",1,1,,
4819685795,1975015215,0,489753803,,living_street,,False,7.018,"LINESTRING (106.8649803 -6.1703101, 106.8650246 -6.1703553)",,,yes,
4978679935,4978679947,0,166320251,Jalan Teladan,living_street,,False,88.012,"LINESTRING (106.7962125 -6.2785647, 106.7954549 -6.2788084)",2,1,,
4978679947,4978679935,0,166320251,Jalan Teladan,living_street,,False,88.012,"LINESTRING (106.7954549 -6.2788084, 106.7962125 -6.2785647)",2,1,,
4978679947,6330966995,0,166320251,Jalan Teladan,living_street,,False,1.469,"LINESTRING (106.7954549 -6.2788084, 106.7954471 -6.2788191)",2,1,,
6330966991,6330966992,0,166320251,Jalan Teladan,living_street,,False,1.899,"LINESTRING (106.795584 -6.27899, 106.7955694 -6.278981)",2,1,,
6330966991,1777742782,0,166320251,Jalan Teladan,living_street,,False,3.953,"LINESTRING (106.795584 -6.27899, 106.7955934 -6.2790243)",2,1,,
6330966992,1777742779,0,166320251,Jalan Teladan,living_street,,False,5.434,"LINESTRING (106.7955694 -6.278981, 106.7955208 -6.2789884)",2,1,,
6330966992,6330966991,0,166320251,Jalan Teladan,living_street,,False,1.899,"LINESTRING (106.7955694 -6.278981, 106.795584 -6.27899)",2,1,,
6330966993,6330966994,0,166320251,Jalan Teladan,living_street,,False,3.554,"LINESTRING (106.7954948 -6.2789848, 106.7954793 -6.2789568)",2,1,,
6330966993,1777742779,0,166320251,Jalan Teladan,living_street,,False,2.901,"LINESTRING (106.7954948 -6.2789848, 106.7955208 -6.2789884)",2,1,,
6330966994,6330966996,0,166320251,Jalan Teladan,living_street,,False,14.423,"LINESTRING (106.7954793 -6.2789568, 106.7954509 -6.2788302)",2,1,,
6330966994,6330966993,0,166320251,Jalan Teladan,living_street,,False,3.554,"LINESTRING (106.7954793 -6.2789568, 106.7954948 -6.2789848)",2,1,,
6330966995,4978679947,0,166320251,Jalan Teladan,living_street,,False,1.469,"LINESTRING (106.7954471 -6.2788191, 106.7954549 -6.2788084)",2,1,,
6330966995,6330966996,0,166320251,Jalan Teladan,living_street,,False,1.304,"LINESTRING (106.7954471 -6.2788191, 106.7954509 -6.2788302)",2,1,,
6330966996,6330966995,0,166320251,Jalan Teladan,living_street,,False,1.304,"LINESTRING (106.7954509 -6.2788302, 106.7954471 -6.2788191)",2,1,,
6330966996,6330966994,0,166320251,Jalan Teladan,living_street,,False,14.423,"LINESTRING (106.7954509 -6.2788302, 106.7954793 -6.2789568)",2,1,,
6429830194,6429830196,0,186755784,Jalan Swadaya I,residential,,False,1.212,"LINESTRING (106.8643489 -6.169937, 106.864356 -6.1699453)",4,1,,
6429830194,6429830195,0,186755784,Jalan Swadaya I,residential,,False,1.683,"LINESTRING (106.8643489 -6.169937, 106.8643469 -6.169922)",4,1,,
6429830195,6429830194,0,186755784,Jalan Swadaya I,residential,,False,1.683,"LINESTRING (106.8643469 -6.169922, 106.8643489 -6.169937)",4,1,,
6429830195,1974984595,0,186755784,Jalan Swadaya I,residential,,False,1.02,"LINESTRING (106.8643469 -6.169922, 106.8643495 -6.1699132)",4,1,,
6429830196,1975015139,0,186755784,Jalan Swadaya I,residential,,False,47.933,"LINESTRING (106.864356 -6.1699453, 106.8647534 -6.1701177)",4,1,,
6429830196,6429830194,0,186755784,Jalan Swadaya I,residential,,False,1.212,"LINESTRING (106.864356 -6.1699453, 106.8643489 -6.169937)",4,1,,
6882624300,1975015219,0,186759294,,living_street,,False,15.013,"LINESTRING (106.8650778 -6.170369, 106.8652066 -6.1703262)",1,1,,
6882624300,1975015222,0,186759294,,living_street,,False,1.493,"LINESTRING (106.8650778 -6.170369, 106.8650643 -6.1703693)",1,1,,
6882624301,1975015159,0,186759294,,living_street,,False,1.886,"LINESTRING (106.8651952 -6.1702437, 106.865185 -6.1702301)",1,1,,
6882624301,1975015202,0,186759294,,living_street,,False,5.541,"LINESTRING (106.8651952 -6.1702437, 106.8652163 -6.1702889)",1,1,,
6882624302,1975015202,0,186759294,,living_street,,False,2.382,"LINESTRING (106.8652153 -6.1703103, 106.8652163 -6.1702889)",1,1,,
6882624302,1975015219,0,186759294,,living_street,,False,2.013,"LINESTRING (106.8652153 -6.1703103, 106.8652066 -6.1703262)",1,1,,
