u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,access,bridge,width,area,tunnel
867152384,867152312,0,73060333,False,,,cycleway,63.36,"LINESTRING (-74.0534918 4.7114418, -74.0535793 4.7108787)",,,,,,
867152384,867152317,0,90032630,False,,,cycleway,90.248,"LINESTRING (-74.0534918 4.7114418, -74.05336490000001 4.7122435)",,,,,,
867152388,5718835583,0,90032630,False,,,cycleway,56.661,"LINESTRING (-74.0532345 4.7130715, -74.0531479 4.7135737)",,,,,,
867152388,867152317,0,90032630,False,,,cycleway,93.197,"LINESTRING (-74.0532345 4.7130715, -74.05336490000001 4.7122435)",,,,,,
867152417,867152301,0,73060333,False,,,cycleway,79.189,"LINESTRING (-74.0538341 4.7093468, -74.053718 4.7100495)",,,,,,
867152417,867152354,0,73060333,False,,,cycleway,63.89,"LINESTRING (-74.0538341 4.7093468, -74.0539304 4.7087803)",,,,,,
867190796,2961209745,0,601895449,False,,,cycleway,78.247,"LINESTRING (-74.0562056 4.6953623, -74.0563288 4.6946694)",,,,,,
867190796,599400742,0,601895449,False,,,cycleway,10.705,"LINESTRING (-74.0562056 4.6953623, -74.05618819999999 4.695457)",,,,,,
867190799,311450768,0,601895449,False,,,cycleway,153.128,"LINESTRING (-74.0565402 4.6932981, -74.0567818 4.6919422)",,,,,,
867190799,2961209743,0,601895449,False,,,cycleway,43.795,"LINESTRING (-74.0565402 4.6932981, -74.0564771 4.6936869)",,,,,,
867190835,2961209741,0,601895449,False,,,cycleway,78.854,"LINESTRING (-74.05731179999999 4.688615, -74.0574424 4.6879179)",,,,,,
867190835,2532811659,0,601895449,False,,,cycleway,59.437,"LINESTRING (-74.05731179999999 4.688615, -74.0572399 4.6891447)",,,,,,
867262083,4525662281,0,456292532,False,,,cycleway,33.095,"LINESTRING (-74.0655709 4.6787708, -74.0657008 4.6785028)",,,,,,
867262083,745803419,0,456292532,False,,,cycleway,21.6,"LINESTRING (-74.0655709 4.6787708, -74.0654861 4.6789457)",,,,,,
867262087,867269210,0,73073156,False,,,cycleway,113.666,"LINESTRING (-74.0642704 4.6791689, -74.06528779999999 4.6792982)",,,,,,
867262087,5750230721,0,73073156,False,,,cycleway,21.493,"LINESTRING (-74.0642704 4.6791689, -74.064093 4.679247)",,,,,,
867262099,5750230721,0,73073156,False,,,cycleway,16.916,"LINESTRING (-74.06394760000001 4.6792933, -74.064093 4.679247)",,,,,,
867262099,5750229711,0,73073156,False,,,cycleway,101.216,"LINESTRING (-74.06394760000001 4.6792933, -74.063045 4.6791544)",,,,,,
867269210,867262087,0,73073156,False,,,cycleway,113.666,"LINESTRING (-74.06528779999999 4.6792982, -74.0642704 4.6791689)",,,,,,
867269210,4525662407,0,456292532,False,,,cycleway,32.915,"LINESTRING (-74.06528779999999 4.6792982, -74.0654388 4.6790433)",,,,,,
867269210,4525662405,0,456292532,False,,,cycleway,87.427,"LINESTRING (-74.06528779999999 4.6792982, -74.0648753 4.6799684)",,,,,,
867345238,6070129534,0,73081574,False,,,cycleway,86.367,"LINESTRING (-74.0630208 4.6846746, -74.0633753 4.6853663)",,,,,,
867345238,6070129536,0,73081574,False,,,cycleway,65.747,"LINESTRING (-74.0630208 4.6846746, -74.0627617 4.6841427)",,,,,,
867345299,867345334,0,73081574,False,,,cycleway,135.157,"LINESTRING (-74.0638441 4.6862006, -74.06437099999999 4.6872968)",,,,,,
867345299,6909833662,0,73081574,False,,,cycleway,86.14,"LINESTRING (-74.0638441 4.6862006, -74.06346430000001 4.6855247)",,,,,,
867345334,867345299,0,73081574,False,,,cycleway,135.157,"LINESTRING (-74.06437099999999 4.6872968, -74.0638441 4.6862006)",,,,,,
867345403,6070129536,0,73081574,False,,,cycleway,8.185,"LINESTRING (-74.06272939999999 4.6840765, -74.0627617 4.6841427)",,,,,,
867426620,5569412737,0,691112492,False,,,cycleway,13.858,"LINESTRING (-74.05500549999999 4.6866515, -74.0551258 4.6866855)",,,,,,
867426620,3884266853,0,691112492,False,,,cycleway,25.163,"LINESTRING (-74.05500549999999 4.6866515, -74.054782 4.6866116)",,,,,,
867426638,265688528,0,691112492,False,,,cycleway,5.796,"LINESTRING (-74.05529749999999 4.6868579, -74.0553455 4.6868372)",,,,,,
867426638,5569412739,0,691112492,False,,,cycleway,7.779,"LINESTRING (-74.05529749999999 4.6868579, -74.05526740000001 4.6867947)",,,,,,
867426756,5569412739,0,691112492,False,,,cycleway,6.874,"LINESTRING (-74.0552253 4.6867493, -74.05526740000001 4.6867947)",,,,,,
867426756,5569412738,0,691112492,False,,,cycleway,5.598,"LINESTRING (-74.0552253 4.6867493, -74.0551875 4.6867159)",,,,,,
868757539,2334965199,0,91151837,False,,,cycleway,26.609,"LINESTRING (-74.0880404 4.698576, -74.0878005 4.698586)",,,,,,
868757539,2334965200,0,91151837,False,,,cycleway,15.619,"LINESTRING (-74.0880404 4.698576, -74.0881735 4.6986222)",,,,,,
868757625,2334965201,0,91151837,False,,,cycleway,5.652,"LINESTRING (-74.08839930000001 4.6988472, -74.0884073 4.698797)",,,,,,
868757625,2334965198,0,91151837,False,,,cycleway,22.601,"LINESTRING (-74.08839930000001 4.6988472, -74.0883025 4.6990261)",,,,,,
868757658,3759389828,0,372378007,False,,,cycleway,10.308,"LINESTRING (-74.0883157 4.6960072, -74.0884057 4.6959838)",,,,2,,
868757658,5728428253,0,372378007,False,,,cycleway,77.168,"LINESTRING (-74.0883157 4.6960072, -74.08764429999999 4.6961912)",,,,2,,
868757704,5728428251,0,91151837,False,,,cycleway,28.425,"LINESTRING (-74.0860572 4.6970258, -74.08594239999999 4.6967972)",,,,,,
868757704,5728428252,0,91151837,False,,,cycleway,18.331,"LINESTRING (-74.0860572 4.6970258, -74.0861495 4.6971626)",,,,,,
868861934,871301192,0,73531512,False,,,cycleway,9.404,"LINESTRING (-74.0937575 4.7113182, -74.0937883 4.711397)",,,,,,
870909110,870909111,0,73490760,False,,,cycleway,36.12,"LINESTRING (-74.0362406 4.6915921, -74.0359551 4.6917488)",,,,,,
870909110,870909117,0,73490760,False,,,cycleway,26.572,"LINESTRING (-74.0362406 4.6915921, -74.03643270000001 4.6914491)",,,,,,
870909111,870909110,0,73490760,False,,,cycleway,36.12,"LINESTRING (-74.0359551 4.6917488, -74.0362406 4.6915921)",,,,,,
870909112,870909117,0,73490760,False,,,cycleway,89.251,"LINESTRING (-74.03704310000001 4.6909255, -74.03643270000001 4.6914491)",,,,,,
870909112,311436326,0,73490760,False,,,cycleway,81.672,"LINESTRING (-74.03704310000001 4.6909255, -74.03769629999999 4.6905854)",,,,,,
870909117,870909110,0,73490760,False,,,cycleway,26.572,"LINESTRING (-74.03643270000001 4.6914491, -74.0362406 4.6915921)",,,,,,
870909117,870909112,0,73490760,False,,,cycleway,89.251,"LINESTRING (-74.03643270000001 4.6914491, -74.03704310000001 4.6909255)",,,,,,
871072963,6069998864,0,731786708,False,,,cycleway,3.844,"LINESTRING (-74.09246349999999 4.7435198, -74.0924909 4.743541)",,,,,,
871072963,871072994,0,731786708,False,,,cycleway,136.302,"LINESTRING (-74.09246349999999 4.7435198, -74.0915313 4.7427201)",,,,,,
871072971,5731630258,0,731786708,False,,,cycleway,23.891,"LINESTRING (-74.09687049999999 4.7450918, -74.0969736 4.7449031)",,,,,,
871072971,5731630259,0,731786708,False,,,cycleway,8.302,"LINESTRING (-74.09687049999999 4.7450918, -74.09683029999999 4.7451548)",,,,,,
871072974,5731545816,0,731786708,False,,,cycleway,13.249,"LINESTRING (-74.1005569 4.7307445, -74.1005742 4.7306266)",,,,,,
871072974,5731545818,0,731786708,False,,,cycleway,24.843,"LINESTRING (-74.1005569 4.7307445, -74.1005184 4.7309646)",,,,,,
871072977,871073016,0,731786708,False,,,cycleway,12.552,"LINESTRING (-74.0982477 4.7417472, -74.0982915 4.7416431)",,,,,,
871072977,5731630254,0,731786708,False,,,cycleway,28.659,"LINESTRING (-74.0982477 4.7417472, -74.0981463 4.7419843)",,,,,,
871072984,5731590930,0,731786708,False,,,cycleway,84.587,"LINESTRING (-74.0983755 4.7414213, -74.098659 4.740715)",,,,,,
871072984,5731630252,0,731786708,False,,,cycleway,13.395,"LINESTRING (-74.0983755 4.7414213, -74.09833279999999 4.741534)",,,,,,
871072985,5740160315,0,731786708,False,,,cycleway,5.805,"LINESTRING (-74.0944968 4.74508, -74.0945388 4.7451112)",,,,,,
871072985,4913348986,0,731786708,False,,,cycleway,108.734,"LINESTRING (-74.0944968 4.74508, -74.093723 4.7444787)",,,,,,
871072986,5731630257,0,731786708,False,,,cycleway,40.32,"LINESTRING (-74.09766279999999 4.7432299, -74.0978023 4.742895)",,,,,,
871072986,5519490529,0,731786708,False,,,cycleway,72.207,"LINESTRING (-74.09766279999999 4.7432299, -74.0974235 4.7438339)",,,,,,
871072991,6084438317,0,731786708,False,,,cycleway,5.112,"LINESTRING (-74.1006871 4.7299062, -74.1006983 4.7298616)",,,,,,
871072991,871073069,0,731786708,False,,,cycleway,38.367,"LINESTRING (-74.1006871 4.7299062, -74.1006299 4.7302465)",,,,,,
871072994,871072963,0,731786708,False,,,cycleway,136.302,"LINESTRING (-74.0915313 4.7427201, -74.09246349999999 4.7435198)",,,,,,
871072994,871073009,0,731786708,False,,,cycleway,21.055,"LINESTRING (-74.0915313 4.7427201, -74.0913923 4.742591)",,,,,,
871073001,5731583917,0,731786708,False,,,cycleway,25.202,"LINESTRING (-74.0994247 4.7377934, -74.0994664 4.7375706)",,,,,,
871073001,871073098,0,731786708,False,,,cycleway,14.585,"LINESTRING (-74.0994247 4.7377934, -74.0993988 4.737922)",,,,,,
871073009,871072994,0,731786708,False,,,cycleway,21.055,"LINESTRING (-74.0913923 4.742591, -74.0915313 4.7427201)",,,,,,
871073010,871073083,0,731786708,False,,,cycleway,46.171,"LINESTRING (-74.0950832 4.745494, -74.09546090000001 4.7456693)",,,,,,
871073010,5740160317,0,731786708,False,,,cycleway,35.302,"LINESTRING (-74.0950832 4.745494, -74.0948233 4.7453104)",,,,,,
871073012,5731546635,0,731786708,False,,,cycleway,90.154,"LINESTRING (-74.0999369 4.7346245, -74.1000835 4.733827)",,,,,,
871073012,5731546643,0,731786708,False,,,cycleway,6.039,"LINESTRING (-74.0999369 4.7346245, -74.0999281 4.7346781)",,,,,,
871073015,5731545791,0,731786708,False,,,cycleway,10.518,"LINESTRING (-74.0997591 4.7357679, -74.0997728 4.7356743)",,,,,,
871073015,5700729983,0,731786708,False,,,cycleway,8.707,"LINESTRING (-74.0997591 4.7357679, -74.0997479 4.7358454)",,,,,,
871073016,5731630252,0,731786708,False,,,cycleway,12.966,"LINESTRING (-74.0982915 4.7416431, -74.09833279999999 4.741534)",,,,,,
871073016,871072977,0,731786708,False,,,cycleway,12.552,"LINESTRING (-74.0982915 4.7416431, -74.0982477 4.7417472)",,,,,,
871073029,5731612320,0,731786708,False,,,cycleway,11.845,"LINESTRING (-74.0992249 4.7389294, -74.0992435 4.7388245)",,,,,,
871073029,5731612319,0,731786708,False,,,cycleway,18.962,"LINESTRING (-74.0992249 4.7389294, -74.0991787 4.7390936)",,,,,,
871073030,5731630254,0,731786708,False,,,cycleway,56.587,"LINESTRING (-74.0979549 4.7424561, -74.0981463 4.7419843)",,,,,,
871073030,5731630255,0,731786708,False,,,cycleway,31.899,"LINESTRING (-74.0979549 4.7424561, -74.0978432 4.7427205)",,,,,,
871073031,4913348986,0,731786708,False,,,cycleway,51.509,"LINESTRING (-74.09335369999999 4.7441974, -74.093723 4.7444787)",,,,,,
871073031,6069998870,0,731786708,False,,,cycleway,31.993,"LINESTRING (-74.09335369999999 4.7441974, -74.0931243 4.7440227)",,,,,,
871073033,5731546628,0,731786708,False,,,cycleway,36.347,"LINESTRING (-74.1002443 4.7326719, -74.10029780000001 4.7323494)",,,,,,
871073033,6084438313,0,731786708,False,,,cycleway,9.726,"LINESTRING (-74.1002443 4.7326719, -74.1002335 4.7327587)",,,,,,
871073050,5731612316,0,731786708,False,,,cycleway,29.277,"LINESTRING (-74.098963 4.7398733, -74.0990322 4.7396192)",,,,,,
871073050,5731612315,0,731786708,False,,,cycleway,2.014,"LINESTRING (-74.098963 4.7398733, -74.0989573 4.7398905)",,,,,,
871073052,5731630261,0,731786708,False,,,cycleway,30.472,"LINESTRING (-74.0964199 4.7458654, -74.09654949999999 4.7456237)",,,,,,
871073052,5731630262,0,731786708,False,,,cycleway,7.473,"LINESTRING (-74.0964199 4.7458654, -74.09638030000001 4.7459198)",,,,,,
871073053,5731630268,0,731786708,False,,,cycleway,3.322,"LINESTRING (-74.0959802 4.7460144, -74.096009 4.7460227)",,,,,,
871073053,4913271139,0,731786708,False,,,cycleway,52.869,"LINESTRING (-74.0959802 4.7460144, -74.0955824 4.7457519)",,,,,,
871073060,5731546643,0,731786708,False,,,cycleway,20.087,"LINESTRING (-74.0998955 4.7348558, -74.0999281 4.7346781)",,,,,,
871073060,5731546645,0,731786708,False,,,cycleway,8.795,"LINESTRING (-74.0998955 4.7348558, -74.0998836 4.734934)",,,,,,
871073069,871072991,0,731786708,False,,,cycleway,38.367,"LINESTRING (-74.1006299 4.7302465, -74.1006871 4.7299062)",,,,,,
871073069,5731545816,0,731786708,False,,,cycleway,42.714,"LINESTRING (-74.1006299 4.7302465, -74.1005742 4.7306266)",,,,,,
871073076,5731546624,0,731786708,False,,,cycleway,27.449,"LINESTRING (-74.10034109999999 4.7320378, -74.10038059999999 4.7317941)",,,,,,
871073076,5731546626,0,731786708,False,,,cycleway,4.214,"LINESTRING (-74.10034109999999 4.7320378, -74.1003372 4.7320755)",,,,,,
871073081,5731546630,0,731786708,False,,,cycleway,21.061,"LINESTRING (-74.10017569999999 4.7332201, -74.1001996 4.7330322)",,,,,,
871073081,5731546632,0,731786708,False,,,cycleway,9.196,"LINESTRING (-74.10017569999999 4.7332201, -74.10016349999999 4.7333019)",,,,,,
871073083,4913271140,0,731786708,False,,,cycleway,12.86,"LINESTRING (-74.09546090000001 4.7456693, -74.0955562 4.7457353)",,,,,,
871073083,871073010,0,731786708,False,,,cycleway,46.171,"LINESTRING (-74.09546090000001 4.7456693, -74.0950832 4.745494)",,,,,,
871073091,5731590921,0,731786708,False,,,cycleway,21.218,"LINESTRING (-74.0995344 4.7372078, -74.0995593 4.7370186)",,,,,,
871073091,5731583919,0,731786708,False,,,cycleway,9.476,"LINESTRING (-74.0995344 4.7372078, -74.0995183 4.7372915)",,,,,,
871073098,871073001,0,731786708,False,,,cycleway,14.585,"LINESTRING (-74.0993988 4.737922, -74.0994247 4.7377934)",,,,,,
871073098,5731613022,0,731786708,False,,,cycleway,40.849,"LINESTRING (-74.0993988 4.737922, -74.0993366 4.7382841)",,,,,,
871082862,5729009994,0,73511502,False,,,cycleway,47.234,"LINESTRING (-74.0995683 4.7267525, -74.09935110000001 4.726387)",,,,,,
871082862,5729009995,0,73511509,False,,,cycleway,32.074,"LINESTRING (-74.0995683 4.7267525, -74.0997327 4.7269899)",,,yes,,,
871082866,262391286,0,731786708,False,,,cycleway,14.023,"LINESTRING (-74.1009419 4.7287794, -74.10094359999999 4.7286533)",,,,,,
871082866,5729012142,0,731786708,False,,,cycleway,15.817,"LINESTRING (-74.1009419 4.7287794, -74.1009255 4.7289207)",,,,,,
871082868,871082935,0,731786708,False,,,cycleway,29.735,"LINESTRING (-74.10021740000001 4.7275722, -74.1000385 4.7273729)",,,,,,
871082868,871082919,0,731786708,False,,,cycleway,30.848,"LINESTRING (-74.10021740000001 4.7275722, -74.1004149 4.7277677)",,,,,,
871082884,5729012138,0,731786708,False,,,cycleway,14.893,"LINESTRING (-74.1009269 4.7285511, -74.10088450000001 4.728424)",,,,,,
871082884,262391286,0,731786708,False,,,cycleway,11.514,"LINESTRING (-74.1009269 4.7285511, -74.10094359999999 4.7286533)",,,,,,
871082888,5729012134,0,731786708,False,,,cycleway,17.456,"LINESTRING (-74.10070109999999 4.7280708, -74.1005942 4.7279555)",,,,,,
871082888,5729012133,0,731786708,False,,,cycleway,16.463,"LINESTRING (-74.10070109999999 4.7280708, -74.100786 4.7281923)",,,,,,
871082894,871120483,0,91909431,False,,,cycleway,14.267,"LINESTRING (-74.1003272 4.7273084, -74.10023839999999 4.7272155)",,,,,,
871082894,871120494,0,91909431,False,,,cycleway,15.409,"LINESTRING (-74.1003272 4.7273084, -74.1004267 4.7274052)",,,,,,
871082911,5729012141,0,731786708,False,,,cycleway,27.371,"LINESTRING (-74.1008157 4.7294014, -74.100871 4.7291615)",,,,,,
871082911,5729012140,0,731786708,False,,,cycleway,25.836,"LINESTRING (-74.1008157 4.7294014, -74.1007583 4.7296266)",,,,,,
871082916,5729012142,0,731786708,False,,,cycleway,2.267,"LINESTRING (-74.10091920000001 4.7289401, -74.1009255 4.7289207)",,,,,,
871082916,871082943,0,731786708,False,,,cycleway,21.929,"LINESTRING (-74.10091920000001 4.7289401, -74.10087710000001 4.7291328)",,,,,,
871082919,871082868,0,731786708,False,,,cycleway,30.848,"LINESTRING (-74.1004149 4.7277677, -74.10021740000001 4.7275722)",,,,,,
871082919,871082939,0,731786708,False,,,cycleway,20.308,"LINESTRING (-74.1004149 4.7277677, -74.1005431 4.7278982)",,,,,,
871082920,5729012133,0,731786708,False,,,cycleway,13.795,"LINESTRING (-74.100842 4.7283031, -74.100786 4.7281923)",,,,,,
871082920,5729012138,0,731786708,False,,,cycleway,14.245,"LINESTRING (-74.100842 4.7283031, -74.10088450000001 4.728424)",,,,,,
871082935,896199375,0,73511509,False,,,cycleway,28.777,"LINESTRING (-74.1000385 4.7273729, -74.0998714 4.7271748)",,,yes,,,
871082935,871082868,0,731786708,False,,,cycleway,29.735,"LINESTRING (-74.1000385 4.7273729, -74.10021740000001 4.7275722)",,,,,,
871082939,871082919,0,731786708,False,,,cycleway,20.308,"LINESTRING (-74.1005431 4.7278982, -74.1004149 4.7277677)",,,,,,
871082939,5729012134,0,731786708,False,,,cycleway,8.524,"LINESTRING (-74.1005431 4.7278982, -74.1005942 4.7279555)",,,,,,
871082943,871082916,0,731786708,False,,,cycleway,21.929,"LINESTRING (-74.10087710000001 4.7291328, -74.10091920000001 4.7289401)",,,,,,
871082943,5729012141,0,731786708,False,,,cycleway,3.262,"LINESTRING (-74.10087710000001 4.7291328, -74.100871 4.7291615)",,,,,,
871120458,5728971224,0,91279293,False,,,cycleway,41.547,"LINESTRING (-74.0973666 4.7223967, -74.09710200000001 4.722132)",,,,,,
871120458,7622175444,0,91279293,False,,,cycleway,6.365,"LINESTRING (-74.0973666 4.7223967, -74.09740309999999 4.7224409)",,,,,,
871120461,5728987169,0,73513773,False,,,cycleway,42.513,"LINESTRING (-74.0993634 4.7257081, -74.0992505 4.7253427)",,,,,,
871120461,5729012125,0,73513773,False,,,cycleway,19.464,"LINESTRING (-74.0993634 4.7257081, -74.0994237 4.7258725)",,,,,,
871120463,5729009987,0,73511502,False,,,cycleway,29.003,"LINESTRING (-74.09874619999999 4.7246659, -74.0986466 4.7244247)",,,,,,
871120463,5728987165,0,73511502,False,,,cycleway,5.327,"LINESTRING (-74.09874619999999 4.7246659, -74.0987624 4.724711)",,,,,,
871120464,5728987183,0,73513773,False,,,cycleway,36.482,"LINESTRING (-74.0988198 4.7241465, -74.0986745 4.7238521)",,,,,,
871120464,5728987182,0,73513773,False,,,cycleway,37.996,"LINESTRING (-74.0988198 4.7241465, -74.0989594 4.7244586)",,,,,,
871120465,5728971268,0,73513773,False,,,cycleway,57.087,"LINESTRING (-74.0962522 4.7210842, -74.09584409999999 4.7207709)",,,,,,
871120465,5728971269,0,73513773,False,,,cycleway,98.221,"LINESTRING (-74.0962522 4.7210842, -74.096953 4.721625)",,,,,,
871120470,5115537275,0,73513770,False,,,cycleway,32.412,"LINESTRING (-74.0997856 4.7266025, -74.0999417 4.726849)",,,yes,,,
871120470,5729012123,0,73513773,False,,,cycleway,16.27,"LINESTRING (-74.0997856 4.7266025, -74.09970439999999 4.7264806)",,,,,,
871120475,5728987155,0,73511502,False,,,cycleway,37.68,"LINESTRING (-74.0983105 4.7237786, -74.0981457 4.7234822)",,,,,,
871120475,5728987160,0,73511502,False,,,cycleway,11.868,"LINESTRING (-74.0983105 4.7237786, -74.0983543 4.723876)",,,,,,
871120476,5728971263,0,73513773,False,,,cycleway,73.244,"LINESTRING (-74.09844200000001 4.7234588, -74.09810040000001 4.7228949)",,,,,,
871120476,5728987183,0,73513773,False,,,cycleway,50.758,"LINESTRING (-74.09844200000001 4.7234588, -74.0986745 4.7238521)",,,,,,
871120478,5728987167,0,73511502,False,,,cycleway,39.873,"LINESTRING (-74.0990882 4.7257629, -74.09898099999999 4.7254206)",,,,,,
871120478,5729009990,0,73511502,False,,,cycleway,1.22,"LINESTRING (-74.0990882 4.7257629, -74.0990925 4.725773)",,,,,,
871120483,5729012121,0,73513770,False,,,cycleway,24.441,"LINESTRING (-74.10023839999999 4.7272155, -74.10009359999999 4.7270497)",,,yes,,,
871120483,871082894,0,91909431,False,,,cycleway,14.267,"LINESTRING (-74.10023839999999 4.7272155, -74.1003272 4.7273084)",,,,,,
871120486,5728971272,0,73513773,False,,,cycleway,26.204,"LINESTRING (-74.09791540000001 4.7226243, -74.0977658 4.7224418)",,,,,,
871120486,1406263800,0,73513773,False,,,cycleway,15.26,"LINESTRING (-74.09791540000001 4.7226243, -74.0979976 4.7227344)",,,,,,
871120489,5728987165,0,73511502,False,,,cycleway,64.572,"LINESTRING (-74.0989299 4.7252672, -74.0987624 4.724711)",,,,,,
871120489,5728987167,0,73511502,False,,,cycleway,17.973,"LINESTRING (-74.0989299 4.7252672, -74.09898099999999 4.7254206)",,,,,,
871120490,7456406157,0,73511502,False,,,cycleway,13.56,"LINESTRING (-74.09780000000001 4.722951, -74.0978666 4.7230533)",,,,,,
871120490,7622175442,0,91279293,False,,,cycleway,34.873,"LINESTRING (-74.09780000000001 4.722951, -74.09761 4.722701)",,,,,,
871120492,5728971271,0,73513773,False,,,cycleway,24.801,"LINESTRING (-74.0975921 4.722246, -74.0974464 4.7220767)",,,,,,
871120492,5728971272,0,73513773,False,,,cycleway,29.061,"LINESTRING (-74.0975921 4.722246, -74.0977658 4.7224418)",,,,,,
871120494,871082894,0,91909431,False,,,cycleway,15.409,"LINESTRING (-74.1004267 4.7274052, -74.1003272 4.7273084)",,,,,,
871120494,1406263792,0,91909431,False,,,cycleway,21.361,"LINESTRING (-74.1004267 4.7274052, -74.1005675 4.7275364)",,,,,,
871120496,5728987182,0,73513773,False,,,cycleway,49.729,"LINESTRING (-74.0990997 4.7248834, -74.0989594 4.7244586)",,,,,,
871120496,5728987169,0,73513773,False,,,cycleway,53.736,"LINESTRING (-74.0990997 4.7248834, -74.0992505 4.7253427)",,,,,,
871120497,7622175446,0,91279293,False,,,cycleway,3.125,"LINESTRING (-74.095697 4.7210025, -74.09567509999999 4.7209848)",,,,,,
871120497,7487440754,0,91279293,False,,,cycleway,38.081,"LINESTRING (-74.095697 4.7210025, -74.0959703 4.7212101)",,,,,,
871147458,5728971100,0,91279293,False,,,cycleway,42.083,"LINESTRING (-74.0925435 4.716373, -74.0925505 4.7159946)",,,,,,
871147458,5700841271,0,91279293,False,,,cycleway,29.248,"LINESTRING (-74.0925435 4.716373, -74.0925632 4.7166353)",,,,,,
871147459,5728971132,0,91279293,False,,,cycleway,10.445,"LINESTRING (-74.0929264 4.7177903, -74.09289510000001 4.7177017)",,,,,,
871147459,5163867932,0,91279293,False,,,cycleway,12.265,"LINESTRING (-74.0929264 4.7177903, -74.0929752 4.7178893)",,,,,,
871147460,525717040,0,91279293,False,,,cycleway,98.823,"LINESTRING (-74.0942127 4.7195027, -74.09362280000001 4.7188362)",,,,,,
871147460,6852812708,0,91279293,False,,,cycleway,74.904,"LINESTRING (-74.0942127 4.7195027, -74.0946551 4.720012)",,,,,,
871147461,5728971209,0,73513773,False,,,cycleway,52.131,"LINESTRING (-74.093923 4.7187347, -74.0936116 4.7183833)",,,,,,
871147461,5728971208,0,73513773,False,,,cycleway,19.094,"LINESTRING (-74.093923 4.7187347, -74.09405630000001 4.7188435)",,,,,,
871147463,5700841262,0,73513773,False,,,cycleway,6.848,"LINESTRING (-74.0930376 4.7172938, -74.0930343 4.7172323)",,,,,,
871147463,5728971211,0,73513773,False,,,cycleway,41.624,"LINESTRING (-74.0930376 4.7172938, -74.09317160000001 4.7176435)",,,,,,
871147466,2019108582,0,91279293,False,,,cycleway,54.769,"LINESTRING (-74.0925713 4.7156443, -74.0926558 4.715159)",,,,,,
871147466,5728971100,0,91279293,False,,,cycleway,39.02,"LINESTRING (-74.0925713 4.7156443, -74.0925505 4.7159946)",,,,,,
871147467,5728971131,0,91279293,False,,,cycleway,12.141,"LINESTRING (-74.09272970000001 4.7172323, -74.0926942 4.717129)",,,,,,
871147467,5728971132,0,91279293,False,,,cycleway,55.32,"LINESTRING (-74.09272970000001 4.7172323, -74.09289510000001 4.7177017)",,,,,,
871147468,5728971213,0,73513773,False,,,cycleway,100.592,"LINESTRING (-74.0948708 4.7198339, -74.0942814 4.7191459)",,,,,,
871147468,5728971218,0,73513773,False,,,cycleway,5.696,"LINESTRING (-74.0948708 4.7198339, -74.0949056 4.7198716)",,,,,,
871147470,5728971212,0,73513773,False,,,cycleway,24.577,"LINESTRING (-74.0933551 4.7180249, -74.0932492 4.7178307)",,,,,,
871147470,5728971210,0,73513773,False,,,cycleway,24.136,"LINESTRING (-74.0933551 4.7180249, -74.093478 4.7182041)",,,,,,
871147472,871147473,0,73513773,False,,,cycleway,8.299,"LINESTRING (-74.0930426 4.717179, -74.09307680000001 4.7171126)",,,,,,
871147472,5728971126,0,73513773,False,,,cycleway,4.096,"LINESTRING (-74.0930426 4.717179, -74.0930369 4.7172154)",,,,,,
871147473,5700841261,0,73513773,False,,,cycleway,12.431,"LINESTRING (-74.09307680000001 4.7171126, -74.09316629999999 4.7170452)",,,,,,
871147473,871147472,0,73513773,False,,,cycleway,8.299,"LINESTRING (-74.09307680000001 4.7171126, -74.0930426 4.717179)",,,,,,
871147474,7487440759,0,91279293,False,,,cycleway,8.705,"LINESTRING (-74.0952637 4.7206509, -74.095208 4.7205957)",,,,,,
871147474,7622175446,0,91279293,False,,,cycleway,58.796,"LINESTRING (-74.0952637 4.7206509, -74.09567509999999 4.7209848)",,,,,,
871147475,5728971267,0,73513773,False,,,cycleway,27.212,"LINESTRING (-74.095243 4.7202373, -74.09507480000001 4.720059)",,,,,,
871147475,5728971266,0,73513773,False,,,cycleway,36.448,"LINESTRING (-74.095243 4.7202373, -74.095479 4.7204656)",,,,,,
871301094,871301265,0,73531648,False,,,cycleway,42.029,"LINESTRING (-74.1111179 4.7290466, -74.1114894 4.7291227)",,,,,,
871301094,7852059937,0,73531648,False,,,cycleway,48.029,"LINESTRING (-74.1111179 4.7290466, -74.1107932 4.7287605)",,,,,,
871301099,5731677555,0,73531513,False,,,cycleway,50.99,"LINESTRING (-74.1227804 4.7283824, -74.1231726 4.7281426)",,,,,,
871301099,871301212,0,73531513,False,,,cycleway,211.255,"LINESTRING (-74.1227804 4.7283824, -74.121336 4.7296223)",,,,,,
871301100,871301151,0,73531648,False,,,cycleway,29.048,"LINESTRING (-74.1140094 4.731604, -74.11419859999999 4.7317848)",,,,,,
871301100,871301207,0,73531648,False,,,cycleway,41.382,"LINESTRING (-74.1140094 4.731604, -74.1138043 4.731293)",,,,,,
871301101,871301204,0,73531648,False,,,cycleway,30.606,"LINESTRING (-74.11232630000001 4.7299479, -74.1125516 4.7301071)",,,,,,
871301101,2739520050,0,73531648,False,,,cycleway,85.86,"LINESTRING (-74.11232630000001 4.7299479, -74.1117969 4.7293841)",,,,,,
