u,v,key,osmid,oneway,lanes,name,highway,length,geometry,access,bridge,width,maxspeed,tunnel,service,junction
1254719355,1254718741,1,"[109657592, 109657381]",False,,,cycleway,409.48799999999994,"LINESTRING (-112.0901007 33.6297983, -112.0900986 33.6299344, -112.0900933 33.6300155, -112.0900523 33.6301901, -112.0900192 33.630385, -112.0899048 33.6307724, -112.0898768 33.6309061, -112.089839 33.6310936, -112.0898281 33.6313399, -112.0897813 33.6315972, -112.0897568 33.6316813, -112.0896576 33.6319567, -112.0895092 33.6322069, -112.0892109 33.6325352, -112.0891683 33.6325896, -112.0891195 33.6326323, -112.0888259 33.6328515, -112.0887371 33.6329038, -112.0884351 33.6329083)",,,,,,,
1254719355,2715594214,0,"[109663136, 188850197, 741995062, 741995061, 109657592, 188850198, 109663355]",False,,,cycleway,820.2440000000001,"LINESTRING (-112.0901007 33.6297983, -112.0901052 33.6297284, -112.0901243 33.6296361, -112.0901787 33.6295007, -112.0902385 33.6294135, -112.0903616 33.6292938, -112.0904008 33.6292279, -112.0902414 33.6292287, -112.0899195 33.6292298, -112.0898463 33.6292299, -112.0899215 33.6288975, -112.0899806 33.6287716, -112.090035 33.6286344, -112.0901076 33.6285131, -112.0901963 33.628393, -112.090534 33.6280394, -112.090676 33.6279362, -112.0908438 33.62771, -112.0910678 33.6274741, -112.0912217 33.6273282, -112.091465 33.6271233, -112.0916271 33.6270158, -112.0917977 33.6269351, -112.0919655 33.6268768, -112.0921793 33.626827, -112.092288 33.6268088, -112.0924144 33.6267524, -112.0929484 33.626459, -112.09316 33.6263516, -112.0942413 33.625848, -112.0944634 33.6257558, -112.0945846 33.6256954, -112.0946874 33.6256441, -112.0947404 33.6255832, -112.0946564 33.6255431, -112.0942819 33.6254654, -112.0941129 33.6254377, -112.0940822 33.6254372)",,yes,,,,,
1357282684,1357282886,0,168658656,False,,,cycleway,119.84100000000001,"LINESTRING (-112.1685354 33.5955817, -112.168435 33.5955414, -112.168404 33.5955304, -112.1683423 33.5955237, -112.1680541 33.5954699, -112.167771 33.5954231, -112.1675645 33.5953807, -112.1674384 33.5953382, -112.1673794 33.5953337, -112.1673338 33.5953337, -112.1672855 33.595327)",,,,,,,
1357282750,1357282886,0,372643574,False,,,cycleway,88.934,"LINESTRING (-112.1681921 33.5955728, -112.167804 33.5955014, -112.1676425 33.5954708, -112.1674625 33.5954075, -112.1673687 33.5953673, -112.1672855 33.595327)",,,,,,,
1357282886,1357282684,0,168658656,False,,,cycleway,119.84100000000001,"LINESTRING (-112.1672855 33.595327, -112.1673338 33.5953337, -112.1673794 33.5953337, -112.1674384 33.5953382, -112.1675645 33.5953807, -112.167771 33.5954231, -112.1680541 33.5954699, -112.1683423 33.5955237, -112.168404 33.5955304, -112.168435 33.5955414, -112.1685354 33.5955817)",,,,,,,
1357282886,1357334070,0,372643570,False,,,cycleway,1064.012,"LINESTRING (-112.1672855 33.595327, -112.1672158 33.5952891, -112.1669858 33.5951314, -112.1667916 33.5949342, -112.1666279 33.5947447, -112.1665319 33.5945362, -112.1664533 33.5943513, -112.1662935 33.5935657, -112.1662639 33.5934307, -112.1662444 33.5933421, -112.1661779 33.5931734, -112.1661256 33.5930731, -112.1659888 33.5928563, -112.1655341 33.5923154, -112.1640428 33.590595, -112.1637102 33.5902107, -112.1634621 33.5899361, -112.1632435 33.5897638, -112.1630021 33.5896164, -112.1628251 33.589527, -112.1611407 33.5888344, -112.1605291 33.5885886, -112.160336 33.5884679, -112.1601697 33.5883473)",,,,,,,
1357282886,1357282750,0,372643574,False,,,cycleway,88.934,"LINESTRING (-112.1672855 33.595327, -112.1673687 33.5953673, -112.1674625 33.5954075, -112.1676425 33.5954708, -112.167804 33.5955014, -112.1681921 33.5955728)",,,,,,,
1357334033,1357334218,0,372643570,False,,,cycleway,876.6300000000001,"LINESTRING (-112.1594026 33.5877931, -112.1592417 33.5877082, -112.1587052 33.5873463, -112.1585765 33.5872301, -112.1584799 33.5871094, -112.1576364 33.5859142, -112.157627 33.5858358, -112.1576002 33.5857598, -112.1575519 33.5856704, -112.1574929 33.58559, -112.1574231 33.5855408, -112.1573588 33.5854872, -112.1572622 33.58538, -112.1571388 33.5852101, -112.1570141 33.5850383, -112.1567625 33.5847465, -112.1564522 33.5844996, -112.1563751 33.5844442, -112.1561877 33.5843094, -112.155886 33.5841595, -112.154918 33.5837488, -112.1526199 33.5828354, -112.1525205 33.5827829)",,,,,,,
1357334070,1357282886,0,372643570,False,,,cycleway,1064.0120000000002,"LINESTRING (-112.1601697 33.5883473, -112.160336 33.5884679, -112.1605291 33.5885886, -112.1611407 33.5888344, -112.1628251 33.589527, -112.1630021 33.5896164, -112.1632435 33.5897638, -112.1634621 33.5899361, -112.1637102 33.5902107, -112.1640428 33.590595, -112.1655341 33.5923154, -112.1659888 33.5928563, -112.1661256 33.5930731, -112.1661779 33.5931734, -112.1662444 33.5933421, -112.1662639 33.5934307, -112.1662935 33.5935657, -112.1664533 33.5943513, -112.1665319 33.5945362, -112.1666279 33.5947447, -112.1667916 33.5949342, -112.1669858 33.5951314, -112.1672158 33.5952891, -112.1672855 33.595327)",,,,,,,
1357334218,2610673234,0,121190056,False,,,cycleway,108.36399999999999,"LINESTRING (-112.1525205 33.5827829, -112.1523967 33.5826881, -112.1523179 33.5826416, -112.1521236 33.582538, -112.1517839 33.5823343, -112.1516884 33.58229, -112.1515543 33.5822408)",,,,,,,
1357334218,1357359780,0,"[372643565, 121195667, 121195668, 121195670, 121195672]",False,,,cycleway,308.84200000000004,"LINESTRING (-112.1525205 33.5827829, -112.152371 33.5827269, -112.1520854 33.5826046, -112.1517268 33.5823901, -112.1513129 33.5821414, -112.1511886 33.5820625, -112.1507022 33.5817489, -112.1505539 33.5816514, -112.1503876 33.5815488, -112.1499604 33.5812569, -112.1498261 33.5811603)",,,,,yes,,
1357334218,1357334033,0,372643570,False,,,cycleway,876.6300000000001,"LINESTRING (-112.1525205 33.5827829, -112.1526199 33.5828354, -112.154918 33.5837488, -112.155886 33.5841595, -112.1561877 33.5843094, -112.1563751 33.5844442, -112.1564522 33.5844996, -112.1567625 33.5847465, -112.1570141 33.5850383, -112.1571388 33.5852101, -112.1572622 33.58538, -112.1573588 33.5854872, -112.1574231 33.5855408, -112.1574929 33.58559, -112.1575519 33.5856704, -112.1576002 33.5857598, -112.157627 33.5858358, -112.1576364 33.5859142, -112.1584799 33.5871094, -112.1585765 33.5872301, -112.1587052 33.5873463, -112.1592417 33.5877082, -112.1594026 33.5877931)",,,,,,,
1357344321,1357344332,0,121195072,False,,,cycleway,41.677,"LINESTRING (-112.1594695 33.5884343, -112.1597538 33.5881438)",,yes,,,,,
1357344321,1357357567,0,121195230,False,,,cycleway,155.54999999999995,"LINESTRING (-112.1594695 33.5884343, -112.1593998 33.5883829, -112.1593315 33.5883251, -112.159184 33.5881821, -112.1591208 33.5881215, -112.1590752 33.5880857, -112.1585254 33.5877014, -112.1584664 33.5876657, -112.1584223 33.5876481, -112.1583659 33.5876414, -112.158159 33.5876373)",,,,,,,
1357344321,1357349121,0,121195230,False,,,cycleway,249.76000000000005,"LINESTRING (-112.1594695 33.5884343, -112.1596826 33.5885663, -112.1599309 33.5886823, -112.1602769 33.5889214, -112.1604286 33.5890245, -112.1605022 33.5890621, -112.16056 33.5890938, -112.1606175 33.589118, -112.1613625 33.589428, -112.1616295 33.5895769, -112.1617321 33.5896389)",,,,,,,
1357344332,1357344321,0,121195072,False,,,cycleway,41.677,"LINESTRING (-112.1597538 33.5881438, -112.1594695 33.5884343)",,yes,,,,,
1357349048,1357349121,0,121195231,False,,,cycleway,156.944,"LINESTRING (-112.1600838 33.58942, -112.1601723 33.5894197, -112.1603091 33.589413, -112.1603849 33.5894186, -112.1604251 33.5894275, -112.1604975 33.5894476, -112.1605929 33.5894819, -112.1606411 33.5894926, -112.1607015 33.5894965, -112.1612787 33.5895029, -112.1613511 33.5895141, -112.1614116 33.5895345, -112.161616 33.5896051, -112.1617321 33.5896389)",,,,,,,
1357349052,1357349121,0,121195230,False,,,cycleway,956.8200000000003,"LINESTRING (-112.1675405 33.596321, -112.1675376 33.5961246, -112.1675296 33.5960911, -112.1675108 33.5960397, -112.167484 33.596004, -112.1674464 33.5959616, -112.1673068 33.5959113, -112.1671239 33.5958332, -112.1669332 33.5957417, -112.1667559 33.5956357, -112.1665538 33.595491, -112.1663882 33.5953453, -112.1662087 33.5951509, -112.1660544 33.5949187, -112.165942 33.5947138, -112.165889 33.5945643, -112.16586 33.5944538, -112.1657185 33.5937591, -112.1656911 33.5936607, -112.1656448 33.5934846, -112.1656051 33.593351, -112.165547 33.5932363, -112.1654907 33.5931426, -112.1654255 33.5930529, -112.1631027 33.5903763, -112.1630031 33.590267, -112.1628737 33.5901647, -112.16273 33.5900745, -112.1624307 33.5899402, -112.1621061 33.5898062, -112.1619694 33.5897548, -112.1618594 33.5897034, -112.1617321 33.5896389)",,,,,,,
1357349121,1357344321,0,121195230,False,,,cycleway,249.76,"LINESTRING (-112.1617321 33.5896389, -112.1616295 33.5895769, -112.1613625 33.589428, -112.1606175 33.589118, -112.16056 33.5890938, -112.1605022 33.5890621, -112.1604286 33.5890245, -112.1602769 33.5889214, -112.1599309 33.5886823, -112.1596826 33.5885663, -112.1594695 33.5884343)",,,,,,,
1357349121,1357349052,0,121195230,False,,,cycleway,956.8199999999998,"LINESTRING (-112.1617321 33.5896389, -112.1618594 33.5897034, -112.1619694 33.5897548, -112.1621061 33.5898062, -112.1624307 33.5899402, -112.16273 33.5900745, -112.1628737 33.5901647, -112.1630031 33.590267, -112.1631027 33.5903763, -112.1654255 33.5930529, -112.1654907 33.5931426, -112.165547 33.5932363, -112.1656051 33.593351, -112.1656448 33.5934846, -112.1656911 33.5936607, -112.1657185 33.5937591, -112.16586 33.5944538, -112.165889 33.5945643, -112.165942 33.5947138, -112.1660544 33.5949187, -112.1662087 33.5951509, -112.1663882 33.5953453, -112.1665538 33.595491, -112.1667559 33.5956357, -112.1669332 33.5957417, -112.1671239 33.5958332, -112.1673068 33.5959113, -112.1674464 33.5959616, -112.167484 33.596004, -112.1675108 33.5960397, -112.1675296 33.5960911, -112.1675376 33.5961246, -112.1675405 33.596321)",,,,,,,
1357349121,1357349048,0,121195231,False,,,cycleway,156.94400000000002,"LINESTRING (-112.1617321 33.5896389, -112.161616 33.5896051, -112.1614116 33.5895345, -112.1613511 33.5895141, -112.1612787 33.5895029, -112.1607015 33.5894965, -112.1606411 33.5894926, -112.1605929 33.5894819, -112.1604975 33.5894476, -112.1604251 33.5894275, -112.1603849 33.5894186, -112.1603091 33.589413, -112.1601723 33.5894197, -112.1600838 33.58942)",,,,,,,
1357357567,1357344321,0,121195230,False,,,cycleway,155.54999999999998,"LINESTRING (-112.158159 33.5876373, -112.1583659 33.5876414, -112.1584223 33.5876481, -112.1584664 33.5876657, -112.1585254 33.5877014, -112.1590752 33.5880857, -112.1591208 33.5881215, -112.159184 33.5881821, -112.1593315 33.5883251, -112.1593998 33.5883829, -112.1594695 33.5884343)",,,,,,,
1357357570,1357357575,0,121195631,False,,,cycleway,86.12599999999999,"LINESTRING (-112.1515448 33.5827707, -112.1518079 33.5829066, -112.1518696 33.5829312, -112.1522732 33.583094, -112.1523054 33.5831186, -112.1523336 33.5831624)",,,,,,,
1357357575,1357357570,0,121195631,False,,,cycleway,86.126,"LINESTRING (-112.1523336 33.5831624, -112.1523054 33.5831186, -112.1522732 33.583094, -112.1518696 33.5829312, -112.1518079 33.5829066, -112.1515448 33.5827707)",,,,,,,
1357359780,2868900413,0,121197629,False,,,cycleway,143.887,"LINESTRING (-112.1498261 33.5811603, -112.1500064 33.5812188, -112.1504382 33.5815011, -112.1507226 33.5816948, -112.1509556 33.5818235, -112.1510809 33.5819116)",,,,,,,
1357359780,1357334218,0,"[372643565, 121195667, 121195668, 121195670, 121195672]",False,,,cycleway,308.84200000000004,"LINESTRING (-112.1498261 33.5811603, -112.1499604 33.5812569, -112.1503876 33.5815488, -112.1505539 33.5816514, -112.1507022 33.5817489, -112.1511886 33.5820625, -112.1513129 33.5821414, -112.1517268 33.5823901, -112.1520854 33.5826046, -112.152371 33.5827269, -112.1525205 33.5827829)",,,,,yes,,
1357359780,1357379779,0,372643577,False,,,cycleway,1674.8540000000005,"LINESTRING (-112.1498261 33.5811603, -112.149174 33.5807324, -112.149123 33.5806721, -112.148997 33.5805738, -112.1488641 33.580484, -112.1488024 33.5804528, -112.1487556 33.5804397, -112.1487019 33.580424, -112.1486495 33.5803991, -112.1473996 33.5796014, -112.1473406 33.5795612, -112.1473004 33.5795232, -112.1472601 33.579474, -112.147177 33.5794114, -112.1470994 33.579364, -112.1470563 33.5793377, -112.1469839 33.5793042, -112.1468578 33.5792573, -112.1463589 33.5789355, -112.1455328 33.5784081, -112.1454913 33.5783637, -112.1454469 33.578312, -112.1454162 33.5782855, -112.1451814 33.5781332, -112.1451358 33.5781131, -112.1450741 33.5780997, -112.1450258 33.5780841, -112.1449802 33.578055, -112.1446396 33.5778338, -112.1439115 33.5773738, -112.1436767 33.577226, -112.143646 33.5771995, -112.1436123 33.5771478, -112.1435935 33.5771187, -112.1435587 33.5770897, -112.1434219 33.576998, -112.1433763 33.5769757, -112.1433 33.5769559, -112.1432609 33.5769466, -112.1432195 33.5769336, -112.1418957 33.576093, -112.1418501 33.5760617, -112.1418179 33.5760282, -112.1417401 33.5759544, -112.1417026 33.5759232, -112.1416168 33.5758673, -112.1415497 33.5758226, -112.1414719 33.5757958, -112.1414049 33.5757757, -112.1413593 33.5757488, -112.1400289 33.5749041, -112.1400089 33.5748821, -112.1399967 33.5748505, -112.1399821 33.5748307, -112.1399726 33.5748147, -112.1397982 33.5746963, -112.1397526 33.5746717, -112.1397112 33.5746586, -112.1395958 33.5746341, -112.1395649 33.5746293, -112.139538 33.5746159, -112.1394886 33.5745871, -112.1387897 33.5741466, -112.138323 33.5738449, -112.1380843 33.5736974, -112.1378751 33.5735722, -112.1377034 33.5734828, -112.1375773 33.5734203, -112.1373803 33.5733379, -112.1372355 33.5732753, -112.1370624 33.5732124, -112.1368853 33.5731521, -112.135166 33.5725927)",,,,,,,
1357379718,1357379779,0,"[221560040, 121195665, 221560041]",False,,,cycleway,185.71900000000002,"LINESTRING (-112.1333596 33.571946, -112.1334511 33.5719684, -112.1337595 33.572076, -112.1340746 33.5722002, -112.1341569 33.5722242, -112.1343197 33.5722703, -112.1343862 33.5722893, -112.1344782 33.5722697, -112.1345438 33.5722917, -112.1346752 33.5723431, -112.1348269 33.5724038, -112.1349193 33.5724392, -112.1350185 33.572475, -112.1350682 33.5724977, -112.1350885 33.5725137, -112.1351072 33.5725383, -112.1351272 33.5725625, -112.135166 33.5725927)",,,,,,,
1357379718,1357379779,1,"[121196920, 121196922, 121196925]",False,,,cycleway,182.74200000000002,"LINESTRING (-112.1333596 33.571946, -112.1334453 33.5719995, -112.1335037 33.5720266, -112.1337685 33.5721239, -112.1338311 33.5721484, -112.1340255 33.5722261, -112.134407 33.5723543, -112.134848 33.5725071, -112.1349075 33.5725199, -112.1349519 33.5725247, -112.1350067 33.5725422, -112.1350538 33.572556, -112.135166 33.5725927)",,,,,yes,,
1357379718,5194337067,0,189213326,False,,,cycleway,994.979,"LINESTRING (-112.1333596 33.571946, -112.132904 33.571797, -112.1328566 33.5717621, -112.1328102 33.5717358, -112.1327699 33.5717179, -112.1327224 33.5716995, -112.1326768 33.5716794, -112.1326251 33.5716598, -112.1325293 33.571628, -112.1324462 33.5716123, -112.1324006 33.5716079, -112.1323416 33.5715967, -112.1310184 33.5711481, -112.1309254 33.5711073, -112.1308717 33.5710827, -112.130777 33.571052, -112.1307269 33.5710402, -112.1306786 33.5710402, -112.1306169 33.5710402, -112.1305794 33.5710358, -112.1293903 33.5706385, -112.1293509 33.5706223, -112.1293107 33.5705955, -112.129267 33.570567, -112.1292187 33.570529, -112.12919 33.5705173, -112.129139 33.5704994, -112.1289969 33.5704614, -112.1289164 33.5704525, -112.1288413 33.5704547, -112.1287949 33.570462, -112.1287447 33.5704659, -112.1286911 33.5704636, -112.1285006 33.5704301, -112.128388 33.5704167, -112.1282807 33.5704055, -112.1281707 33.5703966, -112.128042 33.5703854, -112.1279159 33.5703787, -112.1278355 33.5703787, -112.1263227 33.5703921, -112.1261395 33.5703904, -112.1256039 33.5703854, -112.125223 33.5703787, -112.1247912 33.5703899, -112.1246114 33.5703899, -112.1245524 33.5704033, -112.1245176 33.5704189, -112.1244658 33.5704396, -112.1244291 33.5704458, -112.1243808 33.5704502, -112.1243271 33.5704525, -112.1230229 33.5704737)",,,,,,,
1357379779,1357379718,0,"[121196920, 121196922, 121196925]",False,,,cycleway,182.74199999999996,"LINESTRING (-112.135166 33.5725927, -112.1350538 33.572556, -112.1350067 33.5725422, -112.1349519 33.5725247, -112.1349075 33.5725199, -112.134848 33.5725071, -112.134407 33.5723543, -112.1340255 33.5722261, -112.1338311 33.5721484, -112.1337685 33.5721239, -112.1335037 33.5720266, -112.1334453 33.5719995, -112.1333596 33.571946)",,,,,yes,,
1357379779,1357379718,1,"[221560040, 221560041, 121195665]",False,,,cycleway,185.71900000000005,"LINESTRING (-112.135166 33.5725927, -112.1351272 33.5725625, -112.1351072 33.5725383, -112.1350885 33.5725137, -112.1350682 33.5724977, -112.1350185 33.572475, -112.1349193 33.5724392, -112.1348269 33.5724038, -112.1346752 33.5723431, -112.1345438 33.5722917, -112.1344782 33.5722697, -112.1343862 33.5722893, -112.1343197 33.5722703, -112.1341569 33.5722242, -112.1340746 33.5722002, -112.1337595 33.572076, -112.1334511 33.5719684, -112.1333596 33.571946)",,,,,,,
1357379779,1357359780,0,372643577,False,,,cycleway,1674.8539999999996,"LINESTRING (-112.135166 33.5725927, -112.1368853 33.5731521, -112.1370624 33.5732124, -112.1372355 33.5732753, -112.1373803 33.5733379, -112.1375773 33.5734203, -112.1377034 33.5734828, -112.1378751 33.5735722, -112.1380843 33.5736974, -112.138323 33.5738449, -112.1387897 33.5741466, -112.1394886 33.5745871, -112.139538 33.5746159, -112.1395649 33.5746293, -112.1395958 33.5746341, -112.1397112 33.5746586, -112.1397526 33.5746717, -112.1397982 33.5746963, -112.1399726 33.5748147, -112.1399821 33.5748307, -112.1399967 33.5748505, -112.1400089 33.5748821, -112.1400289 33.5749041, -112.1413593 33.5757488, -112.1414049 33.5757757, -112.1414719 33.5757958, -112.1415497 33.5758226, -112.1416168 33.5758673, -112.1417026 33.5759232, -112.1417401 33.5759544, -112.1418179 33.5760282, -112.1418501 33.5760617, -112.1418957 33.576093, -112.1432195 33.5769336, -112.1432609 33.5769466, -112.1433 33.5769559, -112.1433763 33.5769757, -112.1434219 33.576998, -112.1435587 33.5770897, -112.1435935 33.5771187, -112.1436123 33.5771478, -112.143646 33.5771995, -112.1436767 33.577226, -112.1439115 33.5773738, -112.1446396 33.5778338, -112.1449802 33.578055, -112.1450258 33.5780841, -112.1450741 33.5780997, -112.1451358 33.5781131, -112.1451814 33.5781332, -112.1454162 33.5782855, -112.1454469 33.578312, -112.1454913 33.5783637, -112.1455328 33.5784081, -112.1463589 33.5789355, -112.1468578 33.5792573, -112.1469839 33.5793042, -112.1470563 33.5793377, -112.1470994 33.579364, -112.147177 33.5794114, -112.1472601 33.579474, -112.1473004 33.5795232, -112.1473406 33.5795612, -112.1473996 33.5796014, -112.1486495 33.5803991, -112.1487019 33.580424, -112.1487556 33.5804397, -112.1488024 33.5804528, -112.1488641 33.580484, -112.148997 33.5805738, -112.149123 33.5806721, -112.149174 33.5807324, -112.1498261 33.5811603)",,,,,,,
1357387955,1357387956,0,121197630,False,,,cycleway,349.961,"LINESTRING (-112.1391212 33.5750946, -112.1391223 33.5749153, -112.1391238 33.5748821, -112.1391143 33.5748371, -112.1388368 33.5746609, -112.1382989 33.5743186, -112.1380494 33.5741555, -112.1379865 33.574129, -112.1378295 33.574075, -112.1377302 33.574046, -112.1376712 33.5740214, -112.1375988 33.573979, -112.1375344 33.573941, -112.1374835 33.5739119, -112.137399 33.5738765, -112.1372909 33.5738455, -112.1372417 33.573831, -112.1371777 33.5738074, -112.1371151 33.573777, -112.1370326 33.5737203, -112.1368707 33.5736262, -112.1368116 33.5735971, -112.1364872 33.5734988, -112.1364257 33.5734987, -112.1363567 33.5735145, -112.1363024 33.5735414, -112.1362616 33.5735747, -112.1362173 33.5736576)",,,,,,,
1357387956,1357387955,0,121197630,False,,,cycleway,349.96099999999996,"LINESTRING (-112.1362173 33.5736576, -112.1362616 33.5735747, -112.1363024 33.5735414, -112.1363567 33.5735145, -112.1364257 33.5734987, -112.1364872 33.5734988, -112.1368116 33.5735971, -112.1368707 33.5736262, -112.1370326 33.5737203, -112.1371151 33.573777, -112.1371777 33.5738074, -112.1372417 33.573831, -112.1372909 33.5738455, -112.137399 33.5738765, -112.1374835 33.5739119, -112.1375344 33.573941, -112.1375988 33.573979, -112.1376712 33.5740214, -112.1377302 33.574046, -112.1378295 33.574075, -112.1379865 33.574129, -112.1380494 33.5741555, -112.1382989 33.5743186, -112.1388368 33.5746609, -112.1391143 33.5748371, -112.1391238 33.5748821, -112.1391223 33.5749153, -112.1391212 33.5750946)",,,,,,,
1359645419,3761949184,0,"[34080815, 121452494, 121452495]",False,,,cycleway,194.713,"LINESTRING (-112.1218626 33.5705504, -112.1216908 33.5705866, -112.121133 33.5706594, -112.1207061 33.570743, -112.1204318 33.5708196, -112.120251 33.5708457, -112.1199156 33.5708954, -112.1198087 33.5709073)",,,,,yes,,
1359645419,3761949184,1,372643539,False,,,cycleway,196.89600000000002,"LINESTRING (-112.1218626 33.5705504, -112.1217871 33.5705374, -112.1217281 33.5705307, -112.1216717 33.5705307, -112.1215886 33.5705463, -112.1211326 33.5706134, -112.1210674 33.5706273, -112.1209878 33.5706536, -112.1209193 33.5706743, -112.1208238 33.570689, -112.1207338 33.5707059, -112.1205751 33.5707201, -112.1204184 33.570742, -112.1202146 33.5707848, -112.1199007 33.5708462, -112.1198087 33.5709073)",,,,,,,
1359645419,5194337067,0,189213326,False,,,cycleway,108.12100000000001,"LINESTRING (-112.1218626 33.5705504, -112.1220162 33.5705268, -112.1221027 33.5705151, -112.1222431 33.5704927, -112.1223469 33.5704888, -112.1224335 33.570486, -112.1225024 33.5704821, -112.1230229 33.5704737)",,,,,,,
1359688992,394003759,0,34351500,False,,,cycleway,451.09099999999995,"LINESTRING (-112.1168308 33.5718953, -112.1167613 33.5718943, -112.1166138 33.5718896, -112.11646 33.5718853, -112.1137338 33.5718627, -112.1132034 33.5718355, -112.1129589 33.5718309, -112.1127189 33.5718505, -112.1125354 33.5718542, -112.112399 33.5718654, -112.1122811 33.57186, -112.1121871 33.5718632, -112.1121895 33.5720479)",,,,,,,
1359697914,42249125,0,121203201,False,,,cycleway,3038.785,"LINESTRING (-112.123039 33.5700965, -112.1251892 33.5701224, -112.1256257 33.5701134, -112.126255 33.5701024, -112.1264068 33.5700915, -112.1266545 33.5700795, -112.1279167 33.5700734, -112.1281943 33.5700845, -112.1285511 33.5701168, -112.1287341 33.5701434, -112.1289282 33.5701852, -112.1291174 33.5702313, -112.1294064 33.5703145, -112.1308181 33.570781, -112.1317783 33.5711079, -112.1321967 33.5712503, -112.1325822 33.5713827, -112.1330073 33.5715332, -112.1330416 33.5715453, -112.1336497 33.571747, -112.1340378 33.571869, -112.1341544 33.5719035, -112.1343216 33.5719548, -112.1344255 33.5719837, -112.1350791 33.5721999, -112.1376446 33.5730759, -112.1376928 33.5730893, -112.1377462 33.5730984, -112.1378055 33.5731027, -112.1378484 33.5731205, -112.1379664 33.5732059, -112.1385029 33.5735456, -112.1390393 33.5739032, -112.1393397 33.5740909, -112.1397045 33.5743412, -112.1398976 33.5744748, -112.1400371 33.5745821, -112.1401766 33.5746715, -112.1405199 33.5748417, -112.1415391 33.5754938, -112.1493921 33.5805086, -112.1513293 33.5817532, -112.1515552 33.5819109)",,,,,,,
1359697914,5194337069,0,121203201,False,,,cycleway,511.61899999999997,"LINESTRING (-112.123039 33.5700965, -112.1226797 33.5701053, -112.1223845 33.5701332, -112.1220974 33.5701715, -112.1217978 33.57022, -112.120779 33.5703977, -112.1206912 33.5704134, -112.117704 33.5709469, -112.1176215 33.5709597)",,,,,,,
1359697914,5194337067,0,"[536801712, 536118269, 536801711]",False,,,cycleway,41.971,"LINESTRING (-112.123039 33.5700965, -112.1230376 33.5701234, -112.1230366 33.5701429, -112.1230259 33.5703524, -112.1230249 33.5703719, -112.1230229 33.5704737)",private,yes,,,,,
1359710690,1359710698,0,121462342,False,,,cycleway,367.259,"LINESTRING (-112.120938 33.5712331, -112.1210325 33.571219, -112.1210419 33.5712176, -112.1217254 33.5710559, -112.1225354 33.570924, -112.1230182 33.5709116, -112.1233669 33.5709112, -112.1236039 33.5709218, -112.1237242 33.5709376, -112.1239382 33.5709464, -112.1241368 33.5709383, -112.1248502 33.5708659)",,,,,,,
1359710698,41517925,0,121462339,False,,,cycleway,39.059,"LINESTRING (-112.1248502 33.5708659, -112.1248513 33.5710156, -112.1248514 33.5710234, -112.1248518 33.5710699, -112.1248709 33.5712163)",,,,,,,
1359710698,41792316,0,121462342,False,,,cycleway,477.57499999999993,"LINESTRING (-112.1248502 33.5708659, -112.125203 33.5708424, -112.1256234 33.570925, -112.1257208 33.5709436, -112.1258426 33.5709441, -112.1259559 33.5709322, -112.1265243 33.5708465, -112.1266985 33.5708382, -112.1269772 33.5708234, -112.1272573 33.5708509, -112.1277868 33.5709156, -112.1279465 33.5709269, -112.128114 33.5709293, -112.1284049 33.5709155, -112.1285302 33.5709061, -112.1286726 33.5709052, -112.1288505 33.5709293, -112.1289883 33.5709648, -112.1293091 33.5710679, -112.1298918 33.5712645)",,,,,,,
1359710698,1359710690,0,121462342,False,,,cycleway,367.259,"LINESTRING (-112.1248502 33.5708659, -112.1241368 33.5709383, -112.1239382 33.5709464, -112.1237242 33.5709376, -112.1236039 33.5709218, -112.1233669 33.5709112, -112.1230182 33.5709116, -112.1225354 33.570924, -112.1217254 33.5710559, -112.1210419 33.5712176, -112.1210325 33.571219, -112.120938 33.5712331)",,,,,,,
1360113258,3618309925,0,121513365,False,,,cycleway,19.633,"LINESTRING (-112.1099588 33.5781307, -112.1098788 33.5779672)",,,,,,,
1360113258,1360113345,0,121513360,False,,,cycleway,22.178,"LINESTRING (-112.1099588 33.5781307, -112.1099695 33.5780915, -112.1099958 33.5780456, -112.1100348 33.5780094, -112.1100966 33.5779791)",,,,,,,
