u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,access,junction,bridge,tunnel
1527831435,1527831451,0,538683159,False,East Highland Avenue,tertiary,20 mph,50.707,"LINESTRING (-112.0584637 33.5056016, -112.0579168 33.505602)",2,,,,,
1527831435,7048811323,0,538683159,False,East Highland Avenue,tertiary,20 mph,28.104,"LINESTRING (-112.0584637 33.5056016, -112.0587668 33.5056038)",2,,,,,
1527831437,6860292784,0,538683159,False,East Highland Avenue,tertiary,20 mph,16.598,"LINESTRING (-112.0595709 33.5056066, -112.0593919 33.5056043)",2,,,,,
1527831437,4589966158,0,538683159,False,East Highland Avenue,tertiary,20 mph,9.32,"LINESTRING (-112.0595709 33.5056066, -112.0596714 33.505605)",2,,,,,
1527831444,1527831448,0,537754677,False,East Highland Avenue,tertiary,20 mph,50.894,"LINESTRING (-112.0617502 33.505605, -112.0612013 33.5056079)",2,,,,,
1527831444,1527831431,0,537754677,False,East Highland Avenue,tertiary,20 mph,24.587,"LINESTRING (-112.0617502 33.505605, -112.0620153 33.5055997)",2,,,,,
1527831447,5671187500,0,366531435,False,East Highland Avenue,tertiary,20 mph,90.476,"LINESTRING (-112.0541023 33.5056036, -112.0531265 33.505599)",2,,,,,
1527831447,2805912836,0,366531435,False,East Highland Avenue,tertiary,20 mph,37.523,"LINESTRING (-112.0541023 33.5056036, -112.054507 33.5056032)",2,,,,,
1527831448,42311724,0,537754677,False,East Highland Avenue,tertiary,20 mph,50.866,"LINESTRING (-112.0612013 33.5056079, -112.0606527 33.5056109)",2,,,,,
1527831448,1527831444,0,537754677,False,East Highland Avenue,tertiary,20 mph,50.894,"LINESTRING (-112.0612013 33.5056079, -112.0617502 33.505605)",2,,,,,
1527831449,2805912836,0,366531435,False,East Highland Avenue,tertiary,20 mph,107.897,"LINESTRING (-112.0556707 33.5056073, -112.054507 33.5056032)",2,,,,,
1527831449,1527831450,0,366531435,False,East Highland Avenue,tertiary,20 mph,5.972,"LINESTRING (-112.0556707 33.5056073, -112.0557351 33.5056083)",2,,,,,
1527831450,1527831449,0,366531435,False,East Highland Avenue,tertiary,20 mph,5.972,"LINESTRING (-112.0557351 33.5056083, -112.0556707 33.5056073)",2,,,,,
1527831450,5213724172,0,366531435,False,East Highland Avenue,tertiary,20 mph,17.34,"LINESTRING (-112.0557351 33.5056083, -112.0559221 33.505606)",2,,,,,
1527831451,1527831429,0,538683159,False,East Highland Avenue,tertiary,20 mph,48.131,"LINESTRING (-112.0579168 33.505602, -112.0573977 33.505599)",2,,,,,
1527831451,1527831435,0,538683159,False,East Highland Avenue,tertiary,20 mph,50.707,"LINESTRING (-112.0579168 33.505602, -112.0584637 33.5056016)",2,,,,,
1656305883,2483289067,0,152852158,False,,service,5 mph,40.08,"LINESTRING (-112.2322955 33.4645105, -112.2327273 33.4644976)",2,parking_aisle,,,,
1657960469,4199775909,0,371849091,False,West Campbell Avenue,tertiary,15 mph,8.651,"LINESTRING (-112.1750742 33.50219, -112.1751675 33.5021906)",2,,,,,
1657960563,3954519850,0,371849091,False,West Campbell Avenue,tertiary,15 mph,10.747,"LINESTRING (-112.1774808 33.5022064, -112.1773649 33.5022055)",2,,,,,
1671405099,5187764748,0,34769259,True,North Central Avenue,secondary,15 mph,5.146,"LINESTRING (-112.0737835 33.5748482, -112.0737755 33.574894)",1,,,,,
1671405100,406013257,0,5597891,True,West Mountain View Road,residential,15 mph,8.132,"LINESTRING (-112.0739287 33.5750803, -112.074016 33.5750879)",1,,,,,
1676454097,1676454123,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,9.343,"LINESTRING (-112.0808094 33.4625655, -112.0807144 33.4625934)",,parking_aisle,,,,
1676454100,1676454097,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,19.916,"LINESTRING (-112.0810241 33.4625655, -112.0808094 33.4625655)",,parking_aisle,,,,
1676454123,1676454130,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,5.939,"LINESTRING (-112.0807144 33.4625934, -112.0806803 33.4626386)",,parking_aisle,,,,
1676454126,1676454100,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,9.862,"LINESTRING (-112.0811205 33.4626029, -112.0810241 33.4625655)",,parking_aisle,,,,
1676454130,1676454141,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,3.46,"LINESTRING (-112.0806803 33.4626386, -112.080675 33.4626694)",,parking_aisle,,,,
1676454139,1676454126,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,6.523,"LINESTRING (-112.0811332 33.4626606, -112.0811205 33.4626029)",,parking_aisle,,,,
1676454141,1676454166,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,9.511,"LINESTRING (-112.080675 33.4626694, -112.0807176 33.4627472)",,parking_aisle,,,,
1676454163,1676454139,0,155230708,True,Kenilworth School Bus Loading Zone,service,5 mph,10.282,"LINESTRING (-112.0811754 33.4627461, -112.0811332 33.4626606)",,parking_aisle,,,,
1690504173,1690504179,0,258422369,False,North Echo Canyon Drive,residential,15 mph,3.651,"LINESTRING (-111.9768953 33.519881, -111.9768865 33.519913)",2,,private,,,
1690504173,2169164208,0,258422369,False,North Echo Canyon Drive,residential,15 mph,31.004,"LINESTRING (-111.9768953 33.519881, -111.9769088 33.5196024)",2,,private,,,
1690504179,2169338889,0,258422369,False,North Echo Canyon Drive,residential,15 mph,4.837,"LINESTRING (-111.9768865 33.519913, -111.9768649 33.5199526)",2,,private,,,
1690504179,1690504173,0,258422369,False,North Echo Canyon Drive,residential,15 mph,3.651,"LINESTRING (-111.9768865 33.519913, -111.9768953 33.519881)",2,,private,,,
1690504189,2169338891,0,206886726,False,North Echo Canyon Drive,service,15 mph,10.717,"LINESTRING (-111.976822 33.5200227, -111.976728 33.5199666)",2,,private,,,
1690504189,2169145785,0,258422369,False,North Echo Canyon Drive,residential,15 mph,15.833,"LINESTRING (-111.976822 33.5200227, -111.9767467 33.5201505)",2,,private,,,
1690504189,2169338889,0,258422369,False,North Echo Canyon Drive,residential,15 mph,8.751,"LINESTRING (-111.976822 33.5200227, -111.9768649 33.5199526)",2,,private,,,
1690504193,41514774,0,258422369,False,North Echo Canyon Drive,residential,15 mph,17.898,"LINESTRING (-111.9766571 33.5202894, -111.9765687 33.5204325)",2,,private,,,
1690504193,2169145785,0,258422369,False,North Echo Canyon Drive,residential,15 mph,17.537,"LINESTRING (-111.9766571 33.5202894, -111.9767467 33.5201505)",2,,private,,,
1690504194,5109587376,0,5675475,False,North Echo Canyon Circle,residential,15 mph,8.019,"LINESTRING (-111.9756013 33.5203316, -111.9756878 33.5203314)",,,private,,,
1690504194,1690504196,0,5675475,False,North Echo Canyon Circle,residential,15 mph,21.525,"LINESTRING (-111.9756013 33.5203316, -111.9753692 33.5203371)",,,private,,,
1690504195,1690504197,0,5675475,False,North Echo Canyon Circle,residential,15 mph,11.308,"LINESTRING (-111.9763161 33.5203299, -111.976429 33.5203684)",,,private,,,
1690504195,5109587376,0,5675475,False,North Echo Canyon Circle,residential,15 mph,58.245,"LINESTRING (-111.9763161 33.5203299, -111.9756878 33.5203314)",,,private,,,
1690504196,1690504194,0,5675475,False,North Echo Canyon Circle,residential,15 mph,21.525,"LINESTRING (-111.9753692 33.5203371, -111.9756013 33.5203316)",,,private,,,
1690504196,1690504204,0,5675475,False,North Echo Canyon Circle,residential,15 mph,6.151,"LINESTRING (-111.9753692 33.5203371, -111.9753127 33.5203661)",,,private,,,
1690504197,41514774,0,5675475,False,North Echo Canyon Circle,residential,15 mph,14.782,"LINESTRING (-111.976429 33.5203684, -111.9765687 33.5204325)",,,private,,,
1690504197,1690504195,0,5675475,False,North Echo Canyon Circle,residential,15 mph,11.308,"LINESTRING (-111.976429 33.5203684, -111.9763161 33.5203299)",,,private,,,
1690504204,1690504196,0,5675475,False,North Echo Canyon Circle,residential,15 mph,6.151,"LINESTRING (-111.9753127 33.5203661, -111.9753692 33.5203371)",,,private,,,
1690504204,1690504206,0,5675475,False,North Echo Canyon Circle,residential,15 mph,4.633,"LINESTRING (-111.9753127 33.5203661, -111.9752895 33.520403)",,,private,,,
1690504206,1690504204,0,5675475,False,North Echo Canyon Circle,residential,15 mph,4.633,"LINESTRING (-111.9752895 33.520403, -111.9753127 33.5203661)",,,private,,,
1690504206,1690504210,0,5675475,False,North Echo Canyon Circle,residential,15 mph,19.218,"LINESTRING (-111.9752895 33.520403, -111.9752044 33.5205606)",,,private,,,
1690504206,2169415287,0,206885184,False,North Echo Canyon Circle,residential,15 mph,66.881,"LINESTRING (-111.9752895 33.520403, -111.974662 33.5201062)",,,private,,,
1690504210,1690504206,0,5675475,False,North Echo Canyon Circle,residential,15 mph,19.218,"LINESTRING (-111.9752044 33.5205606, -111.9752895 33.520403)",,,private,,,
1690504210,1690504211,0,5675475,False,North Echo Canyon Circle,residential,15 mph,16.669,"LINESTRING (-111.9752044 33.5205606, -111.9752061 33.5207105)",,,private,,,
1690504211,1690504210,0,5675475,False,North Echo Canyon Circle,residential,15 mph,16.669,"LINESTRING (-111.9752061 33.5207105, -111.9752044 33.5205606)",,,private,,,
1690504211,292021410,0,5675475,False,North Echo Canyon Circle,residential,15 mph,32.393,"LINESTRING (-111.9752061 33.5207105, -111.9752096 33.5210018)",,,private,,,
1690504269,41514777,0,206867746,False,North Echo Canyon Circle,residential,15 mph,8.273,"LINESTRING (-111.976823 33.5216121, -111.9768225 33.5216865)",2,,private,,,
1690504269,292021403,0,206867746,False,North Echo Canyon Circle,residential,15 mph,46.742,"LINESTRING (-111.976823 33.5216121, -111.9768315 33.5211918)",2,,private,,,
1690504304,1690504317,0,257859759,False,North Echo Canyon Circle,residential,15 mph,5.345,"LINESTRING (-111.9754166 33.522311, -111.9753739 33.5223433)",,,private,,,
1690504304,2145444303,0,257859759,False,North Echo Canyon Circle,residential,15 mph,7.688,"LINESTRING (-111.9754166 33.522311, -111.9754858 33.5222729)",,,private,,,
1690504317,1690504321,0,257859759,False,North Echo Canyon Circle,residential,15 mph,4.225,"LINESTRING (-111.9753739 33.5223433, -111.9753379 33.5223666)",,,private,,,
1690504317,1690504304,0,257859759,False,North Echo Canyon Circle,residential,15 mph,5.345,"LINESTRING (-111.9753739 33.5223433, -111.9754166 33.522311)",,,private,,,
1690504321,1690504323,0,156818022,True,North Echo Canyon Circle,residential,15 mph,13.557,"LINESTRING (-111.9753379 33.5223666, -111.9752399 33.5224571)",,,private,,,
1690504321,1690504317,0,257859759,False,North Echo Canyon Circle,residential,15 mph,4.225,"LINESTRING (-111.9753379 33.5223666, -111.9753739 33.5223433)",,,private,,,
1690504323,2633079100,0,156818022,True,North Echo Canyon Circle,residential,15 mph,2.483,"LINESTRING (-111.9752399 33.5224571, -111.9752168 33.5224684)",,,private,,,
1690504328,1690504321,0,156818024,True,North Echo Canyon Circle,residential,15 mph,11.353,"LINESTRING (-111.9753075 33.5224655, -111.9753379 33.5223666)",,,private,,,
1690504329,2633064610,0,156818022,True,North Echo Canyon Circle,residential,15 mph,2.721,"LINESTRING (-111.9751854 33.522477, -111.9751561 33.5224784)",,,private,,,
1690504330,2145444305,0,156818022,True,North Echo Canyon Circle,residential,15 mph,10.977,"LINESTRING (-111.9751209 33.5224778, -111.9750029 33.5224861)",,,private,,,
1690504331,2633079105,0,156818022,True,North Echo Canyon Circle,residential,15 mph,6.362,"LINESTRING (-111.9749389 33.522489, -111.9748703 33.5224906)",,,private,,,
1690504334,1690504328,0,156818024,True,North Echo Canyon Circle,residential,15 mph,6.579,"LINESTRING (-111.9752796 33.5225199, -111.9753075 33.5224655)",,,private,,,
1690504350,1690504334,0,156818024,True,North Echo Canyon Circle,residential,15 mph,4.861,"LINESTRING (-111.9752502 33.5225561, -111.9752796 33.5225199)",,,private,,,
1690504353,2145444306,0,156818024,True,North Echo Canyon Circle,residential,15 mph,7.556,"LINESTRING (-111.9749752 33.5225791, -111.9750567 33.52258)",,,private,,,
1690504354,1690504350,0,156818024,True,North Echo Canyon Circle,residential,15 mph,3.254,"LINESTRING (-111.9752205 33.5225717, -111.9752502 33.5225561)",,,private,,,
1690504357,1690504354,0,156818024,True,North Echo Canyon Circle,residential,15 mph,3.714,"LINESTRING (-111.9751812 33.5225782, -111.9752205 33.5225717)",,,private,,,
1706149571,2103792987,0,200385953,True,,service,15 mph,8.588,"LINESTRING (-112.0591469 33.3445914, -112.0590553 33.3445809)",1,parking_aisle,,,,
1706149579,1706149584,0,200385953,True,,service,15 mph,7.667,"LINESTRING (-112.0585934 33.3446276, -112.0585119 33.3446385)",1,parking_aisle,,,,
1706149580,2103792995,0,200385953,True,,service,15 mph,10.952,"LINESTRING (-112.0588197 33.3446298, -112.0587031 33.3446444)",1,parking_aisle,,,,
1706149581,1706149571,0,200385953,True,,service,15 mph,9.776,"LINESTRING (-112.0592389 33.3446341, -112.0591469 33.3445914)",1,parking_aisle,,,,
1706149584,1706149592,0,200385953,True,,service,15 mph,8.442,"LINESTRING (-112.0585119 33.3446385, -112.0584304 33.3446721)",1,parking_aisle,,,,
1706149592,1706149609,0,200385962,True,,service,15 mph,6.458,"LINESTRING (-112.0584304 33.3446721, -112.0584042 33.3447259)",1,parking_aisle,,,,
1706149609,2103793020,0,200385962,True,,service,15 mph,10.56,"LINESTRING (-112.0584042 33.3447259, -112.0584254 33.3448192)",1,parking_aisle,,,,
1706149623,2103793019,0,760244603,True,,service,15 mph,14.468,"LINESTRING (-112.0591308 33.3448419, -112.0592837 33.3448171)",1,parking_aisle,,,,
1706149624,2103793022,0,200385953,True,,service,15 mph,10.069,"LINESTRING (-112.0595524 33.3448781, -112.0594676 33.3448217)",1,parking_aisle,,,,
1706149635,2103793050,0,760244603,True,,service,15 mph,6.798,"LINESTRING (-112.0586841 33.3449838, -112.0587454 33.3449504)",1,parking_aisle,,,,
1706149636,1706149639,0,760244603,True,,service,15 mph,5.096,"LINESTRING (-112.0585459 33.3449901, -112.0586001 33.3449972)",1,parking_aisle,,,,
1706149639,1706149635,0,760244603,True,,service,15 mph,7.944,"LINESTRING (-112.0586001 33.3449972, -112.0586841 33.3449838)",1,parking_aisle,,,,
1707868767,5772835938,0,5606851,False,West Cody Drive,residential,20 mph,18.987,"LINESTRING (-112.0740121 33.400336, -112.0742133 33.4003053)",,,,,,
1707868767,5772835948,0,5606851,False,West Cody Drive,residential,20 mph,17.724,"LINESTRING (-112.0740121 33.400336, -112.0738242 33.4003643)",,,,,,
1707943530,419381704,0,158632260,True,South Arizona Grand Parkway,tertiary,15 mph,8.542,"LINESTRING (-111.9719373 33.377308, -111.9719353 33.3773848)",1,,,,yes,
1710297116,5772835948,0,5606851,False,West Cody Drive,residential,20 mph,25.261,"LINESTRING (-112.0735564 33.4004046, -112.0738242 33.4003643)",,,,,,
1710297116,41560040,0,5606851,False,West Cody Drive,residential,20 mph,11.486,"LINESTRING (-112.0735564 33.4004046, -112.0734328 33.4004093)",,,,,,
1785585429,1191056280,0,167154912,False,West Magdalena Lane,residential,15 mph,11.794,"LINESTRING (-112.0970968 33.3711761, -112.0969701 33.3711687)",,,,,,
1785585429,1191057348,0,167154912,False,West Magdalena Lane,residential,15 mph,101.806,"LINESTRING (-112.0970968 33.3711761, -112.0981931 33.3711706)",,,,,,
1785585430,3404908803,0,167154912,False,West Magdalena Lane,residential,15 mph,91.895,"LINESTRING (-112.0994631 33.3711907, -112.0984738 33.3711708)",,,,,,
1785585430,1191055866,0,167154912,False,West Magdalena Lane,residential,15 mph,10.668,"LINESTRING (-112.0994631 33.3711907, -112.0995746 33.3711676)",,,,,,
1785585476,1191055961,0,167154889,False,West Branham Lane,residential,15 mph,12.174,"LINESTRING (-112.1053177 33.3763519, -112.1052165 33.3764215)",,,private,,,
1785585476,1191056690,0,167154889,False,West Branham Lane,residential,15 mph,14.01,"LINESTRING (-112.1053177 33.3763519, -112.1054471 33.3762871)",,,private,,,
1796568611,41678416,0,168381723,False,Phoenix Metro RV Park,service,10 mph,80.665,"LINESTRING (-112.1129157 33.6942007, -112.1120438 33.6942035)",,,private,,,
1865091440,6783728431,0,180189477,True,Arrivals,service,15 mph,134.886,"LINESTRING (-112.0011334 33.4358045, -111.9996798 33.4357976)",,driveway,,,,
1906184533,1906184535,0,175944792,True,,service,15 mph,23.254,"LINESTRING (-111.9997997 33.4351091, -112.0000503 33.4351102)",,driveway,,,yes,
1906184535,1906184536,0,175944792,True,,service,15 mph,74.532,"LINESTRING (-112.0000503 33.4351102, -112.0008535 33.4351129)",,driveway,,,yes,
1906184536,1865091386,0,175944792,True,,service,15 mph,124.976,"LINESTRING (-112.0008535 33.4351129, -112.0022003 33.4351189)",,driveway,,,yes,
1906184541,1906184544,0,180189465,True,Arrivals,service,15 mph,37.044,"LINESTRING (-112.0005751 33.4351613, -112.0009743 33.435164)",,driveway,,,,
1906184544,1906184545,0,180189465,True,Arrivals,service,15 mph,39.131,"LINESTRING (-112.0009743 33.435164, -112.001396 33.435164)",,driveway,,,,
1906184545,1906184547,0,180189465,True,Arrivals,service,15 mph,5.254,"LINESTRING (-112.001396 33.435164, -112.0014526 33.4351653)",,driveway,,,,
1906184565,6783728437,0,568378652,True,Arrivals,service,15 mph,134.248,"LINESTRING (-111.9949906 33.4352016, -111.9964373 33.4352102)",,driveway,,,,
1968402123,310473041,0,436950393,True,West Happy Valley Road,primary,20 mph,45.573,"LINESTRING (-112.1161658 33.712874, -112.1156737 33.7128536)",2,,,,,
1968402124,1968402125,0,28272753,True,West Happy Valley Road,primary,20 mph,24.969,"LINESTRING (-112.1185838 33.7128781, -112.1183145 33.7128936)",1,,,,,
1968402125,310471477,0,28272753,True,West Happy Valley Road,primary,20 mph,24.504,"LINESTRING (-112.1183145 33.7128936, -112.1180506 33.7129129)",1,,,,,
1968402126,310471549,0,436950395,True,West Happy Valley Road,primary,20 mph,46.168,"LINESTRING (-112.1161686 33.7129534, -112.1166656 33.712915)",2,,,,,
1968402127,1968402128,0,28272736,True,West Happy Valley Road,primary,20 mph,32.108,"LINESTRING (-112.1183155 33.7129348, -112.1186626 33.7129386)",2,,,,,
1968402128,1968402131,0,28272736,True,West Happy Valley Road,primary,20 mph,52.48,"LINESTRING (-112.1186626 33.7129386, -112.1192294 33.71296)",2,,,,,
1968402131,4347944716,0,28272736,True,West Happy Valley Road,primary,20 mph,6.461,"LINESTRING (-112.1192294 33.71296, -112.1192992 33.7129578)",2,,,,,
1968402133,4347944721,0,436950401,True,West Happy Valley Road,primary,20 mph,8.641,"LINESTRING (-112.1152861 33.7129963, -112.1153776 33.7129806)",2,,,,,
1968402316,311100244,0,5570541,True,,motorway_link,20 mph,135.087,"LINESTRING (-112.1369958 33.8042011, -112.1368007 33.8029971)",1,,,,,
1968402318,3054815605,0,5570541,True,,motorway_link,20 mph,54.694,"LINESTRING (-112.1371852 33.805257, -112.1370979 33.8047705)",1,,,,,
1969359909,42278876,0,262626013,True,,service,15 mph,18.479,"LINESTRING (-112.0725399 33.6349698, -112.07261 33.6351254)",2,parking_aisle,,,,
1990598841,1990598850,0,613567072,True,,residential,15 mph,8.34,"LINESTRING (-112.1066413 33.705868, -112.106642 33.705943)",1,,,,,
1990598850,5805368819,0,613567072,True,,residential,15 mph,8.818,"LINESTRING (-112.106642 33.705943, -112.1066413 33.7060223)",1,,,,,
2103792987,2103792990,0,200385953,True,,service,15 mph,12.697,"LINESTRING (-112.0590553 33.3445809, -112.0589205 33.3445998)",1,parking_aisle,,,,
2103792990,1706149580,0,200385953,True,,service,15 mph,9.94,"LINESTRING (-112.0589205 33.3445998, -112.0588197 33.3446298)",1,parking_aisle,,,,
2103792995,1706149579,0,200385953,True,,service,15 mph,10.36,"LINESTRING (-112.0587031 33.3446444, -112.0585934 33.3446276)",1,parking_aisle,,,,
2103792997,1706149581,0,200385953,True,,service,15 mph,6.088,"LINESTRING (-112.0592888 33.3446696, -112.0592389 33.3446341)",1,parking_aisle,,,,
2103793013,2103792997,0,200385953,True,,service,15 mph,15.719,"LINESTRING (-112.0594042 33.344773, -112.0592888 33.3446696)",1,parking_aisle,,,,
2103793019,2103793025,0,760244603,True,,service,15 mph,10.531,"LINESTRING (-112.0592837 33.3448171, -112.0593951 33.3448347)",1,parking_aisle,,,,
2103793020,2103793044,0,200385962,True,,service,15 mph,12.342,"LINESTRING (-112.0584254 33.3448192, -112.0584485 33.3449285)",1,parking_aisle,,,,
2103793022,2103793013,0,200385953,True,,service,15 mph,8.0,"LINESTRING (-112.0594676 33.3448217, -112.0594042 33.344773)",1,parking_aisle,,,,
2103793025,2103793030,0,760244603,True,,service,15 mph,7.536,"LINESTRING (-112.0593951 33.3448347, -112.0594706 33.3448595)",1,parking_aisle,,,,
2103793030,1706149624,0,760244603,True,,service,15 mph,7.875,"LINESTRING (-112.0594706 33.3448595, -112.0595524 33.3448781)",1,parking_aisle,,,,
2103793037,1706149623,0,760244603,True,,service,15 mph,22.908,"LINESTRING (-112.0588933 33.3448974, -112.0591308 33.3448419)",1,parking_aisle,,,,
2103793044,252360094,0,200385962,True,,service,15 mph,7.273,"LINESTRING (-112.0584485 33.3449285, -112.0584984 33.3449789)",1,parking_aisle,,,,
2103793050,2103793037,0,760244603,True,,service,15 mph,14.949,"LINESTRING (-112.0587454 33.3449504, -112.0588933 33.3448974)",1,parking_aisle,,,,
2132598057,2132598062,0,769803802,False,,service,5 mph,13.319,"LINESTRING (-111.99161 33.5988298, -111.9917538 33.5988305)",2,parking_aisle,private,,,
2132598057,2132598074,0,769803803,False,,service,5 mph,32.944,"LINESTRING (-111.99161 33.5988298, -111.99149 33.5985509)",2,parking_aisle,private,,,
2132598058,2132598059,0,769803800,False,,service,5 mph,14.497,"LINESTRING (-111.9918428 33.5990632, -111.9917055 33.5991258)",2,parking_aisle,private,,,
2132598058,2132598062,0,769803801,False,,service,5 mph,27.156,"LINESTRING (-111.9918428 33.5990632, -111.9917538 33.5988305)",2,parking_aisle,private,,,
2132598059,2132598058,0,769803800,False,,service,5 mph,14.497,"LINESTRING (-111.9917055 33.5991258, -111.9918428 33.5990632)",2,parking_aisle,private,,,
2132598059,2132598069,0,769803804,False,,service,5 mph,47.58,"LINESTRING (-111.9917055 33.5991258, -111.9918825 33.5995275)",2,parking_aisle,private,,,
2132598060,7185807257,0,379458482,False,,service,5 mph,39.019,"LINESTRING (-111.9914203 33.6011431, -111.9916416 33.6008445)",2,parking_aisle,private,,,
2132598060,2132598066,0,769803796,False,,service,5 mph,19.112,"LINESTRING (-111.9914203 33.6011431, -111.9912573 33.6010377)",2,parking_aisle,private,,,
2132598061,7185807253,0,203267682,False,,service,5 mph,6.228,"LINESTRING (-111.99182 33.6005173, -111.9918374 33.6004632)",2,parking_aisle,private,,,
2132598061,7185807252,0,379458482,False,,service,5 mph,8.712,"LINESTRING (-111.99182 33.6005173, -111.9917905 33.6005917)",2,parking_aisle,private,,,
2132598061,7185807249,0,769803795,True,,service,5 mph,14.462,"LINESTRING (-111.99182 33.6005173, -111.9919474 33.6005925)",1,parking_aisle,private,,,
2132598061,7185807254,0,769803798,False,,service,5 mph,11.054,"LINESTRING (-111.99182 33.6005173, -111.9917051 33.6004904)",2,parking_aisle,private,,,
2132598062,2132598058,0,769803801,False,,service,5 mph,27.156,"LINESTRING (-111.9917538 33.5988305, -111.9918428 33.5990632)",2,parking_aisle,private,,,
2132598062,2132598057,0,769803802,False,,service,5 mph,13.319,"LINESTRING (-111.9917538 33.5988305, -111.99161 33.5988298)",2,parking_aisle,private,,,
2132598063,7185807250,0,203267683,False,,service,5 mph,4.597,"LINESTRING (-111.9916215 33.6004696, -111.9916369 33.6004303)",2,parking_aisle,private,,,
2132598063,7185807251,0,769803798,False,,service,5 mph,7.718,"LINESTRING (-111.9916215 33.6004696, -111.9915926 33.6005347)",2,parking_aisle,private,,,
2132598063,7185807254,0,769803798,False,,service,5 mph,8.081,"LINESTRING (-111.9916215 33.6004696, -111.9917051 33.6004904)",2,parking_aisle,private,,,
2132598064,7185807256,0,203267683,False,,service,5 mph,26.526,"LINESTRING (-111.9917185 33.5999718, -111.991681 33.6002083)",2,parking_aisle,private,,,
2132598064,2132598065,0,379458481,False,,service,5 mph,22.023,"LINESTRING (-111.9917185 33.5999718, -111.9919469 33.5999167)",2,parking_aisle,private,,,
2132598064,7185807262,0,379458481,False,,service,5 mph,30.65,"LINESTRING (-111.9917185 33.5999718, -111.9913915 33.6000142)",2,parking_aisle,private,,,
2132598065,7185807255,0,203267682,False,,service,5 mph,36.189,"LINESTRING (-111.9919469 33.5999167, -111.9918901 33.6002387)",2,parking_aisle,private,,,
2132598065,2132598070,0,379458481,False,,service,5 mph,22.673,"LINESTRING (-111.9919469 33.5999167, -111.9921869 33.5998765)",2,parking_aisle,private,,,
2132598065,2132598064,0,379458481,False,,service,5 mph,22.023,"LINESTRING (-111.9919469 33.5999167, -111.9917185 33.5999718)",2,parking_aisle,private,,,
2132598066,2132598060,0,769803796,False,,service,5 mph,19.112,"LINESTRING (-111.9912573 33.6010377, -111.9914203 33.6011431)",2,parking_aisle,private,,,
2132598066,7185807243,0,769803798,False,,service,5 mph,6.742,"LINESTRING (-111.9912573 33.6010377, -111.9912151 33.6010871)",2,parking_aisle,private,,,
2132598066,7185807244,0,769803798,False,,service,5 mph,6.134,"LINESTRING (-111.9912573 33.6010377, -111.9912956 33.6009927)",2,parking_aisle,private,,,
2132598067,7185807260,0,769803797,False,,service,5 mph,82.749,"LINESTRING (-111.9907973 33.6013764, -111.9906537 33.6006419)",2,parking_aisle,private,,,
2132598067,7185807259,0,769803798,False,,service,5 mph,26.568,"LINESTRING (-111.9907973 33.6013764, -111.9910253 33.6012314)",2,parking_aisle,private,,,
2132598068,7185807261,0,379458481,False,,service,5 mph,25.537,"LINESTRING (-111.9905623 33.6001745, -111.9908309 33.6001226)",2,parking_aisle,private,,,
2132598068,7185807260,0,769803797,False,,service,5 mph,52.657,"LINESTRING (-111.9905623 33.6001745, -111.9906537 33.6006419)",2,parking_aisle,private,,,
2132598069,2132598071,0,769803799,False,,service,5 mph,27.254,"LINESTRING (-111.9918825 33.5995275, -111.992165 33.5994589)",2,parking_aisle,private,,,
2132598069,2132598059,0,769803804,False,,service,5 mph,47.58,"LINESTRING (-111.9918825 33.5995275, -111.9917055 33.5991258)",2,parking_aisle,private,,,
2132598070,7185807263,0,379458481,False,,service,5 mph,10.595,"LINESTRING (-111.9921869 33.5998765, -111.9921995 33.5997818)",2,parking_aisle,private,,,
2132598070,2132598065,0,379458481,False,,service,5 mph,22.673,"LINESTRING (-111.9921869 33.5998765, -111.9919469 33.5999167)",2,parking_aisle,private,,,
2132598071,7185807265,0,379458481,False,,service,5 mph,14.569,"LINESTRING (-111.992165 33.5994589, -111.9921331 33.5993306)",2,parking_aisle,private,,,
2132598071,7185807264,0,379458481,False,,service,5 mph,22.191,"LINESTRING (-111.992165 33.5994589, -111.9921968 33.5996567)",2,parking_aisle,private,,,
2132598071,2132598069,0,769803799,False,,service,5 mph,27.254,"LINESTRING (-111.992165 33.5994589, -111.9918825 33.5995275)",2,parking_aisle,private,,,
2132598072,7185816949,0,203267681,True,,service,5 mph,9.362,"LINESTRING (-111.9919576 33.5988773, -111.9920492 33.5988417)",1,parking_aisle,private,,,
2132598072,2132598073,0,379458481,False,,service,5 mph,52.342,"LINESTRING (-111.9919576 33.5988773, -111.9917109 33.5984538)",2,parking_aisle,private,,,
2132598072,7185807266,0,379458481,False,,service,5 mph,35.377,"LINESTRING (-111.9919576 33.5988773, -111.9920841 33.5991775)",2,parking_aisle,private,,,
2132598073,2132598072,0,379458481,False,,service,5 mph,52.342,"LINESTRING (-111.9917109 33.5984538, -111.9919576 33.5988773)",2,parking_aisle,private,,,
