u,v,key,osmid,name,highway,oneway,length,geometry,bridge,lanes,width,tunnel,maxspeed,junction,ref,access
2244819675,2244819689,0,629934288,,cycleway,False,57.598,"LINESTRING (19.0655025 47.4275244, 19.0657074 47.4280235)",,,,,,,,
2244819689,2244819675,0,629934288,,cycleway,False,57.598,"LINESTRING (19.0657074 47.4280235, 19.0655025 47.4275244)",,,,,,,,
2244819689,2244819705,0,629934288,,cycleway,False,62.454,"LINESTRING (19.0657074 47.4280235, 19.0658799 47.4285729)",,,,,,,,
2244819705,2244819689,0,629934288,,cycleway,False,62.454,"LINESTRING (19.0658799 47.4285729, 19.0657074 47.4280235)",,,,,,,,
2244819705,2244819725,0,629934288,,cycleway,False,20.569,"LINESTRING (19.0658799 47.4285729, 19.0659271 47.4287551)",,,,,,,,
2244819725,2244819705,0,629934288,,cycleway,False,20.569,"LINESTRING (19.0659271 47.4287551, 19.0658799 47.4285729)",,,,,,,,
2244819725,2244819731,0,629934288,,cycleway,False,34.657,"LINESTRING (19.0659271 47.4287551, 19.0659776 47.4290649)",,,,,,,,
2244819731,2244819725,0,629934288,,cycleway,False,34.657,"LINESTRING (19.0659776 47.4290649, 19.0659271 47.4287551)",,,,,,,,
2244819731,5224802461,0,629934288,,cycleway,False,138.567,"LINESTRING (19.0659776 47.4290649, 19.0660536 47.43031)",,,,,,,,
2244819753,5224802462,0,629934288,,cycleway,False,4.529,"LINESTRING (19.066098 47.4303879, 19.0660617 47.4303554)",,,,,,,,
2244819753,2281481758,0,629934288,,cycleway,False,3.842,"LINESTRING (19.066098 47.4303879, 19.0661193 47.4304193)",,,,,,,,
2244819769,2244819797,0,629934285,,cycleway,False,13.565,"LINESTRING (19.0661614 47.4305647, 19.0661683 47.4306866)",,,,,,,,
2244819769,2281481759,0,629934288,,cycleway,False,9.427,"LINESTRING (19.0661614 47.4305647, 19.0661532 47.4304801)",,,,,,,,
2244819797,2244819769,0,629934285,,cycleway,False,13.565,"LINESTRING (19.0661683 47.4306866, 19.0661614 47.4305647)",,,,,,,,
2244819797,2281481760,0,629934285,,cycleway,False,5.828,"LINESTRING (19.0661683 47.4306866, 19.0661942 47.430736)",,,,,,,,
2244819824,2281481760,0,629934285,,cycleway,False,8.507,"LINESTRING (19.0662808 47.4307852, 19.0661942 47.430736)",,,,,,,,
2244819824,2244819850,0,629934285,,cycleway,False,8.61,"LINESTRING (19.0662808 47.4307852, 19.0663019 47.4308613)",,,,,,,,
2244819850,2244819824,0,629934285,,cycleway,False,8.61,"LINESTRING (19.0663019 47.4308613, 19.0662808 47.4307852)",,,,,,,,
2244819850,2281481766,0,629934285,,cycleway,False,119.099,"LINESTRING (19.0663019 47.4308613, 19.0664074 47.43193)",,,,,,,,
2244819882,2281481769,0,264982933,,cycleway,False,15.621,"LINESTRING (19.0662986 47.432179, 19.0663243 47.4323184)",,,,,,,,
2244819882,2281481768,0,629934285,,cycleway,False,15.921,"LINESTRING (19.0662986 47.432179, 19.0662916 47.4320359)",,,,,,,,
2258569686,5943151081,0,744748691,,cycleway,False,293.348,"LINESTRING (19.0984078 47.5925925, 19.1006828 47.5904464)",,,,,,,,
2258569686,6970182708,0,744748691,,cycleway,False,7.616,"LINESTRING (19.0984078 47.5925925, 19.0983459 47.5926468)",,,,,,,,
2258569690,6970182707,0,298653353,,cycleway,False,11.328,"LINESTRING (19.0980882 47.5928701, 19.0981823 47.5927904)",,,,,,,,
2258569690,388062395,0,298653353,,cycleway,False,117.73,"LINESTRING (19.0980882 47.5928701, 19.0971356 47.5937117)",,,,,,,,
2258569700,388062805,0,298653347,,cycleway,False,17.193,"LINESTRING (19.0892422 47.5950133, 19.089111 47.5948865)",,,,,,,,
2258569700,388062804,0,298653347,,cycleway,False,33.273,"LINESTRING (19.0892422 47.5950133, 19.0894961 47.5952587)",,,,,,,,
2258569702,388062804,0,298653347,,cycleway,False,5.899,"LINESTRING (19.0895594 47.5952902, 19.0894961 47.5952587)",,,,,,,,
2258569702,2025720035,0,298653347,,cycleway,False,31.954,"LINESTRING (19.0895594 47.5952902, 19.0899022 47.5954609)",,,,,,,,
2258626644,1408226630,0,299640851,,cycleway,False,4.44,"LINESTRING (19.1148533 47.5750295, 19.1148638 47.5750688)",,,,,,,,
2258626644,2448056432,0,299640851,,cycleway,False,71.16,"LINESTRING (19.1148533 47.5750295, 19.114685 47.5743997)",,,,,,,,
2259953794,3038670951,0,299790292,,cycleway,False,5.545,"LINESTRING (19.0708391 47.4344184, 19.0708452 47.4344681)",,,,,,,,
2259953794,3038670952,0,299790292,,cycleway,False,15.269,"LINESTRING (19.0708391 47.4344184, 19.0708276 47.4342813)",,,,,,,,
2267495346,2600212851,0,217483074,,cycleway,False,8.747,"LINESTRING (19.0548986 47.4980158, 19.0547884 47.4979904)",,,,,,,,
2267495347,3073005258,0,217903314,,cycleway,False,3.917,"LINESTRING (19.0546312 47.4990674, 19.0546268 47.4991025)",,,,,,,,
2267495347,260903804,0,217903314,,cycleway,False,124.018,"LINESTRING (19.0546312 47.4990674, 19.0546221 47.4979521)",,,,,,,,
2270321992,3037353721,0,299694250,,cycleway,False,6.633,"LINESTRING (19.1673295 47.5139348, 19.1674126 47.5139146)",,,,,,,,
2273729887,1945984532,0,632139261,,cycleway,False,11.989,"LINESTRING (19.0578833 47.4128891, 19.0579616 47.412983)",,,,,,,,
2273729887,1379719914,0,632139261,,cycleway,False,54.178,"LINESTRING (19.0578833 47.4128891, 19.0575489 47.4124576)",,,,,,,,
2273729887,6096044402,0,649607578,,cycleway,False,239.639,"LINESTRING (19.0578833 47.4128891, 19.0551607 47.4140072)",,,,,,,,
2273736215,2706302048,0,632139261,,cycleway,False,43.616,"LINESTRING (19.058743 47.4138734, 19.0590629 47.4142005)",,,,,,,,
2273736215,514866185,0,632139261,,cycleway,False,5.677,"LINESTRING (19.058743 47.4138734, 19.0587012 47.4138309)",,,,,,,,
2276829728,5761399340,0,218432850,,cycleway,False,6.382,"LINESTRING (18.9901806 47.393503, 18.990104 47.3934784)",,,,,,,,
2276829728,5761326568,0,218432835,Pohár utca,residential,False,3.409,"LINESTRING (18.9901806 47.393503, 18.9902026 47.3934762)",,,,,,,,
2278353882,1945984551,0,264982943,,cycleway,False,15.78,"LINESTRING (19.0709461 47.4195409, 19.0710698 47.4196555)",,,,,,,,
2278353882,1945984550,0,264982943,,cycleway,False,4.863,"LINESTRING (19.0709461 47.4195409, 19.070906 47.4195066)",,,,,,,,
2280693335,1316557205,0,265344789,,cycleway,False,57.655,"LINESTRING (19.0401497 47.5261993, 19.0398948 47.5257102)",,,,,,,,
2280693335,4246712370,0,275355324,,cycleway,False,19.296,"LINESTRING (19.0401497 47.5261993, 19.0402174 47.5263667)",,,,,,,,
2280693336,4246712363,0,275355324,,cycleway,False,2.328,"LINESTRING (19.0402947 47.5266083, 19.0403115 47.5266259)",,,,,,,,
2280693336,4246712365,0,275355324,,cycleway,False,3.672,"LINESTRING (19.0402947 47.5266083, 19.0402763 47.5265777)",,,,,,,,
2280693337,4246712357,0,275355324,,cycleway,False,13.838,"LINESTRING (19.0406136 47.527015, 19.0405277 47.5269049)",,,,,,,,
2280693337,1316557219,0,425335661,,cycleway,False,18.425,"LINESTRING (19.0406136 47.527015, 19.0406955 47.5271712)",,,,,,,,
2281223165,4548203372,0,635807001,,cycleway,True,6.004,"LINESTRING (19.0595616 47.4773103, 19.0594896 47.4773337)",,,,,,,,
2281223166,4548203365,0,635807001,,cycleway,True,2.624,"LINESTRING (19.0593631 47.4774185, 19.059343 47.4774378)",,,,,,,,
2281223167,4548204067,0,370341001,,cycleway,True,5.488,"LINESTRING (19.0592777 47.4775007, 19.0592452 47.4775449)",,,,,,,,
2281223168,4548203361,0,370341001,,cycleway,True,4.825,"LINESTRING (19.0592515 47.4777848, 19.0592848 47.4778219)",,,,,,,,
2281223169,59772140,0,205832340,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,False,19.989,"LINESTRING (19.0603526 47.4780912, 19.060196 47.4782365)",,,,,,,,
2281223169,4548203368,0,205832340,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,False,5.482,"LINESTRING (19.0603526 47.4780912, 19.0603978 47.4780525)",,,,,,,,
2281232856,6441432935,0,501213004,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,False,3.704,"LINESTRING (19.0598285 47.4786971, 19.0598593 47.4787231)",,,,,,,,
2281232856,6441432937,0,501213004,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,False,6.191,"LINESTRING (19.0598285 47.4786971, 19.0597709 47.4786573)",,,,,,,,
2281481700,5249496615,0,264982935,,cycleway,False,6.826,"LINESTRING (19.0651946 47.4213729, 19.0652789 47.4213502)",,,,,,,,
2281481700,2281481701,0,264982935,,cycleway,False,8.608,"LINESTRING (19.0651946 47.4213729, 19.0650884 47.4214017)",,,,,,,,
2281481701,2281481700,0,264982935,,cycleway,False,8.608,"LINESTRING (19.0650884 47.4214017, 19.0651946 47.4213729)",,,,,,,,
2281481701,2281481703,0,264982935,,cycleway,False,100.029,"LINESTRING (19.0650884 47.4214017, 19.0638361 47.4217039)",,,,,,,,
2281481703,2281481701,0,264982935,,cycleway,False,100.029,"LINESTRING (19.0638361 47.4217039, 19.0650884 47.4214017)",,,,,,,,
2281481703,2281481704,0,264982935,,cycleway,False,93.984,"LINESTRING (19.0638361 47.4217039, 19.0626582 47.4219854)",,,,,,,,
2281481704,2281481703,0,264982935,,cycleway,False,93.984,"LINESTRING (19.0626582 47.4219854, 19.0638361 47.4217039)",,,,,,,,
2281481704,2281481705,0,264982935,,cycleway,False,6.857,"LINESTRING (19.0626582 47.4219854, 19.0625939 47.4220291)",,,,,,,,
2281481705,2281481704,0,264982935,,cycleway,False,6.857,"LINESTRING (19.0625939 47.4220291, 19.0626582 47.4219854)",,,,,,,,
2281481705,2281481709,0,636606739,,cycleway,False,5.193,"LINESTRING (19.0625939 47.4220291, 19.0626118 47.4220742)",,,,,,,,
2281481709,2281481705,0,636606739,,cycleway,False,5.193,"LINESTRING (19.0626118 47.4220742, 19.0625939 47.4220291)",,,,,,,,
2281481709,2281481714,0,636606739,,cycleway,False,11.529,"LINESTRING (19.0626118 47.4220742, 19.0627176 47.4221492)",,,,,,,,
2281481709,2281481712,0,496961704,,footway,False,9.91,"LINESTRING (19.0626118 47.4220742, 19.0624835 47.4220944)",,,,,,,,
2281481714,2281481709,0,636606739,,cycleway,False,11.529,"LINESTRING (19.0627176 47.4221492, 19.0626118 47.4220742)",,,,,,,,
2281481714,2281481729,0,636606739,,cycleway,False,173.152,"LINESTRING (19.0627176 47.4221492, 19.0634462 47.4236263)",,,,,,,,
2281481729,2281481714,0,636606739,,cycleway,False,173.152,"LINESTRING (19.0634462 47.4236263, 19.0627176 47.4221492)",,,,,,,,
2281481729,2281481731,0,636606739,,cycleway,False,8.978,"LINESTRING (19.0634462 47.4236263, 19.0634392 47.4237069)",,,,,,,,
2281481731,2281481729,0,636606739,,cycleway,False,8.978,"LINESTRING (19.0634392 47.4237069, 19.0634462 47.4236263)",,,,,,,,
2281481731,2281481733,0,636606739,,cycleway,False,19.331,"LINESTRING (19.0634392 47.4237069, 19.0635232 47.4238712)",,,,,,,,
2281481733,2281481731,0,636606739,,cycleway,False,19.331,"LINESTRING (19.0635232 47.4238712, 19.0634392 47.4237069)",,,,,,,,
2281481733,2281481735,0,636606739,,cycleway,False,11.093,"LINESTRING (19.0635232 47.4238712, 19.0635816 47.4239628)",,,,,,,,
2281481735,2281481733,0,636606739,,cycleway,False,11.093,"LINESTRING (19.0635816 47.4239628, 19.0635232 47.4238712)",,,,,,,,
2281481735,2281481737,0,636606739,,cycleway,False,12.177,"LINESTRING (19.0635816 47.4239628, 19.0636937 47.4240418)",,,,,,,,
2281481737,2281481735,0,636606739,,cycleway,False,12.177,"LINESTRING (19.0636937 47.4240418, 19.0635816 47.4239628)",,,,,,,,
2281481737,2281481738,0,636606739,,cycleway,False,87.259,"LINESTRING (19.0636937 47.4240418, 19.0640953 47.424778)",,,,,,,,
2281481738,2281481737,0,636606739,,cycleway,False,87.259,"LINESTRING (19.0640953 47.424778, 19.0636937 47.4240418)",,,,,,,,
2281481738,2281481739,0,636606739,,cycleway,False,39.6,"LINESTRING (19.0640953 47.424778, 19.0642611 47.425116)",,,,,,,,
2281481739,2281481743,0,528947244,,cycleway,False,158.111,"LINESTRING (19.0642611 47.425116, 19.0649592 47.4264572)",,,,,,,,
2281481739,2281481738,0,636606739,,cycleway,False,39.6,"LINESTRING (19.0642611 47.425116, 19.0640953 47.424778)",,,,,,,,
2281481743,2281481739,0,528947244,,cycleway,False,158.111,"LINESTRING (19.0649592 47.4264572, 19.0642611 47.425116)",,,,,,,,
2281481743,2281481744,0,528947244,,cycleway,False,31.134,"LINESTRING (19.0649592 47.4264572, 19.065104 47.4267195)",,,,,,,,
2281481744,2281481743,0,528947244,,cycleway,False,31.134,"LINESTRING (19.065104 47.4267195, 19.0649592 47.4264572)",,,,,,,,
2281481744,2281481745,0,528947244,,cycleway,False,27.888,"LINESTRING (19.065104 47.4267195, 19.0652441 47.4269517)",,,,,,,,
2281481745,2281481746,0,264982934,,cycleway,False,8.39,"LINESTRING (19.0652441 47.4269517, 19.0652745 47.4270243)",,,,,,,,
2281481745,2281481744,0,528947244,,cycleway,False,27.888,"LINESTRING (19.0652441 47.4269517, 19.065104 47.4267195)",,,,,,,,
2281481746,2281481745,0,264982934,,cycleway,False,8.39,"LINESTRING (19.0652745 47.4270243, 19.0652441 47.4269517)",,,,,,,,
2281481746,2281481747,0,264982934,,cycleway,False,6.567,"LINESTRING (19.0652745 47.4270243, 19.0652511 47.4270812)",,,,,,,,
2281481747,2281481746,0,264982934,,cycleway,False,6.567,"LINESTRING (19.0652511 47.4270812, 19.0652745 47.4270243)",,,,,,,,
2281481747,2281481748,0,264982934,,cycleway,False,32.846,"LINESTRING (19.0652511 47.4270812, 19.0653772 47.427364)",,,,,,,,
2281481748,2281481747,0,264982934,,cycleway,False,32.846,"LINESTRING (19.0653772 47.427364, 19.0652511 47.4270812)",,,,,,,,
2281481748,2244819675,0,264982934,,cycleway,False,20.173,"LINESTRING (19.0653772 47.427364, 19.0655025 47.4275244)",,,,,,,,
2281481758,2244819753,0,629934288,,cycleway,False,3.842,"LINESTRING (19.0661193 47.4304193, 19.066098 47.4303879)",,,,,,,,
2281481758,2281481759,0,629934288,,cycleway,False,7.226,"LINESTRING (19.0661193 47.4304193, 19.0661532 47.4304801)",,,,,,,,
2281481759,2281481758,0,629934288,,cycleway,False,7.226,"LINESTRING (19.0661532 47.4304801, 19.0661193 47.4304193)",,,,,,,,
2281481759,2244819769,0,629934288,,cycleway,False,9.427,"LINESTRING (19.0661532 47.4304801, 19.0661614 47.4305647)",,,,,,,,
2281481760,2244819797,0,629934285,,cycleway,False,5.828,"LINESTRING (19.0661942 47.430736, 19.0661683 47.4306866)",,,,,,,,
2281481760,2244819824,0,629934285,,cycleway,False,8.507,"LINESTRING (19.0661942 47.430736, 19.0662808 47.4307852)",,,,,,,,
2281481766,2244819850,0,629934285,,cycleway,False,119.099,"LINESTRING (19.0664074 47.43193, 19.0663019 47.4308613)",,,,,,,,
2281481766,2281481767,0,629934285,,cycleway,False,5.679,"LINESTRING (19.0664074 47.43193, 19.0663765 47.4319766)",,,,,,,,
2281481767,2281481766,0,629934285,,cycleway,False,5.679,"LINESTRING (19.0663765 47.4319766, 19.0664074 47.43193)",,,,,,,,
2281481767,2281481768,0,629934285,,cycleway,False,9.179,"LINESTRING (19.0663765 47.4319766, 19.0662916 47.4320359)",,,,,,,,
2281481768,2281481767,0,629934285,,cycleway,False,9.179,"LINESTRING (19.0662916 47.4320359, 19.0663765 47.4319766)",,,,,,,,
2281481768,2244819882,0,629934285,,cycleway,False,15.921,"LINESTRING (19.0662916 47.4320359, 19.0662986 47.432179)",,,,,,,,
2281481769,2244819882,0,264982933,,cycleway,False,15.621,"LINESTRING (19.0663243 47.4323184, 19.0662986 47.432179)",,,,,,,,
2281481769,2281481770,0,264982933,,cycleway,False,9.884,"LINESTRING (19.0663243 47.4323184, 19.0664064 47.4323878)",,,,,,,,
2281481770,2281481769,0,264982933,,cycleway,False,9.884,"LINESTRING (19.0664064 47.4323878, 19.0663243 47.4323184)",,,,,,,,
2281481770,2281481771,0,264982933,,cycleway,False,6.779,"LINESTRING (19.0664064 47.4323878, 19.0664437 47.4324433)",,,,,,,,
2281481771,2281481770,0,264982933,,cycleway,False,6.779,"LINESTRING (19.0664437 47.4324433, 19.0664064 47.4323878)",,,,,,,,
2281481771,2281481777,0,264982933,,cycleway,False,292.783,"LINESTRING (19.0664437 47.4324433, 19.0666047 47.4350741)",,,,,,,,
2281481777,2281481771,0,264982933,,cycleway,False,292.783,"LINESTRING (19.0666047 47.4350741, 19.0664437 47.4324433)",,,,,,,,
2281481777,2281481778,0,264982933,,cycleway,False,11.355,"LINESTRING (19.0666047 47.4350741, 19.0666078 47.4351762)",,,,,,,,
2281481778,2281481777,0,264982933,,cycleway,False,11.355,"LINESTRING (19.0666078 47.4351762, 19.0666047 47.4350741)",,,,,,,,
2281481778,2281481780,0,264982933,,cycleway,False,14.258,"LINESTRING (19.0666078 47.4351762, 19.066604 47.4353044)",,,,,,,,
2281481780,2281481778,0,264982933,,cycleway,False,14.258,"LINESTRING (19.066604 47.4353044, 19.0666078 47.4351762)",,,,,,,,
2281481780,2281481783,0,264982933,,cycleway,False,10.309,"LINESTRING (19.066604 47.4353044, 19.0666016 47.4353971)",,,,,,,,
2281481783,2281481780,0,264982933,,cycleway,False,10.309,"LINESTRING (19.0666016 47.4353971, 19.066604 47.4353044)",,,,,,,,
2281481783,2281481785,0,528958735,,cycleway,False,6.252,"LINESTRING (19.0666016 47.4353971, 19.066604 47.4354533)",,,,,,,,
2281481785,2281481789,0,264982932,,cycleway,False,42.112,"LINESTRING (19.066604 47.4354533, 19.0665984 47.435832)",,,,,,,,
2281481785,2281481783,0,528958735,,cycleway,False,6.252,"LINESTRING (19.066604 47.4354533, 19.0666016 47.4353971)",,,,,,,,
2281481789,2281481785,0,264982932,,cycleway,False,42.112,"LINESTRING (19.0665984 47.435832, 19.066604 47.4354533)",,,,,,,,
2281481789,2582084282,0,264982932,,cycleway,False,139.08,"LINESTRING (19.0665984 47.435832, 19.0664337 47.4370778)",,,,,,,,
2281481798,2582084282,0,264982932,,cycleway,False,77.15,"LINESTRING (19.0663868 47.4377709, 19.0664337 47.4370778)",,,,,,,,
2281481798,2281481801,0,264982932,,cycleway,False,16.335,"LINESTRING (19.0663868 47.4377709, 19.0663868 47.4379178)",,,,,,,,
2281481801,2281481798,0,264982932,,cycleway,False,16.335,"LINESTRING (19.0663868 47.4379178, 19.0663868 47.4377709)",,,,,,,,
2281481801,2281481802,0,264982932,,cycleway,False,15.652,"LINESTRING (19.0663868 47.4379178, 19.0664123 47.4380575)",,,,,,,,
2281481802,2281481801,0,264982932,,cycleway,False,15.652,"LINESTRING (19.0664123 47.4380575, 19.0663868 47.4379178)",,,,,,,,
2281481802,1876032675,0,264982932,,cycleway,False,13.286,"LINESTRING (19.0664123 47.4380575, 19.0664592 47.4381727)",,,,,,,,
2281481805,2706302039,0,264982932,,cycleway,False,5.167,"LINESTRING (19.0665369 47.4382752, 19.0665075 47.4382332)",,,,,,,,
2281481805,2281481807,0,264982932,,cycleway,False,15.949,"LINESTRING (19.0665369 47.4382752, 19.0666602 47.4383919)",,,,,,,,
2281481807,2281481805,0,264982932,,cycleway,False,15.949,"LINESTRING (19.0666602 47.4383919, 19.0665369 47.4382752)",,,,,,,,
2281481807,2706302040,0,264982932,,cycleway,False,11.829,"LINESTRING (19.0666602 47.4383919, 19.0667618 47.4384731)",,,,,,,,
2281481808,2706302040,0,264982932,,cycleway,False,10.891,"LINESTRING (19.0668709 47.4385375, 19.0667618 47.4384731)",,,,,,,,
2281481808,2281481811,0,264982932,,cycleway,False,14.801,"LINESTRING (19.0668709 47.4385375, 19.0670211 47.4386235)",,,,,,,,
2281481811,2281481808,0,264982932,,cycleway,False,14.801,"LINESTRING (19.0670211 47.4386235, 19.0668709 47.4385375)",,,,,,,,
2281481811,2706302038,0,264982932,,cycleway,False,11.869,"LINESTRING (19.0670211 47.4386235, 19.0671606 47.4386734)",,,,,,,,
2281481815,2706302038,0,264982932,,cycleway,False,15.616,"LINESTRING (19.0673484 47.4387333, 19.0671606 47.4386734)",,,,,,,,
2281481815,2281481821,0,264982932,,cycleway,False,15.881,"LINESTRING (19.0673484 47.4387333, 19.0675482 47.4387795)",,,,,,,,
2281481817,2281481822,0,264982932,,cycleway,False,19.517,"LINESTRING (19.0691701 47.4387782, 19.0689107 47.4387831)",,,,,,,,
2281481817,2281481818,0,264982932,,cycleway,False,13.674,"LINESTRING (19.0691701 47.4387782, 19.0693512 47.4387891)",,,,,,,,
2281481818,2281481817,0,264982932,,cycleway,False,13.674,"LINESTRING (19.0693512 47.4387891, 19.0691701 47.4387782)",,,,,,,,
2281481818,2706302035,0,264982932,,cycleway,False,13.277,"LINESTRING (19.0693512 47.4387891, 19.0695266 47.4388026)",,,,,,,,
2281481821,2281481815,0,264982932,,cycleway,False,15.881,"LINESTRING (19.0675482 47.4387795, 19.0673484 47.4387333)",,,,,,,,
2281481821,2281481826,0,264982932,,cycleway,False,16.58,"LINESTRING (19.0675482 47.4387795, 19.0677654 47.438805)",,,,,,,,
2281481822,2706302036,0,264982932,,cycleway,False,25.432,"LINESTRING (19.0689107 47.4387831, 19.0685741 47.438805)",,,,,,,,
2281481822,2281481817,0,264982932,,cycleway,False,19.517,"LINESTRING (19.0689107 47.4387831, 19.0691701 47.4387782)",,,,,,,,
2281481823,2706302035,0,264982932,,cycleway,False,19.079,"LINESTRING (19.0697723 47.4388453, 19.0695266 47.4388026)",,,,,,,,
2281481823,2281481834,0,264982932,,cycleway,False,18.123,"LINESTRING (19.0697723 47.4388453, 19.0700017 47.4388952)",,,,,,,,
2281481825,1937293140,0,218949643,,cycleway,False,4.745,"LINESTRING (19.0724379 47.4388017, 19.0724482 47.4388438)",,,,,,,,
2281481825,1937293132,0,218949643,,cycleway,False,2.876,"LINESTRING (19.0724379 47.4388017, 19.0724336 47.438776)",,,,,,,,
2281481826,2281481821,0,264982932,,cycleway,False,16.58,"LINESTRING (19.0677654 47.438805, 19.0675482 47.4387795)",,,,,,,,
2281481826,2706302037,0,264982932,,cycleway,False,15.877,"LINESTRING (19.0677654 47.438805, 19.067976 47.4388149)",,,,,,,,
2281481827,2706302037,0,264982932,,cycleway,False,19.163,"LINESTRING (19.0682308 47.4388149, 19.067976 47.4388149)",,,,,,,,
2281481827,2706302036,0,264982932,,cycleway,False,25.843,"LINESTRING (19.0682308 47.4388149, 19.0685741 47.438805)",,,,,,,,
2281481834,2281481823,0,264982932,,cycleway,False,18.123,"LINESTRING (19.0700017 47.4388952, 19.0697723 47.4388453)",,,,,,,,
2281481834,2281481844,0,264982932,,cycleway,False,30.236,"LINESTRING (19.0700017 47.4388952, 19.0703685 47.4390065)",,,,,,,,
2281481841,2281481845,0,218949643,,cycleway,False,13.219,"LINESTRING (19.0724364 47.4388982, 19.0723249 47.4389901)",,,,,,,,
2281481841,1937293140,0,218949643,,cycleway,False,6.114,"LINESTRING (19.0724364 47.4388982, 19.0724482 47.4388438)",,,,,,,,
2281481844,2281481834,0,264982932,,cycleway,False,30.236,"LINESTRING (19.0703685 47.4390065, 19.0700017 47.4388952)",,,,,,,,
2281481844,2281481851,0,264982932,,cycleway,False,9.644,"LINESTRING (19.0703685 47.4390065, 19.0704925 47.4390286)",,,,,,,,
2281481845,2281481848,0,218949643,,cycleway,False,6.719,"LINESTRING (19.0723249 47.4389901, 19.0723157 47.4390502)",,,,,,,,
2281481845,2281481841,0,218949643,,cycleway,False,13.219,"LINESTRING (19.0723249 47.4389901, 19.0724364 47.4388982)",,,,,,,,
2281481848,2281481857,0,218949643,,cycleway,False,4.679,"LINESTRING (19.0723157 47.4390502, 19.0723667 47.4390743)",,,,,,,,
2281481848,2281481845,0,218949643,,cycleway,False,6.719,"LINESTRING (19.0723157 47.4390502, 19.0723249 47.4389901)",,,,,,,,
2281481851,2281481844,0,264982932,,cycleway,False,9.644,"LINESTRING (19.0704925 47.4390286, 19.0703685 47.4390065)",,,,,,,,
2281481851,2281481852,0,264982932,,cycleway,False,12.598,"LINESTRING (19.0704925 47.4390286, 19.0706588 47.439015)",,,,,,,,
2281481852,2281481851,0,264982932,,cycleway,False,12.598,"LINESTRING (19.0706588 47.439015, 19.0704925 47.4390286)",,,,,,,,
2281481852,2281481856,0,646565089,,cycleway,False,9.019,"LINESTRING (19.0706588 47.439015, 19.0706419 47.4390953)",,,,,,,,
2281481856,2281481861,0,264982931,,cycleway,False,12.862,"LINESTRING (19.0706419 47.4390953, 19.0706479 47.4392109)",,,,,,,,
2281481856,2281481852,0,646565089,,cycleway,False,9.019,"LINESTRING (19.0706419 47.4390953, 19.0706588 47.439015)",,,,,,,,
2281481857,1937293165,0,218949643,,cycleway,False,14.67,"LINESTRING (19.0723667 47.4390743, 19.0723885 47.4392054)",,,,,,,,
2281481857,2281481848,0,218949643,,cycleway,False,4.679,"LINESTRING (19.0723667 47.4390743, 19.0723157 47.4390502)",,,,,,,,
2281481861,2281481856,0,264982931,,cycleway,False,12.862,"LINESTRING (19.0706479 47.4392109, 19.0706419 47.4390953)",,,,,,,,
2281481861,2281481863,0,264982931,,cycleway,False,4.944,"LINESTRING (19.0706479 47.4392109, 19.0706615 47.4392544)",,,,,,,,
2281481863,2281481861,0,264982931,,cycleway,False,4.944,"LINESTRING (19.0706615 47.4392544, 19.0706479 47.4392109)",,,,,,,,
2281481863,2706302034,0,264982931,,cycleway,False,4.926,"LINESTRING (19.0706615 47.4392544, 19.0707071 47.4392862)",,,,,,,,
2281481865,2706302034,0,264982931,,cycleway,False,2.853,"LINESTRING (19.0707017 47.4393116, 19.0707071 47.4392862)",,,,,,,,
2281481865,2706302033,0,264982931,,cycleway,False,3.833,"LINESTRING (19.0707017 47.4393116, 19.0706621 47.4393333)",,,,,,,,
2281481871,2706302033,0,264982931,,cycleway,False,6.616,"LINESTRING (19.0705958 47.4393724, 19.0706621 47.4393333)",,,,,,,,
2281481871,2706302032,0,264982931,,cycleway,False,45.0,"LINESTRING (19.0705958 47.4393724, 19.0710169 47.4396599)",,,,,,,,
2281481873,2706302032,0,215061100,,cycleway,False,3.58,"LINESTRING (19.0710531 47.4396808, 19.0710169 47.4396599)",,,,,,,,
2281481873,2281481876,0,215061100,,cycleway,False,32.655,"LINESTRING (19.0710531 47.4396808, 19.071324 47.4399103)",,,,,,,,
2281481876,2281481873,0,215061100,,cycleway,False,32.655,"LINESTRING (19.071324 47.4399103, 19.0710531 47.4396808)",,,,,,,,
2281481876,2706302031,0,215061100,,cycleway,False,21.059,"LINESTRING (19.071324 47.4399103, 19.0714849 47.4400653)",,,,,,,,
2281481878,2706302028,0,215061100,,cycleway,False,5.773,"LINESTRING (19.071674 47.4402812, 19.0716365 47.4402359)",,,,,,,,
2281481878,2706302030,0,215061100,,cycleway,False,6.503,"LINESTRING (19.071674 47.4402812, 19.0717115 47.4403339)",,,,,,,,
2281481881,2706302027,0,215061100,,cycleway,False,4.784,"LINESTRING (19.0720487 47.4402693, 19.0719862 47.4402613)",,,,,,,,
2281481881,2281481884,0,215061100,,cycleway,False,8.063,"LINESTRING (19.0720487 47.4402693, 19.0721023 47.4403321)",,,,,,,,
2281481882,2281481883,0,215061100,,cycleway,False,11.5,"LINESTRING (19.072348 47.4403255, 19.0721953 47.4403309)",,,,,,,,
2281481882,1937293101,0,646565094,,cycleway,False,102.927,"LINESTRING (19.072348 47.4403255, 19.0722897 47.4412503)",,,,,,,,
