u,v,key,osmid,name,highway,oneway,length,geometry,bridge,lanes,width,tunnel,maxspeed,junction,ref,access
288979336,2788180989,0,739293459,,cycleway,False,59.658,"LINESTRING (19.1003363 47.5823451, 19.0998701 47.5827798)",,,2,,,,,
288979336,2788180970,0,739293459,,cycleway,False,19.044,"LINESTRING (19.1003363 47.5823451, 19.1004914 47.5822095)",,,2,,,,,
288979337,288979338,0,739293459,,cycleway,False,43.442,"LINESTRING (19.0997527 47.5828893, 19.0991776 47.5829357)",,,2,,,,,
288979337,2788180989,0,739293459,,cycleway,False,15.026,"LINESTRING (19.0997527 47.5828893, 19.0998701 47.5827798)",,,2,,,,,
288979338,288979339,0,739293459,,cycleway,False,85.622,"LINESTRING (19.0991776 47.5829357, 19.0984996 47.5823162)",,,2,,,,,
288979338,288979337,0,739293459,,cycleway,False,43.442,"LINESTRING (19.0991776 47.5829357, 19.0997527 47.5828893)",,,2,,,,,
288979339,288979340,0,739293459,,cycleway,False,175.15,"LINESTRING (19.0984996 47.5823162, 19.0970575 47.5810773)",,,2,,,,,
288979339,288979338,0,739293459,,cycleway,False,85.622,"LINESTRING (19.0984996 47.5823162, 19.0991776 47.5829357)",,,2,,,,,
288979340,288979341,0,739293459,,cycleway,False,16.741,"LINESTRING (19.0970575 47.5810773, 19.0969259 47.5809557)",,,2,,,,,
288979340,288979339,0,739293459,,cycleway,False,175.15,"LINESTRING (19.0970575 47.5810773, 19.0984996 47.5823162)",,,2,,,,,
288979341,288979340,0,739293459,,cycleway,False,16.741,"LINESTRING (19.0969259 47.5809557, 19.0970575 47.5810773)",,,2,,,,,
290605483,5974791974,0,127170685,,cycleway,False,3.324,"LINESTRING (19.1150938 47.5766532, 19.1150695 47.5766782)",,,,,,,,
290605483,5974791973,0,127170685,,cycleway,False,3.559,"LINESTRING (19.1150938 47.5766532, 19.1151252 47.5766292)",,,,,,,,
291726656,5777156961,0,233806702,,cycleway,False,51.91,"LINESTRING (19.1133194 47.5987091, 19.1135778 47.5991422)",,,,,,,,
291726656,96991357,0,233806702,,cycleway,False,56.912,"LINESTRING (19.1133194 47.5987091, 19.1129255 47.5982716)",,,,,,,,
291726855,2780737597,0,233806702,,cycleway,False,8.678,"LINESTRING (19.1088529 47.5939411, 19.1089149 47.594007)",,,,,,,,
291726855,3514175512,0,26601589,,footway,False,7.065,"LINESTRING (19.1088529 47.5939411, 19.10889 47.5938827)",,,,,,,,
292347428,2369890811,0,155567031,,cycleway,False,80.407,"LINESTRING (19.1037348 47.6109012, 19.1028055 47.6105401)",,,,,,,,
292352244,4013709575,0,232710416,Pünkösdfürdői gát,cycleway,False,5.529,"LINESTRING (19.0747639 47.6067786, 19.0747888 47.6068254)",,,,,,,,
292352244,2158298462,0,232710416,Pünkösdfürdői gát,cycleway,False,15.966,"LINESTRING (19.0747639 47.6067786, 19.0746767 47.6066476)",,,,,,,,
292352400,4013709577,0,232710416,Pünkösdfürdői gát,cycleway,False,4.315,"LINESTRING (19.0748078 47.6068852, 19.0748137 47.6069238)",,,,,,,,
292352400,4013709575,0,232710416,Pünkösdfürdői gát,cycleway,False,6.8,"LINESTRING (19.0748078 47.6068852, 19.0747888 47.6068254)",,,,,,,,
292352401,4013709573,0,232710416,Pünkösdfürdői gát,cycleway,False,5.159,"LINESTRING (19.0748184 47.6071432, 19.0748042 47.6071886)",,,,,,,,
292352401,4013709574,0,232710416,Pünkösdfürdői gát,cycleway,False,6.981,"LINESTRING (19.0748184 47.6071432, 19.0748232 47.6070805)",,,,,,,,
292352402,292352403,0,232710416,Pünkösdfürdői gát,cycleway,False,9.198,"LINESTRING (19.0747693 47.6072412, 19.0747037 47.6073111)",,,,,,,,
292352402,4013709573,0,232710416,Pünkösdfürdői gát,cycleway,False,6.407,"LINESTRING (19.0747693 47.6072412, 19.0748042 47.6071886)",,,,,,,,
292352403,292352404,0,232710416,Pünkösdfürdői gát,cycleway,False,9.69,"LINESTRING (19.0747037 47.6073111, 19.07462 47.6073775)",,,,,,,,
292352403,292352402,0,232710416,Pünkösdfürdői gát,cycleway,False,9.198,"LINESTRING (19.0747037 47.6073111, 19.0747693 47.6072412)",,,,,,,,
292352404,292352405,0,232710416,Pünkösdfürdői gát,cycleway,False,9.017,"LINESTRING (19.07462 47.6073775, 19.07453 47.6074313)",,,,,,,,
292352404,292352403,0,232710416,Pünkösdfürdői gát,cycleway,False,9.69,"LINESTRING (19.07462 47.6073775, 19.0747037 47.6073111)",,,,,,,,
292352405,4013709572,0,232710416,Pünkösdfürdői gát,cycleway,False,6.789,"LINESTRING (19.07453 47.6074313, 19.0744542 47.6074647)",,,,,,,,
292352405,292352404,0,232710416,Pünkösdfürdői gát,cycleway,False,9.017,"LINESTRING (19.07453 47.6074313, 19.07462 47.6073775)",,,,,,,,
292352407,4843830790,0,232710416,Pünkösdfürdői gát,cycleway,False,3.258,"LINESTRING (19.0739792 47.607507, 19.0739378 47.6074981)",,,,,,,,
292352407,292352408,0,232710416,Pünkösdfürdői gát,cycleway,False,8.678,"LINESTRING (19.0739792 47.607507, 19.0740925 47.607523)",,,,,,,,
292352408,292352407,0,232710416,Pünkösdfürdői gát,cycleway,False,8.678,"LINESTRING (19.0740925 47.607523, 19.0739792 47.607507)",,,,,,,,
292352408,4013709569,0,232710416,Pünkösdfürdői gát,cycleway,False,7.384,"LINESTRING (19.0740925 47.607523, 19.074191 47.6075231)",,,,,,,,
292352409,292352410,0,232710416,Pünkösdfürdői gát,cycleway,False,5.533,"LINESTRING (19.0736493 47.6074313, 19.0735758 47.6074268)",,,,,,,,
292352409,4843830787,0,232710416,Pünkösdfürdői gát,cycleway,False,3.755,"LINESTRING (19.0736493 47.6074313, 19.0736987 47.6074369)",,,,,,,,
292352410,4843830786,0,232710416,Pünkösdfürdői gát,cycleway,False,35.827,"LINESTRING (19.0735758 47.6074268, 19.0730991 47.6074041)",,,,,,,,
292352410,4843830786,1,806940174,Pünkösdfürdői gát,cycleway,False,35.827,"LINESTRING (19.0735758 47.6074268, 19.0730991 47.6074041)",,,,,,,,
292352410,292352409,0,232710416,Pünkösdfürdői gát,cycleway,False,5.533,"LINESTRING (19.0735758 47.6074268, 19.0736493 47.6074313)",,,,,,,,
292352411,4843830785,0,232710416,Pünkösdfürdői gát,cycleway,False,9.276,"LINESTRING (19.0726298 47.6073858, 19.0725061 47.6073839)",,,,,,,,
292352411,4843830785,1,806940174,Pünkösdfürdői gát,cycleway,False,9.276,"LINESTRING (19.0726298 47.6073858, 19.0725061 47.6073839)",,,,,,,,
292352411,4843830786,0,232710416,Pünkösdfürdői gát,cycleway,False,35.242,"LINESTRING (19.0726298 47.6073858, 19.0730991 47.6074041)",,,,,,,,
292352411,4843830786,1,806940174,Pünkösdfürdői gát,cycleway,False,35.242,"LINESTRING (19.0726298 47.6073858, 19.0730991 47.6074041)",,,,,,,,
292352412,4843830783,0,232710416,Pünkösdfürdői gát,cycleway,False,25.656,"LINESTRING (19.0720973 47.6074146, 19.0717655 47.6074711)",,,,,,,,
292352412,4843830783,1,806940174,Pünkösdfürdői gát,cycleway,False,25.656,"LINESTRING (19.0720973 47.6074146, 19.0717655 47.6074711)",,,,,,,,
292352412,4843830784,0,232710416,Pünkösdfürdői gát,cycleway,False,11.283,"LINESTRING (19.0720973 47.6074146, 19.0722459 47.6073985)",,,,,,,,
292352412,4843830784,1,806940174,Pünkösdfürdői gát,cycleway,False,11.283,"LINESTRING (19.0720973 47.6074146, 19.0722459 47.6073985)",,,,,,,,
294689268,4053372925,0,176020920,,cycleway,False,8.73,"LINESTRING (19.0587869 47.5365233, 19.0586709 47.5365289)",,,,,,,,
294689268,1389253043,0,176020920,,cycleway,False,14.152,"LINESTRING (19.0587869 47.5365233, 19.0589602 47.5365734)",,,,,,,,
294692227,1903052360,0,298687782,,cycleway,False,53.885,"LINESTRING (19.0739753 47.5512515, 19.0737992 47.5507817)",,,,,,,,
294692227,497099047,0,298687782,,cycleway,False,13.797,"LINESTRING (19.0739753 47.5512515, 19.0739853 47.5513754)",,,,,,,,
294692230,742002647,0,179873854,,cycleway,False,3.355,"LINESTRING (19.0715917 47.5488524, 19.0715766 47.548824)",,,,,,,,
294692230,742002646,0,179873854,,cycleway,False,20.874,"LINESTRING (19.0715917 47.5488524, 19.0718612 47.548806)",,,,,,,,
294692231,294692233,0,179873854,,cycleway,False,41.93,"LINESTRING (19.0715426 47.5487666, 19.0711183 47.5485213)",,,,,,,,
294692231,742002647,0,179873854,,cycleway,False,6.874,"LINESTRING (19.0715426 47.5487666, 19.0715766 47.548824)",,,,,,,,
294692233,1408729700,0,179873854,,cycleway,False,154.85,"LINESTRING (19.0711183 47.5485213, 19.0701186 47.5473031)",,,,,,,,
294692233,294692231,0,179873854,,cycleway,False,41.93,"LINESTRING (19.0711183 47.5485213, 19.0715426 47.5487666)",,,,,,,,
294692234,294692235,0,265348227,,cycleway,False,115.458,"LINESTRING (19.070089 47.5472271, 19.0696867 47.5462249)",,,,,,,,
294692234,1408729700,0,265348227,,cycleway,False,8.738,"LINESTRING (19.070089 47.5472271, 19.0701186 47.5473031)",,,,,,,,
294692235,1673917598,0,265348227,,cycleway,False,5.235,"LINESTRING (19.0696867 47.5462249, 19.0696198 47.5462382)",,,,,,,,
294692235,294692234,0,265348227,,cycleway,False,115.458,"LINESTRING (19.0696867 47.5462249, 19.070089 47.5472271)",,,,,,,,
294692236,1408208747,0,265348227,,cycleway,False,5.262,"LINESTRING (19.0689958 47.5463611, 19.0690642 47.5463507)",,,,,,,,
294692236,708292082,0,318294792,,cycleway,False,5.603,"LINESTRING (19.0689958 47.5463611, 19.0689761 47.5463125)",,,,,,,,
294692238,294692239,0,318294792,,cycleway,False,285.758,"LINESTRING (19.0688523 47.5460069, 19.0677623 47.5435446)",,,,,,,,
294692238,708292082,0,318294792,,cycleway,False,35.229,"LINESTRING (19.0688523 47.5460069, 19.0689761 47.5463125)",,,,,,,,
294692239,2751274809,0,318294792,,cycleway,False,36.891,"LINESTRING (19.0677623 47.5435446, 19.0676202 47.543227)",,,,,,,,
294692239,294692238,0,318294792,,cycleway,False,285.758,"LINESTRING (19.0677623 47.5435446, 19.0688523 47.5460069)",,,,,,,,
294692243,294692245,0,493516167,,cycleway,False,13.526,"LINESTRING (19.0636689 47.5419256, 19.063548 47.5418354)",,,,,,,,
294692243,6630713472,0,493516167,,cycleway,False,2.59,"LINESTRING (19.0636689 47.5419256, 19.063692 47.5419429)",,,,,,,,
294692243,1703304296,0,705196831,,cycleway,False,6.406,"LINESTRING (19.0636689 47.5419256, 19.0635859 47.541939)",,,,,,,,
294692245,6623827943,0,493516167,,cycleway,False,6.14,"LINESTRING (19.063548 47.5418354, 19.0634916 47.5417954)",,,,,,,,
294692245,294692243,0,493516167,,cycleway,False,13.526,"LINESTRING (19.063548 47.5418354, 19.0636689 47.5419256)",,,,,,,,
294692246,294692247,0,158077549,,cycleway,False,28.818,"LINESTRING (19.0633506 47.5416848, 19.0631789 47.541453)",,,,,,,,
294692246,5041100592,0,158077549,,cycleway,False,11.233,"LINESTRING (19.0633506 47.5416848, 19.0634457 47.5417628)",,,,,,,,
294692247,5772650110,0,158077549,,cycleway,False,8.507,"LINESTRING (19.0631789 47.541453, 19.0631312 47.5413836)",,,,,,,,
294692247,294692246,0,158077549,,cycleway,False,28.818,"LINESTRING (19.0631789 47.541453, 19.0633506 47.5416848)",,,,,,,,
294692248,2710143420,0,158077549,,cycleway,False,61.992,"LINESTRING (19.0623445 47.5403045, 19.0619868 47.539802)",,,,,,,,
294692248,6802023501,0,158077549,,cycleway,False,27.365,"LINESTRING (19.0623445 47.5403045, 19.0625304 47.5405162)",,,,,,,,
294692249,2710143417,0,265346831,,cycleway,False,2.946,"LINESTRING (19.0611598 47.5382346, 19.0611263 47.5382208)",,,,,,,,
294692249,1996154268,0,413351510,,cycleway,False,11.082,"LINESTRING (19.0611598 47.5382346, 19.0612978 47.5381992)",,,,,,,,
294692249,2710143418,0,493766926,,cycleway,False,115.034,"LINESTRING (19.0611598 47.5382346, 19.0616877 47.5392058)",,,,,,,,
294692250,6383008248,0,265346831,,cycleway,False,12.101,"LINESTRING (19.0608718 47.538231, 19.0607161 47.5382592)",,,,,,,,
294692250,2710143416,0,265346831,,cycleway,False,13.999,"LINESTRING (19.0608718 47.538231, 19.0610558 47.5382105)",,,,,,,,
294692252,6383008247,0,265346831,,cycleway,False,8.798,"LINESTRING (19.0603886 47.5382099, 19.0602924 47.5381647)",,,,,,,,
294692252,6383008246,0,265346831,,cycleway,False,8.0,"LINESTRING (19.0603886 47.5382099, 19.0604836 47.5382425)",,,,,,,,
294692253,1717007267,0,265346831,,cycleway,False,148.767,"LINESTRING (19.0602145 47.5380867, 19.059292 47.5369026)",,,,,,,,
294692253,6383008247,0,265346831,,cycleway,False,10.46,"LINESTRING (19.0602145 47.5380867, 19.0602924 47.5381647)",,,,,,,,
294692254,1717007267,0,59778634,,cycleway,False,30.729,"LINESTRING (19.0591015 47.536658, 19.059292 47.5369026)",yes,,,,,,,
294692254,1389253043,0,454357870,,cycleway,False,14.178,"LINESTRING (19.0591015 47.536658, 19.0589602 47.5365734)",,,,,,,,
294696645,1400567431,0,26836240,,cycleway,True,7.495,"LINESTRING (19.0772301 47.5579511, 19.0771361 47.5579739)",,,,,,,,
294696645,1352792080,0,413351511,,cycleway,False,12.854,"LINESTRING (19.0772301 47.5579511, 19.0773137 47.558052)",,,,,,,,
294696991,6513609846,0,26836240,,cycleway,True,26.785,"LINESTRING (19.0764601 47.55738, 19.0763584 47.5571491)",,,,,,,,
294696994,294697160,0,179864639,,cycleway,True,86.111,"LINESTRING (19.0752556 47.5547684, 19.0750559 47.5540058)",,,,,,,,
294697052,497099047,0,26835872,,cycleway,False,13.129,"LINESTRING (19.0740398 47.5514876, 19.0739853 47.5513754)",,,,,,,,
294697052,742002649,0,26836285,,cycleway,True,17.516,"LINESTRING (19.0740398 47.5514876, 19.074266 47.5514488)",,,,,,,,
294697157,3387087461,0,26836240,,cycleway,True,15.672,"LINESTRING (19.0758785 47.5561746, 19.0758487 47.5560351)",,,,,,,,
294697160,497099163,0,179864639,,cycleway,True,33.389,"LINESTRING (19.0750559 47.5540058, 19.0749528 47.5537137)",,,,,,,,
294697730,1396154644,0,265348711,,cycleway,True,53.46,"LINESTRING (19.0761565 47.5555133, 19.0763572 47.5559746)",,,,,,,,
294697731,1400566599,0,265348711,,cycleway,True,14.738,"LINESTRING (19.0759768 47.5551589, 19.0760496 47.555282)",,,,,,,,
294697888,1411404572,0,265348711,,cycleway,True,14.814,"LINESTRING (19.0752725 47.553428, 19.0753218 47.553557)",,,,,,,,
294698200,81247726,0,9928688,,cycleway,False,18.69,"LINESTRING (19.0795967 47.5591526, 19.0797374 47.5590139)",,,,,,,,
294698200,2943047205,0,26836227,,cycleway,False,9.436,"LINESTRING (19.0795967 47.5591526, 19.0794858 47.5591126)",,,,,,,,
294698200,1352852716,0,415860269,,cycleway,False,7.731,"LINESTRING (19.0795967 47.5591526, 19.0795652 47.5592188)",,,,,,,,
294698857,4940615240,0,503803711,,cycleway,False,4.997,"LINESTRING (19.0465821 47.5394127, 19.0466439 47.539396)",yes,,,,,,,
294698857,4048742053,0,275355323,,path,False,8.79,"LINESTRING (19.0465821 47.5394127, 19.0464757 47.5394457)",yes,,,,,,,
294699581,294699585,0,131564147,,cycleway,False,131.218,"LINESTRING (19.0456434 47.5397676, 19.0439782 47.5401266)",,,,,,,,
294699581,1447714867,0,131564166,,cycleway,False,15.272,"LINESTRING (19.0456434 47.5397676, 19.0458372 47.5397258)",,,,,,,,
294699585,4053340055,0,131564147,,cycleway,False,43.527,"LINESTRING (19.0439782 47.5401266, 19.0434359 47.5402652)",,,,,,,,
294699585,294699581,0,131564147,,cycleway,False,131.218,"LINESTRING (19.0439782 47.5401266, 19.0456434 47.5397676)",,,,,,,,
294700450,294700451,0,330859454,,cycleway,False,17.945,"LINESTRING (19.0453517 47.5532998, 19.0452677 47.5534509)",,,,,,,,
294700450,2590228205,0,330859454,,cycleway,False,27.547,"LINESTRING (19.0453517 47.5532998, 19.0455122 47.553077)",,,,,,,,
294700451,2921746701,0,330859454,,cycleway,False,8.569,"LINESTRING (19.0452677 47.5534509, 19.0452552 47.5535275)",,,,,,,,
294700451,294700450,0,330859454,,cycleway,False,17.945,"LINESTRING (19.0452677 47.5534509, 19.0453517 47.5532998)",,,,,,,,
294700452,5308789533,0,330859454,,cycleway,False,74.766,"LINESTRING (19.0453176 47.5536278, 19.0463084 47.5535574)",,,,,,,,
294700452,494317261,0,330859454,,cycleway,False,4.694,"LINESTRING (19.0453176 47.5536278, 19.0452736 47.5535978)",,,,,,,,
294700457,708250697,0,184674499,,cycleway,False,9.507,"LINESTRING (19.0522295 47.5608535, 19.0522742 47.5609335)",,,,,,,,
294700457,3963732349,0,184674499,,cycleway,False,11.315,"LINESTRING (19.0522295 47.5608535, 19.0522041 47.5607532)",,,,,,,,
294700616,3979912501,0,193803820,,cycleway,False,69.238,"LINESTRING (19.0466108 47.5512127, 19.0461766 47.5517621)",,,,,,,,
294700616,244947430,0,193803820,,cycleway,False,18.922,"LINESTRING (19.0466108 47.5512127, 19.046639 47.5510436)",,,,,,,,
296202457,494311280,0,271437660,,cycleway,False,221.467,"LINESTRING (19.0906176 47.5486355, 19.0926277 47.5471774)",,,,,,,,
296202457,5865767114,0,271437660,,cycleway,False,7.862,"LINESTRING (19.0906176 47.5486355, 19.0905476 47.5486881)",,,,,,,,
296202460,494313167,0,271437658,,cycleway,False,5.343,"LINESTRING (19.0961071 47.5448511, 19.096178 47.5448468)",,,,,,,,
296202460,494313164,0,271437658,,cycleway,False,4.719,"LINESTRING (19.0961071 47.5448511, 19.0960447 47.5448563)",,,,,,,,
296202461,3388721477,0,54513391,,cycleway,False,5.329,"LINESTRING (19.0962171 47.5448465, 19.0962088 47.5448941)",,,,,,,,
296202461,3388721472,0,271437658,,cycleway,False,3.973,"LINESTRING (19.0962171 47.5448465, 19.0962571 47.5448231)",,,,,,,,
296202461,494313167,0,271437658,,cycleway,False,2.935,"LINESTRING (19.0962171 47.5448465, 19.096178 47.5448468)",,,,,,,,
296202462,296202464,0,271437658,,cycleway,False,26.147,"LINESTRING (19.0966172 47.5445466, 19.0966237 47.5443115)",,,,,,,,
296202462,6442171244,0,271437658,,cycleway,False,2.042,"LINESTRING (19.0966172 47.5445466, 19.0966015 47.5445616)",,,,,,,,
296202464,5857332923,0,271437658,,cycleway,False,173.874,"LINESTRING (19.0966237 47.5443115, 19.0958063 47.5428484)",,,,,,,,
296202464,296202462,0,271437658,,cycleway,False,26.147,"LINESTRING (19.0966237 47.5443115, 19.0966172 47.5445466)",,,,,,,,
296202465,1285886896,0,37703324,,cycleway,False,4.203,"LINESTRING (19.0917111 47.5357325, 19.0916706 47.5357586)",,,,,,,,
296202465,1942466817,0,183827641,,cycleway,False,4.173,"LINESTRING (19.0917111 47.5357325, 19.0917268 47.5356965)",,,,,,,,
296202468,494318199,0,27663640,,cycleway,False,78.508,"LINESTRING (19.0864692 47.5265369, 19.0856624 47.526986)",,,2,,,,,
296202468,1996123358,0,271430190,,cycleway,False,75.932,"LINESTRING (19.0864692 47.5265369, 19.0872314 47.5260881)",,,2,,,,,
296202468,6742280346,0,271437654,,cycleway,False,4.86,"LINESTRING (19.0864692 47.5265369, 19.0864966 47.5265765)",,,,,,,,
296202470,1673653798,0,271430188,,cycleway,False,81.641,"LINESTRING (19.0885688 47.5252753, 19.0877592 47.5247852)",,,,,,,,
296202470,1673653801,0,271430188,,cycleway,False,4.801,"LINESTRING (19.0885688 47.5252753, 19.088544 47.5253151)",,,,,,,,
296202472,2702189004,0,271430188,,cycleway,False,64.684,"LINESTRING (19.0847195 47.523225, 19.0839868 47.5229191)",,,,,,,,
296202472,2702189048,0,271430188,,cycleway,False,49.143,"LINESTRING (19.0847195 47.523225, 19.0852634 47.5234708)",,,,,,,,
296203156,715719873,0,299640195,,cycleway,False,63.283,"LINESTRING (19.1213368 47.5650168, 19.1207414 47.5646137)",,,,,,,,
296203156,3662431601,0,299640195,,cycleway,False,156.19,"LINESTRING (19.1213368 47.5650168, 19.1227735 47.5660333)",,,,,,,,
296203158,6724324162,0,299640195,,cycleway,False,13.799,"LINESTRING (19.1197352 47.5643832, 19.1195567 47.5643533)",,,,,,,,
296203158,6241435813,0,299640195,,cycleway,False,15.22,"LINESTRING (19.1197352 47.5643832, 19.119937 47.5643971)",,,,,,,,
296203159,296203161,0,299640195,,cycleway,False,95.509,"LINESTRING (19.117847 47.5642341, 19.11658 47.5641512)",,,,,,,,
296203159,5467666721,0,299640195,,cycleway,False,14.019,"LINESTRING (19.117847 47.5642341, 19.1180332 47.5642446)",,,,,,,,
296203161,494324317,0,299640195,,cycleway,False,36.337,"LINESTRING (19.11658 47.5641512, 19.1161043 47.5640899)",,,,,,,,
296203161,296203159,0,299640195,,cycleway,False,95.509,"LINESTRING (19.11658 47.5641512, 19.117847 47.5642341)",,,,,,,,
296203162,2005292179,0,299640195,,cycleway,False,2.957,"LINESTRING (19.1148458 47.5637793, 19.1148226 47.5637578)",,,,,,,,
296203162,6724324166,0,299640195,,cycleway,False,40.481,"LINESTRING (19.1148458 47.5637793, 19.1153536 47.5639023)",,,,,,,,
296870315,4757789096,0,27056404,,cycleway,False,4.245,"LINESTRING (19.0055981 47.4629015, 19.005607 47.4628638)",,,,,,,,
296870315,296870317,0,27056404,,cycleway,False,4.112,"LINESTRING (19.0055981 47.4629015, 19.0055578 47.4629265)",,,,,,,,
296870317,296870315,0,27056404,,cycleway,False,4.112,"LINESTRING (19.0055578 47.4629265, 19.0055981 47.4629015)",,,,,,,,
296870317,296870318,0,27056404,,cycleway,False,6.693,"LINESTRING (19.0055578 47.4629265, 19.0054759 47.4629501)",,,,,,,,
296870318,296870317,0,27056404,,cycleway,False,6.693,"LINESTRING (19.0054759 47.4629501, 19.0055578 47.4629265)",,,,,,,,
296870318,1776911447,0,27056404,,cycleway,False,5.025,"LINESTRING (19.0054759 47.4629501, 19.0054223 47.4629771)",,,,,,,,
296870320,1776911447,0,27056404,,cycleway,False,3.85,"LINESTRING (19.0053989 47.4630079, 19.0054223 47.4629771)",,,,,,,,
296870320,296870323,0,27056404,,cycleway,False,23.304,"LINESTRING (19.0053989 47.4630079, 19.0053543 47.4632153)",,,,,,,,
296870323,296870320,0,27056404,,cycleway,False,23.304,"LINESTRING (19.0053543 47.4632153, 19.0053989 47.4630079)",,,,,,,,
296870323,296870330,0,27056404,,cycleway,False,31.037,"LINESTRING (19.0053543 47.4632153, 19.0052957 47.4634916)",,,,,,,,
296870330,296870323,0,27056404,,cycleway,False,31.037,"LINESTRING (19.0052957 47.4634916, 19.0053543 47.4632153)",,,,,,,,
296870330,296870331,0,27056404,,cycleway,False,18.002,"LINESTRING (19.0052957 47.4634916, 19.0051983 47.4636395)",,,,,,,,
296870331,296870330,0,27056404,,cycleway,False,18.002,"LINESTRING (19.0051983 47.4636395, 19.0052957 47.4634916)",,,,,,,,
296870331,4459364091,0,27056404,,cycleway,False,5.153,"LINESTRING (19.0051983 47.4636395, 19.0051777 47.4636837)",,,,,,,,
296870332,4459364091,0,27056404,,cycleway,False,25.758,"LINESTRING (19.0051589 47.463915, 19.0051777 47.4636837)",,,,,,,,
296870332,5260299221,0,27056404,,cycleway,False,10.681,"LINESTRING (19.0051589 47.463915, 19.0051509 47.4640109)",,,,,,,,
296870338,7606618286,0,27056404,,cycleway,False,3.191,"LINESTRING (19.0051593 47.4640868, 19.0051532 47.4640584)",,,,,,,,
296870338,296870341,0,27056404,,cycleway,False,6.546,"LINESTRING (19.0051593 47.4640868, 19.0051911 47.4641416)",,,,,,,,
296870341,296870338,0,27056404,,cycleway,False,6.546,"LINESTRING (19.0051911 47.4641416, 19.0051593 47.4640868)",,,,,,,,
296870341,5613353067,0,27056404,,cycleway,False,5.442,"LINESTRING (19.0051911 47.4641416, 19.005217 47.4641873)",,,,,,,,
296870346,5678144684,0,27056404,,cycleway,False,9.769,"LINESTRING (19.0052697 47.4643275, 19.0052363 47.4642426)",,,,,,,,
296870346,296870350,0,27056404,,cycleway,False,7.079,"LINESTRING (19.0052697 47.4643275, 19.0053047 47.4643866)",,,,,,,,
296870350,296870346,0,27056404,,cycleway,False,7.079,"LINESTRING (19.0053047 47.4643866, 19.0052697 47.4643275)",,,,,,,,
296870350,296870352,0,27056404,,cycleway,False,4.772,"LINESTRING (19.0053047 47.4643866, 19.0053381 47.4644231)",,,,,,,,
296870352,296870350,0,27056404,,cycleway,False,4.772,"LINESTRING (19.0053381 47.4644231, 19.0053047 47.4643866)",,,,,,,,
296870352,6050690693,0,27056404,,cycleway,False,2.768,"LINESTRING (19.0053381 47.4644231, 19.0053437 47.4644477)",,,,,,,,
296870353,6007724366,0,27056404,,cycleway,False,2.471,"LINESTRING (19.0053064 47.46449, 19.0053318 47.4644759)",,,,,,,,
296870353,296870438,0,27056404,,cycleway,False,6.922,"LINESTRING (19.0053064 47.46449, 19.0052329 47.4645275)",,,,,,,,
296870371,4459363780,0,35154532,,cycleway,False,5.349,"LINESTRING (19.0053969 47.4622532, 19.0053964 47.4622051)",,,,,,,,
296870371,4757789092,0,35154532,,cycleway,False,5.175,"LINESTRING (19.0053969 47.4622532, 19.0053941 47.4622997)",,,,,,,,
296870438,296870353,0,27056404,,cycleway,False,6.922,"LINESTRING (19.0052329 47.4645275, 19.0053064 47.46449)",,,,,,,,
296870438,6007724365,0,27056404,,cycleway,False,3.531,"LINESTRING (19.0052329 47.4645275, 19.0051919 47.464543)",,,,,,,,
297779393,2072432998,0,312665378,,cycleway,False,3.966,"LINESTRING (19.0398657 47.5149243, 19.0398606 47.5148888)",,,,,,,,
297779393,2072433001,0,312665378,,cycleway,False,22.821,"LINESTRING (19.0398657 47.5149243, 19.0398401 47.5151288)",,,,,,,,
297779422,4958473139,0,27141192,,cycleway,False,146.069,"LINESTRING (19.0388359 47.519064, 19.0391606 47.5177688)",,,,,,,,
297779422,811930582,0,27141256,,cycleway,False,22.379,"LINESTRING (19.0388359 47.519064, 19.0387749 47.519261)",,,,,,,,
297780505,1316557309,0,275355322,,cycleway,False,36.44,"LINESTRING (19.043321 47.5309621, 19.0435239 47.5312598)",,,,,,,,
297780505,3084531296,0,275355322,,cycleway,False,151.435,"LINESTRING (19.043321 47.5309621, 19.0423959 47.5297519)",,,,,,,,
297780507,1316557179,0,275355322,,cycleway,False,12.687,"LINESTRING (19.0436078 47.5314345, 19.0435937 47.5315482)",,,,,,,,
297780507,1316557273,0,275355322,,cycleway,False,9.278,"LINESTRING (19.0436078 47.5314345, 19.0435639 47.5313565)",,,,,,,,
297780509,4014361687,0,439213309,,cycleway,False,21.631,"LINESTRING (19.0437187 47.5317755, 19.0437668 47.5319673)",,,,,,,,
297780509,708252363,0,439213309,,cycleway,False,6.533,"LINESTRING (19.0437187 47.5317755, 19.0436351 47.5317592)",,,,,,,,
297780511,4014362694,0,439213309,,cycleway,False,6.075,"LINESTRING (19.043543 47.5323428, 19.0435373 47.5323973)",,,,,,,,
297780511,4014362692,0,439213309,,cycleway,False,10.154,"LINESTRING (19.043543 47.5323428, 19.0435733 47.5322538)",,,,,,,,
297780634,297780635,0,27141256,,cycleway,False,136.887,"LINESTRING (19.0384722 47.5210648, 19.0385983 47.5222929)",,,,,,,,
297780634,811930808,0,27141256,,cycleway,False,41.431,"LINESTRING (19.0384722 47.5210648, 19.0384708 47.5206922)",,,,,,,,
297780635,1316557207,0,27141256,,cycleway,False,109.104,"LINESTRING (19.0385983 47.5222929, 19.0387913 47.5232654)",,,,,,,,
