u,v,key,osmid,oneway,name,highway,length,geometry,bridge,width,lanes,tunnel,maxspeed,junction,ref,access
727785405,5674821607,0,"[595423740, 162201378, 271430194]",False,,cycleway,948.1430000000001,"LINESTRING (19.0727303 47.5326249, 19.0727735 47.5326571, 19.0731478 47.5329353, 19.0736025 47.533272, 19.0743005 47.533804, 19.0744078 47.5338991, 19.0744868 47.5340228, 19.0750822 47.5352671, 19.0757845 47.5367508, 19.0765504 47.5384129, 19.0772494 47.5397697, 19.0772833 47.5398507, 19.0772833 47.5398848, 19.0772411 47.5399112, 19.0770935 47.5399438, 19.0770307 47.5399635, 19.0769803 47.5399775, 19.0769783 47.5400157, 19.077117 47.5402591)",,,,,,,,
727785405,1412760521,0,271430193,False,,cycleway,194.36599999999999,"LINESTRING (19.0727303 47.5326249, 19.0727115 47.5326395, 19.0726762 47.5326616, 19.0726432 47.5326839, 19.0725686 47.532712, 19.0720472 47.5330929, 19.0715688 47.5334424, 19.0715474 47.5334689, 19.0715394 47.5334931, 19.071523 47.5335051, 19.0715005 47.5335083, 19.0714791 47.5335006, 19.071465 47.5334807, 19.0714313 47.5334575, 19.0710055 47.5331562, 19.0709916 47.5331497, 19.0709772 47.5331515, 19.0709556 47.53316)",,,,,,,,
727785405,303816799,0,"[271430193, 602579173, 271430191]",False,,cycleway,180.547,"LINESTRING (19.0727303 47.5326249, 19.072741 47.5326077, 19.0727451 47.5325766, 19.0727732 47.5325492, 19.073507 47.5319811, 19.0741158 47.5315124, 19.0743079 47.5314132)",,3,,,,,,
727808623,727808626,0,58737421,False,,cycleway,70.12299999999998,"LINESTRING (19.0531033 47.521514, 19.0531173 47.5215354, 19.0531133 47.5215553, 19.0523935 47.5217376, 19.0523629 47.5217452, 19.0523353 47.5217521, 19.052299 47.5217611)",,,,,,,,
727808626,3781113697,0,24020714,False,,cycleway,158.69400000000002,"LINESTRING (19.052299 47.5217611, 19.0517 47.5208916, 19.0514076 47.5204671)",,,,,,,,
727808626,4952586180,0,"[484714544, 24020714]",False,,cycleway,587.997,"LINESTRING (19.052299 47.5217611, 19.0527189 47.522393, 19.0530392 47.5228688, 19.0530933 47.5229104, 19.0531774 47.5229529, 19.0533966 47.5230455, 19.0534993 47.5230789, 19.0535918 47.5231192, 19.0536055 47.5231272, 19.0536849 47.5231828, 19.0537969 47.5232568, 19.0539237 47.5233746, 19.0539763 47.5234575, 19.0540108 47.523562, 19.0540157 47.5236313, 19.0540169 47.5237045, 19.0540113 47.5238992, 19.0540141 47.5239715, 19.0540429 47.5241063, 19.0541478 47.5242815, 19.0545531 47.5251932, 19.0546739 47.5254542, 19.0548642 47.5258409, 19.0551806 47.5264064, 19.0551986 47.5264769, 19.0552059 47.5265152)",,,,,,,,
727808626,727808623,0,58737421,False,,cycleway,70.123,"LINESTRING (19.052299 47.5217611, 19.0523353 47.5217521, 19.0523629 47.5217452, 19.0523935 47.5217376, 19.0531133 47.5215553, 19.0531173 47.5215354, 19.0531033 47.521514)",,,,,,,,
732464497,4405534633,0,442903513,False,,cycleway,87.18099999999998,"LINESTRING (19.0292272 47.5492928, 19.0291825 47.5492888, 19.0291611 47.5492704, 19.0291912 47.5492023, 19.0291927 47.5491504, 19.0291863 47.5491181, 19.0291859 47.5490995, 19.0291864 47.5490151, 19.029187 47.5489002, 19.0291878 47.5487685, 19.0291834 47.5486424, 19.0291888 47.548597, 19.0291951 47.5485438)",,,,,,,,
735536107,7716255737,0,826439351,False,,cycleway,213.061,"LINESTRING (19.0916981 47.4894344, 19.094485 47.4890808)",,,,,,,,
735742789,753979442,0,"[59313979, 266804405]",False,,cycleway,281.835,"LINESTRING (19.0768527 47.4665461, 19.076928 47.466577, 19.077083 47.466643, 19.0772147 47.4666934, 19.077298 47.4667279, 19.0773143 47.4667612, 19.0773029 47.4667969, 19.0772713 47.4668383, 19.0771852 47.4669473, 19.0771182 47.4670344, 19.0771249 47.4670539, 19.0791697 47.4677996, 19.0793237 47.4678772, 19.0794073 47.4679407, 19.0794401 47.4679709)",,,,,,,,
735742808,735742811,0,266790173,False,,cycleway,11.114,"LINESTRING (19.0764398 47.4663154, 19.0763327 47.4662465)",,,,,,,,
735742811,735742808,0,266790173,False,,cycleway,11.114,"LINESTRING (19.0763327 47.4662465, 19.0764398 47.4663154)",,,,,,,,
735742811,753978855,0,60472279,False,,cycleway,57.712,"LINESTRING (19.0763327 47.4662465, 19.0764079 47.4662277, 19.0765436 47.466169, 19.0766382 47.4661632, 19.077033 47.4662809)",,,,,,,,
735742811,5595952134,0,"[266790168, 842114367]",False,,cycleway,267.341,"LINESTRING (19.0763327 47.4662465, 19.0759733 47.4660978, 19.0758601 47.4660579, 19.0756749 47.4660395, 19.0755243 47.4660251, 19.0751945 47.4658985, 19.0750037 47.4657879, 19.0749255 47.4657301, 19.0746424 47.4654846, 19.0743824 47.4652907, 19.0739731 47.4649156, 19.0738582 47.4647582, 19.073748 47.4647184)",,,,,,,,
738593938,3300397866,0,"[795755424, 323246493, 288093814, 323246495]",False,,cycleway,637.743,"LINESTRING (19.0989226 47.4755634, 19.0988294 47.4755925, 19.0987155 47.4756331, 19.0986767 47.4756468, 19.0986477 47.4756571, 19.0986289 47.4756613, 19.0985744 47.4756763, 19.0984796 47.4757028, 19.0984105 47.4757084, 19.0983647 47.4757099, 19.0982957 47.4756992, 19.0982199 47.4757053, 19.0981452 47.4757329, 19.0980824 47.4757541, 19.0975068 47.475967, 19.0974715 47.4759721, 19.0973349 47.4759574, 19.0972735 47.4759636, 19.097099 47.4760262, 19.096875 47.4761051, 19.0968081 47.4761107, 19.0967539 47.4761202, 19.0960535 47.4763828, 19.0956604 47.4765345, 19.0956472 47.4765303, 19.0956247 47.4765098, 19.0955801 47.4764655, 19.095549 47.4764628, 19.0954583 47.4765079, 19.0950404 47.4766736, 19.0948111 47.4767933, 19.0946748 47.4768456, 19.0944334 47.4769544, 19.0930896 47.4774601, 19.0919872 47.477878, 19.0916841 47.4779868, 19.0916546 47.4779958, 19.0916446 47.4779986, 19.0916348 47.4780002, 19.0916258 47.4780007, 19.0916154 47.4779998, 19.0916053 47.4779982, 19.091534 47.4780269, 19.0914889 47.4780425)",,,,,,,,
738593938,3285061270,0,299285956,False,,cycleway,369.561,"LINESTRING (19.0989226 47.4755634, 19.0989109 47.4755461, 19.0987776 47.4753896, 19.0986927 47.4752916, 19.0985834 47.4751312, 19.0980973 47.4745075, 19.0978662 47.4742889, 19.0977964 47.4742303, 19.0977221 47.4741687, 19.0976658 47.4741243, 19.0975286 47.4739961, 19.0972962 47.4737048, 19.0970128 47.4733497, 19.096692 47.4729732, 19.0965897 47.472886, 19.0964947 47.4728001, 19.0964529 47.4727506, 19.0964227 47.4727113)",,,,,,,,
738593938,960438772,0,"[135038938, 299285956, 299746670]",False,,cycleway,417.14400000000006,"LINESTRING (19.0989226 47.4755634, 19.0990521 47.4756017, 19.0993067 47.475685, 19.0995438 47.4757626, 19.0995752 47.4757669, 19.0998488 47.4757091, 19.0998981 47.475704, 19.1008147 47.4759336, 19.1009583 47.4759688, 19.1008766 47.4761582, 19.1008304 47.4763433, 19.1007747 47.4766296, 19.100784 47.4768041, 19.1008211 47.476969, 19.1009511 47.4771824, 19.1011259 47.4773841, 19.1012942 47.4775227, 19.1014484 47.4776655, 19.1016237 47.4778949, 19.1018065 47.4780253)",,,,,,,,
738593945,280336756,0,"[143917330, 298349630]",False,,cycleway,37.838,"LINESTRING (19.0962509 47.4724774, 19.0962555 47.4724575, 19.096266 47.4724126, 19.0964377 47.4723074, 19.0964567 47.4722794, 19.0965032 47.4722472, 19.0964703 47.4722113)",,,,,,,,
738593945,3285061270,0,299285956,False,,cycleway,29.46,"LINESTRING (19.0962509 47.4724774, 19.0963711 47.4725916, 19.0964028 47.4726738, 19.0964227 47.4727113)",,,,,,,,
738593945,6130275437,0,"[282159912, 636880914, 324046035, 686456800]",False,,cycleway,1607.5279999999998,"LINESTRING (19.0962509 47.4724774, 19.0960872 47.4723904, 19.0954033 47.4721556, 19.0913645 47.4707372, 19.0912186 47.4706869, 19.0898649 47.4702028, 19.0893601 47.4700361, 19.0890528 47.4699272, 19.0889423 47.4699053, 19.0888679 47.4699148, 19.0887759 47.4699539, 19.0886877 47.4699891, 19.0886011 47.4700101, 19.0884198 47.4700036, 19.0883912 47.4700178, 19.0883787 47.4700957, 19.0883738 47.4701438, 19.0883664 47.4701815, 19.0883607 47.4702099, 19.088349 47.4702813, 19.0883363 47.4703606, 19.0877381 47.4703179, 19.0871651 47.4702817, 19.0861711 47.4702018, 19.0856745 47.4701557, 19.0853036 47.4701247, 19.0844093 47.4699783, 19.0838434 47.4698424, 19.0834809 47.4697553, 19.0833874 47.4697357, 19.0832759 47.4697106, 19.0831737 47.469689, 19.0831274 47.4696794, 19.0830979 47.4696724, 19.0830669 47.4696657, 19.0829803 47.4696452, 19.0827181 47.4695328, 19.0826977 47.4695241, 19.0825339 47.4694839, 19.0818201 47.469309, 19.0816603 47.469272, 19.0813853 47.4692135, 19.0791646 47.4689467, 19.0791219 47.4689488, 19.0790871 47.4689641, 19.0790584 47.468964, 19.0790209 47.4689531, 19.0787688 47.4688776, 19.0786703 47.4689149, 19.0785889 47.4689437, 19.0785609 47.4689689, 19.0785506 47.4689935, 19.0785602 47.4690388, 19.078563 47.4690912, 19.0785552 47.4691265, 19.0785398 47.4691571, 19.0785083 47.4691998, 19.078459 47.4692315, 19.0783844 47.4692513, 19.0782934 47.4692546, 19.0781903 47.4692417, 19.0780337 47.4691925, 19.0775464 47.4690155, 19.0771452 47.4688582)",,,,,,,,
741126443,3595777334,0,565015348,False,,cycleway,47.69199999999999,"LINESTRING (19.0465461 47.4894432, 19.0467124 47.4895495, 19.0467559 47.4895735, 19.0470648 47.4896842)",,,,,,,,
753978707,753979550,0,628522431,False,,cycleway,233.051,"LINESTRING (19.0266165 47.3880214, 19.0260201 47.3877989, 19.0251282 47.3874506, 19.0247388 47.3872981, 19.0242049 47.3871067, 19.0239155 47.3869978)",,,,,,,,
753978733,154480337,0,"[60472360, 53864817, 229346949]",False,Hárosi-Duna part,cycleway,1151.2150000000001,"LINESTRING (19.0136784 47.3906767, 19.0130236 47.3928673, 19.0129807 47.3930803, 19.0129135 47.3936014, 19.012785 47.3943913, 19.0128118 47.3944566, 19.0130476 47.394611, 19.013112 47.3946578, 19.0133647 47.3948254, 19.0135117 47.3949431, 19.0141965 47.3955028, 19.0145523 47.3957488, 19.0149176 47.3960973, 19.0151245 47.3962947, 19.0161108 47.3971308, 19.0179542 47.3988195, 19.0183679 47.3992381, 19.0185191 47.3994891, 19.0185756 47.3996375)",yes,,,,,,,
753978855,735742811,0,60472279,False,,cycleway,57.712,"LINESTRING (19.077033 47.4662809, 19.0766382 47.4661632, 19.0765436 47.466169, 19.0764079 47.4662277, 19.0763327 47.4662465)",,,,,,,,
753978878,2384170117,0,"[41771115, 440082468, 628521807]",False,,cycleway,1836.072,"LINESTRING (19.0275315 47.38835, 19.0280044 47.3885275, 19.0280659 47.3885812, 19.0281461 47.3886426, 19.0283822 47.3887302, 19.0285469 47.3887581, 19.0334222 47.3905821, 19.0336131 47.3906537, 19.0345634 47.3910311, 19.0354623 47.3914274, 19.03553 47.3914921, 19.0355805 47.3915403, 19.0358607 47.391676, 19.0360749 47.3917078, 19.0370134 47.3922165, 19.0394558 47.3936099, 19.0404327 47.3940983, 19.0423419 47.3950259, 19.0458975 47.3967548, 19.0476197 47.3975922)",,,,,,,,
753979442,735742789,0,"[59313979, 266804405]",False,,cycleway,281.83500000000004,"LINESTRING (19.0794401 47.4679709, 19.0794073 47.4679407, 19.0793237 47.4678772, 19.0791697 47.4677996, 19.0771249 47.4670539, 19.0771182 47.4670344, 19.0771852 47.4669473, 19.0772713 47.4668383, 19.0773029 47.4667969, 19.0773143 47.4667612, 19.077298 47.4667279, 19.0772147 47.4666934, 19.077083 47.466643, 19.076928 47.466577, 19.0768527 47.4665461)",,,,,,,,
753979550,753978707,0,628522431,False,,cycleway,233.051,"LINESTRING (19.0239155 47.3869978, 19.0242049 47.3871067, 19.0247388 47.3872981, 19.0251282 47.3874506, 19.0260201 47.3877989, 19.0266165 47.3880214)",,,,,,,,
811931492,1316557366,0,"[265344788, 439213309]",False,,cycleway,138.832,"LINESTRING (19.0437865 47.5327933, 19.0437711 47.5327749, 19.0436627 47.5326366, 19.0435955 47.5325415, 19.0435676 47.5324957, 19.0435444 47.5324434, 19.0435373 47.5323973, 19.043543 47.5323428, 19.0435733 47.5322538, 19.0436164 47.5321717, 19.0437438 47.5320352, 19.0437611 47.5320023, 19.0437668 47.5319673, 19.0437187 47.5317755, 19.0436351 47.5317592, 19.0434986 47.531728)",,,,,,,,
819181272,2765370451,0,"[67859936, 299815811, 271575215, 271575222, 257137494]",False,,cycleway,887.8269999999999,"LINESTRING (19.1022712 47.5592012, 19.1030169 47.5593604, 19.1034642 47.559456, 19.1039492 47.5595617, 19.1040143 47.5595759, 19.1041343 47.559602, 19.1048585 47.5597323, 19.1051424 47.5597196, 19.105702 47.5597923, 19.1061835 47.5598626, 19.1066127 47.5599423, 19.1067756 47.560103, 19.1067913 47.5601185, 19.1068905 47.5603608, 19.1070749 47.560801, 19.1076696 47.5622511, 19.107736 47.5622409, 19.1078086 47.5622283, 19.1078174 47.5622511, 19.1078348 47.5622964, 19.1078778 47.5623163, 19.1082544 47.5623256, 19.1088259 47.5623271, 19.1090673 47.5623277, 19.1099694 47.5623193, 19.1100838 47.5623252, 19.1101818 47.5623441, 19.1102622 47.5623724, 19.1103387 47.5624085, 19.1103973 47.5624619, 19.1104468 47.5625226, 19.1104719 47.5625993, 19.1104725 47.5626301, 19.1104637 47.5626869, 19.1103641 47.562863, 19.1103472 47.5629354, 19.1103369 47.5630097)",,,,,,,,
839671009,638352442,0,50219649,False,,cycleway,20.4,"LINESTRING (19.0600684 47.4769505, 19.0600064 47.4769657, 19.05997 47.4769709, 19.0599574 47.4769711, 19.0599464 47.4769695, 19.0599326 47.4769651, 19.0599224 47.4769585, 19.0599061 47.4769464, 19.0598634 47.4769211, 19.0598364 47.4769071)",,,,,,,,
839671022,59770750,0,370571475,True,,cycleway,8.149,"LINESTRING (19.0656021 47.4797547, 19.0656533 47.4798193)",yes,,,,,,,
839671024,839671009,0,"[370341004, 70366868]",True,,cycleway,160.85000000000002,"LINESTRING (19.0614702 47.4769645, 19.061404 47.476899, 19.0613326 47.4768178, 19.0612349 47.4767357, 19.0611091 47.4766497, 19.0609975 47.4765877, 19.0608608 47.4765434, 19.0607563 47.4765169, 19.0606337 47.4764986, 19.0605099 47.4764989, 19.0603975 47.4765232, 19.0602941 47.4765626, 19.0602111 47.4766093, 19.0601488 47.4766732, 19.0600942 47.4767356, 19.0600562 47.4768124, 19.0600488 47.4768727, 19.0600684 47.4769505)",,,,,,,,
839671024,4548203292,0,162135516,False,,cycleway,29.926000000000002,"LINESTRING (19.0614702 47.4769645, 19.0615087 47.4769382, 19.0615567 47.4768898, 19.0616075 47.4768207, 19.0616301 47.4767842, 19.0616535 47.4767293)",,,,,,,,
839671024,2281223169,0,205832340,False,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,151.243,"LINESTRING (19.0614702 47.4769645, 19.0613711 47.4771113, 19.0612679 47.4772241, 19.0610621 47.4774487, 19.0607226 47.4777681, 19.0604761 47.4779909, 19.0603978 47.4780525, 19.0603526 47.4780912)",,,,,,,,
928509934,6783423259,0,79564714,False,,cycleway,423.96700000000004,"LINESTRING (19.1717929 47.5378595, 19.1731064 47.5372912, 19.1745163 47.5366772, 19.1758502 47.5360964, 19.1760517 47.5360087, 19.1765311 47.535785)",,,,,,,,
928521147,6783423258,0,723212909,False,,cycleway,45.787,"LINESTRING (19.1772474 47.535488, 19.1777515 47.5352562)",,,,,,,,
928522263,6856772143,0,732261725,False,,cycleway,81.036,"LINESTRING (19.1785631 47.5349151, 19.1794103 47.5344635)",,,,,,,,
945470890,945470897,0,313857130,False,Dr. Köves János sétány,cycleway,231.163,"LINESTRING (19.1134761 47.4807572, 19.113689 47.4809025, 19.1139008 47.4810469, 19.1142425 47.4813921, 19.1144336 47.4816385, 19.1146035 47.4819112, 19.1147168 47.4821635, 19.114738 47.4823728, 19.1146615 47.4825745)",,,,,,,,
945470897,945470890,0,313857130,False,Dr. Köves János sétány,cycleway,231.16299999999998,"LINESTRING (19.1146615 47.4825745, 19.114738 47.4823728, 19.1147168 47.4821635, 19.1146035 47.4819112, 19.1144336 47.4816385, 19.1142425 47.4813921, 19.1139008 47.4810469, 19.113689 47.4809025, 19.1134761 47.4807572)",,,,,,,,
948493935,1307321828,0,81401180,False,,cycleway,2393.615,"LINESTRING (19.2837285 47.4898687, 19.2835624 47.489791, 19.283384 47.4897465, 19.2819852 47.4891343, 19.2818601 47.4890613, 19.2814059 47.4887627, 19.280399 47.4881232, 19.2800578 47.4878915, 19.2795125 47.4875496, 19.2788162 47.4871438, 19.2783315 47.486919, 19.2776212 47.4866405, 19.2774989 47.4865978, 19.2743765 47.4860726, 19.2741343 47.4860123, 19.2739038 47.4859095, 19.2737958 47.4858649, 19.2736877 47.4858045, 19.2730547 47.4853643, 19.2725807 47.4850157, 19.2723428 47.484929, 19.2722799 47.4848971, 19.2722063 47.4848784, 19.2718384 47.4848014, 19.2710523 47.4846714, 19.269687 47.4844264, 19.2693715 47.4843849, 19.2690452 47.4843735, 19.2688453 47.4843792, 19.2686778 47.4843936, 19.2682623 47.4844653, 19.2680532 47.4844881, 19.2677903 47.4845062, 19.2674694 47.4845011, 19.2656177 47.4844422, 19.2631824 47.4843627, 19.2608109 47.4842711, 19.2584876 47.4839378, 19.2583916 47.483908, 19.2583037 47.4838391, 19.2582235 47.4838372, 19.2580313 47.4838359, 19.2578451 47.4838111, 19.2574632 47.4837944, 19.2559462 47.4835336, 19.2554848 47.483462, 19.2550437 47.4833999, 19.254651 47.4833534)",,,,,,,,
948493960,948494273,0,410344867,False,,cycleway,5.501,"LINESTRING (19.2434174 47.4850832, 19.2433442 47.4850828)",,,,,,,,
948493960,2006361188,0,81401137,False,,cycleway,283.27,"LINESTRING (19.2434174 47.4850832, 19.2431279 47.4839767, 19.2426203 47.4825948)",,,,,,,,
948493960,1307321828,0,81401180,False,,cycleway,868.2209999999999,"LINESTRING (19.2434174 47.4850832, 19.2440081 47.4850286, 19.2449687 47.4848895, 19.2454311 47.48479, 19.2456432 47.484739, 19.2461144 47.4846692, 19.2462872 47.48464, 19.249345 47.4839736, 19.2497501 47.4839089, 19.2502105 47.4838419, 19.2505906 47.4838084, 19.2508481 47.4837776, 19.2543593 47.48335, 19.254651 47.4833534)",,,,,,,,
948494021,3038533375,0,"[161805897, 299788513]",False,,cycleway,285.543,"LINESTRING (19.2452044 47.4818946, 19.2453321 47.4818661, 19.2454273 47.4818555, 19.2469065 47.4815738, 19.2483264 47.4813035, 19.2485334 47.4812598, 19.2486833 47.4812023, 19.248694 47.4810893)",,,,,,,,
948494021,948494055,0,"[183052433, 299923625, 299923620]",False,,cycleway,512.064,"LINESTRING (19.2452044 47.4818946, 19.2445518 47.480211, 19.2443853 47.4797021, 19.2447469 47.4784702, 19.2447204 47.4784066, 19.2445137 47.4779103, 19.2443109 47.4774233)",,,,,,,,
948494021,1737619943,0,299788514,False,,cycleway,249.876,"LINESTRING (19.2452044 47.4818946, 19.2440468 47.4820861, 19.2426369 47.4823468, 19.2425358 47.4823646, 19.2423875 47.4823853, 19.2419859 47.4824579)",,,,,,,,
948494055,948494021,0,"[299923625, 183052433, 299923620]",False,,cycleway,512.0640000000001,"LINESTRING (19.2443109 47.4774233, 19.2445137 47.4779103, 19.2447204 47.4784066, 19.2447469 47.4784702, 19.2443853 47.4797021, 19.2445518 47.480211, 19.2452044 47.4818946)",,,,,,,,
948494273,948493960,0,410344867,False,,cycleway,5.501,"LINESTRING (19.2433442 47.4850828, 19.2434174 47.4850832)",,,,,,,,
960438763,318627748,0,"[328759060, 265871367]",False,,cycleway,266.49600000000004,"LINESTRING (19.1034481 47.4809309, 19.1034972 47.4811253, 19.1035401 47.4812957, 19.1036539 47.4815327, 19.103904 47.4818025, 19.1040492 47.4819107, 19.1041009 47.4819728, 19.1042306 47.4821289, 19.1044358 47.4823939, 19.1045578 47.4824357, 19.1049927 47.4825152, 19.1053534 47.4825887, 19.1054728 47.4826665)",,,,,,,,
960438772,738593938,0,"[135038938, 299285956, 299746670]",False,,cycleway,417.144,"LINESTRING (19.1018065 47.4780253, 19.1016237 47.4778949, 19.1014484 47.4776655, 19.1012942 47.4775227, 19.1011259 47.4773841, 19.1009511 47.4771824, 19.1008211 47.476969, 19.100784 47.4768041, 19.1007747 47.4766296, 19.1008304 47.4763433, 19.1008766 47.4761582, 19.1009583 47.4759688, 19.1008147 47.4759336, 19.0998981 47.475704, 19.0998488 47.4757091, 19.0995752 47.4757669, 19.0995438 47.4757626, 19.0993067 47.475685, 19.0990521 47.4756017, 19.0989226 47.4755634)",,,,,,,,
960438830,726138120,0,"[219140442, 350672947, 32473300]",False,,cycleway,184.38199999999998,"LINESTRING (19.1073862 47.4850263, 19.10734 47.4850804, 19.1072396 47.4851793, 19.107193 47.4853211, 19.1072695 47.4854999, 19.1073217 47.4855713, 19.1073905 47.485653, 19.1076265 47.4859179, 19.1078506 47.486259, 19.1079611 47.4863922, 19.1080316 47.4865192)",,,,,,,,
990473653,26883777,0,85445545,False,,cycleway,4.711,"LINESTRING (19.2358817 47.4715429, 19.2359001 47.4715834)",,,,,,,,
990473653,1247360098,0,85445545,False,,cycleway,130.119,"LINESTRING (19.2358817 47.4715429, 19.2358943 47.4713948, 19.2359465 47.4713288, 19.2365473 47.4711185, 19.2365769 47.4710871, 19.2365706 47.4710458, 19.2365403 47.4709747, 19.2363317 47.4706687)",,,,,,,,
990473653,26883778,0,410374333,False,,cycleway,74.954,"LINESTRING (19.2358817 47.4715429, 19.2350663 47.4717963, 19.2351141 47.4718555)",,,,,,,,
990473681,990473692,0,299923660,False,,cycleway,156.269,"LINESTRING (19.2377346 47.4696704, 19.2376189 47.4697002, 19.2363267 47.4702115, 19.2362441 47.4702614, 19.2361805 47.470366, 19.2362072 47.4704862)",,,,,,,,
990473692,990473681,0,299923660,False,,cycleway,156.26899999999998,"LINESTRING (19.2362072 47.4704862, 19.2361805 47.470366, 19.2362441 47.4702614, 19.2363267 47.4702115, 19.2376189 47.4697002, 19.2377346 47.4696704)",,,,,,,,
1051631308,3039258148,0,"[299843950, 299843951]",False,,cycleway,494.869,"LINESTRING (19.152416 47.504817, 19.152461 47.5047258, 19.1526905 47.5037194, 19.1528871 47.5028658, 19.1529851 47.5025106, 19.1531315 47.5023039, 19.1535741 47.5004461)",,,,,,,,
1157810656,1194274462,0,"[266804413, 495297807]",False,,cycleway,54.904999999999994,"LINESTRING (19.0420935 47.440997, 19.0421831 47.4409448, 19.0424731 47.4409232, 19.0424814 47.440925, 19.0424861 47.4409308, 19.0424914 47.4409804, 19.0424965 47.4410387, 19.0425168 47.4410619, 19.0425458 47.4410786, 19.042566 47.4410961, 19.0425744 47.4411162)",,,,,,,,
1169493796,1985075982,0,659992162,False,,cycleway,8.436,"LINESTRING (19.0265076 47.4644036, 19.026617 47.4643867)",,,,,,,,
1177371349,4127688548,0,"[411047572, 411397574, 598944831]",False,,cycleway,186.32800000000003,"LINESTRING (19.0182853 47.4650858, 19.0179475 47.4652081, 19.0178235 47.4652318, 19.0176741 47.4652949, 19.0175897 47.4653276, 19.0165528 47.4657686, 19.0165151 47.4658107, 19.0164926 47.4658302, 19.0164732 47.4658414, 19.0164469 47.4658427, 19.0163825 47.4658248, 19.0162082 47.4657804, 19.0161596 47.4657699)",,,,,,,,
1178769878,6005110912,0,"[667408852, 54357780, 59552726, 54357783, 61681432, 162101787, 404989438, 404989439]",False,,cycleway,1267.059,"LINESTRING (19.064224 47.4695213, 19.0640674 47.469505, 19.063987 47.469506, 19.0633294 47.4695355, 19.0622703 47.4695842, 19.0622138 47.4695822, 19.0621613 47.4695747, 19.0621154 47.4695632, 19.062072 47.4695438, 19.0620346 47.4695196, 19.0619997 47.4694858, 19.0619795 47.4694513, 19.061974 47.4694156, 19.0619755 47.4693835, 19.0619819 47.4693539, 19.0619969 47.4693285, 19.0620193 47.4692988, 19.0620482 47.4692728, 19.0621106 47.4692344, 19.0622043 47.4691953, 19.0622731 47.4691768, 19.0623809 47.469153, 19.0626686 47.4691242, 19.0631729 47.469076, 19.063502 47.4690437, 19.0638041 47.4690193, 19.0639543 47.469009, 19.0640925 47.4690034, 19.0643263 47.4689964, 19.0647314 47.4689836, 19.0650733 47.4689741, 19.0651286 47.4689731, 19.0706116 47.4688695, 19.070792 47.4688648, 19.0708131 47.4688632, 19.0708488 47.4688605, 19.0709328 47.4688388, 19.0710642 47.4688372, 19.071881 47.4688618, 19.0730796 47.4690008, 19.0736587 47.4690841, 19.0739521 47.4691224, 19.0740117 47.4691166, 19.0740256 47.4690694, 19.0740373 47.4690301, 19.0742245 47.4689661, 19.0743617 47.4689525, 19.0746329 47.4689497, 19.0747431 47.4689262, 19.0749453 47.4686344, 19.0749649 47.4686039, 19.0749893 47.4685581, 19.0750707 47.4685552, 19.0751204 47.4685529, 19.0753279 47.4685463, 19.0754484 47.4686448, 19.075564 47.4686537, 19.0756168 47.4686579)",cantilever,,,,,,,
1178769878,6882089171,0,"[731712648, 162101785, 363073552, 667400190]",False,,cycleway,1069.459,"LINESTRING (19.064224 47.4695213, 19.0643201 47.4695413, 19.064375 47.4695527, 19.0644429 47.4695662, 19.064515 47.4695666, 19.0646645 47.4695685, 19.064737 47.4695662, 19.0647049 47.4690208, 19.0646848 47.4684956, 19.0646789 47.4684114, 19.0646697 47.4683176, 19.0646452 47.468254, 19.064577 47.4681764, 19.064513 47.4681312, 19.0644471 47.4680905, 19.064303 47.4680338, 19.0641843 47.468012, 19.0640543 47.4680117, 19.0638033 47.4680379, 19.0629929 47.4681444, 19.0625703 47.4681958, 19.062294 47.468221, 19.0621159 47.4682319, 19.0618682 47.4682365, 19.0613772 47.4682321, 19.0605299 47.4682285, 19.0601368 47.4682279, 19.0593888 47.4682498, 19.0592581 47.4682567, 19.0592203 47.4682593, 19.0589884 47.4682754, 19.0587817 47.4682899, 19.0586971 47.4682955, 19.057631 47.4683755, 19.0572986 47.4684122, 19.0571404 47.4684309, 19.0569051 47.4684609, 19.0564422 47.4685283, 19.0556187 47.4686566, 19.0552602 47.4687078, 19.0545568 47.4687808, 19.0536959 47.4689377, 19.05347 47.4689859, 19.0534194 47.4690146, 19.0533776 47.4690702, 19.0533472 47.4690935, 19.0533298 47.469112, 19.0533143 47.4691533)",,,,,,,,
