u,v,key,osmid,oneway,name,highway,length,geometry,bridge,width,lanes,tunnel,maxspeed,junction,ref,access
2208414446,3220301636,0,"[406804215, 315467149, 210794231]",False,Szilas-patak menti kerékpár- és futóút,cycleway,1985.4470000000003,"LINESTRING (19.1917277 47.5279979, 19.1917714 47.5279942, 19.1918157 47.5279806, 19.1927837 47.5274679, 19.1944461 47.5265983, 19.1947798 47.5264269, 19.1951673 47.5262131, 19.1965433 47.5254313, 19.1980678 47.5245382, 19.1985616 47.5242478, 19.1999848 47.5234531, 19.202824 47.5220134, 19.2054251 47.5207055, 19.2065118 47.5201683, 19.2090252 47.518909, 19.2091811 47.5188043, 19.2093965 47.5187159, 19.2101134 47.5183577, 19.2111239 47.517847, 19.2114517 47.5176852, 19.2117677 47.5175265, 19.2119348 47.5174906, 19.2120761 47.5174454, 19.2125829 47.517224, 19.2127078 47.5171722)",,3,,,,,,
2208414446,3220311017,0,"[262678416, 262678413, 807860381]",False,,cycleway,239.38600000000002,"LINESTRING (19.1917277 47.5279979, 19.1917198 47.5280454, 19.1917334 47.5280857, 19.191861 47.5281887, 19.1919687 47.5281143, 19.1920241 47.528083, 19.1920909 47.5280672, 19.1921601 47.5280773, 19.1923849 47.5281697, 19.1935261 47.5286766, 19.1938215 47.5288118, 19.1941039 47.5289442, 19.1941299 47.5289811, 19.1941178 47.5290476)",yes,,,,,,,no
2212038744,595658286,0,211192677,False,Bulcsú park,cycleway,154.364,"LINESTRING (19.0613647 47.517625, 19.0615324 47.5178735, 19.0617074 47.5181329, 19.0617681 47.5181879, 19.0620139 47.5184104, 19.0622199 47.518597, 19.0624422 47.5187983)",,,,,,,,
2226024517,282197413,0,"[502612955, 212792892, 502612957]",False,Bajcsy-Zsilinszky út,cycleway,134.855,"LINESTRING (19.0758544 47.4350462, 19.0758516 47.4350093, 19.0758475 47.4349661, 19.07587 47.4348632, 19.0758691 47.4348057, 19.0758524 47.4345971, 19.0759702 47.4345937, 19.0759532 47.4343786, 19.0759164 47.4339123)",,,,,,,,
2226024517,1937293167,0,"[837140396, 264976141, 264976142, 264976143, 206113969]",False,,cycleway,368.531,"LINESTRING (19.0758544 47.4350462, 19.0751558 47.4350805, 19.073859 47.4351574, 19.0735822 47.4351703, 19.0727949 47.435207, 19.0721527 47.4352306, 19.0711107 47.4352605, 19.070966 47.4352638)",,,,,,,,
2226024517,2701425381,0,264976143,False,,cycleway,14.165999999999999,"LINESTRING (19.0758544 47.4350462, 19.0759376 47.4350408, 19.076006 47.4350392, 19.0760423 47.4350388)",,,,,,,,
2267495346,260903804,0,217483074,False,,cycleway,21.945999999999998,"LINESTRING (19.0548986 47.4980158, 19.0547884 47.4979904, 19.0546221 47.4979521)",,,,,,,,
2270321992,4269720684,0,299694250,False,,cycleway,52.539,"LINESTRING (19.1673295 47.5139348, 19.1674126 47.5139146, 19.1676544 47.513712, 19.1677365 47.5136584, 19.1678201 47.5136083)",,,,,,,,
2273729887,514866189,0,"[264982946, 264982947, 632139261, 632139255]",False,,cycleway,477.205,"LINESTRING (19.0578833 47.4128891, 19.0579616 47.412983, 19.0587012 47.4138309, 19.058743 47.4138734, 19.0590629 47.4142005, 19.0595446 47.414693, 19.0599819 47.4151874, 19.0605748 47.4158577, 19.0610068 47.4163461, 19.061131 47.4164865, 19.061158 47.416517, 19.061188 47.4165509)",,,,,,,,
2273729887,514866176,0,"[41771649, 632139261, 410055350, 264982949]",False,,cycleway,742.763,"LINESTRING (19.0578833 47.4128891, 19.0575489 47.4124576, 19.0569934 47.4118422, 19.0569299 47.4117719, 19.0561077 47.4108815, 19.0557746 47.4105233, 19.0557128 47.4104673, 19.0556373 47.4103184, 19.0554022 47.4098546, 19.055082 47.4092478, 19.0547725 47.4086572, 19.0544634 47.408073, 19.0541266 47.40744, 19.0538124 47.4068428)",,,,,,,,
2273729887,6096044395,0,649607578,False,,cycleway,563.752,"LINESTRING (19.0578833 47.4128891, 19.0551607 47.4140072, 19.0548489 47.4141353, 19.0514672 47.415507)",,,,,,,,
2281223169,4548203412,0,205832340,False,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,44.281000000000006,"LINESTRING (19.0603526 47.4780912, 19.060196 47.4782365, 19.0601128 47.4783084, 19.0599943 47.4784072)",,,,,,,,
2281223169,839671024,0,205832340,False,EuroVelo-6 budai Duna-parti kerékpárút,cycleway,151.243,"LINESTRING (19.0603526 47.4780912, 19.0603978 47.4780525, 19.0604761 47.4779909, 19.0607226 47.4777681, 19.0610621 47.4774487, 19.0612679 47.4772241, 19.0613711 47.4771113, 19.0614702 47.4769645)",,,,,,,,
2281481709,514866189,0,"[264982935, 636606739, 632139255, 264982936, 264982937]",False,,cycleway,838.0809999999999,"LINESTRING (19.0626118 47.4220742, 19.0625939 47.4220291, 19.0626582 47.4219854, 19.0638361 47.4217039, 19.0650884 47.4214017, 19.0651946 47.4213729, 19.0652789 47.4213502, 19.0652357 47.421295, 19.0638244 47.4196566, 19.0620863 47.4176372, 19.0616566 47.4171379, 19.0616449 47.4170776, 19.061188 47.4165509)",,,,,,,,
2281481709,2281481882,0,"[646565089, 528947244, 629934285, 215061100, 528958735, 629934288, 636606739, 264982932, 264982933, 264982934, 264982931]",False,,cycleway,2434.2270000000003,"LINESTRING (19.0626118 47.4220742, 19.0627176 47.4221492, 19.0634462 47.4236263, 19.0634392 47.4237069, 19.0635232 47.4238712, 19.0635816 47.4239628, 19.0636937 47.4240418, 19.0640953 47.424778, 19.0642611 47.425116, 19.0649592 47.4264572, 19.065104 47.4267195, 19.0652441 47.4269517, 19.0652745 47.4270243, 19.0652511 47.4270812, 19.0653772 47.427364, 19.0655025 47.4275244, 19.0657074 47.4280235, 19.0658799 47.4285729, 19.0659271 47.4287551, 19.0659776 47.4290649, 19.0660536 47.43031, 19.0660617 47.4303554, 19.066098 47.4303879, 19.0661193 47.4304193, 19.0661532 47.4304801, 19.0661614 47.4305647, 19.0661683 47.4306866, 19.0661942 47.430736, 19.0662808 47.4307852, 19.0663019 47.4308613, 19.0664074 47.43193, 19.0663765 47.4319766, 19.0662916 47.4320359, 19.0662986 47.432179, 19.0663243 47.4323184, 19.0664064 47.4323878, 19.0664437 47.4324433, 19.0666047 47.4350741, 19.0666078 47.4351762, 19.066604 47.4353044, 19.0666016 47.4353971, 19.066604 47.4354533, 19.0665984 47.435832, 19.0664337 47.4370778, 19.0663868 47.4377709, 19.0663868 47.4379178, 19.0664123 47.4380575, 19.0664592 47.4381727, 19.0665075 47.4382332, 19.0665369 47.4382752, 19.0666602 47.4383919, 19.0667618 47.4384731, 19.0668709 47.4385375, 19.0670211 47.4386235, 19.0671606 47.4386734, 19.0673484 47.4387333, 19.0675482 47.4387795, 19.0677654 47.438805, 19.067976 47.4388149, 19.0682308 47.4388149, 19.0685741 47.438805, 19.0689107 47.4387831, 19.0691701 47.4387782, 19.0693512 47.4387891, 19.0695266 47.4388026, 19.0697723 47.4388453, 19.0700017 47.4388952, 19.0703685 47.4390065, 19.0704925 47.4390286, 19.0706588 47.439015, 19.0706419 47.4390953, 19.0706479 47.4392109, 19.0706615 47.4392544, 19.0707071 47.4392862, 19.0707017 47.4393116, 19.0706621 47.4393333, 19.0705958 47.4393724, 19.0710169 47.4396599, 19.0710531 47.4396808, 19.071324 47.4399103, 19.0714849 47.4400653, 19.0716365 47.4402359, 19.071674 47.4402812, 19.0717115 47.4403339, 19.0717464 47.440343, 19.0718377 47.4403139, 19.0719862 47.4402613, 19.0720487 47.4402693, 19.0721023 47.4403321, 19.0721953 47.4403309, 19.072348 47.4403255)",,,,,,,,
2281481709,4886079014,0,496961704,False,,footway,45.824,"LINESTRING (19.0626118 47.4220742, 19.0624835 47.4220944, 19.0623456 47.422124, 19.062207 47.4221528, 19.0621839 47.4221504, 19.0621687 47.422138, 19.0621247 47.4220477)",,,,,,,,
2281481882,2281481709,0,"[646565089, 215061100, 629934285, 528947244, 528958735, 629934288, 264982931, 264982932, 264982933, 264982934, 636606739]",False,,cycleway,2434.2270000000003,"LINESTRING (19.072348 47.4403255, 19.0721953 47.4403309, 19.0721023 47.4403321, 19.0720487 47.4402693, 19.0719862 47.4402613, 19.0718377 47.4403139, 19.0717464 47.440343, 19.0717115 47.4403339, 19.071674 47.4402812, 19.0716365 47.4402359, 19.0714849 47.4400653, 19.071324 47.4399103, 19.0710531 47.4396808, 19.0710169 47.4396599, 19.0705958 47.4393724, 19.0706621 47.4393333, 19.0707017 47.4393116, 19.0707071 47.4392862, 19.0706615 47.4392544, 19.0706479 47.4392109, 19.0706419 47.4390953, 19.0706588 47.439015, 19.0704925 47.4390286, 19.0703685 47.4390065, 19.0700017 47.4388952, 19.0697723 47.4388453, 19.0695266 47.4388026, 19.0693512 47.4387891, 19.0691701 47.4387782, 19.0689107 47.4387831, 19.0685741 47.438805, 19.0682308 47.4388149, 19.067976 47.4388149, 19.0677654 47.438805, 19.0675482 47.4387795, 19.0673484 47.4387333, 19.0671606 47.4386734, 19.0670211 47.4386235, 19.0668709 47.4385375, 19.0667618 47.4384731, 19.0666602 47.4383919, 19.0665369 47.4382752, 19.0665075 47.4382332, 19.0664592 47.4381727, 19.0664123 47.4380575, 19.0663868 47.4379178, 19.0663868 47.4377709, 19.0664337 47.4370778, 19.0665984 47.435832, 19.066604 47.4354533, 19.0666016 47.4353971, 19.066604 47.4353044, 19.0666078 47.4351762, 19.0666047 47.4350741, 19.0664437 47.4324433, 19.0664064 47.4323878, 19.0663243 47.4323184, 19.0662986 47.432179, 19.0662916 47.4320359, 19.0663765 47.4319766, 19.0664074 47.43193, 19.0663019 47.4308613, 19.0662808 47.4307852, 19.0661942 47.430736, 19.0661683 47.4306866, 19.0661614 47.4305647, 19.0661532 47.4304801, 19.0661193 47.4304193, 19.066098 47.4303879, 19.0660617 47.4303554, 19.0660536 47.43031, 19.0659776 47.4290649, 19.0659271 47.4287551, 19.0658799 47.4285729, 19.0657074 47.4280235, 19.0655025 47.4275244, 19.0653772 47.427364, 19.0652511 47.4270812, 19.0652745 47.4270243, 19.0652441 47.4269517, 19.065104 47.4267195, 19.0649592 47.4264572, 19.0642611 47.425116, 19.0640953 47.424778, 19.0636937 47.4240418, 19.0635816 47.4239628, 19.0635232 47.4238712, 19.0634392 47.4237069, 19.0634462 47.4236263, 19.0627176 47.4221492, 19.0626118 47.4220742)",,,,,,,,
2281481882,5595952141,0,"[266585568, 844826427, 447649894, 646565094, 61750662, 218949641, 183356201, 183356203, 833583692, 183356204, 60472363, 833583687, 60472339, 266587483, 266587484, 266587485, 266587486, 266585567]",False,,"['construction', 'cycleway']",2713.931,"LINESTRING (19.072348 47.4403255, 19.0722897 47.4412503, 19.0723091 47.4414209, 19.0722987 47.4415187, 19.0722809 47.4418597, 19.0722826 47.441944, 19.0722769 47.4419943, 19.0722759 47.4422763, 19.0722888 47.4423042, 19.0723278 47.4424015, 19.0722724 47.4425664, 19.0722414 47.4428483, 19.0722005 47.4432207, 19.0721135 47.4435396, 19.0720654 47.4442065, 19.0720413 47.4446401, 19.0720374 47.4448571, 19.0720365 47.4449093, 19.0720336 47.4450739, 19.0719567 47.4463157, 19.0718938 47.4473326, 19.071782 47.4495886, 19.0716562 47.4518451, 19.0715889 47.4529728, 19.0715478 47.4540994, 19.071449 47.4559389, 19.0714304 47.4564426, 19.0714244 47.4566124, 19.0714188 47.4570179, 19.0714216 47.4572671, 19.0714699 47.4575827, 19.0715181 47.4577676, 19.0715058 47.4579122, 19.0714993 47.4579737, 19.0714913 47.4580487, 19.0714521 47.4581443, 19.071443 47.4582011, 19.0714417 47.4582342, 19.0714699 47.4583062, 19.0715396 47.4586182, 19.0716045 47.458759, 19.0716158 47.4588675, 19.0716388 47.4590298, 19.0717166 47.4592964, 19.0718936 47.4596664, 19.0720304 47.4599873, 19.0721078 47.4602728, 19.0721762 47.4603994, 19.0722476 47.460503, 19.0722926 47.4606431, 19.0722924 47.4606498, 19.0722936 47.460916, 19.0725898 47.4617999, 19.0728754 47.4626498, 19.0729668 47.4629694, 19.0729919 47.4630614, 19.0729983 47.4630849, 19.0731369 47.4632127, 19.0731898 47.4634124, 19.0734418 47.4642688, 19.0734679 47.4643015, 19.0735192 47.4643278, 19.0735678 47.4643636, 19.0735846 47.4643969, 19.0735814 47.4644299, 19.0735531 47.464476)",yes,,,,,,,
2281481882,1937293093,0,"[218949643, 646565094, 264978931]",False,,cycleway,267.144,"LINESTRING (19.072348 47.4403255, 19.0723321 47.4402247, 19.0723416 47.439856, 19.0723541 47.4397141, 19.0723738 47.4395802, 19.0723818 47.4393875, 19.0723885 47.4392054, 19.0723667 47.4390743, 19.0723157 47.4390502, 19.0723249 47.4389901, 19.0724364 47.4388982, 19.0724482 47.4388438, 19.0724379 47.4388017, 19.0724336 47.438776, 19.0724134 47.4387285, 19.0727608 47.4385175, 19.0730759 47.4383211, 19.0729958 47.4382732, 19.0729413 47.4382419, 19.0729101 47.4382233)",,,,,,,,
2281811275,2003689893,0,"[237575584, 184068525, 237575583]",False,,cycleway,542.738,"LINESTRING (19.1470973 47.504762, 19.1471153 47.5047308, 19.1473282 47.5046845, 19.1489643 47.5048494, 19.1501132 47.5049753, 19.1505107 47.5050144, 19.1519361 47.5051834, 19.1521805 47.505219, 19.1523582 47.5052455, 19.1524203 47.5052538, 19.1529815 47.5053288, 19.1533181 47.5053765, 19.1538513 47.5054522, 19.1539151 47.5054597, 19.1540645 47.5054771, 19.154176 47.5054881)",yes,,,,,,,
2283490708,1987072226,0,"[236483263, 440077979, 828220678, 828220679]",False,,cycleway,305.895,"LINESTRING (19.0594719 47.4847395, 19.0594331 47.4847076, 19.0594 47.4846892, 19.0593832 47.484662, 19.0593745 47.4846456, 19.059368 47.484633, 19.0593609 47.4845964, 19.059411 47.4845611, 19.0595448 47.4844645, 19.059605 47.4844223, 19.0596061 47.4843918, 19.0596082 47.4843605, 19.0596306 47.4843344, 19.0596399 47.4843118, 19.0596486 47.4841465, 19.0597363 47.4840618, 19.0617765 47.4826695)",,,,,,,,
2286210838,685050583,0,409756589,False,,cycleway,7.712,"LINESTRING (19.0423849 47.430654, 19.0424579 47.4306053)",,,,,,,,
2290198191,280685341,0,"[781339264, 219889425, 117043792, 299343518]",False,,cycleway,340.847,"LINESTRING (19.127299 47.4638037, 19.1272525 47.463761, 19.1271997 47.4637285, 19.127169 47.4637114, 19.1271182 47.4636802, 19.1270265 47.4636294, 19.1268924 47.4635547, 19.1268496 47.4635115, 19.1268254 47.4634604, 19.1268203 47.4634037, 19.1268271 47.463356, 19.1268372 47.4632671, 19.1267246 47.4623893, 19.126562 47.4609683, 19.1266762 47.4609277)",,,,,,,,
2290198191,4123602405,0,"[299343519, 299344030, 131564190, 781339263]",False,,cycleway,237.44500000000002,"LINESTRING (19.127299 47.4638037, 19.1272775 47.4638872, 19.1279159 47.4643115, 19.1281674 47.4644594, 19.1281758 47.4645048, 19.1281234 47.4645618, 19.1281713 47.4646134, 19.128261 47.46471, 19.1283026 47.4647541, 19.1283331 47.4647865, 19.1283538 47.4648084, 19.1284028 47.4648603, 19.1283084 47.4649027, 19.12815 47.464972, 19.1276579 47.465152, 19.1276064 47.4651918, 19.1275929 47.4653101)",,,,,,,,
2291377330,1398684431,0,"[299410788, 299410789, 299410790, 299410791, 299410792, 270723151, 667215453, 667215455]",False,,"['cycleway', 'footway']",2352.3430000000003,"LINESTRING (19.242628 47.4209387, 19.2425248 47.420959, 19.2424664 47.4209934, 19.2412368 47.4221196, 19.2399597 47.4232655, 19.2398144 47.4233852, 19.2395662 47.4235896, 19.2392168 47.4238942, 19.2387985 47.4243014, 19.2385707 47.4245113, 19.2380199 47.4249814, 19.237676 47.4252755, 19.2369266 47.4259152, 19.2368929 47.425959, 19.2367234 47.4261065, 19.2366174 47.4262047, 19.236385 47.4264143, 19.2359042 47.4268525, 19.2358227 47.4269279, 19.2354446 47.4272693, 19.2347948 47.4278464, 19.2344573 47.4281443, 19.2338709 47.4286819, 19.2329751 47.42947, 19.2323078 47.4300682, 19.2317158 47.4306025, 19.2313368 47.4309348, 19.2313189 47.4309849, 19.2309719 47.4313181, 19.2305674 47.4316711, 19.2300532 47.4321338, 19.2293818 47.4327496, 19.2287533 47.4333351, 19.2281023 47.4338986, 19.2273412 47.4345831, 19.226743 47.4350974, 19.2263595 47.435443, 19.2260711 47.4357229, 19.2254901 47.4362459, 19.2249487 47.4366853, 19.2245485 47.4369872, 19.2238667 47.4374528, 19.2235679 47.4376704)",,,,,,,,
2333420879,1664334581,0,"[282159936, 595813621, 153793618, 595814981]",False,,cycleway,1571.6989999999996,"LINESTRING (19.1370113 47.502179, 19.1370498 47.5020034, 19.1370502 47.5019082, 19.1370702 47.5018342, 19.1370882 47.5017609, 19.1371316 47.5017219, 19.1371502 47.5016551, 19.1371662 47.5015927, 19.1372211 47.5014127, 19.1372572 47.5012757, 19.1372923 47.5011632, 19.1373173 47.5010832, 19.1372727 47.5009759, 19.1373074 47.5008037, 19.1373974 47.5004426, 19.1375185 47.4999267, 19.1375278 47.499841, 19.1374928 47.4998173, 19.1374585 47.4998134, 19.1374215 47.4998099, 19.1373879 47.4998064, 19.1371879 47.4997856, 19.1370157 47.4997676, 19.1370739 47.4994928, 19.1370897 47.4994228, 19.1371742 47.4990652, 19.1372754 47.4986852, 19.1374537 47.4978385, 19.1374527 47.4977261, 19.1375818 47.4971979, 19.1376754 47.4968033, 19.137721 47.4966108, 19.1377983 47.4963406, 19.1379167 47.4959577, 19.1379843 47.4956801, 19.1380549 47.4953899, 19.1382179 47.4947731, 19.1382743 47.494535, 19.1383163 47.49436, 19.1383821 47.4940975, 19.1384575 47.4937742, 19.1385121 47.4935504, 19.1385704 47.4932861, 19.1385885 47.4931842, 19.1386182 47.4930393, 19.1386346 47.4929995, 19.138678 47.4929494, 19.1387412 47.4929169, 19.138767 47.4928862, 19.1387778 47.4928527, 19.1387738 47.492821, 19.1386331 47.492633, 19.1385694 47.4925686, 19.1385248 47.4925556, 19.1383346 47.4925642, 19.1375292 47.4925969, 19.1364964 47.4926091, 19.1359167 47.4926315, 19.135742 47.4926213, 19.1354706 47.4925912, 19.1344268 47.4924319, 19.1341653 47.4924001, 19.1335648 47.4923222, 19.1326694 47.4922057)",,,,,,,,
2379476677,5664793478,0,593922543,False,Úttörők útja,residential,4.986,"LINESTRING (18.9804281 47.3904059, 18.9803973 47.3904456)",,,,,,,,
2379476677,680055595,0,"[53864876, 53864813, 299749072, 299749073, 299749074, 298121812, 299749077, 299749078]",False,,"['cycleway', 'service']",773.093,"LINESTRING (18.9804281 47.3904059, 18.9803648 47.3903827, 18.9803036 47.3903588, 18.9801659 47.3903037, 18.9798189 47.3901835, 18.9788328 47.3898873, 18.9780787 47.3896608, 18.9779804 47.3896127, 18.9779592 47.3895967, 18.9779185 47.3895659, 18.9778568 47.3895132, 18.977798 47.3894907, 18.9777231 47.3894791, 18.9776723 47.3894742, 18.9775922 47.3894768, 18.9775199 47.3894743, 18.9774477 47.3894705, 18.9773405 47.3894515, 18.9772308 47.3894203, 18.9770765 47.3893674, 18.9768699 47.3892975, 18.9763119 47.3891441, 18.9757877 47.3889981, 18.9752495 47.3888562, 18.9748521 47.3887496, 18.9741512 47.3885499, 18.9738154 47.3884638, 18.9735356 47.3883971, 18.9733997 47.3883627, 18.9733267 47.3883401, 18.9732583 47.3883162, 18.9732055 47.3882951, 18.9731261 47.3882515, 18.9730021 47.3882046, 18.9728847 47.3881764, 18.9727751 47.3881524, 18.9726957 47.388135, 18.9722609 47.3880308, 18.9722088 47.3880196, 18.9721697 47.3880844, 18.972135 47.388138, 18.9720992 47.3881499, 18.9720574 47.3881644, 18.9720453 47.3881469, 18.9720032 47.3881148, 18.9719468 47.388089, 18.9712655 47.3879001, 18.9713487 47.3878687)",,,,,,,,
2379476677,152920341,0,"[229622981, 229622984, 17273325, 17273327, 15422551]",False,"['Hugonnay Vilma utca', 'Úttörők útja', 'Kastélymúzeum utca', 'Kastélypark utca', 'Szent Flórián utca']",residential,976.3159999999999,"LINESTRING (18.9804281 47.3904059, 18.9804525 47.390377, 18.980465 47.3903623, 18.9805482 47.3902685, 18.9806081 47.3902461, 18.9806998 47.3902523, 18.9810526 47.3903174, 18.981463 47.3904233, 18.9815551 47.3904471, 18.9824224 47.3906938, 18.9835574 47.3910005, 18.983679 47.391033, 18.9847583 47.3912925, 18.9849974 47.3913685, 18.9853424 47.3915106, 18.9853955 47.3915394, 18.9857633 47.3917385, 18.986245 47.3913148, 18.9863947 47.3911831, 18.9868501 47.3914863, 18.9875021 47.3918884, 18.988166 47.3912801, 18.9882548 47.391339, 18.9882906 47.3913902, 18.9889174 47.3922882, 18.9893004 47.3928269, 18.9895611 47.3932044, 18.9896037 47.3932944, 18.9896078 47.3933031, 18.9896091 47.3933192)",,,,,,,,
2384158931,514866189,0,"[264982945, 219406850, 412985318, 629927911, 412985320, 41771890, 528944693, 264982938, 264982940, 264982941, 264982942, 264982943]",False,,cycleway,1425.7440000000001,"LINESTRING (19.0747709 47.4202318, 19.0747037 47.4202338, 19.0733597 47.4202732, 19.0732922 47.4203161, 19.0732308 47.4203556, 19.0731278 47.420416, 19.0730526 47.4203848, 19.0730031 47.4203366, 19.0729648 47.4203614, 19.0728452 47.420436, 19.0723256 47.4204006, 19.0720435 47.4203315, 19.0718943 47.4203418, 19.071769 47.4203484, 19.0712822 47.4199088, 19.0710698 47.4196555, 19.0709461 47.4195409, 19.070906 47.4195066, 19.0707439 47.419368, 19.0706611 47.419223, 19.0702654 47.418871, 19.0702223 47.4188327, 19.0702017 47.4188082, 19.0699863 47.4189392, 19.0695266 47.4192109, 19.0690745 47.419478, 19.0685909 47.4197731, 19.0685858 47.4197759, 19.0683836 47.4198822, 19.0673642 47.4204734, 19.0673139 47.4204905, 19.0672719 47.4205053, 19.0672236 47.420523, 19.067193 47.4205118, 19.0671031 47.4204163, 19.0669228 47.4202249, 19.0667182 47.4200208, 19.0662099 47.4196205, 19.0660128 47.4194903, 19.065907 47.4194205, 19.0658422 47.4193748, 19.0657751 47.4193206, 19.0644743 47.4183473, 19.0639849 47.41795, 19.0639229 47.4179037, 19.0625851 47.4168279, 19.0619606 47.4163257, 19.0618959 47.4163034, 19.0618456 47.4162908, 19.0617278 47.4163018, 19.0613916 47.4164571, 19.0612965 47.416501, 19.061188 47.4165509)",,,,,,,,
2384170117,753978878,0,"[41771115, 440082468, 628521807]",False,,cycleway,1836.072,"LINESTRING (19.0476197 47.3975922, 19.0458975 47.3967548, 19.0423419 47.3950259, 19.0404327 47.3940983, 19.0394558 47.3936099, 19.0370134 47.3922165, 19.0360749 47.3917078, 19.0358607 47.391676, 19.0355805 47.3915403, 19.03553 47.3914921, 19.0354623 47.3914274, 19.0345634 47.3910311, 19.0336131 47.3906537, 19.0334222 47.3905821, 19.0285469 47.3887581, 19.0283822 47.3887302, 19.0281461 47.3886426, 19.0280659 47.3885812, 19.0280044 47.3885275, 19.0275315 47.38835)",,,,,,,,
2429649843,2959232171,0,389055221,False,,cycleway,36.807,"LINESTRING (19.0600279 47.5175977, 19.0598815 47.5172818)",,,,,,,,
2500528019,3036853562,0,"[760265857, 760265858, 299652359, 299652360, 732262870]",False,,cycleway,2163.354,"LINESTRING (19.2454794 47.5364468, 19.245414 47.5364044, 19.2453796 47.5363545, 19.2453389 47.5362849, 19.2449902 47.5360896, 19.2444282 47.5357632, 19.244375 47.5357117, 19.2436032 47.5352368, 19.2431895 47.534967, 19.2431301 47.5349243, 19.2430064 47.5348438, 19.2429198 47.534777, 19.2428741 47.534685, 19.2426702 47.5346313, 19.2418364 47.5342187, 19.2413298 47.5339486, 19.2412624 47.5339066, 19.2403077 47.5332765, 19.2390344 47.5324563, 19.2379231 47.5317469, 19.2373066 47.5313479, 19.2362971 47.5306995, 19.2361519 47.5305911, 19.2361161 47.53057, 19.2351074 47.5299031, 19.2349673 47.5298038, 19.2349261 47.5297769, 19.2345493 47.5295311, 19.2337423 47.5290402, 19.2326798 47.5283916, 19.2313069 47.5275005, 19.2300145 47.5267132, 19.2291382 47.526138, 19.2289975 47.5260442, 19.2289015 47.5259531, 19.2288749 47.5259278, 19.228655 47.5257852, 19.2285109 47.5256917, 19.2281978 47.5254885, 19.2274836 47.5250659, 19.2265606 47.5244652, 19.2257834 47.5239508, 19.2253774 47.5236799, 19.2251775 47.5235422, 19.2247913 47.5232762, 19.2245814 47.5231246)",yes,,,,,,,
2541357719,4119820055,0,"[250807928, 596192673, 250807938, 410114971]",True,,cycleway,417.995,"LINESTRING (19.1500511 47.4618535, 19.1500437 47.4618766, 19.1500412 47.4619583, 19.1501001 47.4620364, 19.1501981 47.4621627, 19.1502518 47.4622716, 19.1522934 47.4648552, 19.1524034 47.4649853, 19.1524637 47.4652113)",yes,,,,,,,
2541357719,1467418372,0,298885657,False,,cycleway,13.401,"LINESTRING (19.1500511 47.4618535, 19.1499985 47.4618309, 19.149883 47.4618241)",,,,,,,,
2563567066,4172529556,0,416508171,False,,cycleway,17.577,"LINESTRING (19.0345913 47.5097149, 19.0346112 47.5098724)",,,,,,,,
2563567066,268215950,0,"[53864856, 430411174]",True,,"['cycleway', 'path']",441.36400000000003,"LINESTRING (19.0345913 47.5097149, 19.0345578 47.5097083, 19.0344899 47.5097058, 19.0343799 47.5097105, 19.0342866 47.5097155, 19.0336875 47.5096441, 19.0336021 47.5096001, 19.0326866 47.5094534, 19.0318797 47.5093165, 19.031579 47.5092697, 19.0302001 47.509055, 19.029416 47.5089436, 19.0289233 47.5088662, 19.0288965 47.5088375)",,,,,,,,
2571740740,727643654,0,250807952,False,,cycleway,278.597,"LINESTRING (19.1501226 47.4644551, 19.1509352 47.4642609, 19.1512822 47.4643454, 19.1519663 47.4651426, 19.1524978 47.465803)",,,,,,,,
2582280466,282180182,0,"[410593626, 252121052, 252121044, 265004596]",False,,cycleway,742.3919999999999,"LINESTRING (19.1034376 47.4391541, 19.1027031 47.4387553, 19.1024798 47.4385862, 19.1024255 47.4385583, 19.1023523 47.4385204, 19.1023008 47.4385099, 19.10137 47.4380264, 19.1012826 47.4380024, 19.1012178 47.4379845, 19.1007171 47.4377036, 19.1006799 47.4376233, 19.1004724 47.4375028, 19.1001794 47.4373501, 19.099975 47.4372626, 19.0997636 47.437181, 19.0994983 47.437108, 19.0992696 47.4370669, 19.0985524 47.4370077, 19.0985251 47.4369838, 19.0985227 47.4369544, 19.0985722 47.436896, 19.0986464 47.4368142, 19.098693 47.4367621, 19.0986858 47.4367379, 19.0985749 47.4366815, 19.0984885 47.4366433, 19.0984457 47.4366243, 19.0984056 47.4366253, 19.0982943 47.436669, 19.0982687 47.4366841, 19.0982287 47.4366882, 19.0978584 47.4366477, 19.0975367 47.436627, 19.0973547 47.4366165, 19.0971881 47.4366066, 19.0969497 47.4365894, 19.0968207 47.436573, 19.0966709 47.436535, 19.0965476 47.4364709, 19.0964733 47.4363938, 19.0963396 47.4361742, 19.0962463 47.4360085, 19.0961669 47.4358863, 19.0960741 47.4358436, 19.0960205 47.4357815)",,,,,,,,
2585587168,3313267870,0,324615736,False,,cycleway,55.842,"LINESTRING (19.0517404 47.4911741, 19.0517577 47.4911214, 19.0517956 47.4910284, 19.052025 47.4907656, 19.0520568 47.4907242)",,,,,,,,
2585587168,1758964359,0,"[324615736, 353288347, 252529792]",False,,cycleway,201.68400000000003,"LINESTRING (19.0517404 47.4911741, 19.0516559 47.4911857, 19.0515829 47.4913218, 19.0515134 47.4914206, 19.0515218 47.4914631, 19.0514724 47.4915064, 19.0514253 47.491542, 19.0510765 47.4919536, 19.0510199 47.4920517, 19.0510039 47.4921545, 19.0509792 47.4923566, 19.0509526 47.4924582, 19.0508624 47.4927145, 19.0508277 47.4928155)",,,,,,,,
