u,v,key,osmid,oneway,name,highway,length,geometry,bridge,width,lanes,tunnel,maxspeed,access,ref,junction,service
75026498,75036672,0,585768236,False,Kiránduló utca,residential,166.62,"LINESTRING (19.0122891 47.4291877, 19.0137769 47.4290352, 19.0144791 47.4289632)",,,,,30,,,,
75027161,429448090,0,585768234,False,Liszt Ferenc út,residential,5.228,"LINESTRING (19.0119415 47.4277709, 19.0118837 47.427797)",,,,,30,,,,
75027161,75032153,0,9620233,False,Zöldike utca,residential,73.312,"LINESTRING (19.0119415 47.4277709, 19.0120249 47.4278256, 19.0120753 47.4278866, 19.0121628 47.428394)",,,,,30,,,,
75027161,85498606,0,585768234,False,Liszt Ferenc út,residential,143.012,"LINESTRING (19.0119415 47.4277709, 19.0120944 47.4277018, 19.0121718 47.4276669, 19.0125037 47.4275464, 19.0127199 47.4274956, 19.0137109 47.4273361)",,,,,30,,,,
75029561,75026498,0,9620301,False,Kiránduló utca,residential,405.21399999999994,"LINESTRING (19.006956 47.4296733, 19.0070603 47.4296683, 19.0071027 47.4296675, 19.0073669 47.4296622, 19.0077812 47.429654, 19.0078818 47.4296512, 19.0107023 47.4293433, 19.0122891 47.4291877)",,,2,,30,,,,
75031145,75031146,0,9620358,False,Bozót utca,residential,183.76800000000003,"LINESTRING (19.0194208 47.4283649, 19.0194593 47.4285162, 19.0194425 47.4288759, 19.0193242 47.429548, 19.0192704 47.4298817, 19.0192918 47.4300076)",,,,,30,,,,
75031145,75039393,0,585768236,False,Kiránduló utca,residential,127.07499999999999,"LINESTRING (19.0194208 47.4283649, 19.0192088 47.4284955, 19.0190188 47.4286137, 19.0188159 47.428702, 19.0185594 47.4287625, 19.0179304 47.4288008)",,,,,30,,,,
75031145,75032146,0,"[585768235, 585768236]",False,"['Kiránduló utca', 'Kócsag utca']",residential,241.48899999999998,"LINESTRING (19.0194208 47.4283649, 19.0199585 47.4280155, 19.020044 47.42796, 19.0199455 47.4279074, 19.019897 47.4278815, 19.0197959 47.4278449, 19.0196877 47.4278057, 19.0194991 47.4277655, 19.0192455 47.4277612, 19.017783 47.4278618)",,,1,,30,,,,
75031146,75039338,0,32849078,False,Arany János út,residential,97.461,"LINESTRING (19.0192918 47.4300076, 19.0180079 47.4301253)",,,2,,30,,,,
75031146,75031145,0,9620358,False,Bozót utca,residential,183.768,"LINESTRING (19.0192918 47.4300076, 19.0192704 47.4298817, 19.0193242 47.429548, 19.0194425 47.4288759, 19.0194593 47.4285162, 19.0194208 47.4283649)",,,,,30,,,,
75031146,74985348,0,32849078,False,Arany János út,residential,112.933,"LINESTRING (19.0192918 47.4300076, 19.0202892 47.4298753, 19.020601 47.4298328, 19.020676 47.4298256, 19.0207659 47.4298156)",,,2,,30,,,,
75032146,75039392,0,737416996,False,Eperszem utca,residential,99.941,"LINESTRING (19.017783 47.4278618, 19.0176677 47.4269664)",,,,,30,,,,
75032146,75031145,0,"[585768235, 585768236]",False,"['Kiránduló utca', 'Kócsag utca']",residential,241.489,"LINESTRING (19.017783 47.4278618, 19.0192455 47.4277612, 19.0194991 47.4277655, 19.0196877 47.4278057, 19.0197959 47.4278449, 19.019897 47.4278815, 19.0199455 47.4279074, 19.020044 47.42796, 19.0199585 47.4280155, 19.0194208 47.4283649)",,,1,,30,,,,
75032146,75039393,0,737416996,False,Eperszem utca,residential,105.0,"LINESTRING (19.017783 47.4278618, 19.0178854 47.4285144, 19.0179304 47.4288008)",,,,,30,,,,
75032146,75032148,0,793267773,False,Kócsag utca,residential,136.89600000000002,"LINESTRING (19.017783 47.4278618, 19.016037 47.4279627, 19.0159698 47.4279666)",,,1,,30,,,,
75032148,2992196354,0,9620627,False,Szebeni utca,residential,100.83,"LINESTRING (19.0159698 47.4279666, 19.0160515 47.4288717)",,,,,30,,,,
75032148,75038163,0,9620627,False,Szebeni utca,residential,97.804,"LINESTRING (19.0159698 47.4279666, 19.0158873 47.4270888)",,,,,30,,,,
75032148,75032151,0,793267773,False,Kócsag utca,residential,127.959,"LINESTRING (19.0159698 47.4279666, 19.0153924 47.4280082, 19.0149829 47.42805, 19.0142994 47.4281702)",,,1,,30,,,,
75032148,75032146,0,793267773,False,Kócsag utca,residential,136.89600000000002,"LINESTRING (19.0159698 47.4279666, 19.016037 47.4279627, 19.017783 47.4278618)",,,1,,30,,,,
75032151,75036672,0,9620597,False,Mérleg utca,residential,89.208,"LINESTRING (19.0142994 47.4281702, 19.0144791 47.4289632)",,,,,30,,,,
75032151,75036671,0,9620597,False,Mérleg utca,residential,99.764,"LINESTRING (19.0142994 47.4281702, 19.0141272 47.4272806)",,,,,30,,,,
75032151,75032153,0,793267773,False,Kócsag utca,residential,162.86200000000002,"LINESTRING (19.0142994 47.4281702, 19.013694 47.4282686, 19.0121628 47.428394)",,,1,,30,,,,
75032151,75032148,0,793267773,False,Kócsag utca,residential,127.95899999999999,"LINESTRING (19.0142994 47.4281702, 19.0149829 47.42805, 19.0153924 47.4280082, 19.0159698 47.4279666)",,,1,,30,,,,
75032153,75026498,0,9620233,False,Zöldike utca,residential,88.765,"LINESTRING (19.0121628 47.428394, 19.0122633 47.4290255, 19.0122891 47.4291877)",,,,,30,,,,
75032153,75027161,0,9620233,False,Zöldike utca,residential,73.312,"LINESTRING (19.0121628 47.428394, 19.0120753 47.4278866, 19.0120249 47.4278256, 19.0119415 47.4277709)",,,,,30,,,,
75032153,75032151,0,793267773,False,Kócsag utca,residential,162.86200000000002,"LINESTRING (19.0121628 47.428394, 19.013694 47.4282686, 19.0142994 47.4281702)",,,1,,30,,,,
75034866,85501997,0,10260041,True,Bem József utca,residential,66.752,"LINESTRING (19.0209271 47.4267613, 19.0209259 47.4268395, 19.020971 47.4268817, 19.0211115 47.4269289, 19.0211411 47.426942, 19.0211494 47.4269687, 19.0211173 47.4271981, 19.0211239 47.4272398, 19.0211615 47.4272711)",,,1,,30,,,,
75034866,85505004,0,565826879,False,Bem József utca,residential,29.201,"LINESTRING (19.0209271 47.4267613, 19.020933 47.4267245, 19.0209508 47.4266725, 19.020949 47.4266295, 19.0209101 47.426503)",,,1,,30,,,,
75034875,429448090,0,585768234,False,Liszt Ferenc út,residential,287.70900000000006,"LINESTRING (19.0082441 47.4283263, 19.0083114 47.4283435, 19.0083585 47.4283452, 19.0085135 47.428326, 19.0093817 47.4283318, 19.0097289 47.4283341, 19.0101157 47.4283039, 19.0102135 47.4282951, 19.0104396 47.4282639, 19.010748 47.4282073, 19.0109857 47.4281537, 19.0111503 47.4281065, 19.011301 47.4280518, 19.0118837 47.427797)",,,,,30,,,,
75036671,75032151,0,9620597,False,Mérleg utca,residential,99.764,"LINESTRING (19.0141272 47.4272806, 19.0142994 47.4281702)",,,,,30,,,,
75036671,85498606,0,585768234,False,Liszt Ferenc út,residential,31.919,"LINESTRING (19.0141272 47.4272806, 19.0137109 47.4273361)",,,,,30,,,,
75036671,75038163,0,585768234,False,Liszt Ferenc út,residential,134.20600000000002,"LINESTRING (19.0141272 47.4272806, 19.0151963 47.4271419, 19.0158873 47.4270888)",,,,,30,,,,
75036672,75032151,0,9620597,False,Mérleg utca,residential,89.208,"LINESTRING (19.0144791 47.4289632, 19.0142994 47.4281702)",,,,,30,,,,
75036672,75036674,0,36930413,False,Legyező utca,residential,169.17399999999998,"LINESTRING (19.0144791 47.4289632, 19.014778 47.4303983, 19.0147911 47.4304699)",,,2,,30,,,,
75036672,75026498,0,585768236,False,Kiránduló utca,residential,166.62,"LINESTRING (19.0144791 47.4289632, 19.0137769 47.4290352, 19.0122891 47.4291877)",,,,,30,,,,
75036672,2992196354,0,585768236,False,Kiránduló utca,residential,118.71900000000001,"LINESTRING (19.0144791 47.4289632, 19.0157193 47.428891, 19.0160515 47.4288717)",,,,,30,,,,
75036674,75038176,0,32849078,False,Arany János út,residential,117.578,"LINESTRING (19.0147911 47.4304699, 19.0163375 47.4303158)",,,2,,30,,,,
75036674,74996527,0,32849078,False,Arany János út,residential,170.69,"LINESTRING (19.0147911 47.4304699, 19.0142998 47.4305248, 19.0125522 47.4307198)",,,2,,30,,,,
75036674,75036672,0,36930413,False,Legyező utca,residential,169.17399999999998,"LINESTRING (19.0147911 47.4304699, 19.014778 47.4303983, 19.0144791 47.4289632)",,,2,,30,,,,
75038163,75032148,0,9620627,False,Szebeni utca,residential,97.804,"LINESTRING (19.0158873 47.4270888, 19.0159698 47.4279666)",,,,,30,,,,
75038163,75036671,0,585768234,False,Liszt Ferenc út,residential,134.20600000000002,"LINESTRING (19.0158873 47.4270888, 19.0151963 47.4271419, 19.0141272 47.4272806)",,,,,30,,,,
75038163,85876733,0,585768234,False,Liszt Ferenc út,residential,82.039,"LINESTRING (19.0158873 47.4270888, 19.0161362 47.4270714, 19.0169721 47.4270131)",,,,,30,,,,
75038169,75044738,0,295485174,False,Szebeni utca,residential,96.844,"LINESTRING (19.0161031 47.4288677, 19.0162481 47.4297331)",,,,,30,,,,
75038169,2992196354,0,585768236,False,Kiránduló utca,residential,3.907,"LINESTRING (19.0161031 47.4288677, 19.0160515 47.4288717)",,,,,30,,,,
75038169,75039393,0,585768236,False,Kiránduló utca,residential,137.65800000000002,"LINESTRING (19.0161031 47.4288677, 19.016972 47.4288359, 19.0179304 47.4288008)",,,,,30,,,,
75038176,75039338,0,32849078,False,Arany János út,residential,127.424,"LINESTRING (19.0163375 47.4303158, 19.0180079 47.4301253)",,,2,,30,,,,
75038176,75036674,0,32849078,False,Arany János út,residential,117.578,"LINESTRING (19.0163375 47.4303158, 19.0147911 47.4304699)",,,2,,30,,,,
75038176,75044738,0,295485174,False,Szebeni utca,residential,65.141,"LINESTRING (19.0163375 47.4303158, 19.0163279 47.4302534, 19.0162481 47.4297331)",,,,,30,,,,
75039338,75031146,0,32849078,False,Arany János út,residential,97.461,"LINESTRING (19.0180079 47.4301253, 19.0192918 47.4300076)",,,2,,30,,,,
75039338,75038176,0,32849078,False,Arany János út,residential,127.424,"LINESTRING (19.0180079 47.4301253, 19.0163375 47.4303158)",,,2,,30,,,,
75039338,75044727,0,9620678,False,Eperszem utca,residential,56.025,"LINESTRING (19.0180079 47.4301253, 19.0180032 47.4300632, 19.0179702 47.4296221)",,,,,30,,,,
75039392,85876733,0,585768234,False,Liszt Ferenc út,residential,52.585,"LINESTRING (19.0176677 47.4269664, 19.0169721 47.4270131)",,,,,30,,,,
75039392,75032146,0,737416996,False,Eperszem utca,residential,99.941,"LINESTRING (19.0176677 47.4269664, 19.017783 47.4278618)",,,,,30,,,,
75039392,85503223,0,"[585768234, 10260007]",False,"['Szepesi utca', 'Liszt Ferenc út']",residential,123.595,"LINESTRING (19.0176677 47.4269664, 19.0185321 47.4269026, 19.018374 47.4263904)",,,2,,30,,,,
75039393,75044727,0,9620678,False,Eperszem utca,residential,91.374,"LINESTRING (19.0179304 47.4288008, 19.0179702 47.4296221)",,,,,30,,,,
75039393,75038169,0,585768236,False,Kiránduló utca,residential,137.65800000000002,"LINESTRING (19.0179304 47.4288008, 19.016972 47.4288359, 19.0161031 47.4288677)",,,,,30,,,,
75039393,75031145,0,585768236,False,Kiránduló utca,residential,127.075,"LINESTRING (19.0179304 47.4288008, 19.0185594 47.4287625, 19.0188159 47.428702, 19.0190188 47.4286137, 19.0192088 47.4284955, 19.0194208 47.4283649)",,,,,30,,,,
75039393,75032146,0,737416996,False,Eperszem utca,residential,105.0,"LINESTRING (19.0179304 47.4288008, 19.0178854 47.4285144, 19.017783 47.4278618)",,,,,30,,,,
75044727,75039393,0,9620678,False,Eperszem utca,residential,91.374,"LINESTRING (19.0179702 47.4296221, 19.0179304 47.4288008)",,,,,30,,,,
75044727,75044738,0,9620800,False,Bimbó utca,residential,130.128,"LINESTRING (19.0179702 47.4296221, 19.0162481 47.4297331)",,,,,30,,,,
75044727,75039338,0,9620678,False,Eperszem utca,residential,56.025,"LINESTRING (19.0179702 47.4296221, 19.0180032 47.4300632, 19.0180079 47.4301253)",,,,,30,,,,
75044738,75044727,0,9620800,False,Bimbó utca,residential,130.128,"LINESTRING (19.0162481 47.4297331, 19.0179702 47.4296221)",,,,,30,,,,
75044738,75038169,0,295485174,False,Szebeni utca,residential,96.844,"LINESTRING (19.0162481 47.4297331, 19.0161031 47.4288677)",,,,,30,,,,
75044738,75038176,0,295485174,False,Szebeni utca,residential,65.141,"LINESTRING (19.0162481 47.4297331, 19.0163279 47.4302534, 19.0163375 47.4303158)",,,,,30,,,,
75049962,85875343,0,10270495,False,Besztercei utca,residential,182.541,"LINESTRING (19.0122232 47.4226535, 19.0131705 47.4229856, 19.013239 47.4230217, 19.0132812 47.4230598, 19.013322 47.4231092, 19.0137181 47.423817)",,,1,,30,,,,
75053779,85888012,0,10270933,False,Nádirigó utca,residential,187.87100000000004,"LINESTRING (19.009739 47.4263158, 19.0096602 47.426289, 19.0092726 47.4261856, 19.0086077 47.4259522, 19.0076406 47.4256139, 19.0075708 47.4255894, 19.0075032 47.4255658)",,,1,,30,,,,
75053784,85501198,0,10260007,False,Szepesi utca,residential,78.131,"LINESTRING (19.01797 47.4248429, 19.0179909 47.4249106, 19.018181 47.4255309)",,,2,,30,,,,
75053785,97893733,0,10985309,False,Görög utca,residential,116.598,"LINESTRING (19.0212319 47.4242596, 19.0212485 47.4243364, 19.0214597 47.4252968)",,,1,,30,,,,
75053790,85508740,0,15219671,False,Toldi Miklós utca,residential,292.479,"LINESTRING (19.0254056 47.4237545, 19.0254291 47.4238192, 19.0255496 47.4241513, 19.0261829 47.425897, 19.0263324 47.426309)",,,1,,30,,,,
75055646,85902505,0,671139071,True,Promontor utca,residential,162.292,"LINESTRING (19.0301176 47.4229218, 19.0299869 47.4225144, 19.0299321 47.422357, 19.0296197 47.4215018)",,,1,,30,,,,
78057626,78076523,0,9796546,True,Síp utca,residential,193.363,"LINESTRING (19.0628137 47.4954397, 19.061836 47.4970483)",,,,,20,,,,
78057626,78077552,0,835330906,True,Dohány utca,residential,115.93599999999999,"LINESTRING (19.0628137 47.4954397, 19.0628895 47.4954652, 19.0642111 47.495882)",,,,,30,,,,
78074787,275407459,0,374587249,True,Nagy Diófa utca,residential,125.621,"LINESTRING (19.0644985 47.4980384, 19.0636408 47.4990082)",,,,,30,,,,
78074787,35500843,0,5133893,True,Nagy Diófa utca,residential,211.49699999999999,"LINESTRING (19.0644985 47.4980384, 19.0648287 47.4976848, 19.0650874 47.4973956, 19.0655287 47.4969042, 19.0659061 47.496482, 19.0659658 47.4964152)",,,,,30,,,,
78074787,78077549,0,312567856,True,Wesselényi utca,residential,118.846,"LINESTRING (19.0644985 47.4980384, 19.0636265 47.4977012, 19.0631255 47.4975075)",,,,,30,,,,
78076523,78087214,0,304649694,True,Wesselényi utca,residential,103.521,"LINESTRING (19.061836 47.4970483, 19.06082 47.4966678, 19.0606059 47.496647)",,,,,30,,,,
78077546,78077549,0,269078060,True,Kazinczy utca,residential,173.012,"LINESTRING (19.0617357 47.4986803, 19.0623716 47.4984236, 19.0624642 47.4983721, 19.0627888 47.4980002, 19.0628891 47.4978534, 19.0631255 47.4975075)",,,,,20,destination,,,
78077549,78076523,0,312567853,True,Wesselényi utca,residential,109.508,"LINESTRING (19.0631255 47.4975075, 19.061836 47.4970483)",,,,,30,,,,
78077552,78077549,0,312567854,True,Kazinczy utca,residential,198.29600000000002,"LINESTRING (19.0642111 47.495882, 19.0641633 47.4959536, 19.0631637 47.4974503, 19.0631255 47.4975075)",,,,,20,destination,,,
78077552,35500843,0,835330906,True,Dohány utca,residential,144.54500000000002,"LINESTRING (19.0642111 47.495882, 19.0653985 47.4962439, 19.0658932 47.4963933, 19.0659658 47.4964152)",,,,,30,,,,
78079148,419032433,0,8903158,True,Király utca,residential,34.922,"LINESTRING (19.0614393 47.5011281, 19.0611237 47.5008975)",,,,,30,,,,
78079148,78079146,0,9796768,True,Kis Diófa utca,residential,190.671,"LINESTRING (19.0614393 47.5011281, 19.0620973 47.5005272, 19.062911 47.4997313)",,,,,30,,,,
78080609,78080608,0,312567855,True,Nyár utca,residential,126.86,"LINESTRING (19.0651102 47.498295, 19.0642087 47.4992597)",,,,,30,,,,
78080609,78074787,0,312567856,True,Wesselényi utca,residential,54.091,"LINESTRING (19.0651102 47.498295, 19.0644985 47.4980384)",,,,,30,,,,
78081361,275407462,0,9797082,True,Klauzál utca,residential,124.581,"LINESTRING (19.0647597 47.4995113, 19.0658314 47.4986563)",,,,,30,,,,
78082868,3740491326,0,835330905,True,Dohány utca,residential,96.613,"LINESTRING (19.0677461 47.4971469, 19.0666793 47.4966617)",,,,,30,,,,
78082868,78083907,0,24262417,True,Dohány utca,residential,99.143,"LINESTRING (19.0677461 47.4971469, 19.0682259 47.4974451, 19.0687174 47.4977505)",,,,,30,,,,
78082868,78082869,0,374587248,True,Klauzál utca,residential,84.429,"LINESTRING (19.0677461 47.4971469, 19.0683111 47.4967127, 19.068351 47.4966821, 19.0684325 47.496553)",,,,,30,,,,
78083906,275407462,0,838368978,True,Wesselényi utca,residential,91.303,"LINESTRING (19.0666993 47.4992311, 19.0658314 47.4986563)",,,,,30,,,,
78083906,78083904,0,"[838368977, 305862910]",True,Akácfa utca,residential,423.365,"LINESTRING (19.0666993 47.4992311, 19.0666187 47.4992968, 19.0645866 47.5009546, 19.0631855 47.5022067)",,,,,30,,,,
78083907,78083906,0,725931084,True,Akácfa utca,residential,223.80800000000002,"LINESTRING (19.0687174 47.4977505, 19.0667599 47.4991867, 19.0666993 47.4992311)",,,,,30,,,,
78083908,78083907,0,9797183,True,Akácfa utca,residential,117.80700000000002,"LINESTRING (19.0697897 47.4969778, 19.0696887 47.4970609, 19.068802 47.4976905, 19.0687707 47.4977127, 19.0687174 47.4977505)",,,,,30,,,,
78085944,4405642132,0,835767930,True,Király utca,residential,58.355,"LINESTRING (19.0589571 47.499523, 19.058342 47.4992025)",,,,,30,,,,
78085944,419032433,0,"[466170112, 835767929, 442915706, 835767931]",True,Király utca,residential,223.977,"LINESTRING (19.0589571 47.499523, 19.0598683 47.5000062, 19.0599128 47.5000297, 19.0600329 47.5000965, 19.0600757 47.5001269, 19.060319 47.5003059, 19.0607828 47.5006472, 19.0611237 47.5008975)",,,,,30,,,,
78087211,7879902509,0,844640771,False,Király utca,residential,20.412,"LINESTRING (19.0570902 47.4985176, 19.0570072 47.4984733, 19.056877 47.4984038)",,,,,30,,,,
78300245,78107246,0,399745286,True,Szinyei Merse utca,tertiary,105.162,"LINESTRING (19.0682555 47.5111555, 19.0691489 47.5104273)",,,,,30,,,,
78312119,78314619,0,9813296,False,Abonyi utca,residential,175.231,"LINESTRING (19.0890887 47.5067281, 19.0898809 47.5073312, 19.090637 47.5079069)",,,,,30,,,,
78312119,5343885370,0,"[9813296, 553643178]",False,Abonyi utca,residential,202.919,"LINESTRING (19.0890887 47.5067281, 19.0882737 47.5061076, 19.0881888 47.5060429, 19.0879337 47.5058487, 19.0873903 47.5054392, 19.0872951 47.5053635)",,,2,,30,,,,
78312119,26732470,0,155205742,True,Cházár András utca,residential,190.24200000000002,"LINESTRING (19.0890887 47.5067281, 19.0881552 47.5072599, 19.0871734 47.5078474)",,,,,30,,,,
78312120,78312964,0,9813296,False,Abonyi utca,residential,90.586,"LINESTRING (19.0922498 47.5091347, 19.0914494 47.5085253)",,,,,30,,,,
78312120,26842131,0,4392341,True,Zichy Géza utca,residential,195.035,"LINESTRING (19.0922498 47.5091347, 19.0936766 47.5082579, 19.0941699 47.5079539)",,,,,30,,,,
78312962,78312964,0,9813357,True,Izsó utca,residential,194.71699999999998,"LINESTRING (19.0933741 47.5073522, 19.0928451 47.5076749, 19.0914494 47.5085253)",,,,,30,,,,
78312964,78312120,0,9813296,False,Abonyi utca,residential,90.586,"LINESTRING (19.0914494 47.5085253, 19.0922498 47.5091347)",,,,,30,,,,
78312964,78314619,0,9813296,False,Abonyi utca,residential,91.934,"LINESTRING (19.0914494 47.5085253, 19.090637 47.5079069)",,,,,30,,,,
78314618,78314619,0,542922266,False,Szabó József utca,residential,193.332,"LINESTRING (19.0925474 47.5067417, 19.090637 47.5079069)",,,,,30,,,,
78314619,78312964,0,9813296,False,Abonyi utca,residential,91.934,"LINESTRING (19.090637 47.5079069, 19.0914494 47.5085253)",,,,,30,,,,
78314619,78314618,0,542922266,False,Szabó József utca,residential,193.332,"LINESTRING (19.090637 47.5079069, 19.0925474 47.5067417)",,,,,30,,,,
78314619,78312119,0,9813296,False,Abonyi utca,residential,175.231,"LINESTRING (19.090637 47.5079069, 19.0898809 47.5073312, 19.0890887 47.5067281)",,,,,30,,,,
81237964,5051992668,0,21392233,False,K-híd,residential,99.437,"LINESTRING (19.0492142 47.5516928, 19.0483492 47.5523702)",yes,,1,,20,,,,
81257461,56965973,0,270802740,False,Berzeviczy Gergely utca,residential,101.543,"LINESTRING (19.0834588 47.5628376, 19.0838084 47.5637198)",,,,,30,,,,
81261450,57526800,0,9928923,False,Szekszárdi utca,residential,185.174,"LINESTRING (19.0778379 47.5531973, 19.0802102 47.5527393)",,,,,30,,,,
81261450,497099251,0,9928923,False,Szekszárdi utca,residential,192.963,"LINESTRING (19.0778379 47.5531973, 19.0753739 47.5536933)",,,,,30,,,,
81261450,1395797689,0,127554006,False,Madarász Viktor utca,residential,91.96,"LINESTRING (19.0778379 47.5531973, 19.0774906 47.5524042)",,,,,30,,,,
81261450,1745255396,0,127554006,False,Madarász Viktor utca,residential,180.85199999999998,"LINESTRING (19.0778379 47.5531973, 19.0781502 47.5539026, 19.0784981 47.5547614)",,,,,30,,,,
81261527,497099251,0,9928923,False,Szekszárdi utca,residential,9.813,"LINESTRING (19.0752498 47.5537211, 19.0753739 47.5536933)",,,,,30,,,,
81262443,57526800,0,9928923,False,Szekszárdi utca,residential,222.396,"LINESTRING (19.0830639 47.5522002, 19.0828896 47.552231, 19.0802102 47.5527393)",,,,,30,,,,
81262443,1383317095,0,25366965,True,Újpalotai út,residential,162.916,"LINESTRING (19.0830639 47.5522002, 19.0830044 47.5521709, 19.0813091 47.5513377)",,,,,30,,,,
84670032,726176221,0,26096165,False,Etele út,residential,11.001000000000001,"LINESTRING (19.0336466 47.4628882, 19.0337225 47.4628783, 19.0337903 47.4628695)",,,,,30,,,,
84670462,325099688,0,129915059,False,Rátz László utca,residential,74.514,"LINESTRING (19.0383449 47.4622692, 19.0381074 47.4616186)",,,,,30,,,,
84670462,2214544066,0,104831454,False,Rátz László utca,residential,27.694000000000003,"LINESTRING (19.0383449 47.4622692, 19.0383677 47.4623356, 19.0384282 47.4625118)",,,,,30,,,,
84670462,726176221,0,166219842,False,Etele út,residential,348.852,"LINESTRING (19.0383449 47.4622692, 19.0381668 47.4622937, 19.0380756 47.4623063, 19.0378535 47.4623369, 19.0373612 47.4624047, 19.0370401 47.462449, 19.0365592 47.4625153, 19.036371 47.4625412, 19.0362349 47.4625585, 19.0360948 47.4625764, 19.035753 47.46262, 19.0354246 47.4626619, 19.0349425 47.4627233, 19.0346197 47.4627645, 19.0341379 47.4628259, 19.0339435 47.4628507, 19.0337903 47.4628695)",,,,,30,,,,
84671426,288798219,0,24746202,False,Barázda utca,residential,12.473,"LINESTRING (19.0467725 47.4573066, 19.0466126 47.4573365)",,,2,,30,,,,
84677023,262675289,0,10221855,True,Csarnok tér,residential,23.552,"LINESTRING (19.0597352 47.4853725, 19.0597878 47.4855813)",,,1,,30,,,,
84677023,262680086,0,"[35669462, 260545023]",False,"['Mátyás utca', 'Közraktár utca']",residential,123.19800000000001,"LINESTRING (19.0597352 47.4853725, 19.059843 47.4852296, 19.0599926 47.4850363, 19.0600691 47.4850631, 19.0603763 47.4851859, 19.0605692 47.485263, 19.0609278 47.4854003)",,,2,,30,,,,
84677025,262675290,0,"[24320177, 260545025]",True,Sóház utca,residential,222.70100000000002,"LINESTRING (19.0577676 47.4871031, 19.0578361 47.4870449, 19.05829 47.4866488, 19.0584773 47.4864895, 19.0586732 47.4863228, 19.0588684 47.4861568, 19.0590508 47.4860017, 19.059347 47.4857497, 19.0594321 47.4856733, 19.0595913 47.4855246)",,,1,,30,,,,
84699048,84698745,0,10223113,True,Lónyay utca,residential,221.672,"LINESTRING (19.0650458 47.4826154, 19.0669176 47.4811174, 19.0669483 47.4810919)",,,1,,30,,,,
84699048,262770463,0,24269251,False,Bakáts utca,residential,103.666,"LINESTRING (19.0650458 47.4826154, 19.0651072 47.4826363, 19.066278 47.4830346)",,,2,,30,,,,
84699048,262770576,0,55055035,True,Lónyay utca,residential,82.593,"LINESTRING (19.0650458 47.4826154, 19.0648844 47.4827341, 19.0643119 47.4831683)",,,1,,30,,,,
84699052,262679687,0,260545024,False,Lónyay utca,residential,56.436,"LINESTRING (19.060394 47.4885075, 19.0604581 47.4884779, 19.0605383 47.4883984, 19.0608335 47.4881001)",,,3,,30,,,,
84699574,262688617,0,23310666,True,Egyetem tér,residential,25.945,"LINESTRING (19.0591147 47.4907427, 19.0589213 47.4905494)",,,1,,30,,,,
84699574,84700033,0,"[55055505, 24314205]",True,"['Károlyi utca', 'Egyetem tér']",pedestrian,145.21800000000002,"LINESTRING (19.0591147 47.4907427, 19.059066 47.490764, 19.058533 47.4909976, 19.0583688 47.4911123, 19.0583199 47.4911598, 19.0581017 47.4913791, 19.0577919 47.4916668)",,,1,,30,,,,
84700038,84700039,0,"[24036225, 24036226]",True,"['Bécsi utca', 'Szervita tér']",residential,86.462,"LINESTRING (19.0531038 47.4950911, 19.0530824 47.4951096, 19.0528502 47.4953103, 19.0527352 47.4954078, 19.052648 47.4954764, 19.0524235 47.4956675, 19.0523862 47.4956989)",,,,,30,,,,
84700680,260097307,0,24333262,True,Sas utca,residential,357.90199999999993,"LINESTRING (19.0524127 47.4990705, 19.0522327 47.4998891, 19.0521242 47.5003827, 19.0520785 47.5005781, 19.0520503 47.5007324, 19.0519685 47.5011409, 19.0517826 47.5020695, 19.051745 47.5022573)",,,1,,30,,,,
84710836,272916294,0,25080313,True,Ferdinánd híd,service,63.369,"LINESTRING (19.0606865 47.5148932, 19.0606186 47.515024, 19.0606206 47.5150734, 19.0606217 47.5151025, 19.0606648 47.5151671, 19.0607486 47.5152127, 19.0608338 47.5152281, 19.0609361 47.5152172, 19.061041 47.5151807)",,,,,20,,,,
85494965,85495830,0,10259850,False,Gyufa utca,residential,72.069,"LINESTRING (19.0113116 47.4264401, 19.0116287 47.4270517)",,,1,,30,,,,
85494965,151210876,0,10259833,False,Csallóköz út,residential,140.346,"LINESTRING (19.0113116 47.4264401, 19.0109752 47.4265659, 19.0106294 47.4266781, 19.0105946 47.4266857, 19.0095842 47.4269051)",,,2,,30,,,,
85494965,85873792,0,"[10259833, 10270453]",False,"['Szondi utca', 'Csallóköz út']",residential,281.933,"LINESTRING (19.0113116 47.4264401, 19.0125028 47.4259227, 19.012544 47.4258789, 19.0125466 47.4258384, 19.0124972 47.4257057, 19.0124803 47.4256627, 19.0124634 47.4256164, 19.0120172 47.4243969)",,,2,,30,,,,
85495830,85494965,0,10259850,False,Gyufa utca,residential,72.069,"LINESTRING (19.0116287 47.4270517, 19.0113116 47.4264401)",,,1,,30,,,,
85495830,429448090,0,10259850,False,Gyufa utca,residential,85.954,"LINESTRING (19.0116287 47.4270517, 19.0117051 47.4272273, 19.0117299 47.4273194, 19.0117477 47.427423, 19.0117713 47.4276269, 19.0118082 47.4277085, 19.0118837 47.427797)",,,1,,30,,,,
85495830,85498608,0,565822624,False,Hollandi utca,residential,147.816,"LINESTRING (19.0116287 47.4270517, 19.0126887 47.4267656, 19.0134862 47.4266262)",,,1,,30,,,,
85496821,85501198,0,10260007,False,Szepesi utca,residential,52.929,"LINESTRING (19.0182516 47.4260045, 19.018181 47.4255309)",,,2,,30,,,,
