u,v,key,osmid,name,highway,maxspeed,access,oneway,length,geometry,lanes,service,width,bridge,tunnel,junction
3809845601,3809845622,0,377604765,,service,15 mph,,False,54.124,"LINESTRING (-118.4213353 34.267413, -118.421724 34.2677787)",,alley,,,,
3809845601,3809845625,0,377604789,,service,15 mph,,False,70.803,"LINESTRING (-118.4213353 34.267413, -118.4207501 34.2678272)",,alley,,,,
3809845601,7388163093,0,377604789,,service,15 mph,,False,3.609,"LINESTRING (-118.4213353 34.267413, -118.4213644 34.2673912)",,alley,,,,
3809845604,3809845612,0,377604790,,service,15 mph,,False,22.026,"LINESTRING (-118.419211 34.2674898, -118.4190324 34.2676219)",,alley,,,,
3809845604,3809845592,0,377604790,,service,15 mph,,False,81.083,"LINESTRING (-118.419211 34.2674898, -118.4198686 34.2670036)",,alley,,,,
3809845612,3809845621,0,377604790,,service,15 mph,,False,22.975,"LINESTRING (-118.4190324 34.2676219, -118.418846 34.2677596)",,alley,,,,
3809845612,3809845604,0,377604790,,service,15 mph,,False,22.026,"LINESTRING (-118.4190324 34.2676219, -118.419211 34.2674898)",,alley,,,,
3809845621,5631463769,0,377604790,,service,15 mph,,False,55.889,"LINESTRING (-118.418846 34.2677596, -118.4183861 34.2680885)",,alley,,,,
3809845621,3809845612,0,377604790,,service,15 mph,,False,22.975,"LINESTRING (-118.418846 34.2677596, -118.4190324 34.2676219)",,alley,,,,
3809845622,3809845635,0,377604765,,service,15 mph,,False,54.972,"LINESTRING (-118.421724 34.2677787, -118.4221134 34.268154)",,alley,,,,
3809845622,3809845601,0,377604765,,service,15 mph,,False,54.124,"LINESTRING (-118.421724 34.2677787, -118.4213353 34.267413)",,alley,,,,
3809845625,3809845642,0,377604789,,service,15 mph,,False,126.146,"LINESTRING (-118.4207501 34.2678272, -118.4197212 34.2685782)",,alley,,,,
3809845625,3809845601,0,377604789,,service,15 mph,,False,70.803,"LINESTRING (-118.4207501 34.2678272, -118.4213353 34.267413)",,alley,,,,
3809845635,7388560477,0,377604765,,service,15 mph,,False,17.897,"LINESTRING (-118.4221134 34.268154, -118.4222448 34.2682728)",,alley,,,,
3809845635,3809845622,0,377604765,,service,15 mph,,False,54.972,"LINESTRING (-118.4221134 34.268154, -118.421724 34.2677787)",,alley,,,,
3809845635,3809845643,0,377604784,,service,15 mph,,False,71.252,"LINESTRING (-118.4221134 34.268154, -118.4215382 34.2685837)",,alley,,,,
3809845639,122638456,0,377604790,,service,15 mph,,False,19.3,"LINESTRING (-118.4179912 34.2683786, -118.4178353 34.2684949)",,alley,,,,
3809845639,5631463769,0,377604790,,service,15 mph,,False,48.553,"LINESTRING (-118.4179912 34.2683786, -118.4183861 34.2680885)",,alley,,,,
3809845641,3809845647,0,377604765,,service,15 mph,,False,55.445,"LINESTRING (-118.4225111 34.2685137, -118.4229053 34.2688912)",,alley,,,,
3809845641,7388560477,0,377604765,,service,15 mph,,False,36.282,"LINESTRING (-118.4225111 34.2685137, -118.4222448 34.2682728)",,alley,,,,
3809845642,3809846157,0,377604789,,service,15 mph,,False,124.737,"LINESTRING (-118.4197212 34.2685782, -118.4187071 34.2693239)",,alley,,,,
3809845642,3809845625,0,377604789,,service,15 mph,,False,126.146,"LINESTRING (-118.4197212 34.2685782, -118.4207501 34.2678272)",,alley,,,,
3809845643,3809845635,0,377604784,,service,15 mph,,False,71.252,"LINESTRING (-118.4215382 34.2685837, -118.4221134 34.268154)",,alley,,,,
3809845643,3809846158,0,377604784,,service,15 mph,,False,124.478,"LINESTRING (-118.4215382 34.2685837, -118.4205223 34.2693242)",,alley,,,,
3809845647,3809845655,0,377604765,,service,15 mph,,False,54.953,"LINESTRING (-118.4229053 34.2688912, -118.4232941 34.2692667)",,alley,,,,
3809845647,3809845641,0,377604765,,service,15 mph,,False,55.445,"LINESTRING (-118.4229053 34.2688912, -118.4225111 34.2685137)",,alley,,,,
3809845647,3809845656,0,377604783,,service,15 mph,,False,71.867,"LINESTRING (-118.4229053 34.2688912, -118.4223181 34.2693181)",,alley,,,,
3809845653,122638456,0,377604790,,service,15 mph,,False,127.412,"LINESTRING (-118.416794 34.2692515, -118.4178353 34.2684949)",,alley,,,,
3809845655,3809846161,0,377604765,,service,15 mph,,False,53.201,"LINESTRING (-118.4232941 34.2692667, -118.4236775 34.2696252)",,alley,,,,
3809845655,3809845647,0,377604765,,service,15 mph,,False,54.953,"LINESTRING (-118.4232941 34.2692667, -118.4229053 34.2688912)",,alley,,,,
3809845656,3809846164,0,377604783,,service,15 mph,,False,125.11,"LINESTRING (-118.4223181 34.2693181, -118.4212975 34.2700628)",,alley,,,,
3809845656,3809845647,0,377604783,,service,15 mph,,False,71.867,"LINESTRING (-118.4223181 34.2693181, -118.4229053 34.2688912)",,alley,,,,
3809846157,3809846166,0,377604789,,service,15 mph,,False,124.938,"LINESTRING (-118.4187071 34.2693239, -118.4176959 34.270075)",,alley,,,,
3809846157,3809845642,0,377604789,,service,15 mph,,False,124.737,"LINESTRING (-118.4187071 34.2693239, -118.4197212 34.2685782)",,alley,,,,
3809846158,3809845643,0,377604784,,service,15 mph,,False,124.478,"LINESTRING (-118.4205223 34.2693242, -118.4215382 34.2685837)",,alley,,,,
3809846158,3809846165,0,377604784,,service,15 mph,,False,125.421,"LINESTRING (-118.4205223 34.2693242, -118.4194939 34.2700658)",,alley,,,,
3809846161,3809846162,0,377604765,,service,15 mph,,False,52.119,"LINESTRING (-118.4236775 34.2696252, -118.4240553 34.2699748)",,alley,,,,
3809846161,3809845655,0,377604765,,service,15 mph,,False,53.201,"LINESTRING (-118.4236775 34.2696252, -118.4232941 34.2692667)",,alley,,,,
3809846161,3809846163,0,377604782,,service,15 mph,,False,72.114,"LINESTRING (-118.4236775 34.2696252, -118.4230843 34.2700498)",,alley,,,,
3809846162,3809846167,0,377604765,,service,15 mph,,False,54.395,"LINESTRING (-118.4240553 34.2699748, -118.424436 34.2703494)",,alley,,,,
3809846162,3809846161,0,377604765,,service,15 mph,,False,52.119,"LINESTRING (-118.4240553 34.2699748, -118.4236775 34.2696252)",,alley,,,,
3809846163,3809846161,0,377604782,,service,15 mph,,False,72.114,"LINESTRING (-118.4230843 34.2700498, -118.4236775 34.2696252)",,alley,,,,
3809846163,3809846170,0,377604782,,service,15 mph,,False,124.486,"LINESTRING (-118.4230843 34.2700498, -118.4220758 34.2707973)",,alley,,,,
3809846164,3809846172,0,377604783,,service,15 mph,,False,124.796,"LINESTRING (-118.4212975 34.2700628, -118.4202835 34.2708094)",,alley,,,,
3809846164,3809845656,0,377604783,,service,15 mph,,False,125.11,"LINESTRING (-118.4212975 34.2700628, -118.4223181 34.2693181)",,alley,,,,
3809846165,3809846158,0,377604784,,service,15 mph,,False,125.421,"LINESTRING (-118.4194939 34.2700658, -118.4205223 34.2693242)",,alley,,,,
3809846165,3809846171,0,377604784,,service,15 mph,,False,124.567,"LINESTRING (-118.4194939 34.2700658, -118.418477 34.2708066)",,alley,,,,
3809846166,3809846173,0,377604789,,service,15 mph,,False,124.625,"LINESTRING (-118.4176959 34.270075, -118.4166734 34.2708113)",,alley,,,,
3809846166,3809846157,0,377604789,,service,15 mph,,False,124.938,"LINESTRING (-118.4176959 34.270075, -118.4187071 34.2693239)",,alley,,,,
3809846167,3809846168,0,377604765,,service,15 mph,,False,54.811,"LINESTRING (-118.424436 34.2703494, -118.4248323 34.2707178)",,alley,,,,
3809846167,3809846162,0,377604765,,service,15 mph,,False,54.395,"LINESTRING (-118.424436 34.2703494, -118.4240553 34.2699748)",,alley,,,,
3809846167,3809846169,0,377604785,,service,15 mph,,False,70.759,"LINESTRING (-118.424436 34.2703494, -118.4238591 34.2707709)",,alley,,,,
3809846168,3809846167,0,377604765,,service,15 mph,,False,54.811,"LINESTRING (-118.4248323 34.2707178, -118.424436 34.2703494)",,alley,,,,
3809846169,3809846175,0,377604785,,service,15 mph,,False,124.196,"LINESTRING (-118.4238591 34.2707709, -118.4228463 34.2715105)",,alley,,,,
3809846169,3809846167,0,377604785,,service,15 mph,,False,70.759,"LINESTRING (-118.4238591 34.2707709, -118.424436 34.2703494)",,alley,,,,
3809846170,3809846163,0,377604782,,service,15 mph,,False,124.486,"LINESTRING (-118.4220758 34.2707973, -118.4230843 34.2700498)",,alley,,,,
3809846170,3809846176,0,377604782,,service,15 mph,,False,124.602,"LINESTRING (-118.4220758 34.2707973, -118.4210512 34.2715313)",,alley,,,,
3809846171,3809846165,0,377604784,,service,15 mph,,False,124.567,"LINESTRING (-118.418477 34.2708066, -118.4194939 34.2700658)",,alley,,,,
3809846171,3809846178,0,377604784,,service,15 mph,,False,124.413,"LINESTRING (-118.418477 34.2708066, -118.4174662 34.271551)",,alley,,,,
3809846172,3809846177,0,377604783,,service,15 mph,,False,124.208,"LINESTRING (-118.4202835 34.2708094, -118.419263 34.2715419)",,alley,,,,
3809846172,3809846164,0,377604783,,service,15 mph,,False,124.796,"LINESTRING (-118.4202835 34.2708094, -118.4212975 34.2700628)",,alley,,,,
3809846173,3809846166,0,377604789,,service,15 mph,,False,124.625,"LINESTRING (-118.4166734 34.2708113, -118.4176959 34.270075)",,alley,,,,
3809846175,3809846179,0,377604785,,service,15 mph,,False,125.431,"LINESTRING (-118.4228463 34.2715105, -118.4218208 34.272255)",,alley,,,,
3809846175,3809846169,0,377604785,,service,15 mph,,False,124.196,"LINESTRING (-118.4228463 34.2715105, -118.4238591 34.2707709)",,alley,,,,
3809846176,3809846170,0,377604782,,service,15 mph,,False,124.602,"LINESTRING (-118.4210512 34.2715313, -118.4220758 34.2707973)",,alley,,,,
3809846176,3809846180,0,377604782,,service,15 mph,,False,125.288,"LINESTRING (-118.4210512 34.2715313, -118.4200265 34.2722746)",,alley,,,,
3809846177,3809846181,0,377604783,,service,15 mph,,False,125.197,"LINESTRING (-118.419263 34.2715419, -118.4182454 34.2722906)",,alley,,,,
3809846177,3809846172,0,377604783,,service,15 mph,,False,124.208,"LINESTRING (-118.419263 34.2715419, -118.4202835 34.2708094)",,alley,,,,
3809846178,3809846171,0,377604784,,service,15 mph,,False,124.413,"LINESTRING (-118.4174662 34.271551, -118.418477 34.2708066)",,alley,,,,
3809846179,3809846182,0,377604785,,service,15 mph,,False,126.032,"LINESTRING (-118.4218208 34.272255, -118.4207902 34.2730029)",,alley,,,,
3809846179,3809846175,0,377604785,,service,15 mph,,False,125.431,"LINESTRING (-118.4218208 34.272255, -118.4228463 34.2715105)",,alley,,,,
3809846180,3809846176,0,377604782,,service,15 mph,,False,125.288,"LINESTRING (-118.4200265 34.2722746, -118.4210512 34.2715313)",,alley,,,,
3809846180,3809846183,0,377604782,,service,15 mph,,False,123.687,"LINESTRING (-118.4200265 34.2722746, -118.4190198 34.273013)",,alley,,,,
3809846181,3809846177,0,377604783,,service,15 mph,,False,125.197,"LINESTRING (-118.4182454 34.2722906, -118.419263 34.2715419)",,alley,,,,
3809846182,3809846184,0,377604785,,service,15 mph,,False,123.183,"LINESTRING (-118.4207902 34.2730029, -118.419789 34.2737396)",,alley,,,,
3809846182,3809846179,0,377604785,,service,15 mph,,False,126.032,"LINESTRING (-118.4207902 34.2730029, -118.4218208 34.272255)",,alley,,,,
3809846183,3809846180,0,377604782,,service,15 mph,,False,123.687,"LINESTRING (-118.4190198 34.273013, -118.4200265 34.2722746)",,alley,,,,
3809846184,3809846182,0,377604785,,service,15 mph,,False,123.183,"LINESTRING (-118.419789 34.2737396, -118.4207902 34.2730029)",,alley,,,,
3820344470,3820344472,0,32517894,Brahma Drive,service,15 mph,,True,5.472,"LINESTRING (-118.5746204 34.1824634, -118.5746662 34.1824948)",,,,,,
3820344471,5875192824,0,32517894,Brahma Drive,service,15 mph,,True,4.862,"LINESTRING (-118.5749407 34.1824234, -118.5749554 34.1823814)",,,,,,
3820344472,365630330,0,32517894,Brahma Drive,service,15 mph,,True,7.132,"LINESTRING (-118.5746662 34.1824948, -118.5747401 34.1825142)",,,,,,
3820431475,3825964929,0,13320593,El Rancho Drive,service,15 mph,permissive,False,46.969,"LINESTRING (-118.5813722 34.1844439, -118.5818828 34.1844404)",,,,,,
3820431475,7810819344,0,13320593,El Rancho Drive,service,15 mph,permissive,False,23.171,"LINESTRING (-118.5813722 34.1844439, -118.5811203 34.1844434)",,,,,,
3820431536,3827986363,0,378631006,Park Lane,service,5 mph,,False,30.416,"LINESTRING (-118.5797727 34.1849503, -118.5794632 34.1850466)",,,,,,
3820431536,7810804285,0,378631006,Park Lane,service,5 mph,,False,80.458,"LINESTRING (-118.5797727 34.1849503, -118.580588 34.1846882)",,,,,,
3821289017,4955101587,0,378712117,Village Road,service,15 mph,,False,5.408,"LINESTRING (-118.5750731 34.1853091, -118.5750259 34.1853381)",,driveway,,,,
3821289018,7404350928,0,378712117,Village Road,service,15 mph,,False,17.908,"LINESTRING (-118.5742512 34.1858096, -118.5741304 34.1856833)",,driveway,,,,
3821289018,4955101587,0,378712117,Village Road,service,15 mph,,False,88.468,"LINESTRING (-118.5742512 34.1858096, -118.5750259 34.1853381)",,driveway,,,,
3821289019,4654762730,0,378712117,Village Road,service,15 mph,,False,17.056,"LINESTRING (-118.5729996 34.1845015, -118.5730278 34.1843499)",,driveway,,,,
3821289019,7404350929,0,378712117,Village Road,service,15 mph,,False,130.788,"LINESTRING (-118.5729996 34.1845015, -118.573882 34.1854238)",,driveway,,,,
3821289020,4955101588,0,378712117,Village Road,service,15 mph,,False,3.887,"LINESTRING (-118.5737336 34.1838915, -118.5737001 34.1839128)",,driveway,,,,
3821422407,5443910889,0,565157710,The Mall,cycleway,5 mph,,False,50.856,"LINESTRING (-118.5782441 34.1860926, -118.5785771 34.1864577)",,,,,,
3821422407,3821422424,0,565157710,The Mall,cycleway,5 mph,,False,52.624,"LINESTRING (-118.5782441 34.1860926, -118.5778889 34.1857216)",,,,,,
3821422424,3821422407,0,565157710,The Mall,cycleway,5 mph,,False,52.624,"LINESTRING (-118.5778889 34.1857216, -118.5782441 34.1860926)",,,,,,
3821422424,3536055769,0,565157710,The Mall,cycleway,5 mph,,False,44.277,"LINESTRING (-118.5778889 34.1857216, -118.5775976 34.1854046)",,,,,,
3825964899,5443910887,0,565157710,The Mall,cycleway,5 mph,,False,1.191,"LINESTRING (-118.5786126 34.1866347, -118.5786132 34.186624)",,,,,,
3825964929,3826356873,0,13320593,El Rancho Drive,service,15 mph,permissive,False,123.196,"LINESTRING (-118.5818828 34.1844404, -118.5832221 34.1844343)",,,,,,
3825964929,3820431475,0,13320593,El Rancho Drive,service,15 mph,permissive,False,46.969,"LINESTRING (-118.5818828 34.1844404, -118.5813722 34.1844439)",,,,,,
3826112153,5437346180,0,607788625,Old Depot Plaza Road,tertiary,15 mph,,False,52.776,"LINESTRING (-118.5988729 34.2517274, -118.5988786 34.2512528)",2,,,,,
3826112153,4414290251,0,607788625,Old Depot Plaza Road,tertiary,15 mph,,False,97.555,"LINESTRING (-118.5988729 34.2517274, -118.598882 34.2526047)",2,,,,,
3826356873,6175942353,0,13320593,El Rancho Drive,service,15 mph,permissive,False,28.249,"LINESTRING (-118.5832221 34.1844343, -118.5835292 34.1844331)",,,,,,
3826356873,3825964929,0,13320593,El Rancho Drive,service,15 mph,permissive,False,123.196,"LINESTRING (-118.5832221 34.1844343, -118.5818828 34.1844404)",,,,,,
3826386519,1468865960,0,133437559,,service,10 mph,,False,5.997,"LINESTRING (-118.6026333 34.1806913, -118.6026538 34.1806401)",,,,,,
3826386519,5947440181,0,133437559,,service,10 mph,,False,5.747,"LINESTRING (-118.6026333 34.1806913, -118.602587 34.180726)",,,,,,
3826386529,5947823595,0,133437556,,service,10 mph,,False,18.683,"LINESTRING (-118.6024156 34.1818953, -118.6025097 34.1817464)",,,,,,
3826386529,5947823593,0,133437556,,service,10 mph,,False,3.762,"LINESTRING (-118.6024156 34.1818953, -118.6024091 34.1819287)",,,,,,
3826386536,5947386513,0,133437553,,service,10 mph,,False,7.517,"LINESTRING (-118.6036622 34.1819018, -118.6035826 34.1819171)",,,,,,
3826386536,5947440143,0,133437553,,service,10 mph,,False,8.774,"LINESTRING (-118.6036622 34.1819018, -118.6037495 34.18187)",,,,,,
3826386544,5947386510,0,133437553,,service,10 mph,,False,7.123,"LINESTRING (-118.6043672 34.1816325, -118.6042975 34.1816604)",,,,,,
3826386544,5947440149,0,133437553,,service,10 mph,,False,3.515,"LINESTRING (-118.6043672 34.1816325, -118.604404 34.181624)",,,,,,
3826386545,5947386515,0,133437553,,service,10 mph,,False,4.182,"LINESTRING (-118.6039746 34.1816975, -118.6039325 34.1817117)",,,,,,
3826386545,5947440144,0,133437553,,service,10 mph,,False,5.815,"LINESTRING (-118.6039746 34.1816975, -118.6040374 34.1816915)",,,,,,
3826386547,1468865928,0,133437553,,service,10 mph,,False,8.12,"LINESTRING (-118.6051461 34.1809919, -118.6051484 34.1810649)",,,,,,
3826386547,5947440161,0,133437553,,service,10 mph,,False,4.67,"LINESTRING (-118.6051461 34.1809919, -118.605146 34.1809499)",,,,,,
3826386548,5947822179,0,133437553,,service,10 mph,,False,3.562,"LINESTRING (-118.6051422 34.1807226, -118.6051457 34.1807545)",,,,,,
3826386548,6169615681,0,133437553,,service,10 mph,,False,6.669,"LINESTRING (-118.6051422 34.1807226, -118.6051233 34.1806647)",,,,,,
3826386550,4094947502,0,133437553,,service,10 mph,,False,1.358,"LINESTRING (-118.6050105 34.1803105, -118.6050125 34.1803226)",,,,,,
3826386550,5947822170,0,133437553,,service,10 mph,,False,16.157,"LINESTRING (-118.6050105 34.1803105, -118.6050102 34.1801652)",,,,,,
3826386554,5947528609,0,133437560,,service,10 mph,,False,3.959,"LINESTRING (-118.6043732 34.1806167, -118.604332 34.1806064)",,,,,,
3826386554,4094830191,0,133437560,,service,10 mph,,False,3.428,"LINESTRING (-118.6043732 34.1806167, -118.6044102 34.1806204)",,,,,,
3826386555,6783890404,0,133437560,,service,10 mph,,False,3.977,"LINESTRING (-118.6040194 34.1805655, -118.6039768 34.1805594)",,,,,,
3826386555,5947528607,0,133437560,,service,10 mph,,False,12.016,"LINESTRING (-118.6040194 34.1805655, -118.60415 34.1805676)",,,,,,
3826386556,5947440177,0,133437560,,service,10 mph,,False,4.809,"LINESTRING (-118.6038921 34.1805155, -118.6038541 34.1804858)",,,,,,
3826386556,4094830192,0,133437560,,service,10 mph,,False,5.444,"LINESTRING (-118.6038921 34.1805155, -118.6039396 34.1805447)",,,,,,
3826387157,7523545107,0,133437560,,service,10 mph,,False,6.414,"LINESTRING (-118.6037021 34.1803297, -118.6036373 34.1803084)",,,,,,
3826387157,4094548825,0,133437560,,service,10 mph,,False,4.774,"LINESTRING (-118.6037021 34.1803297, -118.6037448 34.1803541)",,,,,,
3826387159,4094830235,0,133437560,,service,10 mph,,False,5.496,"LINESTRING (-118.6034701 34.1802463, -118.6034388 34.1802042)",,,,,,
3826387159,4094548823,0,133437560,,service,10 mph,,False,5.621,"LINESTRING (-118.6034701 34.1802463, -118.6035166 34.1802791)",,,,,,
3827808041,7099044032,0,378631006,Park Lane,service,5 mph,,False,6.954,"LINESTRING (-118.5807023 34.1846901, -118.5806274 34.1846816)",,,,,,
3827986363,122793696,0,378631006,Park Lane,service,5 mph,,False,69.791,"LINESTRING (-118.5794632 34.1850466, -118.5787584 34.185279)",,,,,,
3827986363,3820431536,0,378631006,Park Lane,service,5 mph,,False,30.416,"LINESTRING (-118.5794632 34.1850466, -118.5797727 34.1849503)",,,,,,
3827986363,7099044037,0,836900551,,service,5 mph,,False,3.559,"LINESTRING (-118.5794632 34.1850466, -118.5794392 34.1850215)",,,,,,
3833660992,6175942358,0,13320593,El Rancho Drive,service,15 mph,permissive,False,12.557,"LINESTRING (-118.587685 34.184457, -118.5878179 34.1844828)",,,,,,
3833660992,122823034,0,13320593,El Rancho Drive,service,15 mph,permissive,False,12.698,"LINESTRING (-118.587685 34.184457, -118.587549 34.1844374)",,,,,,
3833811743,4094947518,0,133437559,,service,10 mph,,False,6.425,"LINESTRING (-118.6024673 34.1802159, -118.6025253 34.1801837)",,,,,,
3833811743,7055142610,0,133437559,,service,10 mph,,False,2.445,"LINESTRING (-118.6024673 34.1802159, -118.6024512 34.1802334)",,,,,,
3833811743,6783890386,0,407446822,,service,10 mph,,False,13.611,"LINESTRING (-118.6024673 34.1802159, -118.6023281 34.1801744)",,,,,,
3833811743,5947528598,0,629745030,,service,10 mph,,True,81.651,"LINESTRING (-118.6024673 34.1802159, -118.6024664 34.1794816)",,parking_aisle,,,,
3833815331,5902813155,0,133437553,,service,10 mph,,False,21.85,"LINESTRING (-118.6034525 34.1819791, -118.6033412 34.1821527)",,,,,,
3833815331,1468865939,0,133437553,,service,10 mph,,False,5.31,"LINESTRING (-118.6034525 34.1819791, -118.6034977 34.1819494)",,,,,,
3867372282,1507698195,0,375479627,,service,15 mph,private,False,7.58,"LINESTRING (-118.599508 34.1814674, -118.5995904 34.1814675)",2,,,,,
3867372282,1507698196,0,375479627,,service,15 mph,private,False,4.773,"LINESTRING (-118.599508 34.1814674, -118.5994564 34.1814629)",2,,,,,
3871387420,6604044543,0,383826182,LMU Drive,residential,15 mph,,True,9.642,"LINESTRING (-118.4220822 33.9684286, -118.4221734 33.968471)",1,,,,,
3871387421,6604044544,0,383826182,LMU Drive,residential,15 mph,,True,7.738,"LINESTRING (-118.4222723 33.968493, -118.4223562 33.9684942)",1,,,,,
3871387422,6604044545,0,383826182,LMU Drive,residential,15 mph,,True,7.722,"LINESTRING (-118.4224439 33.968478, -118.4225213 33.9684515)",1,,,,,
3871387424,7621991525,0,383826182,LMU Drive,residential,15 mph,,True,25.183,"LINESTRING (-118.4227053 33.9682809, -118.4228309 33.9680798)",1,,,,,
3879288734,3879292366,0,4341218,Beatrice Street,residential,15 mph,,False,1.813,"LINESTRING (-118.4167621 33.9801848, -118.4167795 33.9801772)",,,,,,
3879288734,5425890704,0,4341218,Beatrice Street,residential,15 mph,,False,13.28,"LINESTRING (-118.4167621 33.9801848, -118.4166347 33.9802405)",,,,,,
3879289021,5425966671,0,4341218,Beatrice Street,residential,15 mph,,False,16.455,"LINESTRING (-118.4151603 33.9808842, -118.4153183 33.9808154)",,,,,,
3879289021,3879289030,0,4341218,Beatrice Street,residential,15 mph,,False,19.401,"LINESTRING (-118.4151603 33.9808842, -118.414974 33.9809653)",,,,,,
3879289030,3879289021,0,4341218,Beatrice Street,residential,15 mph,,False,19.401,"LINESTRING (-118.414974 33.9809653, -118.4151603 33.9808842)",,,,,,
3879289030,26427498,0,4341218,Beatrice Street,residential,15 mph,,False,2.459,"LINESTRING (-118.414974 33.9809653, -118.4149504 33.9809756)",,,,,,
3879291148,3879291150,0,4341218,Beatrice Street,residential,15 mph,,False,18.975,"LINESTRING (-118.4140198 33.981382, -118.4142019 33.9813025)",,,,,,
3879291150,5425888258,0,4341218,Beatrice Street,residential,15 mph,,False,2.117,"LINESTRING (-118.4142019 33.9813025, -118.414222 33.9812933)",,,,,,
3879291150,3879291148,0,4341218,Beatrice Street,residential,15 mph,,False,18.975,"LINESTRING (-118.4142019 33.9813025, -118.4140198 33.981382)",,,,,,
3879292318,26427498,0,4341218,Beatrice Street,residential,15 mph,,False,21.564,"LINESTRING (-118.4147435 33.981066, -118.4149504 33.9809756)",,,,,,
3879292318,5425888258,0,4341218,Beatrice Street,residential,15 mph,,False,54.323,"LINESTRING (-118.4147435 33.981066, -118.414222 33.9812933)",,,,,,
3879292366,5425890709,0,4341218,Beatrice Street,residential,15 mph,,False,16.881,"LINESTRING (-118.4167795 33.9801772, -118.4169412 33.980106)",,,,,,
3879292366,3879288734,0,4341218,Beatrice Street,residential,15 mph,,False,1.813,"LINESTRING (-118.4167795 33.9801772, -118.4167621 33.9801848)",,,,,,
3892916592,6146696487,0,656126833,,service,15 mph,,True,4.66,"LINESTRING (-118.6051746 34.1848372, -118.6052249 34.1848422)",,entrance,,,,
3892916592,3787935966,0,656126834,,service,15 mph,,False,6.215,"LINESTRING (-118.6051746 34.1848372, -118.6051079 34.1848461)",,entrance,,,,
3894060809,369998396,0,32844705,,unclassified,15 mph,,False,6.512,"LINESTRING (-118.4788501 34.2432662, -118.4788622 34.2433239)",,,,,,
3894060809,369998399,0,32844705,,unclassified,15 mph,,False,6.48,"LINESTRING (-118.4788501 34.2432662, -118.4788394 34.2432086)",,,,,,
3894060810,369998386,0,32844705,,unclassified,15 mph,,False,7.305,"LINESTRING (-118.4789199 34.2434902, -118.4789494 34.2435512)",,,,,,
3894060810,369998390,0,32844705,,unclassified,15 mph,,False,7.836,"LINESTRING (-118.4789199 34.2434902, -118.4788917 34.2434237)",,,,,,
3894060811,369998381,0,32844705,,unclassified,15 mph,,False,7.001,"LINESTRING (-118.4789856 34.2436077, -118.4790218 34.2436631)",,,,,,
3894060811,369998386,0,32844705,,unclassified,15 mph,,False,7.109,"LINESTRING (-118.4789856 34.2436077, -118.4789494 34.2435512)",,,,,,
3894060812,369998376,0,32844705,,unclassified,15 mph,,False,7.25,"LINESTRING (-118.479066 34.2437186, -118.4791116 34.2437718)",,,,,,
3894060812,369998381,0,32844705,,unclassified,15 mph,,False,7.389,"LINESTRING (-118.479066 34.2437186, -118.4790218 34.2436631)",,,,,,
3900610229,5690320498,0,375153913,,service,15 mph,,True,52.232,"LINESTRING (-118.6055725 34.1842985, -118.6055659 34.1838288)",,driveway,,,,
3902625567,6147054301,0,386905370,,service,15 mph,,False,7.952,"LINESTRING (-118.5503408 34.1802586, -118.5503423 34.1801871)",,alley,,,,
3902625568,3902625573,0,386905370,,service,15 mph,,False,5.833,"LINESTRING (-118.5503466 34.1799822, -118.5503869 34.1799417)",,alley,,,,
3902625568,6147054301,0,386905370,,service,15 mph,,False,22.787,"LINESTRING (-118.5503466 34.1799822, -118.5503423 34.1801871)",,alley,,,,
3902625569,3902625570,0,386905370,,service,15 mph,,False,3.131,"LINESTRING (-118.5513494 34.1798942, -118.5513821 34.1798864)",,alley,,,,
3902625569,3902625573,0,386905370,,service,15 mph,,False,88.697,"LINESTRING (-118.5513494 34.1798942, -118.5503869 34.1799417)",,alley,,,,
3902625570,3902625571,0,386905370,,service,15 mph,,False,35.731,"LINESTRING (-118.5513821 34.1798864, -118.5517291 34.179742)",,alley,,,,
3902625570,3902625569,0,386905370,,service,15 mph,,False,3.131,"LINESTRING (-118.5513821 34.1798864, -118.5513494 34.1798942)",,alley,,,,
3902625571,3902625572,0,386905370,,service,15 mph,,False,62.923,"LINESTRING (-118.5517291 34.179742, -118.5524131 34.1797376)",,alley,,,,
3902625571,3902625570,0,386905370,,service,15 mph,,False,35.731,"LINESTRING (-118.5517291 34.179742, -118.5513821 34.1798864)",,alley,,,,
3902625572,6147054311,0,386905370,,service,15 mph,,False,37.311,"LINESTRING (-118.5524131 34.1797376, -118.55242 34.1794021)",,alley,,,,
3902625572,3902625571,0,386905370,,service,15 mph,,False,62.923,"LINESTRING (-118.5524131 34.1797376, -118.5517291 34.179742)",,alley,,,,
3902625573,3902625569,0,386905370,,service,15 mph,,False,88.697,"LINESTRING (-118.5503869 34.1799417, -118.5513494 34.1798942)",,alley,,,,
3902625573,3902625568,0,386905370,,service,15 mph,,False,5.833,"LINESTRING (-118.5503869 34.1799417, -118.5503466 34.1799822)",,alley,,,,
3926516238,3799971686,0,376593158,,service,10 mph,,False,6.185,"LINESTRING (-118.5916489 34.1754362, -118.5916508 34.1754918)",,parking_aisle,,,,
3926516238,6157814416,0,376593158,,service,10 mph,,False,20.538,"LINESTRING (-118.5916489 34.1754362, -118.5916477 34.1752515)",,parking_aisle,,,,
3929702161,365629834,0,378631006,Park Lane,service,5 mph,,False,15.513,"LINESTRING (-118.5783119 34.1853314, -118.5784805 34.1853279)",,,,,,
