u,v,key,osmid,highway,oneway,length,geometry,bridge,name,lanes,width,maxspeed,tunnel,access,service,area,ref
6652274206,6652274204,0,707958272,cycleway,False,15.865,"LINESTRING (-118.5252882 34.2422906, -118.5252193 34.2422906, -118.5251156 34.2422906)",,,,,,,,,,
6652356054,6033249322,0,640434473,cycleway,False,53.713,"LINESTRING (-118.5251504 34.2479218, -118.5251818 34.2478802, -118.5252141 34.2479029, -118.5252494 34.2479409, -118.5253925 34.2479442, -118.5254101 34.2479425, -118.5254336 34.2479328, -118.5255982 34.2477912)",,,,,,,,,,
6652365313,6033217424,0,713732763,cycleway,False,8.422,"LINESTRING (-118.5247038 34.2488489, -118.5246421 34.2487929)",,,,,,,,,,
6652365314,660327553,0,707965405,cycleway,False,16.885,"LINESTRING (-118.5240857 34.2476809, -118.523902 34.2476821)",,,,,,,,,,
6652365314,6033249885,0,51736801,cycleway,False,11.646,"LINESTRING (-118.5240857 34.2476809, -118.5240843 34.2476258, -118.5240503 34.2475849)",,,,,,,,,,
6652365314,660327538,0,"[51736801, 51736798]",cycleway,False,80.482,"LINESTRING (-118.5240857 34.2476809, -118.5240893 34.2478198, -118.524077 34.2479158, -118.5240802 34.2481832, -118.5241703 34.2481971, -118.5242863 34.2481955, -118.5243458 34.2481979)",,,,,,,,,,
6652365316,6032906258,0,51736809,cycleway,False,8.395,"LINESTRING (-118.5243541 34.2485826, -118.524354 34.2486581)",,,,,,,,,,
6652365316,6033013061,0,707965414,cycleway,False,15.197,"LINESTRING (-118.5243541 34.2485826, -118.5241888 34.2485797)",,,,,,,,,,
6652365316,660327594,0,51736809,cycleway,False,23.116999999999997,"LINESTRING (-118.5243541 34.2485826, -118.5243543 34.2484982, -118.5244677 34.2484178)",,,,,,,,,,
6652518308,6032906237,0,"[640393828, 708140613]",cycleway,False,47.0,"LINESTRING (-118.5320237 34.2418682, -118.5319658 34.2417508, -118.5319554 34.2415577, -118.5319326 34.2415572, -118.5318314 34.2415535)",,,,,,,,,,
6652532951,1707711481,0,707856148,cycleway,False,6.551,"LINESTRING (-118.5312593 34.2379416, -118.5312577 34.2378827)",,,,,,,,,,
6652532951,6027909070,0,707983443,cycleway,False,9.291,"LINESTRING (-118.5312593 34.2379416, -118.5313577 34.2379607)",,,,,,,,,,
6652532951,6027909034,0,"[707856148, 158606215]",cycleway,False,134.069,"LINESTRING (-118.5312593 34.2379416, -118.5312582 34.2380703, -118.5307794 34.2380725, -118.53018 34.2380755, -118.5301311 34.238076, -118.5301086 34.2380845, -118.5299577 34.2380858)",,,,,,,,,,
6653480345,1876988341,0,707175580,cycleway,False,65.69500000000001,"LINESTRING (-118.5274475 34.2384216, -118.5274471 34.238283, -118.5274459 34.2378308)",,,,,,,,,,
6653480345,2053235652,0,707175580,cycleway,False,82.912,"LINESTRING (-118.5274475 34.2384216, -118.5274495 34.2386715, -118.5274506 34.2388131, -118.5274567 34.2391672)",,,,,,,,,,
6653480345,1876988337,0,"[708083488, 177239419]",cycleway,False,146.467,"LINESTRING (-118.5274475 34.2384216, -118.5281113 34.2384231, -118.5283524 34.2384261, -118.5283879 34.2384666, -118.5284328 34.2385178, -118.5285255 34.2385193, -118.5285237 34.238469, -118.5288594 34.2384709, -118.5289215 34.2384712)",,,,,,,,,,
6653480349,1707894309,0,686183947,cycleway,False,104.744,"LINESTRING (-118.5272107 34.2391676, -118.5264505 34.2391696, -118.5260713 34.239175)",,Matador Walk,,,,,,,,
6653480349,6431627644,0,"[686183947, 158626902]",cycleway,False,10.4,"LINESTRING (-118.5272107 34.2391676, -118.5272678 34.2391662, -118.5272864 34.2391666, -118.5273238 34.2391673)",,Matador Walk,,,,,,,,
6653480349,6653488158,0,708083490,cycleway,False,91.591,"LINESTRING (-118.5272107 34.2391676, -118.5270301 34.2393447, -118.5266877 34.2396806, -118.5266373 34.2398276)",,,,,,,,,,
6653488158,6431935886,0,467341230,cycleway,False,9.418,"LINESTRING (-118.5266373 34.2398276, -118.5267364 34.2398491)",,,,,,,,,,
6653488158,4619810401,0,"[467341189, 467341230]",cycleway,False,131.174,"LINESTRING (-118.5266373 34.2398276, -118.5265029 34.2397984, -118.5260469 34.2397282, -118.5256425 34.2397329, -118.525567 34.2397549, -118.5252274 34.2397611)",,,,,,,,,,
6653488158,6653480349,0,708083490,cycleway,False,91.59100000000001,"LINESTRING (-118.5266373 34.2398276, -118.5266877 34.2396806, -118.5270301 34.2393447, -118.5272107 34.2391676)",,,,,,,,,,
6654131523,4593858390,0,714064337,cycleway,False,6.757,"LINESTRING (-118.5273179 34.2378303, -118.5273914 34.2378312)",,Sierra Walk,,,,,,,,
6654131523,1876988347,0,"[477597752, 714064337]",cycleway,False,4.394,"LINESTRING (-118.5273179 34.2378303, -118.5272904 34.2378302, -118.5272701 34.2378301)",,Sierra Walk,,,,,,,,
6654131523,6431627644,0,464251569,unclassified,True,148.66899999999998,"LINESTRING (-118.5273179 34.2378303, -118.5273224 34.2388137, -118.5273236 34.2391309, -118.5273238 34.2391673)",,East University Drive,2,,15 mph,,permissive,,,
6654164982,4621708263,0,639778763,cycleway,False,126.97199999999998,"LINESTRING (-118.5280804 34.2367873, -118.528082 34.2368843, -118.5282191 34.2368869, -118.5282183 34.2369179, -118.5283749 34.2369178, -118.5283723 34.236985, -118.5287097 34.2369773, -118.5291675 34.2367845)",,,,,,,,,,
6654164982,1876988335,0,714064339,cycleway,False,58.439,"LINESTRING (-118.5280804 34.2367873, -118.5274756 34.2367888, -118.5274447 34.2367889)",,Mike Curb College Arts Walk,,,,,,,,
6654164982,6027909048,0,714064339,cycleway,False,90.678,"LINESTRING (-118.5280804 34.2367873, -118.52838 34.2367865, -118.5290668 34.2367848)",,Mike Curb College Arts Walk,,,,,,,,
6654413472,6654413473,0,708182392,cycleway,False,57.021,"LINESTRING (-118.5251477 34.2372779, -118.5251483 34.2367651)",,,,,,,,,,
6654413473,6654413472,0,708182392,cycleway,False,57.021,"LINESTRING (-118.5251483 34.2367651, -118.5251477 34.2372779)",,,,,,,,,,
6654429775,652267746,0,51128983,cycleway,False,8.484,"LINESTRING (-118.5289216 34.2388948, -118.5289216 34.2389711)",,,,,,,,,,
6654429775,652267743,0,51128983,cycleway,False,25.041,"LINESTRING (-118.5289216 34.2388948, -118.5289216 34.2386696)",,,,,,,,,,
6654429775,1707757834,0,708182080,cycleway,False,80.26599999999999,"LINESTRING (-118.5289216 34.2388948, -118.5283584 34.2388861, -118.5283187 34.2389141, -118.5281868 34.2389108, -118.5281463 34.2388124)",,,,,,,,,,
6654436357,6024079793,0,431586778,cycleway,False,6.172,"LINESTRING (-118.5297918 34.2427624, -118.5297912 34.2428179)",,,,,,,,,,
6654436357,6024079757,0,"[431586778, 707954478]",cycleway,False,11.331,"LINESTRING (-118.5297918 34.2427624, -118.5297916 34.2427115, -118.5297915 34.2426605)",,,,,,,,,,
6654436357,6318553799,0,709151756,unclassified,False,172.76600000000002,"LINESTRING (-118.5297918 34.2427624, -118.529828 34.2427622, -118.5305177 34.2427588, -118.5309188 34.2427592, -118.5316417 34.2427599, -118.5316713 34.24276)",,North University Drive,2,,15 mph,,permissive,,,
6654436357,6654436358,0,709151756,unclassified,False,89.629,"LINESTRING (-118.5297918 34.2427624, -118.5297608 34.2427619, -118.5295436 34.2427459, -118.5288518 34.2427461, -118.5288176 34.2427455)",,North University Drive,2,,15 mph,,permissive,,,
6654436358,6024079795,0,708179912,cycleway,False,7.984,"LINESTRING (-118.5288176 34.2427455, -118.5288171 34.2428173)",,,,,,,,,,
6654436358,6024079758,0,708179912,cycleway,False,9.463,"LINESTRING (-118.5288176 34.2427455, -118.5288184 34.2426604)",,,,,,,,,,
6654436358,6654436357,0,709151756,unclassified,False,89.62899999999999,"LINESTRING (-118.5288176 34.2427455, -118.5288518 34.2427461, -118.5295436 34.2427459, -118.5297608 34.2427619, -118.5297918 34.2427624)",,North University Drive,2,,15 mph,,permissive,,,
6654436358,2053235648,0,"[464251572, 709151756]",unclassified,False,124.09500000000001,"LINESTRING (-118.5288176 34.2427455, -118.5287832 34.2427453, -118.5281928 34.2427425, -118.5275041 34.2427392, -118.5274676 34.242739)",,North University Drive,2,,15 mph,,permissive,,,
6663350377,6024079771,0,184042688,cycleway,False,17.145,"LINESTRING (-118.5318303 34.2385731, -118.5317402 34.2385722, -118.5316438 34.2385733)",,,,,,,,,,
6663350380,6027909010,0,"[639771921, 639771922]",cycleway,False,59.894000000000005,"LINESTRING (-118.531846 34.2392097, -118.5318917 34.2392026, -118.5324197 34.2392017, -118.5324186 34.2392654)",,,,,,,,,,
6679257090,6024079769,0,184042687,cycleway,False,55.523,"LINESTRING (-118.5310472 34.2391732, -118.5316512 34.239172)",,Matador Walk,,,,,,,,
6679257090,1944738636,0,184042687,cycleway,False,86.952,"LINESTRING (-118.5310472 34.2391732, -118.5301889 34.2391725, -118.5301013 34.2391718)",,Matador Walk,,,,,,,,
6679257090,6028347610,0,710419959,cycleway,False,71.66300000000001,"LINESTRING (-118.5310472 34.2391732, -118.5310498 34.2392359, -118.5310401 34.2392784, -118.5309285 34.2394539, -118.5308152 34.2395808, -118.530797 34.2396159, -118.5307947 34.2397602)",,,,,,,,,,
6679257090,6679257098,0,710419959,cycleway,False,68.087,"LINESTRING (-118.5310472 34.2391732, -118.5310356 34.2391279, -118.5310028 34.2390825, -118.5309934 34.2390448, -118.5310014 34.2385702)",,,,,,,,,,
6679257098,6027909066,0,709107084,cycleway,False,47.746,"LINESTRING (-118.5310014 34.2385702, -118.5315208 34.2385721)",,,,,,,,,,
6679257098,652267866,0,"[709107091, 709107084]",cycleway,False,84.40700000000001,"LINESTRING (-118.5310014 34.2385702, -118.5309737 34.2385701, -118.5309376 34.2385875, -118.5302989 34.238597, -118.530089 34.2386001)",,,,,,,,,,
6679257098,6679257090,0,710419959,cycleway,False,68.087,"LINESTRING (-118.5310014 34.2385702, -118.5309934 34.2390448, -118.5310028 34.2390825, -118.5310356 34.2391279, -118.5310472 34.2391732)",,,,,,,,,,
6679441450,652276456,0,707120562,cycleway,False,21.358,"LINESTRING (-118.5299059 34.2396601, -118.5301077 34.2397553)",,,,,,,,,,
6680652263,660327802,0,710568198,cycleway,False,66.481,"LINESTRING (-118.5251221 34.2467216, -118.5251205 34.2466292, -118.5250439 34.2466298, -118.5245917 34.2466314, -118.524512 34.2466496)",,,,,,,,,,
6685462391,627622712,0,49417597,cycleway,False,27.357,"LINESTRING (-118.2942853 33.787533, -118.2942712 33.7875769, -118.2942325 33.7877204, -118.2942253 33.7877736)",,,,,,,,,,
6685462391,627622323,0,49417597,cycleway,False,406.943,"LINESTRING (-118.2942853 33.787533, -118.2942801 33.7874433, -118.2943027 33.7873686, -118.2943478 33.7873217, -118.294419 33.7873024, -118.2946102 33.7872559, -118.2946332 33.7872503, -118.294803 33.7872025, -118.2949415 33.7871515, -118.2950264 33.7870994, -118.2950839 33.7870451, -118.2951743 33.7869257, -118.2952478 33.7867962, -118.2953022 33.7866784, -118.2953752 33.7864871, -118.2954206 33.7864287, -118.2954713 33.7863837, -118.2955971 33.7863476, -118.295652 33.7863095, -118.2957069 33.7862625, -118.2957306 33.786217, -118.2957435 33.7861671, -118.2957497 33.786092, -118.2957067 33.7859992, -118.2956208 33.7859244, -118.2955587 33.7858546, -118.2955181 33.7857758, -118.2955136 33.785758, -118.2954997 33.7857031, -118.2954931 33.7856434, -118.2954994 33.785575, -118.2955149 33.7855361, -118.2955676 33.7854645, -118.2955817 33.7854509, -118.2956423 33.7853928, -118.2957814 33.78533, -118.2958926 33.7853253, -118.2959876 33.7853474, -118.296088 33.7853941, -118.2961937 33.7854184, -118.2962948 33.7854117, -118.2964012 33.7853826, -118.2964856 33.7852753)",,,,,,,,,,
6685462391,6685462401,0,711125935,cycleway,False,17.728,"LINESTRING (-118.2942853 33.787533, -118.294322 33.7875653, -118.2943715 33.7875998, -118.2944382 33.787626)",,,,,,,,,,
6685462401,627622712,0,49417598,cycleway,False,25.629,"LINESTRING (-118.2944382 33.787626, -118.2942808 33.7877382, -118.2942253 33.7877736)",,,,,,,,,,
6685462401,627622678,0,49417598,cycleway,False,54.080999999999996,"LINESTRING (-118.2944382 33.787626, -118.2945392 33.7875823, -118.2946353 33.7875609, -118.2947299 33.7875626, -118.2948447 33.7875815, -118.2950026 33.787604)",,,,,,,,,,
6685462401,6685462391,0,711125935,cycleway,False,17.728,"LINESTRING (-118.2944382 33.787626, -118.2943715 33.7875998, -118.294322 33.7875653, -118.2942853 33.787533)",,,,,,,,,,
6685464743,6685464746,0,711127157,cycleway,False,37.872,"LINESTRING (-118.2924893 33.7899312, -118.2924036 33.7898516, -118.2923545 33.7897638, -118.2923193 33.78963)",,,,,,,,,,
6685464746,627622845,0,49417597,cycleway,False,64.55,"LINESTRING (-118.2923193 33.78963, -118.2920939 33.7896733, -118.291994 33.7896785, -118.2919059 33.7896632, -118.2917812 33.7896078, -118.2916762 33.7895364)",,,,,,,,,,
6685464746,627622712,0,49417597,cycleway,False,284.806,"LINESTRING (-118.2923193 33.78963, -118.2923835 33.7895697, -118.2924179 33.7895416, -118.2924553 33.7895283, -118.2925581 33.7895111, -118.2925975 33.7894973, -118.2926145 33.7894718, -118.2926235 33.7894397, -118.292622 33.7893648, -118.2926373 33.7892676, -118.2926851 33.7891807, -118.292761 33.7891049, -118.2928325 33.7890623, -118.2929095 33.7890242, -118.293058 33.7889747, -118.2932036 33.7889164, -118.2932694 33.7888852, -118.293343 33.7888415, -118.2934394 33.7887732, -118.2935597 33.7886577, -118.2936941 33.7885118, -118.2938778 33.7882471, -118.2940537 33.7880058, -118.2942253 33.7877736)",,,,,,,,,,
6685464746,6685464743,0,711127157,cycleway,False,37.872,"LINESTRING (-118.2923193 33.78963, -118.2923545 33.7897638, -118.2924036 33.7898516, -118.2924893 33.7899312)",,,,,,,,,,
6699160759,6699160761,0,"[712520416, 712520418, 712520415]",cycleway,False,341.457,"LINESTRING (-118.5197267 34.25777, -118.5197257 34.2591137, -118.5197262 34.2593637, -118.5197193 34.2595926, -118.51972 34.2596592, -118.5197115 34.2608407)",,,,,,,,,,
6699160761,6699160759,0,"[712520416, 712520418, 712520415]",cycleway,False,341.457,"LINESTRING (-118.5197115 34.2608407, -118.51972 34.2596592, -118.5197193 34.2595926, -118.5197262 34.2593637, -118.5197257 34.2591137, -118.5197267 34.25777)",,,,,,,,,,
6699160762,6699160763,0,712520417,cycleway,False,138.488,"LINESTRING (-118.5198666 34.2608414, -118.5198789 34.259685, -118.5198841 34.2595961)",,,,,,,,,,
6699160763,6699160762,0,712520417,cycleway,False,138.488,"LINESTRING (-118.5198841 34.2595961, -118.5198789 34.259685, -118.5198666 34.2608414)",,,,,,,,,,
6703782309,6403173411,0,713129440,cycleway,True,148.87400000000002,"LINESTRING (-118.5710788 34.2373826, -118.5711818 34.2373326, -118.5711937 34.237137, -118.5711929 34.2363461, -118.5711784 34.2361283, -118.5712197 34.2361196)",,,,,,,,,,
6703782312,6703782307,0,713129439,cycleway,True,375.38500000000005,"LINESTRING (-118.5710707 34.2354057, -118.5709776 34.2354118, -118.5709604 34.2356355, -118.5709576 34.2357684, -118.5709607 34.2386061, -118.5710717 34.2386549)",,,,,,,,,,
6703816909,6703816911,0,713133665,cycleway,True,298.36199999999997,"LINESTRING (-118.5713382 34.246158, -118.5713406 34.2460802, -118.5713411 34.2454036, -118.5713391 34.2446637, -118.5713288 34.2435176, -118.5713647 34.2434868)",,,,,,,,,,
6703816913,6703816915,0,713133667,cycleway,True,355.873,"LINESTRING (-118.5711089 34.2462309, -118.5711175 34.24933, -118.5712235 34.2493809)",,,,,,,,,,
6703816916,4035450485,0,713133668,cycleway,True,372.765,"LINESTRING (-118.5713501 34.2498824, -118.5713478 34.249529, -118.5713467 34.2491487, -118.5713462 34.2483982, -118.5713457 34.2476561, -118.5713437 34.246908, -118.5713404 34.2466813, -118.5712294 34.2465611)",,,,,,,,,,
6703858112,6703858116,0,713140967,cycleway,True,341.173,"LINESTRING (-118.5711341 34.2571279, -118.571168 34.2567568, -118.5712036 34.2563449, -118.5712085 34.2562046, -118.5712107 34.2554195, -118.5712051 34.2541783, -118.5710885 34.2541129)",,,,,,,,,,
6703858117,6703858120,0,713140968,cycleway,True,270.653,"LINESTRING (-118.5709666 34.2537187, -118.5709713 34.2558074, -118.570969 34.2560409, -118.5710894 34.2560919)",,,,,,,,,,
6703858121,6703858125,0,713140969,cycleway,True,341.05199999999996,"LINESTRING (-118.571207 34.2535515, -118.5712077 34.2512947, -118.5712154 34.2511546, -118.5712437 34.2509191, -118.5712474 34.2508922, -118.5713107 34.2504892)",,,,,,,,,,
6703858126,6703858132,0,713140970,cycleway,True,348.66200000000003,"LINESTRING (-118.5710983 34.2501298, -118.5710975 34.2502215, -118.5710848 34.2503916, -118.5710677 34.2505067, -118.570997 34.2509871, -118.5709712 34.2512102, -118.5709677 34.2514808, -118.5709662 34.252748, -118.5709698 34.2530973, -118.5710827 34.2532301)",,,,,,,,,,
6704471083,4064664063,0,32344156,cycleway,False,146.69500000000002,"LINESTRING (-118.5903534 34.2699656, -118.5903317 34.2699716, -118.5887582 34.2699783)",,Rinaldi Street Bike Path,,12',,,,,,
6710531232,6033249332,0,640434474,cycleway,False,41.887,"LINESTRING (-118.5251087 34.2484175, -118.5251653 34.248419, -118.5252173 34.2484375, -118.5252723 34.2484551, -118.5255558 34.248454)",,,,,,,,,,
6710531232,6710531235,0,707965406,cycleway,False,46.181000000000004,"LINESTRING (-118.5251087 34.2484175, -118.5251112 34.2485608, -118.5251315 34.2485841, -118.525118 34.2487472, -118.5250977 34.2487742, -118.5250661 34.2487864, -118.5250429 34.2487868)",,,,,,,,,,
6710531232,660327638,0,"[51736811, 707965406]",cycleway,False,98.20299999999999,"LINESTRING (-118.5251087 34.2484175, -118.5250994 34.2480952, -118.5251078 34.2480872, -118.5251072 34.2480066, -118.525096 34.2479954, -118.5250751 34.2479926, -118.524783 34.2479935, -118.5247649 34.2479967, -118.5246427 34.2479998, -118.5246169 34.2480105, -118.5246115 34.2480662)",,,,,,,,,,
6710531235,6033217424,0,707965406,cycleway,False,36.845,"LINESTRING (-118.5250429 34.2487868, -118.5246421 34.2487929)",,,,,,,,,,
6710531235,6710531236,0,713732750,cycleway,False,6.923,"LINESTRING (-118.5250429 34.2487868, -118.5250804 34.2488408)",,,,,,,,,,
6710531235,6710531232,0,707965406,cycleway,False,46.181,"LINESTRING (-118.5250429 34.2487868, -118.5250661 34.2487864, -118.5250977 34.2487742, -118.525118 34.2487472, -118.5251315 34.2485841, -118.5251112 34.2485608, -118.5251087 34.2484175)",,,,,,,,,,
6710531236,6710531235,0,713732750,cycleway,False,6.923,"LINESTRING (-118.5250804 34.2488408, -118.5250429 34.2487868)",,,,,,,,,,
6710531255,6028034841,0,640395168,cycleway,False,30.608000000000004,"LINESTRING (-118.5261522 34.2497175, -118.5261525 34.2498051, -118.5261829 34.2498371, -118.526182 34.249895, -118.526221 34.2498955, -118.5262225 34.2499397, -118.5262229 34.2499523)",,,,,,,,,,
6710531255,6032930322,0,"[713732756, 713732757]",cycleway,False,25.208,"LINESTRING (-118.5261522 34.2497175, -118.5262027 34.2497156, -118.5262393 34.2496681, -118.5262515 34.2496432, -118.5263242 34.2495611)",,,,,,,,,,
6710531255,6032930303,0,713732757,cycleway,False,30.929000000000002,"LINESTRING (-118.5261522 34.2497175, -118.5258996 34.2497147, -118.5258662 34.2497222, -118.5258408 34.2497571)",,,,,,,,,,
6710547482,6710559885,0,713737053,cycleway,False,31.408,"LINESTRING (-118.5254662 34.2473477, -118.5251245 34.2473466)",,,,,,,,,,
6710547482,6033249322,0,640431097,cycleway,False,52.384,"LINESTRING (-118.5254662 34.2473477, -118.5254697 34.2475436, -118.525483 34.2476102, -118.5255086 34.2476847, -118.5255712 34.2477678, -118.5255982 34.2477912)",,,,,,,,,,
6710547482,660327746,0,640431097,cycleway,False,128.73,"LINESTRING (-118.5254662 34.2473477, -118.5254602 34.2470121, -118.525447 34.2469988, -118.525025 34.2470011, -118.5245717 34.2469972, -118.5245394 34.2470058, -118.5245186 34.247027, -118.524509 34.2470517)",,,,,,,,,,
6710559885,6710547482,0,713737053,cycleway,False,31.408,"LINESTRING (-118.5251245 34.2473466, -118.5254662 34.2473477)",,,,,,,,,,
6710559885,6710559889,0,713737053,cycleway,False,11.431000000000001,"LINESTRING (-118.5251245 34.2473466, -118.5250882 34.247408, -118.5250595 34.247433)",,,,,,,,,,
6710559885,6710559888,0,713737054,cycleway,False,13.921,"LINESTRING (-118.5251245 34.2473466, -118.5250538 34.2473196, -118.5250327 34.2473224, -118.5250128 34.2473623)",,,,,,,,,,
6710559888,6710559889,0,713737055,cycleway,False,8.957,"LINESTRING (-118.5250128 34.2473623, -118.5250595 34.247433)",,,,,,,,,,
6710559888,6710559885,0,713737054,cycleway,False,13.921,"LINESTRING (-118.5250128 34.2473623, -118.5250327 34.2473224, -118.5250538 34.2473196, -118.5251245 34.2473466)",,,,,,,,,,
6710559888,6710559891,0,713737055,cycleway,False,45.790000000000006,"LINESTRING (-118.5250128 34.2473623, -118.5249701 34.2473451, -118.5246572 34.2473419, -118.5245427 34.2474052)",,,,,,,,,,
6710559889,6710559888,0,713737055,cycleway,False,8.957,"LINESTRING (-118.5250595 34.247433, -118.5250128 34.2473623)",,,,,,,,,,
6710559889,6710559885,0,713737053,cycleway,False,11.431000000000001,"LINESTRING (-118.5250595 34.247433, -118.5250882 34.247408, -118.5251245 34.2473466)",,,,,,,,,,
6710559889,660327563,0,"[640434483, 713737055]",cycleway,False,59.72299999999999,"LINESTRING (-118.5250595 34.247433, -118.5250819 34.2475295, -118.5248408 34.2475265, -118.5247865 34.2474978, -118.5247044 34.2474823, -118.5246421 34.2474816, -118.5245683 34.2475044)",,,,,,,,,,
6710559891,660327668,0,707965407,cycleway,False,9.836,"LINESTRING (-118.5245427 34.2474052, -118.5245014 34.2473236)",,,,,,,,,,
6710559891,660327563,0,707965407,cycleway,False,11.405,"LINESTRING (-118.5245427 34.2474052, -118.5245564 34.2474322, -118.5245678 34.2474727, -118.5245683 34.2475044)",,,,,,,,,,
6710559891,6710559888,0,713737055,cycleway,False,45.79,"LINESTRING (-118.5245427 34.2474052, -118.5246572 34.2473419, -118.5249701 34.2473451, -118.5250128 34.2473623)",,,,,,,,,,
6711057764,6711241701,0,713802430,cycleway,False,117.37700000000001,"LINESTRING (-118.4872259 34.2355469, -118.4872246 34.2354723, -118.4872098 34.235438, -118.4871749 34.2353992, -118.4871669 34.2353725, -118.4871698 34.2345038)",,,,,,,,,,
6711057769,6711241701,0,713802430,cycleway,False,42.043,"LINESTRING (-118.487171 34.2341257, -118.4871698 34.2345038)",,,,,,,,,,
6711057769,6711241701,1,"[713823306, 713823307]",cycleway,False,102.3,"LINESTRING (-118.487171 34.2341257, -118.4873447 34.2341277, -118.4874226 34.2341345, -118.4874894 34.234149, -118.4876265 34.2342161, -118.4876008 34.2342545, -118.4875704 34.2342796, -118.4874964 34.2342921, -118.4874244 34.2343109, -118.4873807 34.2343345, -118.4873523 34.2343627, -118.4873257 34.2344395, -118.487303 34.2344803, -118.4872537 34.2344975, -118.4871698 34.2345038)",,,,,,,,,,
6711057769,123203729,0,713802430,cycleway,False,39.584,"LINESTRING (-118.487171 34.2341257, -118.487189 34.2338538, -118.4872734 34.2338076)",,,,,,,,,,
6711057769,6711241699,0,713823306,cycleway,False,87.98400000000001,"LINESTRING (-118.487171 34.2341257, -118.4870002 34.2341328, -118.4867105 34.2341749, -118.4866582 34.2341948, -118.4865235 34.2342935, -118.4864919 34.2343434, -118.4864765 34.234405, -118.4864698 34.2344959)",,,,,,,,,,
6711241699,6711241701,0,713823307,cycleway,False,64.357,"LINESTRING (-118.4864698 34.2344959, -118.4871698 34.2345038)",,,,,,,,,,
6711241699,6711057769,0,713823306,cycleway,False,87.984,"LINESTRING (-118.4864698 34.2344959, -118.4864765 34.234405, -118.4864919 34.2343434, -118.4865235 34.2342935, -118.4866582 34.2341948, -118.4867105 34.2341749, -118.4870002 34.2341328, -118.487171 34.2341257)",,,,,,,,,,
6711241699,6711241715,0,713823307,cycleway,False,22.716,"LINESTRING (-118.4864698 34.2344959, -118.4863332 34.2344965, -118.4862227 34.2344971)",,,,,,,,,,
6711241701,6711057769,0,713802430,cycleway,False,42.043,"LINESTRING (-118.4871698 34.2345038, -118.487171 34.2341257)",,,,,,,,,,
6711241701,6711057769,1,"[713823306, 713823307]",cycleway,False,102.30000000000001,"LINESTRING (-118.4871698 34.2345038, -118.4872537 34.2344975, -118.487303 34.2344803, -118.4873257 34.2344395, -118.4873523 34.2343627, -118.4873807 34.2343345, -118.4874244 34.2343109, -118.4874964 34.2342921, -118.4875704 34.2342796, -118.4876008 34.2342545, -118.4876265 34.2342161, -118.4874894 34.234149, -118.4874226 34.2341345, -118.4873447 34.2341277, -118.487171 34.2341257)",,,,,,,,,,
6711241701,6711241699,0,713823307,cycleway,False,64.357,"LINESTRING (-118.4871698 34.2345038, -118.4864698 34.2344959)",,,,,,,,,,
6711241701,6711057764,0,713802430,cycleway,False,117.37700000000001,"LINESTRING (-118.4871698 34.2345038, -118.4871669 34.2353725, -118.4871749 34.2353992, -118.4872098 34.235438, -118.4872246 34.2354723, -118.4872259 34.2355469)",,,,,,,,,,
6711241715,6711241699,0,713823307,cycleway,False,22.716,"LINESTRING (-118.4862227 34.2344971, -118.4863332 34.2344965, -118.4864698 34.2344959)",,,,,,,,,,
6733057240,6027840515,0,716827021,cycleway,True,5.18,"LINESTRING (-118.5359422 34.2286987, -118.5359925 34.2287197)",,,,,,,,,,
6733370117,6733370161,0,"[716896440, 27286698, 716896439]",cycleway,False,121.708,"LINESTRING (-118.3800453 34.160364, -118.3802657 34.1602965, -118.3809897 34.1600729, -118.3810452 34.160059, -118.3810666 34.1600852, -118.3811153 34.1601468, -118.3811566 34.1601767, -118.3812256 34.1602009)",yes,,,,,yes,no,,,
6733370122,6733370125,0,716896438,cycleway,False,60.009,"LINESTRING (-118.3823516 34.1626399, -118.3825805 34.1624007, -118.3827717 34.1622724, -118.3827959 34.1622489)",,,,,,,,,,
6733370122,299530190,0,716896438,cycleway,False,23.639,"LINESTRING (-118.3823516 34.1626399, -118.3822767 34.162698, -118.3821443 34.1627635)",,,,,,,,,,
6733370122,6733370194,0,716896441,cycleway,False,93.24600000000001,"LINESTRING (-118.3823516 34.1626399, -118.3824188 34.1627234, -118.3825207 34.1629067, -118.382534 34.1629578, -118.3825336 34.1630041, -118.382491 34.1631837, -118.3824898 34.1632508, -118.3824962 34.163295, -118.3825419 34.1634332)",,,,,,,,,,
6733370122,6733370161,0,716896441,cycleway,False,296.16300000000007,"LINESTRING (-118.3823516 34.1626399, -118.3823199 34.1625929, -118.3823 34.1625446, -118.3822865 34.1624732, -118.3822836 34.1624097, -118.3822972 34.1623314, -118.3823051 34.1622926, -118.3822977 34.1622576, -118.3822724 34.1622189, -118.3822385 34.1621634, -118.3819593 34.1615155, -118.3818976 34.1613624, -118.3818413 34.1612736, -118.3815408 34.1609273, -118.3815006 34.1608807, -118.3814389 34.1607121, -118.3814041 34.1606699, -118.3813182 34.16057, -118.3812834 34.1605034, -118.3812619 34.1604479, -118.3812256 34.1602009)",,,,,,,,,,
6733370125,6733370196,0,716896442,cycleway,False,8.186,"LINESTRING (-118.3827959 34.1622489, -118.3828848 34.1622459)",,,,,,,,,,
