u,v,key,osmid,highway,oneway,length,geometry,bridge,name,lanes,width,maxspeed,tunnel,access,service,area,ref
3993142982,3993143031,0,396503716,cycleway,False,71.102,"LINESTRING (-118.2734666 33.7707887, -118.2734913 33.7708832, -118.2735518 33.7714236)",,,,,,,,,,
3993142982,6240362932,0,"[795852440, 795463675, 795852439]",cycleway,False,295.47600000000006,"LINESTRING (-118.2734666 33.7707887, -118.2746165 33.7707222, -118.2746924 33.7707347, -118.2747942 33.7707291, -118.2749102 33.7707238, -118.2749885 33.7707039, -118.276161 33.7706395, -118.2763981 33.7706407, -118.2766516 33.7706581)",,,,,,,,,,
3993142982,3993142988,0,795852440,cycleway,False,242.914,"LINESTRING (-118.2734666 33.7707887, -118.2720695 33.7708582, -118.2708441 33.7709296)",,,,,,,,,,
3993142988,3993143047,0,396503705,cycleway,False,73.577,"LINESTRING (-118.2708441 33.7709296, -118.2708949 33.7710148, -118.2709427 33.77158)",,,,,,,,,,
3993142988,3993142982,0,795852440,cycleway,False,242.914,"LINESTRING (-118.2708441 33.7709296, -118.2720695 33.7708582, -118.2734666 33.7707887)",,,,,,,,,,
3993142988,3993142999,0,795852440,cycleway,False,238.486,"LINESTRING (-118.2708441 33.7709296, -118.2691302 33.7710245, -118.2682696 33.7710709)",,,,,,,,,,
3993142992,3993142998,0,396503718,cycleway,False,28.684,"LINESTRING (-118.2739079 33.7709826, -118.2742084 33.771047)",,,,,,,,,,
3993142992,7443838230,0,"[396503696, 396503701, 396503710]",cycleway,False,235.47899999999998,"LINESTRING (-118.2739079 33.7709826, -118.2736763 33.7709963, -118.2733275 33.7710154, -118.2713664 33.7711287)",yes,,,,,,,,,
3993142992,3993142997,0,"[396503689, 795852441, 396503701]",cycleway,False,251.745,"LINESTRING (-118.2739079 33.7709826, -118.2745041 33.7709505, -118.2750673 33.7709242, -118.2754768 33.7709071, -118.2758691 33.7709231, -118.2758775 33.770924, -118.2762802 33.7709679, -118.2766191 33.7710198)",yes,,,,,,,,,
3993142997,6240362932,0,396503687,cycleway,False,40.331,"LINESTRING (-118.2766191 33.7710198, -118.2766516 33.7706581)",,,,,,,,,,
3993142997,3993143045,0,396503687,cycleway,False,61.217,"LINESTRING (-118.2766191 33.7710198, -118.2765665 33.7715686)",,,,,,,,,,
3993142997,3993142992,0,"[795852441, 396503689, 396503701]",cycleway,False,251.745,"LINESTRING (-118.2766191 33.7710198, -118.2762802 33.7709679, -118.2758775 33.770924, -118.2758691 33.7709231, -118.2754768 33.7709071, -118.2750673 33.7709242, -118.2745041 33.7709505, -118.2739079 33.7709826)",yes,,,,,,,,,
3993142997,3993143013,0,795852441,cycleway,False,67.456,"LINESTRING (-118.2766191 33.7710198, -118.2769727 33.7710993, -118.2773173 33.7711954)",,,,,,,,,,
3993142998,3993142992,0,396503718,cycleway,False,28.684,"LINESTRING (-118.2742084 33.771047, -118.2739079 33.7709826)",,,,,,,,,,
3993142998,3993143055,0,396503702,cycleway,False,60.947,"LINESTRING (-118.2742084 33.771047, -118.2742127 33.7710835, -118.2742272 33.7711621, -118.2742472 33.7715937)",,,,,,,,,,
3993142998,3993143051,0,396503718,cycleway,False,82.096,"LINESTRING (-118.2742084 33.771047, -118.2743847 33.771127, -118.2745289 33.7712231, -118.274654 33.7713571, -118.2747278 33.7714864, -118.2747545 33.771589)",,,,,,,,,,
3993142999,3993143048,0,795852438,cycleway,False,56.827999999999996,"LINESTRING (-118.2682696 33.7710709, -118.2682913 33.7711568, -118.2683261 33.7715791)",,,,,,,,,,
3993142999,3993142988,0,795852440,cycleway,False,238.486,"LINESTRING (-118.2682696 33.7710709, -118.2691302 33.7710245, -118.2708441 33.7709296)",,,,,,,,,,
3993142999,3993143020,0,"[795852440, 396503704]",cycleway,False,123.939,"LINESTRING (-118.2682696 33.7710709, -118.2672241 33.7711267, -118.2671034 33.7711347, -118.267112 33.7712776)",,,,,,,,,,
3993143003,7443838230,0,396503710,cycleway,False,11.01,"LINESTRING (-118.2712477 33.7711369, -118.2713664 33.7711287)",,,,,,,,,,
3993143003,7443849207,0,"[396503686, 396503693, 396503710]",cycleway,False,66.188,"LINESTRING (-118.2712477 33.7711369, -118.2710885 33.7711416, -118.2707282 33.7711589, -118.2705347 33.7711841)",yes,,,,,,,,,
3993143003,3993143050,0,396503712,cycleway,False,115.77799999999999,"LINESTRING (-118.2712477 33.7711369, -118.2714758 33.7711762, -118.2716698 33.7712192, -118.2718925 33.7712923, -118.2721025 33.7713862, -118.2722862 33.7715112, -118.2723465 33.7715812)",,,,,,,,,,
3993143010,3993143050,0,396503700,cycleway,False,44.384,"LINESTRING (-118.2723116 33.7711831, -118.2723465 33.7715812)",,,,,,,,,,
3993143010,7443838230,0,396503695,cycleway,False,87.6,"LINESTRING (-118.2723116 33.7711831, -118.2720011 33.7711567, -118.271749 33.7711444, -118.2713664 33.7711287)",,,,,,,,,,
3993143010,3993143031,0,396503695,cycleway,False,118.15100000000001,"LINESTRING (-118.2723116 33.7711831, -118.2728677 33.7712643, -118.2734447 33.7713769, -118.2735518 33.7714236)",,,,,,,,,,
3993143013,3993143044,0,396503709,cycleway,False,41.87,"LINESTRING (-118.2773173 33.7711954, -118.2772763 33.7715704)",,,,,,,,,,
3993143013,3993142997,0,795852441,cycleway,False,67.456,"LINESTRING (-118.2773173 33.7711954, -118.2769727 33.7710993, -118.2766191 33.7710198)",,,,,,,,,,
3993143013,3993143035,0,795852441,cycleway,False,69.936,"LINESTRING (-118.2773173 33.7711954, -118.27765 33.7713115, -118.2780002 33.7714648)",,,,,,,,,,
3993143014,3993143035,0,396503707,cycleway,False,29.715,"LINESTRING (-118.2780162 33.7711979, -118.2780002 33.7714648)",,,,,,,,,,
3993143020,3993143023,0,396503698,cycleway,False,93.652,"LINESTRING (-118.267112 33.7712776, -118.2681249 33.7712981)",,,,,,,,,,
3993143020,3993143040,0,396503704,cycleway,False,31.04,"LINESTRING (-118.267112 33.7712776, -118.2671331 33.7715562)",,,,,,,,,,
3993143020,3993142999,0,"[396503704, 795852440]",cycleway,False,123.93900000000001,"LINESTRING (-118.267112 33.7712776, -118.2671034 33.7711347, -118.2672241 33.7711267, -118.2682696 33.7710709)",,,,,,,,,,
3993143023,3993143020,0,396503698,cycleway,False,93.652,"LINESTRING (-118.2681249 33.7712981, -118.267112 33.7712776)",,,,,,,,,,
3993143023,7443849207,0,"[795849961, 396503694]",cycleway,False,223.118,"LINESTRING (-118.2681249 33.7712981, -118.2684798 33.7712811, -118.2690779 33.7712548, -118.2695262 33.7712254, -118.2697856 33.7712166, -118.2705347 33.7711841)",yes,,,,,,,,,
3993143023,3993143040,0,396503719,cycleway,False,96.608,"LINESTRING (-118.2681249 33.7712981, -118.2677867 33.7713494, -118.2675291 33.771409, -118.2673535 33.7714684, -118.2671331 33.7715562)",,,,,,,,,,
3993143026,3993143046,0,396503714,cycleway,False,28.091,"LINESTRING (-118.2695337 33.77132, -118.2695514 33.7715722)",,,,,,,,,,
3993143026,3993143048,0,396503686,cycleway,False,115.384,"LINESTRING (-118.2695337 33.77132, -118.2690869 33.7714011, -118.2685919 33.771504, -118.2683261 33.7715791)",,,,,,,,,,
3993143026,7443849207,0,396503686,cycleway,False,93.783,"LINESTRING (-118.2695337 33.77132, -118.2699815 33.771248, -118.2705347 33.7711841)",,,,,,,,,,
3993143031,3993143055,0,396503695,cycleway,False,67.002,"LINESTRING (-118.2735518 33.7714236, -118.2742472 33.7715937)",,,,,,,,,,
3993143031,3993143056,0,396503716,cycleway,False,18.376,"LINESTRING (-118.2735518 33.7714236, -118.2735466 33.7715888)",,,,,,,,,,
3993143031,3993143010,0,396503695,cycleway,False,118.15100000000001,"LINESTRING (-118.2735518 33.7714236, -118.2734447 33.7713769, -118.2728677 33.7712643, -118.2723116 33.7711831)",,,,,,,,,,
3993143031,3993142982,0,396503716,cycleway,False,71.102,"LINESTRING (-118.2735518 33.7714236, -118.2734913 33.7708832, -118.2734666 33.7707887)",,,,,,,,,,
3993143035,3993143014,0,396503707,cycleway,False,29.715,"LINESTRING (-118.2780002 33.7714648, -118.2780162 33.7711979)",,,,,,,,,,
3993143035,3993143043,0,396503707,cycleway,False,11.691,"LINESTRING (-118.2780002 33.7714648, -118.2780118 33.7715695)",,,,,,,,,,
3993143035,3993143041,0,795852441,cycleway,False,16.927,"LINESTRING (-118.2780002 33.7714648, -118.2781576 33.7715426)",,,,,,,,,,
3993143035,3993143013,0,795852441,cycleway,False,69.936,"LINESTRING (-118.2780002 33.7714648, -118.27765 33.7713115, -118.2773173 33.7711954)",,,,,,,,,,
3993143040,3993143020,0,396503704,cycleway,False,31.04,"LINESTRING (-118.2671331 33.7715562, -118.267112 33.7712776)",,,,,,,,,,
3993143040,3993143052,0,396503704,cycleway,False,2.699,"LINESTRING (-118.2671331 33.7715562, -118.2671354 33.7715804)",,,,,,,,,,
3993143040,3993143023,0,396503719,cycleway,False,96.608,"LINESTRING (-118.2671331 33.7715562, -118.2673535 33.7714684, -118.2675291 33.771409, -118.2677867 33.7713494, -118.2681249 33.7712981)",,,,,,,,,,
3993143041,3993143043,0,396503711,cycleway,False,13.805,"LINESTRING (-118.2781576 33.7715426, -118.2780118 33.7715695)",,,,,,,,,,
3993143041,3993143035,0,795852441,cycleway,False,16.927,"LINESTRING (-118.2781576 33.7715426, -118.2780002 33.7714648)",,,,,,,,,,
3993143041,3993143057,0,795852441,cycleway,False,38.614,"LINESTRING (-118.2781576 33.7715426, -118.2785139 33.7717239)",,,,,,,,,,
3993143043,3993143035,0,396503707,cycleway,False,11.691,"LINESTRING (-118.2780118 33.7715695, -118.2780002 33.7714648)",,,,,,,,,,
3993143043,3993143061,0,396503707,cycleway,False,23.675,"LINESTRING (-118.2780118 33.7715695, -118.2780203 33.7717823)",,,,,,,,,,
3993143043,3993143044,0,396503711,cycleway,False,67.984,"LINESTRING (-118.2780118 33.7715695, -118.2772763 33.7715704)",,,,,,,,,,
3993143043,3993143041,0,396503711,cycleway,False,13.805,"LINESTRING (-118.2780118 33.7715695, -118.2781576 33.7715426)",,,,,,,,,,
3993143044,3993143013,0,396503709,cycleway,False,41.87,"LINESTRING (-118.2772763 33.7715704, -118.2773173 33.7711954)",,,,,,,,,,
3993143044,3993143045,0,396503711,cycleway,False,65.609,"LINESTRING (-118.2772763 33.7715704, -118.2765665 33.7715686)",,,,,,,,,,
3993143044,3993143043,0,396503711,cycleway,False,67.984,"LINESTRING (-118.2772763 33.7715704, -118.2780118 33.7715695)",,,,,,,,,,
3993143044,3993143063,0,396503709,cycleway,False,28.259,"LINESTRING (-118.2772763 33.7715704, -118.2772593 33.7717053, -118.277251 33.7718236)",,,,,,,,,,
3993143045,3993142997,0,396503687,cycleway,False,61.217,"LINESTRING (-118.2765665 33.7715686, -118.2766191 33.7710198)",,,,,,,,,,
3993143045,3993143065,0,396503687,cycleway,False,32.776,"LINESTRING (-118.2765665 33.7715686, -118.2765365 33.7718623)",,,,,,,,,,
3993143045,3993143044,0,396503711,cycleway,False,65.609,"LINESTRING (-118.2765665 33.7715686, -118.2772763 33.7715704)",,,,,,,,,,
3993143046,3993143026,0,396503714,cycleway,False,28.091,"LINESTRING (-118.2695514 33.7715722, -118.2695337 33.77132)",,,,,,,,,,
3993143046,3993143048,0,396503717,cycleway,False,113.26,"LINESTRING (-118.2695514 33.7715722, -118.2683261 33.7715791)",,,,,,,,,,
3993143046,3993143047,0,396503717,cycleway,False,128.604,"LINESTRING (-118.2695514 33.7715722, -118.2709427 33.77158)",,,,,,,,,,
3993143046,5707672157,0,396503714,cycleway,False,74.053,"LINESTRING (-118.2695514 33.7715722, -118.2695707 33.7718596, -118.2696058 33.7722366)",,,,,,,,,,
3993143047,7059433441,0,396503705,cycleway,False,65.643,"LINESTRING (-118.2709427 33.77158, -118.2709923 33.7721689)",,,,,,,,,,
3993143047,3993143046,0,396503717,cycleway,False,128.604,"LINESTRING (-118.2709427 33.77158, -118.2695514 33.7715722)",,,,,,,,,,
3993143047,3993143050,0,396503717,cycleway,False,129.756,"LINESTRING (-118.2709427 33.77158, -118.2723465 33.7715812)",,,,,,,,,,
3993143047,3993142988,0,396503705,cycleway,False,73.577,"LINESTRING (-118.2709427 33.77158, -118.2708949 33.7710148, -118.2708441 33.7709296)",,,,,,,,,,
3993143048,3993143046,0,396503717,cycleway,False,113.26,"LINESTRING (-118.2683261 33.7715791, -118.2695514 33.7715722)",,,,,,,,,,
3993143048,7459629651,0,795852438,cycleway,False,71.591,"LINESTRING (-118.2683261 33.7715791, -118.2683778 33.7722215)",,,,,,,,,,
3993143048,3993143060,0,396503686,cycleway,False,37.037,"LINESTRING (-118.2683261 33.7715791, -118.2682027 33.7716265, -118.2679875 33.7717547)",,,,,,,,,,
3993143048,3993143026,0,396503686,cycleway,False,115.38399999999999,"LINESTRING (-118.2683261 33.7715791, -118.2685919 33.771504, -118.2690869 33.7714011, -118.2695337 33.77132)",,,,,,,,,,
3993143048,3993143052,0,396503717,cycleway,False,110.059,"LINESTRING (-118.2683261 33.7715791, -118.2678421 33.771579, -118.2677228 33.7715793, -118.2671354 33.7715804)",,,,,,,,,,
3993143048,3993142999,0,795852438,cycleway,False,56.827999999999996,"LINESTRING (-118.2683261 33.7715791, -118.2682913 33.7711568, -118.2682696 33.7710709)",,,,,,,,,,
3993143049,3993143051,0,396503717,cycleway,False,10.223,"LINESTRING (-118.2748651 33.7715893, -118.2747545 33.771589)",,,,,,,,,,
3993143050,3993143010,0,396503700,cycleway,False,44.384,"LINESTRING (-118.2723465 33.7715812, -118.2723116 33.7711831)",,,,,,,,,,
3993143050,5707670206,0,396503700,cycleway,False,54.79,"LINESTRING (-118.2723465 33.7715812, -118.272379 33.7720732)",,,,,,,,,,
3993143050,3993143047,0,396503717,cycleway,False,129.756,"LINESTRING (-118.2723465 33.7715812, -118.2709427 33.77158)",,,,,,,,,,
3993143050,3993143056,0,396503717,cycleway,False,110.931,"LINESTRING (-118.2723465 33.7715812, -118.2735466 33.7715888)",,,,,,,,,,
3993143050,3993143003,0,396503712,cycleway,False,115.778,"LINESTRING (-118.2723465 33.7715812, -118.2722862 33.7715112, -118.2721025 33.7713862, -118.2718925 33.7712923, -118.2716698 33.7712192, -118.2714758 33.7711762, -118.2712477 33.7711369)",,,,,,,,,,
3993143051,3993143055,0,396503717,cycleway,False,46.894,"LINESTRING (-118.2747545 33.771589, -118.2742472 33.7715937)",,,,,,,,,,
3993143051,3993143049,0,396503717,cycleway,False,10.223,"LINESTRING (-118.2747545 33.771589, -118.2748651 33.7715893)",,,,,,,,,,
3993143051,3993142998,0,396503718,cycleway,False,82.096,"LINESTRING (-118.2747545 33.771589, -118.2747278 33.7714864, -118.274654 33.7713571, -118.2745289 33.7712231, -118.2743847 33.771127, -118.2742084 33.771047)",,,,,,,,,,
3993143052,3993143040,0,396503704,cycleway,False,2.699,"LINESTRING (-118.2671354 33.7715804, -118.2671331 33.7715562)",,,,,,,,,,
3993143052,7442824936,0,396503704,cycleway,False,24.506,"LINESTRING (-118.2671354 33.7715804, -118.2671445 33.7717077, -118.2671511 33.7718004)",,,,,,,,,,
3993143052,3993143048,0,396503717,cycleway,False,110.059,"LINESTRING (-118.2671354 33.7715804, -118.2677228 33.7715793, -118.2678421 33.771579, -118.2683261 33.7715791)",,,,,,,,,,
3993143055,3993143031,0,396503695,cycleway,False,67.002,"LINESTRING (-118.2742472 33.7715937, -118.2735518 33.7714236)",,,,,,,,,,
3993143055,5707674156,0,396503702,cycleway,False,41.778,"LINESTRING (-118.2742472 33.7715937, -118.2742709 33.7719689)",,,,,,,,,,
3993143055,3993143051,0,396503717,cycleway,False,46.894,"LINESTRING (-118.2742472 33.7715937, -118.2747545 33.771589)",,,,,,,,,,
3993143055,3993143064,0,396503695,cycleway,False,64.191,"LINESTRING (-118.2742472 33.7715937, -118.2743115 33.7716269, -118.2748058 33.7718097, -118.2748829 33.7718181)",,,,,,,,,,
3993143055,3993142998,0,396503702,cycleway,False,60.947,"LINESTRING (-118.2742472 33.7715937, -118.2742272 33.7711621, -118.2742127 33.7710835, -118.2742084 33.771047)",,,,,,,,,,
3993143055,3993143056,0,396503717,cycleway,False,64.76,"LINESTRING (-118.2742472 33.7715937, -118.2741506 33.771593, -118.2735466 33.7715888)",,,,,,,,,,
3993143056,5707674158,0,396503716,cycleway,False,48.763,"LINESTRING (-118.2735466 33.7715888, -118.2735921 33.7720257)",,,,,,,,,,
3993143056,3993143031,0,396503716,cycleway,False,18.376,"LINESTRING (-118.2735466 33.7715888, -118.2735518 33.7714236)",,,,,,,,,,
3993143056,3993143050,0,396503717,cycleway,False,110.931,"LINESTRING (-118.2735466 33.7715888, -118.2723465 33.7715812)",,,,,,,,,,
3993143056,3993143055,0,396503717,cycleway,False,64.76,"LINESTRING (-118.2735466 33.7715888, -118.2741506 33.771593, -118.2742472 33.7715937)",,,,,,,,,,
3993143057,3993143041,0,795852441,cycleway,False,38.614,"LINESTRING (-118.2785139 33.7717239, -118.2781576 33.7715426)",,,,,,,,,,
3993143057,7455725934,0,797207167,cycleway,False,20.966,"LINESTRING (-118.2785139 33.7717239, -118.2784911 33.7719115)",,,,,,,,,,
3993143057,6240362932,0,"[795852441, 795463675, 795852444]",cycleway,False,231.55799999999996,"LINESTRING (-118.2785139 33.7717239, -118.2785726 33.7714996, -118.2785485 33.7714397, -118.2780457 33.7711038, -118.2777798 33.7709625, -118.2775173 33.7708592, -118.2773425 33.7707981, -118.2770626 33.7707256, -118.2768591 33.7706865, -118.2766516 33.7706581)",,,,,,,,,,
3993143059,3993143061,0,396503720,cycleway,False,6.858,"LINESTRING (-118.2780944 33.7717792, -118.2780203 33.7717823)",,,,,,,,,,
3993143060,7459629651,0,396503686,cycleway,False,84.014,"LINESTRING (-118.2679875 33.7717547, -118.267943 33.7718407, -118.2679163 33.7719066, -118.2679236 33.7720089, -118.2679846 33.7721267, -118.2680779 33.7722032, -118.2681878 33.772228, -118.2683778 33.7722215)",,,,,,,,,,
3993143060,3993143048,0,396503686,cycleway,False,37.037,"LINESTRING (-118.2679875 33.7717547, -118.2682027 33.7716265, -118.2683261 33.7715791)",,,,,,,,,,
3993143060,7442824936,0,597093450,cycleway,False,77.477,"LINESTRING (-118.2679875 33.7717547, -118.2678281 33.7717645, -118.2677202 33.7717699, -118.2671511 33.7718004)",,,,,,,,,,
3993143061,3993143043,0,396503707,cycleway,False,23.675,"LINESTRING (-118.2780203 33.7717823, -118.2780118 33.7715695)",,,,,,,,,,
3993143061,3993143059,0,396503720,cycleway,False,6.858,"LINESTRING (-118.2780203 33.7717823, -118.2780944 33.7717792)",,,,,,,,,,
3993143061,3993143063,0,396503720,cycleway,False,71.257,"LINESTRING (-118.2780203 33.7717823, -118.2778555 33.77179, -118.277251 33.7718236)",,,,,,,,,,
3993143063,3993143044,0,396503709,cycleway,False,28.259,"LINESTRING (-118.277251 33.7718236, -118.2772593 33.7717053, -118.2772763 33.7715704)",,,,,,,,,,
3993143063,3993143065,0,396503720,cycleway,False,66.182,"LINESTRING (-118.277251 33.7718236, -118.2766102 33.7718585, -118.2765365 33.7718623)",,,,,,,,,,
3993143063,3993143061,0,396503720,cycleway,False,71.257,"LINESTRING (-118.277251 33.7718236, -118.2778555 33.77179, -118.2780203 33.7717823)",,,,,,,,,,
3993143064,3993143055,0,396503695,cycleway,False,64.191,"LINESTRING (-118.2748829 33.7718181, -118.2748058 33.7718097, -118.2743115 33.7716269, -118.2742472 33.7715937)",,,,,,,,,,
3993143065,3993143045,0,396503687,cycleway,False,32.776,"LINESTRING (-118.2765365 33.7718623, -118.2765665 33.7715686)",,,,,,,,,,
3993143065,5707674156,0,"[396503720, 795849962, 795849963, 795849968, 795849969]",cycleway,False,210.047,"LINESTRING (-118.2765365 33.7718623, -118.2762904 33.7718833, -118.2761946 33.7718864, -118.2761086 33.7718934, -118.2749887 33.7719538, -118.2748951 33.7719591, -118.2747985 33.7719633, -118.2746639 33.7719467, -118.2742709 33.7719689)",,,,,,,,,,
3993143065,3993143063,0,396503720,cycleway,False,66.182,"LINESTRING (-118.2765365 33.7718623, -118.2766102 33.7718585, -118.277251 33.7718236)",,,,,,,,,,
3993143066,5410940678,0,795849962,cycleway,False,49.341,"LINESTRING (-118.2677561 33.7723306, -118.2677914 33.772327, -118.2680929 33.7723073, -118.2681499 33.772306, -118.2682886 33.7723018)",,,,,,,,,,
4008426590,4088990555,0,406843118,cycleway,False,19.416,"LINESTRING (-118.4770697 34.1742061, -118.4768649 34.1742483)",,,,,,,,,,
4008426590,369329833,0,189162609,cycleway,False,268.834,"LINESTRING (-118.4770697 34.1742061, -118.4762286 34.1722399, -118.4761377 34.1720118, -118.4761185 34.1719214)",,,,,,,,,,
4008426590,3935023929,0,189162609,cycleway,False,1451.2790000000007,"LINESTRING (-118.4770697 34.1742061, -118.4774064 34.1750334, -118.4774316 34.1750752, -118.4775475 34.1752108, -118.4778095 34.175519, -118.4778586 34.1755983, -118.4778908 34.175697, -118.477892 34.1757954, -118.4778565 34.1760603, -118.4778674 34.176122, -118.4779502 34.176252, -118.4781067 34.1764351, -118.4782169 34.1765346, -118.4786848 34.1768499, -118.4788268 34.1769708, -118.4790323 34.177247, -118.479178 34.177395, -118.4793945 34.1775297, -118.4798881 34.1777605, -118.4803172 34.1780445, -118.4807016 34.1782266, -118.4808562 34.1783194, -118.4813266 34.1788504, -118.4814343 34.1789146, -118.4822176 34.1792295, -118.482315 34.1793048, -118.4827789 34.1798394, -118.4829364 34.179975, -118.4831193 34.180188, -118.4834739 34.1806018, -118.4836215 34.1808445, -118.48367 34.18095, -118.4837617 34.1811793, -118.4838192 34.1814201, -118.4838479 34.1816949, -118.4838438 34.1846034, -118.4838432 34.1847048, -118.4838326 34.1847678, -118.4838287 34.1847908, -118.4838317 34.1849422)",,,,,,,,,,
4015203110,1732243553,0,495550565,cycleway,False,98.659,"LINESTRING (-118.2915011 34.0200454, -118.2914117 34.0200457, -118.2913517 34.0200333, -118.2912228 34.0199919, -118.2906131 34.0197196, -118.2905291 34.0196967)",,,,,15 mph,,,,,
4037620619,1495084766,0,"[401318592, 401318593, 662816824, 401318422]",cycleway,False,75.493,"LINESTRING (-118.5959881 34.1909059, -118.5960701 34.1908586, -118.5961703 34.1907998, -118.5963764 34.1906881, -118.5963836 34.1906449, -118.5963721 34.1905923, -118.5963477 34.1905291, -118.5963367 34.1904931, -118.5963259 34.1904529, -118.5963851 34.1904561)",,,,,,,,,,
