u,v,key,osmid,highway,oneway,length,geometry,bridge,name,lanes,width,maxspeed,service,tunnel,access,area,ref,junction
6027908989,6027908981,0,639771911,cycleway,False,2.896,"LINESTRING (-118.5313639 34.2403073, -118.5313324 34.2403072)",,,,,,,,,,,
6027908989,6027908992,0,639771911,cycleway,False,14.294,"LINESTRING (-118.5313639 34.2403073, -118.5315194 34.2403077)",,,,,,,,,,,
6027908989,6027908984,0,639771914,cycleway,False,30.823999999999998,"LINESTRING (-118.5313639 34.2403073, -118.5313619 34.2400727, -118.5313812 34.2400332)",,,,,,,,,,,
6027908991,6027908992,0,639771915,cycleway,False,49.004,"LINESTRING (-118.5315201 34.2407484, -118.5315194 34.2403077)",,,,,,,,,,,
6027908991,6431628696,0,639771915,cycleway,False,21.361,"LINESTRING (-118.5315201 34.2407484, -118.5315209 34.2409405)",,,,,,,,,,,
6027908991,6028347614,0,639771916,cycleway,False,137.57,"LINESTRING (-118.5315201 34.2407484, -118.5307094 34.2407468, -118.5307074 34.2406774, -118.5301056 34.2406867)",,,,,,,,,,,
6027908992,6027908989,0,639771911,cycleway,False,14.294,"LINESTRING (-118.5315194 34.2403077, -118.5313639 34.2403073)",,,,,,,,,,,
6027908992,6027908980,0,639771911,cycleway,False,11.766,"LINESTRING (-118.5315194 34.2403077, -118.5316474 34.2403081)",,,,,,,,,,,
6027908992,6027908991,0,639771915,cycleway,False,49.004,"LINESTRING (-118.5315194 34.2403077, -118.5315201 34.2407484)",,,,,,,,,,,
6027908994,6027908995,0,639771917,cycleway,False,8.76,"LINESTRING (-118.5319379 34.2408419, -118.5318426 34.2408417)",,,,,,,,,,,
6027908994,6027908916,0,639771893,cycleway,False,28.471,"LINESTRING (-118.5319379 34.2408419, -118.5319475 34.2408732, -118.5319641 34.2409363, -118.5320397 34.2410827)",,,,,,,,,,,
6027908994,6027908973,0,639771893,cycleway,False,43.857,"LINESTRING (-118.5319379 34.2408419, -118.5319398 34.2408048, -118.5319619 34.2407543, -118.5320075 34.2407115, -118.5320663 34.2406746, -118.5321371 34.2406614, -118.5322194 34.2406621, -118.5322884 34.2406691)",,,,,,,,,,,
6027908995,6027908994,0,639771917,cycleway,False,8.76,"LINESTRING (-118.5318426 34.2408417, -118.5319379 34.2408419)",,,,,,,,,,,
6027908996,6027908916,0,639771889,cycleway,False,19.453,"LINESTRING (-118.5318369 34.2410327, -118.5320397 34.2410827)",,,,,,,,,,,
6027909002,6027908987,0,158621182,cycleway,False,32.836,"LINESTRING (-118.5316513 34.2397534, -118.5312942 34.2397608)",,Cleary Walk,,,,,,,,,
6027909002,6027908982,0,639771934,cycleway,False,45.136,"LINESTRING (-118.5316513 34.2397534, -118.5316469 34.2401593)",,,,,,,,,,,
6027909002,6024079769,0,639771934,cycleway,False,64.667,"LINESTRING (-118.5316513 34.2397534, -118.531652 34.2392404, -118.5316544 34.2392022, -118.5316512 34.239172)",,,,,,,,,,,
6027909008,6027908971,0,639771899,cycleway,False,6.371,"LINESTRING (-118.5324219 34.2403115, -118.5323526 34.2403105)",,,,,,,,,,,
6027909008,6027908925,0,639771899,cycleway,False,159.286,"LINESTRING (-118.5324219 34.2403115, -118.5326946 34.2403155, -118.5327239 34.2403245, -118.5335642 34.2403246, -118.5335585 34.2408111)",,,,,,,,,,,
6027909008,6027909010,0,639771921,cycleway,False,116.322,"LINESTRING (-118.5324219 34.2403115, -118.5324178 34.2397632, -118.5324186 34.2392654)",,,,,,,,,,,
6027909010,6663350380,0,"[639771921, 639771922]",cycleway,False,59.894000000000005,"LINESTRING (-118.5324186 34.2392654, -118.5324197 34.2392017, -118.5318917 34.2392026, -118.531846 34.2392097)",,,,,,,,,,,
6027909010,6027909008,0,639771921,cycleway,False,116.322,"LINESTRING (-118.5324186 34.2392654, -118.5324178 34.2397632, -118.5324219 34.2403115)",,,,,,,,,,,
6027909010,6027909012,0,639771923,cycleway,False,32.326,"LINESTRING (-118.5324186 34.2392654, -118.5323975 34.2392537, -118.5320774 34.2393058)",,,,,,,,,,,
6027909010,6027840315,0,"[639771923, 639762532]",cycleway,False,121.54599999999999,"LINESTRING (-118.5324186 34.2392654, -118.5324481 34.2392752, -118.5324889 34.2392767, -118.5325151 34.2392815, -118.5325383 34.2392886, -118.5325981 34.2393048, -118.5326554 34.2393271, -118.5327048 34.2393364, -118.5327868 34.2393366, -118.532818 34.2393332, -118.5328644 34.2393198, -118.5329159 34.2393152, -118.5330109 34.2393135, -118.533089 34.2393046, -118.5331639 34.2392889, -118.5332558 34.2392542, -118.5333112 34.2392479, -118.5333513 34.2392514, -118.5334152 34.2392665, -118.5334552 34.2392732, -118.5335118 34.2392731, -118.5335592 34.2392641, -118.5336933 34.2392169)",,,,,,,,,,,
6027909012,6027909010,0,639771923,cycleway,False,32.326,"LINESTRING (-118.5320774 34.2393058, -118.5323975 34.2392537, -118.5324186 34.2392654)",,,,,,,,,,,
6027909016,6026697711,0,639771926,cycleway,False,23.876,"LINESTRING (-118.5327154 34.2388152, -118.5326211 34.2389484, -118.5325912 34.2390035)",,,,,,,,,,,
6027909028,6663459121,0,639771933,cycleway,False,8.607,"LINESTRING (-118.531646 34.2373684, -118.5317395 34.2373724)",,,,,,,,,,,
6027909028,6027909030,0,639771934,cycleway,False,64.45,"LINESTRING (-118.531646 34.2373684, -118.5316501 34.2367888)",,,,,,,,,,,
6027909028,652267973,0,51128995,cycleway,False,85.626,"LINESTRING (-118.531646 34.2373684, -118.5315984 34.2373676, -118.5315211 34.2373721, -118.531433 34.237385, -118.5313524 34.2374066, -118.5311631 34.2374619, -118.5309371 34.2375518, -118.5308784 34.2375878, -118.5308445 34.237613, -118.5308131 34.2376571)",,,,,,,,,,,
6027909028,6027909032,0,639771934,cycleway,False,57.967,"LINESTRING (-118.531646 34.2373684, -118.5316485 34.2378241, -118.5316193 34.2378851)",,,,,,,,,,,
6027909030,6027909028,0,639771934,cycleway,False,64.45,"LINESTRING (-118.5316501 34.2367888, -118.531646 34.2373684)",,,,,,,,,,,
6027909030,652267931,0,714064339,cycleway,False,3.368,"LINESTRING (-118.5316501 34.2367888, -118.5316135 34.2367901)",,Mike Curb College Arts Walk,,,,,,,,,
6027909030,6027837848,0,"[477600985, 639771934, 639762503]",cycleway,False,200.99699999999999,"LINESTRING (-118.5316501 34.2367888, -118.5316438 34.2360544, -118.5314162 34.2360432, -118.5306337 34.2360394, -118.5306404 34.2358017)",,,,,,,,,,,
6027909030,6663350373,0,"[714064339, 51128997]",cycleway,False,8.238,"LINESTRING (-118.5316501 34.2367888, -118.531665 34.2367886, -118.5317397 34.2367873)",,Mike Curb College Arts Walk,,,,,,,,,
6027909032,6027909062,0,461513297,cycleway,False,5.496,"LINESTRING (-118.5316193 34.2378851, -118.5315596 34.2378824)",,Sierra Walk,,,,,,,,,
6027909032,6663459119,0,"[461513297, 707132546]",cycleway,False,11.078,"LINESTRING (-118.5316193 34.2378851, -118.5316627 34.2378855, -118.5317398 34.2378863)",,Sierra Walk,,,,,,,,,
6027909032,6024079771,0,639771934,cycleway,False,77.366,"LINESTRING (-118.5316193 34.2378851, -118.5316219 34.2379193, -118.5316477 34.2379459, -118.5316438 34.2385733)",,,,,,,,,,,
6027909032,6027909028,0,639771934,cycleway,False,57.967,"LINESTRING (-118.5316193 34.2378851, -118.5316485 34.2378241, -118.531646 34.2373684)",,,,,,,,,,,
6027909033,652267866,0,461513300,cycleway,False,12.064,"LINESTRING (-118.5299578 34.2386027, -118.530089 34.2386001)",,,,,,,,,,,
6027909033,1707834595,0,461513300,cycleway,False,23.536,"LINESTRING (-118.5299578 34.2386027, -118.5297039 34.23863)",,,,,,,,,,,
6027909033,6027909034,0,639771935,cycleway,False,57.477,"LINESTRING (-118.5299578 34.2386027, -118.5299577 34.2380858)",,,,,,,,,,,
6027909034,652267862,0,158606215,cycleway,False,23.314,"LINESTRING (-118.5299577 34.2380858, -118.5297041 34.2380879)",,,,,,,,,,,
6027909034,6027909033,0,639771935,cycleway,False,57.477,"LINESTRING (-118.5299577 34.2380858, -118.5299578 34.2386027)",,,,,,,,,,,
6027909034,6652532951,0,"[707856148, 158606215]",cycleway,False,134.069,"LINESTRING (-118.5299577 34.2380858, -118.5301086 34.2380845, -118.5301311 34.238076, -118.53018 34.2380755, -118.5307794 34.2380725, -118.5312582 34.2380703, -118.5312593 34.2379416)",,,,,,,,,,,
6027909035,652267926,0,51128992,cycleway,False,66.779,"LINESTRING (-118.529849 34.2373677, -118.5298626 34.2373231, -118.5298983 34.2372427, -118.5299269 34.237189, -118.5299634 34.2371343, -118.5299961 34.2370999, -118.5300502 34.237049, -118.5300957 34.2370103, -118.5301523 34.2369727, -118.5301598 34.2369683, -118.530274 34.2369032)",,,,,,,,,,,
6027909035,652267901,0,51128992,cycleway,False,23.021,"LINESTRING (-118.529849 34.2373677, -118.5298432 34.2373929, -118.5298405 34.2374225, -118.5298398 34.2375742)",,,,,,,,,,,
6027909035,6027909055,0,51128999,cycleway,False,46.713,"LINESTRING (-118.529849 34.2373677, -118.5299087 34.2373997, -118.5299802 34.2374369, -118.5301049 34.2374868, -118.5302923 34.2375722)",,,,,,,,,,,
6027909035,4416468731,0,51128999,cycleway,False,48.092999999999996,"LINESTRING (-118.529849 34.2373677, -118.5296746 34.2372559, -118.5295556 34.2371791, -118.5294981 34.2371417, -118.5294427 34.2370959)",,,,,,,,,,,
6027909045,6027909052,0,639771936,cycleway,False,93.832,"LINESTRING (-118.5290372 34.2358041, -118.529011 34.2358646, -118.5289164 34.2359851, -118.5289058 34.2360289, -118.5290299 34.2366112)",,,,,,,,,,,
6027909048,6027909052,0,639771936,cycleway,False,19.599,"LINESTRING (-118.5290668 34.2367848, -118.5290299 34.2366112)",,,,,,,,,,,
6027909048,4621708263,0,714064339,cycleway,False,9.257,"LINESTRING (-118.5290668 34.2367848, -118.5291675 34.2367845)",,Mike Curb College Arts Walk,,,,,,,,,
6027909048,6654164982,0,714064339,cycleway,False,90.678,"LINESTRING (-118.5290668 34.2367848, -118.52838 34.2367865, -118.5280804 34.2367873)",,Mike Curb College Arts Walk,,,,,,,,,
6027909049,6027909052,0,639771937,cycleway,False,70.25,"LINESTRING (-118.5284668 34.2363094, -118.5284482 34.2363935, -118.5284676 34.2364428, -118.5290299 34.2366112)",,,,,,,,,,,
6027909052,6027909048,0,639771936,cycleway,False,19.599,"LINESTRING (-118.5290299 34.2366112, -118.5290668 34.2367848)",,,,,,,,,,,
6027909052,6027909045,0,639771936,cycleway,False,93.832,"LINESTRING (-118.5290299 34.2366112, -118.5289058 34.2360289, -118.5289164 34.2359851, -118.529011 34.2358646, -118.5290372 34.2358041)",,,,,,,,,,,
6027909052,6027909049,0,639771937,cycleway,False,70.25,"LINESTRING (-118.5290299 34.2366112, -118.5284676 34.2364428, -118.5284482 34.2363935, -118.5284668 34.2363094)",,,,,,,,,,,
6027909054,7888267628,0,714064339,cycleway,False,38.324,"LINESTRING (-118.5302485 34.2367879, -118.5306654 34.2367877)",,Mike Curb College Arts Walk,,,,,,,,,
6027909054,652267730,0,698377991,cycleway,False,98.696,"LINESTRING (-118.5302485 34.2367879, -118.5302152 34.2365769, -118.5302174 34.2363859, -118.5301168 34.2363904, -118.5301127 34.2359899)",,,,,,,,,,,
6027909054,652268063,0,714064339,cycleway,False,96.727,"LINESTRING (-118.5302485 34.2367879, -118.5300724 34.2367873, -118.529245 34.2367843, -118.5291963 34.2367845)",,Mike Curb College Arts Walk,,,,,,,,,
6027909055,652267901,0,639771939,cycleway,False,41.597,"LINESTRING (-118.5302923 34.2375722, -118.5298398 34.2375742)",,,,,,,,,,,
6027909055,6027909035,0,51128999,cycleway,False,46.712999999999994,"LINESTRING (-118.5302923 34.2375722, -118.5301049 34.2374868, -118.5299802 34.2374369, -118.5299087 34.2373997, -118.529849 34.2373677)",,,,,,,,,,,
6027909055,652267926,0,639771938,cycleway,False,74.811,"LINESTRING (-118.5302923 34.2375722, -118.5302924 34.2369318, -118.530274 34.2369032)",,,,,,,,,,,
6027909057,4416468735,0,444153660,cycleway,False,34.96,"LINESTRING (-118.5294482 34.2375759, -118.5294506 34.2378903)",,,,,,,,,,,
6027909057,4416468737,0,444153660,cycleway,False,24.53,"LINESTRING (-118.5294482 34.2375759, -118.5294463 34.2373553)",,,,,,,,,,,
6027909057,652267901,0,639771939,cycleway,False,35.999,"LINESTRING (-118.5294482 34.2375759, -118.5298398 34.2375742)",,,,,,,,,,,
6027909062,6027909032,0,461513297,cycleway,False,5.496,"LINESTRING (-118.5315596 34.2378824, -118.5316193 34.2378851)",,Sierra Walk,,,,,,,,,
6027909062,6027909067,0,461513297,cycleway,False,9.564,"LINESTRING (-118.5315596 34.2378824, -118.5314556 34.2378849)",,Sierra Walk,,,,,,,,,
6027909062,6027909072,0,639771940,cycleway,False,19.349,"LINESTRING (-118.5315596 34.2378824, -118.5315009 34.2379462, -118.5314894 34.2379888, -118.5315032 34.2380377)",,,,,,,,,,,
6027909066,6679257098,0,709107084,cycleway,False,47.746,"LINESTRING (-118.5315208 34.2385721, -118.5310014 34.2385702)",,,,,,,,,,,
6027909066,6024079771,0,709107084,cycleway,False,11.308,"LINESTRING (-118.5315208 34.2385721, -118.5316438 34.2385733)",,,,,,,,,,,
6027909066,6027909072,0,639771940,cycleway,False,59.471000000000004,"LINESTRING (-118.5315208 34.2385721, -118.5315087 34.238068, -118.5315032 34.2380377)",,,,,,,,,,,
6027909067,6027909062,0,461513297,cycleway,False,9.564,"LINESTRING (-118.5314556 34.2378849, -118.5315596 34.2378824)",,Sierra Walk,,,,,,,,,
6027909067,1707711481,0,461513297,cycleway,False,18.194,"LINESTRING (-118.5314556 34.2378849, -118.5312577 34.2378827)",,Sierra Walk,,,,,,,,,
6027909067,6027909070,0,639771941,cycleway,False,12.357,"LINESTRING (-118.5314556 34.2378849, -118.5313879 34.2379326, -118.5313577 34.2379607)",,,,,,,,,,,
6027909070,6652532951,0,707983443,cycleway,False,9.291,"LINESTRING (-118.5313577 34.2379607, -118.5312593 34.2379416)",,,,,,,,,,,
6027909070,6027909067,0,639771941,cycleway,False,12.357,"LINESTRING (-118.5313577 34.2379607, -118.5313879 34.2379326, -118.5314556 34.2378849)",,,,,,,,,,,
6027909070,6027909072,0,707983443,cycleway,False,15.976,"LINESTRING (-118.5313577 34.2379607, -118.5314246 34.2380054, -118.5315032 34.2380377)",,,,,,,,,,,
6027909072,6027909066,0,639771940,cycleway,False,59.471000000000004,"LINESTRING (-118.5315032 34.2380377, -118.5315087 34.238068, -118.5315208 34.2385721)",,,,,,,,,,,
6027909072,6027909062,0,639771940,cycleway,False,19.349,"LINESTRING (-118.5315032 34.2380377, -118.5314894 34.2379888, -118.5315009 34.2379462, -118.5315596 34.2378824)",,,,,,,,,,,
6027909072,6027909070,0,707983443,cycleway,False,15.976,"LINESTRING (-118.5315032 34.2380377, -118.5314246 34.2380054, -118.5313577 34.2379607)",,,,,,,,,,,
6027958406,4619810401,0,158611445,cycleway,False,61.113,"LINESTRING (-118.525228 34.2392115, -118.5252274 34.2397611)",,,,,,,,,,,
6027958406,122485849,0,158611445,cycleway,False,24.937,"LINESTRING (-118.525228 34.2392115, -118.5252239 34.2390965, -118.5252236 34.2390423, -118.5252252 34.2389873)",,,,,,,,,,,
6027958406,1707894309,0,158626910,cycleway,False,78.19900000000001,"LINESTRING (-118.525228 34.2392115, -118.5253302 34.2391911, -118.5260385 34.2391896, -118.5260713 34.239175)",,,,,,,,,,,
6027958406,6027958411,0,639777741,cycleway,False,32.45399999999999,"LINESTRING (-118.525228 34.2392115, -118.5251709 34.2391901, -118.5251077 34.2391342, -118.5250335 34.2391115, -118.5249979 34.2390943, -118.524983 34.239084, -118.5249616 34.2390394)",,,,,,,,,,,
6027958406,4619810082,0,640105062,cycleway,False,51.174,"LINESTRING (-118.525228 34.2392115, -118.5251666 34.2392346, -118.5250193 34.2392362, -118.5250051 34.2392438, -118.5246801 34.2392445)",,,,,,,,,,,
6027958411,6027958406,0,639777741,cycleway,False,32.454,"LINESTRING (-118.5249616 34.2390394, -118.524983 34.239084, -118.5249979 34.2390943, -118.5250335 34.2391115, -118.5251077 34.2391342, -118.5251709 34.2391901, -118.525228 34.2392115)",,,,,,,,,,,
6028034834,6028034835,0,639832796,cycleway,False,5.196,"LINESTRING (-118.5272167 34.2477216, -118.5272147 34.2477683)",,,,10',,,,,,,
6028034834,1800954800,0,478535573,service,False,15.443,"LINESTRING (-118.5272167 34.2477216, -118.5273846 34.2477165)",,,,,5 mph,,,,,,
6028034834,4570949569,0,"[462431310, 639832490, 639832796, 707422702]",cycleway,False,546.511,"LINESTRING (-118.5272167 34.2477216, -118.5272151 34.2476771, -118.5271966 34.2475982, -118.5271982 34.247382, -118.5271991 34.2472277, -118.5272039 34.2472095, -118.5272023 34.244667, -118.5272021 34.2444351, -118.5271989 34.2444075, -118.5271949 34.2443739, -118.5271945 34.2443301, -118.5271986 34.2442819, -118.5272069 34.2442344, -118.5272316 34.2441688, -118.5272474 34.2441245, -118.5272606 34.2440768, -118.5272621 34.2440471, -118.5272651 34.2428158)",,,,"[""15'"", ""10'"", ""20'""]",,,,,,,
6028034834,4808450169,0,478535573,service,False,256.151,"LINESTRING (-118.5272167 34.2477216, -118.5270931 34.24772, -118.5269982 34.2477248, -118.5269153 34.2477461, -118.5268343 34.2477841, -118.5267633 34.2478289, -118.5266724 34.2478802, -118.5265956 34.2479127, -118.5265135 34.2479407, -118.5264123 34.2479654, -118.5263207 34.2479802, -118.5262287 34.2479843, -118.5261405 34.2479777, -118.5260549 34.247966, -118.5259615 34.247945, -118.5258609 34.247909, -118.5257777 34.2478632, -118.5257016 34.2478116, -118.5256362 34.2477578, -118.5255765 34.2476892, -118.5255378 34.247611, -118.5255244 34.2475494, -118.5255189 34.2469128)",,,,,5 mph,,,,,,
6028034835,6028034834,0,639832796,cycleway,False,5.196,"LINESTRING (-118.5272147 34.2477683, -118.5272167 34.2477216)",,,,10',,,,,,,
6028034835,6032930334,0,639832796,cycleway,False,199.71699999999998,"LINESTRING (-118.5272147 34.2477683, -118.5272217 34.2477788, -118.5272237 34.2483813, -118.5272202 34.249039, -118.527218 34.2495629)",,,,10',,,,,,,
6028034835,6033249358,0,640431097,cycleway,False,102.82600000000002,"LINESTRING (-118.5272147 34.2477683, -118.5271609 34.2477672, -118.527161 34.2477975, -118.527103 34.2477952, -118.5270984 34.2477669, -118.5270268 34.2477678, -118.5269756 34.2477764, -118.5269216 34.2477913, -118.5268277 34.2478548, -118.5268637 34.2479018, -118.5267771 34.2479473, -118.5266248 34.2480272, -118.5265849 34.2479802, -118.5264873 34.2480055, -118.5263786 34.2480259)",,,,,,,,,,,
6028034841,6032930301,0,640395168,cycleway,False,20.867,"LINESTRING (-118.5262229 34.2499523, -118.5262225 34.2499397, -118.526221 34.2498955, -118.526182 34.249895, -118.5261829 34.2498371, -118.5261525 34.2498051)",,,,,,,,,,,
6028035404,6032930334,0,639832796,cycleway,False,40.711,"LINESTRING (-118.5272031 34.2499172, -118.5272304 34.2499012, -118.527218 34.2495629)",,,,10',,,,,,,
6028347596,6028347606,0,639824777,cycleway,False,71.025,"LINESTRING (-118.5301066 34.2405683, -118.5300284 34.2405451, -118.5299442 34.2405436, -118.5298975 34.2405536, -118.529803 34.2405949, -118.5297596 34.240602, -118.5297036 34.2406041, -118.5296653 34.2406111, -118.5295046 34.2406758, -118.5294428 34.2406947, -118.5293914 34.240729)",,,,,,,,,,,
6028347605,6030119842,0,639824777,cycleway,False,3.025,"LINESTRING (-118.5291847 34.2409618, -118.5291854 34.2409346)",,,,,,,,,,,
6028347606,6645757799,0,639824778,cycleway,False,74.503,"LINESTRING (-118.5293914 34.240729, -118.5286234 34.2405149)",,,,,,,,,,,
6028347606,6030119842,0,639824777,cycleway,False,30.293000000000003,"LINESTRING (-118.5293914 34.240729, -118.5292671 34.2408271, -118.5291908 34.2409041, -118.5291854 34.2409346)",,,,,,,,,,,
6028347606,6028347596,0,639824777,cycleway,False,71.02499999999999,"LINESTRING (-118.5293914 34.240729, -118.5294428 34.2406947, -118.5295046 34.2406758, -118.5296653 34.2406111, -118.5297036 34.2406041, -118.5297596 34.240602, -118.529803 34.2405949, -118.5298975 34.2405536, -118.5299442 34.2405436, -118.5300284 34.2405451, -118.5301066 34.2405683)",,,,,,,,,,,
6028347608,6028347609,0,639824780,cycleway,False,63.244,"LINESTRING (-118.5301056 34.239973, -118.5307936 34.2399714)",,,,,,,,,,,
6028347609,6028347610,0,639824780,cycleway,False,23.485,"LINESTRING (-118.5307936 34.2399714, -118.5307947 34.2397602)",,,,,,,,,,,
6028347609,6028347608,0,639824780,cycleway,False,63.244,"LINESTRING (-118.5307936 34.2399714, -118.5301056 34.239973)",,,,,,,,,,,
6028347609,6028347611,0,639824781,cycleway,False,86.379,"LINESTRING (-118.5307936 34.2399714, -118.5307913 34.2401811, -118.5301053 34.2401828)",,,,,,,,,,,
6028347610,652276456,0,158621182,cycleway,False,63.154,"LINESTRING (-118.5307947 34.2397602, -118.5301077 34.2397553)",,Cleary Walk,,,,,,,,,
6028347610,6027908987,0,158621182,cycleway,False,45.916,"LINESTRING (-118.5307947 34.2397602, -118.5312942 34.2397608)",,Cleary Walk,,,,,,,,,
6028347610,6028347609,0,639824780,cycleway,False,23.485,"LINESTRING (-118.5307947 34.2397602, -118.5307936 34.2399714)",,,,,,,,,,,
6028347610,6679257090,0,710419959,cycleway,False,71.663,"LINESTRING (-118.5307947 34.2397602, -118.530797 34.2396159, -118.5308152 34.2395808, -118.5309285 34.2394539, -118.5310401 34.2392784, -118.5310498 34.2392359, -118.5310472 34.2391732)",,,,,,,,,,,
6028347611,6028347609,0,639824781,cycleway,False,86.379,"LINESTRING (-118.5301053 34.2401828, -118.5307913 34.2401811, -118.5307936 34.2399714)",,,,,,,,,,,
6028347614,6027908991,0,639771916,cycleway,False,137.57,"LINESTRING (-118.5301056 34.2406867, -118.5307074 34.2406774, -118.5307094 34.2407468, -118.5315201 34.2407484)",,,,,,,,,,,
6028589554,6032930314,0,707965395,cycleway,False,62.129,"LINESTRING (-118.5254637 34.2497752, -118.5253989 34.2497522, -118.5253458 34.2497391, -118.5253084 34.2497203, -118.5252682 34.249702, -118.5252232 34.2496967, -118.5248642 34.2496986, -118.5248526 34.2496534)",,,,,,,,,,,
6028589563,660327660,0,707965412,cycleway,False,81.067,"LINESTRING (-118.523448 34.2471947, -118.5234796 34.2471958, -118.5235131 34.2472046, -118.5235523 34.2472376, -118.5236089 34.2472464, -118.523826 34.247243, -118.5239269 34.2472461, -118.5241649 34.2472504, -118.5241935 34.2472597, -118.5242477 34.24726, -118.5243082 34.247258)",,,,,,,,,,,
6030119839,6431628696,0,686183954,cycleway,False,11.96,"LINESTRING (-118.531651 34.2409393, -118.5315209 34.2409405)",,Jacaranda Way,,20',,,,,,,
6030119839,6024079766,0,639771934,cycleway,False,68.321,"LINESTRING (-118.531651 34.2409393, -118.5316523 34.2410316, -118.5316578 34.2415537)",,,,,,,,,,,
6030119839,6027908980,0,639771934,cycleway,False,70.187,"LINESTRING (-118.531651 34.2409393, -118.5316494 34.2408394, -118.5316474 34.2403081)",,,,,,,,,,,
6030119841,6030119842,0,686183953,cycleway,False,84.904,"LINESTRING (-118.530109 34.2409268, -118.5291854 34.2409346)",,Jacaranda Bike Path,,10',,,,,,,
6030119841,1707711614,0,51128990,cycleway,False,27.700999999999997,"LINESTRING (-118.530109 34.2409268, -118.5301102 34.2409571, -118.530111 34.2411759)",,,,,,,,,,,
6030119841,6431628696,0,"[686183953, 686183954]",cycleway,False,130.578,"LINESTRING (-118.530109 34.2409268, -118.531268 34.2409297, -118.5312783 34.2409428, -118.5313352 34.2409421, -118.5315209 34.2409405)",,"['Jacaranda Way', 'Jacaranda Bike Path']",,"[""10'"", ""20'""]",,,,,,,
6030119842,6028347605,0,639824777,cycleway,False,3.025,"LINESTRING (-118.5291854 34.2409346, -118.5291847 34.2409618)",,,,,,,,,,,
6030119842,6645757798,0,686183953,cycleway,False,23.109,"LINESTRING (-118.5291854 34.2409346, -118.528934 34.2409349)",,Jacaranda Bike Path,,10',,,,,,,
6030119842,6030119841,0,686183953,cycleway,False,84.904,"LINESTRING (-118.5291854 34.2409346, -118.530109 34.2409268)",,Jacaranda Bike Path,,10',,,,,,,
6030119842,6028347606,0,639824777,cycleway,False,30.293,"LINESTRING (-118.5291854 34.2409346, -118.5291908 34.2409041, -118.5292671 34.2408271, -118.5293914 34.240729)",,,,,,,,,,,
6030119843,1707834617,0,230992972,cycleway,False,3.126,"LINESTRING (-118.5285576 34.2409308, -118.5285585 34.2409589)",,,,,,,,,,,
6030119843,1707834616,0,230992972,cycleway,False,46.079,"LINESTRING (-118.5285576 34.2409308, -118.5285574 34.2405164)",,,,,,,,,,,
6030119843,6645757798,0,686183953,cycleway,False,34.603,"LINESTRING (-118.5285576 34.2409308, -118.528934 34.2409349)",,Jacaranda Bike Path,,10',,,,,,,
6030119843,6030119844,0,686183953,cycleway,False,101.74000000000001,"LINESTRING (-118.5285576 34.2409308, -118.5281279 34.2409305, -118.5274508 34.2409299)",,Jacaranda Bike Path,,10',,,,,,,
6030119844,6652269604,0,686183953,cycleway,False,5.498,"LINESTRING (-118.5274508 34.2409299, -118.5273929 34.2409423)",,Jacaranda Bike Path,,10',,,,,,,
6030119844,6652269601,0,707175580,cycleway,False,4.237,"LINESTRING (-118.5274508 34.2409299, -118.5274501 34.2408918)",,,,,,,,,,,
6030119844,6030119843,0,686183953,cycleway,False,101.74000000000001,"LINESTRING (-118.5274508 34.2409299, -118.5281279 34.2409305, -118.5285576 34.2409308)",,Jacaranda Bike Path,,10',,,,,,,
6030119844,4570949570,0,707175580,cycleway,False,7.7059999999999995,"LINESTRING (-118.5274508 34.2409299, -118.5274512 34.2409563, -118.5274517 34.2409992)",,,,,,,,,,,
6030405823,6030405825,0,640105056,cycleway,False,15.934,"LINESTRING (-118.5256493 34.2376055, -118.5255202 34.2376086, -118.5254893 34.2376347)",,,,,,,,,,,
6030405823,6030405858,0,710452971,cycleway,False,127.739,"LINESTRING (-118.5256493 34.2376055, -118.5256517 34.2378279, -118.5256646 34.2386625, -118.5256636 34.2387542)",,,,,,,,,,,
6030405823,6030405828,0,710452971,cycleway,False,70.49000000000001,"LINESTRING (-118.5256493 34.2376055, -118.5256436 34.2374711, -118.5256217 34.2374251, -118.5255799 34.2374018, -118.525086 34.2374064)",,,,,,,,,,,
6030405825,6030405823,0,640105056,cycleway,False,15.934,"LINESTRING (-118.5254893 34.2376347, -118.5255202 34.2376086, -118.5256493 34.2376055)",,,,,,,,,,,
6030405828,6030405823,0,710452971,cycleway,False,70.49000000000001,"LINESTRING (-118.525086 34.2374064, -118.5255799 34.2374018, -118.5256217 34.2374251, -118.5256436 34.2374711, -118.5256493 34.2376055)",,,,,,,,,,,
6030405832,6030405833,0,640105058,cycleway,False,24.14,"LINESTRING (-118.5249495 34.2374046, -118.5246869 34.2374048)",,,,,,,,,,,
6030405833,6030405832,0,640105058,cycleway,False,24.14,"LINESTRING (-118.5246869 34.2374048, -118.5249495 34.2374046)",,,,,,,,,,,
6030405840,3405854618,0,397374012,cycleway,False,106.85999999999999,"LINESTRING (-118.5245164 34.2372679, -118.5244803 34.2372765, -118.5234992 34.2372765, -118.5234842 34.2372815, -118.5233566 34.237282)",,,,,,,,,,,
6030405858,6030405859,0,640105063,service,False,58.915,"LINESTRING (-118.5256636 34.2387542, -118.5250227 34.2387551)",,,,,5 mph,driveway,,,,,
6030405858,4709185672,0,640105063,service,False,7.106,"LINESTRING (-118.5256636 34.2387542, -118.5257409 34.2387546)",,,,,5 mph,driveway,,,,,
