u,v,key,osmid,highway,oneway,length,geometry,bridge,name,lanes,width,maxspeed,service,tunnel,access,area,ref,junction
122630302,352820356,0,361597829,track,False,1238.038,"LINESTRING (-118.5264709 34.1286249, -118.5262306 34.1285468, -118.5259932 34.128511, -118.525664 34.1284955, -118.525499 34.1285012, -118.5253379 34.1285184, -118.5250622 34.1286046, -118.5249517 34.1286391, -118.5247886 34.1286533, -118.5246684 34.1286391, -118.5245483 34.1285965, -118.5244073 34.1285818, -118.5241105 34.1285397, -118.5234391 34.1284793, -118.5227933 34.12839, -118.5225398 34.1282981, -118.5220751 34.128023, -118.5218843 34.1280007, -118.521712 34.128023, -118.5215863 34.1280747, -118.5208774 34.1286722, -118.5206623 34.1287952, -118.5203976 34.1288256, -118.5197795 34.1287536, -118.5196153 34.1287898, -118.5190032 34.1290687, -118.5188681 34.1291025, -118.5187055 34.1290872, -118.5182998 34.1288736, -118.5181428 34.1288384, -118.5179893 34.1288319, -118.5168986 34.1289671, -118.5167708 34.1289698, -118.5166497 34.1289587, -118.5163206 34.1288263, -118.5162263 34.1288177, -118.516107 34.1288377, -118.5158357 34.1289065, -118.5155779 34.1289364, -118.5141957 34.1290453, -118.5138626 34.129049)",,Mulholland Drive,,,,,,,,,
122630302,272556802,0,"[452116720, 361607073, 632613339]","['service', 'track']",False,7204.6709999999985,"LINESTRING (-118.5264709 34.1286249, -118.5265821 34.1285548, -118.5267928 34.1284177, -118.5268907 34.1283419, -118.5269645 34.1282401, -118.5270678 34.1280088, -118.5270839 34.1279023, -118.5270731 34.1278001, -118.5270195 34.1277024, -118.5270141 34.1276403, -118.5270517 34.127547, -118.5270785 34.1274404, -118.5270731 34.1273028, -118.5270074 34.1271459, -118.5270246 34.1269825, -118.5271362 34.1266273, -118.5272477 34.1260375, -118.5273164 34.1256539, -118.5274916 34.1252157, -118.5275935 34.1251268, -118.5277973 34.1250291, -118.5278993 34.1249537, -118.5279422 34.1248737, -118.5279583 34.1247805, -118.5279088 34.1244918, -118.5279946 34.1242289, -118.5279603 34.1240229, -118.5280203 34.123696, -118.5280457 34.1236172, -118.5281148 34.1235184, -118.5281583 34.123464, -118.5281748 34.1233976, -118.5281691 34.1233463, -118.5281405 34.1232981, -118.5280645 34.1232331, -118.5280081 34.1231864, -118.5279946 34.1231205, -118.5280189 34.1230021, -118.5280591 34.1229133, -118.5281577 34.122751, -118.5285182 34.1224526, -118.5285913 34.1224046, -118.5286212 34.1223176, -118.5286235 34.1222492, -118.5285805 34.1221915, -118.5285752 34.1221293, -118.5286074 34.122036, -118.5287156 34.1218699, -118.528707 34.1216994, -118.5286469 34.1215573, -118.528425 34.121361, -118.5280461 34.1208609, -118.5277543 34.1205696, -118.5275403 34.1202025, -118.5274796 34.120058, -118.527471 34.1196175, -118.52752 34.1191985, -118.52752 34.119103, -118.5274824 34.1190208, -118.5274502 34.1189653, -118.5273938 34.1188998, -118.5272625 34.1188121, -118.5271337 34.1187588, -118.5270399 34.1187233, -118.5269434 34.1187215, -118.5266873 34.1187328, -118.5265647 34.1187259, -118.5264689 34.1186979, -118.5264069 34.1186411, -118.5263724 34.1185587, -118.526372 34.1184879, -118.5264073 34.1184047, -118.5264498 34.1183547, -118.5265088 34.1183169, -118.5266912 34.1182281, -118.526777 34.1181948, -118.5268445 34.1181324, -118.5268843 34.1180571, -118.5268874 34.1179476, -118.5268655 34.1178417, -118.5266728 34.1175355, -118.5265097 34.1172655, -118.5264411 34.1171305, -118.5264668 34.1169315, -118.5264926 34.1167254, -118.5264153 34.1165122, -118.5263037 34.1163133, -118.526278 34.1161072, -118.5263209 34.1158585, -118.5263209 34.1157022, -118.5262179 34.1155458, -118.5261896 34.1154634, -118.5261922 34.1153824, -118.5262164 34.1152858, -118.5262084 34.1152303, -118.5261837 34.1151822, -118.5260462 34.1150342, -118.5259261 34.114821, -118.5259604 34.1145581, -118.5259862 34.1144089, -118.5259895 34.1143263, -118.5259518 34.1140962, -118.5259734 34.1139932, -118.5260432 34.1138111, -118.5261075 34.1136867, -118.5261149 34.1135632, -118.5260119 34.1133501, -118.5259347 34.11308, -118.5259482 34.1128408, -118.5260099 34.1126765, -118.5260548 34.112611, -118.526175 34.1124262, -118.5262093 34.1122983, -118.526175 34.1121349, -118.5260806 34.1119359, -118.5259776 34.1117511, -118.5259089 34.1116019, -118.5259031 34.1115169, -118.5259518 34.1113745, -118.5260033 34.1111969, -118.5260205 34.1110689, -118.5259604 34.1108415, -118.5257888 34.1106497, -118.5257029 34.1105289, -118.5256999 34.1104152, -118.5257201 34.1102872, -118.5258059 34.1101025, -118.5258231 34.1100101, -118.5257888 34.1099106, -118.5257544 34.1097969, -118.5257716 34.1096903, -118.5258574 34.1095766, -118.5258746 34.1094629, -118.5258832 34.1093208, -118.5258488 34.1092213, -118.5257029 34.1090933, -118.5256085 34.1089228, -118.5255484 34.1087096, -118.5254368 34.1085604, -118.5252909 34.108468, -118.5252223 34.1083614, -118.5252856 34.1081917, -118.5253167 34.1080274, -118.5252566 34.1078213, -118.5253081 34.1075796, -118.5254111 34.1072456, -118.5255227 34.1069827, -118.5257373 34.1067482, -118.5258059 34.1066558, -118.5258746 34.1064781, -118.5257973 34.1061796, -118.5256858 34.1059238, -118.525454 34.1057532, -118.5253258 34.1055992, -118.5253087 34.105123, -118.5249053 34.10459, -118.5247159 34.1043176, -118.5246043 34.1040404, -118.5242879 34.1036489, -118.5242266 34.1035572, -118.5242095 34.1033084, -118.5241408 34.1031023, -118.5240035 34.102818, -118.523952 34.1024627, -118.5239502 34.1023563, -118.5239434 34.1019581, -118.5238146 34.1017022, -118.5237031 34.1014464, -118.5236832 34.1011263, -118.5237202 34.1008351, -118.5237288 34.1006717, -118.5236601 34.100494, -118.5235142 34.1002879, -118.523437 34.1000818, -118.5233855 34.0999396, -118.5233828 34.0998045, -118.5234456 34.0996198, -118.5234885 34.0994066, -118.523482 34.0992575, -118.5234713 34.0990796, -118.5234027 34.0988806, -118.5232997 34.0986887, -118.5231709 34.0985324, -118.5230422 34.0984329, -118.5229735 34.0982765, -118.5229048 34.0979851, -118.5228877 34.0977577, -118.5229907 34.09758, -118.5229821 34.0974094, -118.5228877 34.0972033, -118.522716 34.0969048, -118.5226903 34.0966205, -118.522688 34.096286, -118.522511 34.095652, -118.52233 34.095363, -118.522261 34.09519, -118.522263 34.095009, -118.522322 34.094798, -118.522323 34.09458, -118.522234 34.094262, -118.522076 34.093962, -118.522063 34.093818, -118.522068 34.093746, -118.522108 34.093642, -118.522229 34.093449, -118.522407 34.093241, -118.522608 34.093102, -118.522657 34.093042, -118.522764 34.092729, -118.52277 34.092657, -118.522669 34.092418, -118.522621 34.091949, -118.522599 34.091842, -118.522552 34.09174, -118.522382 34.091529, -118.522271 34.091331, -118.5222 34.091239, -118.521949 34.091033, -118.521806 34.090894, -118.521715 34.090768, -118.521626 34.090601, -118.521595 34.090495, -118.521563 34.090168, -118.52148 34.089999, -118.521373 34.089839, -118.521317 34.0897, -118.521371 34.089488, -118.521379 34.089342, -118.521367 34.08927, -118.521304 34.089133, -118.521186 34.088979, -118.520808 34.088574, -118.520722 34.088446, -118.520454 34.087943, -118.520366 34.087816, -118.520107 34.08752, -118.51986 34.087049, -118.519813 34.086987, -118.5196086 34.0868141, -118.5195683 34.0867556, -118.5195042 34.086567, -118.519377 34.086324, -118.5192742 34.0861435, -118.5191469 34.0858431, -118.5190065 34.0853622, -118.5189175 34.085137, -118.5188377 34.0848781, -118.5188265 34.0848381, -118.5187938 34.0846039, -118.5187729 34.0845107, -118.5187018 34.0843728, -118.5184159 34.0839396, -118.5181997 34.08363, -118.5181044 34.0834468, -118.5180725 34.0833448, -118.5180499 34.0830956, -118.5180526 34.0830244, -118.5180646 34.0829404, -118.5181173 34.0828901, -118.5181477 34.0827754, -118.5181456 34.082729, -118.5181182 34.0826861, -118.5180348 34.0826055, -118.5179143 34.0825228, -118.517689 34.0824188, -118.5176066 34.0823834, -118.5175403 34.082342, -118.5175053 34.0823115, -118.5174868 34.0822764, -118.5174788 34.0822513, -118.5174266 34.081868, -118.5174178 34.0818284, -118.5174016 34.0817913, -118.5173794 34.0817588, -118.5172765 34.0816567, -118.5170076 34.0814039, -118.5169546 34.0813662, -118.5168659 34.0813077, -118.5167447 34.0812544, -118.51651 34.081154, -118.5163658 34.0811117, -118.5162128 34.0810764, -118.5160544 34.0810511, -118.5158423 34.0810287, -118.5154328 34.0810051, -118.5153091 34.0809828, -118.5152028 34.08095, -118.5151006 34.0808947, -118.5150457 34.0808563, -118.5150128 34.080822, -118.5149872 34.0807835, -118.5149281 34.0806056, -118.5148521 34.0804386, -118.5148406 34.0803871, -118.5148393 34.0803211, -118.5148691 34.0802698, -118.5149038 34.0802352, -118.5151432 34.080065, -118.5152039 34.0800115, -118.5152724 34.0799382, -118.5153453 34.0798458, -118.5153896 34.0797718, -118.5154026 34.0797167, -118.515402 34.0796802, -118.5153907 34.0796439, -118.5153458 34.0795708, -118.5150022 34.0791912, -118.5149652 34.0791557, -118.5149065 34.0791051, -118.5147708 34.079025, -118.5147074 34.0789781, -118.5146823 34.0789474, -118.5146404 34.0788383, -118.5146409 34.0787933, -118.5147118 34.0786099, -118.514715 34.0785685, -118.5147105 34.078526, -118.5146841 34.078459, -118.5146452 34.0783956, -118.5144687 34.0782497, -118.514246 34.078008, -118.5141242 34.0778945, -118.513792 34.0776742, -118.5136709 34.0775688, -118.5134262 34.0772781, -118.5133692 34.0771735, -118.5133518 34.0770823, -118.5133663 34.0769422, -118.5133563 34.0768868, -118.5133269 34.0768121, -118.5132682 34.076738, -118.5131318 34.0765718, -118.5130343 34.0764823, -118.5130079 34.0764312, -118.5129921 34.0763747, -118.5129913 34.0763144, -118.5130122 34.0762258, -118.5130426 34.0761109, -118.5130456 34.0760448, -118.5130361 34.0759352, -118.5130187 34.0758449, -118.5129181 34.0755265, -118.5128991 34.0754239, -118.5129543 34.0752938, -118.5129883 34.0751831, -118.5130035 34.0751116, -118.5129998 34.0750448, -118.5129725 34.07492, -118.5129625 34.0748436, -118.5129676 34.0747857, -118.5129998 34.0747369, -118.5130405 34.0747106, -118.5132138 34.0746484, -118.5132445 34.0746217, -118.5132653 34.0745856, -118.5132656 34.0745421, -118.5132281 34.0743871, -118.5132297 34.0743446, -118.5132499 34.0743079, -118.513283 34.0742819, -118.5133456 34.0742592, -118.5135511 34.0742308, -118.5136066 34.0742135, -118.5136752 34.0741774, -118.513719 34.0741486, -118.5137639 34.0741013, -118.5138343 34.0739799, -118.5138712 34.0739323, -118.5141635 34.0736906, -118.5141917 34.0736518, -118.5142054 34.07361, -118.5142074 34.0735768, -118.5141978 34.0735458, -118.5140964 34.0734316, -118.5140528 34.0733761, -118.5140039 34.0733132, -118.5139653 34.0732769, -118.5139073 34.073249, -118.5138436 34.0732353, -118.5137534 34.0732327, -118.5135773 34.0732546, -118.5135184 34.0732543, -118.5134638 34.0732443, -118.5134108 34.0732183, -118.5133659 34.073172, -118.5133557 34.07313, -118.5133666 34.0730779, -118.5134422 34.0729621, -118.5135356 34.0728993, -118.5135901 34.0728046, -118.5136383 34.0727208, -118.5138582 34.0726049, -118.5138915 34.0725676, -118.513908 34.0725297, -118.5139088 34.0724818, -118.5138835 34.0724227)",,Sullivan Fire Road,,5,,,,,,,
122633833,122815483,0,13468496,residential,False,356.201,"LINESTRING (-118.622783 34.1758626, -118.6222471 34.1758645, -118.6213238 34.1758663, -118.6208424 34.1758673, -118.618911 34.1758711)",,Hatteras Street,,,25 mph,,,,,,
122640348,122586099,0,"[137063081, 13291766]","['tertiary', 'residential']",False,454.268,"LINESTRING (-118.6166953 34.1753201, -118.6166104 34.1753204, -118.6165903 34.1753211, -118.6155094 34.1753234, -118.6154321 34.1753362, -118.6153254 34.1753698, -118.6150913 34.175507, -118.6149962 34.1755534, -118.6148891 34.1755773, -118.6147411 34.1755813, -118.6146079 34.1755844, -118.6144788 34.175583, -118.6138133 34.175582, -118.6136456 34.1755799, -118.6135885 34.1755589, -118.6135453 34.1755138, -118.6135151 34.1753461, -118.6134764 34.1752096, -118.6133565 34.1750474, -118.6132146 34.1749351, -118.6130618 34.1748628, -118.6128683 34.1748235, -118.6126303 34.1748396, -118.6124782 34.1748824, -118.6123865 34.1749151)",,Miranda Street,,,25 mph,,,,,,
122640348,122815483,0,"[13468496, 137063086]",residential,False,297.545,"LINESTRING (-118.6166953 34.1753201, -118.6167016 34.1760539, -118.6166976 34.1761268, -118.6168019 34.1761263, -118.6170054 34.17612, -118.61705 34.1761147, -118.6176471 34.1759565, -118.6178979 34.1758876, -118.6179969 34.1758724, -118.6180816 34.1758677, -118.6188297 34.1758704, -118.618911 34.1758711)",,"['Capistrano Avenue', 'Hatteras Street']",,,25 mph,,,,,,
122640348,1738794478,0,404490865,residential,False,321.90500000000003,"LINESTRING (-118.6166953 34.1753201, -118.6166979 34.1744836, -118.6166956 34.1736599, -118.6166876 34.1728327, -118.6166935 34.1727167, -118.6167397 34.1724278)",,Capistrano Avenue,,,25 mph,,,,,,
122641756,4511035616,0,"[342414795, 398734262]",tertiary,False,489.70400000000006,"LINESTRING (-118.2813416 34.0624134, -118.2814724 34.0622142, -118.2816755 34.0619048, -118.2818439 34.0616483, -118.2819277 34.0615207, -118.2819789 34.0614427, -118.2823238 34.0609102, -118.2826643 34.0603824, -118.2828395 34.0601108, -118.2832327 34.0595013, -118.2832663 34.0593676, -118.2832997 34.0592427, -118.2835224 34.0588894, -118.283765 34.0585046)",,South Rampart Boulevard,3,,,,,,,,
122651215,243740287,0,121942892,path,False,38.9,"LINESTRING (-118.4798672 33.9939383, -118.4800263 33.9938486, -118.4800501 33.993813, -118.4800463 33.9937518, -118.4800286 33.9936647)",,,,,,,,,,,
122654778,6185319254,0,660643180,proposed,False,85.878,"LINESTRING (-118.5924088 34.1682876, -118.5923634 34.169059)",yes,Walk&Bike Bridge East Warner Center to the Boulevard,,,,,,,,,
122662720,1786789549,0,166982283,service,False,93.444,"LINESTRING (-118.2100495 34.1301731, -118.210025 34.1300768, -118.2096145 34.1296448, -118.20956 34.1296072, -118.2095248 34.129574, -118.2094402 34.1295184)",,Coons Road,,,15 mph,,,private,,,
122662752,2635793756,0,167273405,service,False,38.375,"LINESTRING (-118.2092414 34.1246369, -118.2096457 34.1247211)",,Range View Avenue,,,15 mph,,,private,,,
122662752,3701633391,0,166982283,service,False,92.02499999999999,"LINESTRING (-118.2092414 34.1246369, -118.2092035 34.1247468, -118.2090575 34.1252181, -118.2090029 34.1254403)",,Coons Road,,,15 mph,,,private,,,
122662752,7365224080,0,167273405,service,False,88.01100000000001,"LINESTRING (-118.2092414 34.1246369, -118.2091235 34.124613, -118.208756 34.1245615, -118.2084287 34.1244969, -118.2083066 34.1244727)",,Range View Avenue,,,15 mph,,,private,,,
122666543,123128227,0,"[397947792, 397947795, 397947797]",secondary,False,108.38,"LINESTRING (-118.2782933 33.966905, -118.2782937 33.9672319, -118.2782995 33.9673936, -118.278304 33.9678796)",,South Broadway,"['4', '5']",,,,,,,,
122666543,123646975,0,"[398805641, 398805642, 398805636, 398805639]",secondary,True,209.232,"LINESTRING (-118.2782933 33.966905, -118.2783619 33.9668388, -118.2783626 33.9661533, -118.2783629 33.9659667, -118.2783567 33.965247, -118.2783557 33.9651361, -118.2783078 33.9650535)",,South Broadway,"['3', '2']",,,,,,,,
122669091,3531729601,0,55058309,service,False,51.050000000000004,"LINESTRING (-118.2116591 34.1256381, -118.211187 34.1257936, -118.2111435 34.1258072)",,Weller Road,,,15 mph,,,private,,,
122669091,693968794,0,55058309,service,False,84.327,"LINESTRING (-118.2116591 34.1256381, -118.2121051 34.1254996, -118.2125194 34.1253775)",,Weller Road,,,15 mph,,,private,,,
122669091,693968788,0,13295727,service,False,28.901,"LINESTRING (-118.2116591 34.1256381, -118.211634 34.1255785, -118.2115592 34.1253917)",,American Place,,,15 mph,,,,,,
122670230,122670370,0,"[121940775, 121940776, 113411288, 607540313, 517591229]","['tertiary', 'residential']",False,4660.5040000000035,"LINESTRING (-118.291548 34.0154613, -118.2916682 34.0154848, -118.2925035 34.0155033, -118.2930854 34.0154982, -118.2933412 34.0154968, -118.2937571 34.0154961, -118.2937973 34.015496, -118.2938677 34.0154959, -118.2939752 34.0154959, -118.2940875 34.015496, -118.2941705 34.015496, -118.2947907 34.0154961, -118.294906 34.0154974, -118.2952883 34.0154976, -118.295897 34.0155036, -118.2964467 34.0155041, -118.2971594 34.0155048, -118.2976821 34.0155053, -118.2986415 34.0155061, -118.2996001 34.0155116, -118.3001726 34.0155186, -118.300602 34.0155168, -118.300723 34.0155163, -118.3012723 34.015514, -118.3018215 34.0155102, -118.3023705 34.0155064, -118.3034505 34.0155064, -118.3039649 34.0155079, -118.3045449 34.0155096, -118.304562 34.0146243, -118.3051317 34.0146209, -118.3056956 34.0146153, -118.3062205 34.0146204, -118.3067417 34.0146201, -118.3072692 34.0146224, -118.3073134 34.0146225, -118.3077995 34.0146234, -118.3082053 34.0146257, -118.3083311 34.0146264, -118.3089185 34.0146219, -118.3094557 34.0146253, -118.311108 34.0146358, -118.3132572 34.01463, -118.3151714 34.0146249, -118.3160773 34.0146225, -118.3171086 34.0146197, -118.3182389 34.0146167, -118.3192874 34.0146139, -118.3203675 34.014611, -118.3213072 34.0146085, -118.322223 34.014606, -118.3231714 34.0146035, -118.3235231 34.0146025, -118.3241309 34.0146009, -118.3251031 34.0145983, -118.3260896 34.0145957, -118.3270904 34.014593, -118.3280796 34.0145904, -118.3290668 34.0145877, -118.3300461 34.0145851, -118.3311601 34.0145897, -118.3317006 34.0145979, -118.3327738 34.0145963, -118.3337923 34.0145949, -118.3342777 34.0145958, -118.3347453 34.0145995, -118.3351282 34.0145975, -118.3354837 34.0145993, -118.3357148 34.0146005, -118.3361003 34.0146448, -118.3362136 34.0146738, -118.3367517 34.0148153, -118.3370505 34.0149332, -118.3379602 34.015248, -118.338866 34.0155691, -118.3397551 34.0158883, -118.3406771 34.0162085)",,"['West 39th Street', 'Denker Avenue']",,,,,,,,,
122670370,122670230,0,"[121940775, 121940776, 113411288, 607540313, 517591229]","['tertiary', 'residential']",False,4660.503999999999,"LINESTRING (-118.3406771 34.0162085, -118.3397551 34.0158883, -118.338866 34.0155691, -118.3379602 34.015248, -118.3370505 34.0149332, -118.3367517 34.0148153, -118.3362136 34.0146738, -118.3361003 34.0146448, -118.3357148 34.0146005, -118.3354837 34.0145993, -118.3351282 34.0145975, -118.3347453 34.0145995, -118.3342777 34.0145958, -118.3337923 34.0145949, -118.3327738 34.0145963, -118.3317006 34.0145979, -118.3311601 34.0145897, -118.3300461 34.0145851, -118.3290668 34.0145877, -118.3280796 34.0145904, -118.3270904 34.014593, -118.3260896 34.0145957, -118.3251031 34.0145983, -118.3241309 34.0146009, -118.3235231 34.0146025, -118.3231714 34.0146035, -118.322223 34.014606, -118.3213072 34.0146085, -118.3203675 34.014611, -118.3192874 34.0146139, -118.3182389 34.0146167, -118.3171086 34.0146197, -118.3160773 34.0146225, -118.3151714 34.0146249, -118.3132572 34.01463, -118.311108 34.0146358, -118.3094557 34.0146253, -118.3089185 34.0146219, -118.3083311 34.0146264, -118.3082053 34.0146257, -118.3077995 34.0146234, -118.3073134 34.0146225, -118.3072692 34.0146224, -118.3067417 34.0146201, -118.3062205 34.0146204, -118.3056956 34.0146153, -118.3051317 34.0146209, -118.304562 34.0146243, -118.3045449 34.0155096, -118.3039649 34.0155079, -118.3034505 34.0155064, -118.3023705 34.0155064, -118.3018215 34.0155102, -118.3012723 34.015514, -118.300723 34.0155163, -118.300602 34.0155168, -118.3001726 34.0155186, -118.2996001 34.0155116, -118.2986415 34.0155061, -118.2976821 34.0155053, -118.2971594 34.0155048, -118.2964467 34.0155041, -118.295897 34.0155036, -118.2952883 34.0154976, -118.294906 34.0154974, -118.2947907 34.0154961, -118.2941705 34.015496, -118.2940875 34.015496, -118.2939752 34.0154959, -118.2938677 34.0154959, -118.2937973 34.015496, -118.2937571 34.0154961, -118.2933412 34.0154968, -118.2930854 34.0154982, -118.2925035 34.0155033, -118.2916682 34.0154848, -118.291548 34.0154613)",,"['West 39th Street', 'Denker Avenue']",,,,,,,,,
122682219,24396407,0,"[25050461, 400847276, 400847277, 400847278]",primary,False,399.40799999999996,"LINESTRING (-118.3713272 34.2345086, -118.3712248 34.2345623, -118.3711398 34.2345934, -118.3708827 34.2346834, -118.3707353 34.2347225, -118.3706335 34.2347437, -118.3705228 34.2347666, -118.3703579 34.2347853, -118.3702358 34.2347955, -118.36993 34.2347977, -118.3697449 34.23478, -118.369592 34.2347556, -118.369466 34.2347289, -118.3691203 34.2346335, -118.3689135 34.2345764, -118.3687862 34.2345413, -118.3683011 34.2344237, -118.3679804 34.2343459, -118.3677562 34.2343018, -118.3671407 34.2342199)",,La Tuna Canyon Road,"['4', '5']",,,,,,,,
122684246,369998407,0,"[405342464, 401283466, 405324683, 405324684, 405324685, 405324686, 405324687, 405324688, 405324689, 405324690, 405324691, 405324692, 405324693, 405324694, 405324695, 405324696, 405324697, 405324698, 405324699, 405324700, 405324701, 405324702, 405324703, 405324704, 405324705, 405324706, 405324707, 405324708, 405324709, 13297969, 401283452, 405342456, 405342457, 405342458, 405342459, 405342460, 405342461, 405342462, 405342463]",secondary,False,3078.861,"LINESTRING (-118.4453184 34.2426545, -118.446247 34.2426546, -118.4465412 34.2426539, -118.4474352 34.2426516, -118.4480484 34.24265, -118.4485214 34.2426546, -118.4490746 34.2426599, -118.4493811 34.2426629, -118.4502417 34.2426713, -118.450946 34.2426751, -118.4510897 34.2426759, -118.4525574 34.2426838, -118.4532502 34.2426876, -118.453553 34.2426892, -118.4558769 34.2427101, -118.4564691 34.2427154, -118.456881 34.2427191, -118.4571632 34.2427204, -118.4575547 34.2427234, -118.4581405 34.242728, -118.4585587 34.2427312, -118.4587993 34.2427333, -118.4590827 34.2427351, -118.4596324 34.2427387, -118.4602845 34.2427429, -118.4604064 34.2427437, -118.4606642 34.2427454, -118.460982 34.2427474, -118.4612998 34.2427496, -118.461807 34.2427529, -118.4628602 34.2427596, -118.4631624 34.2427625, -118.463459 34.2427649, -118.4637237 34.2427666, -118.4643085 34.2427686, -118.4645672 34.2427709, -118.4650189 34.2427727, -118.4653542 34.2427746, -118.4656444 34.242778, -118.46638 34.2427843, -118.4664758 34.2427851, -118.4667715 34.2427877, -118.4669298 34.2427883, -118.4672399 34.2427894, -118.4672944 34.24279, -118.4674084 34.2427909, -118.4676552 34.2427912, -118.4677631 34.2427911, -118.4678273 34.2427911, -118.4681605 34.2427931, -118.4683927 34.2427946, -118.4684927 34.2427956, -118.4686771 34.2427973, -118.4686898 34.2427974, -118.4691137 34.2428001, -118.4694561 34.2428016, -118.4697577 34.2428076, -118.4701183 34.2428106, -118.4719022 34.242824, -118.472262 34.242826, -118.4738453 34.2428394, -118.4740339 34.2428423, -118.4743975 34.242845, -118.4754277 34.2428486, -118.4761273 34.2428612, -118.476264 34.2428629, -118.4764097 34.2428639, -118.4771232 34.2428687, -118.4788118 34.2428781)",,Plummer Street,5,,40 mph,,,,,,
122684246,123031592,0,405354901,primary,False,107.084,"LINESTRING (-118.4453184 34.2426545, -118.4455993 34.2430894, -118.4458703 34.2435026)",,Woodman Avenue,,,,,,,,,
122684246,6262859368,0,"[405354890, 405354902]",primary,False,104.5,"LINESTRING (-118.4453184 34.2426545, -118.4451729 34.2424308, -118.4449568 34.2421044, -118.4447746 34.2418292)",,Woodman Avenue,,,,,,,,,
122684438,6318553799,0,709151756,unclassified,False,6.886,"LINESTRING (-118.5317462 34.2427612, -118.5316713 34.24276)",,North University Drive,2,,15 mph,,,permissive,,,
122684438,6318553802,0,32678116,residential,False,7.973,"LINESTRING (-118.5317462 34.2427612, -118.5317457 34.2426895)",,West Universty Drive,2,,15 mph,,,permissive,,,
122684438,6654000191,0,"[401258345, 845516226]",unclassified,False,90.899,"LINESTRING (-118.5317462 34.2427612, -118.5318317 34.2427636, -118.5318676 34.2427648, -118.5321406 34.2427652, -118.532735 34.2427662)",,Plummer Street,,,"['30 mph', '15 mph']",,,,,,
122684438,367716690,0,32678091,unclassified,False,180.481,"LINESTRING (-118.5317462 34.2427612, -118.5317472 34.2428244, -118.5317473 34.2428575, -118.5317498 34.2438847, -118.5317493 34.243962, -118.531749 34.2440007, -118.531753 34.2442313, -118.531827 34.2443715)",,Etiwanda Avenue,,,15 mph,,,permissive,,,
122684443,4269314273,0,"[32677306, 401258356]",secondary,False,197.722,"LINESTRING (-118.536105 34.2427651, -118.5362644 34.2427659, -118.5363999 34.2427667, -118.5365835 34.2427667, -118.536628 34.2427667, -118.536805 34.2427661, -118.537091 34.2427652, -118.537173 34.2427649, -118.537472 34.2427639, -118.537953 34.2427623, -118.538256 34.2427613)",,Plummer Street,5,,"['30 mph', '35 mph']",,,,,,
122684461,4269314274,0,"[401258332, 401258334]",secondary,False,58.038999999999994,"LINESTRING (-118.5492196 34.2427584, -118.5491233 34.2427589, -118.5486768 34.2427574, -118.5485882 34.2427572)",,Plummer Street,5,,35 mph,,,,,,
122684815,1719323709,0,"[13396980, 132496444, 132496015]","['tertiary', 'residential']",False,1000.159,"LINESTRING (-118.2953346 34.0835822, -118.2953349 34.0835073, -118.2953301 34.0830637, -118.2953294 34.0829814, -118.2953223 34.0821727, -118.2953186 34.0817465, -118.2953185 34.0817293, -118.2953147 34.0812906, -118.2953136 34.0810139, -118.2953171 34.0804627, -118.29531 34.0796251, -118.2953097 34.0795961, -118.295305 34.0790414, -118.2940658 34.0790409, -118.2932531 34.0790523, -118.2932521 34.0789511, -118.2932512 34.0788567, -118.2932465 34.0783682, -118.2932456 34.0777835, -118.2932455 34.0776948, -118.2932464 34.0776197, -118.2932454 34.0770722, -118.2932413 34.0764222, -118.2931503 34.0763238)",,"['North New Hampshire Avenue', 'North Heliotrope Drive', 'Rosewood Avenue']",4,,,,,,,,
122684988,2614047976,0,"[403662779, 397535590, 129557487]",secondary,False,99.404,"LINESTRING (-118.3731524 34.0835378, -118.3733244 34.0834583, -118.3733953 34.0834256, -118.373468 34.0833927, -118.3737276 34.0832741, -118.3739084 34.0831915, -118.3740982 34.0831071)",,Melrose Avenue,5,,,,,,,,
122723344,652282899,0,51129379,service,False,112.327,"LINESTRING (-118.5433508 34.2578294, -118.5429165 34.2578237, -118.5427985 34.2577971, -118.5427502 34.2577794, -118.5426966 34.2576641, -118.5426708 34.2575605, -118.5426373 34.2574263, -118.5426338 34.2574125, -118.542603 34.2572891)",,,,,,,,,,,
122725345,2337743641,0,13304001,unclassified,False,58.013,"LINESTRING (-118.4535166 34.0755274, -118.4535461 34.0754721, -118.4535925 34.0753813, -118.4536173 34.0753065, -118.453624 34.075221, -118.4536163 34.0751455, -118.4536 34.075082, -118.4535745 34.0750272)",,De Neve Drive,,,20 mph,,,,,,
122725345,343301133,0,13304001,unclassified,False,450.742,"LINESTRING (-118.4535166 34.0755274, -118.4534721 34.0755718, -118.4534375 34.0756004, -118.4533374 34.0756769, -118.4532057 34.0757333, -118.4530655 34.075764, -118.4527727 34.0757774, -118.4521418 34.0757945, -118.4518914 34.075798, -118.4516832 34.0757862, -118.4514434 34.0757449, -118.4511889 34.07567, -118.451002 34.0756014, -118.450708 34.0754292, -118.4505705 34.0753354, -118.4504761 34.0752583, -118.4504099 34.075197, -118.4503046 34.075086, -118.4502059 34.0749609, -118.4496573 34.0741503)",,De Neve Drive,,,20 mph,,,,,,
