u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width
6604777560,6604777561,0,183240210,2,Hultschiner Damm,secondary,30,False,106.69,"LINESTRING (13.613566 52.5045441, 13.6136817 52.5043801, 13.6137053 52.5043309, 13.6138921 52.5039422, 13.6140419 52.5036305)",,,,,,,,,
6604777561,6604777560,0,183240210,2,Hultschiner Damm,secondary,30,False,106.69000000000001,"LINESTRING (13.6140419 52.5036305, 13.6138921 52.5039422, 13.6137053 52.5043309, 13.6136817 52.5043801, 13.613566 52.5045441)",,,,,,,,,
7049275602,314158471,0,"[754567008, 475841685]",2,Kluckstraße,residential,30,False,171.88400000000001,"LINESTRING (13.3615679 52.5035889, 13.3614861 52.5034007, 13.3613358 52.50306, 13.3609469 52.5021642, 13.3609167 52.5020948)",,,,,,,,,
7573490482,7573490483,0,810076061,,,cycleway,,False,8.349,"LINESTRING (13.6854925 52.4429992, 13.6854382 52.4429318)",,,,,,,,,
7573490482,3465047259,0,"[711095141, 734152397, 371851634, 371851636, 32395482, 43167422, 43167423]",2,"['Müggelseedamm', 'Fürstenwalder Damm']",secondary,"['50', '60']",False,1670.538,"LINESTRING (13.6854925 52.4429992, 13.6854164 52.4430267, 13.6850552 52.4431344, 13.684802 52.44321, 13.6846155 52.4432655, 13.6840924 52.4434156, 13.6829933 52.4437361, 13.6801856 52.4445488, 13.678649 52.445006, 13.6785187 52.4450448, 13.6777533 52.4452718, 13.6770964 52.4454677, 13.6768389 52.4455471, 13.6766299 52.4456094, 13.67657 52.4456274, 13.6739687 52.4464114, 13.671082 52.4472671, 13.6710488 52.4472771, 13.6709025 52.4473205, 13.6701814 52.4475356, 13.6681453 52.4481262, 13.6663126 52.448642, 13.664821 52.4490527, 13.6633354 52.4494372, 13.6632756 52.4493887)",,,,,,,,,
7573490482,253810984,0,"[203942800, 32395482, 23436341]",2,Fürstenwalder Damm,secondary,50,False,71.88,"LINESTRING (13.6854925 52.4429992, 13.6855949 52.4429623, 13.6857501 52.4428966, 13.6859156 52.442755, 13.6860511 52.4426052, 13.6861306 52.4425022)",,,,,,,,,
7573490482,7573534439,0,"[810076066, 812944132, 812944135, 812944136, 812944125, 812944123, 810076061]",,,cycleway,,False,1795.6590000000003,"LINESTRING (13.6854925 52.4429992, 13.685516 52.4430313, 13.6857782 52.4429529, 13.685891 52.4429014, 13.6859598 52.4428562, 13.6860278 52.4427964, 13.6861345 52.4426386, 13.6861816 52.4425948, 13.6862536 52.4425364, 13.6866717 52.4420045, 13.6868247 52.4418627, 13.6870044 52.4417287, 13.6872226 52.4415889, 13.6872968 52.4415324, 13.6874408 52.4414412, 13.6876381 52.4413552, 13.6877664 52.4413063, 13.6881284 52.4411955, 13.688487 52.4410896, 13.6886875 52.4410371, 13.6892175 52.4408838, 13.6892847 52.440864, 13.6897294 52.4406602, 13.6897796 52.4406532, 13.6898735 52.440638, 13.6906017 52.4403027, 13.6906693 52.4402537, 13.6907231 52.4402155, 13.6909874 52.440098, 13.6917795 52.4397322, 13.6924491 52.4394299, 13.6930249 52.4391539, 13.6934787 52.4389412, 13.6939506 52.4387257, 13.6943743 52.4385237, 13.6945579 52.4384332, 13.6946542 52.4383656, 13.6949812 52.4380962, 13.6957028 52.4374907, 13.695951 52.4372892, 13.6964848 52.4368808, 13.696682 52.436753, 13.69686 52.4366469, 13.6969693 52.4365918, 13.6970857 52.4365414, 13.6972405 52.4364882, 13.6975014 52.4364068, 13.698594 52.4361077, 13.699436 52.4358742, 13.7009069 52.4354742, 13.7029521 52.4349248, 13.703657 52.4347361, 13.703734 52.4347302, 13.7038463 52.4347498, 13.7039088 52.4347459, 13.7042232 52.4346637, 13.704273 52.4346354, 13.7043083 52.4346001, 13.704356 52.4345671, 13.704413 52.434543, 13.706542 52.4339901)",,,,,,,,,
7698985819,298106862,0,824512026,,Gradestraße,tertiary,,False,30.827,"LINESTRING (13.4084548 52.45245, 13.4087316 52.4524133, 13.4088993 52.452391)",,,,,,,,,
172545,186962583,0,4546470,,Teichstraße,tertiary,50,False,811.9780000000001,"LINESTRING (13.3466053 52.567033, 13.3465858 52.5671511, 13.3465847 52.5672213, 13.3465898 52.5672969, 13.3466909 52.5678032, 13.346776 52.5683079, 13.3467812 52.5683346, 13.3468147 52.5685704, 13.3468334 52.5686877, 13.3468785 52.5689801, 13.3469014 52.5691032, 13.3469331 52.5693087, 13.3470624 52.5700936, 13.347098 52.5703309, 13.3471892 52.5708848, 13.3472142 52.5710022, 13.3472435 52.5711888, 13.3474763 52.5726722, 13.3475245 52.5729312, 13.3476216 52.5735793, 13.3476794 52.5740868, 13.3476899 52.574179, 13.3477098 52.5743011)",,,,,,,,,
172545,34694336,0,40817055,,Gotthardstraße,secondary,50,True,103.173,"LINESTRING (13.3466053 52.567033, 13.3464297 52.5670106, 13.3462339 52.5669857, 13.3456078 52.5669121, 13.3453104 52.5668772, 13.3451496 52.5667985)",,,,,,,,,
172549,28255854,0,"[8008676, 622326987, 291724749, 673699601, 167070931, 147432151, 147432152, 312026137, 4610047]",,Holländerstraße,tertiary,"['50', '30']",False,1495.7350000000004,"LINESTRING (13.3429006 52.5633975, 13.3430951 52.5633579, 13.3431678 52.5633437, 13.3432406 52.5633296, 13.3433547 52.563306, 13.3436016 52.563255, 13.3443985 52.5630904, 13.3446137 52.563046, 13.3448395 52.5629994, 13.3458326 52.5627942, 13.3458999 52.5627803, 13.3460421 52.562751, 13.346134 52.562732, 13.3469356 52.5625664, 13.348222 52.5623007, 13.3484572 52.5622526, 13.34879 52.5621828, 13.3489226 52.562155, 13.3491939 52.5620979, 13.3494297 52.5620657, 13.3496171 52.5620522, 13.3498016 52.5620481, 13.3514981 52.5620805, 13.3531437 52.5620899, 13.3533814 52.5620908, 13.3534705 52.5620911, 13.3536411 52.5620917, 13.3539599 52.5620932, 13.3541543 52.5620964, 13.3542357 52.5620978, 13.3543918 52.5621004, 13.3547274 52.5621033, 13.3554886 52.5621098, 13.3562289 52.562116, 13.3571201 52.5621002, 13.3574936 52.5620791, 13.3578093 52.5620612, 13.3582378 52.5620369, 13.3586427 52.5620139, 13.3587646 52.562007, 13.3596025 52.5619595, 13.3598044 52.561948, 13.359894 52.5619424, 13.3611157 52.5618737, 13.361652 52.5619946, 13.3618822 52.5620544, 13.3641503 52.5626029, 13.3641952 52.5626138, 13.3643968 52.5626695)",,,,,,,,,
172549,596883933,0,"[5117633, 4610047]",,"['Gotthardstraße', 'Holländerstraße']","['tertiary', 'secondary']",50,False,1015.6700000000002,"LINESTRING (13.3429006 52.5633975, 13.3427464 52.5634286, 13.3426119 52.5634555, 13.34252 52.5634739, 13.3422935 52.5635192, 13.342161 52.5635471, 13.3417966 52.5636214, 13.3409175 52.5638007, 13.3404123 52.5639038, 13.3403942 52.5639075, 13.3403585 52.5639147, 13.3399981 52.5639891, 13.339564 52.5640768, 13.3391885 52.5641538, 13.3390852 52.564175, 13.3389009 52.5642127, 13.3385885 52.5642768, 13.3384606 52.5643026, 13.3382139 52.5643525, 13.3381902 52.5643571, 13.3375828 52.564474, 13.33753 52.5644837, 13.3374933 52.5644897, 13.3369324 52.5646073, 13.3368797 52.5646185, 13.3364064 52.5647252, 13.336342 52.5647477, 13.336191 52.5648036, 13.3360974 52.5648383, 13.3359097 52.5649275, 13.335877 52.5649484, 13.3358105 52.5649907, 13.3357148 52.5650572, 13.3356442 52.5651047, 13.335599 52.5651351, 13.3355015 52.5652055, 13.3356486 52.5652865, 13.3356991 52.5653143, 13.3358857 52.5654103, 13.3360976 52.5655063, 13.3364104 52.5656387, 13.3366864 52.5657341, 13.3370407 52.5658556, 13.3372971 52.5659286, 13.3375554 52.5660003, 13.338159 52.566133, 13.3388194 52.5662441, 13.3394369 52.5663124, 13.3416607 52.5664854, 13.3419757 52.5665111)",,,,,,,,,
172549,602926420,0,4674694,,Londoner Straße,residential,50,False,204.301,"LINESTRING (13.3429006 52.5633975, 13.3428428 52.5632911, 13.3428035 52.5632231, 13.3427733 52.5631704, 13.3427043 52.5630447, 13.3426216 52.562894, 13.3424043 52.5625673, 13.3423095 52.5624271, 13.3421862 52.5622717, 13.3419824 52.5620583, 13.3417485 52.5617969, 13.3417178 52.5617634, 13.3416803 52.5617225)",,,,,,,,,
172562,149015649,0,"[33231778, 4804202]",2,Gotthardstraße,secondary,50,False,118.228,"LINESTRING (13.3306441 52.5626152, 13.3307455 52.5626771, 13.3307966 52.5627054, 13.3309888 52.5628097, 13.3311107 52.5628758, 13.3311418 52.5628926, 13.3311867 52.562916, 13.3312434 52.5629458, 13.3312676 52.5629584, 13.3313633 52.5630094, 13.3315651 52.5631192, 13.3319487 52.5633231)",,,,,,,,,
172562,480076365,0,"[28427149, 283022992, 64206803, 27606742, 60046364]","['4', '2']","['Ollenhauerstraße', 'Kurt-Schumacher-Platz', 'Scharnweberstraße']",secondary,50,True,591.4740000000002,"LINESTRING (13.3306441 52.5626152, 13.3304787 52.5627016, 13.3304543 52.5627149, 13.3302255 52.56284, 13.3301486 52.5628815, 13.3299799 52.5629806, 13.3298702 52.5630434, 13.3296302 52.5631809, 13.329229 52.5634051, 13.328669 52.5637136, 13.3282553 52.5639571, 13.3281805 52.563996, 13.3280349 52.5640716, 13.3281246 52.564176, 13.3282256 52.5643785, 13.3283603 52.5646517, 13.3284358 52.5648646, 13.3285153 52.5651124, 13.3286691 52.5655503, 13.3287321 52.5657271, 13.3288374 52.5660196, 13.3290573 52.566605, 13.3292548 52.5671439)",,,L 1011,,,,,,
172589,530202,0,40817198,2,Residenzstraße,secondary,50,False,19.048,"LINESTRING (13.3589742 52.5732494, 13.3590031 52.5734198)",,,,,,,,,
172589,28255854,0,"[4638313, 727598635, 147432180, 25630356, 4594653]","['3', '2']","['Residenzstraße', 'Markstraße']",primary,"['50', '30']",True,1240.9909999999998,"LINESTRING (13.3589742 52.5732494, 13.3590598 52.5732251, 13.3591857 52.5731657, 13.3593206 52.5730913, 13.3594305 52.5729714, 13.3594979 52.5728631, 13.3595031 52.5728548, 13.3596267 52.5726181, 13.3599984 52.5718903, 13.3601154 52.5716611, 13.360542 52.5708369, 13.3607166 52.570512, 13.3607403 52.570468, 13.3608121 52.5703344, 13.3608644 52.5702328, 13.3610127 52.5699711, 13.3617793 52.5685157, 13.3621095 52.5678789, 13.3621855 52.5677326, 13.3623608 52.5673855, 13.3624282 52.5672521, 13.3624836 52.5671471, 13.3626665 52.5668005, 13.3627676 52.5666076, 13.3629835 52.5662134, 13.363329 52.5655436, 13.36338 52.5654464, 13.3635412 52.56513, 13.3638683 52.5645014, 13.3640953 52.5640676, 13.3641274 52.5639811, 13.3641441 52.5639363, 13.3641913 52.5638034, 13.3642411 52.5636393, 13.3644051 52.5628393, 13.3643968 52.5626695)",,,B 96,,,,,,
484121,357888633,0,23722559,,Heckerdamm,tertiary,50,False,12.084,"LINESTRING (13.2948933 52.5396399, 13.2947148 52.5396447)",,,,,,,,,
530202,172589,0,40817198,2,Residenzstraße,secondary,50,False,19.048,"LINESTRING (13.3590031 52.5734198, 13.3589742 52.5732494)",,,,,,,,,
530202,35233788,0,"[142138184, 34618025, 340338266, 61743145]",2,"['Residenzstraße', 'Kopenhagener Straße']",secondary,50,False,212.983,"LINESTRING (13.3590031 52.5734198, 13.3590137 52.5735057, 13.3590191 52.5735843, 13.3590184 52.5736057, 13.3590296 52.5738727, 13.3590318 52.5739089, 13.3590516 52.574017, 13.3590893 52.5741278, 13.3591018 52.5741563, 13.3591199 52.5741829, 13.3591644 52.5742482, 13.3592609 52.5744065, 13.359281 52.5744386, 13.3594105 52.5746447, 13.3597241 52.5751438, 13.3598008 52.5752511)",,,,,,,,,
530202,530205,0,4067951,2,Lindauer Allee,primary,50,True,466.93600000000004,"LINESTRING (13.3590031 52.5734198, 13.3588389 52.5734303, 13.357988 52.5734151, 13.3575135 52.5734227, 13.3570241 52.5734241, 13.3569943 52.5734258, 13.3564397 52.5734581, 13.3558748 52.5734992, 13.3551904 52.5735547, 13.3548936 52.5735788, 13.3543396 52.5736173, 13.3535836 52.5736758, 13.3527402 52.5737467, 13.3526778 52.5737521, 13.352367 52.5737787, 13.3522991 52.5737866, 13.352136 52.5738056)",,,B 96,,,,,,
530256,85838832,0,"[4801745, 40816690, 509688070]",,"['Auguste-Viktoria-Allee', 'Humboldtstraße']","['tertiary', 'living_street', 'residential']",30,False,325.964,"LINESTRING (13.3300067 52.5692466, 13.3298131 52.5692234, 13.3296465 52.5692203, 13.3295637 52.5692255, 13.3291931 52.5693016, 13.3285267 52.5694078, 13.328171 52.5694532, 13.3279182 52.56949, 13.3270272 52.5696225, 13.3260649 52.5697531, 13.3257147 52.5698006, 13.3255519 52.5697658, 13.3253153 52.5697523)",,,,,,,,,
530256,29691242,0,161241449,,Ollenhauerstraße,secondary,50,True,367.611,"LINESTRING (13.3300067 52.5692466, 13.3300833 52.5694672, 13.3301339 52.5696141, 13.3302882 52.5700624, 13.3303827 52.5703369, 13.330459 52.5705426, 13.3304659 52.5705613, 13.3307036 52.5712026, 13.3307487 52.5713462, 13.3308762 52.5717298, 13.3309322 52.5718821, 13.3310574 52.5722285, 13.3310653 52.5722527, 13.3311348 52.5724805)",,,L 1011,,,,,,
16541459,7063271142,0,"[15564869, 15564871]",,Olympische Straße,secondary,50,False,118.27199999999999,"LINESTRING (13.2549332 52.5160997, 13.2545204 52.516035, 13.2540436 52.5159782, 13.2532184 52.5158977)",,yes,,,,,,,
16541461,858011046,0,25935116,,Olympische Straße,secondary,50,False,186.49,"LINESTRING (13.250268 52.5156244, 13.2518893 52.5157746, 13.25201 52.5157844, 13.2529924 52.5158775)",,,,,,,,,
16541461,27559833,0,4752670,,Olympische Straße,secondary,50,True,53.62,"LINESTRING (13.250268 52.5156244, 13.2498744 52.5156278, 13.2496681 52.5156354, 13.2495535 52.5156533, 13.249482 52.5156644)",,,,,,,,,
16541483,29030467,0,24561168,4,Jafféstraße,secondary,50,False,243.427,"LINESTRING (13.267088 52.5009116, 13.2675221 52.5004669, 13.2678403 52.5001959, 13.2681418 52.5000117, 13.2683886 52.4998851, 13.2687527 52.4997094, 13.2691687 52.499552, 13.2696081 52.4994134)",,,,,,,,,
16541483,267046792,0,"[24561170, 579047706, 379986571]","['4', '2']",Jafféstraße,secondary,50,True,275.45200000000006,"LINESTRING (13.267088 52.5009116, 13.2670426 52.5010537, 13.2670039 52.5011152, 13.2666953 52.5015706, 13.2665818 52.5017683, 13.2663229 52.5021625, 13.2662438 52.5022869, 13.2661932 52.5023669, 13.2659666 52.5027137, 13.2657694 52.5030206, 13.2657455 52.5030578, 13.2656084 52.5032152)",,,,,,,,,
20246202,29787110,0,"[23785411, 236166346, 32142155, 33231792, 31969210]","['4', '3']","['Puschkinallee', 'Alt Treptow']",primary,50,True,1667.6530000000002,"LINESTRING (13.4792742 52.4847516, 13.4789087 52.4851232, 13.478264 52.485817, 13.4780998 52.4859953, 13.477581 52.486566, 13.4775233 52.4866294, 13.477451 52.4867089, 13.4772584 52.4869179, 13.477089 52.487111, 13.4769243 52.4873032, 13.4767108 52.4875065, 13.47644 52.4876847, 13.4761679 52.4878025, 13.4761484 52.4878109, 13.4757614 52.4879267, 13.4737994 52.4885136, 13.4728927 52.4887848, 13.4716093 52.4891687, 13.4713998 52.4892314, 13.4704217 52.4895239, 13.4693371 52.4898483, 13.4692023 52.4898886, 13.468745 52.4900253, 13.4682798 52.4901645, 13.4681325 52.4902085, 13.4676981 52.4903384, 13.4673497 52.4904426, 13.4666244 52.4906595, 13.4645031 52.4912938, 13.4635185 52.4915882, 13.4629965 52.4917443, 13.4623179 52.4919472, 13.4621336 52.4920023, 13.4611063 52.4923094, 13.4610693 52.4923205, 13.4604938 52.4924877, 13.4603854 52.4925212, 13.459615 52.4927677, 13.4595779 52.4927796, 13.4593985 52.4928356)",12,,B 96a,,,,,,
20246274,5250279727,0,"[461905066, 160346478, 543090192, 4381554, 37764670]",4,"['Müller-Breslau-Straße', 'Fasanenstraße']","['cycleway', 'tertiary']",50,False,622.1610000000001,"LINESTRING (13.3283011 52.5081789, 13.328326 52.5082219, 13.3283429 52.5082526, 13.3283752 52.5083046, 13.328433 52.5083979, 13.3284865 52.5084749, 13.3285069 52.5085043, 13.3287692 52.5088492, 13.3288565 52.5089587, 13.3289223 52.509045, 13.3290209 52.5091752, 13.3291578 52.5093622, 13.3295312 52.5098468, 13.3295953 52.509932, 13.3296231 52.5099691, 13.3296755 52.5100387, 13.329694 52.5100634, 13.3297566 52.5101451, 13.3298035 52.510209, 13.3298933 52.5103357, 13.3300116 52.5105027, 13.3302388 52.5108233, 13.3304473 52.5111082, 13.330501 52.51118, 13.3309959 52.5118769, 13.3311519 52.5120972, 13.3311636 52.5121324, 13.3311647 52.5121636, 13.3311458 52.5122119, 13.3311137 52.5122389, 13.3310816 52.5122578, 13.3307616 52.512411, 13.3306845 52.5124611, 13.330584 52.5125432, 13.3305766 52.5125487, 13.3303241 52.5129244, 13.3302987 52.5129595, 13.3302594 52.5130128, 13.3302262 52.5130842, 13.3300695 52.5129974)",,,,,,,,,
21306262,21306263,0,39839081,,Ohlauer Straße,residential,30,False,230.84799999999998,"LINESTRING (13.4302949 52.4955536, 13.4306089 52.4958751, 13.4314565 52.4967392, 13.4319385 52.4972095, 13.4319855 52.4972553, 13.4320549 52.4973316)",,,,,,,,,
21432510,283117307,0,"[47160515, 47160517, 631069431, 631069427, 151370228, 631069428, 631069429, 631069430]",,Robert-Siewert-Straße,residential,30,False,902.8020000000001,"LINESTRING (13.527664 52.4939434, 13.5280497 52.4933193, 13.5282031 52.4931156, 13.528353 52.4929874, 13.528517 52.4928978, 13.5287557 52.4928096, 13.5290447 52.4927485, 13.5293365 52.4927158, 13.5299407 52.4926582, 13.5306225 52.4926215, 13.5313455 52.4926226, 13.5320269 52.4926394, 13.5321143 52.4926416, 13.5324762 52.4926394, 13.5330504 52.4926378, 13.5334604 52.4926367, 13.5338463 52.4926356, 13.5341887 52.4926657, 13.5350825 52.4927444, 13.5357129 52.4927955, 13.5365931 52.4928708, 13.5369076 52.4928975, 13.5377926 52.4929693, 13.5381546 52.4930018, 13.5385012 52.493033, 13.5388049 52.4930603, 13.5397783 52.4931437)",6,,,,,,,,
21441719,21441721,0,"[377173338, 24753702]",3,Afrikanische Straße,tertiary,50,False,458.226,"LINESTRING (13.3429735 52.5469586, 13.3426524 52.5471901, 13.3422763 52.5474881, 13.3421974 52.5475525, 13.3415804 52.5480701, 13.3414305 52.5482031, 13.3406535 52.5488716, 13.3399352 52.5495572, 13.3397739 52.5497112, 13.3397407 52.5497432, 13.3396999 52.5497825, 13.3392149 52.5502598, 13.3391289 52.5503475)",,,,,,,,,
21441719,26756749,0,"[5117256, 338527880, 338527881, 338527885, 338527886, 377173337]","['3', '2']","['Afrikanische Straße', 'Seestraße']","['tertiary', 'primary']",50,True,753.5250000000002,"LINESTRING (13.3429735 52.5469586, 13.3430241 52.546871, 13.343283 52.5466691, 13.3433839 52.5465906, 13.3435851 52.5464335, 13.3436348 52.5463947, 13.3437266 52.5463279, 13.3436732 52.5462996, 13.3436295 52.5462765, 13.3433558 52.5461315, 13.3393606 52.5440157, 13.3392818 52.543974, 13.3387618 52.5437057, 13.3387044 52.5436761, 13.3386413 52.5436435, 13.338514 52.5435778, 13.3378661 52.5432309, 13.3370356 52.5427953, 13.3365225 52.542521, 13.3364795 52.542498, 13.3362871 52.5423982)",,,,,,,,,
21441721,27177976,0,4581772,2,Transvaalstraße,tertiary,50,False,292.071,"LINESTRING (13.3391289 52.5503475, 13.3392527 52.5504268, 13.3401007 52.5509853, 13.3403358 52.5511402, 13.3419537 52.5522058, 13.3420189 52.5522487, 13.342061 52.5522764)",,,,,,,,,
21441721,21441719,0,"[377173338, 24753702]",3,Afrikanische Straße,tertiary,50,False,458.22599999999994,"LINESTRING (13.3391289 52.5503475, 13.3392149 52.5502598, 13.3396999 52.5497825, 13.3397407 52.5497432, 13.3397739 52.5497112, 13.3399352 52.5495572, 13.3406535 52.5488716, 13.3414305 52.5482031, 13.3415804 52.5480701, 13.3421974 52.5475525, 13.3422763 52.5474881, 13.3426524 52.5471901, 13.3429735 52.5469586)",,,,,,,,,
21441721,28961194,0,382497310,2,Transvaalstraße,tertiary,50,False,40.028999999999996,"LINESTRING (13.3391289 52.5503475, 13.338991 52.5502592, 13.3387179 52.5500884)",,,,,,,,,
21441721,21441722,0,60369889,2,Afrikanische Straße,tertiary,50,True,290.79300000000006,"LINESTRING (13.3391289 52.5503475, 13.3390899 52.5504678, 13.3388789 52.5506976, 13.3386463 52.5509672, 13.3381092 52.551462, 13.3380187 52.55155, 13.3374706 52.5520822, 13.3371005 52.5524447, 13.3370735 52.5524712, 13.3368773 52.5525491)",,,,,,,,,
21441736,26752863,0,4402087,4,Brunnenstraße,secondary,50,False,54.33,"LINESTRING (13.3968769 52.5371527, 13.3965377 52.5375956)",,,,,,,,,
21441736,2861733605,0,365734762,2,Brunnenstraße,secondary,50,True,142.449,"LINESTRING (13.3968769 52.5371527, 13.3969042 52.5370575, 13.3969236 52.5370193, 13.3969644 52.5369388, 13.3970029 52.536863, 13.3970166 52.5368449, 13.3972842 52.5364923, 13.3974853 52.5362305, 13.3975987 52.5360092, 13.3976546 52.5359701)",,,,,,,,,
21441737,2861733605,0,"[201408461, 41927333]",4,Brunnenstraße,secondary,50,False,383.97999999999996,"LINESTRING (13.3988888 52.5325995, 13.3987395 52.5330064, 13.3987188 52.5330629, 13.3982723 52.5342798, 13.398074 52.5348202, 13.3980598 52.5348591, 13.398028 52.5349456, 13.3979958 52.5350337, 13.3979828 52.5350694, 13.3976546 52.5359701)",,,,,,,,,
21487191,1679204688,0,25376353,3,Loeperplatz,tertiary,50,False,56.98800000000001,"LINESTRING (13.4795606 52.52046, 13.4796444 52.5204858, 13.4797241 52.520513, 13.4797772 52.5205311, 13.4799377 52.520589, 13.4800353 52.5206242, 13.4803001 52.5207048)",,,,,,,,,
21487191,1679204688,1,"[56473172, 171184261, 432427270, 176050271]","['3', '2']",Möllendorffstraße,secondary,50,True,533.578,"LINESTRING (13.4795606 52.52046, 13.4795694 52.5203381, 13.4795771 52.520272, 13.4796345 52.5198802, 13.4796501 52.5198009, 13.4796767 52.5196634, 13.4796991 52.5195595, 13.4797264 52.5193748, 13.4797484 52.5192742, 13.4797938 52.5190726, 13.4799058 52.5184156, 13.4800201 52.5182004, 13.4801052 52.5184209, 13.4801111 52.5186942, 13.4801131 52.5189586, 13.4801123 52.5189949, 13.4801139 52.5190715, 13.480116 52.5192321, 13.4801165 52.5192853, 13.4801173 52.5193801, 13.4801291 52.5196707, 13.4801378 52.5198848, 13.4801634 52.5200405, 13.4801679 52.5200677, 13.4801978 52.5202651, 13.4802019 52.5202826, 13.4802248 52.5203815, 13.4802523 52.5205003, 13.4802587 52.5205279, 13.4802679 52.5205677, 13.4803001 52.5207048)",,,,,,,,,
21487245,26763033,0,568515141,,Ansbacher Straße,residential,30,False,36.63,"LINESTRING (13.3384937 52.4943986, 13.3385216 52.4944641, 13.3385323 52.4944921, 13.3385451 52.4945303, 13.3386135 52.4947198)",,,,,,,,,
21487245,26731251,0,138348049,2,Hohenstaufenstraße,secondary,50,True,87.158,"LINESTRING (13.3384937 52.4943986, 13.3383702 52.4944178, 13.3379421 52.4944844, 13.3378066 52.4945105, 13.3374686 52.4945757, 13.3374071 52.4945917, 13.3372641 52.4946274)",,,,,,,,,
21487246,26788842,0,4492369,4,Nachodstraße,secondary,50,False,159.901,"LINESTRING (13.3329273 52.4952604, 13.3331591 52.4952408, 13.3346198 52.4951138, 13.3350262 52.4950834, 13.335266 52.4950597)",,,,,,,,,
21487246,26731247,0,4492367,3,Nachodstraße,secondary,50,True,125.337,"LINESTRING (13.3329273 52.4952604, 13.3313299 52.4953999, 13.3312517 52.4954068, 13.331095 52.4954219)",,,,,,,,,
21509209,29918541,0,"[419958228, 478274645, 31520943]","['3', '2']",Hönower Straße,secondary,50,False,1890.7490000000005,"LINESTRING (13.6120268 52.5144771, 13.6125677 52.5150423, 13.612713 52.5151942, 13.6131104 52.5156095, 13.6138413 52.5163732, 13.6139049 52.5164409, 13.6146072 52.5172058, 13.6147289 52.5173392, 13.6149577 52.5175748, 13.6156473 52.5182846, 13.6165384 52.5192489, 13.6172177 52.519966, 13.6175152 52.52028, 13.617619 52.5203896, 13.6177696 52.5205477, 13.6186685 52.5214913, 13.6193723 52.5222379, 13.6196265 52.5225075, 13.6206638 52.5236035, 13.6209538 52.5239084, 13.6215728 52.5245594, 13.6217718 52.5247686, 13.6219506 52.5249567, 13.6235018 52.526608, 13.6240805 52.5271964, 13.6243334 52.527462, 13.6244435 52.5275775, 13.6245141 52.5276517, 13.6246994 52.5278496, 13.6247189 52.5278705, 13.6252543 52.5284394, 13.6254707 52.5286656, 13.6258756 52.5291091, 13.6259061 52.5291413, 13.625973 52.5292118)",,,,,,,,,
21537085,259047782,0,"[23984624, 172823994]",2,Klemkestraße,tertiary,"['50', '30']",False,211.88299999999998,"LINESTRING (13.3746242 52.5748141, 13.3764519 52.5748647, 13.3777567 52.5748969)",,,,,,,,,
21537087,27177951,0,4581771,2,Barfusstraße,secondary,50,False,274.72,"LINESTRING (13.3452215 52.5543705, 13.3453521 52.554454, 13.345424 52.5545, 13.3457003 52.5546886, 13.3460303 52.5549139, 13.3462508 52.5550577, 13.3465926 52.5552806, 13.3478041 52.5560658, 13.3478654 52.5561056, 13.3479838 52.5561823)",,,,,,,,,
21537094,2945796201,0,"[23623840, 722274276]",2,Berliner Straße,primary,50,False,646.4170000000001,"LINESTRING (13.3128887 52.6224039, 13.3128643 52.6224873, 13.3128474 52.6225432, 13.3127962 52.6227118, 13.3127664 52.6228101, 13.3127018 52.6230217, 13.3124194 52.6239473, 13.3124052 52.6240256, 13.3123882 52.6240967, 13.3123043 52.624372, 13.3122532 52.6245454, 13.3121312 52.6249929, 13.3119333 52.6256198, 13.3117518 52.626215, 13.3116322 52.626633, 13.3115272 52.6269864, 13.3114743 52.6271647, 13.3113939 52.6274354, 13.311376 52.6274959, 13.3113521 52.6275759, 13.31133 52.6276515, 13.3113141 52.6277058, 13.3111855 52.6281242)",,,B 96,,,,,,
21537094,30838291,0,"[28817920, 491742193, 4804937]",2,"['Hohefeldstraße', 'Hermsdorfer Damm']","['residential', 'secondary']","['50', '30']",False,1292.853,"LINESTRING (13.3128887 52.6224039, 13.3127188 52.6223929, 13.3126363 52.622385, 13.3125282 52.6223701, 13.3122965 52.6223351, 13.31195 52.6222827, 13.3110895 52.6221373, 13.3108076 52.6220885, 13.3096816 52.6218596, 13.3091633 52.6217285, 13.3088208 52.6216326, 13.3081684 52.621405, 13.307726 52.6212619, 13.3075391 52.6211913, 13.3071034 52.621017, 13.306645 52.6208317, 13.306521 52.6207816, 13.3059435 52.6205481, 13.305895 52.6205938, 13.3054826 52.6209441, 13.3050207 52.6213373, 13.304868 52.6214672, 13.304215 52.6220206, 13.3040789 52.6221338, 13.3034351 52.6227024, 13.3032424 52.6228671, 13.3032186 52.6228874, 13.3020713 52.6238791, 13.3007868 52.6249854, 13.2993177 52.6262464)",,,,,,,,,
