u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width
361245739,1737529846,0,157449811,,,path,,False,20.854,"LINESTRING (13.4814991 52.4060348, 13.481668 52.4061915)",,,,,,,,,
361245739,1737529846,1,"[32357780, 161794983]",,,path,,False,37.586,"LINESTRING (13.4814991 52.4060348, 13.4813407 52.4061096, 13.481668 52.4061915)",,,,,,,,,
361245739,292333641,0,"[157449811, 32215062]",,,path,,False,132.46,"LINESTRING (13.4814991 52.4060348, 13.4803008 52.4052153, 13.4801936 52.4051491)",,,,,,,,,
361245739,1665587924,0,"[157449779, 178008165, 178008167]",,,path,,False,15.636,"LINESTRING (13.4814991 52.4060348, 13.4815156 52.4060275, 13.481528 52.406022, 13.4816182 52.4059821, 13.4816379 52.4059719, 13.4816781 52.4059468)",,yes,,,,,,,
361245751,1665587924,0,157449805,,,path,,False,4.725,"LINESTRING (13.4817151 52.4059828, 13.4816781 52.4059468)",,,,,,,,,
361245760,1696656118,0,157449816,,,path,,False,17.555999999999997,"LINESTRING (13.4837927 52.4075128, 13.4837652 52.4074804, 13.4837422 52.4074646, 13.4836032 52.4074111)",,,,,,,,,
361248062,361248068,0,179170752,,Horst-Caspar-Steig,path,,False,316.5919999999999,"LINESTRING (13.4801626 52.4238244, 13.4796369 52.4238226, 13.4795814 52.4238224, 13.4794158 52.4238137, 13.4791615 52.4238004, 13.4791615 52.4237159, 13.477736 52.4237139, 13.4775055 52.4237022, 13.4773276 52.4236932, 13.4771754 52.4236857, 13.4770194 52.4236779, 13.4762064 52.4236555, 13.4756371 52.4236573)",,,,,,,,,
361248062,1895187415,0,179170852,,Horst-Caspar-Steig,footway,,False,36.997,"LINESTRING (13.4801626 52.4238244, 13.4802114 52.4238245, 13.4804836 52.4238244, 13.4805165 52.4238249, 13.4805157 52.4239418)",,,,,,,,yes,
361248062,1895187415,1,179170852,,Horst-Caspar-Steig,footway,,False,36.899,"LINESTRING (13.4801626 52.4238244, 13.4801634 52.4239414, 13.4801942 52.4239415, 13.4804647 52.423942, 13.4805157 52.4239418)",,,,,,,,yes,
361248068,361248062,0,179170752,,Horst-Caspar-Steig,path,,False,316.59200000000004,"LINESTRING (13.4756371 52.4236573, 13.4762064 52.4236555, 13.4770194 52.4236779, 13.4771754 52.4236857, 13.4773276 52.4236932, 13.4775055 52.4237022, 13.477736 52.4237139, 13.4791615 52.4237159, 13.4791615 52.4238004, 13.4794158 52.4238137, 13.4795814 52.4238224, 13.4796369 52.4238226, 13.4801626 52.4238244)",,,,,,,,,
361248626,1895017209,0,26625664,,,path,,False,30.549,"LINESTRING (13.4762174 52.4232769, 13.4757669 52.4232792)",,,,,,,,,
361248626,1895017232,0,179490015,,,path,,False,17.558,"LINESTRING (13.4762174 52.4232769, 13.476218 52.4234348)",,,,,,,,,
361248626,1895187311,0,26625664,,,path,,False,180.88100000000003,"LINESTRING (13.4762174 52.4232769, 13.4762558 52.4232777, 13.4770031 52.4232837, 13.4770882 52.4232781, 13.4775019 52.4232799, 13.4777453 52.4232823, 13.4777646 52.423394, 13.4787194 52.423391)",,,,,,,,,
361248626,1898715584,0,"[179490013, 179490015]",,,path,,False,31.287,"LINESTRING (13.4762174 52.4232769, 13.4762509 52.4232431, 13.4758543 52.4232403)",,,,,,,,,
361253344,2266201171,0,"[217348191, 446140959]",,,path,,False,168.983,"LINESTRING (13.4407118 52.4379617, 13.4413338 52.4377056, 13.4420066 52.4374422, 13.4428429 52.437177)",,,,,,,,,
361484687,361484689,0,32235088,,,path,,False,17.568,"LINESTRING (13.5182616 52.4337276, 13.5180737 52.4336188)",3,,,,,,,,
361484687,361484689,1,142575742,,,path,,False,26.058,"LINESTRING (13.5182616 52.4337276, 13.5182047 52.4337546, 13.5180299 52.4336499, 13.5180737 52.4336188)",3,,,,,,,,
361484687,1560225093,0,142575742,,,path,,False,79.61,"LINESTRING (13.5182616 52.4337276, 13.5190693 52.4332079)",3,,,,,,,,
361484687,1560225393,0,32235088,,,path,,False,142.108,"LINESTRING (13.5182616 52.4337276, 13.5189036 52.4340958, 13.5190038 52.4341578, 13.5197833 52.4346065)",3,,,,,,,,
361484689,361484687,0,32235088,,,path,,False,17.568,"LINESTRING (13.5180737 52.4336188, 13.5182616 52.4337276)",3,,,,,,,,
361484689,361484687,1,142575742,,,path,,False,26.058,"LINESTRING (13.5180737 52.4336188, 13.5180299 52.4336499, 13.5182047 52.4337546, 13.5182616 52.4337276)",3,,,,,,,,
361484689,1560225040,0,142575742,,,path,,False,79.81,"LINESTRING (13.5180737 52.4336188, 13.5188824 52.4330972)",3,,,,,,,,
361484689,3647000401,0,"[32235088, 38569937]",,,path,,False,31.682,"LINESTRING (13.5180737 52.4336188, 13.5177577 52.4334428, 13.5177198 52.4334364)",3,,,,,,,,
361486621,1246742222,0,"[28556793, 154381237, 108734638, 108734639]",,,path,,False,595.051,"LINESTRING (13.4791118 52.5076354, 13.4785686 52.5078147, 13.4783086 52.5078993, 13.4781151 52.5079768, 13.4779939 52.5080439, 13.4778957 52.5081081, 13.4777763 52.5081888, 13.477669 52.5082771, 13.4776805 52.508468, 13.477332 52.5086619, 13.4770843 52.5088441, 13.4770403 52.5088891, 13.4769113 52.5090316, 13.4767515 52.5092356, 13.476642 52.5094394, 13.4766062 52.5095236, 13.4765975 52.5095515, 13.4765666 52.5096497, 13.4765207 52.5097897, 13.4764851 52.5100943, 13.4765166 52.5103781, 13.4763187 52.5112453, 13.4762056 52.5117469, 13.4761871 52.5118219, 13.47689 52.5120238)","['3', '2']",,,,,,,,
361488984,292333615,0,178003806,,,path,,False,20.349,"LINESTRING (13.4776723 52.403468, 13.4776086 52.4035031, 13.4775729 52.4035244, 13.4775223 52.4035667, 13.4774739 52.4036043)",,,,,,,,,
364072923,269366979,0,24791997,,,path,,False,106.928,"LINESTRING (13.5146059 52.4327527, 13.5145575 52.4327287, 13.5142428 52.4325608, 13.5141699 52.4325198, 13.514114 52.4324879, 13.5134659 52.432136, 13.5134247 52.4321156)",,,,,,,,,
364072923,1520040062,0,54039583,,,path,,False,207.45000000000002,"LINESTRING (13.5146059 52.4327527, 13.5148226 52.4325993, 13.5154212 52.4321885, 13.5156459 52.4320387, 13.5161213 52.4317028, 13.5165065 52.4314463, 13.5164664 52.4313296)",,,,,,,,,
364072923,1520040175,0,54039583,,,path,,False,156.517,"LINESTRING (13.5146059 52.4327527, 13.5145766 52.43277, 13.514195 52.4330265, 13.5139107 52.4332264, 13.5137464 52.4333348, 13.5136516 52.4339355, 13.5136487 52.4339562)",,,,,,,,,
364740167,2083675599,0,"[32439938, 55963091, 55963092]",,,path,,False,22.278,"LINESTRING (13.4881389 52.4122989, 13.4880234 52.4123301, 13.4880144 52.4123331, 13.4879453 52.4123512, 13.4879261 52.412356, 13.4878459 52.4123881)",,yes,,,,,,,
366807881,3792723120,0,32619003,,Herbergerweg,path,,False,96.98,"LINESTRING (13.2609542 52.4304266, 13.2608014 52.430402, 13.2602038 52.4303018, 13.2599431 52.4302581, 13.2597517 52.430223, 13.2597052 52.4302166, 13.2595761 52.4301932)",,,,,,,,,
369942170,895487956,0,"[182390310, 182390312, 32838761, 182390315, 182390316, 182390317, 137686256]",,Agnes-Kraus-Weg,path,,False,920.7599999999999,"LINESTRING (13.504403 52.5009161, 13.504681 52.5009601, 13.5049687 52.5009942, 13.5051989 52.5009985, 13.5053673 52.5010053, 13.5055786 52.5010132, 13.5059537 52.5009982, 13.5062648 52.5009591, 13.5063118 52.5009549, 13.5066129 52.5009028, 13.5069944 52.5007946, 13.5072677 52.5006756, 13.507417 52.5006284, 13.5076756 52.5005422, 13.5080523 52.5004331, 13.5085751 52.5003107, 13.5090852 52.5002096, 13.5094825 52.5001581, 13.5100452 52.5001061, 13.5107391 52.5000695, 13.5110921 52.5000712, 13.5115849 52.500081, 13.512074 52.5001007, 13.5124268 52.5001275, 13.5128212 52.5001504, 13.5134626 52.5001348, 13.5135211 52.5001168, 13.5136554 52.500061, 13.5137772 52.500011, 13.5138739 52.4999792, 13.5142061 52.4999346, 13.5145509 52.4998855, 13.5153325 52.4997686, 13.5155184 52.4997036, 13.515752 52.4996141, 13.5158835 52.4995924, 13.5162975 52.4995168, 13.5166752 52.4994538, 13.5173031 52.4993922, 13.5174368 52.4993493)",3,,,,,,,,
369942170,1492489328,0,"[52066976, 32838980, 32838988]",,Agnes-Kraus-Weg,path,,False,239.69699999999997,"LINESTRING (13.504403 52.5009161, 13.5044476 52.5007944, 13.5044783 52.5006953, 13.5044825 52.5006853, 13.5045249 52.5005841, 13.5044071 52.5004758, 13.5042626 52.5003347, 13.5039641 52.4997611, 13.5037703 52.4994504, 13.5036459 52.4991647, 13.5035627 52.4988796)","['4', '3']",yes,,,,,,,
369942170,692994961,0,620099120,,,path,,False,37.565,"LINESTRING (13.504403 52.5009161, 13.5043454 52.5011341, 13.5043597 52.5012508)",4,,,,,,,,
369955525,5845590041,0,41595285,,,path,,False,224.45700000000002,"LINESTRING (13.3918542 52.4616821, 13.3916292 52.4617054, 13.3910122 52.4617624, 13.3905786 52.4618025, 13.3901475 52.4618487, 13.389521 52.4619143, 13.388681 52.4620002, 13.388584 52.4620015)",,,,,,,,,
370900635,445788349,0,"[37953816, 37953902, 37953903]",,,path,,False,316.616,"LINESTRING (13.5583761 52.4557723, 13.5584274 52.4556297, 13.5585839 52.4549496, 13.5585824 52.4547919, 13.5585622 52.4545279, 13.5585581 52.4544392, 13.5585662 52.4530709, 13.5585693 52.4529353)",3,yes,,,,,,,
370900635,445788337,0,58176706,,,path,,False,22.867,"LINESTRING (13.5583761 52.4557723, 13.5583527 52.4558299, 13.5583453 52.4558469, 13.5583338 52.4558717, 13.5583213 52.4559073, 13.5582951 52.4559719)",3,,,,,,,,
370900635,31491884,0,"[310306833, 37789143, 37953847]","['3', '2']",An der Wuhlheide,secondary,50,True,605.4360000000001,"LINESTRING (13.5583761 52.4557723, 13.5585043 52.4557914, 13.5593155 52.4559121, 13.5594623 52.455934, 13.5610158 52.4561652, 13.5622805 52.4563414, 13.5623536 52.4563497, 13.5625624 52.4563732, 13.562755 52.4563793, 13.5635287 52.4563779, 13.5637877 52.4563629, 13.5639331 52.4563477, 13.5639961 52.4563411, 13.5641161 52.4563254, 13.5642996 52.4562958, 13.564678 52.4562078, 13.5650488 52.4561041, 13.5652903 52.4560258, 13.5656303 52.4558844, 13.5659482 52.455728, 13.5663608 52.4554986, 13.5665339 52.4553575, 13.5666131 52.4552957)",,,,,,,,,
372819008,372819608,0,33055898,,Koseler Weg,path,,False,171.825,"LINESTRING (13.3942232 52.4610494, 13.3939159 52.4610598, 13.3927663 52.4611726, 13.3917159 52.4612757)",,,,,,,,,
372819608,372819008,0,33055898,,Koseler Weg,path,,False,171.82500000000002,"LINESTRING (13.3917159 52.4612757, 13.3927663 52.4611726, 13.3939159 52.4610598, 13.3942232 52.4610494)",,,,,,,,,
374183042,1120475903,0,33130983,,,path,,False,38.618,"LINESTRING (13.3252137 52.5610311, 13.3252749 52.5609487, 13.3253012 52.5609133, 13.3253785 52.5608182, 13.3254004 52.5607619, 13.3254053 52.560719, 13.3254017 52.5607081)",,,,,,,,,
374183042,27197159,0,"[283022991, 447883127, 40816558, 35585207]","['4', '5']",Kurt-Schumacher-Damm,primary,50,True,192.218,"LINESTRING (13.3252137 52.5610311, 13.3254575 52.5611365, 13.3256965 52.5612708, 13.3259889 52.5614689, 13.3261419 52.5616065, 13.3262336 52.5617048, 13.32641 52.5619209, 13.3266098 52.5623272, 13.3266338 52.562376, 13.3266732 52.5624601)",,,,,,,,,
380351210,26904696,0,4604924,3,Jafféstraße,secondary,50,True,4.953,"LINESTRING (13.2611822 52.5085213, 13.261179 52.5085658)",,,,,,,,,
380351210,282916316,0,32486913,,,path,,False,10.32,"LINESTRING (13.2611822 52.5085213, 13.2612606 52.5085272, 13.2612578 52.5085719)",,,,,,,,,
380351210,275725787,0,32486913,,,path,,False,25.743,"LINESTRING (13.2611822 52.5085213, 13.2610269 52.5085133, 13.2608682 52.5085048, 13.2608294 52.5084729)",,,,,,,,,
384913979,134590835,0,35590866,,,path,,False,378.28299999999996,"LINESTRING (13.5198533 52.645665, 13.5196604 52.6455981, 13.5195465 52.6454176, 13.5194305 52.6453312, 13.5177014 52.6447786, 13.5171359 52.644556, 13.5165297 52.644347, 13.5160776 52.6441931, 13.5156034 52.6440175, 13.5153512 52.643896, 13.5153534 52.6437984)",,,,,,,,,
385183941,386947564,0,33793984,,,path,,False,92.262,"LINESTRING (13.3400246 52.4537576, 13.3399342 52.4529297)",,,,,,,,,
385205521,261933419,0,71596020,,,path,,False,38.117,"LINESTRING (13.5229067 52.4183248, 13.5223668 52.4184201)",,,,,,,,,
385205521,424024463,0,169076567,,,path,,False,52.581,"LINESTRING (13.5229067 52.4183248, 13.5225559 52.4179031)",,,,,,,,,
385205521,260703419,0,71596020,,,path,,False,55.59,"LINESTRING (13.5229067 52.4183248, 13.523587 52.4182057, 13.5236976 52.4181952)",,,,,,,,,
385205521,385205522,0,169076567,,,path,,False,157.377,"LINESTRING (13.5229067 52.4183248, 13.5230494 52.4184997, 13.5239406 52.4195919)",,,,,,,,,
385205522,261933421,0,33691100,,,path,,False,139.814,"LINESTRING (13.5239406 52.4195919, 13.5219159 52.4193548)",,,,,,,,,
385205522,1653119347,0,169076567,,,path,,False,92.21600000000001,"LINESTRING (13.5239406 52.4195919, 13.5244958 52.4202583, 13.5245749 52.4203244)",,,,,,,,,
385205522,385205521,0,169076567,,,path,,False,157.377,"LINESTRING (13.5239406 52.4195919, 13.5230494 52.4184997, 13.5229067 52.4183248)",,,,,,,,,
385205523,261933421,0,151742518,,,path,,False,37.899,"LINESTRING (13.5217135 52.4196725, 13.5219159 52.4193548)",4.5,,,,,,,,
385205523,948656110,0,38915494,,,path,,False,384.79299999999995,"LINESTRING (13.5217135 52.4196725, 13.521223 52.4203054, 13.5207912 52.4207604, 13.5204844 52.4210814, 13.5202241 52.4213512, 13.5199878 52.4215726, 13.5196626 52.4218337, 13.5187924 52.4223437, 13.5188452 52.4224698, 13.5187 52.4224947)",,,,,,,,,
385205523,1645798498,0,151742518,,,path,,False,443.83900000000006,"LINESTRING (13.5217135 52.4196725, 13.5215681 52.4200756, 13.5214776 52.4204044, 13.5214615 52.420677, 13.5214695 52.4211646, 13.521506 52.4220591, 13.5215136 52.4226144, 13.5214296 52.4234751, 13.5213627 52.4236429)",4.5,,,,,,,,
385208394,855359022,0,33691719,,,service,,False,6.591,"LINESTRING (13.5221182 52.4246594, 13.5220921 52.4247165)",,,,,,,,,
385208394,385208392,0,33691719,,,service,,False,127.077,"LINESTRING (13.5221182 52.4246594, 13.5223189 52.4237799, 13.5222806 52.4236719, 13.5222045 52.4235352)",,,,,,,,,
385208394,737286282,0,59461375,,,path,,False,63.605999999999995,"LINESTRING (13.5221182 52.4246594, 13.522179 52.4246994, 13.5224193 52.4251957)",,,,,,,,,
385384034,2264784179,0,51821847,,,path,,False,10.93,"LINESTRING (13.5184525 52.5100759, 13.5184879 52.5100517, 13.518549 52.5099973)",,,,,,,,,
385384034,12614675,0,4689192,2,Alt-Friedrichsfelde,secondary_link,50,True,53.829,"LINESTRING (13.5184525 52.5100759, 13.5183387 52.5100138, 13.5181669 52.5099646, 13.5177311 52.5098901)",,,,,,,,,
386947564,385183941,0,33793984,,,path,,False,92.262,"LINESTRING (13.3399342 52.4529297, 13.3400246 52.4537576)",,,,,,,,,
386947565,386947567,0,33793985,,,path,,False,92.281,"LINESTRING (13.3401946 52.4529184, 13.3402982 52.4537459)",,,,,,,,,
386947567,386947565,0,33793985,,,path,,False,92.281,"LINESTRING (13.3402982 52.4537459, 13.3401946 52.4529184)",,,,,,,,,
386947569,386947571,0,33793986,,,path,,False,92.377,"LINESTRING (13.3407461 52.4528928, 13.3408349 52.4537218)",,,,,,,,,
386947571,386947569,0,33793986,,,path,,False,92.377,"LINESTRING (13.3408349 52.4537218, 13.3407461 52.4528928)",,,,,,,,,
386947574,386947577,0,33793987,,,path,,False,91.669,"LINESTRING (13.3413619 52.4536927, 13.3412655 52.4528704)",,,,,,,,,
386947577,386947574,0,33793987,,,path,,False,91.669,"LINESTRING (13.3412655 52.4528704, 13.3413619 52.4536927)",,,,,,,,,
386947580,386947583,0,33793988,,,path,,False,91.853,"LINESTRING (13.341932 52.4536651, 13.3418276 52.4528415)",,,,,,,,,
386947583,386947580,0,33793988,,,path,,False,91.853,"LINESTRING (13.3418276 52.4528415, 13.341932 52.4536651)",,,,,,,,,
386947587,386947589,0,33793989,,,path,,False,93.143,"LINESTRING (13.3423738 52.4528163, 13.342479 52.4536515)",,,,,,,,,
386947589,386947587,0,33793989,,,path,,False,93.143,"LINESTRING (13.342479 52.4536515, 13.3423738 52.4528163)",,,,,,,,,
386947592,386947595,0,33793990,,,path,,False,93.869,"LINESTRING (13.3430257 52.4536338, 13.3429408 52.4527912)",,,,,,,,,
386947595,386947592,0,33793990,,,path,,False,93.869,"LINESTRING (13.3429408 52.4527912, 13.3430257 52.4536338)",,,,,,,,,
388575369,4182868856,0,664572690,,,path,,False,5.716,"LINESTRING (13.3684381 52.5056656, 13.3684215 52.505716)",,,,,,,,,
388575369,388575368,0,358207016,1,Potsdamer Straße,secondary,30,True,32.802,"LINESTRING (13.3684381 52.5056656, 13.3689059 52.5057427)",,,,,,,,,
389906569,26784917,0,34023362,,,path,,False,100.333,"LINESTRING (13.3051629 52.5207254, 13.3053973 52.5206044, 13.3058871 52.5204102, 13.3061267 52.5203268, 13.3062862 52.5201616)",2,,,,,,,,
389906569,6149436957,0,"[523767880, 523767873]",,,path,,False,72.548,"LINESTRING (13.3051629 52.5207254, 13.3051023 52.5207387, 13.3043302 52.5210222, 13.304233 52.521048)",3,,,,,,,,
389906569,390034864,0,"[523767873, 523767877, 27953744, 136814135, 321624219]",,,path,,False,1032.2290000000003,"LINESTRING (13.3051629 52.5207254, 13.305303 52.5206972, 13.3055771 52.5206019, 13.3060586 52.5204657, 13.306288 52.5204021, 13.3066125 52.5203411, 13.3069032 52.5203056, 13.3073118 52.5202832, 13.3078596 52.5202809, 13.3082851 52.5202801, 13.3086301 52.5203055, 13.3102257 52.5204062, 13.3113954 52.5204589, 13.3120087 52.5204724, 13.3121729 52.5204702, 13.3123259 52.5204529, 13.3127269 52.5204068, 13.3129005 52.520377, 13.3134769 52.5202782, 13.3139985 52.520137, 13.3144977 52.5200015, 13.3148427 52.5199342, 13.3150685 52.5199033, 13.3154831 52.5198703, 13.316675 52.5198603, 13.3167821 52.5198581, 13.3172921 52.5198591, 13.3175839 52.5198366, 13.317717 52.5198188, 13.3179608 52.5197576, 13.3183882 52.5195831, 13.318804 52.519446, 13.3188571 52.5194462, 13.3192128 52.5192764, 13.3195099 52.5190899, 13.319562 52.5190396, 13.3195798 52.5189831)",3,,,,,,,,
390034864,389906569,0,"[523767873, 523767877, 27953744, 136814135, 321624219]",,,path,,False,1032.2290000000003,"LINESTRING (13.3195798 52.5189831, 13.319562 52.5190396, 13.3195099 52.5190899, 13.3192128 52.5192764, 13.3188571 52.5194462, 13.318804 52.519446, 13.3183882 52.5195831, 13.3179608 52.5197576, 13.317717 52.5198188, 13.3175839 52.5198366, 13.3172921 52.5198591, 13.3167821 52.5198581, 13.316675 52.5198603, 13.3154831 52.5198703, 13.3150685 52.5199033, 13.3148427 52.5199342, 13.3144977 52.5200015, 13.3139985 52.520137, 13.3134769 52.5202782, 13.3129005 52.520377, 13.3127269 52.5204068, 13.3123259 52.5204529, 13.3121729 52.5204702, 13.3120087 52.5204724, 13.3113954 52.5204589, 13.3102257 52.5204062, 13.3086301 52.5203055, 13.3082851 52.5202801, 13.3078596 52.5202809, 13.3073118 52.5202832, 13.3069032 52.5203056, 13.3066125 52.5203411, 13.306288 52.5204021, 13.3060586 52.5204657, 13.3055771 52.5206019, 13.305303 52.5206972, 13.3051629 52.5207254)",3,,,,,,,,
390034864,4351691384,0,"[321624209, 34035783]",,,path,,False,53.91,"LINESTRING (13.3195798 52.5189831, 13.3192952 52.5191324, 13.319128 52.51922, 13.3189679 52.5192933)",,,,,,,,,
390034864,268050708,0,"[759407791, 759407792, 759407793, 759407794, 759407795, 37999256]",,,path,,False,962.846,"LINESTRING (13.3195798 52.5189831, 13.3200351 52.5187558, 13.3214038 52.5180953, 13.3219515 52.517905, 13.3220479 52.5178626, 13.3221363 52.5178304, 13.3225452 52.5176804, 13.3226344 52.5176566, 13.3228259 52.5175911, 13.3231705 52.5175405, 13.323304 52.5174981, 13.3238714 52.5173135, 13.324135 52.5172215, 13.3242006 52.5171987, 13.324319 52.5171998, 13.3243753 52.5171938, 13.3244422 52.5171785, 13.3248337 52.517014, 13.3249079 52.5169828, 13.3254014 52.5167757, 13.325772 52.5165865, 13.3261072 52.5163917, 13.3262154 52.5163095, 13.3263452 52.5162237, 13.3264575 52.5161337, 13.326798 52.5158803, 13.3269289 52.5157644, 13.3270725 52.5156254, 13.3270996 52.5155992, 13.3272472 52.5154369, 13.3275885 52.5150617, 13.327887 52.5148153, 13.3281267 52.514648, 13.3284116 52.5145002, 13.3286887 52.5143674, 13.3295575 52.5140728, 13.3297765 52.5139739, 13.329961 52.5138594, 13.3301685 52.5137004, 13.3301919 52.513619, 13.3300848 52.513595)",3,,,,,,,,
391526937,429551468,0,"[195371761, 34144807]",,Friedrich-Engels-Straße,path,,False,385.418,"LINESTRING (13.3880945 52.5888315, 13.3878104 52.5892992, 13.3873171 52.5895761, 13.3866105 52.5899287, 13.3863926 52.5900952, 13.3859114 52.5904327, 13.3847081 52.5910713, 13.3844124 52.5910938, 13.3843981 52.591133, 13.384382 52.5911835, 13.3843494 52.5912831)",,,,,,,,,
401852477,317811827,0,33969913,,,path,,False,624.7059999999999,"LINESTRING (13.3582199 52.5836273, 13.3582065 52.5836874, 13.3581649 52.5837453, 13.3580699 52.5838023, 13.3567382 52.584553, 13.3564757 52.5846222, 13.355967 52.5849046, 13.3534504 52.5864016, 13.3514711 52.5874219)",,,,,,,,,
401852477,26733635,0,34605813,,,path,,False,56.681,"LINESTRING (13.3582199 52.5836273, 13.3578971 52.583395, 13.3578157 52.5833721, 13.3577631 52.5832243)",,,,,,,,,
401852477,35233788,0,"[61743144, 61743145, 4380909, 34570576, 33927189, 753600444, 281068349]",2,"['Lengeder Straße', 'Kopenhagener Straße']","['path', 'unclassified', 'secondary']",50,False,1133.6440000000002,"LINESTRING (13.3582199 52.5836273, 13.3590784 52.5831547, 13.3590733 52.5831196, 13.3590629 52.5830737, 13.3593301 52.5829663, 13.360524 52.5822497, 13.363184 52.5807946, 13.3632443 52.5807616, 13.3633886 52.5806833, 13.3633384 52.5806053, 13.3633088 52.5805594, 13.3632993 52.5805447, 13.3630698 52.5801978, 13.3624791 52.5793049, 13.3623764 52.5791496, 13.3622602 52.578974, 13.3616684 52.5780794, 13.3614955 52.577818, 13.3612305 52.5774175, 13.361188 52.5773532, 13.3610413 52.577127, 13.3610169 52.5770895, 13.3609533 52.5769914, 13.3609065 52.576918, 13.3608821 52.5768798, 13.3607354 52.5766712, 13.3599599 52.5754722, 13.3598008 52.5752511)",,,,,,,,,
411309783,2916440473,0,"[190436505, 190436502]",,,path,,False,958.122,"LINESTRING (13.4696241 52.5836865, 13.4698296 52.5837798, 13.4698838 52.5837807, 13.4703312 52.5837824, 13.4740972 52.5843196, 13.4743458 52.5843596, 13.4749036 52.5844085, 13.4755923 52.5843927, 13.4767578 52.5842636, 13.4774077 52.5841681, 13.4780886 52.5840785, 13.4786703 52.5839816, 13.4792809 52.5838614, 13.4798383 52.5837575, 13.4804338 52.5836421, 13.4816559 52.58339, 13.4828258 52.5831613, 13.4829529 52.5831035, 13.4830844 52.5830777, 13.4833075 52.5830965)",,yes,,,,,,,
411309783,2247071793,0,288108043,,,path,,True,625.2350000000002,"LINESTRING (13.4696241 52.5836865, 13.4694372 52.58359, 13.4676859 52.5834293, 13.4650882 52.5838474, 13.4648745 52.5839614, 13.4647881 52.5839953, 13.4647097 52.5839907, 13.4645701 52.5839028, 13.4644674 52.5838675, 13.4642899 52.5838922, 13.4640475 52.583944, 13.4635224 52.5840546, 13.4624538 52.5843459, 13.4612286 52.5848037, 13.4612066 52.5847791, 13.4611434 52.5847207)",,,,,,,,,
414076809,474739933,0,303296443,,,path,,False,158.60000000000002,"LINESTRING (13.4918555 52.4332213, 13.4919628 52.4333126, 13.4921376 52.433444, 13.4924407 52.433731, 13.4926701 52.433919, 13.4929343 52.4341104, 13.4932656 52.4343573)",,,,,,,,,
414266599,277770944,0,35342725,,,path,,False,75.113,"LINESTRING (13.4192335 52.4237608, 13.4192384 52.4237477, 13.4195391 52.4232014, 13.4195165 52.4231167)",,,,,,,,,
414965308,414965309,0,23304318,,,path,,False,234.62,"LINESTRING (13.4515404 52.6488742, 13.4506436 52.6469968, 13.4505886 52.6468451)",,,,,,,,,
414965309,414965308,0,23304318,,,path,,False,234.62,"LINESTRING (13.4505886 52.6468451, 13.4506436 52.6469968, 13.4515404 52.6488742)",,,,,,,,,
415007120,3329219989,0,456662394,,,path,,False,6.293,"LINESTRING (13.6268489 52.4576783, 13.6267561 52.4576759)",2,,,,,,,,
417193289,419806820,0,"[401255041, 409126922, 71234286]",,,path,,False,117.691,"LINESTRING (13.4611376 52.4924212, 13.4610318 52.4924508, 13.4605813 52.4925939, 13.460453 52.4926349, 13.4602334 52.4927382, 13.4601312 52.4928772, 13.4600153 52.492878, 13.459692 52.4928557)",,,,,,,,,
418292419,310901923,0,35775409,,Schmöckwitzwerder Brücke,path,,False,40.545,"LINESTRING (13.695786 52.3750026, 13.6957415 52.3749073, 13.6956875 52.3747854, 13.6956221 52.374652)",,yes,,,,,,,
419806820,417193289,0,"[401255041, 409126922, 71234286]",,,path,,False,117.69099999999999,"LINESTRING (13.459692 52.4928557, 13.4600153 52.492878, 13.4601312 52.4928772, 13.4602334 52.4927382, 13.460453 52.4926349, 13.4605813 52.4925939, 13.4610318 52.4924508, 13.4611376 52.4924212)",,,,,,,,,
421622900,1775174603,0,"[36090099, 175571997]",,,path,,False,332.033,"LINESTRING (13.4931033 52.4981616, 13.4930711 52.4981727, 13.492872 52.4983761, 13.492613 52.4987063, 13.4923056 52.4990133, 13.4917492 52.4995079, 13.4914015 52.4998029, 13.4908132 52.5002189, 13.4903362 52.5004809, 13.4902229 52.5005515)",,,,,,,,,
424024463,261933419,0,151742518,,,path,,False,58.901,"LINESTRING (13.5225559 52.4179031, 13.5223668 52.4184201)",4.5,,,,,,,,
424024463,385205521,0,169076567,,,path,,False,52.581,"LINESTRING (13.5225559 52.4179031, 13.5229067 52.4183248)",,,,,,,,,
424024463,312559169,0,33691099,,,path,,False,101.90899999999999,"LINESTRING (13.5225559 52.4179031, 13.5219085 52.4170885, 13.5218998 52.4170786)",,,,,,,,,
424024463,312559130,0,169076535,,,path,,False,244.33100000000002,"LINESTRING (13.5225559 52.4179031, 13.5227319 52.4174558, 13.5228474 52.4170693, 13.5230042 52.4165404, 13.5230451 52.4164187, 13.5231795 52.4157409)",4.5,,,,,,,,
429551468,391526937,0,"[195371761, 34144807]",,Friedrich-Engels-Straße,path,,False,385.418,"LINESTRING (13.3843494 52.5912831, 13.384382 52.5911835, 13.3843981 52.591133, 13.3844124 52.5910938, 13.3847081 52.5910713, 13.3859114 52.5904327, 13.3863926 52.5900952, 13.3866105 52.5899287, 13.3873171 52.5895761, 13.3878104 52.5892992, 13.3880945 52.5888315)",,,,,,,,,
