u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bridge,ref,access,width,junction,tunnel,service,area
5887504929,5887504908,0,623415206,,Støberigade,cycleway,,True,9.36,"LINESTRING (12.552673 55.6512509, 12.5526357 55.6513324)",,,,,,,,
5887504929,4064404798,0,623415204,,Teglholmsgade,cycleway,,True,179.179,"LINESTRING (12.552673 55.6512509, 12.5527882 55.6511353, 12.5528379 55.6511262, 12.5529156 55.6511201, 12.5529424 55.6511459, 12.5535589 55.6509257, 12.5538882 55.650817, 12.5539653 55.6508889, 12.5544696 55.6507303, 12.5549486 55.650554, 12.5549333 55.6505409)",,,,,,,,
5887523793,5887504926,0,623416490,,Teglholmsgade,cycleway,,True,114.01499999999999,"LINESTRING (12.5509685 55.6519941, 12.5519515 55.6516172, 12.5520987 55.6515367, 12.5522458 55.6514285, 12.5523416 55.6513411)",,,,,,,,
5887523835,118787,0,"[237108787, 422789541]","['4', '3']",Sjællandsbroen,tertiary,60,True,309.337,"LINESTRING (12.5454388 55.6437622, 12.5453008 55.6438438, 12.5449963 55.6440452, 12.5449028 55.6441113, 12.5446986 55.6442556, 12.5444827 55.6444198, 12.5441182 55.6447218, 12.5440562 55.6447732, 12.5436552 55.6451615, 12.5431362 55.6456761, 12.5428253 55.6459842, 12.5427315 55.6460772)",,,,,,,,
5887523837,5887523836,0,623416491,,,cycleway,,True,14.879,"LINESTRING (12.5456216 55.6439025, 12.5454 55.6438549)",,,,,,,,
5887523837,5887523835,0,834616391,,Sluseholmen,cycleway,,True,19.364,"LINESTRING (12.5456216 55.6439025, 12.5454388 55.6437622)",,,,,,,,
5887571930,6651812325,0,623419627,,Teglholmsgade,cycleway,,True,373.651,"LINESTRING (12.5476043 55.652415, 12.5472721 55.6524378, 12.5469382 55.6524702, 12.5466646 55.6525075, 12.546291 55.6525722, 12.5459365 55.6526511, 12.5457526 55.6526967, 12.5455393 55.6527623, 12.545201 55.6528743, 12.5447891 55.6530229, 12.5445389 55.6531127, 12.544417 55.6531565, 12.5443037 55.6531997, 12.5441199 55.6532636, 12.5439625 55.6533117, 12.5438286 55.6533482, 12.5436903 55.6533963, 12.5434918 55.6534644, 12.5433711 55.6535217, 12.5432123 55.6536212, 12.5429857 55.6537964, 12.542768 55.653964, 12.5426548 55.6540578, 12.54263 55.6540748)",,,,,,,,
5887571931,1050213873,0,184021717,4,Sydhavnsgade,tertiary,60,True,3.8,"LINESTRING (12.5389149 55.6533249, 12.5388985 55.6533578)",,,,,,,,
5887571931,5887571935,0,623419629,,Sydhavns Plads,cycleway,,True,72.63499999999999,"LINESTRING (12.5389149 55.6533249, 12.539067 55.6533476, 12.5392192 55.6533865, 12.5394728 55.653463, 12.5399545 55.6536078)",,,,,,,,
5887571935,3822941272,0,378934280,,,cycleway,,False,7.221,"LINESTRING (12.5399545 55.6536078, 12.539928 55.653671)",,,,,,,,
5887571935,3822941271,0,378934280,,,cycleway,,False,120.676,"LINESTRING (12.5399545 55.6536078, 12.539969 55.6535732, 12.5399932 55.6535172, 12.5400361 55.6534385, 12.5400996 55.6533792, 12.5401587 55.6533433, 12.5402694 55.6532917, 12.5403256 55.6532653, 12.5412128 55.6530002, 12.5413672 55.6529457)",,,,,,,,
5887571935,5887571943,0,623419629,,Sydhavns Plads,cycleway,,True,151.06900000000002,"LINESTRING (12.5399545 55.6536078, 12.5401114 55.6536488, 12.5404906 55.6537488, 12.5414664 55.6539636, 12.5416562 55.6540051, 12.5417548 55.6540176, 12.5418651 55.6540225, 12.5419783 55.6540167, 12.5422018 55.6539671)",,,,,,,,
5887571943,5887571944,0,623419629,,Sydhavns Plads,cycleway,,True,11.664,"LINESTRING (12.5422018 55.6539671, 12.5423589 55.653911)",,,,,,,,
5887571943,3822941271,0,630489172,2,Scandiagade,tertiary,60,True,125.14899999999999,"LINESTRING (12.5422018 55.6539671, 12.5421306 55.653881, 12.541744 55.6533612, 12.5416369 55.6532389, 12.54158 55.6531738, 12.5413781 55.6529574, 12.5413672 55.6529457)",,,,,,,,
5887571944,118764,0,422789539,2,Scandiagade,tertiary,60,True,4.298,"LINESTRING (12.5423589 55.653911, 12.5423887 55.6539458)",,,,,,,,
5887571944,18222738,0,623419630,,Teglholmsgade,cycleway,,True,527.427,"LINESTRING (12.5423589 55.653911, 12.5424726 55.6538533, 12.5425932 55.6537902, 12.542702 55.6537171, 12.5427556 55.6536787, 12.5428977 55.6535744, 12.5429433 55.6535429, 12.5430345 55.6534997, 12.5431728 55.6534483, 12.5433196 55.6533997, 12.5441099 55.6531194, 12.5454213 55.6526486, 12.5456101 55.6525885, 12.5458234 55.6525295, 12.5460088 55.6524855, 12.5462544 55.6524341, 12.5464677 55.6523967, 12.5467192 55.6523619, 12.5470296 55.6523279, 12.5475356 55.6522938, 12.5477254 55.6522806, 12.5480269 55.6522615, 12.5481976 55.6522599, 12.5490038 55.6522796, 12.5493831 55.6522872, 12.5495876 55.6522913, 12.5496891 55.6523063, 12.5498639 55.6523597)",,,,,,,,
5906432814,24996944,0,"[625749169, 625571721]",,,cycleway,,False,63.43600000000001,"LINESTRING (12.5300576 55.7079304, 12.5301141 55.7080228, 12.5301421 55.7080715, 12.5304318 55.7084602)",,,,,,building_passage,,
5930944816,2583005712,0,628233218,,Den grønne kile,cycleway,,False,14.655999999999999,"LINESTRING (12.5452501 55.6518196, 12.5451871 55.6517917, 12.5451529 55.6517614, 12.5451451 55.6517109)",,,,,,,,
5965743688,5793421450,0,611957969,,,cycleway,,False,187.86999999999998,"LINESTRING (12.5562386 55.6536397, 12.556201 55.6536581, 12.5559791 55.6537321, 12.5559183 55.6537541, 12.5558793 55.6537745, 12.5558472 55.6537965, 12.5558093 55.6538362, 12.5557557 55.6538887, 12.5557207 55.6539092, 12.5556805 55.653927, 12.5556231 55.6539435, 12.5549578 55.654107, 12.5548919 55.6541273, 12.5548458 55.6541468, 12.5548127 55.6541676, 12.5547795 55.6541957, 12.5547565 55.6542228, 12.5547422 55.6542521, 12.5547344 55.6542817, 12.5547341 55.6543122, 12.5547485 55.6543492, 12.5551201 55.6548171)",,,,,,,,
5965743688,3836572200,0,"[743631537, 655927691, 631776199]",,"['Alfred Nobels Bro', 'Topstykket']",cycleway,,True,150.881,"LINESTRING (12.5562386 55.6536397, 12.5561949 55.65359, 12.5555854 55.6528966, 12.5555444 55.6528485, 12.5554173 55.6526994, 12.555379 55.6526616, 12.5552446 55.6525542, 12.5551761 55.6524957, 12.5552431 55.6524447)",yes,,,,,,,
5980726056,5980726057,0,633573724,,,cycleway,,True,5.524,"LINESTRING (12.5876646 55.6761852, 12.5876227 55.6762289)",,,,,,,,
5980726056,1612299194,0,633573731,,Havnegade,cycleway,,False,66.224,"LINESTRING (12.5876646 55.6761852, 12.5885892 55.6764731)",,O2,,,,,,
5980726061,1612299196,0,633573731,,Havnegade,cycleway,,False,21.141,"LINESTRING (12.5912495 55.6776157, 12.5911782 55.6775314, 12.5910548 55.6774642)",,O2,,,,,,
5989365696,698646,0,"[682357248, 713735722]","['4', '3']",Amager Boulevard,tertiary,50,True,93.565,"LINESTRING (12.5811879 55.6690286, 12.5813544 55.6689461, 12.581812 55.6687365, 12.5823799 55.6685247)",,,,,,,,
5989365699,5989365696,0,682357248,3,Amager Boulevard,tertiary,50,True,6.121,"LINESTRING (12.5811133 55.6690641, 12.5811879 55.6690286)",,,,,,,,
5989365699,5989365696,1,"[634775872, 634775870]",,,cycleway,,True,81.95899999999999,"LINESTRING (12.5811133 55.6690641, 12.5809926 55.6689745, 12.5807928 55.6688263, 12.5807579 55.6688004, 12.5807632 55.6687614, 12.5808316 55.6687705, 12.5809389 55.6688482, 12.5810665 55.6689406, 12.5811879 55.6690286)",,,,,,,,
6036958723,5305145832,0,640910986,,,cycleway,,False,85.256,"LINESTRING (12.5769666 55.7091405, 12.5762488 55.7097017, 12.5761157 55.709703)",,,,,,,,
6036958723,1623978482,0,"[162064349, 3497839]",2,Jagtvej,tertiary,50,True,80.331,"LINESTRING (12.5769666 55.7091405, 12.57686 55.709121, 12.5767792 55.7091062, 12.5767379 55.7090986, 12.5757507 55.7089111)",,,,,,,,
6040935382,3830002752,0,379672387,,,cycleway,,False,11.905,"LINESTRING (12.6289786 55.6615356, 12.6291487 55.6615831)",,,,,,,,
6040935382,3830002746,0,379672387,,,cycleway,,False,8.748,"LINESTRING (12.6289786 55.6615356, 12.6288536 55.6615007)",,,,,,,,
6040935382,1619442483,0,"[641461864, 144391329, 148886130, 150491477]",,,"['cycleway', 'path']",,False,198.51599999999996,"LINESTRING (12.6289786 55.6615356, 12.6291655 55.6613887, 12.6291818 55.6613636, 12.6292055 55.66128, 12.6293326 55.6610188, 12.6293327 55.6609922, 12.6293187 55.6609586, 12.6291527 55.6607689, 12.629116 55.6607224, 12.6291082 55.6606979, 12.6291322 55.6606601, 12.6291985 55.6606207, 12.629248 55.660561, 12.6296047 55.6598766)",yes,,,,,,,
6040935382,3830003457,0,"[144391329, 64057147]",,,"['cycleway', 'path']",,False,101.287,"LINESTRING (12.6289786 55.6615356, 12.6287992 55.661825, 12.6287919 55.6618395, 12.6287838 55.6618557, 12.6287763 55.6618705, 12.6286343 55.662007, 12.6284615 55.6623229, 12.6284583 55.6623288, 12.6284269 55.6623882)",,,,,,,,
6060923187,5591554752,0,111585314,,Den grønne kile,path,,False,8.551,"LINESTRING (12.5521924 55.6503032, 12.5523087 55.6502631)",,,,,,,,
6060923187,5887523837,0,"[834616391, 834616392, 623416492, 623416493, 623416494, 814908411, 814908412]",,"['Sluseholmen', 'Støberigade', 'Teglværksbroen']",cycleway,,True,839.1659999999998,"LINESTRING (12.5521924 55.6503032, 12.5512149 55.6494341, 12.5511477 55.6493782, 12.551083 55.6493104, 12.5510645 55.64926, 12.5510429 55.6491713, 12.5510365 55.649102, 12.5509782 55.6483351, 12.550969 55.6482604, 12.5509566 55.6482186, 12.5509131 55.6481695, 12.5508879 55.6481492, 12.5501525 55.6475093, 12.5499471 55.6473737, 12.5498838 55.6473271, 12.5496352 55.6470852, 12.5492406 55.6467331, 12.5490678 55.6465875, 12.5489857 55.646516, 12.5489539 55.646457, 12.548876 55.6463582, 12.5488728 55.6463561, 12.5487663 55.6462689, 12.5486761 55.6461844, 12.548355 55.645932, 12.548274 55.6458684, 12.5482478 55.6458479, 12.5482108 55.6458198, 12.5481558 55.645778, 12.5467791 55.6447315, 12.5464427 55.6444802, 12.5464074 55.6444538, 12.5463738 55.6444399, 12.5463225 55.6444229, 12.5463005 55.6444121, 12.5462676 55.6443959, 12.5461254 55.6442891, 12.5456216 55.6439025)",yes,,,,,,,
6060923187,2583005712,0,"[111585314, 252209635]",,Den grønne kile,"['cycleway', 'path']",,False,479.38800000000003,"LINESTRING (12.5521924 55.6503032, 12.5521441 55.6503199, 12.5519121 55.6503993, 12.5515889 55.6505461, 12.5510819 55.6506179, 12.5509346 55.6506714, 12.5502601 55.6509129, 12.5498959 55.6510468, 12.5490385 55.651352, 12.5489478 55.6513814, 12.5485429 55.6514127, 12.5472484 55.6515128, 12.5470385 55.6515408, 12.5451451 55.6517109)",,,,,,,,
6062593841,4315361160,0,432526865,,,cycleway,,False,328.71500000000003,"LINESTRING (12.5284217 55.6157253, 12.5285992 55.615884, 12.5288506 55.6159893, 12.5309985 55.6177519, 12.5311198 55.6179173, 12.53125 55.6180326, 12.5314452 55.6181128)",,,,,,,,
6062593852,4315361160,0,432526865,,,cycleway,,False,372.41200000000003,"LINESTRING (12.5351197 55.6155315, 12.5351079 55.6156802, 12.534883 55.6158423, 12.5341818 55.6162149, 12.5336789 55.6166342, 12.5329038 55.6171856, 12.5314452 55.6181128)",,,,,,,,
6190862043,286715530,0,661273073,,,cycleway,,False,241.04399999999998,"LINESTRING (12.5645325 55.715497, 12.563436 55.7152811, 12.5632519 55.7152253, 12.5613764 55.7148467, 12.5613396 55.7148504, 12.5612765 55.7148688, 12.561 55.7150131)",,,,,,,,
6203729107,6203729110,0,662676323,,,cycleway,,False,24.034,"LINESTRING (12.5072832 55.6852522, 12.5073355 55.6852069, 12.5074214 55.6851593, 12.5075461 55.685222)",,,,,,,,
6203729107,1613546971,0,662676323,,,cycleway,,False,31.561,"LINESTRING (12.5072832 55.6852522, 12.5072604 55.685284, 12.5072269 55.6853407, 12.5071773 55.6854382, 12.5073264 55.6854654)",,,,,,,,
6203729107,4732365447,0,"[662676324, 662676326]",,,cycleway,,False,72.31000000000002,"LINESTRING (12.5072832 55.6852522, 12.5072484 55.6852462, 12.5072001 55.6852447, 12.5071491 55.6852545, 12.5071022 55.6852727, 12.5070405 55.6853044, 12.5070003 55.6853347, 12.5069104 55.6853377, 12.506846 55.6853407, 12.506779 55.6853362, 12.5067146 55.685315, 12.5066811 55.6852976, 12.5066677 55.6852734, 12.5066744 55.6852475, 12.5066757 55.6852114, 12.5066744 55.6851759, 12.506661 55.6851494, 12.5066261 55.6850942, 12.5065899 55.6850454)",,,,,,,,
6203729110,6203729107,0,662676323,,,cycleway,,False,24.034,"LINESTRING (12.5075461 55.685222, 12.5074214 55.6851593, 12.5073355 55.6852069, 12.5072832 55.6852522)",,,,,,,,
6270574478,6270574511,0,669606446,1,,cycleway,,False,9.408,"LINESTRING (12.5702264 55.7049924, 12.5702061 55.7049746, 12.5701806 55.7049588, 12.5701571 55.7049471, 12.5701216 55.7049331)",,,,0.9,,,,
6270574478,6270574511,1,669606447,1,,cycleway,,False,16.835,"LINESTRING (12.5702264 55.7049924, 12.5702094 55.704995, 12.5701719 55.705003, 12.5701209 55.705006, 12.5700921 55.7049947, 12.570082 55.7049697, 12.5700887 55.704952, 12.5701216 55.7049331)",,,,0.9,,,,
6270574478,6270574492,0,669606447,1,,cycleway,,False,20.445,"LINESTRING (12.5702264 55.7049924, 12.5702537 55.7049882, 12.5702986 55.7049814, 12.5703415 55.7049746, 12.5703797 55.7049644, 12.5703851 55.7049429, 12.5703898 55.7049195, 12.5703891 55.70489, 12.5703831 55.7048723)",,,,0.9,,,,
6270574488,6270574492,0,669606446,1,,cycleway,,False,18.682,"LINESTRING (12.5701149 55.7048371, 12.570137 55.7048292, 12.5701692 55.7048269, 12.5702255 55.7048356, 12.5702577 55.7048537, 12.5702852 55.704867, 12.5703221 55.704873, 12.5703831 55.7048723)",,,,0.9,,,,
6270574488,6270574511,0,669606446,1,,cycleway,,False,12.097,"LINESTRING (12.5701149 55.7048371, 12.5700934 55.7048477, 12.5700874 55.7048617, 12.5700814 55.7048764, 12.5700814 55.7048904, 12.5700928 55.7049123, 12.5701068 55.7049229, 12.5701216 55.7049331)",,,,0.9,,,,
6270574488,6270574511,1,669606447,1,,cycleway,,False,12.953,"LINESTRING (12.5701149 55.7048371, 12.570157 55.7048578, 12.570164 55.7048697, 12.5701457 55.7048809, 12.5701524 55.7049036, 12.5701216 55.7049331)",,,,0.9,,,,
6270574492,6270574492,0,669606446,1,,cycleway,,False,78.73700000000001,"LINESTRING (12.5703831 55.7048723, 12.570426 55.7048889, 12.5704689 55.7048983, 12.5705232 55.7049017, 12.5705796 55.7048976, 12.5706379 55.7048821, 12.5706694 55.704867, 12.5706748 55.7048628, 12.5706902 55.7048534, 12.5707418 55.7048477, 12.5707908 55.7048417, 12.5708485 55.7048262, 12.5708619 55.704808, 12.5708545 55.7047865, 12.5708384 55.7047695, 12.5708069 55.7047574, 12.5707593 55.704754, 12.5707016 55.7047514, 12.5706594 55.7047495, 12.5706305 55.7047427, 12.5705863 55.7047325, 12.570534 55.7047351, 12.5704937 55.7047517, 12.5704911 55.7047687, 12.5704944 55.7047971, 12.5704823 55.7048262, 12.5704662 55.7048447, 12.5703831 55.7048723)",,,,0.9,,,,
6270574492,6270574492,1,669606446,1,,cycleway,,False,78.73700000000001,"LINESTRING (12.5703831 55.7048723, 12.5704662 55.7048447, 12.5704823 55.7048262, 12.5704944 55.7047971, 12.5704911 55.7047687, 12.5704937 55.7047517, 12.570534 55.7047351, 12.5705863 55.7047325, 12.5706305 55.7047427, 12.5706594 55.7047495, 12.5707016 55.7047514, 12.5707593 55.704754, 12.5708069 55.7047574, 12.5708384 55.7047695, 12.5708545 55.7047865, 12.5708619 55.704808, 12.5708485 55.7048262, 12.5707908 55.7048417, 12.5707418 55.7048477, 12.5706902 55.7048534, 12.5706748 55.7048628, 12.5706694 55.704867, 12.5706379 55.7048821, 12.5705796 55.7048976, 12.5705232 55.7049017, 12.5704689 55.7048983, 12.570426 55.7048889, 12.5703831 55.7048723)",,,,0.9,,,,
6270574492,6270574488,0,669606446,1,,cycleway,,False,18.682,"LINESTRING (12.5703831 55.7048723, 12.5703221 55.704873, 12.5702852 55.704867, 12.5702577 55.7048537, 12.5702255 55.7048356, 12.5701692 55.7048269, 12.570137 55.7048292, 12.5701149 55.7048371)",,,,0.9,,,,
6270574492,6270574478,0,669606447,1,,cycleway,,False,20.444999999999997,"LINESTRING (12.5703831 55.7048723, 12.5703891 55.70489, 12.5703898 55.7049195, 12.5703851 55.7049429, 12.5703797 55.7049644, 12.5703415 55.7049746, 12.5702986 55.7049814, 12.5702537 55.7049882, 12.5702264 55.7049924)",,,,0.9,,,,
6270574511,6270574488,0,669606446,1,,cycleway,,False,12.096999999999998,"LINESTRING (12.5701216 55.7049331, 12.5701068 55.7049229, 12.5700928 55.7049123, 12.5700814 55.7048904, 12.5700814 55.7048764, 12.5700874 55.7048617, 12.5700934 55.7048477, 12.5701149 55.7048371)",,,,0.9,,,,
6270574511,6270574488,1,669606447,1,,cycleway,,False,12.953,"LINESTRING (12.5701216 55.7049331, 12.5701524 55.7049036, 12.5701457 55.7048809, 12.570164 55.7048697, 12.570157 55.7048578, 12.5701149 55.7048371)",,,,0.9,,,,
6270574511,6270574478,0,669606446,1,,cycleway,,False,9.408,"LINESTRING (12.5701216 55.7049331, 12.5701571 55.7049471, 12.5701806 55.7049588, 12.5702061 55.7049746, 12.5702264 55.7049924)",,,,0.9,,,,
6270574511,6270574478,1,669606447,1,,cycleway,,False,16.835,"LINESTRING (12.5701216 55.7049331, 12.5700887 55.704952, 12.570082 55.7049697, 12.5700921 55.7049947, 12.5701209 55.705006, 12.5701719 55.705003, 12.5702094 55.704995, 12.5702264 55.7049924)",,,,0.9,,,,
6270574820,6270574821,0,669606484,,,cycleway,,False,56.656,"LINESTRING (12.5710611 55.7043539, 12.5711274 55.7043942, 12.5710465 55.7044391, 12.5708899 55.7045257, 12.5707729 55.7045903, 12.5706634 55.7046505, 12.5706305 55.7046708, 12.5705283 55.7046908)",,,,,,,,
6270574821,6270574820,0,669606484,,,cycleway,,False,56.656,"LINESTRING (12.5705283 55.7046908, 12.5706305 55.7046708, 12.5706634 55.7046505, 12.5707729 55.7045903, 12.5708899 55.7045257, 12.5710465 55.7044391, 12.5711274 55.7043942, 12.5710611 55.7043539)",,,,,,,,
6270575061,6270575075,0,669606521,,,cycleway,,False,44.05799999999999,"LINESTRING (12.5700746 55.7040975, 12.5700738 55.704107, 12.5700686 55.7041661, 12.57007 55.7041755, 12.5700763 55.7041829, 12.570085 55.7041886, 12.5701075 55.7041978, 12.5701196 55.7042024, 12.5701283 55.7042088, 12.5701296 55.7042175, 12.5701256 55.7042539, 12.5701211 55.7042713, 12.5701156 55.7042923, 12.5701112 55.7043091, 12.5701034 55.7043791, 12.5700983 55.7044256, 12.5700924 55.7044782)",,,,,,,,
6270575072,6270575074,0,669606522,,,cycleway,,False,17.604,"LINESTRING (12.5705618 55.7045006, 12.5705206 55.7044948, 12.5703475 55.7044859, 12.5702831 55.7044825)",,,private,,,,,
6270575075,6270575061,0,669606521,,,cycleway,,False,44.05799999999999,"LINESTRING (12.5700924 55.7044782, 12.5700983 55.7044256, 12.5701034 55.7043791, 12.5701112 55.7043091, 12.5701156 55.7042923, 12.5701211 55.7042713, 12.5701256 55.7042539, 12.5701296 55.7042175, 12.5701283 55.7042088, 12.5701196 55.7042024, 12.5701075 55.7041978, 12.570085 55.7041886, 12.5700763 55.7041829, 12.57007 55.7041755, 12.5700686 55.7041661, 12.5700738 55.704107, 12.5700746 55.7040975)",,,,,,,,
6270575075,6270575074,0,669606522,,,cycleway,,False,11.958,"LINESTRING (12.5700924 55.7044782, 12.570219 55.7044811, 12.5702831 55.7044825)",,,private,,,,,
6270575075,4745313105,0,669606522,,,cycleway,,False,21.402,"LINESTRING (12.5700924 55.7044782, 12.5700378 55.7044769, 12.5700036 55.7044772, 12.5699721 55.7044801, 12.5699338 55.7044867, 12.5697639 55.7045215)",,,private,,,,,
6352788941,4876779874,0,678463858,,Enghavevej,cycleway,,False,31.814,"LINESTRING (12.5406712 55.6604152, 12.5408285 55.6606872)",,,,,,,,
6352788941,6352788943,0,678463857,,,cycleway,,False,22.303,"LINESTRING (12.5406712 55.6604152, 12.5405416 55.6604407, 12.5403336 55.6604781)",,,,,,,,
6352788943,6352788944,0,678463857,,,cycleway,,False,8.92,"LINESTRING (12.5403336 55.6604781, 12.5401978 55.6605019)",,,,,,,,
6352788943,6352788941,0,678463857,,,cycleway,,False,22.303,"LINESTRING (12.5403336 55.6604781, 12.5405416 55.6604407, 12.5406712 55.6604152)",,,,,,,,
6352788943,6352788973,0,"[753229072, 753229070, 422789471]",2,Enghavevej,tertiary,50,True,683.3760000000001,"LINESTRING (12.5403336 55.6604781, 12.5403142 55.6604441, 12.5402866 55.6603902, 12.5402345 55.6602885, 12.5393762 55.6587838, 12.539301 55.6586568, 12.5392746 55.6586122, 12.5391767 55.6584541, 12.5391446 55.6583963, 12.5390065 55.6581478, 12.5386174 55.6574475, 12.5384141 55.6570915, 12.5382152 55.6567367, 12.5380773 55.6564444, 12.537988 55.6561976, 12.5379267 55.6559374, 12.5378941 55.6556799, 12.5378935 55.6556509, 12.5378918 55.6555385, 12.5378963 55.6554617, 12.5379045 55.6553216, 12.5379175 55.6552446, 12.5379388 55.6551187, 12.5379674 55.6549776, 12.5379922 55.6548719, 12.5380508 55.654656, 12.5380806 55.6545859, 12.5380978 55.6545455)",,,,,,,,
6352788944,6352788943,0,678463857,,,cycleway,,False,8.92,"LINESTRING (12.5401978 55.6605019, 12.5403336 55.6604781)",,,,,,,,
6352788944,6352788976,0,678463859,,,cycleway,,True,624.4770000000001,"LINESTRING (12.5401978 55.6605019, 12.5401789 55.6604649, 12.5401497 55.6604149, 12.5400891 55.6603133, 12.5392735 55.6588018, 12.5391638 55.6586309, 12.5390641 55.6584716, 12.5384749 55.6574737, 12.5382789 55.6571159, 12.5380733 55.6567622, 12.5379031 55.656373, 12.5378027 55.6560129, 12.5377689 55.6557437, 12.53777 55.6556528, 12.5377373 55.6555403, 12.5377407 55.6554549, 12.5377621 55.6551953, 12.5377912 55.6550936)",,,,,,,,
6352788967,6352788973,0,678463860,,,cycleway,,False,9.281,"LINESTRING (12.5379527 55.6545292, 12.5380978 55.6545455)",,,,,,,,
6352788967,1064956114,0,678463859,,,cycleway,,True,135.87,"LINESTRING (12.5379527 55.6545292, 12.5381208 55.6542091, 12.5382256 55.6540004, 12.5382752 55.6539096, 12.53852 55.6534743, 12.5386893 55.6534026)",,,,,,,,
6352788973,1050213840,0,678463860,,,cycleway,,False,11.738,"LINESTRING (12.5380978 55.6545455, 12.5382784 55.6545731)",,,,,,,,
6352788973,6352788967,0,678463860,,,cycleway,,False,9.281,"LINESTRING (12.5380978 55.6545455, 12.5379527 55.6545292)",,,,,,,,
6352788973,1064956114,0,422789471,2,Enghavevej,tertiary,50,True,132.42499999999998,"LINESTRING (12.5380978 55.6545455, 12.5381234 55.6544851, 12.5381798 55.6543522, 12.5383265 55.6540786, 12.5383989 55.6539417, 12.5386893 55.6534026)",,,,,,,,
6352788974,1050213840,0,678463860,,,cycleway,,False,8.819,"LINESTRING (12.5384169 55.6545867, 12.5382784 55.6545731)",,,,,,,,
6352788974,5440433377,0,495963815,,Enghavevej,cycleway,,True,107.508,"LINESTRING (12.5384169 55.6545867, 12.5384017 55.6546237, 12.5383525 55.6547438, 12.5382358 55.655259, 12.5382339 55.6554655, 12.5382332 55.6555452)",,,,,,,,
6352788976,1681565144,0,155794288,,,cycleway,,False,73.93,"LINESTRING (12.5377912 55.6550936, 12.5377374 55.655087, 12.5374945 55.6550487, 12.5373497 55.654993, 12.537003 55.6547241, 12.5369225 55.6546847)",,,,,,,,
6352788976,6352788967,0,678463859,,,cycleway,,True,63.571,"LINESTRING (12.5377912 55.6550936, 12.5378606 55.6548512, 12.5379527 55.6545292)",,,,,,,,
6357644302,7726386286,0,"[827602430, 827602415]",,,cycleway,,True,23.012,"LINESTRING (12.568158 55.6757927, 12.5681984 55.6758399, 12.5681998 55.675886, 12.5680877 55.6759741)",,,,4.8,,,,
6357644328,6357644302,0,827602431,,,cycleway,,True,22.075,"LINESTRING (12.5679088 55.675658, 12.5679832 55.6756807, 12.5680509 55.6757098, 12.5681093 55.6757487, 12.568158 55.6757927)",,,,,,,,
6357644328,298629940,0,"[66824944, 44091154, 44091157, 680691471]",3,H.C. Andersens Boulevard,"['cycleway', 'tertiary', 'service']",50,True,356.615,"LINESTRING (12.5679088 55.675658, 12.5680525 55.6755741, 12.5684186 55.6753693, 12.5686633 55.6751765, 12.5688372 55.6750835, 12.5690598 55.674973, 12.5701542 55.6744165, 12.5712646 55.6738568, 12.571734 55.6736269, 12.5719025 55.6735621, 12.5721055 55.673515)",,,,,,,parking_aisle,
6357807889,5296504890,0,548235026,,,cycleway,,False,145.259,"LINESTRING (12.567948 55.7157162, 12.5679614 55.7157445, 12.5679816 55.7157732, 12.5680402 55.7157975, 12.5682293 55.7158587, 12.5684334 55.7159276, 12.5686249 55.7159912, 12.5689149 55.7160869, 12.5691387 55.7161562, 12.5692208 55.7161793, 12.5692558 55.7161827, 12.5693912 55.7161875, 12.5695063 55.7161995, 12.5695578 55.7162048, 12.5696462 55.7162266, 12.5699571 55.7163053)",,,,,,,,
6357807889,268101411,0,679005633,,,path,,False,138.292,"LINESTRING (12.567948 55.7157162, 12.5679607 55.7157149, 12.5680385 55.7156937, 12.5680652 55.7156739, 12.5680975 55.7156499, 12.5683276 55.7154006, 12.5683928 55.7153265, 12.5686584 55.7150242, 12.568909 55.7147548, 12.5690454 55.7146529)",,,,,,,,
6357807889,286715616,0,679010859,,,path,,False,214.34199999999998,"LINESTRING (12.567948 55.7157162, 12.5678739 55.7157237, 12.5677773 55.715714, 12.5676768 55.7156845, 12.5668726 55.7154223, 12.5668207 55.715406, 12.5651278 55.7148735, 12.5649556 55.7148081)",,,,,,,,
6359877785,1906849597,0,"[679188328, 679188329]",,,cycleway,,True,284.34299999999996,"LINESTRING (12.4771573 55.7192418, 12.4775029 55.7192858, 12.4776075 55.7192614, 12.4777541 55.7191901, 12.4779038 55.7190857, 12.4779972 55.7190156, 12.4781645 55.718939, 12.4783212 55.7189015, 12.478482 55.7188803, 12.4787772 55.7188952, 12.4789677 55.7188972, 12.4792877 55.718889, 12.479455 55.7188307, 12.4795695 55.7188035, 12.4812328 55.7184077)",,,,,,,,
6370760180,7151874701,0,"[810252112, 765771122, 480010711]",,,cycleway,,False,213.411,"LINESTRING (12.4849735 55.6537139, 12.4851117 55.6537181, 12.4852181 55.6537306, 12.4853086 55.6537766, 12.4857812 55.6542072, 12.4858761 55.6542727, 12.4859818 55.6543175, 12.4861215 55.654337, 12.4862545 55.6543395, 12.4863803 55.6543242, 12.4865099 55.6542843, 12.4865714 55.6542425, 12.4866338 55.6542001, 12.4867061 55.6541172, 12.4867834 55.6540227, 12.48702 55.6536167)",yes,,,,,,,
6391970006,3072625740,0,105076439,,Takkelloftvej,cycleway,,False,8.217,"LINESTRING (12.6008383 55.679581, 12.6009364 55.679532)",,,,,,,,
