u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,access,lanes,service,bridge,tunnel,width
25503117,1054568708,0,4256343,False,Lundebakken,residential,30,37.089,"LINESTRING (12.5426163 55.723543, 12.5420904 55.7233896)",,,,,,
26692448,282686307,0,25913633,False,Haveforeningen Kalvebod,service,15,39.62,"LINESTRING (12.5250502 55.6439719, 12.5251988 55.6436256)",,1,,,,
26692453,1719217378,0,25913645,True,Haveforeningen Kalvebod,service,15,6.85,"LINESTRING (12.5260473 55.6434478, 12.5259536 55.6434162)",,1,,,,
26692483,104374237,0,27666898,False,Lykkebovej,residential,30,70.217,"LINESTRING (12.4787089 55.658323, 12.4798166 55.658414)",,2,,,,
27348913,30442161,0,566956954,True,Lærkebakken,residential,30,87.87,"LINESTRING (12.512146 55.7154769, 12.5107726 55.715638)",,,,,,
30891697,7058663606,0,4810774,False,Hjulmagerstien,residential,20,22.782,"LINESTRING (12.6008182 55.6518757, 12.6006335 55.6516993)",,,,,,
30891697,1802475635,0,4810774,False,Hjulmagerstien,residential,20,24.225,"LINESTRING (12.6008182 55.6518757, 12.6010266 55.6520591)",,,,,,
30891698,4945296124,0,4810774,False,Hjulmagerstien,residential,20,1.945,"LINESTRING (12.5994194 55.6505403, 12.5994073 55.6505242)",,,,,,
30891698,7058663591,0,4810774,False,Hjulmagerstien,residential,20,23.133,"LINESTRING (12.5994194 55.6505403, 12.599607 55.6507194)",,,,,,
30891699,1802532184,0,4810774,False,Hjulmagerstien,residential,20,10.663,"LINESTRING (12.5983127 55.6491947, 12.5981458 55.6492128)",,,,,,
30891699,7058648375,0,4810774,False,Hjulmagerstien,residential,20,20.06,"LINESTRING (12.5983127 55.6491947, 12.5984512 55.6493573)",,,,,,
30891702,4670271644,0,4810774,False,Hjulmagerstien,residential,20,17.035,"LINESTRING (12.5961538 55.649457, 12.5964198 55.6494263)",,,,,,
31828129,1070546738,0,342710436,False,Havneholmen,unclassified,20,11.301,"LINESTRING (12.5643093 55.6614661, 12.5644497 55.6615298)",,,,,,
31828129,1615506406,0,342710436,False,Havneholmen,unclassified,20,5.039,"LINESTRING (12.5643093 55.6614661, 12.5642301 55.6614585)",,,,,,
93028816,1468090583,0,10631537,False,Harrestrup Allé,residential,30,7.975,"LINESTRING (12.5043608 55.6464394, 12.5042409 55.6464632)",,,,,,
93028816,4279724830,0,741113358,False,Harrestrup Allé,residential,30,6.581,"LINESTRING (12.5043608 55.6464394, 12.5044562 55.6464148)",,,,,,
93028895,6337302216,0,26493754,False,Blommehaven,residential,30,7.078,"LINESTRING (12.5046483 55.6478225, 12.5045381 55.6478089)",,2,,,,
93028959,6337302220,0,26493434,False,Kirsebærhaven,residential,30,35.846,"LINESTRING (12.5001608 55.6491429, 12.5007271 55.6491855)",,2,,,,
93028963,1471744013,0,10631408,True,Druehaven,residential,30,76.029,"LINESTRING (12.4991238 55.6490534, 12.4994011 55.6483878)",,1,,,,
93414936,6337302203,0,10631537,False,Harrestrup Allé,residential,30,70.56,"LINESTRING (12.4994309 55.6457908, 12.500522 55.6459443)",,,,,,
93414937,283115735,0,10631703,False,Stakledet,residential,20,21.731,"LINESTRING (12.5000597 55.6446166, 12.499715 55.6445978)",,1,,,,
93419972,93419981,0,10631703,False,Stakledet,residential,20,57.234,"LINESTRING (12.4973754 55.6457585, 12.4979069 55.6453402)",,1,,,,
93419981,93419986,0,10631703,False,Stakledet,residential,20,19.24,"LINESTRING (12.4979069 55.6453402, 12.498162 55.6452442)",,1,,,,
93419981,93419972,0,10631703,False,Stakledet,residential,20,57.234,"LINESTRING (12.4979069 55.6453402, 12.4973754 55.6457585)",,1,,,,
93419986,93419988,0,10631703,False,Stakledet,residential,20,12.498,"LINESTRING (12.498162 55.6452442, 12.4982834 55.6451551)",,1,,,,
93419986,93419981,0,10631703,False,Stakledet,residential,20,19.24,"LINESTRING (12.498162 55.6452442, 12.4979069 55.6453402)",,1,,,,
93419988,93419990,0,10631703,False,Stakledet,residential,20,20.924,"LINESTRING (12.4982834 55.6451551, 12.4984656 55.6449975)",,1,,,,
93419988,93419986,0,10631703,False,Stakledet,residential,20,12.498,"LINESTRING (12.4982834 55.6451551, 12.498162 55.6452442)",,1,,,,
93419990,93419992,0,10631703,False,Stakledet,residential,20,17.924,"LINESTRING (12.4984656 55.6449975, 12.4986811 55.6448917)",,1,,,,
93419990,93419988,0,10631703,False,Stakledet,residential,20,20.924,"LINESTRING (12.4984656 55.6449975, 12.4982834 55.6451551)",,1,,,,
93419992,93419994,0,10631703,False,Stakledet,residential,20,15.474,"LINESTRING (12.4986811 55.6448917, 12.4988535 55.6447922)",,1,,,,
93419992,93419990,0,10631703,False,Stakledet,residential,20,17.924,"LINESTRING (12.4986811 55.6448917, 12.4984656 55.6449975)",,1,,,,
93419994,93419998,0,10631703,False,Stakledet,residential,20,25.443,"LINESTRING (12.4988535 55.6447922, 12.4991215 55.6446205)",,1,,,,
93419994,93419992,0,10631703,False,Stakledet,residential,20,15.474,"LINESTRING (12.4988535 55.6447922, 12.4986811 55.6448917)",,1,,,,
93419998,93419999,0,10631703,False,Stakledet,residential,20,4.195,"LINESTRING (12.4991215 55.6446205, 12.4991659 55.6445923)",,1,,,,
93419998,93419994,0,10631703,False,Stakledet,residential,20,25.443,"LINESTRING (12.4991215 55.6446205, 12.4988535 55.6447922)",,1,,,,
93419999,6337302197,0,10631703,False,Stakledet,residential,20,5.473,"LINESTRING (12.4991659 55.6445923, 12.4992456 55.6445723)",,1,,,,
93419999,93419998,0,10631703,False,Stakledet,residential,20,4.195,"LINESTRING (12.4991659 55.6445923, 12.4991215 55.6446205)",,1,,,,
93420001,6337302202,0,10631708,False,Grønnehave Allé,residential,30,51.106,"LINESTRING (12.4997265 55.6452515, 12.5005175 55.645361)",,,,,,
93420003,4279724827,0,10631708,False,Grønnehave Allé,residential,30,6.392,"LINESTRING (12.5038367 55.6457869, 12.5037443 55.6458111)",,,,,,
93420003,4279724826,0,741113848,False,Grønnehave Allé,residential,30,6.298,"LINESTRING (12.5038367 55.6457869, 12.5039254 55.6457604)",,,,,,
94014519,94014524,0,10649326,False,Nøddehaven,residential,30,84.415,"LINESTRING (12.5015053 55.6546049, 12.5002562 55.6543226)",,2,,,,
94014524,94014526,0,10649326,False,Nøddehaven,residential,30,72.126,"LINESTRING (12.5002562 55.6543226, 12.4991883 55.6540823)",,2,,,,
94014524,94014519,0,10649326,False,Nøddehaven,residential,30,84.415,"LINESTRING (12.5002562 55.6543226, 12.5015053 55.6546049)",,2,,,,
94014526,266530961,0,10649326,False,Nøddehaven,residential,30,86.907,"LINESTRING (12.4991883 55.6540823, 12.4979016 55.6537927)",,2,,,,
94014526,94014524,0,10649326,False,Nøddehaven,residential,30,72.126,"LINESTRING (12.4991883 55.6540823, 12.5002562 55.6543226)",,2,,,,
104313385,4353457215,0,342891530,False,Stengade,residential,30,14.326,"LINESTRING (12.5554929 55.6875575, 12.5553742 55.6874474)",,,,,,
104313385,3497364625,0,342891530,False,Stengade,residential,30,12.501,"LINESTRING (12.5554929 55.6875575, 12.5555964 55.6876536)",,,,,,
104374237,26692483,0,27666898,False,Lykkebovej,residential,30,70.217,"LINESTRING (12.4798166 55.658414, 12.4787089 55.658323)",,2,,,,
104374237,272863301,0,27666898,False,Lykkebovej,residential,30,68.518,"LINESTRING (12.4798166 55.658414, 12.4808975 55.6585028)",,2,,,,
247933219,564544827,0,155248278,False,Vestermarksvej,residential,30,11.775,"LINESTRING (12.5984115 55.6434563, 12.598224 55.6434522)",,,,,,
250621623,885845018,0,23177167,False,Kødboderne,residential,20,16.309,"LINESTRING (12.5576463 55.6661251, 12.5578563 55.6662116)",,2,,,,
250621624,296365884,0,27037561,False,Flæsketorvet,service,20,18.618,"LINESTRING (12.5595295 55.6670101, 12.5596971 55.6668719)",,1,parking_aisle,,,
250621624,250621626,0,27038447,True,Flæsketorvet,service,20,100.179,"LINESTRING (12.5595295 55.6670101, 12.5585528 55.667723)",,2,parking_aisle,,,
250621626,4367406601,0,27038447,True,Flæsketorvet,service,20,15.337,"LINESTRING (12.5585528 55.667723, 12.558735 55.667815)",,2,parking_aisle,,,
250621626,250621646,0,27038456,False,Flæsketorvet,service,20,30.75,"LINESTRING (12.5585528 55.667723, 12.5582795 55.6679526)",,2,parking_aisle,,,
250621628,250621655,0,27038447,True,Flæsketorvet,service,20,130.809,"LINESTRING (12.5580295 55.6678397, 12.5593334 55.6669215)",,2,parking_aisle,,,
250621630,250621632,0,23177169,False,Flæsketorvet,service,20,29.846,"LINESTRING (12.5596882 55.6682456, 12.55937 55.6684452)",,2,parking_aisle,,,
250621630,250621635,0,27038447,True,Flæsketorvet,service,20,123.302,"LINESTRING (12.5596882 55.6682456, 12.5609173 55.6673801)",,2,parking_aisle,,,
250621632,250621630,0,23177169,False,Flæsketorvet,service,20,29.846,"LINESTRING (12.55937 55.6684452, 12.5596882 55.6682456)",,2,parking_aisle,,,
250621632,4367406619,0,27038447,True,Flæsketorvet,service,20,14.572,"LINESTRING (12.55937 55.6684452, 12.5591886 55.6683633)",,2,parking_aisle,,,
250621635,250621637,0,27038447,True,Flæsketorvet,service,20,17.036,"LINESTRING (12.5609173 55.6673801, 12.5611293 55.6674759)",,2,parking_aisle,,,
250621637,250621643,0,27038447,True,Flæsketorvet,service,20,153.093,"LINESTRING (12.5611293 55.6674759, 12.5596032 55.6685505)",,2,parking_aisle,,,
250621643,250621632,0,27038447,True,Flæsketorvet,service,20,18.734,"LINESTRING (12.5596032 55.6685505, 12.55937 55.6684452)",,2,parking_aisle,,,
250621646,250621628,0,27038447,True,Flæsketorvet,service,20,20.085,"LINESTRING (12.5582795 55.6679526, 12.5580295 55.6678397)",,2,parking_aisle,,,
250621646,250621626,0,27038456,False,Flæsketorvet,service,20,30.75,"LINESTRING (12.5582795 55.6679526, 12.5585528 55.667723)",,2,parking_aisle,,,
250621651,4579145082,0,27037355,True,Høkerboderne,residential,20,78.977,"LINESTRING (12.5572342 55.6686621, 12.558039 55.6681158)",,1,,,,
250621655,1574092434,0,23177167,False,Kødboderne,residential,20,70.22,"LINESTRING (12.5593334 55.6669215, 12.5584827 55.6665109)",,2,,,,
250621655,296366163,0,27037561,False,Flæsketorvet,service,20,19.293,"LINESTRING (12.5593334 55.6669215, 12.559518 55.6667827)",,1,parking_aisle,,,
250621655,250621624,0,27038447,True,Flæsketorvet,service,20,15.758,"LINESTRING (12.5593334 55.6669215, 12.5595295 55.6670101)",,2,parking_aisle,,,
257790049,3848136874,0,381637535,False,Proviantpassagen,service,30,17.682,"LINESTRING (12.5810932 55.6756237, 12.5812486 55.675491)",destination,,,,,
257806729,1621000318,0,1881922,True,Voldboligerne,residential,20,4.737,"LINESTRING (12.5972582 55.6724729, 12.5972593 55.6725155)",,,,,,
257806730,1015286469,0,1881922,True,Voldboligerne,residential,20,14.543,"LINESTRING (12.5967555 55.6726932, 12.5965854 55.6726043)",,,,,,
257806731,4665244569,0,1881922,True,Voldboligerne,residential,20,4.981,"LINESTRING (12.5961988 55.6721455, 12.5962146 55.6721016)",,,,,,
257936221,257936223,0,23803807,False,Staldgade,service,15,3.873,"LINESTRING (12.562183 55.6688285, 12.5622245 55.6688027)",,,,,,
257936223,257936225,0,23803807,False,Staldgade,service,15,22.65,"LINESTRING (12.5622245 55.6688027, 12.561937 55.6686794)",,,,,,
257936223,257936221,0,23803807,False,Staldgade,service,15,3.873,"LINESTRING (12.5622245 55.6688027, 12.562183 55.6688285)",,,,,,
257936225,257936227,0,23803807,False,Staldgade,service,15,2.449,"LINESTRING (12.561937 55.6686794, 12.5619548 55.6686598)",,,,,,
257936225,257936223,0,23803807,False,Staldgade,service,15,22.65,"LINESTRING (12.561937 55.6686794, 12.5622245 55.6688027)",,,,,,
257936225,7295639837,0,27226044,False,Staldgade,service,15,56.009,"LINESTRING (12.561937 55.6686794, 12.5613799 55.6690731)",,,,,,
257936227,2935826909,0,23803807,False,Staldgade,service,15,106.162,"LINESTRING (12.5619548 55.6686598, 12.5630318 55.6679232)",,,,,,
257936227,257936225,0,23803807,False,Staldgade,service,15,2.449,"LINESTRING (12.5619548 55.6686598, 12.561937 55.6686794)",,,,,,
257936227,257936232,0,23803808,False,Slagtehusgade,service,20,48.695,"LINESTRING (12.5619548 55.6686598, 12.5613461 55.6683879)",,,,,,
257936229,298795608,0,23803807,False,Staldgade,service,15,47.102,"LINESTRING (12.5636247 55.6675347, 12.5631338 55.6678553)",,,,,,
257936232,257936236,0,23803808,False,Slagtehusgade,service,20,2.962,"LINESTRING (12.5613461 55.6683879, 12.5613108 55.6683702)",,,,,,
257936232,257936227,0,23803808,False,Slagtehusgade,service,20,48.695,"LINESTRING (12.5613461 55.6683879, 12.5619548 55.6686598)",,,,,,
257936236,1574092460,0,23803808,False,Slagtehusgade,service,20,31.411,"LINESTRING (12.5613108 55.6683702, 12.5609368 55.6681823)",,,,,,
257936236,257936232,0,23803808,False,Slagtehusgade,service,20,2.962,"LINESTRING (12.5613108 55.6683702, 12.5613461 55.6683879)",,,,,,
257936236,298795680,0,27226001,False,Slagtehusgade,service,20,77.173,"LINESTRING (12.5613108 55.6683702, 12.5605644 55.668922)",,,,,,
257936239,257936242,0,23803808,False,Slagtehusgade,service,20,67.726,"LINESTRING (12.5609401 55.6681494, 12.5616207 55.6676765)",,,,,,
257936239,1574092460,0,23803808,False,Slagtehusgade,service,20,3.664,"LINESTRING (12.5609401 55.6681494, 12.5609368 55.6681823)",,,,,,
257936242,257936239,0,23803808,False,Slagtehusgade,service,20,67.726,"LINESTRING (12.5616207 55.6676765, 12.5609401 55.6681494)",,,,,,
266417533,1555761091,0,87576586,False,Vigerslev Vænge,residential,30,42.042,"LINESTRING (12.4893589 55.6561862, 12.4898849 55.6564205)",,,,,,
266530961,303871548,0,10649326,False,Nøddehaven,residential,30,54.273,"LINESTRING (12.4979016 55.6537927, 12.4970981 55.6536118)",,2,,,,
266530961,94014526,0,10649326,False,Nøddehaven,residential,30,86.907,"LINESTRING (12.4979016 55.6537927, 12.4991883 55.6540823)",,2,,,,
266747412,1035997131,0,214776230,False,Nakskovvej,residential,30,19.688,"LINESTRING (12.490348 55.6652991, 12.4900783 55.6652085)",,,,,,
266747412,6333705763,0,214776230,False,Nakskovvej,residential,30,7.163,"LINESTRING (12.490348 55.6652991, 12.4904397 55.6653375)",,,,,,
266845327,1578110909,0,157470217,False,Kastellet,unclassified,15,2.766,"LINESTRING (12.595082 55.690308, 12.595057 55.6903285)",,,,,,
266845327,1696875119,0,157470217,False,Kastellet,unclassified,15,7.83,"LINESTRING (12.595082 55.690308, 12.595117 55.6902404)",,,,,,
266845355,1696875207,0,157470217,False,Kastellet,unclassified,15,8.044,"LINESTRING (12.595004 55.6925113, 12.5950343 55.6925816)",,,,,,
266845355,1578110920,0,157470217,False,Kastellet,unclassified,15,4.5,"LINESTRING (12.595004 55.6925113, 12.5949842 55.6924724)",,,,,,
267030267,20943304,0,3994859,False,Damstien,residential,30,48.296,"LINESTRING (12.4812232 55.6772839, 12.4805514 55.6770714)",,,,,,
267030267,4007959788,0,3994859,False,Damstien,residential,30,48.149,"LINESTRING (12.4812232 55.6772839, 12.4818945 55.6774942)",,,,,,
267703889,8082267,0,1880639,False,Rudolph Berghs Gade,residential,30,30.844,"LINESTRING (12.5571485 55.7113263, 12.5570242 55.7115947)",,,,,,
271437166,271437167,0,24980289,False,Solbjerg Plads,residential,30,7.362,"LINESTRING (12.5318301 55.6822457, 12.5317287 55.6822123)",,,,,,
271437166,1895193595,0,24980289,False,Solbjerg Plads,residential,30,9.575,"LINESTRING (12.5318301 55.6822457, 12.5319076 55.6823199)",,,,,,
271437167,4366620083,0,24980289,False,Solbjerg Plads,residential,30,6.902,"LINESTRING (12.5317287 55.6822123, 12.531622 55.682197)",,,,,,
271437167,271437166,0,24980289,False,Solbjerg Plads,residential,30,7.362,"LINESTRING (12.5317287 55.6822123, 12.5318301 55.6822457)",,,,,,
271437169,928203301,0,24980289,False,Solbjerg Plads,residential,30,2.769,"LINESTRING (12.530993 55.682135, 12.5309532 55.6821242)",,,,,,
271437169,1895193590,0,24980289,False,Solbjerg Plads,residential,30,38.276,"LINESTRING (12.530993 55.682135, 12.5315948 55.6821931)",,,,,,
271437170,928203301,0,24980289,False,Solbjerg Plads,residential,30,4.065,"LINESTRING (12.5308944 55.6821088, 12.5309532 55.6821242)",,,,,,
271437170,6832311985,0,79138265,False,P. Andersens Vej,service,30,0.442,"LINESTRING (12.5308944 55.6821088, 12.5308874 55.6821083)",,,,,,
271652082,3772028639,0,24988923,False,Højstrupvej,residential,30,31.703,"LINESTRING (12.487714 55.6926515, 12.4876836 55.6929361)",,,,,,
271652222,6333632521,0,24988923,False,Højstrupvej,residential,30,67.167,"LINESTRING (12.4874405 55.6953285, 12.4873716 55.6959313)",,,,,,
271652222,6130648838,0,24988923,False,Højstrupvej,residential,30,35.585,"LINESTRING (12.4874405 55.6953285, 12.487473 55.695009)",,,,,,
271652223,2342638257,0,24988923,False,Højstrupvej,residential,30,8.01,"LINESTRING (12.4873488 55.6961305, 12.4873628 55.6962021)",,,,,,
271652223,6333632521,0,24988923,False,Højstrupvej,residential,30,22.196,"LINESTRING (12.4873488 55.6961305, 12.4873716 55.6959313)",,,,,,
271653109,5633370777,0,24989010,False,Katholmvej,residential,30,44.597,"LINESTRING (12.4832781 55.6916827, 12.4835295 55.6913075)",,,,,,
271653306,7447568039,0,24989001,False,Støvringvej,residential,30,96.468,"LINESTRING (12.483231 55.6898084, 12.4826816 55.6906188)",,,,,,
271653307,7447568049,0,24989010,False,Katholmvej,residential,30,27.301,"LINESTRING (12.4844193 55.6899838, 12.4845741 55.6897543)",,,,,,
271653307,7447568050,0,24989010,False,Katholmvej,residential,30,18.783,"LINESTRING (12.4844193 55.6899838, 12.4843133 55.6901418)",,,,,,
271653317,7447568039,0,24989001,False,Støvringvej,residential,30,95.8,"LINESTRING (12.4821421 55.6914249, 12.4826816 55.6906188)",,,,,,
271653355,7447568040,0,24989010,False,Katholmvej,residential,30,35.997,"LINESTRING (12.485189 55.6888425, 12.4849849 55.6891451)",,,,,,
272861110,5368490800,0,25075686,False,Hornemanns Vænge,residential,30,37.607,"LINESTRING (12.4948702 55.6562301, 12.4954207 55.656364)",,2,,,,
272861111,1018840142,0,25075686,False,Hornemanns Vænge,residential,30,88.667,"LINESTRING (12.4955045 55.6564329, 12.4949891 55.6571754)",,2,,,,
272861111,5368490800,0,25075686,False,Hornemanns Vænge,residential,30,9.291,"LINESTRING (12.4955045 55.6564329, 12.4954207 55.656364)",,2,,,,
272861112,272861589,0,25075686,False,Hornemanns Vænge,residential,30,22.354,"LINESTRING (12.4947858 55.6574128, 12.494597 55.6575833)",,2,,,,
272861112,1018840142,0,25075686,False,Hornemanns Vænge,residential,30,29.317,"LINESTRING (12.4947858 55.6574128, 12.4949891 55.6571754)",,2,,,,
272861112,1300727950,0,27668159,True,Hornemanns Vænge,residential,30,14.066,"LINESTRING (12.4947858 55.6574128, 12.4946111 55.6573335)",,2,,,,
272861589,272861112,0,25075686,False,Hornemanns Vænge,residential,30,22.354,"LINESTRING (12.494597 55.6575833, 12.4947858 55.6574128)",,2,,,,
272863301,104374237,0,27666898,False,Lykkebovej,residential,30,68.518,"LINESTRING (12.4808975 55.6585028, 12.4798166 55.658414)",,2,,,,
272863301,303850042,0,27666898,False,Lykkebovej,residential,30,77.366,"LINESTRING (12.4808975 55.6585028, 12.482118 55.658603)",,2,,,,
272863872,303850042,0,27666898,False,Lykkebovej,residential,30,73.513,"LINESTRING (12.4832777 55.6586983, 12.482118 55.658603)",,2,,,,
275622163,3832845867,0,25303766,False,Folehaven,residential,30,7.954,"LINESTRING (12.505959 55.6508356, 12.5059771 55.6509064)",,1,,,,
275622383,3832845867,0,25303766,False,Folehaven,residential,30,103.159,"LINESTRING (12.5062355 55.6518226, 12.5059771 55.6509064)",,1,,,,
275622412,3832845870,0,25303770,True,Folehaven,residential,30,6.649,"LINESTRING (12.5048814 55.6509396, 12.5048986 55.6509986)",,1,,,,
275622462,3832845873,0,25303772,True,Folehaven,residential,30,7.162,"LINESTRING (12.5038024 55.651033, 12.5038204 55.6510966)",,1,,,,
277435138,1657215531,0,168907411,False,Solsortvej,residential,30,5.032,"LINESTRING (12.5236067 55.6911987, 12.5236449 55.6912385)",,,,,,
277435138,922567742,0,168907411,False,Solsortvej,residential,30,23.711,"LINESTRING (12.5236067 55.6911987, 12.5234275 55.6910109)",,,,,,
277435442,1248449513,0,168907410,False,Drosselvej,residential,30,27.706,"LINESTRING (12.525061 55.6909635, 12.5252624 55.6911853)",,,,,,
277435442,1800889499,0,168907410,False,Drosselvej,residential,30,5.265,"LINESTRING (12.525061 55.6909635, 12.5250236 55.6909211)",,,,,,
277435443,1800889500,0,168907411,False,Solsortvej,residential,30,18.043,"LINESTRING (12.5237305 55.6913277, 12.5238618 55.6914721)",,,,,,
277435443,1657215531,0,168907411,False,Solsortvej,residential,30,11.277,"LINESTRING (12.5237305 55.6913277, 12.5236449 55.6912385)",,,,,,
279451059,8912847,0,2064028,False,Biens Allé,residential,30,213.61,"LINESTRING (12.6173744 55.650587, 12.6206642 55.6510818)",,,,,,
279451059,4344879638,0,2064028,False,Biens Allé,residential,30,12.072,"LINESTRING (12.6173744 55.650587, 12.6171961 55.6505462)",,,,,,
279925206,1588711564,0,27275319,False,Hovedvejen,service,30,40.413,"LINESTRING (12.520297 55.6865054, 12.5200323 55.686174)",,,,,,
279927893,1052554986,0,697140879,False,Otto Busses Vej,service,15,23.887,"LINESTRING (12.5514252 55.660184, 12.5517956 55.6602339)",destination,,,,,
279927900,1052367665,0,335384249,False,Otto Busses Vej,residential,15,21.804,"LINESTRING (12.5552068 55.6607404, 12.5549043 55.6606438)",,,,,,
279927900,3953903114,0,335384249,False,Otto Busses Vej,residential,15,25.34,"LINESTRING (12.5552068 55.6607404, 12.5555523 55.6608585)",,,,,,
279928021,7363567027,0,90632791,False,,residential,15,12.03,"LINESTRING (12.5540624 55.6603381, 12.5542289 55.6603918)",,,,,,
279928021,7363567020,0,90632791,False,,residential,15,17.236,"LINESTRING (12.5540624 55.6603381, 12.5538185 55.6602667)",,,,,,
279928022,6547596526,0,90632791,False,,residential,15,6.923,"LINESTRING (12.5547899 55.6606034, 12.5548835 55.6606364)",,,,,,
279928022,7363567028,0,90632791,False,,residential,15,21.575,"LINESTRING (12.5547899 55.6606034, 12.5545094 55.6604911)",,,,,,
279990411,279990412,0,25682375,False,Haveforeningen Frederiksholm,service,15,83.822,"LINESTRING (12.5279425 55.6435114, 12.5292775 55.643537)",,1,,,,
279990412,279990411,0,25682375,False,Haveforeningen Frederiksholm,service,15,83.822,"LINESTRING (12.5292775 55.643537, 12.5279425 55.6435114)",,1,,,,
279990412,282718792,0,25917196,False,Haveforeningen Frederiksholm,service,15,45.211,"LINESTRING (12.5292775 55.643537, 12.5292503 55.6439433)",,1,,,,
279991629,2025484751,0,25682518,False,,service,15,15.814,"LINESTRING (12.5236792 55.6529072, 12.5237872 55.6530357)",,,,,,
279991635,2025484751,0,25682518,False,,service,15,158.627,"LINESTRING (12.5235376 55.6544553, 12.5237872 55.6530357)",,,,,,
279991635,2025484770,0,25682518,False,,service,15,49.893,"LINESTRING (12.5235376 55.6544553, 12.5243249 55.6545188)",,,,,,
279992637,4679093905,0,220956083,False,Gerdasgade,residential,30,63.14,"LINESTRING (12.5097682 55.659362, 12.5095789 55.6588043)",private,2,,,,
279996303,7476727519,0,503118269,False,Southamptongade,tertiary,30,3.87,"LINESTRING (12.5949897 55.7108702, 12.5949676 55.7108377)",,,,,,
280187462,3677296488,0,25699836,True,Vesterbrogade,residential,20,18.527,"LINESTRING (12.5554069 55.6729477, 12.5553611 55.6731123)",,1,,,building_passage,
281682977,4728543538,0,25824417,False,Rugagervej,residential,20,3.736,"LINESTRING (12.5930394 55.64412, 12.5930065 55.644092)",,,,,,
281682977,4728543506,0,25824421,False,Engsletten,residential,20,4.258,"LINESTRING (12.5930394 55.64412, 12.5931063 55.6441264)",,,,,,
281682978,281682979,0,25824417,False,Rugagervej,residential,20,56.569,"LINESTRING (12.5929697 55.6438448, 12.5925357 55.6433989)",,,,,,
281682978,4728543538,0,25824417,False,Rugagervej,residential,20,27.584,"LINESTRING (12.5929697 55.6438448, 12.5930065 55.644092)",,,,,,
281682979,1573491332,0,25824417,False,Rugagervej,residential,20,88.663,"LINESTRING (12.5925357 55.6433989, 12.5918482 55.6427023)",,,,,,
281682979,281682978,0,25824417,False,Rugagervej,residential,20,56.569,"LINESTRING (12.5925357 55.6433989, 12.5929697 55.6438448)",,,,,,
281682979,281683159,0,155248279,False,Vestermarksvej,residential,30,204.64,"LINESTRING (12.5925357 55.6433989, 12.5957962 55.6434341)",,,,,,
281682979,5462599045,0,155248279,False,Vestermarksvej,residential,30,5.868,"LINESTRING (12.5925357 55.6433989, 12.5924424 55.6433954)",,,,,,
281682980,1573491332,0,25824417,False,Rugagervej,residential,20,3.316,"LINESTRING (12.591822 55.6426764, 12.5918482 55.6427023)",,,,,,
281683041,282540852,0,25824421,False,Engsletten,residential,20,106.951,"LINESTRING (12.5957427 55.6441563, 12.5974467 55.6441764)",,,,,,
281683041,4728543506,0,25824421,False,Engsletten,residential,20,165.47,"LINESTRING (12.5957427 55.6441563, 12.5931063 55.6441264)",,,,,,
281683041,281683159,0,25824424,False,Soltoftevej,residential,30,80.375,"LINESTRING (12.5957427 55.6441563, 12.5957962 55.6434341)",,,,,,
281683159,281683160,0,25824424,False,Soltoftevej,residential,30,97.861,"LINESTRING (12.5957962 55.6434341, 12.5958576 55.6425547)",,,,,,
281683159,281683041,0,25824424,False,Soltoftevej,residential,30,80.375,"LINESTRING (12.5957962 55.6434341, 12.5957427 55.6441563)",,,,,,
281683159,564544827,0,155248278,False,Vestermarksvej,residential,30,152.363,"LINESTRING (12.5957962 55.6434341, 12.598224 55.6434522)",,,,,,
281683159,281682979,0,155248279,False,Vestermarksvej,residential,30,204.64,"LINESTRING (12.5957962 55.6434341, 12.5925357 55.6433989)",,,,,,
281683160,281683159,0,25824424,False,Soltoftevej,residential,30,97.861,"LINESTRING (12.5958576 55.6425547, 12.5957962 55.6434341)",,,,,,
282540852,281683041,0,25824421,False,Engsletten,residential,20,106.951,"LINESTRING (12.5974467 55.6441764, 12.5957427 55.6441563)",,,,,,
282540889,282540890,0,25901380,True,Topasgangen,service,10,90.156,"LINESTRING (12.5893443 55.6463442, 12.5879097 55.6462993)",,,,,,
282540890,282540891,0,25901382,False,,service,10,42.804,"LINESTRING (12.5879097 55.6462993, 12.5879202 55.6459144)",,,,,,
282540891,282540898,0,25901382,False,,service,10,42.554,"LINESTRING (12.5879202 55.6459144, 12.5879352 55.6455318)",,,,,,
282540891,282540890,0,25901382,False,,service,10,42.804,"LINESTRING (12.5879202 55.6459144, 12.5879097 55.6462993)",,,,,,
282540891,282540892,0,25901383,True,Rubingangen,service,10,92.316,"LINESTRING (12.5879202 55.6459144, 12.5893888 55.6459639)",,,,,,
282540892,1573491345,0,25901383,True,Rubingangen,service,10,156.649,"LINESTRING (12.5893888 55.6459639, 12.5918834 55.6460187)",,,,,,
282540894,282540898,0,25901384,False,Diamantgangen,service,10,92.917,"LINESTRING (12.5894145 55.6455692, 12.5879352 55.6455318)",,,,,,
282540894,1573491341,0,25901384,False,Diamantgangen,service,10,150.526,"LINESTRING (12.5894145 55.6455692, 12.5918092 55.6456491)",,,,,,
282540895,1573491339,0,25901388,True,Safirgangen,service,10,142.746,"LINESTRING (12.5894574 55.6451914, 12.5917292 55.6452581)",,,,,,
