u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,ref,bridge,tunnel,junction,width,access,service
1439191022,729813632,0,130744451,False,Haveforeningen Vestereng,residential,10,19.343,"LINESTRING (12.5879918 55.6308795, 12.5879695 55.630706)",,,,,,,,
1439191033,729813638,0,"[130744449, 130744444]",False,Haveforeningen Vestereng,residential,10,74.57300000000001,"LINESTRING (12.592758 55.6295561, 12.592776 55.629715, 12.5928436 55.630225)",,,,,,,,
1441896559,7217656,0,742322425,True,Jarmers Plads,tertiary,40,38.163,"LINESTRING (12.5655478 55.6786195, 12.5660377 55.6788232)",2,,,,,,,
1441896559,1441896599,0,330916631,True,Vester Voldgade,residential,50,50.681,"LINESTRING (12.5655478 55.6786195, 12.5657519 55.6786631, 12.5658582 55.6786731, 12.5659669 55.6786691, 12.5660442 55.6786541, 12.5662797 55.6785571)",1,,,,,,,
1441896599,7217655,0,144869729,False,Vester Voldgade,residential,50,103.587,"LINESTRING (12.5662797 55.6785571, 12.5670621 55.6777366)",2,,,,,,,
1441896599,8310705,0,1694121,True,Sankt Peders Stræde,residential,,165.774,"LINESTRING (12.5662797 55.6785571, 12.5664447 55.6785881, 12.5680718 55.6789015, 12.5687586 55.6790725)",,,,,,,,
1441896599,3713903542,0,571260882,True,Vester Voldgade,residential,50,38.864,"LINESTRING (12.5662797 55.6785571, 12.5662674 55.6786519, 12.5662127 55.6788101, 12.5661779 55.6789013)",3,,,,,,,
1443465253,8084539,0,8121739,False,Øster Voldgade,residential,40,33.412,"LINESTRING (12.5883064 55.6908322, 12.5881709 55.6907924, 12.5878287 55.6906989)",,,,,,,,
1446273095,1446273098,0,445487073,False,Christiansborg Slot,residential,,97.29,"LINESTRING (12.5802664 55.676175, 12.5793051 55.6758283, 12.5791565 55.6757746, 12.5789593 55.6757035)",,,,,,,,
1446273098,8089404,0,131408976,False,Christiansborg Ridebane,residential,,210.205,"LINESTRING (12.5789593 55.6757035, 12.5789968 55.6756657, 12.5792654 55.6754329, 12.5793405 55.6752809, 12.5780083 55.6748028, 12.5778146 55.6748124, 12.5776214 55.6748619, 12.5775413 55.6749107, 12.5772942 55.6750878)",,,,,,,,
1446273098,8089404,1,131408976,False,Christiansborg Ridebane,residential,,214.024,"LINESTRING (12.5789593 55.6757035, 12.5788999 55.6757496, 12.5785067 55.6760903, 12.5784522 55.6760707, 12.5783989 55.6760515, 12.5771785 55.6756124, 12.5770763 55.6755431, 12.5770593 55.6754134, 12.5770989 55.6753253, 12.5772942 55.6750878)",,,,,,,,
1446273098,1446273095,0,445487073,False,Christiansborg Slot,residential,,97.29,"LINESTRING (12.5789593 55.6757035, 12.5791565 55.6757746, 12.5793051 55.6758283, 12.5802664 55.676175)",,,,,,,,
1455149866,1455149867,0,132236650,False,Rosenvængets Allé,residential,50,60.049,"LINESTRING (12.5817366 55.6999468, 12.5820766 55.6994419)",,,,,,,,
1455149867,1455149866,0,132236650,False,Rosenvængets Allé,residential,50,60.049,"LINESTRING (12.5820766 55.6994419, 12.5817366 55.6999468)",,,,,,,,
1455149867,8217857,0,157996444,False,Rosenvængets Allé,residential,50,53.314,"LINESTRING (12.5820766 55.6994419, 12.5812794 55.6992744)",,,,,,,,
1455149867,7493364,0,157996444,False,Rosenvængets Allé,residential,50,60.613,"LINESTRING (12.5820766 55.6994419, 12.5829829 55.6996324)",,,,,,,,
1458183213,257790010,0,"[159802000, 77626056]",False,Larslejsstræde,residential,,69.987,"LINESTRING (12.5693094 55.6804618, 12.5692423 55.6805652, 12.5688934 55.6810458)",2,,,,,,,
1458518423,1625258943,0,3547223,True,Bavnehøj Allé,residential,50,17.665,"LINESTRING (12.5360517 55.6586428, 12.5357701 55.6586413)",,,,,,,,
1458518429,1458518431,0,3547223,True,Bavnehøj Allé,residential,50,27.168,"LINESTRING (12.5342795 55.6586406, 12.5338464 55.6586385)",,,,,,,,
1458518429,1458518431,1,128222241,False,Tranehavegård,residential,,162.144,"LINESTRING (12.5342795 55.6586406, 12.5342821 55.6591742, 12.5342775 55.6592296, 12.5342633 55.6592442, 12.534229 55.6592581, 12.5341885 55.6592616, 12.5339086 55.6592612, 12.533872 55.659256, 12.533846 55.6592441, 12.5338303 55.6592232, 12.5338464 55.6586385)",,,,,,,,
1458518431,104234726,0,3547223,True,Bavnehøj Allé,residential,50,13.293,"LINESTRING (12.5338464 55.6586385, 12.5336345 55.6586373)",,,,,,,,
1458518431,1458518429,0,128222241,False,Tranehavegård,residential,,162.144,"LINESTRING (12.5338464 55.6586385, 12.5338303 55.6592232, 12.533846 55.6592441, 12.533872 55.659256, 12.5339086 55.6592612, 12.5341885 55.6592616, 12.534229 55.6592581, 12.5342633 55.6592442, 12.5342775 55.6592296, 12.5342821 55.6591742, 12.5342795 55.6586406)",,,,,,,,
1460471293,1414169530,0,127854274,False,Ruten,residential,,73.417,"LINESTRING (12.4825302 55.7181585, 12.4824881 55.7181041, 12.4823803 55.7179647, 12.4822405 55.7175228)",,,,,,,,
1460471293,33034482,0,180245132,False,Ruten,tertiary,50,218.735,"LINESTRING (12.4825302 55.7181585, 12.4822966 55.7182137, 12.4814361 55.7184186, 12.4814208 55.7184223, 12.4812708 55.7184589, 12.4809436 55.7185397, 12.4806147 55.7186209, 12.4803045 55.7186969, 12.480103 55.7187463, 12.4796168 55.7188654, 12.4793232 55.7189373)",,,,,,,,
1460471293,283279522,0,180245132,False,Ruten,tertiary,50,60.391,"LINESTRING (12.4825302 55.7181585, 12.4828209 55.718088, 12.4831615 55.7180054, 12.4834164 55.7179445)",,,,,,,,
1460474863,278387407,0,25543967,False,Ågerupvej,residential,,41.726,"LINESTRING (12.4744625 55.7094676, 12.4738467 55.7096106)",,,,,,,,
1460474863,1414224246,0,25543967,False,Ågerupvej,residential,,66.624,"LINESTRING (12.4744625 55.7094676, 12.4748092 55.709411, 12.475089 55.7093845, 12.4755071 55.7093708)",,,,,,,,
1460474863,1414224400,0,127861150,False,Glumsøvej,residential,,185.126,"LINESTRING (12.4744625 55.7094676, 12.4745066 55.7095738, 12.4746002 55.7100171, 12.4747343 55.7100927, 12.4748013 55.7105324, 12.4748437 55.7105547, 12.474922 55.7105959, 12.4749864 55.710948, 12.474799 55.7109915)",,,,,,,,
1466945022,26506942,0,237236390,False,Frederiksborgvej,tertiary,50,30.387999999999998,"LINESTRING (12.5255449 55.7266074, 12.5256774 55.7264741, 12.5257966 55.726374)",2,,,,,,,
1466945022,4775492495,0,"[484795467, 484795460]",True,Frederiksborgvej,tertiary,50,53.191,"LINESTRING (12.5255449 55.7266074, 12.5255236 55.7266606, 12.5254896 55.7267452, 12.5254479 55.7268491, 12.5254011 55.7269175, 12.5253703 55.7270738)",2,,,,,,,
1467929050,8084682,0,1880918,False,Lillegrund,residential,50,67.439,"LINESTRING (12.6126677 55.6581571, 12.6119826 55.6576897)",,,,,,,,
1467929050,1467929052,0,133346639,False,Lillegrund,residential,,38.991,"LINESTRING (12.6126677 55.6581571, 12.6124605 55.6584877)",,,,,,,,
1467929050,8084684,0,"[1880918, 154118422]",False,"['Lillegrund', 'Bredegrund']",residential,50,114.627,"LINESTRING (12.6126677 55.6581571, 12.612717 55.6581907, 12.6141559 55.6584636, 12.6142206 55.6584759, 12.6143758 55.6585053)",,,,,,,,
1467929052,1467929050,0,133346639,False,Lillegrund,residential,,38.991,"LINESTRING (12.6124605 55.6584877, 12.6126677 55.6581571)",,,,,,,,
1467935775,5454511937,0,566392308,False,Øresundsvej,residential,,100.765,"LINESTRING (12.6267521 55.6615507, 12.6268775 55.6613145, 12.6268863 55.6612977, 12.6268982 55.6612749, 12.6269609 55.6611543, 12.627037 55.661008, 12.6271093 55.6608692, 12.6271811 55.660731, 12.6272082 55.6606818)",,,,,,,,
1467935775,1467936090,0,641461867,False,Øresundsvej,tertiary,50,86.174,"LINESTRING (12.6267521 55.6615507, 12.6268506 55.661564, 12.6276511 55.6616717, 12.6280885 55.6617305)",2,,,,,,,
1467935775,7726641,0,641461867,False,Øresundsvej,tertiary,50,130.75900000000001,"LINESTRING (12.6267521 55.6615507, 12.6264875 55.6615367, 12.6246694 55.6615053)",2,,,,,,,
1467936090,6040938992,0,645216719,False,Øresundsvej,tertiary,50,9.254,"LINESTRING (12.6280885 55.6617305, 12.628229 55.6617559)",2,,,,,,,
1467936090,1467935775,0,641461867,False,Øresundsvej,tertiary,50,86.17399999999999,"LINESTRING (12.6280885 55.6617305, 12.6276511 55.6616717, 12.6268506 55.661564, 12.6267521 55.6615507)",2,,,,,,,
1467936090,4972445209,0,"[645216720, 283996466]",False,Øresundsvej,residential,,77.421,"LINESTRING (12.6280885 55.6617305, 12.6281924 55.6615429, 12.6282696 55.6614037, 12.6283513 55.6612563, 12.6284178 55.6611378, 12.6285457 55.6611168)",,,,,,,,
1467939653,274872761,0,25210556,False,Hegningen,residential,50,73.552,"LINESTRING (12.5924467 55.653346, 12.5924778 55.6533455, 12.5926185 55.6533435, 12.5936187 55.6533289)",,,,,,,,
1467939653,274872760,0,25210556,False,Hegningen,residential,50,169.248,"LINESTRING (12.5924467 55.653346, 12.5907462 55.6533845, 12.5897511 55.653407)",,,,,,,,
1467939653,1467939655,0,133348643,False,Grønjordskollegiet,residential,,100.074,"LINESTRING (12.5924467 55.653346, 12.5926631 55.6538942, 12.592699 55.6539852, 12.5927248 55.6539937, 12.5928268 55.6542146)",,,,,,,,
1467939655,1467939653,0,133348643,False,Grønjordskollegiet,residential,,100.074,"LINESTRING (12.5928268 55.6542146, 12.5927248 55.6539937, 12.592699 55.6539852, 12.5926631 55.6538942, 12.5924467 55.653346)",,,,,,,,
1468090607,1468090781,0,474883825,False,Vigerslevvej,tertiary,50,12.252,"LINESTRING (12.5016741 55.6428064, 12.5014857 55.6428353)",2,,,,,,,
1468090607,282838264,0,24492611,False,Parkstien,residential,50,788.704,"LINESTRING (12.5016741 55.6428064, 12.5018382 55.6428081, 12.5028552 55.6426082, 12.5033903 55.642503, 12.5043002 55.6423384, 12.5050132 55.6422018, 12.5054441 55.6421201, 12.5060329 55.6420179, 12.5063809 55.6419824, 12.5081799 55.6419913, 12.5090195 55.641993, 12.5094527 55.6419778, 12.5097826 55.6419468, 12.5101192 55.6418862, 12.5104572 55.6418007, 12.5107241 55.6417016, 12.511059 55.6415096, 12.5112933 55.6413594, 12.5117013 55.6410932, 12.5118257 55.6409576, 12.5121469 55.6406359, 12.5123495 55.6404676, 12.5125769 55.6402574)",2,,,,,,,
1468090607,4279724826,0,"[133367716, 428857197, 428855118]",True,Gammel Køge Landevej,secondary,60,357.651,"LINESTRING (12.5016741 55.6428064, 12.5017833 55.6429333, 12.5019341 55.6431375, 12.5019883 55.643211, 12.5020551 55.6432994, 12.5023779 55.6437454, 12.5024262 55.6438096, 12.5026944 55.644138, 12.502972 55.6444899, 12.5030252 55.6445572, 12.5031064 55.6446598, 12.503349 55.6449668, 12.5033688 55.6449918, 12.5036727 55.645429, 12.5037633 55.6455593, 12.5039254 55.6457604)","['1', '2']",151,,,,,,
1468090616,266416344,0,379943439,True,Gammel Køge Landevej,secondary,60,17.175,"LINESTRING (12.5079435 55.6505806, 12.5080508 55.6507227)",2,151,,,,,,
1468090616,266416092,0,"[422789458, 422789461]",True,Ellebjergvej,primary,60,85.549,"LINESTRING (12.5079435 55.6505806, 12.5081742 55.6505725, 12.5084066 55.650567, 12.5087056 55.6505599, 12.5093052 55.6505412)",3,O2,,,,,,
1468090620,1468090616,0,379943434,True,Folehaven,primary,60,13.332,"LINESTRING (12.5077316 55.6505895, 12.5079435 55.6505806)",5,O2,,,,,,
1468090620,93028805,0,"[428855137, 428855155, 428855132, 428852653]",True,Gammel Køge Landevej,secondary,60,353.60799999999995,"LINESTRING (12.5077316 55.6505895, 12.5076151 55.6504614, 12.5074546 55.6502393, 12.5073252 55.6500603, 12.5070938 55.6497018, 12.5068029 55.6493441, 12.5063842 55.6488297, 12.5059131 55.648251, 12.5056954 55.6480488, 12.5055316 55.6478449, 12.5054917 55.6477952, 12.5054113 55.6476951)","['1', '3', '2']",151,,,,,,
1468090628,1468090620,0,379943438,True,Gammel Køge Landevej,secondary,60,17.48,"LINESTRING (12.5078388 55.6507346, 12.5077316 55.6505895)",3,151,,,,,,
1468090628,1294347076,0,735150640,True,Folehaven,primary,60,30.267,"LINESTRING (12.5078388 55.6507346, 12.5073571 55.6507494)",2,O2,,,,,,
1468090762,93028805,0,741113355,False,Blushøjvej,residential,,8.594,"LINESTRING (12.5055471 55.647685, 12.5054113 55.6476951)",,,,,,,,
1468090762,266416092,0,24500919,False,Blushøjvej,residential,,467.08899999999994,"LINESTRING (12.5055471 55.647685, 12.5056904 55.6476824, 12.5058336 55.6476432, 12.5064181 55.6474833, 12.5066587 55.6474175, 12.5073391 55.6480818, 12.5082811 55.6490013, 12.5083945 55.6491121, 12.5087631 55.6494719, 12.5090142 55.6497171, 12.509158 55.6498488, 12.5092409 55.6499846, 12.5092618 55.6502163, 12.5092589 55.6502517, 12.5092905 55.6504496, 12.5093052 55.6505412)",,,,,,,,
1468090762,1468090616,0,"[428855160, 358475330, 358475328, 428852655]",True,Gammel Køge Landevej,secondary,60,355.407,"LINESTRING (12.5055471 55.647685, 12.5056507 55.6478113, 12.5057503 55.6479327, 12.5057991 55.6479923, 12.5058648 55.6480529, 12.5062041 55.6484661, 12.5064807 55.648807, 12.5069135 55.6493392, 12.5070517 55.6495089, 12.5073995 55.649923, 12.5074781 55.6500166, 12.5077069 55.6502989, 12.5078435 55.6504606, 12.5079435 55.6505806)","['1', '2']",151,,,,,,
1468090781,1468090607,0,474883825,False,Vigerslevvej,tertiary,50,12.252,"LINESTRING (12.5014857 55.6428353, 12.5016741 55.6428064)",2,,,,,,,
1468090781,93028826,0,26927690,False,Vigerslevvej,tertiary,50,89.045,"LINESTRING (12.5014857 55.6428353, 12.5012604 55.6428845, 12.5009532 55.6430573, 12.5007347 55.6431803, 12.5004429 55.6433624)",2,,,,,,,
1468090781,6370761050,0,"[428857194, 428860044, 216433317, 428859770]",True,Gammel Køge Landevej,secondary,70,146.36100000000002,"LINESTRING (12.5014857 55.6428353, 12.5013109 55.6426162, 12.5012731 55.642566, 12.5012348 55.6425178, 12.5010589 55.6422966, 12.5009129 55.6421246, 12.5007031 55.6419094, 12.5006186 55.641825, 12.5005896 55.6417994, 12.5004553 55.6416702, 12.5004435 55.6416594)",2,151,yes,,,,,
1471781305,94014607,0,10649333,True,,residential,,42.949,"LINESTRING (12.4927398 55.6534969, 12.4927953 55.6534716, 12.4928597 55.6534544, 12.4929295 55.6534462, 12.4930008 55.6534475, 12.4930695 55.6534582, 12.4931405 55.6534814, 12.4931977 55.6535146, 12.493237 55.6535552, 12.4932553 55.6536003)",,,,,roundabout,,,
1472966166,2198120199,0,4778271,False,Himmerlandsvej,residential,,75.445,"LINESTRING (12.5087823 55.6940064, 12.5095151 55.6934681)",,,,,,,,
1472966166,1472966169,0,"[128671272, 454885245]",True,Sallingvej,primary,50,110.104,"LINESTRING (12.5087823 55.6940064, 12.5092046 55.6942222, 12.5094657 55.6943494, 12.5098984 55.6945612, 12.5101002 55.6946611)","['4', '3']",O2,,,,,,
1472966169,8084970,0,497212175,False,Godthåbsvej,tertiary,50,12.834,"LINESTRING (12.5101002 55.6946611, 12.5099679 55.6947492)",4,,,,,,,
1472966169,8084971,0,"[42649744, 496961556]",False,Godthåbsvej,tertiary,50,195.595,"LINESTRING (12.5101002 55.6946611, 12.5102448 55.6945759, 12.5105314 55.6943864, 12.5106052 55.6943379, 12.510985 55.6940883, 12.5110255 55.6940617, 12.5120073 55.693372, 12.5120962 55.6933095)","['4', '2']",,,,,,,
1472966169,1421332070,0,237111838,True,Hulgårdsvej,primary,50,56.272,"LINESTRING (12.5101002 55.6946611, 12.510269 55.6947432, 12.5107874 55.6949868)",3,O2,,,,,,
1472966176,1873376745,0,497212172,False,Gyvelvej,residential,,15.913,"LINESTRING (12.5069114 55.6931968, 12.5067717 55.6933163)",,,,,,,,
1472966176,20917611,0,83866393,False,Morsøvej,residential,50,53.16,"LINESTRING (12.5069114 55.6931968, 12.5070723 55.6930634, 12.507384 55.6927998)",,,,,,,,
1472966176,10776420,0,"[454885243, 241071580]",False,Rebildvej,primary,50,122.148,"LINESTRING (12.5069114 55.6931968, 12.5067767 55.6930108, 12.5067199 55.6929384, 12.5065507 55.6927414, 12.5065145 55.6926992, 12.5064386 55.6926108, 12.5060873 55.6922017)","['4', '2']",O2,,,,,,
1472966176,1421332064,0,751162418,True,Sallingvej,primary,50,74.084,"LINESTRING (12.5069114 55.6931968, 12.5071218 55.6932748, 12.5073783 55.6933825, 12.5077797 55.693543, 12.5078761 55.6935816)",3,O2,,,,,,
1472966286,125453,0,3992557,False,Limfjordsvej,residential,,12.715,"LINESTRING (12.505552 55.692704, 12.5054549 55.6928044)",,,,,,,,
1472966286,10776420,0,3992557,False,Limfjordsvej,residential,,65.155,"LINESTRING (12.505552 55.692704, 12.5060873 55.6922017)",,,,,,,,
1472966286,1472966176,0,"[454885248, 128671274]",True,Sallingvej,tertiary,50,101.337,"LINESTRING (12.505552 55.692704, 12.5057811 55.6927791, 12.5059295 55.6928277, 12.5064751 55.6930309, 12.5069114 55.6931968)","['3', '2']",,,,,,,
1474888144,1865708490,0,1885608,False,Weidekampsgade,residential,50,12.748,"LINESTRING (12.5823751 55.6672405, 12.5825385 55.6671723)",2,,,,,,,
1474888144,8118523,0,1885608,False,Weidekampsgade,residential,50,85.262,"LINESTRING (12.5823751 55.6672405, 12.5812895 55.6677021)",2,,,,,,,
1474888144,1865708488,0,128978995,True,Weidekampsgade,living_street,,91.80799999999999,"LINESTRING (12.5823751 55.6672405, 12.5823271 55.6672031, 12.581557 55.6666037, 12.581615 55.666582)",,,,,,,,
1476069040,7673071,0,1803902,False,Silkeborggade,residential,50,49.273,"LINESTRING (12.5853166 55.7036357, 12.5851695 55.704071)",,,,,,,,
1476069040,7673083,0,1803901,False,Marstalsgade,residential,50,146.219,"LINESTRING (12.5853166 55.7036357, 12.5855718 55.7036615, 12.5876137 55.7038677)",,,,,,,,
1476069040,7673078,0,1803901,False,Marstalsgade,residential,50,87.198,"LINESTRING (12.5853166 55.7036357, 12.5852007 55.703624, 12.5839467 55.7034974)",,,,,,,,
1476900142,7646322,0,268615637,False,Hiort Lorenzens Gade,residential,50,39.299,"LINESTRING (12.5424853 55.6881661, 12.5429558 55.6879325)",,,,,,,,
1482081954,8881374,0,1881360,False,Gyldenrisvej,residential,,107.274,"LINESTRING (12.6128775 55.6409783, 12.6127799 55.6409672, 12.6122276 55.6409005, 12.6116671 55.6408372, 12.6115662 55.640826, 12.6114812 55.6408155, 12.6112037 55.6407826)",,,,,,,,
1482081954,8088589,0,1881360,False,Gyldenrisvej,residential,,74.768,"LINESTRING (12.6128775 55.6409783, 12.6129519 55.640987, 12.6135254 55.6410586, 12.6140425 55.641119)",,,,,,,,
1482081954,8088593,0,1881361,True,Bjørneklovej,residential,,111.02699999999999,"LINESTRING (12.6128775 55.6409783, 12.612966 55.6407925, 12.6133162 55.6405395, 12.6133625 55.6405078, 12.6137368 55.6402517, 12.613863 55.6401653)",,,,,,,,
1488402536,24840257,0,1931102,False,Fredensborggade,residential,50,53.139,"LINESTRING (12.5385251 55.6985121, 12.5393725 55.698494)",,,,,,,,
1488402536,1490962339,0,58153688,False,Lundtoftegade,tertiary,50,57.571,"LINESTRING (12.5385251 55.6985121, 12.5384966 55.6979946)",,,,,,,,
1488402536,8302236,0,"[58153688, 4057604, 590239997]",False,"['Lundtoftegade', 'Hyltebro']",tertiary,50,239.082,"LINESTRING (12.5385251 55.6985121, 12.5385456 55.6990156, 12.5385109 55.6991708, 12.538396 55.6994485, 12.5382864 55.6996269, 12.5382583 55.6997125, 12.5382813 55.699784, 12.5383223 55.6998388, 12.5383968 55.6999053, 12.5385721 55.7000418, 12.538965 55.7003343, 12.5391208 55.7004948)",,,,,,,,
1490962339,20930088,0,3993667,False,Tikøbgade,residential,50,72.809,"LINESTRING (12.5384966 55.6979946, 12.5373356 55.6980201)",,,,,,,,
1490962339,1488402536,0,58153688,False,Lundtoftegade,tertiary,50,57.571,"LINESTRING (12.5384966 55.6979946, 12.5385251 55.6985121)",,,,,,,,
1490962339,8091675,0,58153688,False,Lundtoftegade,tertiary,50,115.498,"LINESTRING (12.5384966 55.6979946, 12.5384474 55.6972696, 12.5384539 55.6970892, 12.5384586 55.6969565)",,,,,,,,
1493194666,673971688,0,30703973,False,Asger Jorns Allé,tertiary,50,24.745,"LINESTRING (12.5732358 55.6195762, 12.5728531 55.6196293)",,,,,,,,
1493194666,339559852,0,30703973,False,Asger Jorns Allé,tertiary,50,123.805,"LINESTRING (12.5732358 55.6195762, 12.5741977 55.6194478, 12.5751546 55.61932)",,,,,,,,
1493194666,673971695,0,53638812,False,Robert Jacobsens Vej,living_street,15,69.291,"LINESTRING (12.5732358 55.6195762, 12.5732678 55.6197142, 12.573328 55.6199275, 12.5733909 55.6201262, 12.5734115 55.6201913)",,,,,,,,
1493194666,677318889,0,225265259,False,Robert Jacobsens Vej,living_street,15,59.699,"LINESTRING (12.5732358 55.6195762, 12.5732102 55.6194414, 12.5731356 55.6190423)",,,,,,,,
1502906064,271806080,0,25003036,False,Segelckesvej,residential,50,119.056,"LINESTRING (12.515806 55.6860372, 12.5152992 55.6852267, 12.5151746 55.6850274)",,,,,,,,
1507828828,1507828833,0,137470750,True,Søborghus Park,residential,15,52.299,"LINESTRING (12.5249008 55.7267552, 12.5241029 55.7266162)",,,,,,,destination,
1507828828,1507828833,1,591221176,False,Søborghus Park,residential,15,96.01599999999999,"LINESTRING (12.5249008 55.7267552, 12.5250049 55.7265855, 12.5241177 55.7264501, 12.5241029 55.7266162)",1,,,,,,destination,
1507828831,5644114414,0,591223193,False,Søborghus Park,residential,15,3.32,"LINESTRING (12.5240945 55.7273047, 12.5240672 55.7273303)",,,,,,,destination,
1507828831,1507828828,0,137470750,True,Søborghus Park,residential,15,89.92499999999998,"LINESTRING (12.5240945 55.7273047, 12.5245927 55.7272477, 12.52479 55.7269093, 12.5249008 55.7267552)",,,,,,,destination,
1507828833,1507828831,0,137470750,True,Søborghus Park,residential,15,76.56,"LINESTRING (12.5241029 55.7266162, 12.524099 55.7269333, 12.5240945 55.7273047)",,,,,,,destination,
1507828833,1507828828,0,591221176,False,Søborghus Park,residential,15,96.01599999999999,"LINESTRING (12.5241029 55.7266162, 12.5241177 55.7264501, 12.5250049 55.7265855, 12.5249008 55.7267552)",1,,,,,,destination,
1512950480,311363411,0,28350280,False,Teglholmsgade,residential,,62.558,"LINESTRING (12.5451617 55.6519907, 12.545314 55.6525467)",,,,,,,,
1524424897,4449513650,0,471751022,False,Elværksvej,unclassified,,4.173,"LINESTRING (12.5533643 55.6559926, 12.5534286 55.6560022)",2,,,,,,,
1524424903,1249999724,0,"[704945484, 471751022, 452834033, 471751026, 471751031, 683577497, 683577499, 683577500]",False,"['Energiporten', 'Elværksvej']","['unclassified', 'residential']",15,308.6,"LINESTRING (12.5546616 55.6561892, 12.5557079 55.6563428, 12.5555404 55.6567144, 12.5553625 55.6571091, 12.5554765 55.6571512, 12.5561972 55.657255, 12.5563084 55.657271, 12.556929 55.6573604, 12.5570062 55.6573716, 12.5570918 55.6573839, 12.557368 55.6574237, 12.5577055 55.6574723)",2,,,building_passage,,,,
1524424903,4449513650,0,471751022,False,Elværksvej,unclassified,,80.095,"LINESTRING (12.5546616 55.6561892, 12.5535347 55.6560181, 12.5534286 55.6560022)",2,,,,,,,
1524424903,7434992351,0,471751027,False,Elværksvej,unclassified,,63.161,"LINESTRING (12.5546616 55.6561892, 12.5545446 55.6564501, 12.5544236 55.65672, 12.5544165 55.6567401)",2,,,,,,,
1524424912,5974115369,0,632762919,False,Kulvej,residential,,66.557,"LINESTRING (12.5500639 55.6551635, 12.5504157 55.655435, 12.550603 55.6555796, 12.5505681 55.6556604)",,,,,,,,
1527913083,267042026,0,318929887,False,Vigerslevvej,primary,50,12.193,"LINESTRING (12.4859412 55.6558297, 12.485884 55.6559345)",2,O2,,,,,,
1527913083,1527932244,0,24527134,False,Kærskiftevej,residential,,56.417,"LINESTRING (12.4859412 55.6558297, 12.4861061 55.6558681, 12.486147 55.6558934, 12.4864789 55.6562154)",,,,,,,,
1527913083,806897,0,"[422789592, 318929887]",False,Vigerslevvej,primary,50,86.238,"LINESTRING (12.4859412 55.6558297, 12.4861115 55.6555382, 12.4862539 55.6552973, 12.486364 55.6550918)","['3', '2']",O2,,,,,,
1527932238,266702262,0,87367676,False,Lykkebovej,tertiary,50,10.949,"LINESTRING (12.4890454 55.6589993, 12.4888711 55.6589941)",2,,,,,,,
1527932238,104494180,0,87367676,False,Lykkebovej,tertiary,50,52.124,"LINESTRING (12.4890454 55.6589993, 12.4898752 55.6590242)",2,,,,,,,
1527932238,1064268199,0,139344763,False,Lykkebovej,residential,,79.831,"LINESTRING (12.4890454 55.6589993, 12.4890639 55.6587491, 12.4891158 55.6586921, 12.4895951 55.6585421, 12.4897412 55.6584964)",,,,,,,,
1527932244,1527913083,0,24527134,False,Kærskiftevej,residential,,56.417,"LINESTRING (12.4864789 55.6562154, 12.486147 55.6558934, 12.4861061 55.6558681, 12.4859412 55.6558297)",,,,,,,,
1527932244,266703048,0,24527134,False,Kærskiftevej,residential,,240.047,"LINESTRING (12.4864789 55.6562154, 12.4868336 55.6565721, 12.4865849 55.6570699, 12.4859452 55.6582485)",,,,,,,,
1527932244,272864060,0,25076206,False,Kærskiftevej,residential,,235.514,"LINESTRING (12.4864789 55.6562154, 12.4864529 55.6562604, 12.4853884 55.6582421)",,,,,,,,
1527932255,272864071,0,24527035,False,Kærskiftevej,residential,,38.189,"LINESTRING (12.4871077 55.6582663, 12.4864991 55.6582574)",,,,,,,,
1527932255,266702262,0,24527035,False,Kærskiftevej,residential,,168.126,"LINESTRING (12.4871077 55.6582663, 12.4876568 55.6582723, 12.4884204 55.6582851, 12.4888582 55.6587451, 12.4888682 55.6589383, 12.4888711 55.6589941)",,,,,,,,
1527932255,266703062,0,24527139,False,Kærskiftevej,residential,,57.028,"LINESTRING (12.4871077 55.6582663, 12.4871126 55.6582044, 12.4873325 55.6577709)",,,,,,,,
1531508893,8087155,0,"[1881208, 363978515]",False,"['Sønder Boulevard', 'Dannevirkegade']",residential,50,115.78999999999999,"LINESTRING (12.5399986 55.6635048, 12.5401908 55.6634995, 12.5403012 55.6635059, 12.5409731 55.6635448, 12.5410215 55.6635493, 12.5410606 55.663553, 12.5411172 55.6635955, 12.5410809 55.6637667, 12.5411537 55.6639763)",,,,,,,,
1531508893,3458942773,0,363978515,False,Sønder Boulevard,residential,,57.766,"LINESTRING (12.5399986 55.6635048, 12.5395977 55.6635056, 12.5391386 55.6635062, 12.5390776 55.6635063)",,,,,,,,
1531508893,8087150,0,678465134,False,Slesvigsgade,residential,50,22.962999999999997,"LINESTRING (12.5399986 55.6635048, 12.5399199 55.6635918, 12.5399178 55.6636329, 12.5399143 55.6637006)",,,,,,,,
1531551678,3632586255,0,358320009,False,Ny Carlsberg Vej,residential,50,46.744,"LINESTRING (12.5313717 55.667417, 12.5321 55.6673276)",,,,,,,,
1531551678,792840,0,358320009,False,Ny Carlsberg Vej,residential,50,91.422,"LINESTRING (12.5313717 55.667417, 12.5303962 55.6675391, 12.5303052 55.6675588, 12.5302304 55.6675842, 12.530162 55.6676197, 12.5300449 55.6676974)",,,,,,,,
1531551678,5758354862,0,607664074,False,Bag Elefanterne,living_street,,67.54400000000001,"LINESTRING (12.5313717 55.667417, 12.5314334 55.667625, 12.5318693 55.6676946, 12.532118 55.6676798)",,,,,,,,
