u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,ref,bridge,tunnel,junction,width,access,service
10289548,7640636,0,1794678,True,Klareboderne,residential,,99.2,"LINESTRING (12.5788723 55.6813352, 12.5788159 55.681258, 12.5782551 55.6808939, 12.5778975 55.6806372)",,,,,,,,
10289548,7640634,0,158013577,True,Møntergade,residential,,87.697,"LINESTRING (12.5788723 55.6813352, 12.5789324 55.6814126, 12.5796943 55.6819706)",,,,,,,,
10301065,1473295,0,2860771,False,Tornestykket,residential,,215.446,"LINESTRING (12.4886588 55.6827188, 12.4873079 55.6845004)",,,,,,,,
10301065,654740,0,496923998,False,Hyltebjerg Allé,residential,,67.059,"LINESTRING (12.4886588 55.6827188, 12.4875893 55.6827068)",,,,,,,,
10301065,10301067,0,496923998,False,Hyltebjerg Allé,residential,,80.455,"LINESTRING (12.4886588 55.6827188, 12.4887569 55.6827105, 12.4892299 55.6826619, 12.4899237 55.6825966)",,,,,,,,
10301067,10301068,0,496923998,False,Hyltebjerg Allé,residential,,28.321,"LINESTRING (12.4899237 55.6825966, 12.4903673 55.6825484)",,,,,,,,
10301067,1200039590,0,103968727,False,Flakholmen,residential,,186.50400000000002,"LINESTRING (12.4899237 55.6825966, 12.4894389 55.6831956, 12.4890544 55.6836706, 12.4886886 55.6841225)",,,,,,,,
10301067,10301065,0,496923998,False,Hyltebjerg Allé,residential,,80.45499999999998,"LINESTRING (12.4899237 55.6825966, 12.4892299 55.6826619, 12.4887569 55.6827105, 12.4886588 55.6827188)",,,,,,,,
10301068,18220164,0,2860758,False,Linde Allé,residential,,14.706,"LINESTRING (12.4903673 55.6825484, 12.4902496 55.682434)",,,,,,,,
10301068,10301067,0,496923998,False,Hyltebjerg Allé,residential,,28.321,"LINESTRING (12.4903673 55.6825484, 12.4899237 55.6825966)",,,,,,,,
10301068,18220165,0,459202560,False,Hyltebjerg Allé,residential,,19.82,"LINESTRING (12.4903673 55.6825484, 12.4905103 55.6825396, 12.490682 55.6825314)",,,,,,,,
10301070,1421341073,0,2860772,False,Kastanie Allé,residential,,39.413,"LINESTRING (12.4914375 55.6827108, 12.4912175 55.6829491, 12.4911472 55.6830252)",,,,,,,,
10301070,18220165,0,459202560,False,Hyltebjerg Allé,residential,,51.393,"LINESTRING (12.4914375 55.6827108, 12.4913037 55.6826805, 12.490682 55.6825314)",,,,,,,,
10301070,283204363,0,459202646,False,Hyltebjerg Allé,residential,,59.858999999999995,"LINESTRING (12.4914375 55.6827108, 12.4915905 55.6827481, 12.4918458 55.6828043, 12.4919799 55.6828315, 12.4921296 55.6828373, 12.49221 55.6828267, 12.4923431 55.6828042)",,,,,,,,
10301074,1421349788,0,2860760,False,Bogholder Allé,residential,,60.143,"LINESTRING (12.4892897 55.6849569, 12.4897438 55.6850605, 12.490179 55.6851599)",,,,,,,,
10301074,32359773,0,2860760,False,Bogholder Allé,residential,,70.622,"LINESTRING (12.4892897 55.6849569, 12.488908 55.6848686, 12.4882475 55.6847157)",,,,,,,,
10301074,1421341073,0,2860772,False,Kastanie Allé,residential,,244.327,"LINESTRING (12.4892897 55.6849569, 12.4898949 55.6843275, 12.4911472 55.6830252)",,,,,,,,
10305473,267024470,0,2060281,False,Halfdansgade,residential,50,173.915,"LINESTRING (12.5795626 55.6637496, 12.5786347 55.6641308, 12.5778114 55.6644803, 12.5775095 55.6646009, 12.5773311 55.6646779)",,,,,,,,
10305473,18311967,0,157510732,False,Leifsgade,residential,50,52.888999999999996,"LINESTRING (12.5795626 55.6637496, 12.5796542 55.6637942, 12.5800859 55.6641208)",,,,,,,,
10305473,8088627,0,683577503,False,Leifsgade,residential,50,97.12400000000001,"LINESTRING (12.5795626 55.6637496, 12.5792962 55.6635635, 12.5791104 55.6634487, 12.5787555 55.6633176, 12.5784002 55.6631864)",,,,,,,,
10305473,8891108,0,793857874,False,Halfdansgade,residential,50,144.152,"LINESTRING (12.5795626 55.6637496, 12.5810195 55.6631097, 12.5811083 55.6630637, 12.5812785 55.6629034)",,,,,,,,
10305475,8891107,0,2060281,False,Halfdansgade,residential,50,98.548,"LINESTRING (12.5751513 55.6656005, 12.5760463 55.6652106, 12.5763948 55.6650587)",,,,,,,,
10305475,8088616,0,237111840,False,Islands Brygge,residential,40,216.807,"LINESTRING (12.5751513 55.6656005, 12.5746172 55.6651981, 12.574468 55.6650856, 12.5744086 55.6650409, 12.5742549 55.6649251, 12.5739371 55.6646857, 12.5735697 55.6644088, 12.5730713 55.6640432)",,,,,,,,
10305475,8891105,0,237111840,False,Islands Brygge,residential,40,110.848,"LINESTRING (12.5751513 55.6656005, 12.5759935 55.6662351, 12.576207 55.6664)",,,,,,,,
10437896,8087215,0,"[27409296, 496762358, 27409295]",False,Enghavevej,tertiary,50,61.054,"LINESTRING (12.5415247 55.6624819, 12.5415713 55.662588, 12.5416924 55.6628737, 12.5417376 55.6629932, 12.5417455 55.6630166)",,,yes,,,,,
10437896,4459313620,0,87409660,True,Vigerslev Allé,tertiary,50,121.779,"LINESTRING (12.5415247 55.6624819, 12.5412109 55.6626187, 12.5404391 55.6627367, 12.5396997 55.6627897)",2,,,,,,,
10437896,1573965775,0,753229072,True,Enghavevej,tertiary,50,432.931,"LINESTRING (12.5415247 55.6624819, 12.5414431 55.6623891, 12.5413975 55.6623372, 12.5409451 55.6615465, 12.5406856 55.6610973, 12.5404118 55.6606156, 12.5403336 55.6604781, 12.5403142 55.6604441, 12.5402866 55.6603902, 12.5402345 55.6602885, 12.5393762 55.6587838)",2,,,,,,,
10437897,31468292,0,448963773,False,Vigerslev Allé,tertiary,50,42.886,"LINESTRING (12.5373143 55.6630308, 12.5366342 55.6630707)",4,,,,,,,
10437897,8087152,0,"[133359449, 726076394, 27409327]",False,Vesterfælledvej,tertiary,50,81.869,"LINESTRING (12.5373143 55.6630308, 12.5373856 55.6631631, 12.5375079 55.6633901, 12.5375455 55.66346, 12.5375977 55.663533, 12.5376898 55.6636765, 12.5377238 55.6637295)","['3', '2']",,yes,,,,,
10437897,4459313620,0,"[448963777, 448963775]",False,Vigerslev Allé,tertiary,50,152.065,"LINESTRING (12.5373143 55.6630308, 12.537523 55.6630082, 12.5376695 55.6629987, 12.5382181 55.6629565, 12.5393289 55.6628303, 12.5396997 55.6627897)","['4', '3']",,,,,,,
10775860,10775861,0,2860758,False,Linde Allé,residential,,73.349,"LINESTRING (12.4860192 55.6814686, 12.4868034 55.6816479, 12.4869597 55.6816836, 12.4871036 55.6817163)",,,,,,,,
10775860,2370740,0,2860758,False,Linde Allé,residential,,108.004,"LINESTRING (12.4860192 55.6814686, 12.4858065 55.6814199, 12.4854725 55.6813435, 12.4850551 55.681248, 12.4847989 55.6811893, 12.4844229 55.6811033)",,,,,,,,
10775860,1473298,0,156922779,False,Hanebred,residential,,142.58100000000002,"LINESTRING (12.4860192 55.6814686, 12.4859042 55.6816725, 12.4858288 55.681806, 12.4856545 55.6821149, 12.4853318 55.6826909)",,,,,,,,
10775861,18222706,0,"[2860698, 8125078]",False,"['Stilledal', 'Buskager']",residential,,233.36,"LINESTRING (12.4871036 55.6817163, 12.4874989 55.6811455, 12.4875311 55.6810754, 12.4878892 55.6802955, 12.4878972 55.6802752, 12.4881145 55.6798353, 12.4879274 55.6797586)",,,,,,,,
10775861,10775867,0,2860758,False,Linde Allé,residential,,60.513999999999996,"LINESTRING (12.4871036 55.6817163, 12.4875021 55.6818074, 12.4879982 55.6819207)",,,,,,,,
10775861,10775860,0,2860758,False,Linde Allé,residential,,73.349,"LINESTRING (12.4871036 55.6817163, 12.4869597 55.6816836, 12.4868034 55.6816479, 12.4860192 55.6814686)",,,,,,,,
10775863,18222703,0,8125078,False,Buskager,residential,,21.698,"LINESTRING (12.4865765 55.6791958, 12.486854 55.6793124)",,,,,,,,
10775863,18222704,0,396800727,False,Buskager,residential,,20.123,"LINESTRING (12.4865765 55.6791958, 12.4863215 55.6790859)",,,,,,,,
10775863,10775872,0,2860699,False,Vinkelager,residential,50,249.53000000000003,"LINESTRING (12.4865765 55.6791958, 12.4864886 55.6794649, 12.4864833 55.679481, 12.4864728 55.6795131, 12.4864549 55.679568, 12.4864026 55.6797283, 12.4863625 55.6798511, 12.4863078 55.6800187, 12.4862692 55.680137, 12.4862178 55.6802941, 12.4861777 55.680417, 12.4861442 55.6805196, 12.486091 55.6805519, 12.4860608 55.6805702, 12.485956 55.6805739, 12.4846901 55.6802856)",,,,,,,,
10775867,10775868,0,2860758,False,Linde Allé,residential,,90.239,"LINESTRING (12.4879982 55.6819207, 12.4885624 55.6820525, 12.4889418 55.6821412, 12.4890837 55.6821702, 12.4893291 55.6822296)",,,,,,,,
10775867,10775861,0,2860758,False,Linde Allé,residential,,60.513999999999996,"LINESTRING (12.4879982 55.6819207, 12.4875021 55.6818074, 12.4871036 55.6817163)",,,,,,,,
10775867,18220160,0,3675713,False,Nedertoften,residential,,283.022,"LINESTRING (12.4879982 55.6819207, 12.4884417 55.6813012, 12.4890004 55.6805375, 12.4896312 55.6796717, 12.4898033 55.6796098)",,,,,,,,
10775868,18220163,0,2860758,False,Linde Allé,residential,,29.944,"LINESTRING (12.4893291 55.6822296, 12.4894837 55.682264, 12.4897751 55.682326)",,,,,,,,
10775868,10775867,0,2860758,False,Linde Allé,residential,,90.239,"LINESTRING (12.4893291 55.6822296, 12.4890837 55.6821702, 12.4889418 55.6821412, 12.4885624 55.6820525, 12.4879982 55.6819207)",,,,,,,,
10775868,18220161,0,3675717,False,Langdraget,residential,,195.386,"LINESTRING (12.4893291 55.6822296, 12.4897919 55.6815806, 12.4899269 55.6813904, 12.4899366 55.6813798, 12.4904297 55.680706, 12.4906074 55.680656)",,,,,,,,
10775870,18222704,0,396800727,False,Buskager,residential,,39.747,"LINESTRING (12.4858129 55.6788725, 12.4863215 55.6790859)",,,,,,,,
10775870,18222670,0,38240878,False,Buskager,residential,30,53.645,"LINESTRING (12.4858129 55.6788725, 12.4861018 55.6786225, 12.4861785 55.6784436)",,,,,,,,
10775870,5539346932,0,396800727,False,Buskager,residential,,43.623999999999995,"LINESTRING (12.4858129 55.6788725, 12.4854117 55.6787118, 12.4852148 55.6786824)",,,,,,,,
10775871,18222706,0,8125078,False,Buskager,residential,,42.347,"LINESTRING (12.487384 55.6795324, 12.4879274 55.6797586)",,,,,,,,
10775871,18222677,0,8125076,False,Buskager,residential,30,80.476,"LINESTRING (12.487384 55.6795324, 12.4876091 55.6793507, 12.4876445 55.6793222, 12.4877034 55.6792428, 12.4878318 55.6788685)",,,,,,,,
10775871,18222703,0,8125078,False,Buskager,residential,,41.262,"LINESTRING (12.487384 55.6795324, 12.4870793 55.6794059, 12.486854 55.6793124)",,,,,,,,
10775872,267030295,0,454885252,False,Ålekistevej,tertiary,50,17.455,"LINESTRING (12.4846901 55.6802856, 12.4847403 55.6801312)",2,,,,,,,
10775872,10775863,0,2860699,False,Vinkelager,residential,50,249.52999999999997,"LINESTRING (12.4846901 55.6802856, 12.485956 55.6805739, 12.4860608 55.6805702, 12.486091 55.6805519, 12.4861442 55.6805196, 12.4861777 55.680417, 12.4862178 55.6802941, 12.4862692 55.680137, 12.4863078 55.6800187, 12.4863625 55.6798511, 12.4864026 55.6797283, 12.4864549 55.679568, 12.4864728 55.6795131, 12.4864833 55.679481, 12.4864886 55.6794649, 12.4865765 55.6791958)",,,,,,,,
10775872,2370740,0,454885252,False,Ålekistevej,tertiary,50,92.45400000000001,"LINESTRING (12.4846901 55.6802856, 12.484665 55.6803632, 12.4846585 55.6803829, 12.4846405 55.6804375, 12.484455 55.681005, 12.4844229 55.6811033)",2,,,,,,,
10775873,10775874,0,2860696,False,Dronninglundvej,residential,,83.863,"LINESTRING (12.4888506 55.689305, 12.4895945 55.689435, 12.4901286 55.6895283)",,,,,,,,
10775873,7729283,0,42211594,False,Jernbane Allé,tertiary,50,143.595,"LINESTRING (12.4888506 55.689305, 12.488232 55.690223, 12.4882114 55.6902535, 12.488037 55.6905122)",2,,,,,,,
10775873,72936980,0,42211594,False,Jernbane Allé,tertiary,50,70.773,"LINESTRING (12.4888506 55.689305, 12.488883 55.689257, 12.4891773 55.688821, 12.489252 55.6887101)",2,,,,,,,
10775874,7731354,0,2860695,False,Tirsbækvej,residential,,138.929,"LINESTRING (12.4901286 55.6895283, 12.4897672 55.6900402, 12.48935 55.6906979)",,,,,,,,
10775874,10775873,0,2860696,False,Dronninglundvej,residential,,83.863,"LINESTRING (12.4901286 55.6895283, 12.4895945 55.689435, 12.4888506 55.689305)",,,,,,,,
10775874,20917728,0,2860696,False,Dronninglundvej,residential,,63.696,"LINESTRING (12.4901286 55.6895283, 12.4907872 55.6896399, 12.4911113 55.6896702)",,,,,,,,
10775875,10775877,0,2860694,True,Bratskovvej,residential,,221.421,"LINESTRING (12.4868188 55.6903361, 12.4867148 55.6904931, 12.4866748 55.6905535, 12.486567 55.6907375, 12.4862221 55.6912704, 12.4859449 55.6916611, 12.4858518 55.6918026, 12.4858315 55.6918334, 12.4857626 55.6919381, 12.4855941 55.6922036)",,,,,,,,
10775875,7729283,0,"[157540146, 796337475]",False,Børglumvej,residential,50,78.828,"LINESTRING (12.4868188 55.6903361, 12.4871287 55.6903829, 12.4872427 55.6904003, 12.4874966 55.6904341, 12.488037 55.6905122)",,,,,,,,
10775875,271653308,0,157540146,False,Børglumvej,residential,50,76.324,"LINESTRING (12.4868188 55.6903361, 12.4861805 55.6902484, 12.485639 55.6901663)",,,,,,,,
10775875,32359766,0,738322584,False,Bratskovvej,residential,,237.64499999999998,"LINESTRING (12.4868188 55.6903361, 12.4874586 55.6893896, 12.4881481 55.6883346)",,,,,,,,
10775877,271653177,0,156927858,False,Jyllingevej,tertiary,50,38.888,"LINESTRING (12.4855941 55.6922036, 12.4855335 55.6921923, 12.4850142 55.6920793)",4,,,,,,,
10775877,288806459,0,156927858,False,Jyllingevej,tertiary,50,21.008,"LINESTRING (12.4855941 55.6922036, 12.4858383 55.6922581, 12.485906 55.6922728)",4,,,,,,,
10776408,20919922,0,3992829,False,Grønbakken,residential,,173.931,"LINESTRING (12.4946551 55.6845479, 12.4932692 55.685903)",,,,,,,,
10776408,662914,0,"[162948259, 454885228]",False,Grøndals Parkvej,primary,50,101.32399999999998,"LINESTRING (12.4946551 55.6845479, 12.4942305 55.6842948, 12.4940277 55.6841617, 12.4939748 55.684127, 12.4938292 55.6840315, 12.4935894 55.6838634)","['3', '2']",O2,,,,,,
10776408,5068032707,0,"[519819371, 495753740]",False,Grøndals Parkvej,primary,50,180.103,"LINESTRING (12.4946551 55.6845479, 12.4953956 55.6849019, 12.4960261 55.6851575, 12.4963523 55.6852909, 12.4969375 55.6855299)","['3', '2']",O2,,,,,,
10776414,4513737666,0,105526283,True,Grøndals Parkvej,primary,50,16.777,"LINESTRING (12.5010337 55.6877787, 12.5012027 55.6878957)",3,O2,,,,,,
10776414,17852715,0,3992346,True,C.F. Richs Vej,tertiary,50,67.612,"LINESTRING (12.5010337 55.6877787, 12.5012513 55.6877633, 12.5015118 55.6877338, 12.5017879 55.6876746, 12.5020544 55.6875991)",,,,,,,,
10776417,20917598,0,241071580,False,Rebildvej,primary,50,110.899,"LINESTRING (12.5023152 55.6887775, 12.5034043 55.6895635)",2,O2,,,,,,
10776417,30567608,0,3992348,False,Grøndals Parkvej,residential,50,220.554,"LINESTRING (12.5023152 55.6887775, 12.5025442 55.688703, 12.502648 55.6886977, 12.5027428 55.6887018, 12.5028592 55.6887162, 12.5030011 55.6887399, 12.5035543 55.6888558, 12.5041154 55.6889476, 12.5046809 55.6890194, 12.5048331 55.6890333, 12.5057013 55.6891129)",,,,,,,,
10776417,20917717,0,3992561,False,Ådalsvej,residential,50,234.993,"LINESTRING (12.5023152 55.6887775, 12.5018762 55.6891946, 12.5012882 55.6897534, 12.5006099 55.6903979, 12.5004024 55.6905951)",,,,,,,,
10776417,4513737669,0,"[454885241, 454885242]",True,Rebildvej,primary,50,96.371,"LINESTRING (12.5023152 55.6887775, 12.5020199 55.6886359, 12.5019652 55.6886011, 12.5018857 55.6885504, 12.5014085 55.6882464, 12.5012686 55.6881455)","['4', '2']",O2,,,,,,
10776418,8086163,0,4778239,False,Dybendalsvej,residential,50,160.809,"LINESTRING (12.5043748 55.690385, 12.5040492 55.6906936, 12.5032965 55.691407, 12.5030634 55.691628)",,,,,,,,
10776418,30567608,0,4778239,False,Dybendalsvej,residential,50,164.483,"LINESTRING (12.5043748 55.690385, 12.5056802 55.6891737, 12.5057013 55.6891129)",,,,,,,,
10776418,10776419,0,241071580,False,Rebildvej,primary,50,113.078,"LINESTRING (12.5043748 55.690385, 12.5047768 55.6907789, 12.5052747 55.6912664)",2,O2,,,,,,
10776418,20917598,0,241071580,False,Rebildvej,primary,50,109.94,"LINESTRING (12.5043748 55.690385, 12.5041382 55.6901526, 12.5038513 55.6898908, 12.5037207 55.6897952, 12.5034043 55.6895635)",2,O2,,,,,,
10776419,30567931,0,4778414,False,Åløkkevej,residential,50,109.946,"LINESTRING (12.5052747 55.6912664, 12.5061768 55.6904184)",,,,,,,,
10776419,10776420,0,241071580,False,Rebildvej,primary,50,115.801,"LINESTRING (12.5052747 55.6912664, 12.5060873 55.6922017)",2,O2,,,,,,
10776419,20917712,0,4778414,False,Åløkkevej,residential,50,114.87899999999999,"LINESTRING (12.5052747 55.6912664, 12.5048348 55.6916848, 12.5043403 55.6921552)",,,,,,,,
10776419,10776418,0,241071580,False,Rebildvej,primary,50,113.078,"LINESTRING (12.5052747 55.6912664, 12.5047768 55.6907789, 12.5043748 55.690385)",2,O2,,,,,,
10776420,1472966286,0,3992557,False,Limfjordsvej,residential,,65.155,"LINESTRING (12.5060873 55.6922017, 12.505552 55.692704)",,,,,,,,
10776420,10776419,0,241071580,False,Rebildvej,primary,50,115.801,"LINESTRING (12.5060873 55.6922017, 12.5052747 55.6912664)",2,O2,,,,,,
10776420,30567691,0,83866396,False,Limfjordsvej,residential,,180.545,"LINESTRING (12.5060873 55.6922017, 12.5066744 55.6916651, 12.5071855 55.6911979, 12.5075994 55.6908197)",,,,,,,,
10776420,1472966176,0,"[454885243, 241071580]",False,Rebildvej,primary,50,122.148,"LINESTRING (12.5060873 55.6922017, 12.5064386 55.6926108, 12.5065145 55.6926992, 12.5065507 55.6927414, 12.5067199 55.6929384, 12.5067767 55.6930108, 12.5069114 55.6931968)","['4', '2']",O2,,,,,,
10776882,20908408,0,9488961,True,Dalgas Boulevard,tertiary,50,37.614,"LINESTRING (12.5073473 55.6758281, 12.5072131 55.6754984)",,,,,,,,
10776882,11056228,0,9250733,False,Kronprinsensvej,residential,40,22.938000000000002,"LINESTRING (12.5073473 55.6758281, 12.5075318 55.6758352, 12.5077123 55.6758421)",,,,,,,,
10776882,20908403,0,"[3991376, 783600694]",False,Borgmester Godskesens Plads,residential,"['50', '40']",95.00999999999999,"LINESTRING (12.5073473 55.6758281, 12.5072272 55.675823, 12.5067537 55.6758039, 12.5062626 55.6757819, 12.5058363 55.6757638)",,,,,,,,
10776891,8122134,0,1886257,False,Gåsebæksvej,residential,50,65.899,"LINESTRING (12.5068445 55.6695532, 12.5068259 55.6694814, 12.5068065 55.6694013, 12.5067911 55.6692842, 12.5067848 55.6691474, 12.5067763 55.6689625)",,,,,,,,
10776891,10776907,0,2522296,False,Magnoliavej,residential,50,314.705,"LINESTRING (12.5068445 55.6695532, 12.5072889 55.669571, 12.50818 55.6696162, 12.5091426 55.6696623, 12.5102089 55.669715, 12.5108767 55.6697464, 12.511175 55.669759, 12.5118449 55.6697922)",2,,,,,,,
10776891,10776895,0,178529356,False,Borgmester Fischers Vej,residential,50,199.99599999999995,"LINESTRING (12.5068445 55.6695532, 12.50688 55.6696781, 12.5069573 55.6700487, 12.5069721 55.6701273, 12.5070016 55.6702741, 12.5070632 55.6705482, 12.5070818 55.6706642, 12.5071129 55.6708575, 12.507118 55.6709711, 12.5071132 55.671029, 12.5071087 55.6710833, 12.5070983 55.671166, 12.5070913 55.6712126, 12.5070512 55.6713403)",2,,,,,,,
10776891,20908191,0,"[159827860, 168756238, 178529375]",False,"['Nørretofte Allé', 'Magnoliavej']",residential,50,169.957,"LINESTRING (12.5068445 55.6695532, 12.5052079 55.6694821, 12.5051754 55.6694087, 12.5050894 55.6692006, 12.5049536 55.6688967)",,,,,,,,
10776895,1648237826,0,151992043,False,Borgmester Fischers Vej,residential,,81.523,"LINESTRING (12.5070512 55.6713403, 12.5073364 55.6713745, 12.5074477 55.6713919, 12.5076368 55.6714766, 12.5077294 55.6714884, 12.5080848 55.6714782, 12.5082854 55.6714746)",,,,,,,,
10776895,10776891,0,178529356,False,Borgmester Fischers Vej,residential,50,199.99599999999998,"LINESTRING (12.5070512 55.6713403, 12.5070913 55.6712126, 12.5070983 55.671166, 12.5071087 55.6710833, 12.5071132 55.671029, 12.507118 55.6709711, 12.5071129 55.6708575, 12.5070818 55.6706642, 12.5070632 55.6705482, 12.5070016 55.6702741, 12.5069721 55.6701273, 12.5069573 55.6700487, 12.50688 55.6696781, 12.5068445 55.6695532)",2,,,,,,,
10776895,10776897,0,178529356,False,Borgmester Fischers Vej,residential,50,33.782000000000004,"LINESTRING (12.5070512 55.6713403, 12.5070007 55.6714527, 12.5069183 55.6715917, 12.5068942 55.6716307)",2,,,,,,,
10776897,11056223,0,87341560,True,Borgmester Fischers Vej,residential,50,63.417,"LINESTRING (12.5068942 55.6716307, 12.5067901 55.6718578, 12.506702 55.6719814, 12.506665 55.6720454, 12.5065908 55.672174)",2,,,,,,,
10776897,10776895,0,178529356,False,Borgmester Fischers Vej,residential,50,33.782,"LINESTRING (12.5068942 55.6716307, 12.5069183 55.6715917, 12.5070007 55.6714527, 12.5070512 55.6713403)",2,,,,,,,
10776907,10776910,0,2522296,False,Magnoliavej,residential,50,85.28,"LINESTRING (12.5118449 55.6697922, 12.5120709 55.6697861, 12.5122344 55.6697753, 12.5131979 55.669717)",2,,,,,,,
10776907,10776891,0,2522296,False,Magnoliavej,residential,50,314.705,"LINESTRING (12.5118449 55.6697922, 12.511175 55.669759, 12.5108767 55.6697464, 12.5102089 55.669715, 12.5091426 55.6696623, 12.50818 55.6696162, 12.5072889 55.669571, 12.5068445 55.6695532)",2,,,,,,,
10776907,18165930,0,"[3663992, 89987819]",False,Spiræavej,residential,,65.149,"LINESTRING (12.5118449 55.6697922, 12.5118391 55.6697346, 12.5117628 55.6694888, 12.5117605 55.6694814, 12.5117426 55.6694243, 12.5115883 55.6692297)",,,,,,,,
10776910,18165929,0,3663991,False,Jasminvej,residential,50,66.903,"LINESTRING (12.5131979 55.669717, 12.5130903 55.6691184)",,,,,,,,
10776910,10776912,0,2522296,False,Magnoliavej,residential,50,82.119,"LINESTRING (12.5131979 55.669717, 12.5134139 55.6697021, 12.5143801 55.6696428, 12.514436 55.6696392, 12.5144994 55.6696355)",2,,,,,,,
10776910,10776907,0,2522296,False,Magnoliavej,residential,50,85.28,"LINESTRING (12.5131979 55.669717, 12.5122344 55.6697753, 12.5120709 55.6697861, 12.5118449 55.6697922)",2,,,,,,,
10776912,10776910,0,2522296,False,Magnoliavej,residential,50,82.119,"LINESTRING (12.5144994 55.6696355, 12.514436 55.6696392, 12.5143801 55.6696428, 12.5134139 55.6697021, 12.5131979 55.669717)",2,,,,,,,
10776912,10776915,0,3663990,False,Magnoliavej,residential,50,148.53799999999998,"LINESTRING (12.5144994 55.6696355, 12.5145559 55.6696322, 12.5146138 55.6696288, 12.5168509 55.6694752)",,,,,,,,
10776912,18165938,0,"[239100585, 177736233]",False,Pelargonievej,residential,50,89.716,"LINESTRING (12.5144994 55.6696355, 12.5145635 55.6699973, 12.5145739 55.6702081, 12.5145887 55.6704403)",2,,,,,,,
10776912,1043107270,0,239100585,False,Pelargonievej,residential,50,78.866,"LINESTRING (12.5144994 55.6696355, 12.5144114 55.6691796, 12.5143538 55.6689749, 12.5143557 55.6689315)",2,,,,,,,
10776915,10776912,0,3663990,False,Magnoliavej,residential,50,148.538,"LINESTRING (12.5168509 55.6694752, 12.5146138 55.6696288, 12.5145559 55.6696322, 12.5144994 55.6696355)",,,,,,,,
10776925,1043162149,0,177736233,False,Pelargonievej,residential,50,3.992,"LINESTRING (12.5146328 55.671211, 12.5146323 55.6712469)",,,,,,,,
10776925,18165938,0,177736233,False,Pelargonievej,residential,50,85.743,"LINESTRING (12.5146328 55.671211, 12.5145887 55.6704403)",,,,,,,,
10776925,10776941,0,2943721,False,Azaleavej,residential,50,196.28400000000002,"LINESTRING (12.5146328 55.671211, 12.5160766 55.6711933, 12.5161766 55.6711901, 12.5162954 55.6711821, 12.5164101 55.67117, 12.5164997 55.671157, 12.5165695 55.6711447, 12.5166847 55.6711271, 12.516836 55.6711115, 12.5175352 55.6710933, 12.5177402 55.6710657)",,,,,,,,
10776941,10776925,0,2943721,False,Azaleavej,residential,50,196.28400000000002,"LINESTRING (12.5177402 55.6710657, 12.5175352 55.6710933, 12.516836 55.6711115, 12.5166847 55.6711271, 12.5165695 55.6711447, 12.5164997 55.671157, 12.5164101 55.67117, 12.5162954 55.6711821, 12.5161766 55.6711901, 12.5160766 55.6711933, 12.5146328 55.671211)",,,,,,,,
10776941,20908184,0,162089324,False,Søndre Fasanvej,tertiary,50,225.489,"LINESTRING (12.5177402 55.6710657, 12.5176223 55.6707716, 12.5175884 55.670696, 12.517502 55.6705082, 12.5173952 55.670269, 12.5173765 55.6702243, 12.5171372 55.6696953, 12.5171084 55.6696087, 12.5171047 55.6695128, 12.5171066 55.6694676, 12.5171141 55.6692846, 12.5171172 55.6692108, 12.5171144 55.6690811)",,,,,,,,
10776941,20974557,0,"[506813664, 87341542]",False,Søndre Fasanvej,tertiary,50,106.693,"LINESTRING (12.5177402 55.6710657, 12.5178534 55.6713262, 12.5178695 55.6713625, 12.5179916 55.6715957, 12.5181216 55.6718439, 12.5181326 55.6718635, 12.51815 55.6718945, 12.5182032 55.6719887)",2,,,,,,,
10776943,1043107270,0,76026952,False,Aurikelvej,residential,50,176.441,"LINESTRING (12.5171345 55.6687498, 12.516997 55.6687456, 12.5167445 55.6687622, 12.5162451 55.6687932, 12.5145051 55.6688932, 12.5144123 55.6689031, 12.5143557 55.6689315)",2,,,,,,,
10776943,20908177,0,"[162089321, 87341562, 237099598]",False,Søndre Fasanvej,tertiary,50,125.71799999999999,"LINESTRING (12.5171345 55.6687498, 12.5171413 55.6686526, 12.5171516 55.6685426, 12.5171586 55.6684684, 12.5171667 55.6683815, 12.5171767 55.6682752, 12.5171823 55.668215, 12.5171981 55.6680462, 12.5172015 55.6677094, 12.5172079 55.6676202)",,,,,,,,
10776943,20908184,0,87341562,False,Søndre Fasanvej,tertiary,50,36.861000000000004,"LINESTRING (12.5171345 55.6687498, 12.5171252 55.6689, 12.5171222 55.6689509, 12.5171144 55.6690811)",,,,,,,,
10779049,10779050,0,2903781,False,Hospitalsvej,residential,50,87.23400000000001,"LINESTRING (12.5293099 55.678889, 12.5294546 55.679218, 12.5295107 55.6793456, 12.5296619 55.6796479)",,,,,,,,
10779049,3185192023,0,237353976,False,Smallegade,tertiary,50,239.58400000000003,"LINESTRING (12.5293099 55.678889, 12.5299509 55.6788103, 12.5301713 55.6787833, 12.5304497 55.6787491, 12.5308663 55.678698, 12.5314183 55.6786303, 12.5318982 55.6785714, 12.5321496 55.6785402, 12.532299 55.6785222, 12.5323265 55.6785182, 12.5323996 55.6785075, 12.532684 55.6784657, 12.5330267 55.6783957)",2,,,,,,,
10779049,792864,0,356696510,False,Smallegade,tertiary,50,77.69800000000001,"LINESTRING (12.5293099 55.678889, 12.5287522 55.6789559, 12.5284857 55.6789879, 12.528312 55.6790048, 12.5282654 55.6790084, 12.5280937 55.6790218)",,,,,,,,
