u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
1218118677,1218118634,0,9256800,False,,Jernbane Allé,tertiary,50,5.842,"LINESTRING (12.4952677 55.6827293, 12.4951849 55.6827534)",,,,,,,,
1218121647,1218118634,0,9256800,False,,Jernbane Allé,tertiary,50,20.973,"LINESTRING (12.4949089 55.68286, 12.4951849 55.6827534)",,,,,,,,
1218121647,69364580,0,9256800,False,,Jernbane Allé,tertiary,50,2.067,"LINESTRING (12.4949089 55.68286, 12.4948811 55.68287)",,,,,,,,
1236989662,6920032032,0,420541546,False,6,Torvegade,tertiary,50,32.491,"LINESTRING (12.5881099 55.6742128, 12.5884702 55.6740028)",,,,,,,,
1311740564,288266315,0,161964141,False,2,Amagerfælledvej,tertiary,50,21.956,"LINESTRING (12.5939206 55.655509, 12.5940782 55.6553327)",,,,,,,,
1311740564,5114643216,0,161964141,False,2,Amagerfælledvej,tertiary,50,106.789,"LINESTRING (12.5939206 55.655509, 12.5930403 55.656331)",,,,,,,,
1311985268,7043485241,0,161964141,False,2,Amagerfælledvej,tertiary,50,6.713,"LINESTRING (12.5941715 55.6550956, 12.5941874 55.6550359)",,,,,,,,
1311985268,2699661786,0,161964141,False,2,Amagerfælledvej,tertiary,50,11.929,"LINESTRING (12.5941715 55.6550956, 12.5941518 55.6552023)",,,,,,,,
1331044336,6503260,0,27359107,True,1,Kronprinsessegade,residential,40,17.008,"LINESTRING (12.5835306 55.685924, 12.5836301 55.6860663)",,,,,,,,
1477320632,1552939206,0,590239997,False,,Lundtoftegade,tertiary,50,18.736,"LINESTRING (12.5385721 55.7000418, 12.5383968 55.6999053)",,,,,,,,
1552939204,7424040147,0,590239997,False,,Lundtoftegade,tertiary,50,8.08,"LINESTRING (12.5382583 55.6997125, 12.5382813 55.699784)",,,,,,,,
1552939204,7512157739,0,590239997,False,,Lundtoftegade,tertiary,50,9.68,"LINESTRING (12.5382583 55.6997125, 12.5382864 55.6996269)",,,,,,,,
1552939204,7424040139,0,141883056,False,,Bregnerødgade,cycleway,,15.817,"LINESTRING (12.5382583 55.6997125, 12.5380087 55.6996913)",,,,,,,,
1552939206,1477320632,0,590239997,False,,Lundtoftegade,tertiary,50,18.736,"LINESTRING (12.5383968 55.6999053, 12.5385721 55.7000418)",,,,,,,,
1552939206,3296230849,0,590239997,False,,Lundtoftegade,tertiary,50,8.745,"LINESTRING (12.5383968 55.6999053, 12.5383223 55.6998388)",,,,,,,,
1574166954,2855855754,0,827602422,False,2,Vester Voldgade,residential,50,5.982,"LINESTRING (12.5693469 55.6763109, 12.5694204 55.6762766)",,,,,,,,
1574166954,2858167698,0,161641203,False,2,Vester Voldgade,residential,50,4.459,"LINESTRING (12.5693469 55.6763109, 12.5692929 55.676337)",,,,,,,,
1574166954,7726386206,0,827602423,True,,,cycleway,,12.499,"LINESTRING (12.5693469 55.6763109, 12.5693853 55.6762006)",,,,,,,,
1598991179,1098944196,0,27153744,False,2,Klaksvigsgade,residential,50,37.652,"LINESTRING (12.5799957 55.6668682, 12.5794798 55.6670414)",,,,,,,,
1598991179,7726663,0,175968022,True,,Klaksvigsgade,residential,50,7.342,"LINESTRING (12.5799957 55.6668682, 12.5800976 55.6668357)",,,,,,,,
1614321311,7836945749,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,10.963,"LINESTRING (12.5150719 55.6547292, 12.5152156 55.6546731)",,,,,,,,
1614321311,1614321312,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,12.616,"LINESTRING (12.5150719 55.6547292, 12.5149043 55.6547919)",,,,,,,,
1614321312,1614321311,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,12.616,"LINESTRING (12.5149043 55.6547919, 12.5150719 55.6547292)",,,,,,,,
1614321312,3338571874,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,23.997,"LINESTRING (12.5149043 55.6547919, 12.5145872 55.6549126)",,,,,,,,
1626156190,3338571739,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,118.118,"LINESTRING (12.5166188 55.6541173, 12.5181659 55.6535119)",,,,,,,,
1626156190,3338571737,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,26.53,"LINESTRING (12.5166188 55.6541173, 12.5162747 55.654256)",,,,,,,,
1626156205,576709,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,28.958,"LINESTRING (12.5200002 55.6529031, 12.5204607 55.6529209)",,,,,,,,
1626156205,576710,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,10.919,"LINESTRING (12.5200002 55.6529031, 12.5198262 55.6529055)",,,,,,,,
1626156214,3474118286,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,9.107,"LINESTRING (12.5196377 55.6529391, 12.5197761 55.6529144)",,,,,,,,
1626156214,1783390939,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,53.544,"LINESTRING (12.5196377 55.6529391, 12.5189303 55.6532085)",,,,,,,,
1628550490,300094233,0,1987828,True,,Christian IX's Gade,tertiary,40,57.21,"LINESTRING (12.5807969 55.6825525, 12.5809251 55.6820431)",,,,,,,,
1649562464,1787984573,0,87341562,False,,Søndre Fasanvej,tertiary,50,9.676,"LINESTRING (12.5171667 55.6683815, 12.5171586 55.6684684)",,,,,,,,
1649562464,1650039534,0,162089321,False,,Søndre Fasanvej,tertiary,50,11.837,"LINESTRING (12.5171667 55.6683815, 12.5171767 55.6682752)",,,,,,,,
1649562493,1787984573,0,87341562,False,,Søndre Fasanvej,tertiary,50,8.262,"LINESTRING (12.5171516 55.6685426, 12.5171586 55.6684684)",,,,,,,,
1649562493,1650039510,0,87341562,False,,Søndre Fasanvej,tertiary,50,12.249,"LINESTRING (12.5171516 55.6685426, 12.5171413 55.6686526)",,,,,,,,
1650039510,1649562493,0,87341562,False,,Søndre Fasanvej,tertiary,50,12.249,"LINESTRING (12.5171413 55.6686526, 12.5171516 55.6685426)",,,,,,,,
1650039510,10776943,0,87341562,False,,Søndre Fasanvej,tertiary,50,10.817,"LINESTRING (12.5171413 55.6686526, 12.5171345 55.6687498)",,,,,,,,
1696146824,3338571874,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,27.094,"LINESTRING (12.5142292 55.6550489, 12.5145872 55.6549126)",,,,,,,,
1696146824,3339256310,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,55.741,"LINESTRING (12.5142292 55.6550489, 12.5134897 55.6553268)",,,,,,,,
1702640265,698029,0,86369996,False,3,Esplanaden,residential,50,72.041,"LINESTRING (12.5939691 55.6877383, 12.5928421 55.6876112)",,,,,,,,
1710546659,4887926439,0,237108784,False,2,Gasværksvej,tertiary,50,11.095,"LINESTRING (12.5557909 55.6721438, 12.5557109 55.6722328)",,,,,,,,
1710546659,298956675,0,237108784,False,2,Gasværksvej,tertiary,50,5.006,"LINESTRING (12.5557909 55.6721438, 12.555832 55.6721052)",,,,,,,,
1739173320,5114643216,0,161964141,False,2,Amagerfælledvej,tertiary,50,16.958,"LINESTRING (12.592901 55.6564617, 12.5930403 55.656331)",,,,,,,,
1739173320,1303516923,0,129370597,False,2,Amagerfælledvej,tertiary,50,33.558,"LINESTRING (12.592901 55.6564617, 12.5926258 55.6567205)",,,,,,,,
1783390939,20908382,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,29.447,"LINESTRING (12.5189303 55.6532085, 12.5185482 55.6533623)",,,,,,,,
1783390939,1626156214,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,53.544,"LINESTRING (12.5189303 55.6532085, 12.5196377 55.6529391)",,,,,,,,
1787984573,1649562464,0,87341562,False,,Søndre Fasanvej,tertiary,50,9.676,"LINESTRING (12.5171586 55.6684684, 12.5171667 55.6683815)",,,,,,,,
1787984573,1649562493,0,87341562,False,,Søndre Fasanvej,tertiary,50,8.262,"LINESTRING (12.5171586 55.6684684, 12.5171516 55.6685426)",,,,,,,,
2182156271,7712509,0,83348641,False,,Vordingborggade,tertiary,50,32.115,"LINESTRING (12.5876078 55.7083532, 12.5880101 55.7085322)",,,,,,,,
2182156271,7712505,0,83348641,False,,Vordingborggade,tertiary,50,15.292,"LINESTRING (12.5876078 55.7083532, 12.5874133 55.7082701)",,,,,,,,
2255813399,2351918021,0,3993672,False,,Frederik V's Vej,residential,40,27.655,"LINESTRING (12.5678696 55.6977355, 12.5675725 55.6979194)",,,,,,,,
2283813942,1079726888,0,83348641,False,,Vordingborggade,tertiary,50,32.248,"LINESTRING (12.5858503 55.7079647, 12.586365 55.707961)",,,,,,,,
2283813942,17343195,0,83348641,False,,Vordingborggade,tertiary,50,7.807,"LINESTRING (12.5858503 55.7079647, 12.5857257 55.7079637)",,,,,,,,
2317403772,792009,0,161635366,False,2,Enghavevej,tertiary,50,10.513,"LINESTRING (12.5443438 55.6676405, 12.5442947 55.6675501)",,,,,,,,
2317403772,298870636,0,161635366,False,2,Enghavevej,tertiary,50,59.059,"LINESTRING (12.5443438 55.6676405, 12.5446267 55.6681471)",,,,,,,,
2327477960,278192260,0,359163715,False,2,Øster Allé,tertiary,40,8.802,"LINESTRING (12.5645233 55.7055485, 12.564407 55.7055929)",,,,,,,,
2327477960,2327477959,0,419983497,False,2,Øster Allé,tertiary,40,114.451,"LINESTRING (12.5645233 55.7055485, 12.5658428 55.7048367)",,,,,,,,
2327477961,278192260,0,359163715,False,2,Øster Allé,tertiary,40,7.16,"LINESTRING (12.5643004 55.7056161, 12.564407 55.7055929)",,,,,,,,
2327477961,6488665,0,359163715,False,2,Øster Allé,tertiary,40,6.85,"LINESTRING (12.5643004 55.7056161, 12.5641938 55.7056298)",,,,,,,,
2332712198,298497229,0,330748694,False,,Øster Søgade,residential,50,32.465,"LINESTRING (12.5728527 55.6915273, 12.572491 55.6913183)",,,,,,,,
2332712198,8538463,0,330748694,False,,Øster Søgade,residential,50,9.677,"LINESTRING (12.5728527 55.6915273, 12.5729594 55.6915902)",,,,,,,,
2332712200,8538452,0,330748694,False,,Øster Søgade,residential,50,23.307,"LINESTRING (12.5748861 55.692785, 12.5746304 55.6926328)",,,,,,,,
2332712200,8536111,0,330748694,False,,Øster Søgade,residential,50,18.567,"LINESTRING (12.5748861 55.692785, 12.5750529 55.692923)",,,,,,,,
2332712201,8536113,0,330748694,False,,Øster Søgade,residential,50,12.246,"LINESTRING (12.576288 55.6943045, 12.5761644 55.6942192)",,,,,,,,
2332712201,4895317487,0,330748694,False,,Øster Søgade,residential,50,6.85,"LINESTRING (12.576288 55.6943045, 12.5763691 55.6943458)",,,,,,,,
2332712202,4895317487,0,330748694,False,,Øster Søgade,residential,50,22.971,"LINESTRING (12.5766409 55.6944844, 12.5763691 55.6943458)",,,,,,,,
2332712202,8538444,0,330748694,False,,Øster Søgade,residential,50,14.561,"LINESTRING (12.5766409 55.6944844, 12.5768222 55.6945663)",,,,,,,,
2338083477,706815,0,660124255,True,1,Gothersgade,tertiary,50,18.621,"LINESTRING (12.5809741 55.6825952, 12.580712 55.682674)",,,,,,,,
2338083478,1184688376,0,27359107,True,1,Kronprinsessegade,residential,40,116.907,"LINESTRING (12.5808874 55.6828236, 12.5816731 55.6837771)",,,,,,,,
2338083479,1026688239,0,27359107,True,1,Kronprinsessegade,residential,40,15.128,"LINESTRING (12.5825052 55.6847338, 12.5826212 55.6848531)",,,,,,,,
2338083480,1331044336,0,27359107,True,1,Kronprinsessegade,residential,40,80.015,"LINESTRING (12.582992 55.6852716, 12.5835306 55.685924)",,,,,,,,
2351918021,2255813399,0,3993672,False,,Frederik V's Vej,residential,40,27.655,"LINESTRING (12.5675725 55.6979194, 12.5678696 55.6977355)",,,,,,,,
2351918021,21770177,0,3993672,False,,Frederik V's Vej,residential,40,10.514,"LINESTRING (12.5675725 55.6979194, 12.5674595 55.6979893)",,,,,,,,
2396316698,534922762,0,36523013,True,2,Gothersgade,tertiary,50,47.649,"LINESTRING (12.5851487 55.6814803, 12.5844644 55.6816668)",,,,,,,,
2516856980,1181499859,0,112262469,True,,,service,,15.29,"LINESTRING (12.5662001 55.6729279, 12.566294 55.6730548)",,,no,,,,,
2516856983,2516856980,0,112262469,True,,,service,,3.272,"LINESTRING (12.566183 55.6729001, 12.5662001 55.6729279)",,,no,,,,,
2522851854,8538443,0,27201308,False,,Øster Søgade,residential,50,17.354,"LINESTRING (12.5777172 55.6950098, 12.5775064 55.6949086)",,,,,,,,
2699661786,1311985268,0,161964141,False,2,Amagerfælledvej,tertiary,50,11.929,"LINESTRING (12.5941518 55.6552023, 12.5941715 55.6550956)",,,,,,,,
2699661786,6886519188,0,161964141,False,2,Amagerfælledvej,tertiary,50,10.899,"LINESTRING (12.5941518 55.6552023, 12.5940991 55.6552957)",,,,,,,,
2737213858,287508101,0,160081053,False,4,Ved Vesterport,tertiary,50,7.867,"LINESTRING (12.5622613 55.6754457, 12.5623751 55.6754755)",,,,,,,,
2737213858,2931115235,0,160081053,False,4,Ved Vesterport,tertiary,50,2.317,"LINESTRING (12.5622613 55.6754457, 12.5622278 55.6754369)",,,,,,,,
2737213864,3262975600,0,160081053,False,4,Ved Vesterport,tertiary,50,31.675,"LINESTRING (12.562568 55.6755313, 12.5630175 55.6756613)",,,,,,,,
2737213864,2931115240,0,160081053,False,4,Ved Vesterport,tertiary,50,9.653,"LINESTRING (12.562568 55.6755313, 12.562431 55.6754917)",,,,,,,,
2855855754,7726386207,0,827602422,False,2,Vester Voldgade,residential,50,57.913,"LINESTRING (12.5694204 55.6762766, 12.5701125 55.6759317)",,,,,,,,
2855855754,1574166954,0,827602422,False,2,Vester Voldgade,residential,50,5.982,"LINESTRING (12.5694204 55.6762766, 12.5693469 55.6763109)",,,,,,,,
2899149634,268690828,0,289716335,True,2,Kongens Nytorv,primary,50,16.37,"LINESTRING (12.5872206 55.680736, 12.5873438 55.6808658)",O2,,,,,,,
2899149635,6088923952,0,4369466,True,2,Kongens Nytorv,primary,50,11.728,"LINESTRING (12.5872121 55.6809003, 12.5870469 55.6809498)",O2,,,,,,,
2911789916,4502499811,0,83348641,False,,Vordingborggade,tertiary,50,10.954,"LINESTRING (12.5870081 55.7080821, 12.5871431 55.7081447)",,,,,,,,
2911789916,7712503,0,83348641,False,,Vordingborggade,tertiary,50,11.806,"LINESTRING (12.5870081 55.7080821, 12.586844 55.7080299)",,,,,,,,
2931115235,2737213858,0,160081053,False,4,Ved Vesterport,tertiary,50,2.317,"LINESTRING (12.5622278 55.6754369, 12.5622613 55.6754457)",,,,,,,,
2931115235,7726672,0,160081053,False,4,Ved Vesterport,tertiary,50,18.363,"LINESTRING (12.5622278 55.6754369, 12.5619623 55.6753672)",,,,,,,,
2931115240,2737213864,0,160081053,False,4,Ved Vesterport,tertiary,50,9.653,"LINESTRING (12.562431 55.6754917, 12.562568 55.6755313)",,,,,,,,
2931115240,287508101,0,160081053,False,4,Ved Vesterport,tertiary,50,3.941,"LINESTRING (12.562431 55.6754917, 12.5623751 55.6754755)",,,,,,,,
3035052614,268690821,0,4369466,True,2,Kongens Nytorv,primary,50,8.479,"LINESTRING (12.5854097 55.6814063, 12.58529 55.6814418)",O2,,,,,,,
3035052617,697822,0,1702965,True,1,Nyhavn,residential,50,8.555,"LINESTRING (12.5871306 55.6805161, 12.5870075 55.6805493)",,,,,,,,
3098681289,31875687,0,58701144,True,,Edel Sauntes Allé,unclassified,40,15.73,"LINESTRING (12.5633343 55.7027643, 12.5633268 55.7026229)",,,,,,,,
3098681290,24607724,0,58701144,True,,Edel Sauntes Allé,unclassified,40,12.33,"LINESTRING (12.5634034 55.7030364, 12.5633628 55.7029279)",,,,,,,,
3098681291,24607726,0,58701144,True,,Edel Sauntes Allé,unclassified,40,17.065,"LINESTRING (12.5637908 55.7034829, 12.5636379 55.7033559)",,,,,,,,
3262975600,7224402,0,160081053,False,4,Ved Vesterport,tertiary,50,12.528,"LINESTRING (12.5630175 55.6756613, 12.5631953 55.6757127)",,,,,,,,
3262975600,2737213864,0,160081053,False,4,Ved Vesterport,tertiary,50,31.675,"LINESTRING (12.5630175 55.6756613, 12.562568 55.6755313)",,,,,,,,
3296230849,1552939206,0,590239997,False,,Lundtoftegade,tertiary,50,8.745,"LINESTRING (12.5383223 55.6998388, 12.5383968 55.6999053)",,,,,,,,
3296230849,7424040147,0,590239997,False,,Lundtoftegade,tertiary,50,6.613,"LINESTRING (12.5383223 55.6998388, 12.5382813 55.699784)",,,,,,,,
3338571737,1626156190,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,26.53,"LINESTRING (12.5162747 55.654256, 12.5166188 55.6541173)",,,,,,,,
3338571737,411612576,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,14.792,"LINESTRING (12.5162747 55.654256, 12.5160828 55.6543333)",,,,,,,,
3338571739,20908382,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,29.188,"LINESTRING (12.5181659 55.6535119, 12.5185482 55.6533623)",,,,,,,,
3338571739,1626156190,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,118.118,"LINESTRING (12.5181659 55.6535119, 12.5166188 55.6541173)",,,,,,,,
3338571874,1614321312,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,23.997,"LINESTRING (12.5145872 55.6549126, 12.5149043 55.6547919)",,,,,,,,
3338571874,1696146824,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,27.094,"LINESTRING (12.5145872 55.6549126, 12.5142292 55.6550489)",,,,,,,,
3338571877,3339256310,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,26.03,"LINESTRING (12.5131526 55.6554633, 12.5134897 55.6553268)",,,,,,,,
3338571877,576713,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,75.828,"LINESTRING (12.5131526 55.6554633, 12.5121679 55.6558588)",,,,,,,,
3339256310,1696146824,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,55.741,"LINESTRING (12.5134897 55.6553268, 12.5142292 55.6550489)",,,,,,,,
3339256310,3338571877,0,2522458,False,2,Carl Jacobsens Vej,tertiary,50,26.03,"LINESTRING (12.5134897 55.6553268, 12.5131526 55.6554633)",,,,,,,,
3474118286,576710,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,3.295,"LINESTRING (12.5197761 55.6529144, 12.5198262 55.6529055)",,,,,,,,
3474118286,1626156214,0,366705486,False,2,Carl Jacobsens Vej,tertiary,50,9.107,"LINESTRING (12.5197761 55.6529144, 12.5196377 55.6529391)",,,,,,,,
3498486899,20925447,0,4288832,True,,Elmegade,residential,40,57.181,"LINESTRING (12.5592813 55.690084, 12.5584821 55.689836)",,,,,,,,
3498486900,20925446,0,4288832,True,,Elmegade,residential,40,10.354,"LINESTRING (12.5596403 55.6902381, 12.5595158 55.6901769)",,,,,,,,
3626959237,3953903118,0,409319710,False,,Otto Busses Vej,residential,50,36.296,"LINESTRING (12.5568836 55.6616318, 12.5566139 55.661343)",,,,,,,,
3626959237,3953903120,0,392125582,False,,Otto Busses Vej,residential,50,95.416,"LINESTRING (12.5568836 55.6616318, 12.5554781 55.6619601)",,,,,,,,
3626959237,6651812343,0,392125582,False,,Otto Busses Vej,residential,50,42.484,"LINESTRING (12.5568836 55.6616318, 12.5575082 55.661484)",,,,,,,,
3629166665,4199695794,0,357792888,False,2,Øster Allé,tertiary,40,5.935,"LINESTRING (12.5638624 55.7056117, 12.5639539 55.7056255)",,,,,,,,
3629166665,4199695687,0,419983495,True,2,Øster Allé,tertiary,40,17.328,"LINESTRING (12.5638624 55.7056117, 12.5635911 55.7055814)",,,,,,,,
3635219649,6359420313,0,112262469,True,,,service,,3.026,"LINESTRING (12.5669344 55.6722071, 12.5668905 55.6722184)",,,no,,,,,
3676767770,5423479385,0,537400024,False,5,Nørre Søgade,tertiary,50,13.261,"LINESTRING (12.5605686 55.681231, 12.5606679 55.6813363)",,,,,,,,
3676767770,375465,0,654821500,False,5,Nørre Søgade,tertiary,50,12.45,"LINESTRING (12.5605686 55.681231, 12.5604964 55.6811267)",,,,,,,,
3676767770,5680294246,0,654821499,True,,Gyldenløvesgade,cycleway,,11.804,"LINESTRING (12.5605686 55.681231, 12.5604003 55.6812786)",,,,,,,,
3678079204,6882230761,0,161635366,False,2,Enghavevej,tertiary,50,13.077,"LINESTRING (12.5453972 55.6694514, 12.5453336 55.6693394)",,,,,,,,
3678079204,7235771,0,161635366,False,2,Enghavevej,tertiary,50,3.905,"LINESTRING (12.5453972 55.6694514, 12.545417 55.6694847)",,,,,,,,
3953903114,279927900,0,335384249,False,,Otto Busses Vej,residential,15,25.34,"LINESTRING (12.5555523 55.6608585, 12.5552068 55.6607404)",,,,,,,,
3953903114,3953903116,0,409319710,False,,Otto Busses Vej,residential,50,54.546,"LINESTRING (12.5555523 55.6608585, 12.556284 55.6611236)",,,,,,,,
3953903116,3953903114,0,409319710,False,,Otto Busses Vej,residential,50,54.546,"LINESTRING (12.556284 55.6611236, 12.5555523 55.6608585)",,,,,,,,
3953903116,3953903117,0,409319710,False,,Otto Busses Vej,residential,50,19.631,"LINESTRING (12.556284 55.6611236, 12.5565066 55.6612477)",,,,,,,,
3953903117,3953903116,0,409319710,False,,Otto Busses Vej,residential,50,19.631,"LINESTRING (12.5565066 55.6612477, 12.556284 55.6611236)",,,,,,,,
3953903117,3953903118,0,409319710,False,,Otto Busses Vej,residential,50,12.553,"LINESTRING (12.5565066 55.6612477, 12.5566139 55.661343)",,,,,,,,
3953903118,3953903117,0,409319710,False,,Otto Busses Vej,residential,50,12.553,"LINESTRING (12.5566139 55.661343, 12.5565066 55.6612477)",,,,,,,,
3953903118,3626959237,0,409319710,False,,Otto Busses Vej,residential,50,36.296,"LINESTRING (12.5566139 55.661343, 12.5568836 55.6616318)",,,,,,,,
4199695794,4199695796,0,357792888,False,2,Øster Allé,tertiary,40,5.927,"LINESTRING (12.5639539 55.7056255, 12.5640474 55.7056336)",,,,,,,,
4199695794,3629166665,0,357792888,False,2,Øster Allé,tertiary,40,5.935,"LINESTRING (12.5639539 55.7056255, 12.5638624 55.7056117)",,,,,,,,
4199695795,6488665,0,357792888,False,2,Øster Allé,tertiary,40,4.566,"LINESTRING (12.5641212 55.7056334, 12.5641938 55.7056298)",,,,,,,,
4199695795,4199695796,0,357792888,False,2,Øster Allé,tertiary,40,4.624,"LINESTRING (12.5641212 55.7056334, 12.5640474 55.7056336)",,,,,,,,
4199695796,4199695795,0,357792888,False,2,Øster Allé,tertiary,40,4.624,"LINESTRING (12.5640474 55.7056336, 12.5641212 55.7056334)",,,,,,,,
4199695796,4199695794,0,357792888,False,2,Øster Allé,tertiary,40,5.927,"LINESTRING (12.5640474 55.7056336, 12.5639539 55.7056255)",,,,,,,,
4252257567,7244208,0,2383977,True,1,Nyhavn,residential,50,108.502,"LINESTRING (12.5927484 55.6790338, 12.5911737 55.6794386)",,,,,,,,
4288438529,4252257567,0,2383977,True,1,Nyhavn,residential,50,7.7,"LINESTRING (12.5928556 55.679, 12.5927484 55.6790338)",,,,,,,,
