length,coverage,directness,poi_coverage,components,efficiency_global,efficiency_local
2.400657172871662,5.022557065505205,0.9986142950377894,0,2,0.2713134896479521,0
5.705297643122216,11.101627062014439,0.9900356386476401,0,3,0.22536084521140198,0.0
14.592367726782296,23.09663609089153,0.6653294956557242,0,2,0.3505761106801125,0.0
14.592367726782296,23.09663609089153,0.6720421969785664,0,2,0.3505761106801125,0.0
15.791650054843913,24.86093263886004,0.709778210418068,0,2,0.3441044481627854,0.0
18.065457753753986,28.264009281703643,0.7352432554030038,0,2,0.36434353740303993,0.0
20.542284186197968,31.53889317904637,0.7371044635998902,0,2,0.3505556678397201,0.0
22.89071176034353,35.36566085240438,0.7735035430780692,0,2,0.37468542416820677,0.0
23.89591973690816,35.682167915328215,0.8508382373792941,0,2,0.41029111763981674,0.0
31.4242939004865,45.56271206411358,0.8521066188830038,0,2,0.37988360311591585,0.0
32.94808241024374,45.95651212265899,0.5074008746695183,0,1,0.5244506092648454,0.0
37.369428700567035,48.174364418659835,0.7042751127536607,0,1,0.5984253441438502,0.0
40.49642993002929,49.93142188147404,0.7231881962438897,0,1,0.5867785994198401,0.0
42.769933925415806,50.36996913908353,0.7184424890066582,0,1,0.5898756273530529,0.0
46.85195199766306,53.86595116654595,0.7354234308288962,0,1,0.560560541467789,0.0
48.02582380392435,55.72393594632494,0.7331553131363903,0,1,0.563181947139204,0.0
52.33864677737607,59.06547637217134,0.7220894692575892,0,1,0.5487614883002271,0.0
52.33864677737607,59.06547637217134,0.7261325571099801,0,1,0.5487614883002271,0.0
53.71751364621686,59.77196903048348,0.7323682205296276,0,1,0.5558580247900895,0.0
58.19211549901201,60.93068294827283,0.7376795229812408,0,1,0.5695722470133356,0.0
69.13296655110068,65.01038588402795,0.7135338367736691,0,1,0.6076769304216783,0.0
69.13296655110068,65.01038588402795,0.7046048655920734,0,1,0.6076769304216783,0.0
69.13296655110068,65.01038588402795,0.7124845636024288,0,1,0.6076769304216783,0.0
69.13296655110068,65.01038588402795,0.7083870179930886,0,1,0.6191681402102512,0.0
75.6563377305774,69.69332447840651,0.7102557150739186,0,1,0.6235199311432424,0.0
75.92115023887266,69.69330874885284,0.736920290134815,0,1,0.6353325873275582,0.0
77.38141922897942,69.79541840764279,0.7367036063591367,0,1,0.6371208682237189,0.0
77.38141922897942,69.79541840764279,0.7365226628918011,0,1,0.6371208682237189,0.0
81.07942153110035,70.84448424899811,0.7330288715493135,0,1,0.6418525672828977,0.0
83.01194998897736,71.19354736608396,0.737193517225788,0,1,0.6489751640921875,0.0
92.51781280621276,72.24599693600786,0.7333529801086521,0,1,0.6518725995306016,0.0
92.51781280621276,72.24599693600786,0.7296416692296752,0,1,0.6518725995306016,0.0
92.51781280621276,72.24599693600786,0.7382549918926289,0,1,0.6518725995306016,0.0
92.51781280621276,72.24599693600786,0.7268585181492062,0,1,0.6518725995306016,0.0
110.71453875405196,74.99215518394942,0.760696155477431,0,1,0.6626392925303821,0.0
110.71453875405196,74.99215518394942,0.736289721285749,0,1,0.6626392925303821,0.0
110.71453875405196,74.99215518394942,0.7428425877451883,0,1,0.6626392925303821,0.0
110.71453875405196,74.99215518394942,0.7450321609729148,0,1,0.6626392925303821,0.0
110.71453875405196,74.99215518394942,0.7500777695984658,0,1,0.6626392925303821,0.0
110.71453875405196,74.99215518394942,0.740778489583722,0,1,0.6626392925303821,0.0
