u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,service,tunnel,access
61340777,7640821569,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.498,"LINESTRING (-71.08947809999999 42.3508433, -71.089512 42.3509059)",,,,
61340777,5264335839,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.643,"LINESTRING (-71.08947809999999 42.3508433, -71.08944030000001 42.3507805)",,,,
61340777,5264332858,0,485271439,True,2,,Beacon Street,secondary,25 mph,7.3,11.609,"LINESTRING (-71.08947809999999 42.3508433, -71.08961050000001 42.3508069)",,,,
61340937,5599241951,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,12.949,"LINESTRING (-71.0649238 42.3510563, -71.06508100000001 42.3510643)",,,,
61340937,6047144093,0,242660643,True,2,,Stuart Street,secondary,25 mph,20.7,4.634,"LINESTRING (-71.0649238 42.3510563, -71.06487250000001 42.351039)",,,,
61341735,61341737,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,16.299,"LINESTRING (-71.062461 42.35345, -71.062387 42.353586)",,,,
61341736,61341735,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,23.15,"LINESTRING (-71.062527 42.3532476, -71.062461 42.35345)",,,,
61341737,61341738,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,19.059,"LINESTRING (-71.062387 42.353586, -71.062288 42.353741)",,,,
61341738,7715496422,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,1.532,"LINESTRING (-71.062288 42.353741, -71.0622796 42.3537533)",,,,
61341739,61494915,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,5.669,"LINESTRING (-71.06223199999999 42.353823, -71.062191 42.353864)",,,,
61342314,4687378978,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,15.187,"LINESTRING (-71.08870279999999 42.3492706, -71.0887599 42.3494005)",,,,
61342314,7550355829,0,8645337,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,8.727,"LINESTRING (-71.08870279999999 42.3492706, -71.0886715 42.3491956)",yes,,,
61342821,61342823,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,56.416,"LINESTRING (-71.0868444 42.345461, -71.087062 42.3459422)",,,,
61342821,1325750492,0,485286877,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,65.89,"LINESTRING (-71.0868444 42.345461, -71.08657119999999 42.3449039)",,,,
61342823,7725900994,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,51.114,"LINESTRING (-71.087062 42.3459422, -71.0872742 42.3463743)",,,,
61342823,61342821,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,56.416,"LINESTRING (-71.087062 42.3459422, -71.0868444 42.345461)",,,,
61342883,5197251821,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,6.235,"LINESTRING (-71.0873357 42.346496, -71.0873641 42.346548)",,,,
61342883,5197250324,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,7.853,"LINESTRING (-71.0873357 42.346496, -71.0873017 42.34643)",,,,
61348124,61468989,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,37.449,"LINESTRING (-71.06199239999999 42.3540716, -71.06173200000001 42.354348)",,,,
61349182,7539742428,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,19.287,"LINESTRING (-71.0906276 42.3488573, -71.09039370000001 42.3488715)",,,,
61352744,7542547659,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,32.51,"LINESTRING (-71.0889091 42.3497098, -71.0890453 42.3499843)",,,,
61352744,7550355831,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,33.162,"LINESTRING (-71.0889091 42.3497098, -71.0887724 42.3494292)",,,,
61352744,4687381708,0,117737178,False,1,,Public Alley 905,service,15 mph,2.7,12.217,"LINESTRING (-71.0889091 42.3497098, -71.089055 42.3496887)",,alley,,
61354255,7636322209,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,9.297,"LINESTRING (-71.0625872 42.3523963, -71.0625792 42.3524797)",,,,
61354257,7755494627,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,40.925,"LINESTRING (-71.062713 42.351916, -71.06261739999999 42.3522772)",,,,
61354678,5674166795,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,6.802,"LINESTRING (-71.0890854 42.3500678, -71.0890583 42.35001)",,,,
61354678,5674166796,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.144,"LINESTRING (-71.0890854 42.3500678, -71.0891139 42.3501285)",,,,
61355328,5197250326,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,3.471,"LINESTRING (-71.0874081 42.3466254, -71.0874244 42.3466542)",,,,
61355328,5197251821,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,9.335,"LINESTRING (-71.0874081 42.3466254, -71.0873641 42.346548)",,,,
61355329,7574238907,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,29.691,"LINESTRING (-71.0875556 42.3469108, -71.0876762 42.3471625)",,,,
61355329,7725901006,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,25.229,"LINESTRING (-71.0875556 42.3469108, -71.08744799999999 42.3466983)",,,,
61355948,7539742417,0,802333196,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,13.976,"LINESTRING (-71.0887908 42.3490501, -71.0886222 42.3490666)",,,yes,
61355951,61355953,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,13.66,"LINESTRING (-71.0892363 42.3490257, -71.0890701 42.3490275)",,,,
61355953,61355948,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,23.09,"LINESTRING (-71.0890701 42.3490275, -71.0887908 42.3490501)",,,,
61355968,7539742427,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,9.858,"LINESTRING (-71.089505 42.349012, -71.0893854 42.3490188)",,,,
61355970,7539742426,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,7.941,"LINESTRING (-71.089688 42.348994, -71.0895927 42.3490058)",,,,
61355971,7539742425,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,10.52,"LINESTRING (-71.0899376 42.348948, -71.0898141 42.3489729)",,,,
61355974,61355971,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,15.34,"LINESTRING (-71.09011750000001 42.3489112, -71.0899376 42.348948)",,,,
61364147,6047144091,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,6.918,"LINESTRING (-71.06608730000001 42.3510957, -71.06616990000001 42.3510837)",,,,
61364147,61366554,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.489,"LINESTRING (-71.06608730000001 42.3510957, -71.0659967 42.351103)",,,,
61364181,2501119764,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,15.466,"LINESTRING (-71.06624650000001 42.3510679, -71.06642600000001 42.3510261)",,,,
61364181,6047144091,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,6.535,"LINESTRING (-71.06624650000001 42.3510679, -71.06616990000001 42.3510837)",,,,
61364897,7542547663,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,36.189,"LINESTRING (-71.0892724 42.3504514, -71.0894246 42.3507568)",,,,
61364897,7542547658,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,35.404,"LINESTRING (-71.0892724 42.3504514, -71.0891247 42.3501523)",,,,
61364897,6540357024,0,8648352,False,1,,Public Alley 908,service,15 mph,2.7,12.268,"LINESTRING (-71.0892724 42.3504514, -71.089412 42.3504123)",,alley,,
61366552,2500921861,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.88,"LINESTRING (-71.0658057 42.3510992, -71.0659014 42.3511036)",,,,
61366552,5599241951,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,59.68,"LINESTRING (-71.0658057 42.3510992, -71.06508100000001 42.3510643)",,,,
61366554,61364147,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.489,"LINESTRING (-71.0659967 42.351103, -71.06608730000001 42.3510957)",,,,
61366554,2500921861,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.832,"LINESTRING (-71.0659967 42.351103, -71.0659014 42.3511036)",,,,
61375918,7636322178,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,11.957,"LINESTRING (-71.06253700000001 42.353099, -71.06252979999999 42.3532064)",,,,
61376156,61376161,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,27.902,"LINESTRING (-71.06256740000001 42.3525863, -71.06255299999999 42.352837)",,,,
61376161,61376167,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,22.474,"LINESTRING (-71.06255299999999 42.352837, -71.062544 42.353039)",,,,
61376167,61375918,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,6.696,"LINESTRING (-71.062544 42.353039, -71.06253700000001 42.353099)",,,,
61451006,7606355640,0,426625722,False,,,Western Avenue,secondary,25 mph,,9.794,"LINESTRING (-71.12218900000001 42.3638333, -71.12207050000001 42.3638429)",,,,
61451006,7746087850,0,828022580,False,2,,Western Avenue,secondary,25 mph,18.3,58.417,"LINESTRING (-71.12218900000001 42.3638333, -71.12289579999999 42.3637762)",,,,
61494915,7715496420,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,21.762,"LINESTRING (-71.062191 42.353864, -71.0620381 42.3540238)",,,,
61580966,7715496465,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,1.008,"LINESTRING (-71.0629376 42.3510599, -71.06293530000001 42.3510688)",,,,
61580973,7688029788,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,5.392,"LINESTRING (-71.0628245 42.3514925, -71.06281199999999 42.3515401)",,,,
61580985,61354257,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,36.091,"LINESTRING (-71.0627969 42.3515974, -71.062713 42.351916)",,,,
1038844829,2600861586,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,5.097,"LINESTRING (-71.0897609 42.3514033, -71.0897398 42.3513602)",,,,
1818197688,5197250399,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,13.519,"LINESTRING (-71.0877461 42.347299, -71.0876875 42.3471854)",,,,
2500921861,61366554,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.832,"LINESTRING (-71.0659014 42.3511036, -71.0659967 42.351103)",,,,
2500921861,61366552,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,7.88,"LINESTRING (-71.0659014 42.3511036, -71.0658057 42.3510992)",,,,
2501119764,61364181,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,15.466,"LINESTRING (-71.06642600000001 42.3510261, -71.06624650000001 42.3510679)",,,,
2600861586,1038844829,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,5.097,"LINESTRING (-71.0897398 42.3513602, -71.0897609 42.3514033)",,,,
2600861586,7542547661,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,46.059,"LINESTRING (-71.0897398 42.3513602, -71.0895465 42.3509714)",,,,
4687378978,7550355831,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,3.353,"LINESTRING (-71.0887599 42.3494005, -71.0887724 42.3494292)",,,,
4687378978,61342314,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,15.187,"LINESTRING (-71.0887599 42.3494005, -71.08870279999999 42.3492706)",,,,
5197250324,61342883,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,7.853,"LINESTRING (-71.0873017 42.34643, -71.0873357 42.346496)",,,,
5197250324,7725900994,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,6.593,"LINESTRING (-71.0873017 42.34643, -71.0872742 42.3463743)",,,,
5197250326,7725901006,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,5.273,"LINESTRING (-71.0874244 42.3466542, -71.08744799999999 42.3466983)",,,,
5197250326,61355328,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,3.471,"LINESTRING (-71.0874244 42.3466542, -71.0874081 42.3466254)",,,,
5197250399,1818197688,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,13.519,"LINESTRING (-71.0876875 42.3471854, -71.0877461 42.347299)",,,,
5197250399,7574238907,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,2.71,"LINESTRING (-71.0876875 42.3471854, -71.0876762 42.3471625)",,,,
5197251821,61355328,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,9.335,"LINESTRING (-71.0873641 42.346548, -71.0874081 42.3466254)",,,,
5197251821,61342883,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,6.235,"LINESTRING (-71.0873641 42.346548, -71.0873357 42.346496)",,,,
5264335637,7542547661,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,4.953,"LINESTRING (-71.08952530000001 42.3509297, -71.0895465 42.3509714)",,,,
5264335637,7640821569,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.863,"LINESTRING (-71.08952530000001 42.3509297, -71.089512 42.3509059)",,,,
5264335839,61340777,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.643,"LINESTRING (-71.08944030000001 42.3507805, -71.08947809999999 42.3508433)",,,,
5264335839,7542547663,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.934,"LINESTRING (-71.08944030000001 42.3507805, -71.0894246 42.3507568)",,,,
5599241951,61366552,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,59.68,"LINESTRING (-71.06508100000001 42.3510643, -71.0658057 42.3510992)",,,,
5599241951,61340937,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,12.949,"LINESTRING (-71.06508100000001 42.3510643, -71.0649238 42.3510563)",,,,
5674166795,61354678,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,6.802,"LINESTRING (-71.0890583 42.35001, -71.0890854 42.3500678)",,,,
5674166795,7542547659,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,3.051,"LINESTRING (-71.0890583 42.35001, -71.0890453 42.3499843)",,,,
5674166796,7542547658,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.791,"LINESTRING (-71.0891139 42.3501285, -71.0891247 42.3501523)",,,,
5674166796,61354678,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.144,"LINESTRING (-71.0891139 42.3501285, -71.0890854 42.3500678)",,,,
6047144091,61364181,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,6.535,"LINESTRING (-71.06616990000001 42.3510837, -71.06624650000001 42.3510679)",,,,
6047144091,61364147,0,242652627,False,4,,Stuart Street,secondary,25 mph,20.7,6.918,"LINESTRING (-71.06616990000001 42.3510837, -71.06608730000001 42.3510957)",,,,
6160016529,61580966,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,5.654,"LINESTRING (-71.0629599 42.3510118, -71.0629376 42.3510599)",,,,
6278307930,7606355640,0,426625722,False,,,Western Avenue,secondary,25 mph,,65.822,"LINESTRING (-71.12127409999999 42.3639072, -71.12207050000001 42.3638429)",,,,
6278307930,7087115542,0,426625722,False,,,Western Avenue,secondary,25 mph,,59.954,"LINESTRING (-71.12127409999999 42.3639072, -71.1205487 42.3639658)",,,,
7087115542,6278307930,0,426625722,False,,,Western Avenue,secondary,25 mph,,59.954,"LINESTRING (-71.1205487 42.3639658, -71.12127409999999 42.3639072)",,,,
7539742425,61355970,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,10.625,"LINESTRING (-71.0898141 42.3489729, -71.089688 42.348994)",,,,
7539742426,61355968,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,7.24,"LINESTRING (-71.0895927 42.3490058, -71.089505 42.349012)",,,,
7539742427,61355951,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,12.277,"LINESTRING (-71.0893854 42.3490188, -71.0892363 42.3490257)",,,,
7539742428,7539742429,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,13.172,"LINESTRING (-71.09039370000001 42.3488715, -71.09023569999999 42.3488914)",,,,
7539742429,61355974,0,86479795,True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,9.96,"LINESTRING (-71.09023569999999 42.3488914, -71.09011750000001 42.3489112)",,,,
7542547658,61364897,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,35.404,"LINESTRING (-71.0891247 42.3501523, -71.0892724 42.3504514)",,,,
7542547658,5674166796,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.791,"LINESTRING (-71.0891247 42.3501523, -71.0891139 42.3501285)",,,,
7542547659,5674166795,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,3.051,"LINESTRING (-71.0890453 42.3499843, -71.0890583 42.35001)",,,,
7542547659,61352744,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,32.51,"LINESTRING (-71.0890453 42.3499843, -71.0889091 42.3497098)",,,,
7542547661,2600861586,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,46.059,"LINESTRING (-71.0895465 42.3509714, -71.0897398 42.3513602)",,,,
7542547661,5264335637,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,4.953,"LINESTRING (-71.0895465 42.3509714, -71.08952530000001 42.3509297)",,,,
7542547663,5264335839,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.934,"LINESTRING (-71.0894246 42.3507568, -71.08944030000001 42.3507805)",,,,
7542547663,61364897,0,825263829,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,36.189,"LINESTRING (-71.0894246 42.3507568, -71.0892724 42.3504514)",,,,
7550355831,61352744,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,33.162,"LINESTRING (-71.0887724 42.3494292, -71.0889091 42.3497098)",,,,
7550355831,4687378978,0,286489353,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,3.353,"LINESTRING (-71.0887724 42.3494292, -71.0887599 42.3494005)",,,,
7574238907,5197250399,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,2.71,"LINESTRING (-71.0876762 42.3471625, -71.0876875 42.3471854)",,,,
7574238907,61355329,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,29.691,"LINESTRING (-71.0876762 42.3471625, -71.0875556 42.3469108)",,,,
7606355640,61451006,0,426625722,False,,,Western Avenue,secondary,25 mph,,9.794,"LINESTRING (-71.12207050000001 42.3638429, -71.12218900000001 42.3638333)",,,,
7606355640,6278307930,0,426625722,False,,,Western Avenue,secondary,25 mph,,65.822,"LINESTRING (-71.12207050000001 42.3638429, -71.12127409999999 42.3639072)",,,,
7636322178,61341736,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,4.587,"LINESTRING (-71.06252979999999 42.3532064, -71.062527 42.3532476)",,,,
7636322207,61354255,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,10.336,"LINESTRING (-71.0626101 42.3523049, -71.0625872 42.3523963)",,,,
7636322209,61376156,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,11.893,"LINESTRING (-71.0625792 42.3524797, -71.06256740000001 42.3525863)",,,,
7640821569,5264335637,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,2.863,"LINESTRING (-71.089512 42.3509059, -71.08952530000001 42.3509297)",,,,
7640821569,61340777,0,485271442,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,7.498,"LINESTRING (-71.089512 42.3509059, -71.08947809999999 42.3508433)",,,,
7640821569,7640821570,0,825290063,True,,,,cycleway,,1.5,11.389,"LINESTRING (-71.089512 42.3509059, -71.08964210000001 42.3508706)",,,,
7688029788,61580985,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,6.491,"LINESTRING (-71.06281199999999 42.3515401, -71.0627969 42.3515974)",,,,
7688029791,61580973,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,5.052,"LINESTRING (-71.06283620000001 42.3514479, -71.0628245 42.3514925)",,,,
7715496420,61348124,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,6.508,"LINESTRING (-71.0620381 42.3540238, -71.06199239999999 42.3540716)",,,,
7715496422,61341739,0,333071936,True,1,,Washington Street,secondary,25 mph,16.8,8.681,"LINESTRING (-71.0622796 42.3537533, -71.06223199999999 42.353823)",,,,
7715496465,7688029791,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,42.933,"LINESTRING (-71.06293530000001 42.3510688, -71.06283620000001 42.3514479)",,,,
7725900994,5197250324,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,6.593,"LINESTRING (-71.0872742 42.3463743, -71.0873017 42.34643)",,,,
7725900994,61342823,0,507646761,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,51.114,"LINESTRING (-71.0872742 42.3463743, -71.087062 42.3459422)",,,,
7725901006,61355329,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,25.229,"LINESTRING (-71.08744799999999 42.3466983, -71.0875556 42.3469108)",,,,
7725901006,5197250326,0,43100852,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,5.273,"LINESTRING (-71.08744799999999 42.3466983, -71.0874244 42.3466542)",,,,
7755494627,7636322207,0,657718433,True,2,,Washington Street,secondary,25 mph,16.8,3.138,"LINESTRING (-71.06261739999999 42.3522772, -71.0626101 42.3523049)",,,,
61340762,5429237261,0,822623319,False,,,,path,,,8.35,"LINESTRING (-71.100273 42.3507698, -71.10036289999999 42.3508048)",,,,
61340874,327649317,0,8842467,False,,,Jamaicaway Bikepath,cycleway,,,6.645,"LINESTRING (-71.12117840000001 42.3138148, -71.1211055 42.3138406)",,,,
61342331,7658056046,0,806281882,True,2,,Hereford Street,secondary,25 mph,15.9,4.217,"LINESTRING (-71.0860519 42.3495769, -71.0860672 42.3496131)",,,,
61342363,7550355828,0,8645337,False,4,MA 2A,Massachusetts Avenue,primary,25 mph,29.0,8.748,"LINESTRING (-71.08852400000001 42.3489067, -71.08856160000001 42.3489803)",yes,,,
61342363,4687335557,0,91998191,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,9.676,"LINESTRING (-71.08852400000001 42.3489067, -71.08847799999999 42.3488266)",,,,
61343517,3058353028,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,14.525,"LINESTRING (-71.0841783 42.338649, -71.0840492 42.3387382)",,,,
61343517,3058353021,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,11.853,"LINESTRING (-71.0841783 42.338649, -71.0842873 42.3385792)",,,,
61343519,3058353021,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,44.034,"LINESTRING (-71.0846928 42.3383204, -71.0842873 42.3385792)",,,,
61343519,7755051413,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,4.699,"LINESTRING (-71.0846928 42.3383204, -71.0847361 42.3382928)",,,,
61343548,417241935,0,49666934,False,,,,cycleway,,,13.503,"LINESTRING (-71.0978365 42.3387065, -71.0977879 42.3388225)",,,,
61344058,61355355,0,485286877,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,8.751,"LINESTRING (-71.08578850000001 42.3433687, -71.08583969999999 42.3434377)",,,,
61344058,7617093534,0,677146071,False,2,,Falmouth Street,service,10 mph,10,12.817,"LINESTRING (-71.08578850000001 42.3433687, -71.08565280000001 42.3434255)",,driveway,,yes
61344397,7748212272,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,7.013,"LINESTRING (-71.083315 42.3393189, -71.08337450000001 42.3392737)",,,,
61344902,5674236922,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,7.974,"LINESTRING (-71.0877109 42.3364255, -71.0876367 42.3364717)",,,,
61349979,7761310709,0,48983695,False,4,,Summer Street,secondary,,27.7,14.332,"LINESTRING (-71.0509637 42.3505525, -71.050817 42.3504828)",,,,
61349979,1982350620,0,187589433,True,,,Summer Street,secondary,,,14.198,"LINESTRING (-71.0509637 42.3505525, -71.0510773 42.3506487)",,,,
61354359,3872424758,0,383938873,False,,,,footway,,,6.513,"LINESTRING (-71.0841559 42.3398833, -71.08420580000001 42.3398378)",,,,
61354359,7802718827,0,383938873,False,,,,footway,,,6.863,"LINESTRING (-71.0841559 42.3398833, -71.0840841 42.3399148)",,,,
61355355,61344058,0,485286877,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,8.751,"LINESTRING (-71.08583969999999 42.3434377, -71.08578850000001 42.3433687)",,,,
61355355,1325750437,0,485286877,False,4,,Massachusetts Avenue,secondary,25 mph,29.0,13.086,"LINESTRING (-71.08583969999999 42.3434377, -71.0858952 42.343548)",,,,
61357854,7755051405,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,5.734,"LINESTRING (-71.0851873 42.3380049, -71.0851345 42.3380386)",,,,
61357854,2261802524,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,47.421,"LINESTRING (-71.0851873 42.3380049, -71.085624 42.3377262)",,,,
61363912,7755051378,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,39.123,"LINESTRING (-71.0871654 42.3367658, -71.0868014 42.3369925)",,,,
61363912,7755051366,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,10.757,"LINESTRING (-71.0871654 42.3367658, -71.08726540000001 42.3367034)",,,,
61364633,64065885,0,507645403,False,,,Pierre Lallement Bike Path,cycleway,,,18.578,"LINESTRING (-71.1030726 42.3193887, -71.1029362 42.3195219)",,,,
61364633,5270268798,0,507645403,False,,,Pierre Lallement Bike Path,cycleway,,,12.699,"LINESTRING (-71.1030726 42.3193887, -71.10314099999999 42.3192863)",,,,
61395690,1029146156,0,186640200,False,,,Pierre Lallement Bike Path,cycleway,,,27.264,"LINESTRING (-71.0831441 42.3405721, -71.0832059 42.3403312)",,,,
61395690,1029146093,0,186640200,False,,,Pierre Lallement Bike Path,cycleway,,,17.911,"LINESTRING (-71.0831441 42.3405721, -71.083096 42.3407292)",,,,
61411752,3711673473,0,8842465,False,,,Jamaicaway Bikepath,cycleway,,,11.634,"LINESTRING (-71.1220137 42.3137676, -71.12209230000001 42.3136806)",,,,
61411752,64060442,0,8842465,False,,,Jamaicaway Bikepath,cycleway,,,16.081,"LINESTRING (-71.1220137 42.3137676, -71.121932 42.313899)",,,,
61412658,3872428919,0,383939209,False,,,,footway,,,4.869,"LINESTRING (-71.0831852 42.3405873, -71.0831977 42.3405445)",,,,
61412658,3872428920,0,383939209,False,,,,footway,,,5.739,"LINESTRING (-71.0831852 42.3405873, -71.0831721 42.340638)",,,,
61412721,2261802524,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,5.296,"LINESTRING (-71.0856728 42.3376951, -71.085624 42.3377262)",,,,
61412721,3874982147,0,301736990,False,2,MA 28,Columbus Avenue,primary,25 mph,24.4,5.802,"LINESTRING (-71.0856728 42.3376951, -71.0857268 42.3376615)",,,,
