u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,service,tunnel,access
1410550411,1410550402,0,127441122,False,,,,cycleway,,,8.259,"LINESTRING (-71.0888226 42.3016501, -71.0887663 42.3015886)",,,,
1410550412,1410550198,0,127441122,False,,,,cycleway,,,14.514,"LINESTRING (-71.0983579 42.3038024, -71.0985269 42.3037648)",,,,
1410550412,1410550089,0,127441122,False,,,,cycleway,,,25.673,"LINESTRING (-71.0983579 42.3038024, -71.09806020000001 42.3038719)",,,,
1410550413,1410550262,0,127441122,False,,,,cycleway,,,7.767,"LINESTRING (-71.0986932 42.3037171, -71.098771 42.3036775)",,,,
1410550413,1410550198,0,127441122,False,,,,cycleway,,,14.669,"LINESTRING (-71.0986932 42.3037171, -71.0985269 42.3037648)",,,,
1410550414,1410550056,0,127441122,False,,,,cycleway,,,8.979,"LINESTRING (-71.10126270000001 42.3009815, -71.10131370000001 42.3009101)",,,,
1410550414,1410550123,0,127441122,False,,,,cycleway,,,10.489,"LINESTRING (-71.10126270000001 42.3009815, -71.1012144 42.3010688)",,,,
1410550416,1410550410,0,127441122,False,,,,cycleway,,,5.461,"LINESTRING (-71.0990177 42.3033759, -71.0990633 42.3033402)",,,,
1410550416,1410550121,0,127441122,False,,,,cycleway,,,6.712,"LINESTRING (-71.0990177 42.3033759, -71.09896139999999 42.3034196)",,,,
1410550418,1410550344,0,127441122,False,,,,cycleway,,,35.935,"LINESTRING (-71.0953243 42.3048042, -71.0956515 42.30459)",,,,
1410550418,1410550382,0,127441122,False,,,,cycleway,,,14.84,"LINESTRING (-71.0953243 42.3048042, -71.0951902 42.3048935)",,,,
1410550421,1410550200,0,127441122,False,,,,cycleway,,,7.699,"LINESTRING (-71.10046610000001 42.3023265, -71.1005519 42.3022988)",,,,
1410550421,1410550041,0,127441122,False,,,,cycleway,,,5.173,"LINESTRING (-71.10046610000001 42.3023265, -71.1004178 42.3023563)",,,,
1410550423,1410550261,0,127441122,False,,,,cycleway,,,31.468,"LINESTRING (-71.09645620000001 42.3043063, -71.0967995 42.3041813)",,,,
1410550423,1410550325,0,127441122,False,,,,cycleway,,,14.304,"LINESTRING (-71.09645620000001 42.3043063, -71.0962899 42.304344)",,,,
1410550433,1410550337,0,127441122,False,,,,cycleway,,,10.163,"LINESTRING (-71.10498029999999 42.3009716, -71.1050741 42.3009121)",,,,
1410550433,1410550447,0,127441122,False,,,,cycleway,,,12.457,"LINESTRING (-71.10498029999999 42.3009716, -71.1048488 42.3010272)",,,,
1410550434,1410550017,0,127441122,False,,,,cycleway,,,10.459,"LINESTRING (-71.0994522 42.3032053, -71.0995568 42.3031518)",,,,
1410550434,1410550457,0,127441122,False,,,,cycleway,,,11.935,"LINESTRING (-71.0994522 42.3032053, -71.0993235 42.3032549)",,,,
1410550436,1410550016,0,127441122,False,,,,cycleway,,,8.399,"LINESTRING (-71.09913299999999 42.3033065, -71.09922690000001 42.3032768)",,,,
1410550436,1410550410,0,127441122,False,,,,cycleway,,,6.848,"LINESTRING (-71.09913299999999 42.3033065, -71.0990633 42.3033402)",,,,
1410550443,1410550372,0,127441122,False,,,,cycleway,,,10.922,"LINESTRING (-71.08809309999999 42.3009756, -71.08818429999999 42.301047)",,,,
1410550443,1410550359,0,127441122,False,,,,cycleway,,,8.908,"LINESTRING (-71.08809309999999 42.3009756, -71.0880126 42.300922)",,,,
1410550445,1410550452,0,127441122,False,,,,cycleway,,,17.073,"LINESTRING (-71.09265550000001 42.3047626, -71.0928299 42.3048459)",,,,
1410550445,1410550155,0,127441122,False,,,,cycleway,,,17.301,"LINESTRING (-71.09265550000001 42.3047626, -71.0924892 42.3046673)",,,,
1410550447,1410550433,0,127441122,False,,,,cycleway,,,12.457,"LINESTRING (-71.1048488 42.3010272, -71.10498029999999 42.3009716)",,,,
1410550447,1410550022,0,127441122,False,,,,cycleway,,,7.59,"LINESTRING (-71.1048488 42.3010272, -71.1047657 42.3010569)",,,,
1410550449,1410550244,0,127441122,False,,,,cycleway,,,2.342,"LINESTRING (-71.1015283 42.3006681, -71.10154970000001 42.3006542)",,,,
1410550449,1410550323,0,127441122,False,,,,cycleway,,,7.066,"LINESTRING (-71.1015283 42.3006681, -71.1014746 42.3007177)",,,,
1410550451,1410550111,0,127441122,False,,,,cycleway,,,11.658,"LINESTRING (-71.0929264 42.3048875, -71.0930498 42.3049391)",,,,
1410550451,1410550452,0,127441122,False,,,,cycleway,,,9.186,"LINESTRING (-71.0929264 42.3048875, -71.0928299 42.3048459)",,,,
1410550452,1410550451,0,127441122,False,,,,cycleway,,,9.186,"LINESTRING (-71.0928299 42.3048459, -71.0929264 42.3048875)",,,,
1410550452,1410550445,0,127441122,False,,,,cycleway,,,17.073,"LINESTRING (-71.0928299 42.3048459, -71.09265550000001 42.3047626)",,,,
1410550454,1410550340,0,127441122,False,,,,cycleway,,,6.097,"LINESTRING (-71.09188570000001 42.3042726, -71.09193399999999 42.3043142)",,,,
1410550454,1410550223,0,127441122,False,,,,cycleway,,,7.396,"LINESTRING (-71.09188570000001 42.3042726, -71.09184550000001 42.3042131)",,,,
1410550457,1410550434,0,127441122,False,,,,cycleway,,,11.935,"LINESTRING (-71.0993235 42.3032549, -71.0994522 42.3032053)",,,,
1410550457,1410550016,0,127441122,False,,,,cycleway,,,8.309,"LINESTRING (-71.0993235 42.3032549, -71.09922690000001 42.3032768)",,,,
1410550459,1410550402,0,127441122,False,,,,cycleway,,,9.381,"LINESTRING (-71.0886912 42.3015251, -71.0887663 42.3015886)",,,,
1410550459,1410550014,0,127441122,False,,,,cycleway,,,9.058,"LINESTRING (-71.0886912 42.3015251, -71.0886107 42.3014695)",,,,
1410550460,1410550396,0,127441122,False,,,,cycleway,,,13.029,"LINESTRING (-71.09989210000001 42.3028622, -71.09999139999999 42.3027709)",,,,
1410550460,1410550149,0,127441122,False,,,,cycleway,,,13.814,"LINESTRING (-71.09989210000001 42.3028622, -71.09978750000001 42.3029594)",,,,
1410550461,1410550151,0,127441122,False,,,,cycleway,,,11.892,"LINESTRING (-71.08887900000001 42.3016897, -71.0889889 42.3017592)",,,,
1410550461,1410550411,0,127441122,False,,,,cycleway,,,6.396,"LINESTRING (-71.08887900000001 42.3016897, -71.0888226 42.3016501)",,,,
1410550463,1410550140,0,127441122,False,,,,cycleway,,,11.087,"LINESTRING (-71.09358090000001 42.3050879, -71.0937096 42.3051176)",,,,
1410550463,1410550358,0,127441122,False,,,,cycleway,,,17.518,"LINESTRING (-71.09358090000001 42.3050879, -71.093377 42.3050423)",,,,
1410550465,1410550035,0,127441122,False,,,,cycleway,,,18.212,"LINESTRING (-71.0946323 42.30507, -71.0948442 42.3050224)",,,,
1410550465,1410550209,0,127441122,False,,,,cycleway,,,16.528,"LINESTRING (-71.0946323 42.30507, -71.09444190000001 42.3051176)",,,,
1410550473,1410550122,0,127441126,False,,,,cycleway,,,18.286,"LINESTRING (-71.1025851 42.3028026, -71.1023758 42.3027471)",,,,
1410550473,1410550090,0,127441126,False,,,,cycleway,,,27.454,"LINESTRING (-71.1025851 42.3028026, -71.1028908 42.3029018)",,,,
1410550475,1410550297,0,127441122,False,,,,cycleway,,,7.967,"LINESTRING (-71.1010347 42.3019, -71.10102670000001 42.3018286)",,,,
1410550475,1410550043,0,127441122,False,,,,cycleway,,,8.618,"LINESTRING (-71.1010347 42.3019, -71.1010294 42.3019774)",,,,
1410550478,1410550371,0,127441122,False,,,,cycleway,,,7.955,"LINESTRING (-71.0905205 42.3024912, -71.09059019999999 42.3025408)",,,,
1410550478,1410550247,0,127441122,False,,,,cycleway,,,9.365,"LINESTRING (-71.0905205 42.3024912, -71.0904427 42.3024297)",,,,
1424535719,894765208,0,767392331,False,,,,cycleway,,,3.624,"LINESTRING (-71.0112034 42.3834971, -71.0112142 42.3834655)",,,,
1424535719,894765296,0,767392331,False,,,,cycleway,,,19.588,"LINESTRING (-71.0112034 42.3834971, -71.0111016 42.3836564)",,,,
1424535746,894765321,0,767392331,False,,,,cycleway,,,5.73,"LINESTRING (-71.01096 42.3838508, -71.01099739999999 42.3838073)",,,,
1424535746,894765409,0,767392331,False,,,,cycleway,,,6.309,"LINESTRING (-71.01096 42.3838508, -71.01091099999999 42.3838945)",,,,
1424535766,894765409,0,767392331,False,,,,cycleway,,,5.644,"LINESTRING (-71.0108615 42.3839297, -71.01091099999999 42.3838945)",,,,
1424535766,1424535772,0,767392331,False,,,,cycleway,,,12.023,"LINESTRING (-71.0108615 42.3839297, -71.0107464 42.3839965)",,,,
1424535772,894765430,0,75801533,False,,,,cycleway,,,2.437,"LINESTRING (-71.0107464 42.3839965, -71.01072050000001 42.3840072)",,,,
1424535772,1424535776,0,129032477,False,,,,cycleway,,,12.677,"LINESTRING (-71.0107464 42.3839965, -71.0108637 42.3840706)",,,,
1424535772,1424535766,0,767392331,False,,,,cycleway,,,12.023,"LINESTRING (-71.0107464 42.3839965, -71.0108615 42.3839297)",,,,
1424535776,1424535778,0,129032477,False,,,,cycleway,,,16.048,"LINESTRING (-71.0108637 42.3840706, -71.0110122 42.3841644)",,,,
1424535776,1424535772,0,129032477,False,,,,cycleway,,,12.677,"LINESTRING (-71.0108637 42.3840706, -71.0107464 42.3839965)",,,,
1424535778,1424535776,0,129032477,False,,,,cycleway,,,16.048,"LINESTRING (-71.0110122 42.3841644, -71.0108637 42.3840706)",,,,
1424535778,7592730501,0,812876297,False,,,,cycleway,,,7.756,"LINESTRING (-71.0110122 42.3841644, -71.0110878 42.3842062)",,,,
1454516727,7781849618,0,833619044,False,,,,cycleway,,,14.682,"LINESTRING (-71.06513409999999 42.3674595, -71.0650182 42.367359)",,,,
1454516727,7781849677,0,833619044,False,,,,cycleway,,,2.584,"LINESTRING (-71.06513409999999 42.3674595, -71.06515539999999 42.3674766)",,,,
1454516729,7781849617,0,833619044,False,,,,cycleway,,,7.72,"LINESTRING (-71.06525000000001 42.3675428, -71.06518010000001 42.3674964)",,,,
1454516729,7781849616,0,833619044,False,,,,cycleway,,,4.217,"LINESTRING (-71.06525000000001 42.3675428, -71.0652906 42.367566)",,,,
1454516730,7781849614,0,833619044,False,,,,cycleway,,,5.617,"LINESTRING (-71.0654452 42.3676393, -71.0653865 42.3676134)",,,,
1454516730,7781849613,0,833619044,False,,,,cycleway,,,5.458,"LINESTRING (-71.0654452 42.3676393, -71.0655033 42.3676631)",,,,
1487371134,1487371136,0,110355279,False,,,,cycleway,,,5.788,"LINESTRING (-70.9535183 42.3442631, -70.95358709999999 42.3442742)",,,,
1487371134,1260434432,0,110355279,False,,,,cycleway,,,3.541,"LINESTRING (-70.9535183 42.3442631, -70.9534774 42.3442731)",,,,
1487371136,1260434511,0,110355279,False,,,,cycleway,,,9.603,"LINESTRING (-70.95358709999999 42.3442742, -70.9536808 42.3443258)",,,,
1487371136,1487371134,0,110355279,False,,,,cycleway,,,5.788,"LINESTRING (-70.95358709999999 42.3442742, -70.9535183 42.3442631)",,,,
1487371137,1260434432,0,110355279,False,,,,cycleway,,,5.845,"LINESTRING (-70.9534252 42.3443088, -70.9534774 42.3442731)",,,,
1487371137,1260434509,0,110355279,False,,,,cycleway,,,6.903,"LINESTRING (-70.9534252 42.3443088, -70.95339130000001 42.3443656)",,,,
1487371148,1260434554,0,110355279,False,,,,cycleway,,,6.54,"LINESTRING (-70.95336090000001 42.344518, -70.9533691 42.3444595)",,,,
1487371148,1260434434,0,110355279,False,,,,cycleway,,,7.424,"LINESTRING (-70.95336090000001 42.344518, -70.9533649 42.3445847)",,,,
1487371159,1260434434,0,110355279,False,,,,cycleway,,,7.174,"LINESTRING (-70.95336709999999 42.3446492, -70.9533649 42.3445847)",,,,
1487371159,1260434548,0,110355279,False,,,,cycleway,,,8.518,"LINESTRING (-70.95336709999999 42.3446492, -70.953367 42.3447258)",,,,
1487371164,1260434416,0,110355279,False,,,,cycleway,,,8.198,"LINESTRING (-70.95462240000001 42.3446896, -70.9547122 42.3447217)",,,,
1487371164,1260434413,0,110355279,False,,,,cycleway,,,8.767,"LINESTRING (-70.95462240000001 42.3446896, -70.9545215 42.344664)",,,,
1487371172,1260434548,0,110355279,False,,,,cycleway,,,6.034,"LINESTRING (-70.9533727 42.3447799, -70.953367 42.3447258)",,,,
1487371172,1260434505,0,110355279,False,,,,cycleway,,,5.023,"LINESTRING (-70.9533727 42.3447799, -70.9533887 42.3448235)",,,,
1487371183,1260434498,0,110355279,False,,,,cycleway,,,7.192,"LINESTRING (-70.955051 42.3450797, -70.95508529999999 42.3451392)",,,,
1487371183,1260434485,0,110355279,False,,,,cycleway,,,12.319,"LINESTRING (-70.955051 42.3450797, -70.9549897 42.3449786)",,,,
1487371187,1260434484,0,110355279,False,,,,cycleway,,,7.912,"LINESTRING (-70.9534592 42.3451493, -70.95350070000001 42.3450851)",,,,
1487371187,1260434482,0,110355279,False,,,,cycleway,,,7.472,"LINESTRING (-70.9534592 42.3451493, -70.95340280000001 42.345202)",,,,
1487371188,1260434581,0,110355279,False,,,,cycleway,,,4.649,"LINESTRING (-70.9551136 42.3452274, -70.9551419 42.3452636)",,,,
1487371188,1260434498,0,110355279,False,,,,cycleway,,,10.079,"LINESTRING (-70.9551136 42.3452274, -70.95508529999999 42.3451392)",,,,
1487371203,1260431706,0,721380344,False,,,,cycleway,,,5.486,"LINESTRING (-70.9560036 42.3453953, -70.95598510000001 42.3453479)",,,,
1487371203,1260431784,0,721380344,False,,,,cycleway,,,5.131,"LINESTRING (-70.9560036 42.3453953, -70.9560206 42.3454397)",,,,
1487371232,1260434567,0,135422576,False,,,,cycleway,,,21.937,"LINESTRING (-70.9551537 42.3455188, -70.95522 42.3453277)",,,,
1487371232,1487371236,0,721380344,False,,,,cycleway,,,4.464,"LINESTRING (-70.9551537 42.3455188, -70.9551029 42.345533)",,,,
1487371232,1260434446,0,721380344,False,,,,cycleway,,,23.459,"LINESTRING (-70.9551537 42.3455188, -70.9554207 42.3454442)",,,,
1487371236,1260431886,0,721380344,False,,,,cycleway,,,25.478,"LINESTRING (-70.9551029 42.345533, -70.9548597 42.3456751)",,,,
1487371236,1487371232,0,721380344,False,,,,cycleway,,,4.464,"LINESTRING (-70.9551029 42.345533, -70.9551537 42.3455188)",,,,
1487371279,1260431723,0,721380344,False,,,,cycleway,,,6.789,"LINESTRING (-70.95411129999999 42.3460475, -70.954044 42.3460829)",,,,
1487371279,1260431847,0,721380344,False,,,,cycleway,,,36.523,"LINESTRING (-70.95411129999999 42.3460475, -70.95448469999999 42.3458694)",,,,
1487371285,1487371286,0,721380344,False,,,,cycleway,,,6.172,"LINESTRING (-70.9539918 42.3461168, -70.95394349999999 42.3461593)",,,,
1487371285,1260431723,0,721380344,False,,,,cycleway,,,5.711,"LINESTRING (-70.9539918 42.3461168, -70.954044 42.3460829)",,,,
1487371286,1260431781,0,721380344,False,,,,cycleway,,,10.198,"LINESTRING (-70.95394349999999 42.3461593, -70.95385 42.3462196)",,,,
1487371286,1487371285,0,721380344,False,,,,cycleway,,,6.172,"LINESTRING (-70.95394349999999 42.3461593, -70.9539918 42.3461168)",,,,
1487371302,1260431814,0,721380344,False,,,,cycleway,,,8.156,"LINESTRING (-70.95759219999999 42.3464028, -70.9575359 42.3463424)",,,,
1487371302,1260431882,0,721380344,False,,,,cycleway,,,6.418,"LINESTRING (-70.95759219999999 42.3464028, -70.95760679999999 42.3464595)",,,,
1487371309,1260431764,0,721380344,False,,,,cycleway,,,54.49,"LINESTRING (-70.95381879999999 42.3466166, -70.9539606 42.3470953)",,,,
1487371309,1260431762,0,721380344,False,,,,cycleway,,,42.6,"LINESTRING (-70.95381879999999 42.3466166, -70.9536499 42.3462544)",,,,
1487371329,1260431818,0,721380344,False,,,,cycleway,,,4.398,"LINESTRING (-70.9584356 42.3478161, -70.95838689999999 42.3477997)",,,,
1487371329,1260431848,0,721380344,False,,,,cycleway,,,6.23,"LINESTRING (-70.9584356 42.3478161, -70.95849130000001 42.3478541)",,,,
1487371351,1260431795,0,721380344,False,,,,cycleway,,,31.572,"LINESTRING (-70.95423359999999 42.3487884, -70.9541732 42.3490688)",,,,
1487371351,1260431752,0,721380344,False,,,,cycleway,,,30.291,"LINESTRING (-70.95423359999999 42.3487884, -70.9542374 42.348516)",,,,
1487371368,1260431804,0,721380344,False,,,,cycleway,,,17.618,"LINESTRING (-70.9539195 42.3492778, -70.9537924 42.3494054)",,,,
1487371368,1260431795,0,721380344,False,,,,cycleway,,,31.221,"LINESTRING (-70.9539195 42.3492778, -70.9541732 42.3490688)",,,,
1487371383,1260431765,0,721380344,False,,,,cycleway,,,11.778,"LINESTRING (-70.9537839 42.349417, -70.9537697 42.3495224)",,,,
1487371383,1260431804,0,721380344,False,,,,cycleway,,,1.467,"LINESTRING (-70.9537839 42.349417, -70.9537924 42.3494054)",,,,
1487371394,2898366663,0,135422587,False,,,,cycleway,,,3.944,"LINESTRING (-70.95359860000001 42.3494911, -70.95364619999999 42.3494956)",,,,
1487371394,1487371396,0,135422587,False,,,,cycleway,,,5.71,"LINESTRING (-70.95359860000001 42.3494911, -70.95355960000001 42.3495336)",,,,
1487371396,1487371402,0,135422571,False,,,,cycleway,,,14.65,"LINESTRING (-70.95355960000001 42.3495336, -70.9536706 42.3496367)",,,,
1487371396,1487371394,0,135422587,False,,,,cycleway,,,5.71,"LINESTRING (-70.95355960000001 42.3495336, -70.95359860000001 42.3494911)",,,,
1487371396,1487371403,0,135422587,False,,,,cycleway,,,17.649,"LINESTRING (-70.95355960000001 42.3495336, -70.9534362 42.3496635)",,,,
1487371398,1260431722,0,110354913,False,,,,cycleway,,,2.615,"LINESTRING (-70.96108580000001 42.3495607, -70.9610582 42.349549)",,,,
1487371398,1260431840,0,110354913,False,,,,cycleway,,,12.881,"LINESTRING (-70.96108580000001 42.3495607, -70.9612218 42.3496183)",,,,
1487371398,1487371399,0,135422582,False,,,,cycleway,,,7.199,"LINESTRING (-70.96108580000001 42.3495607, -70.9610416 42.3496166)",,,,
1487371399,1487371398,0,135422582,False,,,,cycleway,,,7.199,"LINESTRING (-70.9610416 42.3496166, -70.96108580000001 42.3495607)",,,,
1487371399,2898366668,0,135422582,False,,,,cycleway,,,4.015,"LINESTRING (-70.9610416 42.3496166, -70.96101609999999 42.3496474)",,,,
1487371402,1487371396,0,135422571,False,,,,cycleway,,,14.65,"LINESTRING (-70.9536706 42.3496367, -70.95355960000001 42.3495336)",,,,
1487371402,1487371404,0,721380344,False,,,,cycleway,,,13.054,"LINESTRING (-70.9536706 42.3496367, -70.9535377 42.349701)",,,,
1487371402,1260431765,0,721380344,False,,,,cycleway,,,15.095,"LINESTRING (-70.9536706 42.3496367, -70.9537697 42.3495224)",,,,
1487371403,1487371396,0,135422587,False,,,,cycleway,,,17.649,"LINESTRING (-70.9534362 42.3496635, -70.95355960000001 42.3495336)",,,,
1487371403,1260431760,0,135422587,False,,,,cycleway,,,17.172,"LINESTRING (-70.9534362 42.3496635, -70.9534579 42.3498171)",,,,
1487371404,1487371409,0,721380344,False,,,,cycleway,,,8.378,"LINESTRING (-70.9535377 42.349701, -70.9534773 42.3497617)",,,,
1487371404,1487371402,0,721380344,False,,,,cycleway,,,13.054,"LINESTRING (-70.9535377 42.349701, -70.9536706 42.3496367)",,,,
1487371409,1260431760,0,721380344,False,,,,cycleway,,,6.363,"LINESTRING (-70.9534773 42.3497617, -70.9534579 42.3498171)",,,,
1487371409,1487371404,0,721380344,False,,,,cycleway,,,8.378,"LINESTRING (-70.9534773 42.3497617, -70.9535377 42.349701)",,,,
1487371416,2898366668,0,135422582,False,,,,cycleway,,,23.709,"LINESTRING (-70.96086579999999 42.3498294, -70.96101609999999 42.3496474)",,,,
1487371416,1487371418,0,135422582,False,,,,cycleway,,,5.11,"LINESTRING (-70.96086579999999 42.3498294, -70.9608377 42.3498704)",,,,
1487371418,1487371416,0,135422582,False,,,,cycleway,,,5.11,"LINESTRING (-70.9608377 42.3498704, -70.96086579999999 42.3498294)",,,,
1487371418,1487371422,0,135422582,False,,,,cycleway,,,2.38,"LINESTRING (-70.9608377 42.3498704, -70.9608377 42.3498918)",,,,
1487371422,1487371418,0,135422582,False,,,,cycleway,,,2.38,"LINESTRING (-70.9608377 42.3498918, -70.9608377 42.3498704)",,,,
1487371422,1487371425,0,135422582,False,,,,cycleway,,,2.773,"LINESTRING (-70.9608377 42.3498918, -70.96084860000001 42.3499154)",,,,
1487371425,1487371422,0,135422582,False,,,,cycleway,,,2.773,"LINESTRING (-70.96084860000001 42.3499154, -70.9608377 42.3498918)",,,,
1487371425,1487371426,0,135422582,False,,,,cycleway,,,7.801,"LINESTRING (-70.96084860000001 42.3499154, -70.9608853 42.3499801)",,,,
1487371426,1487371425,0,135422582,False,,,,cycleway,,,7.801,"LINESTRING (-70.9608853 42.3499801, -70.96084860000001 42.3499154)",,,,
1487371426,1487371429,0,135422582,False,,,,cycleway,,,5.92,"LINESTRING (-70.9608853 42.3499801, -70.960915 42.3500286)",,,,
1487371429,1487371426,0,135422582,False,,,,cycleway,,,5.92,"LINESTRING (-70.960915 42.3500286, -70.9608853 42.3499801)",,,,
1487371429,1487371432,0,135422582,False,,,,cycleway,,,4.014,"LINESTRING (-70.960915 42.3500286, -70.96094549999999 42.3500568)",,,,
1487371432,1487371429,0,135422582,False,,,,cycleway,,,4.014,"LINESTRING (-70.96094549999999 42.3500568, -70.960915 42.3500286)",,,,
1487371432,1487371434,0,135422582,False,,,,cycleway,,,5.241,"LINESTRING (-70.96094549999999 42.3500568, -70.96099700000001 42.3500846)",,,,
1487371434,1487371432,0,135422582,False,,,,cycleway,,,5.241,"LINESTRING (-70.96099700000001 42.3500846, -70.96094549999999 42.3500568)",,,,
1487371434,1487371440,0,135422582,False,,,,cycleway,,,8.454,"LINESTRING (-70.96099700000001 42.3500846, -70.9610861 42.3501226)",,,,
1487371440,1487371434,0,135422582,False,,,,cycleway,,,8.454,"LINESTRING (-70.9610861 42.3501226, -70.96099700000001 42.3500846)",,,,
1487371440,1487371442,0,135422582,False,,,,cycleway,,,21.767,"LINESTRING (-70.9610861 42.3501226, -70.96131339999999 42.3502231)",,,,
1487371442,1487371440,0,135422582,False,,,,cycleway,,,21.767,"LINESTRING (-70.96131339999999 42.3502231, -70.9610861 42.3501226)",,,,
1487371442,1487371445,0,135422582,False,,,,cycleway,,,11.834,"LINESTRING (-70.96131339999999 42.3502231, -70.9614344 42.3502808)",,,,
1487371445,1487371442,0,135422582,False,,,,cycleway,,,11.834,"LINESTRING (-70.9614344 42.3502808, -70.96131339999999 42.3502231)",,,,
1487371445,1487371448,0,135422582,False,,,,cycleway,,,10.225,"LINESTRING (-70.9614344 42.3502808, -70.9615258 42.3503432)",,,,
1487371448,1487371445,0,135422582,False,,,,cycleway,,,10.225,"LINESTRING (-70.9615258 42.3503432, -70.9614344 42.3502808)",,,,
1487371448,1487371450,0,135422582,False,,,,cycleway,,,10.486,"LINESTRING (-70.9615258 42.3503432, -70.9616149 42.3504107)",,,,
1487371450,1487371448,0,135422582,False,,,,cycleway,,,10.486,"LINESTRING (-70.9616149 42.3504107, -70.9615258 42.3503432)",,,,
1487371450,1487371455,0,135422582,False,,,,cycleway,,,7.888,"LINESTRING (-70.9616149 42.3504107, -70.9616891 42.3504557)",,,,
1487371455,1487371450,0,135422582,False,,,,cycleway,,,7.888,"LINESTRING (-70.9616891 42.3504557, -70.9616149 42.3504107)",,,,
1487371455,1487371456,0,135422582,False,,,,cycleway,,,8.414,"LINESTRING (-70.9616891 42.3504557, -70.9617805 42.3504898)",,,,
1487371456,1487371455,0,135422582,False,,,,cycleway,,,8.414,"LINESTRING (-70.9617805 42.3504898, -70.9616891 42.3504557)",,,,
1487371456,1487371458,0,135422582,False,,,,cycleway,,,12.913,"LINESTRING (-70.9617805 42.3504898, -70.9619218 42.3505406)",,,,
1487371458,1487371456,0,135422582,False,,,,cycleway,,,12.913,"LINESTRING (-70.9619218 42.3505406, -70.9617805 42.3504898)",,,,
1487371458,1487371467,0,135422582,False,,,,cycleway,,,11.386,"LINESTRING (-70.9619218 42.3505406, -70.96204210000001 42.3505914)",,,,
1487371467,1487371458,0,135422582,False,,,,cycleway,,,11.386,"LINESTRING (-70.96204210000001 42.3505914, -70.9619218 42.3505406)",,,,
1487371467,1487371472,0,135422582,False,,,,cycleway,,,8.657,"LINESTRING (-70.96204210000001 42.3505914, -70.9621233 42.350641)",,,,
1487371472,1487371467,0,135422582,False,,,,cycleway,,,8.657,"LINESTRING (-70.9621233 42.350641, -70.96204210000001 42.3505914)",,,,
1487371472,1487371477,0,135422582,False,,,,cycleway,,,7.088,"LINESTRING (-70.9621233 42.350641, -70.9621866 42.3506843)",,,,
1487371477,1487371472,0,135422582,False,,,,cycleway,,,7.088,"LINESTRING (-70.9621866 42.3506843, -70.9621233 42.350641)",,,,
1487371477,1487371485,0,135422582,False,,,,cycleway,,,8.356,"LINESTRING (-70.9621866 42.3506843, -70.9622553 42.3507397)",,,,
1487371485,1487371477,0,135422582,False,,,,cycleway,,,8.356,"LINESTRING (-70.9622553 42.3507397, -70.9621866 42.3506843)",,,,
1487371485,1487371492,0,135422582,False,,,,cycleway,,,28.146,"LINESTRING (-70.9622553 42.3507397, -70.9624451 42.3509504)",,,,
1487371492,1487371485,0,135422582,False,,,,cycleway,,,28.146,"LINESTRING (-70.9624451 42.3509504, -70.9622553 42.3507397)",,,,
1487371492,1487371505,0,135422582,False,,,,cycleway,,,11.867,"LINESTRING (-70.9624451 42.3509504, -70.96252250000001 42.3510405)",,,,
1487371493,1260431707,0,110354913,False,,,,cycleway,,,9.589,"LINESTRING (-70.9631339 42.3509683, -70.9630404 42.3509167)",,,,
1487371493,1487371499,0,110354913,False,,,,cycleway,,,8.791,"LINESTRING (-70.9631339 42.3509683, -70.96322120000001 42.351014)",,,,
1487371499,1487371493,0,110354913,False,,,,cycleway,,,8.791,"LINESTRING (-70.96322120000001 42.351014, -70.9631339 42.3509683)",,,,
1487371499,1487371502,0,110354913,False,,,,cycleway,,,1.438,"LINESTRING (-70.96322120000001 42.351014, -70.96323390000001 42.3510229)",,,,
1487371502,1487371499,0,110354913,False,,,,cycleway,,,1.438,"LINESTRING (-70.96323390000001 42.3510229, -70.96322120000001 42.351014)",,,,
1487371502,1260431742,0,110354913,False,,,,cycleway,,,5.45,"LINESTRING (-70.96323390000001 42.3510229, -70.9632818 42.3510568)",,,,
1487371502,1487371508,0,135422577,False,,,,cycleway,,,12.525,"LINESTRING (-70.96323390000001 42.3510229, -70.963222 42.3511352)",,,,
1487371505,1487371492,0,135422582,False,,,,cycleway,,,11.867,"LINESTRING (-70.96252250000001 42.3510405, -70.9624451 42.3509504)",,,,
1487371505,1487371506,0,135422582,False,,,,cycleway,,,6.887,"LINESTRING (-70.96252250000001 42.3510405, -70.9625748 42.3510889)",,,,
1487371506,1487371505,0,135422582,False,,,,cycleway,,,6.887,"LINESTRING (-70.9625748 42.3510889, -70.96252250000001 42.3510405)",,,,
1487371506,1487371516,0,135422582,False,,,,cycleway,,,9.448,"LINESTRING (-70.9625748 42.3510889, -70.9626537 42.3511507)",,,,
1487371508,1487371517,0,135422577,False,,,,cycleway,,,4.049,"LINESTRING (-70.963222 42.3511352, -70.9632235 42.3511716)",,,,
1487371508,1487371502,0,135422577,False,,,,cycleway,,,12.525,"LINESTRING (-70.963222 42.3511352, -70.96323390000001 42.3510229)",,,,
1487371510,1260431758,0,110354913,False,,,,cycleway,,,17.709,"LINESTRING (-70.9638743 42.3511426, -70.9636655 42.3511032)",,,,
1487371510,1260431773,0,110354913,False,,,,cycleway,,,18.357,"LINESTRING (-70.9638743 42.3511426, -70.96408219999999 42.351203)",,,,
