u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,tunnel,bridge,service,access
61354843,61356587,0,8642543,False,2,,Shurland Street,residential,20 mph,9.1,69.182,"LINESTRING (-71.105519 42.306611, -71.105782 42.306413, -71.10611900000001 42.306175)",,,,
61354843,61355808,0,8652220,False,2,,Kenton Road,residential,20 mph,10.7,122.481,"LINESTRING (-71.105519 42.306611, -71.10554999999999 42.306641, -71.10592200000001 42.306865, -71.106213 42.307079, -71.10641 42.307224, -71.10660300000001 42.307364)",,,,
61354843,61511866,0,"[8652220, 8641206]",False,"['1', '2']",,"['Dungarven Road', 'Kenton Road']",residential,20 mph,"['10.7', '6.1']",149.344,"LINESTRING (-71.105519 42.306611, -71.105332 42.30648, -71.105008 42.306225, -71.104918 42.306141, -71.104854 42.306109, -71.104882 42.306041, -71.10494199999999 42.305986, -71.10513400000001 42.30586, -71.105445 42.305657)",,,,
61355807,61356587,0,8639176,False,2,,Gartland Street,residential,20 mph,9.8,113.625,"LINESTRING (-71.107023 42.306947, -71.106889 42.306813, -71.106662 42.306622, -71.10658599999999 42.306558, -71.10611900000001 42.306175)",,,,
61355808,61354843,0,8652220,False,2,,Kenton Road,residential,20 mph,10.7,122.481,"LINESTRING (-71.10660300000001 42.307364, -71.10641 42.307224, -71.106213 42.307079, -71.10592200000001 42.306865, -71.10554999999999 42.306641, -71.105519 42.306611)",,,,
61356401,61359454,0,8647920,True,1,,Brookley Road,residential,20 mph,11.6,40.403,"LINESTRING (-71.10800500000001 42.30417, -71.107614 42.30395)",,,,
61356401,61356426,0,8648110,False,2,,Stonley Road,residential,20 mph,10.7,124.127,"LINESTRING (-71.10800500000001 42.30417, -71.10888300000001 42.303262)",,,,
61356426,61356401,0,8648110,False,2,,Stonley Road,residential,20 mph,10.7,124.127,"LINESTRING (-71.10888300000001 42.303262, -71.10800500000001 42.30417)",,,,
61356587,61355807,0,8639176,False,2,,Gartland Street,residential,20 mph,9.8,113.62499999999999,"LINESTRING (-71.10611900000001 42.306175, -71.10658599999999 42.306558, -71.106662 42.306622, -71.106889 42.306813, -71.107023 42.306947)",,,,
61356587,61511866,0,8639176,False,2,,Gartland Street,residential,20 mph,9.8,80.029,"LINESTRING (-71.10611900000001 42.306175, -71.10596 42.306031, -71.105445 42.305657)",,,,
61356587,61354843,0,8642543,False,2,,Shurland Street,residential,20 mph,9.1,69.182,"LINESTRING (-71.10611900000001 42.306175, -71.105782 42.306413, -71.105519 42.306611)",,,,
61356601,7704114084,0,"[825086749, 825086750]",False,1,,Public Alley 444,service,15 mph,2.7,103.674,"LINESTRING (-71.0854617 42.3483732, -71.0855447 42.3483508, -71.0860964 42.3482073, -71.08614540000001 42.3481428, -71.08660399999999 42.348019)",,,alley,
61357769,61354780,0,8646153,True,1,,Rossmore Road,residential,20 mph,12.8,72.614,"LINESTRING (-71.106899 42.304645, -71.107117 42.304819, -71.107265 42.304919, -71.107388 42.304995, -71.107558 42.305075)",,,,
61357769,61359454,0,8651333,False,1,,Stedman Street,residential,20 mph,12.2,97.108,"LINESTRING (-71.106899 42.304645, -71.107247 42.30431, -71.107614 42.30395)",,,,
61357779,61357783,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,84.011,"LINESTRING (-71.10563399999999 42.304772, -71.10596700000001 42.30445, -71.106278 42.304186)",,,,
61357779,4871222609,0,148495801,True,1,,Williams Street,residential,20 mph,11.6,226.05299999999997,"LINESTRING (-71.10563399999999 42.304772, -71.10496000000001 42.30417, -71.104775 42.303971, -71.104626 42.303823, -71.1044795 42.3037128, -71.10440869999999 42.3036647, -71.1043348 42.3036201, -71.1041403 42.3035033, -71.1040275 42.3034331, -71.1039742 42.3034072, -71.1039146 42.3033779, -71.1037615 42.3033049)",,,,
61357783,61357769,0,8646153,True,1,,Rossmore Road,residential,20 mph,12.8,72.201,"LINESTRING (-71.106278 42.304186, -71.106899 42.304645)",,,,
61357783,61357779,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,84.011,"LINESTRING (-71.106278 42.304186, -71.10596700000001 42.30445, -71.10563399999999 42.304772)",,,,
61357783,61506610,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,89.338,"LINESTRING (-71.106278 42.304186, -71.10675999999999 42.303716, -71.10696 42.303562)",,,,
61358324,61354526,0,"[495355538, 495355539, 8641110]",False,2,,Cemetery Road,tertiary,20 mph,13.4,243.52299999999997,"LINESTRING (-71.1047141 42.3001762, -71.1046827 42.3002551, -71.1046431 42.3003794, -71.1046343 42.3004069, -71.1046137 42.3004889, -71.10459299999999 42.3005815, -71.1045814 42.3006611, -71.104572 42.3007337, -71.10456569999999 42.3008191, -71.104567 42.3009141, -71.1045696 42.3010117, -71.1045957 42.3014842, -71.1046047 42.3015542, -71.1046178 42.3016238, -71.10463249999999 42.301687, -71.1046501 42.3017483, -71.10480990000001 42.3022377, -71.1048223 42.3022667, -71.1048357 42.3022903, -71.1048498 42.3023088, -71.1048701 42.3023255)",yes,,,
61359294,61515034,0,8648025,False,2,,Province Court,service,10 mph,9.1,45.448,"LINESTRING (-71.05986540000001 42.3571427, -71.05980769999999 42.3571215, -71.059372 42.356958)",,,,
61359356,61358074,0,"[485271434, 802333197, 802333198]",True,1,MA 2,Commonwealth Avenue,primary_link,15 mph,3.5,307.721,"LINESTRING (-71.086934 42.3497273, -71.087357 42.349529, -71.08750000000001 42.349451, -71.08768600000001 42.349373, -71.0879915 42.3492903, -71.08811679999999 42.3492562, -71.0882421 42.3492277, -71.088486 42.3491791, -71.08862619999999 42.3491528, -71.08882939999999 42.3491329, -71.0889687 42.3491197, -71.0891168 42.3491109, -71.0892345 42.3491071, -71.0893786 42.3491071, -71.0895259 42.349114, -71.0896671 42.3491214, -71.08979069999999 42.349133, -71.0899256 42.3491513, -71.0900877 42.3491784, -71.0902648 42.3492002, -71.0904735 42.3492287)",yes,,,
61359454,61506610,0,8647920,True,1,,Brookley Road,residential,20 mph,11.6,68.97200000000001,"LINESTRING (-71.107614 42.30395, -71.107569 42.303918, -71.10696 42.303562)",,,,
61359454,61357769,0,8651333,False,1,,Stedman Street,residential,20 mph,12.2,97.108,"LINESTRING (-71.107614 42.30395, -71.107247 42.30431, -71.106899 42.304645)",,,,
61359454,61387421,0,"[8647058, 8651333]",False,1,,Stedman Street,residential,20 mph,12.2,114.76500000000001,"LINESTRING (-71.107614 42.30395, -71.107833 42.303708, -71.10803799999999 42.303569, -71.108209 42.303371, -71.108372 42.303096)",,,,
61361402,61361639,0,8648528,False,2,,Wedgewood Road,residential,20 mph,12.2,97.194,"LINESTRING (-71.136852 42.29426, -71.137286 42.295073)",,,,
61361639,61361402,0,8648528,False,2,,Wedgewood Road,residential,20 mph,12.2,97.194,"LINESTRING (-71.137286 42.295073, -71.136852 42.29426)",,,,
61363627,7640833612,0,"[8646508, 8637791, 8649423]",True,1,,"['Public Alley 419', 'Public Alley 420', 'Public Alley 421']",service,15 mph,2.7,578.47,"LINESTRING (-71.07225699999999 42.3550475, -71.0723698 42.3550184, -71.0745124 42.3544403, -71.07460330000001 42.3544154, -71.07469589999999 42.3543905, -71.0766716 42.3538591, -71.07675879999999 42.3538353, -71.07684190000001 42.3538119, -71.0787991 42.353284, -71.0788695 42.353263)",,,alley,
61365705,1534948635,0,8648583,False,1,,East Street Place,service,15 mph,6.1,52.027,"LINESTRING (-71.05675599999999 42.3514551, -71.05677590000001 42.3514124, -71.0569617 42.3510126)",,,alley,private
61366641,7847749150,0,8646455,True,1,,Charles River Square,service,10 mph,3,58.998999999999995,"LINESTRING (-71.0720797 42.3596667, -71.0719653 42.3596673, -71.0713617 42.359673)",,,parking_aisle,yes
61366975,61367037,0,8647520,False,2,,Silvia Court,residential,20 mph,12.2,144.03699999999998,"LINESTRING (-71.1415708 42.2555489, -71.141757 42.255588, -71.142008 42.255707, -71.14206 42.255771, -71.142073 42.25588, -71.14201300000001 42.255988, -71.141926 42.256061, -71.14182 42.256116, -71.141661 42.25615, -71.14124289999999 42.2562086)",,,,
61367037,61366975,0,8647520,False,2,,Silvia Court,residential,20 mph,12.2,144.037,"LINESTRING (-71.14124289999999 42.2562086, -71.141661 42.25615, -71.14182 42.256116, -71.141926 42.256061, -71.14201300000001 42.255988, -71.142073 42.25588, -71.14206 42.255771, -71.142008 42.255707, -71.141757 42.255588, -71.1415708 42.2555489)",,,,
61367240,61367240,0,"[8646872, 236586106]",True,1,,Blackfan Street,service,5 mph,,89.191,"LINESTRING (-71.10547099999999 42.337498, -71.10556990000001 42.3375039, -71.10566369999999 42.3375455, -71.10578750000001 42.3376026, -71.1058417 42.337596, -71.1058835 42.3375535, -71.1058913 42.3375256, -71.1058707 42.3374936, -71.1057818 42.3374345, -71.1057335 42.3373968, -71.1056711 42.3373814, -71.1055918 42.3374001, -71.10547099999999 42.337498)",,,,
61367240,61344227,0,236586107,False,2,,Blackfan Street,service,5 mph,,41.704,"LINESTRING (-71.10547099999999 42.337498, -71.1053529 42.3375951, -71.1051413 42.337783)",,,,
61377284,2063699186,0,426626096,False,2,,Bennington Street,secondary,20 mph,15.5,26.31,"LINESTRING (-71.0261509 42.3797124, -71.0264347 42.3796027)",,,,
61377284,61352714,0,178910636,True,2,,Bennington Street,secondary,20 mph,15.5,66.477,"LINESTRING (-71.0261509 42.3797124, -71.0259413 42.3797591, -71.02582889999999 42.3797898, -71.0255549 42.3798904, -71.0254075 42.3799445)",,,,
61379991,5493451695,0,835388347,False,2,,,service,10 mph,,161.92700000000002,"LINESTRING (-71.1020936 42.3455402, -71.102344 42.3456819, -71.10306989999999 42.3458608, -71.10377870000001 42.3454633)",,,parking_aisle,
61387421,61359454,0,"[8647058, 8651333]",False,1,,Stedman Street,residential,20 mph,12.2,114.76499999999999,"LINESTRING (-71.108372 42.303096, -71.108209 42.303371, -71.10803799999999 42.303569, -71.107833 42.303708, -71.107614 42.30395)",,,,
61395205,3344674999,0,"[8650201, 327664916]",False,2,,Munson Street,service,10 mph,9.8,130.97699999999998,"LINESTRING (-71.1025787 42.3473774, -71.10254380000001 42.3473084, -71.1024992 42.3472225, -71.10248730000001 42.3471998, -71.1023052 42.3468501, -71.1025003 42.3468002, -71.10255600000001 42.3467918, -71.1026821 42.3467782, -71.10270559999999 42.3467757, -71.1027459 42.3467678, -71.1030949 42.3466695)",,,"['driveway', 'parking_aisle']",
61395729,61356401,0,8647920,True,1,,Brookley Road,residential,20 mph,11.6,38.263,"LINESTRING (-71.108366 42.304387, -71.108087 42.304216, -71.10800500000001 42.30417)",,,,
61395729,6783429465,0,8651792,False,,,,residential,20 mph,,101.083,"LINESTRING (-71.108366 42.304387, -71.10786 42.304906, -71.1076583 42.3051301)",,,,
61406069,7819422152,0,"[837781312, 8646364]",False,2,,,service,20 mph,10,438.23100000000005,"LINESTRING (-71.06764889999999 42.3727893, -71.06670080000001 42.3722449, -71.06610379999999 42.3719021, -71.0659599 42.3718195, -71.0658976 42.3717584, -71.0658708 42.371693, -71.06587620000001 42.3716395, -71.0659084 42.371592, -71.0659551 42.371547, -71.06610499999999 42.371512, -71.0662195 42.3715137, -71.0663852 42.371593, -71.0667612 42.3717897, -71.0672072 42.3720502, -71.0675878 42.3722831, -71.0677792 42.3724021, -71.0678569 42.3724298, -71.067938 42.3724418, -71.0680292 42.3724263, -71.0682221 42.3722838)",,,driveway,
61412225,2504150379,0,242978205,False,1,,,unclassified,10 mph,,80.267,"LINESTRING (-71.0723534 42.3488669, -71.07239749999999 42.3488899, -71.07242309999999 42.3489027, -71.0732656 42.3486865)",,,,
61414525,61457318,0,"[26404834, 72942251]",True,1,,,motorway_link,15 mph,,238.70000000000005,"LINESTRING (-71.1192965 42.3567513, -71.1196894 42.3570189, -71.1197748 42.3570763, -71.1198473 42.3571287, -71.1199171 42.3571833, -71.1199749 42.3572291, -71.1200315 42.3572783, -71.120087 42.3573298, -71.1201442 42.3573862, -71.1202047 42.357451, -71.1202399 42.3574837, -71.1202646 42.3575011, -71.12029769999999 42.3575154, -71.12032809999999 42.3575224, -71.1203579 42.3575273, -71.1203874 42.3575293, -71.12041720000001 42.3575264, -71.12044590000001 42.3575225, -71.12047149999999 42.3575162, -71.1205001 42.3575046, -71.120521 42.3574909, -71.12054139999999 42.3574731, -71.1205556 42.3574524, -71.1205672 42.3574251, -71.12057230000001 42.3573981, -71.1205719 42.3573734, -71.1205673 42.3573475, -71.12056029999999 42.3573179, -71.1204941 42.3570715, -71.1204766 42.3570156, -71.1204587 42.356963, -71.1204371 42.3569092, -71.1204103 42.35685, -71.1203852 42.3568, -71.1203537 42.3567462, -71.1203166 42.3566939, -71.1202727 42.3566355)",,yes,,
61420458,7613971726,0,8650206,False,,,,service,5 mph,,7.294,"LINESTRING (-71.122811 42.3520455, -71.12279909999999 42.3521105)",,,,
61425923,61606154,0,8650343,False,,,,service,15 mph,,1743.5620000000001,"LINESTRING (-71.0222833 42.3553029, -71.02381219999999 42.3560422, -71.0247694 42.3565128, -71.02535039999999 42.3567928, -71.0255195 42.3568773, -71.02599189999999 42.3571181, -71.0264892 42.3573836, -71.0265313 42.3574058, -71.02661209999999 42.3574478, -71.02665 42.3574738, -71.0267094 42.3575299, -71.0267296 42.3575601, -71.02675600000001 42.3576293, -71.0267578 42.3576629, -71.0267454 42.35774, -71.0267273 42.357776, -71.0266793 42.3578354, -71.0263095 42.3582178, -71.0259138 42.3586294, -71.0258247 42.3587025, -71.025701 42.3587542, -71.02557899999999 42.3587787, -71.0254908 42.3587783, -71.0253776 42.3587563, -71.0252196 42.3586959, -71.02479030000001 42.3585022, -71.0241256 42.35821, -71.0236329 42.3579923, -71.0231306 42.3577712, -71.0222565 42.3573828, -71.0216124 42.3570992, -71.0211188 42.3568796, -71.0203817 42.3565506, -71.0202298 42.3565025, -71.0200566 42.3564279, -71.0196171 42.3562232, -71.01923720000001 42.3560554, -71.01906150000001 42.3559838, -71.01898439999999 42.3559601, -71.0188402 42.3559465, -71.01869910000001 42.3559506, -71.0185565 42.3559629, -71.0180694 42.3560434, -71.0175332 42.356138, -71.0173779 42.3561761, -71.017342 42.3561919, -71.01727320000001 42.3562388, -71.0172328 42.3562827, -71.0172017 42.3563358, -71.016599 42.357575, -71.016594 42.357644, -71.0166 42.357712, -71.0166545 42.3577946, -71.01669889999999 42.3578363, -71.01675400000001 42.3578718, -71.0168247 42.3578988, -71.0169034 42.3579159, -71.01831060000001 42.358132, -71.0184639 42.3581623, -71.01859450000001 42.3581933)",,,,private
61426482,2935677397,0,635014475,False,2,,Sleeper Street,residential,10 mph,,53.751999999999995,"LINESTRING (-71.050208 42.3508362, -71.0498556 42.3511367, -71.04977959999999 42.3512015)",,,,yes
61426482,5991342736,0,"[635014475, 8648724]",False,2,,Sleeper Street,"['service', 'residential']",10 mph,7,37.893,"LINESTRING (-71.050208 42.3508362, -71.0502998 42.3507548, -71.0505759 42.350871)",,,alley,yes
61426482,61349615,0,635021959,False,2,,,service,10 mph,7,152.795,"LINESTRING (-71.050208 42.3508362, -71.05013409999999 42.3508011, -71.0501009 42.3507833, -71.0500679 42.3507641, -71.0487998 42.3499402)",,,alley,yes
61426482,5991342740,0,635021959,False,2,,,service,10 mph,7,25.418,"LINESTRING (-71.050208 42.3508362, -71.05034929999999 42.3509022, -71.0503837 42.3509192, -71.0504102 42.3509342, -71.0504354 42.3509517, -71.0504566 42.3509702)",,,alley,yes
61426798,61518488,0,8638253,False,2,,,service,10 mph,,252.943,"LINESTRING (-71.09743229999999 42.3495972, -71.0974878 42.3495704, -71.0976632 42.3496041, -71.09778439999999 42.3496168, -71.1003068 42.3498851, -71.1003742 42.3498923, -71.1004648 42.349902)",,,alley,
61436324,4110536061,0,409161401,False,1,,,service,10 mph,,82.862,"LINESTRING (-71.054829 42.362182, -71.0547425 42.3622017, -71.05463760000001 42.3622426, -71.0545058 42.3623128, -71.0543874 42.3623889, -71.05425409999999 42.3624808, -71.0541844 42.3625224, -71.0541054 42.3625469, -71.05398940000001 42.3625758)",,,emergency_access,no
61438475,61422226,0,8648256,True,1,,,motorway_link,15 mph,3.7,228.054,"LINESTRING (-71.079818 42.3541717, -71.0794662 42.3542447, -71.0792591 42.3542952, -71.07868999999999 42.35445, -71.0774388 42.3547927, -71.0773811 42.3548038, -71.07733760000001 42.3548047, -71.0773038 42.3547994, -71.0772729 42.3547906, -71.0772407 42.3547725, -71.077213 42.3547514)",,,,
61458561,61481223,0,8641042,False,2,,Cerdan Avenue,residential,20 mph,12.2,507.24399999999997,"LINESTRING (-71.139923 42.29361, -71.14012 42.293401, -71.14053199999999 42.293059, -71.140884 42.292746, -71.14136499999999 42.292345, -71.141902 42.291874, -71.142427 42.29145, -71.142681 42.291241, -71.14344800000001 42.2906, -71.143969 42.29017)",,,,
61471434,61353706,0,8636386,False,1,,Dartmouth Place,residential,15 mph,3,145.818,"LINESTRING (-71.0730545 42.3452459, -71.0746139 42.3448177, -71.0747173 42.3447884)",,,,yes
61473055,61498439,0,"[832690608, 87075315, 8645742]",True,2,,,motorway_link,15 mph,9,218.257,"LINESTRING (-71.0781044 42.3468852, -71.0782841 42.3470086, -71.07839869999999 42.3471056, -71.07844559999999 42.347168, -71.0784811 42.3472447, -71.0784992 42.3473147, -71.07850310000001 42.347383, -71.07849280000001 42.3474382, -71.0784669 42.3475056, -71.07841809999999 42.3475706, -71.0783516 42.3476367, -71.07824410000001 42.3477057, -71.0781473 42.3477525, -71.0781144 42.3477684, -71.0770788 42.3481571)",yes,,,
61474139,61473917,0,631162513,True,,,,service,10 mph,,20.723,"LINESTRING (-71.057889 42.36289, -71.05778100000001 42.362878, -71.057638 42.362877)",,,driveway,
61479672,6745406444,0,718276639,False,,,,service,10 mph,,6.58,"LINESTRING (-71.0648807 42.3457366, -71.0649561 42.3457565)",,,parking_aisle,
61481173,61375125,0,8650547,True,1,,Farquhar Street,residential,20 mph,12.8,504.76200000000006,"LINESTRING (-71.139161 42.291791, -71.138588 42.291427, -71.137383 42.29063, -71.136522 42.290088, -71.13614800000001 42.289827, -71.135525 42.289245, -71.13480300000001 42.288615)",,,,
61481223,61458561,0,8641042,False,2,,Cerdan Avenue,residential,20 mph,12.2,507.244,"LINESTRING (-71.143969 42.29017, -71.14344800000001 42.2906, -71.142681 42.291241, -71.142427 42.29145, -71.141902 42.291874, -71.14136499999999 42.292345, -71.140884 42.292746, -71.14053199999999 42.293059, -71.14012 42.293401, -71.139923 42.29361)",,,,
61486824,61353025,0,8648422,False,2,,Arborfield Road,residential,20 mph,12.2,256.056,"LINESTRING (-71.1224563 42.2716329, -71.122314 42.2716849, -71.12221599999999 42.271785, -71.122152 42.271874, -71.122103 42.27203, -71.1221003 42.2721736, -71.1221439 42.2723252, -71.1222456 42.2725362, -71.1222897 42.2726416, -71.1223064 42.272737, -71.12230479999999 42.2729931, -71.12228570000001 42.2732963, -71.1223299 42.2735141, -71.1223968 42.2737134, -71.122435 42.273795)",,,,
61497651,7640833610,0,"[8648641, 8646749, 8651653]",True,1,,"['Public Alley 422', 'Public Alley 424', 'Public Alley 423']",service,15 mph,2.7,579.0999999999999,"LINESTRING (-71.0718797 42.3542749, -71.0719928 42.3542437, -71.0737048 42.353782, -71.07413940000001 42.3536648, -71.0742254 42.3536432, -71.07431819999999 42.3536194, -71.0762953 42.3530835, -71.07637630000001 42.3530621, -71.07646029999999 42.35304, -71.0766831 42.3529785, -71.0784136 42.3525105, -71.0784989 42.3524876)",,,alley,
61497657,7640833602,0,"[822903046, 822903047, 801277011, 8638355, 8652246]",True,1,,"['Public Alley 436', 'Public Alley 435', 'Public Alley 437']",service,15 mph,2.7,577.3629999999999,"LINESTRING (-71.0712863 42.3530746, -71.07139909999999 42.3530449, -71.07147759999999 42.3530267, -71.0718943 42.3529131, -71.07355 42.3524733, -71.0736349 42.3524382, -71.0737283 42.3524141, -71.0757073 42.3518877, -71.0757905 42.3518656, -71.07587890000001 42.3518418, -71.0778213 42.3513139, -71.0778857 42.3512959)",yes,,alley,
61498535,61353704,0,"[8647664, 8647487]",False,1,,,service,15 mph,3,274.639,"LINESTRING (-71.0729065 42.3450449, -71.0745239 42.3446162, -71.0746139 42.344594, -71.07470499999999 42.3445716, -71.0754381 42.3443913, -71.0759863 42.3442545, -71.07606149999999 42.3442316)",,,alley,yes
61506610,61518216,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,57.172,"LINESTRING (-71.10696 42.303562, -71.10739 42.303158)",,,,
61506610,61354526,0,8647920,True,1,,Brookley Road,residential,20 mph,11.6,220.101,"LINESTRING (-71.10696 42.303562, -71.1048701 42.3023255)",,,,
61506610,61357783,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,89.338,"LINESTRING (-71.10696 42.303562, -71.10675999999999 42.303716, -71.106278 42.304186)",,,,
61507652,61357783,0,8646153,True,1,,Rossmore Road,residential,20 mph,12.8,223.019,"LINESTRING (-71.1043576 42.3027701, -71.105147 42.303368, -71.105699 42.303763, -71.106278 42.304186)",,,,
61511866,61356587,0,8639176,False,2,,Gartland Street,residential,20 mph,9.8,80.029,"LINESTRING (-71.105445 42.305657, -71.10596 42.306031, -71.10611900000001 42.306175)",,,,
61511866,61354843,0,"[8652220, 8641206]",False,"['1', '2']",,"['Kenton Road', 'Dungarven Road']",residential,20 mph,"['10.7', '6.1']",149.344,"LINESTRING (-71.105445 42.305657, -71.10513400000001 42.30586, -71.10494199999999 42.305986, -71.104882 42.306041, -71.104854 42.306109, -71.104918 42.306141, -71.105008 42.306225, -71.105332 42.30648, -71.105519 42.306611)",,,,
61511866,61511920,0,8641206,False,1,,Dungarven Road,residential,20 mph,6.1,80.154,"LINESTRING (-71.105445 42.305657, -71.1054737 42.3056357, -71.105611 42.305534, -71.10571299999999 42.305479, -71.105772 42.305455, -71.105884 42.305444, -71.10607 42.305432, -71.10631600000001 42.305421)",,,,
61511920,61511866,0,8641206,False,1,,Dungarven Road,residential,20 mph,6.1,80.15399999999998,"LINESTRING (-71.10631600000001 42.305421, -71.10607 42.305432, -71.105884 42.305444, -71.105772 42.305455, -71.10571299999999 42.305479, -71.105611 42.305534, -71.1054737 42.3056357, -71.105445 42.305657)",,,,
61511920,61357779,0,148495801,True,1,,Williams Street,residential,20 mph,11.6,91.40100000000001,"LINESTRING (-71.10631600000001 42.305421, -71.106168 42.305275, -71.1057102 42.3048438, -71.10563399999999 42.304772)",,,,
61515034,61359294,0,8648025,False,2,,Province Court,service,10 mph,9.1,45.448,"LINESTRING (-71.059372 42.356958, -71.05980769999999 42.3571215, -71.05986540000001 42.3571427)",,,,
61515209,61515211,0,8650398,False,2,,Lamson Court,residential,20 mph,9.1,65.415,"LINESTRING (-71.0334271 42.3665453, -71.0327965 42.366274, -71.03273900000001 42.3662493)",,,,
61515211,61515209,0,8650398,False,2,,Lamson Court,residential,20 mph,9.1,65.415,"LINESTRING (-71.03273900000001 42.3662493, -71.0327965 42.366274, -71.0334271 42.3665453)",,,,
61517296,61341942,0,8639753,False,2,,Amory Street,tertiary,20 mph,13.4,1559.825,"LINESTRING (-71.098473 42.321726, -71.098946 42.32171, -71.09908299999999 42.321693, -71.09916200000001 42.321642, -71.09920200000001 42.321574, -71.09922400000001 42.32151, -71.0992279 42.3214746, -71.099254 42.321235, -71.09930900000001 42.320442, -71.099343 42.32009, -71.099383 42.319982, -71.09946100000001 42.319887, -71.099569 42.319814, -71.09966799999999 42.319789, -71.099852 42.319746, -71.099958 42.319715, -71.099975 42.31971, -71.10007 42.319661, -71.10015199999999 42.319623, -71.100222 42.319576, -71.10036100000001 42.319446, -71.100533 42.319263, -71.10063 42.319156, -71.10078 42.319022, -71.10094100000001 42.318872, -71.101038 42.31876, -71.10109199999999 42.318673, -71.101151 42.318554, -71.101195 42.318431, -71.10124999999999 42.31825, -71.101314 42.318127, -71.101389 42.318036, -71.101545 42.317914, -71.10177 42.317751, -71.10206100000001 42.3175178, -71.10209399999999 42.317484, -71.1024121 42.3172062, -71.10256 42.317077, -71.10262400000001 42.317025, -71.102722 42.3169455, -71.102906 42.316796, -71.1030619 42.3166665, -71.10312500000001 42.316614, -71.10315540000001 42.3165806, -71.10326019999999 42.316465, -71.103499 42.316202, -71.10360900000001 42.31609, -71.10403599999999 42.315636, -71.104283 42.315351, -71.1043387 42.3152806, -71.104412 42.315188, -71.10451500000001 42.315014, -71.1045913 42.3148717, -71.1046879 42.3146913, -71.1048069 42.3144691, -71.10506599999999 42.31392, -71.10517400000001 42.313722, -71.105222 42.313568, -71.105304 42.313353, -71.105401 42.313127, -71.10541670000001 42.3130846, -71.10547699999999 42.312921, -71.105559 42.312747, -71.10562400000001 42.312624, -71.1056521 42.3125732, -71.10576399999999 42.312371, -71.105991 42.311978, -71.10609289999999 42.3118157, -71.106185 42.311669, -71.10651300000001 42.311189, -71.10670020000001 42.3109118, -71.1067819 42.3107907, -71.106858 42.310678, -71.106998 42.310463, -71.10732 42.309991)",,,,
61518216,61506610,0,8646727,False,1,,Plainfield Street,residential,20 mph,10.7,57.172,"LINESTRING (-71.10739 42.303158, -71.10696 42.303562)",,,,
61518444,1534948635,0,8648583,False,1,,East Street Place,service,15 mph,6.1,20.155,"LINESTRING (-71.0570395 42.3508407, -71.0569617 42.3510126)",,,alley,private
61518488,61426798,0,8638253,False,2,,,service,10 mph,,252.943,"LINESTRING (-71.1004648 42.349902, -71.1003742 42.3498923, -71.1003068 42.3498851, -71.09778439999999 42.3496168, -71.0976632 42.3496041, -71.0974878 42.3495704, -71.09743229999999 42.3495972)",,,alley,
61520728,7893111718,0,8647116,True,2,,Foundry Street,residential,15 mph,6,41.046,"LINESTRING (-71.05760530000001 42.3443118, -71.0578079 42.3439744)",,,,yes
61521738,61340637,0,"[814395973, 814395974, 814395975]",False,1,,Mount Vernon Street,service,10 mph,"['8.8', '3.9']",127.892,"LINESTRING (-71.06439279999999 42.3584142, -71.0642989 42.3584241, -71.0642587 42.3584283, -71.0640745 42.3584571, -71.06377620000001 42.3584994, -71.06347390000001 42.3585431, -71.0633497 42.3585599, -71.06301430000001 42.3586036, -71.0629539 42.3586114, -71.06286299999999 42.3586253)",,,"['driveway', 'parking_aisle']",no
61551854,7640833599,0,8646715,True,1,,Public Alley 439,service,15 mph,2.7,183.785,"LINESTRING (-71.0754053 42.3510829, -71.0754865 42.3510629, -71.0774419 42.3505313, -71.07750590000001 42.3505158)",,,alley,
61552678,7613971726,0,8650206,False,,,,service,5 mph,,108.78399999999999,"LINESTRING (-71.12257339999999 42.3530745, -71.12258970000001 42.3530047, -71.1226875 42.3525873, -71.1226929 42.352564, -71.12274720000001 42.3523321, -71.12278670000001 42.3521635, -71.12279909999999 42.3521105)",,,,
61553545,61586686,0,8649021,False,,,,service,15 mph,,36.116,"LINESTRING (-71.0589231 42.3537831, -71.0588771 42.3537546, -71.0585861 42.3535746)",,,,
61553553,417625612,0,8647384,True,1,,Quaker Lane,service,10 mph,6.1,68.904,"LINESTRING (-71.0570261 42.3584145, -71.0569891 42.3583981, -71.0569629 42.3583722, -71.05694389999999 42.3580968, -71.05664609999999 42.3581091, -71.056566 42.3581124)",,,alley,
61553553,417625607,0,8649011,True,1,,Quaker Lane,tertiary,10 mph,6.1,21.165,"LINESTRING (-71.0570261 42.3584145, -71.0572112 42.3584359, -71.0572806 42.3584439)",,,,
61561211,61354366,0,8640985,False,1,,Lotus Street,living_street,20 mph,6.1,175.737,"LINESTRING (-71.107478 42.302503, -71.1060122 42.3019156, -71.1055992 42.3017501)",,,,private
61574976,61353702,0,8644315,False,2,,,service,10 mph,8,20.071,"LINESTRING (-71.0739442 42.3475604, -71.0737927 42.3475875, -71.073707 42.3476034)",,,bus,no
