u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,tunnel,bridge,service,access
61386895,1410550291,0,8647120,False,,,,cycleway,,,28.661,"LINESTRING (-71.0874426 42.3003695, -71.08738099999999 42.300264, -71.0873383 42.3001247)",,,,
61387000,7729130345,0,8647120,False,,,,cycleway,,,310.704,"LINESTRING (-71.0961944 42.2961854, -71.095994 42.296111, -71.09561600000001 42.29575, -71.094942 42.295601, -71.09444000000001 42.295605, -71.093833 42.295783, -71.093039 42.296056, -71.0929082 42.2961699)",,,,
61406085,4502807132,0,502881201,False,,,,cycleway,,,23.158,"LINESTRING (-71.0218625 42.3797215, -71.02183429999999 42.3798106, -71.02180389999999 42.379848, -71.0217516 42.3799101)",,,,
61410149,1325749828,0,"[117737218, 8651499]",False,,,,"['cycleway', 'path']",,,32.126,"LINESTRING (-71.08062099999999 42.343563, -71.080549 42.343614, -71.0803581 42.3437765)",,,,
61410149,6821190121,0,"[117737209, 383029058, 509931860]",False,,,,cycleway,,,288.56199999999995,"LINESTRING (-71.08062099999999 42.343563, -71.080887 42.3433663, -71.0809739 42.3433398, -71.0811429 42.343205, -71.0812009 42.3431654, -71.08128170000001 42.3431103, -71.0813347 42.3431034, -71.08141380000001 42.3430484, -71.08156870000001 42.3429175, -71.08159999999999 42.342906, -71.0816597 42.3428733, -71.082003 42.3426156, -71.0819869 42.342566, -71.0822632 42.342341, -71.08229129999999 42.3423321, -71.0824523 42.3422082, -71.0825569 42.3421636, -71.0826615 42.3420734, -71.082691 42.3420079, -71.0829525 42.3418008, -71.0830144 42.34177, -71.0830402 42.3417572)",,,,
61410149,61410154,0,8646831,False,,,,path,,,21.759,"LINESTRING (-71.08062099999999 42.343563, -71.0805862 42.3436312, -71.08059830000001 42.3437111, -71.08061290000001 42.3437521)",,,,
61411937,4780368098,0,485257987,False,,,,cycleway,,,291.534,"LINESTRING (-71.095304 42.3049297, -71.09538980000001 42.3050141, -71.0952959 42.3051232, -71.0952329 42.3052273, -71.0951953 42.3053067, -71.0951754 42.3053715, -71.0951524 42.3054743, -71.0951432 42.3055252, -71.09513629999999 42.3056052, -71.0951365 42.3056869, -71.0951486 42.3057593, -71.0951725 42.3058254, -71.09519400000001 42.305878, -71.0952181 42.3059226, -71.0952492 42.3059695, -71.0952916 42.3060248, -71.0953279 42.3060556, -71.095371 42.3060894, -71.0963182 42.3066784, -71.0967014 42.3070178)",,,,
61428494,896356275,0,75920531,False,,,,cycleway,,,75.87700000000001,"LINESTRING (-71.14017699999999 42.274196, -71.1401341 42.2740623, -71.1401223 42.2739622, -71.1401316 42.2738036, -71.1401101 42.2736699, -71.1400718 42.2735215)",,,,
61434917,7502008572,0,802036775,False,,,,cycleway,,,60.753,"LINESTRING (-71.145179 42.268572, -71.1448163 42.2686634, -71.144473 42.268596)",,,,
61494858,896356252,0,75920563,False,,,,cycleway,,,646.3389999999999,"LINESTRING (-71.13572000000001 42.257379, -71.1357849 42.257429, -71.13589210000001 42.2575028, -71.1361493 42.2577086, -71.1364064 42.2578835, -71.13650509999999 42.257941, -71.13669350000001 42.2580074, -71.13706740000001 42.2580834, -71.1374232 42.2581159, -71.13762939999999 42.2581406, -71.1378033 42.2581563, -71.13796139999999 42.2581448, -71.1381437 42.2580949, -71.1384213 42.2579857, -71.1386462 42.2578678, -71.13878649999999 42.2577859, -71.1389035 42.2576577, -71.1388437 42.2575205, -71.1387958 42.257401, -71.1388257 42.2572638, -71.13892439999999 42.2571752, -71.1390261 42.2571243, -71.1391917 42.2571103, -71.13926530000001 42.2571111, -71.13935499999999 42.257142, -71.1394178 42.2571819, -71.1395105 42.2572771, -71.13970190000001 42.2574143, -71.1398574 42.2575205, -71.1400548 42.2575891, -71.1402492 42.2576821, -71.1406435 42.2578802, -71.14079700000001 42.2579041, -71.14091120000001 42.2579231, -71.14104380000001 42.2578604, -71.1411762 42.2577441, -71.1413676 42.2576489, -71.1415231 42.2576135, -71.14176930000001 42.2576057)",,,,
61498700,1294998542,0,817036563,False,,,,cycleway,,,8.397,"LINESTRING (-71.0788536 42.3449252, -71.07889419999999 42.3449945)",,,,
61511073,896356096,0,802058748,False,,,,cycleway,,,511.18299999999994,"LINESTRING (-71.14133699999999 42.257924, -71.14143129999999 42.2580179, -71.14149569999999 42.2582502, -71.1415976 42.2584963, -71.14173169999999 42.2589013, -71.14188729999999 42.2591157, -71.1422736 42.2593936, -71.1423326 42.2595723, -71.1422467 42.2597549, -71.1421502 42.2600685, -71.1421555 42.2605966, -71.1419731 42.2612477, -71.14212329999999 42.2613668, -71.1423808 42.2614343, -71.14255249999999 42.2615335, -71.1428636 42.2617042, -71.1430057 42.2618993)",,,,
61512805,64068974,0,8842555,False,,,Neponset River Greenway,cycleway,,,474.52399999999994,"LINESTRING (-71.0444892 42.2932559, -71.0443976 42.2932618, -71.0443429 42.2932578, -71.0443053 42.2932487, -71.0442504 42.2932258, -71.0441841 42.2931788, -71.04276900000001 42.292076, -71.04252270000001 42.2918311, -71.0424683 42.2917681, -71.0424264 42.2917038, -71.0423866 42.2916272, -71.04235730000001 42.2915493, -71.04233170000001 42.2914601, -71.0423169 42.291366, -71.04231040000001 42.2912258, -71.0423117 42.291108, -71.0423153 42.2907814, -71.0423041 42.2905438, -71.0423023 42.2905289, -71.042249 42.2900848, -71.0422533 42.2900189, -71.0422615 42.2899709, -71.0422877 42.2898948, -71.0423267 42.289822, -71.0423538 42.2897776, -71.04239130000001 42.2897375, -71.042436 42.289711)",,,,
61517239,896356269,0,75920555,False,,,,cycleway,,,17.765,"LINESTRING (-71.14518200000001 42.260068, -71.14507829999999 42.2601291, -71.1450131 42.2601675)",,,,
61517373,7044708086,0,754052063,False,,,,cycleway,,,288.243,"LINESTRING (-71.1178286 42.3026195, -71.1177441 42.3024935, -71.1175538 42.3024437, -71.1169287 42.302328, -71.1168181 42.3023209, -71.11660620000001 42.3023073, -71.11631439999999 42.3022769, -71.1160416 42.3022251, -71.1156848 42.302118, -71.1153911 42.301975, -71.11523149999999 42.3018819, -71.1150518 42.3018283, -71.11491770000001 42.3017648, -71.1147756 42.3016974, -71.1147155 42.3016693, -71.1146859 42.3016547)",,,,
61517739,7502217710,0,802058750,False,,,,cycleway,,,171.164,"LINESTRING (-71.146692 42.26485, -71.14645779999999 42.264912, -71.1463773 42.2650033, -71.1460608 42.2653566, -71.1458033 42.2656544, -71.14555660000001 42.2658767, -71.14533659999999 42.2659561)",,,,
61546139,1078419337,0,147776843,False,,,,cycleway,,,75.00800000000001,"LINESTRING (-71.06971919999999 42.2710445, -71.06975250000001 42.2709602, -71.0698677 42.2709349, -71.0698857 42.2708996, -71.0699072 42.2708822, -71.0699396 42.2708706, -71.0702826 42.2707991, -71.0703225 42.2707913, -71.07036069999999 42.2707855, -71.07039469999999 42.2707824, -71.07043059999999 42.2707804, -71.0704473 42.270779, -71.0704605 42.2707767, -71.0704763 42.2707728)",,,,
61549061,6193702759,0,654802293,False,,,Neponset River Greenway,cycleway,,,434.2020000000001,"LINESTRING (-71.11620550000001 42.2550293, -71.1162467 42.255051, -71.1162588 42.2550604, -71.1162628 42.2550684, -71.1162628 42.2550788, -71.116257 42.2550885, -71.11533470000001 42.2561136, -71.1152494 42.2562025, -71.1151672 42.2562856, -71.1143422 42.2571062, -71.11425029999999 42.2571961, -71.11415359999999 42.2572832, -71.1140635 42.2573606, -71.1139553 42.257447, -71.1138436 42.2575299, -71.11374360000001 42.2576026, -71.1136262 42.2576809, -71.1135419 42.2577347, -71.1134704 42.257779, -71.1133919 42.2578248, -71.11328109999999 42.2578877, -71.1131433 42.2579597, -71.1130055 42.258026)",,,,
61549733,1496719480,0,136456338,False,,,,cycleway,,,7.332,"LINESTRING (-71.1855656 42.2805031, -71.1856015 42.2805163, -71.18565030000001 42.2805198)",,,,
61551895,4780368098,0,"[8645304, 8649691]",False,2,,,cycleway,,15.2,301.034,"LINESTRING (-71.09979509999999 42.3080323, -71.0997557 42.3080035, -71.099553 42.307844, -71.099448 42.307722, -71.09931400000001 42.307579, -71.099208 42.307489, -71.09903799999999 42.307388, -71.09878999999999 42.307276, -71.09857940000001 42.3071949, -71.098237 42.307063, -71.097995 42.306973, -71.097961 42.306961, -71.09783299999999 42.306934, -71.097785 42.306929, -71.097663 42.306918, -71.097393 42.306932, -71.097066 42.306973, -71.0967014 42.3070178)",,,,
61566741,4947820092,0,238687806,False,,,,cycleway,,,34.371,"LINESTRING (-71.0530138 42.3079314, -71.0530636 42.3079004, -71.0531014 42.3078742, -71.0531409 42.3078427, -71.05318250000001 42.3078092, -71.0532087 42.3077862, -71.0532388 42.3077575, -71.0532664 42.3077278, -71.0532905 42.3077015)",,,,
61566791,2464891374,0,250229054,False,,,,cycleway,,,559.8940000000001,"LINESTRING (-71.0524972 42.3080908, -71.0524303 42.3080966, -71.0523671 42.3080988, -71.0522378 42.3080965, -71.05136330000001 42.3080686, -71.0513292 42.3080675, -71.05118090000001 42.3080626, -71.05045939999999 42.3080388, -71.0492394 42.3079944, -71.04920679999999 42.3079932, -71.0490807 42.3080091, -71.04904399999999 42.3080171, -71.0489216 42.3080385, -71.04752790000001 42.3083407, -71.0475081 42.308345, -71.0468645 42.3084931, -71.0458399 42.3087348)",,,,
61583864,1345141047,0,119816939,False,,,,cycleway,,,10.116,"LINESTRING (-70.99375499999999 42.392183, -70.993633 42.3921956)",,,,
61584555,894765477,0,"[505869385, 75801533]",False,,,,cycleway,,,227.76300000000003,"LINESTRING (-71.006854 42.385614, -71.00692050000001 42.3855491, -71.00693800000001 42.3854326, -71.00695380000001 42.3852486, -71.0069661 42.3851463, -71.0069907 42.3850802, -71.0070187 42.3850336, -71.007052 42.3849934, -71.0070924 42.3849623, -71.00714670000001 42.384939, -71.0072064 42.3849274, -71.0072677 42.3849248, -71.0073695 42.3849403, -71.00749399999999 42.3849598, -71.0076729 42.3849766, -71.0079061 42.3849818, -71.0079858 42.3849793, -71.00815160000001 42.384974, -71.00834450000001 42.384961, -71.0085813 42.38493, -71.0087496 42.3848911, -71.0088877 42.3848596)",,,,
61587216,1333866529,0,118632139,False,,,,cycleway,,,17.567,"LINESTRING (-71.0270269 42.3599099, -71.0271726 42.3599204, -71.0272397 42.3599252)",,,,
64064400,1330532508,0,118278975,False,,,,cycleway,,,15.825,"LINESTRING (-71.13191689999999 42.3723325, -71.13207079999999 42.3722469)",,,,
64064400,631511737,0,486693401,False,,,Dr. Paul Dudley White Path,cycleway,,,369.73400000000004,"LINESTRING (-71.13191689999999 42.3723325, -71.13077800000001 42.3729621, -71.1305969 42.3730405, -71.13043 42.3730995, -71.1302357 42.3731559, -71.1300705 42.3731918, -71.1299016 42.3732153, -71.12976020000001 42.373235, -71.12963449999999 42.3732445, -71.1294931 42.3732507, -71.1293615 42.3732448, -71.1291925 42.3732313, -71.1290158 42.3732114, -71.128896 42.3731898, -71.1287823 42.3731711, -71.12863280000001 42.3731427, -71.12850709999999 42.3731132, -71.1283755 42.37307, -71.1282655 42.3730288, -71.1281516 42.3729855, -71.1280318 42.3729384, -71.1278788 42.372867)",,,,
64064400,1330532494,0,486693401,False,,,Dr. Paul Dudley White Path,cycleway,,,17.224,"LINESTRING (-71.13191689999999 42.3723325, -71.13195930000001 42.372343, -71.1320073 42.3723489, -71.1320462 42.3723516, -71.1321234 42.3723524)",,,,
64064415,1000492321,0,86198611,False,,,,cycleway,,,25.451999999999998,"LINESTRING (-71.13219119999999 42.3717839, -71.1321399 42.3717862, -71.1321045 42.3717856, -71.13205429999999 42.3717914, -71.13201239999999 42.3718055, -71.1319311 42.3718411, -71.1319033 42.3718523)",,,,
64064415,1000492201,0,118537374,False,,,Dr. Paul Dudley White Path,cycleway,,,58.837999999999994,"LINESTRING (-71.13219119999999 42.3717839, -71.1324492 42.3720974, -71.1324803 42.3721418, -71.13251870000001 42.3721967, -71.1325389 42.3722449)",,,,
64064415,631511734,0,118537374,False,,,Dr. Paul Dudley White Path,cycleway,,,40.092999999999996,"LINESTRING (-71.13219119999999 42.3717839, -71.1321294 42.3717164, -71.1320635 42.3716661, -71.1319604 42.3715998, -71.1318469 42.3715316)",,,,
64064710,7087183715,0,233199591,False,,,,cycleway,,,10.439,"LINESTRING (-71.1177062 42.3642964, -71.11769 42.3642838, -71.1176565 42.3642719, -71.11762330000001 42.3642643, -71.11759189999999 42.3642616)",,,,
64064710,2415024594,0,844952134,False,2,,Dr. Paul Dudley White Path,cycleway,,4,20.289,"LINESTRING (-71.1177062 42.3642964, -71.11773169999999 42.3641864, -71.11774370000001 42.3641161)",,,,
64064710,631511737,0,"[844952133, 844952134, 261314311, 844952136, 486693878]",False,2,,Dr. Paul Dudley White Path,cycleway,,4,1492.3409999999994,"LINESTRING (-71.1177062 42.3642964, -71.1177369 42.3643474, -71.1177275 42.3660337, -71.1177903 42.3664437, -71.117845 42.3667712, -71.1179544 42.3670044, -71.1180805 42.3671928, -71.1182902 42.3674232, -71.11846420000001 42.36761, -71.1188224 42.3678378, -71.1189566 42.3678934, -71.1191034 42.3679241, -71.1192575 42.3679467, -71.1197896 42.3679809, -71.1203172 42.368007, -71.1212898 42.3680156, -71.12165090000001 42.3680306, -71.1218272 42.3680353, -71.121999 42.3680528, -71.12219159999999 42.3680708, -71.1223766 42.3681099, -71.12257030000001 42.3681489, -71.12275649999999 42.3682027, -71.1231745 42.3683458, -71.12323739999999 42.3683749, -71.12328340000001 42.368405, -71.12331949999999 42.3684439, -71.12334130000001 42.3684774, -71.1233524 42.3685083, -71.1233617 42.3685454, -71.12339919999999 42.3685652, -71.12340589999999 42.3685687, -71.1234323 42.3685827, -71.12347339999999 42.3686042, -71.1234973 42.3686171, -71.1235602 42.3686503, -71.1235729 42.368657, -71.123606 42.3686358, -71.12363190000001 42.3686252, -71.12365509999999 42.3686147, -71.1237115 42.3686005, -71.12378440000001 42.3685891, -71.1238535 42.3685927, -71.1239231 42.3686073, -71.1241479 42.3686836, -71.1254167 42.3691335, -71.12554179999999 42.3691781, -71.1256681 42.3692329, -71.1257739 42.3692871, -71.1258751 42.3693449, -71.1259554 42.3694025, -71.1260267 42.3694605, -71.1260539 42.3694828, -71.1260757 42.3695034, -71.1260947 42.369525, -71.12611560000001 42.3695492, -71.1261382 42.3695775, -71.1261616 42.3696105, -71.1262297 42.3697169, -71.1262402 42.3697306, -71.1262536 42.3697421, -71.12626710000001 42.36975, -71.1262838 42.369759, -71.1263088 42.3697719, -71.12633030000001 42.3697849, -71.1263529 42.3698031, -71.1263723 42.3698209, -71.126389 42.3698398, -71.1264049 42.3698611, -71.12641979999999 42.3698871, -71.1264609 42.3699591, -71.1264863 42.3700098, -71.12650859999999 42.3700578, -71.12652009999999 42.3700866, -71.12652679999999 42.3701161, -71.1265294 42.3701418, -71.1265298 42.3702023, -71.126531 42.3702898, -71.12653280000001 42.3703465, -71.1265379 42.3704247, -71.12657249999999 42.3707733, -71.126638 42.3712494, -71.1266912 42.3714927, -71.1267239 42.3716227, -71.1267648 42.3717391, -71.12683850000001 42.3718766, -71.1269101 42.3719899, -71.1269774 42.3720811, -71.12704189999999 42.3721842, -71.1271244 42.3722942, -71.1272249 42.372398, -71.1273345 42.3725102, -71.12743469999999 42.3725888, -71.12755060000001 42.3726745, -71.1276586 42.3727479, -71.1277647 42.3728107, -71.1278788 42.372867)",,,,
64064903,597022404,0,132174894,False,,,,cycleway,,2,196.82400000000004,"LINESTRING (-71.0652723 42.3688418, -71.0651046 42.3687169, -71.06501369999999 42.3686433, -71.06481839999999 42.3684526, -71.064689 42.3682939, -71.064982 42.3682843, -71.0650055 42.3682836, -71.0656571 42.3682656, -71.06567339999999 42.3682466, -71.06569949999999 42.3682096, -71.0657384 42.3681728, -71.06577009999999 42.3681456, -71.06580169999999 42.3681173, -71.0658699 42.3680888, -71.0659035 42.368076, -71.0659412 42.3680648, -71.06601259999999 42.3680494)",,,,
64068974,61512805,0,8842555,False,,,Neponset River Greenway,cycleway,,,474.524,"LINESTRING (-71.042436 42.289711, -71.04239130000001 42.2897375, -71.0423538 42.2897776, -71.0423267 42.289822, -71.0422877 42.2898948, -71.0422615 42.2899709, -71.0422533 42.2900189, -71.042249 42.2900848, -71.0423023 42.2905289, -71.0423041 42.2905438, -71.0423153 42.2907814, -71.0423117 42.291108, -71.04231040000001 42.2912258, -71.0423169 42.291366, -71.04233170000001 42.2914601, -71.04235730000001 42.2915493, -71.0423866 42.2916272, -71.0424264 42.2917038, -71.0424683 42.2917681, -71.04252270000001 42.2918311, -71.04276900000001 42.292076, -71.0441841 42.2931788, -71.0442504 42.2932258, -71.0443053 42.2932487, -71.0443429 42.2932578, -71.0443976 42.2932618, -71.0444892 42.2932559)",,,,
417241978,520944624,0,42004172,False,,,,footway,,,26.974,"LINESTRING (-71.0954924 42.342039, -71.09533860000001 42.3418247)",,,,
417241978,417241981,0,35600252,False,,,,cycleway,,,76.31800000000001,"LINESTRING (-71.0954924 42.342039, -71.0956053 42.3420026, -71.0958773 42.3419307, -71.0963635 42.3418018)",,,,
417241978,1036760676,0,"[383943283, 35600252, 383943286]",False,,,,cycleway,,,225.107,"LINESTRING (-71.0954924 42.342039, -71.09537950000001 42.342083, -71.09527370000001 42.3421305, -71.0951759 42.34218, -71.0950757 42.3422534, -71.0949346 42.3423635, -71.094792 42.3424919, -71.0947032 42.3425884, -71.09464560000001 42.3426515, -71.094582 42.3427527, -71.09452779999999 42.3428392, -71.0945114 42.3429366, -71.0945091 42.3429566, -71.0944973 42.3430568, -71.0944952 42.3431305, -71.0944713 42.3431762, -71.0944394 42.3432297, -71.09442970000001 42.3432459, -71.0945103 42.3435634, -71.09451679999999 42.3435889, -71.0945504 42.3437495)",,,,
417241978,6543299668,0,383943285,False,,,,footway,,,33.808,"LINESTRING (-71.0954924 42.342039, -71.0955419 42.3421113, -71.095617 42.3422423, -71.0956616 42.342316)",,,,
417241981,1036760699,0,35600252,False,,,,cycleway,,,1.981,"LINESTRING (-71.0963635 42.3418018, -71.0963861 42.3417956)",,,,
417241981,520944623,0,89184148,False,,,,footway,,,47.552,"LINESTRING (-71.0963635 42.3418018, -71.0958237 42.3416479)",,,,
417241981,417241978,0,35600252,False,,,,cycleway,,,76.31800000000001,"LINESTRING (-71.0963635 42.3418018, -71.0958773 42.3419307, -71.0956053 42.3420026, -71.0954924 42.342039)",,,,
417241981,6543299667,0,42004170,False,,,,footway,,,33.542,"LINESTRING (-71.0963635 42.3418018, -71.0964017 42.3418659, -71.0964625 42.3420177, -71.09649400000001 42.3420872)",,,,
417241991,520944607,0,35600252,False,,,,cycleway,,,72.58600000000001,"LINESTRING (-71.09817459999999 42.340776, -71.09827129999999 42.3407304, -71.0983822 42.3406896, -71.09849010000001 42.3406524, -71.0986249 42.3406125, -71.0987449 42.3405825, -71.0988722 42.340554, -71.0989905 42.3405367)",,,,
417241991,1036760699,0,35600252,False,,,,cycleway,,,189.85499999999996,"LINESTRING (-71.09817459999999 42.340776, -71.0980213 42.3408785, -71.09746749999999 42.3413308, -71.0973963 42.341386, -71.09733540000001 42.3414375, -71.0972754 42.3414889, -71.0972151 42.3415305, -71.0971545 42.3415682, -71.0970725 42.3416017, -71.0969578 42.3416387, -71.0963861 42.3417956)",,,,
417241991,6543299657,0,49666864,False,,,,footway,,,36.062000000000005,"LINESTRING (-71.09817459999999 42.340776, -71.0982607 42.3408553, -71.0983787 42.340974, -71.0984354 42.3410366)",,,,
417241996,520944607,0,35600252,False,,,,cycleway,,,3.132,"LINESTRING (-71.0990286 42.3405373, -71.0989905 42.3405367)",,,,
417241996,7711828588,0,"[383943282, 35600252, 49666854]",False,,,,"['cycleway', 'footway']",,,427.23299999999995,"LINESTRING (-71.0990286 42.3405373, -71.0991449 42.3405451, -71.09925749999999 42.3405531, -71.099333 42.3405659, -71.09940659999999 42.3405802, -71.0994963 42.3406045, -71.0995683 42.34063, -71.0997797 42.3407151, -71.09985500000001 42.3407033, -71.0999169 42.340691, -71.0999518 42.3407485, -71.1000751 42.3408259, -71.10029230000001 42.340948, -71.10052709999999 42.3411361, -71.1007546 42.341329, -71.1009198 42.3414814, -71.1010849 42.3416522, -71.1011968 42.3417628, -71.10121100000001 42.3417762, -71.1013336 42.3418921, -71.1016056 42.3421743, -71.1018116 42.3423853, -71.1019569 42.3425248, -71.1021044 42.3426708, -71.1022439 42.3428174, -71.102384 42.3429471, -71.10251599999999 42.3430699, -71.1025975 42.3431168)",,,,
417241996,631345483,0,42004167,False,,,,footway,,,85.995,"LINESTRING (-71.0990286 42.3405373, -71.0991411 42.3405216, -71.099273 42.340523, -71.099502 42.3405097, -71.09958570000001 42.3405027, -71.09966319999999 42.340495, -71.0997284 42.3404813, -71.0997948 42.3404666, -71.09985229999999 42.3404436, -71.0999058 42.3404161, -71.0999599 42.3403832, -71.1000032 42.3403425)",,,,
519025421,3306232293,0,323853886,False,,,,cycleway,,,15.829,"LINESTRING (-71.162994 42.3353432, -71.1629318 42.3353669, -71.1628111 42.3353828)",,,,
520944607,417241996,0,35600252,False,,,,cycleway,,,3.132,"LINESTRING (-71.0989905 42.3405367, -71.0990286 42.3405373)",,,,
520944607,417241991,0,35600252,False,,,,cycleway,,,72.58600000000001,"LINESTRING (-71.0989905 42.3405367, -71.0988722 42.340554, -71.0987449 42.3405825, -71.0986249 42.3406125, -71.09849010000001 42.3406524, -71.0983822 42.3406896, -71.09827129999999 42.3407304, -71.09817459999999 42.340776)",,,,
520944607,520944601,0,42004166,False,,,,footway,,,142.658,"LINESTRING (-71.0989905 42.3405367, -71.0989276 42.3404837, -71.0988823 42.3404455, -71.09885300000001 42.3404143, -71.0988416 42.3403954, -71.0988416 42.340376, -71.0988382 42.3403358, -71.09884510000001 42.3402747, -71.098838 42.3402308, -71.0988242 42.3401811, -71.09879770000001 42.3401296, -71.0987552 42.3400549, -71.098714 42.3399736, -71.09868400000001 42.3399333, -71.098652 42.3398945, -71.0986054 42.3398487, -71.0985591 42.3398057, -71.09850489999999 42.3397665, -71.0984442 42.3397334, -71.09836439999999 42.3396998, -71.09829190000001 42.3396754, -71.0982082 42.3396532, -71.09813269999999 42.3396437, -71.098068 42.3396421, -71.0979985 42.339647)",,,,
597022404,597022396,0,833402109,False,,,,cycleway,,,7.396,"LINESTRING (-71.06601259999999 42.3680494, -71.06610240000001 42.3680447)",,,,
597022404,64064903,0,132174894,False,,,,cycleway,,2,196.824,"LINESTRING (-71.06601259999999 42.3680494, -71.0659412 42.3680648, -71.0659035 42.368076, -71.0658699 42.3680888, -71.06580169999999 42.3681173, -71.06577009999999 42.3681456, -71.0657384 42.3681728, -71.06569949999999 42.3682096, -71.06567339999999 42.3682466, -71.0656571 42.3682656, -71.0650055 42.3682836, -71.064982 42.3682843, -71.064689 42.3682939, -71.06481839999999 42.3684526, -71.06501369999999 42.3686433, -71.0651046 42.3687169, -71.0652723 42.3688418)",,,,
597022404,597022407,0,833402109,False,,,,cycleway,,,51.04600000000001,"LINESTRING (-71.06601259999999 42.3680494, -71.0659034 42.3678861, -71.0658956 42.3677611, -71.06569880000001 42.3677175)",,,,
597022407,597022404,0,833402109,False,,,,cycleway,,,51.046,"LINESTRING (-71.06569880000001 42.3677175, -71.0658956 42.3677611, -71.0659034 42.3678861, -71.06601259999999 42.3680494)",,,,
631511734,64064415,0,118537374,False,,,Dr. Paul Dudley White Path,cycleway,,,40.092999999999996,"LINESTRING (-71.1318469 42.3715316, -71.1319604 42.3715998, -71.1320635 42.3716661, -71.1321294 42.3717164, -71.13219119999999 42.3717839)",,,,
