u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
64066461,4780612499,0,"[87484519, 822646988, 822646989, 485282198, 485282201, 485282203]",False,,,,cycleway,,,274.73499999999996,"LINESTRING (-71.0910755 42.3451012, -71.0910556 42.3451922, -71.09101269999999 42.3452706, -71.0909793 42.3453472, -71.0909504 42.3454129, -71.09092699999999 42.3454804, -71.09092200000001 42.345559, -71.09092649999999 42.3456586, -71.0909432 42.3457409, -71.0909667 42.3458341, -71.0909863 42.3459371, -71.09100840000001 42.3460181, -71.09103039999999 42.3460917, -71.0910331 42.3462078, -71.09100960000001 42.3462859, -71.0910038 42.3463053, -71.0910554 42.3463343, -71.09113549999999 42.3463699, -71.0912526 42.3463984, -71.09138660000001 42.3464165, -71.09153449999999 42.3464817, -71.0917129 42.3465554, -71.09190150000001 42.3466158, -71.0922513 42.3466634, -71.0923263 42.3466683, -71.0924152 42.3466699, -71.0925726 42.3466566)",yes,,,
64066465,64066461,0,33207288,False,,,Lost Emerald Necklace,footway,,,152.515,"LINESTRING (-71.09158309999999 42.3463917, -71.0915937 42.3463483, -71.09160249999999 42.3463018, -71.09160869999999 42.3462481, -71.0916096 42.3462145, -71.0916062 42.3461852, -71.0915983 42.3461535, -71.09158480000001 42.3461179, -71.0914791 42.3459355, -71.09138710000001 42.3458287, -71.09135190000001 42.3457888, -71.0913207 42.3457392, -71.0913085 42.3456758, -71.0913005 42.3455894, -71.09127239999999 42.3454968, -71.091238 42.3454241, -71.0910755 42.3451012)",,,,
321504781,369608879,0,29328109,False,,,,footway,,4,14.434,"LINESTRING (-71.0846604 42.3532877, -71.08459929999999 42.353166)",,,,
321504781,322647448,0,"[820802433, 820802430, 825994974, 810132943]",False,,,,footway,,4,342.7809999999999,"LINESTRING (-71.0846604 42.3532877, -71.0846724 42.3533124, -71.0847201 42.3534108, -71.0847716 42.3535094, -71.0847761 42.3535297, -71.084782 42.3535634, -71.08478409999999 42.3535755, -71.08477980000001 42.3536099, -71.0847758 42.3536638, -71.08475749999999 42.3537263, -71.08472829999999 42.3537779, -71.0846919 42.3538205, -71.08465030000001 42.3538614, -71.0846062 42.3538967, -71.0845482 42.353935, -71.08447870000001 42.353972, -71.084396 42.3540044, -71.0843213 42.3540305, -71.0842181 42.3540586, -71.08369810000001 42.3541984, -71.0831512 42.3543456, -71.0825809 42.3544977, -71.0822634 42.3545851, -71.0821533 42.3546146, -71.0820356 42.3546474, -71.0819643 42.354664, -71.0818812 42.3546789, -71.08181380000001 42.3546854, -71.0817467 42.3546888, -71.08168430000001 42.3546896, -71.08158830000001 42.3546834, -71.08153950000001 42.3546776)",yes,yes,,
321504781,383976734,0,828685741,False,,,,footway,,4,28.802999999999997,"LINESTRING (-71.0846604 42.3532877, -71.0847325 42.3532695, -71.0847952 42.3532436, -71.0848743 42.3532008, -71.08495619999999 42.3531529)",,,,
321505283,7574270480,0,"[820802432, 29380673, 29380675, 826804935]",False,,,,footway,,4,62.652,"LINESTRING (-71.08105070000001 42.3541352, -71.0811145 42.3542586, -71.08112149999999 42.3542741, -71.0811709 42.3543708, -71.0812248 42.3544685, -71.08125440000001 42.3545096, -71.0812803 42.3545344, -71.0813062 42.3545567, -71.081346 42.3545871, -71.0814017 42.3546259)",yes,,,
321505283,64064005,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,322.806,"LINESTRING (-71.08105070000001 42.3541352, -71.0809793 42.3541727, -71.0809058 42.3542089, -71.08073570000001 42.354286, -71.08068780000001 42.3543065, -71.0805596 42.3543631, -71.08048890000001 42.3543957, -71.0804201 42.354434, -71.08038860000001 42.3544516, -71.080361 42.3544663, -71.08032729999999 42.3544823, -71.08029089999999 42.3544992, -71.0802419 42.3545185, -71.08021069999999 42.3545301, -71.08018130000001 42.3545401, -71.08008239999999 42.3545706, -71.08003359999999 42.3545859, -71.07996799999999 42.3546028, -71.0797312 42.3546681, -71.07958360000001 42.3547071, -71.0793927 42.3547604, -71.0792962 42.3547876, -71.0791713 42.3548241, -71.078999 42.3548682, -71.0787287 42.354942, -71.0784477 42.3550158, -71.0781506 42.3550971, -71.0778955 42.3551635, -71.0776357 42.3552288, -71.0774577 42.355274)",,,,
321505283,366686970,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,302.36400000000003,"LINESTRING (-71.08105070000001 42.3541352, -71.08109 42.3541115, -71.08118690000001 42.3540392, -71.0812389 42.3540012, -71.08127690000001 42.3539819, -71.0813165 42.3539659, -71.0816081 42.353888, -71.0821138 42.3537499, -71.0824523 42.3536604, -71.0828626 42.3535465, -71.0833571 42.3534165, -71.08353529999999 42.3533679, -71.08380409999999 42.353294, -71.084091 42.3532173, -71.0842 42.3531909, -71.0842557 42.3531772, -71.0843134 42.3531653, -71.0843588 42.3531607, -71.0844017 42.3531607, -71.0844524 42.3531652)",,,,
321505299,7799629312,0,836434441,False,,,,footway,,4,10.239,"LINESTRING (-71.0867056 42.3527742, -71.0865987 42.3528215)",,,,
321505299,7799629312,1,836434442,False,,,,footway,,4,10.239,"LINESTRING (-71.0867056 42.3527742, -71.0865987 42.3528215)",,,,
321505299,322650093,0,32800158,False,,,,footway,,4,179.976,"LINESTRING (-71.0867056 42.3527742, -71.087265 42.3526367, -71.0878112 42.3524892, -71.0880873 42.3524148, -71.0883285 42.352346, -71.08876069999999 42.3522159)",,,,
322647448,7574270480,0,29380673,False,,,,footway,,4,12.805,"LINESTRING (-71.08153950000001 42.3546776, -71.08149210000001 42.3546668, -71.08144830000001 42.35465, -71.0814017 42.3546259)",,,,
322647448,7574270481,0,242536777,False,,,,footway,,4,15.366,"LINESTRING (-71.08153950000001 42.3546776, -71.08144420000001 42.3547006, -71.0813665 42.3547291)",,,,
322647448,321504781,0,"[820802433, 825994974, 820802430, 810132943]",False,,,,footway,,4,342.781,"LINESTRING (-71.08153950000001 42.3546776, -71.08158830000001 42.3546834, -71.08168430000001 42.3546896, -71.0817467 42.3546888, -71.08181380000001 42.3546854, -71.0818812 42.3546789, -71.0819643 42.354664, -71.0820356 42.3546474, -71.0821533 42.3546146, -71.0822634 42.3545851, -71.0825809 42.3544977, -71.0831512 42.3543456, -71.08369810000001 42.3541984, -71.0842181 42.3540586, -71.0843213 42.3540305, -71.084396 42.3540044, -71.08447870000001 42.353972, -71.0845482 42.353935, -71.0846062 42.3538967, -71.08465030000001 42.3538614, -71.0846919 42.3538205, -71.08472829999999 42.3537779, -71.08475749999999 42.3537263, -71.0847758 42.3536638, -71.08477980000001 42.3536099, -71.08478409999999 42.3535755, -71.084782 42.3535634, -71.0847761 42.3535297, -71.0847716 42.3535094, -71.0847201 42.3534108, -71.0846724 42.3533124, -71.0846604 42.3532877)",yes,yes,,
322648015,1769091035,0,29327922,False,,,,footway,,,5.871,"LINESTRING (-71.0741732 42.3571929, -71.0742438 42.3571848)",,,,
322648015,369610267,0,55677203,False,,,,footway,,4,17.774,"LINESTRING (-71.0741732 42.3571929, -71.0741155 42.3571981, -71.0740582 42.3572001, -71.0740401 42.3571987, -71.0739585 42.3571891)",,,,
322648015,1629873659,0,828301024,False,,,,footway,,4,76.547,"LINESTRING (-71.0741732 42.3571929, -71.0741632 42.357248, -71.07412789999999 42.3573174, -71.0741065 42.3573619, -71.0740663 42.3574331, -71.0740285 42.3574839, -71.0739963 42.3575153, -71.0739542 42.3575467, -71.0739167 42.3575626, -71.0738819 42.3575738, -71.0738364 42.357585, -71.0737802 42.3575969, -71.073722 42.357606, -71.07368409999999 42.3576101, -71.07364920000001 42.3576118, -71.0736174 42.3576074, -71.0735765 42.3575967)",,,,
322648015,322648366,0,828301024,False,,,,footway,,4,124.62499999999999,"LINESTRING (-71.0741732 42.3571929, -71.0742305 42.3570933, -71.0744316 42.3567965, -71.07457170000001 42.3565939, -71.07467800000001 42.3564655, -71.07470530000001 42.3564415, -71.07488379999999 42.3562536, -71.0749162 42.3562195)",,,,
322648018,7771617289,0,"[832417244, 29327933, 832417214, 832417215]",False,,,,"['steps', 'footway']",,4.2,25.196,"LINESTRING (-71.0745649 42.3571633, -71.074454 42.3571707, -71.0743275 42.3571792, -71.0743044 42.3571807, -71.0742595 42.3571837)",yes,yes,,
322648033,322650468,0,29328207,False,,,,footway,,4,54.238,"LINESTRING (-71.0760331 42.3563955, -71.0759771 42.3563814, -71.0758955 42.3563703, -71.0757637 42.3563583, -71.0756336 42.3563479, -71.0753809 42.356327)",,,,
322648033,322648040,0,242536777,False,,,,footway,,4,141.33200000000002,"LINESTRING (-71.0760331 42.3563955, -71.0761684 42.3563415, -71.07629660000001 42.356295, -71.076403 42.3562592, -71.07650870000001 42.3562289, -71.0766782 42.3561822, -71.0771651 42.3560529, -71.0775737 42.3559463, -71.0776315 42.3559307)",,,,
322648033,322650446,0,242536777,False,,,,footway,,4,46.241,"LINESTRING (-71.0760331 42.3563955, -71.0760102 42.3564154, -71.0759812 42.3564396, -71.0759139 42.3564812, -71.07583769999999 42.3565305, -71.0757674 42.3565823, -71.07570200000001 42.3566328, -71.0756348 42.3566883)",,,,
322648040,322650465,0,242536777,False,,,,footway,,4,23.374,"LINESTRING (-71.0776315 42.3559307, -71.07789750000001 42.3558562)",,,,
322648040,322649434,0,29328066,False,,,,footway,,4,21.933,"LINESTRING (-71.0776315 42.3559307, -71.0776058 42.3558776, -71.0776036 42.3558445, -71.07761170000001 42.355825, -71.0776338 42.3558042, -71.0776748 42.3557839, -71.0777046 42.3557734)",,yes,,
322648040,322648033,0,242536777,False,,,,footway,,4,141.332,"LINESTRING (-71.0776315 42.3559307, -71.0775737 42.3559463, -71.0771651 42.3560529, -71.0766782 42.3561822, -71.07650870000001 42.3562289, -71.076403 42.3562592, -71.07629660000001 42.356295, -71.0761684 42.3563415, -71.0760331 42.3563955)",,,,
322648043,322648823,0,32800244,False,,,,footway,,4,69.141,"LINESTRING (-71.07839920000001 42.3556454, -71.0783179 42.3556259, -71.07821250000001 42.3555926, -71.0781266 42.3555661, -71.0780139 42.3555368, -71.0779158 42.3555183, -71.0778483 42.3555148, -71.0777989 42.3555147, -71.0777363 42.3555158, -71.0776765 42.3555241, -71.0775952 42.355547)",,,,
322648043,7574270481,0,242536777,False,,,,footway,,4,265.48900000000003,"LINESTRING (-71.07839920000001 42.3556454, -71.07941409999999 42.3553734, -71.0796898 42.3552943, -71.0802638 42.3551415, -71.0805373 42.3550669, -71.0806419 42.3550393, -71.08075289999999 42.355009, -71.0808512 42.3549801, -71.0809357 42.354949, -71.081031 42.3549089, -71.0811192 42.3548663, -71.0812203 42.3548135, -71.081298 42.3547694, -71.0813665 42.3547291)",,,,
322648043,322650465,0,242536777,False,,,,footway,,4,47.64,"LINESTRING (-71.07839920000001 42.3556454, -71.07827930000001 42.3557148, -71.0781736 42.3557595, -71.0780998 42.3557878, -71.0780262 42.3558146, -71.07795110000001 42.3558382, -71.07789750000001 42.3558562)",,,,
322648363,322648366,0,29327981,False,,,,footway,,4,6.843,"LINESTRING (-71.07497720000001 42.3562614, -71.0749162 42.3562195)",,,,
322648366,322648363,0,29327981,False,,,,footway,,4,6.843,"LINESTRING (-71.0749162 42.3562195, -71.07497720000001 42.3562614)",,,,
322648366,322648015,0,828301024,False,,,,footway,,4,124.625,"LINESTRING (-71.0749162 42.3562195, -71.07488379999999 42.3562536, -71.07470530000001 42.3564415, -71.07467800000001 42.3564655, -71.07457170000001 42.3565939, -71.0744316 42.3567965, -71.0742305 42.3570933, -71.0741732 42.3571929)",,,,
322648366,369610252,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,97.95400000000001,"LINESTRING (-71.0749162 42.3562195, -71.0748985 42.3562085, -71.0748669 42.3561889, -71.07481799999999 42.3561648, -71.0747808 42.3561497, -71.0747375 42.3561345, -71.07472850000001 42.3561322, -71.07468 42.3561196, -71.07462099999999 42.3561093, -71.07456120000001 42.3561031, -71.074507 42.3560984, -71.0744639 42.3560934, -71.07440510000001 42.3560929, -71.07434050000001 42.3560975, -71.07426890000001 42.3561098, -71.0742084 42.3561297, -71.07413819999999 42.3561533, -71.0740955 42.3561722, -71.07404889999999 42.3561981, -71.0739703 42.3562418, -71.0739166 42.3562728, -71.0738484 42.3563081)",,,,
322648366,64064005,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,236.35399999999998,"LINESTRING (-71.0749162 42.3562195, -71.0749572 42.356193, -71.0750523 42.3561272, -71.0751638 42.3560537, -71.07528569999999 42.3559772, -71.07541380000001 42.355904, -71.0755118 42.3558525, -71.0756143 42.3558078, -71.075698 42.3557751, -71.07579250000001 42.3557447, -71.0759317 42.3556994, -71.0760693 42.3556598, -71.0762718 42.3556034, -71.0764466 42.3555549, -71.07664920000001 42.3554945, -71.07700800000001 42.3554034, -71.07733349999999 42.3553101, -71.0774577 42.355274)",,,,
322648823,322650468,0,32800244,False,,,,footway,,4,203.84700000000004,"LINESTRING (-71.0775952 42.355547, -71.077504 42.3555772, -71.0773693 42.3556184, -71.0771051 42.3556941, -71.07688349999999 42.3557539, -71.0767981 42.3557769, -71.07666140000001 42.3558136, -71.0764229 42.3558785, -71.0762134 42.3559333, -71.07608860000001 42.3559681, -71.07598419999999 42.3559997, -71.07590209999999 42.3560269, -71.07581810000001 42.3560588, -71.0757473 42.3560897, -71.07566610000001 42.3561282, -71.0756105 42.3561573, -71.0755231 42.3562106, -71.0754438 42.3562722, -71.0753809 42.356327)",,,,
322648823,322648043,0,32800244,False,,,,footway,,4,69.141,"LINESTRING (-71.0775952 42.355547, -71.0776765 42.3555241, -71.0777363 42.3555158, -71.0777989 42.3555147, -71.0778483 42.3555148, -71.0779158 42.3555183, -71.0780139 42.3555368, -71.0781266 42.3555661, -71.07821250000001 42.3555926, -71.0783179 42.3556259, -71.07839920000001 42.3556454)",,,,
322648823,322649434,0,841071284,False,,,,footway,,4,26.732,"LINESTRING (-71.0775952 42.355547, -71.077682 42.3557261, -71.0777046 42.3557734)",,,,
322649434,322648040,0,29328066,False,,,,footway,,4,21.933,"LINESTRING (-71.0777046 42.3557734, -71.0776748 42.3557839, -71.0776338 42.3558042, -71.07761170000001 42.355825, -71.0776036 42.3558445, -71.0776058 42.3558776, -71.0776315 42.3559307)",,yes,,
322649434,322650465,0,29328066,False,,,,footway,,4,21.270999999999997,"LINESTRING (-71.0777046 42.3557734, -71.0777277 42.3557681, -71.07775700000001 42.3557645, -71.077797 42.3557682, -71.07783259999999 42.3557764, -71.07785370000001 42.3557918, -71.0778708 42.3558124, -71.07789750000001 42.3558562)",,yes,,
322649434,322648823,0,841071284,False,,,,footway,,4,26.732,"LINESTRING (-71.0777046 42.3557734, -71.077682 42.3557261, -71.0775952 42.355547)",,,,
322650093,321505299,0,32800158,False,,,,footway,,4,179.976,"LINESTRING (-71.08876069999999 42.3522159, -71.0883285 42.352346, -71.0880873 42.3524148, -71.0878112 42.3524892, -71.087265 42.3526367, -71.0867056 42.3527742)",,,,
322650093,7735716686,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,330.1170000000001,"LINESTRING (-71.08876069999999 42.3522159, -71.0884647 42.3522462, -71.0882764 42.3522713, -71.0881641 42.3522849, -71.08804689999999 42.3523048, -71.0879226 42.3523232, -71.0877265 42.3523507, -71.0874627 42.3523868, -71.0872904 42.3524036, -71.08718090000001 42.3524156, -71.0870736 42.3524305, -71.0870031 42.352445, -71.0868744 42.3524732, -71.0867868 42.3524946, -71.0866966 42.3525186, -71.08653080000001 42.3525683, -71.0864878 42.3525853, -71.08644219999999 42.3526114, -71.086394 42.3526366, -71.08635630000001 42.3526559, -71.0863243 42.3526688, -71.0862789 42.3526848, -71.0862372 42.3526975, -71.08616240000001 42.3527208, -71.08611000000001 42.3527348, -71.0860445 42.3527525, -71.0859043 42.352791, -71.0857922 42.3528206, -71.08567859999999 42.3528506, -71.08554650000001 42.3528852, -71.0854774 42.3529055, -71.0854247 42.3529214, -71.0853822 42.3529376, -71.08535329999999 42.3529564, -71.08533420000001 42.3529763, -71.08526689999999 42.3530564, -71.08524269999999 42.3530802, -71.0852112 42.353103, -71.0851784 42.3531228, -71.08514220000001 42.3531406, -71.0850944 42.3531502, -71.0850415 42.3531534)",,,,
322650093,1292110547,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,1027.728,"LINESTRING (-71.08876069999999 42.3522159, -71.088961 42.3521932, -71.08915 42.3521717, -71.08925309999999 42.3521613, -71.0893659 42.3521522, -71.0894665 42.3521464, -71.0895338 42.3521409, -71.0896134 42.3521322, -71.089685 42.3521238, -71.08978449999999 42.3521151, -71.08982109999999 42.3521116, -71.08986609999999 42.3521082, -71.0899211 42.3521039, -71.08996449999999 42.3520992, -71.09001050000001 42.3520918, -71.0901169 42.3520665, -71.09017780000001 42.3520529, -71.09022469999999 42.3520436, -71.09026950000001 42.3520367, -71.09033599999999 42.3520271, -71.0904164 42.3520182, -71.0905405 42.3520013, -71.0907109 42.3519812, -71.0908883 42.3519611, -71.09125040000001 42.3519201, -71.09138400000001 42.3519049, -71.09152899999999 42.3518887, -71.091689 42.3518699, -71.091774 42.3518574, -71.0918595 42.3518433, -71.09191970000001 42.3518306, -71.0919956 42.3518137, -71.0920869 42.3517942, -71.0921556 42.3517784, -71.0922209 42.3517645, -71.0923265 42.3517385, -71.0924263 42.3517106, -71.0925762 42.3516657, -71.0927113 42.3516222, -71.09284649999999 42.3515787, -71.0929725 42.351536, -71.0930233 42.351519, -71.0930977 42.3514999, -71.0931898 42.351476, -71.0932419 42.3514595, -71.0932949 42.3514401, -71.0933471 42.3514204, -71.093377 42.3514037, -71.09340880000001 42.3513768, -71.0934386 42.3513514, -71.09346429999999 42.3513316, -71.093487 42.3513163, -71.0935168 42.3512965, -71.0935649 42.3512677, -71.0936361 42.3512328, -71.093694 42.3512084, -71.0937405 42.3511926, -71.09377929999999 42.3511851, -71.0938173 42.3511851, -71.0938536 42.3511863, -71.0939242 42.3511887, -71.0939595 42.3511896, -71.0939977 42.3511859, -71.0940293 42.3511778, -71.0941438 42.3511256, -71.09427959999999 42.3510637, -71.0943204 42.3510475, -71.0943577 42.351035, -71.09440859999999 42.3510225, -71.0944543 42.3510152, -71.0945052 42.3510066, -71.09455440000001 42.3509973, -71.09459819999999 42.3509875, -71.0946632 42.3509752, -71.0947175 42.3509554, -71.09482010000001 42.3509216, -71.09491509999999 42.3508939, -71.0950004 42.3508648, -71.09507069999999 42.3508426, -71.0951159 42.3508308, -71.0951551 42.3508236, -71.09520550000001 42.350818, -71.0952468 42.3508184, -71.0953231 42.3508199, -71.0956092 42.3508387, -71.09627 42.3508853, -71.0969807 42.3509343, -71.0975651 42.3509726, -71.09789019999999 42.3509948, -71.0980304 42.3510035, -71.0981601 42.3510123, -71.0985629 42.3510396, -71.0990288 42.3510717, -71.09950069999999 42.3511028, -71.1000871 42.3511427, -71.1002216 42.3511521, -71.1006761 42.3511813, -71.10087009999999 42.3511939)",,,,
322650446,1040473771,0,29327930,False,,,,footway,,4,8.897,"LINESTRING (-71.0756348 42.3566883, -71.07572039999999 42.3567373)",,,,
322650446,322650447,0,29327930,False,,,,footway,,4,43.364,"LINESTRING (-71.0756348 42.3566883, -71.0752475 42.3564234)",,,,
322650446,322648033,0,242536777,False,,,,footway,,4,46.241,"LINESTRING (-71.0756348 42.3566883, -71.07570200000001 42.3566328, -71.0757674 42.3565823, -71.07583769999999 42.3565305, -71.0759139 42.3564812, -71.0759812 42.3564396, -71.0760102 42.3564154, -71.0760331 42.3563955)",,,,
322650446,1769091031,0,242536777,False,,,,footway,,4,105.47799999999998,"LINESTRING (-71.0756348 42.3566883, -71.07555429999999 42.3567598, -71.0753856 42.3569133, -71.0752291 42.3570551, -71.0751976 42.3570777, -71.0751637 42.3570969, -71.07510569999999 42.3571207, -71.0750456 42.3571383, -71.0749591 42.3571589, -71.0748873 42.3571698, -71.0748136 42.3571766, -71.0747382 42.35718, -71.0746843 42.357173, -71.0746321 42.3571575)",,,,
