u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
7501883780,7501883778,0,802024386,2,,service,5 mph,,False,7.0,"LINESTRING (-71.0798157 42.3499652, -71.0797362 42.3499878)",driveway,,,,
7501883782,7721690629,0,827075372,2,,service,5 mph,6,False,11.502,"LINESTRING (-71.08003720000001 42.349906, -71.0799054 42.3499408)",driveway,,,yes,
7528032436,7704114084,0,825086749,1,Public Alley 444,service,15 mph,2.7,False,40.123,"LINESTRING (-71.08614540000001 42.3481428, -71.08660399999999 42.348019)",alley,,,,
7528032436,277041185,0,825086750,1,Public Alley 444,service,15 mph,2.7,False,8.225,"LINESTRING (-71.08614540000001 42.3481428, -71.0860964 42.3482073)",alley,,,,
7529562658,7529562660,0,804976845,2,,service,5 mph,,False,8.516,"LINESTRING (-71.0743521 42.3518179, -71.0743191 42.3517453)",driveway,private,,,
7529562659,7529562660,0,804976845,2,,service,5 mph,,False,7.703,"LINESTRING (-71.07428779999999 42.35168, -71.0743191 42.3517453)",driveway,private,,,
7529562660,7529562659,0,804976845,2,,service,5 mph,,False,7.703,"LINESTRING (-71.0743191 42.3517453, -71.07428779999999 42.35168)",driveway,private,,,
7529562660,7529562658,0,804976845,2,,service,5 mph,,False,8.516,"LINESTRING (-71.0743191 42.3517453, -71.0743521 42.3518179)",driveway,private,,,
7539230683,7689983008,0,814346829,2,Ring Road,residential,15 mph,,False,31.204,"LINESTRING (-71.0805902 42.3487939, -71.0807197 42.3490577)",,,,,
7539230683,7487912480,0,814346829,2,Ring Road,residential,15 mph,,False,37.517,"LINESTRING (-71.0805902 42.3487939, -71.0804346 42.3484767)",,,,,
7539482824,7764042970,0,819989750,2,,service,10 mph,5,True,1.954,"LINESTRING (-71.0791724 42.3484396, -71.0791947 42.3484335)",driveway,yes,,building_passage,
7539482825,7539482826,0,806255128,2,,service,10 mph,4,True,7.188,"LINESTRING (-71.0790133 42.3484843, -71.0790951 42.3484614)",driveway,,,,
7539482826,7539482824,0,806255128,2,,service,10 mph,4,True,6.799,"LINESTRING (-71.0790951 42.3484614, -71.0791724 42.3484396)",driveway,,,,
7539482830,7539482834,0,806255129,2,,service,5 mph,,False,9.321,"LINESTRING (-71.0799573 42.3493903, -71.0799243 42.3493101)",alley,no,,,
7539482831,7539482834,0,806255129,2,,service,5 mph,,False,51.789,"LINESTRING (-71.07971379999999 42.3488711, -71.0799243 42.3493101)",alley,no,,,
7539482831,7539482833,0,827546793,1,,service,5 mph,,False,32.291,"LINESTRING (-71.07971379999999 42.3488711, -71.0793444 42.3489701)",alley,no,,,
7539482832,7539482833,0,827546793,1,,service,5 mph,,False,8.607,"LINESTRING (-71.07924629999999 42.3489972, -71.0793444 42.3489701)",alley,no,,,
7539482833,7539482832,0,827546793,1,,service,5 mph,,False,8.607,"LINESTRING (-71.0793444 42.3489701, -71.07924629999999 42.3489972)",alley,no,,,
7539482833,7539482831,0,827546793,1,,service,5 mph,,False,32.291,"LINESTRING (-71.0793444 42.3489701, -71.07971379999999 42.3488711)",alley,no,,,
7539482834,7539482831,0,806255129,2,,service,5 mph,,False,51.789,"LINESTRING (-71.0799243 42.3493101, -71.07971379999999 42.3488711)",alley,no,,,
7539482834,7539482830,0,806255129,2,,service,5 mph,,False,9.321,"LINESTRING (-71.0799243 42.3493101, -71.0799573 42.3493903)",alley,no,,,
7539482835,7786030023,0,806255130,2,,service,5 mph,14,False,1.873,"LINESTRING (-71.079407 42.3488847, -71.0793855 42.3488903)",driveway,no,,,
7539482836,7539482837,0,806255130,2,,service,5 mph,14,False,8.384,"LINESTRING (-71.0792161 42.3489326, -71.079313 42.348909)",driveway,no,,,
7539482837,7539482836,0,806255130,2,,service,5 mph,14,False,8.384,"LINESTRING (-71.079313 42.348909, -71.0792161 42.3489326)",driveway,no,,,
7539482837,7786030023,0,806255130,2,,service,5 mph,14,False,6.31,"LINESTRING (-71.079313 42.348909, -71.0793855 42.3488903)",driveway,no,,,
7539742404,6540357024,0,8648352,1,Public Alley 908,service,15 mph,2.7,False,71.684,"LINESTRING (-71.0902334 42.3501953, -71.089412 42.3504123)",alley,,,,
7539742404,61560581,0,8648352,1,Public Alley 908,service,15 mph,2.7,False,20.329,"LINESTRING (-71.0902334 42.3501953, -71.0904721 42.3501473)",alley,,,,
7539742408,61352758,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,8.937,"LINESTRING (-71.0894978 42.3496523, -71.0893894 42.3496458)",alley,,,,
7539742408,61352756,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,6.78,"LINESTRING (-71.0894978 42.3496523, -71.0895788 42.3496639)",alley,,,,
7539742409,7539742410,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,3.88,"LINESTRING (-71.0893114 42.3496409, -71.0892642 42.3496419)",alley,,,,
7539742409,61352758,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,6.433,"LINESTRING (-71.0893114 42.3496409, -71.0893894 42.3496458)",alley,,,,
7539742410,61352760,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,7.028,"LINESTRING (-71.0892642 42.3496419, -71.08918079999999 42.3496559)",alley,,,,
7539742410,7539742409,0,117737178,1,Public Alley 905,service,15 mph,2.7,False,3.88,"LINESTRING (-71.0892642 42.3496419, -71.0893114 42.3496409)",alley,,,,
7539742417,61355950,0,802333196,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,14.844,"LINESTRING (-71.0886222 42.3490666, -71.088446 42.349096)",,,MA 2,yes,
7539742418,4687378986,0,802333197,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,16.845,"LINESTRING (-71.08862619999999 42.3491528, -71.08882939999999 42.3491329)",,,MA 2,yes,
7539742419,61355960,0,802333195,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,11.958,"LINESTRING (-71.0882805 42.3491289, -71.08814099999999 42.3491595)",,,MA 2,,
7539742420,61355955,0,802333195,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,10.147,"LINESTRING (-71.0880064 42.3491968, -71.08788970000001 42.3492266)",,,MA 2,,
7539742421,61355956,0,802333195,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,12.316,"LINESTRING (-71.0877765 42.3492525, -71.0876325 42.3492832)",,,MA 2,,
7539742422,61355940,0,802333195,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,11.863,"LINESTRING (-71.0873382 42.3493161, -71.087194 42.349321)",,,MA 2,,
7539742423,61575818,0,485271434,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,10.774,"LINESTRING (-71.08811679999999 42.3492562, -71.0882421 42.3492277)",,,MA 2,,
7539742424,61575889,0,802333198,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,11.842,"LINESTRING (-71.0892345 42.3491071, -71.0893786 42.3491071)",,,MA 2,,
7539742425,61355970,0,86479795,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,10.625,"LINESTRING (-71.0898141 42.3489729, -71.089688 42.348994)",,,MA 2,,
7539742426,61355968,0,86479795,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,7.24,"LINESTRING (-71.0895927 42.3490058, -71.089505 42.349012)",,,MA 2,,
7539742427,61355951,0,86479795,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,12.277,"LINESTRING (-71.0893854 42.3490188, -71.0892363 42.3490257)",,,MA 2,,
7539742428,7539742429,0,86479795,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,13.172,"LINESTRING (-71.09039370000001 42.3488715, -71.09023569999999 42.3488914)",,,MA 2,,
7539742429,61355974,0,86479795,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,9.96,"LINESTRING (-71.09023569999999 42.3488914, -71.09011750000001 42.3489112)",,,MA 2,,
7542655472,7597279629,0,806585607,2,,service,10 mph,8,False,5.845,"LINESTRING (-71.0829083 42.3460014, -71.0828829 42.3459523)",driveway,,,,
7554530430,5456778121,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,35.82,"LINESTRING (-71.0378616 42.3697847, -71.0375777 42.3700292)",,,,,
7554530430,61350605,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,9.543,"LINESTRING (-71.0378616 42.3697847, -71.0379373 42.3697196)",,,,,
7563216810,61354366,0,8640985,1,Lotus Street,living_street,20 mph,6.1,False,38.631,"LINESTRING (-71.1060122 42.3019156, -71.1055992 42.3017501)",,private,,,
7563216810,61561211,0,8640985,1,Lotus Street,living_street,20 mph,6.1,False,137.106,"LINESTRING (-71.1060122 42.3019156, -71.107478 42.302503)",,private,,,
7564425746,7613965762,0,808984807,,,service,10 mph,,False,8.49,"LINESTRING (-71.10174120000001 42.3441742, -71.1016612 42.3441259)",driveway,,,,
7564425747,7711828636,0,825973805,,,service,10 mph,,False,6.457,"LINESTRING (-71.10141299999999 42.3439832, -71.1013806 42.3439303)",driveway,,,,
7564425747,7711828622,0,825973806,,,service,10 mph,,False,22.815,"LINESTRING (-71.10141299999999 42.3439832, -71.1016321 42.3441092)",driveway,,,,
7564425748,7613965760,0,825973808,,,service,10 mph,,True,1.869,"LINESTRING (-71.10128419999999 42.3437733, -71.101285 42.3437565)",driveway,,,,
7564425749,7564425750,0,825973808,,,service,10 mph,,True,12.008,"LINESTRING (-71.10128570000001 42.3437403, -71.1012319 42.3436399)",driveway,,,,
7574238892,7774760063,0,799369475,2,,service,5 mph,12,False,1.165,"LINESTRING (-71.08230469999999 42.3486182, -71.0823097 42.348628)",driveway,delivery,,,
7574238892,7847722607,0,815796680,2,,service,5 mph,12,False,38.772,"LINESTRING (-71.08230469999999 42.3486182, -71.0821413 42.3482911)",driveway,delivery,,building_passage,
7574271704,4204387997,0,813535018,,,service,10 mph,,True,6.415,"LINESTRING (-71.0711225 42.3616888, -71.07113889999999 42.3617452)",parking_aisle,,,,
7574271705,7599217249,0,810132946,,,service,10 mph,,True,6.746,"LINESTRING (-71.0708647 42.3615571, -71.07094669999999 42.361554)",driveway,,,,
7574271706,7599217250,0,810132946,,,service,10 mph,,True,2.844,"LINESTRING (-71.0709897 42.3615637, -71.0710199 42.3615762)",driveway,,,,
7574271707,7574271708,0,810132946,,,service,10 mph,,True,3.814,"LINESTRING (-71.07105009999999 42.3615971, -71.07108100000001 42.3616227)",driveway,,,,
7574271708,7707946192,0,810132946,,,service,10 mph,,True,4.022,"LINESTRING (-71.07108100000001 42.3616227, -71.07110710000001 42.3616533)",driveway,,,,
7574271751,7847749150,0,8646455,1,Charles River Square,service,10 mph,3,True,49.599,"LINESTRING (-71.0719653 42.3596673, -71.0713617 42.359673)",parking_aisle,yes,,,
7575347912,6540251574,0,8648641,1,Public Alley 424,service,15 mph,2.7,True,151.426,"LINESTRING (-71.0766831 42.3529785, -71.0784136 42.3525105)",alley,,,,
7581397538,6540728528,0,800859878,2,Public Alley 440,service,15 mph,5.5,False,46.435,"LINESTRING (-71.07909290000001 42.3501005, -71.0796253 42.3499606)",alley,,,,
7581397538,6540728543,0,810890942,1,Public Alley 440,service,15 mph,2.7,True,124.129,"LINESTRING (-71.07909290000001 42.3501005, -71.0776697 42.3504745)",alley,,,,
7581397538,7581397539,0,810890943,,,service,15 mph,,False,10.181,"LINESTRING (-71.07909290000001 42.3501005, -71.0791339 42.3501869)",driveway,private,,,
7581397539,7581397538,0,810890943,,,service,15 mph,,False,10.181,"LINESTRING (-71.0791339 42.3501869, -71.07909290000001 42.3501005)",driveway,private,,,
7593754282,7781849672,0,812990481,2,,service,10 mph,,True,2.794,"LINESTRING (-71.0650205 42.3681253, -71.0649961 42.3681078)",parking_aisle,,,,
7593754283,7781849629,0,812990480,2,,service,10 mph,,True,2.176,"LINESTRING (-71.0645628 42.3680582, -71.0645366 42.3680553)",parking_aisle,,,,
7597262813,7597262866,0,813327152,,,service,15 mph,,False,49.147,"LINESTRING (-71.0822608 42.3466392, -71.0820595 42.346223)",parking_aisle,,,yes,
7597262813,6040215693,0,813327152,,,service,15 mph,,False,51.466,"LINESTRING (-71.0822608 42.3466392, -71.08167109999999 42.346795)",parking_aisle,,,yes,
7597262866,7764042964,0,813327152,,,service,15 mph,,False,39.052,"LINESTRING (-71.0820595 42.346223, -71.0823848 42.345967)",parking_aisle,,,yes,
7597262866,7597262813,0,813327152,,,service,15 mph,,False,49.147,"LINESTRING (-71.0820595 42.346223, -71.0822608 42.3466392)",parking_aisle,,,yes,
7597262869,7748212159,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,17.053,"LINESTRING (-71.08439250000001 42.3459567, -71.084323 42.3458122)",,,,,
7597279629,7597407135,0,806585607,2,,service,10 mph,8,False,5.227,"LINESTRING (-71.0828829 42.3459523, -71.0828624 42.3459078)",driveway,,,,
7597279629,7542655472,0,806585607,2,,service,10 mph,8,False,5.845,"LINESTRING (-71.0828829 42.3459523, -71.0829083 42.3460014)",driveway,,,,
7597407117,7777147737,0,833091399,1,,service,5 mph,5,False,1.052,"LINESTRING (-71.0849432 42.3461065, -71.08493970000001 42.3461156)",driveway,,,,
7597407117,7777147736,0,833091399,1,,service,5 mph,5,False,4.89,"LINESTRING (-71.0849432 42.3461065, -71.084959 42.3460641)",driveway,,,,
7597407124,7597407154,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,25.575,"LINESTRING (-71.08431349999999 42.3457926, -71.0842214 42.3455729)",,,,,
7597407135,3042027727,0,806585607,2,,service,10 mph,8,False,7.474,"LINESTRING (-71.0828624 42.3459078, -71.0828765 42.3458414)",driveway,,,,
7597407135,7597279629,0,806585607,2,,service,10 mph,8,False,5.227,"LINESTRING (-71.0828624 42.3459078, -71.0828829 42.3459523)",driveway,,,,
7597407144,5198149238,0,830193314,,,service,10 mph,,False,6.341,"LINESTRING (-71.08665689999999 42.3459384, -71.0866692 42.3458821)",alley,,,,
7597407144,7748212189,0,830193314,,,service,10 mph,,False,16.097,"LINESTRING (-71.08665689999999 42.3459384, -71.0866188 42.3460804)",alley,,,,
7597407153,7764042926,0,8647136,1,,residential,10 mph,5,True,13.833,"LINESTRING (-71.0839187 42.3454438, -71.0838066 42.3455366)",,,,,
7597407153,7597407180,0,833091395,2,,service,10 mph,8,False,4.853,"LINESTRING (-71.0839187 42.3454438, -71.08396329999999 42.3454724)",driveway,,,,
7597407154,61342892,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,4.454,"LINESTRING (-71.0842214 42.3455729, -71.08420510000001 42.3455347)",,,,,
7597407174,7748212176,0,827794617,,,service,10 mph,,False,52.7,"LINESTRING (-71.0843971 42.3457918, -71.0850258 42.3458851)",alley,,,,
7597407174,7748212159,0,830193307,,,service,10 mph,,False,6.499,"LINESTRING (-71.0843971 42.3457918, -71.084323 42.3458122)",alley,,,,
7597407178,7597407179,0,813340303,2,,service,10 mph,8,False,9.443,"LINESTRING (-71.0841741 42.3454674, -71.0840645 42.3454929)",driveway,,,,
7597407178,7597407191,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,15.687,"LINESTRING (-71.0841741 42.3454674, -71.084114 42.3453335)",,,,,
7597407179,7597407178,0,813340303,2,,service,10 mph,8,False,9.443,"LINESTRING (-71.0840645 42.3454929, -71.0841741 42.3454674)",driveway,,,,
7597407179,7597407180,0,833091394,2,,service,10 mph,8,False,8.624,"LINESTRING (-71.0840645 42.3454929, -71.08396329999999 42.3454724)",driveway,,,,
7597407180,7597407179,0,833091394,2,,service,10 mph,8,False,8.624,"LINESTRING (-71.08396329999999 42.3454724, -71.0840645 42.3454929)",driveway,,,,
7597407180,7597407153,0,833091395,2,,service,10 mph,8,False,4.853,"LINESTRING (-71.08396329999999 42.3454724, -71.0839187 42.3454438)",driveway,,,,
7597407191,61420922,0,813340306,1,Dalton Street,residential,10 mph,6.7,True,3.693,"LINESTRING (-71.084114 42.3453335, -71.0840828 42.3453096)",,,,,
7597407194,7597407209,0,8647136,1,,residential,10 mph,5,True,1.25,"LINESTRING (-71.0834577 42.3458254, -71.0834476 42.3458338)",,,,,
7597407198,6755468479,0,719637786,,,service,10 mph,,False,4.557,"LINESTRING (-71.0842079 42.3452653, -71.0842566 42.3452849)",alley,,,,
7597407198,6755468478,0,719637786,,,service,10 mph,,False,4.47,"LINESTRING (-71.0842079 42.3452653, -71.0841612 42.3452447)",alley,,,,
7597407199,6755468483,0,719637786,,,service,10 mph,,False,5.479,"LINESTRING (-71.08642089999999 42.3454417, -71.08643410000001 42.3453934)",alley,,,,
7597407199,6755468482,0,719637786,,,service,10 mph,,False,20.853,"LINESTRING (-71.08642089999999 42.3454417, -71.0863705 42.3456255)",alley,,,,
7597407209,61370525,0,8647136,1,,residential,10 mph,5,True,10.269,"LINESTRING (-71.0834476 42.3458338, -71.08336439999999 42.3459027)",,,,,
7599164830,7599164831,0,813532945,,,service,20 mph,,True,209.889,"LINESTRING (-71.128438 42.3525213, -71.1289711 42.3506753)",parking_aisle,,,,
7599217249,7574271706,0,810132946,,,service,10 mph,,True,3.694,"LINESTRING (-71.07094669999999 42.361554, -71.0709897 42.3615637)",driveway,,,,
7599217250,7574271707,0,810132946,,,service,10 mph,,True,3.4,"LINESTRING (-71.0710199 42.3615762, -71.07105009999999 42.3615971)",driveway,,,,
7599217251,4204388001,0,813535018,,,service,10 mph,,True,7.013,"LINESTRING (-71.07115570000001 42.3618004, -71.0711886 42.3618586)",parking_aisle,,,,
7599217252,7779566485,0,825494452,,,service,10 mph,,True,2.389,"LINESTRING (-71.0717868 42.3619375, -71.07177950000001 42.3619167)",parking_aisle,,,,
7599217253,7788757193,0,825494452,,,service,10 mph,,True,1.882,"LINESTRING (-71.0717113 42.3618592, -71.0716884 42.361859)",parking_aisle,,,,
7599217254,4204388003,0,833366570,,,service,10 mph,,True,9.553,"LINESTRING (-71.07154970000001 42.3619007, -71.0714479 42.3619422)",parking_aisle,,,,
7599217255,7599217253,0,825494452,,,service,10 mph,,True,3.125,"LINESTRING (-71.0717442 42.3618733, -71.0717113 42.3618592)",parking_aisle,,,,
7599217256,7599217252,0,825494452,,,service,10 mph,,True,3.099,"LINESTRING (-71.0717841 42.3619653, -71.0717868 42.3619375)",parking_aisle,,,,
7599241890,7707946300,0,813535020,,,service,10 mph,,True,9.95,"LINESTRING (-71.071642 42.3620336, -71.07175220000001 42.3619965)",parking_aisle,,,,
7599241893,7110469907,0,813535021,,,service,10 mph,,True,7.031,"LINESTRING (-71.0713191 42.3620692, -71.0713674 42.3621214)",parking_aisle,,,,
7599241894,7707946191,0,420503405,,,service,10 mph,,True,6.812,"LINESTRING (-71.07130530000001 42.3617243, -71.07125739999999 42.3616743)",parking_aisle,,,,
7607256688,7641119256,0,814395973,1,Mount Vernon Street,service,10 mph,8.8,False,24.958,"LINESTRING (-71.0640745 42.3584571, -71.06377620000001 42.3584994)",parking_aisle,no,,,
7607256688,7607256693,0,814395975,1,Mount Vernon Street,service,10 mph,3.9,False,15.47,"LINESTRING (-71.0640745 42.3584571, -71.0642587 42.3584283)",parking_aisle,no,,,
7607256689,7641119256,0,814395973,1,Mount Vernon Street,service,10 mph,8.8,False,25.31,"LINESTRING (-71.06347390000001 42.3585431, -71.06377620000001 42.3584994)",parking_aisle,no,,,
7607256689,7640962088,0,814395974,1,Mount Vernon Street,service,10 mph,8.8,False,10.375,"LINESTRING (-71.06347390000001 42.3585431, -71.0633497 42.3585599)",driveway,no,,,
7607256693,7644728688,0,814395975,1,Mount Vernon Street,service,10 mph,3.9,False,3.336,"LINESTRING (-71.0642587 42.3584283, -71.0642989 42.3584241)",parking_aisle,no,,,
7607256693,7607256688,0,814395975,1,Mount Vernon Street,service,10 mph,3.9,False,15.47,"LINESTRING (-71.0642587 42.3584283, -71.0640745 42.3584571)",parking_aisle,no,,,
7610648493,7814150427,0,837266460,2,,service,5 mph,5,False,7.115,"LINESTRING (-71.056029 42.3406462, -71.0560876 42.3405991)",parking_aisle,,,,
7610648493,5456663430,0,837266460,2,,service,5 mph,5,False,6.262,"LINESTRING (-71.056029 42.3406462, -71.0559729 42.3406843)",parking_aisle,,,,
7610648528,5456663430,0,566687090,2,,service,5 mph,5,True,10.589,"LINESTRING (-71.055886 42.3407546, -71.0559729 42.3406843)",parking_aisle,,,,
7610719209,7775144103,0,832871806,,,service,10 mph,,False,30.459,"LINESTRING (-71.09095600000001 42.3481137, -71.09096719999999 42.3483875)",alley,,,,
7610719209,7775144102,0,832871806,,,service,10 mph,,False,4.428,"LINESTRING (-71.09095600000001 42.3481137, -71.09095430000001 42.3480739)",alley,,,,
7613226105,7613226106,0,815054220,2,Choice Way,residential,20 mph,,False,46.25,"LINESTRING (-71.0885562 42.3335332, -71.0880873 42.3337631)",,,,,
7613226106,7613226107,0,815054220,2,Choice Way,residential,20 mph,,False,71.648,"LINESTRING (-71.0880873 42.3337631, -71.087309 42.3340532)",,,,,
7613226106,7613226105,0,815054220,2,Choice Way,residential,20 mph,,False,46.25,"LINESTRING (-71.0880873 42.3337631, -71.0885562 42.3335332)",,,,,
