network,length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,efficiency_global,efficiency_local
bikeable,1270.2227877463245,1041.1164784538885,127.55864107988798,0.6617914327859604,0.6528894244721569,283,411,0.4437263937535406,0.07872932210817356
biketrack,399.6829951108516,161.0155762501331,124.00403991210003,0.5793745280638046,0.578488929437805,278,300,0.2965640831693987,0.055086225566747304
biketrackcarall,2340.883684880329,2273.234742701286,129.68212160985223,0.8989237153696252,0.9008510185396166,283,49,0.8315974130203249,0.12546989059450528
carall,2010.8319507951614,1970.3385563890572,128.8679239160404,0.8911974945979777,0.8925033143314148,283,38,0.8416750373676324,0.10298753406181016
