directness,directness_lcc
0.8933717898876876,0.8933507201974842
0.8913855745537909,0.890721835303786
0.8933801323521987,0.9011490230952255
0.8974572168243423,0.8953287526795427
0.8988043032124806,0.8964974491857101
0.8950992816037385,0.8953278591625137
0.895790161969713,0.896735061643853
0.8985148086096559,0.8965914114428132
0.8983827607334328,0.8976469843569143
0.8961772364816836,0.8940969152572013
0.8931789924319801,0.8966750204504965
0.8970963263987205,0.8971652876852083
0.894651681620922,0.8956115721273942
0.8974977318265874,0.8991720839151122
0.8909650292749363,0.8961144113148908
0.8955902004625427,0.8944089549929495
0.8970634621029422,0.8991142007079431
0.8956216944201687,0.8942871423712339
0.892852141622664,0.897717445603819
0.8969774448526366,0.8962274979307351
0.8911941186777734,0.8938667152506825
0.8946758396011858,0.8956525115950826
0.8932031955867341,0.89515982560294
0.8967296778944986,0.894041937086662
0.8960225608217735,0.8960656216815174
0.8954463725199558,0.89666044776545
0.8959598910618202,0.8940824941090455
0.8918718820499104,0.8992690192693331
0.8961593435169009,0.8980308395662302
0.8953748403260036,0.8983365054202284
0.8968837203681793,0.896418815507685
0.8946727653885856,0.8979989501755672
0.893142410036966,0.8930572489071242
0.8963534726597353,0.8966355570158803
0.8974422532877497,0.8990517814804688
0.8971805919738398,0.8972978177618559
0.8928466148546017,0.8954710978759041
0.8946152715375615,0.8960793704596101
0.8891786772264767,0.8979990480435425
0.9007236550092006,0.8921640496009899
