u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,access,bridge,junction,tunnel,ref,service
192909732,192905380,0,265525492,True,Arenales,residential,30,135.07,"LINESTRING (-58.3872871 -34.5946242, -58.3858137 -34.5945576)",2,,,,,,,
193811740,232108455,0,114352733,True,Montevideo,residential,30,59.264,"LINESTRING (-58.3889816 -34.5925143, -58.389457 -34.5928761)",2,,,,,,,
193815832,192909731,0,79876740,True,Montevideo,residential,30,134.942,"LINESTRING (-58.3869292 -34.5907374, -58.3879618 -34.5916035)",1,,,,,,,
193818204,4564231349,0,22816069,True,,residential,30,23.054,"LINESTRING (-58.3794388 -34.590102, -58.379283 -34.5899391)",1,,,,,,,
193818209,4467077195,0,18686738,True,Suipacha,residential,30,7.656,"LINESTRING (-58.3801663 -34.5915019, -58.3801608 -34.5914332)",2,,,,,,,
193818623,2933736721,0,79876741,False,Avenida del Libertador,primary,60,18.128,"LINESTRING (-58.3778566 -34.591116, -58.3777046 -34.5912205)",10,,,,,,,
193818623,2921403467,0,289835397,False,Avenida del Libertador,primary,60,90.928,"LINESTRING (-58.3778566 -34.591116, -58.3786275 -34.5906003)",10,,,,,,,
193819258,2933736721,0,79876741,False,Avenida del Libertador,primary,60,121.212,"LINESTRING (-58.3766634 -34.591894, -58.3777046 -34.5912205)",10,,,,,,,
193819258,193819257,0,18770009,True,Basavilbaso,living_street,20,117.68,"LINESTRING (-58.3766634 -34.591894, -58.3771014 -34.592889)",1,,,,,,,
194322597,206119455,0,166666141,False,Avenida Caseros,secondary,60,32.717,"LINESTRING (-58.4112508 -34.6380798, -58.4116012 -34.6381386)",4,,,,,,,
195491843,81601852,0,47396464,True,Gorriti,residential,30,112.498,"LINESTRING (-58.4150589 -34.5955925, -58.4138302 -34.5956161)",,,,,,,,
195504922,191869350,0,48055255,True,Julián Álvarez,residential,30,115.035,"LINESTRING (-58.4233346 -34.5921885, -58.4242838 -34.5928665)",,,,,,,,
195504995,195491843,0,9940930,True,Gorriti,residential,30,154.725,"LINESTRING (-58.4167488 -34.59556, -58.4150589 -34.5955925)",,,,,,,,
195721032,195721092,0,102439891,True,Suipacha,living_street,10,132.754,"LINESTRING (-58.3795522 -34.6024658, -58.3796081 -34.6012728)",1,,,,,,,
195721092,237634493,0,83225202,True,Tucumán,residential,20,136.512,"LINESTRING (-58.3796081 -34.6012728, -58.3810962 -34.6013555)",1,,,,,,,
195721138,4965152628,0,113531316,True,Suipacha,living_street,10,135.139,"LINESTRING (-58.3798492 -34.5977251, -58.3797539 -34.5989379)",1,,,,,,,
195721138,195721212,0,223055876,True,Paraguay,residential,20,136.254,"LINESTRING (-58.3798492 -34.5977251, -58.3783657 -34.5976237)",1,,,,,,,
195721930,195721032,0,102439891,True,Suipacha,living_street,10,124.194,"LINESTRING (-58.3794919 -34.6035816, -58.3795522 -34.6024658)",1,,,,,,,
195723241,237615843,0,532834920,True,México,residential,20,85.53,"LINESTRING (-58.4011581 -34.6165226, -58.4002332 -34.6164118)",,,,,,,,
195723480,195576813,0,288728280,True,México,residential,30,155.104,"LINESTRING (-58.4126402 -34.6194128, -58.4109971 -34.6190703)",,,,,,,,
195738150,6285427111,0,79876747,True,Suipacha,living_street,20,146.753,"LINESTRING (-58.3800668 -34.5929154, -58.3801286 -34.5915966)",1,,,,,,,
195776325,195776342,0,121035125,True,Gorriti,residential,30,115.298,"LINESTRING (-58.426073 -34.5927708, -58.4251918 -34.5935117)",,,,,,,,
195776342,92612052,0,121035125,True,Gorriti,residential,30,100.185,"LINESTRING (-58.4251918 -34.5935117, -58.4244191 -34.5941498)",,,,,,,,
195776342,191869337,0,176605181,True,Julián Álvarez,residential,30,124.67,"LINESTRING (-58.4251918 -34.5935117, -58.426243 -34.5942246)",2,,,,,,,
196017392,193815832,0,79876740,True,Montevideo,residential,30,140.874,"LINESTRING (-58.3859223 -34.5897793, -58.3869292 -34.5907374)",1,,,,,,,
196017411,196017392,0,79876740,True,Montevideo,residential,30,145.475,"LINESTRING (-58.3849202 -34.5887639, -58.3859223 -34.5897793)",1,,,,,,,
196222912,196222898,0,533466924,True,Francisco Acuña de Figueroa,residential,20,133.958,"LINESTRING (-58.4222233 -34.6005446, -58.4223799 -34.6017424)",,,,,,,,
196222966,1292569017,0,9940930,True,Gorriti,residential,30,115.596,"LINESTRING (-58.4197931 -34.5954298, -58.4185322 -34.5954879)",,,,,,,,
196280183,4624213920,0,48052800,False,Avenida Infanta Isabel,residential,30,1.362,"LINESTRING (-58.4203095 -34.5699681, -58.4202954 -34.5699642)",,,,,,,,
196280183,4624213917,0,107916888,False,Avenida Infanta Isabel,residential,30,21.769,"LINESTRING (-58.4203095 -34.5699681, -58.4205191 -34.5700605)",,,,,,,,
206105916,638092302,0,322402710,True,Virrey Liniers,residential,30,77.788,"LINESTRING (-58.4129587 -34.6320107, -58.412982 -34.6313114)",,,,,,,,
206105921,206105916,0,322402710,True,Virrey Liniers,residential,30,147.109,"LINESTRING (-58.4130266 -34.6333325, -58.4129587 -34.6320107)",,,,,,,,
206105921,206105920,0,322402707,True,Salcedo,residential,30,135.385,"LINESTRING (-58.4130266 -34.6333325, -58.4144484 -34.6336699)",,,,,,,,
206105929,206119453,0,47470234,True,Rondeau,residential,30,88.008,"LINESTRING (-58.410954 -34.6370417, -58.4119158 -34.6370563)",,,,,,,,
206105995,4475255857,0,47470234,True,Rondeau,residential,30,99.866,"LINESTRING (-58.4091458 -34.6366773, -58.4102039 -34.636898)",,,,,,,,
206106001,206105995,0,47470236,True,Rondeau,residential,30,138.393,"LINESTRING (-58.4076794 -34.6363718, -58.4091458 -34.6366773)",,,,,,,,
206106010,206106001,0,303265242,True,Rondeau,residential,30,184.52,"LINESTRING (-58.4057457 -34.6359002, -58.4076794 -34.6363718)",,,,,,,,
206106062,206119446,0,166666442,True,Rondeau,residential,30,141.449,"LINESTRING (-58.4009143 -34.6350372, -58.4024518 -34.6351709)",,,,,,,,
206107667,7435646163,0,19782305,True,Doctor Enrique Finochietto,residential,30,10.424,"LINESTRING (-58.383142 -34.6335635, -58.3830524 -34.6335056)",,,,,,,,
206107669,206107670,0,286995373,True,Doctor Enrique Finochietto,residential,30,148.512,"LINESTRING (-58.382563 -34.6331895, -58.3813018 -34.6323487)",,,,,,,,
206109273,206109278,0,376469386,True,Perdriel,residential,30,103.544,"LINESTRING (-58.3878823 -34.6350112, -58.3873572 -34.6358361)",,,,,,,,
206109273,206109274,0,412501708,True,Doctor Enrique Finochietto,residential,30,137.091,"LINESTRING (-58.3878823 -34.6350112, -58.3864583 -34.6346275)",,,,,,,,
206109274,3583927365,0,444219853,False,,cycleway,,30.802,"LINESTRING (-58.3864583 -34.6346275, -58.3862025 -34.6348076)",,,,,,,,
206109275,236158244,0,452874192,True,Uspallata,residential,30,97.304,"LINESTRING (-58.3901696 -34.6364953, -58.3911946 -34.6367288)",,,,,,,,
206109276,206109275,0,465257485,True,Uspallata,residential,30,70.446,"LINESTRING (-58.3894313 -34.6363154, -58.3901696 -34.6364953)",,,,,,,,
206109277,206109276,0,465257485,True,Uspallata,residential,30,89.711,"LINESTRING (-58.3884882 -34.6360945, -58.3894313 -34.6363154)",,,,,,,,
206109278,206109277,0,39168949,True,Uspallata,residential,30,107.389,"LINESTRING (-58.3873572 -34.6358361, -58.3884882 -34.6360945)",,,,,,,,
206119405,206119404,0,22031724,True,Alberti,residential,30,129.678,"LINESTRING (-58.3974112 -34.6356494, -58.3978372 -34.6345371)",,,,,,,,
206119434,206119405,0,299612671,True,Manuel García,residential,30,123.601,"LINESTRING (-58.3970333 -34.6367166, -58.3974112 -34.6356494)",,,,,,,,
206119436,5984514742,0,375222274,False,Doctor René Favaloro,cycleway,,7.51,"LINESTRING (-58.4051333 -34.6395982, -58.4051305 -34.6396657)",,,,,,,,
206119437,81556507,0,340321898,True,Uspallata,residential,30,158.508,"LINESTRING (-58.4015788 -34.6388682, -58.4032624 -34.6392048)",,,,,,,,
206119439,206119437,0,341048230,True,Uspallata,residential,30,178.125,"LINESTRING (-58.3996878 -34.6384867, -58.4015788 -34.6388682)",,,,,,,,
206119441,206119439,0,341048230,True,Uspallata,residential,30,158.774,"LINESTRING (-58.3979934 -34.6381778, -58.3996878 -34.6384867)",,,,,,,,
206119443,206119441,0,341048230,True,Uspallata,residential,30,131.719,"LINESTRING (-58.3965866 -34.6379258, -58.3979934 -34.6381778)",,,,,,,,
206119443,206119434,0,444218440,True,Manuel García,residential,30,140.531,"LINESTRING (-58.3965866 -34.6379258, -58.3970333 -34.6367166)",,,,,,,,
206119446,81556503,0,325125740,True,Rondeau,residential,30,152.571,"LINESTRING (-58.4024518 -34.6351709, -58.4040633 -34.6355239)",,,,,,,,
206119453,487698030,0,18615141,True,Virrey Liniers,residential,30,117.181,"LINESTRING (-58.4119158 -34.6370563, -58.4121404 -34.6360188)",,,,,,,,
206119455,4475255862,0,18615141,True,Virrey Liniers,residential,30,22.898,"LINESTRING (-58.4116012 -34.6381386, -58.4116603 -34.6379385)",,,,,,,,
206119455,194322597,0,166666141,False,Avenida Caseros,secondary,60,32.717,"LINESTRING (-58.4116012 -34.6381386, -58.4112508 -34.6380798)",4,,,,,,,
206119458,206119436,0,340321898,True,Uspallata,residential,30,147.7,"LINESTRING (-58.4035703 -34.6392655, -58.4051333 -34.6395982)",,,,,,,,
217886671,81830140,0,176605181,True,Julián Álvarez,residential,30,87.448,"LINESTRING (-58.4273813 -34.5950031, -58.4281105 -34.5955112)",2,,,,,,,
217961107,2627596874,0,250065027,False,Avenida Belisario Roldán,tertiary,60,17.66,"LINESTRING (-58.4123007 -34.5681853, -58.4122645 -34.5680293)",2,,,,,,,
217961107,3447220994,0,250065027,False,Avenida Belisario Roldán,tertiary,60,23.279,"LINESTRING (-58.4123007 -34.5681853, -58.4123619 -34.5683885)",2,,,,,,,
218007899,1069822042,0,105661294,False,14 de Julio,residential,30,79.578,"LINESTRING (-58.4688552 -34.5914439, -58.469547 -34.5918773)",,,,,,,,
218007899,245416289,0,105661294,False,14 de Julio,residential,30,67.091,"LINESTRING (-58.4688552 -34.5914439, -58.4682655 -34.5910856)",,,,,,,,
226796697,206106094,0,165358790,False,Avenida Caseros,secondary,60,35.995,"LINESTRING (-58.387281 -34.6333468, -58.3876529 -34.6334524)",4,,,,,,,
232108455,3173678664,0,114352733,True,Montevideo,residential,30,5.38,"LINESTRING (-58.389457 -34.5928761, -58.3895002 -34.5929089)",2,,,,,,,
232184201,3176732821,0,114352700,True,Arenales,residential,30,22.73,"LINESTRING (-58.3897188 -34.5943998, -58.3895088 -34.5945089)",1,,,,,,,
232184258,3173678722,0,52990542,True,Arenales,residential,30,34.95,"LINESTRING (-58.3890617 -34.5947107, -58.38868 -34.5947029)",,,,,,,,
235342399,206119443,0,762162312,True,Uspallata,residential,30,136.414,"LINESTRING (-58.3951317 -34.6376572, -58.3965866 -34.6379258)",,,,,,,,
236158244,226859471,0,452874192,True,Uspallata,residential,30,175.178,"LINESTRING (-58.3911946 -34.6367288, -58.3930343 -34.6371656)",,,,,,,,
237615843,5409144753,0,532834921,True,México,residential,20,88.489,"LINESTRING (-58.4002332 -34.6164118, -58.3992752 -34.6163036)",,,,,,,,
237656130,4562188496,0,114352713,True,Arenales,residential,30,14.018,"LINESTRING (-58.3815466 -34.5941731, -58.3813951 -34.5941547)",1,,,,,,,
243462071,206106088,0,136792923,True,Virrey Cevallos,residential,30,118.473,"LINESTRING (-58.3884601 -34.623864, -58.3883973 -34.6249282)",,,,,,,,
245416289,218007899,0,105661294,False,14 de Julio,residential,30,67.091,"LINESTRING (-58.4682655 -34.5910856, -58.4688552 -34.5914439)",,,,,,,,
245416289,1216708951,0,806704887,True,14 de Julio,residential,30,60.145,"LINESTRING (-58.4682655 -34.5910856, -58.4677412 -34.5907596)",,,,,,,,
283260436,283260523,0,25965520,False,Ituzaingó,residential,30,80.723,"LINESTRING (-58.3801704 -34.6330321, -58.3793112 -34.6328671)",,,,,,,,
283260436,1455471060,0,132281017,False,Ituzaingó,residential,30,100.129,"LINESTRING (-58.3801704 -34.6330321, -58.3812638 -34.6330705)",,,,yes,,,,
283260523,283260436,0,25965520,False,Ituzaingó,residential,30,80.723,"LINESTRING (-58.3793112 -34.6328671, -58.3801704 -34.6330321)",,,,,,,,
283260523,1292687263,0,114063717,False,,cycleway,,6.828,"LINESTRING (-58.3793112 -34.6328671, -58.3792451 -34.6328386)",,,,,,,,
290551795,1123089909,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,36.358,"LINESTRING (-58.4179182 -34.5721272, -58.4181968 -34.5718942)",,,,,,,,
290551795,667498487,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,41.015,"LINESTRING (-58.4179182 -34.5721272, -58.4175928 -34.5723807)",,,,,,,,
310679175,3077654576,0,17494576,False,Avenida Belisario Roldán,tertiary,60,27.952,"LINESTRING (-58.4128388 -34.57007, -58.4126979 -34.570293)",2,,,,,,,
310679175,181153288,0,250065027,False,Avenida Belisario Roldán,tertiary,60,20.546,"LINESTRING (-58.4128388 -34.57007, -58.412909 -34.5698945)",2,,,,,,,
315203745,3803634348,0,607806952,True,Avenida San Juan,tertiary,60,6.88,"LINESTRING (-58.3670942 -34.6216284, -58.3670245 -34.6216052)",2,,,,,,,
315203745,3803634459,0,139634014,True,,motorway_link,30,7.946,"LINESTRING (-58.3670942 -34.6216284, -58.3670075 -34.6216244)",1,,,,,,,
320028154,181153293,0,250065027,False,Avenida Belisario Roldán,tertiary,60,21.117,"LINESTRING (-58.4128044 -34.5691178, -58.4126881 -34.5689538)",2,,,,,,,
320028154,181153291,0,250065027,False,Avenida Belisario Roldán,tertiary,60,7.681,"LINESTRING (-58.4128044 -34.5691178, -58.4128464 -34.5691776)",2,,,,,,,
320028159,3447221014,0,250065027,False,Avenida Belisario Roldán,tertiary,60,14.039,"LINESTRING (-58.4129194 -34.5693534, -58.4128813 -34.5692311)",2,,,,,,,
320028159,3077654577,0,250065027,False,Avenida Belisario Roldán,tertiary,60,11.321,"LINESTRING (-58.4129194 -34.5693534, -58.4129406 -34.5694537)",2,,,,,,,
437564740,206106062,0,166666442,True,Rondeau,residential,30,151.322,"LINESTRING (-58.3992968 -34.634753, -58.4009143 -34.6350372)",,,,,,,,
437598338,3291714360,0,450618730,True,Virrey Liniers,residential,30,7.921,"LINESTRING (-58.4123582 -34.6352776, -58.4123952 -34.6352132)",,,,,,,,
487698030,6135674137,0,18615141,True,Virrey Liniers,residential,30,69.348,"LINESTRING (-58.4121404 -34.6360188, -58.4123185 -34.6354126)",,,,,,,,
488783442,81922128,0,75022670,False,Bauness,residential,30,51.769,"LINESTRING (-58.4733 -34.590839, -58.472968 -34.5912159)",,,,,,,,
488783442,82567153,0,75022670,False,Bauness,residential,30,111.729,"LINESTRING (-58.4733 -34.590839, -58.474053 -34.5900482)",,,,,,,,
638092302,6135674141,0,322402710,True,Virrey Liniers,residential,30,51.968,"LINESTRING (-58.412982 -34.6313114, -58.4130567 -34.6308481)",,,,,,,,
649544116,1610489580,0,167728250,True,Avenida Coronel Díaz,residential,30,22.384,"LINESTRING (-58.404485 -34.5803265, -58.4046054 -34.5805017)",2,,,,,,,
649544116,649544109,0,463680556,False,Ciclovía del Libertador,cycleway,,133.455,"LINESTRING (-58.404485 -34.5803265, -58.4034443 -34.5811669)",,,,,,,,
649544116,649544113,0,463680556,False,Ciclovía del Libertador,cycleway,,143.848,"LINESTRING (-58.404485 -34.5803265, -58.4056308 -34.5794413)",,,,,,,,
667498359,180564390,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,25.038,"LINESTRING (-58.420617 -34.5709123, -58.4203469 -34.5709475)",,,,,,,,
667498359,1074582212,0,107916835,True,Avenida Presidente Pedro Montt,residential,30,21.462,"LINESTRING (-58.420617 -34.5709123, -58.4208389 -34.5708501)",,,,,,,,
667498487,290551795,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,41.015,"LINESTRING (-58.4175928 -34.5723807, -58.4179182 -34.5721272)",,,,,,,,
667498487,175992022,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,22.62,"LINESTRING (-58.4175928 -34.5723807, -58.4173976 -34.5725054)",,,,,,,,
667498532,180564390,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,22.925,"LINESTRING (-58.4201036 -34.5709962, -58.4203469 -34.5709475)",,,,,,,,
667498532,4614741451,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,4.294,"LINESTRING (-58.4201036 -34.5709962, -58.4200584 -34.5710065)",,,,,,,,
667498701,4562887997,0,48052800,False,Avenida Infanta Isabel,residential,30,40.948,"LINESTRING (-58.4166221 -34.5698463, -58.4162206 -34.5700085)",,,,,,,,
667498701,4562919508,0,48052800,False,Avenida Infanta Isabel,residential,30,10.821,"LINESTRING (-58.4166221 -34.5698463, -58.4167247 -34.569798)",,,,,,,,
667498710,1610563323,0,48052800,False,Avenida Infanta Isabel,residential,30,18.498,"LINESTRING (-58.4139499 -34.570739, -58.4138477 -34.5708825)",,,,,,,,
667498710,175991940,0,48052800,False,Avenida Infanta Isabel,residential,30,16.997,"LINESTRING (-58.4139499 -34.570739, -58.4140708 -34.570623)",,,,,,,,
671278551,4475487074,0,114352700,True,Arenales,residential,30,7.113,"LINESTRING (-58.3893752 -34.5945851, -58.38931 -34.5946199)",1,,,,,,,
680131567,81604574,0,53875152,True,Billinghurst,residential,30,9.27,"LINESTRING (-58.4160474 -34.6086333, -58.4160569 -34.6085503)",,,,,,,,
1069822037,1069822042,0,105661294,False,14 de Julio,residential,30,16.982,"LINESTRING (-58.4696905 -34.5919741, -58.469547 -34.5918773)",,,,,,,,
1069822042,1069822037,0,105661294,False,14 de Julio,residential,30,16.982,"LINESTRING (-58.469547 -34.5918773, -58.4696905 -34.5919741)",,,,,,,,
1069822042,218007899,0,105661294,False,14 de Julio,residential,30,79.578,"LINESTRING (-58.469547 -34.5918773, -58.4688552 -34.5914439)",,,,,,,,
1074582212,4615304971,0,107916835,True,Avenida Presidente Pedro Montt,residential,30,2.036,"LINESTRING (-58.4208389 -34.5708501, -58.4208596 -34.5708434)",,,,,,,,
1123089909,4614795251,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,23.093,"LINESTRING (-58.4181968 -34.5718942, -58.4183895 -34.5717602)",,,,,,,,
1123089909,290551795,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,36.358,"LINESTRING (-58.4181968 -34.5718942, -58.4179182 -34.5721272)",,,,,,,,
1216708951,81870574,0,74818444,True,14 de Julio,residential,30,72.483,"LINESTRING (-58.4677412 -34.5907596, -58.4671042 -34.5903724)",,,,,,,,
1216708959,1216709000,0,105661367,True,Gutenberg,residential,30,70.762,"LINESTRING (-58.4732669 -34.5922695, -58.4740088 -34.5920907)",,,,,,,,
1216708959,1038879228,0,165275871,False,Bicisenda Interparques (Sector Norte),cycleway,,12.436,"LINESTRING (-58.4732669 -34.5922695, -58.4731331 -34.5922501)",,,,,,,,
1216709000,81922128,0,105661303,False,Tronador,residential,30,136.158,"LINESTRING (-58.4740088 -34.5920907, -58.472968 -34.5912159)",,,,,,,,
1239327186,4624168472,0,22697714,True,Avenida Infanta Isabel,residential,30,12.696,"LINESTRING (-58.4210189 -34.5705445, -58.4209494 -34.5704457)",,,,,,,,
1239327191,4624168473,0,22697714,True,Avenida Infanta Isabel,residential,30,9.641,"LINESTRING (-58.4210509 -34.5707194, -58.4210512 -34.5706327)",,,,,,,,
1239327191,1239327250,0,292025706,True,,residential,30,14.099,"LINESTRING (-58.4210509 -34.5707194, -58.4212003 -34.5706887)",,,,,roundabout,,,
1239327201,175991825,0,107916819,True,,residential,30,10.225,"LINESTRING (-58.421037 -34.5708683, -58.4209998 -34.5707816)",,,,,roundabout,,,
1239327218,4946320170,0,107916819,True,,residential,30,4.162,"LINESTRING (-58.4211349 -34.5709241, -58.4210925 -34.5709106)",,,,,roundabout,,,
1239327239,89251143,0,17065123,True,Avenida Cerviño,secondary,60,21.46,"LINESTRING (-58.4271732 -34.5729966, -58.4273353 -34.5728572)",,,,,,,,
1239327239,2152889334,0,107916873,False,Avenida Cerviño,secondary,60,21.098,"LINESTRING (-58.4271732 -34.5729966, -58.4269956 -34.5731175)",4,,,,,,,
1239327250,1239327181,0,136778248,True,,residential,30,8.312,"LINESTRING (-58.4212003 -34.5706887, -58.4212603 -34.5707448)",,,,,roundabout,,,
1258837813,4466576856,0,23734351,True,Julián Álvarez,residential,20,7.364,"LINESTRING (-58.4107789 -34.5840032, -58.4108549 -34.5840249)",,,,,,,,
1287085905,81614082,0,57199831,True,Billinghurst,residential,20,119.967,"LINESTRING (-58.4134492 -34.5946184, -58.4127389 -34.5937117)",,,,,,,,
1287085948,1287085905,0,57199831,True,Billinghurst,residential,20,16.182,"LINESTRING (-58.4135105 -34.5947549, -58.4134492 -34.5946184)",,,,,,,,
1292569017,195504995,0,9940930,True,Gorriti,residential,30,163.438,"LINESTRING (-58.4185322 -34.5954879, -58.4167488 -34.59556)",,,,,,,,
1292569030,195776342,0,48055255,True,Julián Álvarez,residential,30,2.396,"LINESTRING (-58.4251719 -34.5934977, -58.4251918 -34.5935117)",,,,,,,,
1295503839,4475487072,0,114352700,True,Arenales,residential,30,6.765,"LINESTRING (-58.3898914 -34.5943363, -58.3898216 -34.5943563)",1,,,,,,,
1455471060,283260436,0,132281017,False,Ituzaingó,residential,30,100.129,"LINESTRING (-58.3812638 -34.6330705, -58.3801704 -34.6330321)",,,,yes,,,,
1455471060,206107670,0,166750373,True,Paracas,residential,30,80.336,"LINESTRING (-58.3812638 -34.6330705, -58.3813018 -34.6323487)",,,,,,,,
1500798610,243462071,0,136792923,True,Virrey Cevallos,residential,30,88.926,"LINESTRING (-58.3885802 -34.6230704, -58.3884601 -34.623864)",,,,,,,,
1610489580,107929192,0,110151096,True,Avenida Coronel Díaz,secondary,60,128.489,"LINESTRING (-58.4046054 -34.5805017, -58.4051812 -34.5815555)",3,,,,,,,
1610533317,4562887998,0,48052800,False,Avenida Infanta Isabel,residential,30,44.348,"LINESTRING (-58.4174749 -34.5694716, -58.4170411 -34.569649)",,,,,,,,
1610533317,4562919510,0,48052800,False,Avenida Infanta Isabel,residential,30,11.426,"LINESTRING (-58.4174749 -34.5694716, -58.417593 -34.5694384)",,,,,,,,
1610533321,175991940,0,48052800,False,Avenida Infanta Isabel,residential,30,14.152,"LINESTRING (-58.4141854 -34.5705376, -58.4140708 -34.570623)",,,,,,,,
1610533321,1610552522,0,48052800,False,Avenida Infanta Isabel,residential,30,20.499,"LINESTRING (-58.4141854 -34.5705376, -58.4143833 -34.5704514)",,,,,,,,
1610533324,175991949,0,48052800,False,Avenida Infanta Isabel,residential,30,24.558,"LINESTRING (-58.4137466 -34.5712118, -58.4137407 -34.5714326)",,,,,,,,
1610533324,4562887996,0,48052800,False,Avenida Infanta Isabel,residential,30,8.208,"LINESTRING (-58.4137466 -34.5712118, -58.4137614 -34.571139)",,,,,,,,
1610552477,4562888011,0,48052800,False,Avenida Infanta Isabel,residential,30,29.519,"LINESTRING (-58.4153303 -34.5702638, -58.415017 -34.5703264)",,,,,,,,
1610552477,175991929,0,48052800,False,Avenida Infanta Isabel,residential,30,20.975,"LINESTRING (-58.4153303 -34.5702638, -58.4155499 -34.5702101)",,,,,,,,
1610552522,1610533321,0,48052800,False,Avenida Infanta Isabel,residential,30,20.499,"LINESTRING (-58.4143833 -34.5704514, -58.4141854 -34.5705376)",,,,,,,,
1610552522,175991935,0,48052800,False,Avenida Infanta Isabel,residential,30,24.929,"LINESTRING (-58.4143833 -34.5704514, -58.4146482 -34.5703996)",,,,,,,,
1610552525,175991929,0,48052800,False,Avenida Infanta Isabel,residential,30,24.421,"LINESTRING (-58.4158041 -34.5701436, -58.4155499 -34.5702101)",,,,,,,,
1610552525,4562919494,0,48052800,False,Avenida Infanta Isabel,residential,30,5.982,"LINESTRING (-58.4158041 -34.5701436, -58.4158649 -34.5701239)",,,,,,,,
1610563323,175991943,0,48052800,False,Avenida Infanta Isabel,residential,30,20.09,"LINESTRING (-58.4138477 -34.5708825, -58.4137794 -34.5710542)",,,,,,,,
1610563323,667498710,0,48052800,False,Avenida Infanta Isabel,residential,30,18.498,"LINESTRING (-58.4138477 -34.5708825, -58.4139499 -34.570739)",,,,,,,,
1610589826,1610589828,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,33.466,"LINESTRING (-58.4189487 -34.5714604, -58.4192653 -34.57131)",,,,,,,,
1610589826,175992030,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,33.584,"LINESTRING (-58.4189487 -34.5714604, -58.4186376 -34.5716204)",,,,,,,,
1610589828,175992038,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,46.1,"LINESTRING (-58.4192653 -34.57131, -58.4197111 -34.5711173)",,,,,,,,
1610589828,1610589826,0,48052801,False,Avenida Presidente Pedro Montt,residential,30,33.466,"LINESTRING (-58.4192653 -34.57131, -58.4189487 -34.5714604)",,,,,,,,
1610649363,196017411,0,21561910,True,Montevideo,residential,30,155.609,"LINESTRING (-58.3838265 -34.5876926, -58.3849202 -34.5887639)",2,,,,,,,
2108033001,237099611,0,128828507,True,Padilla,residential,30,7.213,"LINESTRING (-58.4465618 -34.5963527, -58.4465084 -34.5964004)",,,,,,,,
2152889334,89251144,0,107916873,False,Avenida Cerviño,secondary,60,20.946,"LINESTRING (-58.4269956 -34.5731175, -58.426825 -34.573243)",4,,,,,,,
2152889334,1239327239,0,107916873,False,Avenida Cerviño,secondary,60,21.098,"LINESTRING (-58.4269956 -34.5731175, -58.4271732 -34.5729966)",4,,,,,,,
2153043442,4353358524,0,22697709,False,Avenida Presidente Pedro Montt,residential,30,13.993,"LINESTRING (-58.416251 -34.572919, -58.4163996 -34.5728896)",,,,,,,,
2153043442,175992000,0,22697709,False,Avenida Presidente Pedro Montt,residential,30,26.599,"LINESTRING (-58.416251 -34.572919, -58.4159638 -34.572955)",,,,,,,,
2153043534,175992053,0,22697709,False,Avenida Presidente Pedro Montt,residential,30,15.198,"LINESTRING (-58.4166822 -34.572822, -58.4168362 -34.572771)",,,,,,,,
2153043534,175992007,0,22697709,False,Avenida Presidente Pedro Montt,residential,30,14.424,"LINESTRING (-58.4166822 -34.572822, -58.4165321 -34.5728614)",,,,,,,,
2153043552,4562835841,0,220822283,False,Avenida Iraola,residential,30,16.388,"LINESTRING (-58.4153076 -34.5727864, -58.4154674 -34.5728528)",,,,,,,,
2153043552,4559408514,0,220822283,False,Avenida Iraola,residential,30,22.248,"LINESTRING (-58.4153076 -34.5727864, -58.4150929 -34.5726927)",,,,,,,,
2921403467,4467086204,0,83300085,True,,residential,30,45.743,"LINESTRING (-58.3786275 -34.5906003, -58.3789224 -34.5902682)",1,,,,,,,
2921403467,193818623,0,289835397,False,Avenida del Libertador,primary,60,90.928,"LINESTRING (-58.3786275 -34.5906003, -58.3778566 -34.591116)",10,,,,,,,
2933736721,193818623,0,79876741,False,Avenida del Libertador,primary,60,18.128,"LINESTRING (-58.3777046 -34.5912205, -58.3778566 -34.591116)",10,,,,,,,
2933736721,193819258,0,79876741,False,Avenida del Libertador,primary,60,121.212,"LINESTRING (-58.3777046 -34.5912205, -58.3766634 -34.591894)",10,,,,,,,
2980215792,3803634349,0,607806952,True,Avenida San Juan,tertiary,60,3.765,"LINESTRING (-58.3669778 -34.6215759, -58.3669513 -34.62155)",2,,,,,,,
3077604533,232108487,0,114352733,True,Montevideo,residential,30,8.747,"LINESTRING (-58.3899563 -34.593223, -58.3900252 -34.5932775)",2,,,,,,,
3077654575,181153287,0,17494576,False,Avenida Belisario Roldán,tertiary,60,48.006,"LINESTRING (-58.4120609 -34.5707822, -58.4124829 -34.570526)",2,,,,,,,
