u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,access,bridge,ref,width,tunnel,service
195586318,4407495785,0,477066607,True,Presidente Luis Sáenz Peña,residential,30,95.036,"LINESTRING (-58.3872345 -34.6212648, -58.3872867 -34.6204112)",,,,,,,,
195586318,195720489,0,532832983,True,Humberto I,residential,20,138.439,"LINESTRING (-58.3872345 -34.6212648, -58.3887404 -34.6213845)",2,,,,,,,
195587928,195738245,0,28680177,True,Carlos Calvo,residential,30,136.471,"LINESTRING (-58.3843338 -34.6197925, -58.385823 -34.6198588)",2,,,,,,,
195589443,195723209,0,18905228,True,Carlos Calvo,residential,30,83.894,"LINESTRING (-58.3998283 -34.6208826, -58.4007369 -34.6209834)",,,,,,,,
195591482,81604162,0,334573426,True,Virrey Liniers,residential,30,161.665,"LINESTRING (-58.4139562 -34.6196857, -58.4140785 -34.6182353)",,,,,,,,
195592513,5035956858,0,18950371,True,Potosí,residential,30,108.251,"LINESTRING (-58.4199416 -34.6072718, -58.4211242 -34.6072539)",,,,,,,,
195592515,195592513,0,53875128,True,Jerónimo Salguero,residential,20,141.075,"LINESTRING (-58.4200547 -34.6085371, -58.4199416 -34.6072718)",,,,,,,,
195593005,195592513,0,18950371,True,Potosí,residential,30,116.286,"LINESTRING (-58.418671 -34.607273, -58.4199416 -34.6072718)",,,,,,,,
195595773,4560740259,0,131354416,True,Sánchez de Loria,residential,30,15.044,"LINESTRING (-58.413401 -34.6126093, -58.4133336 -34.6127327)",,,,,,,,
195595774,237784575,0,18904840,True,Adolfo Alsina,residential,30,158.094,"LINESTRING (-58.4131093 -34.6134006, -58.4114437 -34.6130233)",,,,,,,,
195595779,206105942,0,138630390,True,Carlos Calvo,residential,30,29.129,"LINESTRING (-58.412041 -34.6229803, -58.4123491 -34.6230462)",,,,,,,,
195596410,195723496,0,21543940,True,Agrelo,residential,20,158.434,"LINESTRING (-58.4109853 -34.6178468, -58.4126932 -34.6180805)",,,,,,,,
195597693,4868903278,0,163638830,True,Tomás Manuel de Anchorena,residential,20,132.921,"LINESTRING (-58.4117062 -34.6105573, -58.411781 -34.6093635)",1,,,,,,,
195598213,4704721414,0,333373300,True,Adolfo Alsina,residential,30,110.493,"LINESTRING (-58.4003157 -34.6120901, -58.3991139 -34.6119948)",1,,,,,,,
195599229,4477280675,0,53875146,True,Mario Bravo,residential,20,14.879,"LINESTRING (-58.4174787 -34.6085565, -58.4174897 -34.608423)",,,,,,,,
195600343,195723362,0,39843571,True,México,residential,30,108.986,"LINESTRING (-58.4065657 -34.6178186, -58.4054595 -34.6174554)",,,,,,,,
195600345,5382351848,0,444219291,True,Deán Funes,residential,30,121.728,"LINESTRING (-58.4061593 -34.6218095, -58.4059926 -34.6228956)",,,,,,,,
195600345,126873586,0,532250939,True,Carlos Calvo,residential,30,113.724,"LINESTRING (-58.4061593 -34.6218095, -58.4073578 -34.6220802)",,,,,,,,
195600348,5382351843,0,47413571,True,Deán Funes,residential,30,154.255,"LINESTRING (-58.4058103 -34.624221, -58.4056256 -34.6255999)",,,,,,,,
195600870,195595773,0,601332056,True,Sánchez de Loria,residential,30,128.354,"LINESTRING (-58.4140055 -34.6115677, -58.413401 -34.6126093)",,,,,,,,
195600872,195723757,0,329140784,True,Don Bosco,residential,30,139.586,"LINESTRING (-58.4206313 -34.6131602, -58.4191635 -34.6128188)",,,,,,,,
195600874,206133057,0,126729005,True,Don Bosco,residential,30,136.369,"LINESTRING (-58.4247893 -34.613827, -58.4233265 -34.6135931)",,,,,,,,
195600874,206133070,0,303264734,True,Treinta y Tres Orientales,residential,20,113.075,"LINESTRING (-58.4247893 -34.613827, -58.4245371 -34.6148225)",,,,,,,,
195601549,195723692,0,814037610,True,Estados Unidos,residential,30,115.37,"LINESTRING (-58.4149249 -34.6222932, -58.4136832 -34.6221132)",,,,,,,,
195601555,195723723,0,21543916,True,Estados Unidos,residential,30,110.655,"LINESTRING (-58.427497 -34.6236061, -58.4262963 -34.6234876)",,,,,,,,
195605404,195723626,0,532226173,True,Castro,residential,20,208.064,"LINESTRING (-58.4205293 -34.6247196, -58.4205108 -34.6228485)",,,,,,,,
195610220,195814634,0,48800535,True,Valle,residential,30,123.065,"LINESTRING (-58.4344449 -34.6244507, -58.4331078 -34.6243313)",,,,,,,,
195610220,194122339,0,131270008,False,Avenida José María Moreno,secondary,20,157.626,"LINESTRING (-58.4344449 -34.6244507, -58.4346272 -34.6230411)",4,,,,,,,
195610223,206133184,0,166667057,True,Valle,residential,30,118.199,"LINESTRING (-58.4446094 -34.625345, -58.4433221 -34.6252565)",,,,,,,,
195612137,215015291,0,166667040,True,Achával,residential,30,60.417,"LINESTRING (-58.4482551 -34.6301547, -58.4480136 -34.6306604)",,,,,,,,
195645536,2461097952,0,259869759,True,Talcahuano,residential,20,125.446,"LINESTRING (-58.3854618 -34.5992491, -58.3853659 -34.6003745)",,,,,,,,
195645552,192906559,0,533153703,True,Paraguay,residential,20,131.973,"LINESTRING (-58.3855519 -34.5981953, -58.3841147 -34.5981001)",2,,,,,,,
195645577,195645616,0,47014558,True,Marcelo T. de Alvear,residential,30,112.159,"LINESTRING (-58.38706 -34.5970662, -58.3882839 -34.5971154)",1,,,,,,,
195645588,195645577,0,47014558,True,Marcelo T. de Alvear,residential,30,129.646,"LINESTRING (-58.385647 -34.5969854, -58.38706 -34.5970662)",1,,,,,,,
195645616,195722055,0,47014558,True,Marcelo T. de Alvear,residential,30,139.013,"LINESTRING (-58.3882839 -34.5971154, -58.3897972 -34.5972211)",1,,,,,,,
195645632,195645561,0,533153701,True,Paraguay,residential,20,113.727,"LINESTRING (-58.3882073 -34.5983864, -58.3869695 -34.5982975)",2,,,,,,,
195645663,195720555,0,684889567,True,Montevideo,residential,30,131.637,"LINESTRING (-58.3893415 -34.6054426, -58.3893196 -34.6066263)",2,,,,,,,
195645692,195645663,0,644874598,True,Sarmiento,residential,20,134.709,"LINESTRING (-58.3878725 -34.6053671, -58.3893415 -34.6054426)",2,,,,,,,
195645692,195720976,0,644874599,True,Paraná,residential,20,137.334,"LINESTRING (-58.3878725 -34.6053671, -58.3879041 -34.6041323)",,,,,,,,
195645708,195720531,0,25964733,True,Uruguay,residential,20,133.936,"LINESTRING (-58.386479 -34.6052694, -58.3863845 -34.6064714)",,,,,,,,
195645708,4143843068,0,47303250,True,Sarmiento,residential,20,101.284,"LINESTRING (-58.386479 -34.6052694, -58.3875822 -34.6053413)",2,,,,,,,
195645716,195645708,0,47303250,True,Sarmiento,residential,20,131.034,"LINESTRING (-58.3850506 -34.6051894, -58.386479 -34.6052694)",2,,,,,,,
195645716,5080742029,0,47304448,True,Talcahuano,residential,20,56.19,"LINESTRING (-58.3850506 -34.6051894, -58.3850321 -34.6056945)",,,,,,,,
195645729,195645716,0,47303250,True,Sarmiento,residential,20,129.466,"LINESTRING (-58.38364 -34.6051022, -58.3850506 -34.6051894)",2,,,,,,,
195645729,3190928148,0,47303259,True,Libertad,residential,20,56.969,"LINESTRING (-58.38364 -34.6051022, -58.3836795 -34.6045909)",,,,,,,,
195720172,195720609,0,333373300,True,Adolfo Alsina,residential,30,130.78,"LINESTRING (-58.3947597 -34.611689, -58.3933356 -34.6115913)",1,,,,,,,
195720224,195720282,0,814037607,True,Chile,residential,30,125.152,"LINESTRING (-58.3945506 -34.6170484, -58.3931882 -34.61695)",1,,,,,,,
195720263,195867133,0,18905228,True,Carlos Calvo,residential,30,119.261,"LINESTRING (-58.3945042 -34.6205426, -58.3958038 -34.6206235)",,,,,,,,
195720282,7604153701,0,814037607,True,Chile,residential,30,113.073,"LINESTRING (-58.3931882 -34.61695, -58.3919561 -34.6168731)",1,,,,,,,
195720303,7604153702,0,131354392,True,Chile,residential,20,105.089,"LINESTRING (-58.3903515 -34.6167985, -58.389206 -34.6167315)",2,,,,,,,
195720346,195720364,0,131354379,True,Adolfo Alsina,residential,30,127.026,"LINESTRING (-58.3903501 -34.6113878, -58.3889687 -34.6112764)",2,,,,,,,
195720346,195720336,0,532834917,True,Solís,residential,20,129.22,"LINESTRING (-58.3903501 -34.6113878, -58.3903475 -34.6125499)",2,,,,,,,
195720364,195585825,0,18905663,True,Virrey Cevallos,residential,30,133.774,"LINESTRING (-58.3889687 -34.6112764, -58.3889168 -34.6124787)",2,,,,,,,
195720364,195720381,0,385361385,True,Adolfo Alsina,residential,30,135.132,"LINESTRING (-58.3889687 -34.6112764, -58.3874952 -34.6111978)",,,,,,,,
195720381,195722817,0,385361385,True,Adolfo Alsina,residential,30,121.773,"LINESTRING (-58.3874952 -34.6111978, -58.3861729 -34.6110756)",,,,,,,,
195720417,194502598,0,532834168,True,Chile,residential,20,137.824,"LINESTRING (-58.3858922 -34.6166826, -58.3843875 -34.6166291)",,,,,,,,
195720453,195720468,0,28680177,True,Carlos Calvo,residential,30,140.028,"LINESTRING (-58.3873171 -34.6199471, -58.3888432 -34.6200398)",2,,,,,,,
195720468,195720489,0,18905663,True,Virrey Cevallos,residential,30,149.82,"LINESTRING (-58.3888432 -34.6200398, -58.3887404 -34.6213845)",2,,,,,,,
195720468,195585085,0,28680177,True,Carlos Calvo,residential,30,122.157,"LINESTRING (-58.3888432 -34.6200398, -58.3901738 -34.6201285)",2,,,,,,,
195720489,195585830,0,18905663,True,Virrey Cevallos,residential,30,128.578,"LINESTRING (-58.3887404 -34.6213845, -58.3886439 -34.6225381)",2,,,,,,,
195720531,195722623,0,25964733,True,Uruguay,residential,20,128.105,"LINESTRING (-58.3863845 -34.6064714, -58.386309 -34.6076218)",,,,,,,,
195720531,195720551,0,336162149,True,Teniente General Juan Domingo Perón,residential,20,132.376,"LINESTRING (-58.3863845 -34.6064714, -58.3878297 -34.6065196)",2,,,,,,,
195720551,7241459882,0,21561907,True,Paraná,residential,20,55.868,"LINESTRING (-58.3878297 -34.6065196, -58.3878483 -34.6060174)",,,,,,,,
195720551,195720555,0,336162149,True,Teniente General Juan Domingo Perón,residential,20,136.873,"LINESTRING (-58.3878297 -34.6065196, -58.3893196 -34.6066263)",2,,,,,,,
195720555,195720567,0,644874600,True,Teniente General Juan Domingo Perón,residential,30,129.552,"LINESTRING (-58.3893196 -34.6066263, -58.3907328 -34.6066932)",2,,,,,,,
195720555,195722577,0,684889567,True,Montevideo,residential,30,134.129,"LINESTRING (-58.3893196 -34.6066263, -58.3892645 -34.6078317)",2,,,,,,,
195720567,181113587,0,644874600,True,Teniente General Juan Domingo Perón,residential,30,127.82,"LINESTRING (-58.3907328 -34.6066932, -58.3921248 -34.6067866)",2,,,,,,,
195720589,3189535582,0,506310086,True,Bartolomé Mitre,residential,20,109.847,"LINESTRING (-58.3906772 -34.6079231, -58.3894812 -34.60784)",2,,,,,,,
195720609,4704721404,0,333373300,True,Adolfo Alsina,residential,30,113.508,"LINESTRING (-58.3933356 -34.6115913, -58.3920994 -34.6115083)",1,,,,,,,
195720691,195720708,0,385361385,True,Adolfo Alsina,residential,30,130.126,"LINESTRING (-58.3848109 -34.6110004, -58.3833937 -34.6109055)",,,,,,,,
195720708,237634372,0,385361385,True,Adolfo Alsina,residential,30,143.707,"LINESTRING (-58.3833937 -34.6109055, -58.3818254 -34.6108406)",,,,,,,,
195720775,237640531,0,165358911,True,Chile,residential,30,138.076,"LINESTRING (-58.3830805 -34.6165485, -58.3815724 -34.6165092)",,,,,,,,
195720795,195587928,0,28680177,True,Carlos Calvo,residential,30,123.495,"LINESTRING (-58.3829853 -34.6197483, -58.3843338 -34.6197925)",2,,,,,,,
195720811,7111349174,0,532834311,True,Humberto I,residential,20,106.033,"LINESTRING (-58.3829596 -34.6209868, -58.3841166 -34.6210394)",,,,,,,,
195720826,4948032126,0,25964733,True,Uruguay,residential,20,8.969,"LINESTRING (-58.3865399 -34.6040157, -58.3865256 -34.6040955)",,,,,,,,
195720841,5080742031,0,47304448,True,Talcahuano,residential,20,18.786,"LINESTRING (-58.3851325 -34.6039322, -58.3851214 -34.6041009)",,,,,,,,
195720857,6383087151,0,684889575,True,Libertad,residential,20,6.826,"LINESTRING (-58.3837308 -34.6038555, -58.3837347 -34.6037942)",,,,,,,,
195720875,237634317,0,27998398,True,Bartolomé Mitre,residential,20,137.905,"LINESTRING (-58.3835168 -34.6074434, -58.382015 -34.6073423)",,,,,,,,
195720875,3190928143,0,27998432,True,Libertad,residential,20,66.296,"LINESTRING (-58.3835168 -34.6074434, -58.383563 -34.6068484)",,,,,,,,
195720889,4960817196,0,265475498,True,Bartolomé Mitre,residential,20,46.871,"LINESTRING (-58.3849301 -34.6075337, -58.3844195 -34.6075011)",,,,,,,,
195720889,5080742025,0,265475509,True,Talcahuano,residential,20,107.369,"LINESTRING (-58.3849301 -34.6075337, -58.3848892 -34.6084987)",,,,,,,,
195720904,3190928154,0,27998432,True,Libertad,residential,20,85.275,"LINESTRING (-58.3835996 -34.606264, -58.3836206 -34.6054973)",,,,,,,,
195720904,192914325,0,533148311,True,Teniente General Juan Domingo Perón,residential,20,129.746,"LINESTRING (-58.3835996 -34.606264, -58.3850095 -34.6063859)",,,,,,,,
195720920,195720954,0,20280303,True,Santiago del Estero,residential,20,66.355,"LINESTRING (-58.3848826 -34.6086939, -58.3848516 -34.6092901)",,,,,,,,
195720920,195722792,0,476100331,True,Rivadavia,residential,20,127.932,"LINESTRING (-58.3848826 -34.6086939, -58.3862749 -34.6087965)",,,,,,,,
195720936,195720875,0,18769808,True,Libertad,residential,20,127.637,"LINESTRING (-58.3834659 -34.6085905, -58.3835168 -34.6074434)",,,,,,,,
195720936,195720920,0,476100331,True,Rivadavia,residential,20,130.164,"LINESTRING (-58.3834659 -34.6085905, -58.3848826 -34.6086939)",,,,,,,,
195720976,6383087154,0,566501632,True,Paraná,residential,20,6.714,"LINESTRING (-58.3879041 -34.6041323, -58.3879078 -34.604072)",,,,,,,,
195721032,195721092,0,102439891,True,Suipacha,living_street,10,132.754,"LINESTRING (-58.3795522 -34.6024658, -58.3796081 -34.6012728)",1,,,,,,,
195721048,437567239,0,452870659,True,Esmeralda,living_street,10,132.376,"LINESTRING (-58.3781179 -34.6024024, -58.3781768 -34.6012129)",1,,,,,,,
195721092,237634493,0,83225202,True,Tucumán,residential,20,136.512,"LINESTRING (-58.3796081 -34.6012728, -58.3810962 -34.6013555)",1,,,,,,,
195721138,4965152628,0,113531316,True,Suipacha,living_street,10,135.139,"LINESTRING (-58.3798492 -34.5977251, -58.3797539 -34.5989379)",1,,,,,,,
195721138,195721212,0,223055876,True,Paraguay,residential,20,136.254,"LINESTRING (-58.3798492 -34.5977251, -58.3783657 -34.5976237)",1,,,,,,,
195721154,237683249,0,46936846,True,Marcelo T. de Alvear,living_street,10,139.068,"LINESTRING (-58.3798969 -34.5965638, -58.3814071 -34.5967007)",2,,,,,,,
195721154,195721138,0,113531316,True,Suipacha,living_street,10,129.205,"LINESTRING (-58.3798969 -34.5965638, -58.3798492 -34.5977251)",1,,,,,,,
195721185,3168951864,0,27089861,True,Arenales,residential,30,11.405,"LINESTRING (-58.3800304 -34.594109, -58.3799058 -34.5941085)",1,,,,,,,
195721185,4497801132,0,46934505,True,Suipacha,residential,30,18.212,"LINESTRING (-58.3800304 -34.594109, -58.3799725 -34.5942657)",2,,,,,,,
195721185,4497801130,0,79876747,True,Suipacha,living_street,20,7.996,"LINESTRING (-58.3800304 -34.594109, -58.3800287 -34.5940371)",1,,,,,,,
195721212,195721232,0,533148298,True,Paraguay,residential,20,135.249,"LINESTRING (-58.3783657 -34.5976237, -58.3768905 -34.597554)",1,,,,,,,
195721212,3184666766,0,570817602,True,Esmeralda,living_street,10,138.559,"LINESTRING (-58.3783657 -34.5976237, -58.378423 -34.5963785)",1,,,,,,,
195721232,192906560,0,47088495,True,Paraguay,residential,20,137.513,"LINESTRING (-58.3768905 -34.597554, -58.3753908 -34.5974805)",1,,,,,,,
195721232,195721258,0,47088496,True,Maipú,living_street,10,139.976,"LINESTRING (-58.3768905 -34.597554, -58.3768504 -34.5988124)",1,,,,,,,
195721258,81600856,0,47034530,True,Maipú,living_street,10,131.167,"LINESTRING (-58.3768504 -34.5988124, -58.3767973 -34.5999912)",1,,,,,,,
195721278,195721290,0,47034530,True,Maipú,living_street,10,132.113,"LINESTRING (-58.3767304 -34.601136, -58.3767028 -34.6023239)",1,,,,,,,
195721278,437567239,0,83225202,True,Tucumán,residential,20,132.661,"LINESTRING (-58.3767304 -34.601136, -58.3781768 -34.6012129)",1,,,,,,,
195721290,195721312,0,47034530,True,Maipú,living_street,10,119.678,"LINESTRING (-58.3767028 -34.6023239, -58.3766597 -34.6033996)",1,,,,,,,
195721312,195721388,0,452870657,True,Maipú,living_street,10,140.879,"LINESTRING (-58.3766597 -34.6033996, -58.3765886 -34.6046652)",1,,,,,,,
195721339,195721048,0,452870659,True,Esmeralda,living_street,10,121.447,"LINESTRING (-58.3780706 -34.6034939, -58.3781179 -34.6024024)",1,,,,,,,
195721363,4707765614,0,83225175,True,Sarmiento,living_street,10,112.299,"LINESTRING (-58.378015 -34.6047467, -58.3792386 -34.6048218)",1,,,,,,,
195721363,195721339,0,126149620,True,Esmeralda,living_street,10,139.398,"LINESTRING (-58.378015 -34.6047467, -58.3780706 -34.6034939)",1,,,,,,,
195721388,195721363,0,83225175,True,Sarmiento,living_street,10,130.863,"LINESTRING (-58.3765886 -34.6046652, -58.378015 -34.6047467)",1,,,,,,,
195721388,2958877734,0,452870657,True,Maipú,living_street,10,61.489,"LINESTRING (-58.3765886 -34.6046652, -58.376567 -34.6052179)",1,,,,,,,
195721409,195721388,0,83225175,True,Sarmiento,living_street,10,130.382,"LINESTRING (-58.37517 -34.6045579, -58.3765886 -34.6046652)",1,,,,,,,
195721425,195721409,0,83225175,True,Sarmiento,living_street,10,126.59,"LINESTRING (-58.3737934 -34.6044473, -58.37517 -34.6045579)",1,,,,,,,
195721425,180516416,0,476975534,True,San Martín,living_street,10,135.94,"LINESTRING (-58.3737934 -34.6044473, -58.3738573 -34.6032259)",2,,,,,,,
195721467,301084867,0,533144382,True,Reconquista,living_street,10,119.911,"LINESTRING (-58.3725314 -34.6020582, -58.3724846 -34.6031359)",1,,,,,,,
195721516,195721425,0,83225175,True,Sarmiento,living_street,10,126.305,"LINESTRING (-58.372418 -34.6043544, -58.3737934 -34.6044473)",1,,,,,,,
195721516,192913030,0,452870660,True,Reconquista,living_street,10,129.754,"LINESTRING (-58.372418 -34.6043544, -58.3723329 -34.6055192)",1,,,,,,,
195721531,195721425,0,17492459,True,San Martín,living_street,10,131.377,"LINESTRING (-58.3737211 -34.6056273, -58.3737934 -34.6044473)",2,,,,,,,
195721531,195721803,0,28680142,True,Teniente General Juan Domingo Perón,living_street,10,128.254,"LINESTRING (-58.3737211 -34.6056273, -58.3751142 -34.6057522)",1,,,,,,,
195721560,2481986719,0,17492459,True,San Martín,living_street,10,59.629,"LINESTRING (-58.373643 -34.6067944, -58.3736631 -34.6062584)",2,,,,,,,
195721560,195721597,0,126149614,True,Bartolomé Mitre,living_street,10,127.934,"LINESTRING (-58.373643 -34.6067944, -58.3722515 -34.6066848)",1,,,,,,,
195721597,195721618,0,126149614,True,Bartolomé Mitre,living_street,10,125.858,"LINESTRING (-58.3722515 -34.6066848, -58.3708824 -34.6065785)",1,,,,,,,
195721597,1969386175,0,452870660,True,Reconquista,living_street,10,136.79,"LINESTRING (-58.3722515 -34.6066848, -58.3721475 -34.607912)",1,,,,,,,
195721618,2320011902,0,126149614,True,Bartolomé Mitre,living_street,10,60.072,"LINESTRING (-58.3708824 -34.6065785, -58.3702301 -34.6065184)",1,,,,,,,
195721618,192913584,0,452870661,True,25 de Mayo,living_street,10,128.583,"LINESTRING (-58.3708824 -34.6065785, -58.3709532 -34.6054236)",1,,,,,,,
195721632,195721516,0,83225175,True,Sarmiento,living_street,10,128.85,"LINESTRING (-58.371016 -34.6042491, -58.372418 -34.6043544)",1,,,,,,,
195721632,195721650,0,452870661,True,25 de Mayo,living_street,10,132.463,"LINESTRING (-58.371016 -34.6042491, -58.3711012 -34.6030599)",1,,,,,,,
195721657,195721977,0,261801420,True,Piedras,residential,20,65.71,"LINESTRING (-58.3777337 -34.6093874, -58.3777919 -34.6087984)",,,,,,,,
195721657,181125823,0,476098114,True,Hipólito Yrigoyen,residential,20,129.16,"LINESTRING (-58.3777337 -34.6093874, -58.3763266 -34.6092978)",2,,,,,,,
195721678,199509107,0,83225167,True,Tacuarí,living_street,10,123.486,"LINESTRING (-58.3791707 -34.6095174, -58.3791328 -34.6106275)",,,,,,,,
195721678,6191439395,0,476098114,True,Hipólito Yrigoyen,residential,20,95.127,"LINESTRING (-58.3791707 -34.6095174, -58.3781375 -34.6094239)",2,,,,,,,
195721701,4868780113,0,47303258,True,Paraná,residential,20,34.06,"LINESTRING (-58.388046 -34.601724, -58.3880628 -34.601418)",,,,,,,,
195721701,195722513,0,644874603,True,Tucumán,residential,20,137.709,"LINESTRING (-58.388046 -34.601724, -58.3895469 -34.6018105)",2,,,,,,,
195721716,4407255489,0,25964729,True,Uruguay,residential,20,23.767,"LINESTRING (-58.3867141 -34.6016724, -58.3867048 -34.601886)",,,,,,,,
195721716,195721701,0,25964730,True,Tucumán,residential,20,122.04,"LINESTRING (-58.3867141 -34.6016724, -58.388046 -34.601724)",,,,,,,,
195721748,7747880558,0,287002260,True,Montevideo,residential,20,150.714,"LINESTRING (-58.389919 -34.5957961, -58.3898114 -34.5971486)",2,,,,,,,
195721788,1167258272,0,38537093,True,Tucumán,residential,20,14.472,"LINESTRING (-58.3839211 -34.6014689, -58.3840784 -34.6014821)",,,,,,,,
195721788,6672693075,0,38537094,True,Libertad,residential,20,4.312,"LINESTRING (-58.3839211 -34.6014689, -58.3839241 -34.6014302)",,,,,,,,
195721803,199509024,0,28680142,True,Teniente General Juan Domingo Perón,living_street,10,130.763,"LINESTRING (-58.3751142 -34.6057522, -58.3765377 -34.605853)",1,,,,,,,
195721814,195721560,0,126149614,True,Bartolomé Mitre,living_street,10,128.247,"LINESTRING (-58.3750403 -34.6068813, -58.373643 -34.6067944)",1,,,,,,,
195721831,6711395784,0,47034900,True,Bartolomé Mitre,residential,10,87.552,"LINESTRING (-58.3778761 -34.6070542, -58.3769223 -34.6069936)",1,,,,,,,
195721831,199509305,0,212972981,True,Esmeralda,living_street,10,124.235,"LINESTRING (-58.3778761 -34.6070542, -58.3779606 -34.6059391)",1,,,,,,,
195721845,195721831,0,83225158,True,Bartolomé Mitre,residential,10,128.773,"LINESTRING (-58.3792776 -34.6071568, -58.3778761 -34.6070542)",1,,,,,,,
195721845,192911844,0,116890392,True,Suipacha,living_street,10,127.225,"LINESTRING (-58.3792776 -34.6071568, -58.3793169 -34.6060131)",1,,,,,,,
195721845,195721948,0,126149631,True,Suipacha,living_street,10,126.637,"LINESTRING (-58.3792776 -34.6071568, -58.3792148 -34.6082945)",1,,,,,,,
195721912,304977556,0,47303254,True,Sarmiento,residential,20,81.466,"LINESTRING (-58.3794374 -34.6048424, -58.3803246 -34.6049016)",,,,,,,,
195721912,4466580347,0,102439890,True,Suipacha,living_street,10,25.834,"LINESTRING (-58.3794374 -34.6048424, -58.3793634 -34.6050666)",1,,,,,,,
195721912,4466580340,0,126149632,True,Suipacha,living_street,10,13.126,"LINESTRING (-58.3794374 -34.6048424, -58.3794035 -34.6047277)",1,,,,,,,
195721930,195721032,0,102439891,True,Suipacha,living_street,10,124.194,"LINESTRING (-58.3794919 -34.6035816, -58.3795522 -34.6024658)",1,,,,,,,
195721948,237634458,0,399146487,True,Rivadavia,residential,20,135.878,"LINESTRING (-58.3792148 -34.6082945, -58.3806958 -34.6083806)",1,,,,,,,
195721964,195721831,0,20280297,True,Esmeralda,living_street,10,127.437,"LINESTRING (-58.3778252 -34.6081995, -58.3778761 -34.6070542)",1,,,,,,,
195721964,195721948,0,399146487,True,Rivadavia,residential,20,127.614,"LINESTRING (-58.3778252 -34.6081995, -58.3792148 -34.6082945)",1,,,,,,,
195721977,195721964,0,83225177,True,Piedras,living_street,10,66.664,"LINESTRING (-58.3777919 -34.6087984, -58.3778252 -34.6081995)",1,,,,,,,
195721990,195721948,0,20280299,True,Tacuarí,living_street,10,65.936,"LINESTRING (-58.3791893 -34.6088871, -58.3792148 -34.6082945)",1,,,,,,,
195721990,195721678,0,83225167,True,Tacuarí,living_street,10,70.107,"LINESTRING (-58.3791893 -34.6088871, -58.3791707 -34.6095174)",,,,,,,,
195722055,1069949860,0,109680452,True,Marcelo T. de Alvear,residential,30,140.781,"LINESTRING (-58.3897972 -34.5972211, -58.3913352 -34.5972107)",1,,,,,,,
195722055,7747880557,0,292187306,True,Montevideo,residential,30,9.004,"LINESTRING (-58.3897972 -34.5972211, -58.3897805 -34.5973009)",2,,,,,,,
195722103,237634192,0,275088556,True,Marcelo T. de Alvear,residential,30,35.459,"LINESTRING (-58.3822967 -34.5967752, -58.3826819 -34.5968091)",2,,,,,,,
195722127,2407436695,0,275088556,True,Marcelo T. de Alvear,residential,30,10.356,"LINESTRING (-58.3818404 -34.5967348, -58.3819524 -34.596748)",2,,,,,,,
195722252,3190928156,0,38537095,True,Libertad,residential,20,52.082,"LINESTRING (-58.3839718 -34.6004416, -58.3840003 -34.5999738)",,,,,,,,
195722252,237634221,0,38537096,True,Viamonte,residential,20,139.128,"LINESTRING (-58.3839718 -34.6004416, -58.3824593 -34.600317)",2,,,,,,,
195722395,3348610474,0,793117381,True,Hipólito Yrigoyen,residential,20,103.864,"LINESTRING (-58.374892 -34.6091839, -58.3737609 -34.6091076)",2,,,,,,,
195722425,199509038,0,26189653,True,Rivadavia,residential,20,134.044,"LINESTRING (-58.3749573 -34.6080328, -58.3764185 -34.6081154)",1,,,,,,,
195722446,4971556119,0,292187306,True,Montevideo,residential,30,97.805,"LINESTRING (-58.3897279 -34.5984954, -58.3896829 -34.5993742)",2,,,,,,,
195722469,195722490,0,167714046,True,Montevideo,residential,30,139.763,"LINESTRING (-58.3896752 -34.5994686, -58.389608 -34.6007243)",2,,,,,,,
195722490,195722513,0,167714046,True,Montevideo,residential,30,120.909,"LINESTRING (-58.389608 -34.6007243, -58.3895469 -34.6018105)",2,,,,,,,
195722513,243460957,0,47303257,True,Tucumán,residential,30,119.175,"LINESTRING (-58.3895469 -34.6018105, -58.3908454 -34.6018899)",2,,,,,,,
195722513,195722531,0,167714046,True,Montevideo,residential,30,135.243,"LINESTRING (-58.3895469 -34.6018105, -58.3894607 -34.6030247)",2,,,,,,,
195722531,6383087155,0,167714046,True,Montevideo,residential,30,129.733,"LINESTRING (-58.3894607 -34.6030247, -58.3894148 -34.6041908)",2,,,,,,,
195722554,195645663,0,684889567,True,Montevideo,residential,30,132.904,"LINESTRING (-58.3894125 -34.6042488, -58.3893415 -34.6054426)",2,,,,,,,
195722577,809645676,0,109677461,True,Bartolomé Mitre,residential,20,34.568,"LINESTRING (-58.3892645 -34.6078317, -58.3888907 -34.6077871)",2,,,,,,,
195722577,195568388,0,684889567,True,Montevideo,residential,30,141.763,"LINESTRING (-58.3892645 -34.6078317, -58.3891868 -34.609105)",2,,,,,,,
195722597,195720551,0,21561907,True,Paraná,residential,20,133.007,"LINESTRING (-58.3877329 -34.6077131, -58.3878297 -34.6065196)",,,,,,,,
195722597,1399347909,0,109677461,True,Bartolomé Mitre,residential,20,11.199,"LINESTRING (-58.3877329 -34.6077131, -58.3876109 -34.6077053)",2,,,,,,,
195722623,195722792,0,25964733,True,Uruguay,residential,20,130.658,"LINESTRING (-58.386309 -34.6076218, -58.3862749 -34.6087965)",,,,,,,,
195722623,243460959,0,109677461,True,Bartolomé Mitre,residential,20,82.882,"LINESTRING (-58.386309 -34.6076218, -58.3854061 -34.6075641)",2,,,,,,,
