u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,access,bridge,ref,width,tunnel,service
232769048,232769011,0,20285534,True,Pedernera,residential,30,120.096,"LINESTRING (-58.4513554 -34.6441947, -58.4523038 -34.6434479)",,,,,,,,
232769091,232769048,0,20285534,True,Pedernera,residential,30,123.039,"LINESTRING (-58.4503966 -34.6449707, -58.4513554 -34.6441947)",,,,,,,,
232809254,4604426321,0,21625047,False,Basualdo,residential,20,11.975,"LINESTRING (-58.4716184 -34.6659299, -58.4716727 -34.6658319)",,,,,,,,
232896073,4936187658,0,449795084,False,General Eugenio Garzón,residential,20,77.06,"LINESTRING (-58.4820999 -34.6483574, -58.4815171 -34.647857)",,,,,,,,
232896095,232713589,0,531251318,False,San Pedro,residential,20,87.619,"LINESTRING (-58.4808952 -34.6492876, -58.4802206 -34.6487282)",1,,,,,,,
232917613,232917627,0,531251321,False,Zinny,residential,20,173.867,"LINESTRING (-58.4706802 -34.6528462, -58.4720482 -34.6517606)",1,,,,,,,
232917627,232917613,0,531251321,False,Zinny,residential,20,173.867,"LINESTRING (-58.4720482 -34.6517606, -58.4706802 -34.6528462)",1,,,,,,,
235058062,199797158,0,498133652,True,Irigoyen,secondary,20,39.889,"LINESTRING (-58.5149198 -34.6295632, -58.5152378 -34.6293178)",2,,,,,,,
235099951,199830315,0,534562617,True,Cortina,residential,30,144.452,"LINESTRING (-58.5281693 -34.6180445, -58.5269895 -34.6189076)",2,,,,,,,
235099956,199795954,0,179072579,True,Virgilio,residential,30,145.921,"LINESTRING (-58.5253871 -34.6155703, -58.5242233 -34.6164674)",,,,,,,,
235099959,235099962,0,290283387,True,Coronel Ramón Lista,residential,20,176.578,"LINESTRING (-58.5242745 -34.6145971, -58.5229539 -34.6134393)",1,,,,,,,
235212019,232748246,0,547535222,True,Primera Junta,residential,30,66.693,"LINESTRING (-58.4625376 -34.6423539, -58.4619788 -34.6419687)",2,,,,,,,
235342399,206119443,0,762162312,True,Uspallata,residential,30,136.414,"LINESTRING (-58.3951317 -34.6376572, -58.3965866 -34.6379258)",,,,,,,,
235362002,4475941773,0,532250928,True,Alberti,residential,20,124.439,"LINESTRING (-58.3995778 -34.6297637, -58.3998419 -34.6286659)",,,,,,,,
235364058,1500798646,0,21840334,True,Rincón,residential,30,121.249,"LINESTRING (-58.3949474 -34.622934, -58.3947995 -34.6240176)",,,,,,,,
235364455,4475941758,0,21840334,True,Rincón,residential,30,107.262,"LINESTRING (-58.3944273 -34.6266729, -58.3942821 -34.6276301)",,,,,,,,
235364456,235364455,0,21840334,True,Rincón,residential,30,135.327,"LINESTRING (-58.3945915 -34.6254634, -58.3944273 -34.6266729)",,,,,,,,
235364874,206106060,0,131315132,True,Constitución,residential,30,83.697,"LINESTRING (-58.3925222 -34.6253127, -58.3934341 -34.6253717)",,,,,,,,
235371032,206106084,0,19782177,True,Brasil,tertiary,30,70.718,"LINESTRING (-58.3900484 -34.6291682, -58.3892947 -34.6290273)",,,,,,,,
235382041,283258859,0,532783271,True,Herrera,tertiary,20,213.979,"LINESTRING (-58.3787032 -34.634818, -58.3781287 -34.6366834)",,,,,,,,
235382054,5933210987,0,25965686,True,Lima Este,secondary,30,51.38,"LINESTRING (-58.3801744 -34.6263623, -58.37998 -34.6267958)",4,,,,,,,
235387556,283258855,0,532824131,True,General Hornos,tertiary,20,199.862,"LINESTRING (-58.3762717 -34.6380108, -58.3767617 -34.6362592)",1,,,,,,,
235410066,1638975365,0,28739006,False,Puente Nicolás Avellaneda,secondary,30,212.421,"LINESTRING (-58.3586144 -34.6341117, -58.3576772 -34.6358595)",4,,,yes,RNA001,,,
235410069,4479672641,0,28739006,False,Puente Nicolás Avellaneda,secondary,30,6.594,"LINESTRING (-58.3570309 -34.6369126, -58.3569914 -34.6369622)",4,,,yes,RNA001,,,
235410069,4163276042,0,28739006,False,Puente Nicolás Avellaneda,secondary,30,31.682,"LINESTRING (-58.3570309 -34.6369126, -58.3572091 -34.6366683)",4,,,yes,RNA001,,,
236091791,1626379785,0,531334845,False,Corrales,residential,20,10.366,"LINESTRING (-58.4431353 -34.6650135, -58.4432031 -34.6650882)",,,,,,,,
236091802,236091798,0,531334844,True,Corrales,residential,20,126.643,"LINESTRING (-58.4404047 -34.6626891, -58.4413358 -34.6635321)",,,,,,,,
236091818,7439533553,0,221569285,True,Portela,residential,20,18.161,"LINESTRING (-58.4424697 -34.6625988, -58.4423246 -34.6627103)",,,,,,,,
236158244,226859471,0,452874192,True,Uspallata,residential,30,175.178,"LINESTRING (-58.3911946 -34.6367288, -58.3930343 -34.6371656)",,,,,,,,
237099562,237099634,0,19214848,True,Padilla,residential,30,105.42,"LINESTRING (-58.4480834 -34.5950184, -58.4472873 -34.5957035)",,,,,,,,
237099582,199457650,0,128824059,True,Padilla,residential,30,131.265,"LINESTRING (-58.4456403 -34.5971798, -58.4446863 -34.5980612)",,,,,,,,
237099611,245418439,0,128824057,True,Padilla,residential,30,63.798,"LINESTRING (-58.4465084 -34.5964004, -58.4460346 -34.5968212)",,,,,,,,
237099634,1422573848,0,19214848,True,Padilla,residential,30,91.994,"LINESTRING (-58.4472873 -34.5957035, -58.4466069 -34.5963124)",,,,,,,,
237099670,4871207942,0,533680273,True,Serrano,residential,20,92.16,"LINESTRING (-58.44367 -34.5972427, -58.442957 -34.5966575)",2,,,,,,,
237100548,237099562,0,165356949,True,Humboldt,residential,30,124.803,"LINESTRING (-58.4491048 -34.5957619, -58.4480834 -34.5950184)",,,,,,,,
237615841,237615843,0,444224128,True,Matheu,residential,30,123.599,"LINESTRING (-58.4001366 -34.6175205, -58.4002332 -34.6164118)",,,,,,,,
237615841,195723268,0,444224129,True,Chile,residential,30,98.946,"LINESTRING (-58.4001366 -34.6175205, -58.3990625 -34.6174182)",1,,,,,,,
237615843,5409144753,0,532834921,True,México,residential,20,88.489,"LINESTRING (-58.4002332 -34.6164118, -58.3992752 -34.6163036)",,,,,,,,
237634137,3043447644,0,47414726,True,Juncal,residential,20,19.176,"LINESTRING (-58.3827477 -34.5928356, -58.3829571 -34.5928408)",1,,,,,,,
237634192,6672693019,0,275088556,True,Marcelo T. de Alvear,residential,30,9.719,"LINESTRING (-58.3826819 -34.5968091, -58.3827874 -34.596819)",2,,,,,,,
237634239,195721788,0,25964727,True,Tucumán,residential,20,140.99,"LINESTRING (-58.3823818 -34.6014207, -58.3839211 -34.6014689)",,,,,,,,
237634253,6487934409,0,72493172,True,Lavalle,residential,20,127.844,"LINESTRING (-58.3822889 -34.6025814, -58.3836843 -34.6026331)",1,,,,,,,
237634268,6487934397,0,691419061,False,Avenida Presidente Roque Sáenz Peña,pedestrian,20,15.72,"LINESTRING (-58.3821579 -34.6034457, -58.3823021 -34.6033689)",,,,,,,,
237634293,5118699051,0,275088562,True,Sarmiento,residential,20,72.558,"LINESTRING (-58.3821572 -34.6050115, -58.3829478 -34.6050599)",,,,,,,,
237634305,195720904,0,476102029,True,Teniente General Juan Domingo Perón,residential,20,139.374,"LINESTRING (-58.3820822 -34.6061581, -58.3835996 -34.606264)",,,,,,,,
237634332,195720936,0,476100331,True,Rivadavia,residential,20,135.81,"LINESTRING (-58.3819889 -34.6084724, -58.3834659 -34.6085905)",,,,,,,,
237634372,195723014,0,385361385,True,Adolfo Alsina,residential,30,36.311,"LINESTRING (-58.3818254 -34.6108406, -58.3814317 -34.6108001)",,,,,,,,
237634428,199509107,0,576541350,True,Adolfo Alsina,living_street,10,134.391,"LINESTRING (-58.3805976 -34.610713, -58.3791328 -34.6106275)",,,,,,,,
237634439,195721678,0,476098114,True,Hipólito Yrigoyen,residential,20,135.709,"LINESTRING (-58.3806485 -34.6096182, -58.3791707 -34.6095174)",2,,,,,,,
237634464,195721138,0,576541349,True,Paraguay,residential,20,137.384,"LINESTRING (-58.381345 -34.5978274, -58.3798492 -34.5977251)",2,,,,,,,
237634480,5455580640,0,83225201,True,Viamonte,residential,20,107.481,"LINESTRING (-58.38119 -34.6002123, -58.3800172 -34.6001637)",1,,,,,,,
237634547,1967842485,0,83225161,True,Teniente General Juan Domingo Perón,residential,30,15.348,"LINESTRING (-58.3808359 -34.6061083, -58.3810035 -34.606113)",,,,,,,,
237634552,4867386554,0,83225158,True,Bartolomé Mitre,residential,10,119.944,"LINESTRING (-58.3807682 -34.6072475, -58.3794608 -34.6071726)",1,,,,,,,
237640525,4515682133,0,629121260,True,Lima,tertiary,30,8.308,"LINESTRING (-58.3816279 -34.6153044, -58.381626 -34.6153791)",3,,,,,,,
237640531,195723068,0,165358911,True,Chile,residential,30,36.813,"LINESTRING (-58.3815724 -34.6165092, -58.3811712 -34.616485)",,,,,,,,
237640557,195720795,0,532832987,True,Carlos Calvo,residential,20,141.153,"LINESTRING (-58.3814428 -34.6197567, -58.3829853 -34.6197483)",2,,,,,,,
237640598,205501354,0,165358913,True,Chile,residential,30,133.393,"LINESTRING (-58.3803097 -34.6164188, -58.3788539 -34.6163579)",,,,,,,,
237640615,205501544,0,48392632,True,Carlos Calvo,residential,30,36.809,"LINESTRING (-58.3801582 -34.6197634, -58.3805604 -34.6197581)",,,,,,,,
237656130,4562188496,0,114352713,True,Arenales,residential,30,14.018,"LINESTRING (-58.3815466 -34.5941731, -58.3813951 -34.5941547)",1,,,,,,,
237683249,1167258285,0,117293688,True,Marcelo T. de Alvear,residential,30,15.119,"LINESTRING (-58.3814071 -34.5967007, -58.3815714 -34.5967147)",2,,,,,,,
237784575,195574366,0,18904840,True,Adolfo Alsina,residential,30,130.895,"LINESTRING (-58.4114437 -34.6130233, -58.410065 -34.6127099)",,,,,,,,
237932347,82661913,0,10800141,True,Martínez Rosas,residential,30,53.851,"LINESTRING (-58.452459 -34.5962754, -58.4520608 -34.5966319)",2,,,,,,,
237932389,82661913,0,128828495,True,Fitz Roy,residential,20,103.21,"LINESTRING (-58.4528823 -34.5972677, -58.4520608 -34.5966319)",,,,,,,,
237953509,199457720,0,533676062,True,Julián Álvarez,residential,30,148.853,"LINESTRING (-58.4384931 -34.6021875, -58.4397773 -34.6030089)",,,,,,,,
239584095,223993630,0,19784713,True,Chaco,residential,30,24.771,"LINESTRING (-58.4315012 -34.6175801, -58.4317633 -34.6176358)",,,,,,,,
239584110,239584095,0,22277406,True,Doblas,residential,30,122.168,"LINESTRING (-58.4313062 -34.618667, -58.4315012 -34.6175801)",,,,,,,,
239628802,193830096,0,138630399,True,Doblas,residential,30,77.907,"LINESTRING (-58.4305889 -34.6232617, -58.4307303 -34.6225708)",,,,,,,,
239628828,206133113,0,138630399,True,Doblas,residential,30,79.675,"LINESTRING (-58.4302543 -34.62468, -58.4304119 -34.6239753)",,,,,,,,
239628843,206131734,0,531698758,True,Senillosa,residential,20,89.168,"LINESTRING (-58.4287312 -34.6244996, -58.428571 -34.6252906)",,,,,,,,
239629323,239629312,0,531560562,True,Varela,residential,20,130.047,"LINESTRING (-58.4639369 -34.6332492, -58.4634514 -34.6343484)",,,,,,,,
239629323,232710092,0,531667853,True,José Bonifacio,residential,30,130.561,"LINESTRING (-58.4639369 -34.6332492, -58.4652754 -34.6336563)",1,,,,,,,
239629360,2153503736,0,319051178,True,General José Gervasio Artigas,residential,20,5.019,"LINESTRING (-58.4648562 -34.6274911, -58.4648763 -34.6274491)",,,,,,,,
239701631,232712694,0,528155437,True,Mariano Acosta,secondary,20,66.456,"LINESTRING (-58.4791947 -34.6365035, -58.4797291 -34.6360987)",2,,,,,,,
239701749,2154731833,0,22278557,True,José Enrique Rodó,residential,30,12.74,"LINESTRING (-58.4828426 -34.6416375, -58.4829199 -34.6417328)",,,,,,,,
239701765,239701749,0,22278557,True,José Enrique Rodó,residential,30,11.898,"LINESTRING (-58.4827496 -34.6415627, -58.4828426 -34.6416375)",,,,,,,,
239701781,2154731825,0,22278557,True,José Enrique Rodó,residential,30,19.373,"LINESTRING (-58.4823738 -34.6413896, -58.4825609 -34.6414712)",,,,,,,,
239701863,239702067,0,22278558,True,José Enrique Rodó,residential,30,124.476,"LINESTRING (-58.4832803 -34.6422852, -58.4845989 -34.6425614)",,,,,,,,
239701863,1833254396,0,172420986,True,Fernández,residential,30,32.633,"LINESTRING (-58.4832803 -34.6422852, -58.4829327 -34.6423511)",,,,,,,,
239702067,4467277608,0,22278558,True,José Enrique Rodó,residential,30,55.051,"LINESTRING (-58.4845989 -34.6425614, -58.4851827 -34.6426815)",,,,,,,,
239702409,199702373,0,328759286,True,Pola,residential,30,58.741,"LINESTRING (-58.5033268 -34.6476038, -58.5028597 -34.6479663)",1,,,,,,,
239702497,199702226,0,328759286,True,Pola,residential,30,73.951,"LINESTRING (-58.5022864 -34.648435, -58.5017095 -34.6489009)",1,,,,,,,
239702662,232584532,0,19232958,True,Pola,residential,30,64.024,"LINESTRING (-58.5054228 -34.6459555, -58.504916 -34.6463526)",1,,,,,,,
240345085,4491677638,0,530920028,True,Fonrouge,residential,20,70.166,"LINESTRING (-58.5117464 -34.6427826, -58.5123026 -34.6423481)",2,,,,,,,
240345115,3733836522,0,531262006,True,Lisandro de la Torre,residential,20,48.883,"LINESTRING (-58.5205246 -34.6444876, -58.5204642 -34.6449244)",2,,,,,,,
240345135,240345144,0,530355010,True,Ventura Bosch,residential,20,138.242,"LINESTRING (-58.5207892 -34.6426343, -58.5192866 -34.6425023)",2,,,,,,,
240352121,240360182,0,530010302,True,Coronel Ramón Lorenzo Falcón,residential,20,30.231,"LINESTRING (-58.5223393 -34.6402413, -58.5220092 -34.6402538)",2,,,,,,,
240352133,240352113,0,530010306,True,Ibarrola,residential,20,132.061,"LINESTRING (-58.5275155 -34.6416727, -58.5289577 -34.6417243)",1,,,,,,,
240352140,240352139,0,301416890,True,Montiel,residential,20,152.146,"LINESTRING (-58.5262697 -34.641607, -58.5263591 -34.6402407)",,,,,,,,
240352147,240352121,0,530010303,True,Coronel Ramón Lorenzo Falcón,residential,20,116.176,"LINESTRING (-58.523606 -34.6401672, -58.5223393 -34.6402413)",2,,,,,,,
240359911,240352140,0,530010305,True,Ibarrola,residential,20,91.562,"LINESTRING (-58.5252704 -34.641561, -58.5262697 -34.641607)",1,,,,,,,
240360182,240360184,0,530010302,True,Coronel Ramón Lorenzo Falcón,residential,20,29.585,"LINESTRING (-58.5220092 -34.6402538, -58.5216862 -34.6402668)",2,,,,,,,
240360184,240345164,0,530010302,True,Coronel Ramón Lorenzo Falcón,residential,20,48.223,"LINESTRING (-58.5216862 -34.6402668, -58.5211594 -34.6402819)",2,,,,,,,
240360229,240345164,0,481690329,True,Avenida Lisandro de la Torre,residential,20,72.049,"LINESTRING (-58.5212103 -34.6396353, -58.5211594 -34.6402819)",2,,,,,,,
240496733,96046436,0,22375842,True,Jorge Luis Borges,residential,30,58.853,"LINESTRING (-58.4286358 -34.5877162, -58.4281297 -34.5873898)",2,,,,,,,
240496744,96046437,0,22375842,True,Jorge Luis Borges,residential,30,60.737,"LINESTRING (-58.4296596 -34.5883874, -58.4291347 -34.5880533)",2,,,,,,,
240496761,1355646058,0,176605230,True,Serrano,residential,30,14.46,"LINESTRING (-58.4306719 -34.589052, -58.4305498 -34.5889695)",2,,,,,,,
240496771,6737859127,0,121035138,True,Serrano,residential,30,40.074,"LINESTRING (-58.4316988 -34.5897142, -58.4313574 -34.5894886)",2,,,,,,,
240496824,3257684327,0,22375842,True,Jorge Luis Borges,residential,30,6.758,"LINESTRING (-58.4298616 -34.5886539, -58.4298416 -34.5885954)",2,,,,,,,
240496830,3257684336,0,48114506,True,Serrano,residential,30,6.163,"LINESTRING (-58.429901 -34.5888864, -58.4298561 -34.5888451)",2,,,,,,,
240496853,240496857,0,48114506,True,Serrano,residential,30,5.086,"LINESTRING (-58.429835 -34.5888041, -58.4298282 -34.5887587)",2,,,,,,,
240496857,240496862,0,48114506,True,Serrano,residential,30,5.638,"LINESTRING (-58.4298282 -34.5887587, -58.4298321 -34.5887081)",2,,,,,,,
240496862,240496824,0,48114506,True,Serrano,residential,30,6.604,"LINESTRING (-58.4298321 -34.5887081, -58.4298616 -34.5886539)",2,,,,,,,
240496886,195610223,0,166667057,True,Valle,residential,30,71.783,"LINESTRING (-58.4453194 -34.6256196, -58.4446094 -34.625345)",,,,,,,,
241875225,2872920902,0,176605352,True,11 de Septiembre de 1888,residential,30,56.387,"LINESTRING (-58.4539485 -34.5553875, -58.4535875 -34.5557983)",,,,,,,,
241876029,89202913,0,537400729,True,3 de Febrero,residential,20,127.956,"LINESTRING (-58.448807 -34.5630596, -58.4496185 -34.5621228)",,,,,,,,
241878213,5035956854,0,47059844,True,Potosí,residential,30,39.313,"LINESTRING (-58.4270183 -34.6072884, -58.4274475 -34.607274)",,,,,,,,
241878215,241878213,0,22565712,True,King,residential,30,155.922,"LINESTRING (-58.4270051 -34.6086906, -58.4270183 -34.6072884)",,,,,,,,
241878233,241878237,0,22565716,True,Treinta y Tres Orientales,residential,30,100.58,"LINESTRING (-58.4236978 -34.6215186, -58.4235867 -34.6224185)",,,,,,,,
241878237,206133079,0,22565716,True,Treinta y Tres Orientales,residential,30,82.386,"LINESTRING (-58.4235867 -34.6224185, -58.4234943 -34.6231555)",,,,,,,,
241878238,206133068,0,138630401,True,Estados Unidos,residential,30,59.557,"LINESTRING (-58.4227035 -34.6230669, -58.4220562 -34.6230109)",,,,,,,,
241878250,206129073,0,452932770,True,Treinta y Tres Orientales,residential,30,74.322,"LINESTRING (-58.4226649 -34.6270902, -58.4225025 -34.6277451)",,,,,,,,
241895614,5809205681,0,622936194,True,Avenida Doctor Ricardo Balbín,residential,20,80.923,"LINESTRING (-58.4851823 -34.5547801, -58.4860655 -34.5548033)",1,,,,,,,
241895618,241918273,0,305068571,True,Miller,residential,30,51.158,"LINESTRING (-58.4935936 -34.5552086, -58.4938786 -34.5548129)",,,,,,,,
241895622,7644951696,0,510332946,True,Iberá,residential,30,71.784,"LINESTRING (-58.4656116 -34.5541068, -58.4662638 -34.5544649)",,,,,,,,
241895624,206175751,0,537403834,True,Juana Azurduy,residential,20,96.142,"LINESTRING (-58.4678446 -34.5514632, -58.4687136 -34.5519483)",,,,,,,,
241895634,89582488,0,537394532,True,Avenida Monroe,secondary,20,112.239,"LINESTRING (-58.4654749 -34.5615821, -58.4664652 -34.5621769)",2,,,,,,,
241895642,7644951691,0,510332946,True,Iberá,residential,30,91.27,"LINESTRING (-58.4698917 -34.556495, -58.4707225 -34.5569484)",,,,,,,,
241895662,241895846,0,510332946,True,Iberá,residential,30,97.805,"LINESTRING (-58.471857 -34.5575552, -58.4727396 -34.5580505)",,,,,,,,
241895819,241895662,0,510332946,True,Iberá,residential,30,109.14,"LINESTRING (-58.4708567 -34.5570216, -58.471857 -34.5575552)",,,,,,,,
241895830,241895669,0,537406633,True,Avenida Crisólogo Larralde,tertiary,20,103.439,"LINESTRING (-58.4750962 -34.5527813, -58.4760311 -34.5533033)",,,,,,,,
241895837,3093488401,0,537403833,True,Núñez,residential,20,69.106,"LINESTRING (-58.4710255 -34.5521, -58.4704086 -34.5517421)",2,,,,,,,
241895840,3537258694,0,534547029,True,Ruiz Huidobro,residential,20,81.903,"LINESTRING (-58.4739094 -34.5453508, -58.4730808 -34.5450738)",2,,,,,,,
241895843,241895838,0,537403831,True,Avenida Crisólogo Larralde,tertiary,20,97.613,"LINESTRING (-58.4709645 -34.550527, -58.4718569 -34.551007)",2,,,,,,,
241895846,89586519,0,510332946,True,Iberá,residential,30,70.124,"LINESTRING (-58.4727396 -34.5580505, -58.4733685 -34.5584103)",,,,,,,,
241898394,241898393,0,534547027,True,Besares,residential,20,99.09,"LINESTRING (-58.4755008 -34.5468231, -58.4764986 -34.5471676)",,,,,,,,
241898415,241895840,0,534547029,True,Ruiz Huidobro,residential,20,99.137,"LINESTRING (-58.4749123 -34.5456862, -58.4739094 -34.5453508)",2,,,,,,,
241898530,4482509850,0,254648330,False,Paso Bajo Nivel Arias,residential,20,18.056,"LINESTRING (-58.4900328 -34.5495012, -58.4902297 -34.5495094)",2,,,,,,,
241898548,241898542,0,534547030,True,Arias,residential,20,99.163,"LINESTRING (-58.4781098 -34.5438725, -58.4791119 -34.5442101)",,,,,,,,
241898660,3041616207,0,302356638,True,Vidal,residential,20,83.636,"LINESTRING (-58.4769127 -34.5415501, -58.4772583 -34.5408539)",,,,,,,,
241898693,89579134,0,452866032,True,Washington,residential,30,107.661,"LINESTRING (-58.4843689 -34.5508644, -58.4849891 -34.5500419)",,,,,,,,
241898699,4482520413,0,22567124,True,Avenida Ruiz Huidobro,secondary,30,11.468,"LINESTRING (-58.4884907 -34.5516706, -58.4883656 -34.5516661)",2,,,,,,,
241898748,2894556340,0,38509239,True,Ruiz Huidobro,residential,20,85.467,"LINESTRING (-58.4840222 -34.5496052, -58.4832371 -34.5491897)",,,,,,,,
241898809,241952422,0,84194558,True,Superí,residential,30,100.786,"LINESTRING (-58.4815935 -34.5493913, -58.4821756 -34.5486221)",,,,,,,,
241898814,5893853211,0,285768076,True,Superí,residential,30,82.738,"LINESTRING (-58.4827701 -34.5478514, -58.4832469 -34.5472194)",,,,,,,,
241898820,241898826,0,285768076,True,Superí,residential,30,101.664,"LINESTRING (-58.4833454 -34.5470888, -58.4839349 -34.5463141)",,,,,,,,
241898826,3108371755,0,285768076,True,Superí,residential,30,86.88,"LINESTRING (-58.4839349 -34.5463141, -58.4844331 -34.5456492)",,,,,,,,
241898832,241898837,0,285768075,True,Superí,residential,30,103.068,"LINESTRING (-58.4844937 -34.5455661, -58.4850921 -34.5447811)",,,,,,,,
241898908,2151718692,0,22828835,True,Vilela,residential,30,46.307,"LINESTRING (-58.4792409 -34.549098, -58.4797461 -34.549115)",,,,,,,,
241914804,241898693,0,165273374,True,Washington,residential,30,99.171,"LINESTRING (-58.4837948 -34.5516206, -58.4843689 -34.5508644)",,,,,,,,
241914829,241914792,0,533589803,True,Estomba,residential,20,100.906,"LINESTRING (-58.4850587 -34.5533627, -58.4856491 -34.5525965)",,,,,,,,
241917964,5859992890,0,47307605,True,Miller,residential,30,86.202,"LINESTRING (-58.4966617 -34.5508541, -58.4971495 -34.5501911)",,,,,,,,
241918051,241918058,0,305068571,True,Miller,residential,30,99.357,"LINESTRING (-58.494462 -34.5539758, -58.4950024 -34.553201)",,,,,,,,
241918058,241918064,0,305068571,True,Miller,residential,30,98.562,"LINESTRING (-58.4950024 -34.553201, -58.4955522 -34.552439)",,,,,,,,
241918064,241918071,0,305068571,True,Miller,residential,30,101.057,"LINESTRING (-58.4955522 -34.552439, -58.4961028 -34.5516514)",,,,,,,,
241918064,241918084,0,534547019,True,Arias,residential,20,98.405,"LINESTRING (-58.4955522 -34.552439, -58.4946376 -34.5519745)",,,,,,,,
241918071,241917964,0,47307605,True,Miller,residential,30,102.371,"LINESTRING (-58.4961028 -34.5516514, -58.4966617 -34.5508541)",,,,,,,,
241918078,3611903845,0,534547020,True,Deheza,residential,20,82.97,"LINESTRING (-58.4952017 -34.5511631, -58.4959584 -34.5515734)",,,,,,,,
241918104,5859992893,0,534547017,True,Mariano Acha,residential,20,88.434,"LINESTRING (-58.4926009 -34.5530358, -58.4930942 -34.5523521)",,,,,,,,
241918186,245567017,0,305068571,True,Miller,residential,30,72.928,"LINESTRING (-58.4924061 -34.5569854, -58.4927983 -34.5564146)",,,,,,,,
241918213,245567015,0,305068571,True,Miller,residential,30,45.635,"LINESTRING (-58.4929347 -34.5562098, -58.4931722 -34.555849)",,,,,,,,
241918262,245566893,0,552219419,True,Avenida Ruiz Huidobro,secondary,30,16.882,"LINESTRING (-58.490108 -34.5527045, -58.4902609 -34.5527893)",2,,,,,,,
241918273,2939838914,0,305068571,True,Miller,residential,30,5.658,"LINESTRING (-58.4938786 -34.5548129, -58.493909 -34.5547686)",,,,,,,,
241923139,241923285,0,534867041,True,Rogelio Yrurtia,residential,20,15.455,"LINESTRING (-58.5024171 -34.5634516, -58.502411 -34.5633127)",,,,,,,,
241923143,2984991741,0,534867041,True,Rogelio Yrurtia,residential,20,14.621,"LINESTRING (-58.5024325 -34.5637725, -58.502414 -34.5636419)",,,,,,,,
241923147,241923143,0,165273690,True,Rogelio Yrurtia,residential,30,14.138,"LINESTRING (-58.5025049 -34.5638848, -58.5024325 -34.5637725)",,,,,,,,
241923166,241923579,0,165273690,True,Rogelio Yrurtia,residential,30,25.368,"LINESTRING (-58.5028422 -34.5641494, -58.5026165 -34.5640171)",,,,,,,,
241923275,241923357,0,22567582,True,Carlos Enrique Pellegrini,residential,30,107.483,"LINESTRING (-58.5008013 -34.5625259, -58.5018148 -34.5630135)",,,,,,,,
241923357,241923285,0,22567582,True,Carlos Enrique Pellegrini,residential,30,63.932,"LINESTRING (-58.5018148 -34.5630135, -58.502411 -34.5633127)",,,,,,,,
241923407,241923555,0,22567587,True,Alfonsina Storni,residential,30,60.007,"LINESTRING (-58.5029045 -34.5647627, -58.5030159 -34.5642309)",,,,,,,,
241923459,241923407,0,22567587,True,Alfonsina Storni,residential,30,57.364,"LINESTRING (-58.502801 -34.5652715, -58.5029045 -34.5647627)",,,,,,,,
241923555,241923166,0,165273690,True,Rogelio Yrurtia,residential,30,18.306,"LINESTRING (-58.5030159 -34.5642309, -58.5028422 -34.5641494)",,,,,,,,
241923559,241923459,0,22567587,True,Alfonsina Storni,residential,30,57.705,"LINESTRING (-58.5026819 -34.5657811, -58.502801 -34.5652715)",,,,,,,,
241923579,241923147,0,165273690,True,Rogelio Yrurtia,residential,30,17.912,"LINESTRING (-58.5026165 -34.5640171, -58.5025049 -34.5638848)",,,,,,,,
241925213,89223227,0,140254598,True,Manuela Pedraza,residential,30,63.221,"LINESTRING (-58.4985982 -34.56841, -58.4980251 -34.5680929)",1,,,,,,,
241925220,89223907,0,140254598,True,Manuela Pedraza,residential,30,60.332,"LINESTRING (-58.4974982 -34.5677961, -58.4969467 -34.5674992)",1,,,,,,,
241925221,89211323,0,140254598,True,Manuela Pedraza,residential,30,65.174,"LINESTRING (-58.4997412 -34.5690392, -58.4991466 -34.568717)",1,,,,,,,
241930128,3915655270,0,233692906,False,Fernández de Enciso,tertiary,20,31.61,"LINESTRING (-58.511367 -34.5943649, -58.5114134 -34.5946466)",,,,,,,,
241930133,241930134,0,87888882,True,Gabriela Mistral,residential,20,148.604,"LINESTRING (-58.5120133 -34.5936561, -58.5133091 -34.5944612)",,,,,,,,
241936173,3370214793,0,330061142,True,Avenida General Mosconi,living_street,20,13.389,"LINESTRING (-58.5209507 -34.5978187, -58.5208103 -34.5977849)",,,,,,,,
241936177,241936185,0,534621191,True,José Cubas,residential,20,145.361,"LINESTRING (-58.5188689 -34.6000957, -58.5201422 -34.600877)",,,,,,,,
241936233,4437298973,0,39320808,True,Nueva York,residential,20,109.392,"LINESTRING (-58.5137241 -34.6014298, -58.512771 -34.6008362)",,,,,,,,
241936237,2984884033,0,95456416,False,Gutenberg,residential,20,29.785,"LINESTRING (-58.5198173 -34.5968499, -58.5194919 -34.5968498)",,,,,,,,
241945097,84571369,0,10215727,True,Mercedes,residential,20,118.947,"LINESTRING (-58.5194398 -34.5929227, -58.5186618 -34.5937795)",,,,,,,,
241952422,315063372,0,285768076,True,Superí,residential,30,47.945,"LINESTRING (-58.4821756 -34.5486221, -58.4824697 -34.5482654)",,,,,,,,
241968654,206140269,0,530013154,False,Manuel Porcel de Peralta,residential,20,142.337,"LINESTRING (-58.5285468 -34.6222273, -58.5296754 -34.6213464)",,,,,,,,
241996737,199830350,0,19244860,True,José Pedro Varela,residential,30,59.713,"LINESTRING (-58.5265521 -34.6185185, -58.526103 -34.6181289)",1,,,,,,,
241996737,241996767,0,92988154,True,Espronceda,residential,30,143.526,"LINESTRING (-58.5265521 -34.6185185, -58.5277095 -34.6176474)",1,,,,,,,
