u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,access,bridge,junction,tunnel
2407444869,3352212090,0,165358911,True,Chile,residential,30,9.84,"LINESTRING (-58.3810313 -34.6164768, -58.3809239 -34.6164725)",,,,,,
2422725637,241895622,0,510332946,True,Iberá,residential,30,107.892,"LINESTRING (-58.4646132 -34.5535917, -58.4656116 -34.5541068)",,,,,,
2472328425,81834483,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,91.619,"LINESTRING (-58.4081227 -34.607849, -58.4091211 -34.6079093)",2,,,,,
2489323261,4569455738,0,141895194,True,Arnaldo D'Espósito,residential,30,6.251,"LINESTRING (-58.3640854 -34.6266107, -58.3641506 -34.6266275)",,,,,,
2490538495,6858002931,0,63033525,True,Echeverría,residential,30,2.766,"LINESTRING (-58.4504623 -34.5597727, -58.4504375 -34.5597585)",1,,,,,
2490538496,89243279,0,226665347,True,Echeverría,residential,30,15.711,"LINESTRING (-58.4560952 -34.5631071, -58.4559542 -34.5630266)",,,,,,
2490538497,3877514917,0,63033525,True,Echeverría,residential,30,43.674,"LINESTRING (-58.4544085 -34.5621042, -58.4540174 -34.5618794)",1,,,,,
2490538498,89243278,0,63033525,True,Echeverría,residential,30,21.684,"LINESTRING (-58.4523385 -34.5608845, -58.4521438 -34.5607735)",1,,,,,
2532986406,2894547825,0,249086115,False,Moldes,residential,30,114.586,"LINESTRING (-58.4475475 -34.572434, -58.4486412 -34.5719331)",,,,,,
2596196087,89578924,0,86114738,False,Avenida Melián,residential,30,15.906,"LINESTRING (-58.470673 -34.5660859, -58.4707943 -34.5659835)",,,,,,
2627596874,2150559170,0,250065028,False,Avenida Belisario Roldán,tertiary,40,53.529,"LINESTRING (-58.4122645 -34.5680293, -58.4122039 -34.5675505)",2,,,,,
2627596874,217961107,0,250065027,False,Avenida Belisario Roldán,tertiary,60,17.66,"LINESTRING (-58.4122645 -34.5680293, -58.4123007 -34.5681853)",2,,,,,
2640237619,4873331997,0,258699526,True,Lima Este,secondary,30,38.354,"LINESTRING (-58.3799612 -34.6268376, -58.3798334 -34.6271661)",4,,,,,
2665368701,195520075,0,472804993,True,Azcuénaga,residential,30,87.119,"LINESTRING (-58.3953361 -34.5879239, -58.3958629 -34.5885764)",2,,,,,
2672589206,4189506564,0,439157743,True,Gorriti,residential,30,8.417,"LINESTRING (-58.4356278 -34.5861051, -58.4355618 -34.5861578)",2,,,,,
2678316261,2678316267,0,47085030,True,Bouchard,residential,30,32.529,"LINESTRING (-58.3692159 -34.6013792, -58.369186 -34.6016707)",2,,,,,
2678316267,5923263157,0,627468545,True,Bouchard,residential,30,9.446,"LINESTRING (-58.369186 -34.6016707, -58.3691754 -34.6017552)",,,,,,
2682122359,232636602,0,206879723,True,José Bonifacio,residential,30,59.251,"LINESTRING (-58.4711402 -34.6354478, -58.4717491 -34.6356293)",,,,,,
2713111245,199649594,0,328759289,True,Pola,residential,30,20.602,"LINESTRING (-58.4930811 -34.655602, -58.4929228 -34.6557338)",1,,,,,
2796663869,2966079948,0,293057377,True,Avenida Monroe,secondary,20,14.851,"LINESTRING (-58.454129 -34.5548572, -58.4542615 -34.5549342)",2,,,,,
2797494501,195723088,0,165358911,True,Chile,residential,30,11.913,"LINESTRING (-58.3808412 -34.6164682, -58.3807111 -34.6164645)",,,,,,
2838722401,7236235121,0,46936306,True,Fragata Presidente Sarmiento,residential,30,8.561,"LINESTRING (-58.4525512 -34.6150082, -58.4525975 -34.6149413)",2,,,,,
2872920902,180279224,0,176605352,True,11 de Septiembre de 1888,residential,30,10.352,"LINESTRING (-58.4535875 -34.5557983, -58.4535212 -34.5558737)",,,,,,
2878803401,96075096,0,10596634,True,Godoy Cruz,residential,30,37.247,"LINESTRING (-58.4291243 -34.5830872, -58.428884 -34.5828169)",,,,,,
2896398602,89292641,0,106932813,True,Avenida Monroe,secondary,60,15.832,"LINESTRING (-58.448604 -34.5515819, -58.4487414 -34.5516683)",2,,,,,
2896398901,191913165,0,176605356,True,11 de Septiembre de 1888,residential,30,109.896,"LINESTRING (-58.4564731 -34.5524348, -58.4557819 -34.5532427)",2,,,,,
2896398902,4422887221,0,106932813,True,Avenida Monroe,secondary,60,3.861,"LINESTRING (-58.44603 -34.5500557, -58.4460642 -34.550076)",2,,,,,
2912229201,89318596,0,374224416,True,Teodoro García,residential,30,22.487,"LINESTRING (-58.4436041 -34.5672224, -58.4437488 -34.5673858)",2,,,,,
2914633703,4520042521,0,374224416,True,Teodoro García,residential,30,32.937,"LINESTRING (-58.4453187 -34.5691577, -58.4455307 -34.569397)",2,,,,,
2929827428,206114834,0,607811192,True,,secondary_link,,10.202,"LINESTRING (-58.3705582 -34.6291545, -58.3706684 -34.6291685)",1,,,,,
2939838914,455618100,0,305068571,True,Miller,residential,30,8.796,"LINESTRING (-58.493909 -34.5547686, -58.4939564 -34.5546998)",,,,,,
2939838914,1038868186,0,165273693,False,Bicisenda Interparques (Sector Norte),cycleway,,37.602,"LINESTRING (-58.493909 -34.5547686, -58.4942542 -34.5549517)",,,,,,
2958740335,191913115,0,293056112,True,11 de Septiembre de 1888,residential,20,6.88,"LINESTRING (-58.4550978 -34.5540373, -58.4550544 -34.5540878)",2,,,,,
2958789133,191931807,0,293056119,True,11 de Septiembre de 1888,residential,30,9.391,"LINESTRING (-58.4543752 -34.554897, -58.454318 -34.5549671)",2,,,,,
2965361637,232584109,0,693006309,True,Patrón,residential,30,12.312,"LINESTRING (-58.5111819 -34.6442489, -58.5110931 -34.6441657)",,,,,,
2966079948,191931807,0,293057377,True,Avenida Monroe,secondary,20,6.337,"LINESTRING (-58.4542615 -34.5549342, -58.454318 -34.5549671)",2,,,,,
2973383936,81604565,0,334573426,True,Virrey Liniers,residential,30,15.309,"LINESTRING (-58.414178 -34.6172812, -58.4141946 -34.6171442)",,,,,,
2989655133,96063334,0,226665347,True,Echeverría,residential,30,15.479,"LINESTRING (-58.4578791 -34.5641546, -58.4577425 -34.5640726)",,,,,,
2990169361,3077581431,0,10811629,True,Capitán General Ramón Freire,residential,30,5.289,"LINESTRING (-58.443403 -34.5801485, -58.4434597 -34.5801394)",,,,,,
2990169362,3257684299,0,10811629,True,Capitán General Ramón Freire,residential,30,10.643,"LINESTRING (-58.4431811 -34.580152, -58.4432973 -34.5801549)",,,,,,
2990169363,82665035,0,101885071,True,General Enrique Martínez,residential,30,43.862,"LINESTRING (-58.4460243 -34.5808559, -58.44642 -34.5806335)",,,,,,
2997959833,97957460,0,62897913,True,Avenida Monroe,secondary,60,57.105,"LINESTRING (-58.4516318 -34.5533414, -58.4521332 -34.5536467)",2,,,,,
3048002036,89286641,0,22561777,True,Avenida Monroe,secondary,60,80.484,"LINESTRING (-58.4424304 -34.5479296, -58.4431248 -34.5483732)",,,,,,
3048002036,7337444838,0,250067041,False,Senderos para ciclistas,cycleway,,14.69,"LINESTRING (-58.4424304 -34.5479296, -58.4425878 -34.5479042)",,,,,,
3048002036,3048002037,0,250067041,False,Senderos para ciclistas,cycleway,,14.575,"LINESTRING (-58.4424304 -34.5479296, -58.4422734 -34.547951)",,,,,,
3069549813,195866993,0,336547907,True,Quilmes,residential,30,22.814,"LINESTRING (-58.4185776 -34.6395709, -58.4185711 -34.6393658)",,,,,,
3071365953,4465379949,0,260548009,True,Necochea,residential,30,10.293,"LINESTRING (-58.366232 -34.6268832, -58.3662823 -34.6268004)",,,,,,
3071369323,4465380321,0,412487623,True,Martín Rodríguez,residential,30,4.564,"LINESTRING (-58.362511 -34.6325309, -58.3624722 -34.6325567)",,,,,,
3073412288,5384962279,0,444219208,True,Deán Funes,residential,30,13.006,"LINESTRING (-58.4050511 -34.6301169, -58.4050031 -34.630227)",,,,,,
3073412289,3073412288,0,444219208,True,Deán Funes,residential,30,85.02,"LINESTRING (-58.4054683 -34.6294337, -58.4050511 -34.6301169)",,,,,,
3073412289,5382351831,0,558171417,False,,cycleway,,9.129,"LINESTRING (-58.4054683 -34.6294337, -58.4054553 -34.6293523)",,,,,,
3074451034,195867204,0,131354422,True,Virrey Liniers,residential,30,15.134,"LINESTRING (-58.4157339 -34.6109704, -58.4157494 -34.6108349)",,,,,,
3075639855,213529801,0,533683066,True,General José Gervasio Artigas,residential,30,121.419,"LINESTRING (-58.4691931 -34.6176649, -58.4699161 -34.6167493)",1,,,,,
3076112164,199797308,0,22661102,True,Elpidio González,residential,30,11.346,"LINESTRING (-58.5043394 -34.6232579, -58.5044598 -34.6232823)",2,,,,,
3077519156,4480230001,0,471575931,True,General César Díaz,residential,20,43.585,"LINESTRING (-58.4687142 -34.6089955, -58.4683189 -34.6087769)",,,,,,
3077545866,4480454348,0,226320708,True,Cucha Cucha,residential,30,8.262,"LINESTRING (-58.4569278 -34.6019193, -58.4568518 -34.6019594)",1,,,,,
3077581431,3825571757,0,10811629,True,Capitán General Ramón Freire,residential,30,7.738,"LINESTRING (-58.4434597 -34.5801394, -58.443538 -34.5801132)",,,,,,
3077724676,199796616,0,451465974,True,Marcos Sastre,residential,30,10.843,"LINESTRING (-58.5207526 -34.6251683, -58.5206341 -34.6251683)",2,,,,,
3077724677,3077724676,0,451465974,True,Marcos Sastre,residential,30,32.863,"LINESTRING (-58.5211117 -34.6251632, -58.5207526 -34.6251683)",2,,,,,
3077724678,206140339,0,477294489,True,Marcos Sastre,residential,30,15.369,"LINESTRING (-58.5215871 -34.6251476, -58.5214192 -34.6251516)",2,,,,,
3080609699,199799586,0,534562603,True,Chivilcoy,residential,30,11.968,"LINESTRING (-58.4980512 -34.6155676, -58.4979592 -34.6156441)",2,,,,,
3083968402,6550508053,0,149981663,True,General José Gervasio Artigas,residential,30,7.37,"LINESTRING (-58.4771896 -34.6076386, -58.477234 -34.6075833)",2,,,,,
3087609889,89340052,0,305068571,True,Miller,residential,30,97.321,"LINESTRING (-58.4913189 -34.5585145, -58.4918548 -34.5577587)",,,,,,
3087609890,3087609889,0,305068571,True,Miller,residential,30,8.859,"LINESTRING (-58.4912699 -34.5585832, -58.4913189 -34.5585145)",,,,,,
3098155817,196301555,0,144175625,True,Manuela Pedraza,residential,30,14.847,"LINESTRING (-58.4598371 -34.547995, -58.4596978 -34.5479267)",,,,,,
3108371755,241898832,0,285768076,True,Superí,residential,30,10.779,"LINESTRING (-58.4844331 -34.5456492, -58.4844937 -34.5455661)",,,,,,
3110362129,5294932618,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,15.89,"LINESTRING (-58.4070735 -34.6078071, -58.4072468 -34.6078158)",2,,,,,
3110362229,3110362129,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,3.594,"LINESTRING (-58.4070343 -34.6078052, -58.4070735 -34.6078071)",2,,,,,
3111763479,4181081911,0,71179559,True,Avenida Córdoba,primary,50,29.146,"LINESTRING (-58.4208828 -34.5977496, -58.4212011 -34.5977423)",3,11,,,,
3111763480,3111763479,0,71179559,True,Avenida Córdoba,primary,50,20.329,"LINESTRING (-58.4206607 -34.5977486, -58.4208828 -34.5977496)",3,11,,,,
3114082068,2965361637,0,306468482,True,Patrón,residential,30,9.729,"LINESTRING (-58.511252 -34.6443147, -58.5111819 -34.6442489)",,,,,,
3168186812,194437519,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,7.945,"LINESTRING (-58.407601 -34.6078318, -58.4076875 -34.6078379)",2,,,,,
3168186814,3110362229,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,67.319,"LINESTRING (-58.4063001 -34.6077684, -58.4070343 -34.6078052)",2,,,,,
3184666766,195721154,0,46936846,True,Marcelo T. de Alvear,living_street,10,136.474,"LINESTRING (-58.378423 -34.5963785, -58.3798969 -34.5965638)",2,,,,,
3187973831,4575916730,0,318899715,True,Iberá,residential,30,10.509,"LINESTRING (-58.4741587 -34.5588242, -58.4742515 -34.5588798)",,,,,,
3230825217,199456684,0,92408039,True,Tres Arroyos,residential,30,41.696,"LINESTRING (-58.4463105 -34.6008369, -58.4466539 -34.6010833)",,,,,,
3230825217,199456549,0,316894461,True,Avenida Warnes,secondary,60,18.2,"LINESTRING (-58.4463105 -34.6008369, -58.4461253 -34.6008965)",,,,,,
3257684296,89324727,0,10435153,True,Zapata,residential,30,9.94,"LINESTRING (-58.4374462 -34.5759332, -58.4375537 -34.5759207)",,,,,,
3257684299,2990169361,0,10811629,True,Capitán General Ramón Freire,residential,30,9.703,"LINESTRING (-58.4432973 -34.5801549, -58.443403 -34.5801485)",,,,,,
3257684316,89329631,0,75104891,True,Humboldt,residential,40,107.84,"LINESTRING (-58.4392697 -34.5880006, -58.4384986 -34.5872674)",2,,,,,
3257684321,4479644056,0,22375842,True,Jorge Luis Borges,residential,30,7.457,"LINESTRING (-58.4297814 -34.5885024, -58.4297348 -34.5884474)",2,,,,,
3257684323,3257684321,0,22375842,True,Jorge Luis Borges,residential,30,5.351,"LINESTRING (-58.429811 -34.5885439, -58.4297814 -34.5885024)",2,,,,,
3257684327,3257684323,0,22375842,True,Jorge Luis Borges,residential,30,6.375,"LINESTRING (-58.4298416 -34.5885954, -58.429811 -34.5885439)",2,,,,,
3257684336,240496853,0,48114506,True,Serrano,residential,30,4.951,"LINESTRING (-58.4298561 -34.5888451, -58.429835 -34.5888041)",2,,,,,
3257684340,240496830,0,121035137,True,Serrano,residential,30,52.032,"LINESTRING (-58.4304653 -34.5889425, -58.429901 -34.5888864)",2,,,,,
3267531429,199457865,0,165357129,True,Otamendi,residential,30,91.406,"LINESTRING (-58.4346623 -34.6089375, -58.434298 -34.6097029)",,,,,,
3267531429,2267223665,0,217459600,False,,cycleway,,25.025,"LINESTRING (-58.4346623 -34.6089375, -58.4345167 -34.608747)",,,,,,
3285260076,3285260077,0,328506557,True,Deán Funes,residential,30,5.157,"LINESTRING (-58.4045365 -34.633115, -58.4045303 -34.6331611)",,,,,,
3285260077,81555218,0,328506557,True,Deán Funes,residential,30,6.082,"LINESTRING (-58.4045303 -34.6331611, -58.4045223 -34.6332154)",,,,,,
3285263144,5170019783,0,428826871,True,Lima Este,secondary,30,9.032,"LINESTRING (-58.3797716 -34.6273248, -58.3797391 -34.6274015)",4,,,,,
3343147515,237932347,0,10800141,True,Martínez Rosas,residential,30,19.702,"LINESTRING (-58.4526038 -34.5961443, -58.452459 -34.5962754)",2,,,,,
3352200455,2407436696,0,275088556,True,Marcelo T. de Alvear,residential,30,5.45,"LINESTRING (-58.382057 -34.5967576, -58.3821164 -34.596761)",2,,,,,
3352212090,2797494501,0,165358911,True,Chile,residential,30,7.583,"LINESTRING (-58.3809239 -34.6164725, -58.3808412 -34.6164682)",,,,,,
3372639993,4192541328,0,144175625,True,Manuela Pedraza,residential,30,12.38,"LINESTRING (-58.4575887 -34.5468894, -58.4574746 -34.5468297)",,,,,,
3422929095,3422929096,0,63033523,True,Iberá,residential,30,6.509,"LINESTRING (-58.4644736 -34.5535232, -58.4645352 -34.5535524)",,,,,,
3422929096,2422725637,0,63033523,True,Iberá,residential,30,8.374,"LINESTRING (-58.4645352 -34.5535524, -58.4646132 -34.5535917)",,,,,,
3422929108,4393680250,0,335169965,True,Avenida Congreso,secondary,60,14.341,"LINESTRING (-58.4624456 -34.5554403, -58.462314 -34.5553704)",2,,,,,
3453380639,1957798512,0,18905663,True,Virrey Cevallos,residential,30,3.24,"LINESTRING (-58.3891694 -34.6092519, -58.389166 -34.6092809)",2,,,,,
3481568845,226859429,0,75815429,True,15 de Noviembre de 1889,residential,30,17.449,"LINESTRING (-58.3944403 -34.6324585, -58.3946226 -34.6325046)",,,,,,
3622807493,89585869,0,295177813,True,Amenábar,residential,20,14.982,"LINESTRING (-58.4651052 -34.5554905, -58.4652185 -34.5553933)",2,,,,,
3684913132,84556416,0,472819071,True,Lugones,residential,30,11.129,"LINESTRING (-58.4754674 -34.5756907, -58.4753942 -34.5757706)",,,,,,
3687640052,3114082068,0,306468482,True,Patrón,residential,30,6.764,"LINESTRING (-58.5113008 -34.6443604, -58.511252 -34.6443147)",,,,,,
3713013072,99120896,0,10308244,True,Blanco Encalada,residential,30,12.241,"LINESTRING (-58.4900717 -34.5777323, -58.490183 -34.5777933)",,,,,,
3713013074,3713013835,0,10308244,True,Blanco Encalada,residential,30,3.436,"LINESTRING (-58.4875174 -34.576218, -58.4875479 -34.576236)",,,,,,
3713013076,99121268,0,10308244,True,Blanco Encalada,residential,30,12.52,"LINESTRING (-58.4922606 -34.5789877, -58.4923726 -34.5790523)",,,,,,
3713013834,99120342,0,10308244,True,Blanco Encalada,residential,30,12.061,"LINESTRING (-58.4864884 -34.5756126, -58.4865959 -34.5756753)",,,,,,
3713013835,99120580,0,10308244,True,Blanco Encalada,residential,30,6.197,"LINESTRING (-58.4875479 -34.576236, -58.4876019 -34.5762696)",,,,,,
3713013836,99121265,0,10308244,True,Blanco Encalada,residential,30,28.899,"LINESTRING (-58.4910024 -34.5782617, -58.4912572 -34.5784151)",,,,,,
3736418245,2150426436,0,107877262,False,Avenida de los Ombúes,secondary,60,15.18,"LINESTRING (-58.4301517 -34.5612508, -58.429992 -34.5612142)",2,,,,,
3736418245,5483548938,0,570374318,False,,cycleway,30,15.991,"LINESTRING (-58.4301517 -34.5612508, -58.4303127 -34.5611951)",,,,,,
3773125683,206163546,0,166667057,True,Valle,residential,30,68.308,"LINESTRING (-58.4432891 -34.6252548, -58.4425464 -34.6251927)",,,,,,
3773125684,240496886,0,166667057,True,Valle,residential,30,68.147,"LINESTRING (-58.4460026 -34.6258636, -58.4453194 -34.6256196)",,,,,,
3825571757,92610042,0,10811629,True,Capitán General Ramón Freire,residential,30,6.3,"LINESTRING (-58.443538 -34.5801132, -58.443603 -34.5800946)",,,,,,
3877514917,97804965,0,63033525,True,Echeverría,residential,30,8.848,"LINESTRING (-58.4540174 -34.5618794, -58.4539389 -34.561833)",1,,,,,
3877514923,2490538497,0,63033525,True,Echeverría,residential,30,44.612,"LINESTRING (-58.4547999 -34.5623431, -58.4544085 -34.5621042)",1,,,,,
3909887546,4477230857,0,48098624,True,Teniente General Juan Domingo Perón,residential,30,12.417,"LINESTRING (-58.4101932 -34.607949, -58.4103288 -34.6079527)",2,,,,,
3911891101,84554847,0,625696265,True,Godoy Cruz,residential,30,23.156,"LINESTRING (-58.4330691 -34.5869597, -58.4328678 -34.5868336)",,,,,,
4080759013,98250609,0,48114500,True,Gorriti,residential,30,18.437,"LINESTRING (-58.4373228 -34.5848005, -58.4371769 -34.5849148)",2,,,,,
4109460893,191211265,0,473609242,True,Julián Álvarez,residential,30,16.555,"LINESTRING (-58.433946 -34.5992404, -58.4340898 -34.5993307)",1,,,,,
4137265516,191913101,0,106932813,True,Avenida Monroe,secondary,60,129.437,"LINESTRING (-58.4464668 -34.5503277, -58.447633 -34.5509853)",2,,,,,
4181081911,5727157976,0,71179559,True,Avenida Córdoba,primary,50,26.051,"LINESTRING (-58.4212011 -34.5977423, -58.4214856 -34.5977358)",3,11,,,,
4189159126,680353564,0,418520810,True,Otamendi,residential,30,23.66,"LINESTRING (-58.4323305 -34.6143233, -58.4322542 -34.6145266)",,,,yes,,
4189506560,6493411389,0,751416000,True,Gorriti,residential,30,9.091,"LINESTRING (-58.4358082 -34.5859543, -58.435741 -34.5860145)",2,,,,,
4189506564,791233955,0,439157743,True,Gorriti,residential,30,40.341,"LINESTRING (-58.4355618 -34.5861578, -58.4352487 -34.5864131)",2,,,,,
4189700848,4189700849,0,106932813,True,Avenida Monroe,secondary,60,2.819,"LINESTRING (-58.4452607 -34.5496167, -58.4452856 -34.5496316)",2,,,,,
4189700849,89288815,0,106932813,True,Avenida Monroe,secondary,60,6.787,"LINESTRING (-58.4452856 -34.5496316, -58.4453464 -34.5496665)",2,,,,,
4189700851,2896398902,0,106932813,True,Avenida Monroe,secondary,60,66.122,"LINESTRING (-58.4454349 -34.549719, -58.44603 -34.5500557)",2,,,,,
4192541328,196301530,0,144175625,True,Manuela Pedraza,residential,30,17.688,"LINESTRING (-58.4574746 -34.5468297, -58.4573109 -34.5467453)",,,,,,
4214781274,232065033,0,421717883,True,Tucumán,residential,30,17.249,"LINESTRING (-58.3953309 -34.6021481, -58.3955188 -34.60216)",2,,,,,
4222693893,89243864,0,10429178,True,11 de Septiembre de 1888,residential,30,12.658,"LINESTRING (-58.449593 -34.5605472, -58.4495138 -34.5606405)",2,,,,,
4227645723,82699726,0,88106311,True,Superí,residential,30,16.496,"LINESTRING (-58.4613852 -34.5735521, -58.4615415 -34.5734783)",,,,,,
4240315561,437539839,0,273824875,True,Julián Álvarez,residential,30,18.701,"LINESTRING (-58.4139047 -34.5862821, -58.4140559 -34.5863952)",,,,,,
4244846937,199797294,0,340113454,True,Elpidio González,residential,30,10.182,"LINESTRING (-58.5129451 -34.6309605, -58.513027 -34.6310225)",2,,,,,
4244846939,5253989228,0,471305102,True,Elpidio González,residential,30,65.388,"LINESTRING (-58.5131119 -34.6310868, -58.5135936 -34.6315212)",2,,,,,
4274016266,4475974639,0,47032804,True,Combate de los Pozos,residential,30,5.692,"LINESTRING (-58.3913456 -34.631435, -58.391339 -34.6314859)",,,,,,
4322661424,2374297953,0,63033513,True,Echeverría,residential,30,58.493,"LINESTRING (-58.4558076 -34.5629397, -58.4552888 -34.5626328)",2,,,,,
4344325024,96046446,0,170477048,True,Serrano,residential,30,21.726,"LINESTRING (-58.4402054 -34.5949342, -58.4400122 -34.5948207)",2,,,,,
4349315298,92605680,0,47396440,True,Avenida Coronel Díaz,secondary,60,23.859,"LINESTRING (-58.4060487 -34.5832446, -58.4061569 -34.5834398)",3,,,,,
4373071338,4480812531,0,136449185,True,Estado Plurinacional de Bolivia,residential,40,23.189,"LINESTRING (-58.5016459 -34.5810585, -58.5017938 -34.5808892)",,,,,,
4379283483,4865564986,0,86968901,True,La Pampa,tertiary,30,64.575,"LINESTRING (-58.4769144 -34.577947, -58.4763321 -34.5776193)",,,,,,
4379283484,4865564976,0,47084002,True,La Pampa,tertiary,30,25.543,"LINESTRING (-58.4703128 -34.5741924, -58.4700809 -34.5740647)",,,,,,
4388507038,4704721411,0,333373300,True,Adolfo Alsina,residential,30,30.425,"LINESTRING (-58.3980192 -34.6119142, -58.3976881 -34.6118895)",1,,,,,
4388507040,195571465,0,444223914,True,Pasco,residential,30,66.681,"LINESTRING (-58.3974367 -34.6112888, -58.3974783 -34.6106901)",,,,,,
4388530636,195723292,0,560908461,True,México,residential,20,7.306,"LINESTRING (-58.4027762 -34.6167297, -58.4026987 -34.6167139)",,,,,,
4388565778,5409144738,0,39843571,True,México,residential,30,83.306,"LINESTRING (-58.4039545 -34.6169923, -58.4030776 -34.6167911)",,,,,,
4393680250,191913308,0,335169965,True,Avenida Congreso,secondary,60,104.99,"LINESTRING (-58.462314 -34.5553704, -58.4613599 -34.5548469)",2,,,,,
4406341140,96046435,0,533471498,True,Jorge Luis Borges,residential,20,16.568,"LINESTRING (-58.4271983 -34.5867808, -58.4270569 -34.5866878)",2,,,,,
4406341141,96046432,0,533471497,True,Jorge Luis Borges,residential,30,18.167,"LINESTRING (-58.4243654 -34.5847763, -58.4242223 -34.5846631)",2,,,,,
4420465483,96063373,0,83140324,True,Echeverría,residential,30,56.816,"LINESTRING (-58.4630207 -34.5671888, -58.4625178 -34.5668895)",,,,,,
4422878886,4189700848,0,106932813,True,Avenida Monroe,secondary,60,37.85,"LINESTRING (-58.4449261 -34.5494169, -58.4452607 -34.5496167)",2,,,,,
4422881802,4422878886,0,106932813,True,Avenida Monroe,secondary,60,1.939,"LINESTRING (-58.4449091 -34.5494065, -58.4449261 -34.5494169)",2,,,,,
4422887220,4137265516,0,106932813,True,Avenida Monroe,secondary,60,43.253,"LINESTRING (-58.4460911 -34.550092, -58.4464668 -34.5503277)",2,,,,,
4422887221,4422887220,0,106932813,True,Avenida Monroe,secondary,60,3.039,"LINESTRING (-58.4460642 -34.550076, -58.4460911 -34.550092)",2,,,,,
4424259792,97840544,0,304564861,True,Amenábar,residential,30,68.61,"LINESTRING (-58.4589462 -34.5626716, -58.4593727 -34.5621643)",2,,,,,
4433315782,1043120828,0,20844667,True,Doblas,residential,30,122.854,"LINESTRING (-58.431778 -34.6175991, -58.4321716 -34.6165428)",,,,,,
4435517517,89250032,0,10431398,True,Humboldt,residential,40,9.938,"LINESTRING (-58.4363123 -34.585675, -58.4362364 -34.5856111)",,,,,,
4435517518,4437298942,0,10431398,True,Humboldt,residential,40,5.596,"LINESTRING (-58.4364033 -34.5857545, -58.4363624 -34.5857171)",,,,,,
4437298942,4435517517,0,10431398,True,Humboldt,residential,40,6.554,"LINESTRING (-58.4363624 -34.5857171, -58.4363123 -34.585675)",,,,,,
4437298946,89329573,0,10431398,True,Humboldt,residential,40,135.897,"LINESTRING (-58.4381708 -34.5872958, -58.4371538 -34.5864055)",,,,,,
4437298958,82597413,0,439437609,True,La Pampa,tertiary,30,18.111,"LINESTRING (-58.4852467 -34.5827861, -58.4850854 -34.5826918)",2,,,,,
4437298960,97763183,0,439437609,True,La Pampa,tertiary,30,15.147,"LINESTRING (-58.4832639 -34.5816296, -58.4831286 -34.5815512)",2,,,,,
4437298962,82674042,0,505885570,True,La Pampa,tertiary,30,22.238,"LINESTRING (-58.4872128 -34.5839475, -58.4870123 -34.5838346)",2,,,,,
4437298964,81922417,0,439437609,True,La Pampa,tertiary,30,48.529,"LINESTRING (-58.4793859 -34.5793894, -58.4789665 -34.5791225)",2,,,,,
4437298966,82597411,0,439437609,True,La Pampa,tertiary,30,20.336,"LINESTRING (-58.4813023 -34.5805028, -58.4811206 -34.5803976)",2,,,,,
4452603181,616070209,0,333373306,True,Pavón,residential,30,64.396,"LINESTRING (-58.3880623 -34.6261769, -58.3873588 -34.6261606)",2,,,,,
4454350320,4454350323,0,206452748,True,Lautaro,residential,30,27.658,"LINESTRING (-58.4553338 -34.6321816, -58.455219 -34.6324117)",,,,,,
4454350323,215015343,0,206452748,True,Lautaro,residential,30,57.502,"LINESTRING (-58.455219 -34.6324117, -58.4549789 -34.6328896)",,,,,,
4454393988,4457988277,0,20458527,True,Zavalía,residential,40,35.24,"LINESTRING (-58.451773 -34.5592949, -58.4514033 -34.5593829)",,,,,,
4455748745,599965250,0,449120307,True,Balbastro,residential,30,13.336,"LINESTRING (-58.4461694 -34.6412681, -58.4462691 -34.6413556)",,,,,,
4457988274,4484878818,0,20458527,True,Zavalía,residential,40,58.681,"LINESTRING (-58.4510729 -34.5594616, -58.4504611 -34.5596186)",,,,,,
4457988277,4457988274,0,20458527,True,Zavalía,residential,40,31.496,"LINESTRING (-58.4514033 -34.5593829, -58.4510729 -34.5594616)",,,,,,
4464208650,199821514,0,98186973,True,Chivilcoy,residential,30,106.81,"LINESTRING (-58.4921426 -34.6202082, -58.491301 -34.6208738)",2,,,,,
4465216022,2929827428,0,607811192,True,,secondary_link,,7.012,"LINESTRING (-58.3704845 -34.6291372, -58.3705582 -34.6291545)",1,,,,,
4465216022,4465216017,0,114063646,False,Ciclovía Martín García,cycleway,,13.772,"LINESTRING (-58.3704845 -34.6291372, -58.3703836 -34.6290453)",,,,,,
4465228150,205501533,0,150893245,True,Tacuarí,residential,30,7.709,"LINESTRING (-58.378062 -34.6255861, -58.3780271 -34.6256492)",,,,,,
4465228163,4465228164,0,141895266,True,Tacuarí,residential,30,8.998,"LINESTRING (-58.3744969 -34.6302657, -58.3744364 -34.6303295)",,,,,,
4465228164,206114790,0,141895266,True,Tacuarí,residential,30,11.275,"LINESTRING (-58.3744364 -34.6303295, -58.37435 -34.6304018)",,,,,,
4465379940,6551807238,0,405038487,True,Azopardo,residential,30,137.428,"LINESTRING (-58.3663342 -34.6266559, -58.3664681 -34.6254249)",2,,,,,
4465379947,206112547,0,260548009,True,Necochea,residential,30,5.935,"LINESTRING (-58.3663022 -34.6267573, -58.3663221 -34.6267065)",,,,,,
