u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,access,bridge,junction,tunnel
1132346305,3281413421,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,9.358,"LINESTRING (-58.4318673 -34.6619671, -58.4319543 -34.6620114)",,,,,,
1132346308,3269890408,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,135.655,"LINESTRING (-58.4676827 -34.6959266, -58.4666947 -34.6950164)",,,,,,
1132346308,3269890413,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,9.068,"LINESTRING (-58.4676827 -34.6959266, -58.46775 -34.6959865)",,,,,,
1132346309,3285191491,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,6.929,"LINESTRING (-58.423711 -34.6575239, -58.4236365 -34.6575126)",,,,,,
1132346309,3285191497,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,170.196,"LINESTRING (-58.423711 -34.6575239, -58.4253047 -34.658314)",,,,,,
1132346312,3269890421,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,28.983,"LINESTRING (-58.4698718 -34.6978653, -58.4696497 -34.6976793)",,,,,,
1132346314,3285191497,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,17.876,"LINESTRING (-58.4254642 -34.6584069, -58.4253047 -34.658314)",,,,,,
1132346314,3285191499,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,25.17,"LINESTRING (-58.4254642 -34.6584069, -58.4257193 -34.6584918)",,,,,,
1132346319,3269890199,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,8.698,"LINESTRING (-58.4568671 -34.6857986, -58.4567991 -34.6857439)",,,,,,
1132346319,7439913115,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,75.258,"LINESTRING (-58.4568671 -34.6857986, -58.4574359 -34.6862878)",,,,,,
1132346322,3281413380,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,9.923,"LINESTRING (-58.428686 -34.660188, -58.4285989 -34.6601348)",,,,,,
1132346322,6783842147,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,8.273,"LINESTRING (-58.428686 -34.660188, -58.4287618 -34.6602286)",,,,,,
1132346323,3281413458,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,9.664,"LINESTRING (-58.4343527 -34.663274, -58.4342722 -34.6632177)",,,,,,
1132346323,3281413460,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,9.429,"LINESTRING (-58.4343527 -34.663274, -58.4344521 -34.6632965)",,,,,,
1132346326,3275858372,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,14.174,"LINESTRING (-58.4455754 -34.6722494, -58.4454906 -34.6721427)",,,,,,
1132346326,3275858376,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,12.021,"LINESTRING (-58.4455754 -34.6722494, -58.445642 -34.6723426)",,,,,,
1132346328,3277865209,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,14.808,"LINESTRING (-58.442585 -34.6685179, -58.4424851 -34.6684131)",,,,,,
1132346328,3277865227,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,34.525,"LINESTRING (-58.442585 -34.6685179, -58.4427712 -34.668788)",,,,,,
1132346330,1132348574,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,13.142,"LINESTRING (-58.4503455 -34.6801803, -58.4502786 -34.6800757)",,,,,,
1132346330,3273493655,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,19.263,"LINESTRING (-58.4503455 -34.6801803, -58.4504617 -34.6803248)",,,,,,
1132346332,3277865235,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,21.777,"LINESTRING (-58.4431696 -34.669228, -58.4430419 -34.6690627)",,,,,,
1132346332,312105941,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,204.833,"LINESTRING (-58.4431696 -34.669228, -58.4444276 -34.6707521)",,,,,,
1132346337,3285191499,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,66.69,"LINESTRING (-58.4263236 -34.6588274, -58.4257193 -34.6584918)",,,,,,
1132346337,1132346352,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,21.39,"LINESTRING (-58.4263236 -34.6588274, -58.4264908 -34.6589619)",,,,,,
1132346339,3275858460,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,31.766,"LINESTRING (-58.4491761 -34.6781827, -58.4490548 -34.677915)",,,,,,
1132346339,3275858669,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,27.744,"LINESTRING (-58.4491761 -34.6781827, -58.4493007 -34.6784102)",,,,,,
1132346343,3275858431,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,66.363,"LINESTRING (-58.4489315 -34.6776605, -58.4486111 -34.677125)",,,,,,
1132346343,3275858457,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,21.775,"LINESTRING (-58.4489315 -34.6776605, -58.4490374 -34.6778359)",,,,,,
1132346345,3269890342,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,3.195,"LINESTRING (-58.4617184 -34.6904576, -58.4616853 -34.6904668)",,,,,,
1132346345,3269890346,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,20.518,"LINESTRING (-58.4617184 -34.6904576, -58.4618686 -34.6905947)",,,,,,
1132346346,3273495180,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,19.924,"LINESTRING (-58.4516104 -34.6813478, -58.4514515 -34.6812252)",,,,,,
1132346346,1132346291,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,84.658,"LINESTRING (-58.4516104 -34.6813478, -58.4523538 -34.6818016)",,,,,,
1132346350,1626785518,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,119.952,"LINESTRING (-58.4400319 -34.6660892, -58.4408871 -34.6669071)",,,,,,
1132346350,3281335172,0,251276833,False,Bicisenda Avenida General Roca,cycleway,,23.722,"LINESTRING (-58.4400319 -34.6660892, -58.439882 -34.6659151)",,,,,,
1132346352,1132346337,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,21.39,"LINESTRING (-58.4264908 -34.6589619, -58.4263236 -34.6588274)",,,,,,
1132346352,3281412542,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,21.78,"LINESTRING (-58.4264908 -34.6589619, -58.4267066 -34.6590447)",,,,,,
1132346355,1132346370,0,251276833,False,Bicisenda Avenida General Roca,cycleway,,14.109,"LINESTRING (-58.4391146 -34.6654301, -58.4389975 -34.6653475)",,,,,,
1132346355,7439502824,0,251276833,False,Bicisenda Avenida General Roca,cycleway,,1.526,"LINESTRING (-58.4391146 -34.6654301, -58.4391259 -34.6654402)",,,,,,
1132346357,3168224296,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,46.572,"LINESTRING (-58.4562023 -34.6853423, -58.4558694 -34.6850253)",,,,,,
1132346357,3269890186,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,6.987,"LINESTRING (-58.4562023 -34.6853423, -58.4562638 -34.6853796)",,,,,,
1132346359,3269890233,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,53.427,"LINESTRING (-58.458018 -34.6871971, -58.4576295 -34.6868382)",,,,,,
1132346359,3269890237,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,5.473,"LINESTRING (-58.458018 -34.6871971, -58.4580494 -34.687239)",,,,,,
1132346360,3281413386,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,6.212,"LINESTRING (-58.4289433 -34.660298, -58.4288761 -34.6602899)",,,,,,
1132346360,3281413398,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,200.009,"LINESTRING (-58.4289433 -34.660298, -58.4307841 -34.661269)",,,,,,
1132346361,3269890385,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,12.646,"LINESTRING (-58.4654423 -34.693848, -58.46535 -34.6937633)",,,,,,
1132346361,3269890390,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,12.938,"LINESTRING (-58.4654423 -34.693848, -58.4655566 -34.6939166)",,,,,,
1132346368,3281413496,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,8.993,"LINESTRING (-58.4366641 -34.66442, -58.4365783 -34.6643805)",,,,,,
1132346368,3281413502,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,10.617,"LINESTRING (-58.4366641 -34.66442, -58.4367627 -34.6644704)",,,,,,
1132346370,1132346355,0,251276833,False,Bicisenda Avenida General Roca,cycleway,,14.109,"LINESTRING (-58.4389975 -34.6653475, -58.4391146 -34.6654301)",,,,,,
1132346370,3281335050,0,256925641,False,Bicisenda Avenida General Roca,cycleway,,122.551,"LINESTRING (-58.4389975 -34.6653475, -58.4378289 -34.6648082)",,,,,,
1132346372,3275858405,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,138.689,"LINESTRING (-58.4473005 -34.6750191, -58.446606 -34.6739103)",,,,,,
1132346372,3275858412,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,78.228,"LINESTRING (-58.4473005 -34.6750191, -58.4476618 -34.6756568)",,,,,,
1132348574,3273546807,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,85.704,"LINESTRING (-58.4502786 -34.6800757, -58.4498222 -34.6794025)",,,,,,
1132348574,1132346330,0,97825312,False,Bicisenda Avenida Coronel Roca,cycleway,,13.142,"LINESTRING (-58.4502786 -34.6800757, -58.4503455 -34.6801803)",,,,,,
1132348574,313439887,0,97825554,False,Bicisenda Escalada,cycleway,,28.696,"LINESTRING (-58.4502786 -34.6800757, -58.4505207 -34.6799115)",,,,,,
1132348576,313439887,0,97825554,False,Bicisenda Escalada,cycleway,,25.29,"LINESTRING (-58.4506988 -34.6797375, -58.4505207 -34.6799115)",,,,,,
1132348576,1132348580,0,97825554,False,Bicisenda Escalada,cycleway,,20.272,"LINESTRING (-58.4506988 -34.6797375, -58.4508546 -34.6796078)",,,,,,
1132348578,4586059377,0,97825554,False,Bicisenda Escalada,cycleway,,81.814,"LINESTRING (-58.4547707 -34.6765632, -58.4541229 -34.6770707)",,,,,,
1132348578,4586059372,0,97825554,False,Bicisenda Escalada,cycleway,,6.916,"LINESTRING (-58.4547707 -34.6765632, -58.4548224 -34.6765178)",,,,,,
1132348580,1132348576,0,97825554,False,Bicisenda Escalada,cycleway,,20.272,"LINESTRING (-58.4508546 -34.6796078, -58.4506988 -34.6797375)",,,,,,
1132348580,4586059380,0,97825554,False,Bicisenda Escalada,cycleway,,67.455,"LINESTRING (-58.4508546 -34.6796078, -58.4513974 -34.679197)",,,,,,
1132348583,4586059380,0,97825554,False,Bicisenda Escalada,cycleway,,149.228,"LINESTRING (-58.4525981 -34.6782881, -58.4513974 -34.679197)",,,,,,
1132348583,4482382003,0,97825554,False,Bicisenda Escalada,cycleway,,55.442,"LINESTRING (-58.4525981 -34.6782881, -58.4530343 -34.6779418)",,,,,,
1132348584,4586059372,0,97825554,False,Bicisenda Escalada,cycleway,,205.791,"LINESTRING (-58.4564551 -34.6752441, -58.4548224 -34.6765178)",,,,,,
1132348584,1132348585,0,97825554,False,Bicisenda Escalada,cycleway,,82.214,"LINESTRING (-58.4564551 -34.6752441, -58.4570935 -34.6747235)",,,,,,
1132348585,1132348584,0,97825554,False,Bicisenda Escalada,cycleway,,82.214,"LINESTRING (-58.4570935 -34.6747235, -58.4564551 -34.6752441)",,,,,,
1132348585,6783842146,0,97825554,False,Bicisenda Escalada,cycleway,,43.947,"LINESTRING (-58.4570935 -34.6747235, -58.4574267 -34.6744387)",,,,,,
1133534673,2805247173,0,96088490,False,Conector Interciclovías,cycleway,,5.562,"LINESTRING (-58.4484548 -34.5419117, -58.448499 -34.5418774)",,,,yes,,
1133534673,1113276718,0,96088490,False,Conector Interciclovías,cycleway,,19.086,"LINESTRING (-58.4484548 -34.5419117, -58.448285 -34.5420112)",,,,yes,,
1133534676,1113178915,0,437378537,False,Bicisenda Costanera,cycleway,,2.372,"LINESTRING (-58.4485258 -34.5419234, -58.4485049 -34.541936)",,,,,,
1133534676,1113178955,0,437378537,False,Bicisenda Costanera,cycleway,,129.804,"LINESTRING (-58.4485258 -34.5419234, -58.449669 -34.5412335)",,,,,,
1133538243,1113276733,0,96088484,False,Conector Interciclovías,cycleway,,38.994,"LINESTRING (-58.450741 -34.5447031, -58.4504576 -34.5444414)",,,,,,
1133538243,1113276722,0,96088484,False,Conector Interciclovías,cycleway,,3.805,"LINESTRING (-58.450741 -34.5447031, -58.4507687 -34.5447286)",,,,,,
1133544932,4589387150,0,463680549,False,Ciclovía del Libertador,cycleway,,26.31,"LINESTRING (-58.4195654 -34.5725248, -58.4193126 -34.5726373)",,,,,,
1133544932,1133544933,0,463680549,False,Ciclovía del Libertador,cycleway,,34.636,"LINESTRING (-58.4195654 -34.5725248, -58.419898 -34.5723764)",,,,,,
1133544933,1133544932,0,463680549,False,Ciclovía del Libertador,cycleway,,34.636,"LINESTRING (-58.419898 -34.5723764, -58.4195654 -34.5725248)",,,,,,
1133544933,4589387133,0,463680549,False,Ciclovía del Libertador,cycleway,,26.374,"LINESTRING (-58.419898 -34.5723764, -58.4201506 -34.5722624)",,,,,,
1133544934,1125823253,0,463680549,False,Ciclovía del Libertador,cycleway,,42.675,"LINESTRING (-58.4183384 -34.5730602, -58.4179289 -34.5732435)",,,,,,
1133544934,4589387519,0,463680549,False,Ciclovía del Libertador,cycleway,,31.084,"LINESTRING (-58.4183384 -34.5730602, -58.4186387 -34.5729298)",,,,,,
1139204285,6062455341,0,98460830,False,,cycleway,,37.591,"LINESTRING (-58.4983619 -34.5530241, -58.4981326 -34.5533045)",,,,,,
1139204285,6169880065,0,98460830,False,,cycleway,,16.165,"LINESTRING (-58.4983619 -34.5530241, -58.4984655 -34.5529064)",,,,,,
1139204285,1140259963,0,118838916,False,,cycleway,,7.314,"LINESTRING (-58.4983619 -34.5530241, -58.4984263 -34.553063)",,,,,,
1139204291,1139204326,0,98460830,False,,cycleway,,93.695,"LINESTRING (-58.4971174 -34.5545461, -58.4965863 -34.5552663)",,,,,,
1139204291,6167340106,0,98460830,False,,cycleway,,11.166,"LINESTRING (-58.4971174 -34.5545461, -58.4971855 -34.5544628)",,,,,,
1139204298,1038864731,0,98460830,False,,cycleway,,21.482,"LINESTRING (-58.4964361 -34.5555755, -58.4963821 -34.5557635)",,,,,,
1139204298,1139204326,0,98460830,False,,cycleway,,37.031,"LINESTRING (-58.4964361 -34.5555755, -58.4965863 -34.5552663)",,,,,,
1139204323,6169880065,0,98460830,False,,cycleway,,71.887,"LINESTRING (-58.4989261 -34.5523829, -58.4984655 -34.5529064)",,,,,,
1139204326,1139204298,0,98460830,False,,cycleway,,37.031,"LINESTRING (-58.4965863 -34.5552663, -58.4964361 -34.5555755)",,,,,,
1139204326,1139204291,0,98460830,False,,cycleway,,93.695,"LINESTRING (-58.4965863 -34.5552663, -58.4971174 -34.5545461)",,,,,,
1139217306,7460816893,0,118838914,False,,cycleway,,14.389,"LINESTRING (-58.5023638 -34.5601834, -58.502404 -34.5600583)",,,,,,
1139217306,1140243917,0,118838914,False,,cycleway,,99.024,"LINESTRING (-58.5023638 -34.5601834, -58.5017502 -34.5609167)",,,,,,
1139217307,1139217570,0,98463828,False,,cycleway,,74.816,"LINESTRING (-58.5010487 -34.5533509, -58.5002341 -34.5534018)",,,,,,
1139217307,2978253634,0,118838914,False,,cycleway,,84.299,"LINESTRING (-58.5010487 -34.5533509, -58.5007657 -34.5526295)",,,,,,
1139217307,1139217516,0,118838914,False,,cycleway,,157.315,"LINESTRING (-58.5010487 -34.5533509, -58.501174 -34.5547619)",,,,,,
1139217308,1139217343,0,118838912,False,,cycleway,,29.422,"LINESTRING (-58.4991398 -34.5536713, -58.4989434 -34.5534619)",,,,,,
1139217308,1139217466,0,118838912,False,,cycleway,,36.262,"LINESTRING (-58.4991398 -34.5536713, -58.4993704 -34.5539364)",,,,,,
1139217310,1139217631,0,118838914,False,,cycleway,,48.581,"LINESTRING (-58.4964039 -34.5579524, -58.496184 -34.55835)",,,,,,
1139217310,1139217329,0,118838914,False,,cycleway,,52.087,"LINESTRING (-58.4964039 -34.5579524, -58.4967242 -34.5575653)",,,,,,
1139217312,1139217394,0,118838914,False,,cycleway,,18.245,"LINESTRING (-58.5003119 -34.5521405, -58.5001454 -34.5520504)",,,,,,
1139217312,2978253933,0,118838914,False,,cycleway,,20.776,"LINESTRING (-58.5003119 -34.5521405, -58.5004816 -34.5522645)",,,,,,
1139217316,1139235952,0,98463812,False,,cycleway,,73.178,"LINESTRING (-58.4968945 -34.5587685, -58.4960971 -34.5588116)",,,,,,
1139217316,1139217576,0,98463823,False,,cycleway,,27.559,"LINESTRING (-58.4968945 -34.5587685, -58.4968599 -34.5585223)",,,,,,
1139217319,1139217576,0,98463823,False,,cycleway,,46.98,"LINESTRING (-58.4968009 -34.5581026, -58.4968599 -34.5585223)",,,,,,
1139217319,1139217329,0,98463823,False,,cycleway,,60.157,"LINESTRING (-58.4968009 -34.5581026, -58.4967242 -34.5575653)",,,,,,
1139217329,1139217319,0,98463823,False,,cycleway,,60.157,"LINESTRING (-58.4967242 -34.5575653, -58.4968009 -34.5581026)",,,,,,
1139217329,1139217310,0,118838914,False,,cycleway,,52.087,"LINESTRING (-58.4967242 -34.5575653, -58.4964039 -34.5579524)",,,,,,
1139217329,1139217586,0,118838914,False,,cycleway,,15.086,"LINESTRING (-58.4967242 -34.5575653, -58.496817 -34.5574532)",,,,,,
1139217331,1139217509,0,118838912,False,,cycleway,,15.606,"LINESTRING (-58.5006579 -34.5586504, -58.5007384 -34.5585267)",,,,,,
1139217331,1139217478,0,118838912,False,,cycleway,,51.85,"LINESTRING (-58.5006579 -34.5586504, -58.5002824 -34.5589994)",,,,,,
1139217336,1139217396,0,118838914,False,,cycleway,,16.681,"LINESTRING (-58.4973695 -34.5545108, -58.4973266 -34.5546566)",,,,,,
1139217336,1139217581,0,118838914,False,,cycleway,,70.45,"LINESTRING (-58.4973695 -34.5545108, -58.4977987 -34.553985)",,,,,,
1139217340,1038864641,0,98463806,False,,cycleway,,100.258,"LINESTRING (-58.5013325 -34.5617403, -58.5007325 -34.5624945)",,,,,,
1139217340,1139232078,0,98463806,False,,cycleway,,180.289,"LINESTRING (-58.5013325 -34.5617403, -58.5024231 -34.5603904)",,,,,,
1139217343,1139217367,0,98463828,False,,cycleway,,24.524,"LINESTRING (-58.4989434 -34.5534619, -58.4992095 -34.5534372)",,,,,,
1139217343,1139217418,0,98463828,False,,cycleway,,45.683,"LINESTRING (-58.4989434 -34.5534619, -58.4984477 -34.5535079)",,,,,,
1139217343,1139217434,0,118838912,False,,cycleway,,30.918,"LINESTRING (-58.4989434 -34.5534619, -58.4986999 -34.5532693)",,,,,,
1139217343,1139217308,0,118838912,False,,cycleway,,29.422,"LINESTRING (-58.4989434 -34.5534619, -58.4991398 -34.5536713)",,,,,,
1139217345,1139217386,0,118838914,False,,cycleway,,25.165,"LINESTRING (-58.496935 -34.5551337, -58.4967633 -34.5553104)",,,,,,
1139217345,1139217638,0,118838914,False,,cycleway,,26.299,"LINESTRING (-58.496935 -34.5551337, -58.4971764 -34.5550056)",,,,,,
1139217347,1139217505,0,118838914,False,,cycleway,,26.036,"LINESTRING (-58.4966775 -34.5556506, -58.4968277 -34.5558494)",,,,,,
1139217347,1139217520,0,118838914,False,,cycleway,,15.72,"LINESTRING (-58.4966775 -34.5556506, -58.4966721 -34.5555093)",,,,,,
1139217358,1139217412,0,118838914,False,,cycleway,,122.701,"LINESTRING (-58.4965609 -34.5613147, -58.4977021 -34.561893)",,,,,,
1139217358,1139217475,0,118838914,False,,cycleway,,12.688,"LINESTRING (-58.4965609 -34.5613147, -58.4964608 -34.5612358)",,,,,,
1139217361,1139217372,0,118838914,False,,cycleway,,20.992,"LINESTRING (-58.499864 -34.5520101, -58.499644 -34.5520631)",,,,,,
1139217361,2978252535,0,118838914,False,,cycleway,,12.154,"LINESTRING (-58.499864 -34.5520101, -58.4999967 -34.5520114)",,,,,,
1139217363,1139217603,0,118838914,False,,cycleway,,22.891,"LINESTRING (-58.4991237 -34.5524829, -58.499054 -34.5526806)",,,,,,
1139217363,1139217400,0,118838914,False,,cycleway,,22.205,"LINESTRING (-58.4991237 -34.5524829, -58.4992256 -34.5523017)",,,,,,
1139217367,1139217614,0,98463828,False,,cycleway,,36.929,"LINESTRING (-58.4992095 -34.5534372, -58.4996127 -34.5534325)",,,,,,
1139217367,1139217343,0,98463828,False,,cycleway,,24.524,"LINESTRING (-58.4992095 -34.5534372, -58.4989434 -34.5534619)",,,,,,
1139217371,1139217581,0,118838914,False,,cycleway,,53.005,"LINESTRING (-58.4981259 -34.5535918, -58.4977987 -34.553985)",,,,,,
1139217371,1139217418,0,118838914,False,,cycleway,,30.912,"LINESTRING (-58.4981259 -34.5535918, -58.4984477 -34.5535079)",,,,,,
1139217372,1139217392,0,118838914,False,,cycleway,,22.856,"LINESTRING (-58.499644 -34.5520631, -58.4994241 -34.5521603)",,,,,,
1139217372,1139217361,0,118838914,False,,cycleway,,20.992,"LINESTRING (-58.499644 -34.5520631, -58.499864 -34.5520101)",,,,,,
1139217374,1139217588,0,98463824,False,,cycleway,,13.29,"LINESTRING (-58.5021519 -34.5567468, -58.5022681 -34.5568184)",,,,,,
1139217374,1139217537,0,98463824,False,,cycleway,,11.695,"LINESTRING (-58.5021519 -34.5567468, -58.5020984 -34.5566513)",,,,,,
1139217376,1139217574,0,118838912,False,,cycleway,,33.44,"LINESTRING (-58.5001993 -34.5559091, -58.5001 -34.5556197)",,,,,,
1139217376,1139217542,0,118838912,False,,cycleway,,197.494,"LINESTRING (-58.5001993 -34.5559091, -58.5003092 -34.5576829)",,,,,,
1139217386,1139217520,0,118838914,False,,cycleway,,23.641,"LINESTRING (-58.4967633 -34.5553104, -58.4966721 -34.5555093)",,,,,,
1139217386,1139217345,0,118838914,False,,cycleway,,25.165,"LINESTRING (-58.4967633 -34.5553104, -58.496935 -34.5551337)",,,,,,
1139217389,1139217410,0,98463814,False,,cycleway,,14.619,"LINESTRING (-58.4969567 -34.562949, -58.4970592 -34.5628482)",,,,,,
1139217389,1038864671,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,15.211,"LINESTRING (-58.4969567 -34.562949, -58.4969251 -34.5628147)",,,,,,
1139217389,3087514957,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,12.289,"LINESTRING (-58.4969567 -34.562949, -58.4969683 -34.5630591)",,,,,,
1139217390,1139217504,0,118838914,False,,cycleway,,25.057,"LINESTRING (-58.4971764 -34.5563708, -58.4971817 -34.5565961)",,,,,,
1139217390,1139217476,0,118838914,False,,cycleway,,26.456,"LINESTRING (-58.4971764 -34.5563708, -58.4970691 -34.5561499)",,,,,,
1139217392,1139217400,0,118838914,False,,cycleway,,24.035,"LINESTRING (-58.4994241 -34.5521603, -58.4992256 -34.5523017)",,,,,,
1139217392,1139217372,0,118838914,False,,cycleway,,22.856,"LINESTRING (-58.4994241 -34.5521603, -58.499644 -34.5520631)",,,,,,
1139217393,1139217638,0,118838914,False,,cycleway,,17.191,"LINESTRING (-58.497289 -34.5548819, -58.4971764 -34.5550056)",,,,,,
1139217393,1139217396,0,118838914,False,,cycleway,,25.288,"LINESTRING (-58.497289 -34.5548819, -58.4973266 -34.5546566)",,,,,,
1139217394,2978252535,0,118838914,False,,cycleway,,14.292,"LINESTRING (-58.5001454 -34.5520504, -58.4999967 -34.5520114)",,,,,,
1139217394,1139217312,0,118838914,False,,cycleway,,18.245,"LINESTRING (-58.5001454 -34.5520504, -58.5003119 -34.5521405)",,,,,,
1139217396,1139217393,0,118838914,False,,cycleway,,25.288,"LINESTRING (-58.4973266 -34.5546566, -58.497289 -34.5548819)",,,,,,
1139217396,1139217336,0,118838914,False,,cycleway,,16.681,"LINESTRING (-58.4973266 -34.5546566, -58.4973695 -34.5545108)",,,,,,
1139217400,1139217363,0,118838914,False,,cycleway,,22.205,"LINESTRING (-58.4992256 -34.5523017, -58.4991237 -34.5524829)",,,,,,
1139217400,1139217392,0,118838914,False,,cycleway,,24.035,"LINESTRING (-58.4992256 -34.5523017, -58.4994241 -34.5521603)",,,,,,
1139217410,1139217389,0,98463814,False,,cycleway,,14.619,"LINESTRING (-58.4970592 -34.5628482, -58.4969567 -34.562949)",,,,,,
1139217410,1139217552,0,98463814,False,,cycleway,,9.054,"LINESTRING (-58.4970592 -34.5628482, -58.4971281 -34.5627898)",,,,,,
1139217412,1139217579,0,118838914,False,,cycleway,,7.051,"LINESTRING (-58.4977021 -34.561893, -58.4977791 -34.561893)",,,,,,
1139217412,1139217358,0,118838914,False,,cycleway,,122.701,"LINESTRING (-58.4977021 -34.561893, -58.4965609 -34.5613147)",,,,,,
1139217413,1139217550,0,118838912,False,,cycleway,,19.488,"LINESTRING (-58.5007062 -34.5581335, -58.5005881 -34.5579877)",,,,,,
1139217413,1139217509,0,118838912,False,,cycleway,,43.821,"LINESTRING (-58.5007062 -34.5581335, -58.5007384 -34.5585267)",,,,,,
1139217415,1139217482,0,118838914,False,,cycleway,,237.591,"LINESTRING (-58.4978684 -34.561893, -58.5004562 -34.5617382)",,,,,,
1139217415,1139217579,0,118838914,False,,cycleway,,8.177,"LINESTRING (-58.4978684 -34.561893, -58.4977791 -34.561893)",,,,,,
1139217418,1139217343,0,98463828,False,,cycleway,,45.683,"LINESTRING (-58.4984477 -34.5535079, -58.4989434 -34.5534619)",,,,,,
1139217418,1139217371,0,118838914,False,,cycleway,,30.912,"LINESTRING (-58.4984477 -34.5535079, -58.4981259 -34.5535918)",,,,,,
1139217418,1139217434,0,118838914,False,,cycleway,,35.176,"LINESTRING (-58.4984477 -34.5535079, -58.4986999 -34.5532693)",,,,,,
1139217419,1139217480,0,98463808,False,,cycleway,,44.663,"LINESTRING (-58.4964487 -34.5613572, -58.4966024 -34.5617384)",,,,,,
1139217419,1139217421,0,98463808,False,,cycleway,,25.401,"LINESTRING (-58.4964487 -34.5613572, -58.4963925 -34.5611335)",,,,,,
1139217421,1139217419,0,98463808,False,,cycleway,,25.401,"LINESTRING (-58.4963925 -34.5611335, -58.4964487 -34.5613572)",,,,,,
1139217421,1139217475,0,118838914,False,,cycleway,,12.981,"LINESTRING (-58.4963925 -34.5611335, -58.4964608 -34.5612358)",,,,,,
1139217421,1139217545,0,118838914,False,,cycleway,,152.266,"LINESTRING (-58.4963925 -34.5611335, -58.4961903 -34.5597743)",,,,,,
1139217427,1139217468,0,118838914,False,,cycleway,,53.123,"LINESTRING (-58.5018188 -34.5549178, -58.5012587 -34.5547935)",,,,,,
1139217427,1139217599,0,118838914,False,,cycleway,,8.85,"LINESTRING (-58.5018188 -34.5549178, -58.5018909 -34.5549708)",,,,,,
1139217432,1139217503,0,98463795,False,,cycleway,,11.139,"LINESTRING (-58.5003628 -34.5607842, -58.5004433 -34.5607091)",,,,,,
1139217432,1139217452,0,98463795,False,,cycleway,,265.736,"LINESTRING (-58.5003628 -34.5607842, -58.4982975 -34.5591054)",,,,,,
1139217432,1140243871,0,661578830,False,,cycleway,,17.727,"LINESTRING (-58.5003628 -34.5607842, -58.5003784 -34.5609431)",,,,,,
1139217434,1139217343,0,118838912,False,,cycleway,,30.918,"LINESTRING (-58.4986999 -34.5532693, -58.4989434 -34.5534619)",,,,,,
1139217434,1139217418,0,118838914,False,,cycleway,,35.176,"LINESTRING (-58.4986999 -34.5532693, -58.4984477 -34.5535079)",,,,,,
1139217434,1139217652,0,118838914,False,,cycleway,,30.461,"LINESTRING (-58.4986999 -34.5532693, -58.4989037 -34.5530528)",,,,,,
1139217434,1140259963,0,118838916,False,,cycleway,,33.971,"LINESTRING (-58.4986999 -34.5532693, -58.4984263 -34.553063)",,,,,,
