u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,tunnel,bridge,access,junction,ref,service
96049116,886393879,0,"[92145410, 92145412, 165356878]",False,"['Bicisenda Interparques (Sector Norte)', 'Bicisenda Interparques (Sector Sur)']",cycleway,,555.889,"LINESTRING (-58.4516765 -34.5951967, -58.4514886 -34.5951757, -58.4509994 -34.594862, -58.4510272 -34.5948372, -58.4510501 -34.5948111, -58.4503777 -34.5942362, -58.449565 -34.593503, -58.4495135 -34.5934845, -58.4494851 -34.5934778, -58.448644 -34.5927561, -58.4487069 -34.5926907, -58.4487826 -34.5926279, -58.44973 -34.5934688, -58.4497857 -34.5935423)",,,yes,,,,,
196301374,1870877791,0,176603732,False,,cycleway,,16.948,"LINESTRING (-58.4565359 -34.5473938, -58.4563909 -34.5472991)",,,,,,,,
199475570,249834972,0,217202998,False,,cycleway,,43.022000000000006,"LINESTRING (-58.4379593 -34.6049603, -58.4378713 -34.605039, -58.437823 -34.6050225, -58.4376474 -34.6049304, -58.4375678 -34.6049313)",,,,,,,,
199475570,199457734,0,47105626,True,Bravard,residential,30,202.141,"LINESTRING (-58.4379593 -34.6049603, -58.4380589 -34.604856, -58.439027 -34.603877, -58.4393313 -34.6035362)",,,,,,,,
237231998,206119436,0,375222274,False,Doctor René Favaloro,cycleway,,370.629,"LINESTRING (-58.408909 -34.6401838, -58.4087807 -34.6402183, -58.4080529 -34.6401391, -58.4079598 -34.6401358, -58.4078891 -34.6401818, -58.4078008 -34.6401115, -58.4077458 -34.6401076, -58.4075616 -34.6401064, -58.4070231 -34.6401241, -58.4068903 -34.6401281, -58.4067688 -34.6401262, -58.4065188 -34.6401231, -58.4063884 -34.6400833, -58.4062531 -34.6400371, -58.4053432 -34.6397501, -58.405193 -34.6397118, -58.4051452 -34.6396996, -58.4051305 -34.6396657, -58.4051333 -34.6395982)",,,,,,,,
241914773,1082060425,0,165273255,False,Bicisenda Interparques (Sector Norte),cycleway,,29.206,"LINESTRING (-58.482752 -34.5512586, -58.4826379 -34.5510896, -58.4825631 -34.5511213)",,,,,,,,
241923275,1038864641,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,7.203,"LINESTRING (-58.5008013 -34.5625259, -58.5007325 -34.5624945)",,,,,,,,
241923275,241923285,0,22567582,True,Carlos Enrique Pellegrini,residential,30,171.41500000000002,"LINESTRING (-58.5008013 -34.5625259, -58.5018148 -34.5630135, -58.502411 -34.5633127)",,,,,,,,
244892293,1058415211,0,147999133,False,Ciclovía General Hornos,cycleway,,722.323,"LINESTRING (-58.3743258 -34.6469831, -58.3750188 -34.6451482, -58.3752495 -34.6444228, -58.3752514 -34.6444062, -58.375334 -34.6439994, -58.375407 -34.643645, -58.3754217 -34.6435778, -58.3754873 -34.6431323, -58.375557 -34.6426735, -58.3755708 -34.6425101, -58.3755981 -34.6421856, -58.375747 -34.6406269, -58.3757474 -34.6406227)",,,,,,,,
283328361,7199453673,0,771221535,False,,cycleway,,395.45899999999995,"LINESTRING (-58.3755519 -34.5842466, -58.3757466 -34.5841876, -58.3763879 -34.5838429, -58.3773523 -34.583314, -58.3784056 -34.5826837, -58.3791292 -34.5822635)",,,,,,,,
283328361,252415061,0,48334179,True,Carlos H. Perette,residential,20,194.156,"LINESTRING (-58.3755519 -34.5842466, -58.3757189 -34.5841544, -58.3763536 -34.5838038, -58.3773131 -34.5832738)",,,,,,,,
288460441,4553248355,0,459235921,False,Pista de ciclismo,cycleway,,318.188,"LINESTRING (-58.4046967 -34.568856, -58.4018803 -34.5705323)",,,,,,,,
288460441,288460584,0,459235922,False,Pista de ciclismo,cycleway,,25.611,"LINESTRING (-58.4046967 -34.568856, -58.4048083 -34.5686448)",,,,,,,,
288460442,288460443,0,459235921,False,Pista de ciclismo,cycleway,,23.204,"LINESTRING (-58.4011596 -34.5709613, -58.4009432 -34.5710699)",,,,,,,,
288460442,4553248355,0,459235921,False,Pista de ciclismo,cycleway,,81.425,"LINESTRING (-58.4011596 -34.5709613, -58.4018803 -34.5705323)",,,,,,,,
288460443,288460444,0,459235921,False,Pista de ciclismo,cycleway,,27.533,"LINESTRING (-58.4009432 -34.5710699, -58.4006465 -34.5711102)",,,,,,,,
288460443,288460442,0,459235921,False,Pista de ciclismo,cycleway,,23.204,"LINESTRING (-58.4009432 -34.5710699, -58.4011596 -34.5709613)",,,,,,,,
288460444,288460445,0,459235921,False,Pista de ciclismo,cycleway,,25.88,"LINESTRING (-58.4006465 -34.5711102, -58.4003743 -34.5710475)",,,,,,,,
288460444,288460443,0,459235921,False,Pista de ciclismo,cycleway,,27.533,"LINESTRING (-58.4006465 -34.5711102, -58.4009432 -34.5710699)",,,,,,,,
288460445,288460446,0,459235921,False,Pista de ciclismo,cycleway,,24.546,"LINESTRING (-58.4003743 -34.5710475, -58.4001729 -34.5709018)",,,,,,,,
288460445,288460444,0,459235921,False,Pista de ciclismo,cycleway,,25.88,"LINESTRING (-58.4003743 -34.5710475, -58.4006465 -34.5711102)",,,,,,,,
288460446,288460447,0,459235921,False,Pista de ciclismo,cycleway,,21.685,"LINESTRING (-58.4001729 -34.5709018, -58.4000287 -34.5707471)",,,,,,,,
288460446,288460445,0,459235921,False,Pista de ciclismo,cycleway,,24.546,"LINESTRING (-58.4001729 -34.5709018, -58.4003743 -34.5710475)",,,,,,,,
288460447,288460450,0,459235921,False,Pista de ciclismo,cycleway,,24.095,"LINESTRING (-58.4000287 -34.5707471, -58.3999797 -34.5705342)",,,,,,,,
288460447,288460446,0,459235921,False,Pista de ciclismo,cycleway,,21.685,"LINESTRING (-58.4000287 -34.5707471, -58.4001729 -34.5709018)",,,,,,,,
288460450,288460457,0,459235921,False,Pista de ciclismo,cycleway,,26.362,"LINESTRING (-58.3999797 -34.5705342, -58.400045 -34.5703033)",,,,,,,,
288460450,288460447,0,459235921,False,Pista de ciclismo,cycleway,,24.095,"LINESTRING (-58.3999797 -34.5705342, -58.4000287 -34.5707471)",,,,,,,,
288460457,288460464,0,459235921,False,Pista de ciclismo,cycleway,,24.405,"LINESTRING (-58.400045 -34.5703033, -58.4001865 -34.5701173)",,,,,,,,
288460457,288460450,0,459235921,False,Pista de ciclismo,cycleway,,26.362,"LINESTRING (-58.400045 -34.5703033, -58.3999797 -34.5705342)",,,,,,,,
288460464,288460467,0,459235921,False,Pista de ciclismo,cycleway,,24.332,"LINESTRING (-58.4001865 -34.5701173, -58.4004179 -34.5700097)",,,,,,,,
288460464,288460457,0,459235921,False,Pista de ciclismo,cycleway,,24.405,"LINESTRING (-58.4001865 -34.5701173, -58.400045 -34.5703033)",,,,,,,,
288460467,288460473,0,459235921,False,Pista de ciclismo,cycleway,,100.918,"LINESTRING (-58.4004179 -34.5700097, -58.4014794 -34.5697654)",,,,,,,,
288460467,288460464,0,459235921,False,Pista de ciclismo,cycleway,,24.332,"LINESTRING (-58.4004179 -34.5700097, -58.4001865 -34.5701173)",,,,,,,,
288460473,288460482,0,459235921,False,Pista de ciclismo,cycleway,,29.994,"LINESTRING (-58.4014794 -34.5697654, -58.4017952 -34.5696937)",,,,,,,,
288460473,288460467,0,459235921,False,Pista de ciclismo,cycleway,,100.918,"LINESTRING (-58.4014794 -34.5697654, -58.4004179 -34.5700097)",,,,,,,,
288460482,288460486,0,459235921,False,Pista de ciclismo,cycleway,,27.212,"LINESTRING (-58.4017952 -34.5696937, -58.4020728 -34.5696063)",,,,,,,,
288460482,288460473,0,459235921,False,Pista de ciclismo,cycleway,,29.994,"LINESTRING (-58.4017952 -34.5696937, -58.4014794 -34.5697654)",,,,,,,,
288460486,288460487,0,459235921,False,Pista de ciclismo,cycleway,,22.193,"LINESTRING (-58.4020728 -34.5696063, -58.4022715 -34.569492)",,,,,,,,
288460486,288460482,0,459235921,False,Pista de ciclismo,cycleway,,27.212,"LINESTRING (-58.4020728 -34.5696063, -58.4017952 -34.5696937)",,,,,,,,
288460487,288460493,0,459235921,False,Pista de ciclismo,cycleway,,30.177,"LINESTRING (-58.4022715 -34.569492, -58.402492 -34.5692903)",,,,,,,,
288460487,288460486,0,459235921,False,Pista de ciclismo,cycleway,,22.193,"LINESTRING (-58.4022715 -34.569492, -58.4020728 -34.5696063)",,,,,,,,
288460493,288460500,0,459235921,False,Pista de ciclismo,cycleway,,25.126,"LINESTRING (-58.402492 -34.5692903, -58.4026553 -34.5691087)",,,,,,,,
288460493,288460487,0,459235921,False,Pista de ciclismo,cycleway,,30.177,"LINESTRING (-58.402492 -34.5692903, -58.4022715 -34.569492)",,,,,,,,
288460500,288460508,0,26329260,False,Pista de ciclismo,cycleway,,36.485,"LINESTRING (-58.4026553 -34.5691087, -58.4028706 -34.5688326)",,,,yes,,,,
288460500,288460493,0,459235921,False,Pista de ciclismo,cycleway,,25.126,"LINESTRING (-58.4026553 -34.5691087, -58.402492 -34.5692903)",,,,,,,,
288460508,288460500,0,26329260,False,Pista de ciclismo,cycleway,,36.485,"LINESTRING (-58.4028706 -34.5688326, -58.4026553 -34.5691087)",,,,yes,,,,
288460508,288460509,0,459235922,False,Pista de ciclismo,cycleway,,76.745,"LINESTRING (-58.4028706 -34.5688326, -58.4033331 -34.568257)",,,,,,,,
288460509,288460530,0,459235922,False,Pista de ciclismo,cycleway,,28.073,"LINESTRING (-58.4033331 -34.568257, -58.40351 -34.5680508)",,,,,,,,
288460509,288460508,0,459235922,False,Pista de ciclismo,cycleway,,76.745,"LINESTRING (-58.4033331 -34.568257, -58.4028706 -34.5688326)",,,,,,,,
288460530,288460531,0,459235922,False,Pista de ciclismo,cycleway,,22.811,"LINESTRING (-58.40351 -34.5680508, -58.4037005 -34.5679186)",,,,,,,,
288460530,288460509,0,459235922,False,Pista de ciclismo,cycleway,,28.073,"LINESTRING (-58.40351 -34.5680508, -58.4033331 -34.568257)",,,,,,,,
288460531,288460532,0,459235922,False,Pista de ciclismo,cycleway,,18.511,"LINESTRING (-58.4037005 -34.5679186, -58.4038829 -34.5678468)",,,,,,,,
288460531,288460530,0,459235922,False,Pista de ciclismo,cycleway,,22.811,"LINESTRING (-58.4037005 -34.5679186, -58.40351 -34.5680508)",,,,,,,,
288460532,288460533,0,459235922,False,Pista de ciclismo,cycleway,,29.931,"LINESTRING (-58.4038829 -34.5678468, -58.4042095 -34.5678356)",,,,,,,,
288460532,288460531,0,459235922,False,Pista de ciclismo,cycleway,,18.511,"LINESTRING (-58.4038829 -34.5678468, -58.4037005 -34.5679186)",,,,,,,,
288460533,288460534,0,459235922,False,Pista de ciclismo,cycleway,,26.664,"LINESTRING (-58.4042095 -34.5678356, -58.4044817 -34.5679208)",,,,,,,,
288460533,288460532,0,459235922,False,Pista de ciclismo,cycleway,,29.931,"LINESTRING (-58.4042095 -34.5678356, -58.4038829 -34.5678468)",,,,,,,,
288460534,288460579,0,459235922,False,Pista de ciclismo,cycleway,,21.447,"LINESTRING (-58.4044817 -34.5679208, -58.4046641 -34.5680418)",,,,,,,,
288460534,288460533,0,459235922,False,Pista de ciclismo,cycleway,,26.664,"LINESTRING (-58.4044817 -34.5679208, -58.4042095 -34.5678356)",,,,,,,,
288460579,288460580,0,459235922,False,Pista de ciclismo,cycleway,,24.406,"LINESTRING (-58.4046641 -34.5680418, -58.4048138 -34.5682234)",,,,,,,,
288460579,288460534,0,459235922,False,Pista de ciclismo,cycleway,,21.447,"LINESTRING (-58.4046641 -34.5680418, -58.4044817 -34.5679208)",,,,,,,,
288460580,288460581,0,459235922,False,Pista de ciclismo,cycleway,,24.826,"LINESTRING (-58.4048138 -34.5682234, -58.4048437 -34.5684453)",,,,,,,,
288460580,288460579,0,459235922,False,Pista de ciclismo,cycleway,,24.406,"LINESTRING (-58.4048138 -34.5682234, -58.4046641 -34.5680418)",,,,,,,,
288460581,288460584,0,459235922,False,Pista de ciclismo,cycleway,,22.419,"LINESTRING (-58.4048437 -34.5684453, -58.4048083 -34.5686448)",,,,,,,,
288460581,288460580,0,459235922,False,Pista de ciclismo,cycleway,,24.826,"LINESTRING (-58.4048437 -34.5684453, -58.4048138 -34.5682234)",,,,,,,,
288460584,288460441,0,459235922,False,Pista de ciclismo,cycleway,,25.611,"LINESTRING (-58.4048083 -34.5686448, -58.4046967 -34.568856)",,,,,,,,
288460584,288460581,0,459235922,False,Pista de ciclismo,cycleway,,22.419,"LINESTRING (-58.4048083 -34.5686448, -58.4048437 -34.5684453)",,,,,,,,
613899462,1187213507,0,102803992,False,Bicisenda Interparques (Sector Norte),cycleway,,297.33200000000005,"LINESTRING (-58.4635161 -34.5415347, -58.4634642 -34.5415841, -58.4634426 -34.5416361, -58.4634476 -34.5416788, -58.4634871 -34.541709, -58.4634806 -34.5417574, -58.4637148 -34.5422067, -58.4638124 -34.5423287, -58.4638807 -34.5424657, -58.4643005 -34.5432738, -58.4643482 -34.5433677, -58.4643187 -34.5434826, -58.4644808 -34.5438594, -58.4644986 -34.5439118, -58.4645334 -34.5439888)",,,,,,,,
615018609,2153050505,0,205330762,False,Ciclovía Sarmiento,cycleway,,60.717,"LINESTRING (-58.4131135 -34.5754881, -58.4131283 -34.57551, -58.4132597 -34.5757294, -58.4134145 -34.5759746)",,,,,,,,
615018609,1074582245,0,785165883,False,Ciclovía del Libertador,cycleway,,332.17499999999995,"LINESTRING (-58.4131135 -34.5754881, -58.412533 -34.575748, -58.4116679 -34.5761373, -58.4108712 -34.5764969, -58.4106929 -34.5765766, -58.4104708 -34.5766742, -58.4104131 -34.5766916, -58.4103264 -34.5767177, -58.410101 -34.5768686, -58.4100385 -34.5769016, -58.4099457 -34.5768714)",,,,,,,,
615018609,1074582312,0,"[785165883, 463680549]",False,Ciclovía del Libertador,cycleway,,931.4139999999998,"LINESTRING (-58.4131135 -34.5754881, -58.4131941 -34.5754505, -58.4133596 -34.5753732, -58.4135661 -34.5752835, -58.4140441 -34.5750758, -58.4143227 -34.5749548, -58.4143663 -34.5748964, -58.4144577 -34.5746874, -58.4145089 -34.5746234, -58.414596 -34.57461, -58.4148016 -34.5744787, -58.4148847 -34.5743953, -58.4149772 -34.5743892, -58.4150911 -34.5743544, -58.4151284 -34.5743177, -58.415171 -34.5742801, -58.4152091 -34.5743218, -58.4152518 -34.5743663, -58.415228 -34.5744117, -58.4152962 -34.5744104, -58.415727 -34.5743075, -58.4158285 -34.5742574, -58.4159155 -34.5742206, -58.416733 -34.5738283, -58.4168694 -34.5737628, -58.4175153 -34.5734529, -58.4175314 -34.5734088, -58.4175969 -34.5733799, -58.4177388 -34.5733177, -58.4178657 -34.5732681, -58.4179289 -34.5732435, -58.4183384 -34.5730602, -58.4186387 -34.5729298, -58.4188944 -34.5728189, -58.4192253 -34.5726752, -58.4193126 -34.5726373, -58.4195654 -34.5725248, -58.419898 -34.5723764, -58.4201506 -34.5722624, -58.4202276 -34.5722276, -58.4202978 -34.5721971, -58.4205545 -34.5720774, -58.4207736 -34.5719743, -58.421101 -34.5718219, -58.4215403 -34.571614, -58.421663 -34.5715525)",,,,,,,,
666904083,3179562118,0,312123023,False,Ciclovía San Martín,cycleway,,93.99000000000001,"LINESTRING (-58.3727234 -34.5917239, -58.3724954 -34.5917694, -58.3723599 -34.5918624, -58.37229 -34.5919511, -58.3721562 -34.5919228, -58.3721077 -34.5919023, -58.3720426 -34.5918817, -58.371944 -34.5918484, -58.3719297 -34.5917517)",,,,,,,,
666904083,4582237862,0,114061272,False,,footway,,294.02199999999993,"LINESTRING (-58.3727234 -34.5917239, -58.3727647 -34.5916723, -58.372971 -34.5915546, -58.3733902 -34.5913442, -58.3735133 -34.5913118, -58.3735801 -34.5913004, -58.3737359 -34.5913226, -58.3737952 -34.5913474, -58.3738159 -34.5913561, -58.3739046 -34.5914064, -58.3739511 -34.5914478, -58.3741676 -34.5916939, -58.3741936 -34.591728, -58.374228 -34.5917727, -58.3743543 -34.5919167, -58.3743892 -34.591959, -58.3745871 -34.5921914, -58.3746205 -34.5922305, -58.3748954 -34.592632, -58.3749138 -34.5926708)",,,,,,,,
666904083,4582237862,1,114061272,False,,footway,,322.641,"LINESTRING (-58.3727234 -34.5917239, -58.3727087 -34.5918302, -58.3727204 -34.5919071, -58.3727633 -34.5919588, -58.3730723 -34.5923315, -58.3730993 -34.5923655, -58.3731122 -34.5923822, -58.3732365 -34.5925269, -58.3732501 -34.5925432, -58.3732733 -34.5925745, -58.3734905 -34.592856, -58.3735033 -34.5928696, -58.3735233 -34.5928937, -58.3738293 -34.5932643, -58.3739059 -34.5932582, -58.3741706 -34.5931073, -58.3746112 -34.5928562, -58.3748987 -34.5926883, -58.3749138 -34.5926708)",,,,,,,,
883520014,1038879241,0,165275874,False,Bicisenda Interparques (Sector Norte),cycleway,,2065.4060000000004,"LINESTRING (-58.4666067 -34.5908598, -58.4664115 -34.5909517, -58.4661599 -34.5911617, -58.4651477 -34.5920458, -58.4650328 -34.5920513, -58.4649627 -34.5919795, -58.4649577 -34.5919277, -58.4658041 -34.5912347, -58.4661268 -34.5909563, -58.4663486 -34.5907123, -58.4663584 -34.5906319, -58.4663368 -34.5905626, -58.4663029 -34.5905101, -58.4655377 -34.5897928, -58.4650862 -34.5893679, -58.464377 -34.5886776, -58.4633471 -34.5877039, -58.4633131 -34.5876725, -58.4628643 -34.5872578, -58.4626888 -34.5870849, -58.4624284 -34.5868283, -58.462077 -34.5865225, -58.4615124 -34.5861581, -58.46111 -34.5860031, -58.4606456 -34.5858608, -58.4602773 -34.5857905, -58.4599888 -34.5857768, -58.4599076 -34.5857894, -58.457401 -34.5866353, -58.4565423 -34.5871748, -58.4563183 -34.5873405, -58.4560465 -34.5875358, -58.4552911 -34.5880638, -58.4528395 -34.5898654, -58.4527954 -34.5901168, -58.4528153 -34.5901566)",,,,,,,,
886393813,1038879241,0,75104846,False,Bicisenda Interparques (Sector Norte),cycleway,,28.244,"LINESTRING (-58.4526007 -34.5899741, -58.4528153 -34.5901566)",,,,,,,,
886393879,96049116,0,"[92145410, 92145412, 165356878]",False,"['Bicisenda Interparques (Sector Norte)', 'Bicisenda Interparques (Sector Sur)']",cycleway,,555.8889999999999,"LINESTRING (-58.4497857 -34.5935423, -58.44973 -34.5934688, -58.4487826 -34.5926279, -58.4487069 -34.5926907, -58.448644 -34.5927561, -58.4494851 -34.5934778, -58.4495135 -34.5934845, -58.449565 -34.593503, -58.4503777 -34.5942362, -58.4510501 -34.5948111, -58.4510272 -34.5948372, -58.4509994 -34.594862, -58.4514886 -34.5951757, -58.4516765 -34.5951967)",,,yes,,,,,
1006208641,4688136924,0,"[165161728, 474972798]",False,Paseo Marítimo Buenos Aires Playa,cycleway,,1021.85,"LINESTRING (-58.4609336 -34.5305397, -58.4610478 -34.5304072, -58.461024 -34.5303074, -58.460556 -34.5294145, -58.4602185 -34.5288947, -58.4598392 -34.5284269, -58.459674 -34.5282494, -58.4595024 -34.5280903, -58.4592982 -34.52795, -58.4592822 -34.5279278, -58.4592755 -34.5278963, -58.4592981 -34.5278097, -58.4593005 -34.5277285, -58.4592811 -34.5276373, -58.4592361 -34.5275566, -58.4591231 -34.5273946, -58.4589684 -34.5271873, -58.458863 -34.5270696, -58.4587597 -34.5269722, -58.4586552 -34.5268912, -58.4585354 -34.5268142, -58.4583965 -34.5267456, -58.458239 -34.5266783, -58.4580874 -34.5266329, -58.4579264 -34.526602, -58.4577844 -34.5265811, -58.4576719 -34.5265735, -58.4574773 -34.52658, -58.4572882 -34.5266026, -58.4571072 -34.5266286, -58.4569605 -34.5266779, -58.4568228 -34.5267258, -58.4566391 -34.5268197, -58.4556196 -34.5274372, -58.4555319 -34.5275143, -58.4542756 -34.529052, -58.4541958 -34.5291569)",,,,,,,,
1006208641,290550375,0,52531867,False,,service,20,560.6389999999999,"LINESTRING (-58.4609336 -34.5305397, -58.4610054 -34.530662, -58.4610026 -34.5307255, -58.460985 -34.5308082, -58.4609251 -34.5308907, -58.4608339 -34.530952, -58.4607346 -34.5309803, -58.4606214 -34.5309718, -58.4605447 -34.5309516, -58.4604581 -34.5309175, -58.4602945 -34.5308529, -58.4601325 -34.530789, -58.4599735 -34.5307263, -58.4598179 -34.5306649, -58.4596528 -34.5305997, -58.4594997 -34.5305532, -58.4593333 -34.5305092, -58.4591672 -34.5304771, -58.4589942 -34.5304413, -58.4588185 -34.5304046, -58.4586481 -34.530374, -58.4584723 -34.5303374, -58.4583035 -34.5303023, -58.4581369 -34.5302677, -58.4579734 -34.5302339, -58.4578126 -34.5302005, -58.4576452 -34.5301656, -58.4574695 -34.530129, -58.457303 -34.5300944, -58.4571371 -34.5300599, -58.4569556 -34.5300221, -58.4567942 -34.5299885, -58.4566289 -34.5299541, -58.4564659 -34.5299202, -58.4562938 -34.5298843, -58.4555995 -34.5297363, -58.4555351 -34.5297256)",,,,,,,,
1006208641,290550371,0,52531867,False,,service,20,521.707,"LINESTRING (-58.4609336 -34.5305397, -58.4608924 -34.5305137, -58.4608323 -34.5304827, -58.4607302 -34.5304575, -58.4606579 -34.5304551, -58.4605155 -34.5304792, -58.4603861 -34.5304902, -58.4603081 -34.5304921, -58.4601184 -34.5304812, -58.4599354 -34.5304662, -58.4597625 -34.5304142, -58.4596669 -34.5303734, -58.4595982 -34.5303411, -58.4594362 -34.5302651, -58.4592757 -34.5301773, -58.4591205 -34.5300924, -58.4589534 -34.530032, -58.4588539 -34.5300104, -58.458785 -34.5299957, -58.4586018 -34.5299795, -58.4584193 -34.5299822, -58.4582319 -34.5300051, -58.458113 -34.5300139, -58.4580498 -34.530017, -58.4578792 -34.5300043, -58.4577224 -34.5299649, -58.4576203 -34.5299369, -58.4575557 -34.5299125, -58.457396 -34.5298521, -58.4572339 -34.5297975, -58.4571885 -34.5297811, -58.4570394 -34.5297636, -58.4568639 -34.5297756, -58.4566814 -34.5297913, -58.4565072 -34.5297977, -58.4563986 -34.5297922, -58.4563287 -34.5297701, -58.4556551 -34.5295578, -58.4555334 -34.5295194)",,,,,,,,
1038864641,241923275,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,7.203,"LINESTRING (-58.5007325 -34.5624945, -58.5008013 -34.5625259)",,,,,,,,
1038864641,1139232070,0,98463806,False,,cycleway,,307.97099999999995,"LINESTRING (-58.5007325 -34.5624945, -58.5013325 -34.5617403, -58.5024231 -34.5603904, -58.5025672 -34.5601742)",,,,,,,,
1038864641,1139217389,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,574.525,"LINESTRING (-58.5007325 -34.5624945, -58.4993032 -34.5643334, -58.4992031 -34.5644229, -58.4990906 -34.5644837, -58.4989867 -34.5645026, -58.4988728 -34.5645037, -58.4987114 -34.564458, -58.4968598 -34.5635775, -58.4967996 -34.5634947, -58.4968087 -34.5634135, -58.4969344 -34.5631835, -58.4969683 -34.5630591, -58.4969567 -34.562949)",,,,,,,,
1038864731,1139204285,0,98460830,False,,cycleway,,356.245,"LINESTRING (-58.4963821 -34.5557635, -58.4964361 -34.5555755, -58.4965863 -34.5552663, -58.4971174 -34.5545461, -58.4971855 -34.5544628, -58.4972923 -34.5543322, -58.4981326 -34.5533045, -58.4983619 -34.5530241)",,,,,,,,
1038864731,2939838914,0,"[165273692, 165273693]",False,Bicisenda Interparques (Sector Norte),cycleway,,285.609,"LINESTRING (-58.4963821 -34.5557635, -58.496272 -34.5557541, -58.4961868 -34.5557433, -58.4959737 -34.5557829, -58.4957141 -34.5558478, -58.4957001 -34.5557811, -58.4956776 -34.5555052, -58.495571 -34.5554312, -58.4952684 -34.5553731, -58.4949657 -34.5553087, -58.4947293 -34.5552113, -58.4945003 -34.5551277, -58.4943805 -34.5550442, -58.4942542 -34.5549517, -58.493909 -34.5547686)",,,,,,,,
1038864731,1139217389,0,165273692,False,Bicisenda Interparques (Sector Norte),cycleway,,854.937,"LINESTRING (-58.4963821 -34.5557635, -58.4963672 -34.5558213, -58.4963768 -34.5559512, -58.4964798 -34.5560864, -58.4967258 -34.5563073, -58.4968983 -34.5564751, -58.4969895 -34.5567756, -58.4969787 -34.5569169, -58.496099 -34.5581495, -58.4960286 -34.5583423, -58.4959809 -34.5585295, -58.4959546 -34.5586797, -58.495938 -34.5588475, -58.4960185 -34.5595146, -58.4963511 -34.5617147, -58.4964316 -34.5619841, -58.4969251 -34.5628147, -58.4969567 -34.562949)",,,,,,,,
1038879241,886393813,0,75104846,False,Bicisenda Interparques (Sector Norte),cycleway,,28.244,"LINESTRING (-58.4528153 -34.5901566, -58.4526007 -34.5899741)",,,,,,,,
1038879241,82527923,0,75104846,False,Bicisenda Interparques (Sector Norte),cycleway,,123.89000000000001,"LINESTRING (-58.4528153 -34.5901566, -58.4527822 -34.590174, -58.4526257 -34.5903124, -58.4532763 -34.5909367, -58.453262 -34.5910059)",,,,,,,,
1038879241,81888535,0,"[10615635, 91216053]",False,Avenida Jorge Newbery,"['cycleway', 'secondary']",20,964.3019999999999,"LINESTRING (-58.4528153 -34.5901566, -58.4559752 -34.5931574, -58.457399 -34.5944799, -58.4591591 -34.5961147, -58.4589152 -34.5963263, -58.4591792 -34.5965998, -58.4592125 -34.5967045)",4,,,,,,,
1038879241,883520014,0,165275874,False,Bicisenda Interparques (Sector Norte),cycleway,,2065.4059999999995,"LINESTRING (-58.4528153 -34.5901566, -58.4527954 -34.5901168, -58.4528395 -34.5898654, -58.4552911 -34.5880638, -58.4560465 -34.5875358, -58.4563183 -34.5873405, -58.4565423 -34.5871748, -58.457401 -34.5866353, -58.4599076 -34.5857894, -58.4599888 -34.5857768, -58.4602773 -34.5857905, -58.4606456 -34.5858608, -58.46111 -34.5860031, -58.4615124 -34.5861581, -58.462077 -34.5865225, -58.4624284 -34.5868283, -58.4626888 -34.5870849, -58.4628643 -34.5872578, -58.4633131 -34.5876725, -58.4633471 -34.5877039, -58.464377 -34.5886776, -58.4650862 -34.5893679, -58.4655377 -34.5897928, -58.4663029 -34.5905101, -58.4663368 -34.5905626, -58.4663584 -34.5906319, -58.4663486 -34.5907123, -58.4661268 -34.5909563, -58.4658041 -34.5912347, -58.4649577 -34.5919277, -58.4649627 -34.5919795, -58.4650328 -34.5920513, -58.4651477 -34.5920458, -58.4661599 -34.5911617, -58.4664115 -34.5909517, -58.4666067 -34.5908598)",,,,,,,,
1038879254,81920755,0,89638679,False,Bicisenda Interparques (Sector Norte),cycleway,,9.781,"LINESTRING (-58.4796307 -34.5907653, -58.4795279 -34.5907413)",,,,,,,,
1038879254,89235328,0,"[480966510, 89638679]",False,Bicisenda Interparques (Sector Norte),cycleway,,932.8590000000002,"LINESTRING (-58.4796307 -34.5907653, -58.4807832 -34.590472, -58.481178 -34.5903734, -58.4841693 -34.5894088, -58.4846516 -34.5892362, -58.4847505 -34.589238, -58.4849819 -34.5893816, -58.4865617 -34.5903622, -58.4882761 -34.5914035, -58.4885716 -34.5915345)",,,,,,,,
1038879254,1309734452,0,116061537,False,Bicisenda,cycleway,,202.569,"LINESTRING (-58.4796307 -34.5907653, -58.4776323 -34.5913272, -58.4775909 -34.5912512)",,,,,,,,
1058297223,3179562118,0,"[114061276, 312123023]",False,"['Ciclovía San Martín', 'Ciclovía Antártida Argentina']",cycleway,,115.96000000000001,"LINESTRING (-58.3711127 -34.5919423, -58.3717214 -34.5914758, -58.3717936 -34.5914843, -58.3718114 -34.5915059, -58.371839 -34.5915383, -58.3719118 -34.5916276, -58.3719297 -34.5917517)",,,,,,,,
1058337217,6503015922,0,692672625,False,,cycleway,,93.56700000000001,"LINESTRING (-58.3692184 -34.6094383, -58.3690363 -34.6093475, -58.3687922 -34.6092018, -58.368591 -34.6089964, -58.3684865 -34.6088684)",,,,,,,,
