u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,tunnel,bridge,access,junction,ref,service
89273178,89221805,0,"[86783984, 86784048, 86784034]",True,Ceretti,residential,30,496.31899999999996,"LINESTRING (-58.4956121 -34.5749726, -58.4962151 -34.5742296, -58.4969253 -34.5733546, -58.4977303 -34.5723859, -58.4986213 -34.5712602)",,,,,,,,
89297933,1075314496,0,218670480,False,Avenida de los Ombúes,secondary,60,12.616,"LINESTRING (-58.4273329 -34.5592806, -58.427429 -34.5593619)",,,,,,,,
92585533,2894547825,0,"[87649402, 87649397, 87649410]",True,Moldes,residential,"['20', '30']",569.379,"LINESTRING (-58.4538311 -34.5691214, -58.4535516 -34.5692826, -58.4532923 -34.5694344, -58.4531134 -34.5695404, -58.4529273 -34.5696351, -58.4526971 -34.5697706, -58.452438 -34.5699235, -58.4522374 -34.5700418, -58.4520806 -34.5701343, -58.4512858 -34.5706113, -58.4512678 -34.5706183, -58.451179 -34.570668, -58.4503672 -34.5711026, -58.4493998 -34.5715888, -58.4486412 -34.5719331)",,,,,,,,
177192362,1074582401,0,28709768,False,,footway,,27.881,"LINESTRING (-58.4186927 -34.5663164, -58.4189969 -34.5663054)",,,,,,,,
178681857,178681858,0,532840230,True,Azcuénaga,residential,20,129.03,"LINESTRING (-58.4006408 -34.6074238, -58.4005466 -34.6085816)",2,,,,,,,
178681857,199483087,0,"[348072968, 477066610]",True,Teniente General Juan Domingo Perón,residential,30,375.941,"LINESTRING (-58.4006408 -34.6074238, -58.4019799 -34.6074956, -58.403482 -34.6075364, -58.4045848 -34.607617, -58.4047397 -34.6076302)",1,,,,,,,
181119220,195721560,0,17492459,True,San Martín,living_street,10,131.922,"LINESTRING (-58.3735495 -34.6079783, -58.373643 -34.6067944)",2,,,,,,,
181119220,199509038,0,26189653,True,Rivadavia,residential,20,263.21400000000006,"LINESTRING (-58.3735495 -34.6079783, -58.3739447 -34.607967, -58.3746276 -34.6080193, -58.3749573 -34.6080328, -58.3764185 -34.6081154)",1,,,,,,,
192911844,1967842485,0,"[83225161, 17491964]",True,Teniente General Juan Domingo Perón,"['living_street', 'residential']","['10', '30']",154.77200000000002,"LINESTRING (-58.3793169 -34.6060131, -58.3802424 -34.6060715, -58.3808359 -34.6061083, -58.3810035 -34.606113)",1,,,,,,,
192914325,195720889,0,47304448,True,Talcahuano,residential,20,127.836,"LINESTRING (-58.3850095 -34.6063859, -58.3849301 -34.6075337)",,,,,,,,
192914325,195720531,0,336162149,True,Teniente General Juan Domingo Perón,residential,20,126.20100000000001,"LINESTRING (-58.3850095 -34.6063859, -58.38548 -34.606415, -58.3863845 -34.6064714)",2,,,,,,,
195720531,195720551,0,336162149,True,Teniente General Juan Domingo Perón,residential,20,132.376,"LINESTRING (-58.3863845 -34.6064714, -58.3878297 -34.6065196)",2,,,,,,,
195720531,195722623,0,25964733,True,Uruguay,residential,20,128.105,"LINESTRING (-58.3863845 -34.6064714, -58.386309 -34.6076218)",,,,,,,,
195720551,195720555,0,336162149,True,Teniente General Juan Domingo Perón,residential,20,136.873,"LINESTRING (-58.3878297 -34.6065196, -58.3893196 -34.6066263)",2,,,,,,,
195720551,195645692,0,21561907,True,Paraná,residential,20,128.212,"LINESTRING (-58.3878297 -34.6065196, -58.3878483 -34.6060174, -58.3878725 -34.6053671)",,,,,,,,
195720904,192914325,0,533148311,True,Teniente General Juan Domingo Perón,residential,20,129.746,"LINESTRING (-58.3835996 -34.606264, -58.3850095 -34.6063859)",,,,,,,,
195720904,195645729,0,27998432,True,Libertad,residential,20,129.244,"LINESTRING (-58.3835996 -34.606264, -58.3836206 -34.6054973, -58.38364 -34.6051022)",,,,,,,,
195721363,195721912,0,83225175,True,Sarmiento,living_street,10,130.637,"LINESTRING (-58.378015 -34.6047467, -58.3792386 -34.6048218, -58.3794374 -34.6048424)",1,,,,,,,
195721363,437567239,0,"[452870659, 126149620]",True,Esmeralda,living_street,10,393.221,"LINESTRING (-58.378015 -34.6047467, -58.3780706 -34.6034939, -58.3781179 -34.6024024, -58.3781768 -34.6012129)",1,,,,,,,
195721388,195721363,0,83225175,True,Sarmiento,living_street,10,130.863,"LINESTRING (-58.3765886 -34.6046652, -58.378015 -34.6047467)",1,,,,,,,
195721388,199509024,0,452870657,True,Maipú,living_street,10,132.16,"LINESTRING (-58.3765886 -34.6046652, -58.376567 -34.6052179, -58.3765377 -34.605853)",1,,,,,,,
195721516,195721425,0,83225175,True,Sarmiento,living_street,10,126.305,"LINESTRING (-58.372418 -34.6043544, -58.3737934 -34.6044473)",1,,,,,,,
195721516,192913030,0,452870660,True,Reconquista,living_street,10,129.754,"LINESTRING (-58.372418 -34.6043544, -58.3723329 -34.6055192)",1,,,,,,,
195721531,195721425,0,17492459,True,San Martín,living_street,10,131.377,"LINESTRING (-58.3737211 -34.6056273, -58.3737934 -34.6044473)",2,,,,,,,
195721531,199509024,0,28680142,True,Teniente General Juan Domingo Perón,living_street,10,259.017,"LINESTRING (-58.3737211 -34.6056273, -58.3751142 -34.6057522, -58.3765377 -34.605853)",1,,,,,,,
195721560,195721597,0,126149614,True,Bartolomé Mitre,living_street,10,127.934,"LINESTRING (-58.373643 -34.6067944, -58.3722515 -34.6066848)",1,,,,,,,
195721560,195721531,0,17492459,True,San Martín,living_street,10,130.005,"LINESTRING (-58.373643 -34.6067944, -58.3736631 -34.6062584, -58.3737211 -34.6056273)",2,,,,,,,
195721632,195721516,0,83225175,True,Sarmiento,living_street,10,128.85,"LINESTRING (-58.371016 -34.6042491, -58.372418 -34.6043544)",1,,,,,,,
195721632,195721650,0,452870661,True,25 de Mayo,living_street,10,132.463,"LINESTRING (-58.371016 -34.6042491, -58.3711012 -34.6030599)",1,,,,,,,
195721678,199509107,0,83225167,True,Tacuarí,living_street,10,123.486,"LINESTRING (-58.3791707 -34.6095174, -58.3791328 -34.6106275)",,,,,,,,
195721678,195721657,0,476098114,True,Hipólito Yrigoyen,residential,20,132.304,"LINESTRING (-58.3791707 -34.6095174, -58.3781375 -34.6094239, -58.3778851 -34.6094011, -58.3777337 -34.6093874)",2,,,,,,,
195721845,192911844,0,116890392,True,Suipacha,living_street,10,127.225,"LINESTRING (-58.3792776 -34.6071568, -58.3793169 -34.6060131)",1,,,,,,,
195721845,195721948,0,126149631,True,Suipacha,living_street,10,126.637,"LINESTRING (-58.3792776 -34.6071568, -58.3792148 -34.6082945)",1,,,,,,,
195721845,195721831,0,83225158,True,Bartolomé Mitre,residential,10,128.773,"LINESTRING (-58.3792776 -34.6071568, -58.3778761 -34.6070542)",1,,,,,,,
195721912,192911844,0,102439890,True,Suipacha,living_street,10,131.166,"LINESTRING (-58.3794374 -34.6048424, -58.3793634 -34.6050666, -58.3793169 -34.6060131)",1,,,,,,,
195721912,195721092,0,"[126149632, 102439891]",True,Suipacha,living_street,10,397.77099999999996,"LINESTRING (-58.3794374 -34.6048424, -58.3794035 -34.6047277, -58.3794919 -34.6035816, -58.3795522 -34.6024658, -58.3796081 -34.6012728)",1,,,,,,,
195721912,237634534,0,47303254,True,Sarmiento,residential,20,133.923,"LINESTRING (-58.3794374 -34.6048424, -58.3803246 -34.6049016, -58.3808958 -34.6049405)",,,,,,,,
195721948,237634458,0,399146487,True,Rivadavia,residential,20,135.878,"LINESTRING (-58.3792148 -34.6082945, -58.3806958 -34.6083806)",1,,,,,,,
195721990,195721948,0,20280299,True,Tacuarí,living_street,10,65.936,"LINESTRING (-58.3791893 -34.6088871, -58.3792148 -34.6082945)",1,,,,,,,
195721990,195721678,0,83225167,True,Tacuarí,living_street,10,70.107,"LINESTRING (-58.3791893 -34.6088871, -58.3791707 -34.6095174)",,,,,,,,
199483309,232065124,0,532954322,True,Ayacucho,residential,20,132.659,"LINESTRING (-58.3950256 -34.6070576, -58.395165 -34.6058701)",,,,,,,,
199483309,195571469,0,"[532954329, 532954326]",True,Teniente General Juan Domingo Perón,residential,"['20', '30']",260.51,"LINESTRING (-58.3950256 -34.6070576, -58.3964839 -34.6071635, -58.3978621 -34.6072531)",1,,,,,,,
199509107,199509175,0,83225167,True,Tacuarí,living_street,10,123.238,"LINESTRING (-58.3791328 -34.6106275, -58.3790785 -34.6117349)",,,,,,,,
199509107,199509122,0,576541350,True,Adolfo Alsina,living_street,10,132.889,"LINESTRING (-58.3791328 -34.6106275, -58.3785786 -34.6105994, -58.3776844 -34.6105431)",,,,,,,,
199509122,199509136,0,261801421,True,Adolfo Alsina,living_street,10,130.783,"LINESTRING (-58.3776844 -34.6105431, -58.3762583 -34.6104675)",1,,,,,,,
199509122,195721657,0,261801420,True,Piedras,residential,20,128.587,"LINESTRING (-58.3776844 -34.6105431, -58.3777337 -34.6093874)",,,,,,,,
199509136,1485388575,0,261801421,True,Adolfo Alsina,living_street,10,106.519,"LINESTRING (-58.3762583 -34.6104675, -58.3750994 -34.6103786)",1,,,,,,,
199509136,199509202,0,47034540,True,Chacabuco,residential,20,122.534,"LINESTRING (-58.3762583 -34.6104675, -58.3762189 -34.611569)",1,,,,,,,
199509144,199509154,0,176333443,True,Adolfo Alsina,living_street,10,127.484,"LINESTRING (-58.3720435 -34.6101092, -58.370655 -34.6100171)",,,,,,,,
199509144,194504394,0,473173836,True,Defensa,residential,20,130.79600000000002,"LINESTRING (-58.3720435 -34.6101092, -58.3721271 -34.6090035, -58.3721323 -34.6089352)",,,,,,,,
199509154,193823634,0,26189669,True,Balcarce,living_street,10,133.991,"LINESTRING (-58.370655 -34.6100171, -58.3705895 -34.6112209)",1,,,,,,,
199509154,892662060,0,500564766,True,Adolfo Alsina,living_street,10,99.094,"LINESTRING (-58.370655 -34.6100171, -58.3695748 -34.6099556)",,,,,,,,
199509175,205501361,0,"[532831132, 83225167]",True,Tacuarí,"['living_street', 'residential']","['10', '30']",263.179,"LINESTRING (-58.3790785 -34.6117349, -58.3790129 -34.6129481, -58.3789853 -34.6141003)",,,,,,,,
199509175,237634417,0,261801321,True,Moreno,living_street,10,134.679,"LINESTRING (-58.3790785 -34.6117349, -58.380264 -34.6117824, -58.3805457 -34.6118166)",,,,,,,,
199509328,922076922,0,399146491,True,San Martín,living_street,10,133.816,"LINESTRING (-58.3740011 -34.6009765, -58.3741032 -34.599776)",1,,,,,,,
199509328,195721278,0,83225202,True,Tucumán,residential,20,250.456,"LINESTRING (-58.3740011 -34.6009765, -58.3751786 -34.6010405, -58.3753194 -34.6010432, -58.3767304 -34.601136)",1,,,,,,,
205498211,205498212,0,46930408,True,Paraguay,residential,20,119.631,"LINESTRING (-58.37427 -34.5974208, -58.3729664 -34.5973434)",1,,,,,,,
205498211,205498207,0,83225191,True,San Martín,living_street,10,128.272,"LINESTRING (-58.37427 -34.5974208, -58.3743277 -34.5964329, -58.374324 -34.5962684)",1,,,,,,,
205501354,194502596,0,"[165358913, 166739479]",True,Chile,residential,30,396.682,"LINESTRING (-58.3788539 -34.6163579, -58.3774268 -34.6162844, -58.3759776 -34.616215, -58.3758535 -34.6162055, -58.374765 -34.616122, -58.3745306 -34.616104)",,,,,,,,
205501354,205501539,0,"[150893243, 607820709]",True,Tacuarí,residential,"['40', '30']",376.62600000000003,"LINESTRING (-58.3788539 -34.6163579, -58.3787768 -34.6175466, -58.3787378 -34.6185256, -58.3787017 -34.6197424)",,,,,,,,
205501361,4842882526,0,261801319,True,Venezuela,residential,30,4.101,"LINESTRING (-58.3789853 -34.6141003, -58.37903 -34.6141029)",,,,,,,,
205501361,205501354,0,"[532831131, 473165343]",True,Tacuarí,residential,"['20', '30']",251.334,"LINESTRING (-58.3789853 -34.6141003, -58.3789108 -34.6151473, -58.3788539 -34.6163579)",,,,,,,,
205501539,205501533,0,"[150893243, 150893245]",True,Tacuarí,residential,"['40', '30']",662.919,"LINESTRING (-58.3787017 -34.6197424, -58.3786681 -34.62089, -58.3786201 -34.6221006, -58.3785866 -34.6236233, -58.3785729 -34.623708, -58.3780889 -34.6255162, -58.378062 -34.6255861, -58.3780271 -34.6256492)",,,,,,,,
205501539,195720453,0,"[28680177, 136104179, 48393715, 48392632, 532832987, 532832988]",True,Carlos Calvo,residential,"['20', '30']",789.048,"LINESTRING (-58.3787017 -34.6197424, -58.3801582 -34.6197634, -58.3805604 -34.6197581, -58.3807517 -34.6197603, -58.380931 -34.6197594, -58.3810811 -34.6197586, -58.3814428 -34.6197567, -58.3829853 -34.6197483, -58.3843338 -34.6197925, -58.385823 -34.6198588, -58.3873171 -34.6199471)",2,,,,,,,
205501565,5759499298,0,48334178,True,Avenida San Juan,primary,60,33.121,"LINESTRING (-58.3683043 -34.6217025, -58.3679434 -34.6216797)",2,,,,,,,
206128983,3072750298,0,531719497,True,Beauchef,residential,20,84.536,"LINESTRING (-58.4303483 -34.6391984, -58.4304849 -34.6384465)",,,,,,,,
206128983,206128981,0,166666900,False,Zañartú,residential,30,341.923,"LINESTRING (-58.4303483 -34.6391984, -58.429076 -34.6389696, -58.427958 -34.6387671, -58.4266994 -34.6385331)",,,,,,,,
206128983,206128985,0,166666900,False,Zañartú,residential,30,201.608,"LINESTRING (-58.4303483 -34.6391984, -58.431611 -34.6394189, -58.4325092 -34.6395531)",,,,,,,,
206128985,206128983,0,166666900,False,Zañartú,residential,30,201.608,"LINESTRING (-58.4325092 -34.6395531, -58.431611 -34.6394189, -58.4303483 -34.6391984)",,,,,,,,
206133049,206133123,0,"[288729075, 22277461]",True,"['Guayaquil', 'Senillosa']",residential,30,408.36,"LINESTRING (-58.4301791 -34.6172942, -58.4299546 -34.6184804, -58.4297269 -34.6196245, -58.4310155 -34.6198042, -58.4312995 -34.6198439)",,,,,,,,
206133049,206133054,0,288729077,False,Chaco,residential,30,64.708,"LINESTRING (-58.4301791 -34.6172942, -58.4303114 -34.6173087, -58.4308642 -34.6174348)",,,,,,,,
206133053,206133054,0,19784718,True,El Maestro,residential,30,160.21,"LINESTRING (-58.4313446 -34.6160493, -58.4308642 -34.6174348)",,,,,,,,
206133053,206133025,0,284755813,True,Avenida Rivadavia,primary,60,29.029,"LINESTRING (-58.4313446 -34.6160493, -58.431628 -34.6161666)",4,,,,,,,
206133054,206133049,0,288729077,False,Chaco,residential,30,64.708,"LINESTRING (-58.4308642 -34.6174348, -58.4303114 -34.6173087, -58.4301791 -34.6172942)",,,,,,,,
218028808,347386905,0,"[31245044, 31245037]",False,Zamudio,"['path', 'unclassified']",,238.435,"LINESTRING (-58.4857128 -34.5946502, -58.4858332 -34.5944719, -58.4871874 -34.5928838)",,,,,,,,
224099110,1058785000,0,"[86576273, 165273074, 86576262, 86576223]",False,"['Paroissien', ""O'Higgins""]",residential,30,219.676,"LINESTRING (-58.4651493 -34.5443048, -58.4659244 -34.5446773, -58.4654701 -34.5452767, -58.4653908 -34.5453813, -58.4653402 -34.5454576, -58.465196 -34.5456588, -58.4651402 -34.5457314)",,,,,,,,
244891975,205498211,0,83225191,True,San Martín,living_street,10,59.657,"LINESTRING (-58.3742281 -34.5979562, -58.37427 -34.5974208)",1,,,,,,,
245546535,89297926,0,96907091,False,Avenida de los Ombúes,secondary,60,31.662999999999997,"LINESTRING (-58.4312415 -34.5614267, -58.4311545 -34.5613009, -58.431061 -34.561184)",2,,,,,,,
245546535,196280302,0,22820566,True,Avenida Olleros,secondary,30,340.185,"LINESTRING (-58.4312415 -34.5614267, -58.4316382 -34.5614175, -58.4324578 -34.5614289, -58.4327747 -34.5614366, -58.4330833 -34.5614663, -58.4335629 -34.5615376, -58.434128 -34.5616401, -58.4349105 -34.5617946)",2,,,,,,,
247919549,1058785000,0,86576273,False,O'Higgins,residential,30,12.876999999999999,"LINESTRING (-58.4650689 -34.5458311, -58.4651054 -34.5457846, -58.4651402 -34.5457314)",,,,,,,,
258581428,181119225,0,83225191,True,San Martín,living_street,10,67.247,"LINESTRING (-58.3743999 -34.5950907, -58.3744527 -34.5944875)",1,,,,,,,
258581428,258581429,0,460838734,True,Doctor Ricardo Rojas,living_street,10,101.553,"LINESTRING (-58.3743999 -34.5950907, -58.3733884 -34.5950589, -58.3732912 -34.5950572)",1,,,,,,,
290552113,1239327255,0,107916813,False,Avenida Infanta Isabel,residential,30,17.921,"LINESTRING (-58.4215675 -34.5712923, -58.4214981 -34.5711416)",2,,,,,,,
290552113,1074582312,0,515964046,False,Avenida Infanta Isabel,residential,30,30.225,"LINESTRING (-58.4215675 -34.5712923, -58.421663 -34.5715525)",2,,,,,,,
290552113,1239327245,0,107916845,True,Avenida Infanta Isabel,residential,30,34.847,"LINESTRING (-58.4215675 -34.5712923, -58.421768 -34.5713799, -58.4218503 -34.5714323, -58.4218895 -34.5714573)",2,,,,,,,
303891360,195721632,0,83225175,True,Sarmiento,living_street,10,61.757,"LINESTRING (-58.3703434 -34.6042047, -58.371016 -34.6042491)",1,,,,,,,
305910283,1074582312,0,515964046,False,Avenida Infanta Isabel,residential,30,11.999,"LINESTRING (-58.4216744 -34.57166, -58.421663 -34.5715525)",2,,,,,,,
315591198,1131884943,0,220821763,False,,footway,,80.499,"LINESTRING (-58.4209619 -34.5655047, -58.4212493 -34.5653701, -58.4214846 -34.5649621)",,,,,,,,
315591199,1074582401,0,28709768,False,,footway,,37.674,"LINESTRING (-58.4193953 -34.5662346, -58.4193424 -34.5662608, -58.4189969 -34.5663054)",,,,,,,,
347006966,347386985,0,"[31245056, 31245059, 31245051]",False,Avenida Caballerizas,"['service', 'footway']",,250.50699999999998,"LINESTRING (-58.4828744 -34.5974193, -58.4827272 -34.5973315, -58.4823901 -34.5971008, -58.4826298 -34.5969905, -58.4831237 -34.59679, -58.4841995 -34.5963144, -58.4842593 -34.5963447)",,,,,private,,,
347386905,218028808,0,"[31245044, 31245037]",False,Zamudio,"['path', 'unclassified']",,238.435,"LINESTRING (-58.4871874 -34.5928838, -58.4858332 -34.5944719, -58.4857128 -34.5946502)",,,,,,,,
347386985,347006966,0,"[31245056, 31245059, 31245051]",False,Avenida Caballerizas,"['footway', 'service']",,250.507,"LINESTRING (-58.4842593 -34.5963447, -58.4841995 -34.5963144, -58.4831237 -34.59679, -58.4826298 -34.5969905, -58.4823901 -34.5971008, -58.4827272 -34.5973315, -58.4828744 -34.5974193)",,,,,private,,,
649544097,1912370338,0,107916881,True,Avenida Sarmiento,secondary,60,15.45,"LINESTRING (-58.4203094 -34.5806077, -58.4204289 -34.5806661, -58.4204532 -34.5806803)",3,,,,,,,
649544103,1912370338,0,"[463359356, 114060791]",False,Ciclovía Sarmiento,footway,,765.5760000000001,"LINESTRING (-58.4152733 -34.5755113, -58.4168571 -34.5772383, -58.4183952 -34.5789154, -58.4200693 -34.5806642, -58.4202298 -34.5807862, -58.4202825 -34.5807636, -58.4203656 -34.5807278, -58.4204185 -34.5807039, -58.4204532 -34.5806803)",,,,,,,,
922076922,244891975,0,"[570817603, 399146491]",True,San Martín,living_street,10,202.69,"LINESTRING (-58.3741032 -34.599776, -58.3741397 -34.5992421, -58.3741855 -34.5987306, -58.3741903 -34.5986225, -58.3742281 -34.5979562)",1,,,,,,,
922076922,81600853,0,83225201,True,Viamonte,residential,20,130.356,"LINESTRING (-58.3741032 -34.599776, -58.3731096 -34.5996965, -58.3730253 -34.5996899, -58.3726857 -34.5996624)",1,,,,,,,
1080420709,2604891077,0,459235923,False,,footway,,153.18699999999998,"LINESTRING (-58.4024675 -34.5687887, -58.4024675 -34.5685151, -58.4026292 -34.5683561, -58.4026607 -34.5683251, -58.4031113 -34.5681573, -58.4032668 -34.5680027, -58.4034572 -34.5678102)",,,,,,,,
1080420709,4551357542,0,459235923,False,,footway,,28.366999999999997,"LINESTRING (-58.4024675 -34.5687887, -58.4025319 -34.5688771, -58.4026838 -34.5689635)",,,,,,,,
1080420709,4551616498,0,459261295,False,,footway,,129.473,"LINESTRING (-58.4024675 -34.5687887, -58.402457 -34.568973, -58.4024195 -34.569044, -58.4023674 -34.5690923, -58.4022827 -34.5691446, -58.4022144 -34.569213, -58.4021639 -34.5692773, -58.4021248 -34.5693524, -58.4020613 -34.5694476, -58.4019896 -34.5695294, -58.4018529 -34.5696005, -58.4016662 -34.569649)",,,,,,,,
1123019816,1123019825,0,96906271,False,,service,,95.15,"LINESTRING (-58.4832994 -34.5934981, -58.4837116 -34.5935104, -58.4837134 -34.5936816, -58.4832944 -34.5936769)",,,,,private,,,
1123019825,1123019816,0,96906271,False,,service,,95.15,"LINESTRING (-58.4832944 -34.5936769, -58.4837134 -34.5936816, -58.4837116 -34.5935104, -58.4832994 -34.5934981)",,,,,private,,,
1239327223,1239327255,0,18773371,True,Avenida Infanta Isabel,residential,30,41.599000000000004,"LINESTRING (-58.421297 -34.5708087, -58.4214252 -34.5709745, -58.4214981 -34.5711416)",,,,,,,,
1239327223,1239327218,0,258839744,True,,residential,30,21.012999999999998,"LINESTRING (-58.421297 -34.5708087, -58.4212483 -34.570888, -58.4211349 -34.5709241)",,,,,,roundabout,,
1239327255,290552113,0,107916813,False,Avenida Infanta Isabel,residential,30,17.921,"LINESTRING (-58.4214981 -34.5711416, -58.4215675 -34.5712923)",2,,,,,,,
1239327255,1239327218,0,107916870,True,Avenida Infanta Isabel,residential,30,41.181,"LINESTRING (-58.4214981 -34.5711416, -58.4213354 -34.5710317, -58.4211349 -34.5709241)",,,,,,,,
1530465765,206114636,0,"[260498498, 139633974]",True,Avenida Juan de Garay,secondary,60,107.93799999999999,"LINESTRING (-58.3654332 -34.6239621, -58.365899 -34.6239864, -58.3666097 -34.6240324)",4,,,,,,,
1912370338,252404648,0,107916881,True,Avenida Sarmiento,secondary,60,27.92,"LINESTRING (-58.4204532 -34.5806803, -58.4205829 -34.5807349, -58.4207412 -34.5807496)",3,,,,,,,
1912370338,4550373572,0,"[463359355, 463359356]",False,Ciclovía Sarmiento,"['path', 'footway']",,20.589,"LINESTRING (-58.4204532 -34.5806803, -58.4205177 -34.5806282, -58.420534 -34.580614, -58.4206146 -34.5805514)",,,,,,,,
1912370338,649544103,0,"[463359356, 114060791]",False,Ciclovía Sarmiento,footway,,765.5759999999999,"LINESTRING (-58.4204532 -34.5806803, -58.4204185 -34.5807039, -58.4203656 -34.5807278, -58.4202825 -34.5807636, -58.4202298 -34.5807862, -58.4200693 -34.5806642, -58.4183952 -34.5789154, -58.4168571 -34.5772383, -58.4152733 -34.5755113)",,,,,,,,
2152402937,5177405324,0,"[533703729, 533702794, 533702796]",False,,"['cycleway', 'footway']",,820.4269999999998,"LINESTRING (-58.4263936 -34.5778056, -58.4263398 -34.5777012, -58.4261456 -34.5773246, -58.4261224 -34.5772797, -58.4259418 -34.5769295, -58.4257642 -34.576585, -58.4255835 -34.5762345, -58.4254096 -34.5758971, -58.4252319 -34.5755527, -58.4250524 -34.5752045, -58.4248931 -34.5749004, -58.4248272 -34.5747677, -58.4248094 -34.574729, -58.4247671 -34.5746517, -58.4247279 -34.5745707, -58.4245614 -34.5742476, -58.4244446 -34.5740212, -58.4242632 -34.5736688, -58.4240844 -34.5733217, -58.4239026 -34.5729687, -58.4237244 -34.5726229, -58.4235461 -34.5722767, -58.4233663 -34.5719278, -58.4232791 -34.5717584, -58.423169 -34.5715447, -58.4231098 -34.5714888, -58.423115 -34.5714425, -58.4230699 -34.5713079, -58.4229823 -34.571124, -58.4229499 -34.5710073)",,,,,,,,
2604891077,1080420709,0,459235923,False,,footway,,153.187,"LINESTRING (-58.4034572 -34.5678102, -58.4032668 -34.5680027, -58.4031113 -34.5681573, -58.4026607 -34.5683251, -58.4026292 -34.5683561, -58.4024675 -34.5685151, -58.4024675 -34.5687887)",,,,,,,,
2777133273,89273178,0,"[86784034, 272794142]",True,Ceretti,residential,30,300.525,"LINESTRING (-58.4937836 -34.5772171, -58.4938443 -34.5771446, -58.4944052 -34.5764595, -58.4950034 -34.5757225, -58.4956121 -34.5749726)",,,,,,,,
2894547825,2532986406,0,249086115,False,Moldes,residential,30,114.586,"LINESTRING (-58.4486412 -34.5719331, -58.4475475 -34.572434)",,,,,,,,
4550373572,1912370338,0,"[463359355, 463359356]",False,Ciclovía Sarmiento,"['path', 'footway']",,20.589,"LINESTRING (-58.4206146 -34.5805514, -58.420534 -34.580614, -58.4205177 -34.5806282, -58.4204532 -34.5806803)",,,,,,,,
4551357513,4551357534,0,459235914,False,,footway,,31.821,"LINESTRING (-58.4008984 -34.5702498, -58.4010995 -34.5704832)",,,,,,,,
4551357514,4551357534,0,459235914,False,,footway,,32.438,"LINESTRING (-58.4013035 -34.5707217, -58.4010995 -34.5704832)",,,,,,,,
4551357519,4551357534,0,459235916,False,,footway,,24.05,"LINESTRING (-58.4008837 -34.5706065, -58.4010995 -34.5704832)",,,,,,,,
4551357519,4551357519,0,459235915,False,,footway,,62.769000000000005,"LINESTRING (-58.4008837 -34.5706065, -58.4008573 -34.5705886, -58.4008254 -34.5705783, -58.4007912 -34.5705766, -58.400758 -34.5705836, -58.4007291 -34.5705988, -58.4007059 -34.5706227, -58.4006937 -34.5706515, -58.4006938 -34.5706821, -58.4007064 -34.5707109, -58.4007299 -34.5707346, -58.4007617 -34.5707504, -58.4007981 -34.5707566, -58.4008349 -34.5707524, -58.4008679 -34.5707384, -58.4008933 -34.5707161, -58.4009082 -34.570688, -58.4009108 -34.5706575, -58.4009022 -34.5706302, -58.4008837 -34.5706065)",,,,,,,,
4551357519,4551357519,1,459235915,False,,footway,,62.769,"LINESTRING (-58.4008837 -34.5706065, -58.4009022 -34.5706302, -58.4009108 -34.5706575, -58.4009082 -34.570688, -58.4008933 -34.5707161, -58.4008679 -34.5707384, -58.4008349 -34.5707524, -58.4007981 -34.5707566, -58.4007617 -34.5707504, -58.4007299 -34.5707346, -58.4007064 -34.5707109, -58.4006938 -34.5706821, -58.4006937 -34.5706515, -58.4007059 -34.5706227, -58.4007291 -34.5705988, -58.400758 -34.5705836, -58.4007912 -34.5705766, -58.4008254 -34.5705783, -58.4008573 -34.5705886, -58.4008837 -34.5706065)",,,,,,,,
4551357534,4551357514,0,459235914,False,,footway,,32.438,"LINESTRING (-58.4010995 -34.5704832, -58.4013035 -34.5707217)",,,,,,,,
4551357534,4551357513,0,459235914,False,,footway,,31.821,"LINESTRING (-58.4010995 -34.5704832, -58.4008984 -34.5702498)",,,,,,,,
4551357534,4551357519,0,459235916,False,,footway,,24.05,"LINESTRING (-58.4010995 -34.5704832, -58.4008837 -34.5706065)",,,,,,,,
4551357534,4551357537,0,"[459235916, 459235917, 459235918]",False,,footway,,94.58800000000001,"LINESTRING (-58.4010995 -34.5704832, -58.4016055 -34.5701959, -58.4018818 -34.5700303, -58.4018959 -34.5700217, -58.4019435 -34.5699928)",,,yes,,,,,
4551357537,4551357534,0,"[459235916, 459235917, 459235918]",False,,footway,,94.588,"LINESTRING (-58.4019435 -34.5699928, -58.4018959 -34.5700217, -58.4018818 -34.5700303, -58.4016055 -34.5701959, -58.4010995 -34.5704832)",,,yes,,,,,
4551357537,4551357545,0,487394566,False,,footway,,85.919,"LINESTRING (-58.4019435 -34.5699928, -58.4019408 -34.5699375, -58.402045 -34.56983, -58.4022627 -34.5697299, -58.4024773 -34.5696769, -58.4027079 -34.5696835)",,,,,,,,
4551357537,4551357545,1,487394566,False,,footway,,105.2,"LINESTRING (-58.4019435 -34.5699928, -58.4020991 -34.5701032, -58.4022278 -34.5701452, -58.4023083 -34.5701452, -58.4024681 -34.5700809, -58.4025825 -34.5699709, -58.4027079 -34.5696835)",,,,,,,,
4551357542,1080420709,0,459235923,False,,footway,,28.366999999999997,"LINESTRING (-58.4026838 -34.5689635, -58.4025319 -34.5688771, -58.4024675 -34.5687887)",,,,,,,,
4551357543,4551357544,0,459235920,False,,footway,,24.392,"LINESTRING (-58.4028125 -34.5690408, -58.4030325 -34.5691645)",,,,,,,,
