directness,directness_lcc
0.758437899132129,0.7622403704347227
0.7366046982307849,0.747803722022791
0.7378628749158683,0.7420655054236184
0.715911086942868,0.7203447728062058
0.709823994094481,0.7046755040363282
0.6990934067719201,0.6907781767086006
0.6728624917284165,0.6821805847522593
0.6657151946334499,0.663940946126606
0.6601496445756678,0.6652836269015922
0.6387737341096513,0.6248798935729353
0.630824342649915,0.6237737644994912
0.6208151587665471,0.6089204226579965
0.611962678458189,0.6047648368839835
0.587050383678502,0.5817584546437375
0.5721135899842846,0.5744400120485275
0.566440037558174,0.5626109166027219
0.5806054526729786,0.5642450511506132
0.5248247967388466,0.545822588761591
0.5404193281733771,0.5174178713697218
0.5190819195196567,0.5111833290997708
0.49774111431512214,0.5132526100386151
0.511785868343063,0.4962167641973179
0.5016626938625387,0.4829589524578327
0.4910580523778302,0.48997394109204395
0.4789006263773292,0.48224721600760456
0.47425576502322775,0.4766173152500587
0.47915066873031303,0.4702325100658676
0.4327727052469848,0.4160539358537657
0.4438996756090676,0.44909551217707044
0.42614147505403294,0.40736229413631264
0.41753787714413165,0.3965666212682557
0.4248922041809148,0.4113442513673742
0.4261297924986515,0.4078268905217495
0.38594736636544547,0.3822473012417947
0.4025008936527908,0.39008672887633916
0.39362977967213375,0.38631195106302046
0.39221251973909393,0.38183404704061585
0.3743040682438076,0.37126215703432086
0.37036705830372313,0.36707509174261815
0.37781921460473245,0.3893473117355347
