network,length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,efficiency_global,efficiency_local
bikeable,4019.5175171222177,2401.4721351079825,647.8768006762052,0.6378704702408277,0.6414308346016006,208,1120,0.29045380257884507,0.1049889227521422
biketrack,1247.7733257474868,187.77476376221185,491.5208683615907,0.6910475026463766,0.7000092292162013,169,891,0.19585692170767707,0.14167180835866308
biketrackcarall,6388.761190911385,6327.380119074173,731.6125203179191,0.7846941106500643,0.7887277351797248,237,168,0.7618406525761072,0.15373339215068751
carall,5917.165920468856,5898.331714028759,729.6575853792947,0.7984345440279655,0.7956965081837887,237,59,0.7529817714160038,0.15146082298569483
