u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,bridge,ref,access
5337879923,62856393,0,"[501705280, 656187905, 520648930, 501705281, 500144992, 120436485, 545955303, 39800743, 39800744, 500144968, 270520082, 71691699, 509181334, 639817656]",False,2,tertiary,1618.906,"LINESTRING (-83.0668299 42.3563105, -83.0669312 42.3564863, -83.0670514 42.3566965, -83.0670951 42.3567791, -83.0671371 42.3568544, -83.0671711 42.356914, -83.0672039 42.3569709, -83.0675736 42.3575877, -83.06770419999999 42.3578165, -83.0677295 42.3578608, -83.0678987 42.3581747, -83.0679447 42.3582601, -83.0680334 42.3584153, -83.0681064 42.3585363, -83.0682477 42.3587844, -83.0683001 42.3588754, -83.06833039999999 42.3589283, -83.068595 42.359378, -83.06865980000001 42.3594916, -83.0686743 42.3595171, -83.06871049999999 42.3595806, -83.0688064 42.3597486, -83.06892070000001 42.3599489, -83.0689349 42.3599738, -83.0689587 42.3600155, -83.069002 42.3600915, -83.0691211 42.3603002, -83.069316 42.360642, -83.0695089 42.360982, -83.0696832 42.361288, -83.069737 42.361384, -83.0698324 42.3615504, -83.0698948 42.3616592, -83.0700997 42.3620167, -83.0701593 42.3621206, -83.0703477 42.3624493, -83.0707443 42.363138, -83.0707761 42.363193, -83.07079400000001 42.363224, -83.07084500000001 42.363312, -83.07087079999999 42.3633574, -83.0710253 42.3636298, -83.0711912 42.3639221, -83.071338 42.364181, -83.07149510000001 42.3644566, -83.0718236 42.3650328, -83.071867 42.365109, -83.0719295 42.365219, -83.0722347 42.3657561, -83.07232879999999 42.3659218, -83.072379 42.3660102, -83.0724142 42.3660721, -83.0724439 42.3661259, -83.07254380000001 42.3663066, -83.072935 42.3670144, -83.0731978 42.3673512, -83.0735289 42.3677756, -83.073573 42.367843, -83.073617 42.3679115, -83.0737113 42.3680509, -83.07400579999999 42.3684864, -83.074054 42.368558, -83.074101 42.3686284, -83.0743119 42.3689438, -83.0743799 42.3690455, -83.0747123 42.3695427, -83.07476800000001 42.369626)",25 mph,Cass Avenue,yes,,
62913599,3415383202,0,355170871,False,,cycleway,44.829,"LINESTRING (-83.065623 42.320126, -83.06514129999999 42.3203149)",,,,,
429910080,2334082501,0,36972174,False,,cycleway,171.57600000000002,"LINESTRING (-83.2642261 42.3433072, -83.2640464 42.3431102, -83.2637718 42.3427422, -83.2635829 42.3423996, -83.2634886 42.3421421, -83.2633599 42.3419126)",,,,,
737064144,6153835576,0,69706056,False,,cycleway,192.00699999999998,"LINESTRING (-83.0068421 42.3413739, -83.0068538 42.3414115, -83.0068718 42.341429, -83.00690090000001 42.341452, -83.0069274 42.3414785, -83.0069719 42.3415344, -83.0070174 42.3415853, -83.0070889 42.341636, -83.0071761 42.3416845, -83.00725370000001 42.3417211, -83.00734370000001 42.3417586, -83.00737909999999 42.3417786, -83.0074214 42.3418138, -83.0076019 42.3420012, -83.00763790000001 42.3420338, -83.00767690000001 42.3420589, -83.0077241 42.3420817, -83.0077721 42.3420966, -83.0078412 42.342109, -83.00789020000001 42.3421156, -83.00798709999999 42.3421183, -83.0080674 42.3421131, -83.0081438 42.3420974, -83.0082168 42.3420648, -83.00827169999999 42.3420305, -83.0083307 42.3419803, -83.0083691 42.3419451, -83.0083951 42.3419117, -83.008433 42.3418519, -83.00845889999999 42.3417979, -83.0084693 42.3417606)",,,,,
827855794,3416861104,0,"[324330730, 639558891, 639558892, 639558893, 334624525, 639558894, 324330733, 324330734, 324330735, 324330737, 324330739, 324330740, 324330741]",False,,cycleway,878.7980000000001,"LINESTRING (-83.06411490000001 42.3608076, -83.06390519999999 42.3604847, -83.0638732 42.3604423, -83.0637777 42.360299, -83.0636147 42.3600543, -83.0635889 42.3600157, -83.06354570000001 42.3599507, -83.0633184 42.3596087, -83.06328600000001 42.3595633, -83.0631885 42.3594264, -83.063119 42.3592951, -83.0630987 42.3592713, -83.06307099999999 42.3592322, -83.063041 42.35919, -83.0630249 42.3591663, -83.0626883 42.3586698, -83.0626657 42.358634, -83.0626441 42.3585989, -83.06262959999999 42.3585813, -83.0622122 42.35795, -83.06216689999999 42.3578815, -83.06208220000001 42.3578053, -83.0619267 42.3576573, -83.061848 42.3575849, -83.06168 42.3573314, -83.0616624 42.3573039, -83.0613645 42.3568555, -83.061323 42.3567979, -83.0612769 42.3567334, -83.0606779 42.3558277, -83.0606178 42.3557341, -83.06058090000001 42.3556738, -83.0605688 42.355654, -83.0605666 42.3556507, -83.0599794 42.3547803, -83.05996349999999 42.3547571, -83.05991520000001 42.3546863, -83.0598741 42.35462, -83.05929279999999 42.3537638)",,Midtown Loop,,,
833652435,833652552,0,"[739656882, 69706058, 739656883, 739656870]",False,,cycleway,397.995,"LINESTRING (-83.0185111 42.3348885, -83.0184017 42.3348819, -83.0183517 42.3348932, -83.01832520000001 42.3349039, -83.0172705 42.3353287, -83.0172333 42.3353399, -83.0171948 42.3353482, -83.017135 42.3353545, -83.0170847 42.3353562, -83.0170256 42.335354, -83.0169865 42.3353543, -83.016938 42.3353607, -83.0168869 42.3353772, -83.0161148 42.3356895, -83.0160656 42.3357092, -83.0159862 42.3357411, -83.0159046 42.335774, -83.0158577 42.3357928, -83.01506550000001 42.3361075, -83.01438020000001 42.3363796, -83.01420090000001 42.336452)",,,,,
833652552,833652435,0,"[739656882, 739656883, 69706058, 739656870]",False,,cycleway,397.995,"LINESTRING (-83.01420090000001 42.336452, -83.01438020000001 42.3363796, -83.01506550000001 42.3361075, -83.0158577 42.3357928, -83.0159046 42.335774, -83.0159862 42.3357411, -83.0160656 42.3357092, -83.0161148 42.3356895, -83.0168869 42.3353772, -83.016938 42.3353607, -83.0169865 42.3353543, -83.0170256 42.335354, -83.0170847 42.3353562, -83.017135 42.3353545, -83.0171948 42.3353482, -83.0172333 42.3353399, -83.0172705 42.3353287, -83.01832520000001 42.3349039, -83.0183517 42.3348932, -83.0184017 42.3348819, -83.0185111 42.3348885)",,,,,
856668590,856668592,0,72056632,False,,cycleway,12.999,"LINESTRING (-83.0458867 42.441822, -83.04574719999999 42.4417666)",,Dorais Velodrome,,,
856668590,856668619,0,72056632,False,,cycleway,7.785,"LINESTRING (-83.0458867 42.441822, -83.04595639999999 42.4418695)",,Dorais Velodrome,,,
856668592,856668602,0,72056632,False,,cycleway,24.1,"LINESTRING (-83.04574719999999 42.4417666, -83.0454575 42.4418022)",,Dorais Velodrome,,,
856668592,856668590,0,72056632,False,,cycleway,12.999,"LINESTRING (-83.04574719999999 42.4417666, -83.0458867 42.441822)",,Dorais Velodrome,,,
856668602,856668604,0,72056632,False,,cycleway,25.363,"LINESTRING (-83.0454575 42.4418022, -83.04526439999999 42.4419803)",,Dorais Velodrome,,,
856668602,856668592,0,72056632,False,,cycleway,24.1,"LINESTRING (-83.0454575 42.4418022, -83.04574719999999 42.4417666)",,Dorais Velodrome,,,
856668604,856668606,0,72056632,False,,cycleway,17.635,"LINESTRING (-83.04526439999999 42.4419803, -83.0452537 42.4421387)",,Dorais Velodrome,,,
856668604,856668602,0,72056632,False,,cycleway,25.363,"LINESTRING (-83.04526439999999 42.4419803, -83.0454575 42.4418022)",,Dorais Velodrome,,,
856668606,856668607,0,72056632,False,,cycleway,67.387,"LINESTRING (-83.0452537 42.4421387, -83.0452805 42.4427444)",,Dorais Velodrome,,,
856668606,856668604,0,72056632,False,,cycleway,17.635,"LINESTRING (-83.0452537 42.4421387, -83.04526439999999 42.4419803)",,Dorais Velodrome,,,
856668607,856668608,0,72056632,False,,cycleway,18.9,"LINESTRING (-83.0452805 42.4427444, -83.0453878 42.4428948)",,Dorais Velodrome,,,
856668607,856668606,0,72056632,False,,cycleway,67.387,"LINESTRING (-83.0452805 42.4427444, -83.0452537 42.4421387)",,Dorais Velodrome,,,
856668608,856668609,0,72056632,False,,cycleway,16.542,"LINESTRING (-83.0453878 42.4428948, -83.04556479999999 42.442966)",,Dorais Velodrome,,,
856668608,856668607,0,72056632,False,,cycleway,18.9,"LINESTRING (-83.0453878 42.4428948, -83.0452805 42.4427444)",,Dorais Velodrome,,,
856668609,856668610,0,72056632,False,,cycleway,15.128,"LINESTRING (-83.04556479999999 42.442966, -83.04574719999999 42.4429858)",,Dorais Velodrome,,,
856668609,856668608,0,72056632,False,,cycleway,16.542,"LINESTRING (-83.04556479999999 42.442966, -83.0453878 42.4428948)",,Dorais Velodrome,,,
856668610,856668611,0,72056632,False,,cycleway,18.093,"LINESTRING (-83.04574719999999 42.4429858, -83.04595639999999 42.4429344)",,Dorais Velodrome,,,
856668610,856668609,0,72056632,False,,cycleway,15.128,"LINESTRING (-83.04574719999999 42.4429858, -83.04556479999999 42.442966)",,Dorais Velodrome,,,
856668611,856668613,0,72056632,False,,cycleway,14.633,"LINESTRING (-83.04595639999999 42.4429344, -83.0460798 42.4428394)",,Dorais Velodrome,,,
856668611,856668610,0,72056632,False,,cycleway,18.093,"LINESTRING (-83.04595639999999 42.4429344, -83.04574719999999 42.4429858)",,Dorais Velodrome,,,
856668613,856668614,0,72056632,False,,cycleway,15.064,"LINESTRING (-83.0460798 42.4428394, -83.0461281 42.4427087)",,Dorais Velodrome,,,
856668613,856668611,0,72056632,False,,cycleway,14.633,"LINESTRING (-83.0460798 42.4428394, -83.04595639999999 42.4429344)",,Dorais Velodrome,,,
856668614,1092279144,0,72056632,False,,cycleway,67.126,"LINESTRING (-83.0461281 42.4427087, -83.04609910000001 42.4421054)",,Dorais Velodrome,,,
856668614,856668613,0,72056632,False,,cycleway,15.064,"LINESTRING (-83.0461281 42.4427087, -83.0460798 42.4428394)",,Dorais Velodrome,,,
856668615,856668616,0,72056632,False,,cycleway,14.577,"LINESTRING (-83.0460959 42.4420397, -83.04602079999999 42.4419209)",,Dorais Velodrome,,,
856668615,1092279144,0,72056632,False,,cycleway,7.31,"LINESTRING (-83.0460959 42.4420397, -83.04609910000001 42.4421054)",,Dorais Velodrome,,,
856668616,856668619,0,72056632,False,,cycleway,7.784,"LINESTRING (-83.04602079999999 42.4419209, -83.04595639999999 42.4418695)",,Dorais Velodrome,,,
856668616,856668615,0,72056632,False,,cycleway,14.577,"LINESTRING (-83.04602079999999 42.4419209, -83.0460959 42.4420397)",,Dorais Velodrome,,,
856668619,856668590,0,72056632,False,,cycleway,7.785,"LINESTRING (-83.04595639999999 42.4418695, -83.0458867 42.441822)",,Dorais Velodrome,,,
856668619,856668616,0,72056632,False,,cycleway,7.784,"LINESTRING (-83.04595639999999 42.4418695, -83.04602079999999 42.4419209)",,Dorais Velodrome,,,
1092279144,856668615,0,72056632,False,,cycleway,7.31,"LINESTRING (-83.04609910000001 42.4421054, -83.0460959 42.4420397)",,Dorais Velodrome,,,
1092279144,856668614,0,72056632,False,,cycleway,67.126,"LINESTRING (-83.04609910000001 42.4421054, -83.0461281 42.4427087)",,Dorais Velodrome,,,
1497777199,1497777200,0,136541440,False,,cycleway,82.744,"LINESTRING (-83.11989029999999 42.3596882, -83.1198516 42.3597421, -83.1194177 42.3603453)",,Ivanhoe Street,yes,,
1497777200,1497777199,0,136541440,False,,cycleway,82.744,"LINESTRING (-83.1194177 42.3603453, -83.1198516 42.3597421, -83.11989029999999 42.3596882)",,Ivanhoe Street,yes,,
2334082501,429910080,0,36972174,False,,cycleway,171.576,"LINESTRING (-83.2633599 42.3419126, -83.2634886 42.3421421, -83.2635829 42.3423996, -83.2637718 42.3427422, -83.2640464 42.3431102, -83.2642261 42.3433072)",,,,,
2690682434,2690682506,0,"[263446529, 553867522, 553867521, 263446543, 333930970]",False,,cycleway,3105.5170000000003,"LINESTRING (-83.2543902 42.3513744, -83.25443970000001 42.3513276, -83.25447819999999 42.3512504, -83.2544755 42.3511284, -83.25445620000001 42.3510268, -83.2544122 42.3509191, -83.2543847 42.3508093, -83.2543435 42.3506935, -83.25428290000001 42.3505908, -83.2541729 42.3504648, -83.2540382 42.3503245, -83.25396670000001 42.3502249, -83.2538759 42.3501457, -83.2536944 42.350044, -83.2535403 42.3499648, -83.25337810000001 42.3498591, -83.253246 42.3498082, -83.2531223 42.3497899, -83.25297380000001 42.349794, -83.2527867 42.3497676, -83.25263270000001 42.3497046, -83.2524897 42.3496273, -83.2523604 42.3495907, -83.2521981 42.3495867, -83.2520304 42.3495785, -83.2519314 42.3495491, -83.2518571 42.3494718, -83.25179110000001 42.3493926, -83.2516921 42.3493295, -83.2515683 42.3492787, -83.25141429999999 42.3491913, -83.2513153 42.3491141, -83.25119979999999 42.3490328, -83.2511117 42.3489759, -83.251065 42.348923, -83.2509577 42.3488437, -83.25082569999999 42.3487685, -83.2507019 42.3486811, -83.2506139 42.3485947, -83.25055070000001 42.348485, -83.2504902 42.3483772, -83.2504544 42.3482675, -83.25044889999999 42.3481008, -83.2504296 42.3479707, -83.2504021 42.3477938, -83.2503746 42.3476881, -83.2502949 42.3475336, -83.2502399 42.3474422, -83.25016290000001 42.3473395, -83.25009129999999 42.3472196, -83.2500776 42.3471139, -83.25006380000001 42.346998, -83.25002259999999 42.3468252, -83.25001159999999 42.3466321, -83.2500446 42.3464532, -83.2501106 42.3463506, -83.25014640000001 42.3462733, -83.25015740000001 42.3462205, -83.2501986 42.3460863, -83.25023710000001 42.3460152, -83.2502894 42.345883, -83.2503306 42.3457794, -83.25040490000001 42.3456981, -83.2504709 42.3455944, -83.2505259 42.3455049, -83.2506552 42.3454379, -83.2507597 42.3453667, -83.2508285 42.3453017, -83.2508945 42.345202, -83.2509742 42.3450689, -83.2510072 42.3449734, -83.25106220000001 42.344888, -83.2511585 42.3447863, -83.2512328 42.3446969, -83.2512658 42.3446095, -83.2512878 42.344516, -83.2513593 42.3444123, -83.25146650000001 42.3443188, -83.2519149 42.343839, -83.25195890000001 42.3437831, -83.2519671 42.3437018, -83.25199189999999 42.3435209, -83.2519946 42.3428277, -83.2519781 42.3427362, -83.2519479 42.3426508, -83.2519094 42.3425725, -83.25185980000001 42.3424689, -83.25180760000001 42.3423733, -83.2517663 42.3423306, -83.2517113 42.3423144, -83.25148849999999 42.3423286, -83.2509907 42.3423916, -83.25081470000001 42.3424038, -83.2506442 42.3424038, -83.2504792 42.3424038, -83.25008029999999 42.3424404, -83.2498741 42.3424668, -83.24967049999999 42.342475, -83.24961 42.3424587, -83.2494959 42.3424297, -83.2491637 42.3424638, -83.2485339 42.3425323, -83.24789730000001 42.3426187, -83.24710229999999 42.3427028, -83.24578700000001 42.3428551, -83.24560270000001 42.3430482, -83.2454707 42.3431661, -83.2453524 42.3433105, -83.2452397 42.3434934, -83.2451956 42.3436398, -83.2451791 42.3437821, -83.24520939999999 42.3439895, -83.2452754 42.3442232, -83.24537170000001 42.3444123, -83.2455064 42.344644, -83.245622 42.3448372, -83.24578150000001 42.3450963, -83.245875 42.3452407, -83.2459162 42.3453301, -83.2459272 42.3454196, -83.2459025 42.3455049, -83.2458172 42.3455964, -83.2455394 42.3458099, -83.2453524 42.3459826, -83.2452341 42.3461127, -83.2451461 42.3462672, -83.2450746 42.34644, -83.2450499 42.3466331, -83.2450664 42.3467104, -83.2451626 42.3469086, -83.2452699 42.3470529, -83.24542390000001 42.3471728, -83.24561370000001 42.3473395, -83.24587219999999 42.3475387, -83.245952 42.3475916, -83.24603999999999 42.347618, -83.2461583 42.3476709, -83.2462738 42.3477339, -83.2464306 42.3477837, -83.2465461 42.3478243, -83.2466754 42.3478934, -83.24677440000001 42.3479849, -83.24684860000001 42.3480865, -83.2468624 42.348178, -83.2468679 42.3483, -83.2468871 42.348428, -83.2469476 42.3486293, -83.24701640000001 42.3488508, -83.24704939999999 42.3490531, -83.2471182 42.3492462, -83.24722269999999 42.3494759, -83.24729069999999 42.3496286, -83.247517 42.3501365, -83.247792 42.3507931, -83.2478993 42.350976, -83.248012 42.3511406, -83.2481523 42.3512748, -83.2483366 42.3514354, -83.2485181 42.3515533, -83.2488812 42.3517342, -83.2490627 42.3517972, -83.2493982 42.3519029, -83.2495825 42.3519476, -83.24979159999999 42.3520025, -83.2500391 42.3520695, -83.2503004 42.3521732, -83.2508917 42.3525269, -83.25104020000001 42.3525939, -83.2511695 42.3525858, -83.2512809 42.3525721)",,,yes,,
2690682434,2690682506,1,"[263446529, 263446534, 263446543]",False,,cycleway,297.322,"LINESTRING (-83.2543902 42.3513744, -83.25429939999999 42.3514008, -83.2541482 42.3514069, -83.2539501 42.3513927, -83.25383189999999 42.3513846, -83.2537631 42.351413, -83.25363110000001 42.3514557, -83.2533863 42.3515228, -83.2530095 42.3516427, -83.2527565 42.3517301, -83.2525364 42.3518541, -83.25238520000001 42.3519415, -83.25221190000001 42.3520492, -83.2521349 42.3521346, -83.251695 42.3523976, -83.2514968 42.3524964, -83.2512809 42.3525721)",,,yes,,
2690682434,2690682461,0,263446540,False,,cycleway,36.954,"LINESTRING (-83.2543902 42.3513744, -83.2544456 42.3514448, -83.2544587 42.3515183, -83.2544709 42.3516144, -83.2544386 42.351691)",,,,,
2690682461,2690682864,0,"[263446539, 263446532, 263446535]",False,,cycleway,2703.5010000000007,"LINESTRING (-83.2544386 42.351691, -83.2544963 42.3517926, -83.25454310000001 42.352008, -83.25460630000001 42.3522398, -83.2546778 42.352443, -83.2548731 42.3526849, -83.2550822 42.3528983, -83.2553407 42.3531199, -83.25576700000001 42.353441, -83.25642430000001 42.3538872, -83.2569579 42.3542428, -83.2571312 42.3543648, -83.257717 42.3547144, -83.2582231 42.3550111, -83.2586907 42.3552469, -83.25925719999999 42.3554745, -83.2596781 42.3556453, -83.2601264 42.3558079, -83.26061319999999 42.3559603, -83.260858 42.3560538, -83.261045 42.3561392, -83.26122650000001 42.356257, -83.2614658 42.3564928, -83.26160609999999 42.3566717, -83.2616776 42.3568586, -83.2616968 42.356941, -83.26171890000001 42.3573576, -83.26164730000001 42.3574714, -83.2616171 42.3576665, -83.26162530000001 42.357819, -83.2616501 42.3579592, -83.26175189999999 42.3580588, -83.2619471 42.3581645, -83.2621644 42.3582722, -83.26237070000001 42.3583474, -83.26256050000001 42.3584185, -83.26305000000001 42.358573, -83.26341859999999 42.358699, -83.2636991 42.3588494, -83.26394670000001 42.3590262, -83.26415849999999 42.3592132, -83.2643537 42.3594936, -83.26441149999999 42.3596877, -83.26440049999999 42.3598747, -83.2643455 42.360147, -83.2642822 42.3603503, -83.2641199 42.3605393, -83.26395770000001 42.3607019, -83.2636771 42.3609315, -83.26355340000001 42.3610474, -83.2634489 42.3611246, -83.2633003 42.3612303, -83.26308299999999 42.3613197, -83.26280250000001 42.361401, -83.2627221 42.3614219, -83.26259899999999 42.3614538, -83.2623789 42.3615148, -83.2622387 42.361588, -83.2620902 42.3616692, -83.2619196 42.3617444, -83.26160059999999 42.3618278, -83.26137780000001 42.3618643, -83.2610863 42.3618969, -83.26082220000001 42.361907, -83.2606737 42.361903, -83.2604867 42.3618969, -83.2599503 42.3618847, -83.2594553 42.3618765, -83.2591802 42.3618948, -83.25894099999999 42.3619212, -83.2586577 42.36197, -83.2584844 42.3620127, -83.25821209999999 42.3620838, -83.2579728 42.3621387, -83.2576978 42.3622241, -83.25743370000001 42.3622972, -83.257211 42.3623927, -83.25700740000001 42.3625025, -83.25678189999999 42.3626346, -83.25659210000001 42.3627667, -83.2563363 42.3629811, -83.2561884 42.3631116, -83.2561383 42.3631558, -83.25598979999999 42.3633225, -83.2558798 42.3635176, -83.2558138 42.3637411, -83.2557808 42.3639769, -83.2557532 42.3642502, -83.2557683 42.3643512, -83.2557753 42.3643985, -83.2558853 42.3647339, -83.25597879999999 42.3650407, -83.25605849999999 42.3653892, -83.2560943 42.3656778, -83.2561053 42.365946, -83.2560778 42.3662062, -83.2560283 42.3664165, -83.25596779999999 42.3666827, -83.25592930000001 42.3669713, -83.2559183 42.3671054, -83.255877 42.3672192, -83.2558578 42.3673228, -83.2558935 42.3678847, -83.2558825 42.368094)",,,yes,,
2690682461,2690682513,0,"[263740851, 263446539, 263446533]",False,,cycleway,279.392,"LINESTRING (-83.2544386 42.351691, -83.254345 42.3516686, -83.2542158 42.3516473, -83.2538802 42.3516798, -83.2535089 42.3517326, -83.2532119 42.3518078, -83.25297810000001 42.3519034, -83.2526646 42.3520619, -83.252318 42.3522367, -83.2518999 42.3524847, -83.25177069999999 42.3525741, -83.2516332 42.3527184, -83.2515757 42.3527963)",,,yes,,
2690682461,2690682434,0,263446540,False,,cycleway,36.954,"LINESTRING (-83.2544386 42.351691, -83.2544709 42.3516144, -83.2544587 42.3515183, -83.2544456 42.3514448, -83.2543902 42.3513744)",,,,,
2690682506,2690682513,0,263446541,False,,cycleway,34.855000000000004,"LINESTRING (-83.2512809 42.3525721, -83.25138560000001 42.3526639, -83.2514161 42.3526849, -83.2514846 42.35274, -83.2515757 42.3527963)",,,,,
2690682506,2690682434,0,"[263446529, 263446534, 263446543]",False,,cycleway,297.322,"LINESTRING (-83.2512809 42.3525721, -83.2514968 42.3524964, -83.251695 42.3523976, -83.2521349 42.3521346, -83.25221190000001 42.3520492, -83.25238520000001 42.3519415, -83.2525364 42.3518541, -83.2527565 42.3517301, -83.2530095 42.3516427, -83.2533863 42.3515228, -83.25363110000001 42.3514557, -83.2537631 42.351413, -83.25383189999999 42.3513846, -83.2539501 42.3513927, -83.2541482 42.3514069, -83.25429939999999 42.3514008, -83.2543902 42.3513744)",,,yes,,
2690682506,2690682434,1,"[553867521, 553867522, 263446529, 263446543, 333930970]",False,,cycleway,3105.517,"LINESTRING (-83.2512809 42.3525721, -83.2511695 42.3525858, -83.25104020000001 42.3525939, -83.2508917 42.3525269, -83.2503004 42.3521732, -83.2500391 42.3520695, -83.24979159999999 42.3520025, -83.2495825 42.3519476, -83.2493982 42.3519029, -83.2490627 42.3517972, -83.2488812 42.3517342, -83.2485181 42.3515533, -83.2483366 42.3514354, -83.2481523 42.3512748, -83.248012 42.3511406, -83.2478993 42.350976, -83.247792 42.3507931, -83.247517 42.3501365, -83.24729069999999 42.3496286, -83.24722269999999 42.3494759, -83.2471182 42.3492462, -83.24704939999999 42.3490531, -83.24701640000001 42.3488508, -83.2469476 42.3486293, -83.2468871 42.348428, -83.2468679 42.3483, -83.2468624 42.348178, -83.24684860000001 42.3480865, -83.24677440000001 42.3479849, -83.2466754 42.3478934, -83.2465461 42.3478243, -83.2464306 42.3477837, -83.2462738 42.3477339, -83.2461583 42.3476709, -83.24603999999999 42.347618, -83.245952 42.3475916, -83.24587219999999 42.3475387, -83.24561370000001 42.3473395, -83.24542390000001 42.3471728, -83.2452699 42.3470529, -83.2451626 42.3469086, -83.2450664 42.3467104, -83.2450499 42.3466331, -83.2450746 42.34644, -83.2451461 42.3462672, -83.2452341 42.3461127, -83.2453524 42.3459826, -83.2455394 42.3458099, -83.2458172 42.3455964, -83.2459025 42.3455049, -83.2459272 42.3454196, -83.2459162 42.3453301, -83.245875 42.3452407, -83.24578150000001 42.3450963, -83.245622 42.3448372, -83.2455064 42.344644, -83.24537170000001 42.3444123, -83.2452754 42.3442232, -83.24520939999999 42.3439895, -83.2451791 42.3437821, -83.2451956 42.3436398, -83.2452397 42.3434934, -83.2453524 42.3433105, -83.2454707 42.3431661, -83.24560270000001 42.3430482, -83.24578700000001 42.3428551, -83.24710229999999 42.3427028, -83.24789730000001 42.3426187, -83.2485339 42.3425323, -83.2491637 42.3424638, -83.2494959 42.3424297, -83.24961 42.3424587, -83.24967049999999 42.342475, -83.2498741 42.3424668, -83.25008029999999 42.3424404, -83.2504792 42.3424038, -83.2506442 42.3424038, -83.25081470000001 42.3424038, -83.2509907 42.3423916, -83.25148849999999 42.3423286, -83.2517113 42.3423144, -83.2517663 42.3423306, -83.25180760000001 42.3423733, -83.25185980000001 42.3424689, -83.2519094 42.3425725, -83.2519479 42.3426508, -83.2519781 42.3427362, -83.2519946 42.3428277, -83.25199189999999 42.3435209, -83.2519671 42.3437018, -83.25195890000001 42.3437831, -83.2519149 42.343839, -83.25146650000001 42.3443188, -83.2513593 42.3444123, -83.2512878 42.344516, -83.2512658 42.3446095, -83.2512328 42.3446969, -83.2511585 42.3447863, -83.25106220000001 42.344888, -83.2510072 42.3449734, -83.2509742 42.3450689, -83.2508945 42.345202, -83.2508285 42.3453017, -83.2507597 42.3453667, -83.2506552 42.3454379, -83.2505259 42.3455049, -83.2504709 42.3455944, -83.25040490000001 42.3456981, -83.2503306 42.3457794, -83.2502894 42.345883, -83.25023710000001 42.3460152, -83.2501986 42.3460863, -83.25015740000001 42.3462205, -83.25014640000001 42.3462733, -83.2501106 42.3463506, -83.2500446 42.3464532, -83.25001159999999 42.3466321, -83.25002259999999 42.3468252, -83.25006380000001 42.346998, -83.2500776 42.3471139, -83.25009129999999 42.3472196, -83.25016290000001 42.3473395, -83.2502399 42.3474422, -83.2502949 42.3475336, -83.2503746 42.3476881, -83.2504021 42.3477938, -83.2504296 42.3479707, -83.25044889999999 42.3481008, -83.2504544 42.3482675, -83.2504902 42.3483772, -83.25055070000001 42.348485, -83.2506139 42.3485947, -83.2507019 42.3486811, -83.25082569999999 42.3487685, -83.2509577 42.3488437, -83.251065 42.348923, -83.2511117 42.3489759, -83.25119979999999 42.3490328, -83.2513153 42.3491141, -83.25141429999999 42.3491913, -83.2515683 42.3492787, -83.2516921 42.3493295, -83.25179110000001 42.3493926, -83.2518571 42.3494718, -83.2519314 42.3495491, -83.2520304 42.3495785, -83.2521981 42.3495867, -83.2523604 42.3495907, -83.2524897 42.3496273, -83.25263270000001 42.3497046, -83.2527867 42.3497676, -83.25297380000001 42.349794, -83.2531223 42.3497899, -83.253246 42.3498082, -83.25337810000001 42.3498591, -83.2535403 42.3499648, -83.2536944 42.350044, -83.2538759 42.3501457, -83.25396670000001 42.3502249, -83.2540382 42.3503245, -83.2541729 42.3504648, -83.25428290000001 42.3505908, -83.2543435 42.3506935, -83.2543847 42.3508093, -83.2544122 42.3509191, -83.25445620000001 42.3510268, -83.2544755 42.3511284, -83.25447819999999 42.3512504, -83.25443970000001 42.3513276, -83.2543902 42.3513744)",,,yes,,
2690682513,2690682506,0,263446541,False,,cycleway,34.855000000000004,"LINESTRING (-83.2515757 42.3527963, -83.2514846 42.35274, -83.2514161 42.3526849, -83.25138560000001 42.3526639, -83.2512809 42.3525721)",,,,,
2690682513,2690682461,0,"[263446539, 263740851, 263446533]",False,,cycleway,279.392,"LINESTRING (-83.2515757 42.3527963, -83.2516332 42.3527184, -83.25177069999999 42.3525741, -83.2518999 42.3524847, -83.252318 42.3522367, -83.2526646 42.3520619, -83.25297810000001 42.3519034, -83.2532119 42.3518078, -83.2535089 42.3517326, -83.2538802 42.3516798, -83.2542158 42.3516473, -83.254345 42.3516686, -83.2544386 42.351691)",,,yes,,
