u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,bridge,ref,access
62659464,62659443,0,663998328,False,,tertiary,118.25800000000001,"LINESTRING (-83.12102299999999 42.424751, -83.120829 42.424726, -83.120632 42.424693, -83.120436 42.424654, -83.120243 42.424609, -83.1201066 42.4245752, -83.11996499999999 42.4245265, -83.119883 42.4244879, -83.1197992 42.4244327, -83.1197061 42.4243692)",25 mph,Merrill Plaisance Street,,,
62659464,62869996,0,663998329,False,,tertiary,108.636,"LINESTRING (-83.12102299999999 42.424751, -83.12083 42.424657, -83.120642 42.424558, -83.12045999999999 42.424453, -83.120225 42.424306, -83.12005600000001 42.424191, -83.11999299999999 42.424141)",30 mph,Pontchartrain Boulevard,,,
62659464,3310948693,0,"[712590300, 58897791]",False,2,"['tertiary', 'secondary_link']",922.5359999999998,"LINESTRING (-83.12102299999999 42.424751, -83.12138 42.424878, -83.12157500000001 42.424958, -83.121926 42.42512, -83.12205899999999 42.425197, -83.122227 42.425308, -83.122422 42.425459, -83.12256499999999 42.425587, -83.122839 42.425855, -83.12303900000001 42.426068, -83.12329 42.426356, -83.123389 42.426485, -83.123493 42.426654, -83.12355700000001 42.426787, -83.12365200000001 42.427061, -83.1236744 42.4271447, -83.123711 42.427282, -83.123766 42.427563, -83.12379199999999 42.427739, -83.123805 42.427898, -83.12381000000001 42.428057, -83.123805 42.428229, -83.123814 42.428422, -83.123831 42.428567, -83.123867 42.428758, -83.123919 42.428948, -83.123986 42.429135, -83.12409599999999 42.429389, -83.12423200000001 42.429652, -83.12439000000001 42.429907, -83.12461500000001 42.430205, -83.12479399999999 42.430414, -83.12497 42.430591, -83.125173 42.430765, -83.12541 42.43094, -83.12561100000001 42.431071, -83.125871 42.431219, -83.1258867 42.4313763, -83.1259079 42.4317419)",30 mph,Pontchartrain Boulevard,,,
62698225,62946580,0,"[443345024, 443345025, 443345026, 506980882, 506952596, 506980898, 421859622, 421859623, 421860780, 421860781, 421860782, 506980916, 506982202, 506982203, 506982204, 58760772, 506980935, 506954204, 506954209, 499891041, 421859572, 421859573, 219726197, 421859575, 443340920, 443340921]",False,"['7', '4', '5']",secondary,1779.4439999999997,"LINESTRING (-83.1100814 42.317021, -83.11033999999999 42.31737, -83.11050210000001 42.3175923, -83.1108644 42.3180892, -83.11090799999999 42.318149, -83.111008 42.3182832, -83.11147099999999 42.318923, -83.111705 42.3192494, -83.112093 42.319776, -83.1128235 42.3207884, -83.112942 42.3209444, -83.11320000000001 42.321293, -83.1134567 42.3216451, -83.11358389999999 42.3218117, -83.11436 42.322884, -83.1145894 42.3232007, -83.1149867 42.3237492, -83.1150428 42.3238217, -83.1151222 42.3239241, -83.11513669999999 42.3239428, -83.1152297 42.3240767, -83.1152869 42.3241558, -83.11538899999999 42.324302, -83.115521 42.324483, -83.1157874 42.3248419, -83.11599 42.325126, -83.1163318 42.3256202, -83.11646039999999 42.3257746, -83.116748 42.326171, -83.1169335 42.326426, -83.11705980000001 42.3265996, -83.11718550000001 42.3267694, -83.117728 42.327518, -83.1184025 42.3284301, -83.11855540000001 42.3286543, -83.118751 42.328923, -83.11891749999999 42.3291519, -83.11920360000001 42.3295409, -83.11967660000001 42.330184, -83.11976799999999 42.3303226, -83.11991 42.330518, -83.1199551 42.3305806, -83.12003559999999 42.3306924, -83.120338 42.331112)","['30 mph', '35 mph']",Livernois Avenue,,,
62724149,62837977,0,"[332766400, 330164928, 458225873, 458225874, 458225875, 401168372, 116751798, 219705911]",False,"['4', '5', '6']","['primary', 'secondary']",553.151,"LINESTRING (-83.05140919999999 42.3301477, -83.05147409999999 42.3302278, -83.05153199999999 42.3302992, -83.0517363 42.3305514, -83.0517577 42.3305778, -83.0517917 42.3306199, -83.0520851 42.3309818, -83.0522399 42.3311728, -83.0523706 42.3313341, -83.0525355 42.331546, -83.05265319999999 42.3316734, -83.05274799999999 42.3317968, -83.0528868 42.332034, -83.0530392 42.3322491, -83.05318699999999 42.332504, -83.0532339 42.332586, -83.0533343 42.3327968, -83.0533671 42.3328569, -83.0534687 42.3330352, -83.0535495 42.3331804, -83.0535746 42.333224, -83.05369520000001 42.3334371, -83.0537806 42.3335659, -83.0538773 42.3337037, -83.0540783 42.333963, -83.0541546 42.3340727, -83.0542221 42.3341854, -83.0542918 42.3343026, -83.05435629999999 42.3344085, -83.05446000000001 42.334569)",25 mph,Cass Avenue,,,
62739104,4216219393,0,"[421878081, 505291107, 505291108, 421878088, 494585902, 494585903]",False,"['4', '5']",primary,251.753,"LINESTRING (-83.084965 42.346943, -83.0852364 42.3470472, -83.0855292 42.3471596, -83.08578350000001 42.3472601, -83.0861704 42.347417, -83.0865888 42.3475855, -83.08676869999999 42.3476561, -83.08703939999999 42.3477711, -83.0872303 42.3478546, -83.0873021 42.3478838, -83.08765409999999 42.3480269)",30 mph,Grand River Avenue,,M 5,
62789668,4216314639,0,"[422029600, 422029601, 422029602, 421886338, 421886340, 422029605, 421886337, 422029609, 507523310, 333697809, 726067155, 726067156]",False,"['4', '5']",secondary,753.1170000000001,"LINESTRING (-82.98513199999999 42.394309, -82.98492299999999 42.394144, -82.98478900000001 42.394037, -82.984264 42.393596, -82.9842021 42.3935479, -82.98410629999999 42.3934736, -82.983889 42.393305, -82.98378 42.393232, -82.983628 42.393143, -82.98361130000001 42.3931347, -82.983216 42.392938, -82.9828109 42.3927472, -82.9825677 42.3926326, -82.982356 42.392503, -82.98214 42.392357, -82.9811167 42.3916919, -82.9807783 42.3914783, -82.980636 42.39138, -82.98028979999999 42.3911553, -82.97947000000001 42.390623, -82.9794034 42.3905795, -82.979162 42.390422, -82.9790921 42.3903821, -82.978859 42.390249, -82.97875019999999 42.3902011, -82.9785638 42.390124, -82.97850099999999 42.390098, -82.9781577 42.3899856, -82.97814289999999 42.3899807)",35 mph,Conner Street,,,
62789668,62836101,0,"[422029613, 236852113, 8758163, 506711998, 506711999, 25966590, 25966591]",True,"['3', '2']",secondary,503.208,"LINESTRING (-82.98513199999999 42.394309, -82.985472 42.394668, -82.985747 42.394882, -82.985984 42.395084, -82.98632600000001 42.395396, -82.98654500000001 42.395622, -82.986795 42.395886, -82.986918 42.396007, -82.98714 42.396237, -82.987263 42.396346, -82.987362 42.396422, -82.98745700000001 42.396487, -82.98761620000001 42.3965738, -82.98780480000001 42.3966549, -82.98787 42.39668, -82.988067 42.396759, -82.988254 42.396806, -82.98843599999999 42.396841, -82.988722 42.396898, -82.988845 42.396934, -82.9889228 42.3969644, -82.98893200000001 42.396968, -82.98907 42.397034, -82.989199 42.397104, -82.989322 42.39718, -82.9894929 42.3973189)",35 mph,Conner Street,yes,,
62821014,62836225,0,"[421886336, 421886339, 421886859, 421886861, 421886865, 421886738, 421886739, 421886741, 421886742, 421886871, 421886870, 421886869, 421886872, 421886873, 500384284, 8750531, 219579588, 507496775, 507496777, 8751963, 507523312, 643398129]",False,"['4', '5']","['tertiary', 'secondary']",2708.2810000000004,"LINESTRING (-82.959574 42.367514, -82.95952 42.367671, -82.959467 42.367756, -82.959025 42.368361, -82.95887399999999 42.368577, -82.958811 42.368698, -82.958765 42.368787, -82.958731 42.368909, -82.958702 42.369012, -82.95868900000001 42.369265, -82.9586949 42.3693026, -82.95872799999999 42.369515, -82.9588481 42.3698751, -82.958905 42.3700169, -82.9590709 42.3702691, -82.95923670000001 42.3705213, -82.960386 42.372269, -82.9610799 42.3733317, -82.961327 42.37371, -82.9615386 42.3740356, -82.961752 42.374364, -82.96229750000001 42.3752035, -82.962535 42.375569, -82.9627689 42.3759268, -82.9634818 42.3770174, -82.96390340000001 42.3776624, -82.96413 42.378009, -82.9642782 42.3782377, -82.964725 42.3789273, -82.9649895 42.3793356, -82.9651262 42.3795428, -82.96513210000001 42.3795519, -82.9652643 42.3797522, -82.965619 42.38029, -82.96590500000001 42.3807279, -82.96754199999999 42.3832341, -82.967843 42.383696, -82.9679943 42.3838993, -82.9682535 42.3842476, -82.9684366 42.3844937, -82.968509 42.384589, -82.968565 42.384663, -82.9691 42.385448, -82.9697366 42.3860689, -82.96985189999999 42.3861814, -82.9699619 42.3862886, -82.9705409 42.3868533, -82.97076300000001 42.38707, -82.97094269999999 42.3872435, -82.970994 42.387293, -82.9711224 42.3873847, -82.97124049999999 42.3874534, -82.9713526 42.3875212, -82.9715116 42.3876051, -82.9718661 42.3877469, -82.97269300000001 42.3880775, -82.9729679 42.3881809, -82.97329000000001 42.388302, -82.973561 42.388399)","['30 mph', '25 mph', '35 mph']","['Clairpointe Avenue', 'Conner Street']",,,
62836225,62821014,0,"[421886336, 421886339, 421886859, 421886861, 421886865, 421886738, 421886739, 421886869, 421886870, 421886871, 421886872, 421886873, 421886741, 421886742, 500384284, 8750531, 219579588, 507496775, 507496777, 8751963, 507523312, 643398129]",False,"['4', '5']","['tertiary', 'secondary']",2708.2809999999995,"LINESTRING (-82.973561 42.388399, -82.97329000000001 42.388302, -82.9729679 42.3881809, -82.97269300000001 42.3880775, -82.9718661 42.3877469, -82.9715116 42.3876051, -82.9713526 42.3875212, -82.97124049999999 42.3874534, -82.9711224 42.3873847, -82.970994 42.387293, -82.97094269999999 42.3872435, -82.97076300000001 42.38707, -82.9705409 42.3868533, -82.9699619 42.3862886, -82.96985189999999 42.3861814, -82.9697366 42.3860689, -82.9691 42.385448, -82.968565 42.384663, -82.968509 42.384589, -82.9684366 42.3844937, -82.9682535 42.3842476, -82.9679943 42.3838993, -82.967843 42.383696, -82.96754199999999 42.3832341, -82.96590500000001 42.3807279, -82.965619 42.38029, -82.9652643 42.3797522, -82.96513210000001 42.3795519, -82.9651262 42.3795428, -82.9649895 42.3793356, -82.964725 42.3789273, -82.9642782 42.3782377, -82.96413 42.378009, -82.96390340000001 42.3776624, -82.9634818 42.3770174, -82.9627689 42.3759268, -82.962535 42.375569, -82.96229750000001 42.3752035, -82.961752 42.374364, -82.9615386 42.3740356, -82.961327 42.37371, -82.9610799 42.3733317, -82.960386 42.372269, -82.95923670000001 42.3705213, -82.9590709 42.3702691, -82.958905 42.3700169, -82.9588481 42.3698751, -82.95872799999999 42.369515, -82.9586949 42.3693026, -82.95868900000001 42.369265, -82.958702 42.369012, -82.958731 42.368909, -82.958765 42.368787, -82.958811 42.368698, -82.95887399999999 42.368577, -82.959025 42.368361, -82.959467 42.367756, -82.95952 42.367671, -82.959574 42.367514)","['30 mph', '25 mph', '35 mph']","['Clairpointe Avenue', 'Conner Street']",,,
62837977,62724149,0,"[330164928, 332766400, 458225873, 458225874, 458225875, 401168372, 116751798, 219705911]",False,"['4', '5', '6']","['primary', 'secondary']",553.1509999999998,"LINESTRING (-83.05446000000001 42.334569, -83.05435629999999 42.3344085, -83.0542918 42.3343026, -83.0542221 42.3341854, -83.0541546 42.3340727, -83.0540783 42.333963, -83.0538773 42.3337037, -83.0537806 42.3335659, -83.05369520000001 42.3334371, -83.0535746 42.333224, -83.0535495 42.3331804, -83.0534687 42.3330352, -83.0533671 42.3328569, -83.0533343 42.3327968, -83.0532339 42.332586, -83.05318699999999 42.332504, -83.0530392 42.3322491, -83.0528868 42.332034, -83.05274799999999 42.3317968, -83.05265319999999 42.3316734, -83.0525355 42.331546, -83.0523706 42.3313341, -83.0522399 42.3311728, -83.0520851 42.3309818, -83.0517917 42.3306199, -83.0517577 42.3305778, -83.0517363 42.3305514, -83.05153199999999 42.3302992, -83.05147409999999 42.3302278, -83.05140919999999 42.3301477)",25 mph,Cass Avenue,,,
62837977,62856320,0,"[119452915, 839394203, 501944733]",False,,tertiary,406.04499999999996,"LINESTRING (-83.05446000000001 42.334569, -83.0545881 42.3347944, -83.0547991 42.335166, -83.0548264 42.3352142, -83.05486519999999 42.3352821, -83.0549027 42.3353485, -83.05494950000001 42.3354316, -83.05506939999999 42.3356442, -83.0552167 42.3359055, -83.05525470000001 42.3359729, -83.05529 42.3360355, -83.0554609 42.3363385, -83.0554807 42.3363737, -83.05550460000001 42.336416, -83.0555478 42.3364926, -83.0555968 42.3365796, -83.05563909999999 42.3366546, -83.0558429 42.337016, -83.0559255 42.3371603, -83.0559456 42.3371954, -83.0560052 42.3372995, -83.0561252 42.3375092, -83.0563069 42.3378266, -83.05636990000001 42.3379367)",25 mph,Cass Avenue,,,
62837977,471628481,0,"[501944736, 8752036, 501633959, 545955377, 505293653, 505293654, 219477239]",False,"['4', '5']",primary,420.637,"LINESTRING (-83.05446000000001 42.334569, -83.0547254 42.3346751, -83.05552400000001 42.335, -83.05570059999999 42.3350713, -83.055831 42.335124, -83.0562396 42.3352888, -83.056291 42.335307, -83.05654800000001 42.335415, -83.0574151 42.3357676, -83.0577971 42.3359192, -83.05795500000001 42.335983, -83.0581569 42.3360698, -83.0587641 42.3363306, -83.058858 42.336371, -83.0589353 42.336403)",30 mph,Grand River Avenue,,M 5,
62838013,660518575,0,"[505293656, 512738105, 220163475, 219477245]",False,"['4', '5']",primary,406.727,"LINESTRING (-83.06601209999999 42.3392906, -83.0659476 42.3392633, -83.065527 42.339085, -83.0651888 42.3389468, -83.06513099999999 42.338924, -83.06440499999999 42.338628, -83.062803 42.337976, -83.062487 42.3378476, -83.0617867 42.3375641, -83.06168359999999 42.3375182)",30 mph,Grand River Avenue,,M 5,
62838031,4952616982,0,"[505291104, 505291105, 416058788, 416058789, 505291103, 421878087, 421878086, 501654345, 421878084, 421878091, 421878092, 480814066, 505291101, 505291102, 421878079]",False,"['4', '5']",primary,1384.1700000000005,"LINESTRING (-83.07007900000001 42.3409371, -83.0703153 42.3410306, -83.0710634 42.3413419, -83.0712051 42.3414001, -83.07180719999999 42.3416332, -83.0721781 42.3417854, -83.0722318 42.3418051, -83.07233650000001 42.3418434, -83.0725747 42.3419433, -83.07300239999999 42.3421271, -83.07320439999999 42.3421945, -83.0735371 42.3423366, -83.0736902 42.3424, -83.07400199999999 42.342529, -83.07431390000001 42.3426487, -83.0746943 42.3427947, -83.0747739 42.3428253, -83.074893 42.3428804, -83.07546600000001 42.343113, -83.076016 42.343335, -83.0767779 42.3436437, -83.0775289 42.343946, -83.07776 42.344039, -83.07876659999999 42.3444538, -83.0790384 42.3445564, -83.07939759999999 42.3446925, -83.0796237 42.3447878, -83.0798602 42.3448853, -83.0801245 42.3449924, -83.0803446 42.3450783, -83.08115170000001 42.3454085, -83.08156889999999 42.3455791, -83.0818623 42.3456961, -83.08204809999999 42.3457702, -83.0823106 42.3458746, -83.082475 42.34594, -83.08268150000001 42.3460213, -83.0830143 42.3461523, -83.08316499999999 42.3462137, -83.0835299 42.3463553, -83.08405999999999 42.3465706, -83.0848628 42.3468966)",30 mph,Grand River Avenue,,M 5,
62838074,4952616985,0,"[421878089, 421878082, 505291110]",False,5,primary,151.037,"LINESTRING (-83.08935200000001 42.348713, -83.08918869999999 42.3486407, -83.08905059999999 42.3485822, -83.08891490000001 42.3485267, -83.0888336 42.3484986, -83.08869970000001 42.3484458, -83.08793 42.348143, -83.0877382 42.3480637)",30 mph,Grand River Avenue,,M 5,
62856320,62837977,0,"[839394203, 501944733, 119452915]",False,,tertiary,406.0450000000001,"LINESTRING (-83.05636990000001 42.3379367, -83.0563069 42.3378266, -83.0561252 42.3375092, -83.0560052 42.3372995, -83.0559456 42.3371954, -83.0559255 42.3371603, -83.0558429 42.337016, -83.05563909999999 42.3366546, -83.0555968 42.3365796, -83.0555478 42.3364926, -83.05550460000001 42.336416, -83.0554807 42.3363737, -83.0554609 42.3363385, -83.05529 42.3360355, -83.05525470000001 42.3359729, -83.0552167 42.3359055, -83.05506939999999 42.3356442, -83.05494950000001 42.3354316, -83.0549027 42.3353485, -83.05486519999999 42.3352821, -83.0548264 42.3352142, -83.0547991 42.335166, -83.0545881 42.3347944, -83.05446000000001 42.334569)",25 mph,Cass Avenue,,,
62856393,5337879923,0,"[501705280, 501705281, 500144992, 520648930, 656187905, 120436485, 39800743, 500144968, 39800744, 545955303, 270520082, 71691699, 509181334, 639817656]",False,2,tertiary,1618.9060000000004,"LINESTRING (-83.07476800000001 42.369626, -83.0747123 42.3695427, -83.0743799 42.3690455, -83.0743119 42.3689438, -83.074101 42.3686284, -83.074054 42.368558, -83.07400579999999 42.3684864, -83.0737113 42.3680509, -83.073617 42.3679115, -83.073573 42.367843, -83.0735289 42.3677756, -83.0731978 42.3673512, -83.072935 42.3670144, -83.07254380000001 42.3663066, -83.0724439 42.3661259, -83.0724142 42.3660721, -83.072379 42.3660102, -83.07232879999999 42.3659218, -83.0722347 42.3657561, -83.0719295 42.365219, -83.071867 42.365109, -83.0718236 42.3650328, -83.07149510000001 42.3644566, -83.071338 42.364181, -83.0711912 42.3639221, -83.0710253 42.3636298, -83.07087079999999 42.3633574, -83.07084500000001 42.363312, -83.07079400000001 42.363224, -83.0707761 42.363193, -83.0707443 42.363138, -83.0703477 42.3624493, -83.0701593 42.3621206, -83.0700997 42.3620167, -83.0698948 42.3616592, -83.0698324 42.3615504, -83.069737 42.361384, -83.0696832 42.361288, -83.0695089 42.360982, -83.069316 42.360642, -83.0691211 42.3603002, -83.069002 42.3600915, -83.0689587 42.3600155, -83.0689349 42.3599738, -83.06892070000001 42.3599489, -83.0688064 42.3597486, -83.06871049999999 42.3595806, -83.0686743 42.3595171, -83.06865980000001 42.3594916, -83.068595 42.359378, -83.06833039999999 42.3589283, -83.0683001 42.3588754, -83.0682477 42.3587844, -83.0681064 42.3585363, -83.0680334 42.3584153, -83.0679447 42.3582601, -83.0678987 42.3581747, -83.0677295 42.3578608, -83.06770419999999 42.3578165, -83.0675736 42.3575877, -83.0672039 42.3569709, -83.0671711 42.356914, -83.0671371 42.3568544, -83.0670951 42.3567791, -83.0670514 42.3566965, -83.0669312 42.3564863, -83.0668299 42.3563105)",25 mph,Cass Avenue,yes,,
62869996,62659464,0,663998329,False,,tertiary,108.636,"LINESTRING (-83.11999299999999 42.424141, -83.12005600000001 42.424191, -83.120225 42.424306, -83.12045999999999 42.424453, -83.120642 42.424558, -83.12083 42.424657, -83.12102299999999 42.424751)",30 mph,Pontchartrain Boulevard,,,
62887387,62887393,0,"[504707328, 120437570, 416058790, 525510028, 438373005, 438373006, 504707326, 504707327]",False,"['4', '5', '3']",tertiary,1137.9899999999998,"LINESTRING (-83.0733345 42.3426602, -83.0742551 42.3443308, -83.0750318 42.3456242, -83.0755781 42.3465781, -83.076004 42.3473219, -83.0764066 42.3480249, -83.0764374 42.3480786, -83.0764702 42.3481359, -83.076671 42.3484867, -83.0768747 42.3488424, -83.0769102 42.3489044, -83.07708289999999 42.3492059, -83.0774576 42.34986, -83.07749579999999 42.3499268, -83.0775347 42.349996, -83.0776212 42.3501486, -83.0777379 42.3503573, -83.0777892 42.3504504, -83.078107 42.3510019, -83.07858779999999 42.3518464, -83.0786849 42.352011, -83.0787277 42.3520858)",30 mph,Trumbull Street,,,
62887393,62887387,0,"[504707328, 120437570, 416058790, 525510028, 438373005, 438373006, 504707326, 504707327]",False,"['4', '5', '3']",tertiary,1137.9899999999998,"LINESTRING (-83.0787277 42.3520858, -83.0786849 42.352011, -83.07858779999999 42.3518464, -83.078107 42.3510019, -83.0777892 42.3504504, -83.0777379 42.3503573, -83.0776212 42.3501486, -83.0775347 42.349996, -83.07749579999999 42.3499268, -83.0774576 42.34986, -83.07708289999999 42.3492059, -83.0769102 42.3489044, -83.0768747 42.3488424, -83.076671 42.3484867, -83.0764702 42.3481359, -83.0764374 42.3480786, -83.0764066 42.3480249, -83.076004 42.3473219, -83.0755781 42.3465781, -83.0750318 42.3456242, -83.0742551 42.3443308, -83.0733345 42.3426602)",30 mph,Trumbull Street,,,
62946580,62698225,0,"[443345024, 443345025, 443345026, 506980882, 506952596, 506980898, 421859622, 421859623, 421860780, 421860781, 421860782, 506980916, 506982202, 506982203, 506982204, 58760772, 506980935, 506954204, 499891041, 506954209, 421859572, 219726197, 421859573, 421859575, 443340920, 443340921]",False,"['7', '4', '5']",secondary,1779.4440000000002,"LINESTRING (-83.120338 42.331112, -83.12003559999999 42.3306924, -83.1199551 42.3305806, -83.11991 42.330518, -83.11976799999999 42.3303226, -83.11967660000001 42.330184, -83.11920360000001 42.3295409, -83.11891749999999 42.3291519, -83.118751 42.328923, -83.11855540000001 42.3286543, -83.1184025 42.3284301, -83.117728 42.327518, -83.11718550000001 42.3267694, -83.11705980000001 42.3265996, -83.1169335 42.326426, -83.116748 42.326171, -83.11646039999999 42.3257746, -83.1163318 42.3256202, -83.11599 42.325126, -83.1157874 42.3248419, -83.115521 42.324483, -83.11538899999999 42.324302, -83.1152869 42.3241558, -83.1152297 42.3240767, -83.11513669999999 42.3239428, -83.1151222 42.3239241, -83.1150428 42.3238217, -83.1149867 42.3237492, -83.1145894 42.3232007, -83.11436 42.322884, -83.11358389999999 42.3218117, -83.1134567 42.3216451, -83.11320000000001 42.321293, -83.112942 42.3209444, -83.1128235 42.3207884, -83.112093 42.319776, -83.111705 42.3192494, -83.11147099999999 42.318923, -83.111008 42.3182832, -83.11090799999999 42.318149, -83.1108644 42.3180892, -83.11050210000001 42.3175923, -83.11033999999999 42.31737, -83.1100814 42.317021)","['30 mph', '35 mph']",Livernois Avenue,,,
62946580,4950253056,0,"[421875726, 421875727, 421875728, 504787349, 504787350, 504787351, 504787352, 504787353, 504787354, 504787357, 39800610, 421877027, 421877030, 421877032, 421876139, 421876140, 421877036, 421860783, 421860784, 421860785, 421877041, 421877044, 421877047, 421877054, 421877057, 421877058, 504944840, 504944841, 504944842, 39199699, 42434780, 504941534, 504941535, 504941536, 504941537, 504941538, 504941539, 504941540, 495623533, 421876207, 421876208, 504951288, 504951289, 504951290]",False,"['4', '7', '5', '6']",primary,3296.746000000003,"LINESTRING (-83.120338 42.331112, -83.1204547 42.3312735, -83.1207605 42.3316967, -83.1207886 42.3317356, -83.12084969999999 42.3318202, -83.1211866 42.3322794, -83.12133799999999 42.332485, -83.1215292 42.332747, -83.1216158 42.3328653, -83.1216362 42.3328935, -83.12166999999999 42.33294, -83.122198 42.333664, -83.1224653 42.3340115, -83.1227406 42.3343841, -83.122866 42.3345539, -83.123261 42.335127, -83.1236605 42.3356776, -83.123761 42.335816, -83.12382460000001 42.3359037, -83.1239769 42.3361137, -83.1240998 42.3362832, -83.1241775 42.3363905, -83.1242445 42.3364828, -83.12432800000001 42.336598, -83.12437389999999 42.3366621, -83.1244006 42.3366993, -83.1244603 42.3367828, -83.12461500000001 42.336992, -83.12466360000001 42.3370592, -83.12479740000001 42.3372439, -83.12488070000001 42.3373552, -83.1251212 42.3376908, -83.125162 42.337747, -83.1253248 42.3379708, -83.125466 42.338165, -83.125595 42.338342, -83.125738 42.33854, -83.1258899 42.3387515, -83.1261863 42.3391573, -83.12629200000001 42.339302, -83.126851 42.340073, -83.12705529999999 42.3403574, -83.12717170000001 42.3405154, -83.1272508 42.3406246, -83.1273619 42.3407779, -83.127399 42.340829, -83.127645 42.3411646, -83.127735 42.3412904, -83.127956 42.341595, -83.128539 42.342396, -83.129074 42.343124, -83.129172 42.343253, -83.12959069999999 42.3437262, -83.129706 42.343854, -83.12983269999999 42.3439944, -83.12989469999999 42.3440643, -83.13011710000001 42.3443229, -83.1302407 42.3444665, -83.13027289999999 42.3445039, -83.130381 42.344638, -83.13049770000001 42.3447818, -83.130583 42.344887, -83.1306519 42.3449824, -83.1308392 42.3452463, -83.1309586 42.3454093, -83.1309741 42.3454307, -83.1311348 42.3456523, -83.131471 42.346116, -83.132023 42.346878, -83.132575 42.347643, -83.133132 42.348408, -83.1333545 42.3487124, -83.13347709999999 42.3488805, -83.133685 42.349165, -83.1338587 42.3494003, -83.13422199999999 42.349901, -83.134736 42.350613, -83.1350417 42.3510343, -83.135223 42.351284, -83.1353581 42.3514767, -83.135441 42.351591, -83.1355417 42.3517745, -83.13565509999999 42.3519837, -83.13570300000001 42.352072, -83.135755 42.3521629, -83.135767 42.352184, -83.1359259 42.3524051, -83.135966 42.3524646, -83.1360555 42.3525808, -83.1361198 42.3526725, -83.13622700000001 42.352824, -83.1373 42.354298, -83.138182 42.355511, -83.13821040000001 42.355571, -83.138229 42.355655, -83.1382368 42.355774, -83.1382425 42.3559227, -83.13825799999999 42.356328, -83.1382715 42.3566372, -83.1382797 42.3567923, -83.138291 42.357082, -83.13830919999999 42.3574082)",35 mph,Livernois Avenue,yes,,
62946580,63014989,0,"[421873411, 505835915, 505835916, 505835917, 52427983, 421860786, 421860787, 421860788, 421860789, 121875321, 219568159]",False,"['4', '5']",primary,1300.414,"LINESTRING (-83.120338 42.331112, -83.1200498 42.3311138, -83.1197118 42.331116, -83.1195558 42.331117, -83.1195125 42.3311172, -83.11931509999999 42.331118, -83.11926130000001 42.3311184, -83.11883899999999 42.3311216, -83.1186826 42.3311226, -83.11682759999999 42.3311346, -83.1165189 42.3311366, -83.11600489999999 42.3311399, -83.1155289 42.331143, -83.11528869999999 42.3311445, -83.114715 42.3311482, -83.114434 42.33115, -83.11399900000001 42.3311528, -83.1138291 42.3311539, -83.11303700000001 42.331159, -83.1127216 42.3311621, -83.11250389999999 42.3311627, -83.1121354 42.3311653, -83.1119946 42.3311663, -83.111769 42.3311679, -83.111474 42.33117, -83.1110154 42.3311721, -83.11064 42.3311738, -83.11044510000001 42.331175, -83.110027 42.3311768, -83.109515 42.331179, -83.1089509 42.3311816, -83.1085939 42.3311832, -83.1082011 42.331185, -83.10816389999999 42.3311852, -83.1073663 42.3312053, -83.1058263 42.3312111, -83.1049203 42.3312204, -83.1045194 42.3312212)",35 mph,Michigan Avenue,,US 12,
63014989,62946580,0,"[421873411, 505835915, 505835916, 505835917, 52427983, 421860786, 421860787, 421860788, 421860789, 121875321, 219568159]",False,"['4', '5']",primary,1300.414,"LINESTRING (-83.1045194 42.3312212, -83.1049203 42.3312204, -83.1058263 42.3312111, -83.1073663 42.3312053, -83.10816389999999 42.3311852, -83.1082011 42.331185, -83.1085939 42.3311832, -83.1089509 42.3311816, -83.109515 42.331179, -83.110027 42.3311768, -83.11044510000001 42.331175, -83.11064 42.3311738, -83.1110154 42.3311721, -83.111474 42.33117, -83.111769 42.3311679, -83.1119946 42.3311663, -83.1121354 42.3311653, -83.11250389999999 42.3311627, -83.1127216 42.3311621, -83.11303700000001 42.331159, -83.1138291 42.3311539, -83.11399900000001 42.3311528, -83.114434 42.33115, -83.114715 42.3311482, -83.11528869999999 42.3311445, -83.1155289 42.331143, -83.11600489999999 42.3311399, -83.1165189 42.3311366, -83.11682759999999 42.3311346, -83.1186826 42.3311226, -83.11883899999999 42.3311216, -83.11926130000001 42.3311184, -83.11931509999999 42.331118, -83.1195125 42.3311172, -83.1195558 42.331117, -83.1197118 42.331116, -83.1200498 42.3311138, -83.120338 42.331112)",35 mph,Michigan Avenue,,US 12,
63014989,62658285,0,"[421860792, 8766172, 421860791]",True,"['3', '2']",primary,493.8380000000001,"LINESTRING (-83.1045194 42.3312212, -83.1042935 42.3311645, -83.104156 42.3311622, -83.10346629999999 42.3311747, -83.10303089999999 42.3311749, -83.1023733 42.3311725, -83.1019297 42.3311814, -83.1015113 42.3311903, -83.1006235 42.3312003, -83.09884959999999 42.3312026, -83.098536 42.331264)",35 mph,Michigan Avenue,,US 12,
