u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,ref,bridge,access
4553250397,62887393,0,504707327,False,5,tertiary,9.03,"LINESTRING (-83.0786849 42.352011, -83.0787277 42.3520858)",30 mph,Trumbull Street,,,
4553250397,4948412027,0,504707327,False,5,tertiary,19.966,"LINESTRING (-83.0786849 42.352011, -83.07858779999999 42.3518464)",30 mph,Trumbull Street,,,
4553389010,4857625410,0,422035305,False,5,secondary,7.078,"LINESTRING (-82.9949443 42.3513427, -82.9948783 42.3513836)",35 mph,East Jefferson Avenue,,,
4553389010,4217589113,0,422035305,False,5,secondary,33.475,"LINESTRING (-82.9949443 42.3513427, -82.9952543 42.3511474)",35 mph,East Jefferson Avenue,,,
4553389013,5411378344,0,422035309,False,5,secondary,19.659,"LINESTRING (-82.9947791 42.3514454, -82.99459589999999 42.3515591)",35 mph,East Jefferson Avenue,,,
4553389013,62618673,0,422035309,False,5,secondary,8.251,"LINESTRING (-82.9947791 42.3514454, -82.9948559 42.3513976)",35 mph,East Jefferson Avenue,,,
4553389026,4217589116,0,422035314,False,5,secondary,27.189,"LINESTRING (-82.9939081 42.351993, -82.9936677 42.352161)",35 mph,East Jefferson Avenue,,,
4553389026,1228000062,0,422035314,False,5,secondary,5.745,"LINESTRING (-82.9939081 42.351993, -82.99395939999999 42.3519579)",35 mph,East Jefferson Avenue,,,
4553389041,62597715,0,422036001,False,5,secondary,7.895,"LINESTRING (-82.9900221 42.3545997, -82.9899554 42.3546508)",35 mph,East Jefferson Avenue,,,
4553389041,1317314808,0,422036001,False,5,secondary,26.22,"LINESTRING (-82.9900221 42.3545997, -82.99024350000001 42.3544299)",35 mph,East Jefferson Avenue,,,
4553389071,62618702,0,507546868,False,4,secondary,46.27,"LINESTRING (-82.9844684 42.3589269, -82.984081 42.3592289)",35 mph,East Jefferson Avenue,,,
4553389071,62618700,0,507546868,False,4,secondary,14.403,"LINESTRING (-82.9844684 42.3589269, -82.984589 42.3588329)",35 mph,East Jefferson Avenue,,,
4553389073,62618700,0,421885979,False,5,secondary,6.899,"LINESTRING (-82.98464679999999 42.3587879, -82.984589 42.3588329)",35 mph,East Jefferson Avenue,,,
4553389073,5411378349,0,421885979,False,5,secondary,6.879,"LINESTRING (-82.98464679999999 42.3587879, -82.9847044 42.358743)",35 mph,East Jefferson Avenue,,,
4553389088,62618723,0,421885988,False,4,secondary,8.888,"LINESTRING (-82.9772251 42.3638322, -82.9771334 42.3638746)",35 mph,East Jefferson Avenue,,,
4553389088,62618721,0,421885988,False,4,secondary,74.693,"LINESTRING (-82.9772251 42.3638322, -82.97799569999999 42.3634758)",35 mph,East Jefferson Avenue,,,
4553389293,5411378325,0,421885986,False,5,secondary,9.945,"LINESTRING (-82.9768031 42.3640259, -82.9767062 42.3640795)",35 mph,East Jefferson Avenue,,,
4553389293,62618726,0,421885986,False,5,secondary,9.238,"LINESTRING (-82.9768031 42.3640259, -82.9768931 42.3639761)",35 mph,East Jefferson Avenue,,,
4553389313,62618710,0,421885987,False,5,secondary,4.724,"LINESTRING (-82.98180979999999 42.3609405, -82.9817683 42.3609699)",35 mph,East Jefferson Avenue,,,
4553389313,734645461,0,421885987,False,5,secondary,9.282,"LINESTRING (-82.98180979999999 42.3609405, -82.9818913 42.3608827)",35 mph,East Jefferson Avenue,,,
4553389316,4970265925,0,507546867,False,4,secondary,23.885,"LINESTRING (-82.9816458 42.3610688, -82.98145289999999 42.3612295)",35 mph,East Jefferson Avenue,,,
4553389316,62618710,0,507546867,False,4,secondary,14.908,"LINESTRING (-82.9816458 42.3610688, -82.9817683 42.3609699)",35 mph,East Jefferson Avenue,,,
4553389357,5411378332,0,422037755,False,5,secondary,17.874,"LINESTRING (-83.016176 42.3410176, -83.01598920000001 42.3410999)",35 mph,East Jefferson Avenue,,,
4553389357,62618624,0,422037755,False,5,secondary,17.39,"LINESTRING (-83.016176 42.3410176, -83.01635779999999 42.3409376)",35 mph,East Jefferson Avenue,,,
4556460641,5411378343,0,422035313,False,4,secondary,6.291,"LINESTRING (-82.9966764 42.3502388, -82.99661860000001 42.3502759)",35 mph,East Jefferson Avenue,,,
4556460641,62618670,0,422035313,False,4,secondary,8.21,"LINESTRING (-82.9966764 42.3502388, -82.9967489 42.350188)",35 mph,East Jefferson Avenue,,,
4556460643,62618670,0,422035311,False,5,secondary,6.825,"LINESTRING (-82.9968107 42.350147, -82.9967489 42.350188)",35 mph,East Jefferson Avenue,,,
4556460643,1228090444,0,422035311,False,5,secondary,9.843,"LINESTRING (-82.9968107 42.350147, -82.9969 42.350088)",35 mph,East Jefferson Avenue,,,
4556460647,4217589111,0,422035306,False,5,secondary,37.774,"LINESTRING (-82.9976334 42.3496083, -82.9972889 42.3498332)",35 mph,East Jefferson Avenue,,,
4556460647,62618668,0,422035306,False,5,secondary,9.069,"LINESTRING (-82.9976334 42.3496083, -82.99771819999999 42.3495561)",35 mph,East Jefferson Avenue,,,
4556460649,62618668,0,422035312,False,5,secondary,10.647,"LINESTRING (-82.9978167 42.3494939, -82.99771819999999 42.3495561)",35 mph,East Jefferson Avenue,,,
4556460649,4217589110,0,422035312,False,5,secondary,36.209,"LINESTRING (-82.9978167 42.3494939, -82.9981501 42.349281)",35 mph,East Jefferson Avenue,,,
4556460659,5411423152,0,422035315,False,5,secondary,27.326,"LINESTRING (-82.9992934 42.348539, -82.9990442 42.3487017)",35 mph,East Jefferson Avenue,,,
4556460659,1228076586,0,422035315,False,5,secondary,5.302,"LINESTRING (-82.9992934 42.348539, -82.9993329 42.3485013)",35 mph,East Jefferson Avenue,,,
4584427723,62604620,0,422035304,False,5,secondary,17.064,"LINESTRING (-83.0102227 42.3435786, -83.0100439 42.3436566)",35 mph,East Jefferson Avenue,,,
4584427723,4217589105,0,422035304,False,5,secondary,25.944,"LINESTRING (-83.0102227 42.3435786, -83.01049690000001 42.343463)",35 mph,East Jefferson Avenue,,,
4584427725,5411378331,0,422035307,False,5,secondary,14.76,"LINESTRING (-83.00987929999999 42.3437294, -83.0097231 42.3437949)",35 mph,East Jefferson Avenue,,,
4584427725,62604620,0,422035307,False,5,secondary,15.765,"LINESTRING (-83.00987929999999 42.3437294, -83.0100439 42.3436566)",35 mph,East Jefferson Avenue,,,
4584427734,62618624,0,422037772,False,5,secondary,19.15,"LINESTRING (-83.0165592 42.340851, -83.01635779999999 42.3409376)",35 mph,East Jefferson Avenue,,,
4584427734,5411423022,0,422037772,False,5,secondary,16.637,"LINESTRING (-83.0165592 42.340851, -83.0167342 42.3407758)",35 mph,East Jefferson Avenue,,,
4584427770,62618609,0,401419406,False,5,secondary,6.954,"LINESTRING (-83.0279615 42.3359476, -83.0278898 42.3359808)",35 mph,East Jefferson Avenue,,,
4584427770,736893025,0,401419406,False,5,secondary,13.549,"LINESTRING (-83.0279615 42.3359476, -83.02810340000001 42.3358856)",35 mph,East Jefferson Avenue,,,
4608468599,6011190804,0,545955397,False,5,primary,12.322,"LINESTRING (-83.0769988 42.3313623, -83.0771487 42.3313617)",35 mph,Michigan Avenue,US 12,,
4608468599,62589093,0,545955397,False,5,primary,3.503,"LINESTRING (-83.0769988 42.3313623, -83.0769562 42.3313615)",35 mph,Michigan Avenue,US 12,,
4608468600,62589101,0,401167139,False,4,primary,15.587,"LINESTRING (-83.07624370000001 42.3313619, -83.07643330000001 42.3313601)",35 mph,Michigan Avenue,US 12,,
4608468600,4956715006,0,401167139,False,4,primary,28.238,"LINESTRING (-83.07624370000001 42.3313619, -83.07590020000001 42.3313643)",35 mph,Michigan Avenue,US 12,,
4608469021,62838063,0,505291102,False,4,primary,21.391,"LINESTRING (-83.07939759999999 42.3446925, -83.0796237 42.3447878)",30 mph,Grand River Avenue,M 5,,
4608469021,4952616979,0,505291102,False,4,primary,33.174,"LINESTRING (-83.07939759999999 42.3446925, -83.0790384 42.3445564)",30 mph,Grand River Avenue,M 5,,
4608469025,4216219389,0,421878087,False,5,primary,24.772,"LINESTRING (-83.0798602 42.3448853, -83.0801245 42.3449924)",30 mph,Grand River Avenue,M 5,,
4608469025,62838063,0,421878087,False,5,primary,22.256,"LINESTRING (-83.0798602 42.3448853, -83.0796237 42.3447878)",30 mph,Grand River Avenue,M 5,,
4608469079,4952616983,0,494585903,False,5,primary,36.268,"LINESTRING (-83.08578350000001 42.3472601, -83.0861704 42.347417)",30 mph,Grand River Avenue,M 5,,
4608469079,62673033,0,494585903,False,5,primary,23.699,"LINESTRING (-83.08578350000001 42.3472601, -83.0855292 42.3471596)",30 mph,Grand River Avenue,M 5,,
4608469085,62673033,0,494585902,False,4,primary,27.115,"LINESTRING (-83.0852364 42.3470472, -83.0855292 42.3471596)",30 mph,Grand River Avenue,M 5,,
4608469085,62739104,0,494585902,False,4,primary,25.134,"LINESTRING (-83.0852364 42.3470472, -83.084965 42.346943)",30 mph,Grand River Avenue,M 5,,
4608469190,62621615,0,421878081,False,5,primary,18.23,"LINESTRING (-83.08703939999999 42.3477711, -83.0872303 42.3478546)",30 mph,Grand River Avenue,M 5,,
4608469190,4216219392,0,421878081,False,5,primary,25.66,"LINESTRING (-83.08703939999999 42.3477711, -83.08676869999999 42.3476561)",30 mph,Grand River Avenue,M 5,,
4608469194,4216219393,0,421878088,False,5,primary,33.015,"LINESTRING (-83.0873021 42.3478838, -83.08765409999999 42.3480269)",30 mph,Grand River Avenue,M 5,,
4608469194,62621615,0,421878088,False,5,primary,6.735,"LINESTRING (-83.0873021 42.3478838, -83.0872303 42.3478546)",30 mph,Grand River Avenue,M 5,,
4608469209,7078913092,0,421878083,False,7,primary,9.229,"LINESTRING (-83.0930183 42.3501984, -83.09311750000001 42.3502373)",35 mph,Grand River Avenue,M 5,,
4608469209,4608469213,0,421878083,False,7,primary,25.184,"LINESTRING (-83.0930183 42.3501984, -83.09274929999999 42.3500899)",35 mph,Grand River Avenue,M 5,,
4608469213,4608469209,0,421878083,False,7,primary,25.184,"LINESTRING (-83.09274929999999 42.3500899, -83.0930183 42.3501984)",35 mph,Grand River Avenue,M 5,,
4608469213,62838081,0,421878083,False,7,primary,3.017,"LINESTRING (-83.09274929999999 42.3500899, -83.09271699999999 42.350077)",35 mph,Grand River Avenue,M 5,,
4639760786,62604122,0,501944733,False,,tertiary,8.196,"LINESTRING (-83.0548264 42.3352142, -83.05486519999999 42.3352821)",25 mph,Cass Avenue,,,
4639760786,6206616970,0,501944733,False,,tertiary,5.81,"LINESTRING (-83.0548264 42.3352142, -83.0547991 42.335166)",25 mph,Cass Avenue,,,
4639760787,6206616971,0,119452915,False,,tertiary,10.009,"LINESTRING (-83.0549027 42.3353485, -83.05494950000001 42.3354316)",25 mph,Cass Avenue,,,
4639760787,62604122,0,119452915,False,,tertiary,8.001,"LINESTRING (-83.0549027 42.3353485, -83.05486519999999 42.3352821)",25 mph,Cass Avenue,,,
4639760992,62604124,0,501944736,False,4,primary,74.928,"LINESTRING (-83.0547254 42.3346751, -83.05552400000001 42.335)",30 mph,Grand River Avenue,M 5,,
4639760992,62837977,0,501944736,False,4,primary,24.801,"LINESTRING (-83.0547254 42.3346751, -83.05446000000001 42.334569)",30 mph,Grand River Avenue,M 5,,
4639761005,62838001,0,416051403,False,5,primary,61.062,"LINESTRING (-83.0615619 42.3374717, -83.060911 42.337207)",30 mph,Grand River Avenue,M 5,,
4639761038,4216219391,0,421878084,False,5,primary,30.988,"LINESTRING (-83.08268150000001 42.3460213, -83.0830143 42.3461523)",30 mph,Grand River Avenue,M 5,,
4639761038,62770600,0,421878084,False,5,primary,19.228,"LINESTRING (-83.08268150000001 42.3460213, -83.082475 42.34594)",30 mph,Grand River Avenue,M 5,,
4639761041,62770600,0,421878086,False,5,primary,15.344,"LINESTRING (-83.0823106 42.3458746, -83.082475 42.34594)",30 mph,Grand River Avenue,M 5,,
4639761041,4216219390,0,421878086,False,5,primary,24.498,"LINESTRING (-83.0823106 42.3458746, -83.08204809999999 42.3457702)",30 mph,Grand River Avenue,M 5,,
4661181861,62856320,0,839394203,False,,tertiary,13.293,"LINESTRING (-83.0563069 42.3378266, -83.05636990000001 42.3379367)",25 mph,Cass Avenue,,,
4661181861,5866510399,0,839394203,False,,tertiary,38.323,"LINESTRING (-83.0563069 42.3378266, -83.0561252 42.3375092)",25 mph,Cass Avenue,,,
4661181869,6147136726,0,219714910,False,2,tertiary,52.054,"LINESTRING (-83.0567185 42.3385672, -83.056966 42.3389981)",25 mph,Cass Avenue,,,
4661181869,62856325,0,219714910,False,2,tertiary,11.768,"LINESTRING (-83.0567185 42.3385672, -83.05666859999999 42.338468)",25 mph,Cass Avenue,,,
4664507576,5397334725,0,119452919,False,5,primary,18.524,"LINESTRING (-83.0578395 42.3316615, -83.0580648 42.331658)",25 mph,Michigan Avenue,US 12,,
4664507576,63015077,0,119452919,False,5,primary,10.097,"LINESTRING (-83.0578395 42.3316615, -83.0577167 42.3316634)",25 mph,Michigan Avenue,US 12,,
4664507578,63015080,0,421864103,False,5,primary,8.245,"LINESTRING (-83.0572677 42.3316644, -83.057368 42.3316642)",25 mph,Michigan Avenue,US 12,,
4664507578,5397334726,0,421864103,False,5,primary,20.896,"LINESTRING (-83.0572677 42.3316644, -83.0570135 42.331665)",25 mph,Michigan Avenue,US 12,,
4664571290,62728120,0,119452915,False,,tertiary,9.035,"LINESTRING (-83.0555968 42.3365796, -83.05563909999999 42.3366546)",25 mph,Cass Avenue,,,
4664571290,7192302105,0,119452915,False,,tertiary,10.479,"LINESTRING (-83.0555968 42.3365796, -83.0555478 42.3364926)",25 mph,Cass Avenue,,,
4664571484,4948412028,0,504707328,False,4,tertiary,18.397,"LINESTRING (-83.0775347 42.349996, -83.0776212 42.3501486)",30 mph,Trumbull Street,,,
4664571484,62739090,0,504707328,False,4,tertiary,8.332,"LINESTRING (-83.0775347 42.349996, -83.07749579999999 42.3499268)",30 mph,Trumbull Street,,,
4664571486,62739090,0,438373006,False,,tertiary,8.064,"LINESTRING (-83.0774576 42.34986, -83.07749579999999 42.3499268)",30 mph,Trumbull Street,,,
4664571486,6702889103,0,438373006,False,,tertiary,78.982,"LINESTRING (-83.0774576 42.34986, -83.07708289999999 42.3492059)",30 mph,Trumbull Street,,,
4721171113,4553250342,0,421878082,False,5,primary,13.081,"LINESTRING (-83.08905059999999 42.3485822, -83.08918869999999 42.3486407)",30 mph,Grand River Avenue,M 5,,
4721171113,4216219394,0,421878082,False,5,primary,12.746,"LINESTRING (-83.08905059999999 42.3485822, -83.08891490000001 42.3485267)",30 mph,Grand River Avenue,M 5,,
4737756136,62838050,0,421878079,False,5,primary,29.368,"LINESTRING (-83.0736902 42.3424, -83.07400199999999 42.342529)",30 mph,Grand River Avenue,M 5,,
4737756136,62838049,0,480814066,False,4,primary,14.423,"LINESTRING (-83.0736902 42.3424, -83.0735371 42.3423366)",30 mph,Grand River Avenue,M 5,,
4857625383,1228044957,0,422035310,False,5,secondary,35.464,"LINESTRING (-82.99439630000001 42.3516844, -82.99407220000001 42.351895)",35 mph,East Jefferson Avenue,,,
4857625383,4217589115,0,422035310,False,5,secondary,7.68,"LINESTRING (-82.99439630000001 42.3516844, -82.9944665 42.3516388)",35 mph,East Jefferson Avenue,,,
4857625410,62618673,0,422035305,False,5,secondary,2.411,"LINESTRING (-82.9948783 42.3513836, -82.9948559 42.3513976)",35 mph,East Jefferson Avenue,,,
4857625410,4553389010,0,422035305,False,5,secondary,7.078,"LINESTRING (-82.9948783 42.3513836, -82.9949443 42.3513427)",35 mph,East Jefferson Avenue,,,
4859450941,62618791,0,421886758,False,5,secondary,13.887,"LINESTRING (-82.9506016 42.3708286, -82.950434 42.3708449)",35 mph,East Jefferson Avenue,,,
4859450941,62618789,0,421886758,False,5,secondary,79.827,"LINESTRING (-82.9506016 42.3708286, -82.951565 42.3707349)",35 mph,East Jefferson Avenue,,,
4859450948,62618797,0,421886754,False,5,secondary,13.505,"LINESTRING (-82.9494531 42.370923, -82.9492906 42.3709414)",35 mph,East Jefferson Avenue,,,
4859450948,62618796,0,421886754,False,5,secondary,10.398,"LINESTRING (-82.9494531 42.370923, -82.94957839999999 42.3709098)",35 mph,East Jefferson Avenue,,,
4867929696,62856350,0,656187899,False,2,tertiary,8.246,"LINESTRING (-83.0606418 42.3454716, -83.06068089999999 42.3455399)",25 mph,Cass Avenue,,,
4867929696,62856347,0,656187899,False,2,tertiary,46.398,"LINESTRING (-83.0606418 42.3454716, -83.0604206 42.3450877)",25 mph,Cass Avenue,,,
4867929701,7192302102,0,509175281,False,2,tertiary,13.307,"LINESTRING (-83.06078410000001 42.3457204, -83.06084850000001 42.3458302)",25 mph,Cass Avenue,,,
4867929701,62856352,0,509175281,False,2,tertiary,8.385,"LINESTRING (-83.06078410000001 42.3457204, -83.0607442 42.345651)",25 mph,Cass Avenue,,,
4899258029,4216330859,0,421886753,False,5,secondary,6.91,"LINESTRING (-82.9533148 42.3705646, -82.95323140000001 42.3705727)",35 mph,East Jefferson Avenue,,,
4899258029,4899258030,0,421886753,False,5,secondary,4.532,"LINESTRING (-82.9533148 42.3705646, -82.95336949999999 42.3705593)",35 mph,East Jefferson Avenue,,,
4899258030,4899258029,0,421886753,False,5,secondary,4.532,"LINESTRING (-82.95336949999999 42.3705593, -82.9533148 42.3705646)",35 mph,East Jefferson Avenue,,,
4899258030,30449319,0,421886753,False,5,secondary,23.074,"LINESTRING (-82.95336949999999 42.3705593, -82.953648 42.3705324)",35 mph,East Jefferson Avenue,,,
4899258418,62618787,0,421886744,False,5,secondary,8.409,"LINESTRING (-82.9528665 42.3706081, -82.952765 42.3706179)",35 mph,East Jefferson Avenue,,,
4899258418,4216330860,0,421886744,False,5,secondary,18.61,"LINESTRING (-82.9528665 42.3706081, -82.95309109999999 42.3705863)",35 mph,East Jefferson Avenue,,,
4912737851,4102603198,0,500144968,False,2,tertiary,61.663,"LINESTRING (-83.0743799 42.3690455, -83.0747123 42.3695427)",25 mph,Cass Avenue,,,
4912737851,5330340589,0,500144992,False,2,tertiary,12.613,"LINESTRING (-83.0743799 42.3690455, -83.0743119 42.3689438)",25 mph,Cass Avenue,,,
4914520376,5843375701,0,507496775,False,4,secondary,25.63,"LINESTRING (-82.9649895 42.3793356, -82.9651262 42.3795428)",35 mph,Conner Street,,,
4914520376,6723565398,0,507496777,False,5,secondary,50.332,"LINESTRING (-82.9649895 42.3793356, -82.964725 42.3789273)",35 mph,Conner Street,,,
4916284119,828039145,0,270520082,False,2,tertiary,18.733,"LINESTRING (-83.0679447 42.3582601, -83.0680334 42.3584153)",25 mph,Cass Avenue,,,
4916284119,7192302095,0,270520082,False,2,tertiary,10.221,"LINESTRING (-83.0679447 42.3582601, -83.0678987 42.3581747)",25 mph,Cass Avenue,,,
4930306796,1269682895,0,459592788,False,5,primary,27.343,"LINESTRING (-83.0531668 42.3316744, -83.05283420000001 42.331678)",25 mph,Michigan Avenue,US 12,,
4930306796,4216096949,0,502615824,False,6,primary,9.486,"LINESTRING (-83.0531668 42.3316744, -83.0532822 42.3316745)",25 mph,Michigan Avenue,US 12,,
4930918175,62658285,0,495371012,False,5,primary,33.796,"LINESTRING (-83.098125 42.3312716, -83.098536 42.331264)",35 mph,Michigan Avenue,US 12,,
4930918175,62933611,0,495371012,False,5,primary,109.247,"LINESTRING (-83.098125 42.3312716, -83.096796 42.331271)",35 mph,Michigan Avenue,US 12,,
4948412026,829397163,0,120437570,False,3,tertiary,11.178,"LINESTRING (-83.0777892 42.3504504, -83.0777379 42.3503573)",30 mph,Trumbull Street,,,
4948412026,62621619,0,504707326,False,3,tertiary,66.653,"LINESTRING (-83.0777892 42.3504504, -83.078107 42.3510019)",30 mph,Trumbull Street,,,
4948412027,62621619,0,504707326,False,3,tertiary,101.878,"LINESTRING (-83.07858779999999 42.3518464, -83.078107 42.3510019)",30 mph,Trumbull Street,,,
4948412027,4553250397,0,504707327,False,5,tertiary,19.966,"LINESTRING (-83.07858779999999 42.3518464, -83.0786849 42.352011)",30 mph,Trumbull Street,,,
4948412028,829397163,0,120437570,False,3,tertiary,25.11,"LINESTRING (-83.0776212 42.3501486, -83.0777379 42.3503573)",30 mph,Trumbull Street,,,
4948412028,4664571484,0,504707328,False,4,tertiary,18.397,"LINESTRING (-83.0776212 42.3501486, -83.0775347 42.349996)",30 mph,Trumbull Street,,,
4948987925,62946592,0,421875727,False,5,primary,42.442,"LINESTRING (-83.127645 42.3411646, -83.127399 42.340829)",35 mph,Livernois Avenue,,,
4948987925,4216190221,0,504787349,False,5,primary,15.824,"LINESTRING (-83.127645 42.3411646, -83.127735 42.3412904)",35 mph,Livernois Avenue,,,
4948987926,4216190220,0,504787350,False,4,primary,20.005,"LINESTRING (-83.12705529999999 42.3403574, -83.12717170000001 42.3405154)",35 mph,Livernois Avenue,,,
4948987926,62763401,0,504787351,False,5,primary,35.805,"LINESTRING (-83.12705529999999 42.3403574, -83.126851 42.340073)",35 mph,Livernois Avenue,,,
4948987927,62922344,0,421875728,False,4,primary,26.626,"LINESTRING (-83.1258899 42.3387515, -83.125738 42.33854)",35 mph,Livernois Avenue,,,
4948987927,7248920960,0,504787351,False,5,primary,51.279,"LINESTRING (-83.1258899 42.3387515, -83.1261863 42.3391573)",35 mph,Livernois Avenue,,,
4948987928,477088699,0,421876140,False,4,primary,42.229,"LINESTRING (-83.12488070000001 42.3373552, -83.1251212 42.3376908)",35 mph,Livernois Avenue,,yes,
4948987928,4216188997,0,421876140,False,4,primary,14.144,"LINESTRING (-83.12488070000001 42.3373552, -83.12479740000001 42.3372439)",35 mph,Livernois Avenue,,yes,
4948987929,7248920962,0,39199699,False,5,primary,10.502,"LINESTRING (-83.1244603 42.3367828, -83.1244006 42.3366993)",35 mph,Livernois Avenue,,,
4948987929,62560188,0,504787352,False,4,primary,26.511,"LINESTRING (-83.1244603 42.3367828, -83.12461500000001 42.336992)",35 mph,Livernois Avenue,,,
4948987930,7248920967,0,495623533,False,5,primary,3.556,"LINESTRING (-83.1216158 42.3328653, -83.1216362 42.3328935)",35 mph,Livernois Avenue,,,
4948987930,4215996165,0,504787353,False,4,primary,14.957,"LINESTRING (-83.1216158 42.3328653, -83.1215292 42.332747)",35 mph,Livernois Avenue,,,
4948987931,62922057,0,421860784,False,4,primary,26.03,"LINESTRING (-83.1211866 42.3322794, -83.12133799999999 42.332485)",35 mph,Livernois Avenue,,,
4948987931,62946582,0,504787354,False,5,primary,58.087,"LINESTRING (-83.1211866 42.3322794, -83.12084969999999 42.3318202)",35 mph,Livernois Avenue,,,
4950193359,62668081,0,421877057,False,5,primary,24.133,"LINESTRING (-83.1353581 42.3514767, -83.135223 42.351284)",35 mph,Livernois Avenue,,,
4950193359,62946608,0,504941534,False,4,primary,14.42,"LINESTRING (-83.1353581 42.3514767, -83.135441 42.351591)",35 mph,Livernois Avenue,,,
4950193360,62946607,0,421877057,False,5,primary,63.175,"LINESTRING (-83.1338587 42.3494003, -83.13422199999999 42.349901)",35 mph,Livernois Avenue,,,
4950193360,62891372,0,504941535,False,4,primary,29.805,"LINESTRING (-83.1338587 42.3494003, -83.133685 42.349165)",35 mph,Livernois Avenue,,,
4950193361,62946604,0,421877054,False,5,primary,38.471,"LINESTRING (-83.1333545 42.3487124, -83.133132 42.348408)",35 mph,Livernois Avenue,,,
4950193361,4216201141,0,504941536,False,4,primary,21.234,"LINESTRING (-83.1333545 42.3487124, -83.13347709999999 42.3488805)",35 mph,Livernois Avenue,,,
4950193362,7035457633,0,421877054,False,5,primary,2.699,"LINESTRING (-83.1309586 42.3454093, -83.1309741 42.3454307)",35 mph,Livernois Avenue,,,
4950193362,4950193363,0,504941537,False,4,primary,20.611,"LINESTRING (-83.1309586 42.3454093, -83.1308392 42.3452463)",35 mph,Livernois Avenue,,,
4950193363,4950193362,0,504941537,False,4,primary,20.611,"LINESTRING (-83.1308392 42.3452463, -83.1309586 42.3454093)",35 mph,Livernois Avenue,,,
4950193363,4216201140,0,504941538,False,5,primary,33.137,"LINESTRING (-83.1308392 42.3452463, -83.1306519 42.3449824)",35 mph,Livernois Avenue,,,
4950193364,6804955846,0,421877044,False,5,primary,18.925,"LINESTRING (-83.13011710000001 42.3443229, -83.1302407 42.3444665)",35 mph,Livernois Avenue,,,
4950193364,62946598,0,504941539,False,5,primary,34.073,"LINESTRING (-83.13011710000001 42.3443229, -83.12989469999999 42.3440643)",35 mph,Livernois Avenue,,,
4950193365,62867062,0,421877058,False,5,primary,18.766,"LINESTRING (-83.12983269999999 42.3439944, -83.129706 42.343854)",35 mph,Livernois Avenue,,,
4950193365,62946598,0,504941540,False,5,primary,9.294,"LINESTRING (-83.12983269999999 42.3439944, -83.12989469999999 42.3440643)",35 mph,Livernois Avenue,,,
4950193366,62867062,0,421877058,False,5,primary,17.08,"LINESTRING (-83.12959069999999 42.3437262, -83.129706 42.343854)",35 mph,Livernois Avenue,,,
4950193366,62946596,0,421877058,False,5,primary,62.871,"LINESTRING (-83.12959069999999 42.3437262, -83.129172 42.343253)",35 mph,Livernois Avenue,,,
4950216070,62946621,0,42434780,False,5,primary,13.248,"LINESTRING (-83.1382368 42.355774, -83.138229 42.355655)",35 mph,Livernois Avenue,,,
4950216070,4216201143,0,504944840,False,6,primary,16.541,"LINESTRING (-83.1382368 42.355774, -83.1382425 42.3559227)",35 mph,Livernois Avenue,,,
4950216071,62946617,0,42434780,False,5,primary,19.01,"LINESTRING (-83.1361198 42.3526725, -83.13622700000001 42.352824)",35 mph,Livernois Avenue,,,
4950216071,4950216072,0,504944841,False,4,primary,11.484,"LINESTRING (-83.1361198 42.3526725, -83.1360555 42.3525808)",35 mph,Livernois Avenue,,,
4950216072,4950216071,0,504944841,False,4,primary,11.484,"LINESTRING (-83.1360555 42.3525808, -83.1361198 42.3526725)",35 mph,Livernois Avenue,,,
4950216072,7274216343,0,504944842,False,5,primary,14.867,"LINESTRING (-83.1360555 42.3525808, -83.135966 42.3524646)",35 mph,Livernois Avenue,,,
4950253056,62673562,0,504951288,False,4,primary,36.303,"LINESTRING (-83.13830919999999 42.3574082, -83.138291 42.357082)",35 mph,Livernois Avenue,,,
4950253057,62673562,0,504951289,False,5,primary,32.227,"LINESTRING (-83.1382797 42.3567923, -83.138291 42.357082)",35 mph,Livernois Avenue,,,
4950253057,4216201144,0,504951290,False,4,primary,17.26,"LINESTRING (-83.1382797 42.3567923, -83.1382715 42.3566372)",35 mph,Livernois Avenue,,,
4952616977,6790461177,0,421865655,False,4,primary,2.637,"LINESTRING (-83.0695092 42.3407024, -83.0694807 42.3406915)",30 mph,Grand River Avenue,M 5,,
4952616978,62838038,0,416058788,False,5,primary,55.863,"LINESTRING (-83.07180719999999 42.3416332, -83.0712051 42.3414001)",30 mph,Grand River Avenue,M 5,,
4952616978,2613852767,0,505291101,False,4,primary,34.867,"LINESTRING (-83.07180719999999 42.3416332, -83.0721781 42.3417854)",30 mph,Grand River Avenue,M 5,,
4952616979,62838061,0,421878079,False,5,primary,25.083,"LINESTRING (-83.0790384 42.3445564, -83.07876659999999 42.3444538)",30 mph,Grand River Avenue,M 5,,
4952616979,4608469021,0,505291102,False,4,primary,33.174,"LINESTRING (-83.0790384 42.3445564, -83.07939759999999 42.3446925)",30 mph,Grand River Avenue,M 5,,
4952616980,62838065,0,421878091,False,5,primary,75.815,"LINESTRING (-83.0803446 42.3450783, -83.08115170000001 42.3454085)",30 mph,Grand River Avenue,M 5,,
4952616980,4216219389,0,505291103,False,4,primary,20.456,"LINESTRING (-83.0803446 42.3450783, -83.0801245 42.3449924)",30 mph,Grand River Avenue,M 5,,
4952616981,62688558,0,421878092,False,5,primary,33.871,"LINESTRING (-83.08316499999999 42.3462137, -83.0835299 42.3463553)",30 mph,Grand River Avenue,M 5,,
