u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,ref,bridge,access
2690682400,2690682382,0,263446543,False,,cycleway,17.875,"LINESTRING (-83.24729069999999 42.3496286, -83.24722269999999 42.3494759)",,,,,
2690682404,2690682399,0,263446529,False,,cycleway,14.559,"LINESTRING (-83.25263270000001 42.3497046, -83.2524897 42.3496273)",,,,,
2690682404,2690682406,0,263446529,False,,cycleway,14.465,"LINESTRING (-83.25263270000001 42.3497046, -83.2527867 42.3497676)",,,,,
2690682406,2690682404,0,263446529,False,,cycleway,14.465,"LINESTRING (-83.2527867 42.3497676, -83.25263270000001 42.3497046)",,,,,
2690682406,2690682408,0,263446529,False,,cycleway,15.653,"LINESTRING (-83.2527867 42.3497676, -83.25297380000001 42.349794)",,,,,
2690682407,2690682408,0,263446529,False,,cycleway,12.212,"LINESTRING (-83.2531223 42.3497899, -83.25297380000001 42.349794)",,,,,
2690682407,2690682409,0,263446529,False,,cycleway,10.367,"LINESTRING (-83.2531223 42.3497899, -83.253246 42.3498082)",,,,,
2690682408,2690682406,0,263446529,False,,cycleway,15.653,"LINESTRING (-83.25297380000001 42.349794, -83.2527867 42.3497676)",,,,,
2690682408,2690682407,0,263446529,False,,cycleway,12.212,"LINESTRING (-83.25297380000001 42.349794, -83.2531223 42.3497899)",,,,,
2690682409,2690682407,0,263446529,False,,cycleway,10.367,"LINESTRING (-83.253246 42.3498082, -83.2531223 42.3497899)",,,,,
2690682409,2690682410,0,263446529,False,,cycleway,12.243,"LINESTRING (-83.253246 42.3498082, -83.25337810000001 42.3498591)",,,,,
2690682410,2690682409,0,263446529,False,,cycleway,12.243,"LINESTRING (-83.25337810000001 42.3498591, -83.253246 42.3498082)",,,,,
2690682410,2690682411,0,263446529,False,,cycleway,17.771,"LINESTRING (-83.25337810000001 42.3498591, -83.2535403 42.3499648)",,,,,
2690682411,2690682410,0,263446529,False,,cycleway,17.771,"LINESTRING (-83.2535403 42.3499648, -83.25337810000001 42.3498591)",,,,,
2690682411,2690682412,0,263446529,False,,cycleway,15.425,"LINESTRING (-83.2535403 42.3499648, -83.2536944 42.350044)",,,,,
2690682412,2690682411,0,263446529,False,,cycleway,15.425,"LINESTRING (-83.2536944 42.350044, -83.2535403 42.3499648)",,,,,
2690682412,2690682414,0,263446529,False,,cycleway,18.718,"LINESTRING (-83.2536944 42.350044, -83.2538759 42.3501457)",,,,,
2690682413,2690682420,0,263446543,False,,cycleway,76.428,"LINESTRING (-83.247517 42.3501365, -83.247792 42.3507931)",,,,,
2690682413,2690682400,0,263446543,False,,cycleway,59.459,"LINESTRING (-83.247517 42.3501365, -83.24729069999999 42.3496286)",,,,,
2690682414,2690682412,0,263446529,False,,cycleway,18.718,"LINESTRING (-83.2538759 42.3501457, -83.2536944 42.350044)",,,,,
2690682414,2690682415,0,263446529,False,,cycleway,11.543,"LINESTRING (-83.2538759 42.3501457, -83.25396670000001 42.3502249)",,,,,
2690682415,2690682414,0,263446529,False,,cycleway,11.543,"LINESTRING (-83.25396670000001 42.3502249, -83.2538759 42.3501457)",,,,,
2690682415,2690682416,0,263446529,False,,cycleway,12.537,"LINESTRING (-83.25396670000001 42.3502249, -83.2540382 42.3503245)",,,,,
2690682416,2690682415,0,263446529,False,,cycleway,12.537,"LINESTRING (-83.2540382 42.3503245, -83.25396670000001 42.3502249)",,,,,
2690682416,2690682417,0,263446529,False,,cycleway,19.129,"LINESTRING (-83.2540382 42.3503245, -83.2541729 42.3504648)",,,,,
2690682417,2690682416,0,263446529,False,,cycleway,19.129,"LINESTRING (-83.2541729 42.3504648, -83.2540382 42.3503245)",,,,,
2690682417,2690682418,0,263446529,False,,cycleway,16.674,"LINESTRING (-83.2541729 42.3504648, -83.25428290000001 42.3505908)",,,,,
2690682418,2690682417,0,263446529,False,,cycleway,16.674,"LINESTRING (-83.25428290000001 42.3505908, -83.2541729 42.3504648)",,,,,
2690682418,2690682419,0,263446529,False,,cycleway,12.458,"LINESTRING (-83.25428290000001 42.3505908, -83.2543435 42.3506935)",,,,,
2690682419,2690682418,0,263446529,False,,cycleway,12.458,"LINESTRING (-83.2543435 42.3506935, -83.25428290000001 42.3505908)",,,,,
2690682419,2690682421,0,263446529,False,,cycleway,13.314,"LINESTRING (-83.2543435 42.3506935, -83.2543847 42.3508093)",,,,,
2690682420,2690682423,0,263446543,False,,cycleway,22.167,"LINESTRING (-83.247792 42.3507931, -83.2478993 42.350976)",,,,,
2690682420,2690682413,0,263446543,False,,cycleway,76.428,"LINESTRING (-83.247792 42.3507931, -83.247517 42.3501365)",,,,,
2690682421,2690682419,0,263446529,False,,cycleway,13.314,"LINESTRING (-83.2543847 42.3508093, -83.2543435 42.3506935)",,,,,
2690682421,2690682422,0,263446529,False,,cycleway,12.417,"LINESTRING (-83.2543847 42.3508093, -83.2544122 42.3509191)",,,,,
2690682422,2690682421,0,263446529,False,,cycleway,12.417,"LINESTRING (-83.2544122 42.3509191, -83.2543847 42.3508093)",,,,,
2690682422,2690682424,0,263446529,False,,cycleway,12.51,"LINESTRING (-83.2544122 42.3509191, -83.25445620000001 42.3510268)",,,,,
2690682423,2690682426,0,263446543,False,,cycleway,20.512,"LINESTRING (-83.2478993 42.350976, -83.248012 42.3511406)",,,,,
2690682423,2690682420,0,263446543,False,,cycleway,22.167,"LINESTRING (-83.2478993 42.350976, -83.247792 42.3507931)",,,,,
2690682424,2690682422,0,263446529,False,,cycleway,12.51,"LINESTRING (-83.25445620000001 42.3510268, -83.2544122 42.3509191)",,,,,
2690682424,2690682425,0,263446529,False,,cycleway,11.408,"LINESTRING (-83.25445620000001 42.3510268, -83.2544755 42.3511284)",,,,,
2690682425,2690682424,0,263446529,False,,cycleway,11.408,"LINESTRING (-83.2544755 42.3511284, -83.25445620000001 42.3510268)",,,,,
2690682425,2690682427,0,263446529,False,,cycleway,13.568,"LINESTRING (-83.2544755 42.3511284, -83.25447819999999 42.3512504)",,,,,
2690682426,2690682428,0,263446543,False,,cycleway,18.857,"LINESTRING (-83.248012 42.3511406, -83.2481523 42.3512748)",,,,,
2690682426,2690682423,0,263446543,False,,cycleway,20.512,"LINESTRING (-83.248012 42.3511406, -83.2478993 42.350976)",,,,,
2690682427,2690682425,0,263446529,False,,cycleway,13.568,"LINESTRING (-83.25447819999999 42.3512504, -83.2544755 42.3511284)",,,,,
2690682427,2690682432,0,263446529,False,,cycleway,9.149,"LINESTRING (-83.25447819999999 42.3512504, -83.25443970000001 42.3513276)",,,,,
2690682428,2690682442,0,263446543,False,,cycleway,23.415,"LINESTRING (-83.2481523 42.3512748, -83.2483366 42.3514354)",,,,,
2690682428,2690682426,0,263446543,False,,cycleway,18.857,"LINESTRING (-83.2481523 42.3512748, -83.248012 42.3511406)",,,,,
2690682432,2690682427,0,263446529,False,,cycleway,9.149,"LINESTRING (-83.25443970000001 42.3513276, -83.25447819999999 42.3512504)",,,,,
2690682432,2690682434,0,263446529,False,,cycleway,6.605,"LINESTRING (-83.25443970000001 42.3513276, -83.2543902 42.3513744)",,,,,
2690682434,2690682432,0,263446529,False,,cycleway,6.605,"LINESTRING (-83.2543902 42.3513744, -83.25443970000001 42.3513276)",,,,,
2690682434,2690682437,0,263446529,False,,cycleway,8.018,"LINESTRING (-83.2543902 42.3513744, -83.25429939999999 42.3514008)",,,,,
2690682434,2690682443,0,263446540,False,,cycleway,9.056,"LINESTRING (-83.2543902 42.3513744, -83.2544456 42.3514448)",,,,,
2690682435,2690682436,0,263446529,False,,cycleway,9.755,"LINESTRING (-83.25383189999999 42.3513846, -83.2539501 42.3513927)",,,,,
2690682435,2690682439,0,263446529,False,,cycleway,6.476,"LINESTRING (-83.25383189999999 42.3513846, -83.2537631 42.351413)",,,,,
2690682436,2690682438,0,263446529,False,,cycleway,16.355,"LINESTRING (-83.2539501 42.3513927, -83.2541482 42.3514069)",,,,,
2690682436,2690682435,0,263446529,False,,cycleway,9.755,"LINESTRING (-83.2539501 42.3513927, -83.25383189999999 42.3513846)",,,,,
2690682437,2690682434,0,263446529,False,,cycleway,8.018,"LINESTRING (-83.25429939999999 42.3514008, -83.2543902 42.3513744)",,,,,
2690682437,2690682438,0,263446529,False,,cycleway,12.444,"LINESTRING (-83.25429939999999 42.3514008, -83.2541482 42.3514069)",,,,,
2690682438,2690682437,0,263446529,False,,cycleway,12.444,"LINESTRING (-83.2541482 42.3514069, -83.25429939999999 42.3514008)",,,,,
2690682438,2690682436,0,263446529,False,,cycleway,16.355,"LINESTRING (-83.2541482 42.3514069, -83.2539501 42.3513927)",,,,,
2690682439,2690682435,0,263446529,False,,cycleway,6.476,"LINESTRING (-83.2537631 42.351413, -83.25383189999999 42.3513846)",,,,,
2690682439,2690682444,0,263446529,False,,cycleway,11.841,"LINESTRING (-83.2537631 42.351413, -83.25363110000001 42.3514557)",,,,,
2690682442,2690682451,0,263446543,False,,cycleway,19.858,"LINESTRING (-83.2483366 42.3514354, -83.2485181 42.3515533)",,,,,
2690682442,2690682428,0,263446543,False,,cycleway,23.415,"LINESTRING (-83.2483366 42.3514354, -83.2481523 42.3512748)",,,,,
2690682443,2690682434,0,263446540,False,,cycleway,9.056,"LINESTRING (-83.2544456 42.3514448, -83.2543902 42.3513744)",,,,,
2690682443,2690682445,0,263446540,False,,cycleway,8.243,"LINESTRING (-83.2544456 42.3514448, -83.2544587 42.3515183)",,,,,
2690682444,2690682439,0,263446529,False,,cycleway,11.841,"LINESTRING (-83.25363110000001 42.3514557, -83.2537631 42.351413)",,,,,
2690682444,2690682448,0,263446529,False,,cycleway,21.456,"LINESTRING (-83.25363110000001 42.3514557, -83.2533863 42.3515228)",,,,,
2690682445,2690682443,0,263446540,False,,cycleway,8.243,"LINESTRING (-83.2544587 42.3515183, -83.2544456 42.3514448)",,,,,
2690682445,2690682452,0,263446540,False,,cycleway,10.733,"LINESTRING (-83.2544587 42.3515183, -83.2544709 42.3516144)",,,,,
2690682448,2690682444,0,263446529,False,,cycleway,21.456,"LINESTRING (-83.2533863 42.3515228, -83.25363110000001 42.3514557)",,,,,
2690682448,2690682454,0,263446529,False,,cycleway,33.712,"LINESTRING (-83.2533863 42.3515228, -83.2530095 42.3516427)",,,,,
2690682451,2690682468,0,263446543,False,,cycleway,35.985,"LINESTRING (-83.2485181 42.3515533, -83.2488812 42.3517342)",,,,,
2690682451,2690682442,0,263446543,False,,cycleway,19.858,"LINESTRING (-83.2485181 42.3515533, -83.2483366 42.3514354)",,,,,
2690682452,2690682445,0,263446540,False,,cycleway,10.733,"LINESTRING (-83.2544709 42.3516144, -83.2544587 42.3515183)",,,,,
2690682452,2690682461,0,263446540,False,,cycleway,8.922,"LINESTRING (-83.2544709 42.3516144, -83.2544386 42.351691)",,,,,
2690682454,2690682448,0,263446529,False,,cycleway,33.712,"LINESTRING (-83.2530095 42.3516427, -83.2533863 42.3515228)",,,,,
2690682454,2690682465,0,263446529,False,,cycleway,22.95,"LINESTRING (-83.2530095 42.3516427, -83.2527565 42.3517301)",,,,,
2690682456,2690682457,0,263446539,False,,cycleway,10.878,"LINESTRING (-83.2542158 42.3516473, -83.254345 42.3516686)",,,,,
2690682456,2690682458,0,263446539,False,,cycleway,27.814,"LINESTRING (-83.2542158 42.3516473, -83.2538802 42.3516798)",,,,,
2690682457,2690682461,0,263446539,False,,cycleway,8.085,"LINESTRING (-83.254345 42.3516686, -83.2544386 42.351691)",,,,,
2690682457,2690682456,0,263446539,False,,cycleway,10.878,"LINESTRING (-83.254345 42.3516686, -83.2542158 42.3516473)",,,,,
2690682458,2690682456,0,263446539,False,,cycleway,27.814,"LINESTRING (-83.2538802 42.3516798, -83.2542158 42.3516473)",,,,,
2690682458,2690682467,0,263446539,False,,cycleway,31.072,"LINESTRING (-83.2538802 42.3516798, -83.2535089 42.3517326)",,,,,
2690682461,2690682470,0,263446539,False,,cycleway,12.252,"LINESTRING (-83.2544386 42.351691, -83.2544963 42.3517926)",,,,,
2690682461,2690682457,0,263446539,False,,cycleway,8.085,"LINESTRING (-83.2544386 42.351691, -83.254345 42.3516686)",,,,,
2690682461,2690682452,0,263446540,False,,cycleway,8.922,"LINESTRING (-83.2544386 42.351691, -83.2544709 42.3516144)",,,,,
2690682465,2690682454,0,263446529,False,,cycleway,22.95,"LINESTRING (-83.2527565 42.3517301, -83.2530095 42.3516427)",,,,,
2690682465,2690682475,0,263446529,False,,cycleway,22.743,"LINESTRING (-83.2527565 42.3517301, -83.2525364 42.3518541)",,,,,
2690682467,2690682458,0,263446539,False,,cycleway,31.072,"LINESTRING (-83.2535089 42.3517326, -83.2538802 42.3516798)",,,,,
2690682467,2690682472,0,263446539,False,,cycleway,25.799,"LINESTRING (-83.2535089 42.3517326, -83.2532119 42.3518078)",,,,,
2690682468,2690682471,0,263446543,False,,cycleway,16.478,"LINESTRING (-83.2488812 42.3517342, -83.2490627 42.3517972)",,,,,
2690682468,2690682451,0,263446543,False,,cycleway,35.985,"LINESTRING (-83.2488812 42.3517342, -83.2485181 42.3515533)",,,,,
2690682470,2690682483,0,263446539,False,,cycleway,24.258,"LINESTRING (-83.2544963 42.3517926, -83.25454310000001 42.352008)",,,,,
2690682470,2690682461,0,263446539,False,,cycleway,12.252,"LINESTRING (-83.2544963 42.3517926, -83.2544386 42.351691)",,,,,
2690682471,2690682476,0,263446543,False,,cycleway,29.971,"LINESTRING (-83.2490627 42.3517972, -83.2493982 42.3519029)",,,,,
2690682471,2690682468,0,263446543,False,,cycleway,16.478,"LINESTRING (-83.2490627 42.3517972, -83.2488812 42.3517342)",,,,,
2690682472,2690682467,0,263446539,False,,cycleway,25.799,"LINESTRING (-83.2532119 42.3518078, -83.2535089 42.3517326)",,,,,
2690682472,2690682477,0,263446539,False,,cycleway,21.957,"LINESTRING (-83.2532119 42.3518078, -83.25297810000001 42.3519034)",,,,,
2690682475,2690682465,0,263446529,False,,cycleway,22.743,"LINESTRING (-83.2525364 42.3518541, -83.2527565 42.3517301)",,,,,
2690682475,2690682479,0,263446529,False,,cycleway,15.774,"LINESTRING (-83.2525364 42.3518541, -83.25238520000001 42.3519415)",,,,,
2690682476,2690682480,0,263446543,False,,cycleway,15.94,"LINESTRING (-83.2493982 42.3519029, -83.2495825 42.3519476)",,,,,
2690682476,2690682471,0,263446543,False,,cycleway,29.971,"LINESTRING (-83.2493982 42.3519029, -83.2490627 42.3517972)",,,,,
2690682477,2690682472,0,263446539,False,,cycleway,21.957,"LINESTRING (-83.25297810000001 42.3519034, -83.2532119 42.3518078)",,,,,
2690682477,2690682486,0,263446539,False,,cycleway,31.214,"LINESTRING (-83.25297810000001 42.3519034, -83.2526646 42.3520619)",,,,,
2690682479,2690682475,0,263446529,False,,cycleway,15.774,"LINESTRING (-83.25238520000001 42.3519415, -83.2525364 42.3518541)",,,,,
2690682479,2690682485,0,263446529,False,,cycleway,18.607,"LINESTRING (-83.25238520000001 42.3519415, -83.25221190000001 42.3520492)",,,,,
2690682480,2690682482,0,263446543,False,,cycleway,18.235,"LINESTRING (-83.2495825 42.3519476, -83.24979159999999 42.3520025)",,,,,
2690682480,2690682476,0,263446543,False,,cycleway,15.94,"LINESTRING (-83.2495825 42.3519476, -83.2493982 42.3519029)",,,,,
2690682482,2690682487,0,263446543,False,,cycleway,21.66,"LINESTRING (-83.24979159999999 42.3520025, -83.2500391 42.3520695)",,,,,
2690682482,2690682480,0,263446543,False,,cycleway,18.235,"LINESTRING (-83.24979159999999 42.3520025, -83.2495825 42.3519476)",,,,,
2690682483,2690682496,0,263446539,False,,cycleway,26.293,"LINESTRING (-83.25454310000001 42.352008, -83.25460630000001 42.3522398)",,,,,
2690682483,2690682470,0,263446539,False,,cycleway,24.258,"LINESTRING (-83.25454310000001 42.352008, -83.2544963 42.3517926)",,,,,
2690682485,2690682479,0,263446529,False,,cycleway,18.607,"LINESTRING (-83.25221190000001 42.3520492, -83.25238520000001 42.3519415)",,,,,
2690682485,2690682490,0,263446529,False,,cycleway,11.411,"LINESTRING (-83.25221190000001 42.3520492, -83.2521349 42.3521346)",,,,,
2690682486,2690682477,0,263446539,False,,cycleway,31.214,"LINESTRING (-83.2526646 42.3520619, -83.25297810000001 42.3519034)",,,,,
2690682486,2690682495,0,263446539,False,,cycleway,34.482,"LINESTRING (-83.2526646 42.3520619, -83.252318 42.3522367)",,,,,
2690682487,2690682492,0,263446543,False,,cycleway,24.373,"LINESTRING (-83.2500391 42.3520695, -83.2503004 42.3521732)",,,,,
2690682487,2690682482,0,263446543,False,,cycleway,21.66,"LINESTRING (-83.2500391 42.3520695, -83.24979159999999 42.3520025)",,,,,
2690682490,2690682485,0,263446529,False,,cycleway,11.411,"LINESTRING (-83.2521349 42.3521346, -83.25221190000001 42.3520492)",,,,,
2690682490,2690682500,0,263446534,False,,cycleway,46.497,"LINESTRING (-83.2521349 42.3521346, -83.251695 42.3523976)",,,,yes,
2690682492,2690682505,0,263446543,False,,cycleway,62.513,"LINESTRING (-83.2503004 42.3521732, -83.2508917 42.3525269)",,,,,
2690682492,2690682487,0,263446543,False,,cycleway,24.373,"LINESTRING (-83.2503004 42.3521732, -83.2500391 42.3520695)",,,,,
2690682495,2690682503,0,263446533,False,,cycleway,44.055,"LINESTRING (-83.252318 42.3522367, -83.2518999 42.3524847)",,,,yes,
2690682495,2690682486,0,263446539,False,,cycleway,34.482,"LINESTRING (-83.252318 42.3522367, -83.2526646 42.3520619)",,,,,
2690682496,2690682501,0,263446539,False,,cycleway,23.346,"LINESTRING (-83.25460630000001 42.3522398, -83.2546778 42.352443)",,,,,
2690682496,2690682483,0,263446539,False,,cycleway,26.293,"LINESTRING (-83.25460630000001 42.3522398, -83.25454310000001 42.352008)",,,,,
2690682500,2690682490,0,263446534,False,,cycleway,46.497,"LINESTRING (-83.251695 42.3523976, -83.2521349 42.3521346)",,,,yes,
2690682500,2690682504,0,263446543,False,,cycleway,19.646,"LINESTRING (-83.251695 42.3523976, -83.2514968 42.3524964)",,,,,
2690682501,2690682510,0,263446539,False,,cycleway,31.322,"LINESTRING (-83.2546778 42.352443, -83.2548731 42.3526849)",,,,,
2690682501,2690682496,0,263446539,False,,cycleway,23.346,"LINESTRING (-83.2546778 42.352443, -83.25460630000001 42.3522398)",,,,,
2690682503,2690682495,0,263446533,False,,cycleway,44.055,"LINESTRING (-83.2518999 42.3524847, -83.252318 42.3522367)",,,,yes,
2690682503,2690682507,0,263740851,False,,cycleway,14.544,"LINESTRING (-83.2518999 42.3524847, -83.25177069999999 42.3525741)",,,,,
2690682504,2690682500,0,263446543,False,,cycleway,19.646,"LINESTRING (-83.2514968 42.3524964, -83.251695 42.3523976)",,,,,
2690682504,2690682506,0,263446543,False,,cycleway,19.637,"LINESTRING (-83.2514968 42.3524964, -83.2512809 42.3525721)",,,,,
2690682505,2690682509,0,263446543,False,,cycleway,14.297,"LINESTRING (-83.2508917 42.3525269, -83.25104020000001 42.3525939)",,,,,
2690682505,2690682492,0,263446543,False,,cycleway,62.513,"LINESTRING (-83.2508917 42.3525269, -83.2503004 42.3521732)",,,,,
2690682506,62855079,0,263446541,False,,cycleway,13.35,"LINESTRING (-83.2512809 42.3525721, -83.25138560000001 42.3526639)",,,,,
2690682506,2690682504,0,263446543,False,,cycleway,19.637,"LINESTRING (-83.2512809 42.3525721, -83.2514968 42.3524964)",,,,,
2690682506,2690682508,0,263446543,False,,cycleway,9.28,"LINESTRING (-83.2512809 42.3525721, -83.2511695 42.3525858)",,,,,
2690682507,2690682503,0,263740851,False,,cycleway,14.544,"LINESTRING (-83.25177069999999 42.3525741, -83.2518999 42.3524847)",,,,,
2690682507,2690682511,0,263740851,False,,cycleway,19.625,"LINESTRING (-83.25177069999999 42.3525741, -83.2516332 42.3527184)",,,,,
2690682508,2690682506,0,263446543,False,,cycleway,9.28,"LINESTRING (-83.2511695 42.3525858, -83.2512809 42.3525721)",,,,,
2690682508,2690682509,0,263446543,False,,cycleway,10.663,"LINESTRING (-83.2511695 42.3525858, -83.25104020000001 42.3525939)",,,,,
2690682509,2690682508,0,263446543,False,,cycleway,10.663,"LINESTRING (-83.25104020000001 42.3525939, -83.2511695 42.3525858)",,,,,
2690682509,2690682505,0,263446543,False,,cycleway,14.297,"LINESTRING (-83.25104020000001 42.3525939, -83.2508917 42.3525269)",,,,,
2690682510,2690682515,0,263446539,False,,cycleway,29.297,"LINESTRING (-83.2548731 42.3526849, -83.2550822 42.3528983)",,,,,
2690682510,2690682501,0,263446539,False,,cycleway,31.322,"LINESTRING (-83.2548731 42.3526849, -83.2546778 42.352443)",,,,,
2690682511,2690682507,0,263740851,False,,cycleway,19.625,"LINESTRING (-83.2516332 42.3527184, -83.25177069999999 42.3525741)",,,,,
2690682511,2690682513,0,263740851,False,,cycleway,9.867,"LINESTRING (-83.2516332 42.3527184, -83.2515757 42.3527963)",,,,,
2690682512,62855090,0,263446541,False,,cycleway,8.32,"LINESTRING (-83.2514846 42.35274, -83.2514161 42.3526849)",,,,,
2690682512,2690682513,0,263446541,False,,cycleway,9.759,"LINESTRING (-83.2514846 42.35274, -83.2515757 42.3527963)",,,,,
2690682513,2690682512,0,263446541,False,,cycleway,9.759,"LINESTRING (-83.2515757 42.3527963, -83.2514846 42.35274)",,,,,
2690682513,2690682511,0,263740851,False,,cycleway,9.867,"LINESTRING (-83.2515757 42.3527963, -83.2516332 42.3527184)",,,,,
2690682513,2690682514,0,263740851,False,,cycleway,9.959,"LINESTRING (-83.2515757 42.3527963, -83.2515176 42.3528749)",,,,,
2690682514,2690682513,0,263740851,False,,cycleway,9.959,"LINESTRING (-83.2515176 42.3528749, -83.2515757 42.3527963)",,,,,
2690682514,2690682516,0,263740851,False,,cycleway,24.604,"LINESTRING (-83.2515176 42.3528749, -83.2514626 42.3530924)",,,,,
2690682515,2690682517,0,263446539,False,,cycleway,32.533,"LINESTRING (-83.2550822 42.3528983, -83.2553407 42.3531199)",,,,,
2690682515,2690682510,0,263446539,False,,cycleway,29.297,"LINESTRING (-83.2550822 42.3528983, -83.2548731 42.3526849)",,,,,
2690682516,2690682514,0,263740851,False,,cycleway,24.604,"LINESTRING (-83.2514626 42.3530924, -83.2515176 42.3528749)",,,,,
2690682516,2690682518,0,263740851,False,,cycleway,21.53,"LINESTRING (-83.2514626 42.3530924, -83.2514819 42.3532855)",,,,,
2690682517,2690682519,0,263446539,False,,cycleway,50.02,"LINESTRING (-83.2553407 42.3531199, -83.25576700000001 42.353441)",,,,,
2690682517,2690682515,0,263446539,False,,cycleway,32.533,"LINESTRING (-83.2553407 42.3531199, -83.2550822 42.3528983)",,,,,
2690682518,2690682516,0,263740851,False,,cycleway,21.53,"LINESTRING (-83.2514819 42.3532855, -83.2514626 42.3530924)",,,,,
2690682518,2690682520,0,263740851,False,,cycleway,22.298,"LINESTRING (-83.2514819 42.3532855, -83.2515726 42.3534745)",,,,,
2690682519,2690682527,0,263446539,False,,cycleway,73.342,"LINESTRING (-83.25576700000001 42.353441, -83.25642430000001 42.3538872)",,,,,
2690682519,2690682517,0,263446539,False,,cycleway,50.02,"LINESTRING (-83.25576700000001 42.353441, -83.2553407 42.3531199)",,,,,
2690682520,2690682518,0,263740851,False,,cycleway,22.298,"LINESTRING (-83.2515726 42.3534745, -83.2514819 42.3532855)",,,,,
2690682520,2690682525,0,263740851,False,,cycleway,22.808,"LINESTRING (-83.2515726 42.3534745, -83.2516662 42.3536676)",,,,,
2690682525,2690682520,0,263740851,False,,cycleway,22.808,"LINESTRING (-83.2516662 42.3536676, -83.2515726 42.3534745)",,,,,
2690682525,2690682526,0,263740851,False,,cycleway,21.832,"LINESTRING (-83.2516662 42.3536676, -83.25173770000001 42.3538567)",,,,,
2690682526,2690682525,0,263740851,False,,cycleway,21.832,"LINESTRING (-83.25173770000001 42.3538567, -83.2516662 42.3536676)",,,,,
2690682526,2690682530,0,263740851,False,,cycleway,28.535,"LINESTRING (-83.25173770000001 42.3538567, -83.2517872 42.3541107)",,,,,
2690682527,2690682535,0,263446539,False,,cycleway,59.043,"LINESTRING (-83.25642430000001 42.3538872, -83.2569579 42.3542428)",,,,,
2690682527,2690682519,0,263446539,False,,cycleway,73.342,"LINESTRING (-83.25642430000001 42.3538872, -83.25576700000001 42.353441)",,,,,
2690682530,2690682526,0,263740851,False,,cycleway,28.535,"LINESTRING (-83.2517872 42.3541107, -83.25173770000001 42.3538567)",,,,,
2690682530,2690682544,0,263740851,False,,cycleway,29.187,"LINESTRING (-83.2517872 42.3541107, -83.2518037 42.3543729)",,,,,
2690682535,2690682542,0,263446539,False,,cycleway,19.668,"LINESTRING (-83.2569579 42.3542428, -83.2571312 42.3543648)",,,,,
2690682535,2690682527,0,263446539,False,,cycleway,59.043,"LINESTRING (-83.2569579 42.3542428, -83.25642430000001 42.3538872)",,,,,
2690682542,2690682559,0,263446539,False,,cycleway,61.873,"LINESTRING (-83.2571312 42.3543648, -83.257717 42.3547144)",,,,,
2690682542,2690682535,0,263446539,False,,cycleway,19.668,"LINESTRING (-83.2571312 42.3543648, -83.2569579 42.3542428)",,,,,
2690682544,2690682530,0,263740851,False,,cycleway,29.187,"LINESTRING (-83.2518037 42.3543729, -83.2517872 42.3541107)",,,,,
2690682544,2690682553,0,263740851,False,,cycleway,26.631,"LINESTRING (-83.2518037 42.3543729, -83.25176519999999 42.3546107)",,,,,
2690682553,2690682544,0,263740851,False,,cycleway,26.631,"LINESTRING (-83.25176519999999 42.3546107, -83.2518037 42.3543729)",,,,,
2690682553,2690682562,0,263740851,False,,cycleway,27.03,"LINESTRING (-83.25176519999999 42.3546107, -83.25172120000001 42.3548516)",,,,,
2690682559,2690682566,0,263446539,False,,cycleway,53.084,"LINESTRING (-83.257717 42.3547144, -83.2582231 42.3550111)",,,,,
2690682559,2690682542,0,263446539,False,,cycleway,61.873,"LINESTRING (-83.257717 42.3547144, -83.2571312 42.3543648)",,,,,
2690682562,2690682553,0,263740851,False,,cycleway,27.03,"LINESTRING (-83.25172120000001 42.3548516, -83.25176519999999 42.3546107)",,,,,
2690682562,2690682567,0,263740851,False,,cycleway,29.655,"LINESTRING (-83.25172120000001 42.3548516, -83.2516112 42.3551056)",,,,,
2690682566,2690682569,0,263446539,False,,cycleway,46.517,"LINESTRING (-83.2582231 42.3550111, -83.2586907 42.3552469)",,,,,
2690682566,2690682559,0,263446539,False,,cycleway,53.084,"LINESTRING (-83.2582231 42.3550111, -83.257717 42.3547144)",,,,,
2690682567,2690682562,0,263740851,False,,cycleway,29.655,"LINESTRING (-83.2516112 42.3551056, -83.25172120000001 42.3548516)",,,,,
2690682567,2690682571,0,263740851,False,,cycleway,26.457,"LINESTRING (-83.2516112 42.3551056, -83.2515004 42.355329)",,,,,
2690682569,2690682572,0,263446539,False,,cycleway,52.985,"LINESTRING (-83.2586907 42.3552469, -83.25925719999999 42.3554745)",,,,,
2690682569,2690682566,0,263446539,False,,cycleway,46.517,"LINESTRING (-83.2586907 42.3552469, -83.2582231 42.3550111)",,,,,
2690682571,2690682567,0,263740851,False,,cycleway,26.457,"LINESTRING (-83.2515004 42.355329, -83.2516112 42.3551056)",,,,,
2690682571,2690682576,0,263740851,False,,cycleway,45.543,"LINESTRING (-83.2515004 42.355329, -83.2512261 42.3556849)",,,,,
2690682572,2690682575,0,263446539,False,,cycleway,39.457,"LINESTRING (-83.25925719999999 42.3554745, -83.2596781 42.3556453)",,,,,
2690682572,2690682569,0,263446539,False,,cycleway,52.985,"LINESTRING (-83.25925719999999 42.3554745, -83.2586907 42.3552469)",,,,,
2690682575,2690682577,0,263446539,False,,cycleway,41.035,"LINESTRING (-83.2596781 42.3556453, -83.2601264 42.3558079)",,,,,
2690682575,2690682572,0,263446539,False,,cycleway,39.457,"LINESTRING (-83.2596781 42.3556453, -83.25925719999999 42.3554745)",,,,,
