u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,service,access
5067788152,5067788167,0,545955449,False,,Alameda Street,residential,15 mph,19.205,"LINESTRING (-83.1199474 42.445751, -83.1197135 42.4457573)",,
5067788152,5067783910,0,545955449,False,,Alameda Street,residential,15 mph,20.19,"LINESTRING (-83.1199474 42.445751, -83.1201933 42.4457445)",,
5067788167,5067788170,0,545955436,False,,Alameda Street,residential,15 mph,18.991,"LINESTRING (-83.1197135 42.4457573, -83.11948219999999 42.4457635)",,
5067788167,5067788152,0,545955449,False,,Alameda Street,residential,15 mph,19.205,"LINESTRING (-83.1197135 42.4457573, -83.1199474 42.445751)",,
5067788170,5067783908,0,545955436,False,,Alameda Street,residential,15 mph,17.53,"LINESTRING (-83.11948219999999 42.4457635, -83.11926870000001 42.4457692)",,
5067788170,5067788167,0,545955436,False,,Alameda Street,residential,15 mph,18.991,"LINESTRING (-83.11948219999999 42.4457635, -83.1197135 42.4457573)",,
5698382502,6442017342,0,71691789,False,,John C Lodge Drive,residential,20 mph,120.571,"LINESTRING (-83.0740627 42.3538463, -83.07465759999999 42.3548375)",,
5698382502,63017989,0,71691789,False,,John C Lodge Drive,residential,20 mph,10.866,"LINESTRING (-83.0740627 42.3538463, -83.074009 42.353757)",,
5884703403,5906583979,0,625585374,False,,,service,10 mph,3.719,"LINESTRING (-83.0569539 42.3572823, -83.05692999999999 42.3573107)",,
5884703403,829344123,0,625585374,False,,,service,10 mph,53.573,"LINESTRING (-83.0569539 42.3572823, -83.0575345 42.3570631)",,
5887661189,6151865812,0,656760108,False,,,service,5 mph,10.458,"LINESTRING (-82.91631460000001 42.4198765, -82.9164267 42.4199212)",,
5906583979,829344124,0,625585374,False,,,service,10 mph,4.426,"LINESTRING (-83.05692999999999 42.3573107, -83.0569307 42.3573505)",,
5906583979,5884703403,0,625585374,False,,,service,10 mph,3.719,"LINESTRING (-83.05692999999999 42.3573107, -83.0569539 42.3572823)",,
5906583980,5906585989,0,625585375,True,,,service,10 mph,2.634,"LINESTRING (-83.0579635 42.3569188, -83.0579455 42.3568992)",,
5906583981,5906583980,0,625585375,True,,,service,10 mph,2.735,"LINESTRING (-83.0579724 42.3569425, -83.0579635 42.3569188)",,
5906583982,5906583981,0,625585375,True,,,service,10 mph,2.742,"LINESTRING (-83.05797010000001 42.3569671, -83.0579724 42.3569425)",,
5906583983,5906583982,0,625585375,True,,,service,10 mph,2.747,"LINESTRING (-83.05795689999999 42.3569898, -83.05797010000001 42.3569671)",,
5906583984,5906583983,0,625585375,True,,,service,10 mph,2.738,"LINESTRING (-83.0579343 42.3570079, -83.05795689999999 42.3569898)",,
5906585985,5906586003,0,625585375,True,,,service,10 mph,2.828,"LINESTRING (-83.05782720000001 42.3568851, -83.05779630000001 42.3568963)",,
5906585986,5906585985,0,625585375,True,,,service,10 mph,2.629,"LINESTRING (-83.0578575 42.3568775, -83.05782720000001 42.3568851)",,
5906585987,5906585986,0,625585375,True,,,service,10 mph,2.629,"LINESTRING (-83.0578895 42.3568775, -83.0578575 42.3568775)",,
5906585988,5906585987,0,625585375,True,,,service,10 mph,2.633,"LINESTRING (-83.0579199 42.356885, -83.0578895 42.3568775)",,
5906585989,5906585988,0,625585375,True,,,service,10 mph,2.63,"LINESTRING (-83.0579455 42.3568992, -83.0579199 42.356885)",,
5906585990,5906585999,0,625585375,True,,,service,10 mph,2.639,"LINESTRING (-83.0575284 42.3570312, -83.05753009999999 42.3570549)",,
5906585991,5906585990,0,625585375,True,,,service,10 mph,2.621,"LINESTRING (-83.057537 42.3570085, -83.0575284 42.3570312)",,
5906585992,5906585991,0,625585375,True,,,service,10 mph,2.634,"LINESTRING (-83.05755499999999 42.3569889, -83.057537 42.3570085)",,
5906585993,5906585992,0,625585375,True,,,service,10 mph,2.63,"LINESTRING (-83.0575805 42.3569746, -83.05755499999999 42.3569889)",,
5906585994,5906583984,0,625585375,True,,,service,10 mph,25.322,"LINESTRING (-83.0576581 42.3571089, -83.0579343 42.3570079)",,
5906585995,5906585994,0,625585375,True,,,service,10 mph,2.743,"LINESTRING (-83.0576251 42.3571126, -83.0576581 42.3571089)",,
5906585996,5906585995,0,625585375,True,,,service,10 mph,2.743,"LINESTRING (-83.0575923 42.357108, -83.0576251 42.3571126)",,
5906585997,5906585996,0,625585375,True,,,service,10 mph,2.739,"LINESTRING (-83.0575635 42.3570956, -83.0575923 42.357108)",,
5906585998,5906585997,0,625585375,True,,,service,10 mph,2.739,"LINESTRING (-83.0575418 42.3570769, -83.0575635 42.3570956)",,
5906585999,829344123,0,625585375,True,,,service,10 mph,0.981,"LINESTRING (-83.05753009999999 42.3570549, -83.0575345 42.3570631)",,
5906586003,5906585993,0,625585375,True,,,service,10 mph,19.754,"LINESTRING (-83.05779630000001 42.3568963, -83.0575805 42.3569746)",,
6003310609,5040678683,0,516337325,True,1,,service,5 mph,8.51,"LINESTRING (-83.02422249999999 42.348175, -83.02417269999999 42.3481079)",,
6151803899,62634019,0,656751956,False,,Hamlet Street,service,15 mph,10.106,"LINESTRING (-83.0417731 42.4462962, -83.0418962 42.4462933)",,
6151803899,62634022,0,656751956,False,,Hamlet Street,service,15 mph,5.197,"LINESTRING (-83.0417731 42.4462962, -83.04170980000001 42.4462977)",,
6151865812,5887661189,0,656760108,False,,,service,5 mph,10.458,"LINESTRING (-82.9164267 42.4199212, -82.91631460000001 42.4198765)",,
6403191975,62709333,0,8758535,True,,Votrobeck Court,residential,10 mph,14.075,"LINESTRING (-83.2391214 42.4320917, -83.23895 42.432096)",,
6403192317,62797241,0,683626096,False,,Votrobeck Drive,residential,10 mph,14.856,"LINESTRING (-83.2430281 42.4296085, -83.243021 42.429475)",,
6403192317,7809332172,0,683626096,False,,Votrobeck Drive,residential,10 mph,34.397,"LINESTRING (-83.2430281 42.4296085, -83.2430445 42.4299176)",,
6403192731,62905746,0,8756680,True,,Votrobeck Drive,residential,10 mph,2.809,"LINESTRING (-83.2420767 42.4320615, -83.24209999999999 42.432043)",,
6403192753,62931752,0,8758535,True,,Votrobeck Court,residential,10 mph,11.315,"LINESTRING (-83.2403558 42.4316287, -83.240218 42.431632)",,
6403192788,62931759,0,8758535,True,,Votrobeck Court,residential,10 mph,57.87,"LINESTRING (-83.2420291 42.4319934, -83.241514 42.431638)",,
6403192843,62905778,0,8756680,True,,Votrobeck Drive,residential,10 mph,1.408,"LINESTRING (-83.2399324 42.4320768, -83.239949 42.43208)",,
6403192844,62905782,0,8758535,True,,Votrobeck Court,residential,10 mph,1.935,"LINESTRING (-83.2399297 42.4320673, -83.239907 42.432072)",,
6403192855,62905745,0,426380214,False,,Votrobeck Drive,residential,10 mph,107.999,"LINESTRING (-83.2421653 42.431991, -83.2430596 42.4312785)",,
6403192855,7440102334,0,426380214,False,,Votrobeck Drive,residential,10 mph,2.588,"LINESTRING (-83.2421653 42.431991, -83.2421439 42.4320081)",,
6403192856,62905742,0,426380214,False,,Votrobeck Drive,residential,10 mph,15.862,"LINESTRING (-83.24311520000001 42.4311972, -83.2431102 42.4310546)",,
6403192856,62905744,0,426380214,False,,Votrobeck Drive,residential,10 mph,4.892,"LINESTRING (-83.24311520000001 42.4311972, -83.2430966 42.431239)",,
6403192863,62905742,0,426380214,False,,Votrobeck Drive,residential,10 mph,106.187,"LINESTRING (-83.2430585 42.4301004, -83.2431102 42.4310546)",,
6403192870,6609019907,0,683626095,False,,Votrobeck Drive,residential,10 mph,3.303,"LINESTRING (-83.24304739999999 42.4299732, -83.2430469 42.4300029)",,
6403192870,7809332172,0,683626096,False,,Votrobeck Drive,residential,10 mph,6.187,"LINESTRING (-83.24304739999999 42.4299732, -83.2430445 42.4299176)",,
6431446998,6431447000,0,349190423,False,,Alameda Street,residential,15 mph,10.081,"LINESTRING (-83.1231518 42.4456411, -83.1230305 42.4456555)",,
6431446998,3551071032,0,349190423,False,,Alameda Street,residential,15 mph,10.276,"LINESTRING (-83.1231518 42.4456411, -83.12327310000001 42.4456181)",,
6431447000,3551071033,0,349190423,False,,Alameda Street,residential,15 mph,8.075,"LINESTRING (-83.1230305 42.4456555, -83.12293270000001 42.4456636)",,
6431447000,6431446998,0,349190423,False,,Alameda Street,residential,15 mph,10.081,"LINESTRING (-83.1230305 42.4456555, -83.1231518 42.4456411)",,
6431447006,6431447008,0,349190423,False,,Alameda Street,residential,15 mph,7.85,"LINESTRING (-83.1234608 42.4455641, -83.12337309999999 42.4455923)",,
6431447006,3551071031,0,349190423,False,,Alameda Street,residential,15 mph,29.244,"LINESTRING (-83.1234608 42.4455641, -83.1237812 42.4454489)",,
6431447008,3551071032,0,349190423,False,,Alameda Street,residential,15 mph,8.692,"LINESTRING (-83.12337309999999 42.4455923, -83.12327310000001 42.4456181)",,
6431447008,6431447006,0,349190423,False,,Alameda Street,residential,15 mph,7.85,"LINESTRING (-83.12337309999999 42.4455923, -83.1234608 42.4455641)",,
6442017316,827240827,0,71691789,False,,John C Lodge Drive,residential,20 mph,23.322,"LINESTRING (-83.0751063 42.3556031, -83.0752193 42.3557955)",,
6442017316,7714881303,0,71691789,False,,John C Lodge Drive,residential,20 mph,23.329,"LINESTRING (-83.0751063 42.3556031, -83.0749931 42.3554107)",,
6442017342,6442017376,0,71691789,False,,John C Lodge Drive,residential,20 mph,9.66,"LINESTRING (-83.07465759999999 42.3548375, -83.07470309999999 42.3549176)",,
6442017342,5698382502,0,71691789,False,,John C Lodge Drive,residential,20 mph,120.571,"LINESTRING (-83.07465759999999 42.3548375, -83.0740627 42.3538463)",,
6442017376,7714881303,0,71691789,False,,John C Lodge Drive,residential,20 mph,59.785,"LINESTRING (-83.07470309999999 42.3549176, -83.0749931 42.3554107)",,
6442017376,6442017342,0,71691789,False,,John C Lodge Drive,residential,20 mph,9.66,"LINESTRING (-83.07470309999999 42.3549176, -83.07465759999999 42.3548375)",,
6443743600,62572730,0,71691789,False,,John C Lodge Drive,residential,20 mph,3.804,"LINESTRING (-83.0766764 42.3576475, -83.07672049999999 42.3576579)",,
6443743600,63035845,0,71691789,False,,John C Lodge Drive,residential,20 mph,8.464,"LINESTRING (-83.0766764 42.3576475, -83.0765815 42.3576179)",,
6443743612,63035845,0,71691789,False,,John C Lodge Drive,residential,20 mph,13.168,"LINESTRING (-83.07644000000001 42.3575623, -83.0765815 42.3576179)",,
6443743612,63035843,0,71691789,False,,John C Lodge Drive,residential,20 mph,12.215,"LINESTRING (-83.07644000000001 42.3575623, -83.0763146 42.3575033)",,
6443743667,62572732,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,4.305,"LINESTRING (-83.0769375 42.357652, -83.07688829999999 42.3576653)",,
6443743667,62572734,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,9.221,"LINESTRING (-83.0769375 42.357652, -83.0770401 42.3576184)",,
6443743679,6443743743,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,4.442,"LINESTRING (-83.07683539999999 42.3576688, -83.0767815 42.3576657)",,
6443743679,62572732,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,4.364,"LINESTRING (-83.07683539999999 42.3576688, -83.07688829999999 42.3576653)",,
6443743733,63035843,0,71691789,False,,John C Lodge Drive,residential,20 mph,6.37,"LINESTRING (-83.0762553 42.3574664, -83.0763146 42.3575033)",,
6443743733,63035838,0,71691789,False,,John C Lodge Drive,residential,20 mph,6.448,"LINESTRING (-83.0762553 42.3574664, -83.076199 42.357426)",,
6443743743,62572730,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,5.087,"LINESTRING (-83.0767815 42.3576657, -83.07672049999999 42.3576579)",,
6443743743,6443743679,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,4.442,"LINESTRING (-83.0767815 42.3576657, -83.07683539999999 42.3576688)",,
6609019907,6403192870,0,683626095,False,,Votrobeck Drive,residential,10 mph,3.303,"LINESTRING (-83.2430469 42.4300029, -83.24304739999999 42.4299732)",,
6703286861,6403191975,0,8758535,True,,Votrobeck Court,residential,10 mph,32.97,"LINESTRING (-83.2395229 42.4320816, -83.2391214 42.4320917)",,
7030883904,5040678688,0,59427644,False,2,,service,5 mph,4.709,"LINESTRING (-83.0244738 42.3483648, -83.02445280000001 42.3483254)",parking_aisle,
7030883904,736928977,0,59427644,False,2,,service,5 mph,5.713,"LINESTRING (-83.0244738 42.3483648, -83.0244993 42.3484126)",parking_aisle,
7042961428,4965677592,0,506949378,True,,,service,15 mph,22.305,"LINESTRING (-83.1187468 42.4462228, -83.1187552 42.4464233)",,
7042961430,4965677602,0,506949378,True,,,service,15 mph,28.239,"LINESTRING (-83.1187255 42.4458348, -83.11874109999999 42.4460885)",,
7042961431,7042961432,0,753807549,False,1,,service,10 mph,20.167,"LINESTRING (-83.1177804 42.445921, -83.1177938 42.4461021)",parking_aisle,
7042961431,3551071036,0,753807549,False,1,,service,10 mph,13.482,"LINESTRING (-83.1177804 42.445921, -83.1178176 42.4458029)",parking_aisle,
7042961432,7042961433,0,753807549,False,1,,service,10 mph,19.396,"LINESTRING (-83.1177938 42.4461021, -83.11780589999999 42.4462763)",parking_aisle,
7042961432,7042961431,0,753807549,False,1,,service,10 mph,20.167,"LINESTRING (-83.1177938 42.4461021, -83.1177804 42.445921)",parking_aisle,
7042961432,4965677600,0,753807550,False,,,service,5 mph,49.073,"LINESTRING (-83.1177938 42.4461021, -83.1183918 42.4460951)",parking_aisle,
7042961433,7042961434,0,753807549,False,1,,service,10 mph,45.667,"LINESTRING (-83.11780589999999 42.4462763, -83.1183624 42.4462703)",parking_aisle,
7042961433,7042961432,0,753807549,False,1,,service,10 mph,19.396,"LINESTRING (-83.11780589999999 42.4462763, -83.1177938 42.4461021)",parking_aisle,
7042961434,7042961435,0,753807549,False,1,,service,10 mph,11.328,"LINESTRING (-83.1183624 42.4462703, -83.1184362 42.4461842)",parking_aisle,
7042961434,7042961433,0,753807549,False,1,,service,10 mph,45.667,"LINESTRING (-83.1183624 42.4462703, -83.11780589999999 42.4462763)",parking_aisle,
7042961435,7042961436,0,753807549,False,1,,service,10 mph,9.999,"LINESTRING (-83.1184362 42.4461842, -83.1184336 42.4460943)",parking_aisle,
7042961435,7042961434,0,753807549,False,1,,service,10 mph,11.328,"LINESTRING (-83.1184362 42.4461842, -83.1183624 42.4462703)",parking_aisle,
7042961436,7042961435,0,753807549,False,1,,service,10 mph,9.999,"LINESTRING (-83.1184336 42.4460943, -83.1184362 42.4461842)",parking_aisle,
7042962669,5067783919,0,545955446,False,1,Alameda Street,service,15 mph,6.165,"LINESTRING (-83.11859459999999 42.4457852, -83.1185195 42.4457869)",driveway,
7042962669,4560659042,0,545955446,False,1,Alameda Street,service,15 mph,2.266,"LINESTRING (-83.11859459999999 42.4457852, -83.1186222 42.4457846)",driveway,
7126645965,7126645966,0,762693584,False,,,service,5,6.403,"LINESTRING (-82.9850799 42.3358878, -82.9851577 42.3358907)",,no
7126645965,1232850696,0,762693584,False,,,service,5,7.733,"LINESTRING (-82.9850799 42.3358878, -82.98499200000001 42.3359126)",,no
7126645966,7126645967,0,762693584,False,,,service,5,4.693,"LINESTRING (-82.9851577 42.3358907, -82.9852073 42.3359116)",,no
7126645966,7126645965,0,762693584,False,,,service,5,6.403,"LINESTRING (-82.9851577 42.3358907, -82.9850799 42.3358878)",,no
7126645967,7126645968,0,762693584,False,,,service,5,5.426,"LINESTRING (-82.9852073 42.3359116, -82.98523950000001 42.3359542)",,no
7126645967,7126645966,0,762693584,False,,,service,5,4.693,"LINESTRING (-82.9852073 42.3359116, -82.9851577 42.3358907)",,no
7126645968,7126645969,0,762693584,False,,,service,5,6.518,"LINESTRING (-82.98523950000001 42.3359542, -82.985265 42.3360097)",,no
7126645968,7126645967,0,762693584,False,,,service,5,5.426,"LINESTRING (-82.98523950000001 42.3359542, -82.9852073 42.3359116)",,no
7126645969,7126645970,0,762693584,False,,,service,5,4.414,"LINESTRING (-82.985265 42.3360097, -82.985265 42.3360494)",,no
7126645969,7126645968,0,762693584,False,,,service,5,6.518,"LINESTRING (-82.985265 42.3360097, -82.98523950000001 42.3359542)",,no
7126645970,7126645971,0,762693584,False,,,service,5,11.75,"LINESTRING (-82.985265 42.3360494, -82.9852489 42.3361544)",,no
7126645970,7126645969,0,762693584,False,,,service,5,4.414,"LINESTRING (-82.985265 42.3360494, -82.985265 42.3360097)",,no
7126645971,7126645972,0,762693584,False,,,service,5,4.92,"LINESTRING (-82.9852489 42.3361544, -82.9852583 42.3361981)",,no
7126645971,7126645970,0,762693584,False,,,service,5,11.75,"LINESTRING (-82.9852489 42.3361544, -82.985265 42.3360494)",,no
7126645972,7126645973,0,762693584,False,,,service,5,5.416,"LINESTRING (-82.9852583 42.3361981, -82.98526440000001 42.3362466)",,no
7126645972,7126645971,0,762693584,False,,,service,5,4.92,"LINESTRING (-82.9852583 42.3361981, -82.9852489 42.3361544)",,no
7126645973,7126645972,0,762693584,False,,,service,5,5.416,"LINESTRING (-82.98526440000001 42.3362466, -82.9852583 42.3361981)",,no
7440102334,6403192855,0,426380214,False,,Votrobeck Drive,residential,10 mph,2.588,"LINESTRING (-83.2421439 42.4320081, -83.2421653 42.431991)",,
7440102334,62905746,0,426380214,False,,Votrobeck Drive,residential,10 mph,5.295,"LINESTRING (-83.2421439 42.4320081, -83.24209999999999 42.432043)",,
7458988969,7458988971,0,665211357,True,,,service,10 mph,2.591,"LINESTRING (-83.056524 42.3575, -83.05649819999999 42.3575134)",,
7458988971,829343945,0,665211357,True,,,service,10 mph,2.0,"LINESTRING (-83.05649819999999 42.3575134, -83.0564755 42.3575199)",,
7458988974,4045827438,0,665211357,True,,,service,10 mph,39.237,"LINESTRING (-83.05640990000001 42.3575443, -83.0559832 42.3577027)",,
7458988976,7458988969,0,665211357,True,,,service,10 mph,3.26,"LINESTRING (-83.05655950000001 42.3574869, -83.056524 42.3575)",,
7458988979,829344135,0,69140764,True,,,service,10 mph,35.261,"LINESTRING (-83.0567272 42.3577712, -83.0571133 42.3576328)",,
7714881303,6442017316,0,71691789,False,,John C Lodge Drive,residential,20 mph,23.329,"LINESTRING (-83.0749931 42.3554107, -83.0751063 42.3556031)",,
7714881303,6442017376,0,71691789,False,,John C Lodge Drive,residential,20 mph,59.785,"LINESTRING (-83.0749931 42.3554107, -83.07470309999999 42.3549176)",,
7809332172,6403192317,0,683626096,False,,Votrobeck Drive,residential,10 mph,34.397,"LINESTRING (-83.2430445 42.4299176, -83.2430281 42.4296085)",,
7809332172,6403192870,0,683626096,False,,Votrobeck Drive,residential,10 mph,6.187,"LINESTRING (-83.2430445 42.4299176, -83.24304739999999 42.4299732)",,
