u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,service,access
2364800684,2364800680,0,227841170,False,,,service,5 mph,67.262,"LINESTRING (-83.21985650000001 42.332077, -83.2198542 42.3314721)",driveway,
2381325985,2381332422,0,229557326,False,,,service,5 mph,52.475,"LINESTRING (-83.15647420000001 42.3350419, -83.15646889999999 42.33457)",driveway,permissive
2381332422,2381325985,0,229557326,False,,,service,5 mph,52.475,"LINESTRING (-83.15646889999999 42.33457, -83.15647420000001 42.3350419)",driveway,permissive
2626736320,2364800680,0,227841170,False,,,service,5 mph,74.73,"LINESTRING (-83.2189451 42.3314744, -83.2198542 42.3314721)",driveway,
2626736320,2364550757,0,228389509,False,,,service,5 mph,68.475,"LINESTRING (-83.2189451 42.3314744, -83.2189498 42.3320902)",,
2626736320,2364550754,0,228389509,False,,,service,5 mph,57.155,"LINESTRING (-83.2189451 42.3314744, -83.2189412 42.3309604)",,
3312838447,62966299,0,8761532,True,2,Bryden Street,primary,20 mph,12.497,"LINESTRING (-83.14438560000001 42.3710705, -83.144448 42.371173)",,
3551071024,3551071025,0,349190424,False,1,Colton Street,service,15 mph,14.78,"LINESTRING (-83.1234291 42.444666, -83.1232681 42.4447256)",parking_aisle,
3551071025,5067783865,0,349190424,False,1,Colton Street,service,15 mph,26.898,"LINESTRING (-83.1232681 42.4447256, -83.12296809999999 42.4448231)",parking_aisle,
3551071025,3551071024,0,349190424,False,1,Colton Street,service,15 mph,14.78,"LINESTRING (-83.1232681 42.4447256, -83.1234291 42.444666)",parking_aisle,
3551071026,5067783894,0,349190424,False,1,Colton Street,service,15 mph,9.859,"LINESTRING (-83.1220215 42.4447968, -83.1219016 42.4448026)",parking_aisle,
3551071026,5067783893,0,349190424,False,1,Colton Street,service,15 mph,9.392,"LINESTRING (-83.1220215 42.4447968, -83.1221348 42.4448088)",parking_aisle,
3551071027,5067783873,0,349190424,False,1,Colton Street,service,15 mph,4.784,"LINESTRING (-83.1228849 42.4448501, -83.1228266 42.4448506)",parking_aisle,
3551071027,5067783865,0,349190424,False,1,Colton Street,service,15 mph,7.458,"LINESTRING (-83.1228849 42.4448501, -83.12296809999999 42.4448231)",parking_aisle,
3551071028,5067783891,0,349190424,False,1,Colton Street,service,15 mph,14.209,"LINESTRING (-83.1225484 42.4448527, -83.122377 42.4448345)",parking_aisle,
3551071028,5067783889,0,349190424,False,1,Colton Street,service,15 mph,4.07,"LINESTRING (-83.1225484 42.4448527, -83.122598 42.4448523)",parking_aisle,
3551071029,5067788129,0,349190424,False,1,Colton Street,service,15 mph,19.141,"LINESTRING (-83.11777859999999 42.4448937, -83.1180117 42.444887)",parking_aisle,
3551071030,3551071031,0,349190423,False,,Alameda Street,residential,15 mph,14.152,"LINESTRING (-83.12393520000001 42.4453916, -83.1237812 42.4454489)",,
3551071031,6431447006,0,349190423,False,,Alameda Street,residential,15 mph,29.244,"LINESTRING (-83.1237812 42.4454489, -83.1234608 42.4455641)",,
3551071031,3551071030,0,349190423,False,,Alameda Street,residential,15 mph,14.152,"LINESTRING (-83.1237812 42.4454489, -83.12393520000001 42.4453916)",,
3551071032,6431446998,0,349190423,False,,Alameda Street,residential,15 mph,10.276,"LINESTRING (-83.12327310000001 42.4456181, -83.1231518 42.4456411)",,
3551071032,6431447008,0,349190423,False,,Alameda Street,residential,15 mph,8.692,"LINESTRING (-83.12327310000001 42.4456181, -83.12337309999999 42.4455923)",,
3551071033,5067783872,0,349190423,False,,Alameda Street,residential,15 mph,5.194,"LINESTRING (-83.12293270000001 42.4456636, -83.1228694 42.4456636)",,
3551071033,6431447000,0,349190423,False,,Alameda Street,residential,15 mph,8.075,"LINESTRING (-83.12293270000001 42.4456636, -83.1230305 42.4456555)",,
3551071034,5067783884,0,349190423,False,,Alameda Street,residential,15 mph,49.404,"LINESTRING (-83.1225293 42.445682, -83.12192760000001 42.4456981)",,
3551071034,4965677594,0,349190423,False,,Alameda Street,residential,15 mph,25.71,"LINESTRING (-83.1225293 42.445682, -83.1228418 42.4456651)",,
3551071035,4965677604,0,545955448,False,,Alameda Street,residential,15 mph,14.749,"LINESTRING (-83.11907770000001 42.4457743, -83.1188981 42.4457798)",,
3551071035,5067788131,0,545955448,False,,Alameda Street,residential,15 mph,13.966,"LINESTRING (-83.11907770000001 42.4457743, -83.1192478 42.4457698)",,
3551071036,5067788128,0,545955446,False,1,Alameda Street,service,15 mph,19.3,"LINESTRING (-83.1178176 42.4458029, -83.11805270000001 42.4457976)",driveway,
3551071036,7042961431,0,753807549,False,1,,service,10 mph,13.482,"LINESTRING (-83.1178176 42.4458029, -83.1177804 42.445921)",parking_aisle,
4039412093,62885070,0,8755263,True,,Mackay Street,residential,10 mph,8.255,"LINESTRING (-83.0764109 42.4365719, -83.076329 42.436615)",,
4045827438,5906622968,0,665211357,True,,,service,10 mph,8.389,"LINESTRING (-83.0559832 42.3577027, -83.0558908 42.3577348)",,
4045827444,829343948,0,69140764,True,,,service,10 mph,44.868,"LINESTRING (-83.0561647 42.3579724, -83.05665620000001 42.3577966)",,
4273557384,736928970,0,59427644,False,2,,service,5 mph,49.967,"LINESTRING (-83.0243789 42.3499363, -83.024919 42.3497299)",parking_aisle,
4273557384,736928968,0,59427644,False,2,,service,5 mph,7.771,"LINESTRING (-83.0243789 42.3499363, -83.0242949 42.3499684)",parking_aisle,
4273560892,5040678687,0,516337326,True,1,,service,5 mph,18.111,"LINESTRING (-83.02435850000001 42.3481167, -83.0244514 42.3482644)",,
4560659042,7042962669,0,545955446,False,1,Alameda Street,service,15 mph,2.266,"LINESTRING (-83.1186222 42.4457846, -83.11859459999999 42.4457852)",driveway,
4560659042,4965677603,0,545955446,False,1,Alameda Street,service,15 mph,8.217,"LINESTRING (-83.1186222 42.4457846, -83.1187223 42.4457823)",driveway,
4639785711,62837465,0,8752037,True,2,West Grand River Avenue,primary,20 mph,24.021,"LINESTRING (-83.1441253 42.3706685, -83.14425799999999 42.370861)",,
4677155622,2194538404,0,209224494,False,,,service,5 mph,8.444,"LINESTRING (-83.0621951 42.3563421, -83.06224640000001 42.3564079)",parking_aisle,
4677155622,2194538387,0,209224494,False,,,service,5 mph,7.429,"LINESTRING (-83.0621951 42.3563421, -83.06215 42.3562842)",parking_aisle,
4677155623,830140372,0,69256656,False,,,service,5 mph,8.87,"LINESTRING (-83.0627049 42.3561227, -83.0627574 42.3561924)",parking_aisle,
4677155623,2194538179,0,69256656,False,,,service,5 mph,30.733,"LINESTRING (-83.0627049 42.3561227, -83.062523 42.3558812)",parking_aisle,
4918620664,62572734,0,500927602,False,,Edsel Ford Drive,unclassified,20 mph,53.86,"LINESTRING (-83.07764229999999 42.3574271, -83.0770401 42.3576184)",,
4965677590,5067783896,0,349190424,False,1,Colton Street,service,15 mph,11.255,"LINESTRING (-83.1217403 42.4448031, -83.1216032 42.4448062)",parking_aisle,
4965677590,5067783894,0,349190424,False,1,Colton Street,service,15 mph,13.235,"LINESTRING (-83.1217403 42.4448031, -83.1219016 42.4448026)",parking_aisle,
4965677592,4965677601,0,506949378,True,,,service,15 mph,16.292,"LINESTRING (-83.1187552 42.4464233, -83.1187585 42.4465698)",,
4965677593,4965677605,0,506949379,True,,,service,15 mph,36.989,"LINESTRING (-83.11893120000001 42.4464206, -83.1189138 42.4460882)",,
4965677594,3551071034,0,349190423,False,,Alameda Street,residential,15 mph,25.71,"LINESTRING (-83.1228418 42.4456651, -83.1225293 42.445682)",,
4965677594,5067783872,0,349190423,False,,Alameda Street,residential,15 mph,2.271,"LINESTRING (-83.1228418 42.4456651, -83.1228694 42.4456636)",,
4965677600,7042961432,0,753807550,False,,,service,5 mph,49.073,"LINESTRING (-83.1183918 42.4460951, -83.1177938 42.4461021)",parking_aisle,
4965677602,7042961428,0,506949378,True,,,service,15 mph,14.941,"LINESTRING (-83.11874109999999 42.4460885, -83.1187468 42.4462228)",,
4965677603,7042961430,0,506949378,True,,,service,15 mph,5.844,"LINESTRING (-83.1187223 42.4457823, -83.1187255 42.4458348)",,
4965677603,4560659042,0,545955446,False,1,Alameda Street,service,15 mph,8.217,"LINESTRING (-83.1187223 42.4457823, -83.1186222 42.4457846)",driveway,
4965677603,4965677604,0,545955447,False,,Alameda Street,residential,15 mph,14.428,"LINESTRING (-83.1187223 42.4457823, -83.1188981 42.4457798)",,
4965677604,4965677603,0,545955447,False,,Alameda Street,residential,15 mph,14.428,"LINESTRING (-83.1188981 42.4457798, -83.1187223 42.4457823)",,
4965677604,3551071035,0,545955448,False,,Alameda Street,residential,15 mph,14.749,"LINESTRING (-83.1188981 42.4457798, -83.11907770000001 42.4457743)",,
4965677605,4965677604,0,506949379,True,,,service,15 mph,34.317,"LINESTRING (-83.1189138 42.4460882, -83.1188981 42.4457798)",,
5040678684,6003310609,0,516337325,True,1,,service,5 mph,12.674,"LINESTRING (-83.0242945 42.3482758, -83.02422249999999 42.348175)",,
5040678685,5040678684,0,516337325,True,1,,service,5 mph,6.723,"LINESTRING (-83.0243562 42.3483155, -83.0242945 42.3482758)",,
5040678686,736928977,0,59427644,False,2,,service,5 mph,10.053,"LINESTRING (-83.0245192 42.3485018, -83.0244993 42.3484126)",parking_aisle,
5040678686,736928974,0,59427644,False,2,,service,5 mph,9.618,"LINESTRING (-83.0245192 42.3485018, -83.02451139999999 42.3485881)",parking_aisle,
5040678687,5040678688,0,516337326,True,1,,service,5 mph,6.784,"LINESTRING (-83.0244514 42.3482644, -83.02445280000001 42.3483254)",,
5040678688,7030883904,0,59427644,False,2,,service,5 mph,4.709,"LINESTRING (-83.02445280000001 42.3483254, -83.0244738 42.3483648)",parking_aisle,
5040678688,5040678685,0,516337325,True,1,,service,5 mph,8.015,"LINESTRING (-83.02445280000001 42.3483254, -83.0243562 42.3483155)",,
5067783865,3551071027,0,349190424,False,1,Colton Street,service,15 mph,7.458,"LINESTRING (-83.12296809999999 42.4448231, -83.1228849 42.4448501)",parking_aisle,
5067783865,3551071025,0,349190424,False,1,Colton Street,service,15 mph,26.898,"LINESTRING (-83.12296809999999 42.4448231, -83.1232681 42.4447256)",parking_aisle,
5067783872,4965677594,0,349190423,False,,Alameda Street,residential,15 mph,2.271,"LINESTRING (-83.1228694 42.4456636, -83.1228418 42.4456651)",,
5067783872,3551071033,0,349190423,False,,Alameda Street,residential,15 mph,5.194,"LINESTRING (-83.1228694 42.4456636, -83.12293270000001 42.4456636)",,
5067783873,5067783889,0,349190424,False,1,Colton Street,service,15 mph,18.758,"LINESTRING (-83.1228266 42.4448506, -83.122598 42.4448523)",parking_aisle,
5067783873,3551071027,0,349190424,False,1,Colton Street,service,15 mph,4.784,"LINESTRING (-83.1228266 42.4448506, -83.1228849 42.4448501)",parking_aisle,
5067783875,5067783888,0,519778190,False,,,service,5 mph,19.428,"LINESTRING (-83.1228582 42.4454882, -83.12262149999999 42.4454925)",parking_aisle,
5067783876,5067783895,0,519778190,False,,,service,5 mph,11.437,"LINESTRING (-83.12178350000001 42.4455076, -83.12164420000001 42.4455111)",parking_aisle,
5067783876,5067783886,0,519778190,False,,,service,5 mph,11.638,"LINESTRING (-83.12178350000001 42.4455076, -83.1219253 42.4455051)",parking_aisle,
5067783877,5067783903,0,519778190,False,,,service,5 mph,19.597,"LINESTRING (-83.12049589999999 42.44554, -83.12073460000001 42.445534)",parking_aisle,
5067783877,5067783880,0,519778192,False,,,service,5 mph,78.801,"LINESTRING (-83.12049589999999 42.44554, -83.1204511 42.4448321)",parking_aisle,
5067783877,5067783879,0,519778192,False,,,service,5 mph,12.766,"LINESTRING (-83.12049589999999 42.44554, -83.12049380000001 42.4456548)",parking_aisle,
5067783878,5067788145,0,349190423,False,,Alameda Street,residential,15 mph,2.077,"LINESTRING (-83.1205076 42.4457361, -83.12048230000001 42.4457367)",,
5067783878,5067788138,0,349190423,False,,Alameda Street,residential,15 mph,100.811,"LINESTRING (-83.1205076 42.4457361, -83.12173540000001 42.4457032)",,
5067783879,5067783877,0,519778192,False,,,service,5 mph,12.766,"LINESTRING (-83.12049380000001 42.4456548, -83.12049589999999 42.44554)",parking_aisle,
5067783880,5067783911,0,349190424,False,1,Colton Street,service,15 mph,24.685,"LINESTRING (-83.1204511 42.4448321, -83.1201504 42.4448389)",parking_aisle,
5067783880,5067783904,0,349190424,False,1,Colton Street,service,15 mph,19.226,"LINESTRING (-83.1204511 42.4448321, -83.12068530000001 42.4448268)",parking_aisle,
5067783880,5067783877,0,519778192,False,,,service,5 mph,78.801,"LINESTRING (-83.1204511 42.4448321, -83.12049589999999 42.44554)",parking_aisle,
5067783884,5067788138,0,349190423,False,,Alameda Street,residential,15 mph,15.781,"LINESTRING (-83.12192760000001 42.4456981, -83.12173540000001 42.4457032)",,
5067783884,3551071034,0,349190423,False,,Alameda Street,residential,15 mph,49.404,"LINESTRING (-83.12192760000001 42.4456981, -83.1225293 42.445682)",,
5067783886,5067783876,0,519778190,False,,,service,5 mph,11.638,"LINESTRING (-83.1219253 42.4455051, -83.12178350000001 42.4455076)",parking_aisle,
5067783886,5067783892,0,519778190,False,,,service,5 mph,19.297,"LINESTRING (-83.1219253 42.4455051, -83.1221604 42.4455008)",parking_aisle,
5067783888,5067783890,0,519778190,False,,,service,5 mph,18.352,"LINESTRING (-83.12262149999999 42.4454925, -83.1223979 42.4454965)",parking_aisle,
5067783888,5067783875,0,519778190,False,,,service,5 mph,19.428,"LINESTRING (-83.12262149999999 42.4454925, -83.1228582 42.4454882)",parking_aisle,
5067783889,3551071028,0,349190424,False,1,Colton Street,service,15 mph,4.07,"LINESTRING (-83.122598 42.4448523, -83.1225484 42.4448527)",parking_aisle,
5067783889,5067783873,0,349190424,False,1,Colton Street,service,15 mph,18.758,"LINESTRING (-83.122598 42.4448523, -83.1228266 42.4448506)",parking_aisle,
5067783890,5067783892,0,519778190,False,,,service,5 mph,19.493,"LINESTRING (-83.1223979 42.4454965, -83.1221604 42.4455008)",parking_aisle,
5067783890,5067783888,0,519778190,False,,,service,5 mph,18.352,"LINESTRING (-83.1223979 42.4454965, -83.12262149999999 42.4454925)",parking_aisle,
5067783891,5067783893,0,349190424,False,1,Colton Street,service,15 mph,20.078,"LINESTRING (-83.122377 42.4448345, -83.1221348 42.4448088)",parking_aisle,
5067783891,3551071028,0,349190424,False,1,Colton Street,service,15 mph,14.209,"LINESTRING (-83.122377 42.4448345, -83.1225484 42.4448527)",parking_aisle,
5067783892,5067783886,0,519778190,False,,,service,5 mph,19.297,"LINESTRING (-83.1221604 42.4455008, -83.1219253 42.4455051)",parking_aisle,
5067783892,5067783890,0,519778190,False,,,service,5 mph,19.493,"LINESTRING (-83.1221604 42.4455008, -83.1223979 42.4454965)",parking_aisle,
5067783893,3551071026,0,349190424,False,1,Colton Street,service,15 mph,9.392,"LINESTRING (-83.1221348 42.4448088, -83.1220215 42.4447968)",parking_aisle,
5067783893,5067783891,0,349190424,False,1,Colton Street,service,15 mph,20.078,"LINESTRING (-83.1221348 42.4448088, -83.122377 42.4448345)",parking_aisle,
5067783894,4965677590,0,349190424,False,1,Colton Street,service,15 mph,13.235,"LINESTRING (-83.1219016 42.4448026, -83.1217403 42.4448031)",parking_aisle,
5067783894,3551071026,0,349190424,False,1,Colton Street,service,15 mph,9.859,"LINESTRING (-83.1219016 42.4448026, -83.1220215 42.4447968)",parking_aisle,
5067783895,5067783897,0,519778190,False,,,service,5 mph,18.415,"LINESTRING (-83.12164420000001 42.4455111, -83.12141990000001 42.4455168)",parking_aisle,
5067783895,5067783876,0,519778190,False,,,service,5 mph,11.437,"LINESTRING (-83.12164420000001 42.4455111, -83.12178350000001 42.4455076)",parking_aisle,
5067783896,5067783898,0,349190424,False,1,Colton Street,service,15 mph,18.372,"LINESTRING (-83.1216032 42.4448062, -83.1213794 42.4448112)",parking_aisle,
5067783896,4965677590,0,349190424,False,1,Colton Street,service,15 mph,11.255,"LINESTRING (-83.1216032 42.4448062, -83.1217403 42.4448031)",parking_aisle,
5067783897,5067783899,0,519778190,False,,,service,5 mph,19.671,"LINESTRING (-83.12141990000001 42.4455168, -83.12118030000001 42.4455228)",parking_aisle,
5067783897,5067783895,0,519778190,False,,,service,5 mph,18.415,"LINESTRING (-83.12141990000001 42.4455168, -83.12164420000001 42.4455111)",parking_aisle,
5067783898,5067783900,0,349190424,False,1,Colton Street,service,15 mph,18.43,"LINESTRING (-83.1213794 42.4448112, -83.12115489999999 42.4448163)",parking_aisle,
5067783898,5067783896,0,349190424,False,1,Colton Street,service,15 mph,18.372,"LINESTRING (-83.1213794 42.4448112, -83.1216032 42.4448062)",parking_aisle,
5067783899,5067783901,0,519778190,False,,,service,5 mph,18.423,"LINESTRING (-83.12118030000001 42.4455228, -83.1209559 42.4455284)",parking_aisle,
5067783899,5067783897,0,519778190,False,,,service,5 mph,19.671,"LINESTRING (-83.12118030000001 42.4455228, -83.12141990000001 42.4455168)",parking_aisle,
5067783900,5067783902,0,349190424,False,1,Colton Street,service,15 mph,19.177,"LINESTRING (-83.12115489999999 42.4448163, -83.12092130000001 42.4448215)",parking_aisle,
5067783900,5067783898,0,349190424,False,1,Colton Street,service,15 mph,18.43,"LINESTRING (-83.12115489999999 42.4448163, -83.1213794 42.4448112)",parking_aisle,
5067783901,5067783903,0,519778190,False,,,service,5 mph,18.169,"LINESTRING (-83.1209559 42.4455284, -83.12073460000001 42.445534)",parking_aisle,
5067783901,5067783899,0,519778190,False,,,service,5 mph,18.423,"LINESTRING (-83.1209559 42.4455284, -83.12118030000001 42.4455228)",parking_aisle,
5067783902,5067783904,0,349190424,False,1,Colton Street,service,15 mph,19.374,"LINESTRING (-83.12092130000001 42.4448215, -83.12068530000001 42.4448268)",parking_aisle,
5067783902,5067783900,0,349190424,False,1,Colton Street,service,15 mph,19.177,"LINESTRING (-83.12092130000001 42.4448215, -83.12115489999999 42.4448163)",parking_aisle,
5067783903,5067783877,0,519778190,False,,,service,5 mph,19.597,"LINESTRING (-83.12073460000001 42.445534, -83.12049589999999 42.44554)",parking_aisle,
5067783903,5067783901,0,519778190,False,,,service,5 mph,18.169,"LINESTRING (-83.12073460000001 42.445534, -83.1209559 42.4455284)",parking_aisle,
5067783904,5067783880,0,349190424,False,1,Colton Street,service,15 mph,19.226,"LINESTRING (-83.12068530000001 42.4448268, -83.1204511 42.4448321)",parking_aisle,
5067783904,5067783902,0,349190424,False,1,Colton Street,service,15 mph,19.374,"LINESTRING (-83.12068530000001 42.4448268, -83.12092130000001 42.4448215)",parking_aisle,
5067783905,5067783912,0,519778208,False,,,service,5 mph,20.158,"LINESTRING (-83.12018740000001 42.4455485, -83.11994180000001 42.4455527)",parking_aisle,
5067783905,5067783909,0,519778208,False,,,service,5 mph,14.102,"LINESTRING (-83.12018740000001 42.4455485, -83.12019050000001 42.4456753)",parking_aisle,
5067783906,5067783907,0,519778208,False,,,service,5 mph,14.633,"LINESTRING (-83.1192626 42.4455644, -83.11926269999999 42.445696)",parking_aisle,
5067783906,5067783916,0,519778208,False,,,service,5 mph,17.934,"LINESTRING (-83.1192626 42.4455644, -83.1194811 42.4455606)",parking_aisle,
5067783907,5067783908,0,519778208,False,,,service,5 mph,8.154,"LINESTRING (-83.11926269999999 42.445696, -83.11926870000001 42.4457692)",parking_aisle,
5067783907,5067783906,0,519778208,False,,,service,5 mph,14.633,"LINESTRING (-83.11926269999999 42.445696, -83.1192626 42.4455644)",parking_aisle,
5067783908,5067783907,0,519778208,False,,,service,5 mph,8.154,"LINESTRING (-83.11926870000001 42.4457692, -83.11926269999999 42.445696)",parking_aisle,
5067783908,5067788170,0,545955436,False,,Alameda Street,residential,15 mph,17.53,"LINESTRING (-83.11926870000001 42.4457692, -83.11948219999999 42.4457635)",,
5067783908,5067788131,0,545955448,False,,Alameda Street,residential,15 mph,1.716,"LINESTRING (-83.11926870000001 42.4457692, -83.1192478 42.4457698)",,
5067783909,5067783905,0,519778208,False,,,service,5 mph,14.102,"LINESTRING (-83.12019050000001 42.4456753, -83.12018740000001 42.4455485)",parking_aisle,
5067783909,5067783910,0,519778208,False,,,service,5 mph,7.698,"LINESTRING (-83.12019050000001 42.4456753, -83.1201933 42.4457445)",parking_aisle,
5067783910,5067788151,0,349190423,False,,Alameda Street,residential,15 mph,10.789,"LINESTRING (-83.1201933 42.4457445, -83.1203247 42.445741)",,
5067783910,5067783909,0,519778208,False,,,service,5 mph,7.698,"LINESTRING (-83.1201933 42.4457445, -83.12019050000001 42.4456753)",parking_aisle,
5067783910,5067788152,0,545955449,False,,Alameda Street,residential,15 mph,20.19,"LINESTRING (-83.1201933 42.4457445, -83.1199474 42.445751)",,
5067783911,5067783913,0,349190424,False,1,Colton Street,service,15 mph,19.201,"LINESTRING (-83.1201504 42.4448389, -83.1199165 42.4448441)",parking_aisle,
5067783911,5067783880,0,349190424,False,1,Colton Street,service,15 mph,24.685,"LINESTRING (-83.1201504 42.4448389, -83.1204511 42.4448321)",parking_aisle,
5067783912,5067783914,0,519778208,False,,,service,5 mph,19.156,"LINESTRING (-83.11994180000001 42.4455527, -83.11970839999999 42.4455567)",parking_aisle,
5067783912,5067783905,0,519778208,False,,,service,5 mph,20.158,"LINESTRING (-83.11994180000001 42.4455527, -83.12018740000001 42.4455485)",parking_aisle,
5067783913,5067783915,0,349190424,False,1,Colton Street,service,15 mph,19.916,"LINESTRING (-83.1199165 42.4448441, -83.1196739 42.4448496)",parking_aisle,
5067783913,5067783911,0,349190424,False,1,Colton Street,service,15 mph,19.201,"LINESTRING (-83.1199165 42.4448441, -83.1201504 42.4448389)",parking_aisle,
5067783914,5067783916,0,519778208,False,,,service,5 mph,18.656,"LINESTRING (-83.11970839999999 42.4455567, -83.1194811 42.4455606)",parking_aisle,
5067783914,5067783912,0,519778208,False,,,service,5 mph,19.156,"LINESTRING (-83.11970839999999 42.4455567, -83.11994180000001 42.4455527)",parking_aisle,
5067783915,5067783917,0,349190424,False,1,Colton Street,service,15 mph,18.413,"LINESTRING (-83.1196739 42.4448496, -83.1194496 42.4448546)",parking_aisle,
5067783915,5067783913,0,349190424,False,1,Colton Street,service,15 mph,19.916,"LINESTRING (-83.1196739 42.4448496, -83.1199165 42.4448441)",parking_aisle,
5067783916,5067783906,0,519778208,False,,,service,5 mph,17.934,"LINESTRING (-83.1194811 42.4455606, -83.1192626 42.4455644)",parking_aisle,
5067783916,5067783914,0,519778208,False,,,service,5 mph,18.656,"LINESTRING (-83.1194811 42.4455606, -83.11970839999999 42.4455567)",parking_aisle,
5067783917,5067783918,0,349190424,False,1,Colton Street,service,15 mph,19.858,"LINESTRING (-83.1194496 42.4448546, -83.1192077 42.4448601)",parking_aisle,
5067783917,5067783915,0,349190424,False,1,Colton Street,service,15 mph,18.413,"LINESTRING (-83.1194496 42.4448546, -83.1196739 42.4448496)",parking_aisle,
5067783918,5067788122,0,349190424,False,1,Colton Street,service,15 mph,22.042,"LINESTRING (-83.1192077 42.4448601, -83.1189392 42.4448661)",parking_aisle,
5067783918,5067783917,0,349190424,False,1,Colton Street,service,15 mph,19.858,"LINESTRING (-83.1192077 42.4448601, -83.1194496 42.4448546)",parking_aisle,
5067783919,5067783920,0,519778214,False,,,service,5 mph,16.424,"LINESTRING (-83.1185195 42.4457869, -83.1185191 42.4456392)",parking_aisle,
5067783919,5067788126,0,545955446,False,1,Alameda Street,service,15 mph,19.152,"LINESTRING (-83.1185195 42.4457869, -83.1182862 42.4457922)",driveway,
5067783919,7042962669,0,545955446,False,1,Alameda Street,service,15 mph,6.165,"LINESTRING (-83.1185195 42.4457869, -83.11859459999999 42.4457852)",driveway,
5067783920,5067788123,0,519778214,False,,,service,5 mph,17.432,"LINESTRING (-83.1185191 42.4456392, -83.1187315 42.445636)",parking_aisle,
5067783920,5067783919,0,519778214,False,,,service,5 mph,16.424,"LINESTRING (-83.1185191 42.4456392, -83.1185195 42.4457869)",parking_aisle,
5067788121,5067788123,0,519778214,False,,,service,5 mph,19.639,"LINESTRING (-83.1189708 42.4456324, -83.1187315 42.445636)",parking_aisle,
5067788122,5067788124,0,349190424,False,1,Colton Street,service,15 mph,19.144,"LINESTRING (-83.1189392 42.4448661, -83.118706 42.4448713)",parking_aisle,
5067788122,5067783918,0,349190424,False,1,Colton Street,service,15 mph,22.042,"LINESTRING (-83.1189392 42.4448661, -83.1192077 42.4448601)",parking_aisle,
5067788123,5067788121,0,519778214,False,,,service,5 mph,19.639,"LINESTRING (-83.1187315 42.445636, -83.1189708 42.4456324)",parking_aisle,
5067788123,5067783920,0,519778214,False,,,service,5 mph,17.432,"LINESTRING (-83.1187315 42.445636, -83.1185191 42.4456392)",parking_aisle,
5067788124,5067788125,0,349190424,False,1,Colton Street,service,15 mph,17.88,"LINESTRING (-83.118706 42.4448713, -83.1184882 42.4448762)",parking_aisle,
5067788124,5067788122,0,349190424,False,1,Colton Street,service,15 mph,19.144,"LINESTRING (-83.118706 42.4448713, -83.1189392 42.4448661)",parking_aisle,
5067788125,5067788127,0,349190424,False,1,Colton Street,service,15 mph,19.94,"LINESTRING (-83.1184882 42.4448762, -83.1182453 42.4448817)",parking_aisle,
5067788125,5067788124,0,349190424,False,1,Colton Street,service,15 mph,17.88,"LINESTRING (-83.1184882 42.4448762, -83.118706 42.4448713)",parking_aisle,
5067788126,5067788128,0,545955446,False,1,Alameda Street,service,15 mph,19.169,"LINESTRING (-83.1182862 42.4457922, -83.11805270000001 42.4457976)",driveway,
5067788126,5067783919,0,545955446,False,1,Alameda Street,service,15 mph,19.152,"LINESTRING (-83.1182862 42.4457922, -83.1185195 42.4457869)",driveway,
5067788127,5067788129,0,349190424,False,1,Colton Street,service,15 mph,19.177,"LINESTRING (-83.1182453 42.4448817, -83.1180117 42.444887)",parking_aisle,
5067788127,5067788125,0,349190424,False,1,Colton Street,service,15 mph,19.94,"LINESTRING (-83.1182453 42.4448817, -83.1184882 42.4448762)",parking_aisle,
5067788128,3551071036,0,545955446,False,1,Alameda Street,service,15 mph,19.3,"LINESTRING (-83.11805270000001 42.4457976, -83.1178176 42.4458029)",driveway,
5067788128,5067788126,0,545955446,False,1,Alameda Street,service,15 mph,19.169,"LINESTRING (-83.11805270000001 42.4457976, -83.1182862 42.4457922)",driveway,
5067788129,3551071029,0,349190424,False,1,Colton Street,service,15 mph,19.141,"LINESTRING (-83.1180117 42.444887, -83.11777859999999 42.4448937)",parking_aisle,
5067788129,5067788127,0,349190424,False,1,Colton Street,service,15 mph,19.177,"LINESTRING (-83.1180117 42.444887, -83.1182453 42.4448817)",parking_aisle,
5067788131,3551071035,0,545955448,False,,Alameda Street,residential,15 mph,13.966,"LINESTRING (-83.1192478 42.4457698, -83.11907770000001 42.4457743)",,
5067788131,5067783908,0,545955448,False,,Alameda Street,residential,15 mph,1.716,"LINESTRING (-83.1192478 42.4457698, -83.11926870000001 42.4457692)",,
5067788138,5067783878,0,349190423,False,,Alameda Street,residential,15 mph,100.811,"LINESTRING (-83.12173540000001 42.4457032, -83.1205076 42.4457361)",,
5067788138,5067783884,0,349190423,False,,Alameda Street,residential,15 mph,15.781,"LINESTRING (-83.12173540000001 42.4457032, -83.12192760000001 42.4456981)",,
5067788145,5067788151,0,349190423,False,,Alameda Street,residential,15 mph,12.94,"LINESTRING (-83.12048230000001 42.4457367, -83.1203247 42.445741)",,
5067788145,5067783878,0,349190423,False,,Alameda Street,residential,15 mph,2.077,"LINESTRING (-83.12048230000001 42.4457367, -83.1205076 42.4457361)",,
5067788151,5067783910,0,349190423,False,,Alameda Street,residential,15 mph,10.789,"LINESTRING (-83.1203247 42.445741, -83.1201933 42.4457445)",,
5067788151,5067788145,0,349190423,False,,Alameda Street,residential,15 mph,12.94,"LINESTRING (-83.1203247 42.445741, -83.12048230000001 42.4457367)",,
