u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,maxspeed,bridge,tunnel,service,access,junction
2640792278,4652598825,0,258748391,service,False,44.723,"LINESTRING (37.7716326 55.6765954, 37.7710609 55.6766267, 37.7709627 55.6766821)",,,,,20,,,,,
2640792278,4793472996,0,258748391,service,False,70.51899999999999,"LINESTRING (37.7716326 55.6765954, 37.771615 55.6765333, 37.7713912 55.6760214, 37.7713725 55.6759786)",,,,,20,,,,,
2640792281,4652598825,0,258748391,service,False,83.359,"LINESTRING (37.7696495 55.6767992, 37.7709627 55.6766821)",,,,,20,,,,,
2640792281,3634791569,0,258748391,service,False,38.207,"LINESTRING (37.7696495 55.6767992, 37.7696756 55.6769507, 37.7697161 55.677001, 37.7698335 55.6770791, 37.7698642 55.6771081)",,,,,20,,,,,
2640792281,4696037086,0,475925746,service,False,231.436,"LINESTRING (37.7696495 55.6767992, 37.7696034 55.6767286, 37.7695503 55.6766977, 37.7694618 55.6766967, 37.7692143 55.6767251, 37.7691309 55.6767346, 37.768485 55.6768184, 37.7684513 55.6768493, 37.7684036 55.6769072, 37.7683186 55.6769261, 37.7674813 55.6770647, 37.767179 55.6771147, 37.7663661 55.6772342, 37.7662888 55.6772662)",,,,,20,,,,,
2642064998,3652559356,0,366782927,primary_link,True,227.11599999999999,"LINESTRING (37.3850524 55.7137677, 37.3846009 55.713718, 37.3843849 55.7136971, 37.3842341 55.7137052, 37.3840679 55.7137476, 37.3839454 55.7137991, 37.383858 55.7138553, 37.3837753 55.7139558, 37.3837558 55.7140594, 37.3837828 55.7141573, 37.3838668 55.7142506, 37.3839733 55.7143175, 37.3841271 55.7143772, 37.3842723 55.7144098, 37.3844213 55.7144242, 37.3845852 55.7144211, 37.3847169 55.7144037, 37.3848466 55.7143653, 37.3849566 55.7143108, 37.3851483 55.714154)",,,,2,30,,,,,
2669094715,2670014851,0,261382916,service,False,36.61,"LINESTRING (37.7110738 55.8166853, 37.7107334 55.8164173)",,,,,20,,,parking_aisle,,
2670014851,2669094715,0,261382916,service,False,36.61,"LINESTRING (37.7107334 55.8164173, 37.7110738 55.8166853)",,,,,20,,,parking_aisle,,
2670513034,2670513036,0,261435341,service,False,122.978,"LINESTRING (37.7113585 55.8171166, 37.7099264 55.8178754)",,,,,20,,,,,
2670513034,3459074419,0,"[261435340, 261435342]",service,False,42.726,"LINESTRING (37.7113585 55.8171166, 37.7115114 55.8172131, 37.7115508 55.8172386, 37.7116365 55.8172969, 37.7114583 55.8174027)",,,,,20,,,,,
2670513034,3927923747,0,261435340,service,False,51.854,"LINESTRING (37.7113585 55.8171166, 37.7112982 55.8170737, 37.7110436 55.8168255, 37.7109615 55.8167091)",,,,,20,,,,,
2670513036,2670513034,0,261435341,service,False,122.978,"LINESTRING (37.7099264 55.8178754, 37.7113585 55.8171166)",,,,,20,,,,,
2670513038,3459074424,0,261435342,service,False,55.145,"LINESTRING (37.7103905 55.8179807, 37.7105172 55.817913, 37.7110294 55.8176385)",,,,,20,,,,,
2671095185,253448853,0,261495925,service,False,279.20000000000005,"LINESTRING (37.659322 55.6730043, 37.6592595 55.673082, 37.6591469 55.6732519, 37.6589947 55.6733922, 37.6588176 55.6734903, 37.6585346 55.6735703, 37.6568588 55.6739771, 37.6563598 55.6740982, 37.6560662 55.6741426, 37.6559174 55.6741651, 37.6558357 55.674189, 37.6556533 55.6742424)",,,,,5,,,,,
2673451985,2673451988,0,261750287,service,False,29.333000000000002,"LINESTRING (37.5250709 55.6680729, 37.525188 55.6681126, 37.5253935 55.6681823, 37.5254717 55.6682089)",,,,,20,,,,,
2673451988,2673452003,0,261750286,service,False,166.755,"LINESTRING (37.5254717 55.6682089, 37.5266161 55.6690015, 37.5266086 55.669479)",,,,,20,,,,,
2673451988,2673451985,0,261750287,service,False,29.333,"LINESTRING (37.5254717 55.6682089, 37.5253935 55.6681823, 37.525188 55.6681126, 37.5250709 55.6680729)",,,,,20,,,,,
2673451988,4080312564,0,539443426,service,True,198.566,"LINESTRING (37.5254717 55.6682089, 37.5253768 55.6682975, 37.5249611 55.6686856, 37.5244147 55.6691957, 37.5243583 55.6692248, 37.5238472 55.6694882, 37.523641 55.6695966, 37.5235738 55.6695829)",,,,,20,,,,,
2673452003,2673451988,0,261750286,service,False,166.755,"LINESTRING (37.5266086 55.669479, 37.5266161 55.6690015, 37.5254717 55.6682089)",,,,,20,,,,,
2682123804,7729125888,0,262551453,service,True,20.490000000000002,"LINESTRING (37.7407565 55.6576357, 37.7406409 55.6576192, 37.7404397 55.6575908)",,,,,20,,,,,
2688475064,2688475070,0,263223859,service,False,32.098,"LINESTRING (37.4953732 55.8520143, 37.4952772 55.8520961, 37.4950904 55.8522554)",,no,,,5,,,,,
2688475068,2688475070,0,263223859,service,False,14.393,"LINESTRING (37.4948679 55.8522214, 37.4950904 55.8522554)",,no,,,5,,,,,
2688475068,3217463526,0,263223859,service,False,76.02499999999999,"LINESTRING (37.4948679 55.8522214, 37.4947375 55.8523235, 37.4941583 55.8527771)",,no,,,5,,,,,
2688475068,3217463526,1,"[481786040, 315616805]",service,False,91.029,"LINESTRING (37.4948679 55.8522214, 37.4945933 55.8522625, 37.4940524 55.8526927, 37.4940161 55.8527215, 37.4941583 55.8527771)",,,,,5,,,,,
2688475068,4749553966,0,482079187,service,False,39.561,"LINESTRING (37.4948679 55.8522214, 37.4944613 55.8520571, 37.4943837 55.8521176)",,,,,5,,,,,
2688475070,2688475068,0,263223859,service,False,14.393,"LINESTRING (37.4950904 55.8522554, 37.4948679 55.8522214)",,no,,,5,,,,,
2688475070,3217463526,0,263223859,service,False,152.49,"LINESTRING (37.4950904 55.8522554, 37.4953599 55.8523582, 37.494556 55.8530168, 37.4940867 55.8528332, 37.4941583 55.8527771)",,no,,,5,,,,,
2688475070,2688475064,0,263223859,service,False,32.098,"LINESTRING (37.4950904 55.8522554, 37.4952772 55.8520961, 37.4953732 55.8520143)",,no,,,5,,,,,
2689392265,1897740087,0,263313900,service,False,58.696,"LINESTRING (37.8115573 55.816136, 37.8115679 55.815893, 37.8115863 55.8156084)",,,,,20,,,,,
2699022686,1838757833,0,264223410,service,False,689.286,"LINESTRING (37.7607354 55.6717705, 37.7610826 55.6719536, 37.7611558 55.6720078, 37.7615366 55.6731026, 37.7616184 55.6731723, 37.7616339 55.6731764, 37.7618036 55.6732211, 37.7634982 55.6734918, 37.7638217 55.6734384, 37.763809 55.6732429, 37.763715 55.6731853, 37.7628757 55.6730541, 37.7620908 55.6729267, 37.7619806 55.6726131, 37.7619129 55.6724154, 37.7617457 55.6719112, 37.7618212 55.6718032, 37.7622355 55.671462, 37.7626355 55.6711097, 37.7627004 55.6709567)",,,,,20,,,,,
2711097573,2711097579,0,159506873,service,False,17.909,"LINESTRING (37.6171039 55.8036257, 37.6170961 55.8037867)",,,,2,10,,,,,
2711097573,3168076076,0,159506873,service,False,13.86,"LINESTRING (37.6171039 55.8036257, 37.6171101 55.8035011)",,,,2,10,,,,,
2711097573,2711097575,0,369855640,service,False,39.471,"LINESTRING (37.6171039 55.8036257, 37.6177352 55.8036363)",,,,2,10,,,,,
2711097575,2711097573,0,369855640,service,False,39.471,"LINESTRING (37.6177352 55.8036363, 37.6171039 55.8036257)",,,,2,10,,,,,
2711097575,2711097581,0,159505940,service,True,17.995,"LINESTRING (37.6177352 55.8036363, 37.6177315 55.8036711, 37.6176877 55.803767, 37.6176823 55.8037948)",,,,2,10,,,,,
2711097579,2711097585,0,159506873,service,False,17.599,"LINESTRING (37.6170961 55.8037867, 37.6170877 55.8039449)",,,,2,10,,,,,
2711097579,2711097573,0,159506873,service,False,17.909,"LINESTRING (37.6170961 55.8037867, 37.6171039 55.8036257)",,,,2,10,,,,,
2711097579,2711097581,0,265438976,service,False,36.646,"LINESTRING (37.6170961 55.8037867, 37.6176823 55.8037948)",,,,2,10,,,parking_aisle,,
2711097581,2711097579,0,265438976,service,False,36.646,"LINESTRING (37.6176823 55.8037948, 37.6170961 55.8037867)",,,,2,10,,,parking_aisle,,
2711097581,2711097587,0,159505940,service,True,18.179000000000002,"LINESTRING (37.6176823 55.8037948, 37.6176819 55.8038276, 37.6177227 55.8039211, 37.6177206 55.8039555)",,,,2,10,,,,,
2711097585,2711097592,0,159506873,service,False,17.054,"LINESTRING (37.6170877 55.8039449, 37.6170796 55.8040982)",,,,2,10,,,,,
2711097585,2711097579,0,159506873,service,False,17.599,"LINESTRING (37.6170877 55.8039449, 37.6170961 55.8037867)",,,,2,10,,,,,
2711097585,2711097587,0,265438981,service,False,39.57,"LINESTRING (37.6170877 55.8039449, 37.6177206 55.8039555)",,,,2,10,,,parking_aisle,,
2711097587,2711097585,0,265438981,service,False,39.57,"LINESTRING (37.6177206 55.8039555, 37.6170877 55.8039449)",,,,2,10,,,parking_aisle,,
2711097587,1716149722,0,159505940,service,True,17.035,"LINESTRING (37.6177206 55.8039555, 37.617697 55.804077, 37.617691 55.8041078)",,,,2,10,,,,,
2711097592,1716161236,0,159506873,service,False,16.097,"LINESTRING (37.6170796 55.8040982, 37.617072 55.8042429)",,,,2,10,,,,,
2711097592,2711097585,0,159506873,service,False,17.054,"LINESTRING (37.6170796 55.8040982, 37.6170877 55.8039449)",,,,2,10,,,,,
2711097592,2711097594,0,159506879,service,False,32.822,"LINESTRING (37.6170796 55.8040982, 37.6176045 55.8041083)",,,,2,10,,,,,
2711097594,2711097592,0,159506879,service,False,32.822,"LINESTRING (37.6176045 55.8041083, 37.6170796 55.8040982)",,,,2,10,,,,,
2711097594,1716149722,0,159506879,service,False,5.406,"LINESTRING (37.6176045 55.8041083, 37.617691 55.8041078)",,,,2,10,,,,,
2711097594,1716161246,0,265438994,service,True,16.18,"LINESTRING (37.6176045 55.8041083, 37.6175539 55.804251)",,,,2,10,,,,,
2712100218,2712100223,0,"[36922537, 234825039, 234825031]",service,True,62.53,"LINESTRING (37.5415438 55.9039713, 37.5413842 55.9039381, 37.5412352 55.9039071, 37.5411211 55.9038833, 37.541097 55.9036969, 37.5411488 55.9035777)",,,,,20,,,,,
2712100218,2712100223,1,265563389,service,False,58.654,"LINESTRING (37.5415438 55.9039713, 37.5415134 55.9036717, 37.5413232 55.9036409, 37.5411488 55.9035777)",,,,,20,,,,,
2712100223,429384571,0,234825039,service,True,99.076,"LINESTRING (37.5411488 55.9035777, 37.5414489 55.9032177, 37.5417316 55.9029432, 37.5417991 55.902912, 37.5419749 55.9028309)",,,,,20,,,,,
2712100223,2712100218,0,265563389,service,False,58.654,"LINESTRING (37.5411488 55.9035777, 37.5413232 55.9036409, 37.5415134 55.9036717, 37.5415438 55.9039713)",,,,,20,,,,,
2712112006,2712112009,0,265565017,service,False,58.018,"LINESTRING (37.5516189 55.9033832, 37.5517882 55.9033056, 37.5523394 55.9030529)",,,,,20,,,,,
2712112009,2712112031,0,265565017,service,False,525.3870000000001,"LINESTRING (37.5523394 55.9030529, 37.5524615 55.9031274, 37.5536235 55.9038364, 37.5536727 55.9038664, 37.553501 55.9039947, 37.5535246 55.9041136, 37.5539517 55.9043739, 37.5540903 55.9047126, 37.5538459 55.9051074, 37.5541278 55.9051746, 37.5536833 55.9053742, 37.5532739 55.9051251, 37.5523666 55.9045659, 37.5522452 55.9044911, 37.5518884 55.9046715, 37.5518197 55.9047062, 37.5516953 55.9047691, 37.5515373 55.904849)",,,,,20,,,,,
2712112009,2712112006,0,265565017,service,False,58.018,"LINESTRING (37.5523394 55.9030529, 37.5517882 55.9033056, 37.5516189 55.9033832)",,,,,20,,,,,
2712112009,2712112087,0,265565052,service,False,144.85,"LINESTRING (37.5523394 55.9030529, 37.5522351 55.9029245, 37.5519572 55.9027484, 37.5515289 55.9024751, 37.5514406 55.9024223, 37.5509769 55.9021351, 37.5508537 55.9020588)",,,,,20,,,,,
2712112031,2712112009,0,265565017,service,False,525.387,"LINESTRING (37.5515373 55.904849, 37.5516953 55.9047691, 37.5518197 55.9047062, 37.5518884 55.9046715, 37.5522452 55.9044911, 37.5523666 55.9045659, 37.5532739 55.9051251, 37.5536833 55.9053742, 37.5541278 55.9051746, 37.5538459 55.9051074, 37.5540903 55.9047126, 37.5539517 55.9043739, 37.5535246 55.9041136, 37.553501 55.9039947, 37.5536727 55.9038664, 37.5536235 55.9038364, 37.5524615 55.9031274, 37.5523394 55.9030529)",,,,,20,,,,,
2712112087,2712112009,0,265565052,service,False,144.85,"LINESTRING (37.5508537 55.9020588, 37.5509769 55.9021351, 37.5514406 55.9024223, 37.5515289 55.9024751, 37.5519572 55.9027484, 37.5522351 55.9029245, 37.5523394 55.9030529)",,,,,20,,,,,
2712717366,1437661042,0,29446395,service,False,45.718,"LINESTRING (37.7877118 55.7637764, 37.78795 55.7633877)",,,,,20,,,,,
2712717366,2712717368,0,265636318,service,False,73.386,"LINESTRING (37.7877118 55.7637764, 37.7888073 55.7640124)",,,,,20,,,,,
2712717366,6166535671,0,29446395,service,False,82.392,"LINESTRING (37.7877118 55.7637764, 37.7876187 55.7639283, 37.7874988 55.7641241, 37.7881226 55.764251)",,,,,20,,,,,
2712717367,991935260,0,29446395,service,False,48.914,"LINESTRING (37.790213 55.7643152, 37.7905075 55.7639077)",,,,,20,,,,,
2712717367,2712717368,0,265636318,service,False,94.164,"LINESTRING (37.790213 55.7643152, 37.7888073 55.7640124)",,,,,20,,,,,
2712717367,6166535664,0,29446395,service,False,70.45599999999999,"LINESTRING (37.790213 55.7643152, 37.7899854 55.7646301, 37.7894945 55.7645302)",,,,,20,,,,,
2712717368,2712717367,0,265636318,service,False,94.164,"LINESTRING (37.7888073 55.7640124, 37.790213 55.7643152)",,,,,20,,,,,
2712717368,2712717366,0,265636318,service,False,73.386,"LINESTRING (37.7888073 55.7640124, 37.7877118 55.7637764)",,,,,20,,,,,
2712717368,2712717369,0,265636319,service,False,39.519,"LINESTRING (37.7888073 55.7640124, 37.7885904 55.7643462)",,,,,20,,,,,
2712717369,6166535667,0,29446395,service,False,26.71,"LINESTRING (37.7885904 55.7643462, 37.7889919 55.7644279)",,,,,20,,,,,
2712717369,6166535668,0,29446395,service,False,4.737,"LINESTRING (37.7885904 55.7643462, 37.7885192 55.7643317)",,,,,20,,,,,
2712717369,2712717368,0,265636319,service,False,39.519,"LINESTRING (37.7885904 55.7643462, 37.7888073 55.7640124)",,,,,20,,,,,
2726550362,7182127144,0,181990949,service,False,139.047,"LINESTRING (37.6595887 55.8884096, 37.6606511 55.8883892, 37.6606365 55.8880878, 37.6606312 55.8878502, 37.6606194 55.8877352)",,,,1,20,,,,,
2726550362,1923418888,0,181990949,service,False,108.004,"LINESTRING (37.6595887 55.8884096, 37.6584152 55.8884335, 37.6583004 55.8884779, 37.658118 55.8885381, 37.658104 55.8886537)",,,,1,20,,,,,
2726550362,2726550369,0,267180413,service,False,62.959,"LINESTRING (37.6595887 55.8884096, 37.6592516 55.8888084, 37.6591926 55.8889288)",,,,1,20,,,,,
2726550369,2726550362,0,267180413,service,False,62.959,"LINESTRING (37.6591926 55.8889288, 37.6592516 55.8888084, 37.6595887 55.8884096)",,,,1,20,,,,,
2748479470,710543290,0,269694734,service,False,23.475,"LINESTRING (37.8076515 55.7212262, 37.8079975 55.721145)",,,,,20,,,,,
2748479470,1872294035,0,269694734,service,False,29.147,"LINESTRING (37.8076515 55.7212262, 37.8079257 55.721438)",,,,,20,,,,,
2748479470,2748484442,0,"[269694736, 269695547]",service,False,82.25999999999999,"LINESTRING (37.8076515 55.7212262, 37.8073483 55.7211057, 37.8067417 55.7209212, 37.8066298 55.7207934)",,,,,20,,,,,
2748484442,2748479470,0,"[269694736, 269695547]",service,False,82.25999999999999,"LINESTRING (37.8066298 55.7207934, 37.8067417 55.7209212, 37.8073483 55.7211057, 37.8076515 55.7212262)",,,,,20,,,,,
2756094292,2756094293,0,270588744,unclassified,True,146.058,"LINESTRING (37.6136177 55.7140167, 37.6136181 55.7138951, 37.6136185 55.7137393, 37.6136203 55.7134291, 37.613618 55.7131867, 37.6136179 55.7131537, 37.6136088 55.7127032)",Хавская улица,,,,20,,,,,
2763409043,602527712,0,271385967,service,False,106.697,"LINESTRING (37.4064004 55.8061538, 37.4068012 55.8058826, 37.406869 55.8059136, 37.4076387 55.8062659)",,,,,20,,,,,
2813094627,699681335,0,"[453343769, 453343770, 55683795]",service,True,20.491999999999997,"LINESTRING (37.5439286 55.9022382, 37.5439469 55.9021704, 37.5439652 55.902103, 37.5439779 55.902056)",,,,,20,,,,,
2813094627,699681335,1,"[453343809, 453343771, 453343772]",service,True,24.593000000000004,"LINESTRING (37.5439286 55.9022382, 37.5438633 55.9021837, 37.5438697 55.9021636, 37.5438913 55.9020965, 37.5438954 55.9020837, 37.5439779 55.902056)",,,,,20,,,,,
2813094627,699681335,2,"[453343810, 453343773, 453343774]",service,True,33.354,"LINESTRING (37.5439286 55.9022382, 37.5437855 55.9021747, 37.5437904 55.9021566, 37.5438088 55.9020892, 37.5438136 55.9020717, 37.5439779 55.902056)",,,,,20,,,,,
2817795840,4040524569,0,277252031,service,False,35.456,"LINESTRING (37.6124768 55.5908, 37.6125072 55.5911184)",,,,,20,,,,,
2817795841,2817795844,0,277252033,service,False,34.025,"LINESTRING (37.6095815 55.5909148, 37.6096122 55.5912203)",,,,,20,,,,,
2817795843,1208832397,0,277252034,service,False,35.057,"LINESTRING (37.6110415 55.591173, 37.611011 55.5908582)",,,,,20,,,,,
2817795844,2817795841,0,277252033,service,False,34.025,"LINESTRING (37.6096122 55.5912203, 37.6095815 55.5909148)",,,,,20,,,,,
2820085389,2820085390,0,309473831,service,False,104.671,"LINESTRING (37.6697355 55.767983, 37.669215 55.7683197, 37.6691191 55.7683786, 37.6688451 55.7682726, 37.6685711 55.7681665, 37.6685098 55.7681442)",,,,,5,,,,,
2820085390,2820085389,0,309473831,service,False,104.67099999999999,"LINESTRING (37.6685098 55.7681442, 37.6685711 55.7681665, 37.6688451 55.7682726, 37.6691191 55.7683786, 37.669215 55.7683197, 37.6697355 55.767983)",,,,,5,,,,,
2831840366,3621862442,0,278894963,service,False,107.25099999999999,"LINESTRING (37.7007225 55.6810107, 37.700986 55.6809506, 37.701207 55.6809556, 37.7016498 55.6810599, 37.7021176 55.6812074, 37.702283 55.6812595)",,,,,20,,,,,
2831840372,2833162362,0,356782005,service,False,22.445,"LINESTRING (37.7026404 55.6832193, 37.7028502 55.6831545, 37.702954 55.6831219)",,,,,20,,,,,
2833162353,3621862431,0,279054754,service,False,10.275,"LINESTRING (37.7041447 55.681851, 37.7043085 55.6818542)",,,,,20,,,,,
2833162353,3631529651,0,356782008,service,False,103.245,"LINESTRING (37.7041447 55.681851, 37.7033758 55.6826721)",,,,,20,,,,,
2833162353,3621862442,0,278894963,service,False,133.969,"LINESTRING (37.7041447 55.681851, 37.7041199 55.6818431, 37.7037616 55.6817293, 37.7029062 55.6814575, 37.702283 55.6812595)",,,,,20,,,,,
2833162360,3368034986,0,279054754,service,False,20.407,"LINESTRING (37.7067213 55.683518, 37.706569 55.6836802)",,,,,20,,,,,
2833162360,3621862467,0,279054754,service,False,175.782,"LINESTRING (37.7067213 55.683518, 37.7060286 55.6833106, 37.705685 55.6836728, 37.7045519 55.6833238)",,,,,20,,,,,
2833162360,3368034943,0,606403851,service,False,51.982,"LINESTRING (37.7067213 55.683518, 37.7068456 55.6835039, 37.7071688 55.6831523)",,,,,20,,,,,
2833162361,3368034986,0,279054754,service,False,60.931,"LINESTRING (37.7061083 55.6841627, 37.706569 55.6836802)",,,,,20,,,,,
2833162361,3621862468,0,279054754,service,False,130.58200000000002,"LINESTRING (37.7061083 55.6841627, 37.7048879 55.68376, 37.7045043 55.6836334, 37.7043105 55.6835695)",,,,,20,,,,,
2833162361,3368035144,0,329856231,service,False,48.665,"LINESTRING (37.7061083 55.6841627, 37.7058878 55.684413, 37.7057613 55.6845542)",,,,,20,,,,,
2833162362,3621862468,0,279054754,service,False,98.531,"LINESTRING (37.702954 55.6831219, 37.7043105 55.6835695)",,,,,20,,,,,
2833162362,3631529651,0,356782008,service,False,56.575,"LINESTRING (37.702954 55.6831219, 37.7033758 55.6826721)",,,,,20,,,,,
2833162362,2831840372,0,356782005,service,False,22.445,"LINESTRING (37.702954 55.6831219, 37.7028502 55.6831545, 37.7026404 55.6832193)",,,,,20,,,,,
2833310996,2833311202,0,279073676,service,False,16.007,"LINESTRING (37.7679102 55.7032566, 37.7678581 55.7032413, 37.767665 55.7032625)",,,,,10,,,,,
2833310996,2833311207,0,279073679,service,False,37.684,"LINESTRING (37.7679102 55.7032566, 37.7679064 55.7032928, 37.7679243 55.7033568, 37.7679437 55.7034085, 37.768041 55.7035852)",,,,,10,,,,,
2833310996,2833310998,0,279073679,service,False,187.839,"LINESTRING (37.7679102 55.7032566, 37.7683918 55.7032084, 37.7690865 55.7031129, 37.7692609 55.7031038, 37.7693118 55.7031219, 37.7695237 55.7036464, 37.7695103 55.7036902, 37.7694594 55.7037189, 37.7693145 55.7037431, 37.7691187 55.7037718, 37.7690704 55.7037643, 37.7690356 55.7037446)",,,,,10,,,,,
2833310998,2833311213,0,279073681,service,False,9.26,"LINESTRING (37.7690356 55.7037446, 37.7688934 55.7037673)",,,,,5,,,,,
2833310998,2833311207,0,279073677,service,False,88.314,"LINESTRING (37.7690356 55.7037446, 37.7689095 55.7034635, 37.768041 55.7035852)",,,,,10,,,,,
2833310998,2833310996,0,279073679,service,False,187.839,"LINESTRING (37.7690356 55.7037446, 37.7690704 55.7037643, 37.7691187 55.7037718, 37.7693145 55.7037431, 37.7694594 55.7037189, 37.7695103 55.7036902, 37.7695237 55.7036464, 37.7693118 55.7031219, 37.7692609 55.7031038, 37.7690865 55.7031129, 37.7683918 55.7032084, 37.7679102 55.7032566)",,,,,10,,,,,
2833311202,2833311206,0,279073678,service,False,40.52,"LINESTRING (37.767665 55.7032625, 37.7678031 55.7036185)",,,,,5,,,,,
2833311202,2833310996,0,279073676,service,False,16.007,"LINESTRING (37.767665 55.7032625, 37.7678581 55.7032413, 37.7679102 55.7032566)",,,,,10,,,,,
2833311202,1568311485,0,279073676,service,False,92.39999999999999,"LINESTRING (37.767665 55.7032625, 37.7673833 55.7032459, 37.7663346 55.7033806, 37.7662216 55.7033951)",,,,,10,,,,,
2833311204,2833311206,0,279073677,service,False,32.730000000000004,"LINESTRING (37.7678071 55.7038701, 37.7677702 55.7037699, 37.7677186 55.7036298, 37.7678031 55.7036185)",,,,,10,,,,,
2833311206,2833311207,0,279073677,service,False,15.359,"LINESTRING (37.7678031 55.7036185, 37.768041 55.7035852)",,,,,10,,,,,
2833311206,2833311202,0,279073678,service,False,40.52,"LINESTRING (37.7678031 55.7036185, 37.767665 55.7032625)",,,,,5,,,,,
2833311206,2833311204,0,279073677,service,False,32.73,"LINESTRING (37.7678031 55.7036185, 37.7677186 55.7036298, 37.7677702 55.7037699, 37.7678071 55.7038701)",,,,,10,,,,,
2833311207,2833311206,0,279073677,service,False,15.359,"LINESTRING (37.768041 55.7035852, 37.7678031 55.7036185)",,,,,10,,,,,
2833311207,2833310998,0,279073677,service,False,88.314,"LINESTRING (37.768041 55.7035852, 37.7689095 55.7034635, 37.7690356 55.7037446)",,,,,10,,,,,
2833311207,2833310996,0,279073679,service,False,37.684,"LINESTRING (37.768041 55.7035852, 37.7679437 55.7034085, 37.7679243 55.7033568, 37.7679064 55.7032928, 37.7679102 55.7032566)",,,,,10,,,,,
2833311213,2833310998,0,279073681,service,False,9.26,"LINESTRING (37.7688934 55.7037673, 37.7690356 55.7037446)",,,,,5,,,,,
2843709710,1126602744,0,97259924,service,False,2.543,"LINESTRING (37.880876 55.7156388, 37.8808409 55.7156503)",,,,,20,,,,,
2843709710,1378698480,0,97259924,service,False,37.075,"LINESTRING (37.880876 55.7156388, 37.8810077 55.7155957, 37.8811679 55.7153651)",,,,,20,,,,,
2843709710,2843709715,0,280219872,service,False,84.203,"LINESTRING (37.880876 55.7156388, 37.881018 55.7157474, 37.8812272 55.7158532, 37.8814671 55.7158982, 37.8816135 55.7159257, 37.881871 55.7159287, 37.8820143 55.7158899)",,,,,20,,,,,
2843709715,1126602759,0,97259929,service,False,4.232,"LINESTRING (37.8820143 55.7158899, 37.882057 55.7159194)",,,,,20,,,,,
2843709715,1378749705,0,97259929,service,False,37.928,"LINESTRING (37.8820143 55.7158899, 37.8819745 55.7158624, 37.8821624 55.7155757)",,,,,20,,,,,
2843709715,2843709710,0,280219872,service,False,84.20300000000002,"LINESTRING (37.8820143 55.7158899, 37.881871 55.7159287, 37.8816135 55.7159257, 37.8814671 55.7158982, 37.8812272 55.7158532, 37.881018 55.7157474, 37.880876 55.7156388)",,,,,20,,,,,
2853702420,5141854773,0,281421252,service,False,24.662,"LINESTRING (37.3583304 55.784032, 37.358041 55.7841827)",,,,,20,,,,,
2853702420,939064559,0,281421252,service,False,171.95499999999998,"LINESTRING (37.3583304 55.784032, 37.3587817 55.7837855, 37.3591131 55.7836204, 37.3597163 55.7833345, 37.3599773 55.7832002, 37.3602402 55.7830719, 37.3603782 55.7830006)",,,,,20,,,,,
2853702420,2853702421,0,281421253,service,False,98.661,"LINESTRING (37.3583304 55.784032, 37.3575517 55.783558, 37.3572598 55.7833802)",,,,,20,,,,,
2853702421,2853702420,0,281421253,service,False,98.661,"LINESTRING (37.3572598 55.7833802, 37.3575517 55.783558, 37.3583304 55.784032)",,,,,20,,,,,
2853702421,2853702433,0,281421257,service,False,48.969,"LINESTRING (37.3572598 55.7833802, 37.3569536 55.7835396, 37.3571932 55.7836951)",,,,,20,,,,,
2853702421,2853702430,0,281421257,service,False,90.926,"LINESTRING (37.3572598 55.7833802, 37.3578888 55.7830757, 37.3580806 55.7829913, 37.3582138 55.7828712, 37.3582467 55.7828011)",,,,,20,,,,,
2853702430,4866776859,0,281421257,service,False,34.299,"LINESTRING (37.3582467 55.7828011, 37.3583682 55.7825003)",,,,,20,,,,,
2853702430,5141870776,0,529274468,service,False,32.756,"LINESTRING (37.3582467 55.7828011, 37.3587651 55.7827587)",,,,,20,,,,,
2853702430,2853702421,0,281421257,service,False,90.926,"LINESTRING (37.3582467 55.7828011, 37.3582138 55.7828712, 37.3580806 55.7829913, 37.3578888 55.7830757, 37.3572598 55.7833802)",,,,,20,,,,,
2853702433,2853702421,0,281421257,service,False,48.969,"LINESTRING (37.3571932 55.7836951, 37.3569536 55.7835396, 37.3572598 55.7833802)",,,,,20,,,,,
2856198288,2856198291,0,281633172,tertiary,False,33.829,"LINESTRING (37.6762461 55.8620309, 37.67645 55.8621641, 37.6765993 55.8622617)",улица Коминтерна,,,2,20,,,,,
2856198291,2856198288,0,281633172,tertiary,False,33.829,"LINESTRING (37.6765993 55.8622617, 37.67645 55.8621641, 37.6762461 55.8620309)",улица Коминтерна,,,2,20,,,,,
2856198294,746891276,0,281633175,tertiary,False,52.153000000000006,"LINESTRING (37.6788574 55.8637356, 37.6786707 55.8636145, 37.6785597 55.8635433, 37.6783116 55.8633804)",улица Коминтерна,,,,20,,,,,
2856200433,2856200435,0,281633177,tertiary,False,61.62899999999999,"LINESTRING (37.689966 55.8709342, 37.6899983 55.8709551, 37.6900899 55.8710146, 37.6901052 55.8710245, 37.6901888 55.8710777, 37.6902333 55.8711061, 37.6904122 55.8712213, 37.6906151 55.871352)",улица Коминтерна,,,,20,,,,,
2856200435,2856200433,0,281633177,tertiary,False,61.629,"LINESTRING (37.6906151 55.871352, 37.6904122 55.8712213, 37.6902333 55.8711061, 37.6901888 55.8710777, 37.6901052 55.8710245, 37.6900899 55.8710146, 37.6899983 55.8709551, 37.689966 55.8709342)",улица Коминтерна,,,,20,,,,,
