u,v,key,osmid,highway,oneway,length,geometry,name,bridge,width,area,lanes,tunnel,service
560239214,770834469,0,44077494,cycleway,False,19.96,"LINESTRING (37.6299468 55.8526885, 37.6298234 55.8525229)",,,,,,,
560239216,560239217,0,44077494,cycleway,False,23.183,"LINESTRING (37.6299977 55.8528677, 37.6300299 55.8530754)",,,,,,,
560239216,560239214,0,44077494,cycleway,False,20.178,"LINESTRING (37.6299977 55.8528677, 37.6299468 55.8526885)",,,,,,,
560239217,560239226,0,44077494,cycleway,False,25.217,"LINESTRING (37.6300299 55.8530754, 37.629934 55.8532957)",,,,,,,
560239217,560239216,0,44077494,cycleway,False,23.183,"LINESTRING (37.6300299 55.8530754, 37.6299977 55.8528677)",,,,,,,
560239226,7738342521,0,44077494,cycleway,False,44.441,"LINESTRING (37.629934 55.8532957, 37.6302284 55.8536596)",,,,,,,
560239226,560239217,0,44077494,cycleway,False,25.217,"LINESTRING (37.629934 55.8532957, 37.6300299 55.8530754)",,,,,,,
560239229,7738342521,0,44077494,cycleway,False,30.941,"LINESTRING (37.6304344 55.8539127, 37.6302284 55.8536596)",,,,,,,
560239229,770834557,0,61853995,cycleway,False,20.856,"LINESTRING (37.6304344 55.8539127, 37.6307147 55.8540148)",,,,,,,
564617055,458495714,0,38696020,cycleway,False,18.817,"LINESTRING (37.4764985 55.7463439, 37.4763135 55.7462105)",,,,,,,
564617055,564617056,0,38696020,cycleway,False,28.552,"LINESTRING (37.4764985 55.7463439, 37.4768034 55.7465349)",,,,,,,
564617056,564617055,0,38696020,cycleway,False,28.552,"LINESTRING (37.4768034 55.7465349, 37.4764985 55.7463439)",,,,,,,
564617056,564617057,0,38696020,cycleway,False,21.432,"LINESTRING (37.4768034 55.7465349, 37.4770464 55.7466707)",,,,,,,
564617057,564617056,0,38696020,cycleway,False,21.432,"LINESTRING (37.4770464 55.7466707, 37.4768034 55.7465349)",,,,,,,
564617057,564680729,0,38696020,cycleway,False,59.84,"LINESTRING (37.4770464 55.7466707, 37.4775435 55.7471304)",,,,,,,
564617064,564680729,0,38696020,cycleway,False,20.325,"LINESTRING (37.4776915 55.7472931, 37.4775435 55.7471304)",,,,,,,
564617064,564617065,0,38696020,cycleway,False,25.838,"LINESTRING (37.4776915 55.7472931, 37.4777904 55.7475187)",,,,,,,
564617065,564617064,0,38696020,cycleway,False,25.838,"LINESTRING (37.4777904 55.7475187, 37.4776915 55.7472931)",,,,,,,
564617065,564617066,0,38696020,cycleway,False,52.231,"LINESTRING (37.4777904 55.7475187, 37.4781518 55.7479421)",,,,,,,
564617066,564617065,0,38696020,cycleway,False,52.231,"LINESTRING (37.4781518 55.7479421, 37.4777904 55.7475187)",,,,,,,
564617066,564617067,0,38696020,cycleway,False,82.304,"LINESTRING (37.4781518 55.7479421, 37.4789182 55.7485436)",,,,,,,
564617067,564617066,0,38696020,cycleway,False,82.304,"LINESTRING (37.4789182 55.7485436, 37.4781518 55.7479421)",,,,,,,
564617067,564617068,0,38696020,cycleway,False,41.836,"LINESTRING (37.4789182 55.7485436, 37.4792886 55.7488568)",,,,,,,
564617068,564617067,0,38696020,cycleway,False,41.836,"LINESTRING (37.4792886 55.7488568, 37.4789182 55.7485436)",,,,,,,
564617068,4261579314,0,38696020,cycleway,False,21.088,"LINESTRING (37.4792886 55.7488568, 37.4794119 55.7490333)",,,,,,,
564617069,4261579314,0,38696020,cycleway,False,21.412,"LINESTRING (37.4796004 55.749194, 37.4794119 55.7490333)",,,,,,,
564617069,2906626102,0,38696020,cycleway,False,15.01,"LINESTRING (37.4796004 55.749194, 37.4797699 55.7492895)",,,,,,,
564617072,2906626102,0,38696020,cycleway,False,52.225,"LINESTRING (37.4804823 55.7495341, 37.4797699 55.7492895)",,,,,,,
564617072,564617073,0,38696020,cycleway,False,18.138,"LINESTRING (37.4804823 55.7495341, 37.4807069 55.7496372)",,,,,,,
564617073,564617072,0,38696020,cycleway,False,18.138,"LINESTRING (37.4807069 55.7496372, 37.4804823 55.7495341)",,,,,,,
564617073,4183726929,0,38696020,cycleway,False,12.024,"LINESTRING (37.4807069 55.7496372, 37.4808453 55.7497122)",,,,,,,
564617074,4183726927,0,38696020,cycleway,False,11.086,"LINESTRING (37.4809201 55.7499704, 37.4809187 55.7498707)",,,,,,,
564617074,4183726926,0,38696020,cycleway,False,14.592,"LINESTRING (37.4809201 55.7499704, 37.480915 55.7501016)",,,,,,,
564680729,564617057,0,38696020,cycleway,False,59.84,"LINESTRING (37.4775435 55.7471304, 37.4770464 55.7466707)",,,,,,,
564680729,564617064,0,38696020,cycleway,False,20.325,"LINESTRING (37.4775435 55.7471304, 37.4776915 55.7472931)",,,,,,,
571050949,2503393748,0,242895104,cycleway,False,7.943,"LINESTRING (37.5335313 55.7258158, 37.5334493 55.7258703)",,,3,,,,
571050949,2503393746,0,242895104,cycleway,False,12.351,"LINESTRING (37.5335313 55.7258158, 37.5336653 55.7257343)",,,3,,,,
582944923,5993083600,0,635303612,cycleway,False,22.675,"LINESTRING (37.5161743 55.8422737, 37.5161575 55.84207)",,,,,,,
582944924,1540354109,0,635311827,cycleway,False,22.172,"LINESTRING (37.5162708 55.8422263, 37.5166093 55.8422866)",,,,,,,
583003298,583003299,0,635311829,cycleway,False,23.604,"LINESTRING (37.5170834 55.8429686, 37.517061 55.8431805)",,,,,,,
583003298,3016235565,0,635311829,cycleway,False,34.51,"LINESTRING (37.5170834 55.8429686, 37.5171847 55.8426635)",,,,,,,
583003299,618659677,0,635309425,cycleway,False,23.269,"LINESTRING (37.517061 55.8431805, 37.517155 55.843383)",,,,,,,
583003299,583003298,0,635311829,cycleway,False,23.604,"LINESTRING (37.517061 55.8431805, 37.5170834 55.8429686)",,,,,,,
583003304,618659623,0,297500411,cycleway,False,32.277,"LINESTRING (37.516102 55.8447745, 37.5157827 55.8450028)",,,,,,,
583003304,3016235585,0,297721888,cycleway,False,49.206,"LINESTRING (37.516102 55.8447745, 37.5167832 55.8445519)",,,,,,,
583029190,1428100826,0,182024072,cycleway,False,18.44,"LINESTRING (37.5295661 55.6983461, 37.529313 55.6984307)",,,,,,,
583344003,7595227970,0,813128563,cycleway,False,126.476,"LINESTRING (37.8145968 55.6970854, 37.8131496 55.6962926)",,,,,,,
583344003,7595227971,0,813128563,cycleway,False,154.67,"LINESTRING (37.8145968 55.6970854, 37.8164221 55.6980217)",,,,,,,
597703776,1977873375,0,187033600,cycleway,False,37.199,"LINESTRING (37.7704846 55.6481287, 37.7698918 55.648124)",,,,,,,
597703776,1977873445,0,685032401,cycleway,False,16.88,"LINESTRING (37.7704846 55.6481287, 37.7707536 55.6481264)",,,,,,,
610857600,5674855220,0,486096089,cycleway,False,43.423,"LINESTRING (37.7476067 55.6416923, 37.747747 55.6413099)",,,,,,,
610857600,1988481104,0,486096089,cycleway,False,5.758,"LINESTRING (37.7476067 55.6416923, 37.7475918 55.6417434)",,,,,,,
613522255,5993163199,0,48743648,cycleway,False,10.414,"LINESTRING (37.5155647 55.8457993, 37.5156083 55.8457089)",,,,,,,
613522255,3017661451,0,785769273,cycleway,False,26.755,"LINESTRING (37.5155647 55.8457993, 37.5153755 55.8460152)",,,,,,,
613524660,3017019305,0,48287363,cycleway,False,46.909,"LINESTRING (37.5143641 55.8467334, 37.5148862 55.84643)",,,,,,,
613524660,3017019308,0,48287363,cycleway,False,31.535,"LINESTRING (37.5143641 55.8467334, 37.5139566 55.846901)",,,,,,,
618659623,6800366666,0,48743648,cycleway,False,27.13,"LINESTRING (37.5157827 55.8450028, 37.5156498 55.8452351)",,,,,,,
618659623,583003304,0,297500411,cycleway,False,32.277,"LINESTRING (37.5157827 55.8450028, 37.516102 55.8447745)",,,,,,,
618659667,3016235573,0,635309425,cycleway,False,21.742,"LINESTRING (37.5173122 55.8436111, 37.517432 55.8437947)",,,,,,,
618659667,618659677,0,635309425,cycleway,False,27.196,"LINESTRING (37.5173122 55.8436111, 37.517155 55.843383)",,,,,,,
618659677,618659667,0,635309425,cycleway,False,27.196,"LINESTRING (37.517155 55.843383, 37.5173122 55.8436111)",,,,,,,
618659677,583003299,0,635309425,cycleway,False,23.269,"LINESTRING (37.517155 55.843383, 37.517061 55.8431805)",,,,,,,
619484485,3846583168,0,291669719,cycleway,False,28.869,"LINESTRING (37.4100103 55.7688666, 37.4096471 55.7690268)",,,,,,,
634926672,775713022,0,62182243,cycleway,False,14.936,"LINESTRING (37.5788865 55.9081286, 37.5788431 55.9079965)",,,,,,,
634926672,4505057525,0,453823197,cycleway,False,20.91,"LINESTRING (37.5788865 55.9081286, 37.5792071 55.908184)",,,,,,,
634926690,4505057525,0,453823197,cycleway,False,20.483,"LINESTRING (37.5795344 55.9082006, 37.5792071 55.908184)",,,,,,,
634926690,1227903990,0,615659691,cycleway,False,16.602,"LINESTRING (37.5795344 55.9082006, 37.5797865 55.9081524)",,,,,,,
634926704,4505057253,0,615659698,cycleway,False,17.397,"LINESTRING (37.5830367 55.9067614, 37.5828897 55.9068944)",,,,,,,
634926704,1227903959,0,615659698,cycleway,False,95.45,"LINESTRING (37.5830367 55.9067614, 37.5845662 55.906804)",,,,,,,
639193961,5993114523,0,50061802,cycleway,False,18.603,"LINESTRING (37.5044715 55.8446674, 37.5041738 55.84466)",,,,,,,
639193961,5993114522,0,50061802,cycleway,False,6.839,"LINESTRING (37.5044715 55.8446674, 37.5045452 55.8446219)",,,,,,,
639193961,5993114521,0,50309648,cycleway,False,12.95,"LINESTRING (37.5044715 55.8446674, 37.5044824 55.8447837)",,,,,,,
639193981,6475473346,0,50309648,cycleway,False,15.961,"LINESTRING (37.5048314 55.8449913, 37.505004 55.8450972)",,,,,,,
639193981,5993114521,0,50309648,cycleway,False,31.742,"LINESTRING (37.5048314 55.8449913, 37.5044824 55.8447837)",,,,,,,
639537648,7369486566,0,312752542,cycleway,False,16.116,"LINESTRING (37.5129339 55.8470316, 37.5126967 55.8469744)",,,,,,,
639551719,7844105046,0,679858410,cycleway,False,8.199,"LINESTRING (37.6503215 55.8380339, 37.6503673 55.8379648)",,,,,,,
639603363,346109686,0,679858410,cycleway,False,44.804,"LINESTRING (37.6509384 55.8368259, 37.6506303 55.8371898)",,,,,,,
639603363,1438250606,0,840818320,cycleway,False,5.73,"LINESTRING (37.6509384 55.8368259, 37.650923 55.8367751)",,,,,,,
641439349,775713037,0,78253331,cycleway,False,43.689,"LINESTRING (37.5852337 55.9067286, 37.5856901 55.9064304)",,,,,,,
641439349,775713033,0,615659698,cycleway,False,24.81,"LINESTRING (37.5852337 55.9067286, 37.5848426 55.9067701)",,,,,,,
663223750,5332053040,0,184562271,cycleway,False,4.013,"LINESTRING (37.5772254 55.6326556, 37.5772879 55.632648)",,,,,,,
663223750,3142023142,0,308913290,cycleway,False,16.669,"LINESTRING (37.5772254 55.6326556, 37.5769812 55.6325967)",,,,,,,
663223752,811501538,0,184562271,cycleway,False,76.146,"LINESTRING (37.5798932 55.6321724, 37.5787502 55.6324018)",,,,,,,
663223752,663223757,0,184562271,cycleway,False,100.524,"LINESTRING (37.5798932 55.6321724, 37.5813645 55.6318154)",,,,,,,
663223753,663223757,0,184562271,cycleway,False,38.954,"LINESTRING (37.5819414 55.6316863, 37.5813645 55.6318154)",,,,,,,
663223753,663223754,0,184562271,cycleway,False,129.48,"LINESTRING (37.5819414 55.6316863, 37.5838958 55.6313139)",,,,,,,
663223754,663223753,0,184562271,cycleway,False,129.48,"LINESTRING (37.5838958 55.6313139, 37.5819414 55.6316863)",,,,,,,
663223754,2905833908,0,184562271,cycleway,False,26.661,"LINESTRING (37.5838958 55.6313139, 37.584316 55.631279)",,,,,,,
663223757,663223752,0,184562271,cycleway,False,100.524,"LINESTRING (37.5813645 55.6318154, 37.5798932 55.6321724)",,,,,,,
663223757,663223753,0,184562271,cycleway,False,38.954,"LINESTRING (37.5813645 55.6318154, 37.5819414 55.6316863)",,,,,,,
667807253,667807254,0,52564723,cycleway,False,56.823,"LINESTRING (37.506232 55.6840913, 37.5069537 55.6837821)",,,,,,,
667807253,7784100334,0,833857784,cycleway,False,48.271,"LINESTRING (37.506232 55.6840913, 37.5060393 55.6845116)",,,,,,,
667807254,667807253,0,52564723,cycleway,False,56.823,"LINESTRING (37.5069537 55.6837821, 37.506232 55.6840913)",,,,,,,
667807254,7784100346,0,52564723,cycleway,False,125.292,"LINESTRING (37.5069537 55.6837821, 37.508013 55.6828266)",,,,,,,
667807255,303469917,0,833857784,cycleway,False,67.206,"LINESTRING (37.5059754 55.6847585, 37.5057444 55.6853487)",,,,,,,
667807255,7784100334,0,833857784,cycleway,False,27.745,"LINESTRING (37.5059754 55.6847585, 37.5060393 55.6845116)",,,,,,,
667807256,667807257,0,52564723,cycleway,False,28.396,"LINESTRING (37.5078076 55.6789831, 37.5080943 55.6791808)",,,,,,,
667807256,703349129,0,52564723,cycleway,False,21.294,"LINESTRING (37.5078076 55.6789831, 37.5075629 55.6788503)",,,,,,,
667807257,667807258,0,52564723,cycleway,False,37.506,"LINESTRING (37.5080943 55.6791808, 37.508349 55.679486)",,,,,,,
667807257,667807256,0,52564723,cycleway,False,28.396,"LINESTRING (37.5080943 55.6791808, 37.5078076 55.6789831)",,,,,,,
667807258,667807259,0,52564723,cycleway,False,21.629,"LINESTRING (37.508349 55.679486, 37.5083608 55.6796804)",,,,,,,
667807258,667807257,0,52564723,cycleway,False,37.506,"LINESTRING (37.508349 55.679486, 37.5080943 55.6791808)",,,,,,,
667807259,864706005,0,52564723,cycleway,False,48.627,"LINESTRING (37.5083608 55.6796804, 37.5081189 55.6800959)",,,,,,,
667807259,667807258,0,52564723,cycleway,False,21.629,"LINESTRING (37.5083608 55.6796804, 37.508349 55.679486)",,,,,,,
667807260,667807261,0,52564723,cycleway,False,84.749,"LINESTRING (37.5079605 55.6803336, 37.5077481 55.6810863)",,,,,,,
667807260,864706005,0,52564723,cycleway,False,28.235,"LINESTRING (37.5079605 55.6803336, 37.5081189 55.6800959)",,,,,,,
667807261,864705946,0,52564723,cycleway,False,64.64,"LINESTRING (37.5077481 55.6810863, 37.5076026 55.6816618)",,,,,,,
667807261,667807260,0,52564723,cycleway,False,84.749,"LINESTRING (37.5077481 55.6810863, 37.5079605 55.6803336)",,,,,,,
667807263,864705825,0,52564723,cycleway,False,16.273,"LINESTRING (37.5074182 55.6821374, 37.5073691 55.6822811)",,,,,,,
667807263,864705946,0,52564723,cycleway,False,54.133,"LINESTRING (37.5074182 55.6821374, 37.5076026 55.6816618)",,,,,,,
667807264,864705849,0,52564723,cycleway,False,5.992,"LINESTRING (37.5073452 55.6824409, 37.5074119 55.6824795)",,,,,,,
667807264,864705825,0,52564723,cycleway,False,17.832,"LINESTRING (37.5073452 55.6824409, 37.5073691 55.6822811)",,,,,,,
667807265,7784100346,0,52564723,cycleway,False,5.947,"LINESTRING (37.5079887 55.6827749, 37.508013 55.6828266)",,,,,,,
667807265,864705849,0,52564723,cycleway,False,48.851,"LINESTRING (37.5079887 55.6827749, 37.5074119 55.6824795)",,,,,,,
672529295,271865125,0,25007690,cycleway,False,16.822,"LINESTRING (37.7499827 55.766408, 37.7499078 55.7665533)",аллея Пролетарского Входа,,,,,,
672529295,672529298,0,25007690,cycleway,False,31.196,"LINESTRING (37.7499827 55.766408, 37.7502657 55.766177)",аллея Пролетарского Входа,,,,,,
672529298,672529295,0,25007690,cycleway,False,31.196,"LINESTRING (37.7502657 55.766177, 37.7499827 55.766408)",аллея Пролетарского Входа,,,,,,
672529298,1084263485,0,25007690,cycleway,False,58.309,"LINESTRING (37.7502657 55.766177, 37.7508972 55.7657913)",аллея Пролетарского Входа,,,,,,
672529300,5246849270,0,25007690,cycleway,False,18.796,"LINESTRING (37.7519936 55.7649397, 37.7518854 55.7650974)",аллея Пролетарского Входа,,,,,,
672529300,1085978694,0,25007690,cycleway,False,212.765,"LINESTRING (37.7519936 55.7649397, 37.7529598 55.7631051)",аллея Пролетарского Входа,,,,,,
675577692,253770484,0,53447624,cycleway,False,13.199,"LINESTRING (37.4273789 55.7680686, 37.4273779 55.7681873)",,,,,,,
675577692,675577853,0,53447624,cycleway,False,15.212,"LINESTRING (37.4273789 55.7680686, 37.4274496 55.7679377)",,,,,,,
675577737,675577806,0,53447624,cycleway,False,14.254,"LINESTRING (37.4275557 55.7676451, 37.4275178 55.7677715)",,,,,,,
675577737,3487713870,0,53447624,cycleway,False,10.908,"LINESTRING (37.4275557 55.7676451, 37.4275792 55.7675479)",,,,,,,
675577806,675577853,0,53447624,cycleway,False,18.967,"LINESTRING (37.4275178 55.7677715, 37.4274496 55.7679377)",,,,,,,
675577806,675577737,0,53447624,cycleway,False,14.254,"LINESTRING (37.4275178 55.7677715, 37.4275557 55.7676451)",,,,,,,
675577853,675577692,0,53447624,cycleway,False,15.212,"LINESTRING (37.4274496 55.7679377, 37.4273789 55.7680686)",,,,,,,
675577853,675577806,0,53447624,cycleway,False,18.967,"LINESTRING (37.4274496 55.7679377, 37.4275178 55.7677715)",,,,,,,
675610674,2951358532,0,291669720,cycleway,False,28.102,"LINESTRING (37.4117307 55.7694393, 37.4113534 55.7693021)",,,,,,,
675610674,2951374223,0,291671465,cycleway,False,9.521,"LINESTRING (37.4117307 55.7694393, 37.4118828 55.769436)",,,,,,,
690166559,5589979711,0,584865916,cycleway,False,4.853,"LINESTRING (37.5251731 55.8200728, 37.5252097 55.8201113)",,,2,,,,
690166559,5589979712,0,584865916,cycleway,False,4.334,"LINESTRING (37.5251731 55.8200728, 37.5251415 55.8200381)",,,2,,,,
693249075,253771011,0,365893793,cycleway,False,59.479,"LINESTRING (37.4292632 55.7574474, 37.4301623 55.7572737)",Велотрасса на Крылатских холмах,,,,,,
693249075,2853848500,0,365893793,cycleway,False,12.032,"LINESTRING (37.4292632 55.7574474, 37.4290851 55.7574882)",Велотрасса на Крылатских холмах,,,,,,
693249076,2420048492,0,55128837,cycleway,False,3.863,"LINESTRING (37.4287291 55.7649312, 37.4287347 55.7649658)",,,,,,,
693249076,253770715,0,365893793,cycleway,False,32.665,"LINESTRING (37.4287291 55.7649312, 37.4282433 55.7650389)",Велотрасса на Крылатских холмах,,,,,,
693249076,3487713838,0,365893793,cycleway,False,23.592,"LINESTRING (37.4287291 55.7649312, 37.4290716 55.7648424)",Велотрасса на Крылатских холмах,,,,,,
694104387,694104390,0,414728828,cycleway,False,46.425,"LINESTRING (37.7100077 55.6284281, 37.7094471 55.6287004)",,,,,,,
694104390,694104387,0,414728828,cycleway,False,46.425,"LINESTRING (37.7094471 55.6287004, 37.7100077 55.6284281)",,,,,,,
694104390,4158515829,0,414728828,cycleway,False,36.302,"LINESTRING (37.7094471 55.6287004, 37.7090659 55.6289459)",,,,,,,
694104400,308941323,0,62656053,cycleway,False,63.734,"LINESTRING (37.7075051 55.6294773, 37.7066781 55.6291448)",,,,,,,
694104400,3452856708,0,62656068,cycleway,False,10.579,"LINESTRING (37.7075051 55.6294773, 37.7076716 55.629492)",,,,,,,
694104401,3452856708,0,62656068,cycleway,False,9.135,"LINESTRING (37.7078167 55.6294857, 37.7076716 55.629492)",,,,,,,
694104401,1777214467,0,166261085,cycleway,False,10.138,"LINESTRING (37.7078167 55.6294857, 37.7079701 55.6294572)",,,4,,,,
694104437,5614040592,0,166800965,cycleway,False,12.39,"LINESTRING (37.7174464 55.6303508, 37.7172842 55.6304143)",,,2,,,,
694104437,2379291262,0,166800965,cycleway,False,18.941,"LINESTRING (37.7174464 55.6303508, 37.7176895 55.6302499)",,,2,,,,
703349118,703349121,0,151201276,cycleway,False,29.748,"LINESTRING (37.5069629 55.6869411, 37.5066149 55.6867592)",Боровское шоссе,,,,,,
703349121,703349122,0,151201276,cycleway,False,52.655,"LINESTRING (37.5066149 55.6867592, 37.5060847 55.6863919)",Боровское шоссе,,,,,,
703349121,703349118,0,151201276,cycleway,False,29.748,"LINESTRING (37.5066149 55.6867592, 37.5069629 55.6869411)",Боровское шоссе,,,,,,
703349122,303470119,0,151201276,cycleway,False,68.291,"LINESTRING (37.5060847 55.6863919, 37.5055602 55.6858536)",Боровское шоссе,,,,,,
703349122,703349121,0,151201276,cycleway,False,52.655,"LINESTRING (37.5060847 55.6863919, 37.5066149 55.6867592)",Боровское шоссе,,,,,,
703349126,703349139,0,52564723,cycleway,False,33.371,"LINESTRING (37.5063687 55.6786167, 37.5068698 55.6785155)",,,,,,,
703349126,5895602948,0,52564723,cycleway,False,19.239,"LINESTRING (37.5063687 55.6786167, 37.5060689 55.6786536)",,,,,,,
703349129,667807256,0,52564723,cycleway,False,21.294,"LINESTRING (37.5075629 55.6788503, 37.5078076 55.6789831)",,,,,,,
703349129,703349131,0,52564723,cycleway,False,22.817,"LINESTRING (37.5075629 55.6788503, 37.5074062 55.6786651)",,,,,,,
703349131,703349129,0,52564723,cycleway,False,22.817,"LINESTRING (37.5074062 55.6786651, 37.5075629 55.6788503)",,,,,,,
703349131,703349133,0,52564723,cycleway,False,16.099,"LINESTRING (37.5074062 55.6786651, 37.5072965 55.6785342)",,,,,,,
703349133,703349131,0,52564723,cycleway,False,16.099,"LINESTRING (37.5072965 55.6785342, 37.5074062 55.6786651)",,,,,,,
703349133,703349135,0,52564723,cycleway,False,12.232,"LINESTRING (37.5072965 55.6785342, 37.5071339 55.6784734)",,,,,,,
703349135,703349133,0,52564723,cycleway,False,12.232,"LINESTRING (37.5071339 55.6784734, 37.5072965 55.6785342)",,,,,,,
703349135,703349139,0,52564723,cycleway,False,17.207,"LINESTRING (37.5071339 55.6784734, 37.5068698 55.6785155)",,,,,,,
703349139,703349135,0,52564723,cycleway,False,17.207,"LINESTRING (37.5068698 55.6785155, 37.5071339 55.6784734)",,,,,,,
703349139,703349126,0,52564723,cycleway,False,33.371,"LINESTRING (37.5068698 55.6785155, 37.5063687 55.6786167)",,,,,,,
705691601,3452856728,0,229315048,cycleway,False,4.53,"LINESTRING (37.7348232 55.6319474, 37.7347555 55.6319333)",,,,,,,
705691601,2379291294,0,432408736,cycleway,False,12.48,"LINESTRING (37.7348232 55.6319474, 37.7350189 55.6319672)",,,,,,,
705691625,2401547317,0,338214564,cycleway,False,5.541,"LINESTRING (37.7494046 55.6319027, 37.7493594 55.6318599)",,,,,,,
705691664,2384722030,0,229936470,cycleway,False,7.663,"LINESTRING (37.7444755 55.631992, 37.7445552 55.6320442)",,,,,,,
705691664,2384722024,0,229936496,cycleway,False,14.135,"LINESTRING (37.7444755 55.631992, 37.7446857 55.6319464)",,,,,,,
734805904,5654193697,0,584865916,cycleway,False,4.851,"LINESTRING (37.5303813 55.8260176, 37.5303303 55.8260505)",,,2,,,,
734805904,5654220707,0,584865916,cycleway,False,3.692,"LINESTRING (37.5303813 55.8260176, 37.5304128 55.8259895)",,,2,,,,
765752271,945290638,0,741327724,cycleway,False,14.058,"LINESTRING (37.5987538 55.88578, 37.5986069 55.8858759)",,,,,,,
765752271,7318587154,0,741327724,cycleway,False,7.192,"LINESTRING (37.5987538 55.88578, 37.5988385 55.8857361)",,,,,,,
765752273,1236411438,0,741327724,cycleway,False,5.94,"LINESTRING (37.5972037 55.8865493, 37.597135 55.8865863)",,,,,,,
765752273,1234952431,0,741327724,cycleway,False,31.204,"LINESTRING (37.5972037 55.8865493, 37.5975661 55.8863558)",,,,,,,
765758365,1844833777,0,61294510,cycleway,False,53.157,"LINESTRING (37.5800371 55.9081413, 37.5807614 55.9078889)",,,,,,,
765758365,1227903990,0,615659691,cycleway,False,15.668,"LINESTRING (37.5800371 55.9081413, 37.5797865 55.9081524)",,,,,,,
765758368,4505057660,0,61294510,cycleway,False,27.199,"LINESTRING (37.5814551 55.9076245, 37.5810954 55.907763)",,,,,,,
765758368,4505057658,0,61294510,cycleway,False,45.849,"LINESTRING (37.5814551 55.9076245, 37.5820237 55.9073629)",,,,,,,
770834202,770834583,0,61853995,cycleway,False,12.096,"LINESTRING (37.6337563 55.8536882, 37.633927 55.8536367)",,,,,,,
770834202,770834328,0,61853995,cycleway,False,27.977,"LINESTRING (37.6337563 55.8536882, 37.6333346 55.8537735)",,,,,,,
770834225,770834347,0,61853985,cycleway,False,77.159,"LINESTRING (37.6305845 55.8502526, 37.6306063 55.8495588)",,,,,,,
770834225,770834257,0,678845254,cycleway,False,27.687,"LINESTRING (37.6305845 55.8502526, 37.6303415 55.8504609)",,,,,,,
770834229,770834269,0,61855816,cycleway,False,7.207,"LINESTRING (37.6357148 55.8537593, 37.6356353 55.8537123)",,,,,,,
770834229,770834196,0,506266258,footway,False,9.613,"LINESTRING (37.6357148 55.8537593, 37.6356099 55.8538226)",,,,,,,
770834233,770834520,0,61853995,cycleway,False,14.65,"LINESTRING (37.6322291 55.8540746, 37.6324506 55.854031)",,,,,,,
770834233,770834270,0,61853995,cycleway,False,28.959,"LINESTRING (37.6322291 55.8540746, 37.6317941 55.8541652)",,,,,,,
770834257,770834225,0,678845254,cycleway,False,27.687,"LINESTRING (37.6303415 55.8504609, 37.6305845 55.8502526)",,,,,,,
770834257,770834382,0,678845254,cycleway,False,20.675,"LINESTRING (37.6303415 55.8504609, 37.6301923 55.8506269)",,,,,,,
770834262,770834550,0,61853995,cycleway,False,15.051,"LINESTRING (37.634709 55.8535573, 37.6349458 55.8535829)",,,,,,,
770834262,770834300,0,61853995,cycleway,False,13.974,"LINESTRING (37.634709 55.8535573, 37.6345023 55.853509)",,,,,,,
770834269,770834229,0,61855816,cycleway,False,7.207,"LINESTRING (37.6356353 55.8537123, 37.6357148 55.8537593)",,,,,,,
770834269,770834388,0,61855816,cycleway,False,16.232,"LINESTRING (37.6356353 55.8537123, 37.6353992 55.8536511)",,,,,,,
770834270,770834233,0,61853995,cycleway,False,28.959,"LINESTRING (37.6317941 55.8541652, 37.6322291 55.8540746)",,,,,,,
770834270,770834395,0,61853995,cycleway,False,19.689,"LINESTRING (37.6317941 55.8541652, 37.6314802 55.8541828)",,,,,,,
770834294,770834573,0,61853976,cycleway,False,17.333,"LINESTRING (37.6307236 55.8518494, 37.6306338 55.8517019)",,,,,,,
770834294,770834325,0,61853976,cycleway,False,26.762,"LINESTRING (37.6307236 55.8518494, 37.6308666 55.8520763)",,,,,,,
770834300,770834262,0,61853995,cycleway,False,13.974,"LINESTRING (37.6345023 55.853509, 37.634709 55.8535573)",,,,,,,
770834300,770834429,0,61853995,cycleway,False,11.062,"LINESTRING (37.6345023 55.853509, 37.6343254 55.8535151)",,,,,,,
770834325,770834294,0,61853976,cycleway,False,26.762,"LINESTRING (37.6308666 55.8520763, 37.6307236 55.8518494)",,,,,,,
770834325,770834458,0,61853976,cycleway,False,18.85,"LINESTRING (37.6308666 55.8520763, 37.6309312 55.8522419)",,,,,,,
770834328,770834202,0,61853995,cycleway,False,27.977,"LINESTRING (37.6333346 55.8537735, 37.6337563 55.8536882)",,,,,,,
770834328,770834366,0,61853995,cycleway,False,22.909,"LINESTRING (37.6333346 55.8537735, 37.6330218 55.8538813)",,,,,,,
770834347,770834225,0,61853985,cycleway,False,77.159,"LINESTRING (37.6306063 55.8495588, 37.6305845 55.8502526)",,,,,,,
770834366,770834328,0,61853995,cycleway,False,22.909,"LINESTRING (37.6330218 55.8538813, 37.6333346 55.8537735)",,,,,,,
770834366,7250189140,0,61853995,cycleway,False,9.427,"LINESTRING (37.6330218 55.8538813, 37.6328947 55.8539271)",,,,,,,
770834382,770834257,0,678845254,cycleway,False,20.675,"LINESTRING (37.6301923 55.8506269, 37.6303415 55.8504609)",,,,,,,
770834382,770834424,0,678845254,cycleway,False,12.21,"LINESTRING (37.6301923 55.8506269, 37.6301736 55.8507362)",,,,,,,
770834388,770834269,0,61855816,cycleway,False,16.232,"LINESTRING (37.6353992 55.8536511, 37.6356353 55.8537123)",,,,,,,
