u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,bridge,tunnel,service
4724161422,4724161423,0,479286460,cycleway,False,5.369,"LINESTRING (37.7584739 55.6617916, 37.758484 55.6617992, 37.7585179 55.6618118, 37.7585453 55.6618155)",,,,,,,
4724161422,4724161296,0,479286460,cycleway,False,6.57,"LINESTRING (37.7584739 55.6617916, 37.7584596 55.661781, 37.7584475 55.6617592, 37.7584492 55.6617363)",,,,,,,
4724161422,4724161419,0,479286465,cycleway,False,8.032,"LINESTRING (37.7584739 55.6617916, 37.7584243 55.6617851, 37.7583472 55.6617864)",,,,,,,
4724161423,4724161371,0,479286460,cycleway,False,11.474000000000002,"LINESTRING (37.7585453 55.6618155, 37.7585573 55.6618172, 37.7585949 55.6618152, 37.7586294 55.6618067, 37.7586575 55.6617924, 37.7586762 55.661774, 37.7586801 55.6617631)",,,,,,,
4724161423,4724161422,0,479286460,cycleway,False,5.369,"LINESTRING (37.7585453 55.6618155, 37.7585179 55.6618118, 37.758484 55.6617992, 37.7584739 55.6617916)",,,,,,,
4724161423,4724161429,0,479286466,cycleway,False,18.207,"LINESTRING (37.7585453 55.6618155, 37.7585784 55.6618293, 37.7586122 55.661851, 37.7586344 55.661878, 37.7586566 55.661907, 37.7586776 55.6619326, 37.7586826 55.6619545)",,,,,,,
4724161429,4724161393,0,479286463,cycleway,False,156.23,"LINESTRING (37.7586826 55.6619545, 37.7586634 55.6620088, 37.7586065 55.6621006, 37.7585678 55.662159, 37.7584967 55.6622427, 37.7584215 55.6623241, 37.7583605 55.6623861, 37.7582975 55.6624422, 37.7582057 55.6625157, 37.7581471 55.6625626, 37.7580536 55.662628, 37.7579072 55.662706, 37.7578401 55.6627392, 37.7577324 55.6627805, 37.7575809 55.6628176, 37.7574946 55.6628241, 37.7574193 55.6628149, 37.7573592 55.662796, 37.7572994 55.6627771, 37.7572344 55.6627518, 37.7571673 55.6627002, 37.757147 55.662675)",,,,,,,
4724161429,4724161371,0,479286463,cycleway,False,21.463,"LINESTRING (37.7586826 55.6619545, 37.7586898 55.6619343, 37.758702 55.6618758, 37.7586959 55.6618185, 37.7586801 55.6617631)",,,,,,,
4724161429,4724161423,0,479286466,cycleway,False,18.207,"LINESTRING (37.7586826 55.6619545, 37.7586776 55.6619326, 37.7586566 55.661907, 37.7586344 55.661878, 37.7586122 55.661851, 37.7585784 55.6618293, 37.7585453 55.6618155)",,,,,,,
4724161430,4724161290,0,479286462,cycleway,False,19.739,"LINESTRING (37.7585291 55.6615778, 37.7585455 55.661588, 37.7586085 55.6616408, 37.7586471 55.6616775, 37.7586792 55.661732)",,,,,,,
4724161430,4724161504,0,479286462,cycleway,False,310.26199999999994,"LINESTRING (37.7585291 55.6615778, 37.7584682 55.6615399, 37.7583686 55.6614791, 37.7583103 55.6614387, 37.7582792 55.6614172, 37.7582446 55.6613805, 37.7581979 55.6613094, 37.7581898 55.6612566, 37.7582223 55.661197, 37.7582446 55.6611408, 37.758269 55.6610663, 37.7582815 55.6610407, 37.7583016 55.6609998, 37.7582955 55.6609528, 37.7582792 55.6609115, 37.7582284 55.6608748, 37.758196 55.6608622, 37.7581694 55.6608519, 37.7580617 55.6608416, 37.7579641 55.660837, 37.7578686 55.6608461, 37.7577893 55.6608668, 37.7576945 55.6609031, 37.7576755 55.6609104, 37.7576043 55.6609562, 37.757586 55.6610067, 37.757582 55.661056, 37.7576125 55.6611064, 37.7576551 55.6611305, 37.7577344 55.6611993, 37.7578279 55.6612544, 37.7578889 55.661314, 37.7579418 55.6613587, 37.7579641 55.6614034, 37.7579749 55.6614666, 37.7579865 55.6614883, 37.7579763 55.6615548, 37.7579499 55.6616385, 37.7579031 55.6616924, 37.7578442 55.6617313, 37.757771 55.6617566, 37.7576775 55.6617738, 37.757586 55.6617852, 37.7574946 55.6617921, 37.7574051 55.6617875, 37.7573157 55.6617738, 37.7572466 55.6617554, 37.7571775 55.6617336, 37.7571327 55.661705, 37.7570697 55.6616694, 37.7570372 55.6616144, 37.756996 55.6615482, 37.7569513 55.6614258)",,,,,,,
4724161430,4724161294,0,479286467,cycleway,False,13.801,"LINESTRING (37.7585291 55.6615778, 37.7585302 55.661604, 37.7585282 55.661628, 37.758519 55.6616584, 37.7585089 55.6616814, 37.7584913 55.661698)",,,,,,,
4724161440,4724161306,0,479286468,cycleway,False,16.238,"LINESTRING (37.756865 55.6624816, 37.7569536 55.6624891, 37.7570018 55.6625073, 37.7570488 55.66253, 37.7570823 55.6625505)",,,,,,,
4724161440,4724161504,0,479286469,cycleway,False,482.9750000000001,"LINESTRING (37.756865 55.6624816, 37.7567578 55.6624982, 37.7566639 55.6625096, 37.7566049 55.6625149, 37.7565539 55.6625194, 37.7564869 55.6625247, 37.7564591 55.6625269, 37.7564211 55.66253, 37.7563625 55.662532, 37.756334 55.662533, 37.7562388 55.6625323, 37.7561771 55.6625277, 37.7561397 55.6625211, 37.7560738 55.6625096, 37.755992 55.6624831, 37.7559222 55.6624581, 37.7558418 55.6624241, 37.7557613 55.6623885, 37.75565 55.6623378, 37.7555845 55.6623101, 37.7555534 55.662297, 37.7554609 55.6622569, 37.7554032 55.6622304, 37.7553429 55.6622032, 37.7552745 55.6621744, 37.7552544 55.6621654, 37.7552341 55.6621562, 37.755194 55.6621381, 37.7550251 55.6620436, 37.7549687 55.6620133, 37.7549298 55.6619906, 37.7548985 55.661976, 37.7548601 55.6619581, 37.7548185 55.6619324, 37.7547153 55.6618983, 37.7546241 55.6618575, 37.7544765 55.661803, 37.7544363 55.6617864, 37.7543961 55.6617712, 37.7543706 55.6617531, 37.7543599 55.6617372, 37.7543532 55.6617168, 37.7543479 55.6616936, 37.7543294 55.6616445, 37.7542098 55.6612934, 37.7541284 55.6610551, 37.7540836 55.660924, 37.7540782 55.6608907, 37.7541118 55.6608627, 37.754156 55.6608491, 37.754207 55.6608483, 37.7542781 55.6608498, 37.7543558 55.660871, 37.7544463 55.6608995, 37.7549226 55.6610492, 37.755312 55.6611716, 37.7554582 55.6612175, 37.7555268 55.6612342, 37.755607 55.661249, 37.755656 55.6612575, 37.7556917 55.6612637, 37.7557358 55.6612681, 37.7558134 55.6612759, 37.7559136 55.6612814, 37.7559551 55.6612837, 37.7560866 55.6612954, 37.7561015 55.6612967, 37.7561954 55.6613176, 37.7563187 55.6613471, 37.756357 55.6613654, 37.7564388 55.6614045, 37.7565405 55.6614288, 37.7566052 55.6614401, 37.756693 55.6614427, 37.7567932 55.6614393, 37.7569077 55.6614295, 37.7569513 55.6614258)",,,,,,,
4724161440,4724161311,0,479286469,cycleway,False,15.048,"LINESTRING (37.756865 55.6624816, 37.7570045 55.6624808, 37.7570702 55.6624785, 37.7571044 55.6624756)",,,,,,,
4724161504,4724161320,0,479286462,cycleway,False,13.737,"LINESTRING (37.7569513 55.6614258, 37.7569071 55.6613048)",,,,,,,
4724161504,4724161430,0,479286462,cycleway,False,310.26199999999994,"LINESTRING (37.7569513 55.6614258, 37.756996 55.6615482, 37.7570372 55.6616144, 37.7570697 55.6616694, 37.7571327 55.661705, 37.7571775 55.6617336, 37.7572466 55.6617554, 37.7573157 55.6617738, 37.7574051 55.6617875, 37.7574946 55.6617921, 37.757586 55.6617852, 37.7576775 55.6617738, 37.757771 55.6617566, 37.7578442 55.6617313, 37.7579031 55.6616924, 37.7579499 55.6616385, 37.7579763 55.6615548, 37.7579865 55.6614883, 37.7579749 55.6614666, 37.7579641 55.6614034, 37.7579418 55.6613587, 37.7578889 55.661314, 37.7578279 55.6612544, 37.7577344 55.6611993, 37.7576551 55.6611305, 37.7576125 55.6611064, 37.757582 55.661056, 37.757586 55.6610067, 37.7576043 55.6609562, 37.7576755 55.6609104, 37.7576945 55.6609031, 37.7577893 55.6608668, 37.7578686 55.6608461, 37.7579641 55.660837, 37.7580617 55.6608416, 37.7581694 55.6608519, 37.758196 55.6608622, 37.7582284 55.6608748, 37.7582792 55.6609115, 37.7582955 55.6609528, 37.7583016 55.6609998, 37.7582815 55.6610407, 37.758269 55.6610663, 37.7582446 55.6611408, 37.7582223 55.661197, 37.7581898 55.6612566, 37.7581979 55.6613094, 37.7582446 55.6613805, 37.7582792 55.6614172, 37.7583103 55.6614387, 37.7583686 55.6614791, 37.7584682 55.6615399, 37.7585291 55.6615778)",,,,,,,
4724161504,4724161440,0,479286469,cycleway,False,482.975,"LINESTRING (37.7569513 55.6614258, 37.7569077 55.6614295, 37.7567932 55.6614393, 37.756693 55.6614427, 37.7566052 55.6614401, 37.7565405 55.6614288, 37.7564388 55.6614045, 37.756357 55.6613654, 37.7563187 55.6613471, 37.7561954 55.6613176, 37.7561015 55.6612967, 37.7560866 55.6612954, 37.7559551 55.6612837, 37.7559136 55.6612814, 37.7558134 55.6612759, 37.7557358 55.6612681, 37.7556917 55.6612637, 37.755656 55.6612575, 37.755607 55.661249, 37.7555268 55.6612342, 37.7554582 55.6612175, 37.755312 55.6611716, 37.7549226 55.6610492, 37.7544463 55.6608995, 37.7543558 55.660871, 37.7542781 55.6608498, 37.754207 55.6608483, 37.754156 55.6608491, 37.7541118 55.6608627, 37.7540782 55.6608907, 37.7540836 55.660924, 37.7541284 55.6610551, 37.7542098 55.6612934, 37.7543294 55.6616445, 37.7543479 55.6616936, 37.7543532 55.6617168, 37.7543599 55.6617372, 37.7543706 55.6617531, 37.7543961 55.6617712, 37.7544363 55.6617864, 37.7544765 55.661803, 37.7546241 55.6618575, 37.7547153 55.6618983, 37.7548185 55.6619324, 37.7548601 55.6619581, 37.7548985 55.661976, 37.7549298 55.6619906, 37.7549687 55.6620133, 37.7550251 55.6620436, 37.755194 55.6621381, 37.7552341 55.6621562, 37.7552544 55.6621654, 37.7552745 55.6621744, 37.7553429 55.6622032, 37.7554032 55.6622304, 37.7554609 55.6622569, 37.7555534 55.662297, 37.7555845 55.6623101, 37.75565 55.6623378, 37.7557613 55.6623885, 37.7558418 55.6624241, 37.7559222 55.6624581, 37.755992 55.6624831, 37.7560738 55.6625096, 37.7561397 55.6625211, 37.7561771 55.6625277, 37.7562388 55.6625323, 37.756334 55.662533, 37.7563625 55.662532, 37.7564211 55.66253, 37.7564591 55.6625269, 37.7564869 55.6625247, 37.7565539 55.6625194, 37.7566049 55.6625149, 37.7566639 55.6625096, 37.7567578 55.6624982, 37.756865 55.6624816)",,,,,,,
4749644811,4749646122,0,482088842,cycleway,True,191.31700000000004,"LINESTRING (37.6003634 55.752764, 37.6003849 55.7527439, 37.600401 55.7527152, 37.600409 55.7526835, 37.6004117 55.7525854, 37.6004117 55.7524586, 37.6003923 55.7523701, 37.6003713 55.7522928, 37.6003124 55.7520601, 37.6002454 55.7516344, 37.6001381 55.7511167, 37.6001301 55.7510578)",,,1,,,,
4749646122,6445261642,0,482088842,cycleway,True,168.06300000000002,"LINESTRING (37.6001301 55.7510578, 37.6002057 55.7510275, 37.6002279 55.7510234, 37.6002678 55.7510148, 37.6003446 55.7510065, 37.6006102 55.7509899, 37.6007979 55.7509793, 37.600878 55.7509732, 37.6010769 55.7509582, 37.6014738 55.750931, 37.6018762 55.7509083, 37.6020781 55.7508922, 37.6020962 55.7509348, 37.6020988 55.7509622, 37.6021054 55.7510023, 37.6020987 55.7510497, 37.6019489 55.7511443, 37.6018694 55.7512033, 37.60187 55.7512391)",,,1,,,,
4749646122,5230987916,0,534939402,cycleway,True,760.7010000000002,"LINESTRING (37.6001301 55.7510578, 37.600108 55.7509865, 37.6000852 55.7509127, 37.6000745 55.7508782, 37.5999948 55.7505277, 37.5999477 55.7503231, 37.5999033 55.7501306, 37.5998523 55.7499098, 37.5996923 55.7492156, 37.5996589 55.7490673, 37.5996298 55.7489558, 37.5995463 55.748523, 37.5994438 55.7479914, 37.5993603 55.7475664, 37.5992605 55.747085, 37.5992452 55.7470142, 37.5991837 55.7467506, 37.5991731 55.7466834, 37.5991844 55.746628, 37.599224 55.7465475, 37.5992627 55.7464921, 37.5994441 55.7462124, 37.5995276 55.7460838, 37.5997113 55.7458006, 37.599747 55.7457455, 37.5998162 55.7456389, 37.5999247 55.7454884, 37.5999435 55.7454658, 37.5999888 55.7454158, 37.6000149 55.7453918, 37.6000387 55.7453698, 37.6001151 55.7453191, 37.6003324 55.7452023, 37.6004411 55.7451458, 37.6005989 55.7450606, 37.6008816 55.7449236, 37.601334 55.7446809, 37.6013624 55.7446617)",,,1,,,,
4749646138,5133542488,0,"[372502354, 358409739, 358409748, 481556357]",cycleway,True,2025.8000000000004,"LINESTRING (37.620989 55.7674207, 37.6209174 55.7674266, 37.620834 55.7674351, 37.6207529 55.7674428, 37.6202215 55.7675232, 37.6199624 55.7675625, 37.619673 55.7676063, 37.6189485 55.767716, 37.6177377 55.7678993, 37.6171228 55.7679961, 37.6170363 55.7680086, 37.6160261 55.7681554, 37.6158872 55.7681725, 37.6156345 55.7682035, 37.6153073 55.7682386, 37.615109 55.7682548, 37.6149546 55.7682674, 37.6147597 55.7682822, 37.6145916 55.7682949, 37.6142149 55.7683216, 37.6140757 55.7683261, 37.6135554 55.7683235, 37.6134659 55.7683301, 37.6133223 55.7683473, 37.6132014 55.7683618, 37.6130559 55.7683713, 37.612875 55.768376, 37.6126835 55.7683798, 37.6125138 55.7683764, 37.6124474 55.7683707, 37.6123895 55.7683658, 37.6122802 55.7683489, 37.6109184 55.7678985, 37.6103508 55.7677106, 37.6098745 55.7675625, 37.6097733 55.7675315, 37.6091049 55.7673268, 37.6088961 55.7672621, 37.6086809 55.7671927, 37.6085569 55.76715, 37.608134 55.7670017, 37.6076353 55.7668209, 37.6075463 55.766789, 37.6068667 55.7665185, 37.6066907 55.7664521, 37.6066468 55.7664284, 37.6066117 55.7663613, 37.6066184 55.7663028, 37.6066496 55.766255, 37.6066736 55.7662293, 37.6066872 55.7662163, 37.6068836 55.766064, 37.6070747 55.7659158, 37.6072573 55.7657741, 37.6072744 55.7657487, 37.6072724 55.7657204, 37.6072582 55.7656961, 37.6072267 55.7656769, 37.6056347 55.7649635, 37.6053262 55.7648752, 37.6051335 55.7648127, 37.6049713 55.7647548, 37.6048159 55.7646752, 37.6047485 55.7646234, 37.6035312 55.7636008, 37.6034235 55.7635254, 37.6033478 55.7634631, 37.6027798 55.762921, 37.6024941 55.7626483, 37.6020791 55.7622522, 37.6017469 55.7619029, 37.6016603 55.7618137, 37.601252 55.7613956, 37.6006381 55.7607662, 37.6001334 55.7602324, 37.6000025 55.7601014, 37.5996318 55.7597322, 37.5993639 55.7594642, 37.5992677 55.7593677, 37.5986432 55.7587422, 37.5986147 55.7587007)",,,2.2,1,,,
4749646138,4749646144,0,482088843,cycleway,True,46.402,"LINESTRING (37.620989 55.7674207, 37.6210036 55.7673887, 37.621025 55.7673452, 37.6210317 55.7671566, 37.6210399 55.7670638, 37.6210449 55.7670063)",,,1,,,,
4749646144,3828151102,0,358409718,cycleway,True,19.221,"LINESTRING (37.6210449 55.7670063, 37.6212445 55.7669725, 37.6213365 55.7669522)",,,1.0,1,,,
4809411132,2429544737,0,210459085,cycleway,False,15.605,"LINESTRING (37.5269964 55.8789499, 37.5268121 55.878855)",,,,,,,
4809411132,2205463848,0,210459085,cycleway,False,25.29,"LINESTRING (37.5269964 55.8789499, 37.5272951 55.8791037)",,,,,,,
4844826092,3660846464,0,294433855,cycleway,False,5.777,"LINESTRING (37.5325263 55.8841289, 37.5325117 55.8840776)",,,1,,,,
4844826092,3660846465,0,294433855,cycleway,False,6.577,"LINESTRING (37.5325263 55.8841289, 37.5324717 55.8841795)",,,1,,,,
4858228944,4858228955,0,493974809,cycleway,False,169.656,"LINESTRING (37.351905 55.6870873, 37.3518245 55.6870975, 37.3516931 55.6870597, 37.3514839 55.6870106, 37.3512787 55.6869803, 37.3510413 55.6869577, 37.3508736 55.6869524, 37.3506537 55.6869531, 37.3504981 55.6869599, 37.3502956 55.6869811, 37.3500743 55.6870159, 37.3498772 55.6870537, 37.3495895 55.6871168, 37.3493889 55.6871636, 37.3493117 55.6871815)",,,,,,,
4858228955,4344780683,0,359903149,cycleway,False,541.259,"LINESTRING (37.3493117 55.6871815, 37.3492885 55.687152, 37.3489612 55.686718, 37.3488821 55.6865955, 37.3488153 55.6864478, 37.3487547 55.6862228, 37.3487185 55.685832, 37.3485924 55.684924, 37.3484744 55.6846306, 37.3483188 55.6843857, 37.3482214 55.6842486, 37.348188 55.6842171, 37.3480434 55.684141, 37.3478843 55.6840984, 37.3477475 55.6840689, 37.3470958 55.6839479, 37.345451 55.6836015, 37.3452228 55.6835578)",,,,,,,
4858228955,1846691571,0,493974809,cycleway,False,966.218,"LINESTRING (37.3493117 55.6871815, 37.348862 55.6873054, 37.3487172 55.6873553, 37.3485321 55.6874377, 37.3483403 55.6875413, 37.3480493 55.6877318, 37.3479179 55.6878202, 37.3478052 55.687883, 37.3477207 55.6879215, 37.3476268 55.6879495, 37.3475282 55.6879741, 37.347423 55.6879919, 37.3473094 55.6880041, 37.3471655 55.6880183, 37.346831 55.6880476, 37.346507 55.6880871, 37.3463662 55.688109, 37.3462616 55.6881302, 37.3461261 55.6881635, 37.3459344 55.6882232, 37.3458324 55.688267, 37.3457453 55.6883086, 37.3456112 55.6883789, 37.3455052 55.688447, 37.345406 55.688521, 37.3453188 55.6886004, 37.3452263 55.6887259, 37.3451579 55.6888416, 37.3450506 55.6890676, 37.3447984 55.6895718, 37.3446787 55.6898031, 37.3445919 55.689971, 37.3443291 55.6904419, 37.3438892 55.6911676, 37.3434815 55.6919069, 37.3431891 55.6924269, 37.343106 55.692622, 37.3430738 55.692755, 37.343055 55.6928865, 37.3430523 55.6932085, 37.343055 55.6932629, 37.3430161 55.6933125, 37.3428766 55.6933684, 37.3428069 55.6933979, 37.3427466 55.6934296, 37.3426728 55.6934935, 37.3426071 55.6935804, 37.342595 55.6936658, 37.3426178 55.6937573, 37.3426795 55.6938329, 37.3427948 55.693913, 37.3429531 55.6939727, 37.3431435 55.694006, 37.3432842 55.6940044)",,,,,,,
4858228955,4858228944,0,493974809,cycleway,False,169.65599999999998,"LINESTRING (37.3493117 55.6871815, 37.3493889 55.6871636, 37.3495895 55.6871168, 37.3498772 55.6870537, 37.3500743 55.6870159, 37.3502956 55.6869811, 37.3504981 55.6869599, 37.3506537 55.6869531, 37.3508736 55.6869524, 37.3510413 55.6869577, 37.3512787 55.6869803, 37.3514839 55.6870106, 37.3516931 55.6870597, 37.3518245 55.6870975, 37.351905 55.6870873)",,,,,,,
4858763030,4872241330,0,497349336,cycleway,False,381.3160000000001,"LINESTRING (37.3485737 55.6940713, 37.34863 55.6940649, 37.3495124 55.6941201, 37.3497793 55.6941239, 37.3499885 55.6941171, 37.3501709 55.6940982, 37.3503493 55.6940619, 37.3505236 55.6940097, 37.3506792 55.69395, 37.3509653 55.6937985, 37.3512331 55.6936137, 37.3516837 55.6933219, 37.3518312 55.6932297, 37.3520029 55.6931284, 37.3520833 55.6930959, 37.3521852 55.6930641, 37.3523247 55.6930324, 37.3528347 55.6929885, 37.3529535 55.6929802, 37.3531669 55.6929719, 37.3533654 55.6929591, 37.3535505 55.6929402, 37.3537141 55.692913, 37.3538565 55.6928759)",,,,,,,
4868463668,4344780670,0,436594359,cycleway,False,125.149,"LINESTRING (37.34427 55.6812767, 37.3445436 55.68135, 37.3459385 55.6816876, 37.346055 55.6817168, 37.3460994 55.6817269)",,,,,,,
4872241330,4872241337,0,495482453,cycleway,False,253.605,"LINESTRING (37.3538565 55.6928759, 37.3538801 55.6929064, 37.3539151 55.692939, 37.3543042 55.6933022, 37.3544249 55.6933642, 37.3545751 55.6934164, 37.3547776 55.6934428, 37.3549613 55.6934542, 37.357396 55.6934481)",,,,,,,
4872241330,4872241373,0,497349336,cycleway,False,256.847,"LINESTRING (37.3538565 55.6928759, 37.3539296 55.6928568, 37.3542067 55.6927867, 37.3544557 55.6927028, 37.3546582 55.6926152, 37.3549077 55.6924904, 37.3550386 55.6924161, 37.3553784 55.6921926, 37.3555702 55.6919832, 37.3557137 55.6917353, 37.3557995 55.6915123, 37.3558237 55.6913906, 37.3558262 55.6911695, 37.3558303 55.691086, 37.3558223 55.6910391)",,,,,,,
4872241330,4858763030,0,497349336,cycleway,False,381.316,"LINESTRING (37.3538565 55.6928759, 37.3537141 55.692913, 37.3535505 55.6929402, 37.3533654 55.6929591, 37.3531669 55.6929719, 37.3529535 55.6929802, 37.3528347 55.6929885, 37.3523247 55.6930324, 37.3521852 55.6930641, 37.3520833 55.6930959, 37.3520029 55.6931284, 37.3518312 55.6932297, 37.3516837 55.6933219, 37.3512331 55.6936137, 37.3509653 55.6937985, 37.3506792 55.69395, 37.3505236 55.6940097, 37.3503493 55.6940619, 37.3501709 55.6940982, 37.3499885 55.6941171, 37.3497793 55.6941239, 37.3495124 55.6941201, 37.34863 55.6940649, 37.3485737 55.6940713)",,,,,,,
4872241337,4872241330,0,495482453,cycleway,False,253.60499999999996,"LINESTRING (37.357396 55.6934481, 37.3549613 55.6934542, 37.3547776 55.6934428, 37.3545751 55.6934164, 37.3544249 55.6933642, 37.3543042 55.6933022, 37.3539151 55.692939, 37.3538801 55.6929064, 37.3538565 55.6928759)",,,,,,,
4872241341,4872241349,0,495482454,cycleway,False,473.21100000000007,"LINESTRING (37.3519532 55.6975024, 37.3523852 55.6975098, 37.3534191 55.6975107, 37.3560101 55.697507, 37.3561898 55.6974926, 37.3577465 55.6971019, 37.357834 55.6970837, 37.3578233 55.6963233, 37.3578259 55.6962297)",,,,,,,
4872241349,4872241341,0,495482454,cycleway,False,473.211,"LINESTRING (37.3578259 55.6962297, 37.3578233 55.6963233, 37.357834 55.6970837, 37.3577465 55.6971019, 37.3561898 55.6974926, 37.3560101 55.697507, 37.3534191 55.6975107, 37.3523852 55.6975098, 37.3519532 55.6975024)",,,,,,,
4872241349,4872241373,0,495482454,cycleway,False,643.4449999999999,"LINESTRING (37.3578259 55.6962297, 37.357897 55.6954999, 37.3578997 55.6954224, 37.3578823 55.6952766, 37.3578326 55.6951004, 37.3576744 55.6946537, 37.357492 55.6941254, 37.3574705 55.6939636, 37.3575041 55.6934353, 37.3575228 55.6930196, 37.3575698 55.6927505, 37.3576261 55.6924337, 37.3576891 55.6921767, 37.3576985 55.6920875, 37.3576851 55.6919598, 37.3576248 55.6918215, 37.357551 55.6917239, 37.3574491 55.6916143, 37.3572855 55.6914934, 37.3569877 55.6913248, 37.3567343 55.6912213, 37.3564754 55.6911426, 37.3562059 55.691089, 37.3560061 55.691058, 37.3558746 55.6910421, 37.3558223 55.6910391)",,,,,,,
4872241349,4626723760,0,497600440,cycleway,False,633.892,"LINESTRING (37.3578259 55.6962297, 37.3578635 55.6962561, 37.3579171 55.6962773, 37.3588559 55.6962788, 37.3595345 55.6962773, 37.3612672 55.6962803, 37.3614697 55.6962841, 37.3616025 55.6963007, 37.3617151 55.6963211, 37.3618533 55.6963566, 37.361974 55.6963959, 37.3620799 55.696442, 37.3621939 55.6964927, 37.3629074 55.696894, 37.3630375 55.6969696, 37.3631971 55.6970429, 37.3633593 55.6970905, 37.3635082 55.69712, 37.3636396 55.6971245, 37.3638327 55.697114, 37.3640594 55.6970671, 37.3642029 55.6970293, 37.3650706 55.6967965, 37.3653039 55.6967428, 37.3655802 55.6966967, 37.3657532 55.6966771, 37.3660456 55.696665, 37.3662843 55.6966642, 37.366472 55.6966756, 37.3667416 55.6967058, 37.367097 55.6967776, 37.3670849 55.6968305)",,,,,,,
4872241373,4872241349,0,495482454,cycleway,False,643.4449999999999,"LINESTRING (37.3558223 55.6910391, 37.3558746 55.6910421, 37.3560061 55.691058, 37.3562059 55.691089, 37.3564754 55.6911426, 37.3567343 55.6912213, 37.3569877 55.6913248, 37.3572855 55.6914934, 37.3574491 55.6916143, 37.357551 55.6917239, 37.3576248 55.6918215, 37.3576851 55.6919598, 37.3576985 55.6920875, 37.3576891 55.6921767, 37.3576261 55.6924337, 37.3575698 55.6927505, 37.3575228 55.6930196, 37.3575041 55.6934353, 37.3574705 55.6939636, 37.357492 55.6941254, 37.3576744 55.6946537, 37.3578326 55.6951004, 37.3578823 55.6952766, 37.3578997 55.6954224, 37.357897 55.6954999, 37.3578259 55.6962297)",,,,,,,
4872241373,4678301907,0,497349336,cycleway,False,535.185,"LINESTRING (37.3558223 55.6910391, 37.3558069 55.6909806, 37.3557776 55.6909013, 37.3556708 55.6906581, 37.35553 55.6904661, 37.3553154 55.6902582, 37.3550029 55.6900518, 37.3547655 55.6899354, 37.3545443 55.6898462, 37.3542738 55.6897611, 37.3540655 55.6897117, 37.3538187 55.6896603, 37.3535451 55.6896149, 37.3531378 55.6895637, 37.3526788 55.6895242, 37.352656 55.6894879, 37.3526587 55.6888521, 37.3527592 55.6877809, 37.3527539 55.6876728, 37.3527136 55.6875738, 37.3526117 55.6874687, 37.3524736 55.6873667, 37.3524267 55.6873137)",,,,,,,
4872241373,4872241330,0,497349336,cycleway,False,256.847,"LINESTRING (37.3558223 55.6910391, 37.3558303 55.691086, 37.3558262 55.6911695, 37.3558237 55.6913906, 37.3557995 55.6915123, 37.3557137 55.6917353, 37.3555702 55.6919832, 37.3553784 55.6921926, 37.3550386 55.6924161, 37.3549077 55.6924904, 37.3546582 55.6926152, 37.3544557 55.6927028, 37.3542067 55.6927867, 37.3539296 55.6928568, 37.3538565 55.6928759)",,,,,,,
4873063992,3916401048,0,388440700,cycleway,False,27.239,"LINESTRING (37.5562583 55.730217, 37.5562715 55.7302249, 37.5565568 55.7303952)",,,,,,,
4873063992,1414850386,0,388440700,cycleway,False,576.7259999999999,"LINESTRING (37.5562583 55.730217, 37.5561132 55.7301304, 37.5558909 55.7300027, 37.555365 55.7297102, 37.5549456 55.7294925, 37.5543171 55.7292017, 37.5534685 55.7288518, 37.5533143 55.7287956, 37.5527951 55.7286063, 37.5518731 55.7283124, 37.5515121 55.7282069, 37.5511353 55.7280963, 37.5505273 55.7279394, 37.5499985 55.7278265, 37.5496143 55.7277587, 37.549528 55.7277452, 37.5491678 55.7276891, 37.5488532 55.7276244, 37.5485126 55.7275317)",,,,,,,
4873063992,4266874669,0,427477893,cycleway,False,271.22,"LINESTRING (37.5562583 55.730217, 37.5563377 55.7301861, 37.556489 55.7301273, 37.5566501 55.7300647, 37.556748 55.7300267, 37.5579381 55.7291116, 37.5589724 55.7283361)",,,1,,,,
4879556565,4879569887,0,496247280,cycleway,False,153.091,"LINESTRING (37.5893342 55.8147589, 37.5890502 55.8145993, 37.5889728 55.8145788, 37.5888833 55.8145642, 37.5881098 55.8144379, 37.5880151 55.8144224, 37.5879334 55.8143892, 37.5872454 55.8140947)",,,,,,,
4879556565,2820087756,0,496247296,cycleway,False,312.73199999999997,"LINESTRING (37.5893342 55.8147589, 37.589329 55.8147253, 37.5893348 55.8146624, 37.5893662 55.8143236, 37.5892406 55.8141419, 37.5894162 55.8138355, 37.5894257 55.8137864, 37.5894259 55.8137726, 37.5894262 55.8137521, 37.5894084 55.813709, 37.5891965 55.8134837, 37.5891669 55.8134528, 37.5890914 55.813403, 37.5890002 55.8133608, 37.5887078 55.8133322, 37.5884798 55.8133111, 37.5881512 55.8132779, 37.5880721 55.8132749, 37.5880287 55.8132858, 37.5878763 55.8133186, 37.5877541 55.8133605, 37.5876596 55.8134161, 37.5876537 55.8135567, 37.587449 55.8138311, 37.587388 55.8138891)",,,,,,,
4879556565,4231800054,0,496247296,cycleway,False,42.677,"LINESTRING (37.5893342 55.8147589, 37.5893402 55.8147975, 37.5894127 55.8148759, 37.5895542 55.8149776, 37.5896683 55.8150441, 37.5897118 55.8150695)",,,,,,,
