u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,bridge,tunnel,service
777417382,639551719,0,"[234826148, 679858410, 840818319, 840818320, 234826175]",cycleway,False,543.1629999999999,"LINESTRING (37.6539607 55.833928, 37.6538514 55.8342101, 37.6534526 55.834504, 37.6532013 55.8346991, 37.6525751 55.835215, 37.6524471 55.8353279, 37.652374 55.8353536, 37.6521775 55.8354049, 37.6520404 55.8354614, 37.6516107 55.8356924, 37.6511491 55.836062, 37.6510988 55.836222, 37.6510486 55.8363058, 37.6508 55.8364804, 37.6510256 55.8365594, 37.6509522 55.836654, 37.6509302 55.8367112, 37.650923 55.8367751, 37.6509384 55.8368259, 37.6506303 55.8371898, 37.6504947 55.8373937, 37.6504547 55.8375468, 37.6504734 55.837711, 37.6504265 55.8378754, 37.6503673 55.8379648, 37.6503215 55.8380339)",,,,,,,
781335536,510624915,0,313260881,cycleway,False,292.1930000000001,"LINESTRING (37.7098114 55.5996716, 37.7097766 55.5996415, 37.7096335 55.5995842, 37.7094366 55.5995537, 37.7093843 55.5995296, 37.7093607 55.5994925, 37.7093976 55.5994565, 37.7095552 55.5994214, 37.7096173 55.5994006, 37.709634 55.5993693, 37.7096139 55.5993447, 37.7095758 55.5993295, 37.7094362 55.5993437, 37.7093004 55.5993381, 37.7091863 55.5993238, 37.7091339 55.5992868, 37.7091411 55.599249, 37.709178 55.599232, 37.7093657 55.5991874, 37.709394 55.5991686, 37.7094093 55.5991486, 37.7094109 55.5991264, 37.7093926 55.5991098, 37.7093538 55.5990966, 37.7092974 55.5990933, 37.7087771 55.5991542, 37.7086924 55.599139, 37.7086326 55.5991054, 37.7086265 55.5990705, 37.7086394 55.5990392, 37.7086929 55.5990077, 37.7090528 55.5989316, 37.7091101 55.5989044, 37.7091307 55.598874, 37.709113 55.5988366, 37.7090529 55.5988169, 37.7085935 55.5988169, 37.7084436 55.5987903, 37.7082923 55.5987491, 37.7081386 55.5986704)",,,,,,,
798474388,430436376,0,702361319,cycleway,False,81.64099999999999,"LINESTRING (37.7631413 55.7768034, 37.7629146 55.7767302, 37.7626525 55.776636, 37.7624571 55.7765344, 37.7621721 55.776404, 37.7621132 55.7763589)",,,,,,,
813972227,3725768982,0,670774354,cycleway,True,514.1890000000001,"LINESTRING (37.6011247 55.753087, 37.6011457 55.7531973, 37.6011029 55.754051, 37.6010877 55.7543555, 37.6010821 55.7544843, 37.6010665 55.7545646, 37.6010466 55.7546144, 37.6010298 55.7546453, 37.6009361 55.7547854, 37.6008091 55.7549788, 37.6006272 55.7551987, 37.6005143 55.7553351, 37.5999603 55.7560069, 37.599786 55.7562133, 37.5996643 55.7563574, 37.5995892 55.7564483, 37.5993549 55.7567363, 37.5991188 55.7569685, 37.5988984 55.7572024, 37.598871 55.7572378, 37.5988482 55.757279, 37.5988365 55.7573352, 37.5988472 55.7573836, 37.5988657 55.7574049, 37.5988947 55.7574225)",,,1.0,1,,,
834300794,834300805,0,69748066,cycleway,False,12.899,"LINESTRING (37.4627756 55.6667577, 37.46257 55.6667545)",,,,,,,
834300805,834300794,0,69748066,cycleway,False,12.899,"LINESTRING (37.46257 55.6667545, 37.4627756 55.6667577)",,,,,,,
834300805,834300868,0,69748066,cycleway,False,144.141,"LINESTRING (37.46257 55.6667545, 37.4623906 55.6667552, 37.4622492 55.6668186, 37.4621315 55.6668941, 37.4620223 55.666896, 37.4619361 55.6668803, 37.4618874 55.6668449, 37.4618881 55.6667981, 37.4619074 55.6667541, 37.4621455 55.6665996, 37.4622515 55.6665314, 37.4622877 55.66646, 37.4621801 55.6661942, 37.4621093 55.6661541, 37.4620321 55.6661468)",,,,,,,
834300805,1673699231,0,"[355352923, 265423982]",cycleway,False,594.1300000000003,"LINESTRING (37.46257 55.6667545, 37.4625759 55.666813, 37.4621984 55.6676105, 37.4621038 55.6678535, 37.4624306 55.6681347, 37.4626932 55.6683203, 37.462839 55.6685917, 37.4629106 55.6686508, 37.4630101 55.6686604, 37.4632359 55.6686522, 37.4633672 55.6686939, 37.4636244 55.6688039, 37.4637833 55.6688773, 37.4641557 55.66902, 37.4650016 55.669503, 37.4653951 55.6697536, 37.4656768 55.6698254, 37.4657306 55.6698832, 37.4658871 55.6700834, 37.4659209 55.6702773, 37.4660892 55.670358, 37.4662819 55.6704319, 37.4664114 55.6705177, 37.4664599 55.6705935, 37.4664983 55.670664, 37.4664846 55.6707238, 37.466445 55.6708129, 37.4663602 55.6709209)",,,,,,,
834300868,2467935827,0,238986285,cycleway,False,31.661,"LINESTRING (37.4620321 55.6661468, 37.4623015 55.665906)",,,,,,,
834300868,2710914073,0,"[69748066, 154912403, 355352958, 355352991]",cycleway,False,806.5150000000001,"LINESTRING (37.4620321 55.6661468, 37.4619688 55.6661669, 37.4619269 55.6662142, 37.4619372 55.6663663, 37.4618508 55.666419, 37.4617085 55.6664327, 37.4615591 55.666429, 37.46144 55.6663865, 37.4613172 55.6663949, 37.4611975 55.6664529, 37.4611938 55.6665303, 37.4612306 55.6666268, 37.4610637 55.6669193, 37.4609823 55.6669505, 37.4608751 55.6669383, 37.4608285 55.6667352, 37.4607494 55.6666791, 37.4606597 55.6666778, 37.4605743 55.6667025, 37.4604764 55.6668659, 37.4606382 55.6668958, 37.4606737 55.6669296, 37.4607616 55.6673629, 37.4607391 55.6675623, 37.4607777 55.6676193, 37.4606646 55.6677327, 37.4601378 55.668042, 37.4600797 55.6681058, 37.4600687 55.6681633, 37.4600813 55.6682147, 37.4601347 55.6682802, 37.4602038 55.6683068, 37.4603607 55.6683205, 37.4605227 55.6682846, 37.4606344 55.6681945, 37.4611071 55.6677211, 37.4611217 55.6676582, 37.4611661 55.6676122, 37.4612697 55.6675908, 37.4613301 55.6675944, 37.4613829 55.6676135, 37.4614181 55.6676518, 37.461387 55.6677005, 37.4612384 55.6677726, 37.4611186 55.6678831, 37.4610548 55.6681411, 37.4610023 55.6682329, 37.4609893 55.6682902, 37.4610334 55.6683446, 37.4611281 55.6683802, 37.4612699 55.6683728, 37.4613662 55.6683373, 37.4614774 55.6683209, 37.4615922 55.6683253, 37.4616985 55.66835, 37.4618603 55.6684206, 37.4624531 55.6685933, 37.4627217 55.6686432, 37.4628093 55.6687026, 37.4628252 55.6687579, 37.4628033 55.6689301, 37.4627658 55.6692249, 37.4626678 55.6693429)",,,,,,,
834300868,834300805,0,69748066,cycleway,False,144.141,"LINESTRING (37.4620321 55.6661468, 37.4621093 55.6661541, 37.4621801 55.6661942, 37.4622877 55.66646, 37.4622515 55.6665314, 37.4621455 55.6665996, 37.4619074 55.6667541, 37.4618881 55.6667981, 37.4618874 55.6668449, 37.4619361 55.6668803, 37.4620223 55.666896, 37.4621315 55.6668941, 37.4622492 55.6668186, 37.4623906 55.6667552, 37.46257 55.6667545)",,,,,,,
843743400,2992506940,0,295518141,cycleway,False,32.309,"LINESTRING (37.5847627 55.6056892, 37.5849884 55.6057556, 37.5852229 55.6058189)",,,,,,,
843743423,2992506951,0,358492237,cycleway,False,1.713,"LINESTRING (37.5889547 55.6064604, 37.5889515 55.6064451)",,,,,,,
864705870,7784100336,0,"[686328145, 833857786, 355332939, 833857785]",cycleway,False,738.176,"LINESTRING (37.5040714 55.6868049, 37.5039382 55.6868562, 37.5037771 55.6868851, 37.5037215 55.6868951, 37.5034613 55.686905, 37.5027746 55.6869216, 37.5021145 55.6869191, 37.5016332 55.6868916, 37.5014283 55.6868371, 37.5008853 55.6866927, 37.5004433 55.6866242, 37.5000606 55.6864905, 37.499979 55.6864447, 37.4996161 55.6862535, 37.4994186 55.6860986, 37.4992212 55.6858664, 37.4991479 55.6857253, 37.4990176 55.6854744, 37.4988597 55.6852302, 37.498459 55.6846104, 37.497948 55.6837117, 37.4978383 55.683565, 37.4978065 55.6833939, 37.497873 55.6825292)",,,,,,,
864705870,1788512414,0,686328146,cycleway,False,69.958,"LINESTRING (37.5040714 55.6868049, 37.5041426 55.6869812, 37.504338 55.6874158)",,,,,,,
864705870,303470119,0,686328147,cycleway,False,144.167,"LINESTRING (37.5040714 55.6868049, 37.504415 55.6866725, 37.504826 55.6864905, 37.5051607 55.6862873, 37.5054062 55.6860501, 37.5054611 55.685997, 37.5055602 55.6858536)",,,,,,,
871909742,1008054289,0,86667352,cycleway,False,202.756,"LINESTRING (37.4509723 55.864491, 37.4513843 55.8650507, 37.4514659 55.8651512, 37.4516074 55.8653257, 37.4518965 55.8657934, 37.4519757 55.8659411, 37.4520107 55.8662068)",,,,2,,,
911564208,434401126,0,160074263,cycleway,False,281.474,"LINESTRING (37.4775866 55.8172805, 37.4764947 55.8175615, 37.4762457 55.8176164, 37.4757572 55.817735, 37.4736296 55.8184778)",,,,,,,
940271098,3594802467,0,"[353663737, 291680185, 353061617]",cycleway,False,831.4219999999999,"LINESTRING (37.550648 55.5837757, 37.5508921 55.5837983, 37.551224 55.583806, 37.5513744 55.5838348, 37.5515968 55.5838379, 37.551693 55.5838618, 37.5517246 55.5838608, 37.5518051 55.5838525, 37.551857 55.5838561, 37.551903 55.5838654, 37.5519593 55.5838995, 37.5520076 55.5839147, 37.5520743 55.5839228, 37.5523184 55.5839121, 37.5524837 55.5839086, 37.5525356 55.5839106, 37.5526312 55.5839313, 37.5528333 55.583994, 37.5532464 55.5840456, 37.5534663 55.5840728, 37.5535683 55.5841047, 37.5537051 55.5841971, 37.5540189 55.5843184, 37.5542174 55.5843821, 37.5544319 55.5844594, 37.5546036 55.5845246, 37.5547404 55.584561, 37.5549335 55.5846368, 37.5550086 55.5846641, 37.555073 55.5846898, 37.5550998 55.5847156, 37.5550879 55.584745, 37.5550542 55.584752, 37.5549764 55.5847505, 37.5548772 55.5847186, 37.5547404 55.5846701, 37.5546331 55.5846247, 37.5544856 55.5845716, 37.5543729 55.5845337, 37.5542576 55.5845185, 37.5540913 55.5845079, 37.5539277 55.5845125, 37.5537882 55.5845291, 37.553638 55.5845367, 37.5535254 55.5845519, 37.5533859 55.5845792, 37.5533269 55.5845943, 37.5532115 55.5845883, 37.5531284 55.584564, 37.5530613 55.5845716, 37.552946 55.5845822, 37.5528468 55.5846019, 37.5527743 55.5846247, 37.55271 55.584658, 37.5526295 55.5847035, 37.5525122 55.5847808, 37.552423 55.5848505, 37.552321 55.5849187, 37.5522352 55.5849779, 37.552195 55.5850082, 37.5521628 55.5850688, 37.5521226 55.5851188, 37.5520636 55.5851492, 37.5519804 55.5851886, 37.5518034 55.5852053, 37.5516344 55.5852037, 37.5514627 55.5852189, 37.5512696 55.5852432, 37.5511114 55.5852841, 37.550988 55.5853174, 37.5508297 55.5853705, 37.5506983 55.5854099, 37.5505749 55.585463, 37.5504301 55.58551, 37.5503335 55.5855357, 37.550159 55.5853784, 37.5501219 55.5853597, 37.5499489 55.5852728, 37.5498088 55.5852042, 37.5496173 55.5850643, 37.5493791 55.5848875, 37.5492017 55.5847449, 37.5490802 55.5846393, 37.5490149 55.5845021, 37.549005 55.5843891, 37.5489785 55.5842838)",,,,,,,
942926397,1753148479,0,163647434,cycleway,False,398.436,"LINESTRING (37.6812331 55.8069299, 37.6806008 55.8069342, 37.679344 55.8070268, 37.6783468 55.8071045, 37.6757728 55.8072028, 37.6748841 55.8071822)",,,,,,,
988505288,988505889,0,85244868,cycleway,False,19.733,"LINESTRING (37.4900534 55.6432895, 37.4901125 55.6431152)",,,,,,,
988505502,2642301413,0,"[258924225, 275095706]",cycleway,False,679.5269999999999,"LINESTRING (37.4973388 55.6381852, 37.496984 55.6386538, 37.4967247 55.6389197, 37.4964097 55.6393196, 37.4958828 55.6398056, 37.4955462 55.6401651, 37.4952133 55.640545, 37.4950461 55.6407218, 37.4948118 55.6409695, 37.494388 55.6413183, 37.4940305 55.641514, 37.4938166 55.6416371, 37.4934544 55.6416438, 37.4931785 55.6417379, 37.4927399 55.6419343, 37.4924447 55.6421462, 37.4922318 55.6422442, 37.4920201 55.6423779, 37.4919718 55.6424302, 37.4916976 55.6426794, 37.4910517 55.6429327)",,,,,,,
988505847,2609954727,0,255290913,cycleway,True,276.478,"LINESTRING (37.4871885 55.6354748, 37.4871598 55.6355041, 37.4870591 55.6355987, 37.4869354 55.6357146, 37.4868761 55.6357703, 37.4868304 55.6358584, 37.4866551 55.636495, 37.4867656 55.636837, 37.4869059 55.6371438, 37.4870666 55.637437, 37.4872473 55.6378597)",,,,,,,
988505889,988505288,0,85244868,cycleway,False,19.733,"LINESTRING (37.4901125 55.6431152, 37.4900534 55.6432895)",,,,,,,
988505889,2642301415,0,258924221,cycleway,False,14.344,"LINESTRING (37.4901125 55.6431152, 37.4903241 55.6430664)",,,,,,,
988505889,988506161,0,"[255290878, 85244868, 258924222]",cycleway,False,406.74499999999995,"LINESTRING (37.4901125 55.6431152, 37.4900533 55.6428399, 37.4901016 55.6427081, 37.4894777 55.6412563, 37.489394 55.6410392, 37.4893476 55.6408582, 37.4892488 55.6405818, 37.4890431 55.6403295, 37.4887139 55.6399747, 37.4885886 55.6397641, 37.4885388 55.6396407, 37.4885238 55.6396035)",,,,,,,
988506161,988505889,0,"[85244868, 258924222, 255290878]",cycleway,False,406.745,"LINESTRING (37.4885238 55.6396035, 37.4885388 55.6396407, 37.4885886 55.6397641, 37.4887139 55.6399747, 37.4890431 55.6403295, 37.4892488 55.6405818, 37.4893476 55.6408582, 37.489394 55.6410392, 37.4894777 55.6412563, 37.4901016 55.6427081, 37.4900533 55.6428399, 37.4901125 55.6431152)",,,,,,,
988506161,2609954759,0,"[686238061, 255290878]",cycleway,False,206.307,"LINESTRING (37.4885238 55.6396035, 37.4884104 55.6393383, 37.4881982 55.6391161, 37.4878776 55.6388553, 37.4876848 55.6387101, 37.4874525 55.6384687, 37.4873801 55.6383383, 37.4873401 55.638245, 37.4873443 55.6381043, 37.4873755 55.6380208, 37.4874531 55.6379333)",,,,,,,
988506161,3465729383,0,255290879,cycleway,True,536.0699999999999,"LINESTRING (37.4885238 55.6396035, 37.4879992 55.6398385, 37.4858555 55.6402797, 37.485509 55.6403533, 37.4853745 55.6403826, 37.4852558 55.6403741, 37.4849958 55.640251, 37.4841269 55.6404467, 37.4840328 55.6404025, 37.48409 55.6401675, 37.4843262 55.6394342, 37.4843895 55.6393651, 37.484767 55.6389526, 37.485223 55.6385426)",,,,,,,
1000746028,5590314441,0,128942683,cycleway,False,3065.8850000000007,"LINESTRING (37.5976509 55.7342072, 37.5975309 55.7341512, 37.5973022 55.7339151, 37.5971138 55.7337282, 37.59683 55.7334373, 37.596445 55.7330479, 37.5961902 55.7328057, 37.5956136 55.7322175, 37.595551 55.732155, 37.5951599 55.7317096, 37.5948411 55.7313442, 37.5944902 55.7308963, 37.5943426 55.7308129, 37.594166 55.7305677, 37.594164 55.7304535, 37.5937588 55.7298809, 37.5929035 55.7286351, 37.5918316 55.7270973, 37.591505 55.7266648, 37.5912105 55.7263238, 37.5909192 55.7260197, 37.5908524 55.7259561, 37.5904459 55.725552, 37.5902543 55.7254644, 37.5899396 55.7251769, 37.5898979 55.7250513, 37.5898255 55.7249668, 37.5886844 55.7238936, 37.5861894 55.7215036, 37.5858165 55.7211576, 37.5843587 55.7198177, 37.5834706 55.719085, 37.5830387 55.7187302, 37.582946 55.7186593, 37.582188 55.7180928, 37.5814431 55.7175726, 37.58077 55.7171281, 37.5805797 55.7170076, 37.5790475 55.7160829, 37.5779002 55.7154348, 37.5769479 55.7148987, 37.5761138 55.7144534, 37.5759834 55.7143499, 37.5757515 55.7142478, 37.5756422 55.7142054, 37.57544 55.714117, 37.5750994 55.7139838, 37.5739565 55.7135964, 37.572564 55.7131244, 37.5706811 55.7125816, 37.5698326 55.7123729, 37.5697788 55.7123597)",,,,2,,,
1008054240,5333547623,0,552419109,cycleway,False,30.658,"LINESTRING (37.4523465 55.8667464, 37.4523605 55.8664708)",,,,2,,,
1008054240,1344761900,0,"[119773789, 119773780, 86669917]",cycleway,False,1042.3760000000002,"LINESTRING (37.4523465 55.8667464, 37.4523342 55.8670267, 37.4523699 55.8674918, 37.4527881 55.8680214, 37.4529967 55.8685106, 37.453022 55.8686212, 37.4529822 55.868745, 37.4529207 55.8688191, 37.4528158 55.8688851, 37.4526548 55.868944, 37.452474 55.868947, 37.4523058 55.8689287, 37.451786 55.8688461, 37.451634 55.868808, 37.4515083 55.8687453, 37.4514216 55.8686909, 37.4513202 55.8686562, 37.4511371 55.8686578, 37.4509709 55.8686894, 37.4507555 55.868746, 37.4505933 55.8688222, 37.4504149 55.8689705, 37.4503867 55.8690025, 37.4502293 55.8691808, 37.450133 55.8693216, 37.4501089 55.8694489, 37.4500677 55.869582, 37.449913 55.8697518, 37.4495519 55.8700103, 37.4491857 55.8701393, 37.44897 55.8702726, 37.4487032 55.8704024, 37.4483688 55.8704261, 37.4481995 55.8704317, 37.4480023 55.8703828, 37.4479167 55.8703769, 37.4477812 55.8703899, 37.4476714 55.870408, 37.447485 55.870458, 37.4474078 55.870489, 37.4473691 55.8705334, 37.4473603 55.8706056, 37.4474339 55.8708385, 37.4474456 55.870873, 37.4475105 55.8710649, 37.4475034 55.8711558, 37.4474725 55.8712159, 37.4474046 55.8712605, 37.4471691 55.8713605, 37.4469645 55.8715346, 37.4468083 55.8716407, 37.4466102 55.8717284, 37.4463594 55.8719333, 37.4460972 55.8720239, 37.4453801 55.8719992, 37.4447393 55.8719423, 37.4445417 55.8719462, 37.4443626 55.8719644, 37.4441727 55.8719413, 37.4440885 55.871965)",,,,2,,,
1008054240,1008054289,0,233662394,cycleway,False,63.754999999999995,"LINESTRING (37.4523465 55.8667464, 37.4522646 55.8666655, 37.4520107 55.8662068)",,,,,,,
1008054240,2420109228,0,233662413,cycleway,False,393.01700000000005,"LINESTRING (37.4523465 55.8667464, 37.4523869 55.8659487, 37.4523239 55.8648953, 37.4522548 55.8643941, 37.4522199 55.8642595, 37.4522476 55.8640796, 37.4523742 55.8638372, 37.4524191 55.8637512, 37.4526044 55.8636049, 37.4529702 55.863332)",,,,,,,
1008054240,1344761535,0,"[233662388, 552419110]",cycleway,False,55.223,"LINESTRING (37.4523465 55.8667464, 37.4522669 55.8667205, 37.4515804 55.8664977)",,,,"['3', '2']",,,
1008054289,871909742,0,86667352,cycleway,False,202.75599999999997,"LINESTRING (37.4520107 55.8662068, 37.4519757 55.8659411, 37.4518965 55.8657934, 37.4516074 55.8653257, 37.4514659 55.8651512, 37.4513843 55.8650507, 37.4509723 55.864491)",,,,2,,,
1008054289,1008054240,0,233662394,cycleway,False,63.754999999999995,"LINESTRING (37.4520107 55.8662068, 37.4522646 55.8666655, 37.4523465 55.8667464)",,,,,,,
1008054289,1344761535,0,233662401,cycleway,False,42.553,"LINESTRING (37.4520107 55.8662068, 37.4517852 55.8664045, 37.4515804 55.8664977)",,,,2,,,
1046429113,5763341208,0,608280070,cycleway,False,483.28700000000003,"LINESTRING (37.3622806 55.830871, 37.3625144 55.8308996, 37.3628229 55.8309388, 37.363075 55.8309915, 37.3632279 55.8310517, 37.3633432 55.8311225, 37.3634988 55.8312415, 37.3636031 55.8313751, 37.3636785 55.8314841, 37.3639559 55.8320428, 37.3640844 55.8322919, 37.3642659 55.8326003, 37.3643973 55.8327931, 37.3645449 55.8329633, 37.3647594 55.833248, 37.3647863 55.8333264, 37.3647809 55.8334243, 37.3645504 55.8339229, 37.3645674 55.8340188, 37.3646052 55.8341548, 37.3646871 55.8342573, 37.3648238 55.8343778, 37.3649881 55.83456, 37.3650074 55.8345724)",,,,,,,
1046429243,6597242784,0,"[751050298, 608280074]",cycleway,False,1060.7209999999998,"LINESTRING (37.3618669 55.8309099, 37.3617473 55.8309101, 37.3614764 55.8309342, 37.3613768 55.8309522, 37.3612913 55.8310065, 37.3612082 55.8310819, 37.360779 55.8315534, 37.3606691 55.8315895, 37.3604858 55.8316358, 37.3601836 55.8316995, 37.3599698 55.8317368, 37.3598939 55.8317341, 37.3597871 55.8317038, 37.3597508 55.8316954, 37.3596579 55.8316739, 37.3593118 55.8316061, 37.3590543 55.8315625, 37.3588264 55.8315548, 37.3587835 55.8315556, 37.3587513 55.8315662, 37.3587285 55.8315948, 37.3587188 55.8319771, 37.3587526 55.8320121, 37.3588298 55.8320423, 37.358935 55.8320776, 37.3593174 55.8322056, 37.3593816 55.8322323, 37.3596069 55.8323262, 37.3599046 55.8324813, 37.3601897 55.8326823, 37.3604813 55.8329905, 37.3607308 55.8333354, 37.3609346 55.8337376, 37.3610285 55.8340615, 37.3611004 55.8343221, 37.3612324 55.8348004, 37.361286 55.8350767, 37.361286 55.8351776, 37.3612189 55.8352876, 37.3611116 55.8353825, 37.3610928 55.8354582, 37.3610807 55.8355434, 37.3610622 55.835859, 37.3610665 55.8359301, 37.3610231 55.8360256, 37.3610017 55.8360648, 37.3609105 55.836232, 37.3607522 55.8364504, 37.3606673 55.8366103, 37.3606799 55.8366474, 37.3607548 55.8366995, 37.3609375 55.8368028, 37.3610995 55.8368767, 37.3611964 55.8368961, 37.3612565 55.836897, 37.361345 55.8368855, 37.3617952 55.8368146, 37.3624002 55.8367235, 37.3626341 55.8366905, 37.3627128 55.8366841, 37.3629088 55.8367019, 37.3629474 55.8367054, 37.3634993 55.8367822)",,,,,,,
1085487456,1085608817,0,114720148,cycleway,False,13.278,"LINESTRING (37.7493671 55.7696131, 37.7495761 55.7695922)",аллея Большого Круга,,,,,,
1085608817,1085487456,0,114720148,cycleway,False,13.278,"LINESTRING (37.7495761 55.7695922, 37.7493671 55.7696131)",аллея Большого Круга,,,,,,
1085608817,181290957,0,25007690,cycleway,False,1102.229,"LINESTRING (37.7495761 55.7695922, 37.7496387 55.7689157, 37.749817 55.7675412, 37.7499078 55.7665533, 37.7499827 55.766408, 37.7502657 55.766177, 37.7508972 55.7657913, 37.7517001 55.765241, 37.7518854 55.7650974, 37.7519936 55.7649397, 37.7529598 55.7631051, 37.7544093 55.7603577, 37.7544404 55.760286)",аллея Пролетарского Входа,,,,,,
1085608817,271865346,0,114720148,cycleway,False,269.372,"LINESTRING (37.7495761 55.7695922, 37.7496329 55.7695908, 37.7501651 55.7695814, 37.7507269 55.7695872, 37.7508562 55.7695893, 37.7511478 55.7695991, 37.7515178 55.7696241, 37.7518215 55.7696791, 37.7520878 55.7697438, 37.7524575 55.7698395, 37.7527537 55.7699395, 37.7530192 55.7700593, 37.753273 55.770177, 37.753523 55.7702985)",аллея Большого Круга,,,,,,
1110303799,7595251359,0,"[174745422, 298663887, 298663891, 298663892, 298780479]",cycleway,False,2493.7229999999995,"LINESTRING (37.6699537 55.7917714, 37.6694614 55.7919116, 37.6684167 55.7920092, 37.6673781 55.7919478, 37.6658533 55.7918087, 37.6655409 55.7917908, 37.6652158 55.7918101, 37.6651136 55.7918272, 37.6650664 55.7918367, 37.6649483 55.7918842, 37.6645855 55.7919391, 37.6636356 55.7920214, 37.6626819 55.7922422, 37.6619495 55.792353, 37.661696 55.7923972, 37.6615216 55.7924334, 37.6604787 55.7926637, 37.6601324 55.7927123, 37.6598683 55.7928129, 37.6593387 55.7928761, 37.6591646 55.7932081, 37.659028 55.7935191, 37.6587851 55.7940596, 37.6584947 55.7948134, 37.658119 55.7957162, 37.6579357 55.7962833, 37.6578956 55.7965611, 37.6576939 55.79683, 37.6576607 55.7970821, 37.6575688 55.7971794, 37.6575735 55.7972911, 37.6575759 55.7973527, 37.6576424 55.797406, 37.6575133 55.7979782, 37.6576255 55.7985114, 37.6578601 55.7993169, 37.657974 55.7997329, 37.6580335 55.7999505, 37.658212 55.8004837, 37.6585537 55.8009567, 37.6588673 55.8011656, 37.6589043 55.8011892, 37.6589402 55.8012271, 37.6589415 55.8012299, 37.6594261 55.8017262, 37.6602121 55.8022905, 37.660437 55.802545, 37.6607627 55.8027317, 37.6613861 55.8029643, 37.6618662 55.8032263, 37.6626001 55.8036191, 37.6627896 55.8037205, 37.6633019 55.8043287, 37.6632396 55.804374, 37.66333 55.8044126, 37.6634301 55.8044558, 37.6635458 55.8046079, 37.6639329 55.8048001, 37.6644924 55.8050226, 37.6646701 55.8051007, 37.6652469 55.8053522, 37.6660589 55.8057322, 37.6666575 55.8059653, 37.6672093 55.8061984, 37.667844 55.8064375, 37.668112 55.8063868)",,,1.2,,,,
1181132530,693249076,0,55128837,cycleway,False,119.21999999999998,"LINESTRING (37.4278581 55.7658683, 37.4281052 55.765692, 37.428242 55.7655848, 37.4283694 55.7654688, 37.4285477 55.7652438, 37.4287263 55.7650004, 37.4287347 55.7649658, 37.4287291 55.7649312)",,,,,,,
1181132530,693249076,1,365893793,cycleway,False,1783.6490000000001,"LINESTRING (37.4278581 55.7658683, 37.4266757 55.7653113, 37.4260607 55.7650539, 37.425436 55.7648167, 37.4249574 55.7646776, 37.424597 55.7645472, 37.424082 55.7644362, 37.4228975 55.7642575, 37.4224295 55.7642248, 37.4213329 55.7641087, 37.4211613 55.7640634, 37.420486 55.7637164, 37.4199775 55.7634491, 37.4197854 55.7633616, 37.4195551 55.763296, 37.419121 55.7632, 37.4182884 55.7630358, 37.4165718 55.7626688, 37.4163486 55.7625625, 37.4163143 55.762408, 37.4163174 55.7623795, 37.4163315 55.7622487, 37.4165203 55.7621666, 37.4167177 55.7621859, 37.4170353 55.7622631, 37.4172756 55.7623307, 37.4174902 55.7623597, 37.4177906 55.762379, 37.4181339 55.7623597, 37.4186317 55.7623438, 37.4188635 55.7623597, 37.4195919 55.7624838, 37.4199127 55.7625463, 37.4201422 55.7625846, 37.4204342 55.7626108, 37.4207517 55.7625944, 37.421371 55.7625023, 37.4216916 55.762463, 37.4220193 55.7624415, 37.4223738 55.7624718, 37.4227516 55.7625529, 37.4231121 55.762635, 37.4232292 55.7627009, 37.4233696 55.7627798, 37.4237987 55.7632145, 37.4239599 55.7633124, 37.4240133 55.7633448, 37.426498 55.7640188, 37.4266526 55.7640715, 37.4267718 55.7641155, 37.4268426 55.7641636, 37.4269191 55.7642467, 37.4273865 55.7649225, 37.4274661 55.764995, 37.4275161 55.7650218, 37.4275892 55.7650466, 37.4276893 55.7650712, 37.4277882 55.7650806, 37.427919 55.7650745, 37.428055 55.7650733, 37.4282433 55.7650389, 37.4287291 55.7649312)",Велотрасса на Крылатских холмах,,,,,,
1181132530,253770670,0,365893793,cycleway,False,240.00300000000004,"LINESTRING (37.4278581 55.7658683, 37.4283202 55.7660678, 37.4286693 55.7663207, 37.4287451 55.7664608, 37.4287643 55.7666058, 37.4285952 55.7669103, 37.4281165 55.7674043, 37.4280398 55.7674553, 37.4279358 55.7674927, 37.4277978 55.7675102, 37.4276929 55.7675045, 37.4275938 55.7674776)",Велотрасса на Крылатских холмах,,,,,,
1236411438,6940050545,0,741327724,cycleway,False,254.43100000000004,"LINESTRING (37.597135 55.8865863, 37.5972037 55.8865493, 37.5975661 55.8863558, 37.5980921 55.8861244, 37.5986069 55.8858759, 37.5987538 55.88578, 37.5988385 55.8857361, 37.5990468 55.8856281, 37.599869 55.8851884, 37.5998918 55.8851762, 37.6001318 55.8850376)",,,,,,,
1297639740,430436313,0,37011642,cycleway,False,219.361,"LINESTRING (37.7555295 55.7718009, 37.7559922 55.7718984, 37.7561714 55.7719042, 37.7563133 55.7719285, 37.7566969 55.7720477, 37.7568457 55.7721263, 37.756911 55.7721966, 37.7570099 55.7725922, 37.756997 55.772727, 37.7567228 55.7732396)",,,,,,,
1297639740,430436288,0,37011642,cycleway,False,42.955,"LINESTRING (37.7555295 55.7718009, 37.7553256 55.7717579, 37.7548591 55.7717852)",,,,,,,
1297639740,276437813,0,114591504,cycleway,False,171.187,"LINESTRING (37.7555295 55.7718009, 37.7560831 55.7712021, 37.7562526 55.7708107, 37.7562259 55.7703492)",,,,,,,
