u,v,key,osmid,oneway,highway,maxspeed,length,geometry,lanes,name,access,service,width,tunnel,junction,area,bridge
2301023838,1884055974,0,221047451,False,service,5 mph,22.357,"LINESTRING (37.7108027 55.7941792, 37.7104453 55.7941867)",,,private,,,,,,
2301023838,1880716336,0,221047451,False,service,5 mph,26.075,"LINESTRING (37.7108027 55.7941792, 37.7112181 55.7941579)",,,private,,,,,,
2301039899,1341180808,0,177657665,False,service,5 mph,25.024,"LINESTRING (37.7114938 55.7941726, 37.7118937 55.7941624)",,,private,,,,,,
2301039899,2301050954,0,177657665,False,service,5 mph,6.908,"LINESTRING (37.7114938 55.7941726, 37.7113853 55.7941844)",,,private,,,,,,
2301050954,2301039899,0,177657665,False,service,5 mph,6.908,"LINESTRING (37.7113853 55.7941844, 37.7114938 55.7941726)",,,private,,,,,,
2301050954,1880718178,0,177657665,False,service,5 mph,5.794,"LINESTRING (37.7113853 55.7941844, 37.711299 55.7941654)",,,private,,,,,,
2301766402,7442067822,0,221047451,False,service,5 mph,16.944,"LINESTRING (37.7113125 55.7943719, 37.7112992 55.7942197)",,,private,,,,,,
2301766402,7442067821,0,221047452,True,service,5 mph,5.467,"LINESTRING (37.7113125 55.7943719, 37.7112271 55.7943613)",,,private,,,,,,
2302434868,1151462362,0,55821950,False,service,20,39.612,"LINESTRING (37.5839191 55.5758678, 37.5833956 55.5756695)",,,,,,,,,
2302434868,701191294,0,55821950,False,service,20,38.12,"LINESTRING (37.5839191 55.5758678, 37.5844228 55.5760587)",,,,,,,,,
2302434895,807713787,0,66829403,False,service,20,39.856,"LINESTRING (37.5855589 55.5755558, 37.5849816 55.575704)",,,,,,,,,
2302434895,2302434912,0,66829403,False,service,20,26.791,"LINESTRING (37.5855589 55.5755558, 37.5859469 55.5754561)",,,,,,,,,
2302434898,807713798,0,66829403,False,service,20,9.625,"LINESTRING (37.5842731 55.5751942, 37.5841233 55.5751763)",,,,,,,,,
2302434898,807713795,0,66829403,False,service,20,8.294,"LINESTRING (37.5842731 55.5751942, 37.5844022 55.5752096)",,,,,,,,,
2302434910,2302434912,0,66829403,False,service,20,19.54,"LINESTRING (37.5862286 55.5753818, 37.5859469 55.5754561)",,,,,,,,,
2302434912,2302434895,0,66829403,False,service,20,26.791,"LINESTRING (37.5859469 55.5754561, 37.5855589 55.5755558)",,,,,,,,,
2302434912,2302434910,0,66829403,False,service,20,19.54,"LINESTRING (37.5859469 55.5754561, 37.5862286 55.5753818)",,,,,,,,,
2302434917,807713800,0,66829403,False,service,20,14.676,"LINESTRING (37.5836937 55.5752815, 37.5834795 55.575334)",,,,,,,,,
2302434917,807713798,0,66829403,False,service,20,29.43,"LINESTRING (37.5836937 55.5752815, 37.5841233 55.5751763)",,,,,,,,,
2302434928,701191313,0,55821950,False,service,20,6.952,"LINESTRING (37.581249 55.5741923, 37.581224 55.5741314)",,,,,,,,,
2302434928,701191310,0,55821950,False,service,20,25.395,"LINESTRING (37.581249 55.5741923, 37.5814166 55.5744001)",,,,,,,,,
2303764300,2303764315,0,50548520,False,service,20,60.094,"LINESTRING (37.5877773 55.5750485, 37.5874387 55.5745431)",,,,,,,,,
2303764300,2303764336,0,50548520,False,service,20,27.801,"LINESTRING (37.5877773 55.5750485, 37.5879982 55.5752651)",,,,,,,,,
2303764313,643094154,0,50548520,False,service,20,6.581,"LINESTRING (37.5874955 55.5742809, 37.5875243 55.574224)",,,,,,,,,
2303764313,807714174,0,50548520,False,service,20,22.884,"LINESTRING (37.5874955 55.5742809, 37.5873956 55.5744788)",,,,,,,,,
2303764315,807714174,0,50548520,False,service,20,7.646,"LINESTRING (37.5874387 55.5745431, 37.5873956 55.5744788)",,,,,,,,,
2303764315,2303764300,0,50548520,False,service,20,60.094,"LINESTRING (37.5874387 55.5745431, 37.5877773 55.5750485)",,,,,,,,,
2303764317,807713753,0,66829400,False,service,20,6.004,"LINESTRING (37.5846775 55.57399, 37.5846275 55.574036)",,,,,,,,,
2303764317,807713741,0,66829400,False,service,20,24.886,"LINESTRING (37.5846775 55.57399, 37.584885 55.5737994)",,,,,,,,,
2303764318,807713709,0,66829399,False,service,20,59.448,"LINESTRING (37.5833403 55.5740331, 37.5842171 55.5738328)",,,,,,,,,
2303764318,807713703,0,66829399,False,service,20,22.928,"LINESTRING (37.5833403 55.5740331, 37.5830021 55.5741103)",,,,,,,,,
2303764325,807713760,0,66829400,False,service,20,48.508,"LINESTRING (37.5835257 55.5742976, 37.5828143 55.5744666)",,,,,,,,,
2303764325,2303764333,0,66829400,False,service,20,65.954,"LINESTRING (37.5835257 55.5742976, 37.584493 55.5740679)",,,,,,,,,
2303764327,807714092,0,66829416,False,service,20,93.157,"LINESTRING (37.5868924 55.5754827, 37.5863227 55.5747093)",,,,,,,,,
2303764327,2451354711,0,66829416,False,service,20,27.655,"LINESTRING (37.5868924 55.5754827, 37.5870615 55.5757123)",,,,,,,,,
2303764333,2303764325,0,66829400,False,service,20,65.954,"LINESTRING (37.584493 55.5740679, 37.5835257 55.5742976)",,,,,,,,,
2303764333,807713753,0,66829400,False,service,20,9.169,"LINESTRING (37.584493 55.5740679, 37.5846275 55.574036)",,,,,,,,,
2303764336,2303764300,0,50548520,False,service,20,27.801,"LINESTRING (37.5879982 55.5752651, 37.5877773 55.5750485)",,,,,,,,,
2303764336,2451354693,0,50548520,False,service,20,22.747,"LINESTRING (37.5879982 55.5752651, 37.5881641 55.5754469)",,,,,,,,,
2304025163,3536249499,0,67075996,True,service,5,4.54,"LINESTRING (37.7139701 55.6190496, 37.7140341 55.6190686)",,,,,,,,,
2304968401,701191310,0,55821950,False,service,20,61.871,"LINESTRING (37.5819732 55.574859, 37.5814166 55.5744001)",,,,,,,,,
2304968401,701191305,0,55821950,False,service,20,20.478,"LINESTRING (37.5819732 55.574859, 37.5821574 55.5750109)",,,,,,,,,
2314373557,807713948,0,99562807,False,service,20,38.112,"LINESTRING (37.5806265 55.5762681, 37.5803896 55.5759526)",,,,,,,,,
2314373557,2330459725,0,99562807,False,service,20,10.168,"LINESTRING (37.5806265 55.5762681, 37.580694 55.5763512)",,,,,,,,,
2314373561,2314373568,0,66829414,False,service,20,11.068,"LINESTRING (37.5814213 55.5760643, 37.5814881 55.5761564)",,,,,,,,,
2314373561,807714028,0,66829414,False,service,20,33.694,"LINESTRING (37.5814213 55.5760643, 37.5812032 55.5757875)",,,,,,,,,
2314373564,807714013,0,99562812,False,service,20,66.941,"LINESTRING (37.5820229 55.5760252, 37.5815931 55.5754744)",,,,,,,,,
2314373564,807714008,0,99562812,False,service,20,42.999,"LINESTRING (37.5820229 55.5760252, 37.582299 55.576379)",,,,,,,,,
2314373568,807714030,0,66829414,False,service,20,27.425,"LINESTRING (37.5814881 55.5761564, 37.5816771 55.5763787)",,,,,,,,,
2314373568,2314373561,0,66829414,False,service,20,11.068,"LINESTRING (37.5814881 55.5761564, 37.5814213 55.5760643)",,,,,,,,,
2318322643,2462858964,0,46893524,False,service,20,16.027,"LINESTRING (37.4935222 55.6562709, 37.4937682 55.6563098)",,,,,,,,,
2318322643,2727431135,0,46893524,False,service,20,6.873,"LINESTRING (37.4935222 55.6562709, 37.4934907 55.6562117)",,,,,,,,,
2320536329,5256741677,0,696936250,False,service,30,41.449,"LINESTRING (37.4512575 55.8246265, 37.4506143 55.8247182)",,,,,,,,,
2320659960,550164031,0,43568585,False,service,20,34.713,"LINESTRING (37.5686957 55.5714893, 37.5681885 55.5716127)",,,,,,,,,
2320659960,2320660039,0,43568585,False,service,20,149.033,"LINESTRING (37.5686957 55.5714893, 37.5708733 55.5709596)",,,,,,,,,
2320659960,2320659979,0,49037684,False,service,20,26.594,"LINESTRING (37.5686957 55.5714893, 37.5688574 55.5717103)",,,,,,,,,
2320659964,2320659975,0,223133341,False,service,20,49.994,"LINESTRING (37.5692008 55.5721864, 37.5699303 55.5723654)",,,,,,,,,
2320659964,2320659979,0,223133341,False,service,20,57.173,"LINESTRING (37.5692008 55.5721864, 37.5688574 55.5717103)",,,,,,,,,
2320659969,550164037,0,43568585,False,service,20,33.086,"LINESTRING (37.5714124 55.5708291, 37.5709286 55.5709462)",,,,,,,,,
2320659969,550164048,0,43568585,False,service,20,39.049,"LINESTRING (37.5714124 55.5708291, 37.5719834 55.5706909)",,,,,,,,,
2320659973,550164053,0,63211632,False,service,20,89.074,"LINESTRING (37.5741585 55.5710373, 37.5736528 55.570289)",,,,,,,,,
2320659973,1900192792,0,63211632,False,service,20,67.112,"LINESTRING (37.5741585 55.5710373, 37.5745395 55.5716011)",,,,,,,,,
2320659975,2320660018,0,223133341,False,service,20,24.753,"LINESTRING (37.5699303 55.5723654, 37.5702953 55.5722819)",,,,,,,,,
2320659975,2320659964,0,223133341,False,service,20,49.994,"LINESTRING (37.5699303 55.5723654, 37.5692008 55.5721864)",,,,,,,,,
2320659979,2320660032,0,49037684,False,service,20,61.167,"LINESTRING (37.5688574 55.5717103, 37.5697667 55.5715146)",,,,,,,,,
2320659979,2320659960,0,49037684,False,service,20,26.594,"LINESTRING (37.5688574 55.5717103, 37.5686957 55.5714893)",,,,,,,,,
2320659979,2320659964,0,223133341,False,service,20,57.173,"LINESTRING (37.5688574 55.5717103, 37.5692008 55.5721864)",,,,,,,,,
2320659985,2320660004,0,179610145,False,service,20,37.92,"LINESTRING (37.5731114 55.5725246, 37.5725146 55.5724751)",,,,,,,,,
2320659985,2320660082,0,179610145,False,service,20,16.894,"LINESTRING (37.5731114 55.5725246, 37.5733501 55.5724548)",,,,,,,,,
2320660001,2320660058,0,63211632,False,service,20,28.465,"LINESTRING (37.5753545 55.5718047, 37.57519 55.5715662)",,,,,,,,,
2320660001,6403562864,0,63211632,False,service,20,31.603,"LINESTRING (37.5753545 55.5718047, 37.5755371 55.5720695)",,,,,,,,,
2320660003,2320660082,0,179610145,False,service,20,61.036,"LINESTRING (37.5735262 55.571915, 37.5733501 55.5724548)",,,,,,,,,
2320660003,1900192793,0,179610145,False,service,20,23.841,"LINESTRING (37.5735262 55.571915, 37.5737871 55.5717594)",,,,,,,,,
2320660004,784693781,0,63211628,False,service,20,29.851,"LINESTRING (37.5725146 55.5724751, 37.5723957 55.5722152)",,,,,,,,,
2320660004,784693777,0,63211628,False,service,20,6.85,"LINESTRING (37.5725146 55.5724751, 37.5725415 55.5725348)",,,,,,,,,
2320660004,2320659985,0,179610145,False,service,20,37.92,"LINESTRING (37.5725146 55.5724751, 37.5731114 55.5725246)",,,,,,,,,
2320660009,1900192818,0,179610150,False,service,20,85.598,"LINESTRING (37.5661923 55.5723985, 37.5667326 55.5731051)",,,,,,,,,
2320660009,550164100,0,179610150,False,service,20,31.677,"LINESTRING (37.5661923 55.5723985, 37.5659924 55.572137)",,,,,,,,,
2320660015,550164048,0,43568585,False,service,20,61.708,"LINESTRING (37.5728885 55.5704762, 37.5719834 55.5706909)",,,,,,,,,
2320660015,550164053,0,43568585,False,service,20,52.366,"LINESTRING (37.5728885 55.5704762, 37.5736528 55.570289)",,,,,,,,,
2320660018,1900192799,0,49037684,False,service,20,17.591,"LINESTRING (37.5702953 55.5722819, 37.5703969 55.5724293)",,,,,,,,,
2320660018,2320660032,0,49037684,False,service,20,91.563,"LINESTRING (37.5702953 55.5722819, 37.5697667 55.5715146)",,,,,,,,,
2320660018,2320659975,0,223133341,False,service,20,24.753,"LINESTRING (37.5702953 55.5722819, 37.5699303 55.5723654)",,,,,,,,,
2320660032,2320660018,0,49037684,False,service,20,91.563,"LINESTRING (37.5697667 55.5715146, 37.5702953 55.5722819)",,,,,,,,,
2320660032,2320659979,0,49037684,False,service,20,61.167,"LINESTRING (37.5697667 55.5715146, 37.5688574 55.5717103)",,,,,,,,,
2320660034,1900192819,0,179610148,False,service,20,14.118,"LINESTRING (37.5683495 55.573088, 37.5681418 55.5731363)",,,,,,,,,
2320660034,1900192816,0,179610148,False,service,20,84.355,"LINESTRING (37.5683495 55.573088, 37.5695906 55.5727996)",,,,,,,,,
2320660035,1900192797,0,179610149,False,service,20,8.352,"LINESTRING (37.5688465 55.5723647, 37.5687353 55.5723236)",,,,,,,,,
2320660035,1900192815,0,179610149,False,service,20,43.52,"LINESTRING (37.5688465 55.5723647, 37.5694259 55.5725789)",,,,,,,,,
2320660037,1900192800,0,63211628,False,service,20,11.245,"LINESTRING (37.5711732 55.572459, 37.571014 55.5725051)",,,,,,,,,
2320660037,1900192795,0,63211628,False,service,20,51.667,"LINESTRING (37.5711732 55.572459, 37.5719048 55.5722473)",,,,,,,,,
2320660039,2320659960,0,43568585,False,service,20,149.033,"LINESTRING (37.5708733 55.5709596, 37.5686957 55.5714893)",,,,,,,,,
2320660039,550164037,0,43568585,False,service,20,3.782,"LINESTRING (37.5708733 55.5709596, 37.5709286 55.5709462)",,,,,,,,,
2320660058,784693804,0,63211632,False,service,20,5.301,"LINESTRING (37.57519 55.5715662, 37.5751593 55.5715218)",,,,,,,,,
2320660058,2320660001,0,63211632,False,service,20,28.465,"LINESTRING (37.57519 55.5715662, 37.5753545 55.5718047)",,,,,,,,,
2320660082,2320659985,0,179610145,False,service,20,16.894,"LINESTRING (37.5733501 55.5724548, 37.5731114 55.5725246)",,,,,,,,,
2320660082,2320660003,0,179610145,False,service,20,61.036,"LINESTRING (37.5733501 55.5724548, 37.5735262 55.571915)",,,,,,,,,
2323113142,807714013,0,66829414,False,service,20,7.019,"LINESTRING (37.5816936 55.5754469, 37.5815931 55.5754744)",,,,,,,,,
2323113142,1199773391,0,66829414,False,service,20,23.612,"LINESTRING (37.5816936 55.5754469, 37.5820318 55.5753545)",,,,,,,,,
2325369258,6564865323,0,655099950,False,unclassified,20,4.27,"LINESTRING (37.6147208 55.8326944, 37.6147217 55.832656)",2,Кольцевая дорога ВДНХ,,,,,,,
2325369258,6787588255,0,655099951,False,unclassified,20,40.098,"LINESTRING (37.6147208 55.8326944, 37.6147155 55.833055)",2,Кольцевая дорога ВДНХ,,,,,,,
2328657458,2328657466,0,224035082,True,service,5,14.816,"LINESTRING (37.6709535 55.7763027, 37.6711814 55.7763391)",,,,driveway,,,,,
2328657466,1457873168,0,132546502,True,service,5,9.335,"LINESTRING (37.6711814 55.7763391, 37.6713247 55.7763626)",,,,driveway,,,,,
2330459716,807713952,0,99562807,False,service,20,43.293,"LINESTRING (37.5802072 55.5764578, 37.5804966 55.5768111)",,,,,,,,,
2330459716,3526885901,0,99562807,False,service,20,53.967,"LINESTRING (37.5802072 55.5764578, 37.5798514 55.5760161)",,,,,,,,,
2330459725,2314373557,0,99562807,False,service,20,10.168,"LINESTRING (37.580694 55.5763512, 37.5806265 55.5762681)",,,,,,,,,
2330459725,807713943,0,99562807,False,service,20,29.587,"LINESTRING (37.580694 55.5763512, 37.5808805 55.5765955)",,,,,,,,,
2330504263,2330628835,0,224243399,False,service,20,62.041,"LINESTRING (37.5752706 55.5041891, 37.5762364 55.504079)",,,,,,,,,
2330504263,2330628768,0,224243399,False,service,20,13.808,"LINESTRING (37.5752706 55.5041891, 37.5750542 55.5042091)",,,,,,,,,
2330504305,1077661532,0,92962954,False,service,20,13.336,"LINESTRING (37.582255 55.503323, 37.5824638 55.503303)",,,,,,,,,
2330504305,1077661564,0,92962954,False,service,20,20.85,"LINESTRING (37.582255 55.503323, 37.5819312 55.5033621)",,,,,,,,,
2330504307,1289109327,0,504869259,False,service,20,55.656,"LINESTRING (37.578237 55.5038597, 37.5784121 55.5043503)",,,,,,,,,
2330504307,1289109321,0,504869259,False,service,20,7.923,"LINESTRING (37.578237 55.5038597, 37.5782043 55.5037909)",,,,,,,,,
2330504325,2330628712,0,224243427,False,service,20,15.827,"LINESTRING (37.5756524 55.5053887, 37.5754057 55.5054159)",,,,,,,,,
2330504325,2330628603,0,224243427,False,service,20,22.922,"LINESTRING (37.5756524 55.5053887, 37.5760127 55.5053594)",,,,,,,,,
2330504335,2331583579,0,224337166,False,service,20,11.16,"LINESTRING (37.57685 55.5003313, 37.5768898 55.5002335)",,,,,,,,,
2330504335,2331583516,0,224337166,False,service,20,11.861,"LINESTRING (37.57685 55.5003313, 37.5767869 55.5004318)",,,,,,,,,
2330504341,2331583540,0,224337158,False,service,20,13.941,"LINESTRING (37.5753812 55.5001871, 37.5752828 55.5000748)",,,,,,,,,
2330504341,2331583539,0,224337158,False,service,20,43.474,"LINESTRING (37.5753812 55.5001871, 37.5754887 55.5005733)",,,,,,,,,
2330504343,1077660592,0,92962864,False,service,20,13.323,"LINESTRING (37.581848 55.5025703, 37.5820501 55.5025349)",,,,,,,,,
2330504343,1077661271,0,92962864,False,service,20,70.223,"LINESTRING (37.581848 55.5025703, 37.5807533 55.5026904)",,,,,,,,,
2330504370,1077660020,0,92962851,False,service,20,5.882,"LINESTRING (37.5798112 55.5013255, 37.5797687 55.5013726)",,,,,,,,,
2330504370,1077662255,0,92962851,False,service,20,17.191,"LINESTRING (37.5798112 55.5013255, 37.5799158 55.5011827)",,,,,,,,,
2330504372,1289109296,0,504869266,False,service,20,65.299,"LINESTRING (37.5782599 55.5057099, 37.5780553 55.5051342)",,,,,,,,,
2330504372,1289109325,0,504869266,False,service,20,11.619,"LINESTRING (37.5782599 55.5057099, 37.5783168 55.5058093)",,,,,,,,,
2330504379,1077661101,0,224243428,False,service,20,11.813,"LINESTRING (37.5748312 55.5027946, 37.5746459 55.5028111)",,,,,,,,,
2330504379,2330628639,0,224243428,False,service,20,37.129,"LINESTRING (37.5748312 55.5027946, 37.5754117 55.5027363)",,,,,,,,,
2330504383,1077660446,0,92962948,False,service,20,44.509,"LINESTRING (37.5816589 55.504918, 37.5815036 55.5045275)",,,,,,,,,
2330504383,1077659557,0,92962948,False,service,20,9.969,"LINESTRING (37.5816589 55.504918, 37.5816842 55.5050065)",,,,,,,,,
2330591317,2595355588,0,253633542,False,service,20,8.478,"LINESTRING (37.3593691 55.8406526, 37.3594229 55.8405826)",,,,,,,,,
2330628595,2419780841,0,224243433,False,service,20,9.735,"LINESTRING (37.5774863 55.5060104, 37.5774366 55.5059275)",,,,,,,,,
2330628598,2330628763,0,224243396,False,service,20,13.616,"LINESTRING (37.5767099 55.5020095, 37.5768056 55.5021193)",,,,,,,,,
2330628598,3457116899,0,224243396,False,service,20,12.239,"LINESTRING (37.5767099 55.5020095, 37.5765464 55.50195)",,,,,,,,,
2330628601,2330628689,0,504869283,False,service,20,57.554,"LINESTRING (37.5754264 55.5017083, 37.5763223 55.5016062)",,,,,,,,,
2330628601,5071100070,0,504869286,False,service,20,28.843,"LINESTRING (37.5754264 55.5017083, 37.5755064 55.5019637)",,,,,,,,,
2330628603,2330628662,0,224243411,False,service,20,91.528,"LINESTRING (37.5760127 55.5053594, 37.5774477 55.5052287)",,,,,,,,,
2330628603,2330628694,0,224243411,False,service,20,102.879,"LINESTRING (37.5760127 55.5053594, 37.5757492 55.5044463)",,,,,,,,,
2330628603,2330504325,0,224243427,False,service,20,22.922,"LINESTRING (37.5760127 55.5053594, 37.5756524 55.5053887)",,,,,,,,,
2330628604,2419780839,0,224243425,False,service,20,15.807,"LINESTRING (37.5754894 55.5056993, 37.5757357 55.5056719)",,,,,,,,,
2330628614,2330628682,0,338602920,False,service,20,34.316,"LINESTRING (37.5764781 55.5028245, 37.5764537 55.5025162)",,,,,,,,,
2330628614,2330628812,0,338602920,False,service,20,18.623,"LINESTRING (37.5764781 55.5028245, 37.5765318 55.5029892)",,,,,,,,,
2330628616,2330628807,0,338602920,False,service,20,31.661,"LINESTRING (37.5761975 55.5022823, 37.575703 55.5023336)",,,,,,,,,
2330628616,2330628664,0,338602920,False,service,20,18.387,"LINESTRING (37.5761975 55.5022823, 37.5762586 55.502444)",,,,,,,,,
2330628632,2330628690,0,338602920,False,service,20,6.647,"LINESTRING (37.5755898 55.5024108, 37.5754863 55.5024225)",,,,,,,,,
2330628632,2330628807,0,338602920,False,service,20,11.159,"LINESTRING (37.5755898 55.5024108, 37.575703 55.5023336)",,,,,,,,,
2330628633,2330628699,0,224243392,False,service,20,11.821,"LINESTRING (37.5771508 55.5045645, 37.5769718 55.5045965)",,,,,,,,,
2330628633,3457116905,0,224243392,False,service,20,15.424,"LINESTRING (37.5771508 55.5045645, 37.5773341 55.5044725)",,,,,,,,,
2330628635,2330628647,0,224243392,False,service,20,8.129,"LINESTRING (37.5772699 55.5039958, 37.5773668 55.5040441)",,,,,,,,,
2330628635,2330628761,0,224243392,False,service,20,27.383,"LINESTRING (37.5772699 55.5039958, 37.5768376 55.5040223)",,,,,,,,,
2330628639,2330504379,0,224243428,False,service,20,37.129,"LINESTRING (37.5754117 55.5027363, 37.5748312 55.5027946)",,,,,,,,,
2330628639,4287538750,0,224243428,False,service,20,23.689,"LINESTRING (37.5754117 55.5027363, 37.5757865 55.5027183)",,,,,,,,,
2330628646,2330628652,0,224243417,False,service,20,48.051,"LINESTRING (37.5766962 55.5036967, 37.5766171 55.5032669)",,,,,,,,,
2330628646,2330628761,0,224243417,False,service,20,37.284,"LINESTRING (37.5766962 55.5036967, 37.5768376 55.5040223)",,,,,,,,,
2330628647,3457116904,0,224243392,False,service,20,19.001,"LINESTRING (37.5773668 55.5040441, 37.5774229 55.504212)",,,,,,,,,
2330628647,2330628635,0,224243392,False,service,20,8.129,"LINESTRING (37.5773668 55.5040441, 37.5772699 55.5039958)",,,,,,,,,
2330628652,2330628646,0,224243417,False,service,20,48.051,"LINESTRING (37.5766171 55.5032669, 37.5766962 55.5036967)",,,,,,,,,
2330628652,2330628831,0,338602920,False,service,20,13.934,"LINESTRING (37.5766171 55.5032669, 37.576589 55.5031426)",,,,,,,,,
2330628662,3457116908,0,224243411,False,service,20,8.795,"LINESTRING (37.5774477 55.5052287, 37.5775825 55.505208)",,,,,,,,,
2330628662,2330628603,0,224243411,False,service,20,91.528,"LINESTRING (37.5774477 55.5052287, 37.5760127 55.5053594)",,,,,,,,,
2330628664,5071100071,0,224243428,False,service,20,13.718,"LINESTRING (37.5762586 55.502444, 37.5760442 55.5024658)",,,,,,,,,
2330628664,2330628616,0,338602920,False,service,20,18.387,"LINESTRING (37.5762586 55.502444, 37.5761975 55.5022823)",,,,,,,,,
2330628664,2330628682,0,338602920,False,service,20,14.677,"LINESTRING (37.5762586 55.502444, 37.5764537 55.5025162)",,,,,,,,,
2330628669,2330628849,0,224243433,False,service,20,35.715,"LINESTRING (37.5766764 55.5055753, 37.577241 55.5055449)",,,,,,,,,
2330628669,2330628701,0,224243433,False,service,20,11.761,"LINESTRING (37.5766764 55.5055753, 37.5764929 55.505595)",,,,,,,,,
2330628676,3457116909,0,224243411,False,service,20,8.458,"LINESTRING (37.5775914 55.5049724, 37.57751 55.5049119)",,,,,,,,,
2330628676,2330628706,0,224243411,False,service,20,20.52,"LINESTRING (37.5775914 55.5049724, 37.5776409 55.5051548)",,,,,,,,,
2330628682,3457116900,0,224243396,False,service,20,22.994,"LINESTRING (37.5764537 55.5025162, 37.5767846 55.5024288)",,,,,,,,,
2330628682,2330628664,0,338602920,False,service,20,14.677,"LINESTRING (37.5764537 55.5025162, 37.5762586 55.502444)",,,,,,,,,
2330628682,2330628614,0,338602920,False,service,20,34.316,"LINESTRING (37.5764537 55.5025162, 37.5764781 55.5028245)",,,,,,,,,
2330628689,3457116897,0,504869283,False,service,20,7.668,"LINESTRING (37.5763223 55.5016062, 37.5764413 55.5015916)",,,,,,,,,
2330628689,2330628601,0,504869283,False,service,20,57.554,"LINESTRING (37.5763223 55.5016062, 37.5754264 55.5017083)",,,,,,,,,
2330628690,5071100068,0,338602920,False,service,20,20.9,"LINESTRING (37.5754863 55.5024225, 37.5751589 55.5024532)",,,,,,,,,
2330628690,2330628632,0,338602920,False,service,20,6.647,"LINESTRING (37.5754863 55.5024225, 37.5755898 55.5024108)",,,,,,,,,
2330628694,2330628603,0,224243411,False,service,20,102.879,"LINESTRING (37.5757492 55.5044463, 37.5760127 55.5053594)",,,,,,,,,
2330628694,3457116910,0,224243411,False,service,20,8.278,"LINESTRING (37.5757492 55.5044463, 37.5757599 55.5043721)",,,,,,,,,
2330628696,3458979432,0,504869283,False,service,20,9.988,"LINESTRING (37.5765114 55.5015215, 37.5764779 55.5014337)",,,,,,,,,
2330628696,3457116897,0,504869283,False,service,20,8.958,"LINESTRING (37.5765114 55.5015215, 37.5764413 55.5015916)",,,,,,,,,
2330628697,3457116899,0,224243396,False,service,20,11.456,"LINESTRING (37.5763709 55.5019229, 37.5765464 55.50195)",,,,,,,,,
2330628697,2330628821,0,224243396,False,service,20,52.118,"LINESTRING (37.5763709 55.5019229, 37.5755647 55.5020287)",,,,,,,,,
2330628699,2330628816,0,224243392,False,service,20,20.384,"LINESTRING (37.5769718 55.5045965, 37.5766526 55.5046269)",,,,,,,,,
2330628699,2330628633,0,224243392,False,service,20,11.821,"LINESTRING (37.5769718 55.5045965, 37.5771508 55.5045645)",,,,,,,,,
2330628701,2330628669,0,224243433,False,service,20,11.761,"LINESTRING (37.5764929 55.505595, 37.5766764 55.5055753)",,,,,,,,,
2330628701,2330628710,0,520252337,False,service,20,8.943,"LINESTRING (37.5764929 55.505595, 37.5765315 55.5056724)",,,,,,,,,
2330628701,5071114551,0,520252337,False,service,20,44.068,"LINESTRING (37.5764929 55.505595, 37.5758041 55.505665)",,,,,,,,,
2330628706,2330628676,0,224243411,False,service,20,20.52,"LINESTRING (37.5776409 55.5051548, 37.5775914 55.5049724)",,,,,,,,,
2330628706,3457116908,0,224243411,False,service,20,6.966,"LINESTRING (37.5776409 55.5051548, 37.5775825 55.505208)",,,,,,,,,
2330628709,3457116905,0,224243392,False,service,20,13.591,"LINESTRING (37.5774381 55.5043654, 37.5773341 55.5044725)",,,,,,,,,
2330628709,3457116904,0,224243392,False,service,20,17.084,"LINESTRING (37.5774381 55.5043654, 37.5774229 55.504212)",,,,,,,,,
2330628710,2330628701,0,520252337,False,service,20,8.943,"LINESTRING (37.5765315 55.5056724, 37.5764929 55.505595)",,,,,,,,,
2330628712,2330504325,0,224243427,False,service,20,15.827,"LINESTRING (37.5754057 55.5054159, 37.5756524 55.5053887)",,,,,,,,,
2330628740,3457116906,0,224243411,False,service,20,9.308,"LINESTRING (37.5768053 55.5041856, 37.5767037 55.5042464)",,,,,,,,,
2330628740,2330628789,0,224243411,False,service,20,11.595,"LINESTRING (37.5768053 55.5041856, 37.5768228 55.5040818)",,,,,,,,,
2330628755,3457116910,0,224243411,False,service,20,5.932,"LINESTRING (37.5758129 55.504328, 37.5757599 55.5043721)",,,,,,,,,
2330628755,2330628830,0,224243411,False,service,20,23.208,"LINESTRING (37.5758129 55.504328, 37.5761698 55.504276)",,,,,,,,,
2330628761,2330628635,0,224243392,False,service,20,27.383,"LINESTRING (37.5768376 55.5040223, 37.5772699 55.5039958)",,,,,,,,,
2330628761,2330628789,0,224243411,False,service,20,6.681,"LINESTRING (37.5768376 55.5040223, 37.5768228 55.5040818)",,,,,,,,,
2330628761,2330628835,0,224243411,False,service,20,38.382,"LINESTRING (37.5768376 55.5040223, 37.5762364 55.504079)",,,,,,,,,
2330628761,2330628646,0,224243417,False,service,20,37.284,"LINESTRING (37.5768376 55.5040223, 37.5766962 55.5036967)",,,,,,,,,
2330628763,3457116901,0,224243396,False,service,20,25.704,"LINESTRING (37.5768056 55.5021193, 37.5768897 55.5023455)",,,,,,,,,
2330628763,2330628598,0,224243396,False,service,20,13.616,"LINESTRING (37.5768056 55.5021193, 37.5767099 55.5020095)",,,,,,,,,
2330628768,2330504263,0,224243399,False,service,20,13.808,"LINESTRING (37.5750542 55.5042091, 37.5752706 55.5041891)",,,,,,,,,
2330628784,5071100073,0,224337151,False,service,20,31.119,"LINESTRING (37.5762023 55.5010174, 37.5757164 55.5010682)",,,,,,,,,
