u,v,key,osmid,oneway,highway,maxspeed,length,geometry,lanes,name,access,service,width,tunnel,junction,area,bridge
678649927,678649978,0,53758300,False,service,20,33.331,"LINESTRING (37.9068102 55.7217767, 37.906969 55.7220628)",,,,,,,,,
678649929,678649938,0,53758303,False,service,20,31.258,"LINESTRING (37.9062663 55.7219257, 37.9063839 55.7221989)",,,,,,,,,
678649929,678649931,0,53758303,False,service,20,8.317,"LINESTRING (37.9062663 55.7219257, 37.9062663 55.7218509)",,,,,,,,,
678649931,678649929,0,53758303,False,service,20,8.317,"LINESTRING (37.9062663 55.7218509, 37.9062663 55.7219257)",,,,,,,,,
678649931,678649926,0,53758303,False,service,20,11.931,"LINESTRING (37.9062663 55.7218509, 37.9062663 55.7217436)",,,,,,,,,
678649933,678649927,0,51239973,False,service,20,18.414,"LINESTRING (37.9065299 55.7217267, 37.9068102 55.7217767)",,,,,,,,,
678649933,678649926,0,51239973,False,service,20,16.615,"LINESTRING (37.9065299 55.7217267, 37.9062663 55.7217436)",,,,,,,,,
678649933,678664226,0,53758301,False,service,20,21.008,"LINESTRING (37.9065299 55.7217267, 37.9065549 55.7215383)",,,,,,,,,
678649938,678649940,0,53758303,False,service,20,36.656,"LINESTRING (37.9063839 55.7221989, 37.9066338 55.722497)",,,,,,,,,
678649938,678649929,0,53758303,False,service,20,31.258,"LINESTRING (37.9063839 55.7221989, 37.9062663 55.7219257)",,,,,,,,,
678649940,678650261,0,53758303,False,service,20,37.381,"LINESTRING (37.9066338 55.722497, 37.9070013 55.7227619)",,,,,,,,,
678649940,678649938,0,53758303,False,service,20,36.656,"LINESTRING (37.9066338 55.722497, 37.9063839 55.7221989)",,,,,,,,,
678649950,678649959,0,53758337,False,service,20,19.844,"LINESTRING (37.9080611 55.7217866, 37.9082 55.7216262)",,,,,,,,,
678649950,678649969,0,53758337,False,service,20,16.732,"LINESTRING (37.9080611 55.7217866, 37.9078738 55.7218939)",,,,,,,,,
678649952,678649955,0,53758337,False,service,20,19.841,"LINESTRING (37.9075124 55.7214374, 37.9073736 55.7215978)",,,,,,,,,
678649952,678649954,0,53758337,False,service,20,19.844,"LINESTRING (37.9075124 55.7214374, 37.907812 55.7213793)",,,,,,,,,
678649954,678649952,0,53758337,False,service,20,19.844,"LINESTRING (37.907812 55.7213793, 37.9075124 55.7214374)",,,,,,,,,
678649954,678649957,0,53758337,False,service,20,19.843,"LINESTRING (37.907812 55.7213793, 37.9080968 55.7214575)",,,,,,,,,
678649955,678649968,0,53758337,False,service,20,19.835,"LINESTRING (37.9073736 55.7215978, 37.9073641 55.7217761)",,,,,,,,,
678649955,678649952,0,53758337,False,service,20,19.841,"LINESTRING (37.9073736 55.7215978, 37.9075124 55.7214374)",,,,,,,,,
678649957,678649954,0,53758337,False,service,20,19.843,"LINESTRING (37.9080968 55.7214575, 37.907812 55.7213793)",,,,,,,,,
678649957,678649959,0,53758337,False,service,20,19.841,"LINESTRING (37.9080968 55.7214575, 37.9082 55.7216262)",,,,,,,,,
678649959,678649957,0,53758337,False,service,20,19.841,"LINESTRING (37.9082 55.7216262, 37.9080968 55.7214575)",,,,,,,,,
678649959,678649950,0,53758337,False,service,20,19.844,"LINESTRING (37.9082 55.7216262, 37.9080611 55.7217866)",,,,,,,,,
678649968,3815512693,0,51239973,False,service,20,17.512,"LINESTRING (37.9073641 55.7217761, 37.9075927 55.7218668)",,,,,,,,,
678649968,678649927,0,51239973,False,service,20,34.689,"LINESTRING (37.9073641 55.7217761, 37.9068102 55.7217767)",,,,,,,,,
678649968,678649955,0,53758337,False,service,20,19.835,"LINESTRING (37.9073641 55.7217761, 37.9073736 55.7215978)",,,,,,,,,
678649969,678649971,0,51239973,False,service,20,23.46,"LINESTRING (37.9078738 55.7218939, 37.9082089 55.7219882)",,,,,,,,,
678649969,3815512693,0,51239973,False,service,20,17.86,"LINESTRING (37.9078738 55.7218939, 37.9075927 55.7218668)",,,,,,,,,
678649969,678649950,0,53758337,False,service,20,16.732,"LINESTRING (37.9078738 55.7218939, 37.9080611 55.7217866)",,,,,,,,,
678649971,678650059,0,51239973,False,service,20,19.172,"LINESTRING (37.9082089 55.7219882, 37.9084712 55.7220771)",,,,,,,,,
678649971,678649969,0,51239973,False,service,20,23.46,"LINESTRING (37.9082089 55.7219882, 37.9078738 55.7218939)",,,,,,,,,
678649973,678649975,0,53758300,False,service,20,20.976,"LINESTRING (37.907477 55.7225397, 37.90727 55.7223914)",,,,,,,,,
678649973,678650272,0,53758300,False,service,20,25.849,"LINESTRING (37.907477 55.7225397, 37.9077781 55.7226987)",,,,,,,,,
678649975,678649976,0,53758300,False,service,20,24.784,"LINESTRING (37.90727 55.7223914, 37.9070819 55.7221953)",,,,,,,,,
678649975,678649973,0,53758300,False,service,20,20.976,"LINESTRING (37.90727 55.7223914, 37.907477 55.7225397)",,,,,,,,,
678649976,678649978,0,53758300,False,service,20,16.342,"LINESTRING (37.9070819 55.7221953, 37.906969 55.7220628)",,,,,,,,,
678649976,678649975,0,53758300,False,service,20,24.784,"LINESTRING (37.9070819 55.7221953, 37.90727 55.7223914)",,,,,,,,,
678649978,678649927,0,53758300,False,service,20,33.331,"LINESTRING (37.906969 55.7220628, 37.9068102 55.7217767)",,,,,,,,,
678649978,678649976,0,53758300,False,service,20,16.342,"LINESTRING (37.906969 55.7220628, 37.9070819 55.7221953)",,,,,,,,,
678649980,678650006,0,53758317,False,service,20,16.069,"LINESTRING (37.9082295 55.7222054, 37.9081606 55.7223446)",,,,,,,,,
678649980,678650059,0,53758317,False,service,20,20.8,"LINESTRING (37.9082295 55.7222054, 37.9084712 55.7220771)",,,,,,,,,
678650006,678650009,0,53758317,False,service,20,15.614,"LINESTRING (37.9081606 55.7223446, 37.908224 55.7224804)",,,,,,,,,
678650006,678649980,0,53758317,False,service,20,16.069,"LINESTRING (37.9081606 55.7223446, 37.9082295 55.7222054)",,,,,,,,,
678650009,3815512894,0,53758317,False,service,20,12.952,"LINESTRING (37.908224 55.7224804, 37.9083874 55.7225518)",,,,,,,,,
678650009,678650006,0,53758317,False,service,20,15.614,"LINESTRING (37.908224 55.7224804, 37.9081606 55.7223446)",,,,,,,,,
678650023,678650026,0,53758301,False,service,20,33.656,"LINESTRING (37.9088896 55.7210332, 37.9094071 55.7211148)",,,,,,,,,
678650023,884300796,0,53758301,False,service,20,36.144,"LINESTRING (37.9088896 55.7210332, 37.9083127 55.7210423)",,,,,,,,,
678650026,678650030,0,53758301,False,service,20,31.463,"LINESTRING (37.9094071 55.7211148, 37.909868 55.7212274)",,,,,,,,,
678650026,678650023,0,53758301,False,service,20,33.656,"LINESTRING (37.9094071 55.7211148, 37.9088896 55.7210332)",,,,,,,,,
678650030,3606697763,0,53758301,False,service,20,26.054,"LINESTRING (37.909868 55.7212274, 37.9101792 55.7213829)",,,,,,,,,
678650030,678650026,0,53758301,False,service,20,31.463,"LINESTRING (37.909868 55.7212274, 37.9094071 55.7211148)",,,,,,,,,
678650057,3815595053,0,51239973,False,service,20,39.264,"LINESTRING (37.9088865 55.7222019, 37.9094032 55.7224019)",,,,,,,,,
678650057,678650059,0,51239973,False,service,20,29.479,"LINESTRING (37.9088865 55.7222019, 37.9084712 55.7220771)",,,,,,,,,
678650057,678650060,0,53758317,False,service,20,20.04,"LINESTRING (37.9088865 55.7222019, 37.908987 55.722373)",,,,,,,,,
678650059,678650057,0,51239973,False,service,20,29.479,"LINESTRING (37.9084712 55.7220771, 37.9088865 55.7222019)",,,,,,,,,
678650059,678649971,0,51239973,False,service,20,19.172,"LINESTRING (37.9084712 55.7220771, 37.9082089 55.7219882)",,,,,,,,,
678650059,678649980,0,53758317,False,service,20,20.8,"LINESTRING (37.9084712 55.7220771, 37.9082295 55.7222054)",,,,,,,,,
678650060,678650057,0,53758317,False,service,20,20.04,"LINESTRING (37.908987 55.722373, 37.9088865 55.7222019)",,,,,,,,,
678650060,3815512887,0,53758317,False,service,20,10.612,"LINESTRING (37.908987 55.722373, 37.9088957 55.7224534)",,,,,,,,,
678650062,3815512887,0,53758317,False,service,20,11.312,"LINESTRING (37.9087808 55.7225319, 37.9088957 55.7224534)",,,,,,,,,
678650062,678650064,0,53758317,False,service,20,12.777,"LINESTRING (37.9087808 55.7225319, 37.9085916 55.7225749)",,,,,,,,,
678650064,678650062,0,53758317,False,service,20,12.777,"LINESTRING (37.9085916 55.7225749, 37.9087808 55.7225319)",,,,,,,,,
678650064,3815512894,0,53758317,False,service,20,13.043,"LINESTRING (37.9085916 55.7225749, 37.9083874 55.7225518)",,,,,,,,,
678650071,678650133,0,53758342,False,service,20,14.838,"LINESTRING (37.9096001 55.7223535, 37.9096214 55.7224864)",,,,,,,,,
678650071,3815512744,0,53758342,False,service,20,12.159,"LINESTRING (37.9096001 55.7223535, 37.9096719 55.7222519)",,,,,,,,,
678650085,3815595027,0,53758301,False,service,20,5.099,"LINESTRING (37.9103298 55.7214532, 37.9103774 55.7214904)",,,,,,,,,
678650085,3606697763,0,53758301,False,service,20,12.25,"LINESTRING (37.9103298 55.7214532, 37.9101792 55.7213829)",,,,,,,,,
678650088,678650091,0,53758301,False,service,20,28.017,"LINESTRING (37.9105749 55.7216816, 37.910743 55.7219151)",,,,,,,,,
678650088,3815595027,0,53758301,False,service,20,24.597,"LINESTRING (37.9105749 55.7216816, 37.9103774 55.7214904)",,,,,,,,,
678650091,678650099,0,53758301,False,service,20,25.188,"LINESTRING (37.910743 55.7219151, 37.910828 55.7221365)",,,,,,,,,
678650091,678650088,0,53758301,False,service,20,28.017,"LINESTRING (37.910743 55.7219151, 37.9105749 55.7216816)",,,,,,,,,
678650099,678650101,0,53758301,False,service,20,27.397,"LINESTRING (37.910828 55.7221365, 37.910849 55.7223826)",,,,,,,,,
678650099,678650091,0,53758301,False,service,20,25.188,"LINESTRING (37.910828 55.7221365, 37.910743 55.7219151)",,,,,,,,,
678650101,678650104,0,53758301,False,service,20,24.381,"LINESTRING (37.910849 55.7223826, 37.9108398 55.7226018)",,,,,,,,,
678650101,678650099,0,53758301,False,service,20,27.397,"LINESTRING (37.910849 55.7223826, 37.910828 55.7221365)",,,,,,,,,
678650104,678650414,0,53758301,False,service,20,24.623,"LINESTRING (37.9108398 55.7226018, 37.9106823 55.7228047)",,,,,,,,,
678650104,678650101,0,53758301,False,service,20,24.381,"LINESTRING (37.9108398 55.7226018, 37.910849 55.7223826)",,,,,,,,,
678650107,678650115,0,53758342,False,service,20,19.834,"LINESTRING (37.9102876 55.7225422, 37.9104265 55.7223819)",,,,,,,,,
678650107,678650130,0,53758342,False,service,20,23.482,"LINESTRING (37.9102876 55.7225422, 37.9099867 55.7226682)",,,,,,,,,
678650110,678650112,0,53758342,False,service,20,15.964,"LINESTRING (37.9100385 55.7221349, 37.9097921 55.7221717)",,,,,,,,,
678650110,678650118,0,53758342,False,service,20,19.843,"LINESTRING (37.9100385 55.7221349, 37.9103233 55.7222131)",,,,,,,,,
678650112,3815512744,0,53758342,False,service,20,11.67,"LINESTRING (37.9097921 55.7221717, 37.9096719 55.7222519)",,,,,,,,,
678650112,678650110,0,53758342,False,service,20,15.964,"LINESTRING (37.9097921 55.7221717, 37.9100385 55.7221349)",,,,,,,,,
678650115,678650118,0,53758342,False,service,20,19.851,"LINESTRING (37.9104265 55.7223819, 37.9103233 55.7222131)",,,,,,,,,
678650115,678650107,0,53758342,False,service,20,19.834,"LINESTRING (37.9104265 55.7223819, 37.9102876 55.7225422)",,,,,,,,,
678650118,678650110,0,53758342,False,service,20,19.843,"LINESTRING (37.9103233 55.7222131, 37.9100385 55.7221349)",,,,,,,,,
678650118,678650115,0,53758342,False,service,20,19.851,"LINESTRING (37.9103233 55.7222131, 37.9104265 55.7223819)",,,,,,,,,
678650130,678650382,0,51239973,False,service,20,13.265,"LINESTRING (37.9099867 55.7226682, 37.9101178 55.7227619)",,,,,,,,,
678650130,3897601524,0,51239973,False,service,20,13.963,"LINESTRING (37.9099867 55.7226682, 37.9098003 55.7225993)",,,,,,,,,
678650130,678650107,0,53758342,False,service,20,23.482,"LINESTRING (37.9099867 55.7226682, 37.9102876 55.7225422)",,,,,,,,,
678650133,3897601524,0,51239973,False,service,20,16.826,"LINESTRING (37.9096214 55.7224864, 37.9098003 55.7225993)",,,,,,,,,
678650133,3815595053,0,51239973,False,service,20,16.584,"LINESTRING (37.9096214 55.7224864, 37.9094032 55.7224019)",,,,,,,,,
678650133,678650071,0,53758342,False,service,20,14.838,"LINESTRING (37.9096214 55.7224864, 37.9096001 55.7223535)",,,,,,,,,
678650156,3815512897,0,53758305,False,service,20,32.031,"LINESTRING (37.9026447 55.7230072, 37.9025127 55.7227289)",,,,,,,,,
678650156,678650194,0,53758305,False,service,20,39.926,"LINESTRING (37.9026447 55.7230072, 37.903186 55.7231969)",,,,,,,,,
678650158,3815595203,0,53758305,False,service,20,31.501,"LINESTRING (37.902661 55.7236924, 37.9029187 55.7234491)",,,,,,,,,
678650158,678650161,0,53758305,False,service,20,35.819,"LINESTRING (37.902661 55.7236924, 37.9021592 55.7235378)",,,,,,,,,
678650161,678650158,0,53758305,False,service,20,35.819,"LINESTRING (37.9021592 55.7235378, 37.902661 55.7236924)",,,,,,,,,
678650161,678650163,0,53758305,False,service,20,39.423,"LINESTRING (37.9021592 55.7235378, 37.9018332 55.7238411)",,,,,,,,,
678650163,678650161,0,53758305,False,service,20,39.423,"LINESTRING (37.9018332 55.7238411, 37.9021592 55.7235378)",,,,,,,,,
678650163,3743074175,0,53758305,False,service,20,51.526,"LINESTRING (37.9018332 55.7238411, 37.9025511 55.7240675)",,,,,,,,,
678650163,5043464619,0,378132258,False,service,20,38.307,"LINESTRING (37.9018332 55.7238411, 37.9013156 55.7236575)",,,,,,,,,
678650166,3743074175,0,53758305,False,service,20,1.768,"LINESTRING (37.9025758 55.7240752, 37.9025511 55.7240675)",,,,,,,,,
678650166,3815512929,0,53758305,False,service,20,27.574,"LINESTRING (37.9025758 55.7240752, 37.9030138 55.7240498)",,,,,,,,,
678650166,5043463373,0,516676669,False,service,20,40.438,"LINESTRING (37.9025758 55.7240752, 37.9025179 55.7244374)",,,,,,,,,
678650194,678650156,0,53758305,False,service,20,39.926,"LINESTRING (37.903186 55.7231969, 37.9026447 55.7230072)",,,,,,,,,
678650194,3815595203,0,53758305,False,service,20,32.659,"LINESTRING (37.903186 55.7231969, 37.9029187 55.7234491)",,,,,,,,,
678650206,3815512900,0,53758355,False,service,20,7.617,"LINESTRING (37.9055141 55.72297, 37.905635 55.7229625)",,,,,,,,,
678650206,3815512909,0,378132249,False,service,20,111.559,"LINESTRING (37.9055141 55.72297, 37.9046071 55.7238335)",,,,,,,,,
678650206,3815595135,0,378132249,False,service,20,9.524,"LINESTRING (37.9055141 55.72297, 37.9055882 55.7228952)",,,,,,,,,
678650222,3815512929,0,53758305,False,service,20,87.324,"LINESTRING (37.9044009 55.7239693, 37.9030138 55.7240498)",,,,,,,,,
678650222,4849308383,0,53758305,False,service,20,6.745,"LINESTRING (37.9044009 55.7239693, 37.9044939 55.7239387)",,,,,,,,,
678650237,3815512931,0,53758356,False,service,20,31.52,"LINESTRING (37.9048709 55.7241797, 37.905373 55.7241599)",,,,,,,,,
678650237,678650239,0,53758356,False,service,20,10.015,"LINESTRING (37.9048709 55.7241797, 37.9047298 55.7241373)",,,,,,,,,
678650239,678650237,0,53758356,False,service,20,10.015,"LINESTRING (37.9047298 55.7241373, 37.9048709 55.7241797)",,,,,,,,,
678650239,3815512925,0,53758356,False,service,20,14.645,"LINESTRING (37.9047298 55.7241373, 37.9045942 55.72403)",,,,,,,,,
678650253,3815595135,0,378132249,False,service,20,14.087,"LINESTRING (37.905693 55.7227831, 37.9055882 55.7228952)",,,,,,,,,
678650261,678650264,0,53758303,False,service,20,49.034,"LINESTRING (37.9070013 55.7227619, 37.907604 55.7230434)",,,,,,,,,
678650261,678649940,0,53758303,False,service,20,37.381,"LINESTRING (37.9070013 55.7227619, 37.9066338 55.722497)",,,,,,,,,
678650264,678650266,0,53758303,False,service,20,32.69,"LINESTRING (37.907604 55.7230434, 37.908045 55.7232007)",,,,,,,,,
678650264,678650261,0,53758303,False,service,20,49.034,"LINESTRING (37.907604 55.7230434, 37.9070013 55.7227619)",,,,,,,,,
678650266,678650346,0,53758303,False,service,20,32.16,"LINESTRING (37.908045 55.7232007, 37.9085155 55.7233166)",,,,,,,,,
678650266,678650264,0,53758303,False,service,20,32.69,"LINESTRING (37.908045 55.7232007, 37.907604 55.7230434)",,,,,,,,,
678650269,678650272,0,53758300,False,service,20,23.071,"LINESTRING (37.908098 55.7228016, 37.9077781 55.7226987)",,,,,,,,,
678650269,678650343,0,53758300,False,service,20,14.175,"LINESTRING (37.908098 55.7228016, 37.9083122 55.7228428)",,,,,,,,,
678650272,678649973,0,53758300,False,service,20,25.849,"LINESTRING (37.9077781 55.7226987, 37.907477 55.7225397)",,,,,,,,,
678650272,678650269,0,53758300,False,service,20,23.071,"LINESTRING (37.9077781 55.7226987, 37.908098 55.7228016)",,,,,,,,,
678650291,5032730005,0,53758355,False,service,20,26.016,"LINESTRING (37.9076817 55.7236612, 37.9080477 55.7237719)",,,,,,,,,
678650291,3815595211,0,53758355,False,service,20,15.345,"LINESTRING (37.9076817 55.7236612, 37.9074742 55.7235878)",,,,,,,,,
678650291,678650294,0,53758357,False,service,20,22.153,"LINESTRING (37.9076817 55.7236612, 37.9073547 55.7237372)",,,,,,,,,
678650294,678650307,0,53758357,False,service,20,14.495,"LINESTRING (37.9073547 55.7237372, 37.9072512 55.7238538)",,,,,,,,,
678650294,678650291,0,53758357,False,service,20,22.153,"LINESTRING (37.9073547 55.7237372, 37.9076817 55.7236612)",,,,,,,,,
678650302,4256852219,0,53758303,False,service,20,14.602,"LINESTRING (37.9082509 55.7236052, 37.9083585 55.7234887)",,,,,,,,,
678650304,678650329,0,53758357,False,service,20,18.201,"LINESTRING (37.9072512 55.7239756, 37.9071101 55.7241187)",,,,,,,,,
678650304,4914554224,0,53758357,False,service,20,12.454,"LINESTRING (37.9072512 55.7239756, 37.9072512 55.7238636)",,,,,,,,,
678650307,4914554224,0,53758357,False,service,20,1.09,"LINESTRING (37.9072512 55.7238538, 37.9072512 55.7238636)",,,,,,,,,
678650307,678650294,0,53758357,False,service,20,14.495,"LINESTRING (37.9072512 55.7238538, 37.9073547 55.7237372)",,,,,,,,,
678650310,678650325,0,53758356,False,service,20,38.228,"LINESTRING (37.9065026 55.7241161, 37.9070295 55.7242897)",,,,,,,,,
678650310,4914553917,0,53758356,False,service,20,52.683,"LINESTRING (37.9065026 55.7241161, 37.9056633 55.7241485)",,,,,,,,,
678650325,3815595276,0,53758356,False,service,20,10.339,"LINESTRING (37.9070295 55.7242897, 37.9071479 55.7243545)",,,,,,,,,
678650325,678650310,0,53758356,False,service,20,38.228,"LINESTRING (37.9070295 55.7242897, 37.9065026 55.7241161)",,,,,,,,,
678650325,4914553913,0,53758357,False,service,20,17.81,"LINESTRING (37.9070295 55.7242897, 37.9071025 55.7241349)",,,,,,,,,
678650327,5032730004,0,53758356,False,service,20,18.357,"LINESTRING (37.9073077 55.7244419, 37.9076006 55.7244353)",,,,,,,,,
678650327,3815595276,0,53758356,False,service,20,13.95,"LINESTRING (37.9073077 55.7244419, 37.9071479 55.7243545)",,,,,,,,,
678650329,4914553913,0,53758357,False,service,20,1.863,"LINESTRING (37.9071101 55.7241187, 37.9071025 55.7241349)",,,,,,,,,
678650329,678650304,0,53758357,False,service,20,18.201,"LINESTRING (37.9071101 55.7241187, 37.9072512 55.7239756)",,,,,,,,,
678650331,678650365,0,53758344,False,service,20,18.794,"LINESTRING (37.9088491 55.7229466, 37.9091466 55.7229688)",,,,,,,,,
678650333,3897601535,0,53758345,False,service,20,7.723,"LINESTRING (37.9089208 55.7228092, 37.9088032 55.7227883)",,,,,,,,,
678650333,3897601537,0,53758345,False,service,20,6.415,"LINESTRING (37.9089208 55.7228092, 37.9090065 55.7228408)",,,,,,,,,
678650335,678650338,0,53758345,False,service,20,10.84,"LINESTRING (37.9087008 55.7227816, 37.9085351 55.7228098)",,,,,,,,,
678650335,3897601535,0,53758345,False,service,20,6.456,"LINESTRING (37.9087008 55.7227816, 37.9088032 55.7227883)",,,,,,,,,
678650338,3897601536,0,53758345,False,service,20,7.627,"LINESTRING (37.9085351 55.7228098, 37.9084173 55.7228272)",,,,,,,,,
678650338,678650335,0,53758345,False,service,20,10.84,"LINESTRING (37.9085351 55.7228098, 37.9087008 55.7227816)",,,,,,,,,
678650341,678650343,0,53758345,False,service,20,25.931,"LINESTRING (37.908695 55.7229317, 37.9083122 55.7228428)",,,,,,,,,
678650343,678650269,0,53758300,False,service,20,14.175,"LINESTRING (37.9083122 55.7228428, 37.908098 55.7228016)",,,,,,,,,
678650343,678650341,0,53758345,False,service,20,25.931,"LINESTRING (37.9083122 55.7228428, 37.908695 55.7229317)",,,,,,,,,
678650343,3897601536,0,53758345,False,service,20,6.807,"LINESTRING (37.9083122 55.7228428, 37.9084173 55.7228272)",,,,,,,,,
678650346,4256852219,0,53758303,False,service,20,21.515,"LINESTRING (37.9085155 55.7233166, 37.9083585 55.7234887)",,,,,,,,,
678650346,678650266,0,53758303,False,service,20,32.16,"LINESTRING (37.9085155 55.7233166, 37.908045 55.7232007)",,,,,,,,,
678650349,678650377,0,53758354,False,service,20,31.9,"LINESTRING (37.9087942 55.7233398, 37.9093022 55.723361)",,,,,,,,,
678650349,4256852218,0,53758354,False,service,20,27.771,"LINESTRING (37.9087942 55.7233398, 37.908589 55.7235612)",,,,,,,,,
678650360,3815595144,0,53758344,False,service,20,8.907,"LINESTRING (37.9094759 55.7229582, 37.9093339 55.7229628)",,,,,,,,,
678650360,3815595136,0,53758344,False,service,20,35.448,"LINESTRING (37.9094759 55.7229582, 37.9100353 55.7229095)",,,,,,,,,
678650362,3897601537,0,53758345,False,service,20,5.947,"LINESTRING (37.9090726 55.7228792, 37.9090065 55.7228408)",,,,,,,,,
678650362,678650365,0,53758345,False,service,20,10.988,"LINESTRING (37.9090726 55.7228792, 37.9091466 55.7229688)",,,,,,,,,
678650365,678650331,0,53758344,False,service,20,18.794,"LINESTRING (37.9091466 55.7229688, 37.9088491 55.7229466)",,,,,,,,,
678650365,3815595144,0,53758344,False,service,20,11.749,"LINESTRING (37.9091466 55.7229688, 37.9093339 55.7229628)",,,,,,,,,
678650365,678650362,0,53758345,False,service,20,10.988,"LINESTRING (37.9091466 55.7229688, 37.9090726 55.7228792)",,,,,,,,,
678650377,678650406,0,53758354,False,service,20,31.906,"LINESTRING (37.9093022 55.723361, 37.9098103 55.7233398)",,,,,,,,,
678650377,678650349,0,53758354,False,service,20,31.9,"LINESTRING (37.9093022 55.723361, 37.9087942 55.7233398)",,,,,,,,,
678650379,4256852218,0,53758354,False,service,20,14.965,"LINESTRING (37.9084754 55.7236796, 37.908589 55.7235612)",,,,,,,,,
678650382,678650412,0,51239973,False,service,20,18.813,"LINESTRING (37.9101178 55.7227619, 37.9103252 55.7228843)",,,,,,,,,
678650382,678650130,0,51239973,False,service,20,13.265,"LINESTRING (37.9101178 55.7227619, 37.9099867 55.7226682)",,,,,,,,,
678650402,678650403,0,51239973,False,service,20,12.92,"LINESTRING (37.9106323 55.7231179, 37.910647 55.7232338)",,,,,,,,,
678650402,678650417,0,51239973,False,service,20,16.576,"LINESTRING (37.9106323 55.7231179, 37.9104878 55.722993)",,,,,,,,,
678650403,678650425,0,51239973,False,service,20,20.343,"LINESTRING (37.910647 55.7232338, 37.9106764 55.723416)",,,,,,,,,
678650403,678650402,0,51239973,False,service,20,12.92,"LINESTRING (37.910647 55.7232338, 37.9106323 55.7231179)",,,,,,,,,
678650403,678650409,0,53758354,False,service,20,21.765,"LINESTRING (37.910647 55.7232338, 37.9103183 55.7232974)",,,,,,,,,
678650406,678650409,0,53758354,False,service,20,32.16,"LINESTRING (37.9098103 55.7233398, 37.9103183 55.7232974)",,,,,,,,,
678650406,678650377,0,53758354,False,service,20,31.906,"LINESTRING (37.9098103 55.7233398, 37.9093022 55.723361)",,,,,,,,,
678650409,678650403,0,53758354,False,service,20,21.765,"LINESTRING (37.9103183 55.7232974, 37.910647 55.7232338)",,,,,,,,,
678650409,678650406,0,53758354,False,service,20,32.16,"LINESTRING (37.9103183 55.7232974, 37.9098103 55.7233398)",,,,,,,,,
678650412,678650417,0,51239973,False,service,20,15.804,"LINESTRING (37.9103252 55.7228843, 37.9104878 55.722993)",,,,,,,,,
678650412,678650382,0,51239973,False,service,20,18.813,"LINESTRING (37.9103252 55.7228843, 37.9101178 55.7227619)",,,,,,,,,
678650412,3815595136,0,53758344,False,service,20,18.37,"LINESTRING (37.9103252 55.7228843, 37.9100353 55.7229095)",,,,,,,,,
678650414,678650417,0,53758301,False,service,20,24.223,"LINESTRING (37.9106823 55.7228047, 37.9104878 55.722993)",,,,,,,,,
678650414,678650104,0,53758301,False,service,20,24.623,"LINESTRING (37.9106823 55.7228047, 37.9108398 55.7226018)",,,,,,,,,
678650417,678650402,0,51239973,False,service,20,16.576,"LINESTRING (37.9104878 55.722993, 37.9106323 55.7231179)",,,,,,,,,
678650417,678650412,0,51239973,False,service,20,15.804,"LINESTRING (37.9104878 55.722993, 37.9103252 55.7228843)",,,,,,,,,
678650417,678650414,0,53758301,False,service,20,24.223,"LINESTRING (37.9104878 55.722993, 37.9106823 55.7228047)",,,,,,,,,
678650425,678650428,0,51239973,False,service,20,11.194,"LINESTRING (37.9106764 55.723416, 37.910647 55.7235153)",,,,,,,,,
678650425,678650403,0,51239973,False,service,20,20.343,"LINESTRING (37.9106764 55.723416, 37.910647 55.7232338)",,,,,,,,,
678650428,5045041343,0,51239973,False,service,20,40.505,"LINESTRING (37.910647 55.7235153, 37.9103396 55.7238358)",,,,,,,,,
678650428,678650425,0,51239973,False,service,20,11.194,"LINESTRING (37.910647 55.7235153, 37.9106764 55.723416)",,,,,,,,,
678650434,678650437,0,53758356,False,service,20,34.564,"LINESTRING (37.9090262 55.7243685, 37.9095034 55.7242123)",,,,,,,,,
678650434,3477958548,0,53758356,False,service,20,83.86,"LINESTRING (37.9090262 55.7243685, 37.907692 55.7244332)",,,,,,,,,
678650437,5032730005,0,53758355,False,service,20,103.481,"LINESTRING (37.9095034 55.7242123, 37.9080477 55.7237719)",,,,,,,,,
678650437,4320195349,0,53758356,False,service,20,7.801,"LINESTRING (37.9095034 55.7242123, 37.9095805 55.7241572)",,,,,,,,,
678650437,678650434,0,53758356,False,service,20,34.564,"LINESTRING (37.9095034 55.7242123, 37.9090262 55.7243685)",,,,,,,,,
678650440,4320195349,0,53758356,False,service,20,13.533,"LINESTRING (37.9096659 55.7240454, 37.9095805 55.7241572)",,,,,,,,,
678664223,678649922,0,53758301,False,service,20,7.272,"LINESTRING (37.9066312 55.721463, 37.906719 55.7214202)",,,,,,,,,
678664223,678664226,0,53758301,False,service,20,9.641,"LINESTRING (37.9066312 55.721463, 37.9065549 55.7215383)",,,,,,,,,
678664226,678664223,0,53758301,False,service,20,9.641,"LINESTRING (37.9065549 55.7215383, 37.9066312 55.721463)",,,,,,,,,
678664226,678649933,0,53758301,False,service,20,21.008,"LINESTRING (37.9065549 55.7215383, 37.9065299 55.7217267)",,,,,,,,,
678856679,813931918,0,67396496,False,service,5,10.024,"LINESTRING (37.6692221 55.7320972, 37.6693082 55.7321732)",,,,,,,,,
678856679,3036736855,0,67396496,False,service,5,7.236,"LINESTRING (37.6692221 55.7320972, 37.6691553 55.7320441)",,,,,,,,,
683406541,683406650,0,54179909,False,service,20,38.516,"LINESTRING (37.4076103 55.8032589, 37.4078196 55.8035847)",,,,,,,,,
