u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,est_width,access,bridge,tunnel,area,service
356295237,6099838348,0,551933608,True,Carrer de Carreras,residential,30,2.677,"LINESTRING (2.1090535 41.3873902, 2.1090272 41.387404)",,,,,,,,
356295237,6099838346,0,571426636,False,Carrer de Sor Eulàlia d'Anzizu,residential,30,69.144,"LINESTRING (2.1090535 41.3873902, 2.1091329 41.3874782, 2.1095 41.3878846, 2.1095184 41.387905)",,,,,,,,
356295240,6099838351,0,31823236,False,Carrer dels Cavallers,residential,30,4.414,"LINESTRING (2.1082984 41.3877856, 2.1082692 41.3877525)",,,,,,,,
356295240,359236400,0,31823239,True,Carrer de Carreras,residential,30,101.00999999999999,"LINESTRING (2.1082984 41.3877856, 2.1082532 41.3878079, 2.1082249 41.387822, 2.1074124 41.3882467, 2.1073034 41.3883032)",,,,,,,,
359236300,356295240,0,"[549755457, 391402482, 542503075, 551933607]",True,Carrer dels Cavallers,residential,30,819.19,"LINESTRING (2.1149467 41.3931898, 2.1148694 41.3931299, 2.113069 41.3917218, 2.1130269 41.3916892, 2.1129813 41.3916528, 2.1119103 41.3908102, 2.1118185 41.390738, 2.1117339 41.390672, 2.1107389 41.3898834, 2.1106845 41.3898406, 2.110623 41.3897934, 2.1090874 41.3886147, 2.108987 41.3885378, 2.1089187 41.3884805, 2.1087824 41.3883631, 2.1083451 41.3878369, 2.1082984 41.3877856)","['1', '2']",,,,,,,
390227138,6314709890,0,23247531,True,Avinguda del Doctor Marañón,tertiary,30,19.441,"LINESTRING (2.1120691 41.38421, 2.1121454 41.3840448)",2,,,,,,,
667387213,667387220,0,24793408,True,Plaça de Sant Gregori Taumaturg,tertiary,30,113.6,"LINESTRING (2.1380898 41.3942503, 2.138164 41.3942619, 2.1382518 41.3942841, 2.1383401 41.3943281, 2.1384025 41.3943937, 2.1384372 41.3944844, 2.1384133 41.3945627, 2.1383676 41.3946315, 2.138295 41.3946853, 2.138213 41.3947241, 2.1381221 41.3947428, 2.1380298 41.3947555, 2.1379045 41.39475, 2.1378309 41.3947272, 2.1377897 41.3947029)",,,,,,,,
667387220,6875234514,0,237515356,True,Carrer de Ganduxer,residential,30,7.093,"LINESTRING (2.1377897 41.3947029, 2.1377541 41.3947412, 2.137739 41.394754)",2,,,,,,,
667387220,667387213,0,709075301,True,Plaça de Sant Gregori Taumaturg,tertiary,30,75.46,"LINESTRING (2.1377897 41.3947029, 2.1377364 41.3946534, 2.1376931 41.3945932, 2.1376787 41.39452, 2.1376797 41.3944708, 2.1376984 41.3944088, 2.1377347 41.3943519, 2.1378098 41.3943026, 2.1378995 41.3942621, 2.1379586 41.3942571, 2.138023 41.3942518, 2.1380898 41.3942503)",,,,,,,,
1479390211,6663108848,0,709075300,True,Carrer de Ganduxer,tertiary,30,155.94500000000002,"LINESTRING (2.1392247 41.3917263, 2.1391903 41.3918008, 2.139077 41.3920613, 2.1386467 41.3930185, 2.1386343 41.3930568)",3,,,,,,,
1584415322,2984715797,0,144967397,True,Carrer del Cardenal de Sentmenat,residential,30,7.089,"LINESTRING (2.1267943 41.3968872, 2.1267341 41.3969322)",,,,,,,,
2087205007,324231840,0,"[198597865, 709075302]",True,Carrer de Ganduxer,tertiary,30,679.069,"LINESTRING (2.1341248 41.3994065, 2.1340754 41.3994622, 2.1337705 41.3998413, 2.1337185 41.3999198, 2.1336604 41.3999894, 2.1333773 41.4003503, 2.1333308 41.4004153, 2.1332855 41.4004725, 2.1329903 41.4008604, 2.1329405 41.4009234, 2.1324847 41.4015146, 2.1324434 41.4015732, 2.1322597 41.4018191, 2.1322235 41.4018677, 2.1320778 41.4020407, 2.1320152 41.4021228, 2.1319513 41.4022105, 2.1318493 41.4023435, 2.1315164 41.4027698, 2.1314597 41.4028454, 2.1311095 41.4033106, 2.1310778 41.4033473, 2.1306457 41.4039074, 2.1306119 41.4039461, 2.1300311 41.4046843)","['4', '3']",,,,,,,
2984715797,2984715791,0,308378767,False,Carrer dels Vergós,cycleway,,84.97800000000001,"LINESTRING (2.1267341 41.3969322, 2.1263694 41.3966973, 2.1260997 41.3965237, 2.126073 41.3965099, 2.1260514 41.3964994, 2.1260291 41.3964946, 2.1260056 41.3964913, 2.1259282 41.39649)",2,2.5,,,,,,
2984715797,2984715804,0,"[294849097, 308378767]",False,Carrer dels Vergós,cycleway,,103.537,"LINESTRING (2.1267341 41.3969322, 2.1268879 41.3970515, 2.1274505 41.397422, 2.1274652 41.3974297, 2.1274868 41.3974359, 2.1275058 41.3974378, 2.1275243 41.3974363, 2.1275389 41.3974301, 2.1275822 41.397393, 2.1276191 41.3973606, 2.1276281 41.3973582, 2.1276366 41.3973599, 2.1276629 41.3973771)",2,2.5,,,,,,
3134765936,1382873658,0,129169444,True,Avinguda de Josep Tarradellas,secondary,50,127.44,"LINESTRING (2.1425083 41.3810978, 2.1425172 41.381202, 2.1425208 41.3812599, 2.1425783 41.3819685, 2.1425831 41.3820273, 2.1426005 41.3822418)",,,,,,,,
4858601134,6099838345,0,494027487,False,Avinguda de l'Exèrcit,cycleway,,3.119,"LINESTRING (2.1119209 41.3867634, 2.1119009 41.3867397)",2,2,,,,,,
4858601134,6099838346,0,"[830793058, 237914531, 571426636]",False,"['Carrer del Gran Capità', ""Carrer de Sor Eulàlia d'Anzizu""]",residential,30,241.19199999999998,"LINESTRING (2.1119209 41.3867634, 2.1115308 41.3869515, 2.1110479 41.3871843, 2.1097305 41.3878436, 2.1096698 41.3878736, 2.1095455 41.387935, 2.1095184 41.387905)",,,,,,,,
4858601134,5427420984,0,"[563117114, 494027487]",False,"[""Avinguda de l'Exèrcit"", 'Carrer de Jordi Girona']",cycleway,,350.18100000000004,"LINESTRING (2.1119209 41.3867634, 2.112003 41.3868504, 2.1120713 41.3869228, 2.1121014 41.3869581, 2.1121943 41.387066, 2.1122542 41.3871222, 2.1123067 41.3871726, 2.1123808 41.3872146, 2.1124505 41.3872391, 2.1125342 41.3872682, 2.113906 41.387609, 2.1146551 41.3878038, 2.1148245 41.3878479, 2.1149457 41.387891, 2.1150601 41.3879568, 2.1151155 41.3879928, 2.1152832 41.388126, 2.1152902 41.3881285, 2.1153305 41.388149, 2.1153497 41.3881501, 2.1154225 41.3882057, 2.1154256 41.3882081, 2.1154491 41.3882296, 2.1154717 41.3882117)",2,2,,,,,,
6099838348,356295240,0,551933608,True,Carrer de Carreras,residential,30,74.14399999999999,"LINESTRING (2.1090272 41.387404, 2.1089763 41.3874308, 2.1083718 41.3877487, 2.1082984 41.3877856)",,,,,,,,
6099838348,6099838346,0,"[650079361, 775504324]",False,"['Carrer del Gran Capità', ""Carrer de Sor Eulàlia d'Anzizu""]",cycleway,,71.777,"LINESTRING (2.1090272 41.387404, 2.1091045 41.3874904, 2.1094693 41.3878983, 2.1094866 41.3879176, 2.1095184 41.387905)",,,,,,,,
6099838348,6099838351,0,"[775504328, 650079362]",False,"['Carrer de Carreras', ""Carrer de Sor Eulàlia d'Anzizu""]",cycleway,,77.63000000000001,"LINESTRING (2.1090272 41.387404, 2.1089904 41.3873763, 2.1089466 41.3873992, 2.1083445 41.3877149, 2.1082692 41.3877525)",,,,,,,,
6314709890,6181436151,0,660219996,False,Avinguda del Doctor Marañón,cycleway,,4.118,"LINESTRING (2.1121454 41.3840448, 2.112192 41.384057)",2,,,,,,,
6314709890,251543436,0,23247531,True,Avinguda del Doctor Marañón,tertiary,30,422.351,"LINESTRING (2.1121454 41.3840448, 2.1121574 41.3840189, 2.1126116 41.3830353, 2.1126766 41.3829246, 2.1127094 41.3828614, 2.1127912 41.382735, 2.112814 41.3826984, 2.1131309 41.38237, 2.1136284 41.3819537, 2.1139434 41.3817542, 2.1143635 41.3814814, 2.1144338 41.3814358, 2.1148419 41.3812308, 2.1149118 41.3811965, 2.1150349 41.3811549, 2.1151214 41.3811372)",2,,,,,,,
6314709890,7159610203,0,660219996,False,Avinguda del Doctor Marañón,cycleway,,11.094,"LINESTRING (2.1121454 41.3840448, 2.1121021 41.3840348, 2.1120188 41.3840143)",2,,,,,,,
6663108848,6099715639,0,666970006,False,,cycleway,,6.222,"LINESTRING (2.1386343 41.3930568, 2.138565 41.3930361)",,,,,,,,
6663108848,6875234533,0,24793591,True,Carrer de Ganduxer,tertiary,30,130.63500000000002,"LINESTRING (2.1386343 41.3930568, 2.1386237 41.3930785, 2.1382652 41.3938262, 2.1382493 41.3938626, 2.1381829 41.3940496, 2.1381686 41.3940968, 2.1381494 41.3941421, 2.1381412 41.3941708)",3,,,,,,,
6663108848,6419733724,0,666970006,False,,cycleway,,291.23699999999997,"LINESTRING (2.1386343 41.3930568, 2.1418383 41.3938687, 2.1419203 41.3938914, 2.1419383 41.393901)",,,,,,,,
6875234514,6875234513,0,734141599,True,,cycleway,,8.301,"LINESTRING (2.137739 41.394754, 2.1376619 41.3947068)",,,,,,,,
6875234514,2087205005,0,"[250677328, 237515356, 294493312]",True,Carrer de Ganduxer,"['tertiary', 'residential']",30,585.6890000000001,"LINESTRING (2.137739 41.394754, 2.1377201 41.3947711, 2.1377093 41.39478, 2.1374737 41.3950928, 2.1373298 41.3952773, 2.1372901 41.39533, 2.1371924 41.3954461, 2.1369829 41.3956989, 2.1365854 41.3962216, 2.1364881 41.3963405, 2.1360385 41.3969189, 2.1359583 41.3970189, 2.1355036 41.3976269, 2.135379 41.3977824, 2.1352724 41.3979157, 2.1349958 41.3982719, 2.1349435 41.398337, 2.1347531 41.3985868, 2.1343369 41.3991339, 2.1342038 41.3993037)","['3', '2']",,,,,,,
6875234533,667387213,0,24793591,True,Carrer de Ganduxer,tertiary,30,9.825,"LINESTRING (2.1381412 41.3941708, 2.1380898 41.3942503)",3,,,,,,,
6875234533,6875234514,0,734141599,True,,cycleway,,138.355,"LINESTRING (2.1381412 41.3941708, 2.1382164 41.3941872, 2.1383185 41.3942179, 2.1384116 41.3942734, 2.138478 41.3943328, 2.1385048 41.3943739, 2.1385176 41.3944323, 2.1385188 41.3944891, 2.1385125 41.3945453, 2.1384729 41.3946104, 2.1384474 41.3946487, 2.1384289 41.3946674, 2.1383507 41.3947235, 2.1382687 41.3947617, 2.1381526 41.3948019, 2.1380517 41.3948191, 2.1379509 41.3948191, 2.1378577 41.3948096, 2.1377837 41.3947875, 2.137739 41.394754)",,,,,,,,
1017920189,1017920262,0,116405722,True,Passeig de la Ciutat de Mallorca,residential,30,183.643,"LINESTRING (2.178242 41.4328978, 2.17836 41.4328528, 2.1788481 41.4326665, 2.179213 41.4325914, 2.179596 41.432565, 2.1799371 41.4325798, 2.1802052 41.4325674, 2.18035 41.4325951)",1,,,,,,,
30297525,4585624527,0,463852868,False,,cycleway,,12.706,"LINESTRING (2.1962143 41.4050504, 2.1960684 41.4050175)",,,,,,,,
30555978,4682071746,0,"[489441160, 36726599]",False,"['Carrer del Degà Bahí', 'Carrer de Provença']",cycleway,,632.9559999999999,"LINESTRING (2.1843373 41.4116256, 2.1842734 41.4116133, 2.1838831 41.4113191, 2.1833926 41.4109667, 2.1828205 41.4105669, 2.1827889 41.4105458, 2.1820397 41.4100513, 2.1813882 41.4096006, 2.1813288 41.4095594, 2.1812185 41.4094379, 2.181139 41.4093426, 2.1810388 41.409258, 2.1802882 41.4087252, 2.1800464 41.4085527, 2.1798306 41.4083917, 2.1790881 41.4078618, 2.1788983 41.4077203, 2.1788701 41.4076982)",2,1.5,2.5,,,,,
30914370,6600925574,0,702888404,False,Carrer del Consell de Cent,cycleway,,366.404,"LINESTRING (2.1431294 41.3752526, 2.1432997 41.3753358, 2.143715 41.3755257, 2.1443407 41.3758175, 2.1449648 41.3761086, 2.1450309 41.3761394, 2.1454918 41.3763647, 2.1457223 41.3764773, 2.1459437 41.376586, 2.1460102 41.3766155, 2.1468585 41.3769918)",,,,,,,,
100455136,112409078,0,"[493964241, 493964239]",True,"['Carrer de Montalegre', 'Carrer de Torres i Amat']",cycleway,,315.6780000000001,"LINESTRING (2.1677238 41.3828332, 2.1677061 41.3828325, 2.1676608 41.3829185, 2.1675755 41.3830975, 2.167545 41.3831592, 2.1675169 41.3832159, 2.1674789 41.3832789, 2.1672737 41.3834759, 2.1671575 41.3835935, 2.1670618 41.3836904, 2.1669346 41.3838183, 2.1668624 41.383893, 2.1668539 41.3839018, 2.1666501 41.3841018, 2.1665288 41.3842252, 2.1664379 41.3843166, 2.1663406 41.3844081, 2.1663301 41.384419, 2.1663093 41.3844406, 2.1662893 41.3844571, 2.1662486 41.3844636, 2.1662065 41.3844598, 2.16614 41.3844541, 2.1660814 41.3844606, 2.1660351 41.3844659, 2.1659768 41.3844726, 2.1655397 41.3845276, 2.1655174 41.3845309, 2.1653585 41.3845546, 2.1652431 41.3845703, 2.1651899 41.3845776, 2.1651621 41.3846025)",1,1.5,,,,,,
319605451,6662299788,0,36007263,True,Avinguda Meridiana,cycleway,,11.607,"LINESTRING (2.1835712 41.4300601, 2.1835977 41.4301176, 2.1835973 41.430125, 2.1835952 41.4301611)",1,1.5,,,,,,
319605451,319613054,0,323227885,False,Avinguda Meridiana,cycleway,,58.428,"LINESTRING (2.1835712 41.4300601, 2.1832803 41.4300679, 2.1830597 41.430074, 2.1829454 41.4300799, 2.1828719 41.4300712)",,,,,,,,
319605459,3133167982,0,308033675,False,,cycleway,,336.969,"LINESTRING (2.1871509 41.4229591, 2.1872035 41.4229533, 2.1875265 41.4229177, 2.1883858 41.4228411, 2.1888904 41.4227924, 2.1899733 41.4226878, 2.1905507 41.4226371, 2.1911599 41.422577)",,,,,,,,
319605459,5476012039,0,569395873,False,,cycleway,,36.387,"LINESTRING (2.1871509 41.4229591, 2.1870137 41.4229278, 2.1868337 41.4229165, 2.1867215 41.422921)",,,,,,,,
319605459,6203603472,0,709075309,True,Avinguda Meridiana,cycleway,,683.4870000000001,"LINESTRING (2.1871509 41.4229591, 2.1871416 41.4231187, 2.1871218 41.4231701, 2.1871114 41.4231969, 2.1871238 41.4234681, 2.1870911 41.423778, 2.1869904 41.4243122, 2.1868348 41.4247715, 2.1867613 41.4249147, 2.1867878 41.4250192, 2.1867634 41.4250607, 2.1864172 41.4256755, 2.1863776 41.4257435, 2.1862919 41.4258312, 2.1845456 41.4284109, 2.1845799 41.428647, 2.1845785 41.428671)",1,1.5,,,,,,
319608444,319610579,0,175855332,False,Avinguda Meridiana,cycleway,,13.541,"LINESTRING (2.1867897 41.3951788, 2.1868603 41.3951782, 2.1869001 41.3951781, 2.186952 41.3951766)",,,,,,,,
319608444,3149542471,0,"[490602017, 285774886]",True,Avinguda Meridiana,cycleway,,31.423000000000002,"LINESTRING (2.1867897 41.3951788, 2.1867895 41.3951255, 2.1868277 41.3950946, 2.1868311 41.3949815, 2.1868206 41.3949079)",1,2,,,,,,
319610579,2923420936,0,285774885,True,Avinguda Meridiana,cycleway,,140.072,"LINESTRING (2.186952 41.3951766, 2.1869519 41.3964363)",1,2,,,,,,
319610579,319608444,0,175855332,False,Avinguda Meridiana,cycleway,,13.541,"LINESTRING (2.186952 41.3951766, 2.1869001 41.3951781, 2.1868603 41.3951782, 2.1867897 41.3951788)",,,,,,,,
319613054,5476012039,0,29057919,True,Avinguda Meridiana,cycleway,,887.006,"LINESTRING (2.1828719 41.4300712, 2.1829172 41.4300489, 2.1829715 41.4300223, 2.1834828 41.4293962, 2.1835196 41.4293087, 2.1835748 41.4292431, 2.1835863 41.4291631, 2.1836448 41.4290917, 2.1836872 41.4290806, 2.1838577 41.4288375, 2.1838704 41.4287372, 2.1839155 41.428658, 2.1839714 41.428577, 2.1840399 41.4285547, 2.1842702 41.4282069, 2.1842635 41.4281303, 2.1842528 41.4279942, 2.184383 41.4279137, 2.1844246 41.4278922, 2.1844979 41.4278799, 2.1846783 41.4276098, 2.185957 41.4256625, 2.1859461 41.4255989, 2.1859983 41.4255122, 2.1860321 41.4254568, 2.1860665 41.4254352, 2.1860881 41.4254088, 2.1862314 41.425178, 2.186347 41.4249412, 2.186355 41.4249165, 2.1863584 41.4248846, 2.1863632 41.4248652, 2.1863686 41.4248539, 2.1863888 41.4248059, 2.1864347 41.4247808, 2.1865666 41.424482, 2.1866178 41.4240021, 2.1866689 41.4239724, 2.1867221 41.423781, 2.1867257 41.4236918, 2.1867484 41.4231637, 2.1867513 41.4230963, 2.1867203 41.4230698, 2.1867215 41.422921)",1,1.5,,,,,,
319613054,319605451,0,323227885,False,Avinguda Meridiana,cycleway,,58.428,"LINESTRING (2.1828719 41.4300712, 2.1829454 41.4300799, 2.1830597 41.430074, 2.1832803 41.4300679, 2.1835712 41.4300601)",,,,,,,,
320188219,4716375227,0,36726314,False,Plaça de Tetuan,cycleway,,8.108,"LINESTRING (2.175172 41.3951731, 2.1751261 41.3951914, 2.1750907 41.3952125)",,2,,,,,,
320188311,6871210042,0,"[373250505, 490751787, 372600758]",False,"['Passeig de Sant Joan', 'Plaça de Tetuan']",cycleway,,473.5289999999999,"LINESTRING (2.1759177 41.3945989, 2.1759546 41.3946015, 2.1760116 41.3945585, 2.176136 41.3944647, 2.1762042 41.3944017, 2.1766692 41.3940512, 2.1769694 41.3938231, 2.1778037 41.3931902, 2.1779419 41.3930865, 2.1780934 41.3929724, 2.1789218 41.3923474, 2.1789495 41.3923265, 2.1790688 41.3922341, 2.1792089 41.392131, 2.1792319 41.3921141, 2.1796476 41.391793, 2.1798666 41.3916301, 2.1799148 41.3915901)",2,2,,,,,,
320188325,2269130823,0,217617444,False,Plaça de Tetuan,cycleway,,28.186,"LINESTRING (2.175131 41.3945767, 2.1751024 41.3945825, 2.1750568 41.3945515, 2.1748881 41.3944358, 2.1748747 41.3944266)",2,2.5,,,,,,
412453196,6205753629,0,"[709075304, 662919199]",False,,cycleway,,404.364,"LINESTRING (2.142978 41.412774, 2.1428673 41.412761, 2.1427962 41.4127258, 2.1427935 41.4126021, 2.1425629 41.4126755, 2.1421297 41.4128053, 2.1418306 41.4129099, 2.1415651 41.4130265, 2.1410099 41.4133232, 2.1407832 41.4134651, 2.1405566 41.4136612, 2.1404225 41.4138171, 2.1402414 41.4141017, 2.1400349 41.4144437, 2.1397793 41.4148842)",,,,,,,,
420892556,319613054,0,36007264,True,Avinguda Meridiana,cycleway,,36.614,"LINESTRING (2.182666 41.4303589, 2.1826859 41.4303372, 2.182779 41.4302007, 2.1828584 41.4300755, 2.1828719 41.4300712)",1,1.5,,,,,,
420892556,4252472570,0,"[36007265, 790791577, 790791578, 493185652]",False,"['Avinguda Meridiana', 'Carrer del Pintor Alsamora']","['cycleway', 'footway']",,453.41700000000003,"LINESTRING (2.182666 41.4303589, 2.1825557 41.4304906, 2.1824463 41.430641, 2.1823977 41.4307501, 2.1823119 41.4310332, 2.1823119 41.4312906, 2.1825675 41.4320598, 2.1832052 41.433979, 2.1831021 41.434105, 2.1831237 41.4341673, 2.1831575 41.4342365, 2.1831847 41.4342607)",1,1.5,,,,,,
425635739,2983305812,0,"[294719473, 359657314]",False,"[""Carrer d'Aiguablava"", 'Via Júlia']",cycleway,,1016.9000000000001,"LINESTRING (2.1778347 41.4423248, 2.1778832 41.4423034, 2.1780008 41.4425447, 2.1783102 41.4432677, 2.1783545 41.4433921, 2.1787973 41.4443986, 2.1791422 41.4452096, 2.1792901 41.4456073, 2.1792632 41.4456136, 2.1791614 41.4456425, 2.1791865 41.4457415, 2.1792007 41.4457651, 2.1792346 41.4458178, 2.1793037 41.445909, 2.179343 41.4460286, 2.1793651 41.446166, 2.1793763 41.4462336, 2.1793847 41.4462762, 2.179417 41.4463387, 2.1799195 41.4467722, 2.1802637 41.4470958, 2.1803008 41.4471409, 2.1803323 41.4471786, 2.1803671 41.447219, 2.1803845 41.4472401, 2.180392 41.4472571, 2.1803951 41.4472745, 2.180394 41.4473282, 2.1804926 41.4474622, 2.1805784 41.4475205, 2.1805966 41.4475409, 2.1807379 41.4477308, 2.1807763 41.4477838, 2.180803 41.447816, 2.1808287 41.4478427, 2.1808587 41.4478722, 2.1813943 41.448321, 2.1815636 41.4484623, 2.1817047 41.4485841, 2.181841 41.4486984, 2.1819249 41.4487684, 2.1819905 41.4488294, 2.1820555 41.4488963, 2.1822071 41.4490267, 2.1822813 41.4490662, 2.1823221 41.4490964, 2.1831042 41.4497572, 2.1831328 41.4497849, 2.1831777 41.4498305, 2.1832009 41.4498547, 2.1832352 41.4498842, 2.1833432 41.4499697, 2.1833553 41.4499757, 2.1833786 41.4499818, 2.1833927 41.4499886, 2.1834446 41.4500263)","['1', '2']","['1.5', '2.5']",,,,,,
426887391,3184415015,0,"[217617441, 36726315, 36726590]",False,Passeig de Sant Joan,cycleway,,349.71999999999997,"LINESTRING (2.1702446 41.3988975, 2.1709018 41.3984036, 2.1710311 41.3983032, 2.1718303 41.3976978, 2.1720269 41.3975489, 2.1722042 41.3974149, 2.1722417 41.3973866, 2.1725978 41.3971231, 2.1729944 41.3968202, 2.1731591 41.3966943, 2.1731976 41.3966649)",2,2,,,,,,
426887391,1864143495,0,175855331,False,Plaça de Mossèn Jacint Verdaguer,cycleway,,37.402,"LINESTRING (2.1702446 41.3988975, 2.1701821 41.3988842, 2.1700884 41.3988825, 2.1700063 41.398894, 2.1699269 41.3989153, 2.1698683 41.3989503, 2.1698221 41.3989566)",,2,,,,,,
426887391,430535717,0,"[792727075, 701739501]",False,Plaça de Mossèn Jacint Verdaguer,cycleway,,39.103,"LINESTRING (2.1702446 41.3988975, 2.1703186 41.3989166, 2.1703707 41.3989271, 2.1703605 41.3989637, 2.1703714 41.3989979, 2.1703964 41.3990167, 2.1704555 41.3990297, 2.1704535 41.3990433, 2.1704511 41.399059, 2.1704323 41.3991354)",,2,,,,,,
426890143,5308946959,0,294798029,False,Carrer de Provença,cycleway,,3.814,"LINESTRING (2.1745033 41.4044521, 2.1744709 41.4044279)",2,1.5,2.5,,,,,
426890143,30555973,0,293858822,True,Carrer de la Marina,pedestrian,,2.711,"LINESTRING (2.1745033 41.4044521, 2.1744804 41.4044694)",2,9,,no,,,,
426890143,7600219348,0,"[294798029, 36726599]",False,Carrer de Provença,cycleway,,392.113,"LINESTRING (2.1745033 41.4044521, 2.1747222 41.4046152, 2.1747497 41.4046357, 2.1751965 41.4049704, 2.1753668 41.4050957, 2.1755935 41.4052646, 2.1758246 41.4054324, 2.1764586 41.4059043, 2.1766653 41.4060757, 2.1768998 41.4062583, 2.1775881 41.4067593, 2.17777 41.406902, 2.1778272 41.4069453)",2,1.5,2.5,,,,,
430535717,7679990621,0,674486783,True,Avinguda Diagonal,cycleway,,181.65499999999997,"LINESTRING (2.1704323 41.3991354, 2.1716622 41.3994247, 2.1717314 41.3994427, 2.1717733 41.3994536, 2.1724362 41.3996226, 2.1725036 41.3996398)",,,2,,,,,
430535717,430535718,0,701739499,False,Plaça de Mossèn Jacint Verdaguer,cycleway,,27.759,"LINESTRING (2.1704323 41.3991354, 2.1703964 41.3992086, 2.1703553 41.3992945, 2.1703171 41.3993696)",,2,,,,,,
430535717,426887391,0,"[792727075, 701739501]",False,Plaça de Mossèn Jacint Verdaguer,cycleway,,39.103,"LINESTRING (2.1704323 41.3991354, 2.1704511 41.399059, 2.1704535 41.3990433, 2.1704555 41.3990297, 2.1703964 41.3990167, 2.1703714 41.3989979, 2.1703605 41.3989637, 2.1703707 41.3989271, 2.1703186 41.3989166, 2.1702446 41.3988975)",,2,,,,,,
430535718,430535717,0,701739499,False,Plaça de Mossèn Jacint Verdaguer,cycleway,,27.759,"LINESTRING (2.1703171 41.3993696, 2.1703553 41.3992945, 2.1703964 41.3992086, 2.1704323 41.3991354)",,2,,,,,,
430535718,4961854647,0,"[314679873, 792727073, 792727074]",False,Plaça de Mossèn Jacint Verdaguer,cycleway,,63.818,"LINESTRING (2.1703171 41.3993696, 2.1703087 41.3993898, 2.1702923 41.3994532, 2.1702386 41.399451, 2.1701685 41.3994501, 2.1701112 41.3994579, 2.1699725 41.3994816, 2.1699194 41.3994578, 2.1698572 41.3994631, 2.1698099 41.3994868, 2.1697326 41.399552, 2.1697096 41.399539)",,2,,,,,,
430535735,5264394422,0,701739497,True,Avinguda Diagonal,cycleway,,18.879,"LINESTRING (2.1599593 41.396755, 2.15974 41.396713)",1,1.5,,,,,,
430535735,5264394017,0,312571016,True,Plaça del Cinc d'Oros,cycleway,,60.17,"LINESTRING (2.1599593 41.396755, 2.1599434 41.3967869, 2.1599088 41.3968106, 2.159863 41.3968055, 2.1597994 41.3968476, 2.1597421 41.3968861, 2.159377 41.3968914, 2.1593539 41.3969139, 2.1593402 41.3969051)",,,2.5,,,,,
430535758,1377225873,0,123527840,True,Plaça del Cinc d'Oros,cycleway,,24.069,"LINESTRING (2.1589105 41.3964877, 2.1589992 41.3964042, 2.1590981 41.3963234)",,,,,,,,
430535758,7806252278,0,474353837,True,Avinguda Diagonal,cycleway,,275.62899999999996,"LINESTRING (2.1589105 41.3964877, 2.1584142 41.3963657, 2.1579929 41.3962653, 2.1571876 41.3960604, 2.156865 41.3959824, 2.1567739 41.3959593, 2.1565496 41.3959024, 2.1562048 41.3958159, 2.1558886 41.3957325, 2.1557745 41.395707)",1,1.5,,,,,,
430537469,6099715640,0,37017540,False,Avinguda Diagonal,cycleway,,389.376,"LINESTRING (2.1436343 41.3926886, 2.1413438 41.3921009, 2.139493 41.3916503, 2.1393541 41.391627, 2.139278 41.3916074, 2.1392032 41.3915899)",2,3,,,,,,
430537469,3052730100,0,145565064,False,Plaça de Francesc Macià,cycleway,,78.337,"LINESTRING (2.1436343 41.3926886, 2.1436643 41.3926887, 2.143689 41.3926712, 2.1437369 41.3925801, 2.1437617 41.3925091, 2.1438077 41.3924139, 2.1438437 41.3923191, 2.1438604 41.3922827, 2.1439031 41.39224, 2.1439326 41.3922078, 2.1439621 41.3921856, 2.144001 41.3921785, 2.1440605 41.3921916, 2.1441199 41.3922048)",,,,,,,,
430541715,3204171000,0,37018011,False,,cycleway,,71.762,"LINESTRING (2.1081532 41.3837992, 2.1088927 41.3839849, 2.1088824 41.3839544, 2.108868 41.3839277)",2,,,,,,,
430541715,3204171000,1,702326806,False,Avinguda Diagonal,cycleway,,67.821,"LINESTRING (2.1081532 41.3837992, 2.1081669 41.3837466, 2.108868 41.3839277)",2,,,,,,,
430541715,430541719,0,"[307080752, 702326805]",False,,cycleway,,400.27000000000004,"LINESTRING (2.1081532 41.3837992, 2.1075899 41.3836566, 2.1068084 41.3834523, 2.1061611 41.3835435, 2.1054039 41.3838744, 2.1050739 41.3839777, 2.1048486 41.3841031, 2.1046683 41.384277, 2.1045996 41.3844122, 2.1045825 41.3845346, 2.1045911 41.3847213, 2.1045282 41.3848764, 2.1044527 41.3849089)",2,,,,,,,
430541719,430541715,0,"[307080752, 702326805]",False,,cycleway,,400.27,"LINESTRING (2.1044527 41.3849089, 2.1045282 41.3848764, 2.1045911 41.3847213, 2.1045825 41.3845346, 2.1045996 41.3844122, 2.1046683 41.384277, 2.1048486 41.3841031, 2.1050739 41.3839777, 2.1054039 41.3838744, 2.1061611 41.3835435, 2.1068084 41.3834523, 2.1075899 41.3836566, 2.1081532 41.3837992)",2,,,,,,,
434437196,4907910124,0,499522253,True,Carrer de Sant Antoni Maria Claret,cycleway,,209.12399999999997,"LINESTRING (2.1889317 41.4220281, 2.1888702 41.4220359, 2.1888395 41.4220116, 2.1886668 41.4218749, 2.1885448 41.4217826, 2.1883259 41.4216192, 2.1881976 41.4215199, 2.188128 41.4214652, 2.1880861 41.4214323, 2.1879361 41.4213206, 2.1877555 41.4211899, 2.1877044 41.4211579, 2.1874698 41.4210046, 2.1873249 41.4209014, 2.1871749 41.4208105, 2.1871057 41.4207685)",1,1.5,,,,,,
