u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,est_width,access,bridge,tunnel,area,service
5013852746,6428574587,0,114570864,False,Avinguda Diagonal,cycleway,,57.730999999999995,"LINESTRING (2.218752 41.4116958, 2.2186913 41.4116433, 2.2186148 41.4115853, 2.2185363 41.4115329, 2.218566 41.4115, 2.2185841 41.4114467, 2.2185621 41.4114254, 2.2185105 41.4114109, 2.2185284 41.4113841, 2.2185533 41.4113304, 2.218567 41.4112923)",2,3,,,,,,
5013852746,5006785493,0,512820172,False,,cycleway,,32.103,"LINESTRING (2.218752 41.4116958, 2.2189923 41.4115221, 2.2190086 41.4115128, 2.2190306 41.4114967)",,,,,,,,
5013852746,4431636956,0,"[512820195, 512821644]",True,Rambla de Prim,cycleway,,142.481,"LINESTRING (2.218752 41.4116958, 2.2187576 41.4118002, 2.2177754 41.4125366, 2.2176315 41.4125628, 2.2176009 41.4125706)",1,1.5,,,,,,
5028167017,3697148740,0,362064417,True,Carrer de la Diputació,cycleway,,141.78699999999998,"LINESTRING (2.1788415 41.3992861, 2.1788189 41.399268, 2.1786273 41.3991297, 2.1785917 41.3991022, 2.1783425 41.3989089, 2.1779537 41.3986184, 2.1778877 41.3985727, 2.1778149 41.3985224, 2.1776778 41.3984235, 2.1776345 41.3983886)",1,1.5,,,,,,
5028167017,3677164590,0,514738325,False,,cycleway,,141.346,"LINESTRING (2.1788415 41.3992861, 2.1788936 41.3992468, 2.179082 41.3991046, 2.1793644 41.3988913, 2.1798482 41.398526, 2.1799613 41.3984405, 2.1800116 41.3984025, 2.1800358 41.3983843)",1,,,,,,,
5028167017,5028167019,0,514738325,False,,cycleway,,125.20400000000001,"LINESTRING (2.1788415 41.3992861, 2.1786997 41.3993933, 2.1779475 41.3999613, 2.1777837 41.400085)",1,,,,,,,
5028167019,2926180698,0,289067598,True,Carrer del Consell de Cent,cycleway,,117.283,"LINESTRING (2.1777837 41.400085, 2.1779227 41.4001918, 2.1779574 41.4002183, 2.1787311 41.4008091, 2.1787686 41.4008378)",1,1.5,2.5,,,,,
5028167019,5028167017,0,514738325,False,,cycleway,,125.20400000000001,"LINESTRING (2.1777837 41.400085, 2.1779475 41.3999613, 2.1786997 41.3993933, 2.1788415 41.3992861)",1,,,,,,,
5028167019,5028194622,0,514738325,False,,cycleway,,99.341,"LINESTRING (2.1777837 41.400085, 2.1777273 41.4001275, 2.1775987 41.4002246, 2.1775164 41.4002868, 2.1769919 41.4006829, 2.1769443 41.4007188)",1,,,,,,,
5028194622,6316683142,0,315978495,False,Avinguda Diagonal,cycleway,,121.54100000000001,"LINESTRING (2.1769443 41.4007188, 2.177092 41.4007569, 2.1782323 41.4010556, 2.1782673 41.4010648, 2.1783213 41.4010762)",2,3,2,,,,,
5028194622,3053404672,0,"[37017346, 315978495]",False,Avinguda Diagonal,cycleway,,161.41499999999996,"LINESTRING (2.1769443 41.4007188, 2.1768994 41.4007031, 2.1761262 41.400523, 2.1759349 41.4004975, 2.1756916 41.4004642, 2.1752788 41.4003796, 2.1752518 41.4003737, 2.1752286 41.4003674, 2.1751569 41.4003394, 2.1750935 41.4003124)",2,3,2,,,,,
5028194622,5028167019,0,514738325,False,,cycleway,,99.34100000000001,"LINESTRING (2.1769443 41.4007188, 2.1769919 41.4006829, 2.1775164 41.4002868, 2.1775987 41.4002246, 2.1777273 41.4001275, 2.1777837 41.400085)",1,,,,,,,
5028194622,7679990604,0,"[822510353, 674486778, 674486779, 521209877]",False,,cycleway,,180.934,"LINESTRING (2.1769443 41.4007188, 2.1769247 41.4007333, 2.1768829 41.4007642, 2.1767471 41.4008645, 2.1766342 41.4009498, 2.1765914 41.4009821, 2.1763763 41.4011442, 2.1760443 41.4014067, 2.1757089 41.4016637, 2.1754834 41.4018321, 2.1754184 41.401875)",1,"['2', '2.5']",,,,,,
5065889834,4828366707,0,166649208,False,Carrer de Ribes,cycleway,,7.594,"LINESTRING (2.1823165 41.3966374, 2.1823532 41.3966999)",2,2,,,,,,
5065889834,506236259,0,166649208,False,Carrer de Ribes,cycleway,,42.803,"LINESTRING (2.1823165 41.3966374, 2.1823096 41.3965867, 2.18228 41.3964978, 2.1822455 41.3963552, 2.1822032 41.3962631)",2,2,,,,,,
5065889834,5288015240,0,609481903,True,,cycleway,,534.22,"LINESTRING (2.1823165 41.3966374, 2.1823448 41.3966179, 2.1825141 41.3965014, 2.1827028 41.3963602, 2.1834142 41.3958277, 2.1836385 41.3956599, 2.183845 41.3954947, 2.1845857 41.3949023, 2.1848918 41.3946812, 2.1858568 41.3939897, 2.1867452 41.3932783, 2.1868232 41.3932262)",,,,,,,,
5164573926,5332985287,0,"[532148176, 552352872, 465613868, 465614005]",False,,cycleway,,500.8200000000001,"LINESTRING (2.1918462 41.4239786, 2.1924719 41.423996, 2.1932508 41.4240176, 2.1935105 41.424063, 2.1936478 41.4240679, 2.1955357 41.4237231, 2.1956575 41.4236726, 2.195787 41.4235941, 2.1958637 41.4235011, 2.1959052 41.4234231, 2.1959191 41.4232908, 2.195884 41.4231525, 2.1958274 41.4228711, 2.1958425 41.422716, 2.1959248 41.4225825, 2.1961094 41.4224063, 2.1962625 41.4223244, 2.1963136 41.4223079)",,,,,yes,,,
5168258102,5168258103,0,532631876,False,Carrer de Muntaner,cycleway,,117.048,"LINESTRING (2.1632487 41.3837821, 2.1630016 41.3839601, 2.1625786 41.3842727, 2.162255 41.384525)",2,2.5,,,,,,
5168258103,5168258102,0,532631876,False,Carrer de Muntaner,cycleway,,117.048,"LINESTRING (2.162255 41.384525, 2.1625786 41.3842727, 2.1630016 41.3839601, 2.1632487 41.3837821)",2,2.5,,,,,,
5216417462,2291722035,0,440740417,False,Carrer de la Ciutat de Granada,cycleway,,224.24699999999999,"LINESTRING (2.2013922 41.3958487, 2.2013591 41.3958697, 2.2012589 41.3959473, 2.2007782 41.3963194, 2.2006028 41.3964551, 2.2004315 41.3965865, 2.2000887 41.3968494, 2.1996583 41.3971766, 2.1995106 41.3972889)",2,2,,,,,,
5216417462,7309041666,0,"[782672806, 539019519]",False,,cycleway,,152.27700000000002,"LINESTRING (2.2013922 41.3958487, 2.2011808 41.3956714, 2.2011763 41.3956676, 2.2011186 41.3956133, 2.2010868 41.3955604, 2.2010556 41.3955096, 2.2010305 41.3954427, 2.2010157 41.3953823, 2.201006 41.3953306, 2.2010046 41.3952672, 2.201009 41.3952063, 2.2010194 41.3951485, 2.2010381 41.3950821, 2.2010609 41.3950298, 2.2010729 41.3949838, 2.2011068 41.3949281, 2.2011328 41.3948885, 2.201136 41.3948698, 2.2011218 41.3948256, 2.2010975 41.3947957, 2.20093 41.39465, 2.2009207 41.3946423)",,,,,,,,
5216417462,5290018849,0,"[547474632, 539019519]",False,,cycleway,,688.038,"LINESTRING (2.2013922 41.3958487, 2.2014537 41.3959, 2.2032952 41.3974436, 2.2033644 41.3975016, 2.203406 41.3975448, 2.203456 41.3975894, 2.2035979 41.3977146, 2.2038575 41.3979299, 2.2039119 41.3979725, 2.2039645 41.3980197, 2.2045227 41.3984559, 2.2045577 41.3984849, 2.2045894 41.3985111, 2.2046226 41.3985353, 2.2046511 41.3985562, 2.2046663 41.3985714, 2.2046744 41.3986007, 2.2050504 41.3989141, 2.205331 41.3991324, 2.205389 41.3991776, 2.2058128 41.3995164, 2.2058876 41.3995762, 2.2059803 41.3996494, 2.2062625 41.399884, 2.2062896 41.3999052, 2.2064889 41.4000748, 2.2068065 41.400333, 2.2068561 41.4003733, 2.2069259 41.40043)",,,,,,,,
5216444723,2304824468,0,"[709510546, 286359021]",False,Carrer de Ramon Turró,cycleway,,134.279,"LINESTRING (2.1904775 41.3904985, 2.1904368 41.3904679, 2.1893086 41.3896683)",2,3,,,,,,
5216444723,2767286512,0,286359021,False,Carrer de Ramon Turró,cycleway,,130.95499999999998,"LINESTRING (2.1904775 41.3904985, 2.1905744 41.3905918, 2.1906504 41.3906492, 2.1912416 41.3910959, 2.1912799 41.3911249, 2.191605 41.3911157, 2.1916333 41.3911365, 2.1916662 41.3911605)",2,3,,,,,,
5216444723,5772878690,0,609481903,True,,cycleway,,364.51300000000003,"LINESTRING (2.1904775 41.3904985, 2.1906548 41.3903651, 2.1913444 41.3898463, 2.1915596 41.3896926, 2.1916369 41.3896377, 2.1916873 41.3895567, 2.1917568 41.3895052, 2.1924251 41.3890101, 2.1926467 41.38884, 2.1928675 41.3886854, 2.1933104 41.3883384, 2.1933353 41.3883189, 2.1934835 41.388245, 2.1935187 41.3882159, 2.1935568 41.3881847)",,,,,,,,
5216444727,5216444731,0,"[539022170, 539022171]",False,,cycleway,,39.88699999999999,"LINESTRING (2.1942882 41.3875803, 2.1944707 41.3874809, 2.1946362 41.3873674, 2.1946571 41.387353)",,,,,,yes,,
5216444731,3808072579,0,490742437,False,Carrer de Salvador Espriu,cycleway,,95.955,"LINESTRING (2.1946571 41.387353, 2.1954724 41.3879617)",2,3,,,,,,
5216444731,911778642,0,"[490742437, 490742439, 490742441, 490742442, 72047691, 490742443, 490742444, 280405227, 490742445, 309051292]",False,"['Carrer del Doctor Aiguader', 'Carrer de Salvador Espriu', 'Plaça de Pau Vila']",cycleway,,1270.683,"LINESTRING (2.1946571 41.387353, 2.1946411 41.3873402, 2.1946055 41.3873145, 2.1945382 41.3872675, 2.1943984 41.3871317, 2.1942848 41.3869235, 2.194205 41.3867903, 2.1941144 41.3867169, 2.1936725 41.3863895, 2.1932475 41.3860539, 2.1930093 41.3858717, 2.1925698 41.3855785, 2.1922797 41.3853967, 2.1919281 41.3852019, 2.1915025 41.384981, 2.1912407 41.3848532, 2.1895454 41.3840257, 2.1887811 41.3836699, 2.1883208 41.3834568, 2.1869622 41.3828438, 2.1868056 41.3827712, 2.1857516 41.3822829, 2.1855336 41.382291, 2.185485 41.3822651, 2.1854143 41.3822307, 2.1853597 41.382188, 2.1853059 41.3821148, 2.1851213 41.3820298, 2.184986 41.3819399, 2.1848396 41.3818915, 2.1847756 41.3818515, 2.1846914 41.381808, 2.1845784 41.3817356, 2.1844163 41.3816226, 2.1843414 41.3815522, 2.1842856 41.3814802, 2.1842311 41.3813711, 2.1841942 41.3813357, 2.1841517 41.3813034, 2.1841292 41.381295, 2.1840902 41.3812804, 2.184026 41.381264, 2.1835486 41.381191, 2.1832328 41.3811405, 2.1831459 41.3811275, 2.1830571 41.3811244, 2.1828904 41.3811363, 2.1827221 41.3811566, 2.1824535 41.3812449)",2,"['3', '2']",,,,,,
5216444731,5216444727,0,"[539022170, 539022171]",False,,cycleway,,39.887,"LINESTRING (2.1946571 41.387353, 2.1946362 41.3873674, 2.1944707 41.3874809, 2.1942882 41.3875803)",,,,,,yes,,
5216444739,5288015269,0,"[546209921, 550268798]",False,Carrer de Pujades,cycleway,,98.496,"LINESTRING (2.1879959 41.3923826, 2.1879428 41.3923483, 2.1878562 41.3922779, 2.1877449 41.3921924, 2.1872469 41.3918128, 2.1872299 41.3917999, 2.1872099 41.3917853, 2.1871658 41.391753)",2,2.5,,,,,,
5216444739,5314940929,0,"[702326824, 550268798]",False,Carrer de Pujades,cycleway,,88.023,"LINESTRING (2.1879959 41.3923826, 2.188186 41.3924673, 2.1887912 41.3928979)",2,2.5,,,,,,
5216444739,5216444723,0,609481903,True,,cycleway,,294.635,"LINESTRING (2.1879959 41.3923826, 2.1880624 41.3923348, 2.1881637 41.3922379, 2.1882571 41.3921686, 2.1889622 41.3916445, 2.1891572 41.3915, 2.1893935 41.3913215, 2.1901347 41.3907619, 2.1904236 41.3905437, 2.1904775 41.3904985)",,,,,,,,
5230187244,5230187246,0,540676269,False,,cycleway,,15.687000000000001,"LINESTRING (2.2198939 41.4115425, 2.2198416 41.4115624, 2.2197786 41.4115898, 2.2197309 41.4116127)",,,,,,,,
5230187246,5006977104,0,"[540673613, 512000246]",True,,cycleway,,125.699,"LINESTRING (2.2197309 41.4116127, 2.2201991 41.412133, 2.2205968 41.4125377)",2,,,,,,,
5230187246,5230187244,0,540676269,False,,cycleway,,15.687,"LINESTRING (2.2197309 41.4116127, 2.2197786 41.4115898, 2.2198416 41.4115624, 2.2198939 41.4115425)",,,,,,,,
5230187246,2291722049,0,702147968,False,,cycleway,,14.309,"LINESTRING (2.2197309 41.4116127, 2.2197069 41.4116233, 2.219645 41.4116494, 2.219583 41.4116779)",,,,,,,,
5245545282,2894051518,0,542569880,False,,cycleway,,12.858,"LINESTRING (2.1867982 41.3967549, 2.1869523 41.396752)",,,,,,,,
5245545282,2894051522,0,285774886,True,Avinguda Meridiana,cycleway,,35.439,"LINESTRING (2.1867982 41.3967549, 2.1867984 41.3966817, 2.1867953 41.3964362)",1,2,,,,,,
5264394017,430535758,0,"[312571016, 701737450]",True,Plaça del Cinc d'Oros,cycleway,,59.91999999999999,"LINESTRING (2.1593402 41.3969051, 2.1593064 41.3968839, 2.1592604 41.3968549, 2.1591021 41.396717, 2.1590649 41.3966702, 2.1590042 41.3966205, 2.1589526 41.3965615, 2.1589021 41.3965038, 2.1589105 41.3964877)",,,2.5,,,,,
5264394422,5264394017,0,701737451,True,Plaça del Cinc d'Oros,cycleway,,40.24,"LINESTRING (2.15974 41.396713, 2.1596937 41.3967561, 2.159608 41.3967843, 2.1595277 41.3968141, 2.1593787 41.3968745, 2.1593402 41.3969051)",1,1.5,,,,,,
5264394422,430535758,0,701739497,True,Avinguda Diagonal,cycleway,,73.65,"LINESTRING (2.15974 41.396713, 2.1596077 41.3966876, 2.1592013 41.3965706, 2.1589105 41.3964877)",1,1.5,,,,,,
5268180735,7618050501,0,467485237,True,Gran Via de les Corts Catalanes,cycleway,,163.112,"LINESTRING (2.1698311 41.390759, 2.1697394 41.3907279, 2.1697097 41.3907041, 2.1696907 41.3907024, 2.1696396 41.3906708, 2.1695622 41.390615, 2.1693309 41.3904371, 2.1690756 41.3902439, 2.1687462 41.3899937, 2.1685705 41.3898692, 2.1684842 41.3898046, 2.1684555 41.3897825, 2.1684193 41.3897554)",1,2,,,,,,
5268180735,7511891181,0,803424581,True,carril bici Pau Claris Provisional COVID,cycleway,,23.935000000000002,"LINESTRING (2.1698311 41.390759, 2.1699252 41.3906881, 2.1699493 41.3906695, 2.1699736 41.3906516, 2.1700336 41.3906065)",,1,,,,,,
5277832160,5003730060,0,"[511558515, 718177939, 817468476, 817468477]",False,,cycleway,,97.221,"LINESTRING (2.1745061 41.411015, 2.1744401 41.4110099, 2.1743973 41.4110119, 2.1742463 41.4111242, 2.1741488 41.4112034, 2.1741447 41.4112673, 2.1740829 41.4113208, 2.173945 41.4114158, 2.1737642 41.4114216, 2.1736956 41.4114761, 2.17366 41.4115049)",,,,,,,,
5277832160,5277854768,0,718177940,False,,cycleway,,106.81,"LINESTRING (2.1745061 41.411015, 2.1745339 41.4109928, 2.1752051 41.4104581, 2.175384 41.4103156)",,,,,,,,
5277854768,6744513186,0,546136145,True,Carrer de la Indústria,cycleway,,1082.804,"LINESTRING (2.175384 41.4103156, 2.1756254 41.4105013, 2.1759036 41.4107153, 2.1763689 41.411082, 2.1765389 41.4112159, 2.1767343 41.411369, 2.1775176 41.4119824, 2.1776867 41.4121149, 2.1779152 41.4123057, 2.1785438 41.4128307, 2.1787039 41.4129644, 2.1788947 41.4131222, 2.1793881 41.4135301, 2.1795307 41.4136481, 2.1795931 41.4136982, 2.1798073 41.4138702, 2.1800193 41.4140227, 2.1806576 41.4144818, 2.1808293 41.4146053, 2.1810196 41.4147492, 2.1819418 41.4154462, 2.1820804 41.4155509, 2.1821774 41.4156217, 2.1824003 41.4157604, 2.1826106 41.415913, 2.1827972 41.4160412, 2.1831833 41.4163185, 2.1832107 41.4163466, 2.1834256 41.4165082, 2.1841631 41.4170351, 2.1843683 41.4171816, 2.1844199 41.4172199, 2.1844777 41.4172591)",,,,,,,,
5277854768,5277832160,0,718177940,False,,cycleway,,106.81,"LINESTRING (2.175384 41.4103156, 2.1752051 41.4104581, 2.1745339 41.4109928, 2.1745061 41.411015)",,,,,,,,
5277854768,4682071746,0,"[718177940, 474202255]",False,,cycleway,,411.379,"LINESTRING (2.175384 41.4103156, 2.1754221 41.4102865, 2.1756427 41.4101205, 2.1765468 41.4094397, 2.1776875 41.4085783, 2.1781109 41.4082647, 2.1788102 41.4077429, 2.1788701 41.4076982)",,,,,,,,
5278618156,5288015274,0,547289594,False,Passeig de Pujades,cycleway,,3.743,"LINESTRING (2.1868153 41.3915196, 2.1868593 41.3915262)",2,2.5,,,,,,
5278618156,7650348417,0,"[547289595, 547289596]",False,Passeig de Pujades,cycleway,,8.304,"LINESTRING (2.1868153 41.3915196, 2.186802 41.391506, 2.1867607 41.3914572)",2,2.5,,,,,,
5278618448,5522714251,0,546209923,False,Passeig de Pujades,cycleway,,208.09400000000002,"LINESTRING (2.1817928 41.3876105, 2.1818909 41.3876821, 2.1822791 41.3879646, 2.1822939 41.3879762, 2.182312 41.3879898, 2.1823472 41.3880151, 2.1824032 41.3881083, 2.1824493 41.3881704, 2.182465 41.3881837, 2.1825418 41.3882648, 2.1825602 41.3882841, 2.1825805 41.3883003, 2.1826334 41.3883426, 2.1829181 41.3885614, 2.1830387 41.3886489, 2.183091 41.3886817, 2.183287 41.3888339, 2.1834048 41.3889131, 2.1834289 41.3889293, 2.1834554 41.3889485, 2.1834858 41.3889704)",2,2.5,,,,,,
5288015240,3191672225,0,547289590,True,Avinguda Meridiana,cycleway,,151.437,"LINESTRING (2.1868232 41.3932262, 2.1868405 41.393183, 2.1868382 41.3931546, 2.1868378 41.393033, 2.1868371 41.3929497, 2.1868345 41.3927966, 2.1868318 41.3925398, 2.1868285 41.3922524, 2.1868265 41.3919926, 2.1868253 41.3918663)",1,1.5,,,,,,
5288015240,5288015259,0,609481903,True,,cycleway,,16.807,"LINESTRING (2.1868232 41.3932262, 2.1868754 41.3931971, 2.1869694 41.3931229)",,,,,,,,
5288015250,3149542458,0,"[490602021, 309618894]",True,Avinguda Meridiana amb Carrer de la Marina,cycleway,,12.706,"LINESTRING (2.1868406 41.3946433, 2.1868709 41.3946354, 2.1869165 41.3946333, 2.1869553 41.3946351, 2.1869889 41.3946441)","['1', '2']",2,3,,,,,
5288015250,5288015240,0,547289590,True,Avinguda Meridiana,cycleway,,157.67600000000002,"LINESTRING (2.1868406 41.3946433, 2.1868337 41.3945766, 2.1868351 41.3944719, 2.1868318 41.3943518, 2.1868345 41.3941854, 2.1868371 41.3940228, 2.1868391 41.3938008, 2.1868411 41.3935455, 2.1868384 41.3935217, 2.1868378 41.3933334, 2.1868232 41.3932262)",1,1.5,,,,,,
5288015259,3149542458,0,547289592,True,Avinguda Meridiana,cycleway,,169.297,"LINESTRING (2.1869694 41.3931229, 2.1869908 41.3932756, 2.1869937 41.3934969, 2.186997 41.393717, 2.1870003 41.3940188, 2.1870023 41.3943058, 2.1870028 41.3943459, 2.1870003 41.3944818, 2.1869988 41.394577, 2.1869889 41.3946441)",1,1.5,,,,,,
5288015259,5216444739,0,609481903,True,,cycleway,,118.78399999999999,"LINESTRING (2.1869694 41.3931229, 2.1870105 41.3930904, 2.1878746 41.3924698, 2.1879959 41.3923826)",,,,,,,,
5288015267,5288015259,0,547289592,True,Avinguda Meridiana,cycleway,,153.41,"LINESTRING (2.1869818 41.3917454, 2.1869837 41.3918646, 2.1869844 41.3919327, 2.1869864 41.3921354, 2.1869917 41.3923669, 2.186993 41.3926355, 2.1869924 41.3927827, 2.1869957 41.392807, 2.1869924 41.392865, 2.1869924 41.3930464, 2.1869694 41.3931229)",1,1.5,,,,,,
5288015269,5216444739,0,"[546209921, 550268798]",False,Carrer de Pujades,cycleway,,98.496,"LINESTRING (2.1871658 41.391753, 2.1872099 41.3917853, 2.1872299 41.3917999, 2.1872469 41.3918128, 2.1877449 41.3921924, 2.1878562 41.3922779, 2.1879428 41.3923483, 2.1879959 41.3923826)",2,2.5,,,,,,
5288015269,5288015273,0,"[546209921, 547289594]",False,"['Carrer de Pujades', 'Passeig de Pujades']",cycleway,,21.286,"LINESTRING (2.1871658 41.391753, 2.1870584 41.3916708, 2.1870073 41.3916355, 2.1869842 41.3916186)",2,2.5,,,,,,
5288015269,5288015267,0,547289591,True,Avinguda Meridiana,cycleway,,15.395000000000001,"LINESTRING (2.1871658 41.391753, 2.1870098 41.3917439, 2.1869818 41.3917454)",1,1.5,,,,,,
5288015273,5288015274,0,547289594,False,Passeig de Pujades,cycleway,,14.633,"LINESTRING (2.1869842 41.3916186, 2.1868593 41.3915262)",2,2.5,,,,,,
5288015273,5288015267,0,547289592,True,Avinguda Meridiana,cycleway,,14.11,"LINESTRING (2.1869842 41.3916186, 2.1869798 41.3916943, 2.1869818 41.3917454)",1,1.5,,,,,,
5288015273,5288015269,0,"[546209921, 547289594]",False,"['Carrer de Pujades', 'Passeig de Pujades']",cycleway,,21.286,"LINESTRING (2.1869842 41.3916186, 2.1870073 41.3916355, 2.1870584 41.3916708, 2.1871658 41.391753)",2,2.5,,,,,,
5288015274,5288015276,0,547289593,True,Avinguda Meridiana,cycleway,,9.616,"LINESTRING (2.1868593 41.3915262, 2.1868235 41.3916084)",1,1.5,,,,,,
5288015274,5288015273,0,547289594,False,Passeig de Pujades,cycleway,,14.633,"LINESTRING (2.1868593 41.3915262, 2.1869842 41.3916186)",2,2.5,,,,,,
5288015274,5278618156,0,547289594,False,Passeig de Pujades,cycleway,,3.743,"LINESTRING (2.1868593 41.3915262, 2.1868153 41.3915196)",2,2.5,,,,,,
5288015276,5278618156,0,666426518,True,Avinguda Meridiana,cycleway,,9.898,"LINESTRING (2.1868235 41.3916084, 2.1868153 41.3915196)",1,1.5,,,,,,
5288015276,3191672225,0,547289597,False,Avinguda Meridiana,cycleway,,28.677,"LINESTRING (2.1868235 41.3916084, 2.186824 41.3916478, 2.1868239 41.3916888, 2.1868253 41.3918663)",2,1.5,,,,,,
5290018844,4803419630,0,271495703,False,Carrer de Bac de Roda,cycleway,,185.21300000000002,"LINESTRING (2.2102295 41.4027274, 2.2101207 41.402815, 2.2099743 41.402933, 2.2098488 41.4030255, 2.2092282 41.4034828, 2.2091459 41.4035435, 2.20908 41.4035956, 2.2086753 41.4039005, 2.2086644 41.4039087)",2,2.5,,,,,,
5290018844,2017213353,0,"[271495703, 271586071, 359544125, 271613468, 280405213]",False,Carrer de Bac de Roda,cycleway,,362.32399999999996,"LINESTRING (2.2102295 41.4027274, 2.2102639 41.4027002, 2.2103874 41.4026062, 2.2113009 41.401911, 2.2113212 41.4018956, 2.2113521 41.4018721, 2.2114105 41.4019176, 2.211484 41.4019733, 2.2115031 41.4019878, 2.2116672 41.4018616, 2.2117013 41.4018374, 2.2117271 41.4017955, 2.2119576 41.4016244, 2.2122475 41.4014093, 2.2124995 41.4012137, 2.2126004 41.401151, 2.2128815 41.4009376, 2.2131252 41.4007243, 2.2132468 41.4006203)",2,2.5,,,yes,,,
5290018844,5393693769,0,547474632,False,,cycleway,,396.736,"LINESTRING (2.2102295 41.4027274, 2.2102874 41.402774, 2.2104359 41.4028857, 2.2112227 41.4034773, 2.2114092 41.4036176, 2.2115407 41.4037173, 2.2124031 41.4043713, 2.2125343 41.4044707, 2.2126773 41.4045774, 2.2135304 41.4052142, 2.2135859 41.4052556)",,,,,,,,
5290018844,5290018851,0,547474632,False,,cycleway,,374.62899999999996,"LINESTRING (2.2102295 41.4027274, 2.2101435 41.4026623, 2.2092888 41.4020151, 2.209149 41.4019092, 2.2090168 41.4018113, 2.2081725 41.4011864, 2.2080362 41.4010855, 2.2079069 41.4009874, 2.2071121 41.4003843, 2.207057 41.4003425)",,,,,,,,
5290018845,7326548163,0,271483593,False,Carrer de la Selva de Mar,cycleway,,12.473,"LINESTRING (2.2137474 41.4053785, 2.2136423 41.4054583)",2,2.5,,,,,,
5290018845,5393693761,0,271483593,False,Carrer de la Selva de Mar,cycleway,,13.87,"LINESTRING (2.2137474 41.4053785, 2.2137811 41.4053529, 2.2138646 41.40529)",2,2.5,,,,,,
5290018845,5393693769,0,547474632,False,,cycleway,,19.19,"LINESTRING (2.2137474 41.4053785, 2.2136817 41.4053271, 2.2135859 41.4052556)",,,,,,,,
5290018845,5393693756,0,784307494,True,,cycleway,,74.387,"LINESTRING (2.2137474 41.4053785, 2.2138024 41.4054058, 2.2138308 41.405435, 2.2138909 41.4055371, 2.2139318 41.4056065, 2.2140566 41.4058184, 2.2141191 41.4058934, 2.2141719 41.405958)",,,,,,,,
5290018849,5290018851,0,547474632,False,,cycleway,,14.637,"LINESTRING (2.2069259 41.40043, 2.207057 41.4003425)",,,,,,,,
5290018849,5216417462,0,"[547474632, 539019519]",False,,cycleway,,688.038,"LINESTRING (2.2069259 41.40043, 2.2068561 41.4003733, 2.2068065 41.400333, 2.2064889 41.4000748, 2.2062896 41.3999052, 2.2062625 41.399884, 2.2059803 41.3996494, 2.2058876 41.3995762, 2.2058128 41.3995164, 2.205389 41.3991776, 2.205331 41.3991324, 2.2050504 41.3989141, 2.2046744 41.3986007, 2.2046663 41.3985714, 2.2046511 41.3985562, 2.2046226 41.3985353, 2.2045894 41.3985111, 2.2045577 41.3984849, 2.2045227 41.3984559, 2.2039645 41.3980197, 2.2039119 41.3979725, 2.2038575 41.3979299, 2.2035979 41.3977146, 2.203456 41.3975894, 2.203406 41.3975448, 2.2033644 41.3975016, 2.2032952 41.3974436, 2.2014537 41.3959, 2.2013922 41.3958487)",,,,,,,,
5290018849,5711742101,0,785188737,False,Carrer de Bilbao,cycleway,,185.629,"LINESTRING (2.2069259 41.40043, 2.20672 41.4005707, 2.2056255 41.4013851, 2.2053805 41.4015518, 2.2053572 41.4015682, 2.205329 41.4015922)",,,,,,,,
5290018851,5290018849,0,547474632,False,,cycleway,,14.637,"LINESTRING (2.207057 41.4003425, 2.2069259 41.40043)",,,,,,,,
5290018851,5290018844,0,547474632,False,,cycleway,,374.62899999999996,"LINESTRING (2.207057 41.4003425, 2.2071121 41.4003843, 2.2079069 41.4009874, 2.2080362 41.4010855, 2.2081725 41.4011864, 2.2090168 41.4018113, 2.209149 41.4019092, 2.2092888 41.4020151, 2.2101435 41.4026623, 2.2102295 41.4027274)",,,,,,,,
5290018851,870495153,0,600804537,False,,cycleway,,290.0319999999999,"LINESTRING (2.207057 41.4003425, 2.2070786 41.4003243, 2.2071841 41.4002461, 2.2078399 41.3997598, 2.2082198 41.3994826, 2.208389 41.3993609, 2.208464 41.3993164, 2.208599 41.3992148, 2.2092199 41.3987475, 2.2093749 41.3986486, 2.2094251 41.3985779, 2.2094876 41.3984897)",,,,,,,,
5306386378,2435593701,0,370606291,False,,cycleway,,3.984,"LINESTRING (2.1682401 41.3797404, 2.1682383 41.3797046)",,,,no,,,,
5306386386,3743065528,0,370605628,False,,cycleway,,4.75,"LINESTRING (2.1705182 41.3778174, 2.1704843 41.3778215, 2.170462 41.3778242)",,,,no,,,,
5308938572,5308946959,0,294798029,False,Carrer de Provença,cycleway,,9.229,"LINESTRING (2.1743924 41.4043694, 2.1744709 41.4044279)",2,1.5,2.5,,,,,
5308938572,5344717236,0,294798029,False,Carrer de Provença,cycleway,,135.502,"LINESTRING (2.1743924 41.4043694, 2.1742792 41.404285, 2.1734588 41.4036736, 2.1734325 41.403654, 2.1732558 41.4035223, 2.1732399 41.4035105)",2,1.5,2.5,,,,,
5308938572,5001734917,0,511299257,False,,cycleway,,20.781,"LINESTRING (2.1743924 41.4043694, 2.1743595 41.4043922, 2.1743316 41.4044109, 2.1743283 41.4045361)",,,,,,,,
5308946959,5308938572,0,294798029,False,Carrer de Provença,cycleway,,9.229,"LINESTRING (2.1744709 41.4044279, 2.1743924 41.4043694)",2,1.5,2.5,,,,,
