u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,width,est_width,access,bridge,tunnel,area,service
31285283,6875270310,0,250677328,True,2,Carrer de Ganduxer,residential,30,77.519,"LINESTRING (2.1359583 41.3970189, 2.1355036 41.3976269)",,,,,,,
31285424,324231840,0,709075302,True,4,Carrer de Ganduxer,tertiary,30,95.312,"LINESTRING (2.1306119 41.4039461, 2.1300311 41.4046843)",,,,,,,
31285427,6875265479,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,59.405,"LINESTRING (2.1314597 41.4028454, 2.1311095 41.4033106)",,,,,,,
31285428,6875265484,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,54.936,"LINESTRING (2.1318493 41.4023435, 2.1315164 41.4027698)",,,,,,,
31285430,6875270291,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,31.343,"LINESTRING (2.1324434 41.4015732, 2.1322597 41.4018191)",,,,,,,
31285431,6875270293,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,75.94,"LINESTRING (2.1329405 41.4009234, 2.1324847 41.4015146)",,,,,,,
31285432,6875270299,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,7.398,"LINESTRING (2.1333308 41.4004153, 2.1332855 41.4004725)",,,,,,,
31285435,6875270317,0,250677328,True,2,Carrer de Ganduxer,residential,30,74.451,"LINESTRING (2.1364881 41.3963405, 2.1360385 41.3969189)",,,,,,,
31285436,1375272376,0,237515356,True,2,Carrer de Ganduxer,residential,30,6.731,"LINESTRING (2.1373298 41.3952773, 2.1372901 41.39533)",,,,,,,
258359282,7234883330,0,830793058,False,,Carrer del Gran Capità,residential,30,12.415,"LINESTRING (2.1095455 41.387935, 2.1096698 41.3878736)",,,,,,,
258359282,6099838346,0,571426636,False,,Carrer de Sor Eulàlia d'Anzizu,residential,30,4.03,"LINESTRING (2.1095455 41.387935, 2.1095184 41.387905)",,,,,,,
269376045,6663108848,0,709075300,True,3,Carrer de Ganduxer,tertiary,30,4.383,"LINESTRING (2.1386467 41.3930185, 2.1386343 41.3930568)",,,,,,,
330415541,6875270286,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,11.113,"LINESTRING (2.1320152 41.4021228, 2.1319513 41.4022105)",,,,,,,
356295210,5676284315,0,551933607,True,,Carrer dels Cavallers,residential,30,68.952,"LINESTRING (2.1087824 41.3883631, 2.1083451 41.3878369)",,,,,,,
356295211,5676284316,0,551933607,True,,Carrer dels Cavallers,residential,30,8.548,"LINESTRING (2.108987 41.3885378, 2.1089187 41.3884805)",,,,,,,
356295212,7233634003,0,391402482,True,2,Carrer dels Cavallers,residential,30,7.339,"LINESTRING (2.1106845 41.3898406, 2.110623 41.3897934)",,,,,,,
356295237,6099838348,0,551933608,True,,Carrer de Carreras,residential,30,2.677,"LINESTRING (2.1090535 41.3873902, 2.1090272 41.387404)",,,,,,,
356295237,7234883339,0,571426636,False,,Carrer de Sor Eulàlia d'Anzizu,residential,30,11.816,"LINESTRING (2.1090535 41.3873902, 2.1091329 41.3874782)",,,,,,,
356295240,7233634062,0,31823239,True,,Carrer de Carreras,residential,30,4.513,"LINESTRING (2.1082984 41.3877856, 2.1082532 41.3878079)",,,,,,,
356295240,6099838351,0,31823236,False,,Carrer dels Cavallers,residential,30,4.414,"LINESTRING (2.1082984 41.3877856, 2.1082692 41.3877525)",,,,,,,
359236300,5491831747,0,542503075,True,,Carrer dels Cavallers,residential,30,9.271,"LINESTRING (2.1149467 41.3931898, 2.1148694 41.3931299)",,,,,,,
359236301,5491831756,0,542503075,True,,Carrer dels Cavallers,residential,30,5.554,"LINESTRING (2.1130269 41.3916892, 2.1129813 41.3916528)",,,,,,,
359236302,5491831752,0,549755457,True,1,Carrer dels Cavallers,residential,30,10.182,"LINESTRING (2.1118185 41.390738, 2.1117339 41.390672)",,,,,,,
390227138,6314709890,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,19.441,"LINESTRING (2.1120691 41.38421, 2.1121454 41.3840448)",,,,,,,
416523685,772096081,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,7.542,"LINESTRING (2.1126766 41.3829246, 2.1127094 41.3828614)",,,,,,,
667387213,6875234502,0,24793408,True,,Plaça de Sant Gregori Taumaturg,tertiary,30,6.322,"LINESTRING (2.1380898 41.3942503, 2.138164 41.3942619)",,,,,,,
667387220,1840720976,0,237515356,True,2,Carrer de Ganduxer,residential,30,5.192,"LINESTRING (2.1377897 41.3947029, 2.1377541 41.3947412)",,,,,,,
667387220,1840720989,0,709075301,True,,Plaça de Sant Gregori Taumaturg,tertiary,30,7.076,"LINESTRING (2.1377897 41.3947029, 2.1377364 41.3946534)",,,,,,,
687897101,687897104,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,45.083,"LINESTRING (2.112814 41.3826984, 2.1131309 41.38237)",,,,,,,
687897104,1930257080,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,62.174,"LINESTRING (2.1131309 41.38237, 2.1136284 41.3819537)",,,,,,,
772096081,7251799842,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,15.624,"LINESTRING (2.1127094 41.3828614, 2.1127912 41.382735)",,,,,,,
1009204152,7757019554,0,237914531,False,,Carrer del Gran Capità,residential,30,47.886,"LINESTRING (2.1110479 41.3871843, 2.1115308 41.3869515)",,,,,,,
1009204152,1982918816,0,830793058,False,,Carrer del Gran Capità,residential,30,132.111,"LINESTRING (2.1110479 41.3871843, 2.1097305 41.3878436)",,,,,,,
1116623921,6875270313,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,17.285,"LINESTRING (2.135379 41.3977824, 2.1352724 41.3979157)",,,,,,,
1375168061,269376045,0,709075300,True,3,Carrer de Ganduxer,tertiary,30,112.326,"LINESTRING (2.139077 41.3920613, 2.1386467 41.3930185)",,,,,,,
1375272376,6875270389,0,237515356,True,2,Carrer de Ganduxer,residential,30,15.267,"LINESTRING (2.1372901 41.39533, 2.1371924 41.3954461)",,,,,,,
1382873677,6900520079,0,129169444,True,,Avinguda de Josep Tarradellas,secondary,50,78.939,"LINESTRING (2.1425208 41.3812599, 2.1425783 41.3819685)",,,,,,,
1479390211,7252397705,0,709075300,True,3,Carrer de Ganduxer,tertiary,30,8.767,"LINESTRING (2.1392247 41.3917263, 2.1391903 41.3918008)",,,,,,,
1584415322,2984715797,0,144967397,True,,Carrer del Cardenal de Sentmenat,residential,30,7.089,"LINESTRING (2.1267943 41.3968872, 2.1267341 41.3969322)",,,,,,,
1809696889,2087205008,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,9.747,"LINESTRING (2.1337705 41.3998413, 2.1337185 41.3999198)",,,,,,,
1840720976,6875234514,0,237515356,True,2,Carrer de Ganduxer,residential,30,1.901,"LINESTRING (2.1377541 41.3947412, 2.137739 41.394754)",,,,,,,
1840721013,6184088249,0,237515356,True,2,Carrer de Ganduxer,residential,30,1.338,"LINESTRING (2.1377201 41.3947711, 2.1377093 41.39478)",,,,,,,
1840721015,6875234533,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,3.264,"LINESTRING (2.1381494 41.3941421, 2.1381412 41.3941708)",,,,,,,
1840721020,7629571125,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,5.382,"LINESTRING (2.1381829 41.3940496, 2.1381686 41.3940968)",,,,,,,
1889882329,31285436,0,237515356,True,2,Carrer de Ganduxer,residential,30,23.769,"LINESTRING (2.1374737 41.3950928, 2.1373298 41.3952773)",,,,,,,
1930257077,251543436,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,7.48,"LINESTRING (2.1150349 41.3811549, 2.1151214 41.3811372)",,,,,,,
1930257078,7757092552,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,46.354,"LINESTRING (2.1139434 41.3817542, 2.1143635 41.3814814)",,,,,,,
1930257080,1930257078,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,34.392,"LINESTRING (2.1136284 41.3819537, 2.1139434 41.3817542)",,,,,,,
1930257735,7251799836,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,40.975,"LINESTRING (2.1144338 41.3814358, 2.1148419 41.3812308)",,,,,,,
1982918816,7234883330,0,830793058,False,,Carrer del Gran Capità,residential,30,6.064,"LINESTRING (2.1097305 41.3878436, 2.1096698 41.3878736)",,,,,,,
1982918816,1009204152,0,830793058,False,,Carrer del Gran Capità,residential,30,132.111,"LINESTRING (2.1097305 41.3878436, 2.1110479 41.3871843)",,,,,,,
2087205003,2087205004,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,31.996,"LINESTRING (2.1349435 41.398337, 2.1347531 41.3985868)",,,,,,,
2087205004,6875270306,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,70.043,"LINESTRING (2.1347531 41.3985868, 2.1343369 41.3991339)",,,,,,,
2087205007,6875270304,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,7.439,"LINESTRING (2.1341248 41.3994065, 2.1340754 41.3994622)",,,,,,,
2087205008,6875270302,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,9.131,"LINESTRING (2.1337185 41.3999198, 2.1336604 41.3999894)",,,,,,,
2087205014,6875270289,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,22.754,"LINESTRING (2.1322235 41.4018677, 2.1320778 41.4020407)",,,,,,,
2087205017,4041877215,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,71.956,"LINESTRING (2.1310778 41.4033473, 2.1306457 41.4039074)",,,,,,,
2885316208,1382873677,0,129169444,True,,Avinguda de Josep Tarradellas,secondary,50,6.445,"LINESTRING (2.1425172 41.381202, 2.1425208 41.3812599)",,,,,,,
2984715797,7223675816,0,308378767,False,2,Carrer dels Vergós,cycleway,,40.096,"LINESTRING (2.1267341 41.3969322, 2.1263694 41.3966973)",2.5,,,,,,
2984715797,2984715798,0,308378767,False,2,Carrer dels Vergós,cycleway,,18.454,"LINESTRING (2.1267341 41.3969322, 2.1268879 41.3970515)",2.5,,,,,,
3120219698,1930257077,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,11.264,"LINESTRING (2.1149118 41.3811965, 2.1150349 41.3811549)",,,,,,,
3134765936,2885316208,0,129169444,True,,Avinguda de Josep Tarradellas,secondary,50,11.61,"LINESTRING (2.1425083 41.3810978, 2.1425172 41.381202)",,,,,,,
4041877215,31285424,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,5.144,"LINESTRING (2.1306457 41.4039074, 2.1306119 41.4039461)",,,,,,,
4858601134,7757019554,0,237914531,False,,Carrer del Gran Capità,residential,30,38.686,"LINESTRING (2.1119209 41.3867634, 2.1115308 41.3869515)",,,,,,,
4858601134,5491831757,0,494027487,False,2,Avinguda de l'Exèrcit,cycleway,,11.853,"LINESTRING (2.1119209 41.3867634, 2.112003 41.3868504)",2,,,,,,
4858601134,6099838345,0,494027487,False,2,Avinguda de l'Exèrcit,cycleway,,3.119,"LINESTRING (2.1119209 41.3867634, 2.1119009 41.3867397)",2,,,,,,
5332938918,6875270315,0,237515356,True,2,Carrer de Ganduxer,residential,30,66.914,"LINESTRING (2.1369829 41.3956989, 2.1365854 41.3962216)",,,,,,,
5491831747,5491831754,0,542503075,True,,Carrer dels Cavallers,residential,30,216.959,"LINESTRING (2.1148694 41.3931299, 2.113069 41.3917218)",,,,,,,
5491831750,359236302,0,542503075,True,,Carrer dels Cavallers,residential,30,11.095,"LINESTRING (2.1119103 41.3908102, 2.1118185 41.390738)",,,,,,,
5491831752,6099587801,0,549755457,True,1,Carrer dels Cavallers,residential,30,120.743,"LINESTRING (2.1117339 41.390672, 2.1107389 41.3898834)",,,,,,,
5491831754,359236301,0,542503075,True,,Carrer dels Cavallers,residential,30,5.047,"LINESTRING (2.113069 41.3917218, 2.1130269 41.3916892)",,,,,,,
5491831756,5491831750,0,542503075,True,,Carrer dels Cavallers,residential,30,129.462,"LINESTRING (2.1129813 41.3916528, 2.1119103 41.3908102)",,,,,,,
5676284310,359236400,0,31823239,True,,Carrer de Carreras,residential,30,11.052,"LINESTRING (2.1074124 41.3882467, 2.1073034 41.3883032)",,,,,,,
5676284315,356295240,0,551933607,True,,Carrer dels Cavallers,residential,30,6.908,"LINESTRING (2.1083451 41.3878369, 2.1082984 41.3877856)",,,,,,,
5676284316,356295210,0,551933607,True,,Carrer dels Cavallers,residential,30,17.312,"LINESTRING (2.1089187 41.3884805, 2.1087824 41.3883631)",,,,,,,
5676285523,356295240,0,551933608,True,,Carrer de Carreras,residential,30,7.371,"LINESTRING (2.1083718 41.3877487, 2.1082984 41.3877856)",,,,,,,
5676285525,356295211,0,391402482,True,2,Carrer dels Cavallers,residential,30,11.97,"LINESTRING (2.1090874 41.3886147, 2.108987 41.3885378)",,,,,,,
5676285526,5676284310,0,31823239,True,,Carrer de Carreras,residential,30,82.611,"LINESTRING (2.1082249 41.387822, 2.1074124 41.3882467)",,,,,,,
6099587801,356295212,0,549755457,True,1,Carrer dels Cavallers,residential,30,6.576,"LINESTRING (2.1107389 41.3898834, 2.1106845 41.3898406)",,,,,,,
6099715638,6419709631,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,88.355,"LINESTRING (2.1386237 41.3930785, 2.1382652 41.3938262)",,,,,,,
6099838348,7234883344,0,551933608,True,,Carrer de Carreras,residential,30,5.188,"LINESTRING (2.1090272 41.387404, 2.1089763 41.3874308)",,,,,,,
6099838348,7234883340,0,775504324,False,,Carrer de Sor Eulàlia d'Anzizu,cycleway,,11.571,"LINESTRING (2.1090272 41.387404, 2.1091045 41.3874904)",,,,,,,
6099838348,6099838353,0,775504328,False,,Carrer de Sor Eulàlia d'Anzizu,cycleway,,4.349,"LINESTRING (2.1090272 41.387404, 2.1089904 41.3873763)",,,,,,,
6184088249,1889882329,0,237515356,True,2,Carrer de Ganduxer,residential,30,39.95,"LINESTRING (2.1377093 41.39478, 2.1374737 41.3950928)",,,,,,,
6247804752,1382873658,0,129169444,True,,Avinguda de Josep Tarradellas,secondary,50,23.895,"LINESTRING (2.1425831 41.3820273, 2.1426005 41.3822418)",,,,,,,
6314709890,7159610201,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,3.049,"LINESTRING (2.1121454 41.3840448, 2.1121574 41.3840189)",,,,,,,
6314709890,6181436153,0,660219996,False,2,Avinguda del Doctor Marañón,cycleway,,3.78,"LINESTRING (2.1121454 41.3840448, 2.1121021 41.3840348)",,,,,,,
6314709890,6181436151,0,660219996,False,2,Avinguda del Doctor Marañón,cycleway,,4.118,"LINESTRING (2.1121454 41.3840448, 2.112192 41.384057)",,,,,,,
6417951954,1840721020,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,21.519,"LINESTRING (2.1382493 41.3938626, 2.1381829 41.3940496)",,,,,,,
6419709631,6417951954,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,4.259,"LINESTRING (2.1382652 41.3938262, 2.1382493 41.3938626)",,,,,,,
6663108848,6099715638,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,2.57,"LINESTRING (2.1386343 41.3930568, 2.1386237 41.3930785)",,,,,,,
6663108848,6244897489,0,666970006,False,,,cycleway,,282.104,"LINESTRING (2.1386343 41.3930568, 2.1418383 41.3938687)",,,,,,,
6663108848,6099715639,0,666970006,False,,,cycleway,,6.222,"LINESTRING (2.1386343 41.3930568, 2.138565 41.3930361)",,,,,,,
6875234514,1840721013,0,237515356,True,2,Carrer de Ganduxer,residential,30,2.47,"LINESTRING (2.137739 41.394754, 2.1377201 41.3947711)",,,,,,,
6875234514,6875234513,0,734141599,True,,,cycleway,,8.301,"LINESTRING (2.137739 41.394754, 2.1376619 41.3947068)",,,,,,,
6875234533,667387213,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,9.825,"LINESTRING (2.1381412 41.3941708, 2.1380898 41.3942503)",,,,,,,
6875234533,6875234532,0,734141599,True,,,cycleway,,6.533,"LINESTRING (2.1381412 41.3941708, 2.1382164 41.3941872)",,,,,,,
6875265479,2087205017,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,4.862,"LINESTRING (2.1311095 41.4033106, 2.1310778 41.4033473)",,,,,,,
6875265484,31285427,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,9.645,"LINESTRING (2.1315164 41.4027698, 2.1314597 41.4028454)",,,,,,,
6875270286,31285428,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,17.061,"LINESTRING (2.1319513 41.4022105, 2.1318493 41.4023435)",,,,,,,
6875270289,330415541,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,10.517,"LINESTRING (2.1320778 41.4020407, 2.1320152 41.4021228)",,,,,,,
6875270291,2087205014,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,6.19,"LINESTRING (2.1322597 41.4018191, 2.1322235 41.4018677)",,,,,,,
6875270293,31285430,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,7.371,"LINESTRING (2.1324847 41.4015146, 2.1324434 41.4015732)",,,,,,,
6875270295,31285431,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,8.144,"LINESTRING (2.1329903 41.4008604, 2.1329405 41.4009234)",,,,,,,
6875270297,31285432,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,8.203,"LINESTRING (2.1333773 41.4003503, 2.1333308 41.4004153)",,,,,,,
6875270299,6875270295,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,49.665,"LINESTRING (2.1332855 41.4004725, 2.1329903 41.4008604)",,,,,,,
6875270302,6875270297,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,46.562,"LINESTRING (2.1336604 41.3999894, 2.1333773 41.4003503)",,,,,,,
6875270304,1809696889,0,198597865,True,3,Carrer de Ganduxer,tertiary,30,49.231,"LINESTRING (2.1340754 41.3994622, 2.1337705 41.3998413)",,,,,,,
6875270306,2087205005,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,21.903,"LINESTRING (2.1343369 41.3991339, 2.1342038 41.3993037)",,,,,,,
6875270309,2087205003,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,8.452,"LINESTRING (2.1349958 41.3982719, 2.1349435 41.398337)",,,,,,,
6875270310,1116623921,0,250677328,True,2,Carrer de Ganduxer,residential,30,20.174,"LINESTRING (2.1355036 41.3976269, 2.135379 41.3977824)",,,,,,,
6875270313,6875270309,0,294493312,True,3,Carrer de Ganduxer,tertiary,30,45.837,"LINESTRING (2.1352724 41.3979157, 2.1349958 41.3982719)",,,,,,,
6875270315,31285435,0,237515356,True,2,Carrer de Ganduxer,residential,30,15.514,"LINESTRING (2.1365854 41.3962216, 2.1364881 41.3963405)",,,,,,,
6875270317,31285283,0,250677328,True,2,Carrer de Ganduxer,residential,30,12.977,"LINESTRING (2.1360385 41.3969189, 2.1359583 41.3970189)",,,,,,,
6875270389,5332938918,0,237515356,True,2,Carrer de Ganduxer,residential,30,33.099,"LINESTRING (2.1371924 41.3954461, 2.1369829 41.3956989)",,,,,,,
6900520079,6247804752,0,129169444,True,,Avinguda de Josep Tarradellas,secondary,50,6.551,"LINESTRING (2.1425783 41.3819685, 2.1425831 41.3820273)",,,,,,,
7159610201,7251799850,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,115.75,"LINESTRING (2.1121574 41.3840189, 2.1126116 41.3830353)",,,,,,,
7233634003,5676285525,0,391402482,True,2,Carrer dels Cavallers,residential,30,183.272,"LINESTRING (2.110623 41.3897934, 2.1090874 41.3886147)",,,,,,,
7233634062,5676285526,0,31823239,True,,Carrer de Carreras,residential,30,2.834,"LINESTRING (2.1082532 41.3878079, 2.1082249 41.387822)",,,,,,,
7234883330,258359282,0,830793058,False,,Carrer del Gran Capità,residential,30,12.415,"LINESTRING (2.1096698 41.3878736, 2.1095455 41.387935)",,,,,,,
7234883330,1982918816,0,830793058,False,,Carrer del Gran Capità,residential,30,6.064,"LINESTRING (2.1096698 41.3878736, 2.1097305 41.3878436)",,,,,,,
7234883344,5676285523,0,551933608,True,,Carrer de Carreras,residential,30,61.585,"LINESTRING (2.1089763 41.3874308, 2.1083718 41.3877487)",,,,,,,
7251799836,3120219698,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,6.968,"LINESTRING (2.1148419 41.3812308, 2.1149118 41.3811965)",,,,,,,
7251799842,687897101,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,4.492,"LINESTRING (2.1127912 41.382735, 2.112814 41.3826984)",,,,,,,
7251799850,416523685,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,13.451,"LINESTRING (2.1126116 41.3830353, 2.1126766 41.3829246)",,,,,,,
7252397705,1375168061,0,709075300,True,3,Carrer de Ganduxer,tertiary,30,30.469,"LINESTRING (2.1391903 41.3918008, 2.139077 41.3920613)",,,,,,,
7629571125,1840721015,0,24793591,True,3,Carrer de Ganduxer,tertiary,30,5.286,"LINESTRING (2.1381686 41.3940968, 2.1381494 41.3941421)",,,,,,,
7757019554,1009204152,0,237914531,False,,Carrer del Gran Capità,residential,30,47.886,"LINESTRING (2.1115308 41.3869515, 2.1110479 41.3871843)",,,,,,,
7757019554,4858601134,0,237914531,False,,Carrer del Gran Capità,residential,30,38.686,"LINESTRING (2.1115308 41.3869515, 2.1119209 41.3867634)",,,,,,,
7757092552,1930257735,0,23247531,True,2,Avinguda del Doctor Marañón,tertiary,30,7.753,"LINESTRING (2.1143635 41.3814814, 2.1144338 41.3814358)",,,,,,,
1017920118,3059542901,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,28.484,"LINESTRING (2.179596 41.432565, 2.1799371 41.4325798)",,,,,,,
1017920143,1017920262,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,12.458,"LINESTRING (2.1802052 41.4325674, 2.18035 41.4325951)",,,,,,,
1017920165,1017920203,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,31.546,"LINESTRING (2.1788481 41.4326665, 2.179213 41.4325914)",,,,,,,
1017920189,6218586805,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,11.037,"LINESTRING (2.178242 41.4328978, 2.17836 41.4328528)",,,,,,,
1017920203,1017920118,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,32.064,"LINESTRING (2.179213 41.4325914, 2.179596 41.432565)",,,,,,,
3059542901,1017920143,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,22.393,"LINESTRING (2.1799371 41.4325798, 2.1802052 41.4325674)",,,,,,,
6218586805,1017920165,0,116405722,True,1,Passeig de la Ciutat de Mallorca,residential,30,45.661,"LINESTRING (2.17836 41.4328528, 2.1788481 41.4326665)",,,,,,,
30242969,3072940448,0,477898429,False,,,cycleway,,7.478,"LINESTRING (2.1848868 41.39466, 2.1849425 41.3947127)",,,,,,,
30242969,3072940445,0,477898429,False,,,cycleway,,4.511,"LINESTRING (2.1848868 41.39466, 2.184843 41.3946362)",,,,,,,
30243051,3208549407,0,478725548,True,1,Carrer de la Diputació,cycleway,,25.407,"LINESTRING (2.1640852 41.3882222, 2.1638755 41.3880565)",1.5,,,,,,
30243444,4850660809,0,684828567,True,1,Avinguda Meridiana,cycleway,,13.345,"LINESTRING (2.1871144 41.4122456, 2.187112 41.4123656)",1.5,,,,,,
30297525,4585624527,0,463852868,False,,,cycleway,,12.706,"LINESTRING (2.1962143 41.4050504, 2.1960684 41.4050175)",,,,,,,
30297592,2017213343,0,704892974,False,,,cycleway,,18.56,"LINESTRING (2.2004946 41.3897384, 2.2005245 41.3899038)",,,,,,,
30297592,856525835,0,704892974,False,,,cycleway,,29.143,"LINESTRING (2.2004946 41.3897384, 2.2003611 41.3894962)",,,,,,,
30555978,3133167981,0,489441160,False,2,Carrer del Degà Bahí,cycleway,,5.502,"LINESTRING (2.1843373 41.4116256, 2.1842734 41.4116133)",1.5,2.5,,,,,
30914370,6743038801,0,702888404,False,,Carrer del Consell de Cent,cycleway,,16.956,"LINESTRING (2.1431294 41.3752526, 2.1432997 41.3753358)",,,,,,,
71709978,2017213342,0,496650005,False,2,Passeig Marítim del Bogatell,cycleway,,10.622,"LINESTRING (2.2135058 41.4006882, 2.213388 41.4006519)",3,,,,,,
71709978,3679558597,0,704897212,False,2,Passeig Marítim del Bogatell,cycleway,,9.196,"LINESTRING (2.2135058 41.4006882, 2.2135976 41.400734)",3,,,,,,
96435653,4902872020,0,625792941,False,2,Plaça de les Drassanes,cycleway,,5.251,"LINESTRING (2.1757439 41.3743033, 2.1757129 41.3743444)",2,,,,,,
96435653,4235345571,0,625792941,False,2,Plaça de les Drassanes,cycleway,,8.802,"LINESTRING (2.1757439 41.3743033, 2.1758043 41.3742384)",2,,,,,,
100455136,4858143111,0,493964239,True,1,Carrer de Montalegre,cycleway,,1.479,"LINESTRING (2.1677238 41.3828332, 2.1677061 41.3828325)",1.5,,,,,,
126781138,4040070244,0,401600419,False,,,cycleway,,11.009,"LINESTRING (2.1339645 41.3951406, 2.1338827 41.3952183)",,,,,,,
126781138,7391288597,0,650072287,False,,,cycleway,,3.761,"LINESTRING (2.1339645 41.3951406, 2.1339877 41.3951116)",,,,,,,
126812856,4716375227,0,36726314,False,,Plaça de Tetuan,cycleway,,3.772,"LINESTRING (2.1751261 41.3951914, 2.1750907 41.3952125)",2,,,,,,
126812856,320188219,0,36726314,False,,Plaça de Tetuan,cycleway,,4.336,"LINESTRING (2.1751261 41.3951914, 2.175172 41.3951731)",2,,,,,,
190971705,4139413952,0,412534661,True,1,Pla de Palau,cycleway,,5.289,"LINESTRING (2.1839495 41.383212, 2.184004 41.3831877)",2,,,,,,
219029424,6871210042,0,372600758,False,2,Passeig de Sant Joan,cycleway,,5.323,"LINESTRING (2.1799576 41.3915546, 2.1799148 41.3915901)",2,,,,,,
219029424,3761510956,0,372600758,False,2,Passeig de Sant Joan,cycleway,,6.917,"LINESTRING (2.1799576 41.3915546, 2.1800105 41.3915067)",2,,,,,,
243343387,5393693752,0,559178763,False,2,,cycleway,,41.167,"LINESTRING (2.2146497 41.4063235, 2.2149887 41.4065926)",,,,,,,
243343387,5393693756,0,559178763,False,2,,cycleway,,56.918,"LINESTRING (2.2146497 41.4063235, 2.2141719 41.405958)",,,,,,,
243343389,5528383223,0,559178763,False,2,,cycleway,,24.364,"LINESTRING (2.2165846 41.4082599, 2.2167588 41.4084358)",,,,,,,
243343389,5393693747,0,559178763,False,2,,cycleway,,7.211,"LINESTRING (2.2165846 41.4082599, 2.2165324 41.4082082)",,,,,,,
253707107,5927245612,0,232589229,False,2,Avinguda de Roma,cycleway,,107.151,"LINESTRING (2.1530703 41.3846054, 2.1519564 41.3841257)",2.5,,,,,,
253707107,1479334842,0,232589229,False,2,Avinguda de Roma,cycleway,,83.499,"LINESTRING (2.1530703 41.3846054, 2.1539368 41.3849812)",2.5,,,,,,
253769125,4235345559,0,424057013,False,2,Plaça de les Drassanes,cycleway,,10.168,"LINESTRING (2.1769503 41.3738577, 2.1768289 41.3738656)",2,,,,,,
253769125,4235345558,0,424057013,False,2,Plaça de les Drassanes,cycleway,,12.341,"LINESTRING (2.1769503 41.3738577, 2.1770982 41.3738573)",2,,,,,,
316877765,4375482524,0,439869573,True,,,cycleway,,81.342,"LINESTRING (2.188544 41.4446623, 2.1876597 41.4443529)",,,,,,,
319605451,4851225201,0,36007263,True,1,Avinguda Meridiana,cycleway,,6.765,"LINESTRING (2.1835712 41.4300601, 2.1835977 41.4301176)",1.5,,,,,,
319605451,3300162987,0,323227885,False,,Avinguda Meridiana,cycleway,,24.268,"LINESTRING (2.1835712 41.4300601, 2.1832803 41.4300679)",,,,,,,
319605452,4436904029,0,709075309,True,1,Avinguda Meridiana,cycleway,,29.345,"LINESTRING (2.1842446 41.4288404, 2.1840868 41.4290763)",1.5,,,,,,
