u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,access,lanes,ref,width,est_width,bridge,tunnel,junction,area,service
30246970,30247005,0,4746235,Passatge de Prunera,residential,,True,95.70499999999998,"LINESTRING (2.1558793 41.374294, 2.1559208 41.3742818, 2.156875 41.3740008, 2.156947 41.3739796)",,,,,,,,,,
30246971,2407328772,0,332752009,Carrer de la Font Honrada,residential,,True,75.13199999999999,"LINESTRING (2.155891 41.3736328, 2.1559295 41.3729871, 2.1559312 41.3729578)",,,,,,,,,,
30247005,4834501676,0,304069732,Carrer de Vallhonrat,residential,,True,121.85,"LINESTRING (2.156947 41.3739796, 2.157583 41.3748442, 2.157667 41.3749322)",,,,,,,,,,
30247006,30247005,0,304069732,Carrer de Vallhonrat,residential,,True,44.155,"LINESTRING (2.1566686 41.3736419, 2.156947 41.3739796)",,,,,,,,,,
30247006,30247026,0,48173764,Carrer de l'Olivera,residential,,True,112.36,"LINESTRING (2.1566686 41.3736419, 2.1578718 41.3736526, 2.158015 41.373656)",,,,,,,,,,
30247007,30247006,0,4746011,Carrer de Grases,residential,,True,74.09,"LINESTRING (2.1566993 41.372976, 2.1566975 41.3730347, 2.1566686 41.3736419)",,,,,,,,,,
30247007,2407328772,0,553305794,Carrer de la Mare de Déu del Remei,residential,30,True,64.125,"LINESTRING (2.1566993 41.372976, 2.1566011 41.3729737, 2.1560172 41.3729598, 2.1559312 41.3729578)",,,,,,,,,,
30247026,30247060,0,48173764,Carrer de l'Olivera,residential,,True,58.596999999999994,"LINESTRING (2.158015 41.373656, 2.1581792 41.37366, 2.1585393 41.3736688, 2.1587169 41.3736725)",,,,,,,,,,
30247026,30247027,0,553305795,Carrer de Ricart,residential,,True,75.332,"LINESTRING (2.158015 41.373656, 2.1579685 41.3735529, 2.1577454 41.3730583, 2.1577255 41.3730143)",,,,,,,,,,
30247027,30247035,0,48174567,Carrer de Ricart,residential,,True,123.11899999999999,"LINESTRING (2.1577255 41.3730143, 2.1576899 41.3729438, 2.157652 41.3728687, 2.1575914 41.3727562, 2.1575017 41.3726691, 2.1569445 41.372252, 2.156922 41.3722218, 2.1568604 41.3721389)",,,,,,,,,,
30247027,30247007,0,553305794,Carrer de la Mare de Déu del Remei,residential,30,True,85.735,"LINESTRING (2.1577255 41.3730143, 2.157643 41.3730112, 2.1567792 41.372979, 2.1566993 41.372976)",,,,,,,,,,
30247035,178508655,0,17201685,Carrer de la França Xica,residential,,True,94.08,"LINESTRING (2.1568604 41.3721389, 2.1570406 41.3721423, 2.1578648 41.372158, 2.1579875 41.3721603)",,,,,,,,,,
30247060,30247061,0,48173762,Carrer de la Bòbila,residential,,True,77.029,"LINESTRING (2.1587169 41.3736725, 2.1584073 41.3730768, 2.1583815 41.3730271)",,,,,,,,,,
30247060,612363409,0,"[250368909, 48174943]","[""Carrer de l'Olivera"", 'Carrer de Jaume Fabra']",residential,,True,84.907,"LINESTRING (2.1587169 41.3736725, 2.1590553 41.3736759, 2.1596286 41.3734027)",,,,,,,,,,
30247061,178508655,0,48173762,Carrer de la Bòbila,residential,,True,101.837,"LINESTRING (2.1583815 41.3730271, 2.1583545 41.3729677, 2.1580452 41.3722873, 2.1579875 41.3721603)",,,,,,,,,,
30247061,30247027,0,232382042,Carrer de la Mare de Déu del Remei,residential,30,True,54.757,"LINESTRING (2.1583815 41.3730271, 2.1582927 41.3730254, 2.1577995 41.3730157, 2.1577255 41.3730143)",,,,,,,,,,
30247088,30237770,0,243716768,Carrer de Buenos Aires,residential,30,True,133.31,"LINESTRING (2.1471542 41.3924692, 2.1482934 41.39331)",,3,,,,,,,,
30247088,30237632,0,243716770,Carrer de Villarroel,tertiary,30,True,133.305,"LINESTRING (2.1471542 41.3924692, 2.1482745 41.3916143)",,2,,10,,,,,,
30247089,2494769767,0,237960945,Carrer de Còrsega,residential,30,True,132.608,"LINESTRING (2.1505317 41.3899179, 2.1503064 41.3897397, 2.1496583 41.3892272, 2.1494345 41.389055)",,2,,,,,,,,
30247089,30238023,0,237960949,Carrer de Villarroel,tertiary,30,True,270.254,"LINESTRING (2.1505317 41.3899179, 2.1507663 41.3897443, 2.1516423 41.3890963, 2.1518549 41.388939, 2.1520524 41.3887929, 2.1526272 41.3883677, 2.1528384 41.3882114)",,3,,10,,,,,,
30247093,30243883,0,237506930,Carrer de Villarroel,tertiary,30,True,128.941,"LINESTRING (2.1598796 41.382865, 2.159969 41.3827986, 2.1599968 41.3827767, 2.1600278 41.382753, 2.160701 41.3822386, 2.1609632 41.3820382)",,2,,,,,,,,
30247093,365549375,0,237506950,Gran Via de les Corts Catalanes (lateral mar),primary_link,30,True,133.66,"LINESTRING (2.1598796 41.382865, 2.1599803 41.3829461, 2.1600334 41.3829889, 2.1608421 41.3836069, 2.1610047 41.3837204)",,1,,4,,,,,,
30247097,30227228,0,237655875,Carrer de Villarroel,residential,30,True,124.39699999999999,"LINESTRING (2.1620734 41.3811724, 2.1622691 41.3810282, 2.1630422 41.3804587, 2.1631053 41.3804123, 2.1631037 41.3803786)",,2,,,,,,,,
30247097,1374636407,0,591636792,Carrer de Floridablanca,tertiary,30,True,136.197,"LINESTRING (2.1620734 41.3811724, 2.1622999 41.3813431, 2.1627769 41.3817025, 2.1632253 41.3820403)",,3,,,,,,,,
30247166,30237638,0,4751998,Carrer de Còrsega,residential,30,True,135.827,"LINESTRING (2.1551127 41.3933351, 2.1550627 41.393298, 2.1539557 41.3924756)",,2,,,,,,,,
30247166,30247167,0,86301093,Carrer d'Enric Granados,residential,30,True,133.633,"LINESTRING (2.1551127 41.3933351, 2.155707 41.3929144, 2.156038 41.3926697, 2.156266 41.3925011)",,,,,,,,,,
30247167,30247433,0,4746923,Carrer del Rosselló,tertiary,30,True,123.79899999999999,"LINESTRING (2.156266 41.3925011, 2.1564294 41.3926129, 2.1571369 41.3931462, 2.1573186 41.3932857)",,,,,,,,,,
30247167,30238025,0,86301093,Carrer d'Enric Granados,residential,30,True,134.607,"LINESTRING (2.156266 41.3925011, 2.1564752 41.3923408, 2.156491 41.3923287, 2.1568427 41.3920616, 2.1571808 41.3918037, 2.1572238 41.391769, 2.1574002 41.3916401)",,,,,,,,,,
30247382,432467107,0,237555361,Carrer de Balmes,primary_link,50,False,16.473,"LINESTRING (2.1407911 41.4043806, 2.1406222 41.4044574)",,,,,,,,,,
30247382,30247386,0,37133254,Carrer de Balmes,secondary,50,False,128.186,"LINESTRING (2.1407911 41.4043806, 2.1411412 41.4042347, 2.1412864 41.4041742, 2.1416529 41.4040302, 2.1419902 41.4038974, 2.1421441 41.4038339)",,,,,,,,,,
30247382,1002675944,0,237555363,Ronda del General Mitre,primary,50,True,87.691,"LINESTRING (2.1407911 41.4043806, 2.1410682 41.4044816, 2.1416013 41.404676, 2.1417367 41.4047254)",,2,,,,,,,,
30247386,30247390,0,37133254,Carrer de Balmes,secondary,50,False,88.15,"LINESTRING (2.1421441 41.4038339, 2.1424013 41.4036874, 2.1426067 41.4035468, 2.1427627 41.4034338, 2.1429479 41.4033205)",,,,,,,,,,
30247386,30247382,0,37133254,Carrer de Balmes,secondary,50,False,128.186,"LINESTRING (2.1421441 41.4038339, 2.1419902 41.4038974, 2.1416529 41.4040302, 2.1412864 41.4041742, 2.1411412 41.4042347, 2.1407911 41.4043806)",,,,,,,,,,
30247390,30558221,0,4776803,Carrer de Pàdua,residential,30,True,60.512,"LINESTRING (2.1429479 41.4033205, 2.1433997 41.4037463)",,,,,,,,,,
30247390,30247395,0,37133254,Carrer de Balmes,secondary,50,False,136.28699999999998,"LINESTRING (2.1429479 41.4033205, 2.1431918 41.4032021, 2.1434468 41.4030945, 2.1437537 41.4029919, 2.1440673 41.4028931, 2.1443278 41.4028249, 2.1444209 41.4027999)",,,,,,,,,,
30247390,30247386,0,37133254,Carrer de Balmes,secondary,50,False,88.15,"LINESTRING (2.1429479 41.4033205, 2.1427627 41.4034338, 2.1426067 41.4035468, 2.1424013 41.4036874, 2.1421441 41.4038339)",,,,,,,,,,
30247395,30558251,0,4776811,Carrer de Copèrnic,residential,30,True,53.045,"LINESTRING (2.1444209 41.4027999, 2.1440721 41.402401)",,,,,,,,,,
30247395,30247390,0,37133254,Carrer de Balmes,secondary,50,False,136.28699999999998,"LINESTRING (2.1444209 41.4027999, 2.1443278 41.4028249, 2.1440673 41.4028931, 2.1437537 41.4029919, 2.1434468 41.4030945, 2.1431918 41.4032021, 2.1429479 41.4033205)",,,,,,,,,,
30247395,431100308,0,287683998,Carrer de Balmes,secondary,50,False,45.131,"LINESTRING (2.1444209 41.4027999, 2.1446771 41.4027291, 2.1449138 41.4026347)",,6,,18,,,,,,
30247401,30247402,0,287683998,Carrer de Balmes,secondary,50,False,29.95,"LINESTRING (2.1459702 41.4021001, 2.1462649 41.4019462)",,6,,18,,,,,,
30247401,431100308,0,287683998,Carrer de Balmes,secondary,50,False,106.31800000000001,"LINESTRING (2.1459702 41.4021001, 2.1454865 41.4023311, 2.1451086 41.4025321, 2.1449138 41.4026347)",,6,,18,,,,,,
30247402,30247401,0,287683998,Carrer de Balmes,secondary,50,False,29.95,"LINESTRING (2.1462649 41.4019462, 2.1459702 41.4021001)",,6,,18,,,,,,
30247402,30558444,0,4776835,Carrer de les Santjoanistes,residential,30,True,52.771,"LINESTRING (2.1462649 41.4019462, 2.1463037 41.4019873, 2.1466167 41.4022744, 2.1466588 41.4023174)",,,,,,,,,,
30247402,30247405,0,287683998,Carrer de Balmes,secondary,50,False,96.394,"LINESTRING (2.1462649 41.4019462, 2.1468621 41.4016074, 2.1471867 41.4014233)",,6,,18,,,,,,
30247405,30247406,0,237659854,Carrer de Balmes,secondary,50,False,25.403,"LINESTRING (2.1471867 41.4014233, 2.1474324 41.4012883)",,6,,18,,,,,,
30247405,1614010928,0,53725383,,secondary_link,50,True,44.888999999999996,"LINESTRING (2.1471867 41.4014233, 2.1472269 41.4013213, 2.1472341 41.4012708, 2.1472338 41.401222, 2.1472089 41.4011907, 2.1471664 41.401154, 2.1470516 41.4010813)",,,,,,,,,,
30247405,30247402,0,287683998,Carrer de Balmes,secondary,50,False,96.394,"LINESTRING (2.1471867 41.4014233, 2.1468621 41.4016074, 2.1462649 41.4019462)",,6,,18,,,,,,
30247406,1614010934,0,34874723,Carrer de Balmes,secondary,50,True,25.09,"LINESTRING (2.1474324 41.4012883, 2.1476437 41.4011277)",,3,,,,,,,,
30247406,30247405,0,237659854,Carrer de Balmes,secondary,50,False,25.403,"LINESTRING (2.1474324 41.4012883, 2.1471867 41.4014233)",,6,,18,,,,,,
30247409,30247411,0,165842956,Carrer de Balmes,secondary,50,True,90.243,"LINESTRING (2.1481752 41.4007756, 2.1489758 41.4002297)",,4,,,,,,,,
30247409,1457780152,0,35465939,Carrer de Sant Eusebi,residential,30,True,63.232,"LINESTRING (2.1481752 41.4007756, 2.1485552 41.4010176, 2.1486793 41.4011046, 2.1487502 41.4011459)",,1,,,,,,,,
30247411,6042820380,0,35465964,Carrer dels Madrazo,residential,30,True,86.522,"LINESTRING (2.1489758 41.4002297, 2.1482671 41.3996615)",,,,,,,,,,
30247411,30247413,0,165842956,Carrer de Balmes,secondary,50,True,130.29299999999998,"LINESTRING (2.1489758 41.4002297, 2.1495841 41.3998317, 2.1500694 41.3995145, 2.1501534 41.3994598)",,4,,,,,,,,
30247413,30313349,0,4752025,Carrer de Laforja,residential,30,True,38.69,"LINESTRING (2.1501534 41.3994598, 2.1504752 41.3997104)",,,,,,,,,,
30247413,30247416,0,165842956,Carrer de Balmes,secondary,50,True,79.92,"LINESTRING (2.1501534 41.3994598, 2.150391 41.3992956, 2.1506356 41.3990847, 2.1507002 41.3990228, 2.15074 41.3989846, 2.150796 41.3989289)",,4,,,,,,,,
30247416,30313240,0,4752018,Carrer de Marià Cubí,residential,30,True,105.646,"LINESTRING (2.150796 41.3989289, 2.1506998 41.3988769, 2.1498398 41.3983667, 2.1498007 41.3983415)",,1,,,,,,,,
30247416,30248590,0,"[542990498, 165842956]",Carrer de Balmes,secondary,50,True,174.999,"LINESTRING (2.150796 41.3989289, 2.150912 41.3987683, 2.1509681 41.3986954, 2.1511378 41.398434, 2.1512604 41.3982635, 2.1514462 41.398035, 2.1515913 41.397889, 2.1517257 41.3977571, 2.1517562 41.39773, 2.1519034 41.3975991)",,4,,,,,,,,
30247426,30556617,0,98746955,Carrer de la Granada del Penedès,residential,30,True,119.72000000000001,"LINESTRING (2.1526872 41.3969082, 2.152608 41.3968628, 2.1516017 41.3962856, 2.1515482 41.3962531)",,,,,,,,,,
30247426,30247429,0,237659853,Carrer de Balmes,secondary,50,True,139.076,"LINESTRING (2.1526872 41.3969082, 2.1532279 41.3964769, 2.1537307 41.3960861, 2.1538376 41.3960029)",,3,,,,,,,,
30247429,359104405,0,237659853,Carrer de Balmes,secondary,50,True,89.613,"LINESTRING (2.1538376 41.3960029, 2.1542334 41.3956906, 2.1544885 41.3954852, 2.1545741 41.3954162)",,3,,,,,,,,
30247429,412398695,0,450373529,Carrer del Comte de Salvatierra,residential,30,False,117.93499999999999,"LINESTRING (2.1538376 41.3960029, 2.1539477 41.3960709, 2.1548035 41.3966378, 2.1548662 41.396678, 2.1549019 41.396701)",,,,,,,,,,
30247431,1311619368,0,237522635,Avinguda Diagonal (lateral mar),tertiary_link,30,True,77.715,"LINESTRING (2.1548459 41.3952189, 2.1557253 41.3954497)",,1,,3,,,,,,
30247431,30237617,0,237522639,Carrer de Balmes,secondary,50,True,31.529000000000003,"LINESTRING (2.1548459 41.3952189, 2.1549234 41.3951575, 2.1550623 41.3950474, 2.1551088 41.3950153)",,4,,,,,,,,
30247432,30247166,0,4751998,Carrer de Còrsega,residential,30,True,131.507,"LINESTRING (2.1562318 41.3941681, 2.1551127 41.3933351)",,2,,,,,,,,
30247432,30247433,0,238866888,Carrer de Balmes,secondary,50,True,133.59,"LINESTRING (2.1562318 41.3941681, 2.1564118 41.3940219, 2.1571243 41.3934457, 2.1573186 41.3932857)",,4,,,,,,,,
30247433,301572949,0,4746923,Carrer del Rosselló,tertiary,30,True,171.268,"LINESTRING (2.1573186 41.3932857, 2.157579 41.3934804, 2.1578567 41.393688, 2.1586135 41.3942539, 2.1587723 41.3943734)",,,,,,,,,,
30247433,30238026,0,238866888,Carrer de Balmes,secondary,50,True,133.695,"LINESTRING (2.1573186 41.3932857, 2.1575165 41.3931429, 2.1582239 41.3926302, 2.1582644 41.3926009, 2.1584718 41.3924507)",,4,,,,,,,,
30247434,555187281,0,294085157,Carrer d'Aragó,primary,50,True,71.30799999999999,"LINESTRING (2.1618703 41.3899148, 2.1616362 41.3897378, 2.1615576 41.3896784, 2.1612798 41.3894513)",yes,6,,15,,,,,,
30247434,30242862,0,449991617,Carrer de Balmes,secondary,50,True,133.685,"LINESTRING (2.1618703 41.3899148, 2.1621125 41.3897267, 2.162763 41.3892299, 2.1627993 41.3892022, 2.1628328 41.3891782, 2.1629944 41.389058)",,4,,10,,,,,,
30248252,30236750,0,4746209,Carrer del Poeta Cabanyes,residential,,True,85.52099999999999,"LINESTRING (2.1646705 41.3726665, 2.1646639 41.3726493, 2.1643996 41.3719601, 2.164387 41.3719274)",,,,,,,,,,
30248252,30248264,0,553305787,Carrer d'Elkano,residential,,True,54.3,"LINESTRING (2.1646705 41.3726665, 2.1647166 41.3726518, 2.1652465 41.3724826, 2.1652691 41.372475)",,,,,,,,,,
30248264,1495940226,0,"[241873466, 753508661, 753508662]",Carrer de Salvà,"['living_street', 'residential']",,True,301.40799999999996,"LINESTRING (2.1652691 41.372475, 2.1652955 41.3725137, 2.1657047 41.3731687, 2.1657539 41.3732185, 2.1657734 41.373244, 2.1667918 41.3747898, 2.166783 41.3748445, 2.1668054 41.3749154)",,,,,,,,,,
30248264,30248270,0,553305787,Carrer d'Elkano,residential,,True,61.03099999999999,"LINESTRING (2.1652691 41.372475, 2.1653444 41.3724519, 2.1659323 41.3722725, 2.1659374 41.3722834)",,,,,,,,,,
30248270,30236752,0,553305786,Carrer del Roser,residential,30,True,73.735,"LINESTRING (2.1659374 41.3722834, 2.1656074 41.3716986, 2.1655913 41.3716733)",,,,,,,,,,
30248272,30236752,0,192239288,Carrer del Roser,residential,,False,102.92,"LINESTRING (2.1650724 41.3708339, 2.1653833 41.371362, 2.1655654 41.3716345, 2.1655913 41.3716733)",,,,,,,,,,
30248274,30248275,0,191703316,Carrer d'en Fontrodona,residential,30,True,66.249,"LINESTRING (2.1673136 41.3737686, 2.1670728 41.3732609, 2.1670474 41.3732073)",,,,,,,,,,
30248275,30248318,0,4746228,Carrer d'Hortes,residential,30,False,76.639,"LINESTRING (2.1670474 41.3732073, 2.1670958 41.3731909, 2.1678842 41.3729232)",,,,,,,,,,
30248275,30236753,0,"[59837818, 191703316, 753508665, 753508666, 753508667]",Carrer d'en Fontrodona,"['living_street', 'residential']",30,True,205.702,"LINESTRING (2.1670474 41.3732073, 2.1670277 41.3731665, 2.1668838 41.3728695, 2.1668494 41.3728143, 2.1667556 41.3728277, 2.1667217 41.372775, 2.1663229 41.3720742, 2.1660458 41.3715787)",,,,,,,,,,
30248280,30248281,0,48174566,Carrer d'Elkano,residential,,True,33.424,"LINESTRING (2.1606337 41.3739439, 2.160721 41.3739266, 2.1609348 41.3738918, 2.1610243 41.3738775)",,,,,,,,,,
30248280,30298893,0,48174571,Carrer de la Concòrdia,residential,,True,88.547,"LINESTRING (2.1606337 41.3739439, 2.1607192 41.3740318, 2.1612597 41.3745869)",,,,,,,,,,
30248281,30236760,0,48174566,Carrer d'Elkano,residential,,True,57.937,"LINESTRING (2.1610243 41.3738775, 2.1610757 41.3738654, 2.1616261 41.3737356, 2.1616867 41.3737213)",,,,,,,,,,
30248281,30298893,0,237923122,Carrer de Radas,residential,,True,81.28999999999999,"LINESTRING (2.1610243 41.3738775, 2.1610416 41.3739297, 2.1612597 41.3745869)",,,,,,,,,,
30248295,30248318,0,76168863,Carrer Nou de la Rambla,residential,,True,52.725,"LINESTRING (2.1675106 41.3725408, 2.1675656 41.372597, 2.1678396 41.3728776, 2.1678842 41.3729232)",,,,,,,,,,
30248296,30248300,0,4746225,Carrer de Lafont,residential,,True,128.865,"LINESTRING (2.1685162 41.3721734, 2.1685603 41.3722614, 2.1690152 41.3731695, 2.1690596 41.3732582)",,,,,,,,,,
30248296,30248295,0,114574157,Carrer de Blesa,residential,,True,93.328,"LINESTRING (2.1685162 41.3721734, 2.1675867 41.372513, 2.1675106 41.3725408)",,,,,,,,,,
30248297,4834501706,0,314839725,Camí de la Font Trobada,residential,,False,13.159,"LINESTRING (2.169366 41.3718266, 2.1694203 41.3717155)",,,,,,,,,,
30248297,30248296,0,114574157,Carrer de Blesa,residential,,True,80.718,"LINESTRING (2.169366 41.3718266, 2.1692562 41.3718714, 2.1686045 41.3721374, 2.1685162 41.3721734)",,,,,,,,,,
30248299,30248305,0,136362730,Carrer de Vila i Vilà,residential,,True,81.984,"LINESTRING (2.1694407 41.3739957, 2.1702623 41.3737766, 2.1703665 41.3737488)",,,,,,,,,,
30248300,30248299,0,4746225,Carrer de Lafont,residential,,True,87.956,"LINESTRING (2.1690596 41.3732582, 2.1690917 41.3733204, 2.1694099 41.373936, 2.1694407 41.3739957)",,,,,,,,,,
30248300,30248310,0,553309961,Carrer de Piquer,residential,,True,56.131,"LINESTRING (2.1690596 41.3732582, 2.1689702 41.3732841, 2.1685155 41.3734159, 2.1684321 41.3734401)",,,,,,,,,,
30248305,30248312,0,4746226,Carrer de Cabanes,residential,,True,93.13399999999999,"LINESTRING (2.1703665 41.3737488, 2.1703281 41.373673, 2.1700232 41.3730705, 2.1699702 41.3729658)",,,,,,,,,,
30248305,30252077,0,136362730,Carrer de Vila i Vilà,residential,,True,71.131,"LINESTRING (2.1703665 41.3737488, 2.1704688 41.3737173, 2.1710485 41.3735385, 2.171155 41.3735057)",,,,,,,,,,
30248310,30248358,0,76168863,Carrer Nou de la Rambla,residential,,True,94.02900000000001,"LINESTRING (2.1684321 41.3734401, 2.1684843 41.3734934, 2.1691303 41.3741038)",,,,,,,,,,
30248310,30248274,0,553309961,Carrer de Piquer,residential,,True,100.223,"LINESTRING (2.1684321 41.3734401, 2.1683688 41.3734587, 2.1673736 41.373751, 2.1673136 41.3737686)",,,,,,,,,,
30248312,30248297,0,553309960,Carrer de Cabanes,residential,,True,136.338,"LINESTRING (2.1699702 41.3729658, 2.1699381 41.3729055, 2.169407 41.3719047, 2.169366 41.3718266)",,,,,,,,,,
30248312,30248300,0,553309961,Carrer de Piquer,residential,,True,82.647,"LINESTRING (2.1699702 41.3729658, 2.1698512 41.373004, 2.1691499 41.3732292, 2.1690596 41.3732582)",,,,,,,,,,
30248313,30248312,0,4746227,Carrer de Piquer,residential,,True,71.364,"LINESTRING (2.17078 41.3727594, 2.1706778 41.3727854, 2.1700796 41.3729379, 2.1699702 41.3729658)",,,,,,,,,,
30248313,30252077,0,4746867,Carrer de Mata,residential,,True,88.689,"LINESTRING (2.17078 41.3727594, 2.1708068 41.3728127, 2.1711168 41.3734297, 2.171155 41.3735057)",,,,,,,,,,
30248318,30248275,0,4746228,Carrer d'Hortes,residential,30,False,76.639,"LINESTRING (2.1678842 41.3729232, 2.1670958 41.3731909, 2.1670474 41.3732073)",,,,,,,,,,
30248318,30248310,0,76168863,Carrer Nou de la Rambla,residential,,True,73.443,"LINESTRING (2.1678842 41.3729232, 2.1683738 41.3733851, 2.1684321 41.3734401)",,,,,,,,,,
30248342,30248343,0,261716934,Carrer Nou de la Rambla,tertiary,,True,62.041,"LINESTRING (2.1708124 41.3757702, 2.1708346 41.3757913, 2.1712725 41.3762085)",,1,,,,,,,,
30248343,82632464,0,10055641,Carrer de l'Om,living_street,20,True,164.839,"LINESTRING (2.1712725 41.3762085, 2.1713126 41.3761991, 2.1723731 41.3759504, 2.1731548 41.3757585)",,1,,,,,,,,
30248343,4554626933,0,261716934,Carrer Nou de la Rambla,tertiary,,True,99.68,"LINESTRING (2.1712725 41.3762085, 2.1713049 41.3762389, 2.17174 41.3766479, 2.1719615 41.3768566, 2.1720362 41.376894)",,1,,,,,,,,
30248345,30227068,0,10851867,Carrer de Sant Oleguer,tertiary,30,False,86.28,"LINESTRING (2.1720452 41.3769481, 2.1719556 41.3770155, 2.1716091 41.3771863, 2.1711983 41.3773903)",,,,,,,,,,
30248345,4554626933,0,553234916,Carrer Nou de la Rambla,tertiary,,True,6.402,"LINESTRING (2.1720452 41.3769481, 2.172035 41.3769359, 2.1720298 41.3769221, 2.1720302 41.3769077, 2.1720362 41.376894)",,1,,,,,,,,
30248345,4554626934,0,553238923,Carrer Nou de la Rambla,tertiary,,True,3.972,"LINESTRING (2.1720452 41.3769481, 2.1720638 41.3769593, 2.1720864 41.3769648)",,1,,,,,,,,
30248358,30248299,0,136362730,Carrer de Vila i Vilà,residential,,True,28.554,"LINESTRING (2.1691303 41.3741038, 2.1694407 41.3739957)",,,,,,,,,,
30248358,30238385,0,261716933,Carrer Nou de la Rambla,residential,,True,111.76100000000001,"LINESTRING (2.1691303 41.3741038, 2.1692293 41.3741966, 2.1696286 41.374562, 2.169861 41.3747822, 2.1699006 41.3748197, 2.1699824 41.3748784)",,,,,,,,,,
30248535,30243312,0,129169442,Carrer de Llançà,residential,30,True,133.916,"LINESTRING (2.1471627 41.3788344, 2.1469694 41.3789779, 2.1466248 41.3792241, 2.1461052 41.3795955, 2.1460041 41.3796678)",,,,,,,,,,
30248535,1500032696,0,450139789,Carrer d'Aragó,primary,50,True,133.643,"LINESTRING (2.1471627 41.3788344, 2.1469348 41.3786752, 2.1466538 41.3784789, 2.1462218 41.3781772, 2.1459903 41.3780155)",yes,5,,12,,,,,,
30248549,30246750,0,4746243,Carrer del Rosselló,residential,30,True,132.416,"LINESTRING (2.1482879 41.386479, 2.1485139 41.3866447, 2.1492166 41.3871599, 2.1492886 41.3872127, 2.1493996 41.3872941, 2.1494231 41.3873113)",,,,,,,,,,
30248549,30238020,0,493086069,Carrer de Viladomat,residential,30,True,129.78,"LINESTRING (2.1482879 41.386479, 2.1484889 41.3863292, 2.1485318 41.386299, 2.1486788 41.3861904, 2.1491645 41.3858318, 2.1492032 41.3858033, 2.1493967 41.3856604)",,,,,,,,,,
30248550,30247088,0,"[237960944, 542841016]",Carrer de Buenos Aires,residential,30,True,137.914,"LINESTRING (2.1459678 41.3916056, 2.1461682 41.3917545, 2.1462256 41.3917993, 2.1463815 41.3919069, 2.1464325 41.3919458, 2.1464625 41.3919678, 2.1465636 41.3920418, 2.1471542 41.3924692)",,3,,9,,,,,,
30248550,30685341,0,"[553586755, 237960950]",Carrer del Comte d'Urgell,secondary,50,True,136.37,"LINESTRING (2.1459678 41.3916056, 2.1461432 41.3914665, 2.146177 41.3914415, 2.1469118 41.3908988, 2.1471262 41.3907404)",,3,,"['15.2', '15']",,,,,,
30248580,430535694,0,542169706,Carrer de Calvet,tertiary,30,True,26.377000000000002,"LINESTRING (2.145293 41.393296, 2.1453975 41.3932178, 2.1454342 41.3931904, 2.1455169 41.3931285)",,3,,9,,,,,,
30248580,30248582,0,"[542990496, 35163649]",Travessera de Gràcia,tertiary,30,False,55.497,"LINESTRING (2.145293 41.393296, 2.1453789 41.3933551, 2.1454324 41.3933919, 2.1457472 41.3936599)",,2,,,,,,,,
30248582,30248583,0,35163649,Travessera de Gràcia,tertiary,30,False,51.171,"LINESTRING (2.1457472 41.3936599, 2.1461819 41.3939846)",,2,,,,,,,,
30248582,30313135,0,4751999,Carrer Sagués,residential,30,False,134.29399999999998,"LINESTRING (2.1457472 41.3936599, 2.1456559 41.3937249, 2.1446204 41.3945224)",,,,,,,,,,
30248582,30248580,0,"[542990496, 35163649]",Travessera de Gràcia,tertiary,30,False,55.497,"LINESTRING (2.1457472 41.3936599, 2.1454324 41.3933919, 2.1453789 41.3933551, 2.145293 41.393296)",,2,,,,,,,,
30248583,30248582,0,35163649,Travessera de Gràcia,tertiary,30,False,51.171,"LINESTRING (2.1461819 41.3939846, 2.1457472 41.3936599)",,2,,,,,,,,
30248583,30313134,0,4752003,Carrer d'Amigó,residential,30,True,126.452,"LINESTRING (2.1461819 41.3939846, 2.1460987 41.3940555, 2.145492 41.3945263, 2.1451341 41.3948063)",,,,,,,,,,
30248583,30237768,0,35163649,Travessera de Gràcia,tertiary,30,False,74.2,"LINESTRING (2.1461819 41.3939846, 2.1462129 41.3940056, 2.1462453 41.3940276, 2.1466579 41.3942797, 2.1466798 41.3942931, 2.1467256 41.3943235, 2.1468622 41.3944143)",,2,,,,,,,,
30248584,30237768,0,237506961,Travessera de Gràcia,tertiary,30,False,29.196,"LINESTRING (2.1471324 41.3945812, 2.1468622 41.3944143)",,2,,,,,,,,
30248584,30313132,0,237506929,Carrer de Santaló,tertiary,30,True,125.396,"LINESTRING (2.1471324 41.3945812, 2.1470982 41.3946082, 2.1470725 41.3946286, 2.1460976 41.3953992)",,,,,,,,,,
30248584,30248585,0,542842571,Travessera de Gràcia,tertiary,,False,40.228,"LINESTRING (2.1471324 41.3945812, 2.147213 41.3946321, 2.1472425 41.3946508, 2.1475011 41.3948144)",,4,,,,,,,,
30248585,30237694,0,"[542990497, 542842571]",Travessera de Gràcia,tertiary,,False,62.377,"LINESTRING (2.1475011 41.3948144, 2.1478193 41.3950146, 2.1479701 41.3951107, 2.147989 41.3951227, 2.1480728 41.395176)",,4,,,,,,,,
30248585,30248584,0,542842571,Travessera de Gràcia,tertiary,,False,40.228,"LINESTRING (2.1475011 41.3948144, 2.1472425 41.3946508, 2.147213 41.3946321, 2.1471324 41.3945812)",,4,,,,,,,,
