u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,access,lanes,ref,width,est_width,bridge,tunnel,junction,area,service
1017920073,1017920205,0,543578058,Passeig de Fabra i Puig,tertiary,30,True,77.938,"LINESTRING (2.1817448 41.430221, 2.180955 41.4302313, 2.1809129 41.4302319, 2.1808101 41.4302332)",,4,,,,,,,,
1017920088,1017920262,0,196025336,Avinguda de Rio de Janeiro,residential,30,False,13.095,"LINESTRING (2.1802794 41.4327003, 2.18035 41.4325951)",,1,,,,,,,,
1017920088,1017920136,0,196025335,Passeig de la Ciutat de Mallorca,residential,30,True,85.238,"LINESTRING (2.1802794 41.4327003, 2.1796057 41.4326882, 2.1792618 41.4327308)",,1,,,,,,,,
1017920129,1017920163,0,4782286,Carrer de Malgrat,living_street,20,True,131.307,"LINESTRING (2.1798709 41.4302471, 2.1798978 41.4314278)",,1,,,,,,,,
1017920129,1017920255,0,237715982,Passeig de Fabra i Puig,tertiary,30,True,72.55,"LINESTRING (2.1798709 41.4302471, 2.1791588 41.4302558, 2.1791123 41.4302563, 2.1790008 41.4302577)",,4,,,,,,,,
1017920131,478861422,0,627850870,Carrer de Piferrer,primary,50,True,96.051,"LINESTRING (2.1783505 41.433033, 2.1783953 41.4330839, 2.1786875 41.433416, 2.1788496 41.4335894, 2.179021 41.4337337)",,3,,,,,,,,
1017920136,1017920203,0,35474734,Carrer de Santapau,residential,30,True,16.026,"LINESTRING (2.1792618 41.4327308, 2.179213 41.4325914)",,1,,,,,,,,
1017920136,1017920131,0,196025335,Passeig de la Ciutat de Mallorca,residential,30,True,83.733,"LINESTRING (2.1792618 41.4327308, 2.179104 41.4327621, 2.1788578 41.4328139, 2.1784535 41.4329886, 2.1783505 41.433033)",,1,,,,,,,,
1017920153,1017920276,0,87504593,Torrent de Can Piquer,residential,30,True,23.791,"LINESTRING (2.1781789 41.4319004, 2.1778938 41.4319097)",,1,,,,,,,,
1017920153,1017920276,1,87504595,Torrent de Can Piquer,residential,20,True,178.062,"LINESTRING (2.1781789 41.4319004, 2.1783581 41.4321517, 2.178587 41.4324356, 2.1785885 41.4324756, 2.1783593 41.4325711, 2.1781651 41.4323136, 2.1778938 41.4319097)",,1,,,,,,,,
1017920156,903833811,0,87504601,Carrer de Piferrer,primary,50,True,73.816,"LINESTRING (2.1775279 41.4319358, 2.1779521 41.4325185)",,3,,12,,,,,,
1017920159,499122835,0,237667621,Passeig de Fabra i Puig,tertiary,30,True,70.576,"LINESTRING (2.1763839 41.4302989, 2.1755374 41.4303053)",,3,,12,,,,,,
1017920162,903833763,0,76704009,Carrer de l'Estudiant,residential,30,True,61.007000000000005,"LINESTRING (2.1772218 41.4335002, 2.1768784 41.4331016, 2.1768504 41.4330305)",,1,,,,,,,,
1017920162,1312339722,0,627850863,Passeig de la Ciutat de Mallorca,residential,30,True,107.066,"LINESTRING (2.1772218 41.4335002, 2.1781829 41.4330589, 2.1782216 41.4330411, 2.178317 41.4329973)",,1,,,,,,,,
1017920163,30617918,0,48564457,Carrer d'Alella,living_street,10,True,77.968,"LINESTRING (2.1798978 41.4314278, 2.1808328 41.4314125)",,1,,,,,,,,
1017920163,416012209,0,"[87504593, 4782286]","['Torrent de Can Piquer', 'Carrer de Malgrat']","['living_street', 'residential']","['20', '30']",True,162.28,"LINESTRING (2.1798978 41.4314278, 2.1799171 41.4322208, 2.1796569 41.432219, 2.1795125 41.4322035, 2.1793449 41.4321707, 2.1791635 41.4321242, 2.1790491 41.4321035)",,1,,,,,,,,
1017920188,2059751742,0,195551389,Carrer de Pardo,residential,30,True,83.31,"LINESTRING (2.1825439 41.4286654, 2.1825662 41.4293542, 2.1825681 41.4294144)",,1,,,,,,,,
1017920188,1017920208,0,237657742,Carrer d'Escòcia,tertiary,30,True,127.899,"LINESTRING (2.1825439 41.4286654, 2.1831733 41.428662, 2.1838646 41.428658, 2.1839155 41.428658, 2.1840777 41.4286516)",,3,,,,,,,,
1017920189,1312339722,0,87504601,Carrer de Piferrer,primary,50,True,12.708,"LINESTRING (2.178242 41.4328978, 2.178317 41.4329973)",,3,,12,,,,,,
1017920189,1017920203,0,116405722,Passeig de la Ciutat de Mallorca,residential,30,True,88.244,"LINESTRING (2.178242 41.4328978, 2.17836 41.4328528, 2.1788481 41.4326665, 2.179213 41.4325914)",,1,,,,,,,,
1017920203,416012209,0,35474734,Carrer de Santapau,residential,30,True,55.947,"LINESTRING (2.179213 41.4325914, 2.1791977 41.4325489, 2.1790491 41.4321035)",,1,,,,,,,,
1017920203,1017920262,0,116405722,Passeig de la Ciutat de Mallorca,residential,30,True,95.399,"LINESTRING (2.179213 41.4325914, 2.179596 41.432565, 2.1799371 41.4325798, 2.1802052 41.4325674, 2.18035 41.4325951)",,1,,,,,,,,
1017920205,416012214,0,237715969,Carrer de Vèlia,residential,30,True,88.571,"LINESTRING (2.1808101 41.4302332, 2.1808062 41.4301312, 2.1807816 41.4294914, 2.1807795 41.429437)",,2,,,,,,,,
1017920205,1017920129,0,237715982,Passeig de Fabra i Puig,tertiary,30,True,78.316,"LINESTRING (2.1808101 41.4302332, 2.1807132 41.4302346, 2.1798709 41.4302471)",,4,,,,,,,,
1017920208,1312339728,0,38167916,Carrer de Dublín,primary_link,50,True,15.517,"LINESTRING (2.1840777 41.4286516, 2.1842638 41.4286494)",,2,,,,,,,,
1017920208,420892483,0,"[310478796, 450125620]",Avinguda Meridiana,primary,50,True,60.135000000000005,"LINESTRING (2.1840777 41.4286516, 2.1841597 41.4285516, 2.1842099 41.4284686, 2.1843927 41.4281659)",yes,4,,12,,,,,,
1017920232,1017920069,0,48564457,Carrer d'Alella,living_street,10,True,73.957,"LINESTRING (2.1781461 41.4314565, 2.179033 41.431442)",,1,,,,,,,,
1017920232,1312339729,0,659895635,Carrer d'Emili Roca,residential,30,True,47.480999999999995,"LINESTRING (2.1781461 41.4314565, 2.1781631 41.431698, 2.1782361 41.4318749)",,1,,,,,,,,
1017920240,1017920232,0,237657763,Carrer d'Emili Roca,residential,30,True,131.713,"LINESTRING (2.1781233 41.4302721, 2.1781461 41.4314565)",,1,,,,,,,,
1017920240,1017920257,0,237657760,Passeig de Fabra i Puig,tertiary,30,True,63.245,"LINESTRING (2.1781233 41.4302721, 2.1775621 41.4302839, 2.1774935 41.4302854, 2.177365 41.4302881)",,4,,,,,,,,
1017920255,416012206,0,237657759,Carrer de Santapau,residential,30,True,87.26599999999999,"LINESTRING (2.1790008 41.4302577, 2.1789966 41.4301188, 2.1789771 41.4294731)",,1,,,,,,,,
1017920255,1017920240,0,237657760,Passeig de Fabra i Puig,tertiary,30,True,73.17399999999999,"LINESTRING (2.1790008 41.4302577, 2.1789205 41.430259, 2.1781233 41.4302721)",,4,,,,,,,,
1017920257,416012192,0,237667611,Carrer d'Arnau d'Oms,primary,50,True,131.31900000000002,"LINESTRING (2.177365 41.4302881, 2.1773667 41.4303821, 2.1773756 41.4308755, 2.1773972 41.4314688)",,3,,10,,,,,,
1017920257,1017920159,0,"[543578057, 237667621]",Passeig de Fabra i Puig,tertiary,30,True,81.814,"LINESTRING (2.177365 41.4302881, 2.1772542 41.4302881, 2.1772141 41.430289, 2.1767252 41.4303, 2.1765431 41.4302994, 2.1764926 41.4302993, 2.1763839 41.4302989)",,3,,12,,,,,,
1017920262,1017920088,0,196025336,Avinguda de Rio de Janeiro,residential,30,False,13.095,"LINESTRING (2.18035 41.4325951, 2.1802794 41.4327003)",,1,,,,,,,,
1017920262,478855374,0,441654625,Avinguda de Rio de Janeiro,residential,30,False,69.427,"LINESTRING (2.18035 41.4325951, 2.1808272 41.4320834)",,2,,,,,,,,
1017920276,1017920156,0,87504593,Torrent de Can Piquer,residential,30,True,30.642,"LINESTRING (2.1778938 41.4319097, 2.1775279 41.4319358)",,1,,,,,,,,
1043786431,2326000392,0,237655878,Carrer del Comte d'Urgell,secondary,50,True,134.51500000000001,"LINESTRING (2.1609659 41.3803378, 2.160786 41.3804688, 2.1607575 41.3804906, 2.1600604 41.3810249, 2.159832 41.3811977)",,,,,,,,,,
1043786431,30247097,0,591631645,Carrer de Floridablanca,tertiary,30,True,130.96,"LINESTRING (2.1609659 41.3803378, 2.1612015 41.3805154, 2.1612279 41.3805353, 2.1613795 41.3806495, 2.1618748 41.3810227, 2.1620734 41.3811724)",,3,,,,,,,,
1043834102,1043834280,0,50883444,Carrer de Cienfuegos,residential,30,True,26.039,"LINESTRING (2.1820533 41.4242724, 2.1821832 41.4242639, 2.1823596 41.4242306)",,,,,,,,,,
1043834110,1043855099,0,90060539,Carrer de Garcilaso,residential,30,True,108.123,"LINESTRING (2.1795085 41.4236041, 2.1794072 41.4236145, 2.179356 41.4236198, 2.1783309 41.423725, 2.1782237 41.423736)",,1,,,,,,,,
1043834110,1303430084,0,116378812,Carrer de la Manigua,residential,30,True,95.51499999999999,"LINESTRING (2.1795085 41.4236041, 2.1795244 41.423697, 2.1796543 41.4244561)",,1,,,,,,,,
1043834114,1043834149,0,426991598,Carrer de Felip Bertran i Güell,residential,30,True,49.093999999999994,"LINESTRING (2.1827038 41.4247517, 2.1823742 41.4245101, 2.1822827 41.4244431)",,1,,,,,,,,
1043834149,1043834102,0,116378813,Carrer de Felip Bertran i Güell,residential,30,True,26.947,"LINESTRING (2.1822827 41.4244431, 2.1820917 41.4243009, 2.1820533 41.4242724)",,1,,,,,,,,
1043834149,1043834280,0,426991599,Carrer de Felip Bertran i Güell,residential,30,True,25.005000000000003,"LINESTRING (2.1822827 41.4244431, 2.1822888 41.4243392, 2.1823596 41.4242306)",,1,,,,,,,,
1043834157,1043834285,0,4750327,Carrer de Francesc Tàrrega,residential,30,True,112.483,"LINESTRING (2.180629 41.42451, 2.1806226 41.4244403, 2.1804574 41.4236036, 2.180439 41.4235087)",,1,,,,,,,,
1043834157,448786042,0,90060543,Carrer d'Alexandre Galí,residential,30,True,98.937,"LINESTRING (2.180629 41.42451, 2.1808005 41.4243793, 2.181387 41.4239321, 2.181461 41.4238756)",,2,,,,,,,,
1043834164,2574540159,0,90060533,Carrer de Felip Bertran i Güell,residential,30,True,77.204,"LINESTRING (2.1841765 41.4246602, 2.1832537 41.4247175)",,,,,,,,,,
1043834164,648862198,0,284577562,Carrer de Concepció Arenal,residential,30,True,68.676,"LINESTRING (2.1841765 41.4246602, 2.1841007 41.4240452)",,2,,,,,,,,
1043834173,1303430020,0,583757056,Carrer del Cardenal Tedeschini,residential,30,False,5.649,"LINESTRING (2.1823477 41.4255003, 2.1824154 41.4254982)",,1,,,,,,,,
1043834173,2059755036,0,90062718,Carrer del Cardenal Tedeschini,residential,30,True,76.128,"LINESTRING (2.1823477 41.4255003, 2.1822022 41.4256131, 2.1817129 41.4259924)",,1,,,,,,,,
1043834178,1043834114,0,90060540,Carrer del Cep,residential,30,True,98.18,"LINESTRING (2.1817729 41.4251206, 2.1818992 41.4250565, 2.1820367 41.425007, 2.1825778 41.424962, 2.1826583 41.4249218, 2.1826824 41.4248316, 2.1827038 41.4247517)",,,,,,,,,,
1043834178,1043834173,0,555296651,Carrer del Cep,residential,30,True,63.89099999999999,"LINESTRING (2.1817729 41.4251206, 2.1818933 41.425207, 2.1822306 41.4254289, 2.1822903 41.4254653, 2.1823477 41.4255003)",,1,,,,,,,,
1043834183,6952516644,0,301322224,Carrer d'Alexandre Galí,residential,30,False,106.833,"LINESTRING (2.1792635 41.4255496, 2.1783638 41.4262337)",,2,,,,,,,,
1043834183,3053899384,0,301322224,Carrer d'Alexandre Galí,residential,30,False,58.55,"LINESTRING (2.1792635 41.4255496, 2.1793002 41.4255217, 2.1797181 41.425204, 2.1797566 41.4251747)",,2,,,,,,,,
1043834187,30295414,0,4750333,Carrer de Matanzas,living_street,30,True,104.935,"LINESTRING (2.1822317 41.4233247, 2.1822208 41.423264, 2.1820641 41.4223894)",,1,,,,,,,,
1043834187,1043834249,0,90060539,Carrer de Garcilaso,residential,30,True,76.16300000000001,"LINESTRING (2.1822317 41.4233247, 2.1821274 41.4233354, 2.1814359 41.4234064, 2.1813273 41.4234206)",,1,,,,,,,,
1043834195,1043834187,0,4750333,Carrer de Matanzas,living_street,30,True,64.792,"LINESTRING (2.1823352 41.4239022, 2.1823211 41.4238238, 2.1823113 41.4237691, 2.1822457 41.4234027, 2.1822317 41.4233247)",,1,,,,,,,,
1043834195,769906822,0,490543145,Carrer de Felip II,secondary,50,False,90.414,"LINESTRING (2.1823352 41.4239022, 2.1827098 41.4236224, 2.1829388 41.4234513, 2.1829821 41.4234189, 2.1831034 41.4233283)",,3,,10,,,,,,
1043834195,448786043,0,555296652,Carrer de Felip II,secondary,50,False,46.399,"LINESTRING (2.1823352 41.4239022, 2.182279 41.4239442, 2.1822558 41.4239616, 2.1819415 41.4241971)",,3,,10,,,,,,
1043834246,1043834178,0,90060536,Carrer del Cep,residential,30,True,62.558,"LINESTRING (2.1812436 41.4247219, 2.1816943 41.4250643, 2.1817729 41.4251206)",,,,,,,,,,
1043834246,6227506611,0,237645169,Carrer de Felip II,secondary,50,False,71.149,"LINESTRING (2.1812436 41.4247219, 2.1806879 41.4251496, 2.1806481 41.4251802)",,3,,10,,,,,,
1043834246,448786043,0,555296652,Carrer de Felip II,secondary,50,False,82.409,"LINESTRING (2.1812436 41.4247219, 2.1817951 41.4243072, 2.181829 41.4242817, 2.1819415 41.4241971)",,3,,10,,,,,,
1043834249,448786042,0,38132673,Carrer de Puerto Príncipe,residential,30,True,51.808,"LINESTRING (2.1813273 41.4234206, 2.1813537 41.4235106, 2.181461 41.4238756)",,1,,,,,,,,
1043834249,1043834285,0,90060539,Carrer de Garcilaso,residential,30,True,74.715,"LINESTRING (2.1813273 41.4234206, 2.1812092 41.4234297, 2.1805243 41.4234999, 2.180439 41.4235087)",,1,,,,,,,,
1043834280,30295418,0,50883444,Carrer de Cienfuegos,residential,30,True,76.795,"LINESTRING (2.1823596 41.4242306, 2.1824915 41.4242166, 2.1832715 41.4241335)",,,,,,,,,,
1043834285,30295403,0,4750327,Carrer de Francesc Tàrrega,residential,30,True,106.38999999999999,"LINESTRING (2.180439 41.4235087, 2.1804144 41.4233737, 2.1802754 41.4226094, 2.1802665 41.4225607)",,1,,,,,,,,
1043834285,1043834110,0,90060539,Carrer de Garcilaso,residential,30,True,78.304,"LINESTRING (2.180439 41.4235087, 2.1803381 41.423519, 2.1796897 41.4235856, 2.1796231 41.4235924, 2.1795085 41.4236041)",,1,,,,,,,,
1043834293,7487287878,0,284577563,Carrer de Ramon Albó,primary,50,True,42.902,"LINESTRING (2.1772347 41.4270985, 2.1772404 41.4274242, 2.1772415 41.4274843)",,3,,11,,,,,,
1043834293,1043855100,0,301322224,Carrer d'Alexandre Galí,residential,30,False,107.549,"LINESTRING (2.1772347 41.4270985, 2.1773504 41.4270097, 2.1773943 41.426976, 2.1781362 41.4264067)",,2,,,,,,,,
1043849998,1043850002,0,90062715,Carrer de Can Ros,residential,30,True,8.795,"LINESTRING (2.1805925 41.4268485, 2.1806198 41.4269249)",,1,,,,,,,,
1043849998,420763042,0,195553382,Carrer de l'Espiga,residential,30,True,128.361,"LINESTRING (2.1805925 41.4268485, 2.1805635 41.426756, 2.1801712 41.4264605, 2.1800087 41.4263386, 2.1795645 41.4260069)",,,,,,,,,,
1043849998,1043850007,0,237645200,Carrer del Cardenal Tedeschini,residential,30,True,125.184,"LINESTRING (2.1805925 41.4268485, 2.18016 41.4271598, 2.1795189 41.4276355)",,1,,,,,,,,
1043849999,1043850011,0,664419795,Carrer de la Riera d'Horta,residential,30,False,32.713,"LINESTRING (2.1792289 41.4278691, 2.1796159 41.4278206)",,1,,,,,,,,
1043849999,416012204,0,664419798,Carrer de la Riera d'Horta,residential,30,True,25.525,"LINESTRING (2.1792289 41.4278691, 2.1789301 41.4279191)",,1,,,,,,,,
1043850002,1043850005,0,90062715,Carrer de Can Ros,residential,30,True,156.777,"LINESTRING (2.1806198 41.4269249, 2.1818918 41.4268718, 2.1824973 41.4268465)",,1,,,,,,,,
1043850005,420892535,0,90062715,Carrer de Can Ros,residential,30,True,142.465,"LINESTRING (2.1824973 41.4268465, 2.1842033 41.4267739)",,1,,,,,,,,
1043850005,4992822662,0,115319563,Carrer de Pardo,residential,30,True,96.009,"LINESTRING (2.1824973 41.4268465, 2.1825289 41.4277096)",,1,,,,,,,,
1043850007,1043849999,0,237645200,Carrer del Cardenal Tedeschini,residential,30,True,35.487,"LINESTRING (2.1795189 41.4276355, 2.1792289 41.4278691)",,1,,,,,,,,
1043850007,1043850011,0,90062719,Carrer de la Riera d'Horta,residential,30,True,22.93,"LINESTRING (2.1795189 41.4276355, 2.179532 41.4276897, 2.1795523 41.4277695, 2.1796159 41.4278206)",,1,,,,,,,,
1043850011,1043849999,0,664419795,Carrer de la Riera d'Horta,residential,30,False,32.713,"LINESTRING (2.1796159 41.4278206, 2.1792289 41.4278691)",,1,,,,,,,,
1043850011,1375540269,0,664419795,Carrer de la Riera d'Horta,residential,30,False,16.769,"LINESTRING (2.1796159 41.4278206, 2.1798164 41.4278087)",,1,,,,,,,,
1043855098,30295406,0,237667622,Passeig de Maragall,secondary,50,False,55.806,"LINESTRING (2.1782433 41.4231377, 2.1782886 41.423086, 2.1786111 41.4227184)",,,,,,,,,,
1043855098,125935921,0,237667622,Passeig de Maragall,secondary,50,False,99.59100000000001,"LINESTRING (2.1782433 41.4231377, 2.178084 41.423312, 2.1778216 41.4235989, 2.1777961 41.4236174, 2.1774997 41.4238333)",,,,,,,,,,
1043855099,125935921,0,334613089,Carrer de Garcilaso,residential,30,True,61.437,"LINESTRING (2.1782237 41.423736, 2.1781759 41.4237406, 2.1778561 41.4237714, 2.1777901 41.4237778, 2.1774997 41.4238333)",,2,,,,,,,,
1043855099,1043855098,0,748647090,Carrer de les Acàcies,residential,30,True,66.549,"LINESTRING (2.1782237 41.423736, 2.1782264 41.4236538, 2.1782396 41.4232496, 2.1782433 41.4231377)",,1,,,,,,,,
1043855100,6952516644,0,301322224,Carrer d'Alexandre Galí,residential,30,False,27.021,"LINESTRING (2.1781362 41.4264067, 2.1783638 41.4262337)",,2,,,,,,,,
1043855100,30254671,0,90063294,Carrer de les Acàcies,residential,30,True,100.807,"LINESTRING (2.1781362 41.4264067, 2.1781428 41.4262046, 2.1781643 41.4255507, 2.1781659 41.4255004)",,1,,,,,,,,
1043855100,1043834293,0,301322224,Carrer d'Alexandre Galí,residential,30,False,107.549,"LINESTRING (2.1781362 41.4264067, 2.1773943 41.426976, 2.1773504 41.4270097, 2.1772347 41.4270985)",,2,,,,,,,,
1043905565,1207603865,0,90067835,Passatge d'Aymà,residential,30,True,58.827,"LINESTRING (2.2038811 41.397998, 2.2038878 41.3979936, 2.2039119 41.3979725, 2.2039542 41.3979496, 2.2044095 41.3976483)",,,,,,,,,,
1043905565,1621904464,0,255327589,Carrer del Taulat,tertiary,20,True,49.358,"LINESTRING (2.2038811 41.397998, 2.203827 41.397953, 2.2036031 41.3977669, 2.2035686 41.3977382, 2.2034846 41.3976685)",,,,,,,,,,
1043905685,347712484,0,31266877,Passeig de Calvell,secondary,30,True,50.812000000000005,"LINESTRING (2.2056079 41.3968371, 2.2053717 41.3966443, 2.2053482 41.3966236, 2.2053202 41.396599, 2.2052515 41.3965558, 2.2052107 41.3965427, 2.2051654 41.3965342)",,2,,5,,,,,,
1043925396,30253211,0,310929464,Avinguda d'Icària,tertiary,30,True,70.072,"LINESTRING (2.1993204 41.3933439, 2.1989703 41.3930358, 2.1989272 41.392998, 2.1987755 41.3928643)",,,,,,,,,,
1043925401,30312485,0,42858991,Carrer del Doctor Trueta,residential,30,True,71.994,"LINESTRING (2.197701 41.3942814, 2.1979051 41.3944297, 2.1981394 41.3946, 2.1983209 41.3947319)",,,,,,,,,,
1043925401,1043925396,0,90069026,Passatge del General Bassols,residential,30,True,170.631,"LINESTRING (2.197701 41.3942814, 2.1977793 41.3942361, 2.1993204 41.3933439)",,,,,,,,,,
1044543169,4112911211,0,"[547440865, 547440863]",Passeig de Calvell,secondary,"['50', '30']",False,62.007000000000005,"LINESTRING (2.2080423 41.3990079, 2.2078358 41.3988174, 2.2077504 41.3987328, 2.2076144 41.3986033, 2.2075801 41.3985712)",,4,,11,,,,,,
1044543169,1710709043,0,547440865,Passeig de Calvell,secondary,50,False,41.873999999999995,"LINESTRING (2.2080423 41.3990079, 2.2081893 41.3991427, 2.2082179 41.399167, 2.2083514 41.3993044)",,4,,11,,,,,,
1044543192,3048077340,0,255327589,Carrer del Taulat,tertiary,20,True,28.207,"LINESTRING (2.2064712 41.4000855, 2.2062689 41.3999183, 2.2062454 41.3998967)",,,,,,,,,,
1044543192,3048083034,0,455105598,Carrer de Vidal i de Valenciano,living_street,20,True,28.37,"LINESTRING (2.2064712 41.4000855, 2.2064889 41.4000748, 2.206501 41.4000664, 2.206722 41.3999132)",,1,,,,,,,,
1046599571,1046599670,0,552864704,Carrer de la Garrotxa,residential,30,True,93.40400000000001,"LINESTRING (2.1799276 41.4191588, 2.1799191 41.419227, 2.1799171 41.4192433, 2.1798691 41.4196278, 2.1798312 41.4199104, 2.1798198 41.4199949)",,1,,,,,,,,
1046599571,3762047842,0,552864705,Carrer de Teodor Llorente,residential,30,True,66.78399999999999,"LINESTRING (2.1799276 41.4191588, 2.1800283 41.4191789, 2.1800631 41.4191858, 2.1804951 41.419272, 2.1805337 41.4192797, 2.180596 41.4192921, 2.1807016 41.4193132)",,1,,,,,,,,
1046599575,30295392,0,90264099,Carrer de l'Art,residential,30,True,56.096000000000004,"LINESTRING (2.17942 41.4218397, 2.179292 41.4217643, 2.1790176 41.4216027, 2.178891 41.421528)",,1,,,,,,,,
1046599575,31286344,0,382838559,Passeig de Maragall,secondary,50,False,27.662,"LINESTRING (2.17942 41.4218397, 2.1792705 41.4220174, 2.179243 41.4220501)",,,,,,,,,,
1046599575,1046599674,0,382838560,Passeig de Maragall,secondary,50,False,44.455,"LINESTRING (2.17942 41.4218397, 2.1796749 41.4215813, 2.1796976 41.4215583, 2.1797371 41.4215183)",,4,,,,,,,,
1046599580,1312053359,0,90264097,Carrer de la Garrotxa,residential,30,True,41.302,"LINESTRING (2.1792782 41.420801, 2.1790054 41.421056, 2.1789682 41.4210907)",,1,,,,,,,,
1046599580,1046599674,0,90264098,Carrer del Pare Roldós,residential,30,True,88.46300000000001,"LINESTRING (2.1792782 41.420801, 2.179303 41.4208399, 2.1796102 41.4213215, 2.1796281 41.4213495, 2.1796716 41.4214169, 2.1797371 41.4215183)",,1,,,,,,,,
1046599586,30689179,0,116378810,Rambla de la Muntanya,residential,30,True,7.899,"LINESTRING (2.1787293 41.422201, 2.178765 41.4222668)",,,,,,,,,,
1046599615,1046599623,0,90264101,Carrer de Santa Joaquima de Vedruna,residential,30,True,76.427,"LINESTRING (2.1802737 41.4209424, 2.1801701 41.4208716, 2.1799424 41.4207161, 2.1796527 41.4205215, 2.1796299 41.4205062, 2.1795935 41.4204817)",,1,,,,,,,,
1046599615,30295405,0,382838560,Passeig de Maragall,secondary,50,False,72.871,"LINESTRING (2.1802737 41.4209424, 2.1802357 41.4209833, 2.1802172 41.4210032, 2.179841 41.4214075, 2.1797737 41.4214799)",,4,,,,,,,,
1046599615,125932462,0,552870868,Passeig de Maragall,secondary,50,False,60.308,"LINESTRING (2.1802737 41.4209424, 2.1803471 41.4208633, 2.1804846 41.4207145, 2.1806744 41.420491)",,4,,,,,,,,
1046599623,31286335,0,552870867,Carrer de la Garrotxa,residential,30,True,18.253999999999998,"LINESTRING (2.1795935 41.4204817, 2.1795664 41.4205133, 2.1795314 41.420554, 2.1795269 41.4205585, 2.1794688 41.4206165)",,1,,,,,,,,
1046599625,1046599571,0,282883366,Carrer de Teodor Llorente,residential,30,True,121.24100000000001,"LINESTRING (2.1785351 41.4188782, 2.1789298 41.418958, 2.1794538 41.4190578, 2.1794485 41.419063, 2.1797979 41.4191329, 2.1799276 41.4191588)",,1,,,,,,,,
1046599670,31286334,0,90264102,Carrer del Doctor Valls,residential,30,True,107.89,"LINESTRING (2.1798198 41.4199949, 2.1797542 41.4199924, 2.1787408 41.4199534, 2.1785276 41.4199452)",,1,,,,,,,,
1046599670,1046599623,0,552870866,Carrer de la Garrotxa,residential,30,True,57.493,"LINESTRING (2.1798198 41.4199949, 2.179808 41.4200344, 2.179783 41.4201182, 2.1797278 41.420242, 2.1796952 41.4203096, 2.1796572 41.4203787, 2.1795935 41.4204817)",,1,,,,,,,,
1046599674,30295405,0,382838560,Passeig de Maragall,secondary,50,False,5.248,"LINESTRING (2.1797371 41.4215183, 2.1797737 41.4214799)",,4,,,,,,,,
1046599674,1046599575,0,382838560,Passeig de Maragall,secondary,50,False,44.455,"LINESTRING (2.1797371 41.4215183, 2.1796976 41.4215583, 2.1796749 41.4215813, 2.17942 41.4218397)",,4,,,,,,,,
1046607394,4407308354,0,310060730,Carrer de Cartellà,residential,30,True,91.065,"LINESTRING (2.1652951 41.4301279, 2.1661527 41.4296207)",,,,,,,,,,
1046607394,1046607396,0,90264605,Carrer de Sant Alexandre,residential,30,True,251.15800000000002,"LINESTRING (2.1652951 41.4301279, 2.1651801 41.4300552, 2.1641897 41.4294295, 2.1629854 41.4286778)",,,,,,,,,,
1046607396,1174708055,0,284404482,Passeig de Maragall,tertiary,30,False,67.16,"LINESTRING (2.1629854 41.4286778, 2.1629316 41.428729, 2.162655 41.4289923, 2.162487 41.4291523)",yes,4,,,,,,,,
1046607396,1046613006,0,284404482,Passeig de Maragall,tertiary,30,False,26.034,"LINESTRING (2.1629854 41.4286778, 2.1630854 41.4285825, 2.1631785 41.4284938)",yes,4,,,,,,,,
1046607401,30617717,0,264970171,Carrer del Torrent de Can Mariner,residential,30,True,24.389,"LINESTRING (2.1629843 41.4312229, 2.1629226 41.4314373)",,1,,,,,,,,
1046607401,257747680,0,90264607,Carrer de la Galla,living_street,20,False,155.54999999999998,"LINESTRING (2.1629843 41.4312229, 2.1626329 41.4311843, 2.1624252 41.4310995, 2.1622977 41.4310426, 2.1621504 41.4309912, 2.1621351 41.4309857, 2.1619279 41.4309111, 2.1616384 41.4308572, 2.1613865 41.4308304, 2.161226 41.430806)",,,,,,,,,,
1046607404,449385485,0,"[265053386, 310060732, 259627205]",Passeig de Fabra i Puig,tertiary,30,False,478.1460000000001,"LINESTRING (2.1673229 41.4304522, 2.1669779 41.4304649, 2.1669243 41.4304669, 2.1665036 41.4304727, 2.1661456 41.4304911, 2.1659723 41.4305152, 2.1658312 41.4305401, 2.1650282 41.4307406, 2.164678 41.4308749, 2.1643364 41.4310221, 2.1642369 41.4310854, 2.1642219 41.4310949, 2.1640772 41.431186, 2.1638008 41.4314071, 2.1637058 41.4314821, 2.1636064 41.4316015, 2.1633964 41.4318657, 2.1632579 41.4321042, 2.1631749 41.4323436, 2.1631168 41.4326749)",,"['4', '2']",,,,,,,,
1046607404,1695282709,0,649291250,Passeig de Fabra i Puig,tertiary,30,False,84.956,"LINESTRING (2.1673229 41.4304522, 2.1674205 41.4304498, 2.1683414 41.4304276)",,4,,,,,,,,
1046607407,1046607422,0,90264608,Carrer de Petrarca,residential,30,True,129.989,"LINESTRING (2.1636379 41.4280873, 2.1637336 41.4281512, 2.1638374 41.4282206, 2.1648094 41.4288587)",,,,,,,,,,
1046607407,951016296,0,237725959,Passeig de Maragall,tertiary,30,False,20.601999999999997,"LINESTRING (2.1636379 41.4280873, 2.1637226 41.4280428, 2.1638493 41.427992)",yes,4,,,,,,,,
1046607407,1046613006,0,284404482,Passeig de Maragall,tertiary,30,False,59.416,"LINESTRING (2.1636379 41.4280873, 2.1636182 41.4281009, 2.1634927 41.4281879, 2.1632644 41.4284102, 2.1631785 41.4284938)",yes,4,,,,,,,,
