network,components,coverage,directness,length,poi_coverage,efficiency_global,efficiency_local
bikeable,462,466.41735521881645,0.5290499459182652,1087.5413900928038,0,0.1700609000186219,0.0
biketrack,169,332.95693455921094,0.5461353531477914,294.1247123632297,0,0.4847879413863233,0.0
biketrackcarall,302,660.5489726377403,0.8043996725697081,5070.799206547161,0,0.6592809273690298,0.0
carall,258,659.6094977564237,0.7512777450427037,4795.587284529915,0,0.6505532493651096,0.0
