u,v,key,osmid,name,highway,oneway,length,geometry,maxspeed,lanes,ref,access,bridge,tunnel,width,junction,service
42428645,42428643,0,404253364,Broadway,primary,True,85.318,"LINESTRING (-73.9811764 40.7818019, -73.9814257 40.7810582)",25 mph,,,,,,,,
42428648,42431015,0,188290057,West 77th Street,residential,True,116.622,"LINESTRING (-73.9809212 40.7825164, -73.9821288 40.7830301)",,,,,,,,,
42428648,42428645,0,404253364,Broadway,primary,True,82.307,"LINESTRING (-73.9809212 40.7825164, -73.9809523 40.7824376, -73.9811764 40.7818019)",25 mph,,,,,,,,
42428653,42431019,0,68668533,West 79th Street,secondary,False,104.62,"LINESTRING (-73.9800838 40.783893, -73.98117019999999 40.7843497)",,,,,,,,,
42428653,1061531454,0,740085317,West 79th Street,secondary,False,17.3,"LINESTRING (-73.9800838 40.783893, -73.9799051 40.7838162)",,,,,,,,,
42428653,42428065,0,404253364,Broadway,primary,True,87.02799999999999,"LINESTRING (-73.9800838 40.783893, -73.98055429999999 40.7832495, -73.98058090000001 40.7832069)",25 mph,,,,,,,,
42428657,42431024,0,209462187,West 81st Street,residential,True,105.679,"LINESTRING (-73.97912289999999 40.7852008, -73.9802226 40.785659)",,,,,,,,,
42428657,42421775,0,404253364,Broadway,primary,True,80.203,"LINESTRING (-73.97912289999999 40.7852008, -73.97958269999999 40.7845691)",25 mph,,,,,,,,
42428661,1061531818,0,5670192,West 82nd Street,residential,True,16.558,"LINESTRING (-73.97864869999999 40.7858192, -73.9784767 40.785747)",,,,,,,,,
42428661,42428657,0,404253364,Broadway,primary,True,79.513,"LINESTRING (-73.97864869999999 40.7858192, -73.9787992 40.785623, -73.97912289999999 40.7852008)",25 mph,,,,,,,,
42428663,42428661,0,404253364,Broadway,primary,True,82.273,"LINESTRING (-73.9781723 40.7864652, -73.9782111 40.7864099, -73.97864869999999 40.7858192)",25 mph,,,,,,,,
42428663,42431030,0,740085319,West 83rd Street,residential,True,108.091,"LINESTRING (-73.9781723 40.7864652, -73.9782656 40.786506, -73.9792937 40.7869385)",,,,,,,,,
42428670,42431034,0,5672180,West 85th Street,residential,True,115.369,"LINESTRING (-73.97717969999999 40.7876892, -73.978373 40.7881993)",,,,,,,,,
42428670,42421809,0,404253364,Broadway,primary,True,79.616,"LINESTRING (-73.97717969999999 40.7876892, -73.9776389 40.7871507, -73.97769270000001 40.7870877)",25 mph,,,,,,,,
42428674,42431037,0,68668560,West 86th Street,secondary,False,120.818,"LINESTRING (-73.9766072 40.7883609, -73.9778627 40.7888872)",30 mph,4,,,,,,,
42428674,1061531603,0,320516787,West 86th Street,secondary,False,16.688,"LINESTRING (-73.9766072 40.7883609, -73.9764349 40.7882867)",,,,,,,,,
42428674,42428670,0,404253364,Broadway,primary,True,88.891,"LINESTRING (-73.9766072 40.7883609, -73.97717969999999 40.7876892)",25 mph,,,,,,,,
42428678,42431039,0,320516788,West 87th Street,residential,True,127.299,"LINESTRING (-73.97606140000001 40.788995, -73.9773744 40.7895628)",,,,,,,,,
42428678,42428674,0,404253364,Broadway,primary,True,84.16,"LINESTRING (-73.97606140000001 40.788995, -73.9766072 40.7883609)",25 mph,,,,,,,,
42428682,42428678,0,404253364,Broadway,primary,True,79.495,"LINESTRING (-73.97559870000001 40.7896182, -73.97606140000001 40.788995)",25 mph,,,,,,,,
42428682,1061531810,0,5670659,West 88th Street,residential,True,17.079,"LINESTRING (-73.97559870000001 40.7896182, -73.97549549999999 40.7895762, -73.97542 40.7895455)",,,,,,,,,
42428689,42422006,0,404253364,Broadway,primary,True,78.656,"LINESTRING (-73.9746797 40.7908742, -73.97513189999999 40.7902552)",25 mph,,,,,,,,
42428689,1061531682,0,5670526,West 90th Street,residential,True,17.201,"LINESTRING (-73.9746797 40.7908742, -73.9745927 40.7908418, -73.9744963 40.790806)",,,,,,,,,
42428695,42431067,0,5671786,West 91st Street,residential,True,128.807,"LINESTRING (-73.97421300000001 40.7915093, -73.97555180000001 40.7920701)",,,,,,,,,
42428695,42428689,0,404253364,Broadway,primary,True,80.814,"LINESTRING (-73.97421300000001 40.7915093, -73.9746797 40.7908742)",25 mph,,,,,,,,
42428701,1061531736,0,5671106,West 92nd Street,residential,True,17.539,"LINESTRING (-73.97375510000001 40.7921441, -73.97357289999999 40.7920676)",,,,,,,,,
42428701,42428695,0,404253364,Broadway,primary,True,80.427,"LINESTRING (-73.97375510000001 40.7921441, -73.97421300000001 40.7915093)",25 mph,,,,,,,,
42428705,42431089,0,5671403,West 93rd Street,residential,True,127.968,"LINESTRING (-73.9732956 40.792771, -73.9746245 40.7933298)",,,,,,,,,
42428705,42428701,0,404253364,Broadway,primary,True,79.722,"LINESTRING (-73.9732956 40.792771, -73.97375510000001 40.7921441)",25 mph,,,,,,,,
42428709,1061531847,0,5670519,West 94th Street,residential,True,17.77,"LINESTRING (-73.9728492 40.7933947, -73.9727731 40.7933634, -73.97266380000001 40.7933183)",,,,,,,,,
42428709,42428705,0,"[421853609, 421853618]",Broadway,primary,True,78.879,"LINESTRING (-73.9728492 40.7933947, -73.9731216 40.7930141, -73.9732956 40.792771)",,,,,,,,,
42428711,42428709,0,"[421853621, 421853599]",Broadway,primary,True,80.291,"LINESTRING (-73.9724164 40.794038, -73.9726493 40.7936803, -73.9727056 40.7935938, -73.9728492 40.7933947)",,,,,,,,,
42428711,1061531593,0,455675581,West 95th Street,secondary,True,25.016,"LINESTRING (-73.9724164 40.794038, -73.9723054 40.7939922, -73.9721555 40.7939303)",,,,,,,,,
42428714,42431099,0,"[420623123, 756449859, 68668555, 420623122]",West 96th Street,secondary,False,125.963,"LINESTRING (-73.97189779999999 40.7947185, -73.9719936 40.7947579, -73.9722558 40.7948602, -73.97267220000001 40.7950265, -73.97280360000001 40.7950815, -73.9732137 40.7952575)",,3,,,,,,,
42428714,42428711,0,"[420623114, 420623116]",Broadway,primary,True,87.36500000000001,"LINESTRING (-73.97189779999999 40.7947185, -73.9721914 40.7943422, -73.9724164 40.794038)",,,,,,,,,
42428714,1061531807,0,420623125,West 96th Street,secondary,False,22.177999999999997,"LINESTRING (-73.97189779999999 40.7947185, -73.9717941 40.7946791, -73.97166919999999 40.7946198)",,,,,,,,,
42428716,42431102,0,46334579,West 97th Street,residential,True,126.602,"LINESTRING (-73.97140469999999 40.7953835, -73.9722731 40.7957505, -73.9727178 40.7959386)",,,,,,,,,
42428716,42428714,0,"[420623113, 196116982]",Broadway,primary,True,84.799,"LINESTRING (-73.97140469999999 40.7953835, -73.9714434 40.7953313, -73.9716038 40.7951146, -73.97189779999999 40.7947185)",,2,,,,,,,
42428720,1061531727,0,5670169,West 98th Street,residential,True,18.67,"LINESTRING (-73.97094010000001 40.7960068, -73.97085730000001 40.7959696, -73.97074689999999 40.7959244)",,,,,,,,,
42428720,42428716,0,196116982,Broadway,primary,True,79.584,"LINESTRING (-73.97094010000001 40.7960068, -73.9709812 40.7959527, -73.9713622 40.7954373, -73.97140469999999 40.7953835)",,,,,,,,,
42428723,42431106,0,5672977,West 99th Street,residential,True,127.73,"LINESTRING (-73.9704795 40.7966365, -73.9705774 40.7966754, -73.9718112 40.7971871)",,,,,,,,,
42428723,42428720,0,196116982,Broadway,primary,True,80.04,"LINESTRING (-73.9704795 40.7966365, -73.9705179 40.7965855, -73.97089889999999 40.7960653, -73.97094010000001 40.7960068)",,,,,,,,,
42428725,1061531596,0,295999078,West 100th Street,residential,True,19.086,"LINESTRING (-73.9700162 40.7972661, -73.96981839999999 40.7971822)",,,,,,,,,
42428725,42428723,0,196116982,Broadway,primary,True,80.143,"LINESTRING (-73.9700162 40.7972661, -73.97006159999999 40.7972077, -73.9704366 40.7966924, -73.9704795 40.7966365)",,,,,,,,,
42428728,42431108,0,5673465,West 101st Street,residential,True,127.868,"LINESTRING (-73.9695597 40.7978923, -73.97088770000001 40.7984506)",,,,,,,,,
42428728,42428725,0,196116982,Broadway,primary,True,79.538,"LINESTRING (-73.9695597 40.7978923, -73.9696033 40.7978384, -73.96997760000001 40.7973178, -73.9700162 40.7972661)",,,,,,,,,
42428737,1061531802,0,5672120,West 102nd Street,residential,True,19.52,"LINESTRING (-73.9691049 40.7985191, -73.9689066 40.7984281)",,,,,,,,,
42428737,42428728,0,196116982,Broadway,primary,True,79.52499999999999,"LINESTRING (-73.9691049 40.7985191, -73.9691433 40.7984697, -73.9695167 40.797949, -73.9695597 40.7978923)",,,,,,,,,
42428742,42431113,0,172598470,West 103rd Street,residential,True,126.293,"LINESTRING (-73.9686574 40.7991535, -73.9699736 40.7996987)",,,,,,,,,
42428742,42428737,0,196116982,Broadway,primary,True,80.001,"LINESTRING (-73.9686574 40.7991535, -73.96869239999999 40.799093, -73.9690567 40.79858, -73.9691049 40.7985191)",,,,,,,,,
42428746,1061531496,0,5671540,West 104th Street,residential,True,20.534,"LINESTRING (-73.9683196 40.7998293, -73.9682189 40.7997858, -73.9681077 40.7997378)",,,,,,,,,
42428746,42428742,0,196116982,Broadway,primary,True,80.351,"LINESTRING (-73.9683196 40.7998293, -73.9686225 40.7992163, -73.9686574 40.7991535)",,,,,,,,,
42428751,42431118,0,5670640,West 105th Street,residential,True,93.652,"LINESTRING (-73.9680997 40.8005442, -73.9690678 40.8009593)",,,,,,,,,
42428751,42428746,0,196116982,Broadway,primary,True,81.67200000000001,"LINESTRING (-73.9680997 40.8005442, -73.9681447 40.8003624, -73.9682627 40.7999734, -73.9683196 40.7998293)",,,,,,,,,
42428760,42431121,0,500796506,West 107th Street,residential,True,19.129,"LINESTRING (-73.9679079 40.8022513, -73.96810739999999 40.8023337)",,,,,,,,,
42428760,42421745,0,196116982,Broadway,primary,True,94.861,"LINESTRING (-73.9679079 40.8022513, -73.9679156 40.8021759, -73.9679821 40.8015198, -73.96799420000001 40.8014007)",,,,,,,,,
42428770,42441913,0,5671570,West 109th Street,residential,True,135.43,"LINESTRING (-73.9672429 40.8036112, -73.968647 40.804206)",,,,,,,,,
42428770,595314103,0,195743148,Broadway,primary,True,79.915,"LINESTRING (-73.9672429 40.8036112, -73.9672783 40.8035636, -73.9676577 40.8030534, -73.96770859999999 40.8029849)",,,,,,,,,
42428782,3579432156,0,455674352,Cathedral Parkway,secondary,False,16.388,"LINESTRING (-73.9667891 40.8042102, -73.9666179 40.80414)",,,,,,,,,
42428782,42441926,0,46111631,Cathedral Parkway,secondary,False,117.72,"LINESTRING (-73.9667891 40.8042102, -73.9679431 40.8046938, -73.9680127 40.804723)",,,,,,,,,
42428782,42428770,0,195743148,Broadway,primary,True,76.781,"LINESTRING (-73.9667891 40.8042102, -73.96685340000001 40.8041253, -73.9671957 40.8036735, -73.9672429 40.8036112)",,,,,,,,,
42428790,7785782284,0,465067248,West 111th Street,residential,True,135.84500000000003,"LINESTRING (-73.96631360000001 40.8048633, -73.9676697 40.805439, -73.96772129999999 40.8054609)",,,,,,,,,
42428790,42428782,0,497262776,Broadway,primary,True,82.91900000000001,"LINESTRING (-73.96631360000001 40.8048633, -73.9663506 40.8048125, -73.9667249 40.8042983, -73.9667891 40.8042102)",,,,,,,,,
42428799,561035333,0,5670544,West 112th Street,residential,True,17.968,"LINESTRING (-73.9658601 40.8054904, -73.9657608 40.8054486, -73.96567349999999 40.8054119)",,,,,,,,,
42428799,42428790,0,524569322,Broadway,primary,True,79.494,"LINESTRING (-73.9658601 40.8054904, -73.9658946 40.8054427, -73.9662683 40.8049259, -73.96631360000001 40.8048633)",,,,,,,,,
42428807,42428799,0,524569322,Broadway,primary,True,79.662,"LINESTRING (-73.9654027 40.8061176, -73.9654366 40.8060712, -73.96581070000001 40.8055586, -73.9658601 40.8054904)",,,,,,,,,
42428807,42431193,0,658579519,West 113th Street,residential,True,167.316,"LINESTRING (-73.9654027 40.8061176, -73.96667890000001 40.8066538, -73.9666959 40.8066609, -73.9670769 40.8068353, -73.9671331 40.8068579)",,,,,,,,,
42428814,561035335,0,5672656,West 114th Street,residential,True,17.707,"LINESTRING (-73.96494370000001 40.8067507, -73.96487500000001 40.8067224, -73.96475890000001 40.8066746)",,,,,,,,,
42428814,42428807,0,524569322,Broadway,primary,True,80.30299999999998,"LINESTRING (-73.96494370000001 40.8067507, -73.96498080000001 40.8066972, -73.9653526 40.8061866, -73.9654027 40.8061176)",,,,,,,,,
42428833,5004570631,0,524569313,West 115th Street,residential,True,191.277,"LINESTRING (-73.96448890000001 40.8073871, -73.9645817 40.807425, -73.96573840000001 40.8079042, -73.96637629999999 40.8081789, -73.966476 40.8082218)",,,,,,,,,
42428833,42428814,0,524569322,Broadway,primary,True,80.45600000000002,"LINESTRING (-73.96448890000001 40.8073871, -73.9645316 40.8073264, -73.9648962 40.8068146, -73.96494370000001 40.8067507)",,,,,,,,,
42428844,1506591536,0,828303725,Broadway,primary,True,85.188,"LINESTRING (-73.96168609999999 40.8112589, -73.9621791 40.8105898)",,,,,,,,,
42428858,42443181,0,5671710,Tiemann Place,residential,False,83.394,"LINESTRING (-73.9588359 40.8151853, -73.9597048 40.8155459)",,,,,,,,,
42428858,5763775589,0,5671710,Tiemann Place,residential,False,23.272,"LINESTRING (-73.9588359 40.8151853, -73.9585934 40.8150847)",,,,,,,,,
42428858,42421857,0,828303725,Broadway,primary,True,171.948,"LINESTRING (-73.9588359 40.8151853, -73.9598214 40.8138307)",,,,,,,,,
42428863,561035343,0,196117067,West 125th Street,primary,False,24.446,"LINESTRING (-73.9583906 40.8158098, -73.95828040000001 40.8156876, -73.9582741 40.8156807, -73.9582204 40.8156319)",,,,,,,,,
42428863,7732571914,0,"[68668548, 420590070]",West 125th Street,primary,False,162.288,"LINESTRING (-73.9583906 40.8158098, -73.9585453 40.8159755, -73.9586824 40.8161248, -73.9594934 40.8170071)",,,,,,,,,
42428863,42428858,0,828303725,Broadway,primary,True,78.90799999999999,"LINESTRING (-73.9583906 40.8158098, -73.95860999999999 40.8155011, -73.9588359 40.8151853)",,,,,,,,,
42428873,2541754747,0,5670677,West 131st Street,residential,False,18.337,"LINESTRING (-73.95706029999999 40.8176184, -73.9568702 40.8175378)",,,,,,,,,
42428873,42438228,0,"[5670677, 689902327]",West 131st Street,residential,False,265.347,"LINESTRING (-73.95706029999999 40.8176184, -73.9584419 40.8182041, -73.9598117 40.8187841)",,,,,,,,,
42428873,7732654932,0,195743150,Broadway,primary,True,79.13,"LINESTRING (-73.95706029999999 40.8176184, -73.9571198 40.8175421, -73.95751490000001 40.8169955)",,,,,,,,,
42428876,42429541,0,5669820,West 132nd Street,residential,False,264.835,"LINESTRING (-73.9566189 40.8182375, -73.9593697 40.8193946)",,,,,,,,,
42428876,42428873,0,195743150,Broadway,primary,True,78.223,"LINESTRING (-73.9566189 40.8182375, -73.95706029999999 40.8176184)",,,,,,,,,
42428876,561035346,0,247047850,West 132nd Street,residential,False,18.311,"LINESTRING (-73.9566189 40.8182375, -73.95649040000001 40.8181813, -73.9564305 40.8181551)",,,,,,,,,
42428892,7732653970,0,195743150,Broadway,primary,True,165.484,"LINESTRING (-73.95520620000001 40.8201687, -73.9561585 40.8188666)",,,,,,,,,
42428892,561035349,0,195743206,West 135th Street,tertiary,False,18.314,"LINESTRING (-73.95520620000001 40.8201687, -73.95501609999999 40.8200885)",,,,,,,,,
42428892,7620631148,0,455688156,West 135th Street,tertiary,False,224.405,"LINESTRING (-73.95520620000001 40.8201687, -73.95542949999999 40.8202623, -73.9575294 40.8211596)",,,,,,,,,
42428912,42441949,0,5671331,West 137th Street,residential,True,177.563,"LINESTRING (-73.9542759 40.8214465, -73.9561111 40.8222347)",,,,,,,,,
42428912,561035351,0,525667716,Broadway,primary,True,78.122,"LINESTRING (-73.9542759 40.8214465, -73.9547233 40.8208309)",,,,,,,,,
42428913,42428912,0,223503127,Broadway,primary,True,80.532,"LINESTRING (-73.9538135 40.8220806, -73.9542759 40.8214465)",,,,,,,,,
42428913,2383895312,0,"[608355937, 5670759]","['West 138th Street', '12th Avenue']",residential,True,428.598,"LINESTRING (-73.9538135 40.8220806, -73.95547809999999 40.8227787, -73.95566789999999 40.8228587, -73.9561834 40.8230745, -73.95631 40.8231276, -73.95757949999999 40.8217317)",,,,,,,,,
42428914,42428913,0,223503127,Broadway,primary,True,78.569,"LINESTRING (-73.9533594 40.822698, -73.9538135 40.8220806)",,,,,,,,,
42428914,42441950,0,5673305,West 139th Street,residential,True,190.92200000000003,"LINESTRING (-73.9533594 40.822698, -73.9542028 40.8230523, -73.9545188 40.8231882, -73.95491130000001 40.8233571, -73.9553367 40.8235401)",,,,,,,,,
42428917,42428914,0,223503127,Broadway,primary,True,78.859,"LINESTRING (-73.95290439999999 40.823318, -73.9533594 40.822698)",,,,,,,,,
42428917,561035356,0,5670203,West 140th Street,residential,True,18.312,"LINESTRING (-73.95290439999999 40.823318, -73.9527913 40.8232705, -73.95271409999999 40.8232381)",,,,,,,,,
42428919,42428917,0,223503127,Broadway,primary,True,79.142,"LINESTRING (-73.95244769999999 40.8239402, -73.95290439999999 40.823318)",,,,,,,,,
42428919,42441951,0,234726492,West 141st Street,residential,True,182.838,"LINESTRING (-73.95244769999999 40.8239402, -73.9542651 40.8247045, -73.954347 40.824739)",,,,,,,,,
42428922,42428919,0,223503127,Broadway,primary,True,80.933,"LINESTRING (-73.95198550000001 40.8245785, -73.95244769999999 40.8239402)",,,,,,,,,
42428922,561035358,0,5670688,West 142nd Street,residential,True,18.314,"LINESTRING (-73.95198550000001 40.8245785, -73.95186750000001 40.8245287, -73.95179539999999 40.8244983)",,,,,,,,,
42428926,42441952,0,5671137,West 143rd Street,residential,True,142.298,"LINESTRING (-73.9515358 40.8251983, -73.95160919999999 40.8252292, -73.953014 40.82582)",,,,,,,,,
42428926,42428922,0,223503127,Broadway,primary,True,78.623,"LINESTRING (-73.9515358 40.8251983, -73.9515765 40.8251423, -73.95198550000001 40.8245785)",,,,,,,,,
42428928,561035360,0,5671257,West 144th Street,residential,True,18.306,"LINESTRING (-73.9510825 40.8258119, -73.9509619 40.825761, -73.95089249999999 40.8257317)",,,,,,,,,
42428928,42428926,0,223503127,Broadway,primary,True,78.166,"LINESTRING (-73.9510825 40.8258119, -73.9514897 40.8252607, -73.9515358 40.8251983)",,,,,,,,,
42428931,42428928,0,223503127,Broadway,primary,True,86.916,"LINESTRING (-73.95058229999999 40.8264958, -73.9510825 40.8258119)",,,,,,,,,
42428931,42434264,0,68668550,West 145th Street,secondary,False,134.252,"LINESTRING (-73.95058229999999 40.8264958, -73.9510678 40.8266987, -73.9519791 40.8270794)",,,,,,,,,
42428931,561035361,0,524558207,West 145th Street,secondary,False,18.033,"LINESTRING (-73.95058229999999 40.8264958, -73.9504573 40.8264439, -73.95039439999999 40.8264178)",,,,,,,,,
42428934,42428931,0,223503127,Broadway,primary,True,84.597,"LINESTRING (-73.9500994 40.8271631, -73.95058229999999 40.8264958)",,,,,,,,,
42428934,561035362,0,5673106,West 146th Street,residential,True,18.308,"LINESTRING (-73.9500994 40.8271631, -73.94997549999999 40.8271109, -73.9499093 40.827083)",,,,,,,,,
42428936,42441956,0,5671685,West 147th Street,residential,True,116.746,"LINESTRING (-73.9496453 40.8277858, -73.950858 40.828296)",,,,,,,,,
42428936,42428934,0,223503127,Broadway,primary,True,79.083,"LINESTRING (-73.9496453 40.8277858, -73.9500994 40.8271631)",,,,,,,,,
42428939,42428936,0,223503127,Broadway,primary,True,79.921,"LINESTRING (-73.949184 40.8284141, -73.9496453 40.8277858)",,,,,,,,,
42428939,561035364,0,5670774,West 148th Street,residential,True,18.307000000000002,"LINESTRING (-73.949184 40.8284141, -73.94904510000001 40.8283556, -73.9489939 40.828334)",,1,,,,,,,
42428941,42434343,0,5670252,West 149th Street,residential,True,129.87,"LINESTRING (-73.948729 40.8290398, -73.9500781 40.8296073)",,,,,,,,,
42428941,42428939,0,223503127,Broadway,primary,True,79.412,"LINESTRING (-73.948729 40.8290398, -73.949184 40.8284141)",,,,,,,,,
42428944,42428941,0,223503127,Broadway,primary,True,77.93,"LINESTRING (-73.9482817 40.8296535, -73.948729 40.8290398)",,,,,,,,,
42428944,561035366,0,5671119,West 150th Street,residential,True,18.304000000000002,"LINESTRING (-73.9482817 40.8296535, -73.9481352 40.829592, -73.9480915 40.8295736)",,,,,,,,,
42428947,42428944,0,223503127,Broadway,primary,True,78.939,"LINESTRING (-73.9478285 40.8302751, -73.9482817 40.8296535)",,,,,,,,,
42428947,42441774,0,5672585,West 151st Street,residential,True,157.233,"LINESTRING (-73.9478285 40.8302751, -73.9493938 40.8309333, -73.949462 40.830962)",,,,,,,,,
42428951,42428947,0,223503127,Broadway,primary,True,79.587,"LINESTRING (-73.9473687 40.8309006, -73.9478285 40.8302751)",,,,,,,,,
42428951,561035368,0,5671189,West 152nd Street,residential,True,18.307000000000002,"LINESTRING (-73.9473687 40.8309006, -73.94722299999999 40.8308392, -73.9471786 40.8308205)",,,,,,,,,
42428953,42428951,0,455684729,Broadway,primary,True,79.298,"LINESTRING (-73.9469124 40.8315246, -73.9473687 40.8309006)",,,,,,,,,
42428953,42441805,0,"[5671921, 46577966]",West 153rd Street,residential,True,269.358,"LINESTRING (-73.9469124 40.8315246, -73.9481783 40.8320543, -73.94961670000001 40.8326563, -73.949714 40.832697)",,,,,yes,,,,
42428956,561035370,0,196117078,West 155th Street,primary,False,18.308,"LINESTRING (-73.9459609 40.8328285, -73.9457725 40.8327461)",,,,,,,,,
42428956,42428953,0,455684729,Broadway,primary,True,165.619,"LINESTRING (-73.9459609 40.8328285, -73.9469124 40.8315246)",,,,,,,,,
42428958,42428956,0,223503125,Broadway,primary,True,83.489,"LINESTRING (-73.945481 40.8334857, -73.9459609 40.8328285)",,,,,,,,,
42428958,561035371,0,5670175,West 156th Street,residential,True,18.303,"LINESTRING (-73.945481 40.8334857, -73.945325 40.8334206, -73.9452905 40.8334062)",,,,,,,,,
42428961,42452130,0,46577954,West 157th Street,secondary,True,38.071,"LINESTRING (-73.9450015 40.8341411, -73.9453927 40.8343132)",,,,,,,,,
42428961,595352904,0,195743145,Broadway,primary,True,56.325,"LINESTRING (-73.9450015 40.8341411, -73.9450903 40.8340197, -73.9452837 40.8337553, -73.94529609999999 40.8337384, -73.9453257 40.8336979)",,,,,,,,,
42428962,42428961,0,195743145,Broadway,primary,True,75.907,"LINESTRING (-73.9445661 40.834739, -73.9450015 40.8341411)",,,,,,,,,
42428962,2504882466,0,440122910,West 158th Street,secondary,False,82.913,"LINESTRING (-73.9445661 40.834739, -73.9454337 40.8350927)",,,,,,,,,
42428962,561035373,0,46577955,West 158th Street,secondary,False,18.3,"LINESTRING (-73.9445661 40.834739, -73.94441 40.8346755, -73.9443745 40.8346611)",,,,,,,,,
42428964,561035375,0,5671463,West 160th Street,residential,True,18.311,"LINESTRING (-73.94365139999999 40.8359959, -73.94349680000001 40.8359314, -73.9434608 40.8359164)",,,,,,,,,
42428964,42427086,0,223508330,Broadway,primary,True,79.182,"LINESTRING (-73.94365139999999 40.8359959, -73.943679 40.8359578, -73.9441039 40.8353715)",,,,,,,,,
42428965,42427115,0,204082722,West 161st Street,residential,True,106.254,"LINESTRING (-73.9431927 40.8366143, -73.94429770000001 40.8370771)",,,,,,,,,
42428965,42428964,0,223508330,Broadway,primary,True,78.851,"LINESTRING (-73.9431927 40.8366143, -73.94365139999999 40.8359959)",,,,,,,,,
42428966,42428965,0,223508330,Broadway,primary,True,80.293,"LINESTRING (-73.9427349 40.8372479, -73.9431927 40.8366143)",,,,,,,,,
42428966,561035377,0,5672052,West 162nd Street,residential,True,18.302,"LINESTRING (-73.9427349 40.8372479, -73.9425832 40.8371842, -73.9425447 40.837168)",,,,,,,,,
42428967,42428966,0,223508330,Broadway,primary,True,75.417,"LINESTRING (-73.9422972 40.8378398, -73.9427349 40.8372479)",,,,,,,,,
42428967,42427126,0,196117079,West 163rd Street,residential,True,140.606,"LINESTRING (-73.9422972 40.8378398, -73.9423733 40.8378726, -73.9437118 40.8384465, -73.94375119999999 40.8384634)",,,,,,,,,
42428970,42428967,0,223508330,Broadway,primary,True,82.311,"LINESTRING (-73.9418259 40.8384885, -73.9422972 40.8378398)",,,,,,,,,
42428970,561035379,0,5671461,West 164th Street,residential,True,18.307,"LINESTRING (-73.9418259 40.8384885, -73.9416823 40.8384257, -73.9416375 40.8384061)",,,,,,,,,
42428973,42428970,0,223508330,Broadway,primary,True,95.72,"LINESTRING (-73.94127690000001 40.8392425, -73.9418259 40.8384885)",,,,,,,,,
42428973,42427133,0,223508325,West 165th Street,secondary,False,183.909,"LINESTRING (-73.94127690000001 40.8392425, -73.942621 40.8399566, -73.94289310000001 40.8401012, -73.943066 40.840193)",,,,,,,,,
42428973,561035380,0,584850087,West 165th Street,secondary,False,18.306,"LINESTRING (-73.94127690000001 40.8392425, -73.9411376 40.8391816, -73.94108850000001 40.8391601)",,,,,,,,,
42428975,42428973,0,541442321,Broadway,primary,True,87.287,"LINESTRING (-73.94077489999999 40.8399295, -73.94127690000001 40.8392425)",,,,,,,,,
42428975,561035381,0,541442323,West 166th Street,residential,False,18.307,"LINESTRING (-73.94077489999999 40.8399295, -73.94058649999999 40.8398471)",,,,,,,,,
42428978,42428975,0,541442319,Broadway,primary,True,153.72199999999998,"LINESTRING (-73.9398609 40.8411266, -73.94017049999999 40.8407227, -73.9402078 40.8406725, -73.94034859999999 40.8404878, -73.94077489999999 40.8399295)",,,,,,,,,
42428978,42427136,0,541442320,West 168th Street,tertiary,False,233.29899999999998,"LINESTRING (-73.9398609 40.8411266, -73.940787 40.8415201, -73.941076 40.8416429, -73.942279 40.842154)",,,,,,,,,
42428978,561035382,0,581476634,West 168th Street,tertiary,False,17.733,"LINESTRING (-73.9398609 40.8411266, -73.9397546 40.8410769, -73.9396823 40.8410419)",,,,,,,,,
42428980,42433041,0,441637777,Saint Nicholas Avenue,secondary,True,75.869,"LINESTRING (-73.93927360000001 40.8416657, -73.93883289999999 40.842261)",,,,,,,,,
42428980,2499757467,0,763331302,West 169th Street,residential,True,13.998,"LINESTRING (-73.93927360000001 40.8416657, -73.9394169 40.8417297)",,,,,,,,,
42428980,2499757469,0,44164412,Broadway,primary,True,46.313,"LINESTRING (-73.93927360000001 40.8416657, -73.9392781 40.8417364, -73.93929679999999 40.8417838, -73.9392752 40.8420796)",,,,,,,,,
42428984,2499757469,0,242514167,Broadway,primary,False,39.666,"LINESTRING (-73.939255 40.842436, -73.9392752 40.8420796)",,,,,,,,,
42428984,42427143,0,242514169,West 170th Street,residential,True,229.92999999999998,"LINESTRING (-73.939255 40.842436, -73.94154880000001 40.8433852, -73.94155240000001 40.8433875, -73.9416398 40.843443)",,,,,,,,,
42428984,42428985,0,560349614,Broadway,primary,False,87.75699999999999,"LINESTRING (-73.939255 40.842436, -73.93918429999999 40.8431498, -73.939177 40.843223)",,,,,,,,,
42428985,42427146,0,5670318,West 171st Street,residential,True,189.09699999999998,"LINESTRING (-73.939177 40.843223, -73.9393247 40.8432851, -73.94104230000001 40.8440071, -73.941142 40.844049)",,,,,,,,,
42428985,42428989,0,560349614,Broadway,primary,False,80.96499999999999,"LINESTRING (-73.939177 40.843223, -73.9391608 40.8432996, -73.9390982 40.8435957, -73.9390386 40.8438776, -73.939025 40.843942)",,,,,,,,,
42428985,42428984,0,560349614,Broadway,primary,False,87.75699999999999,"LINESTRING (-73.939177 40.843223, -73.93918429999999 40.8431498, -73.939255 40.842436)",,,,,,,,,
42428989,42433044,0,5673414,West 172nd Street,residential,True,100.50999999999999,"LINESTRING (-73.939025 40.843942, -73.9388941 40.8438867, -73.9381107 40.8435554, -73.93798200000001 40.843501)",,,,,,,,,
