u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,width,bridge,access,est_width,tunnel,ref,junction
42421877,42437949,0,195743341,True,5th Avenue,secondary,25 mph,77.039,"LINESTRING (-73.99590379999999 40.7328593, -73.996351 40.732255)",,,,,,,,
42421889,4320194262,0,451905565,True,6th Avenue,secondary,25 mph,8.953,"LINESTRING (-73.9991816 40.7341463, -73.9991284 40.734216)",,,,,,,,
42421927,42445520,0,420358898,True,Lafayette Street,secondary,25 mph,47.859,"LINESTRING (-73.99440300000001 40.726263, -73.994129 40.72664)",,,,,,,,
42421982,7341396374,0,5671056,True,Amsterdam Avenue,primary,25 mph,8.769,"LINESTRING (-73.98668960000001 40.7716682, -73.9866399 40.7717375)",3,,,,,,,
42422042,5083818851,0,222299275,True,Broadway,secondary,25 mph,7.264,"LINESTRING (-74.010521 40.7091439, -74.01056730000001 40.7090888)",3,,,,,,,
42427369,42454378,0,68668541,True,5th Avenue,secondary,25 mph,74.392,"LINESTRING (-73.990945 40.739673, -73.9913746 40.7390885)",,,,,,,,
42427371,42430265,0,196117090,True,6th Avenue,secondary,25 mph,74.531,"LINESTRING (-73.9941671 40.7410305, -73.9937398 40.7416174)",,,,,,,,
42427374,42439834,0,813970416,True,7th Avenue,secondary,25 mph,74.431,"LINESTRING (-73.997007 40.742228, -73.997434 40.741642)",,,,,,,,
42427423,42430274,0,630828586,True,6th Avenue,secondary,25 mph,78.337,"LINESTRING (-73.9923179 40.7435682, -73.991871 40.744186)",,,,,,,,
42427426,4205565532,0,420598327,True,7th Avenue,secondary,25 mph,42.176,"LINESTRING (-73.9951595 40.744765, -73.99540159999999 40.744433)",,,,,,,,
42427786,5481897724,0,5669669,True,West 29th Street,residential,25 mph,75.786,"LINESTRING (-73.986846 40.745301, -73.9876324 40.745632)",,,,,,,,
42427787,42427797,0,5669669,True,West 29th Street,residential,25 mph,140.262,"LINESTRING (-73.98861220000001 40.7460455, -73.990067 40.746659)",,,,,,,,
42427787,7369969937,0,788278350,True,Broadway,tertiary,25 mph,50.51,"LINESTRING (-73.98861220000001 40.7460455, -73.9886959 40.7455957)",1,,,,,,,
42427797,4493840501,0,5669669,True,West 29th Street,residential,25 mph,43.917,"LINESTRING (-73.990067 40.746659, -73.99052279999999 40.7468507)",,,,,,,,
42427797,42430288,0,489019752,True,6th Avenue,secondary,25 mph,78.481,"LINESTRING (-73.990067 40.746659, -73.989617 40.747277)",,,,,,,,
42427805,7653745266,0,5669669,True,West 29th Street,residential,25 mph,75.601,"LINESTRING (-73.9929106 40.7478553, -73.9936948 40.7481859)",,,,,,,,
42427805,6899374959,0,420512231,True,7th Avenue,secondary,25 mph,70.117,"LINESTRING (-73.9929106 40.7478553, -73.9933132 40.7473034)",,,,,,,,
42427812,6211484435,0,5669669,True,West 29th Street,residential,25 mph,10.665,"LINESTRING (-73.99574920000001 40.7490521, -73.99585999999999 40.7490985)",,,,,,,,
42427817,2703228467,0,711147865,True,West 29th Street,residential,25 mph,60.549,"LINESTRING (-73.998626 40.7502567, -73.99925399999999 40.7505216)",,,,,,,,
42427821,6865730145,0,711147864,True,West 29th Street,unclassified,25 mph,67.684,"LINESTRING (-74.0014254 40.7514485, -74.0021278 40.7517441)",,,,,,,,
42427859,4321038144,0,5670131,False,Dyckman Street,primary,,11.529,"LINESTRING (-73.926011 40.863575, -73.9259512 40.8634817)",,,,,,,,
42427859,4321038149,0,5670131,False,Dyckman Street,primary,,13.447,"LINESTRING (-73.926011 40.863575, -73.92608079999999 40.8636838)",,,,,,,,
42428227,42427787,0,788278350,True,Broadway,tertiary,25 mph,85.591,"LINESTRING (-73.9884704 40.7468077, -73.98861220000001 40.7460455)",1,,,,,,,
42428232,6223969247,0,46581216,True,Broadway,tertiary,25 mph,7.412,"LINESTRING (-73.98833209999999 40.7475512, -73.9883444 40.7474852)",,,,,,,,
42428244,4886228960,0,439933932,True,6th Avenue,secondary,25 mph,47.237,"LINESTRING (-73.98820259999999 40.7491988, -73.9879243 40.7495676)",,,,,,,,
42428297,6597464486,0,682360554,True,7th Avenue,secondary,25 mph,9.294,"LINESTRING (-73.9855335 40.7579634, -73.9855891 40.7578912)",4,,,,,,,
42428321,3463816118,0,499172074,True,West 55th Street,residential,,8.158,"LINESTRING (-73.98226270000001 40.7647568, -73.98234739999999 40.7647924)",1,,,,,,,
42428366,7335430601,0,222299275,True,Broadway,secondary,25 mph,2.678,"LINESTRING (-74.0125152 40.7067705, -74.0125323 40.7067502)",3,,,,,,,
42428368,7335430598,0,222299275,True,Broadway,secondary,25 mph,7.761,"LINESTRING (-74.01194390000001 40.7074505, -74.0119933 40.7073916)",3,,,,,,,
42428370,42428368,0,222299275,True,Broadway,secondary,25 mph,40.912,"LINESTRING (-74.0116831 40.7077608, -74.01194390000001 40.7074505)",3,,,,,,,
42428371,5083818843,0,222299275,True,Broadway,secondary,25 mph,5.046,"LINESTRING (-74.0112329 40.7082967, -74.01126499999999 40.7082584)",3,,,,,,,
42428373,5083818841,0,222299275,True,Broadway,secondary,25 mph,31.689,"LINESTRING (-74.0109934 40.7085817, -74.0111953 40.7083413)",3,,,,,,,
42428374,5083818844,0,222299275,True,Broadway,secondary,25 mph,5.389,"LINESTRING (-74.01082220000001 40.7087855, -74.0108565 40.7087446)",3,,,,,,,
42428376,5083818850,0,222299275,True,Broadway,secondary,25 mph,75.515,"LINESTRING (-74.0099714 40.709798, -74.0104527 40.7092252)",3,,,,,,,
42428377,42428376,0,222299275,True,Broadway,secondary,25 mph,69.012,"LINESTRING (-74.0095316 40.7103215, -74.0099714 40.709798)",3,,,,,,,
42428379,42428377,0,222299275,True,Broadway,secondary,25 mph,11.196,"LINESTRING (-74.00946020000001 40.7104064, -74.0095316 40.7103215)",3,,,,,,,
42428385,42428379,0,222299275,True,Broadway,secondary,25 mph,63.057,"LINESTRING (-74.00905830000001 40.7108847, -74.00946020000001 40.7104064)",3,,,,,,,
42428391,4741363709,0,222299275,True,Broadway,secondary,25 mph,10.731,"LINESTRING (-74.0086338 40.7113899, -74.0087022 40.7113085)",3,,,,,,,
42428489,5357086126,0,5671429,True,East 12th Street,residential,25 mph,62.657,"LINESTRING (-73.991114 40.733214, -73.9904648 40.7329392)",,,,,,,,
42428491,42436935,0,25162679,True,East 13th Street,residential,25 mph,126.277,"LINESTRING (-73.990945 40.733978, -73.9922554 40.7345291)",1,,,,,,,
42428984,2499802967,0,242514169,True,West 170th Street,residential,,219.935,"LINESTRING (-73.939255 40.842436, -73.94154880000001 40.8433852)",,,,,,,,
42428984,4378236664,0,440122914,False,West 170th Street,cycleway,,17.587,"LINESTRING (-73.939255 40.842436, -73.93912640000001 40.8423113)",,,,,,,,
42429215,42432795,0,5670131,False,Dyckman Street,primary,,124.514,"LINESTRING (-73.9272714 40.8655306, -73.92662 40.864525)",,,,,,,,
42429373,42429374,0,5669806,True,West 13th Street,residential,25 mph,310.553,"LINESTRING (-73.994118 40.735313, -73.99734100000001 40.736668)",1,,,,,,,
42429373,42439070,0,195743341,True,5th Avenue,secondary,25 mph,81.416,"LINESTRING (-73.994118 40.735313, -73.994585 40.734672)",,,,,,,,
42429374,42429375,0,5669806,True,West 13th Street,residential,25 mph,273.113,"LINESTRING (-73.99734100000001 40.736668, -74.0001742 40.7378614)",1,,,,,,,
42429374,5413254263,0,496979224,True,6th Avenue,secondary,25 mph,85.468,"LINESTRING (-73.99734100000001 40.736668, -73.99685359999999 40.7373421)",,,,,,,,
42429375,42429377,0,5669806,True,West 13th Street,residential,25 mph,189.693,"LINESTRING (-74.0001742 40.7378614, -74.0021545 40.7386731)",1,,,,,,,
42429375,42439073,0,196117091,True,7th Avenue,secondary,25 mph,80.699,"LINESTRING (-74.0001742 40.7378614, -74.0006278 40.7372222)",,,,,,,,
42429377,1701921025,0,5669806,True,West 13th Street,residential,25 mph,11.243,"LINESTRING (-74.0021545 40.7386731, -74.0022742 40.7387178)",1,,,,,,,
42429378,6213315371,0,46609036,True,Greenwich Avenue,secondary,25 mph,13.395,"LINESTRING (-74.0024001 40.7387436, -74.0024658 40.7388533)",,,,,,,,
42429657,42439272,0,68668541,True,5th Avenue,secondary,25 mph,74.846,"LINESTRING (-73.9917962 40.7385065, -73.992225 40.737917)",,,,,,,,
42429659,42430263,0,196117090,True,6th Avenue,secondary,25 mph,73.961,"LINESTRING (-73.995018 40.73986, -73.99459299999999 40.740442)",,,,,,,,
42429661,42439275,0,813970416,True,7th Avenue,secondary,25 mph,74.35,"LINESTRING (-73.997862 40.741056, -73.998287 40.74047)",,,,,,,,
42429762,5296795757,0,451954060,True,Delancey Street,primary,25 mph,6.581,"LINESTRING (-73.9902756 40.7191047, -73.99020470000001 40.7190799)",,,,,,,,
42429999,7050687025,0,808055023,True,Amsterdam Avenue,primary,25 mph,5.532,"LINESTRING (-73.9839656 40.7754225, -73.98393419999999 40.7754662)",3,,,,,,,
42430241,5155816415,0,451905565,True,6th Avenue,secondary,25 mph,25.894,"LINESTRING (-73.99871400000001 40.734784, -73.99856870000001 40.7349892)",,,,,,,,
42430244,42430247,0,451905565,True,6th Avenue,secondary,25 mph,45.887,"LINESTRING (-73.9985393 40.7350306, -73.99827399999999 40.735391)",,,,,,,,
42430247,42430249,0,497746843,True,6th Avenue,secondary,25 mph,81.497,"LINESTRING (-73.99827399999999 40.735391, -73.997805 40.736032)",,,,,,,,
42430249,5244228888,0,497746843,True,6th Avenue,secondary,25 mph,33.226,"LINESTRING (-73.997805 40.736032, -73.9976142 40.7362935)",,,,,,,,
42430249,4500012796,0,646635889,True,West 12th Street,residential,25 mph,268.482,"LINESTRING (-73.997805 40.736032, -73.9950217 40.7348564)",,,,,,,,
42430253,5413254261,0,496978510,True,6th Avenue,secondary,25 mph,1.294,"LINESTRING (-73.99684000000001 40.737361, -73.9968326 40.7373712)",,,,,,,,
42430255,42430257,0,196117090,True,6th Avenue,secondary,25 mph,81.35,"LINESTRING (-73.996337 40.738044, -73.995874 40.738686)",,,,,,,,
42430257,42430259,0,196117090,True,6th Avenue,secondary,25 mph,74.473,"LINESTRING (-73.995874 40.738686, -73.995446 40.739272)",,,,,,,,
42430259,42429659,0,196117090,True,6th Avenue,secondary,25 mph,74.667,"LINESTRING (-73.995446 40.739272, -73.995018 40.73986)",,,,,,,,
42430263,42427371,0,196117090,True,6th Avenue,secondary,25 mph,74.63,"LINESTRING (-73.99459299999999 40.740442, -73.9941671 40.7410305)",,,,,,,,
42430265,42430269,0,196117090,True,6th Avenue,secondary,25 mph,78.156,"LINESTRING (-73.9937398 40.7416174, -73.99329160000001 40.7422328)",,,,,,,,
42430269,42430271,0,196117090,True,6th Avenue,secondary,25 mph,84.859,"LINESTRING (-73.99329160000001 40.7422328, -73.992805 40.742901)",,,,,,,,
42430271,42427423,0,630828586,True,6th Avenue,secondary,25 mph,84.782,"LINESTRING (-73.992805 40.742901, -73.9923179 40.7435682)",,,,,,,,
42430274,42430277,0,630828586,True,6th Avenue,secondary,25 mph,79.03,"LINESTRING (-73.991871 40.744186, -73.99141520000001 40.7448072)",,,,,,,,
42430277,42430279,0,489019752,True,6th Avenue,secondary,25 mph,77.959,"LINESTRING (-73.99141520000001 40.7448072, -73.990968 40.745421)",,,,,,,,
42430277,2307164619,0,630828585,True,West 26th Street,residential,25 mph,54.968,"LINESTRING (-73.99141520000001 40.7448072, -73.9908447 40.7445673)",1,,,,,,,
42430279,6899374961,0,489019752,True,6th Avenue,secondary,25 mph,54.091,"LINESTRING (-73.990968 40.745421, -73.9906568 40.7458465)",,,,,,,,
42430282,6899374968,0,489019752,True,6th Avenue,secondary,25 mph,24.087,"LINESTRING (-73.99051799999999 40.746038, -73.9903802 40.7462278)",,,,,,,,
42430288,42430292,0,489019752,True,6th Avenue,secondary,25 mph,78.977,"LINESTRING (-73.989617 40.747277, -73.9891568 40.7478958)",,,,,,,,
42430292,6224278793,0,68668519,True,6th Avenue,secondary,25 mph,72.087,"LINESTRING (-73.9891568 40.7478958, -73.98874000000001 40.748462)",,,,,,,,
42430295,3833309813,0,460606347,True,6th Avenue,secondary,25 mph,7.589,"LINESTRING (-73.98869999999999 40.7485163, -73.9886545 40.7485752)",,,,,,,,
42430295,3833309820,0,460606348,True,West 32nd Street,unclassified,25 mph,11.552,"LINESTRING (-73.98869999999999 40.7485163, -73.9885812 40.7484644)",,,,,,,,
42430298,42428244,0,439933932,True,6th Avenue,secondary,25 mph,8.774,"LINESTRING (-73.98825429999999 40.7491303, -73.98820259999999 40.7491988)",,,,,,,,
42430304,3857343080,0,496983397,True,6th Avenue,secondary,25 mph,9.31,"LINESTRING (-73.9877494 40.7498158, -73.987696 40.7498891)",4,,,,,,,
42430375,3971302315,0,499172074,True,West 55th Street,residential,,13.092,"LINESTRING (-73.9781397 40.763023, -73.9782755 40.7630803)",1,,,,,,,
42430677,7280430895,0,739911954,True,11th Avenue,secondary,,35.649,"LINESTRING (-73.9978445 40.7615047, -73.9980461 40.7612228)",,,,,,,,
42430680,42430677,0,46525058,True,11th Avenue,secondary,,78.839,"LINESTRING (-73.99738379999999 40.7621219, -73.9978445 40.7615047)",,,,,,,,
42430739,5481880260,0,714993623,True,West 55th Street,unclassified,,43.398,"LINESTRING (-73.99234439999999 40.7690142, -73.99279439999999 40.7692044)",1,,,,,,,
42430739,4207854751,0,420894338,True,11th Avenue,secondary,,31.278,"LINESTRING (-73.99234439999999 40.7690142, -73.992525 40.7687684)",4,,,,,,,
42430770,5837116451,0,420530113,True,7th Avenue South,secondary,25 mph,89.927,"LINESTRING (-74.004688 40.730321, -74.0051048 40.7295765)",,,,,,,,
42430782,42430770,0,420530113,True,7th Avenue South,secondary,25 mph,48.246,"LINESTRING (-74.00445999999999 40.730719, -74.004688 40.730321)",,,,,,,,
42430791,42430782,0,46610727,True,7th Avenue South,secondary,25 mph,49.671,"LINESTRING (-74.00422570000001 40.7311289, -74.00445999999999 40.730719)",,,,,,,,
42430796,42430791,0,46610727,True,7th Avenue South,secondary,25 mph,92.522,"LINESTRING (-74.0037892 40.7318924, -74.00422570000001 40.7311289)",,,,,,,,
42430803,4320028833,0,420598323,True,7th Avenue South,secondary,25 mph,9.262,"LINESTRING (-74.0030292 40.7332265, -74.0030727 40.73315)",,,,,,,,
42430805,4320028818,0,420598323,True,7th Avenue South,secondary,25 mph,12.52,"LINESTRING (-74.0028114 40.7336094, -74.0028702 40.733506)",,,,,,,,
42430811,5244228880,0,5669953,True,7th Avenue South,secondary,25 mph,41.823,"LINESTRING (-74.00239500000001 40.7343413, -74.00259149999999 40.7339959)",,,,,,,,
42430813,42430811,0,5669953,True,7th Avenue South,secondary,25 mph,90.013,"LINESTRING (-74.00196819999999 40.7350834, -74.00239500000001 40.7343413)",,,,,,,,
42430818,5244228882,0,5669953,True,7th Avenue South,secondary,25 mph,22.806,"LINESTRING (-74.0016967 40.7355352, -74.00180640000001 40.7353477)",,,,,,,,
42430824,42430818,0,5669953,True,7th Avenue South,secondary,25 mph,31.522,"LINESTRING (-74.0015452 40.7357944, -74.0016967 40.7355352)",,,,,,,,
42430828,5554351996,0,5669953,True,7th Avenue South,secondary,25 mph,82.732,"LINESTRING (-74.00109500000001 40.736564, -74.0014929 40.7358838)",,,,,,,,
42430857,42421877,0,195743341,True,5th Avenue,secondary,25 mph,73.13,"LINESTRING (-73.99548900000001 40.733437, -73.99590379999999 40.7328593)",,,,,,,,
42430872,4234578190,0,439933928,True,4th Avenue,secondary,25 mph,7.753,"LINESTRING (-73.9903509 40.7312807, -73.99033679999999 40.7313496)",3,,,,,,,
42431165,5481937335,0,420358896,True,Lafayette Street,secondary,25 mph,19.933,"LINESTRING (-73.9936333 40.7272967, -73.993505 40.7274473)",,,,,,,,
42431490,42440710,0,68668541,True,5th Avenue,secondary,25 mph,85.831,"LINESTRING (-73.99312 40.736691, -73.9936067 40.7360129)",,,,,,,,
42431556,6210777831,0,439933933,True,8th Avenue,secondary,,71.326,"LINESTRING (-73.9833766 40.7660319, -73.98296379999999 40.766592)",4,,,,,,,
42431563,3998699931,0,808190584,True,10th Avenue,primary,25 mph,7.806,"LINESTRING (-73.9890489 40.7684455, -73.9890035 40.7685067)",3,,,,,,,
42432057,5854381578,0,814840326,True,Allen Street,primary,25 mph,5.558,"LINESTRING (-73.9892727 40.7216919, -73.9892962 40.7216452)",,,,,,,,
42432057,5854325121,0,226041018,True,Stanton Street,cycleway,,20.729,"LINESTRING (-73.9892727 40.7216919, -73.9890443 40.7216227)",,,,,,,,
42432060,5854381562,0,221687792,True,Allen Street,primary,25 mph,6.081,"LINESTRING (-73.9889948 40.7216077, -73.98897599999999 40.7216605)",,,,,,,,
42432094,5296792751,0,347311224,True,Clinton Street,residential,25 mph,68.311,"LINESTRING (-73.986194 40.7168982, -73.9858943 40.717469)",,,,,,,,
42432214,6213315378,0,663810755,True,,cycleway,,14.85,"LINESTRING (-74.00277749999999 40.739375, -74.0028363 40.7395009)",,,,,,,,
42432218,6836035791,0,196117023,False,Edgecombe Avenue,tertiary,,6.255,"LINESTRING (-73.9362457 40.8381008, -73.93628150000001 40.8380515)",,,,,,,,
42432756,42442565,0,513746101,True,Amsterdam Avenue,primary,,79.972,"LINESTRING (-73.96520750000001 40.8011165, -73.9647516 40.8017475)",,,,,,,,
42432789,7133975913,0,5670131,False,Dyckman Street,primary,,8.97,"LINESTRING (-73.925381 40.8625952, -73.9253404 40.8625206)",,,,,,,,
42432789,7133975914,0,5670131,False,Dyckman Street,primary,,8.761,"LINESTRING (-73.925381 40.8625952, -73.9254256 40.8626664)",,,,,,,,
42432795,4321038149,0,5670131,False,Dyckman Street,primary,,103.948,"LINESTRING (-73.92662 40.864525, -73.92608079999999 40.8636838)",,,,,,,,
42432795,42429215,0,5670131,False,Dyckman Street,primary,,124.514,"LINESTRING (-73.92662 40.864525, -73.9272714 40.8655306)",,,,,,,,
42433041,6836035746,0,278667972,True,West 170th Street,residential,,120.498,"LINESTRING (-73.93883289999999 40.842261, -73.9375909 40.8417211)",,,,,,,,
42433041,4378236663,0,440122914,False,West 170th Street,cycleway,,6.134,"LINESTRING (-73.93883289999999 40.842261, -73.9388958 40.8422889)",,,,,,,,
42433041,2499757466,0,563391425,True,Saint Nicholas Avenue,secondary,,37.868,"LINESTRING (-73.93883289999999 40.842261, -73.93862059999999 40.8425613)",,,,,,,,
42433551,6214824222,0,39662323,False,Clinton Street,residential,25 mph,10.07,"LINESTRING (-73.98716949999999 40.714317, -73.9871605 40.7144073)",,,,,,,,
42434268,42443671,0,68668541,True,5th Avenue,secondary,25 mph,80.193,"LINESTRING (-73.99007 40.74088, -73.99053139999999 40.7402492)",,,,,,,,
42434270,42439836,0,813970416,True,7th Avenue,secondary,25 mph,78.718,"LINESTRING (-73.996129 40.743431, -73.99657999999999 40.742811)",,,,,,,,
42434807,42439842,0,420598330,True,7th Avenue,secondary,25 mph,77.986,"LINESTRING (-73.993813 40.746618, -73.9942616 40.7460045)",,,,,,,,
42435197,6836035786,0,197294051,True,Edgecombe Avenue,residential,,18.245,"LINESTRING (-73.93531539999999 40.8404757, -73.93524309999999 40.840321)",,,,,,,,
42435197,765367023,0,5670333,False,Edgecombe Avenue,residential,,38.471,"LINESTRING (-73.93531539999999 40.8404757, -73.9354605 40.8408038)",,,,,,,,
42435198,2499802975,0,278667972,True,West 170th Street,residential,,10.003,"LINESTRING (-73.9360326 40.8410606, -73.93593009999999 40.841015)",,,,,,,,
42435420,42427805,0,420512231,True,7th Avenue,secondary,25 mph,77.965,"LINESTRING (-73.992463 40.748469, -73.9929106 40.7478553)",,,,,,,,
42435654,1758008333,0,125479721,True,8th Avenue,secondary,,7.401,"LINESTRING (-73.99117699999999 40.75533, -73.9911346 40.7553883)",,,,,,,,
42435657,42435660,0,542257430,True,8th Avenue,secondary,,78.591,"LINESTRING (-73.9907278 40.7559486, -73.99027599999999 40.756567)",4,,,,,,,
42435660,4207957613,0,195743345,True,8th Avenue,secondary,,38.259,"LINESTRING (-73.99027599999999 40.756567, -73.9900569 40.7568684)",3,,,,,,,
42435663,5849918504,0,125480075,True,8th Avenue,secondary,25 mph,86.183,"LINESTRING (-73.9897914 40.7572335, -73.9892961 40.7579117)",4,,,,,,,
42435710,6210777835,0,499172074,True,West 55th Street,residential,,10.089,"LINESTRING (-73.98382669999999 40.7654145, -73.9839314 40.7654586)",1,,,,,,,
42435714,4207815982,0,196117092,True,8th Avenue,secondary,,52.566,"LINESTRING (-73.9828727 40.7667157, -73.9825857 40.7671355)",4,,,,,,,
42435716,7597291080,0,420890023,True,8th Avenue,secondary,25 mph,10.742,"LINESTRING (-73.98239909999999 40.7674049, -73.9823368 40.7674892)",4,,,,,,,
42435931,5804425619,0,5670709,False,Montgomery Street,secondary,25 mph,7.1,"LINESTRING (-73.9850507 40.7137994, -73.98506519999999 40.7137365)",,,,,,,,
42435931,7196107836,0,5670574,False,Samuel Dickstein Plaza,secondary,25 mph,8.804,"LINESTRING (-73.9850507 40.7137994, -73.9850275 40.7138766)",,,,,,,,
42436746,42427786,0,226040992,True,East 29th Street,residential,25 mph,154.447,"LINESTRING (-73.98524569999999 40.7446233, -73.986846 40.745301)",,,,,,,,
42436751,4234425020,0,226040993,True,East 29th Street,residential,25 mph,10.553,"LINESTRING (-73.982012 40.7432609, -73.98212150000001 40.743307)",,,,,,,,
42436753,4234425011,0,226040993,True,East 29th Street,residential,25 mph,14.005,"LINESTRING (-73.98041019999999 40.7425859, -73.98055549999999 40.7426471)",,,,,,,,
42436754,7640871294,0,222299258,True,East 29th Street,residential,25 mph,10.686,"LINESTRING (-73.9781976 40.7416557, -73.97830860000001 40.7417022)",,,,,,,,
42436935,42429373,0,25162679,True,East 13th Street,residential,25 mph,179.519,"LINESTRING (-73.9922554 40.7345291, -73.994118 40.735313)",1,,,,,,,
42436939,42453110,0,5672176,True,4th Avenue,secondary,25 mph,18.216,"LINESTRING (-73.989868 40.733528, -73.9898302 40.7336893)",2,,,,,,,
42436939,42428491,0,25162679,True,East 13th Street,residential,25 mph,103.627,"LINESTRING (-73.989868 40.733528, -73.990945 40.733978)",1,,,,,,,
42436941,3627218173,0,25162679,True,East 13th Street,residential,25 mph,13.468,"LINESTRING (-73.9876833 40.7326041, -73.9878229 40.7326631)",1,,,,,,,
42436942,3627218174,0,25162679,True,East 13th Street,residential,25 mph,203.734,"LINESTRING (-73.985444 40.731658, -73.9875558 40.7325503)",1,,,,,,,
42436943,3834459527,0,25162679,True,East 13th Street,residential,25 mph,11.17,"LINESTRING (-73.9830644 40.7306534, -73.98318020000001 40.7307023)",1,,,,,,,
42436944,42436943,0,479642034,True,East 13th Street,residential,20 mph,212.655,"LINESTRING (-73.980858 40.729725, -73.9830644 40.7306534)",1,,,,,,,
42436947,42436944,0,479642034,True,East 13th Street,residential,20 mph,223.905,"LINESTRING (-73.97853600000001 40.728746, -73.980858 40.729725)",1,,,,,,,
42437108,3314293714,0,221687792,True,Allen Street,primary,25 mph,7.437,"LINESTRING (-73.9895903 40.7204518, -73.9895582 40.7205141)",,,,,,,,
42437109,3314293711,0,221687794,True,Allen Street,primary,25 mph,4.917,"LINESTRING (-73.98985709999999 40.7205327, -73.9898783 40.7204915)",,,,,,,,
42437363,6597473556,0,167922076,False,West 42nd Street,primary,25 mph,7.179,"LINESTRING (-73.9869489 40.7560361, -73.9868745 40.7560046)",,,,,,,,
42437773,5804425632,0,263088941,False,Montgomery Street,secondary,25 mph,7.139,"LINESTRING (-73.98505919999999 40.7130902, -73.98506980000001 40.7131539)",,,,,,,,
42437881,3009534450,0,34080508,True,5th Avenue,secondary,25 mph,11.574,"LINESTRING (-73.9895958 40.7415497, -73.9896608 40.741458)",,,,,,,,
42437890,42434270,0,5670836,True,7th Avenue,secondary,25 mph,84.734,"LINESTRING (-73.995645 40.744099, -73.996129 40.743431)",,,,,,,,
42437949,42433354,0,439933929,True,5th Avenue,residential,25 mph,50.57,"LINESTRING (-73.996351 40.732255, -73.996639 40.731856)",,,,,,,,
42438547,6899374967,0,420512231,True,7th Avenue,secondary,25 mph,45.211,"LINESTRING (-73.9933621 40.7472363, -73.9936216 40.7468804)",,,,,,,,
42439070,42446521,0,5671429,True,East 12th Street,residential,25 mph,172.563,"LINESTRING (-73.994585 40.734672, -73.99279199999999 40.733922)",,,,,,,,
42439070,5243716991,0,195743341,True,5th Avenue,secondary,25 mph,31.896,"LINESTRING (-73.994585 40.734672, -73.99476799999999 40.7344209)",,,,,,,,
42439073,5244228883,0,196117091,True,7th Avenue,secondary,25 mph,52.296,"LINESTRING (-74.0006278 40.7372222, -74.0009218 40.736808)",,,,,,,,
42439073,42430249,0,646635889,True,West 12th Street,residential,25 mph,272.176,"LINESTRING (-74.0006278 40.7372222, -73.997805 40.736032)",,,,,,,,
42439272,42449333,0,68668541,True,5th Avenue,secondary,25 mph,74.611,"LINESTRING (-73.992225 40.737917, -73.992654 40.73733)",,,,,,,,
42439275,42439830,0,813970416,True,7th Avenue,secondary,25 mph,74.683,"LINESTRING (-73.998287 40.74047, -73.998713 40.739881)",,,,,,,,
42439464,7050687016,0,808055023,True,Amsterdam Avenue,primary,25 mph,10.724,"LINESTRING (-73.98441649999999 40.7747952, -73.9843556 40.7748799)",3,,,,,,,
42439734,6836035798,0,197294051,True,Edgecombe Avenue,residential,,25.673,"LINESTRING (-73.93595139999999 40.8384189, -73.93613019999999 40.8382318)",,,,,,,,
42439735,42439734,0,197294051,True,Edgecombe Avenue,residential,,25.284,"LINESTRING (-73.93574599999999 40.8385849, -73.93595139999999 40.8384189)",,,,,,,,
42439737,42439735,0,197294051,True,Edgecombe Avenue,residential,,18.493,"LINESTRING (-73.9355857 40.8386987, -73.93574599999999 40.8385849)",,,,,,,,
42439738,42439737,0,197294051,True,Edgecombe Avenue,residential,,13.898,"LINESTRING (-73.9354609 40.8387806, -73.9355857 40.8386987)",,,,,,,,
42439739,6836035797,0,197294051,True,Edgecombe Avenue,residential,,9.583,"LINESTRING (-73.935282 40.8389514, -73.93534990000001 40.8388822)",,,,,,,,
42439740,42439739,0,197294051,True,Edgecombe Avenue,residential,,12.397,"LINESTRING (-73.9352073 40.8390475, -73.935282 40.8389514)",,,,,,,,
42439742,6836035796,0,197294051,True,Edgecombe Avenue,residential,,10.302,"LINESTRING (-73.9351123 40.8392077, -73.9351585 40.8391219)",,,,,,,,
42439744,6836035795,0,197294051,True,Edgecombe Avenue,residential,,9.319,"LINESTRING (-73.93504780000001 40.8393694, -73.9350752 40.8392882)",,,,,,,,
42439745,6836035794,0,197294051,True,Edgecombe Avenue,residential,,9.984,"LINESTRING (-73.9350196 40.8395349, -73.9350306 40.8394455)",,,,,,,,
42439748,42439745,0,197294051,True,Edgecombe Avenue,residential,,8.896,"LINESTRING (-73.935012 40.8396147, -73.9350196 40.8395349)",,,,,,,,
42439751,42439748,0,197294051,True,Edgecombe Avenue,residential,,8.73,"LINESTRING (-73.9350134 40.8396932, -73.935012 40.8396147)",,,,,,,,
42439754,6836035793,0,197294051,True,Edgecombe Avenue,residential,,13.956,"LINESTRING (-73.935056 40.8399085, -73.93502719999999 40.8397849)",,,,,,,,
42439757,42439754,0,197294051,True,Edgecombe Avenue,residential,,10.78,"LINESTRING (-73.9350908 40.8400018, -73.935056 40.8399085)",,,,,,,,
42439760,42439757,0,197294051,True,Edgecombe Avenue,residential,,11.502,"LINESTRING (-73.9351357 40.8400995, -73.9350908 40.8400018)",,,,,,,,
42439763,42439760,0,197294051,True,Edgecombe Avenue,residential,,9.188,"LINESTRING (-73.9351736 40.840177, -73.9351357 40.8400995)",,,,,,,,
42439823,5244228884,0,196117091,True,7th Avenue,secondary,25 mph,44.72,"LINESTRING (-73.999684 40.738552, -73.9999354 40.7381978)",,,,,,,,
