u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,width,access,est_width,bridge,junction,tunnel,ref,area
6521822713,567389917,0,34788255,,Avenue Lamoricière,residential,30,False,6.073,"LINESTRING (2.4118208 48.8443154, 2.4117892 48.8442649)",,,,,,,,,
6521822713,6521799069,0,34788255,,Avenue Lamoricière,residential,30,False,93.401,"LINESTRING (2.4118208 48.8443154, 2.4123068 48.8450921)",,,,,,,,,
6521826929,2720107788,0,624127639,3,Place Édouard Renard,secondary,30,True,8.715,"LINESTRING (2.4078435 48.8348781, 2.4079595 48.8348604)",,,,,,,,,
6521840675,6873210680,0,162280845,,Rue du Sahel,residential,30,True,3.396,"LINESTRING (2.4088306 48.8406626, 2.408877 48.8406624)",,,,,,,,,
6521844361,245277023,0,162280840,,Rue de Picpus,residential,30,True,12.546,"LINESTRING (2.4038994 48.8349452, 2.4038206 48.8350454)",,,,,,,,,
6521848548,177308558,0,93729382,,Rue Jules Lemaître,residential,30,True,8.771,"LINESTRING (2.4114117 48.8423277, 2.4115294 48.8423128)",,,,,,,,,
6524360876,244419638,0,22768135,,Rue Mousset-Robert,residential,30,True,10.563,"LINESTRING (2.4051124 48.8429524, 2.4052536 48.8429327)",,,,,,,,,
6524588526,704784,0,71055776,5,Rue de Charenton,secondary,30,False,23.881,"LINESTRING (2.3975274 48.8319268, 2.3972957 48.832078)",,,,,,,,,
6524588526,2725582848,0,71055776,5,Rue de Charenton,secondary,30,False,5.531,"LINESTRING (2.3975274 48.8319268, 2.3975811 48.8318918)",,,,,,,,,
6524644134,257712913,0,536749338,2,Rue de Charenton,secondary,30,False,11.381,"LINESTRING (2.3915984 48.8368625, 2.3915328 48.8369553)",,,,,,,,,
6524644134,6873134532,0,536749338,2,Rue de Charenton,secondary,30,False,88.693,"LINESTRING (2.3915984 48.8368625, 2.3921259 48.8361444)",,,,,,,,,
6524826114,15378825,0,438204230,,Avenue Daumesnil,secondary,30,False,18.736,"LINESTRING (2.4019499 48.8372381, 2.4021719 48.8371542)",,,,,,,,,
6524826114,6539279026,0,438204230,,Avenue Daumesnil,secondary,30,False,12.206,"LINESTRING (2.4019499 48.8372381, 2.4018053 48.8372928)",,,,,,,,,
6524901409,333678584,0,162280815,2,Avenue Daumesnil,secondary,30,True,13.014,"LINESTRING (2.4101214 48.8343763, 2.4099579 48.8344223)",,,,,,,,,
6524942966,1771597590,0,165621041,,Rue Ferdinand Gambon,residential,30,True,8.487,"LINESTRING (2.4074402 48.8530077, 2.4074878 48.8529381)",,,,,,,,,
6524950064,244455461,0,249065477,,Rue des Maraîchers,residential,30,True,5.549,"LINESTRING (2.4064213 48.8538519, 2.4064117 48.8539014)",,,,,,,,,
6524966183,6524942966,0,165621041,,Rue Ferdinand Gambon,residential,30,True,118.84,"LINESTRING (2.4069965 48.8540358, 2.4074402 48.8530077)",,,,,,,,,
6524968943,244455465,0,516982096,,Rue des Maraîchers,residential,30,True,151.648,"LINESTRING (2.4063917 48.8539913, 2.4060923 48.8553408)",,,,,,,,,
6524994247,5306609287,0,22770937,,Rue Courat,residential,30,True,25.999,"LINESTRING (2.4053793 48.857313, 2.405456 48.8570847)",,,,,,,,,
6525516526,1701682719,0,157936519,,Rue Vandrezanne,residential,30,True,10.801,"LINESTRING (2.3552705 48.8279518, 2.3554034 48.827994)",,,,,,,,,
6525516531,1701682716,0,157936519,,Rue Vandrezanne,residential,30,True,38.436,"LINESTRING (2.3546095 48.827715, 2.3550653 48.8278866)",,,,,,,,,
6529307344,6375859107,0,4261448,,Rue de l'Arbre Sec,residential,30,True,5.205,"LINESTRING (2.342507 48.8613284, 2.3425083 48.8613752)",,,,,,,,,
6539279025,268221926,0,24677039,,Rue Gossec,residential,30,True,12.663,"LINESTRING (2.3997637 48.8381695, 2.3996271 48.8380996)",,,,,,,,,
6539279026,6524826114,0,438204230,,Avenue Daumesnil,secondary,30,False,12.206,"LINESTRING (2.4018053 48.8372928, 2.4019499 48.8372381)",,,,,,,,,
6539279026,1448372505,0,438204230,,Avenue Daumesnil,secondary,30,False,84.29,"LINESTRING (2.4018053 48.8372928, 2.4008065 48.8376702)",,,,,,,,,
6539279028,2957552254,0,24677030,,Rue Sidi Brahim,residential,30,True,132.829,"LINESTRING (2.3992613 48.8383546, 2.4005968 48.8391635)",,,,,,,,,
6539279030,390202,0,438204230,,Avenue Daumesnil,secondary,30,False,27.697,"LINESTRING (2.3971197 48.8390182, 2.3974499 48.8388965)",,,,,,,,,
6539279030,1432256094,0,696354695,,Avenue Daumesnil,secondary,30,False,33.513,"LINESTRING (2.3971197 48.8390182, 2.3967202 48.8391655)",,,,,,,,,
6543245174,6543245175,0,123389297,,Avenue Lucien Descaves,tertiary,30,False,4.288,"LINESTRING (2.3322177 48.8172037, 2.3322578 48.8172318)",,,,,,,,,
6543245174,6291071033,0,123389297,,Avenue Lucien Descaves,tertiary,30,False,7.598,"LINESTRING (2.3322177 48.8172037, 2.3321926 48.8171374)",,,,,,,,,
6543245175,251490760,0,123389297,,Avenue Lucien Descaves,tertiary,30,False,103.992,"LINESTRING (2.3322578 48.8172318, 2.3326773 48.8181253)",,,,,,,,,
6543245175,6543245174,0,123389297,,Avenue Lucien Descaves,tertiary,30,False,4.288,"LINESTRING (2.3322578 48.8172318, 2.3322177 48.8172037)",,,,,,,,,
6548373692,153492913,0,697218450,,Rue Bichat,residential,30,True,5.06,"LINESTRING (2.3667162 48.8726187, 2.3666549 48.8726398)",,,,,,,,,
6548373693,6548373692,0,697218450,,Rue Bichat,residential,30,True,6.063,"LINESTRING (2.3667516 48.8725694, 2.3667162 48.8726187)",,,,,,,,,
6548373695,6548373693,0,697218450,,Rue Bichat,residential,30,True,15.033,"LINESTRING (2.3668101 48.8724398, 2.3667516 48.8725694)",,,,,,,,,
6549456217,1307259219,0,4039912,1,Rue de la Roquette,residential,30,True,17.152,"LINESTRING (2.3703402 48.8533347, 2.3704854 48.8534558)",,,,,,,,,
6550225142,2284436521,0,15459353,,Rue Biscornet,residential,30,True,4.318,"LINESTRING (2.3696178 48.8513524, 2.3696242 48.8513138)",,,,,,,,,
6551266465,5592173981,0,32005187,1,Chemin de Ceinture du Lac Inférieur,unclassified,30,True,24.149,"LINESTRING (2.2586554 48.8644188, 2.2584955 48.8642288)",,,,,,,,,
6553629977,1821304263,0,362033163,,Rue Montmartre,tertiary,30,True,4.884,"LINESTRING (2.3430198 48.871316, 2.3430341 48.8713589)",,,,,,,,,
6562921414,6562921416,0,186261809,,Rue Saint-Paul,residential,30,True,3.083,"LINESTRING (2.3615439 48.8533457, 2.3615767 48.8533631)",,,,,,,,,
6562921415,6562921417,0,186261809,,Rue Saint-Paul,residential,30,True,23.191,"LINESTRING (2.3613363 48.8531611, 2.361514 48.8533338)",,,,,,,,,
6562921416,26401689,0,186261809,,Rue Saint-Paul,residential,30,True,11.984,"LINESTRING (2.3615767 48.8533631, 2.3616797 48.8534469)",,,,,,,,,
6562921417,6562921414,0,186261809,,Rue Saint-Paul,residential,30,True,2.557,"LINESTRING (2.361514 48.8533338, 2.3615439 48.8533457)",,,,,,,,,
6562921418,704819728,0,19877594,,Rue des Jardins Saint-Paul,residential,30,True,2.265,"LINESTRING (2.3610981 48.8539767, 2.3610862 48.8539579)",,,,,,,,,
6568669391,2284436511,0,15459353,,Rue Biscornet,residential,30,True,87.291,"LINESTRING (2.3697968 48.8502832, 2.3699275 48.8495029)",,,,,,,,,
6587528298,6587528306,0,701430593,,Rue des Cheminots,residential,30,False,35.043,"LINESTRING (2.3568705 48.8963552, 2.35699 48.89605)",,,yes,,,,,,
6587528298,6587528300,0,701430593,,Rue des Cheminots,residential,30,False,46.756,"LINESTRING (2.3568705 48.8963552, 2.356711 48.8967624)",,,yes,,,,,,
6587528300,6587528298,0,701430593,,Rue des Cheminots,residential,30,False,46.756,"LINESTRING (2.356711 48.8967624, 2.3568705 48.8963552)",,,yes,,,,,,
6587528300,6587528302,0,701430593,,Rue des Cheminots,residential,30,False,36.617,"LINESTRING (2.356711 48.8967624, 2.3565861 48.8970813)",,,yes,,,,,,
6587528302,6587528300,0,701430593,,Rue des Cheminots,residential,30,False,36.617,"LINESTRING (2.3565861 48.8970813, 2.356711 48.8967624)",,,yes,,,,,,
6587528302,6587528304,0,701430593,,Rue des Cheminots,residential,30,False,45.699,"LINESTRING (2.3565861 48.8970813, 2.3564302 48.8974793)",,,yes,,,,,,
6587528304,6587528302,0,701430593,,Rue des Cheminots,residential,30,False,45.699,"LINESTRING (2.3564302 48.8974793, 2.3565861 48.8970813)",,,yes,,,,,,
6587528304,4826570080,0,701430593,,Rue des Cheminots,residential,30,False,29.108,"LINESTRING (2.3564302 48.8974793, 2.3563309 48.8977328)",,,yes,,,,,,
6587528306,4826570086,0,701430593,,Rue des Cheminots,residential,30,False,80.514,"LINESTRING (2.35699 48.89605, 2.3572647 48.8953488)",,,yes,,,,,,
6587528306,6587528298,0,701430593,,Rue des Cheminots,residential,30,False,35.043,"LINESTRING (2.35699 48.89605, 2.3568705 48.8963552)",,,yes,,,,,,
6594654111,5357395145,0,554650069,2,Boulevard Ney,primary,30,True,21.052,"LINESTRING (2.3572193 48.8985059, 2.3575072 48.8985108)",,,,,,,,,
6594654112,5585996035,0,554650069,2,Boulevard Ney,primary,30,True,36.727,"LINESTRING (2.3579852 48.898521, 2.3584873 48.8985329)",,,,,,,,,
6594654122,6594654123,0,382751366,2,Boulevard Ney,primary,30,True,7.807,"LINESTRING (2.3579995 48.8986843, 2.357893 48.898679)",,,,,,,,,
6594654123,5569107921,0,382751366,2,Boulevard Ney,primary,30,True,7.781,"LINESTRING (2.357893 48.898679, 2.3577878 48.8986683)",,,,,,,,,
6594654124,5881358779,0,602152750,2,Boulevard Ney,primary,30,True,34.866,"LINESTRING (2.3570508 48.8985805, 2.3565809 48.8985267)",,,,,,,,,
6594654161,6650891719,0,711628205,1,Boulevard Ney,primary,30,True,5.863,"LINESTRING (2.3457901 48.8982031, 2.34571 48.8982004)",,,,,,,,,
6594654162,6594654161,0,711628205,1,Boulevard Ney,primary,30,True,5.303,"LINESTRING (2.3458625 48.8982001, 2.3457901 48.8982031)",,,,,,,,,
6594654163,6594654164,0,711628205,1,Boulevard Ney,primary,30,True,6.707,"LINESTRING (2.3462059 48.8981996, 2.3461147 48.898193)",,,,,,,,,
6594654164,5970514466,0,711628205,1,Boulevard Ney,primary,30,True,7.157,"LINESTRING (2.3461147 48.898193, 2.3460168 48.8981935)",,,,,,,,,
6594654166,6594654168,0,25474214,1,Boulevard Ney,primary,30,True,4.044,"LINESTRING (2.3460475 48.8980183, 2.3460994 48.8980309)",,,,,,,,,
6594654168,7392922871,0,25474214,1,Boulevard Ney,primary,30,True,4.095,"LINESTRING (2.3460994 48.8980309, 2.3461531 48.8980414)",,,,,,,,,
6594654169,6594654166,0,25474214,1,Boulevard Ney,primary,30,True,4.595,"LINESTRING (2.3459887 48.8980037, 2.3460475 48.8980183)",,,,,,,,,
6594654170,7392922872,0,25474214,1,Boulevard Ney,primary,30,True,3.016,"LINESTRING (2.3459079 48.8979901, 2.3459483 48.8979956)",,,,,,,,,
6594664008,5922733249,0,582257549,1,Boulevard Ney,primary,30,True,8.172,"LINESTRING (2.3439886 48.8980403, 2.3438772 48.8980341)",,,,,,,,,
6594770695,5383094348,0,224883156,1,Boulevard Ney,primary,30,True,18.479,"LINESTRING (2.3466141 48.8982298, 2.3463627 48.8982124)",,,,,,,,,
6594770710,6240307361,0,711628207,1,Boulevard Ney,primary,30,True,86.495,"LINESTRING (2.3410588 48.8978217, 2.3422415 48.8978451)",,,,,,,,,
6594770711,6927185383,0,711628208,1,Boulevard Ney,primary,30,True,7.881,"LINESTRING (2.3405512 48.8978066, 2.3406589 48.8978098)",,,,,,,,,
6594770741,5569108028,0,711628206,1,Boulevard Ney,primary,30,True,26.846,"LINESTRING (2.3395766 48.8977873, 2.3399437 48.8977941)",,,,,,,,,
6594770742,6594770743,0,517156283,1,Boulevard Ney,primary,30,True,3.621,"LINESTRING (2.3391669 48.897774, 2.339216 48.8977783)",,,,,,,,,
6594770743,5569108027,0,517156283,1,Boulevard Ney,primary,30,True,3.427,"LINESTRING (2.339216 48.8977783, 2.3392625 48.8977822)",,,,,,,,,
6594770744,6594770742,0,517156283,1,Boulevard Ney,primary,30,True,2.955,"LINESTRING (2.3391279 48.897767, 2.3391669 48.897774)",,,,,,,,,
6594770770,6240307384,0,481351295,2,Boulevard Ney,primary,30,True,2.636,"LINESTRING (2.3371209 48.8978903, 2.3370849 48.897889)",,,,,,,,,
6594770785,4864708820,0,481351294,1,Boulevard Ney,primary,30,True,56.282,"LINESTRING (2.3316256 48.897638, 2.3323952 48.8976528)",,,,,,,,,
6594770786,6594770785,0,481351294,1,Boulevard Ney,primary,30,True,29.502,"LINESTRING (2.3312223 48.897628, 2.3316256 48.897638)",,,,,,,,,
6594770787,6240308389,0,711628215,1,Boulevard Ney,primary,30,True,6.95,"LINESTRING (2.330765 48.8976194, 2.33086 48.8976219)",,,,,,,,,
6594770788,6240308390,0,711628215,1,Boulevard Ney,primary,30,True,4.909,"LINESTRING (2.3306255 48.8976053, 2.3306918 48.8976123)",,,,,,,,,
6594770789,6069165107,0,711628219,2,Boulevard Ney,primary,30,True,50.072,"LINESTRING (2.3301949 48.8977678, 2.3295102 48.8977551)",,,,,,,,,
6594770792,6240308392,0,711628215,1,Boulevard Ney,primary,30,True,15.804,"LINESTRING (2.3302003 48.897567, 2.3304164 48.8975712)",,,,,,,,,
6594770797,5568703531,0,667495940,1,Boulevard Ney,primary,30,True,10.706,"LINESTRING (2.3292334 48.8975433, 2.3293798 48.8975461)",,,,,,,,,
6594770800,5568702215,0,711628219,2,Boulevard Ney,primary,30,True,25.181,"LINESTRING (2.3293112 48.8977509, 2.3289669 48.8977437)",,,,,,,,,
6596325547,2323405611,0,25115194,,Rue de Londres,secondary,30,True,2.954,"LINESTRING (2.3307706 48.8766072, 2.3307352 48.87662)",,,,,,,,,
6597080965,277586280,0,25474214,1,Boulevard Ney,primary,30,True,64.362,"LINESTRING (2.3486995 48.8981596, 2.3495796 48.8981763)",,,,,,,,,
6602231439,7140083424,0,25092512,,Rue des Amiraux,residential,30,True,6.389,"LINESTRING (2.3495127 48.8948386, 2.3494289 48.8948549)",,,,,,,,,
6602374808,1370183136,0,670202766,2,Rue Lucien Bossoutrot,residential,30,False,14.89,"LINESTRING (2.2707314 48.8372401, 2.2705431 48.8372908)",,,,,,,,,
6602374808,6115228972,0,670202766,2,Rue Lucien Bossoutrot,residential,30,False,10.747,"LINESTRING (2.2707314 48.8372401, 2.2708673 48.8372035)",,,,,,,,,
6604038406,5686909806,0,707097184,,Rue du Faubourg Saint-Antoine,primary,30,False,9.768,"LINESTRING (2.3947092 48.8485577, 2.3945791 48.8485774)",,,,,,,,,
6604038406,5682987041,0,707097184,,Rue du Faubourg Saint-Antoine,primary,30,False,3.071,"LINESTRING (2.3947092 48.8485577, 2.3947501 48.8485515)",,,,,,,,,
6620302036,277542388,0,17075729,,Boulevard Carnot,residential,30,True,10.831,"LINESTRING (2.4137313 48.8464584, 2.4136333 48.8463854)",,,,,,,,,
6620540064,2194257007,0,8058934,,Rue de Metz,residential,30,True,4.016,"LINESTRING (2.3548829 48.8706193, 2.3548307 48.8706305)",,,,,,,,,
6620540070,2194257095,0,24037143,,Rue Jarry,residential,30,True,99.864,"LINESTRING (2.3566968 48.8738379, 2.3554062 48.8741312)",,,,,,,,,
6624892936,702936442,0,55997749,,Rue des Panoyaux,residential,30,False,80.419,"LINESTRING (2.3890683 48.867372, 2.3901418 48.8675282)",,,,,,,,,
6624892936,148943753,0,55997749,,Rue des Panoyaux,residential,30,False,7.689,"LINESTRING (2.3890683 48.867372, 2.3889793 48.8673352)",,,,,,,,,
6624892937,148943753,0,55997749,,Rue des Panoyaux,residential,30,False,7.144,"LINESTRING (2.3889001 48.8672976, 2.3889793 48.8673352)",,,,,,,,,
6624892937,148943869,0,55997749,,Rue des Panoyaux,residential,30,False,97.761,"LINESTRING (2.3889001 48.8672976, 2.3877062 48.8669024)",,,,,,,,,
6624892938,2928189589,0,15091786,,Rue des Amandiers,residential,30,True,51.981,"LINESTRING (2.3890002 48.8672589, 2.3893141 48.8668395)",,,,,,,,,
6624892939,148943753,0,15091786,,Rue des Amandiers,residential,30,True,7.774,"LINESTRING (2.3889604 48.867404, 2.3889793 48.8673352)",,,,,,,,,
6624892940,6199111249,0,24044383,,Rue des Amandiers,residential,30,True,27.787,"LINESTRING (2.3897353 48.8658279, 2.389839 48.8655875)",,,,,,,,,
6625082619,6625082629,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,8.249,"LINESTRING (2.3410064 48.8474802, 2.3410474 48.8475493)",,,,,,,,,
6625082620,6625082621,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,82.949,"LINESTRING (2.3411036 48.8476442, 2.3415311 48.8483351)",,,,,,,,,
6625082621,24984217,0,702655625,1,Rue Cujas,residential,30,True,5.867,"LINESTRING (2.3415311 48.8483351, 2.3414722 48.8483709)",,,,,,,,,
6625082621,6625082627,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,37.811,"LINESTRING (2.3415311 48.8483351, 2.3417153 48.8486528)",,,,,,,,,
6625082622,1765824641,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,17.299,"LINESTRING (2.3417447 48.8487034, 2.3418353 48.8488471)",,,,,,,,,
6625082623,6625082624,0,809890685,1,Boulevard Saint-Michel,service,30,True,25.224,"LINESTRING (2.3425892 48.850069, 2.342715 48.8502802)",,,,,,,,,
6625082624,4185965144,0,639667209,,Rue des Écoles,tertiary,30,False,8.202,"LINESTRING (2.342715 48.8502802, 2.3428117 48.8502429)",,,,,,,,,
6625082624,324579210,0,639667209,,Rue des Écoles,tertiary,30,False,6.041,"LINESTRING (2.342715 48.8502802, 2.3426437 48.8503076)",,,,,,,,,
6625082624,7023772703,0,809890684,,Boulevard Saint-Michel,cycleway,30,True,30.672,"LINESTRING (2.342715 48.8502802, 2.3428452 48.8505424)",,,,,,,,,
6625082625,6625082623,0,809890685,1,Boulevard Saint-Michel,service,30,True,140.545,"LINESTRING (2.3418666 48.8488979, 2.3425892 48.850069)",,,,,,,,,
6625082627,6625082622,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,6.024,"LINESTRING (2.3417153 48.8486528, 2.3417447 48.8487034)",,,,,,,,,
6625082629,6625082620,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,11.325,"LINESTRING (2.3410474 48.8475493, 2.3411036 48.8476442)",,,,,,,,,
6631329174,6193149503,0,51548827,,Rue des Mûriers,residential,30,True,33.011,"LINESTRING (2.3913066 48.8647907, 2.3911929 48.865078)",,,,,,,,,
6631386510,2621009106,0,256437618,1,Place Auguste Métivier,residential,30,True,10.047,"LINESTRING (2.3880349 48.8631237, 2.3880058 48.8630354)",,,,,,,,,
6631842919,602384140,0,47282248,,Passage Sainte-Anne Popincourt,residential,30,False,5.103,"LINESTRING (2.3693062 48.8581293, 2.3692416 48.858112)",,,,,,,,,
6631842919,6631842920,0,705792797,,Passage Sainte-Anne Popincourt,residential,30,False,11.208,"LINESTRING (2.3693062 48.8581293, 2.3694481 48.8581673)",,,,,,,building_passage,,
6631842920,152738656,0,705792796,,Passage Sainte-Anne Popincourt,residential,30,False,91.373,"LINESTRING (2.3694481 48.8581673, 2.3706075 48.8584729)",,,,,,,,,
6631842920,6631842919,0,705792797,,Passage Sainte-Anne Popincourt,residential,30,False,11.208,"LINESTRING (2.3694481 48.8581673, 2.3693062 48.8581293)",,,,,,,building_passage,,
6632294891,6282793814,0,18795168,,Rue Léon Frot,residential,30,True,7.309,"LINESTRING (2.3884544 48.8528259, 2.3885141 48.8528786)",,,,,,,,,
6632314607,5918926661,0,626982731,,Rue Eugène Varlin,unclassified,30,True,75.293,"LINESTRING (2.3631833 48.8791066, 2.3639971 48.8786918)",,,,,,,,,
6633393929,683077529,0,5219257,2,Rue de la Cité Universitaire,tertiary,30,True,2.818,"LINESTRING (2.34163 48.8198937, 2.3416221 48.8199185)",,,,,,,,,
6637238772,6637238777,0,516982089,2,Rue d'Avron,tertiary,30,False,2.995,"LINESTRING (2.4083425 48.8530944, 2.4083814 48.8531028)",,,,,,,,,
6637238772,6937647675,0,516982089,2,Rue d'Avron,tertiary,30,False,59.019,"LINESTRING (2.4083425 48.8530944, 2.4075653 48.8529523)",,,,,,,,,
6637238777,6937699465,0,516982089,2,Rue d'Avron,tertiary,30,False,31.814,"LINESTRING (2.4083814 48.8531028, 2.4088001 48.85318)",,,,,,,,,
6637238777,6637238772,0,516982089,2,Rue d'Avron,tertiary,30,False,2.995,"LINESTRING (2.4083814 48.8531028, 2.4083425 48.8530944)",,,,,,,,,
6638599299,2180084883,0,70994514,,Rue Mayran,residential,30,False,70.931,"LINESTRING (2.3456459 48.87714, 2.3447191 48.8773281)",,,,,,,,,
6638599299,94170852,0,70994514,,Rue Mayran,residential,30,False,7.325,"LINESTRING (2.3456459 48.87714, 2.3457401 48.8771176)",,,,,,,,,
6638599300,971501937,0,744933863,,Rue Mayran,residential,30,False,7.167,"LINESTRING (2.3458968 48.8768675, 2.3459341 48.8768079)",,,,,,,,,
6639716455,6639716456,0,706580238,,Rue Madame,residential,30,True,29.909,"LINESTRING (2.3317804 48.8500364, 2.3317617 48.8497677)",,,,,,,,,
6639716456,5513296049,0,706580238,,Rue Madame,residential,30,True,39.949,"LINESTRING (2.3317617 48.8497677, 2.3317368 48.8494088)",,,,,,,,,
6639716457,2789010270,0,706580236,,Rue Madame,residential,30,True,68.064,"LINESTRING (2.3317108 48.849099, 2.3316574 48.8484879)",,,,,,,,,
6639856524,24959151,0,706593770,,Rue Cassette,residential,30,True,82.093,"LINESTRING (2.3310134 48.8485084, 2.3309356 48.8492449)",alley,,,,,,,,
6640959134,6640959135,0,158427565,,Rue René Clair,residential,30,False,5.433,"LINESTRING (2.3540863 48.8940624, 2.3540394 48.8941003)",,,destination,,,,,,
6640959134,1734278157,0,158427565,,Rue René Clair,residential,30,False,6.629,"LINESTRING (2.3540863 48.8940624, 2.3541079 48.8940045)",,,destination,,,,,,
6640959135,1706203406,0,158427565,,Rue René Clair,residential,30,False,3.834,"LINESTRING (2.3540394 48.8941003, 2.3539944 48.894118)",,,destination,,,,,,
6640959135,6640959134,0,158427565,,Rue René Clair,residential,30,False,5.433,"LINESTRING (2.3540394 48.8941003, 2.3540863 48.8940624)",,,destination,,,,,,
6641101419,7218812044,0,773157231,,Rue Fernand Widal,residential,30,True,39.476,"LINESTRING (2.3606879 48.8185465, 2.3604805 48.8182188)",,,,,,,,,
6643351042,1699823949,0,452439520,,,service,30,False,30.681,"LINESTRING (2.2545455 48.8598989, 2.2545198 48.8601743)",,,,,,,,,
6643351042,358897363,0,452439520,,,service,30,False,25.196,"LINESTRING (2.2545455 48.8598989, 2.254528 48.8596726)",,,,,,,,,
6643351043,358897278,0,452439508,,,service,30,False,5.99,"LINESTRING (2.2544087 48.8592265, 2.2544327 48.859175)",,,,,,,,,
6643351043,1699823803,0,452439508,,,service,30,False,5.615,"LINESTRING (2.2544087 48.8592265, 2.2543943 48.8592761)",,,,,,,,,
6643351044,271465284,0,83196023,,,service,30,False,42.858,"LINESTRING (2.2546106 48.8586468, 2.2545117 48.8590267)",,,,,,,,,
6643351044,1699823509,0,83196023,,,service,30,False,16.882,"LINESTRING (2.2546106 48.8586468, 2.2546828 48.8585026)",,,,,,,,,
6643763919,2321149397,0,706989171,,Rue de Babylone,residential,30,True,39.578,"LINESTRING (2.3255635 48.8517188, 2.3250226 48.8517157)",,,,,,,,,
6644731819,6207483648,0,707079357,,Rue de l'Université,residential,30,False,3.239,"LINESTRING (2.3201893 48.860575, 2.3201509 48.8605895)",,,,,,,,,
6644901560,24636708,0,703451950,,Place de la Nation,residential,30,True,7.967,"LINESTRING (2.3974305 48.848044, 2.3974629 48.8481124)",,,,,,,,,
6646030745,5326881999,0,707208314,,Rue de Sèvres,secondary,30,False,75.237,"LINESTRING (2.3218218 48.8490828, 2.3210136 48.8486645)",,,,,,,,,
6650891719,5914199943,0,711628205,1,Boulevard Ney,primary,30,True,12.216,"LINESTRING (2.34571 48.8982004, 2.3455441 48.8981872)",,,,,,,,,
6653312406,6178899654,0,708065697,,Boulevard Edgar Quinet,tertiary,30,True,89.779,"LINESTRING (2.3289516 48.8399126, 2.3278579 48.8402783)",,,,,,,,,
6655064131,5691709192,0,25474214,1,Boulevard Ney,primary,30,True,29.868,"LINESTRING (2.3508107 48.8982184, 2.3512191 48.8982267)",,,,,,,,,
6655064133,277586284,0,688027399,1,Boulevard Ney,primary,30,True,15.349,"LINESTRING (2.3526951 48.89845, 2.3524852 48.8984463)",,,,,,,,,
6655064134,6303555699,0,688027399,1,Boulevard Ney,primary,30,True,17.601,"LINESTRING (2.3530271 48.8984569, 2.3527864 48.8984526)",,,,,,,,,
6655064135,6655064137,0,688027399,1,Boulevard Ney,primary,30,True,6.204,"LINESTRING (2.3531494 48.8984514, 2.3530648 48.8984559)",,,,,,,,,
6655064136,5881358773,0,25474215,1,Boulevard Ney,primary,30,True,8.602,"LINESTRING (2.3535076 48.8984308, 2.3533971 48.8984574)",,,,,,,,,
6655064137,6655064134,0,688027399,1,Boulevard Ney,primary,30,True,2.758,"LINESTRING (2.3530648 48.8984559, 2.3530271 48.8984569)",,,,,,,,,
6657168772,148943752,0,15091807,,Rue des Panoyaux,residential,30,True,2.366,"LINESTRING (2.3855939 48.8663301, 2.3856258 48.8663336)",,,,,,,,,
6657168773,6657168772,0,15091807,,Rue des Panoyaux,residential,30,True,2.78,"LINESTRING (2.385557 48.8663361, 2.3855939 48.8663301)",,,,,,,,,
6657168774,6657168773,0,15091807,,Rue des Panoyaux,residential,30,True,21.878,"LINESTRING (2.3853238 48.8664593, 2.385557 48.8663361)",,,,,,,,,
6657168775,148943798,0,15091810,,Rue Victor Letalle,residential,30,True,4.775,"LINESTRING (2.3853549 48.8665098, 2.3852957 48.8664917)",,,,,,,,,
6657168776,6657168778,0,15091810,,Rue Victor Letalle,residential,30,True,2.678,"LINESTRING (2.3854119 48.8665456, 2.3853894 48.8665266)",,,,,,,,,
6657168777,6657168776,0,15091810,,Rue Victor Letalle,residential,30,True,2.036,"LINESTRING (2.3854196 48.8665632, 2.3854119 48.8665456)",,,,,,,,,
6657168778,6657168775,0,15091810,,Rue Victor Letalle,residential,30,True,3.14,"LINESTRING (2.3853894 48.8665266, 2.3853549 48.8665098)",,,,,,,,,
6657226460,148943869,0,55997749,,Rue des Panoyaux,residential,30,False,29.946,"LINESTRING (2.387335 48.8667888, 2.3877062 48.8669024)",,,,,,,,,
6657226460,6657226462,0,55997749,,Rue des Panoyaux,residential,30,False,15.525,"LINESTRING (2.387335 48.8667888, 2.3871446 48.8667271)",,,,,,,,,
6657226461,6657226463,0,55997749,,Rue des Panoyaux,residential,30,False,2.874,"LINESTRING (2.3870581 48.8666944, 2.3870916 48.8667079)",,,,,,,,,
6657226461,148943606,0,55997749,,Rue des Panoyaux,residential,30,False,2.293,"LINESTRING (2.3870581 48.8666944, 2.3870306 48.8666845)",,,,,,,,,
6657226462,6657226460,0,55997749,,Rue des Panoyaux,residential,30,False,15.525,"LINESTRING (2.3871446 48.8667271, 2.387335 48.8667888)",,,,,,,,,
6657226462,6657226463,0,55997749,,Rue des Panoyaux,residential,30,False,4.426,"LINESTRING (2.3871446 48.8667271, 2.3870916 48.8667079)",,,,,,,,,
6657226463,6657226462,0,55997749,,Rue des Panoyaux,residential,30,False,4.426,"LINESTRING (2.3870916 48.8667079, 2.3871446 48.8667271)",,,,,,,,,
