u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,width,access,est_width,bridge,junction,tunnel,ref,area
259643000,2619999555,0,4018282,,Avenue Boutroux,residential,30,False,21.914,"LINESTRING (2.3766857 48.8225375, 2.3764067 48.8224661)",,,,,,,,,
259643000,2619999560,0,4018282,,Avenue Boutroux,residential,30,False,24.809,"LINESTRING (2.3766857 48.8225375, 2.3770021 48.8226174)",,,,,,,,,
259643630,6431058120,0,23951197,,Rue Regnault,residential,30,True,78.829,"LINESTRING (2.3735098 48.8237921, 2.3745538 48.8239657)",,,,,,,,,
259643630,6431055917,0,27142561,,Rue Albert,residential,30,False,6.646,"LINESTRING (2.3735098 48.8237921, 2.3734653 48.8238442)",,,,,,,,,
259644410,382015,0,41361998,,Rue Nationale,tertiary,30,True,44.636,"LINESTRING (2.3680498 48.8240949, 2.3678476 48.8244736)",,,,,,,,,
259644520,335614490,0,23951283,,Rue du Château des Rentiers,residential,30,True,24.465,"LINESTRING (2.3699396 48.8248483, 2.3700503 48.8246407)",,,,,,,,,
259645983,3745435263,0,16360338,1,Rue de la Pointe d'Ivry,residential,30,True,13.846,"LINESTRING (2.3643498 48.8226268, 2.3641977 48.8225528)",,,,,,,,,
259645993,3697213525,0,625914983,2,Avenue d'Ivry,secondary,30,True,90.151,"LINESTRING (2.3649081 48.8237148, 2.3639312 48.8242084)",,,,,,,,,
259706958,3588040164,0,5219257,2,Rue de la Cité Universitaire,tertiary,30,True,31.417,"LINESTRING (2.3414253 48.8204598, 2.3413182 48.8207334)",,,,,,,,,
259717822,249662768,0,23142235,,Rue Jean Minjoz,service,30,False,51.665,"LINESTRING (2.3345077 48.8324718, 2.3342521 48.8320387)",,,private,,,,,,
259717822,3002750302,0,23142235,,Rue Jean Minjoz,service,30,False,48.499,"LINESTRING (2.3345077 48.8324718, 2.3347358 48.8328813)",,,private,,,,,,
259717822,3002750299,0,23957344,,Rue Jean-Claude Arnould,service,30,False,31.625,"LINESTRING (2.3345077 48.8324718, 2.3341021 48.8325698)",,,private,,,,,,
259717825,259717826,0,25861038,,Rue Jean-Claude Arnould,service,30,False,13.006,"LINESTRING (2.3338037 48.8326402, 2.3338097 48.8327571)",,,private,,,,,,
259717825,3002750299,0,25861038,,Rue Jean-Claude Arnould,service,30,False,23.202,"LINESTRING (2.3338037 48.8326402, 2.3341021 48.8325698)",,,private,,,,,,
259717826,5618972995,0,25861038,,Rue Jean-Claude Arnould,service,30,False,67.834,"LINESTRING (2.3338097 48.8327571, 2.3341265 48.8333304)",,,private,,,,,,
259717826,259717825,0,25861038,,Rue Jean-Claude Arnould,service,30,False,13.006,"LINESTRING (2.3338097 48.8327571, 2.3338037 48.8326402)",,,private,,,,,,
259717827,5618972995,0,588286862,,Rue Jean-Claude Arnould,service,30,False,23.794,"LINESTRING (2.3342342 48.8335323, 2.3341265 48.8333304)",,,private,,,,,,
259961346,5185380732,0,516982088,,Rue des Pyrénées,secondary,30,False,19.904,"LINESTRING (2.4061369 48.8524404, 2.4061641 48.8522623)",,,,,,,,,
259961346,838371381,0,516982088,,Rue des Pyrénées,secondary,30,False,2.616,"LINESTRING (2.4061369 48.8524404, 2.4061353 48.8524639)",,,,,,,,,
259962771,1532875332,0,34491617,1,Rue des Vignoles,residential,30,True,62.344,"LINESTRING (2.400877 48.854767, 2.401412 48.8552034)",,,,,,,,,
259962890,1532887253,0,26303919,1,Rue de la Réunion,residential,30,True,54.566,"LINESTRING (2.4022023 48.8544383, 2.4025837 48.8540166)",,,,,,,,,
260354188,2734029864,0,8917121,,Rue Bixio,residential,30,False,3.53,"LINESTRING (2.3098203 48.8534112, 2.3098365 48.8533813)",,,,,,,,,
260354188,49809411,0,8917121,,Rue Bixio,residential,30,False,12.663,"LINESTRING (2.3098203 48.8534112, 2.3097623 48.8535185)",,,,,,,,,
260418666,260418667,0,25061824,,Rue Hégésippe Moreau,residential,30,True,9.122,"LINESTRING (2.3271552 48.887175, 2.3270716 48.8872359)",,,,,,,,,
260418666,94243623,0,25127508,,Rue Hégésippe Moreau,residential,30,True,66.276,"LINESTRING (2.3271552 48.887175, 2.3277884 48.8867485)",,,,,,,,,
260418667,260418870,0,25061824,,Rue Hégésippe Moreau,residential,30,True,24.771,"LINESTRING (2.3270716 48.8872359, 2.3270882 48.8874584)",,,,,,,,,
260418668,260418669,0,25061824,,Rue Hégésippe Moreau,residential,30,True,37.932,"LINESTRING (2.3271541 48.8875948, 2.3276729 48.8875935)",,,,,,,,,
260418669,7430777116,0,25061824,,Rue Hégésippe Moreau,residential,30,True,30.263,"LINESTRING (2.3276729 48.8875935, 2.3280064 48.8877547)",,,,,,,,,
260418670,7430777118,0,49534524,,Rue Ganneron,residential,30,True,7.781,"LINESTRING (2.3280623 48.8877817, 2.3281253 48.8877253)",,,,,,,,,
260418697,260418888,0,24014197,,Rue Pierre Ginier,residential,30,True,52.441,"LINESTRING (2.3263825 48.8866833, 2.3268919 48.8870153)",,,,,,,,,
260418870,260418883,0,24014237,,Rue Étienne Jodelle,residential,30,True,13.356,"LINESTRING (2.3270882 48.8874584, 2.3269056 48.8874617)",,,,,,,,,
260418870,629665563,0,25061824,,Rue Hégésippe Moreau,residential,30,True,10.181,"LINESTRING (2.3270882 48.8874584, 2.3270987 48.8875497)",,,,,,,,,
260418883,260418884,0,24014237,,Rue Étienne Jodelle,residential,30,True,58.282,"LINESTRING (2.3269056 48.8874617, 2.3263465 48.8878353)",,,,,,,,,
260418884,273692759,0,24014237,,Rue Étienne Jodelle,residential,30,True,47.877,"LINESTRING (2.3263465 48.8878353, 2.3257574 48.8880233)",,,,,,,,,
260418888,260418666,0,24014197,,Rue Pierre Ginier,residential,30,True,26.191,"LINESTRING (2.3268919 48.8870153, 2.3271552 48.887175)",,,,,,,,,
260419337,7473922641,0,24014270,,Rue Camille Tahan,residential,30,False,67.921,"LINESTRING (2.3288324 48.8868223, 2.3282338 48.8863552)",,,,,,,,,
260419617,7430775217,0,25127640,,Rue Fauvet,residential,30,True,133.681,"LINESTRING (2.3278694 48.8888068, 2.326408 48.8895293)",,,,,,,,,
260419617,334396023,0,49534521,,Rue Ganneron,residential,30,True,41.182,"LINESTRING (2.3278694 48.8888068, 2.3276164 48.8884759)",,,,,,,,,
260419670,6109707884,0,24014289,,Rue du Capitaine Madon,residential,30,True,3.953,"LINESTRING (2.3286088 48.8896646, 2.3285667 48.8896869)",,,,,,,,,
260419670,3830556672,0,50556944,,Rue Ganneron,residential,30,True,28.434,"LINESTRING (2.3286088 48.8896646, 2.3284093 48.8894451)",,,,,,,,,
260424537,24911963,0,7331290,,Rue Championnet,residential,30,False,10.256,"LINESTRING (2.3414987 48.8957754, 2.3413584 48.8957751)",,,,,,,,,
260424537,2510487743,0,7331290,,Rue Championnet,residential,30,False,8.255,"LINESTRING (2.3414987 48.8957754, 2.3416116 48.8957768)",,,,,,,,,
260424537,2510487735,0,51983074,,Rue André Messager,residential,30,False,9.224,"LINESTRING (2.3414987 48.8957754, 2.3415513 48.8957)",,,,,,,,,
260425771,2855459587,0,20491330,,Rue Arthur Brière,residential,30,True,6.126,"LINESTRING (2.3278424 48.8950419, 2.3277678 48.895067)",,,,,,,,,
260425771,368740926,0,24015007,,Rue Maria Deraismes,residential,30,True,44.247,"LINESTRING (2.3278424 48.8950419, 2.3275379 48.894698)",,,,,,,,,
260425790,178880823,0,17263064,,Rue Collette,residential,30,True,74.174,"LINESTRING (2.3265731 48.8936399, 2.325618 48.893865)",,,,,,,,,
260425918,1366400301,0,24015032,,Passage Berzélius,residential,30,False,58.509,"LINESTRING (2.3204864 48.8953477, 2.3212028 48.8951131)",,,,,,,,,
260425918,2580430971,0,24015055,,Rue Berzélius,residential,30,False,63.892,"LINESTRING (2.3204864 48.8953477, 2.3200841 48.8948376)",,,,,,,,,
260425919,1366400301,0,24015032,,Passage Berzélius,residential,30,False,7.903,"LINESTRING (2.3212979 48.8950793, 2.3212028 48.8951131)",,,,,,,,,
260425919,1366400270,0,32748976,,Rue Pouchet,tertiary,30,False,8.903,"LINESTRING (2.3212979 48.8950793, 2.3212425 48.895008)",,,,,,,,,
260425919,2580430975,0,32748976,,Rue Pouchet,tertiary,30,False,10.364,"LINESTRING (2.3212979 48.8950793, 2.3213621 48.8951624)",,,,,,,,,
260426074,2580430905,0,24015067,,Rue Boulay,residential,30,True,10.292,"LINESTRING (2.3165713 48.8926634, 2.3166369 48.8927453)",,,,,,,,,
260426074,6123723090,0,90654569,,Avenue de Clichy,secondary,30,True,9.868,"LINESTRING (2.3165713 48.8926634, 2.3166732 48.8926052)",,,,,,,,,
260426336,2580430902,0,24015074,,Rue Émile Level,residential,30,True,9.761,"LINESTRING (2.3175403 48.8921107, 2.3175956 48.8921906)",,,,,,,,,
260426336,178767178,0,90654569,,Avenue de Clichy,secondary,30,True,37.065,"LINESTRING (2.3175403 48.8921107, 2.3179233 48.8918923)",,,,,,,,,
260426337,2580430924,0,24015075,,Rue Ernest Gouin,residential,30,False,7.465,"LINESTRING (2.3186132 48.8936131, 2.3185217 48.8936429)",,,,,,,,,
260426337,2580430926,0,77628896,,Rue Émile Level,residential,30,True,9.199,"LINESTRING (2.3186132 48.8936131, 2.3186653 48.8936884)",,,,,,,,,
260426340,2580430939,0,32749968,,Rue Ernest Gouin,residential,30,True,7.538,"LINESTRING (2.3175714 48.893954, 2.3176631 48.893923)",,,,,,,,,
260426345,7022419118,0,24015067,,Rue Boulay,residential,30,True,46.361,"LINESTRING (2.3171175 48.8933653, 2.3174107 48.893735)",,,,,,,,,
260426345,2580430918,0,24015076,,Rue Cardan,residential,30,False,6.227,"LINESTRING (2.3171175 48.8933653, 2.3171938 48.8933404)",,,,,,,,,
260426346,260426337,0,24015074,,Rue Émile Level,residential,30,True,73.328,"LINESTRING (2.3181855 48.8930166, 2.3186132 48.8936131)",,,,,,,,,
260426346,1366399335,0,24015076,,Rue Cardan,residential,30,False,7.318,"LINESTRING (2.3181855 48.8930166, 2.3180958 48.8930458)",,,,,,,,,
260426348,317912801,0,90654569,,Avenue de Clichy,secondary,30,True,9.36,"LINESTRING (2.3170771 48.8923754, 2.3171735 48.89232)",,,,,,,,,
260426475,1366399426,0,24015076,,Rue Cardan,residential,30,False,7.273,"LINESTRING (2.317668 48.8931855, 2.3177571 48.8931564)",,,,,,,,,
260426475,1366399452,0,24015076,,Rue Cardan,residential,30,False,11.316,"LINESTRING (2.317668 48.8931855, 2.3175294 48.8932308)",,,,,,,,,
260426475,1366399399,0,24015079,,Rue Paul Bodin,residential,30,True,6.55,"LINESTRING (2.317668 48.8931855, 2.3176292 48.8931324)",,,,,,,,,
260426476,2580430931,0,24015075,,Rue Ernest Gouin,residential,30,False,7.66,"LINESTRING (2.318101 48.8937792, 2.3181954 48.8937493)",,,,,,,,,
260426476,2580430929,0,24015079,,Rue Paul Bodin,residential,30,True,7.658,"LINESTRING (2.318101 48.8937792, 2.3180557 48.8937171)",,,,,,,,,
260426844,6933199741,0,24015109,,Passage Petit Cerf,residential,30,True,8.213,"LINESTRING (2.3160172 48.8929794, 2.3160901 48.8930356)",,,,,,,,,
260426844,5353114536,0,90654569,,Avenue de Clichy,secondary,30,True,2.41,"LINESTRING (2.3160172 48.8929794, 2.3160421 48.8929652)",,,,,,,,,
260426870,7022419122,0,24015109,,Passage Petit Cerf,residential,30,True,1.335,"LINESTRING (2.3170441 48.8938419, 2.3170623 48.8938429)",,,,,,,,,
260426871,2580430937,0,24015067,,Rue Boulay,residential,30,True,14.457,"LINESTRING (2.3174223 48.8937496, 2.3175113 48.8938657)",,,,,,,,,
260427137,2580430973,0,24015135,,Rue Fragonard,residential,30,True,4.869,"LINESTRING (2.3178221 48.8949518, 2.3177726 48.8949225)",,,,,,,,,
260427137,3978871192,0,32749218,1,Rue de la Jonquière,residential,30,True,3.98,"LINESTRING (2.3178221 48.8949518, 2.3178735 48.89494)",,,,,,,,,
260427142,260427146,0,24015135,,Rue Fragonard,residential,30,True,47.638,"LINESTRING (2.3168727 48.8945129, 2.3162505 48.8943856)",,,,,,,,,
260427146,1356374811,0,24015135,,Rue Fragonard,residential,30,True,24.034,"LINESTRING (2.3162505 48.8943856, 2.3159284 48.8944289)",,,,,,,,,
260427146,368552686,0,299633663,,Impasse du Pélerin,service,30,False,6.376,"LINESTRING (2.3162505 48.8943856, 2.3162998 48.8944329)",alley,,private,,,,,,
260427149,5451326421,0,24015136,,Passage Boulay,residential,30,True,8.538,"LINESTRING (2.3175266 48.8957352, 2.3175707 48.8956641)",,,,,,,,,
260427380,260427421,0,24015135,,Rue Fragonard,residential,30,True,44.927,"LINESTRING (2.3156313 48.8943767, 2.3150407 48.894265)",,,,,,,,,
260427421,4692446095,0,24015135,,Rue Fragonard,residential,30,True,54.995,"LINESTRING (2.3150407 48.894265, 2.3143229 48.894117)",,,,,,,,,
260427570,368552686,0,299633663,,Impasse du Pélerin,service,30,False,41.363,"LINESTRING (2.3165448 48.8947682, 2.3162998 48.8944329)",alley,,private,,,,,,
260427570,3036590971,0,299633663,,Impasse du Pélerin,service,30,False,11.632,"LINESTRING (2.3165448 48.8947682, 2.3165471 48.8948728)",alley,,private,,,,,,
260550360,2250942979,0,24025297,,Rue Condillac,residential,30,True,84.882,"LINESTRING (2.3837415 48.8644216, 2.3834217 48.8636878)",,,,,,,,,
260550361,2250942977,0,231549025,,Avenue de la République,primary,30,False,7.394,"LINESTRING (2.3833755 48.8635922, 2.3832785 48.8636109)",,,,,,,,,
260550361,2250942972,0,799108267,,Avenue de la République,primary,30,False,8.127,"LINESTRING (2.3833755 48.8635922, 2.3834821 48.8635716)",,,,,,,,,
260554801,94150523,0,799108269,,Avenue de la République,primary,30,False,46.895,"LINESTRING (2.3815816 48.8639361, 2.3821977 48.8638195)",,,,,,,,,
260554801,2250943006,0,799108269,,Avenue de la République,primary,30,False,11.345,"LINESTRING (2.3815816 48.8639361, 2.3814325 48.8639642)",,,,,,,,,
260554817,2250942988,0,8119347,,Rue des Nanettes,residential,30,True,20.609,"LINESTRING (2.3825617 48.8640108, 2.3823416 48.8638951)",,,,,,,,,
260557476,1871796229,0,24026166,,Rue Guy Patin,residential,30,True,1.826,"LINESTRING (2.3511401 48.8821752, 2.3511413 48.8821916)",,,,,,,,,
260559537,1448480696,0,24287095,,Chemin du Cimetière,service,30,False,18.077,"LINESTRING (2.4135192 48.8253629, 2.4132891 48.8253039)",,,,,,,,,
260566392,4512059570,0,24026993,,Rue Bernoulli,residential,30,True,6.813,"LINESTRING (2.3193369 48.8805462, 2.319426 48.8805641)",,,,,,,,,
260587042,4069612279,0,5097214,,Rue Vital,residential,30,True,87.043,"LINESTRING (2.2794559 48.8600272, 2.2801584 48.860659)",,,,,,,,,
260588267,5526066771,0,5097214,,Rue Vital,residential,30,True,10.657,"LINESTRING (2.2794812 48.8598454, 2.2794499 48.859939)",,,,,,,,,
260603628,2394065679,0,24626601,1,Rue des Vignes,residential,30,True,46.169,"LINESTRING (2.2755377 48.8559877, 2.2750463 48.8562482)",,,,,,,,,
260606013,5326882003,0,24030313,2,Rue de Boulainvilliers,residential,30,False,40.729,"LINESTRING (2.2760571 48.8526314, 2.2764851 48.8523972)",,,,,,,,,
260606013,638521931,0,24030313,2,Rue de Boulainvilliers,residential,30,False,19.869,"LINESTRING (2.2760571 48.8526314, 2.2758626 48.8527561)",,,,,,,,,
260609675,34818641,0,721145560,1,Rue Jean de La Fontaine,tertiary,30,True,8.356,"LINESTRING (2.2705182 48.8504082, 2.2704234 48.8503663)",,,,,,,,,
260611533,5526393069,0,24030672,1,Rue des Perchamps,residential,30,True,29.529,"LINESTRING (2.2679247 48.8491685, 2.2675717 48.8490398)",,,,,,,,,
260611534,6665516817,0,24030672,1,Rue des Perchamps,residential,30,True,10.017,"LINESTRING (2.2683762 48.8496464, 2.2683039 48.8495699)",,,,,,,,,
260617736,260617784,0,24031012,,Boulevard Exelmans,residential,30,True,85.836,"LINESTRING (2.265464 48.8403844, 2.2664326 48.8399491)",,,,,,,,,
260617784,1025559464,0,24031012,,Boulevard Exelmans,residential,30,True,16.952,"LINESTRING (2.2664326 48.8399491, 2.2666438 48.8398865)",,,,,,,,,
260617784,5528374928,0,24031017,,Rue Auguste Maquet,residential,30,True,6.036,"LINESTRING (2.2664326 48.8399491, 2.2663888 48.8399031)",,,,,,,,,
260617791,5528374924,0,24031017,,Rue Auguste Maquet,residential,30,True,6.863,"LINESTRING (2.2660964 48.8395965, 2.2660466 48.8395442)",,,,,,,,,
260617792,5528374921,0,24031026,,Boulevard Murat,residential,30,False,51.532,"LINESTRING (2.2655032 48.838975, 2.2648543 48.8391549)",,,,,,,,,
260617792,5528374922,0,24031026,,Boulevard Murat,residential,30,False,9.524,"LINESTRING (2.2655032 48.838975, 2.2656231 48.8389417)",,,,,,,,,
260617820,3285568172,0,24031026,,Boulevard Murat,residential,30,False,4.427,"LINESTRING (2.2647302 48.8392013, 2.2647774 48.8391764)",,,,,,,,,
260618382,5528374978,0,720931132,,Rue Boileau,residential,30,True,5.46,"LINESTRING (2.2624264 48.8409495, 2.2624421 48.8409975)",,,,,,,,,
260619451,1022484858,0,27793065,,Avenue du Parc des Princes,residential,30,True,11.151,"LINESTRING (2.2547176 48.839298, 2.2546641 48.8393919)",,,,,,,,,
260619453,5528375123,0,27793065,,Avenue du Parc des Princes,residential,30,True,12.509,"LINESTRING (2.2545894 48.8399671, 2.2545691 48.8400788)",,,,,,,,,
260619454,260619455,0,27793065,,Avenue du Parc des Princes,residential,30,True,17.646,"LINESTRING (2.2544821 48.8409335, 2.254624 48.8410618)",,,,,,,,,
260625280,5526066754,0,24031855,,Rue Mignard,residential,30,True,51.698,"LINESTRING (2.2746944 48.8638383, 2.2744155 48.8634111)",,,,,,,,,
260653572,677379645,0,24031012,,Boulevard Exelmans,residential,30,True,10.452,"LINESTRING (2.2650442 48.8407204, 2.2650436 48.8406264)",,,,,,,,,
260654577,34819429,0,720932287,,Rue Michel-Ange,residential,30,True,17.628,"LINESTRING (2.2600709 48.8430226, 2.2601842 48.8431625)",,,,,,,,,
260685824,2392409649,0,4574402,,Rue Cunin Gridaine,residential,30,True,57.891,"LINESTRING (2.3543482 48.865158, 2.3536107 48.8653469)",,,,,,,,,
260685981,2841226118,0,4039306,,Rue Vaucanson,residential,30,True,7.76,"LINESTRING (2.3556747 48.8655582, 2.3557177 48.865622)",alley,,,,,,,,
260688993,6620540070,0,24037143,,Rue Jarry,residential,30,True,6.816,"LINESTRING (2.3567849 48.8738179, 2.3566968 48.8738379)",,,,,,,,,
260689420,6070721690,0,108246466,,Rue de Montholon,residential,30,True,6.103,"LINESTRING (2.3473855 48.8766346, 2.3473424 48.8766816)",,,,,,,,,
260693073,1234174899,0,10662466,1,Rue Moncey,residential,30,True,41.991,"LINESTRING (2.3306398 48.8800719, 2.3312058 48.8801356)",,,,,,,,,
260697230,6055343881,0,24038084,,Rue du Colonel Manhes,residential,30,True,5.646,"LINESTRING (2.3214893 48.8953283, 2.3214236 48.895355)",,,,,,,,,
260697230,2580430975,0,32748976,,Rue Pouchet,tertiary,30,False,20.658,"LINESTRING (2.3214893 48.8953283, 2.3213621 48.8951624)",,,,,,,,,
260697230,1366400371,0,32748976,,Rue Pouchet,tertiary,30,False,48.441,"LINESTRING (2.3214893 48.8953283, 2.3218008 48.8957128)",,,,,,,,,
260697272,260697273,0,24038084,,Rue du Colonel Manhes,residential,30,True,33.84,"LINESTRING (2.320985 48.8955275, 2.3205466 48.8954298)",,,,,,,,,
260800266,627618734,0,24048463,,Quai de Valmy,unclassified,30,True,10.233,"LINESTRING (2.3673727 48.87988, 2.3672595 48.8798259)",,,,,,,,,
260928397,5996498071,0,4294000,,Rue Lincoln,residential,30,True,12.531,"LINESTRING (2.3035083 48.8710843, 2.3034302 48.870984)",,,,,,,,,
261666274,682364510,0,83591806,,Rue de la Croix Nivert,tertiary,30,False,68.396,"LINESTRING (2.3005513 48.8472188, 2.3012029 48.8476598)",,,,,,,,,
261666274,3273433762,0,83591806,,Rue de la Croix Nivert,tertiary,30,False,88.73,"LINESTRING (2.3005513 48.8472188, 2.2997088 48.8466449)",,,,,,,,,
261666911,261666912,0,24156344,,Rue Basse des Carmes,service,30,True,36.077,"LINESTRING (2.3487028 48.8494986, 2.3485588 48.8491883)",,,,,,,,,
261666912,1109781720,0,24156344,,Rue Basse des Carmes,service,30,True,49.742,"LINESTRING (2.3485588 48.8491883, 2.3479139 48.8493298)",,,,,,,,,
261666913,7049850622,0,24156344,,Rue Basse des Carmes,service,30,True,30.462,"LINESTRING (2.3478764 48.8493819, 2.3480138 48.8496405)",,,,,,,,,
261666914,7049850621,0,24156344,,Rue Basse des Carmes,service,30,True,2.639,"LINESTRING (2.3480153 48.8496664, 2.3480064 48.8496894)",,,,,,,,,
261666915,5526475276,0,4217080,,Rue des Carmes,residential,30,True,31.147,"LINESTRING (2.347941 48.8498103, 2.3480673 48.8500778)",,,,,,,,,
262468111,319692251,0,4040063,,Rue Duchefdelaville,residential,30,True,55.3,"LINESTRING (2.3702878 48.8320319, 2.369819 48.8316419)",,,,,,,,,
262468442,1666430942,0,24241492,,Rue de Vimoutiers,residential,30,True,3.258,"LINESTRING (2.3713995 48.8314809, 2.371414 48.8314532)",,,,,,,,,
262468448,262468442,0,24241585,,Place de l'Escadrille Normandie-Niemen,residential,30,True,21.424,"LINESTRING (2.371384 48.8316733, 2.3713995 48.8314809)",,,,,,,,,
262468577,6288229381,0,4039440,,Rue Clisson,residential,30,True,44.517,"LINESTRING (2.3668831 48.8316976, 2.3664302 48.8314304)",,,,,,,,,
262809648,1947332766,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.095,"LINESTRING (2.327245 48.8560317, 2.3272717 48.8560249)",,,,,,,,,
262809649,899104124,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.094,"LINESTRING (2.3273538 48.8560352, 2.3273748 48.856048)",,,,,,,,,
262809651,899104138,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.102,"LINESTRING (2.3273966 48.8561011, 2.3273883 48.8561192)",,,,,,,,,
262809652,1947332770,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.088,"LINESTRING (2.3272686 48.856156, 2.3272423 48.8561487)",,,,,,,,,
262809653,2712549825,0,4227113,,Rue de Gribeauval,residential,30,True,5.459,"LINESTRING (2.32722 48.8561368, 2.3271584 48.8561645)",,,,,,,,,
262809653,1947332769,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.265,"LINESTRING (2.32722 48.8561368, 2.3272025 48.85612)",,,,,,,,,
262809654,899104155,0,105198793,,Place Saint-Thomas d'Aquin,residential,30,True,2.251,"LINESTRING (2.3271936 48.8560802, 2.3272029 48.8560609)",,,,,,,,,
262931591,677773445,0,32686357,1,Boulevard Lefebvre,residential,30,True,5.569,"LINESTRING (2.2920306 48.831449, 2.2920646 48.8314042)",,,,,,,,,
262931591,262931603,0,32693231,2,Rue Lefebvre,residential,30,False,54.218,"LINESTRING (2.2920306 48.831449, 2.2924315 48.831859)",,,,,,,,,
262931603,262931591,0,32693231,2,Rue Lefebvre,residential,30,False,54.218,"LINESTRING (2.2924315 48.831859, 2.2920306 48.831449)",,,,,,,,,
263326718,1687476275,0,12708523,,Rue Bargue,residential,30,True,22.121,"LINESTRING (2.3092516 48.8377687, 2.3094929 48.8376489)",,,,,,,,,
263332511,932668251,0,204539142,,Place Falguière,tertiary,30,True,2.974,"LINESTRING (2.3102899 48.8362689, 2.3103062 48.8362934)",,,,,,circular,,,
263332698,932668225,0,204539142,,Place Falguière,tertiary,30,True,3.11,"LINESTRING (2.3103095 48.8363213, 2.3102984 48.8363483)",,,,,,circular,,,
263332699,932668253,0,506259789,,Rue Falguière,tertiary,30,True,11.655,"LINESTRING (2.3102434 48.8363863, 2.310303 48.8364835)",,,,,,,,,
263332699,263332700,0,611974665,,Place Falguière,tertiary,30,True,3.205,"LINESTRING (2.3102434 48.8363863, 2.3102017 48.8363951)",,,,,,circular,,,
263332700,5700604923,0,611974665,,Place Falguière,tertiary,30,True,2.885,"LINESTRING (2.3102017 48.8363951, 2.3101623 48.8363944)",,,,,,circular,,,
263332704,932668215,0,24303740,1,Rue de la Procession,residential,30,True,9.805,"LINESTRING (2.3100817 48.8363596, 2.3099791 48.8364163)",,,,,,,,,
263332704,263332705,0,611974665,,Place Falguière,tertiary,30,True,1.43,"LINESTRING (2.3100817 48.8363596, 2.3100721 48.8363484)",,,,,,circular,,,
263332705,5700571060,0,611974665,,Place Falguière,tertiary,30,True,2.869,"LINESTRING (2.3100721 48.8363484, 2.3100613 48.8363236)",,,,,,circular,,,
263332708,263332709,0,204539142,,Place Falguière,tertiary,30,True,3.101,"LINESTRING (2.3101028 48.8362519, 2.3101389 48.8362373)",,,,,,circular,,,
263332709,5700604921,0,204539142,,Place Falguière,tertiary,30,True,2.676,"LINESTRING (2.3101389 48.8362373, 2.3101745 48.8362318)",,,,,,circular,,,
264015467,100816716,0,11331723,,Rue Émile Richard,residential,30,True,145.956,"LINESTRING (2.3286422 48.8373782, 2.3277687 48.8361982)",,,,,,,,,
264493102,2535761907,0,23397489,,Rue Charles Moureu,residential,30,False,7.771,"LINESTRING (2.362426 48.8275781, 2.3624932 48.827524)",,,,,,,,,
264493102,2535761914,0,23397489,,Rue Charles Moureu,residential,30,False,7.991,"LINESTRING (2.362426 48.8275781, 2.3623572 48.8276339)",,,,,,,,,
264856379,6381188185,0,24401064,,Rue Sainte-Marthe,residential,30,True,10.602,"LINESTRING (2.3732122 48.8745461, 2.3730918 48.874493)",alley,,,,,,,,
264856379,6381187095,0,336802386,,Rue de Sambre et Meuse,residential,30,True,13.797,"LINESTRING (2.3732122 48.8745461, 2.3730282 48.8745735)",,,,,,,,,
264856797,2493546356,0,24401064,,Rue Sainte-Marthe,residential,30,True,94.483,"LINESTRING (2.3717692 48.8739104, 2.3706969 48.8734365)",alley,,,,,,,,
267314975,1183441093,0,24589950,,Villa Bosquet,service,30,False,6.983,"LINESTRING (2.3035243 48.8611444, 2.3035544 48.8610848)",alley,,private,,,,,,
267314975,2705350153,0,59848594,,Rue de l'Université,residential,30,True,16.167,"LINESTRING (2.3035243 48.8611444, 2.3033033 48.8611449)",,,,,,,,,
267315000,1183441093,0,24589950,,Villa Bosquet,service,30,False,73.221,"LINESTRING (2.3038768 48.8604614, 2.3035544 48.8610848)",alley,,private,,,,,,
267350287,652025787,0,406476120,,Rue de Compiègne,residential,30,True,11.549,"LINESTRING (2.353266 48.8794065, 2.3533312 48.8795011)",,,,,,,,,
267350287,655340006,0,680050136,,Boulevard de Magenta,primary,30,False,16.052,"LINESTRING (2.353266 48.8794065, 2.3531526 48.8795301)",,,,,,,,,
267350287,94167630,0,680050136,,Boulevard de Magenta,primary,30,False,16.354,"LINESTRING (2.353266 48.8794065, 2.353378 48.8792792)",,,,,,,,,
267662034,957292007,0,33714473,,Avenue Jules Janin,residential,30,True,51.63,"LINESTRING (2.2759237 48.8605902, 2.2752827 48.8607845)",,,private,,,,,,
267662035,5526066757,0,166750316,,Rue de la Pompe,tertiary,30,False,15.735,"LINESTRING (2.2752013 48.8608047, 2.2751258 48.8606722)",,,,,,,,,
267662035,1446934539,0,166750316,,Rue de la Pompe,tertiary,30,False,44.9,"LINESTRING (2.2752013 48.8608047, 2.2754114 48.8611841)",,,,,,,,,
267696509,4069612211,0,722486911,1,Rue de Passy,secondary,30,True,58.478,"LINESTRING (2.2816238 48.8580652, 2.2823997 48.8581916)",,,,,,,,,
267697789,267697790,0,24626263,,,service,30,False,73.454,"LINESTRING (2.276005 48.8602693, 2.2750104 48.8603599)",,,,,,,,,
